Orthogroup	Dufourea_novaeangliae	Nomia_melanderi
OG0004140	XP_015434333.1	XP_031848341.1
OG0004141	XP_015428560.1	XP_031847271.1, XP_031847269.1
OG0004142	XP_015430944.1	XP_031830141.1
OG0004143	XP_015433557.1	XP_031828609.1
OG0004144	XP_015430908.1	XP_031829244.1
OG0004145	XP_015430395.1	XP_031826862.1
OG0004146	XP_015433520.1	XP_031830084.1
OG0004147	XP_015434808.1	XP_031847314.1
OG0004148	XP_015434732.1	XP_031828533.1
OG0004149	XP_015438371.1	XP_031831029.1
OG0004150	XP_015439934.1	XP_031843324.1
OG0004151	XP_015430253.1	XP_031827116.1, XP_031827118.1
OG0004152	XP_015440124.1	XP_031843378.1
OG0004153	XP_015435719.1	XP_031828680.1
OG0004154	XP_015439390.1	XP_031842848.1
OG0004155	XP_015439521.1	XP_031846414.1
OG0004156	XP_015438853.1	XP_031849449.1
OG0004157	XP_015438395.1	XP_031830669.1
OG0004158	XP_015436222.1	XP_031839515.1, XP_031839507.1
OG0004159	XP_015430989.1	XP_031846487.1, XP_031846496.1
OG0004160	XP_015438562.1	XP_031841258.1, XP_031841245.1
OG0004161	XP_015432325.1	XP_031835990.1
OG0004162	XP_015438275.1	XP_031826465.1
OG0004163	XP_015436672.1	XP_031828849.1
OG0004164	XP_015431739.1	XP_031834358.1, XP_031834357.1
OG0004165	XP_015432147.1	XP_031837660.1
OG0004166	XP_015439170.1	XP_031832697.1
OG0004167	XP_015429462.1	XP_031839526.1
OG0004168	XP_015432319.1	XP_031831065.1
OG0004169	XP_015429518.1	XP_031841865.1
OG0004170	XP_015438766.1	XP_031840567.1
OG0004171	XP_015430498.1	XP_031830304.1
OG0004172	XP_015438340.1	XP_031825861.1
OG0004173	XP_015428950.1	XP_031847862.1
OG0004174	XP_015438576.1	XP_031825864.1
OG0004175	XP_015439184.1	XP_031836178.1
OG0004176	XP_015430653.1	XP_031833266.1
OG0004177	XP_015437319.1	XP_031828129.1
OG0004178	XP_015428830.1	XP_031843380.1
OG0004179	XP_015431182.1	XP_031837985.1
OG0004180	XP_015430411.1	XP_031830203.1
OG0004181	XP_015429548.1	XP_031833983.1
OG0004182	XP_015438146.1, XP_015429917.1	XP_031840552.1
OG0004183	XP_015432016.1	XP_031839016.1
OG0004184	XP_015435892.1	XP_031844317.1
OG0004185	XP_015434885.1	XP_031843083.1
OG0004186	XP_015431025.1	XP_031837869.1
OG0004187	XP_015432349.1	XP_031844364.1
OG0004188	XP_015431629.1	XP_031833348.1
OG0004189	XP_015430710.1	XP_031833352.1
OG0004190	XP_015431614.1, XP_015436019.1	XP_031845108.1
OG0004191	XP_015435725.1	XP_031837945.1
OG0004192	XP_015435949.1	XP_031832028.1, XP_031832031.1
OG0004193	XP_015439314.1	XP_031829423.1
OG0004194	XP_015429271.1	XP_031838314.1
OG0004195	XP_015430520.1	XP_031830123.1
OG0004196	XP_015440090.1	XP_031833835.1
OG0004197	XP_015429526.1	XP_031845750.1, XP_031845749.1
OG0004199	XP_015440088.1	XP_031847702.1
OG0004200	XP_015438910.1	XP_031837883.1
OG0004201	XP_015439002.1	XP_031845897.1
OG0004202	XP_015433622.1	XP_031827693.1
OG0004203	XP_015431243.1	XP_031840110.1
OG0004204	XP_015435980.1	XP_031832269.1
OG0004205	XP_015434597.1	XP_031827070.1
OG0004206	XP_015429536.1	XP_031845814.1
OG0004207	XP_015439536.1	XP_031843645.1
OG0004208	XP_015439528.1	XP_031838334.1
OG0004209	XP_015438516.1, XP_015438515.1	XP_031831030.1
OG0004210	XP_015439784.1	XP_031825601.1
OG0004211	XP_015440125.1	XP_031833507.1
OG0004212	XP_015440135.1	XP_031825680.1
OG0004213	XP_015438735.1	XP_031847368.1
OG0004214	XP_015437244.1	XP_031846770.1
OG0004215	XP_015437226.1	XP_031838867.1
OG0004216	XP_015437150.1	XP_031846991.1
OG0004217	XP_015438609.1	XP_031834393.1
OG0004218	XP_015437580.1	XP_031834420.1
OG0004219	XP_015434664.1	XP_031841797.1
OG0004220	XP_015428842.1	XP_031843429.1
OG0004221	XP_015430160.1	XP_031842173.1
OG0004222	XP_015438018.1	XP_031843386.1
OG0004223	XP_015433497.1	XP_031846457.1
OG0004224	XP_015436572.1	XP_031829050.1
OG0004225	XP_015432056.1	XP_031847142.1
OG0004226	XP_015433337.1	XP_031833649.1
OG0004228	XP_015428871.1, XP_015428870.1	XP_031825844.1
OG0004229	XP_015430924.1	XP_031836059.1
OG0004230	XP_015440007.1	XP_031833505.1
OG0004231	XP_015437889.1	XP_031834457.1
OG0004232	XP_015432224.1	XP_031827555.1
OG0004233	XP_015429840.1	XP_031826051.1
OG0004234	XP_015439999.1	XP_031845660.1
OG0004235	XP_015434053.1	XP_031833093.1
OG0004236	XP_015429161.1	XP_031834909.1
OG0004237	XP_015438794.1	XP_031849428.1, XP_031849427.1
OG0004238	XP_015437778.1	XP_031849173.1
OG0004239	XP_015435488.1	XP_031849971.1
OG0004240	XP_015434132.1	XP_031840834.1
OG0004242	XP_015437563.1	XP_031841761.1
OG0004243	XP_015430621.1	XP_031829378.1
OG0004245	XP_015436057.1	XP_031840324.1
OG0004246	XP_015440268.1	XP_031833892.1
OG0004247	XP_015439715.1	XP_031846639.1
OG0004248	XP_015431519.1	XP_031848293.1
OG0004249	XP_015431529.1	XP_031848460.1
OG0004250	XP_015428872.1	XP_031826565.1
OG0004251	XP_015429170.1	XP_031839658.1
OG0004252	XP_015428971.1	XP_031839720.1
OG0004253	XP_015437202.1	XP_031838664.1
OG0004254	XP_015429436.1	XP_031826445.1, XP_031826442.1
OG0004255	XP_015433730.1	XP_031846282.1
OG0004258	XP_015434746.1	XP_031828637.1
OG0004259	XP_015437120.1	XP_031848371.1
OG0004260	XP_015437825.1	XP_031840996.1, XP_031840994.1
OG0004261	XP_015435753.1	XP_031836187.1, XP_031836095.1
OG0004262	XP_015434618.1	XP_031827563.1
OG0004263	XP_015430066.1	XP_031828498.1
OG0004264	XP_015432832.1	XP_031847578.1, XP_031847573.1
OG0004265	XP_015430918.1	XP_031837588.1
OG0004266	XP_015436848.1	XP_031837446.1, XP_031837447.1
OG0004267	XP_015429354.1	XP_031843976.1
OG0004268	XP_015429914.1	XP_031843983.1
OG0004269	XP_015428677.1	XP_031846480.1
OG0004270	XP_015440117.1	XP_031831290.1, XP_031831289.1
OG0004271	XP_015431839.1	XP_031834844.1
OG0004272	XP_015431166.1	XP_031837874.1
OG0004273	XP_015431109.1	XP_031837658.1
OG0004274	XP_015431501.1	XP_031844305.1
OG0004275	XP_015429301.1	XP_031838358.1
OG0004276	XP_015434529.1	XP_031834119.1
OG0004277	XP_015431653.1	XP_031842302.1
OG0004278	XP_015429834.1	XP_031826519.1
OG0004279	XP_015435167.1	XP_031826496.1
OG0004280	XP_015436687.1	XP_031831580.1
OG0004281	XP_015431115.1	XP_031838648.1
OG0004282	XP_015432028.1	XP_031836689.1
OG0004283	XP_015431956.1	XP_031836789.1
OG0004284	XP_015439083.1	XP_031837200.1, XP_031837205.1
OG0004285	XP_015439113.1	XP_031836978.1
OG0004286	XP_015440286.1	XP_031838110.1
OG0004287	XP_015436024.1	XP_031847272.1
OG0004288	XP_015429750.1	XP_031848656.1, XP_031848657.1
OG0004289	XP_015430298.1	XP_031827262.1
OG0004290	XP_015430316.1	XP_031827266.1
OG0004291	XP_015432360.1	XP_031847618.1
OG0004292	XP_015432314.1	XP_031847634.1
OG0004293	XP_015433651.1	XP_031849551.1
OG0004294	XP_015436681.1	XP_031831838.1
OG0004295	XP_015431234.1	XP_031835304.1
OG0004296	XP_015429275.1, XP_015429276.1	XP_031847995.1
OG0004297	XP_015429355.1	XP_031849560.1
OG0004298	XP_015433692.1	XP_031849522.1
OG0004299	XP_015428624.1	XP_031832319.1
OG0004300	XP_015428516.1	XP_031832365.1
OG0004301	XP_015435846.1	XP_031846164.1
OG0004302	XP_015435202.1, XP_015435203.1	XP_031828524.1
OG0004303	XP_015438046.1	XP_031832241.1
OG0004304	XP_015430687.1	XP_031833200.1
OG0004305	XP_015436698.1	XP_031840437.1
OG0004306	XP_015430516.1	XP_031830116.1
OG0004307	XP_015435137.1	XP_031832049.1, XP_031832050.1
OG0004308	XP_015435119.1	XP_031832014.1
OG0004309	XP_015429978.1	XP_031840542.1, XP_031840541.1
OG0004310	XP_015437211.1	XP_031827887.1
OG0004311	XP_015434786.1	XP_031843193.1, XP_031843197.1
OG0004313	XP_015429459.1	XP_031836047.1
OG0004314	XP_015429468.1	XP_031836151.1
OG0004315	XP_015429481.1	XP_031836170.1
OG0004317	XP_015429705.1	XP_031836284.1
OG0004318	XP_015431838.1	XP_031836379.1
OG0004319	XP_015435981.1	XP_031832192.1, XP_031832191.1
OG0004320	XP_015436004.1	XP_031831894.1
OG0004321	XP_015430199.1	XP_031829519.1
OG0004322	XP_015430190.1	XP_031829529.1, XP_031829528.1
OG0004324	XP_015428543.1	XP_031840042.1
OG0004325	XP_015428595.1	XP_031835961.1
OG0004326	XP_015428535.1	XP_031835956.1
OG0004327	XP_015428465.1	XP_031826899.1, XP_031826898.1
OG0004328	XP_015430286.1	XP_031827080.1
OG0004329	XP_015432715.1	XP_031827076.1
OG0004330	XP_015430442.1	XP_031841197.1
OG0004331	XP_015430452.1, XP_015430451.1	XP_031829992.1
OG0004332	XP_015430523.1	XP_031829816.1, XP_031829817.1
OG0004333	XP_015430466.1	XP_031829745.1
OG0004334	XP_015437468.1	XP_031830267.1, XP_031830265.1
OG0004335	XP_015439417.1	XP_031834244.1
OG0004336	XP_015439380.1	XP_031834226.1
OG0004337	XP_015429296.1	XP_031841803.1
OG0004338	XP_015429571.1	XP_031838392.1
OG0004339	XP_015429264.1	XP_031848982.1
OG0004340	XP_015429197.1	XP_031849013.1
OG0004341	XP_015429572.1, XP_015429573.1	XP_031838398.1
OG0004342	XP_015435808.1	XP_031836814.1, XP_031836810.1
OG0004343	XP_015431515.1	XP_031844553.1
OG0004344	XP_015433649.1	XP_031840983.1
OG0004345	XP_015435124.1	XP_031832180.1
OG0004346	XP_015435144.1	XP_031832011.1
OG0004347	XP_015428563.1	XP_031833891.1
OG0004348	XP_015440535.1	XP_031837052.1
OG0004349	XP_015439319.1	XP_031842555.1
OG0004350	XP_015439768.1	XP_031847987.1
OG0004351	XP_015432068.1	XP_031849073.1
OG0004352	XP_015431016.1	XP_031836784.1
OG0004353	XP_015432374.1	XP_031827744.1, XP_031827742.1
OG0004354	XP_015432299.1	XP_031827746.1
OG0004355	XP_015429250.1	XP_031845790.1
OG0004356	XP_015429635.1	XP_031832209.1
OG0004357	XP_015439242.1, XP_015439240.1	XP_031845971.1
OG0004358	XP_015433599.1	XP_031827701.1
OG0004359	XP_015428620.1	XP_031827835.1
OG0004360	XP_015428601.1	XP_031827722.1
OG0004361	XP_015433608.1	XP_031827665.1
OG0004362	XP_015432292.1	XP_031848985.1
OG0004363	XP_015432389.1	XP_031827695.1
OG0004364	XP_015435870.1	XP_031844635.1
OG0004365	XP_015431611.1, XP_015431610.1	XP_031845100.1
OG0004366	XP_015430784.1	XP_031845391.1
OG0004367	XP_015431617.1	XP_031845125.1, XP_031845124.1
OG0004368	XP_015439377.1	XP_031842799.1, XP_031842800.1
OG0004369	XP_015431852.1	XP_031832302.1
OG0004370	XP_015435129.1, XP_015435131.1	XP_031832295.1
OG0004371	XP_015435878.1	XP_031840905.1
OG0004372	XP_015433195.1	XP_031848776.1
OG0004373	XP_015433125.1	XP_031847362.1
OG0004374	XP_015433127.1	XP_031847318.1
OG0004375	XP_015433216.1	XP_031843066.1, XP_031843067.1
OG0004376	XP_015432423.1	XP_031847492.1, XP_031847490.1
OG0004377	XP_015428674.1, XP_015428666.1	XP_031834880.1
OG0004378	XP_015440366.1	XP_031829207.1
OG0004379	XP_015436768.1	XP_031838807.1
OG0004380	XP_015438758.1	XP_031838268.1
OG0004381	XP_015434552.1	XP_031842160.1
OG0004382	XP_015434656.1	XP_031827072.1
OG0004383	XP_015432755.1	XP_031826985.1
OG0004384	XP_015428457.1	XP_031825658.1
OG0004385	XP_015434382.1	XP_031834214.1
OG0004386	XP_015439531.1	XP_031838172.1
OG0004387	XP_015436349.1	XP_031844219.1
OG0004388	XP_015436107.1	XP_031845301.1
OG0004389	XP_015436294.1	XP_031845315.1
OG0004390	XP_015436358.1	XP_031845494.1
OG0004391	XP_015436419.1	XP_031846206.1
OG0004392	XP_015436204.1	XP_031840311.1
OG0004393	XP_015436364.1, XP_015436366.1	XP_031835108.1
OG0004394	XP_015436243.1	XP_031842470.1
OG0004395	XP_015433930.1	XP_031848934.1, XP_031838097.1, XP_031838096.1
OG0004396	XP_015439545.1	XP_031838388.1, XP_031838397.1
OG0004397	XP_015439474.1	XP_031843522.1
OG0004398	XP_015439472.1	XP_031843523.1
OG0004399	XP_015440398.1	XP_031837047.1
OG0004400	XP_015434677.1	XP_031828891.1
OG0004401	XP_015435233.1	XP_031835131.1
OG0004402	XP_015436745.1	XP_031846242.1
OG0004403	XP_015440074.1	XP_031825630.1
OG0004404	XP_015439874.1	XP_031833506.1
OG0004405	XP_015440115.1	XP_031825483.1
OG0004406	XP_015440144.1	XP_031833551.1
OG0004407	XP_015439732.1	XP_031833724.1
OG0004408	XP_015440040.1	XP_031833725.1
OG0004409	XP_015432262.1	XP_031825342.1
OG0004410	XP_015434604.1	XP_031841326.1
OG0004412	XP_015433840.1	XP_031845632.1
OG0004413	XP_015436580.1	XP_031846986.1
OG0004414	XP_015433092.1	XP_031828785.1
OG0004415	XP_015434581.1	XP_031843430.1
OG0004416	XP_015438778.1	XP_031843441.1
OG0004417	XP_015431285.1	XP_031841273.1
OG0004418	XP_015431372.1	XP_031841268.1
OG0004419	XP_015431284.1	XP_031843892.1
OG0004420	XP_015431322.1	XP_031843894.1
OG0004421	XP_015438583.1	XP_031825903.1
OG0004422	XP_015438434.1	XP_031830466.1
OG0004423	XP_015436458.1	XP_031837290.1
OG0004424	XP_015434142.1	XP_031829570.1
OG0004425	XP_015438631.1	XP_031825669.1
OG0004426	XP_015438658.1	XP_031841745.1
OG0004427	XP_015438756.1	XP_031843443.1
OG0004428	XP_015433462.1	XP_031839024.1
OG0004429	XP_015433458.1	XP_031839019.1
OG0004430	XP_015432071.1	XP_031843661.1, XP_031843662.1
OG0004431	XP_015436757.1, XP_015436758.1	XP_031835244.1
OG0004432	XP_015436522.1	XP_031829147.1
OG0004434	XP_015439382.1	XP_031842930.1, XP_031842929.1
OG0004435	XP_015434908.1	XP_031843053.1
OG0004436	XP_015439432.1, XP_015439433.1	XP_031842852.1
OG0004437	XP_015439381.1	XP_031842861.1, XP_031842862.1
OG0004438	XP_015430188.1	XP_031843059.1
OG0004439	XP_015432487.1	XP_031842759.1
OG0004440	XP_015433109.1	XP_031847335.1
OG0004441	XP_015439336.1	XP_031847465.1
OG0004442	XP_015434823.1	XP_031837844.1
OG0004443	XP_015434845.1	XP_031829496.1
OG0004444	XP_015430979.1	XP_031828983.1
OG0004445	XP_015437490.1	XP_031829700.1
OG0004446	XP_015437517.1	XP_031830463.1
OG0004447	XP_015429623.1	XP_031838326.1
OG0004448	XP_015433676.1	XP_031841050.1
OG0004449	XP_015429360.1	XP_031840955.1
OG0004450	XP_015435773.1	XP_031844256.1
OG0004451	XP_015431998.1	XP_031838768.1, XP_031838770.1
OG0004452	XP_015440079.1, XP_015440080.1	XP_031848706.1
OG0004453	XP_015433369.1	XP_031833594.1
OG0004454	XP_015428984.1	XP_031843283.1, XP_031843284.1
OG0004455	XP_015436559.1	XP_031828484.1
OG0004456	XP_015430888.1	XP_031846481.1
OG0004457	XP_015430926.1	XP_031830559.1
OG0004458	XP_015430951.1	XP_031830586.1
OG0004459	XP_015430927.1	XP_031830023.1
OG0004460	XP_015437516.1	XP_031829868.1
OG0004461	XP_015433521.1	XP_031830237.1
OG0004462	XP_015433523.1	XP_031830017.1, XP_031830018.1
OG0004463	XP_015429123.1	XP_031843318.1
OG0004464	XP_015440116.1	XP_031833544.1
OG0004465	XP_015439682.1	XP_031831280.1
OG0004466	XP_015439199.1	XP_031832675.1
OG0004467	XP_015438976.1	XP_031832715.1
OG0004468	XP_015439017.1	XP_031832716.1
OG0004469	XP_015439102.1	XP_031832679.1
OG0004470	XP_015438993.1	XP_031833114.1
OG0004471	XP_015439229.1	XP_031832944.1
OG0004472	XP_015434076.1	XP_031829649.1
OG0004473	XP_015434038.1	XP_031829648.1
OG0004474	XP_015431188.1	XP_031837868.1, XP_031837867.1
OG0004475	XP_015434784.1	XP_031836234.1
OG0004476	XP_015437698.1	XP_031836027.1, XP_031836028.1
OG0004477	XP_015432788.1	XP_031836228.1
OG0004478	XP_015436970.1	XP_031836068.1
OG0004479	XP_015432877.1	XP_031836312.1
OG0004480	XP_015438904.1	XP_031826653.1
OG0004481	XP_015432132.1	XP_031827509.1
OG0004482	XP_015438620.1	XP_031827544.1
OG0004483	XP_015438618.1	XP_031827535.1
OG0004484	XP_015438621.1	XP_031841458.1, XP_031841459.1
OG0004485	XP_015438651.1	XP_031827460.1
OG0004486	XP_015438650.1	XP_031827458.1
OG0004487	XP_015438624.1	XP_031825874.1
OG0004488	XP_015438649.1	XP_031850018.1
OG0004489	XP_015433087.1	XP_031836192.1
OG0004490	XP_015440382.1	XP_031838752.1
OG0004491	XP_015436728.1	XP_031839011.1
OG0004492	XP_015434411.1	XP_031846680.1
OG0004493	XP_015429934.1	XP_031826323.1
OG0004494	XP_015428863.1	XP_031835878.1
OG0004495	XP_015439660.1	XP_031845661.1
OG0004496	XP_015439898.1	XP_031845668.1
OG0004497	XP_015434052.1	XP_031833012.1
OG0004498	XP_015438953.1	XP_031845883.1
OG0004499	XP_015429082.1	XP_031834686.1
OG0004500	XP_015429105.1	XP_031834526.1
OG0004501	XP_015432075.1	XP_031834575.1
OG0004502	XP_015439154.1	XP_031836750.1
OG0004503	XP_015438986.1	XP_031837380.1
OG0004504	XP_015439568.1	XP_031845489.1
OG0004505	XP_015438355.1	XP_031848273.1
OG0004506	XP_015438415.1	XP_031847799.1
OG0004507	XP_015438591.1, XP_015438590.1	XP_031847754.1
OG0004508	XP_015437073.1	XP_031830829.1
OG0004509	XP_015430600.1	XP_031830696.1
OG0004510	XP_015438938.1	XP_031836853.1
OG0004511	XP_015435484.1	XP_031849903.1
OG0004512	XP_015428387.1	XP_031850228.1
OG0004513	XP_015435508.1, XP_015435507.1	XP_031850105.1
OG0004514	XP_015438799.1	XP_031835327.1
OG0004515	XP_015437734.1	XP_031849198.1
OG0004516	XP_015437777.1	XP_031849311.1
OG0004517	XP_015438793.1	XP_031849429.1
OG0004518	XP_015437760.1	XP_031835599.1
OG0004519	XP_015437366.1	XP_031835397.1
OG0004520	XP_015437292.1	XP_031835629.1
OG0004521	XP_015432221.1, XP_015432220.1	XP_031827409.1
OG0004522	XP_015430682.1	XP_031845531.1
OG0004523	XP_015430633.1	XP_031845332.1
OG0004525	XP_015436427.1	XP_031843096.1
OG0004526	XP_015436423.1	XP_031843072.1
OG0004527	XP_015436055.1	XP_031841519.1, XP_031841510.1
OG0004528	XP_015436318.1	XP_031840338.1
OG0004529	XP_015436296.1	XP_031841836.1
OG0004530	XP_015440140.1	XP_031833430.1
OG0004531	XP_015431933.1	XP_031833852.1
OG0004532	XP_015439666.1	XP_031825310.1
OG0004533	XP_015440256.1	XP_031833962.1, XP_031833963.1
OG0004534	XP_015439834.1	XP_031833754.1
OG0004535	XP_015440137.1	XP_031833910.1
OG0004536	XP_015440038.1	XP_031843361.1, XP_031843360.1
OG0004537	XP_015433264.1	XP_031833448.1
OG0004538	XP_015437822.1	XP_031836108.1
OG0004539	XP_015437591.1	XP_031836291.1
OG0004540	XP_015429711.1	XP_031828699.1
OG0004541	XP_015433088.1	XP_031849933.1, XP_031849932.1
OG0004542	XP_015429129.1	XP_031839594.1, XP_031839593.1
OG0004543	XP_015429015.1	XP_031834427.1
OG0004544	XP_015437197.1	XP_031838729.1
OG0004545	XP_015432727.1	XP_031826691.1
OG0004546	XP_015429385.1	XP_031830380.1
OG0004547	XP_015434474.1	XP_031826269.1
OG0004548	XP_015429425.1	XP_031826226.1
OG0004549	XP_015432592.1	XP_031836880.1, XP_031836881.1
OG0004550	XP_015431544.1	XP_031844229.1
OG0004551	XP_015437902.1	XP_031840464.1
OG0004552	XP_015436076.1	XP_031840479.1, XP_031840480.1
OG0004553	XP_015436994.1	XP_031840379.1
OG0004554	XP_015429802.1	XP_031826516.1
OG0004555	XP_015433981.1	XP_031832580.1
OG0004556	XP_015433978.1	XP_031833498.1
OG0004557	XP_015435038.1	XP_031844898.1
OG0004558	XP_015434015.1	XP_031839876.1
OG0004560	XP_015431840.1	XP_031834741.1
OG0004561	XP_015431348.1	XP_031839679.1
OG0004562	XP_015429020.1	XP_031834631.1, XP_031834637.1
OG0004563	XP_015438428.1	XP_031830819.1
OG0004564	XP_015438391.1	XP_031830445.1
OG0004565	XP_015437829.1	XP_031840910.1
OG0004566	XP_015436451.1	XP_031827846.1
OG0004567	XP_015438248.1	XP_031825991.1, XP_031825990.1
OG0004568	XP_015437648.1	XP_031826065.1
OG0004569	XP_015438240.1	XP_031840612.1
OG0004570	XP_015435752.1	XP_031845254.1
OG0004571	XP_015435749.1	XP_031835975.1
OG0004572	XP_015432661.1	XP_031827290.1
OG0004573	XP_015438141.1, XP_015438148.1	XP_031826081.1
OG0004574	XP_015437735.1	XP_031826452.1
OG0004575	XP_015438183.1	XP_031828171.1
OG0004576	XP_015436600.1	XP_031847024.1
OG0004577	XP_015436587.1	XP_031846971.1
OG0004578	XP_015428688.1	XP_031829768.1
OG0004579	XP_015431559.1	XP_031834320.1
OG0004580	XP_015431504.1	XP_031834314.1
OG0004581	XP_015434659.1	XP_031834332.1
OG0004582	XP_015434657.1	XP_031827536.1
OG0004583	XP_015432760.1	XP_031825439.1
OG0004584	XP_015432733.1	XP_031827370.1
OG0004585	XP_015432749.1	XP_031827357.1
OG0004586	XP_015429911.1	XP_031828213.1
OG0004587	XP_015429927.1	XP_031828054.1
OG0004588	XP_015436596.1	XP_031828181.1
OG0004590	XP_015432726.1	XP_031826709.1
OG0004591	XP_015432747.1	XP_031826833.1, XP_031826834.1
OG0004592	XP_015428412.1	XP_031849385.1
OG0004593	XP_015435530.1	XP_031850079.1
OG0004594	XP_015428403.1	XP_031850151.1
OG0004595	XP_015440452.1	XP_031850275.1
OG0004596	XP_015437719.1	XP_031835659.1
OG0004597	XP_015437758.1	XP_031835443.1, XP_031835444.1
OG0004598	XP_015439109.1	XP_031848478.1
OG0004599	XP_015432852.1	XP_031846873.1
OG0004600	XP_015432958.1	XP_031846823.1
OG0004601	XP_015430093.1	XP_031827371.1
OG0004602	XP_015430117.1	XP_031827341.1
OG0004603	XP_015431442.1	XP_031829204.1
OG0004604	XP_015428832.1	XP_031829245.1
OG0004605	XP_015438719.1	XP_031838660.1
OG0004606	XP_015438168.1	XP_031838723.1
OG0004607	XP_015430110.1	XP_031837428.1
OG0004608	XP_015432931.1	XP_031839270.1
OG0004609	XP_015432813.1	XP_031827297.1, XP_031827300.1, XP_031827298.1
OG0004610	XP_015433082.1	XP_031846907.1
OG0004611	XP_015432854.1	XP_031847562.1
OG0004612	XP_015432858.1	XP_031847149.1
OG0004613	XP_015432805.1	XP_031832440.1, XP_031832433.1
OG0004614	XP_015429133.1	XP_031832567.1
OG0004615	XP_015432883.1	XP_031827304.1
OG0004616	XP_015431011.1	XP_031827327.1, XP_031827326.1
OG0004617	XP_015430062.1	XP_031841943.1
OG0004618	XP_015436845.1	XP_031837617.1
OG0004619	XP_015430098.1	XP_031841972.1
OG0004620	XP_015438324.1	XP_031841165.1, XP_031841164.1
OG0004621	XP_015438315.1	XP_031841100.1
OG0004622	XP_015439558.1	XP_031847684.1
OG0004623	XP_015437817.1	XP_031847153.1
OG0004624	XP_015434561.1	XP_031847218.1
OG0004625	XP_015440515.1	XP_031828758.1
OG0004626	XP_015438557.1	XP_031843740.1
OG0004627	XP_015435840.1	XP_031844110.1
OG0004628	XP_015433774.1	XP_031849371.1
OG0004629	XP_015428768.1, XP_015428769.1	XP_031829668.1
OG0004630	XP_015429373.1	XP_031848418.1
OG0004631	XP_015439890.1	XP_031831201.1
OG0004632	XP_015431121.1	XP_031837876.1
OG0004633	XP_015431061.1	XP_031837888.1
OG0004634	XP_015437259.1	XP_031838163.1
OG0004635	XP_015439737.1	XP_031831642.1
OG0004636	XP_015439735.1	XP_031831665.1
OG0004637	XP_015432655.1	XP_031841521.1
OG0004638	XP_015438578.1, XP_015438577.1	XP_031825865.1
OG0004639	XP_015438743.1	XP_031849339.1
OG0004640	XP_015434508.1	XP_031846725.1
OG0004641	XP_015440278.1, XP_015440283.1	XP_031844940.1
OG0004642	XP_015434407.1	XP_031846735.1
OG0004643	XP_015434484.1	XP_031846690.1
OG0004644	XP_015428731.1	XP_031846499.1
OG0004645	XP_015438456.1	XP_031830510.1
OG0004646	XP_015436802.1	XP_031833840.1
OG0004647	XP_015428749.1	XP_031846532.1
OG0004648	XP_015428761.1	XP_031846542.1
OG0004649	XP_015439636.1	XP_031836607.1
OG0004650	XP_015435798.1	XP_031844106.1, XP_031844102.1
OG0004651	XP_015435457.1	XP_031839145.1
OG0004652	XP_015428806.1	XP_031846421.1
OG0004653	XP_015433282.1	XP_031831375.1
OG0004654	XP_015433283.1	XP_031831388.1
OG0004655	XP_015440098.1	XP_031831502.1
OG0004657	XP_015431728.1	XP_031833416.1
OG0004658	XP_015429019.1	XP_031844878.1
OG0004659	XP_015431647.1	XP_031835745.1
OG0004660	XP_015431593.1	XP_031834592.1
OG0004661	XP_015431823.1	XP_031836998.1
OG0004662	XP_015431836.1	XP_031836229.1
OG0004663	XP_015429078.1	XP_031834571.1
OG0004664	XP_015433406.1	XP_031850378.1, XP_031850379.1
OG0004665	XP_015437097.1	XP_031848870.1, XP_031848871.1
OG0004666	XP_015434290.1	XP_031840884.1
OG0004667	XP_015434279.1	XP_031850461.1
OG0004668	XP_015434240.1	XP_031850495.1
OG0004669	XP_015434221.1	XP_031848294.1
OG0004670	XP_015437876.1	XP_031850562.1, XP_031850558.1
OG0004671	XP_015431505.1	XP_031849679.1
OG0004672	XP_015433650.1	XP_031840984.1
OG0004673	XP_015431657.1	XP_031842271.1
OG0004674	XP_015431659.1	XP_031842294.1
OG0004675	XP_015432827.1	XP_031839426.1, XP_031839425.1
OG0004676	XP_015436018.1	XP_031834379.1
OG0004677	XP_015430643.1	XP_031845565.1
OG0004679	XP_015430796.1	XP_031845088.1
OG0004680	XP_015436835.1	XP_031837547.1
OG0004681	XP_015430864.1	XP_031845089.1
OG0004682	XP_015437868.1	XP_031834471.1
OG0004683	XP_015430789.1	XP_031845520.1
OG0004684	XP_015432967.1	XP_031844698.1, XP_031844699.1, XP_031844697.1
OG0004685	XP_015439955.1	XP_031833543.1
OG0004686	XP_015434601.1	XP_031826943.1
OG0004687	XP_015440070.1	XP_031831605.1
OG0004688	XP_015439647.1	XP_031831695.1
OG0004689	XP_015435754.1	XP_031836449.1, XP_031836537.1
OG0004690	XP_015433270.1	XP_031833615.1
OG0004691	XP_015440130.1	XP_031825496.1
OG0004692	XP_015428448.1	XP_031841657.1, XP_031841658.1
OG0004693	XP_015440122.1	XP_031831494.1
OG0004694	XP_015437144.1	XP_031840185.1
OG0004695	XP_015431941.1	XP_031840176.1
OG0004696	XP_015436759.1	XP_031838892.1
OG0004697	XP_015432003.1	XP_031840145.1
OG0004698	XP_015433559.1	XP_031828607.1
OG0004699	XP_015434235.1	XP_031828830.1
OG0004700	XP_015438804.1	XP_031847909.1
OG0004701	XP_015436766.1	XP_031848357.1
OG0004702	XP_015438256.1	XP_031838694.1
