Orthogroup	Megachile_rotundata	Drosophila_melanogaster
OG0003918	XP_012140726.1	NP_524099.2
OG0003919	XP_003706845.1	NP_001188671.1
OG0003920	XP_003702387.1	NP_001287306.1
OG0003921	XP_003700822.2	NP_001356957.1
OG0003922	XP_003708055.1	NP_609238.1
OG0003923	XP_012136728.1, XP_012136729.1	NP_001263054.1
OG0003924	XP_012140102.1	NP_001245549.1
OG0003925	XP_003707136.1	NP_573225.1
OG0003926	XP_012144395.1	NP_723576.1
OG0003927	XP_003704409.1	NP_649067.2
OG0003928	XP_003700368.1	NP_611175.1
OG0003929	XP_012147067.1	NP_001261060.1
OG0003930	XP_012143602.1	NP_726473.2
OG0003931	XP_003703308.1	NP_524417.1, NP_651961.1
OG0003932	XP_012150746.1	NP_001036655.1
OG0003933	XP_003705822.1, XP_012146724.1	NP_477445.1
OG0003934	XP_003705699.1	NP_648581.1
OG0003935	XP_003706904.1	NP_001287055.1
OG0003936	XP_003706508.1	NP_524483.1
OG0003937	XP_003700254.1	NP_611251.2
OG0003938	XP_012143785.1	NP_001262741.1
OG0003939	XP_012143171.1, XP_003704446.1	NP_001259461.1
OG0003940	XP_003699619.1	NP_650512.1
OG0003941	XP_003708651.1	NP_001259608.1
OG0003943	XP_003702648.2, XP_012139115.1	NP_649905.1
OG0003944	XP_012146125.1, XP_003705658.1	NP_001261149.1
OG0003945	XP_003708375.1, XP_012152722.1	NP_608585.1
OG0003946	XP_012137534.1	NP_647768.3
OG0003947	XP_012137635.1	NP_651180.3
OG0003948	XP_003702705.1	NP_001286414.1
OG0003951	XP_003701134.1	NP_996299.1
OG0003952	XP_003701778.1	NP_649594.1
OG0003953	XP_012138981.1, XP_003702580.1	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_003702568.1	NP_611769.2, NP_001245708.1
OG0003955	XP_003701330.1	NP_001247152.1
OG0003956	XP_012142100.1	NP_477397.1
OG0003957	XP_003704175.1	NP_001261167.1
OG0003958	XP_003704735.1	NP_477224.1
OG0003959	XP_012153105.1	NP_001261183.1
OG0003960	XP_003700369.1	NP_001097394.1
OG0003961	XP_012144868.1	NP_610107.1
OG0003962	XP_003702346.1	NP_523811.1
OG0003963	XP_003706902.2	NP_611832.1
OG0003964	XP_003706837.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_003708476.1	NP_648590.1
OG0003966	XP_003704104.1	NP_001286169.1
OG0003968	XP_003700354.1	NP_610398.1
OG0003969	XP_003701672.1	NP_569880.1
OG0003970	XP_003705231.1, XP_012145141.1	NP_001262490.1, NP_731657.2
OG0003971	XP_012142732.1, XP_003704425.1	NP_001285692.1
OG0003972	XP_003700352.1	NP_611539.1
OG0003973	XP_012150411.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_003700992.1	NP_651278.2
OG0003975	XP_012146078.1	NP_649552.1
OG0003976	XP_012149913.1	NP_001246589.1
OG0003977	XP_003702282.1	NP_570081.2
OG0003978	XP_012144420.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_003704573.1	NP_611690.2
OG0003980	XP_003699230.1	NP_572722.2
OG0003981	XP_003708590.1	NP_610429.2
OG0003982	XP_003699510.1	NP_609079.2
OG0003983	XP_003702407.1	NP_001137958.1
OG0003984	XP_012138440.1	NP_611900.1
OG0003985	XP_012145396.1, XP_012145394.1	NP_572747.1
OG0003986	XP_003706246.1	NP_511064.2
OG0003987	XP_003705045.1	NP_001286391.1
OG0003988	XP_012145626.1	NP_001163748.1
OG0003989	XP_003704283.1	NP_001163103.1
OG0003990	XP_012140561.1	NP_524448.3
OG0003991	XP_012147790.1, XP_012147789.1, XP_012147788.1, XP_012147791.1	NP_524623.2
OG0003992	XP_012145858.1, XP_012145857.1, XP_003705524.1	NP_573116.2
OG0003993	XP_012138649.1	NP_001287552.1
OG0003994	XP_012143550.1, XP_012143548.1	NP_001286707.1
OG0003995	XP_012152332.1, XP_012152331.1	NP_001284866.1
OG0003996	XP_012153956.1, XP_012153957.1	NP_001259362.1, NP_650489.1
OG0003997	XP_012138172.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_012138947.1	NP_001162829.1
OG0003999	XP_012136065.1	NP_523723.1
OG0004000	XP_003701457.1	NP_001246063.1
OG0004002	XP_012149462.1	NP_001303384.1
OG0004003	XP_012152284.1	NP_001162933.1
OG0004004	XP_003702294.2	NP_609954.1, NP_001286084.1
OG0004005	XP_012143798.1	NP_732452.1
OG0004006	XP_012140438.1	NP_724569.1
OG0004008	XP_012150176.1	NP_001097360.1
OG0004009	XP_012145820.1	NP_731065.1
OG0004010	XP_012146777.1, XP_003705908.2	NP_572391.1
OG0004011	XP_003703198.1	NP_001260641.1
OG0004012	XP_012151554.1	NP_001096948.2
OG0004014	XP_012134778.1, XP_012134777.1	NP_572951.1
OG0004015	XP_003702354.1, XP_012138465.1	NP_001138211.1
OG0004016	XP_012138614.1	NP_001189283.1
OG0004017	XP_012137429.1	NP_001286893.1
OG0004018	XP_012135436.1, XP_003699291.1	NP_728546.1
OG0004020	XP_003700166.1	NP_001287463.1
OG0004021	XP_012143437.1	NP_001259691.1
OG0004022	XP_003703979.1	NP_001285276.1
OG0004023	XP_003701947.1	NP_001285665.1
OG0004024	XP_003703077.1	NP_001263051.1
OG0004026	XP_012153638.1	NP_524473.2
OG0004027	XP_003699403.1	NP_648926.3
OG0004030	XP_003708276.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_012138421.1, XP_012138422.1, XP_003702259.2	NP_524815.1
OG0004033	XP_012145927.1	NP_477436.1
OG0004034	XP_012152011.1	NP_609890.2
OG0004035	XP_003701212.1	NP_001285328.1
OG0004036	XP_003702230.1	NP_649324.1
OG0004037	XP_003707191.1	NP_001262772.1
OG0004038	XP_012144781.1	NP_001245836.1
OG0004040	XP_003702698.1	NP_001285092.1, NP_572658.2
OG0004041	XP_003708267.1	NP_647718.1
OG0004042	XP_003706454.1	NP_523917.2
OG0004043	XP_012150375.1, XP_012150384.1	NP_001259062.1
OG0004044	XP_012142064.1, XP_003703920.1	NP_572373.1
OG0004045	XP_003701424.1	NP_523806.2, NP_524607.1
OG0004046	XP_003703384.2	NP_001189212.1
OG0004047	XP_012146673.1	NP_649701.2
OG0004048	XP_003708126.1	NP_001097680.1
OG0004049	XP_003699875.1	NP_610466.2
OG0004050	XP_012142470.1	NP_573088.1
OG0004051	XP_003706173.1	NP_573193.1, NP_650498.3
OG0004052	XP_012143914.1, XP_012143912.1	NP_001262451.1
OG0004053	XP_012152460.1, XP_003708253.1	NP_001260958.1
OG0004054	XP_012142491.1, XP_012142489.1	NP_001260969.1
OG0004055	XP_012149106.1	NP_649411.1
OG0004056	XP_012139122.1	NP_001259979.1
OG0004058	XP_003705991.1	NP_477114.1
OG0004059	XP_012147920.1	NP_001261609.1
OG0004060	XP_012137318.1	NP_476576.1
OG0004061	XP_012143030.1	NP_001285590.1
OG0004062	XP_012149275.1	NP_001245607.1
OG0004063	XP_003699873.1	NP_001162975.1
OG0004064	XP_003707486.1, XP_003708673.1	NP_001259152.1
OG0004065	XP_003704592.2	NP_001286823.1, NP_001259234.1
OG0004066	XP_003704280.1	NP_573146.1
OG0004067	XP_012147593.1	NP_001261227.1
OG0004068	XP_012147059.1, XP_012147144.1	NP_725626.1, NP_476863.1
OG0004069	XP_003700436.1	NP_001368995.1
OG0004070	XP_012149874.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_012144555.1	NP_996010.2
OG0004072	XP_012152617.1, XP_003708280.1, XP_012152618.1	NP_572759.1
OG0004073	XP_003708397.1, XP_012152943.1	NP_648318.2
OG0004074	XP_012144715.1	NP_001286846.1
OG0004075	XP_003702797.1	NP_788639.1
OG0004076	XP_003707746.1	NP_608550.1
OG0004077	XP_012147016.1	NP_650693.1
OG0004078	XP_003707854.1	NP_649890.1
OG0004079	XP_012150402.1, XP_012150408.1	NP_001137777.1
OG0004080	XP_012136558.1	NP_523890.2
OG0004081	XP_012146387.1, XP_012146386.1	NP_001188938.1
OG0004082	XP_003704090.1	NP_001260586.1
OG0004083	XP_003702971.1	NP_569978.1
OG0004084	XP_003708553.1	NP_001163332.2
OG0004085	XP_012148866.1	NP_001246647.1
OG0004086	XP_003708646.1	NP_001138108.1
OG0004087	XP_003707317.1	NP_001259779.1
OG0004088	XP_012136893.1	NP_723510.1
OG0004089	XP_012140373.1	NP_001260005.1
OG0004090	XP_003701978.1	NP_609643.2
OG0004091	XP_003706497.2, XP_003706580.1	NP_609204.2
OG0004092	XP_003708359.2	NP_001285421.1
OG0004093	XP_012135672.1	NP_001259507.1
OG0004094	XP_003708512.2	NP_511152.2
OG0004095	XP_012151812.1	NP_477374.1
OG0004096	XP_003700960.1	NP_725637.1
OG0004097	XP_003703085.1	NP_001286067.1
OG0004098	XP_012137303.1	NP_726437.2
OG0004099	XP_003699437.1	NP_650205.1
OG0004100	XP_003707813.1	NP_609183.1
OG0004101	XP_012146504.1	NP_723188.1
OG0004102	XP_003704044.1	NP_001262443.1
OG0004103	XP_012138759.1	NP_001027038.3
OG0004106	XP_012135316.1, XP_012135315.1	NP_649461.2
OG0004107	XP_012147851.1	NP_647638.1
OG0004108	XP_003703199.1	NP_788735.1
OG0004109	XP_012147913.1	NP_523920.1
OG0004110	XP_012144948.1	NP_611023.1
OG0004111	XP_012137034.1	NP_523982.2
OG0004112	XP_012139998.1	NP_608410.2
OG0004113	XP_003701621.1	NP_524712.1
OG0004114	XP_003706829.1	NP_476905.1
OG0004116	XP_012144529.1	NP_651973.4
OG0004117	XP_012146647.1	NP_648367.1
OG0004119	XP_012148178.1	NP_651939.4
OG0004120	XP_003707290.1	NP_001263153.1
OG0004121	XP_012148731.1, XP_003706898.1	NP_523790.1
OG0004122	XP_012145054.1	NP_648520.1
OG0004123	XP_012147916.1	NP_001260855.1
OG0004124	XP_003708058.2	NP_523879.2, NP_728565.1
OG0004125	XP_012145983.1	NP_573215.1
OG0004126	XP_012139443.1	NP_001260594.1
OG0004128	XP_012144082.1	NP_001286068.1
OG0004129	XP_003707510.1, XP_012150481.1	NP_001245829.1
OG0004130	XP_012139226.1	NP_001245938.1
OG0004131	XP_012152260.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_003699536.2	NP_001285233.1
OG0004133	XP_003707785.1	NP_001259348.1
OG0004137	XP_003708614.2, XP_012153371.1	NP_610611.1
OG0004138	XP_003706610.2	NP_001027221.1
OG0004139	XP_012152498.1	NP_001262795.1
OG0004140	XP_003708028.1	NP_476985.1
OG0004141	XP_003704132.1	NP_524372.1, NP_525036.2
OG0004142	XP_012136473.1, XP_012136467.1	NP_723952.2
OG0004143	XP_003704616.2	NP_523942.2
OG0004144	XP_012142098.1	NP_001259820.1
OG0004145	XP_012150348.1	NP_001097306.2
OG0004146	XP_003706890.1	NP_648847.3
OG0004147	XP_012147148.1	NP_001014556.1
OG0004148	XP_012154006.1, XP_012154022.1, XP_012154014.1	NP_001245598.1
OG0004149	XP_003707008.1	NP_572236.3
OG0004150	XP_003701382.1	NP_649909.1
OG0004151	XP_003707091.1	NP_648032.1
OG0004153	XP_012139129.1	NP_001036757.1
OG0004154	XP_012136679.1	NP_611433.3, NP_651549.1
OG0004155	XP_003706496.1	NP_524453.1
OG0004157	XP_003708194.2, XP_012152228.1, XP_012152227.1	NP_610845.1
OG0004158	XP_012137744.1	NP_001261442.1
OG0004159	XP_003700016.1	NP_609541.1
OG0004160	XP_012142763.1	NP_610297.2
OG0004161	XP_012151705.1, XP_012151711.1, XP_012151721.1, XP_012151698.1, XP_012151726.1	NP_610792.2
OG0004162	XP_012136010.1	NP_001097114.2
OG0004163	XP_003701500.1	NP_001260044.1
OG0004164	XP_012145280.1	NP_001097850.3
OG0004166	XP_012146957.1, XP_003699848.1	NP_610783.1
OG0004167	XP_003700298.1	NP_001245796.1
OG0004168	XP_003699874.1	NP_651717.1
OG0004169	XP_003703314.1	NP_477088.2
OG0004170	XP_003703600.2	NP_001097606.1
OG0004171	XP_012152312.1	NP_611857.3
OG0004172	XP_012137359.1	NP_476845.2
OG0004173	XP_012143663.1	NP_001261621.2, NP_476855.1
OG0004174	XP_012143310.1	NP_001261172.1
OG0004175	XP_012147661.1	NP_001369072.1
OG0004176	XP_012153988.1	NP_001246184.1
OG0004177	XP_012146817.1	NP_001260615.1
OG0004178	XP_012149252.1	NP_001027420.2
OG0004180	XP_003702239.2	NP_001162639.2
OG0004181	XP_003701685.1	NP_477219.1
OG0004182	XP_003707799.1	NP_610116.2
OG0004183	XP_003702169.2	NP_001260578.1
OG0004184	XP_003708650.1	NP_477022.1
OG0004186	XP_012151528.1	NP_001097184.2
OG0004187	XP_003708395.2	NP_651004.1
OG0004188	XP_012140679.1	NP_608524.1
OG0004189	XP_012139079.1	NP_648455.2
OG0004190	XP_012135813.1	NP_001096996.1
OG0004191	XP_003699777.1	NP_001261503.1
OG0004192	XP_012142835.1	NP_651851.1
OG0004193	XP_012135232.1	NP_001163275.2
OG0004194	XP_003702315.1	NP_001261636.1
OG0004195	XP_003704025.1	NP_001303365.1
OG0004196	XP_003704662.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_003707555.1	NP_523924.1
OG0004198	XP_003706423.2	NP_652562.2
OG0004199	XP_003703542.1, XP_012141451.1	NP_001259983.1
OG0004201	XP_003706992.1	NP_651849.1
OG0004202	XP_012148284.1	NP_001260133.1
OG0004203	XP_003707030.2	NP_648267.1
OG0004205	XP_012149950.1	NP_608637.1
OG0004206	XP_012142764.1	NP_610556.1
OG0004207	XP_003703923.1, XP_012142074.1, XP_012142073.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_003705500.1	NP_001287316.1
OG0004210	XP_012149042.1	NP_611540.1, NP_723119.1
OG0004211	XP_003705990.1	NP_726630.2
OG0004212	XP_003701057.2, XP_012135433.1	NP_001260087.1
OG0004213	XP_003707315.1	NP_649590.1
OG0004214	XP_003708057.1	NP_524783.1, NP_001262446.1
OG0004215	XP_012137032.1, XP_012150981.1	NP_001260417.1
OG0004216	XP_003703583.1, XP_012140982.1	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1
OG0004219	XP_003702201.1	NP_648343.1
OG0004220	XP_003704950.1	NP_477041.1
OG0004222	XP_003707162.1, XP_012149663.1	NP_611021.1
OG0004224	XP_012147300.1	NP_001189250.2
OG0004225	XP_003702750.1	NP_650989.6
OG0004226	XP_012151015.1	NP_001286529.1, NP_650027.1
OG0004228	XP_003699346.2	NP_001284939.1
OG0004229	XP_012141077.1	NP_001163414.1
OG0004230	XP_012139645.1, XP_012139651.1	NP_001261376.1
OG0004231	XP_003704724.2	NP_001368969.1
OG0004232	XP_012153495.1	NP_001262107.1
OG0004234	XP_012145076.1, XP_003705218.1	NP_610253.1
OG0004236	XP_012136207.1	NP_001369050.1
OG0004237	XP_012138878.1	NP_001285677.1, NP_609042.1
OG0004238	XP_012135260.1	NP_724428.1
OG0004239	XP_012151095.1	NP_001260558.1
OG0004240	XP_003704391.1	NP_476601.1, NP_476732.1, NP_476600.1
OG0004241	XP_012147817.1	NP_001303313.1
OG0004243	XP_003702232.1	NP_648724.1
OG0004244	XP_003706521.1	NP_727768.1
OG0004245	XP_012137614.1, XP_012137615.1, XP_012137617.1, XP_012137616.1	NP_001097964.1
OG0004246	XP_012143182.1, XP_003704435.1, XP_012143183.1	NP_001014610.1
OG0004247	XP_003700127.1	NP_001260710.1
OG0004248	XP_012136910.1, XP_003701686.1, XP_003701644.2, XP_012136912.1	NP_001137610.1
OG0004249	XP_012139185.1, XP_012139187.1, XP_012139186.1, XP_012139188.1	NP_610325.1
OG0004251	XP_012138712.1	NP_001259575.1
OG0004252	XP_012149472.1	NP_001246441.1
OG0004253	XP_012151820.1	NP_722629.1
OG0004257	XP_012137400.1	NP_572166.1, NP_572616.1
OG0004258	XP_012145882.1	NP_001286256.1
OG0004264	XP_012135018.1	NP_001188568.1
OG0004275	XP_012136199.1	NP_001287569.1
OG0004276	XP_003707868.1	NP_523774.1
OG0004277	XP_003705605.1	NP_523975.1
OG0004278	XP_012145243.1	NP_524315.2
OG0004279	XP_003700483.1	NP_650333.1, NP_648622.1
OG0004280	XP_003703449.1	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	XP_003705035.1	NP_001188972.1
OG0004282	XP_003703043.1	NP_001097151.1, NP_001285794.1
OG0004283	XP_003701515.1	NP_001287481.1
OG0004284	XP_003704988.1	NP_001245404.1
OG0004285	XP_003705661.1	NP_724783.1
OG0004286	XP_012145917.1, XP_003705552.1, XP_012145918.1	NP_001246362.1
OG0004287	XP_012143666.1	NP_001188682.1, NP_570087.1
OG0004288	XP_003700240.1	NP_572478.1
OG0004290	XP_003702932.1	NP_001261742.1
OG0004291	XP_003700210.1	NP_650301.1
OG0004292	XP_003708146.1	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	XP_003703708.1	NP_730662.2
OG0004294	XP_012142268.1	NP_001262039.1
OG0004295	XP_012148400.1, XP_012148401.1	NP_001287206.1
OG0004296	XP_003703287.1	NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	XP_003704894.1	NP_524938.1
OG0004298	XP_003701066.1	NP_524779.1
OG0004299	XP_003703083.1	NP_001137795.2
OG0004301	XP_003700360.1	NP_001285193.1
OG0004302	XP_012143646.1, XP_012143647.1	NP_648377.1
OG0004303	XP_003700824.2	NP_001260495.1
OG0004304	XP_012143153.1	NP_001260293.1
OG0004305	XP_003705042.1	NP_001259881.1
OG0004306	XP_012139786.1	NP_001262472.1
OG0004307	XP_003700463.1	NP_001188689.2
OG0004308	XP_003700536.1, XP_012154160.1, XP_012154159.1	NP_524051.1
OG0004309	XP_003706778.1, XP_012148711.1	NP_001245541.1
OG0004310	XP_003706384.1	NP_001137770.1
OG0004311	XP_003699330.1	NP_001246045.1
OG0004312	XP_003703524.1	NP_001261435.1
OG0004313	XP_003704885.1	NP_001285137.1
OG0004314	XP_003707681.1	NP_001285543.1
OG0004315	XP_012144256.1	NP_647792.1
OG0004316	XP_003708340.1	NP_001263104.1
OG0004317	XP_003701887.1	NP_001286731.1
OG0004318	XP_003708149.1	NP_001286506.1
OG0004320	XP_003704591.2	NP_731523.1
OG0004321	XP_003704813.1	NP_611092.2
OG0004322	XP_003699180.1	NP_001163347.1
OG0004323	XP_003699246.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	XP_003703056.1	NP_001286410.1
OG0004325	XP_012142606.1	NP_524275.1
OG0004326	XP_003707344.1	NP_610463.2
OG0004327	XP_012139101.1	NP_524452.4
OG0004328	XP_003700015.1	NP_724834.1
OG0004329	XP_003701088.1	NP_001259822.1
OG0004330	XP_003703477.1	NP_649676.1
OG0004331	XP_003704602.1	NP_647991.1
OG0004332	XP_012138198.1	NP_650987.1
OG0004333	XP_012154539.1	NP_524260.1, NP_477414.1
OG0004334	XP_003700864.1	NP_001163571.1, NP_649912.1
OG0004335	XP_003702554.1	NP_610220.1
OG0004336	XP_003705200.1	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1
OG0004337	XP_012139692.1	NP_001261269.1
OG0004338	XP_012135313.1	NP_609845.1
OG0004339	XP_003701385.1	NP_649908.1
OG0004340	XP_012149267.1	NP_001286348.1
OG0004341	XP_003708081.1	NP_609351.1
OG0004342	XP_003708462.1	NP_001097058.1
OG0004343	XP_003704258.1	NP_001097094.1
OG0004344	XP_012145028.1	NP_001259272.1
OG0004345	XP_003701182.1	NP_649252.1
OG0004346	XP_012150845.1	NP_609805.1
OG0004347	XP_012143022.1	NP_524207.1
OG0004348	XP_003700433.1	NP_001163845.1, NP_001015476.1
OG0004349	XP_012147063.1	NP_611559.1
OG0004350	XP_003703457.1	NP_001285449.1
OG0004351	XP_003705056.1	NP_525119.1
OG0004352	XP_003704604.1, XP_012143608.1	NP_649028.3
OG0004353	XP_003706883.1	NP_001285310.1
OG0004354	XP_003701759.1	NP_001287035.1
OG0004355	XP_003701968.2	NP_536744.2
OG0004356	XP_003699541.1	NP_611425.1
OG0004357	XP_012138906.1	NP_572562.1
OG0004358	XP_003701001.1	NP_001286503.1
OG0004359	XP_012148529.1	NP_001189211.1
OG0004360	XP_012139125.1, XP_003702667.2	NP_650056.1
OG0004361	XP_003699588.1	NP_650673.1
OG0004362	XP_003705516.1	NP_001262304.1
OG0004363	XP_003699968.1	NP_001261322.1
OG0004365	XP_003708311.2	NP_648494.2
OG0004366	XP_003701451.1	NP_523476.1
OG0004367	XP_012142604.1	NP_732020.2
OG0004368	XP_012139109.1	NP_524318.1
OG0004369	XP_012149902.1, XP_003707250.1	NP_523582.4
OG0004370	XP_012138197.1	NP_001138143.2
OG0004371	XP_003705705.1	NP_648188.2
OG0004372	XP_003701466.1	NP_001262726.1
OG0004373	XP_012137002.1, XP_003701722.1	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_003707509.1	NP_001303568.1
OG0004375	XP_003706461.1	NP_608830.3
OG0004376	XP_003706071.1	NP_647775.1
OG0004377	XP_003699931.1	NP_001138105.1
OG0004378	XP_003703436.1	NP_001137873.1
OG0004379	XP_003706094.1	NP_001285662.1
OG0004381	XP_003700993.1	NP_001260780.1
OG0004382	XP_003699251.1	NP_996490.1
OG0004383	XP_003705532.2	NP_610545.1
OG0004384	XP_003701891.1	NP_609443.1
OG0004385	XP_003705905.1	NP_788616.1, NP_001189205.1
OG0004386	XP_003701184.1	NP_611691.1
OG0004387	XP_003707102.1	NP_001285889.1
OG0004388	XP_003708020.1	NP_723505.2
OG0004389	XP_012153971.1	NP_523561.1
OG0004391	XP_012137865.1	NP_001260317.1
OG0004392	XP_003706597.1	NP_001287439.1
OG0004394	XP_012140394.1	NP_650976.1
OG0004395	XP_003703260.1	NP_651456.1
OG0004396	XP_003707080.1	NP_610554.1
OG0004397	XP_003702807.1	NP_726779.1
OG0004398	XP_003706042.1	NP_476730.1, NP_476834.1
OG0004399	XP_003702732.2	NP_001246624.1
OG0004400	XP_003702221.1	NP_729935.1
OG0004401	XP_012151474.1	NP_649256.1
OG0004402	XP_003701796.1	NP_524923.1
OG0004403	XP_012153637.1, XP_003700212.1	NP_651498.1
OG0004404	XP_012146700.1	NP_524030.2
OG0004405	XP_012142250.1	NP_649570.1
OG0004406	XP_012139037.1	NP_733063.1
OG0004407	XP_003700343.1	NP_001162940.3, NP_995925.2
OG0004408	XP_012146682.1	NP_001287062.1
OG0004409	XP_003701355.1	NP_524182.3
OG0004410	XP_012136771.1	NP_651927.1
OG0004411	XP_003705076.1	NP_001163296.1
OG0004412	XP_012154379.1	NP_609399.1
OG0004413	XP_012147319.1	NP_001137696.1
OG0004414	XP_003699717.1	NP_001261930.1
OG0004415	XP_003704883.1	NP_001036718.1, NP_650551.1
OG0004416	XP_003705833.1	NP_001261410.1
OG0004417	XP_012147831.1, XP_012147834.1	NP_001260142.1
OG0004418	XP_003703070.1	NP_610327.1, NP_724615.1
OG0004419	XP_012144629.1	NP_001097352.1
OG0004420	XP_003706207.1	NP_477283.1
OG0004421	XP_012139538.1	NP_650270.1
OG0004422	XP_012150622.1, XP_012150621.1	NP_651243.1
OG0004423	XP_012153838.1	NP_001285908.1
OG0004424	XP_012142579.1	NP_001262473.1
OG0004425	XP_012138593.1, XP_003702415.2	NP_608827.1
OG0004426	XP_003707339.1	NP_609783.1
OG0004427	XP_003708159.1	NP_001285801.1, NP_609721.1
OG0004428	XP_003707089.2	NP_648239.1
OG0004429	XP_003705879.1	NP_001259068.1
OG0004430	XP_012150034.1	NP_001259372.1
OG0004431	XP_003704738.1	NP_996303.1
OG0004432	XP_003704525.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_003707469.1	NP_001287204.1, NP_524846.1
OG0004434	XP_012146914.1	NP_001285891.1
OG0004436	XP_003699927.1	NP_001259475.1
OG0004437	XP_012145845.1	NP_001287385.1
OG0004438	XP_003702863.1	NP_650751.3
OG0004439	XP_003701855.1	NP_995932.1
OG0004440	XP_003702862.1, XP_012139854.1, XP_012139853.1	NP_611228.1
OG0004441	XP_003704853.1	NP_523951.1
OG0004442	XP_003703944.2	NP_650942.1
OG0004443	XP_003699433.1	NP_611162.2
OG0004444	XP_012151465.1	NP_001260777.1
OG0004445	XP_003704053.1	NP_650123.1
OG0004446	XP_012141308.1	NP_001260104.1, NP_573142.1
OG0004447	XP_012139003.1, XP_012138998.1	NP_001284739.1
OG0004448	XP_003700438.1, XP_012154087.1	NP_608704.2, NP_001259956.1
OG0004449	XP_003707245.1	NP_788342.1
OG0004450	XP_003700449.2	NP_001285397.1
OG0004451	XP_003707011.1	NP_728642.2
OG0004452	XP_012154368.1	NP_732176.1
OG0004453	XP_012148705.1	NP_610921.1
OG0004454	XP_012149314.1	NP_524151.2
OG0004455	XP_012150316.1	NP_001287493.1
OG0004457	XP_003704491.2	NP_573232.1
OG0004458	XP_012137037.1	NP_608825.2
OG0004459	XP_012139978.1	NP_001162710.2
OG0004460	XP_012152928.1, XP_012152929.1	NP_477121.1
OG0004461	XP_012140462.1	NP_608740.2
OG0004462	XP_012144354.1	NP_651528.2
OG0004463	XP_003703736.1	NP_001027435.2
OG0004464	XP_012148269.1	NP_001097493.1
OG0004465	XP_003703807.1	NP_649466.1
OG0004466	XP_003701935.1	NP_608999.2
OG0004467	XP_012147227.1	NP_608883.1
OG0004469	XP_012150929.1	NP_572952.1
OG0004470	XP_003703527.1	NP_001259370.1
OG0004471	XP_003705185.1	NP_477202.2
OG0004472	XP_003700819.1	NP_001137613.1
OG0004473	XP_003707004.1	NP_524462.2
OG0004475	XP_003706568.1	NP_001262708.1
OG0004478	XP_003703828.2	NP_524183.2
OG0004479	XP_003708190.1	NP_610333.1
OG0004480	XP_003699475.1	NP_651582.1
OG0004481	XP_012145027.1	NP_001259161.1
OG0004482	XP_003701892.1	NP_733068.2, NP_001261049.1
OG0004483	XP_003699258.2	NP_651314.1
OG0004484	XP_003705160.1, XP_012144937.1	NP_608777.1
OG0004485	XP_003703258.1	NP_001247347.1
OG0004486	XP_003708008.1	NP_608781.2
OG0004487	XP_012149812.1	NP_726358.2
OG0004489	XP_003705233.1	NP_651251.3
OG0004490	XP_003701820.1	NP_648780.1
OG0004491	XP_003706083.1	NP_650248.1
OG0004492	XP_003707189.1	NP_611300.2
OG0004493	XP_003704443.1	NP_651664.2
OG0004494	XP_003699733.1	NP_476901.1
OG0004495	XP_003700146.1	NP_724769.2
OG0004496	XP_003703226.1	NP_651349.1
OG0004498	XP_003706945.1	NP_001246734.1
OG0004499	XP_012136168.1	NP_733352.3
OG0004500	XP_012143916.1	NP_651635.2
OG0004501	XP_012143109.1	NP_523615.2, NP_001260679.1
OG0004502	XP_003703479.1	NP_001247091.1
OG0004503	XP_012150000.1	NP_001027230.1
OG0004504	XP_003699235.1	NP_001286484.1
OG0004505	XP_012152188.1	NP_608388.2
OG0004506	XP_003704493.1	NP_001286174.1
OG0004507	XP_012151666.1	NP_001263099.1, NP_001303460.1
OG0004508	XP_012143722.1	NP_569873.1
OG0004509	XP_003703114.1	NP_001286999.1
OG0004510	XP_003705980.1	NP_732773.1
OG0004511	XP_003699442.1	NP_650686.1
OG0004512	XP_003700429.1	NP_476975.1
OG0004513	XP_012149103.1	NP_648570.1
OG0004514	XP_003708517.1	NP_001260173.1
OG0004515	XP_003699860.1	NP_001285130.1
OG0004516	XP_012137778.1	NP_650432.1
OG0004517	XP_003705768.1	NP_787963.2
OG0004518	XP_012137145.1	NP_650939.2
OG0004519	XP_003699375.1	NP_001262894.1
OG0004520	XP_003706923.1	NP_001245456.1
OG0004521	XP_003705876.1	NP_511044.1
OG0004523	XP_003707737.1	NP_001259649.1
