Orthogroup	Megachile_rotundata	Nasonia_vitripennis
OG0002629	XP_012153283.1	XP_001603751.1
OG0002630	XP_003703762.1	XP_001607829.1
OG0002631	XP_003701857.2	XP_016838314.1, XP_008204254.1
OG0002632	XP_012148992.1	XP_001599696.1
OG0002633	XP_012152287.1	XP_016837805.1, XP_031780913.1, XP_031780912.1
OG0002634	XP_003705722.1	XP_001607810.2
OG0002635	XP_003705199.1	XP_032453486.1, XP_032453485.1, XP_032453487.1, XP_008207724.1, XP_008207723.1
OG0002637	XP_003700795.2	XP_001605955.2
OG0002638	XP_012147156.1	XP_031784859.1
OG0002639	XP_012136501.1	XP_031780063.1
OG0002640	XP_003706044.1	XP_001602838.1
OG0002641	XP_012144824.1	XP_031783318.1
OG0002642	XP_003708337.1	XP_008201753.1, XP_008201756.1, XP_008201755.1
OG0002643	XP_012144984.1	XP_001606342.2
OG0002644	XP_003702283.2	NP_001127790.1, XP_016842287.1
OG0002645	XP_012153162.1	XP_008203810.1
OG0002646	XP_012142307.1	NP_001154946.1, XP_016843305.1
OG0002647	XP_012148050.1, XP_012148051.1, XP_012148049.1	XP_001606129.2
OG0002648	XP_012147595.1	XP_031785600.1
OG0002649	XP_003707327.1	XP_001606501.4, XP_008214819.2
OG0002650	XP_003708053.1	NP_001153385.1, XP_032455485.1
OG0002651	XP_003706848.1	XP_001604283.1
OG0002652	XP_012134961.1, XP_012134963.1	NP_001153475.1
OG0002653	XP_012150850.1	XP_001600675.2
OG0002654	XP_012144662.1, XP_003705031.1	XP_001607674.2
OG0002655	XP_012138442.1, XP_012138441.1, XP_003702348.2	XP_001601905.2
OG0002656	XP_012142552.1	XP_008215505.1
OG0002657	XP_012135262.1	XP_001599685.2
OG0002659	XP_003707475.1	XP_001606853.2
OG0002660	XP_003707875.1	XP_032458180.1, XP_032458179.1, XP_008208937.1, XP_032458177.1, XP_008206758.1, XP_001600314.2, XP_032458178.1, XP_008209463.1, XP_001600287.1, XP_003424333.1, XP_016836827.1
OG0002662	XP_012148151.1	XP_001603920.2
OG0002663	XP_012149409.1, XP_003706936.1	XP_001607116.2
OG0002664	XP_003705943.2	XP_008210066.1
OG0002665	XP_012139957.1, XP_012139959.1, XP_012139955.1	XP_001602394.1, XP_032453854.1, XP_032453853.1
OG0002666	XP_012134526.1, XP_012134521.1	XP_016837133.1
OG0002667	XP_012149587.1	XP_008218089.1
OG0002668	XP_003706157.1	XP_008204842.1
OG0002669	XP_003702347.1	XP_001608301.1
OG0002670	XP_012150477.1, XP_012150475.1, XP_012150476.1, XP_003707506.1	XP_016837950.1
OG0002671	XP_003701640.1	XP_008215692.1, XP_031787791.1
OG0002672	XP_012137878.1	XP_008216796.1, XP_008216795.1, XP_008216794.1, XP_016844821.1, XP_001601066.2
OG0002673	XP_012142357.1, XP_012142359.1, XP_012142360.1, XP_012142358.1	XP_031778989.1
OG0002674	XP_003706875.1	XP_001601366.3
OG0002675	XP_003705992.1	XP_031777721.1, XP_031777722.1, XP_031777720.1
OG0002676	XP_012143536.1, XP_003704569.1	XP_031778593.1, XP_031778592.1, XP_031778594.1
OG0002677	XP_003703514.1, XP_012141368.1, XP_012141369.1	XP_031787681.1
OG0002678	XP_003703424.1	XP_003424102.1
OG0002679	XP_003705275.1	XP_016843366.1
OG0002680	XP_012148700.1, XP_012148713.1, XP_012148708.1	XP_001602544.1
OG0002682	XP_012134710.1	XP_031780451.1
OG0002683	XP_003704465.1	XP_001604369.2, XP_008209083.1
OG0002684	XP_003705075.1	XP_008214375.1
OG0002686	XP_003700054.1	XP_001599683.1
OG0002687	XP_012145142.1	XP_031789565.1, XP_032451947.1
OG0002689	XP_003700241.1	XP_031788103.1
OG0002690	XP_012147017.1	NP_001135432.1
OG0002691	XP_003705396.2	XP_031783108.1
OG0002693	XP_012148417.1	XP_016841609.1
OG0002693	XP_012144556.1	XP_031781052.1
OG0002694	XP_012153064.1	XP_001600568.1, XP_032456926.1, XP_032456924.1
OG0002695	XP_003708529.1	XP_031785583.1
OG0002696	XP_012144007.1	XP_008202473.1
OG0002697	XP_003704705.1, XP_012143879.1	XP_031789602.1
OG0002698	XP_003703021.1	XP_016838408.1, XP_032453265.1
OG0002699	XP_003699806.2, XP_012144600.1	XP_031777826.1
OG0002700	XP_012145795.1	XP_031786353.1
OG0002701	XP_012153871.1	XP_031783174.1
OG0002702	XP_003702529.1	XP_003425295.1, XP_001606930.2
OG0002703	XP_003707670.1	XP_016844421.1
OG0002704	XP_012142088.1, XP_012142089.1	XP_008216237.1, XP_003424157.1
OG0002705	XP_003703489.1	XP_031784862.1
OG0002708	XP_003708301.1	XP_001605354.2, XP_032456036.1, XP_032456035.1
OG0002709	XP_003706426.1	XP_016840616.1
OG0002710	XP_003701188.1	XP_001606431.1
OG0002711	XP_012139996.1	XP_003425457.1, XP_016836956.1
OG0002712	XP_012150449.1	XP_031781406.1, XP_031781405.1, XP_031781404.1
OG0002713	XP_012147449.1	XP_008204848.1
OG0002714	XP_012148555.1, XP_003706729.1	XP_001602104.1
OG0002715	XP_012150317.1	XP_032455612.1
OG0002719	XP_012150812.1, XP_012150810.1, XP_003707609.1, XP_012150811.1	XP_016841323.1
OG0002721	XP_012142707.1	NP_001135884.1, XP_031787493.1
OG0002722	XP_012137116.1, XP_012137118.1, XP_012137117.1	XP_016838566.1
OG0002723	XP_003706959.2, XP_012148822.1	XP_016837222.1, XP_001605156.1, XP_032452868.1, XP_032452867.1
OG0002724	XP_003700517.1	XP_001599808.1
OG0002725	XP_012147960.1	XP_032453898.1
OG0002726	XP_012144033.1	XP_008210902.1
OG0002727	XP_012143989.1	XP_008207510.2
OG0002728	XP_012143120.1	XP_031783624.1
OG0002729	XP_003700208.1, XP_012153635.1	XP_031785550.1, XP_032455645.1
OG0002730	XP_012150012.1	NP_001166018.1
OG0002731	XP_003707709.1	XP_008209692.1
OG0002732	XP_003700025.2	XP_016842126.1, NP_001234885.1
OG0002733	XP_012140244.1, XP_012140239.1	XP_031784273.1, XP_031784297.1
OG0002734	XP_012141487.1	XP_003425623.2
OG0002735	XP_003707493.1	XP_031783347.1, XP_008216637.1, XP_008216638.1, XP_008216639.1
OG0002736	XP_012151835.1	XP_031787618.1
OG0002737	XP_003699247.1	XP_003427660.1, XP_016840756.1
OG0002738	XP_012151307.1	XP_031777047.1
OG0002739	XP_003702466.1	XP_016836773.1
OG0002740	XP_012148459.1	XP_016838717.1, NP_001123086.2
OG0002741	XP_012154369.1	XP_031784555.1
OG0002742	XP_003699660.2	XP_001607450.1
OG0002743	XP_012149211.1	XP_001605359.1
OG0002744	XP_012145477.1	XP_016839638.2, XP_016839639.2
OG0002746	XP_003701259.1	XP_031776659.1, XP_032456353.1
OG0002747	XP_003703745.1, XP_012141783.1	XP_031780248.1, XP_001602398.1
OG0002748	XP_012141587.1	XP_031788096.1
OG0002749	XP_003704118.1	XP_016845167.1, XP_016845165.1
OG0002750	XP_012152828.1, XP_012152829.1	XP_031785608.1
OG0002751	XP_003703192.1	XP_001605679.1
OG0002752	XP_012140012.1	XP_003427698.1
OG0002753	XP_003700830.1	XP_016840758.1
OG0002754	XP_012134772.1	XP_031780596.1
OG0002755	XP_003708274.1	XP_001607506.1
OG0002756	XP_012139391.1, XP_012139398.1, XP_012139406.1	XP_016844630.1
OG0002757	XP_012146954.1	XP_003424602.1
OG0002758	XP_012151360.1	XP_031783084.1, XP_032453711.1, XP_031783081.1, XP_031783085.1, XP_031783083.1
OG0002759	XP_003705734.1	XP_001601268.1
OG0002760	XP_003703709.1	NP_001136337.1
OG0002761	XP_003703182.1	XP_001605567.1
OG0002762	XP_003705116.1, XP_012144759.1, XP_012144757.1, XP_012144758.1	XP_031783352.1, XP_032453643.1
OG0002763	XP_012146011.1	XP_016840978.1
OG0002764	XP_012151475.1	XP_031782698.1
OG0002765	XP_012136520.1, XP_012136511.1	XP_031782261.1
OG0002766	XP_012152290.1	XP_016838583.1
OG0002767	XP_003707293.1	NP_001165931.1
OG0002769	XP_012154189.1	XP_032455822.1, XP_001601592.1
OG0002770	XP_003703836.1	XP_001604846.2
OG0002771	XP_012147647.1	XP_016836797.1
OG0002772	XP_012138189.1	XP_001603926.2
OG0002773	XP_012134508.1, XP_012134509.1	XP_016839605.1, XP_008205158.1
OG0002774	XP_012138402.1	XP_001600452.1
OG0002775	XP_012141382.1	XP_031782832.1, XP_031782826.1
OG0002776	XP_012147662.1	XP_031782254.1
OG0002777	XP_003706884.1	XP_031788902.1, XP_032458044.1
OG0002778	XP_012149328.1	XP_016844925.1
OG0002779	XP_012145008.1, XP_012144994.1, XP_012144997.1	XP_031786663.1
OG0002780	XP_003702003.1	XP_016837506.1, XP_016837507.1
OG0002781	XP_003708168.1	XP_001604819.1
OG0002782	XP_012150854.1	XP_008211395.1
OG0002783	XP_012154460.1	XP_032457649.1
OG0002784	XP_003700416.1, XP_012154233.1	XP_031785910.1
OG0002785	XP_012146044.1, XP_012134552.1	XP_031777600.1
OG0002786	XP_012140444.1	XP_031783187.1
OG0002787	XP_012141577.1	XP_031784872.1, XP_016844215.1
OG0002788	XP_012139208.1, XP_012139206.1	XP_016837635.1, XP_008209617.1
OG0002789	XP_012149863.1, XP_012149862.1	XP_008213941.1, NP_001122752.1
OG0002790	XP_012138149.1	XP_031784908.1
OG0002791	XP_003701782.1	XP_003425760.1, XP_032454053.1
OG0002793	XP_012138920.1, XP_012138922.1, XP_012138921.1, XP_012138923.1, XP_003702557.1	XP_008208912.1, XP_001599172.1
OG0002794	XP_003706683.1	XP_001605281.2
OG0002795	XP_003701332.1	XP_008211528.1
OG0002796	XP_012146650.1	XP_008214082.1
OG0002797	XP_012136194.1	XP_031777873.1
OG0002798	XP_012138540.1, XP_012138541.1, XP_012138542.1	XP_031779464.1, XP_003425068.1
OG0002799	XP_012154553.1	XP_016839192.1
OG0002800	XP_012143698.1, XP_012143690.1	XP_031783934.1
OG0002801	XP_012143520.1	XP_001607230.2
OG0002802	XP_012152587.1	XP_008215226.1, XP_031777193.1, XP_031777192.1
OG0002803	XP_012136806.1	XP_031785942.1
OG0002804	XP_003707323.1	XP_008214812.1
OG0002805	XP_003705826.1	XP_031779979.1
OG0002806	XP_012147481.1, XP_012143763.1	XP_031781670.1
OG0002807	XP_003708599.1, XP_012153325.1	NP_001166070.1, NP_001166067.1
OG0002809	XP_012154024.1, XP_012154021.1	XP_001603162.2
OG0002810	XP_003699686.1	XP_016841674.1
OG0002811	XP_012146745.1, XP_012146744.1, XP_003705832.1	XP_031783366.1
OG0002812	XP_012148761.1	XP_031779217.1, XP_031779218.1
OG0002814	XP_003700257.1, XP_012153817.1	XP_001607813.1
OG0002815	XP_012146748.1	XP_008208824.1
OG0002816	XP_012150642.1	XP_008211704.2, XP_031785782.1
OG0002817	XP_003702994.1	XP_001599916.1
OG0002818	XP_012138174.1	XP_031777997.1, XP_031777994.1
OG0002819	XP_012146860.1	XP_008214785.1, XP_003428085.1, XP_008214786.1
OG0002820	XP_012151904.1, XP_012151905.1	NP_001136348.1
OG0002821	XP_003701824.1	XP_001608096.1
OG0002822	XP_012151126.1, XP_012151125.1	XP_008215276.1
OG0002823	XP_012143664.1	XP_003423872.1
OG0002824	XP_012142261.1	XP_008210038.1
OG0002825	XP_003701301.2	XP_016844965.1, XP_016844964.1
OG0002826	XP_003705417.1, XP_012145601.1	XP_008208373.1
OG0002827	XP_012149487.1	NP_001234895.1, XP_008203302.2
OG0002828	XP_003703566.1	XP_031786796.1
OG0002830	XP_012145108.1, XP_012145114.1	XP_008215088.1
OG0002831	XP_012138307.1	XP_031778145.1, XP_001605090.2
OG0002832	XP_012143590.1	XP_031777850.1
OG0002833	XP_003703130.1	XP_001607392.2
OG0002834	XP_012147140.1	XP_031785321.1
OG0002835	XP_003707734.1	XP_001600286.4, XP_032454762.1, XP_032454763.1, XP_032454764.1, XP_031786338.1
OG0002836	XP_012149114.1, XP_012149113.1, XP_012149116.1	XP_008204301.1
OG0002838	XP_012142831.1	XP_031788777.1
OG0002840	XP_012150213.1	XP_031781384.1
OG0002840	XP_003699998.2	XP_016837217.1
OG0002841	XP_012150202.1	XP_003426846.1
OG0002841	XP_003700098.1	XP_001599904.1
OG0002843	XP_003702360.2, XP_012138484.1	XP_003425656.1
OG0002844	XP_003703938.1, XP_012142021.1, XP_012142022.1	XP_032453700.1
OG0002847	XP_012137218.1	XP_031782440.2
OG0002848	XP_012152824.1	XP_008211326.1
OG0002849	XP_012143875.1	XP_031789624.1, XP_032455079.1
OG0002850	XP_012146349.1, XP_012146352.1	XP_003428099.1, XP_008214959.1
OG0002851	XP_003701489.1	XP_031785108.1, XP_031785109.1
OG0002852	XP_003700889.2	XP_016837849.1, XP_031779043.1
OG0002856	XP_003706831.1	XP_001603084.1
OG0002857	XP_003702416.1	XP_001605124.1, XP_032452329.1
OG0002858	XP_003702457.1	XP_001601522.1, XP_032452012.1, XP_032452011.1, XP_032452010.1
OG0002859	XP_003704793.1	NP_001164366.1
OG0002860	XP_012149080.1, XP_012149081.1, XP_003706852.1	XP_001607676.1
OG0002861	XP_003702866.1	XP_008215809.1, XP_031787920.1
OG0002863	XP_003700455.1	XP_001599393.3
OG0002864	XP_012148974.1, XP_012148975.1, XP_003706820.1	XP_001607421.1
OG0002865	XP_003699182.1, XP_012153918.1	XP_001607580.2
OG0002866	XP_003707954.1	XP_031782601.1, XP_001603784.1
OG0002867	XP_003700340.2	NP_001177865.1, XP_031778339.1
OG0002868	XP_003700261.1	XP_001599702.1
OG0002869	XP_012144375.1, XP_003704968.1	XP_003423894.1, XP_032455227.1, XP_031789533.1, XP_016836639.1, XP_031789534.1
OG0002870	XP_012150851.1	XP_016840725.1
OG0002871	XP_003705621.1	XP_001602353.2
OG0002872	XP_012144013.1	XP_001607297.1
OG0002873	XP_003707907.1	XP_031782595.1, XP_001603545.2
OG0002874	XP_003704232.1	XP_001600897.1
OG0002875	XP_012141874.1	XP_031782402.1, XP_001604028.1, XP_032453933.1
OG0002876	XP_003700381.2	XP_008211616.1, XP_008211617.1, XP_032455783.1
OG0002877	XP_003701048.2	XP_032457828.1
OG0002878	XP_003708272.1	XP_016843040.2
OG0002879	XP_003699788.1	XP_008209442.1
OG0002880	XP_012136903.1	XP_031777478.1
OG0002881	XP_003702745.2	XP_001601011.2
OG0002882	XP_012150508.1	XP_008207412.1, XP_031787345.1
OG0002883	XP_003705109.1, XP_012144729.1	XP_016838906.1, XP_001606421.1
OG0002885	XP_003700674.1	XP_032455714.1, XP_032455713.1
OG0002886	XP_003699227.1, XP_012141469.1, XP_012141629.1	XP_031785565.1
OG0002887	XP_012152230.1	XP_031778746.1
OG0002888	XP_003708344.1, XP_012152538.1	XP_031789395.1
OG0002889	XP_012148448.1, XP_012148447.1, XP_003706666.1	XP_008213728.1
OG0002890	XP_012143544.1, XP_003704582.1	XP_008206421.1
OG0002891	XP_003705064.1	NP_001155981.1
OG0002892	XP_012152242.1	XP_003427177.1
OG0002893	XP_012150019.1, XP_003699311.1	XP_001604780.1
OG0002894	XP_003708357.1	XP_001607329.1
OG0002895	XP_012141813.1, XP_003699677.1	XP_001605225.2, XP_008209130.1
OG0002896	XP_012136877.1	XP_008217918.1
OG0002897	XP_003706981.1	XP_001603676.1
OG0002898	XP_012142093.1	XP_016838218.1
OG0002899	XP_012145057.1	XP_001602173.1
OG0002900	XP_003708609.1	XP_031784219.1
OG0002901	XP_003706317.1	XP_001599477.2, XP_001605370.2
OG0002902	XP_003699316.2	XP_032456590.1, XP_031787842.1
OG0002903	XP_003707039.1, XP_012148833.1	XP_003428087.1
OG0002904	XP_012144933.1	NP_001155019.1
OG0002905	XP_003701371.1	XP_001607241.2
OG0002906	XP_003704339.1	XP_001604532.1
OG0002907	XP_012141878.1	XP_003427292.1
OG0002908	XP_003699575.1	XP_008217499.1
OG0002909	XP_003708398.1	XP_001599560.1, XP_008212927.1, XP_001600352.1, XP_008204769.1
OG0002910	XP_003704001.1	XP_001603383.1, XP_001603415.1
OG0002911	XP_003702935.1	XP_008209457.1
OG0002912	XP_012143099.1, XP_012143090.1	XP_031780781.1
OG0002913	XP_012150807.1	XP_031787046.1, XP_031787047.1
OG0002914	XP_003705812.1	XP_001606975.1
OG0002915	XP_012147294.1	XP_003424310.1, XP_016843670.1
OG0002916	XP_003704775.1	XP_031777377.1
OG0002917	XP_003705229.1	XP_001605760.5
OG0002918	XP_003705615.1	XP_001599692.2
OG0002919	XP_003704594.1	XP_032455119.1, XP_031784879.1
OG0002920	XP_012139009.1, XP_003707560.1	XP_001604111.1
OG0002921	XP_003707519.1, XP_012150497.1	XP_031776593.1
OG0002922	XP_012142061.1, XP_012142028.1	XP_001606322.3
OG0002923	XP_003703281.1, XP_012140696.1	XP_016838127.1
OG0002924	XP_012154453.1	XP_001600549.2, XP_016841870.1
OG0002925	XP_012137665.1	XP_008212520.1
OG0002927	XP_003705307.1	XP_001607642.1
OG0002928	XP_012151650.1	XP_016842785.1
OG0002929	XP_003703116.1	XP_008212773.1, XP_008212776.1, XP_008212775.1
OG0002930	XP_012152047.1, XP_012152046.1, XP_012152048.1	XP_016837763.1, XP_001599373.1
OG0002931	XP_012138423.1	XP_008215775.1, XP_032457073.1
OG0002932	XP_003702267.1	XP_001607133.1
OG0002933	XP_003705277.1, XP_012145131.1	XP_001605959.1
OG0002934	XP_012154056.1	XP_031778711.1
OG0002935	XP_012152758.1, XP_012152757.1, XP_003708452.1	XP_001604411.4
OG0002936	XP_003705937.1	XP_001599056.1
OG0002938	XP_003702706.2	XP_031785372.1
OG0002939	XP_003699248.1	XP_031788401.1
OG0002940	XP_003701818.1	XP_001605757.1
OG0002941	XP_003703282.1	XP_001604755.1
OG0002942	XP_003705771.1	XP_001603704.2
OG0002943	XP_012149073.1, XP_003706849.1	XP_001604182.2
OG0002944	XP_003706843.1	XP_008215499.1
OG0002945	XP_003707363.1	XP_001606594.3
OG0002946	XP_012140785.1	XP_031778050.1, NP_001135868.1
OG0002947	XP_012143717.1, XP_012143716.1, XP_003704626.2	XP_001604560.2
OG0002948	XP_003706119.1	XP_003427554.1
OG0002950	XP_003699655.1	XP_001605141.2, XP_032454872.1, XP_032454873.1
OG0002951	XP_003708084.1	XP_001607514.1, XP_008203006.1
OG0002952	XP_012146869.1	XP_001606963.1
OG0002953	XP_012138686.1	XP_016844874.1
OG0002954	XP_012151986.1	XP_008217361.1
OG0002955	XP_003701112.1	XP_008207711.2
OG0002956	XP_012137955.1	XP_031784864.1
OG0002957	XP_012142974.1	XP_016839194.1
OG0002959	XP_012140725.1	XP_001602407.1
OG0002960	XP_012136430.1	XP_001607103.1, XP_031777729.1
OG0002961	XP_003702137.1	XP_003424121.1, XP_031781236.2
OG0002962	XP_003704584.1	XP_032456252.1, XP_032456250.1, XP_032456251.1, XP_032456253.1, XP_008209136.1, XP_032456254.1
OG0002963	XP_012146691.1	XP_008205217.1
OG0002964	XP_012150513.1	XP_031789640.1
OG0002965	XP_012139133.1	XP_003427581.1
OG0002966	XP_003699804.1, XP_012144650.1	XP_008215711.1, XP_001608241.1
OG0002967	XP_003701267.1, XP_012135645.1, XP_012135646.1	XP_001603823.1
OG0002968	XP_003704832.1	XP_001599827.1
OG0002969	XP_003705318.1	NP_001177888.1, XP_031784011.1
OG0002970	XP_003705930.1	XP_001603993.2
OG0002971	XP_012135686.1	XP_031785286.1
OG0002972	XP_012147797.1	XP_016842711.1
OG0002973	XP_003702161.1	XP_001600888.1
OG0002974	XP_012135946.1	XP_008209250.1, XP_032454490.1, XP_032454493.1
OG0002975	XP_012143651.1	XP_031783969.1
OG0002976	XP_012145941.1, XP_012145942.1	XP_008202639.1
OG0002978	XP_003701171.1	XP_031778288.1
OG0002979	XP_012140170.1	XP_001607735.3, XP_032456237.1, XP_016843898.2
OG0002980	XP_003702178.1	XP_031782306.1, XP_001603062.1
OG0002981	XP_012137369.1, XP_012137366.1, XP_012137367.1, XP_012137368.1	XP_031784446.1
OG0002982	XP_012147038.1	XP_031780384.1, XP_031780385.1, XP_031780382.1, XP_031780383.1, XP_031780380.1, XP_031780381.1
OG0002983	XP_012135447.1	XP_031784110.1
OG0002984	XP_003705541.1	XP_008206470.1, XP_008206469.1, XP_001606321.1, XP_008206468.1
OG0002985	XP_003703545.1	XP_003424729.1, XP_001604420.2
OG0002986	XP_003708155.1	XP_001599787.1
OG0002987	XP_003708455.1	XP_031779980.1
OG0002989	XP_003708257.1	XP_001607221.2
OG0002990	XP_012149555.1	XP_031782034.1
OG0002991	XP_003704126.1	XP_031783432.1
OG0002992	XP_012135823.1	XP_003427131.2
OG0002993	XP_003707985.2, XP_012151418.1	XP_008207396.2
OG0002994	XP_012134954.1	XP_008204989.1
OG0002995	XP_003708554.1	XP_001599688.1
OG0002996	XP_012135864.1	XP_031776589.1, NP_001164375.1
OG0002997	XP_003705739.1	XP_032455023.1, XP_032455020.1, XP_032455021.1, XP_032455022.1, XP_031785081.1, XP_031785084.1, XP_031785083.1
OG0002998	XP_012148947.1, XP_012148946.1	XP_001601765.2
OG0002999	XP_003706893.1	XP_031784846.1, XP_016840526.1, XP_008211453.1
OG0003000	XP_012146085.1	XP_031783405.1, XP_031783406.1
OG0003001	XP_012151394.1	XP_031783827.1
OG0003002	XP_012150480.1	XP_003427246.1
OG0003003	XP_003702258.1	XP_001602038.1
OG0003004	XP_012134904.1, XP_003700686.1	XP_001607067.1
OG0003006	XP_003702752.1	XP_001604374.2
OG0003008	XP_012145207.1	XP_001605615.1, XP_032455615.1
OG0003009	XP_003702482.1	XP_001603000.2
OG0003010	XP_003701269.1, XP_012135652.1	XP_031787974.1
OG0003011	XP_012153620.1, XP_012153621.1	XP_008205434.1, XP_008205430.1, XP_008205435.1
OG0003012	XP_012152645.1	XP_001607108.1
OG0003013	XP_012144068.1, XP_003704800.1	XP_001608305.1
OG0003014	XP_003707543.1	XP_032457106.1, NP_001177866.1
OG0003015	XP_003705432.1	XP_031780626.1
OG0003016	XP_012142032.1, XP_003703936.1, XP_012142033.1	XP_001605971.1
OG0003017	XP_003699324.1	XP_016837662.1
OG0003018	XP_003708161.2	XP_016837467.1
OG0003019	XP_003701257.1	NP_001127864.1
OG0003020	XP_012142319.1	XP_031778528.1
OG0003021	XP_012144987.1	XP_008214921.1
OG0003022	XP_003705322.1	XP_008208031.1
OG0003023	XP_003701972.1	XP_031776829.1, XP_008208278.1
OG0003024	XP_012144805.1	XP_001607842.2
OG0003025	XP_003699864.2	XP_016844551.1, XP_008213799.1, XP_008213797.1, XP_008213796.1, XP_001599193.1, XP_032457503.1
OG0003026	XP_003706950.1	XP_003426097.1, XP_031788898.1
OG0003027	XP_012135915.1	XP_031778265.1, XP_031778264.1
OG0003028	XP_012153972.1	XP_031785425.1
OG0003029	XP_003707961.1	XP_031777208.1
OG0003030	XP_012141704.1	XP_008211551.1
OG0003031	XP_003708333.1	XP_001602026.3
OG0003032	XP_003701389.1	XP_001608058.2
OG0003033	XP_003706603.1	XP_001607223.1
OG0003034	XP_003703816.1	XP_001605877.1
OG0003036	XP_012152639.1	XP_001605451.1, XP_016843245.1
OG0003037	XP_012147213.1	XP_031789256.1
OG0003038	XP_003704374.1	XP_001605512.1
OG0003039	XP_012151378.1	XP_016842100.1, XP_001599242.1, XP_008217423.1
OG0003040	XP_003704994.1	XP_008204920.1
OG0003041	XP_012151681.1	XP_031779688.1
OG0003042	XP_012145553.1, XP_003705397.1	XP_001601244.1
OG0003043	XP_003705071.1	XP_001608293.2, XP_008215959.1, XP_008215960.1, XP_032456975.1
OG0003044	XP_003703788.1	XP_031783126.1, XP_031783128.1, XP_031783129.1, XP_031783130.1
OG0003045	XP_012142752.1	XP_031788614.1
OG0003046	XP_003703115.1	XP_001607535.2
OG0003047	XP_003708502.2	XP_001604164.2
OG0003048	XP_003703244.1	XP_016837802.1, XP_032453398.1, XP_032453397.1, XP_031780591.1, XP_031780590.1
OG0003049	XP_003705622.1, XP_012146223.1	XP_008213861.1
OG0003050	XP_012150689.1	XP_016840791.1, XP_016840790.1, XP_016840793.1, XP_016840792.1
OG0003052	XP_012153327.1, XP_012153326.1	XP_001607251.2
OG0003053	XP_012140939.1, XP_012140938.1, XP_003703578.1	XP_001608262.1
OG0003054	XP_012137707.1, XP_012152163.1	XP_032457291.1
OG0003055	XP_003708227.1	XP_008212487.1, XP_032453592.1
OG0003056	XP_012140528.1, XP_012140527.1, XP_003703334.2	XP_001599881.2
OG0003057	XP_003704028.2, XP_012142199.1	XP_031779316.1
OG0003058	XP_003705939.1	XP_001607670.2
OG0003059	XP_012150170.1, XP_003707320.1	XP_031785384.1, XP_031785383.1, XP_031785382.1
OG0003060	XP_003702746.1	XP_001607265.1
OG0003061	XP_012152259.1	XP_001602921.1
OG0003062	XP_012146224.1	XP_031778161.1
OG0003063	XP_012144574.1	XP_031783436.1
OG0003064	XP_003703061.1	XP_001603353.1
OG0003065	XP_012146581.1	XP_031779068.1
OG0003066	XP_012138163.1, XP_003702202.1	XP_032455855.1, XP_001599017.1
OG0003067	XP_003707742.1	XP_031784499.1
OG0003068	XP_003708598.1	XP_032456653.1, XP_031787979.1, XP_001605426.1
OG0003069	XP_003700991.1	XP_001603819.1
OG0003070	XP_003701890.1	XP_031784434.1
OG0003071	XP_012149721.1, XP_012149731.1, XP_012152184.1	XP_008204438.1
OG0003072	XP_003701399.1	XP_031787102.1
OG0003073	XP_003701353.1	XP_031784869.1, XP_016844211.1
OG0003074	XP_003702082.1	XP_031780672.1, XP_031780673.1
OG0003075	XP_012151745.1	XP_031782515.1
OG0003076	XP_012148355.1	XP_016840949.1
OG0003077	XP_003700542.1	XP_001602676.1
OG0003078	XP_003700478.1, XP_012154157.1	XP_001599126.2
OG0003079	XP_012139390.1	XP_016837124.1
OG0003080	XP_003699393.1	XP_016837495.1, XP_032453587.1
OG0003081	XP_003706439.1	XP_001606104.1
OG0003082	XP_012147048.1	XP_031779742.1
OG0003083	XP_003703296.1, XP_012140749.1	XP_016842572.1, XP_031779212.1
OG0003084	XP_003704963.1, XP_012144490.1	XP_001607172.1
OG0003085	XP_012147456.1	XP_008217905.1
OG0003086	XP_012139884.1	XP_008216860.1
OG0003087	XP_012149747.1, XP_012149746.1	XP_008218002.1
OG0003088	XP_012145228.1	XP_001600208.1, XP_016840947.1
OG0003089	XP_012152677.1	XP_016840693.1, XP_031778214.1, XP_016840687.1
OG0003091	XP_003703267.1	XP_001605256.2
OG0003092	XP_003704537.1, XP_012143478.1, XP_012143477.1, XP_012143476.1	XP_003424024.1
OG0003093	XP_012147615.1	XP_016838635.1, XP_008210592.1
OG0003094	XP_003707645.1	XP_008210563.1
OG0003095	XP_012146742.1	XP_016838192.1
OG0003096	XP_003705129.1, XP_012144857.1, XP_012144856.1	XP_008215157.1, XP_003423889.1, XP_001602594.1, XP_003423888.1, XP_016845625.1
OG0003097	XP_012135710.1, XP_012135711.1, XP_012135712.1, XP_003701108.1	XP_031777728.1
OG0003098	XP_003707316.2	XP_001607256.2, XP_008203829.2
OG0003099	XP_003706348.1	XP_001607995.1
OG0003100	XP_012138482.1	XP_031781966.1, XP_008211725.2
OG0003101	XP_012140907.1	XP_032454487.1, XP_016839870.1
OG0003102	XP_012142531.1	XP_031785264.1, XP_008203337.1
OG0003103	XP_012137885.1	XP_016837993.1
OG0003104	XP_012144483.1, XP_012144482.1, XP_012144481.1, XP_012144484.1	XP_008204952.1
OG0003105	XP_003704761.1, XP_012143900.1	XP_031787100.1, XP_003426495.1
OG0003106	XP_012141195.1	XP_031787592.1, XP_031787585.1, XP_008217484.1
OG0003107	XP_012151170.1	XP_008204448.1
OG0003108	XP_003708654.1	NP_001166860.1
OG0003109	XP_012147160.1	XP_031777103.1
OG0003111	XP_012138537.1	XP_031787413.1
