Orthogroup	Megachile_rotundata	Osmia_bicornis
OG0004305	XP_003705042.1	XP_029034101.1
OG0004306	XP_012139786.1	XP_029045459.1
OG0004307	XP_003700463.1	XP_029048638.1
OG0004308	XP_003700536.1, XP_012154160.1, XP_012154159.1	XP_029050979.1
OG0004309	XP_003706778.1, XP_012148711.1	XP_029043663.1
OG0004310	XP_003706384.1	XP_029037907.1
OG0004311	XP_003699330.1	XP_029046567.1
OG0004312	XP_003703524.1	XP_029053182.1
OG0004313	XP_003704885.1	XP_029053904.1, XP_029054228.1
OG0004314	XP_003707681.1	XP_029035416.1
OG0004315	XP_012144256.1	XP_029047952.1
OG0004316	XP_003708340.1	XP_029032792.1
OG0004317	XP_003701887.1	XP_029053067.1
OG0004318	XP_003708149.1	XP_029049919.1
OG0004319	XP_012144418.1, XP_012144416.1, XP_012144417.1	XP_029033260.1
OG0004320	XP_003704591.2	XP_029039731.1
OG0004321	XP_003704813.1	XP_029047324.1
OG0004322	XP_003699180.1	XP_029040555.1, XP_029040554.1
OG0004323	XP_003699246.1	XP_029037469.1
OG0004324	XP_003703056.1	XP_029040125.1
OG0004325	XP_012142606.1	XP_029056395.1
OG0004326	XP_003707344.1	XP_029054381.1
OG0004327	XP_012139101.1	XP_029052568.1, XP_029052569.1
OG0004328	XP_003700015.1	XP_029036447.1
OG0004329	XP_003701088.1	XP_029051149.1
OG0004330	XP_003703477.1	XP_029043757.1
OG0004331	XP_003704602.1	XP_029033542.1, XP_029033588.1
OG0004332	XP_012138198.1	XP_029034395.1
OG0004333	XP_012154539.1	XP_029049716.1
OG0004334	XP_003700864.1	XP_029055980.1
OG0004335	XP_003702554.1	XP_029053502.1
OG0004336	XP_003705200.1	XP_029042128.1
OG0004337	XP_012139692.1	XP_029039072.1
OG0004338	XP_012135313.1	XP_029037798.1, XP_029037799.1
OG0004339	XP_003701385.1	XP_029036746.1
OG0004340	XP_012149267.1	XP_029033536.1, XP_029033582.1
OG0004341	XP_003708081.1	XP_029037084.1
OG0004342	XP_003708462.1	XP_029032381.1
OG0004343	XP_003704258.1	XP_029043799.1, XP_029043807.1
OG0004344	XP_012145028.1	XP_029033873.1
OG0004345	XP_003701182.1	XP_029051535.1
OG0004346	XP_012150845.1	XP_029047806.1
OG0004347	XP_012143022.1	XP_029043808.1, XP_029043810.1
OG0004348	XP_003700433.1	XP_029048966.1
OG0004349	XP_012147063.1	XP_029040438.1, XP_029040447.1
OG0004350	XP_003703457.1	XP_029047329.1
OG0004351	XP_003705056.1	XP_029047374.1
OG0004352	XP_003704604.1, XP_012143608.1	XP_029033658.1, XP_029033672.1
OG0004353	XP_003706883.1	XP_029039929.1
OG0004354	XP_003701759.1	XP_029049751.1
OG0004355	XP_003701968.2	XP_029037550.1
OG0004356	XP_003699541.1	XP_029053376.1
OG0004357	XP_012138906.1	XP_029053503.1
OG0004358	XP_003701001.1	XP_029049157.1
OG0004359	XP_012148529.1	XP_029034747.1
OG0004360	XP_012139125.1, XP_003702667.2	XP_029052545.1
OG0004361	XP_003699588.1	XP_029044822.1
OG0004362	XP_003705516.1	XP_029050008.1
OG0004363	XP_003699968.1	XP_029049172.1
OG0004364	XP_003700820.2	XP_029033524.1
OG0004365	XP_003708311.2	XP_029043442.1
OG0004366	XP_003701451.1	XP_029036194.1
OG0004367	XP_012142604.1	XP_029056393.1
OG0004368	XP_012139109.1	XP_029052573.1
OG0004369	XP_012149902.1, XP_003707250.1	XP_029036992.1
OG0004370	XP_012138197.1	XP_029034397.1
OG0004371	XP_003705705.1	XP_029049015.1
OG0004372	XP_003701466.1	XP_029032077.1
OG0004373	XP_012137002.1, XP_003701722.1	XP_029040850.1
OG0004374	XP_003707509.1	XP_029051480.1
OG0004375	XP_003706461.1	XP_029032454.1
OG0004376	XP_003706071.1	XP_029053220.1
OG0004377	XP_003699931.1	XP_029046141.1
OG0004378	XP_003703436.1	XP_029051160.1
OG0004379	XP_003706094.1	XP_029038985.1
OG0004380	XP_003705004.2	XP_029051771.1
OG0004381	XP_003700993.1	XP_029044900.1
OG0004382	XP_003699251.1	XP_029037589.1
OG0004383	XP_003705532.2	XP_029035088.1
OG0004384	XP_003701891.1	XP_029053060.1
OG0004385	XP_003705905.1	XP_029056458.1
OG0004386	XP_003701184.1	XP_029051503.1
OG0004387	XP_003707102.1	XP_029037506.1
OG0004388	XP_003708020.1	XP_029049490.1
OG0004389	XP_012153971.1	XP_029043831.1
OG0004391	XP_012137865.1	XP_029051602.1
OG0004392	XP_003706597.1	XP_029055577.1
OG0004394	XP_012140394.1	XP_029044780.1
OG0004395	XP_003703260.1	XP_029041328.1
OG0004396	XP_003707080.1	XP_029039715.1
OG0004397	XP_003702807.1	XP_029039147.1
OG0004398	XP_003706042.1	XP_029040134.1
OG0004399	XP_003702732.2	XP_029033425.1, XP_029033427.1, XP_029033428.1, XP_029033426.1
OG0004400	XP_003702221.1	XP_029043703.1
OG0004401	XP_012151474.1	XP_029049491.1
OG0004402	XP_003701796.1	XP_029049409.1
OG0004403	XP_012153637.1, XP_003700212.1	XP_029042876.1
OG0004404	XP_012146700.1	XP_029048097.1
OG0004405	XP_012142250.1	XP_029051733.1
OG0004406	XP_012139037.1	XP_029056492.1
OG0004407	XP_003700343.1	XP_029046652.1
OG0004408	XP_012146682.1	XP_029048086.1
OG0004409	XP_003701355.1	XP_029050032.1
OG0004410	XP_012136771.1	XP_029037797.1
OG0004411	XP_003705076.1	XP_029034895.1
OG0004412	XP_012154379.1	XP_029048899.1
OG0004413	XP_012147319.1	XP_029053232.1
OG0004414	XP_003699717.1	XP_029047685.1
OG0004415	XP_003704883.1	XP_029050582.1
OG0004416	XP_003705833.1	XP_029048105.1
OG0004417	XP_012147831.1, XP_012147834.1	XP_029037934.1
OG0004418	XP_003703070.1	XP_029041824.1, XP_029041543.1
OG0004419	XP_012144629.1	XP_029038118.1
OG0004420	XP_003706207.1	XP_029035881.1
OG0004421	XP_012139538.1	XP_029052146.1
OG0004422	XP_012150622.1, XP_012150621.1	XP_029041496.1
OG0004423	XP_012153838.1	XP_029042443.1
OG0004424	XP_012142579.1	XP_029034664.1
OG0004425	XP_012138593.1, XP_003702415.2	XP_029055554.1
OG0004426	XP_003707339.1	XP_029036441.1
OG0004427	XP_003708159.1	XP_029046289.1
OG0004428	XP_003707089.2	XP_029045677.1
OG0004429	XP_003705879.1	XP_029038647.1
OG0004430	XP_012150034.1	XP_029037412.1
OG0004431	XP_003704738.1	XP_029040910.1
OG0004432	XP_003704525.1	XP_029037547.1
OG0004433	XP_003707469.1	XP_029048752.1
OG0004434	XP_012146914.1	XP_029052761.1
OG0004436	XP_003699927.1	XP_029050232.1
OG0004437	XP_012145845.1	XP_029035151.1
OG0004438	XP_003702863.1	XP_029043319.1
OG0004439	XP_003701855.1	XP_029048321.1
OG0004440	XP_003702862.1, XP_012139854.1, XP_012139853.1	XP_029043375.1
OG0004441	XP_003704853.1	XP_029047824.1
OG0004442	XP_003703944.2	XP_029035533.1
OG0004443	XP_003699433.1	XP_029033449.1
OG0004444	XP_012151465.1	XP_029049516.1
OG0004445	XP_003704053.1	XP_029052690.1
OG0004446	XP_012141308.1	XP_029038146.1
OG0004447	XP_012139003.1, XP_012138998.1	XP_029043256.1
OG0004448	XP_003700438.1, XP_012154087.1	XP_029051021.1
OG0004449	XP_003707245.1	XP_029038363.1
OG0004450	XP_003700449.2	XP_029045226.1
OG0004451	XP_003707011.1	XP_029039998.1
OG0004452	XP_012154368.1	XP_029049990.1
OG0004454	XP_012149314.1	XP_029039597.1
OG0004455	XP_012150316.1	XP_029036586.1
OG0004456	XP_012146514.1, XP_012146513.1	XP_029053277.1
OG0004457	XP_003704491.2	XP_029038409.1, XP_029038410.1, XP_029038407.1
OG0004458	XP_012137037.1	XP_029053016.1
OG0004459	XP_012139978.1	XP_029040177.1
OG0004460	XP_012152928.1, XP_012152929.1	XP_029044360.1
OG0004461	XP_012140462.1	XP_029035701.1, XP_029035703.1
OG0004462	XP_012144354.1	XP_029040222.1
OG0004463	XP_003703736.1	XP_029051714.1
OG0004465	XP_003703807.1	XP_029042498.1
OG0004466	XP_003701935.1	XP_029032695.1
OG0004467	XP_012147227.1	XP_029052712.1
OG0004468	XP_003703980.2	XP_029052704.1
OG0004469	XP_012150929.1	XP_029048946.1
OG0004470	XP_003703527.1	XP_029046428.1
OG0004471	XP_003705185.1	XP_029055831.1
OG0004472	XP_003700819.1	XP_029036093.1
OG0004473	XP_003707004.1	XP_029052112.1
OG0004474	XP_012145762.1	XP_029046856.1, XP_029046857.1
OG0004475	XP_003706568.1	XP_029045038.1
OG0004476	XP_012148809.1	XP_029049173.1
OG0004477	XP_003708567.1	XP_029044429.1
OG0004478	XP_003703828.2	XP_029037903.1
OG0004479	XP_003708190.1	XP_029049917.1, XP_029049916.1
OG0004480	XP_003699475.1	XP_029047406.1
OG0004481	XP_012145027.1	XP_029033749.1
OG0004482	XP_003701892.1	XP_029053061.1, XP_029053062.1
OG0004483	XP_003699258.2	XP_029042450.1
OG0004484	XP_003705160.1, XP_012144937.1	XP_029036629.1
OG0004485	XP_003703258.1	XP_029041348.1
OG0004486	XP_003708008.1	XP_029037975.1
OG0004487	XP_012149812.1	XP_029050183.1
OG0004488	XP_003707730.2	XP_029035377.1
OG0004489	XP_003705233.1	XP_029043817.1, XP_029043816.1
OG0004490	XP_003701820.1	XP_029036242.1
OG0004491	XP_003706083.1	XP_029033005.1
OG0004492	XP_003707189.1	XP_029035201.1
OG0004493	XP_003704443.1	XP_029035864.1, XP_029035865.1
OG0004494	XP_003699733.1	XP_029047508.1
OG0004495	XP_003700146.1	XP_029039335.1
OG0004496	XP_003703226.1	XP_029048381.1
OG0004497	XP_003708675.1	XP_029049356.1
OG0004498	XP_003706945.1	XP_029040467.1
OG0004499	XP_012136168.1	XP_029049991.1
OG0004500	XP_012143916.1	XP_029040836.1
OG0004501	XP_012143109.1	XP_029049932.1
OG0004502	XP_003703479.1	XP_029043749.1
OG0004503	XP_012150000.1	XP_029048721.1
OG0004504	XP_003699235.1	XP_029048876.1
OG0004505	XP_012152188.1	XP_029049866.1
OG0004506	XP_003704493.1	XP_029037509.1
OG0004507	XP_012151666.1	XP_029033918.1
OG0004508	XP_012143722.1	XP_029052861.1
OG0004509	XP_003703114.1	XP_029055463.1
OG0004510	XP_003705980.1	XP_029053236.1
OG0004511	XP_003699442.1	XP_029035597.1
OG0004512	XP_003700429.1	XP_029042266.1, XP_029042265.1
OG0004513	XP_012149103.1	XP_029039995.1
OG0004514	XP_003708517.1	XP_029044024.1, XP_029044032.1
OG0004515	XP_003699860.1	XP_029037124.1
OG0004516	XP_012137778.1	XP_029035256.1
OG0004517	XP_003705768.1	XP_029046044.1
OG0004518	XP_012137145.1	XP_029033375.1, XP_029033372.1
OG0004519	XP_003699375.1	XP_029049111.1
OG0004520	XP_003706923.1	XP_029039695.1
OG0004521	XP_003705876.1	XP_029053835.1, XP_029053346.1
OG0004522	XP_003701811.1	XP_029033286.1
OG0004523	XP_003707737.1	XP_029048356.1
OG0004524	XP_003699813.2	XP_029037568.1
OG0004525	XP_003704967.1	XP_029033192.1
OG0004526	XP_012134614.1	XP_029041766.1
OG0004527	XP_003708080.1	XP_029047215.1
OG0004528	XP_012153246.1	XP_029045844.1
OG0004529	XP_012153484.1	XP_029039457.1
OG0004530	XP_012152788.1	XP_029046163.1
OG0004531	XP_003702624.1	XP_029043678.1
OG0004532	XP_012138389.1	XP_029054702.1
OG0004533	XP_003705114.1	XP_029034876.1, XP_029034877.1
OG0004534	XP_012145877.1, XP_012145867.1	XP_029047181.1
OG0004535	XP_003706769.1	XP_029056608.1
OG0004536	XP_012148778.1, XP_012148776.1	XP_029051431.1
OG0004537	XP_012134991.1	XP_029036079.1
OG0004538	XP_003701570.1	XP_029053893.1
OG0004539	XP_003705811.1	XP_029037141.1
OG0004540	XP_003705406.1	XP_029050746.1
OG0004541	XP_003708509.1	XP_029032240.1
OG0004542	XP_012143407.1	XP_029032000.1
OG0004543	XP_012143727.1	XP_029048567.1
OG0004544	XP_012139193.1	XP_029046094.1
OG0004545	XP_003708051.1	XP_029040255.1, XP_029040252.1
OG0004546	XP_003701009.1	XP_029044738.1, XP_029044739.1, XP_029044737.1
OG0004547	XP_003702683.2	XP_029036553.1
OG0004548	XP_012152218.1	XP_029050243.1
OG0004549	XP_003707412.1	XP_029046472.1
OG0004550	XP_012144472.1	XP_029041723.1, XP_029041722.1, XP_029041721.1
OG0004551	XP_003702477.1	XP_029050794.1
OG0004552	XP_003706570.2	XP_029045121.1
OG0004553	XP_003707631.1	XP_029041483.1
OG0004554	XP_012140432.1, XP_012140433.1	XP_029051278.1, XP_029051277.1
OG0004555	XP_012150024.1	XP_029048696.1
OG0004556	XP_012150866.1	XP_029047992.1
OG0004557	XP_012136707.1	XP_029054407.1
OG0004558	XP_003700075.1	XP_029037132.1
OG0004559	XP_003702474.1	XP_029044046.1
OG0004560	XP_012135956.1	XP_029052317.1
OG0004561	XP_012151205.1	XP_029042608.1
OG0004562	XP_003702450.1, XP_012138642.1, XP_012138641.1, XP_012138640.1	XP_029044157.1
OG0004563	XP_012152233.1	XP_029049903.1
OG0004564	XP_003703495.1	XP_029038164.1
OG0004565	XP_003706326.1	XP_029043068.1
OG0004566	XP_003707796.1	XP_029054009.1
OG0004567	XP_003703721.1	XP_029042532.1
OG0004568	XP_003707587.1	XP_029038769.1
OG0004569	XP_012149458.1	XP_029039579.1
OG0004570	XP_003700973.1	XP_029056537.1
OG0004571	XP_012137027.1, XP_003706695.2	XP_029050532.1
OG0004572	XP_003700784.1	XP_029053332.1
OG0004573	XP_012141152.1	XP_029047023.1
OG0004574	XP_003703263.1	XP_029039601.1
OG0004575	XP_003703212.2	XP_029051288.1
OG0004576	XP_012151343.1	XP_029033180.1
OG0004577	XP_012134626.1	XP_029041672.1
OG0004578	XP_003707277.1	XP_029036364.1
OG0004579	XP_003704666.1	XP_029036907.1, XP_029036905.1
OG0004580	XP_012138626.1	XP_029044062.1
OG0004581	XP_012144339.1	XP_029033080.1
OG0004582	XP_003700777.1	XP_029034599.1
OG0004583	XP_003705957.1	XP_029036786.1
OG0004584	XP_012153358.1	XP_029045811.1
OG0004585	XP_003704641.1	XP_029048502.1
OG0004586	XP_003704599.1, XP_012143567.1	XP_029039729.1
OG0004587	XP_012153758.1	XP_029050153.1
OG0004588	XP_003700869.1	XP_029031920.1
OG0004589	XP_003707458.1, XP_012150296.1	XP_029036602.1
OG0004590	XP_003701463.1	XP_029056618.1
OG0004591	XP_012135362.1	XP_029039642.1, XP_029039643.1
OG0004592	XP_012141212.1	XP_029044446.1
OG0004592	XP_003699624.1	XP_029044444.1
OG0004593	XP_003702035.1	XP_029032236.1, XP_029032234.1
OG0004594	XP_003700364.1	XP_029036545.1
OG0004595	XP_012145972.1	XP_029032151.1
OG0004596	XP_003701409.1	XP_029034696.1
OG0004597	XP_012148566.1	XP_029042720.1
OG0004598	XP_003700735.1	XP_029056271.1, XP_029056302.1
OG0004599	XP_012138826.1, XP_003702496.2	XP_029044271.1
OG0004600	XP_012150656.1	XP_029038763.1
OG0004601	XP_012149244.1	XP_029033659.1, XP_029033673.1
OG0004602	XP_003706937.2	XP_029045685.1
OG0004603	XP_012142865.1, XP_012142862.1	XP_029036126.1
OG0004604	XP_003707274.1	XP_029036341.1
OG0004605	XP_003700554.1	XP_029048970.1
OG0004606	XP_012148255.1	XP_029040997.1
OG0004607	XP_012149200.1, XP_003706888.1	XP_029039860.1
OG0004608	XP_003703026.1	XP_029046512.1
OG0004609	XP_012147945.1	XP_029048958.1
OG0004610	XP_003700045.1	XP_029041443.1
OG0004611	XP_003702115.1	XP_029032231.1
OG0004612	XP_003700379.1	XP_029042792.1
OG0004613	XP_003708487.1	XP_029032189.1
OG0004614	XP_003704082.1	XP_029040641.1
OG0004615	XP_012140179.1, XP_012140180.1	XP_029055702.1, XP_029055701.1
OG0004616	XP_003702344.1	XP_029055859.1
OG0004617	XP_012147507.1	XP_029041107.1
OG0004619	XP_003707557.1	XP_029052945.1
OG0004620	XP_003699876.2	XP_029032857.1
OG0004621	XP_012147431.1	XP_029035867.1
OG0004622	XP_012145289.1	XP_029035132.1
OG0004623	XP_012140642.1, XP_012140643.1	XP_029055597.1, XP_029055598.1
OG0004624	XP_003699229.1	XP_029044165.1
OG0004625	XP_003701581.1	XP_029034116.1
OG0004626	XP_012148238.1	XP_029046984.1
OG0004627	XP_003706856.1	XP_029039981.1, XP_029039982.1
OG0004628	XP_012150603.1, XP_012150601.1	XP_029041493.1
OG0004629	XP_012142789.1	XP_029052827.1
OG0004630	XP_012148909.1, XP_012148908.1, XP_012148910.1	XP_029040498.1
OG0004631	XP_012146266.1	XP_029037759.1
OG0004632	XP_003706586.1	XP_029035298.1
OG0004633	XP_012147150.1	XP_029039382.1, XP_029039759.1
OG0004634	XP_003700605.1	XP_029037369.1
OG0004635	XP_003707694.1	XP_029048985.1
OG0004636	XP_003699436.1	XP_029048200.1
OG0004637	XP_012140854.1	XP_029045649.1
OG0004638	XP_003699862.1	XP_029049918.1
OG0004639	XP_003699444.1	XP_029034948.1
OG0004640	XP_003706330.1	XP_029032920.1, XP_029032919.1
OG0004641	XP_003701119.1	XP_029046804.1
OG0004642	XP_003703442.2, XP_012141061.1	XP_029038192.1
OG0004643	XP_003705008.1	XP_029035253.1
OG0004644	XP_012142575.1, XP_003704166.1	XP_029053737.1
OG0004645	XP_012147986.1	XP_029053301.1
OG0004646	XP_003701317.1	XP_029041752.1
OG0004647	XP_012136301.1	XP_029034667.1
OG0004648	XP_012147035.1	XP_029040088.1
OG0004649	XP_012150209.1	XP_029036468.1
OG0004650	XP_012141801.1, XP_003703766.1	XP_029044939.1
OG0004651	XP_012137341.1	XP_029041324.1
OG0004652	XP_003702877.2	XP_029051224.1, XP_029051225.1
OG0004653	XP_012143522.1	XP_029031865.1
OG0004654	XP_003705910.1	XP_029053274.1
OG0004655	XP_012135444.1	XP_029049743.1, XP_029049742.1, XP_029049741.1, XP_029049744.1
OG0004656	XP_012145676.1	XP_029038268.1
OG0004657	XP_012144944.1	XP_029042881.1
OG0004658	XP_003705670.1	XP_029051566.1, XP_029051574.1
OG0004659	XP_012143255.1	XP_029041817.1
OG0004660	XP_003702031.1	XP_029053101.1
OG0004661	XP_003702032.1	XP_029032341.1
OG0004662	XP_003700398.2	XP_029036544.1, XP_029036543.1
OG0004663	XP_003704774.1	XP_029039524.1
OG0004664	XP_003700443.2	XP_029049634.1
OG0004666	XP_003704715.1	XP_029055320.1
OG0004667	XP_003700188.1	XP_029055985.1, XP_029055987.1
OG0004668	XP_012143102.1	XP_029034748.1
OG0004669	XP_003700400.1	XP_029036491.1
OG0004670	XP_003703090.1	XP_029032176.1
OG0004671	XP_003703752.1	XP_029054433.1
OG0004672	XP_012146671.1	XP_029040162.1
OG0004673	XP_012143055.1	XP_029035693.1
OG0004674	XP_012146989.1	XP_029034725.1, XP_029034726.1
OG0004675	XP_012148618.1	XP_029036304.1
OG0004677	XP_012150903.1	XP_029035323.1
OG0004678	XP_012136134.1	XP_029056138.1, XP_029056131.1
OG0004679	XP_012153148.1	XP_029032238.1
OG0004681	XP_012137987.1	XP_029035599.1
OG0004682	XP_003704061.2	XP_029040594.1
OG0004683	XP_012145212.1	XP_029042135.1
OG0004684	XP_003706974.1	XP_029034464.1
OG0004685	XP_003701245.1, XP_012135914.1	XP_029044263.1, XP_029044264.1, XP_029044265.1
OG0004686	XP_003704562.2	XP_029043502.1
OG0004687	XP_012138592.1, XP_003702412.1	XP_029053804.1, XP_029053111.1
OG0004688	XP_003706093.1	XP_029038986.1
OG0004689	XP_012136351.1	XP_029056638.1, XP_029056636.1
OG0004690	XP_012152948.1	XP_029042916.1
OG0004691	XP_012139871.1	XP_029041857.1
OG0004692	XP_012139416.1	XP_029041858.1
OG0004693	XP_003703810.2	XP_029042518.1
OG0004694	XP_003702492.1	XP_029046835.1, XP_029046833.1, XP_029046834.1
OG0004695	XP_003707243.1	XP_029038383.1
OG0004696	XP_003704886.1, XP_012144198.1	XP_029054057.1
OG0004697	XP_012144656.1, XP_012144657.1	XP_029048758.1
OG0004698	XP_003706361.1	XP_029048474.1
OG0004699	XP_003707000.2	XP_029045664.1
OG0004700	XP_012150068.1	XP_029036485.1
OG0004701	XP_012147761.1	XP_029041170.1, XP_029041169.1, XP_029041168.1
OG0004702	XP_012146908.1	XP_029040908.1
OG0004703	XP_012145444.1	XP_029042192.1
OG0004704	XP_003699729.2	XP_029047512.1
OG0004705	XP_003707213.1	XP_029050179.1
OG0004706	XP_003705571.1, XP_012145988.1	XP_029038548.1
OG0004707	XP_012149987.1	XP_029048718.1
OG0004708	XP_012153983.1	XP_029048160.1
OG0004709	XP_003701036.1	XP_029039937.1
OG0004710	XP_012145148.1	XP_029043825.1
OG0004711	XP_003704462.1	XP_029035902.1
OG0004712	XP_003706242.1	XP_029044709.1
OG0004713	XP_012141312.1	XP_029041249.1
OG0004714	XP_012138256.1	XP_029037735.1
OG0004715	XP_003708570.2	XP_029044470.1
OG0004716	XP_012139203.1	XP_029052539.1
OG0004717	XP_003705863.1	XP_029050623.1
OG0004718	XP_012136319.1	XP_029036705.1
OG0004719	XP_012136922.1	XP_029049556.1
OG0004720	XP_012144572.1	XP_029032503.1
OG0004721	XP_003699989.1	XP_029049128.1
OG0004722	XP_003706278.1	XP_029034560.1, XP_029034559.1, XP_029034551.1, XP_029034550.1
OG0004723	XP_012147216.1, XP_003699858.1	XP_029037140.1
OG0004724	XP_012141564.1	XP_029053177.1
OG0004725	XP_012144079.1	XP_029047720.1
OG0004726	XP_003705048.1	XP_029038119.1, XP_029038120.1
OG0004727	XP_012135714.1	XP_029050844.1
OG0004728	XP_003705361.1	XP_029045131.1
OG0004729	XP_012145171.1	XP_029055746.1
OG0004730	XP_012152650.1	XP_029045336.1
OG0004731	XP_003705249.1	XP_029042183.1
OG0004732	XP_003704769.1	XP_029036720.1
OG0004733	XP_003699533.1	XP_029054040.1
OG0004734	XP_003707825.1	XP_029031843.1, XP_029056679.1
OG0004735	XP_012142776.1	XP_029052836.1
OG0004736	XP_012142029.1	XP_029033627.1
OG0004737	XP_012140100.1	XP_029035223.1
OG0004739	XP_012144083.1	XP_029047331.1
OG0004740	XP_003706314.2	XP_029052243.1
OG0004741	XP_012145466.1	XP_029050731.1
OG0004742	XP_003700956.1	XP_029055938.1
OG0004743	XP_003708075.1	XP_029047222.1
OG0004744	XP_012138943.1	XP_029038570.1
OG0004745	XP_012134725.1	XP_029052818.1
OG0004746	XP_003700235.1	XP_029055802.1, XP_029055803.1
OG0004747	XP_012152545.1	XP_029043412.1
OG0004748	XP_012139855.1	XP_029043322.1
OG0004749	XP_012152624.1, XP_012152626.1, XP_012152625.1	XP_029045333.1
OG0004750	XP_003706250.1	XP_029035047.1
OG0004751	XP_012143240.1	XP_029042559.1
OG0004752	XP_003701096.1, XP_012135530.1, XP_012135529.1	XP_029049362.1
OG0004753	XP_003701154.1	XP_029052339.1
OG0004754	XP_003704149.2	XP_029053739.1
OG0004755	XP_012147848.1, XP_012147847.1	XP_029037944.1, XP_029037945.1
OG0004756	XP_003700854.1, XP_012135154.1	XP_029055926.1
OG0004757	XP_003704504.1, XP_012143292.1	XP_029039211.1
OG0004758	XP_012142506.1	XP_029045191.1
OG0004759	XP_003707819.2	XP_029039329.1
OG0004760	XP_003707654.1	XP_029038815.1
OG0004761	XP_003705929.1	XP_029034769.1
OG0004762	XP_012149033.1	XP_029045577.1
OG0004763	XP_012148497.1	XP_029054329.1, XP_029054482.1, XP_029054483.1
OG0004764	XP_003699486.1	XP_029048177.1, XP_029048184.1
OG0004765	XP_003701153.1	XP_029052337.1
OG0004766	XP_003701874.1	XP_029048157.1, XP_029048156.1
OG0004767	XP_012136578.1	XP_029053534.1
OG0004767	XP_003701461.1	XP_029053533.1
OG0004768	XP_012135021.1	XP_029034131.1
OG0004769	XP_003699884.1	XP_029047189.1
OG0004770	XP_012140339.1	XP_029038563.1
OG0004771	XP_012136659.1	XP_029034111.1
OG0004772	XP_003705616.2	XP_029042390.1
OG0004773	XP_003701034.1	XP_029052292.1
OG0004774	XP_003706095.1	XP_029038972.1
OG0004775	XP_003703039.1	XP_029035643.1
OG0004776	XP_003707594.1	XP_029036298.1
OG0004777	XP_012135002.1	XP_029042939.1, XP_029042942.1
OG0004778	XP_003701525.1	XP_029034173.1
OG0004779	XP_012148278.1	XP_029047410.1
OG0004780	XP_003704974.1	XP_029040282.1
OG0004781	XP_003707549.1	XP_029047805.1
OG0004782	XP_012139532.1	XP_029032684.1
OG0004783	XP_012154012.1	XP_029042798.1
OG0004784	XP_003706096.1	XP_029038984.1
OG0004785	XP_012144305.1	XP_029041499.1
OG0004786	XP_012140823.1	XP_029045511.1
OG0004787	XP_012147002.1	XP_029034766.1
OG0004788	XP_012153355.1	XP_029045970.1, XP_029045971.1
OG0004789	XP_012153801.1	XP_029037354.1
OG0004790	XP_012144103.1	XP_029040975.1
OG0004791	XP_003708551.1	XP_029047630.1
OG0004792	XP_012143270.1	XP_029051419.1, XP_029051420.1
OG0004793	XP_012136197.1	XP_029056346.1
OG0004794	XP_012136439.1	XP_029043203.1
OG0004795	XP_012141224.1	XP_029043709.1
OG0004796	XP_012134782.1	XP_029054102.1
OG0004797	XP_003703509.1	XP_029051644.1
OG0004799	XP_012140576.1	XP_029042988.1, XP_029042676.1
OG0004800	XP_003704536.1	XP_029053580.1
OG0004801	XP_012141377.1	XP_029041060.1
OG0004802	XP_012134755.1	XP_029050127.1
OG0004803	XP_012141815.1	XP_029044926.1
OG0004804	XP_003704703.1	XP_029051862.1
OG0004805	XP_003703124.1	XP_029055550.1
OG0004806	XP_012150130.1	XP_029036203.1
OG0004808	XP_012145282.1	XP_029035111.1
OG0004809	XP_003707809.1	XP_029038327.1
OG0004811	XP_003699879.2	XP_029051755.1
OG0004812	XP_003703978.1	XP_029049639.1
OG0004813	XP_003699443.1	XP_029035601.1
OG0004814	XP_012151590.1	XP_029050859.1
OG0004815	XP_012135753.1	XP_029046792.1
OG0004816	XP_012143576.1	XP_029048269.1
OG0004817	XP_012145077.1	XP_029055776.1
OG0004818	XP_012151388.1	XP_029042352.1
OG0004819	XP_012153529.1	XP_029039535.1
OG0004820	XP_003701969.1	XP_029037537.1
OG0004821	XP_003703904.1	XP_029039311.1
OG0004822	XP_003700580.1	XP_029037476.1
OG0004823	XP_003702321.1	XP_029056597.1
OG0004824	XP_003701619.1	XP_029034360.1
OG0004825	XP_012147864.1, XP_003706440.1, XP_012147865.1	XP_029040386.1, XP_029040385.1
OG0004826	XP_012147646.1	XP_029046486.1, XP_029046487.1
OG0004827	XP_003707391.1	XP_029048726.1
OG0004828	XP_012153858.1	XP_029038283.1
OG0004829	XP_012149170.1, XP_003707028.1	XP_029052422.1
OG0004830	XP_003706813.1	XP_029039910.1
OG0004831	XP_012153336.1	XP_029047736.1
OG0004832	XP_012147719.1	XP_029043660.1
OG0004833	XP_003704937.2	XP_029040292.1
OG0004834	XP_003705312.1	XP_029041016.1
OG0004835	XP_012134783.1	XP_029056256.1, XP_029056297.1
OG0004836	XP_003706926.2	XP_029033592.1
OG0004837	XP_012141500.1	XP_029044594.1
OG0004838	XP_012151084.1, XP_012151085.1, XP_012151086.1	XP_029033837.1
OG0004839	XP_012138378.1	XP_029048139.1
OG0004840	XP_012144542.1	XP_029034573.1
OG0004841	XP_003701780.1	XP_029044863.1
OG0004842	XP_012142192.1	XP_029033050.1
OG0004843	XP_003706615.1	XP_029047412.1
OG0004844	XP_003705731.1	XP_029046572.1
OG0004845	XP_003704460.1	XP_029035845.1
OG0004846	XP_012138603.1	XP_029051414.1
