Orthogroup	Megachile_rotundata	Polistes_dominula
OG0003835	XP_003705556.1	XP_015182810.1
OG0003837	XP_012142060.1, XP_012142059.1	XP_015179423.1
OG0003838	XP_003699921.1	XP_015182676.1
OG0003839	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1	XP_015180223.1
OG0003840	XP_012145860.1, XP_003705525.1	XP_015183859.1, XP_015183860.1, XP_015183858.1
OG0003841	XP_003702285.1	XP_015189810.1
OG0003842	XP_012134654.1, XP_012134653.1, XP_003700779.1	XP_015189227.1
OG0003843	XP_003703176.1	XP_015180612.1
OG0003844	XP_003701279.1	XP_015175735.1
OG0003845	XP_003699887.1	XP_015182750.1
OG0003846	XP_012142325.1	XP_015191205.1
OG0003847	XP_012145279.1	XP_015187712.1
OG0003848	XP_003707354.1	XP_015187951.1
OG0003849	XP_003704315.1	XP_015188757.1
OG0003850	XP_003706914.1	XP_015179239.1
OG0003851	XP_012143144.1	XP_015171678.1
OG0003852	XP_003701819.1	XP_015182590.1, XP_015182589.1
OG0003853	XP_003704348.1	XP_015186918.1, XP_015186920.1, XP_015186919.1
OG0003854	XP_003700678.1	XP_015175346.1
OG0003855	XP_003700024.1	XP_015188067.1, XP_015188068.1
OG0003856	XP_003699633.1	XP_015174036.1
OG0003857	XP_012141225.1	XP_015180302.1
OG0003858	XP_012136385.1, XP_012136386.1	XP_015186991.1
OG0003859	XP_003703262.1	XP_015185008.1
OG0003860	XP_012138263.1	XP_015173030.1
OG0003861	XP_003700140.1	XP_015182763.1, XP_015182764.1
OG0003862	XP_003707837.1	XP_015186271.1, XP_015186272.1
OG0003863	XP_012143578.1, XP_003704593.1	XP_015171925.1, XP_015171915.1
OG0003864	XP_003703254.1	XP_015186663.1
OG0003865	XP_003708661.1	XP_015179461.1
OG0003866	XP_003705333.1	XP_015191594.1
OG0003867	XP_003703273.1	XP_015176696.1
OG0003869	XP_003700262.1	XP_015190256.1
OG0003870	XP_003701492.1, XP_012136406.1, XP_012136405.1	XP_015188129.1
OG0003871	XP_012153854.1	XP_015175350.1
OG0003872	XP_003707534.1	XP_015182385.1, XP_015182386.1
OG0003873	XP_012147981.1, XP_012147979.1	XP_015189200.1
OG0003874	XP_012139180.1, XP_003702633.1	XP_015173727.1
OG0003875	XP_003703451.1	XP_015190606.1
OG0003876	XP_012146738.1, XP_012146737.1	XP_015174174.1
OG0003877	XP_003703154.1	XP_015177052.1
OG0003878	XP_012147897.1	XP_015172511.1
OG0003879	XP_003707550.1	XP_015190423.1
OG0003880	XP_003704002.2	XP_015184793.1
OG0003881	XP_003702646.1	XP_015176444.1
OG0003882	XP_012147066.1, XP_003699901.1	XP_015189010.1
OG0003883	XP_012135856.1	XP_015184816.1
OG0003884	XP_003701870.1	XP_015178038.1, XP_015178067.1
OG0003885	XP_003700813.2	XP_015183701.1, XP_015183702.1, XP_015183703.1
OG0003886	XP_003703823.1	XP_015187891.1
OG0003887	XP_012152382.1	XP_015174435.1
OG0003888	XP_012147633.1, XP_012147632.1	XP_015187059.1
OG0003889	XP_003699897.1	XP_015181006.1
OG0003890	XP_012140295.1	XP_015171801.1
OG0003891	XP_003699602.2	XP_015177431.1
OG0003892	XP_003702992.1	XP_015177759.1
OG0003893	XP_003707161.1	XP_015187989.1
OG0003894	XP_012148763.1	XP_015174222.1
OG0003895	XP_012146620.1	XP_015182152.1
OG0003896	XP_003701991.1	XP_015185567.1, XP_015185568.1
OG0003897	XP_012139131.1, XP_003699530.1	XP_015182364.1
OG0003898	XP_003702523.1	XP_015183619.1
OG0003899	XP_003705474.1	XP_015184667.1
OG0003900	XP_003703602.2	XP_015178278.1
OG0003901	XP_003703760.1	XP_015176385.1
OG0003902	XP_012144518.1	XP_015189056.1
OG0003903	XP_012143312.1	XP_015185771.1
OG0003904	XP_003704049.1	XP_015186503.1
OG0003905	XP_012154567.1, XP_003700584.1, XP_012154570.1, XP_012154568.1	XP_015175617.1, XP_015175618.1, XP_015175616.1
OG0003906	XP_003708449.1	XP_015186483.1
OG0003907	XP_012149065.1	XP_015184805.1, XP_015176229.1
OG0003908	XP_012140839.1	XP_015173361.1
OG0003909	XP_003706451.1	XP_015191271.1
OG0003910	XP_003701944.2	XP_015184281.1
OG0003911	XP_012144692.1	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1
OG0003912	XP_012135851.1	XP_015182946.1
OG0003913	XP_012149247.1, XP_003706901.1	XP_015184261.1
OG0003914	XP_003705440.1	XP_015186068.1
OG0003915	XP_003702109.1	XP_015175075.1
OG0003916	XP_003706442.1	XP_015181429.1, XP_015181430.1
OG0003917	XP_012140042.1	XP_015191779.1
OG0003918	XP_012140726.1	XP_015184223.1
OG0003919	XP_003706845.1	XP_015176605.1
OG0003920	XP_003702387.1	XP_015186478.1
OG0003921	XP_003700822.2	XP_015177797.1, XP_015177796.1
OG0003922	XP_003708055.1	XP_015190521.1
OG0003923	XP_012136728.1, XP_012136729.1	XP_015171117.1, XP_015171124.1
OG0003924	XP_012140102.1	XP_015182758.1
OG0003925	XP_003707136.1	XP_015182962.1
OG0003926	XP_012144395.1	XP_015181798.1
OG0003927	XP_003704409.1	XP_015186939.1
OG0003928	XP_003700368.1	XP_015191812.1
OG0003929	XP_012147067.1	XP_015186045.1
OG0003930	XP_012143602.1	XP_015175314.1
OG0003931	XP_003703308.1	XP_015179434.1
OG0003932	XP_012150746.1	XP_015183051.1
OG0003933	XP_003705822.1, XP_012146724.1	XP_015174139.1
OG0003934	XP_003705699.1	XP_015185833.1
OG0003935	XP_003706904.1	XP_015178777.1
OG0003936	XP_003706508.1	XP_015181374.1
OG0003937	XP_003700254.1	XP_015188003.1
OG0003938	XP_012143785.1	XP_015185910.1
OG0003939	XP_012143171.1, XP_003704446.1	XP_015182573.1
OG0003940	XP_003699619.1	XP_015176999.1
OG0003941	XP_003708651.1	XP_015191702.1
OG0003942	XP_012136698.1	XP_015190766.1
OG0003943	XP_003702648.2, XP_012139115.1	XP_015176455.1
OG0003944	XP_012146125.1, XP_003705658.1	XP_015177805.1
OG0003945	XP_003708375.1, XP_012152722.1	XP_015183165.1
OG0003946	XP_012137534.1	XP_015187495.1
OG0003947	XP_012137635.1	XP_015185637.1
OG0003948	XP_003702705.1	XP_015176916.1, XP_015176917.1
OG0003951	XP_003701134.1	XP_015183700.1
OG0003952	XP_003701778.1	XP_015171971.1
OG0003953	XP_012138981.1, XP_003702580.1	XP_015174381.1
OG0003954	XP_003702568.1	XP_015179401.1
OG0003955	XP_003701330.1	XP_015189075.1
OG0003956	XP_012142100.1	XP_015191809.1
OG0003957	XP_003704175.1	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1
OG0003958	XP_003704735.1	XP_015174191.1
OG0003959	XP_012153105.1	XP_015184862.1
OG0003960	XP_003700369.1	XP_015174780.1
OG0003961	XP_012144868.1	XP_015176361.1
OG0003962	XP_003702346.1	XP_015178536.1
OG0003963	XP_003706902.2	XP_015182047.1
OG0003964	XP_003706837.1	XP_015176829.1
OG0003965	XP_003708476.1	XP_015183672.1, XP_015183673.1
OG0003966	XP_003704104.1	XP_015171981.1
OG0003968	XP_003700354.1	XP_015180277.1
OG0003969	XP_003701672.1	XP_015191535.1
OG0003970	XP_003705231.1, XP_012145141.1	XP_015177959.1
OG0003971	XP_012142732.1, XP_003704425.1	XP_015187239.1
OG0003972	XP_003700352.1	XP_015180298.1
OG0003973	XP_012150411.1	XP_015180148.1
OG0003974	XP_003700992.1	XP_015181752.1
OG0003975	XP_012146078.1	XP_015175402.1
OG0003976	XP_012149913.1	XP_015183906.1
OG0003977	XP_003702282.1	XP_015190572.1, XP_015190569.1, XP_015190570.1
OG0003978	XP_012144420.1	XP_015174165.1
OG0003979	XP_003704573.1	XP_015181533.1, XP_015181535.1, XP_015181534.1
OG0003980	XP_003699230.1	XP_015179105.1
OG0003981	XP_003708590.1	XP_015179337.1
OG0003982	XP_003699510.1	XP_015171669.1
OG0003983	XP_003702407.1	XP_015177993.1
OG0003984	XP_012138440.1	XP_015178448.1
OG0003985	XP_012145396.1, XP_012145394.1	XP_015180923.1
OG0003986	XP_003706246.1	XP_015182657.1
OG0003987	XP_003705045.1	XP_015180174.1, XP_015180171.1
OG0003988	XP_012145626.1	XP_015178187.1
OG0003989	XP_003704283.1	XP_015171575.1
OG0003990	XP_012140561.1	XP_015188978.1
OG0003991	XP_012147790.1, XP_012147789.1, XP_012147788.1, XP_012147791.1	XP_015177782.1
OG0003992	XP_012145858.1, XP_012145857.1, XP_003705524.1	XP_015176116.1
OG0003993	XP_012138649.1	XP_015181677.1
OG0003994	XP_012143550.1, XP_012143548.1	XP_015181594.1, XP_015181593.1
OG0003995	XP_012152332.1, XP_012152331.1	XP_015172117.1
OG0003996	XP_012153956.1, XP_012153957.1	XP_015179812.1, XP_015179973.1
OG0003997	XP_012138172.1	XP_015191115.1
OG0003998	XP_012138947.1	XP_015190272.1
OG0003999	XP_012136065.1	XP_015173606.1
OG0004000	XP_003701457.1	XP_015183976.1
OG0004001	XP_003707525.1, XP_012150468.1, XP_012150467.1, XP_012150469.1	XP_015183525.1
OG0004002	XP_012149462.1	XP_015180994.1
OG0004003	XP_012152284.1	XP_015174985.1
OG0004004	XP_003702294.2	XP_015183989.1, XP_015183988.1
OG0004005	XP_012143798.1	XP_015185905.1
OG0004006	XP_012140438.1	XP_015183941.1
OG0004007	XP_012151780.1	XP_015188621.1
OG0004008	XP_012150176.1	XP_015173879.1
OG0004009	XP_012145820.1	XP_015173384.1
OG0004010	XP_012146777.1, XP_003705908.2	XP_015173285.1
OG0004012	XP_012151554.1	XP_015188802.1
OG0004013	XP_012143720.1	XP_015184624.1
OG0004014	XP_012134778.1, XP_012134777.1	XP_015183104.1
OG0004016	XP_012138614.1	XP_015172081.1
OG0004017	XP_012137429.1	XP_015178267.1
OG0004018	XP_012135436.1, XP_003699291.1	XP_015188600.1
OG0004019	XP_012145125.1	XP_015185169.1
OG0004020	XP_003700166.1	XP_015178646.1
OG0004021	XP_012143437.1	XP_015176151.1
OG0004022	XP_003703979.1	XP_015175677.1
OG0004023	XP_003701947.1	XP_015180863.1
OG0004024	XP_003703077.1	XP_015174925.1
OG0004025	XP_003701062.1	XP_015184499.1, XP_015184498.1
OG0004026	XP_012153638.1	XP_015191774.1, XP_015191773.1
OG0004027	XP_003699403.1	XP_015189301.1
OG0004028	XP_012149461.1	XP_015178883.1
OG0004029	XP_012154257.1	XP_015180303.1
OG0004030	XP_003708276.1	XP_015191045.1
OG0004031	XP_012138421.1, XP_012138422.1, XP_003702259.2	XP_015173705.1
OG0004032	XP_012151762.1	XP_015190132.1
OG0004033	XP_012145927.1	XP_015182744.1
OG0004034	XP_012152011.1	XP_015175821.1
OG0004035	XP_003701212.1	XP_015174077.1
OG0004036	XP_003702230.1	XP_015184002.1
OG0004037	XP_003707191.1	XP_015180175.1
OG0004038	XP_012144781.1	XP_015180362.1
OG0004040	XP_003702698.1	XP_015179378.1, XP_015187288.1
OG0004041	XP_003708267.1	XP_015187156.1, XP_015187157.1
OG0004042	XP_003706454.1	XP_015191293.1
OG0004043	XP_012150375.1, XP_012150384.1	XP_015174731.1, XP_015174726.1
OG0004044	XP_012142064.1, XP_003703920.1	XP_015179422.1
OG0004045	XP_003701424.1	XP_015176323.1
OG0004046	XP_003703384.2	XP_015181696.1
OG0004047	XP_012146673.1	XP_015191263.1
OG0004048	XP_003708126.1	XP_015176742.1, XP_015176733.1
OG0004049	XP_003699875.1	XP_015174161.1, XP_015174159.1, XP_015174160.1
OG0004050	XP_012142470.1	XP_015189950.1
OG0004051	XP_003706173.1	XP_015180376.1
OG0004052	XP_012143914.1, XP_012143912.1	XP_015177405.1, XP_015177406.1
OG0004053	XP_012152460.1, XP_003708253.1	XP_015185708.1
OG0004054	XP_012142491.1, XP_012142489.1	XP_015177268.1
OG0004055	XP_012149106.1	XP_015191019.1
OG0004056	XP_012139122.1	XP_015185777.1
OG0004058	XP_003705991.1	XP_015186468.1, XP_015186467.1, XP_015186469.1
OG0004059	XP_012147920.1	XP_015172701.1
OG0004060	XP_012137318.1	XP_015185066.1
OG0004061	XP_012143030.1	XP_015179001.1
OG0004062	XP_012149275.1	XP_015187758.1
OG0004063	XP_003699873.1	XP_015172856.1
OG0004064	XP_003707486.1, XP_003708673.1	XP_015187710.1
OG0004065	XP_003704592.2	XP_015173682.1, XP_015173694.1
OG0004066	XP_003704280.1	XP_015181124.1, XP_015181123.1, XP_015181122.1
OG0004067	XP_012147593.1	XP_015188922.1
OG0004068	XP_012147059.1, XP_012147144.1	XP_015185932.1
OG0004069	XP_003700436.1	XP_015178953.1
OG0004070	XP_012149874.1	XP_015183528.1
OG0004071	XP_012144555.1	XP_015178206.1
OG0004072	XP_012152617.1, XP_003708280.1, XP_012152618.1	XP_015191086.1
OG0004073	XP_003708397.1, XP_012152943.1	XP_015181041.1, XP_015181040.1
OG0004074	XP_012144715.1	XP_015188764.1
OG0004075	XP_003702797.1	XP_015179558.1
OG0004076	XP_003707746.1	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1
OG0004077	XP_012147016.1	XP_015184935.1
OG0004078	XP_003707854.1	XP_015171408.1
OG0004079	XP_012150402.1, XP_012150408.1	XP_015173930.1, XP_015173935.1
OG0004080	XP_012136558.1	XP_015183962.1, XP_015183961.1
OG0004081	XP_012146387.1, XP_012146386.1	XP_015191525.1
OG0004082	XP_003704090.1	XP_015179425.1
OG0004083	XP_003702971.1	XP_015178389.1
OG0004084	XP_003708553.1	XP_015179514.1, XP_015179513.1
OG0004085	XP_012148866.1	XP_015182510.1
OG0004086	XP_003708646.1	XP_015179120.1
OG0004087	XP_003707317.1	XP_015191784.1
OG0004088	XP_012136893.1	XP_015178738.1, XP_015178730.1
OG0004089	XP_012140373.1	XP_015191287.1
OG0004090	XP_003701978.1	XP_015174996.1
OG0004091	XP_003706497.2, XP_003706580.1	XP_015191851.1
OG0004092	XP_003708359.2	XP_015179701.1
OG0004093	XP_012135672.1	XP_015188778.1
OG0004094	XP_003708512.2	XP_015188690.1
OG0004095	XP_012151812.1	XP_015171602.1
OG0004096	XP_003700960.1	XP_015189028.1
OG0004097	XP_003703085.1	XP_015188596.1
OG0004098	XP_012137303.1	XP_015172878.1
OG0004099	XP_003699437.1	XP_015177377.1
OG0004100	XP_003707813.1	XP_015180349.1
OG0004101	XP_012146504.1	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1
OG0004102	XP_003704044.1	XP_015171873.1
OG0004103	XP_012138759.1	XP_015183632.1
OG0004104	XP_012148384.1	XP_015180090.1
OG0004106	XP_012135316.1, XP_012135315.1	XP_015181585.1
OG0004107	XP_012147851.1	XP_015186759.1
OG0004108	XP_003703199.1	XP_015182634.1
OG0004109	XP_012147913.1	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1
OG0004110	XP_012144948.1	XP_015171958.1
OG0004111	XP_012137034.1	XP_015185351.1
OG0004112	XP_012139998.1	XP_015181462.1
OG0004113	XP_003701621.1	XP_015183299.1
OG0004114	XP_003706829.1	XP_015174226.1
OG0004116	XP_012144529.1	XP_015175547.1
OG0004117	XP_012146647.1	XP_015191708.1
OG0004119	XP_012148178.1	XP_015174723.1, XP_015174724.1
OG0004120	XP_003707290.1	XP_015171783.1
OG0004121	XP_012148731.1, XP_003706898.1	XP_015173141.1, XP_015173142.1
OG0004123	XP_012147916.1	XP_015188295.1
OG0004124	XP_003708058.2	XP_015174349.1
OG0004125	XP_012145983.1	XP_015186721.1
OG0004126	XP_012139443.1	XP_015173412.1
OG0004127	XP_003706827.1	XP_015183415.1
OG0004128	XP_012144082.1	XP_015190426.1
OG0004129	XP_003707510.1, XP_012150481.1	XP_015180238.1
OG0004130	XP_012139226.1	XP_015173906.1, XP_015173907.1
OG0004131	XP_012152260.1	XP_015182422.1
OG0004132	XP_003699536.2	XP_015175633.1
OG0004133	XP_003707785.1	XP_015191395.1
OG0004134	XP_012148399.1, XP_003706648.1, XP_012148398.1	XP_015173305.1, XP_015173304.1, XP_015173307.1, XP_015173306.1
OG0004135	XP_003705665.1	XP_015177817.1
OG0004136	XP_003707159.2	XP_015189170.1, XP_015189172.1, XP_015189171.1
OG0004137	XP_003708614.2, XP_012153371.1	XP_015191737.1, XP_015191736.1
OG0004138	XP_003706610.2	XP_015187075.1
OG0004139	XP_012152498.1	XP_015186306.1
OG0004140	XP_003708028.1	XP_015190927.1
OG0004141	XP_003704132.1	XP_015172017.1, XP_015172004.1
OG0004142	XP_012136473.1, XP_012136467.1	XP_015183316.1
OG0004143	XP_003704616.2	XP_015176247.1
OG0004144	XP_012142098.1	XP_015176391.1, XP_015176390.1
OG0004145	XP_012150348.1	XP_015175270.1
OG0004146	XP_003706890.1	XP_015178715.1
OG0004147	XP_012147148.1	XP_015184734.1, XP_015184744.1
OG0004148	XP_012154006.1, XP_012154022.1, XP_012154014.1	XP_015191454.1
OG0004149	XP_003707008.1	XP_015190364.1
OG0004150	XP_003701382.1	XP_015177212.1
OG0004151	XP_003707091.1	XP_015178739.1
OG0004152	XP_012138941.1	XP_015177517.1
OG0004153	XP_012139129.1	XP_015182610.1
OG0004154	XP_012136679.1	XP_015177125.1
OG0004155	XP_003706496.1	XP_015185292.1, XP_015185293.1
OG0004156	XP_012136267.1	XP_015179468.1
OG0004157	XP_003708194.2, XP_012152228.1, XP_012152227.1	XP_015184857.1
OG0004158	XP_012137744.1	XP_015191195.1
OG0004159	XP_003700016.1	XP_015186772.1
OG0004160	XP_012142763.1	XP_015173210.1
OG0004161	XP_012151705.1, XP_012151711.1, XP_012151721.1, XP_012151698.1, XP_012151726.1	XP_015185242.1
OG0004162	XP_012136010.1	XP_015172799.1
OG0004163	XP_003701500.1	XP_015185340.1, XP_015185339.1
OG0004164	XP_012145280.1	XP_015188949.1
OG0004165	XP_012152264.1, XP_012152265.1	XP_015174133.1
OG0004166	XP_012146957.1, XP_003699848.1	XP_015186046.1
OG0004167	XP_003700298.1	XP_015176929.1
OG0004168	XP_003699874.1	XP_015172852.1
OG0004169	XP_003703314.1	XP_015173250.1
OG0004170	XP_003703600.2	XP_015185212.1
OG0004171	XP_012152312.1	XP_015176601.1
OG0004172	XP_012137359.1	XP_015181004.1
OG0004173	XP_012143663.1	XP_015183938.1
OG0004174	XP_012143310.1	XP_015174798.1
OG0004175	XP_012147661.1	XP_015171529.1
OG0004177	XP_012146817.1	XP_015181007.1
OG0004179	XP_003705479.1	XP_015180766.1
OG0004180	XP_003702239.2	XP_015179437.1
OG0004181	XP_003701685.1	XP_015179853.1
OG0004182	XP_003707799.1	XP_015174087.1
OG0004183	XP_003702169.2	XP_015188317.1
OG0004184	XP_003708650.1	XP_015174685.1
OG0004185	XP_012135999.1	XP_015184614.1
OG0004186	XP_012151528.1	XP_015178531.1
OG0004187	XP_003708395.2	XP_015180907.1
OG0004188	XP_012140679.1	XP_015181907.1
OG0004189	XP_012139079.1	XP_015174946.1
OG0004190	XP_012135813.1	XP_015177220.1
OG0004191	XP_003699777.1	XP_015183716.1
OG0004192	XP_012142835.1	XP_015176251.1
OG0004193	XP_012135232.1	XP_015179438.1
OG0004194	XP_003702315.1	XP_015189097.1
OG0004195	XP_003704025.1	XP_015179685.1
OG0004196	XP_003704662.1	XP_015186774.1
OG0004197	XP_003707555.1	XP_015189390.1
OG0004198	XP_003706423.2	XP_015189182.1
OG0004199	XP_003703542.1, XP_012141451.1	XP_015185473.1
OG0004201	XP_003706992.1	XP_015189575.1
OG0004202	XP_012148284.1	XP_015185997.1
OG0004203	XP_003707030.2	XP_015186546.1
OG0004204	XP_012152628.1	XP_015182784.1
OG0004205	XP_012149950.1	XP_015179114.1
OG0004206	XP_012142764.1	XP_015185182.1
OG0004207	XP_003703923.1, XP_012142074.1, XP_012142073.1	XP_015176403.1
OG0004209	XP_003705500.1	XP_015173281.1
OG0004210	XP_012149042.1	XP_015176832.1, XP_015176833.1
OG0004211	XP_003705990.1	XP_015187178.1, XP_015187177.1
OG0004212	XP_003701057.2, XP_012135433.1	XP_015184253.1
OG0004213	XP_003707315.1	XP_015179817.1
OG0004214	XP_003708057.1	XP_015177415.1
OG0004215	XP_012137032.1, XP_012150981.1	XP_015188562.1
OG0004216	XP_003703583.1, XP_012140982.1	XP_015179144.1
OG0004217	XP_012140777.1, XP_012140779.1, XP_003703301.1, XP_012140778.1	XP_015182917.1
OG0004218	XP_003708014.1, XP_012151788.1, XP_012151789.1	XP_015188615.1
OG0004219	XP_003702201.1	XP_015173044.1
OG0004220	XP_003704950.1	XP_015191390.1, XP_015191391.1
OG0004222	XP_003707162.1, XP_012149663.1	XP_015185904.1
OG0004224	XP_012147300.1	XP_015191264.1
OG0004225	XP_003702750.1	XP_015184795.1
OG0004226	XP_012151015.1	XP_015177518.1
OG0004227	XP_012142384.1, XP_012142388.1	XP_015186487.1
OG0004228	XP_003699346.2	XP_015185509.1
OG0004229	XP_012141077.1	XP_015188447.1
OG0004230	XP_012139645.1, XP_012139651.1	XP_015183072.1
OG0004231	XP_003704724.2	XP_015179089.1
OG0004232	XP_012153495.1	XP_015175867.1
OG0004233	XP_003707923.1, XP_012151760.1, XP_012151761.1	XP_015190506.1
OG0004234	XP_012145076.1, XP_003705218.1	XP_015171658.1
OG0004235	XP_003707820.1, XP_012151348.1, XP_012145353.1	XP_015177714.1, XP_015177717.1
OG0004236	XP_012136207.1	XP_015178698.1
OG0004237	XP_012138878.1	XP_015174804.1
OG0004238	XP_012135260.1	XP_015191487.1
OG0004240	XP_003704391.1	XP_015177896.1
OG0004243	XP_003702232.1	XP_015187907.1
OG0004244	XP_003706521.1	XP_015173804.1, XP_015173805.1, XP_015173806.1
OG0004245	XP_012137614.1, XP_012137615.1, XP_012137617.1, XP_012137616.1	XP_015174920.1
OG0004246	XP_012143182.1, XP_003704435.1, XP_012143183.1	XP_015182554.1
OG0004247	XP_003700127.1	XP_015181293.1
OG0004248	XP_012136910.1, XP_003701686.1, XP_003701644.2, XP_012136912.1	XP_015187024.1
OG0004249	XP_012139185.1, XP_012139187.1, XP_012139186.1, XP_012139188.1	XP_015176571.1, XP_015176570.1, XP_015176573.1
OG0004250	XP_012145068.1	XP_015187844.1, XP_015187845.1
OG0004251	XP_012138712.1	XP_015182207.1
OG0004252	XP_012149472.1	XP_015172047.1, XP_015172048.1
OG0004253	XP_012151820.1	XP_015190556.1
OG0004254	XP_012147930.1, XP_012147929.1, XP_012147928.1, XP_003706372.1, XP_012147933.1, XP_012147932.1, XP_012147931.1	XP_015174868.1
OG0004255	XP_012139404.1, XP_012139403.1, XP_012139402.1, XP_012139401.1, XP_012139400.1, XP_012139405.1, XP_003702887.1	XP_015173643.1
OG0004256	XP_003701844.2, XP_012137282.1, XP_012137285.1, XP_012137283.1, XP_012137281.1	XP_015180885.1
OG0004258	XP_012145882.1	XP_015185642.1
OG0004259	XP_012151538.1, XP_012151539.1	XP_015178561.1
OG0004260	XP_003702329.1	XP_015172651.1
OG0004261	XP_003703992.1	XP_015174911.1
OG0004262	XP_003703999.1	XP_015171874.1
OG0004263	XP_012152907.1	XP_015191018.1, XP_015191016.1, XP_015191017.1
OG0004264	XP_012135018.1	XP_015173005.1
OG0004265	XP_012146826.1, XP_012146820.1	XP_015184203.1, XP_015184210.1, XP_015184217.1
OG0004266	XP_012148548.1	XP_015171963.1
OG0004267	XP_003708243.1	XP_015181089.1
OG0004268	XP_003700064.1	XP_015182717.1
OG0004269	XP_003702734.1	XP_015181893.1, XP_015181892.1
OG0004271	XP_012150422.1	XP_015189378.1, XP_015189256.1, XP_015189815.1
OG0004275	XP_012136199.1	XP_015178640.1
OG0004276	XP_003707868.1	XP_015188500.1
OG0004277	XP_003705605.1	XP_015189111.1
OG0004278	XP_012145243.1	XP_015180165.1
OG0004279	XP_003700483.1	XP_015174956.1
OG0004280	XP_003703449.1	XP_015172726.1
OG0004281	XP_003705035.1	XP_015186404.1
OG0004282	XP_003703043.1	XP_015180529.1
OG0004283	XP_003701515.1	XP_015190724.1
OG0004284	XP_003704988.1	XP_015184075.1
OG0004285	XP_003705661.1	XP_015189334.1, XP_015189335.1, XP_015189336.1
OG0004286	XP_012145917.1, XP_003705552.1, XP_012145918.1	XP_015177162.1
OG0004287	XP_012143666.1	XP_015178914.1
OG0004288	XP_003700240.1	XP_015176821.1
OG0004290	XP_003702932.1	XP_015172148.1
OG0004291	XP_003700210.1	XP_015190916.1, XP_015190917.1
OG0004292	XP_003708146.1	XP_015186257.1
OG0004293	XP_003703708.1	XP_015177884.1
OG0004294	XP_012142268.1	XP_015181814.1
OG0004295	XP_012148400.1, XP_012148401.1	XP_015173308.1
OG0004296	XP_003703287.1	XP_015187729.1
OG0004297	XP_003704894.1	XP_015172606.1
OG0004298	XP_003701066.1	XP_015180601.1, XP_015180602.1
OG0004299	XP_003703083.1	XP_015177839.1
OG0004301	XP_003700360.1	XP_015176359.1
OG0004302	XP_012143646.1, XP_012143647.1	XP_015182963.1
OG0004303	XP_003700824.2	XP_015176498.1
OG0004304	XP_012143153.1	XP_015172976.1
OG0004305	XP_003705042.1	XP_015189622.1
OG0004306	XP_012139786.1	XP_015177363.1, XP_015177362.1
OG0004307	XP_003700463.1	XP_015178868.1
OG0004308	XP_003700536.1, XP_012154160.1, XP_012154159.1	XP_015174953.1
OG0004309	XP_003706778.1, XP_012148711.1	XP_015187330.1
OG0004310	XP_003706384.1	XP_015180868.1
OG0004311	XP_003699330.1	XP_015181930.1
OG0004312	XP_003703524.1	XP_015189490.1
OG0004313	XP_003704885.1	XP_015172593.1
OG0004314	XP_003707681.1	XP_015173967.1
OG0004315	XP_012144256.1	XP_015174661.1
OG0004316	XP_003708340.1	XP_015171146.1
OG0004317	XP_003701887.1	XP_015186800.1, XP_015185843.1
OG0004318	XP_003708149.1	XP_015190326.1
OG0004319	XP_012144418.1, XP_012144416.1, XP_012144417.1	XP_015180641.1
OG0004320	XP_003704591.2	XP_015188330.1
OG0004321	XP_003704813.1	XP_015180147.1
OG0004322	XP_003699180.1	XP_015183664.1
OG0004324	XP_003703056.1	XP_015181393.1, XP_015181392.1
OG0004325	XP_012142606.1	XP_015184943.1
OG0004326	XP_003707344.1	XP_015186801.1
OG0004327	XP_012139101.1	XP_015176597.1
OG0004328	XP_003700015.1	XP_015183175.1
OG0004329	XP_003701088.1	XP_015180710.1
OG0004330	XP_003703477.1	XP_015181785.1
OG0004331	XP_003704602.1	XP_015191001.1
OG0004332	XP_012138198.1	XP_015179508.1
OG0004333	XP_012154539.1	XP_015171552.1
OG0004334	XP_003700864.1	XP_015189032.1
OG0004335	XP_003702554.1	XP_015179535.1
OG0004336	XP_003705200.1	XP_015185745.1
OG0004337	XP_012139692.1	XP_015179634.1
OG0004338	XP_012135313.1	XP_015181346.1
OG0004339	XP_003701385.1	XP_015175035.1
OG0004340	XP_012149267.1	XP_015178779.1
OG0004341	XP_003708081.1	XP_015172694.1, XP_015172693.1
OG0004342	XP_003708462.1	XP_015186216.1
OG0004343	XP_003704258.1	XP_015177087.1
OG0004344	XP_012145028.1	XP_015185427.1, XP_015185426.1
OG0004345	XP_003701182.1	XP_015179143.1
OG0004346	XP_012150845.1	XP_015184908.1
OG0004347	XP_012143022.1	XP_015177119.1
OG0004348	XP_003700433.1	XP_015176075.1
OG0004349	XP_012147063.1	XP_015186051.1
OG0004350	XP_003703457.1	XP_015183808.1, XP_015183807.1, XP_015183806.1
OG0004351	XP_003705056.1	XP_015188766.1
OG0004352	XP_003704604.1, XP_012143608.1	XP_015191106.1, XP_015191105.1
OG0004353	XP_003706883.1	XP_015172159.1
OG0004354	XP_003701759.1	XP_015184976.1
