Orthogroup	Megachile_rotundata	Solenopsis_invicta
OG0002700	XP_012145795.1	XP_011163939.1
OG0002701	XP_012153871.1	XP_039302065.1, XP_039302067.1
OG0002702	XP_003702529.1	XP_011162233.1, XP_039302018.1
OG0002703	XP_003707670.1	XP_039308689.1
OG0002704	XP_012142088.1, XP_012142089.1	XP_011167334.1
OG0002705	XP_003703489.1	XP_011171074.1
OG0002708	XP_003708301.1	XP_039306201.1, XP_025996421.1
OG0002709	XP_003706426.1	XP_011171470.1
OG0002710	XP_003701188.1	XP_011167275.1
OG0002711	XP_012139996.1	XP_039309840.1
OG0002712	XP_012150449.1	XP_011159627.1
OG0002713	XP_012147449.1	XP_039305427.1, XP_039305439.1
OG0002714	XP_012148555.1, XP_003706729.1	XP_011167775.1, XP_011167776.1
OG0002715	XP_012150317.1	XP_011172967.1
OG0002719	XP_012150812.1, XP_012150810.1, XP_003707609.1, XP_012150811.1	XP_011160437.2
OG0002721	XP_012142707.1	XP_011162218.1
OG0002722	XP_012137116.1, XP_012137118.1, XP_012137117.1	XP_025995249.2
OG0002723	XP_003706959.2, XP_012148822.1	XP_025990032.2, XP_011156550.3
OG0002724	XP_003700517.1	XP_011175012.1
OG0002725	XP_012147960.1	XP_011158554.1
OG0002726	XP_012144033.1	XP_011160217.1, XP_039309888.1, XP_039309886.1
OG0002728	XP_012143120.1	XP_039309519.1
OG0002729	XP_003700208.1, XP_012153635.1	XP_025992796.2
OG0002730	XP_012150012.1	XP_011172207.1
OG0002731	XP_003707709.1	XP_039308750.1, XP_025995826.2
OG0002732	XP_003700025.2	XP_011166351.1
OG0002733	XP_012140244.1, XP_012140239.1	XP_039301830.1, XP_039301833.1
OG0002734	XP_012141487.1	XP_025993814.1, XP_039303094.1, XP_025993813.1
OG0002735	XP_003707493.1	XP_025992671.1
OG0002736	XP_012151835.1	XP_011168674.1
OG0002737	XP_003699247.1	XP_011168038.2
OG0002739	XP_003702466.1	XP_011167527.1, XP_039308384.1
OG0002740	XP_012148459.1	XP_039310011.1, XP_011162572.1, XP_011162571.1
OG0002741	XP_012154369.1	XP_011155409.1, XP_011155408.1
OG0002742	XP_003699660.2	XP_011155767.1
OG0002743	XP_012149211.1	XP_011163811.2
OG0002744	XP_012145477.1	XP_025992733.1, XP_025992734.1, XP_039304319.1, XP_039304318.1, XP_039304320.1
OG0002745	XP_003702190.1	XP_039309495.1, XP_039309496.1, XP_039309494.1
OG0002746	XP_003701259.1	XP_039312910.1, XP_039312907.1
OG0002747	XP_003703745.1, XP_012141783.1	XP_025986268.1
OG0002748	XP_012141587.1	XP_039307101.1, XP_011172789.1, XP_011172788.1
OG0002749	XP_003704118.1	XP_025986954.1
OG0002750	XP_012152828.1, XP_012152829.1	XP_039305530.1, XP_025987569.2
OG0002751	XP_003703192.1	XP_039313189.1
OG0002752	XP_012140012.1	XP_025988275.1
OG0002753	XP_003700830.1	XP_011161407.2
OG0002754	XP_012134772.1	XP_011155401.2
OG0002755	XP_003708274.1	XP_039312380.1
OG0002756	XP_012139391.1, XP_012139398.1, XP_012139406.1	XP_011163747.1
OG0002757	XP_012146954.1	XP_011160610.1
OG0002758	XP_012151360.1	XP_011173663.2
OG0002759	XP_003705734.1	XP_039302459.1
OG0002760	XP_003703709.1	XP_039314258.1
OG0002761	XP_003703182.1	XP_025988190.1
OG0002762	XP_003705116.1, XP_012144759.1, XP_012144757.1, XP_012144758.1	XP_011164225.1
OG0002763	XP_012146011.1	XP_025989043.1, XP_025989041.1
OG0002764	XP_012151475.1	XP_025994850.1
OG0002765	XP_012136520.1, XP_012136511.1	XP_039305825.1, XP_025989377.2
OG0002766	XP_012152290.1	XP_011159901.2
OG0002767	XP_003707293.1	XP_039314554.1, XP_011169900.1
OG0002768	XP_003700702.1	XP_039303529.1, XP_039303002.1, XP_039313147.1, XP_039313148.1, XP_039313149.1, XP_011155741.1
OG0002769	XP_012154189.1	XP_011155632.2, XP_011155631.2
OG0002770	XP_003703836.1	XP_011164308.1
OG0002771	XP_012147647.1	XP_011162612.1
OG0002772	XP_012138189.1	XP_011162517.1
OG0002773	XP_012134508.1, XP_012134509.1	XP_011164795.1
OG0002774	XP_012138402.1	XP_039306022.1
OG0002775	XP_012141382.1	XP_025992258.2
OG0002776	XP_012147662.1	XP_039310616.1, XP_011169282.1
OG0002777	XP_003706884.1	XP_011166980.1
OG0002778	XP_012149328.1	XP_011171272.1
OG0002779	XP_012145008.1, XP_012144994.1, XP_012144997.1	XP_039303187.1
OG0002780	XP_003702003.1	XP_025992720.2
OG0002781	XP_003708168.1	XP_011159955.1, XP_011159948.1
OG0002782	XP_012150854.1	XP_025991059.1, XP_011167788.1, XP_025991060.1
OG0002783	XP_012154460.1	XP_039307506.1, XP_011156303.1, XP_025991471.1
OG0002784	XP_003700416.1, XP_012154233.1	XP_025993859.1
OG0002785	XP_012146044.1, XP_012134552.1	XP_025990104.2
OG0002786	XP_012140444.1	XP_011166063.2, XP_025988330.1
OG0002787	XP_012141577.1	XP_011175171.1
OG0002788	XP_012139208.1, XP_012139206.1	XP_039302071.1
OG0002789	XP_012149863.1, XP_012149862.1	XP_011160335.1, XP_025989776.1
OG0002790	XP_012138149.1	XP_039309265.1, XP_039309297.1, XP_039309101.1, XP_039307722.1, XP_039308095.1
OG0002791	XP_003701782.1	XP_025990832.1
OG0002792	XP_003699576.1	XP_011168832.2
OG0002793	XP_012138920.1, XP_012138922.1, XP_012138921.1, XP_012138923.1, XP_003702557.1	XP_011176007.1
OG0002794	XP_003706683.1	XP_011164823.1
OG0002795	XP_003701332.1	XP_039313997.1
OG0002796	XP_012146650.1	XP_025989780.2
OG0002797	XP_012136194.1	XP_025991106.1
OG0002798	XP_012138540.1, XP_012138541.1, XP_012138542.1	XP_025994991.2
OG0002799	XP_012154553.1	XP_025995706.1, XP_025995703.1
OG0002800	XP_012143698.1, XP_012143690.1	XP_011172145.2
OG0002801	XP_012143520.1	XP_025988160.1
OG0002802	XP_012152587.1	XP_039301823.1
OG0002803	XP_012136806.1	XP_011162154.1
OG0002804	XP_003707323.1	XP_039304795.1, XP_011165861.1
OG0002805	XP_003705826.1	XP_025995831.1
OG0002806	XP_012147481.1, XP_012143763.1	XP_039301701.1
OG0002807	XP_003708599.1, XP_012153325.1	XP_011175738.1
OG0002809	XP_012154024.1, XP_012154021.1	XP_011157806.2
OG0002810	XP_003699686.1	XP_011166537.2
OG0002811	XP_012146745.1, XP_012146744.1, XP_003705832.1	XP_011175499.1
OG0002812	XP_012148761.1	XP_011160757.1
OG0002814	XP_003700257.1, XP_012153817.1	XP_011162916.1
OG0002815	XP_012146748.1	XP_011163055.1, XP_039313611.1
OG0002816	XP_012150642.1	XP_011158614.2
OG0002817	XP_003702994.1	XP_011165921.2, XP_039312062.1, XP_025993809.2
OG0002818	XP_012138174.1	XP_011162505.1
OG0002819	XP_012146860.1	XP_039310330.1
OG0002820	XP_012151904.1, XP_012151905.1	XP_011160109.2, XP_011160110.2, XP_025987791.2
OG0002821	XP_003701824.1	XP_011155837.2
OG0002822	XP_012151126.1, XP_012151125.1	XP_011163398.1
OG0002823	XP_012143664.1	XP_011157643.1
OG0002824	XP_012142261.1	XP_011170929.1, XP_011170931.1
OG0002825	XP_003701301.2	XP_039315617.1
OG0002826	XP_003705417.1, XP_012145601.1	XP_011160185.2
OG0002827	XP_012149487.1	XP_025994881.1
OG0002828	XP_003703566.1	XP_011155781.1
OG0002829	XP_012137526.1	XP_011164777.2, XP_011164779.2
OG0002830	XP_012145108.1, XP_012145114.1	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1
OG0002831	XP_012138307.1	XP_011158832.2
OG0002832	XP_012143590.1	XP_011161504.1
OG0002834	XP_012147140.1	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1
OG0002836	XP_012149114.1, XP_012149113.1, XP_012149116.1	XP_011163534.2
OG0002837	XP_012149815.1	XP_011175489.1
OG0002838	XP_012142831.1	XP_011168001.1, XP_039311199.1, XP_039311200.1
OG0002840	XP_012150213.1	XP_025992164.1
OG0002840	XP_003699998.2	XP_025992175.1
OG0002841	XP_012150202.1	XP_011158346.1
OG0002841	XP_003700098.1	XP_011158345.1
OG0002842	XP_012134968.1	XP_039303140.1, XP_025992946.2, XP_039315207.1, XP_011172017.2, XP_039305617.1, XP_039304815.1, XP_039303141.1, XP_025987878.2, XP_039303109.1, XP_039315394.1, XP_039315390.1, XP_039303139.1, XP_039303113.1, XP_039303115.1, XP_039303114.1, XP_039303118.1
OG0002843	XP_003702360.2, XP_012138484.1	XP_039308350.1
OG0002844	XP_003703938.1, XP_012142021.1, XP_012142022.1	XP_025987531.2
OG0002845	XP_012136868.1	XP_011175746.3, XP_039313353.1
OG0002846	XP_003704210.1, XP_012142849.1	XP_039310806.1, XP_011157957.2, XP_039310808.1, XP_039310805.1, XP_039310807.1
OG0002847	XP_012137218.1	XP_011169288.1
OG0002848	XP_012152824.1	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1
OG0002849	XP_012143875.1	XP_011163020.1
OG0002851	XP_003701489.1	XP_039302726.1
OG0002852	XP_003700889.2	XP_039310038.1, XP_039310037.1, XP_039310036.1
OG0002856	XP_003706831.1	XP_011165944.1
OG0002857	XP_003702416.1	XP_011159608.1, XP_011159607.1
OG0002858	XP_003702457.1	NP_001291534.1
OG0002859	XP_003704793.1	XP_011155444.1
OG0002860	XP_012149080.1, XP_012149081.1, XP_003706852.1	XP_011156532.1
OG0002861	XP_003702866.1	XP_011176218.1
OG0002863	XP_003700455.1	XP_011175057.1
OG0002864	XP_012148974.1, XP_012148975.1, XP_003706820.1	XP_011157211.2
OG0002865	XP_003699182.1, XP_012153918.1	XP_011176021.1
OG0002866	XP_003707954.1	XP_011168068.1
OG0002867	XP_003700340.2	XP_011164869.1
OG0002868	XP_003700261.1	XP_011175485.2
OG0002869	XP_012144375.1, XP_003704968.1	XP_011171986.1
OG0002870	XP_012150851.1	XP_011168042.1
OG0002871	XP_003705621.1	XP_011175992.1, XP_011176001.1
OG0002872	XP_012144013.1	XP_025991891.1
OG0002873	XP_003707907.1	XP_011168071.1
OG0002874	XP_003704232.1	XP_039311203.1
OG0002875	XP_012141874.1	XP_011162538.1
OG0002876	XP_003700381.2	XP_011159622.1
OG0002877	XP_003701048.2	XP_025990469.2
OG0002878	XP_003708272.1	XP_025996014.1
OG0002879	XP_003699788.1	XP_011164001.1
OG0002880	XP_012136903.1	XP_011164222.1
OG0002881	XP_003702745.2	XP_011175710.2
OG0002882	XP_012150508.1	XP_011158313.1
OG0002883	XP_003705109.1, XP_012144729.1	XP_011165412.1
OG0002885	XP_003700674.1	XP_011160160.1
OG0002886	XP_003699227.1, XP_012141469.1, XP_012141629.1	XP_011158136.1
OG0002887	XP_012152230.1	XP_025987954.2, XP_025987952.2, XP_011159868.2
OG0002888	XP_003708344.1, XP_012152538.1	XP_011161212.2
OG0002889	XP_012148448.1, XP_012148447.1, XP_003706666.1	XP_011169203.1, XP_025989911.1
OG0002890	XP_012143544.1, XP_003704582.1	XP_011155700.1
OG0002891	XP_003705064.1	XP_011155676.1
OG0002892	XP_012152242.1	XP_011176132.1
OG0002893	XP_012150019.1, XP_003699311.1	XP_039307603.1
OG0002894	XP_003708357.1	XP_011161317.1, XP_011161316.1
OG0002895	XP_012141813.1, XP_003699677.1	XP_011170087.1
OG0002896	XP_012136877.1	XP_039311453.1
OG0002897	XP_003706981.1	XP_011165919.1, XP_011163789.1
OG0002898	XP_012142093.1	XP_011167335.1
OG0002899	XP_012145057.1	XP_011162006.1, XP_039302206.1
OG0002900	XP_003708609.1	XP_011155753.2
OG0002901	XP_003706317.1	XP_011175552.1, XP_011175553.1
OG0002902	XP_003699316.2	XP_011168975.2
OG0002903	XP_003707039.1, XP_012148833.1	XP_011160848.1
OG0002904	XP_012144933.1	XP_025995803.1
OG0002905	XP_003701371.1	XP_011161109.1
OG0002906	XP_003704339.1	XP_011168321.2
OG0002907	XP_012141878.1	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1
OG0002908	XP_003699575.1	XP_039306429.1
OG0002909	XP_003708398.1	XP_011168266.1
OG0002910	XP_003704001.1	XP_025987143.1
OG0002911	XP_003702935.1	XP_011160842.1
OG0002912	XP_012143099.1, XP_012143090.1	XP_039312636.1, XP_011170789.2
OG0002913	XP_012150807.1	XP_011159886.2, XP_011159894.2, XP_011167797.1
OG0002914	XP_003705812.1	XP_011157902.1, XP_011157904.1
OG0002915	XP_012147294.1	XP_011159325.1
OG0002916	XP_003704775.1	XP_011176264.1
OG0002917	XP_003705229.1	XP_039303299.1
OG0002918	XP_003705615.1	XP_039302536.1
OG0002919	XP_003704594.1	XP_011160019.1
OG0002920	XP_012139009.1, XP_003707560.1	XP_011167792.1
OG0002921	XP_003707519.1, XP_012150497.1	XP_039314610.1, XP_039314605.1
OG0002922	XP_012142061.1, XP_012142028.1	XP_039304748.1
OG0002923	XP_003703281.1, XP_012140696.1	XP_011161371.1
OG0002924	XP_012154453.1	XP_011158077.1
OG0002925	XP_012137665.1	XP_025990221.1
OG0002927	XP_003705307.1	XP_011160039.1
OG0002928	XP_012151650.1	XP_025991758.1
OG0002929	XP_003703116.1	XP_039314359.1
OG0002930	XP_012152047.1, XP_012152046.1, XP_012152048.1	XP_039310966.1
OG0002931	XP_012138423.1	XP_039303266.1
OG0002932	XP_003702267.1	XP_025986718.1
OG0002933	XP_003705277.1, XP_012145131.1	XP_011175669.1
OG0002934	XP_012154056.1	XP_039312434.1, XP_011157449.1
OG0002935	XP_012152758.1, XP_012152757.1, XP_003708452.1	XP_011165611.1
OG0002936	XP_003705937.1	XP_011174253.1
OG0002937	XP_012142634.1	XP_011168863.1, XP_039309476.1
OG0002938	XP_003702706.2	XP_039302234.1
OG0002939	XP_003699248.1	XP_011169016.1
OG0002940	XP_003701818.1	XP_025995774.1
OG0002941	XP_003703282.1	XP_011172046.1
OG0002942	XP_003705771.1	XP_011163195.1
OG0002943	XP_012149073.1, XP_003706849.1	XP_011164004.3
OG0002944	XP_003706843.1	XP_011168265.1
OG0002945	XP_003707363.1	XP_011168307.1
OG0002946	XP_012140785.1	XP_011166686.2
OG0002947	XP_012143717.1, XP_012143716.1, XP_003704626.2	XP_011156046.1
OG0002949	XP_003699749.1	XP_011161515.1
OG0002950	XP_003699655.1	XP_011164633.2
OG0002951	XP_003708084.1	XP_011157688.1
OG0002952	XP_012146869.1	XP_011159194.1
OG0002953	XP_012138686.1	XP_025994267.1
OG0002954	XP_012151986.1	XP_011159814.1, XP_025993922.1
OG0002955	XP_003701112.1	XP_011157079.1
OG0002956	XP_012137955.1	XP_011156193.2
OG0002958	XP_012148125.1	XP_039307524.1
OG0002959	XP_012140725.1	XP_039302057.1, XP_039302058.1
OG0002960	XP_012136430.1	XP_011172909.2, XP_039303158.1
OG0002961	XP_003702137.1	XP_011176153.1
OG0002962	XP_003704584.1	XP_011157098.1
OG0002963	XP_012146691.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_012150513.1	XP_011161988.1
OG0002965	XP_012139133.1	XP_011166136.1
OG0002966	XP_003699804.1, XP_012144650.1	XP_039306200.1, XP_011157749.1
OG0002967	XP_003701267.1, XP_012135645.1, XP_012135646.1	XP_011171980.1
OG0002968	XP_003704832.1	XP_039304192.1
OG0002969	XP_003705318.1	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_003705930.1	XP_039303651.1
OG0002971	XP_012135686.1	XP_039302425.1, XP_011171945.1
OG0002972	XP_012147797.1	XP_011155482.1
OG0002973	XP_003702161.1	XP_025992050.2
OG0002974	XP_012135946.1	XP_011175891.1
OG0002975	XP_012143651.1	XP_025991904.2
OG0002976	XP_012145941.1, XP_012145942.1	XP_039306199.1, XP_039306198.1
OG0002977	XP_012141045.1	XP_025995285.1
OG0002978	XP_003701171.1	XP_011175833.2
OG0002979	XP_012140170.1	XP_025993637.1, XP_011167719.1
OG0002980	XP_003702178.1	XP_025992529.2, XP_011169726.1
OG0002981	XP_012137369.1, XP_012137366.1, XP_012137367.1, XP_012137368.1	XP_039306443.1
OG0002982	XP_012147038.1	XP_039310464.1
OG0002983	XP_012135447.1	XP_025992758.1
OG0002984	XP_003705541.1	XP_011175293.1
OG0002985	XP_003703545.1	XP_011159700.2
OG0002986	XP_003708155.1	XP_011175615.1
OG0002987	XP_003708455.1	XP_011162108.1
OG0002988	XP_012138504.1, XP_012138503.1, XP_012152446.1	XP_011160968.2
OG0002989	XP_003708257.1	XP_011156022.2
OG0002990	XP_012149555.1	XP_039310034.1
OG0002991	XP_003704126.1	XP_025989317.1, XP_025989316.1
OG0002992	XP_012135823.1	XP_025992878.1
OG0002993	XP_003707985.2, XP_012151418.1	XP_039307946.1
OG0002994	XP_012134954.1	XP_011173507.1
OG0002995	XP_003708554.1	XP_011167801.1, XP_025991086.1
OG0002996	XP_012135864.1	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1
OG0002997	XP_003705739.1	XP_011175341.2
OG0002998	XP_012148947.1, XP_012148946.1	XP_039308952.1
OG0002999	XP_003706893.1	XP_025992008.2, XP_025992010.1
OG0003000	XP_012146085.1	XP_011166915.1, XP_039315584.1
OG0003001	XP_012151394.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	XP_012150480.1	XP_011165845.1
OG0003003	XP_003702258.1	XP_011158899.1
OG0003004	XP_012134904.1, XP_003700686.1	XP_011162419.1
OG0003005	XP_012150001.1	XP_025992097.1
OG0003006	XP_003702752.1	XP_039306148.1
OG0003007	XP_003702063.1	XP_039311008.1
OG0003008	XP_012145207.1	XP_039303895.1
OG0003009	XP_003702482.1	XP_011175844.1
OG0003010	XP_003701269.1, XP_012135652.1	XP_025989572.1
OG0003011	XP_012153620.1, XP_012153621.1	XP_011159476.1
OG0003012	XP_012152645.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_012144068.1, XP_003704800.1	XP_011166392.1
OG0003014	XP_003707543.1	XP_039307139.1
OG0003015	XP_003705432.1	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003016	XP_012142032.1, XP_003703936.1, XP_012142033.1	XP_011165680.1, XP_039304833.1
OG0003017	XP_003699324.1	XP_011168180.2
OG0003018	XP_003708161.2	XP_011159923.1
OG0003019	XP_003701257.1	XP_039313693.1
OG0003020	XP_012142319.1	XP_011164524.2, XP_039313336.1
OG0003021	XP_012144987.1	XP_011170692.1
OG0003022	XP_003705322.1	XP_011160322.1
OG0003023	XP_003701972.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_012144805.1	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	XP_003699864.2	XP_011159327.1
OG0003026	XP_003706950.1	XP_011166978.1
OG0003027	XP_012135915.1	XP_025989001.1
OG0003028	XP_012153972.1	XP_011170110.1
OG0003029	XP_003707961.1	XP_025994649.1
OG0003030	XP_012141704.1	XP_011165553.1
OG0003031	XP_003708333.1	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	XP_003701389.1	XP_011170131.1
OG0003033	XP_003706603.1	XP_011164729.1
OG0003034	XP_003703816.1	XP_011168785.1
OG0003037	XP_012147213.1	XP_011167265.1
OG0003038	XP_003704374.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_012151378.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_003704994.1	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_012151681.1	XP_011168079.1
OG0003042	XP_012145553.1, XP_003705397.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_003705071.1	XP_011164368.1
OG0003044	XP_003703788.1	XP_011168247.1
OG0003045	XP_012142752.1	XP_011175132.1
OG0003046	XP_003703115.1	XP_011172371.3
OG0003047	XP_003708502.2	XP_039309751.1
OG0003048	XP_003703244.1	XP_011166828.2
OG0003049	XP_003705622.1, XP_012146223.1	XP_011160386.1
OG0003050	XP_012150689.1	XP_011166484.1
OG0003051	XP_012147444.1	XP_011163620.1
OG0003052	XP_012153327.1, XP_012153326.1	XP_011166057.2
OG0003053	XP_012140939.1, XP_012140938.1, XP_003703578.1	XP_011171493.2
OG0003054	XP_012137707.1, XP_012152163.1	XP_011160960.2
OG0003055	XP_003708227.1	XP_011159971.1
OG0003056	XP_012140528.1, XP_012140527.1, XP_003703334.2	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_003704028.2, XP_012142199.1	XP_011165984.1
OG0003058	XP_003705939.1	XP_039304067.1, XP_011172951.1
OG0003059	XP_012150170.1, XP_003707320.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	XP_003702746.1	XP_011160875.2
OG0003061	XP_012152259.1	XP_011169469.2
OG0003062	XP_012146224.1	XP_025990890.1
OG0003063	XP_012144574.1	XP_039312470.1
OG0003064	XP_003703061.1	XP_011167607.1
OG0003065	XP_012146581.1	XP_011168555.1
OG0003066	XP_012138163.1, XP_003702202.1	XP_011168345.1
OG0003067	XP_003707742.1	XP_039307910.1
OG0003068	XP_003708598.1	XP_011176018.1
OG0003069	XP_003700991.1	XP_025992777.1
OG0003070	XP_003701890.1	XP_011171820.1
OG0003071	XP_012149721.1, XP_012149731.1, XP_012152184.1	XP_011166367.1
OG0003072	XP_003701399.1	XP_039314915.1
OG0003073	XP_003701353.1	XP_011167738.1
OG0003074	XP_003702082.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_012151745.1	XP_011169094.1
OG0003076	XP_012148355.1	XP_025987093.1
OG0003077	XP_003700542.1	XP_039314058.1
OG0003078	XP_003700478.1, XP_012154157.1	XP_039313872.1
OG0003079	XP_012139390.1	XP_011168903.1, XP_039312818.1
OG0003080	XP_003699393.1	XP_011156364.1
OG0003081	XP_003706439.1	XP_039303386.1
OG0003082	XP_012147048.1	XP_025991038.1
OG0003083	XP_003703296.1, XP_012140749.1	XP_039312960.1
OG0003084	XP_003704963.1, XP_012144490.1	XP_011167641.1, XP_011167644.1
OG0003085	XP_012147456.1	XP_025992096.2
OG0003086	XP_012139884.1	XP_039312356.1, XP_011161517.1
OG0003087	XP_012149747.1, XP_012149746.1	XP_039313437.1
OG0003088	XP_012145228.1	XP_011167443.1
OG0003089	XP_012152677.1	XP_039313674.1, XP_011158417.2
OG0003090	XP_012137438.1	XP_011172882.2
OG0003091	XP_003703267.1	XP_011164325.1
OG0003092	XP_003704537.1, XP_012143478.1, XP_012143477.1, XP_012143476.1	XP_011164521.2
OG0003093	XP_012147615.1	XP_025987066.1, XP_039315568.1
OG0003094	XP_003707645.1	XP_011161899.1
OG0003095	XP_012146742.1	XP_011156638.2
OG0003096	XP_003705129.1, XP_012144857.1, XP_012144856.1	XP_011174001.2
OG0003097	XP_012135710.1, XP_012135711.1, XP_012135712.1, XP_003701108.1	XP_011155621.1
OG0003098	XP_003707316.2	XP_039306055.1
OG0003099	XP_003706348.1	XP_011159602.1
OG0003100	XP_012138482.1	XP_025985835.1
OG0003101	XP_012140907.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_012142531.1	XP_011165931.2
OG0003103	XP_012137885.1	XP_025987834.2
OG0003104	XP_012144483.1, XP_012144482.1, XP_012144481.1, XP_012144484.1	XP_025994552.2
OG0003105	XP_003704761.1, XP_012143900.1	XP_011174441.1
OG0003106	XP_012141195.1	XP_025990962.1
OG0003107	XP_012151170.1	XP_011162402.1
OG0003108	XP_003708654.1	XP_011173237.2
OG0003109	XP_012147160.1	XP_039314822.1
OG0003110	XP_003702091.1, XP_012138129.1	XP_011163903.1
OG0003111	XP_012138537.1	XP_039310638.1
OG0003113	XP_003705653.1	XP_011160893.2
OG0003114	XP_012151319.1	XP_039306832.1, XP_011166467.1
OG0003115	XP_003699434.1	XP_011173427.1
OG0003116	XP_003707052.1	XP_039311269.1
OG0003118	XP_003700623.1	XP_011172615.1
OG0003119	XP_012147579.1	XP_039313155.1
OG0003120	XP_012136632.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_012146907.1	XP_025990923.1
OG0003122	XP_012147694.1, XP_012147692.1	XP_039305386.1
OG0003123	XP_003700538.1	XP_011166608.1, XP_011166607.1
OG0003124	XP_003705016.1, XP_012144609.1, XP_012144611.1	XP_011167477.1
OG0003125	XP_003707024.1	XP_011163856.1
OG0003126	XP_012151582.1	XP_025986309.2
OG0003127	XP_003705260.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_012141645.1, XP_012141647.1, XP_012141648.1, XP_012141646.1	XP_011171381.1
OG0003129	XP_012143827.1	XP_039310707.1, XP_011176118.2
OG0003130	XP_003701663.1	XP_025987336.1, XP_011162429.1
OG0003131	XP_012153959.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_012144848.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_012144475.1	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_003700897.1	XP_025987373.1
OG0003135	XP_003703611.1, XP_003703508.1, XP_012141349.1	XP_011162593.1, XP_011162594.1
OG0003136	XP_003702780.1	XP_039306099.1
OG0003137	XP_003705680.1, XP_012146276.1	XP_039302546.1
OG0003138	XP_012152204.1	XP_025990507.1
OG0003139	XP_012148676.1	XP_025990674.1
OG0003140	XP_003706420.1	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	XP_012138426.1	XP_039302630.1
OG0003142	XP_012153968.1, XP_012153966.1	XP_011169763.2
OG0003143	XP_012141284.1	XP_039310052.1, XP_039310051.1
OG0003144	XP_003704605.1	XP_011160189.2
OG0003145	XP_012136009.1	XP_011166674.1, XP_011166675.1
OG0003146	XP_012139941.1	XP_025987200.1
OG0003147	XP_012141430.1, XP_003703539.2	XP_039310050.1, XP_011162690.1
OG0003148	XP_012144730.1	XP_011164370.1
OG0003149	XP_012151701.1	XP_011163201.1
OG0003150	XP_003705213.1	XP_011170885.1
OG0003151	XP_003701880.2	XP_025991582.1
OG0003152	XP_003702075.1, XP_012138058.1	XP_025990112.1, XP_025990120.1
OG0003153	XP_003704136.1	XP_025988729.1
OG0003154	XP_012138490.1	XP_025986269.1
OG0003155	XP_003702629.1	XP_011163493.1
OG0003156	XP_012144187.1	XP_011156868.1
OG0003157	XP_012138858.1, XP_012138859.1	XP_025988931.1
OG0003158	XP_003706643.1	XP_039303594.1
OG0003159	XP_012151439.1	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_012152025.1	XP_025991339.1
OG0003161	XP_003708139.1	XP_011169462.1
OG0003163	XP_012151614.1, XP_012151612.1	XP_011165318.1
OG0003164	XP_012142011.1	XP_039314407.1
OG0003165	XP_012147321.1	XP_011155987.2
OG0003166	XP_003700330.1	XP_011175449.1
OG0003167	XP_003699412.1	XP_011169110.1
OG0003168	XP_003706999.1	XP_039312028.1
OG0003169	XP_003700860.1	XP_011160662.1
OG0003170	XP_012151547.1, XP_012151546.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	XP_003708507.2	XP_011164528.2
OG0003172	XP_012143749.1	NP_001291525.1
OG0003173	XP_012143358.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
