Orthogroup	Megachile_rotundata	Vespa_mandarinia
OG0002941	XP_003703282.1	XP_035734275.1
OG0002942	XP_003705771.1	XP_035727437.1
OG0002943	XP_012149073.1, XP_003706849.1	XP_035729711.1
OG0002944	XP_003706843.1	XP_035729866.1, XP_035729867.1
OG0002945	XP_003707363.1	XP_035736480.1
OG0002946	XP_012140785.1	XP_035721337.1
OG0002947	XP_012143717.1, XP_012143716.1, XP_003704626.2	XP_035735555.1, XP_035735554.1
OG0002948	XP_003706119.1	XP_035717772.1
OG0002949	XP_003699749.1	XP_035738584.1
OG0002950	XP_003699655.1	XP_035735148.1
OG0002952	XP_012146869.1	XP_035728171.1
OG0002953	XP_012138686.1	XP_035737396.1
OG0002954	XP_012151986.1	XP_035743064.1
OG0002955	XP_003701112.1	XP_035737116.1
OG0002956	XP_012137955.1	XP_035740981.1, XP_035740980.1
OG0002957	XP_012142974.1	XP_035719480.1
OG0002958	XP_012148125.1	XP_035725006.1, XP_035725002.1
OG0002959	XP_012140725.1	XP_035723838.1
OG0002960	XP_012136430.1	XP_035721327.1, XP_035721328.1
OG0002962	XP_003704584.1	XP_035727270.1
OG0002963	XP_012146691.1	XP_035729345.1
OG0002964	XP_012150513.1	XP_035722118.1
OG0002965	XP_012139133.1	XP_035724015.1
OG0002966	XP_003699804.1, XP_012144650.1	XP_035734850.1
OG0002967	XP_003701267.1, XP_012135645.1, XP_012135646.1	XP_035726516.1, XP_035726515.1
OG0002968	XP_003704832.1	XP_035719222.1
OG0002969	XP_003705318.1	XP_035731336.1
OG0002970	XP_003705930.1	XP_035735081.1, XP_035735091.1, XP_035735064.1, XP_035735056.1, XP_035735072.1
OG0002971	XP_012135686.1	XP_035722334.1
OG0002972	XP_012147797.1	XP_035722492.1
OG0002973	XP_003702161.1	XP_035736001.1, XP_035736002.1
OG0002974	XP_012135946.1	XP_035741101.1, XP_035741100.1, XP_035741099.1
OG0002975	XP_012143651.1	XP_035738554.1, XP_035738557.1, XP_035738559.1
OG0002976	XP_012145941.1, XP_012145942.1	XP_035732329.1
OG0002977	XP_012141045.1	XP_035735748.1, XP_035735742.1
OG0002978	XP_003701171.1	XP_035738808.1, XP_035738806.1, XP_035738811.1, XP_035738810.1, XP_035738809.1, XP_035738813.1, XP_035738814.1, XP_035738812.1
OG0002979	XP_012140170.1	XP_035732468.1, XP_035732469.1
OG0002980	XP_003702178.1	XP_035722661.1, XP_035722662.1
OG0002981	XP_012137369.1, XP_012137366.1, XP_012137367.1, XP_012137368.1	XP_035737233.1
OG0002982	XP_012147038.1	XP_035734961.1
OG0002983	XP_012135447.1	XP_035731233.1
OG0002984	XP_003705541.1	XP_035735377.1
OG0002985	XP_003703545.1	XP_035740491.1
OG0002986	XP_003708155.1	XP_035735639.1, XP_035735638.1
OG0002987	XP_003708455.1	XP_035732808.1
OG0002988	XP_012138504.1, XP_012138503.1, XP_012152446.1	XP_035734389.1
OG0002989	XP_003708257.1	XP_035735379.1
OG0002990	XP_012149555.1	XP_035741772.1
OG0002991	XP_003704126.1	XP_035740864.1
OG0002992	XP_012135823.1	XP_035718701.1
OG0002993	XP_003707985.2, XP_012151418.1	XP_035718817.1
OG0002994	XP_012134954.1	XP_035732496.1
OG0002995	XP_003708554.1	XP_035735182.1
OG0002996	XP_012135864.1	XP_035723381.1, XP_035723380.1, XP_035723382.1
OG0002997	XP_003705739.1	XP_035739809.1
OG0002998	XP_012148947.1, XP_012148946.1	XP_035723821.1
OG0002999	XP_003706893.1	XP_035738295.1
OG0003000	XP_012146085.1	XP_035723843.1
OG0003001	XP_012151394.1	XP_035731315.1
OG0003002	XP_012150480.1	XP_035739438.1, XP_035739435.1, XP_035739436.1, XP_035739433.1
OG0003003	XP_003702258.1	XP_035722132.1
OG0003004	XP_012134904.1, XP_003700686.1	XP_035739707.1
OG0003005	XP_012150001.1	XP_035719841.1, XP_035719846.1
OG0003006	XP_003702752.1	XP_035721063.1
OG0003007	XP_003702063.1	XP_035743650.1
OG0003008	XP_012145207.1	XP_035724214.1
OG0003009	XP_003702482.1	XP_035737445.1
OG0003010	XP_003701269.1, XP_012135652.1	XP_035726737.1
OG0003011	XP_012153620.1, XP_012153621.1	XP_035726171.1
OG0003012	XP_012152645.1	XP_035729349.1
OG0003013	XP_012144068.1, XP_003704800.1	XP_035718387.1
OG0003014	XP_003707543.1	XP_035734769.1
OG0003015	XP_003705432.1	XP_035719282.1
OG0003016	XP_012142032.1, XP_003703936.1, XP_012142033.1	XP_035727098.1, XP_035727100.1
OG0003017	XP_003699324.1	XP_035739303.1
OG0003018	XP_003708161.2	XP_035739477.1
OG0003019	XP_003701257.1	XP_035744234.1, XP_035744232.1, XP_035744231.1, XP_035744230.1, XP_035744229.1
OG0003020	XP_012142319.1	XP_035743361.1, XP_035743358.1
OG0003021	XP_012144987.1	XP_035734192.1
OG0003022	XP_003705322.1	XP_035730262.1
OG0003023	XP_003701972.1	XP_035725420.1
OG0003024	XP_012144805.1	XP_035734775.1
OG0003025	XP_003699864.2	XP_035730533.1
OG0003026	XP_003706950.1	XP_035735883.1, XP_035735884.1
OG0003027	XP_012135915.1	XP_035740384.1
OG0003028	XP_012153972.1	XP_035730819.1
OG0003029	XP_003707961.1	XP_035741993.1
OG0003030	XP_012141704.1	XP_035737992.1, XP_035737993.1
OG0003031	XP_003708333.1	XP_035729388.1
OG0003032	XP_003701389.1	XP_035742893.1, XP_035729397.1
OG0003033	XP_003706603.1	XP_035735560.1
OG0003034	XP_003703816.1	XP_035726677.1
OG0003036	XP_012152639.1	XP_035740988.1
OG0003037	XP_012147213.1	XP_035721845.1
OG0003038	XP_003704374.1	XP_035736702.1
OG0003039	XP_012151378.1	XP_035719353.1, XP_035719354.1
OG0003040	XP_003704994.1	XP_035743662.1
OG0003041	XP_012151681.1	XP_035737397.1
OG0003042	XP_012145553.1, XP_003705397.1	XP_035738406.1
OG0003043	XP_003705071.1	XP_035724350.1
OG0003044	XP_003703788.1	XP_035724312.1
OG0003045	XP_012142752.1	XP_035718652.1
OG0003046	XP_003703115.1	XP_035741802.1
OG0003047	XP_003708502.2	XP_035722543.1
OG0003048	XP_003703244.1	XP_035743355.1
OG0003049	XP_003705622.1, XP_012146223.1	XP_035734652.1, XP_035734653.1
OG0003050	XP_012150689.1	XP_035717654.1
OG0003051	XP_012147444.1	XP_035721827.1
OG0003052	XP_012153327.1, XP_012153326.1	XP_035729115.1
OG0003053	XP_012140939.1, XP_012140938.1, XP_003703578.1	XP_035740611.1
OG0003054	XP_012137707.1, XP_012152163.1	XP_035743012.1
OG0003055	XP_003708227.1	XP_035722891.1
OG0003056	XP_012140528.1, XP_012140527.1, XP_003703334.2	XP_035732992.1
OG0003057	XP_003704028.2, XP_012142199.1	XP_035732301.1, XP_035732300.1
OG0003058	XP_003705939.1	XP_035730650.1
OG0003059	XP_012150170.1, XP_003707320.1	XP_035724803.1
OG0003060	XP_003702746.1	XP_035736088.1
OG0003061	XP_012152259.1	XP_035735506.1
OG0003062	XP_012146224.1	XP_035718130.1
OG0003063	XP_012144574.1	XP_035729650.1
OG0003064	XP_003703061.1	XP_035743523.1
OG0003065	XP_012146581.1	XP_035739488.1, XP_035739487.1, XP_035739486.1
OG0003066	XP_012138163.1, XP_003702202.1	XP_035738460.1
OG0003067	XP_003707742.1	XP_035729532.1
OG0003068	XP_003708598.1	XP_035743526.1
OG0003069	XP_003700991.1	XP_035738664.1
OG0003070	XP_003701890.1	XP_035724206.1
OG0003071	XP_012149721.1, XP_012149731.1, XP_012152184.1	XP_035721308.1
OG0003072	XP_003701399.1	XP_035723048.1
OG0003073	XP_003701353.1	XP_035729252.1
OG0003074	XP_003702082.1	XP_035741351.1
OG0003075	XP_012151745.1	XP_035717159.1, XP_035717162.1
OG0003076	XP_012148355.1	XP_035722959.1
OG0003077	XP_003700542.1	XP_035739388.1, XP_035739389.1, XP_035739390.1, XP_035739391.1, XP_035739393.1
OG0003078	XP_003700478.1, XP_012154157.1	XP_035730961.1
OG0003079	XP_012139390.1	XP_035739179.1
OG0003080	XP_003699393.1	XP_035734417.1, XP_035734421.1
OG0003081	XP_003706439.1	XP_035729790.1
OG0003082	XP_012147048.1	XP_035722485.1
OG0003083	XP_003703296.1, XP_012140749.1	XP_035732162.1
OG0003084	XP_003704963.1, XP_012144490.1	XP_035728606.1
OG0003085	XP_012147456.1	XP_035721155.1
OG0003086	XP_012139884.1	XP_035723100.1, XP_035720232.1
OG0003087	XP_012149747.1, XP_012149746.1	XP_035729530.1
OG0003088	XP_012145228.1	XP_035724519.1
OG0003089	XP_012152677.1	XP_035729131.1, XP_035729130.1
OG0003090	XP_012137438.1	XP_035726981.1
OG0003091	XP_003703267.1	XP_035722584.1
OG0003092	XP_003704537.1, XP_012143478.1, XP_012143477.1, XP_012143476.1	XP_035730022.1
OG0003093	XP_012147615.1	XP_035727972.1, XP_035727973.1
OG0003094	XP_003707645.1	XP_035739529.1, XP_035739528.1, XP_035739530.1
OG0003095	XP_012146742.1	XP_035738386.1
OG0003096	XP_003705129.1, XP_012144857.1, XP_012144856.1	XP_035729702.1
OG0003097	XP_012135710.1, XP_012135711.1, XP_012135712.1, XP_003701108.1	XP_035721617.1
OG0003098	XP_003707316.2	XP_035732607.1, XP_035732608.1
OG0003099	XP_003706348.1	XP_035724956.1
OG0003101	XP_012140907.1	XP_035718153.1
OG0003102	XP_012142531.1	XP_035730737.1
OG0003103	XP_012137885.1	XP_035733856.1
OG0003104	XP_012144483.1, XP_012144482.1, XP_012144481.1, XP_012144484.1	XP_035719100.1, XP_035719103.1
OG0003105	XP_003704761.1, XP_012143900.1	XP_035739653.1
OG0003106	XP_012141195.1	XP_035719860.1
OG0003107	XP_012151170.1	XP_035733991.1
OG0003108	XP_003708654.1	XP_035729322.1
OG0003109	XP_012147160.1	XP_035722707.1
OG0003110	XP_003702091.1, XP_012138129.1	XP_035723181.1
OG0003111	XP_012138537.1	XP_035721020.1
OG0003113	XP_003705653.1	XP_035723466.1
OG0003114	XP_012151319.1	XP_035721168.1
OG0003115	XP_003699434.1	XP_035731533.1, XP_035731543.1
OG0003116	XP_003707052.1	XP_035717549.1
OG0003118	XP_003700623.1	XP_035743780.1
OG0003119	XP_012147579.1	XP_035724308.1
OG0003120	XP_012136632.1	XP_035726218.1
OG0003121	XP_012146907.1	XP_035724881.1
OG0003122	XP_012147694.1, XP_012147692.1	XP_035718113.1
OG0003123	XP_003700538.1	XP_035739386.1
OG0003124	XP_003705016.1, XP_012144609.1, XP_012144611.1	XP_035738726.1
OG0003125	XP_003707024.1	XP_035728497.1
OG0003126	XP_012151582.1	XP_035725881.1
OG0003127	XP_003705260.1	XP_035724528.1
OG0003128	XP_012141645.1, XP_012141647.1, XP_012141648.1, XP_012141646.1	XP_035736175.1
OG0003129	XP_012143827.1	XP_035718044.1, XP_035718054.1
OG0003130	XP_003701663.1	XP_035728780.1
OG0003131	XP_012153959.1	XP_035732650.1
OG0003132	XP_012144848.1	XP_035729515.1, XP_035729527.1
OG0003133	XP_012144475.1	XP_035741348.1
OG0003134	XP_003700897.1	XP_035720061.1
OG0003135	XP_003703611.1, XP_003703508.1, XP_012141349.1	XP_035728138.1
OG0003136	XP_003702780.1	XP_035720162.1
OG0003137	XP_003705680.1, XP_012146276.1	XP_035730345.1
OG0003138	XP_012152204.1	XP_035717363.1
OG0003139	XP_012148676.1	XP_035720769.1
OG0003140	XP_003706420.1	XP_035717442.1
OG0003141	XP_012138426.1	XP_035728759.1
OG0003142	XP_012153968.1, XP_012153966.1	XP_035724740.1, XP_035724746.1
OG0003143	XP_012141284.1	XP_035720414.1
OG0003144	XP_003704605.1	XP_035738144.1, XP_035738143.1, XP_035738142.1
OG0003145	XP_012136009.1	XP_035743773.1
OG0003146	XP_012139941.1	XP_035739816.1
OG0003147	XP_012141430.1, XP_003703539.2	XP_035739881.1, XP_035739905.1
OG0003148	XP_012144730.1	XP_035740587.1
OG0003149	XP_012151701.1	XP_035721803.1, XP_035721804.1
OG0003150	XP_003705213.1	XP_035721681.1
OG0003151	XP_003701880.2	XP_035730845.1
OG0003152	XP_003702075.1, XP_012138058.1	XP_035722675.1
OG0003153	XP_003704136.1	XP_035731794.1
OG0003154	XP_012138490.1	XP_035717806.1
OG0003155	XP_003702629.1	XP_035725045.1
OG0003156	XP_012144187.1	XP_035723116.1
OG0003157	XP_012138858.1, XP_012138859.1	XP_035722710.1
OG0003158	XP_003706643.1	XP_035727596.1, XP_035727597.1
OG0003159	XP_012151439.1	XP_035743513.1
OG0003160	XP_012152025.1	XP_035733208.1
OG0003161	XP_003708139.1	XP_035738561.1
OG0003163	XP_012151612.1	XP_035725850.1
OG0003164	XP_012142011.1	XP_035717219.1
OG0003165	XP_012147321.1	XP_035740868.1, XP_035740859.1
OG0003166	XP_003700330.1	XP_035726721.1
OG0003167	XP_003699412.1	XP_035731967.1
OG0003168	XP_003706999.1	XP_035729716.1
OG0003169	XP_003700860.1	XP_035720821.1
OG0003170	XP_012151547.1, XP_012151546.1	XP_035726074.1
OG0003171	XP_003708507.2	XP_035733635.1
OG0003172	XP_012143749.1	XP_035730371.1, XP_035730372.1
OG0003173	XP_012143358.1	XP_035735272.1
OG0003174	XP_012147659.1, XP_012147660.1, XP_012147655.1	XP_035738845.1
OG0003175	XP_003701839.2	XP_035734197.1
OG0003176	XP_012145744.1	XP_035725380.1
OG0003177	XP_003700893.1	XP_035720528.1
OG0003178	XP_003699985.1	XP_035740207.1
OG0003179	XP_012138011.1, XP_012138012.1, XP_012138014.1, XP_012138015.1	XP_035738061.1, XP_035738062.1
OG0003180	XP_012145974.1, XP_003705575.1	XP_035721188.1
OG0003181	XP_003703361.1	XP_035738939.1
OG0003182	XP_003703849.1	XP_035723388.1
OG0003183	XP_012152439.1, XP_003708245.1	XP_035739782.1
OG0003184	XP_012139370.1	XP_035735969.1
OG0003185	XP_012141215.1	XP_035725168.1, XP_035725160.1
OG0003187	XP_003707580.1	XP_035718757.1, XP_035718758.1
OG0003188	XP_012143254.1	XP_035733772.1, XP_035733754.1
OG0003189	XP_012142748.1	XP_035720611.1
OG0003190	XP_012148117.1	XP_035734350.1
OG0003191	XP_012143363.1	XP_035740710.1
OG0003193	XP_012143139.1, XP_012143145.1	XP_035726997.1, XP_035727038.1
OG0003194	XP_003706985.1	XP_035732788.1
OG0003195	XP_003705909.1	XP_035719921.1, XP_035719911.1
OG0003197	XP_012152165.1	XP_035743003.1
OG0003199	XP_012148365.1	XP_035744181.1
OG0003201	XP_003702007.1	XP_035725568.1
OG0003203	XP_003707270.1	XP_035742243.1
OG0003204	XP_012141722.1, XP_012141721.1, XP_003703811.1	XP_035737978.1, XP_035737976.1, XP_035737977.1, XP_035737974.1, XP_035737975.1
OG0003205	XP_003704335.2	XP_035736340.1
OG0003206	XP_012136296.1	XP_035740849.1
OG0003207	XP_012140303.1	XP_035717491.1
OG0003208	XP_012148709.1	XP_035720212.1
OG0003209	XP_012145568.1, XP_012145562.1	XP_035734588.1
OG0003212	XP_012138240.1	XP_035717961.1
OG0003213	XP_012140476.1	XP_035718465.1
OG0003214	XP_003707780.1	XP_035729460.1
OG0003215	XP_003699315.1	XP_035738960.1, XP_035738962.1, XP_035738959.1
OG0003217	XP_012140850.1	XP_035742185.1
OG0003218	XP_003701253.1, XP_012135965.1	XP_035738815.1
OG0003219	XP_003704192.1	XP_035733429.1
OG0003220	XP_003699327.1	XP_035726253.1, XP_035726254.1
OG0003221	XP_012136404.1	XP_035739503.1, XP_035739504.1
OG0003222	XP_003704552.1	XP_035736230.1
OG0003223	XP_012142749.1, XP_012142750.1, XP_003704319.1, XP_012142751.1	XP_035720948.1, XP_035720950.1
OG0003224	XP_003702120.1, XP_012137790.1	XP_035738141.1
OG0003225	XP_003700347.1	XP_035732666.1, XP_035732667.1
OG0003226	XP_012139790.1, XP_012139791.1, XP_012139792.1	XP_035723101.1
OG0003227	XP_012149598.1, XP_012149597.1, XP_003707123.1	XP_035732916.1
OG0003228	XP_012145298.1, XP_012145297.1	XP_035731210.1
OG0003229	XP_012154119.1	XP_035736448.1
OG0003230	XP_012143389.1, XP_012143432.1	XP_035742903.1
OG0003231	XP_012145782.1, XP_012145780.1, XP_012145781.1	XP_035723023.1, XP_035723038.1
OG0003232	XP_012153772.1	XP_035738321.1
OG0003234	XP_012142878.1, XP_003704212.2	XP_035719420.1
OG0003236	XP_003707881.1	XP_035741971.1, XP_035741974.1
OG0003237	XP_012147598.1	XP_035723597.1, XP_035723596.1, XP_035723599.1, XP_035723598.1
OG0003238	XP_012144323.1, XP_012144329.1	XP_035723443.1
OG0003240	XP_012143279.1	XP_035743699.1
OG0003241	XP_003701473.2	XP_035740857.1
OG0003242	XP_012136066.1	XP_035721921.1
OG0003243	XP_012148813.1, XP_012148810.1	XP_035740901.1, XP_035740904.1
OG0003244	XP_003703794.1	XP_035723224.1, XP_035723222.1, XP_035723223.1
OG0003245	XP_003699509.1	XP_035743592.1
OG0003246	XP_012149664.1	XP_035739588.1
OG0003247	XP_003704394.1	XP_035727831.1
OG0003248	XP_012149189.1	XP_035742638.1
OG0003249	XP_003702630.1, XP_012139177.1	XP_035725044.1
OG0003250	XP_003708621.1, XP_012153426.1	XP_035735197.1
OG0003251	XP_003702289.1	XP_035717234.1, XP_035717235.1, XP_035717239.1, XP_035717236.1, XP_035717237.1
OG0003252	XP_003705760.1	XP_035739731.1
OG0003254	XP_003707680.1, XP_012150946.1, XP_012150945.1	XP_035739966.1
OG0003255	XP_003699709.2	XP_035738422.1
OG0003256	XP_012138747.1	XP_035740230.1
OG0003257	XP_003707855.1	XP_035718494.1
OG0003258	XP_003701202.2	XP_035726741.1, XP_035726742.1
OG0003259	XP_012135633.1, XP_012135632.1, XP_012153578.1	XP_035719642.1
OG0003261	XP_003702566.1	XP_035735048.1
OG0003262	XP_003702168.1	XP_035718628.1, XP_035718638.1
OG0003263	XP_012134918.1, XP_003700689.1	XP_035738705.1, XP_035738706.1
OG0003264	XP_003702837.1	XP_035728111.1
OG0003265	XP_003701035.1	XP_035724031.1
OG0003266	XP_003708454.1	XP_035731454.1
OG0003267	XP_003705266.1	XP_035742865.1
OG0003268	XP_003703407.1	XP_035742161.1
OG0003269	XP_003707890.1	XP_035726610.1
OG0003270	XP_003706706.1	XP_035738651.1
OG0003271	XP_012141057.1	XP_035734515.1
OG0003272	XP_003704037.1	XP_035728469.1
OG0003273	XP_003699319.1	XP_035729187.1
OG0003274	XP_003701905.1	XP_035737352.1, XP_035737353.1
OG0003275	XP_003700782.1	XP_035724285.1
OG0003276	XP_003702245.1	XP_035737487.1
OG0003277	XP_003708131.1, XP_012152110.1, XP_012152111.1	XP_035732970.1
OG0003278	XP_003706262.1, XP_012147578.1	XP_035724255.1, XP_035724284.1, XP_035724307.1, XP_035724270.1, XP_035724258.1, XP_035724259.1
OG0003279	XP_003702067.2	XP_035743705.1
OG0003280	XP_012150097.1, XP_012150098.1	XP_035734371.1
OG0003281	XP_003704242.1, XP_012142979.1	XP_035718063.1
OG0003282	XP_012146370.1	XP_035718327.1, XP_035718326.1
OG0003283	XP_003704500.1	XP_035741166.1, XP_035741165.1, XP_035741170.1, XP_035741169.1, XP_035741168.1
OG0003284	XP_003708521.1	XP_035718654.1
OG0003285	XP_012150433.1	XP_035741164.1, XP_035741163.1
OG0003286	XP_003703564.1	XP_035718630.1, XP_035718629.1
OG0003287	XP_012136856.1	XP_035731424.1
OG0003288	XP_003702631.1	XP_035732216.1
OG0003289	XP_003702499.2	XP_035729298.1
OG0003290	XP_003705823.1	XP_035727552.1
OG0003291	XP_003704325.1, XP_012142795.1	XP_035732120.1
OG0003292	XP_003707661.1	XP_035733518.1
OG0003293	XP_003702691.1	XP_035718330.1
OG0003294	XP_012147212.1, XP_003706073.1, XP_012147211.1, XP_012147210.1	XP_035739275.1
OG0003295	XP_003702037.1	XP_035732410.1
OG0003296	XP_012135378.1	XP_035733153.1
OG0003297	XP_003703102.1	XP_035735798.1
OG0003298	XP_003705894.1	XP_035726311.1
OG0003299	XP_003706168.1	XP_035739810.1
OG0003300	XP_003708450.1	XP_035725357.1
OG0003301	XP_003701008.1, XP_012135327.1, XP_012135328.1	XP_035738509.1
OG0003302	XP_003702806.1	XP_035735804.1
OG0003303	XP_012134864.1	XP_035730093.1
OG0003304	XP_003704458.1, XP_012143210.1	XP_035723209.1, XP_035723208.1
OG0003305	XP_012135961.1	XP_035741062.1
OG0003306	XP_003700872.1	XP_035741320.1
OG0003307	XP_003706800.1	XP_035717540.1
OG0003308	XP_003705367.1	XP_035722530.1
OG0003309	XP_012149781.1	XP_035731693.1
OG0003311	XP_003704080.1	XP_035724561.1
OG0003312	XP_003707190.1	XP_035744115.1, XP_035744113.1, XP_035744114.1
OG0003313	XP_003704176.1, XP_012142756.1	XP_035732310.1
OG0003314	XP_003700587.2	XP_035737276.1
OG0003315	XP_003704182.1, XP_012142799.1	XP_035732121.1
OG0003316	XP_003706864.1	XP_035738863.1
OG0003317	XP_012136363.1	XP_035727167.1
OG0003318	XP_003703294.1	XP_035732012.1
OG0003319	XP_012140674.1, XP_012140675.1, XP_012140676.1	XP_035733870.1
OG0003320	XP_003699191.1	XP_035743483.1, XP_035743482.1
OG0003321	XP_012152244.1	XP_035741235.1, XP_035741236.1
OG0003322	XP_003701711.1	XP_035729026.1, XP_035729027.1
OG0003323	XP_003706958.1	XP_035728786.1
OG0003324	XP_003700730.1	XP_035719720.1
OG0003325	XP_003702339.1	XP_035718690.1
OG0003326	XP_012135220.1	XP_035728527.1, XP_035728522.1
OG0003327	XP_003704052.1	XP_035723794.1
OG0003328	XP_003700645.1	XP_035736788.1
OG0003329	XP_003700057.1	XP_035728919.1, XP_035731780.1
OG0003330	XP_012136308.1	XP_035718836.1
OG0003331	XP_003699431.2	XP_035731361.1
OG0003332	XP_003703448.1	XP_035729221.1, XP_035729220.1
OG0003333	XP_003703076.1	XP_035741779.1
OG0003334	XP_003699200.1	XP_035743484.1
OG0003335	XP_003700743.1	XP_035727168.1
OG0003336	XP_012137618.1	XP_035728871.1
OG0003337	XP_003704850.2	XP_035723562.1
OG0003339	XP_003706529.1, XP_003706538.1, XP_012148174.1, XP_012148175.1	XP_035741663.1
OG0003340	XP_012138682.1	XP_035738602.1
OG0003341	XP_012134905.1	XP_035721880.1
OG0003342	XP_012144714.1	XP_035725102.1
OG0003343	XP_003704167.2	XP_035723889.1
OG0003344	XP_003700183.1	XP_035725686.1
OG0003345	XP_003702455.1	XP_035718124.1
OG0003346	XP_012154367.1	XP_035731959.1
OG0003347	XP_012147591.1	XP_035723668.1
OG0003348	XP_012137835.1, XP_012137832.1	XP_035721843.1
OG0003349	XP_012153073.1	XP_035732552.1, XP_035732553.1, XP_035732554.1
OG0003350	XP_012150307.1	XP_035727967.1
OG0003351	XP_012149194.1	XP_035724391.1
OG0003352	XP_003702751.1	XP_035721624.1, XP_035721623.1, XP_035721625.1
OG0003353	XP_012143545.1	XP_035735740.1
OG0003354	XP_012149161.1, XP_012149162.1	XP_035718365.1
OG0003355	XP_003704833.1	XP_035728055.1
OG0003356	XP_003700406.1	XP_035722726.1
OG0003357	XP_003705196.1	XP_035724204.1
OG0003358	XP_003699854.1	XP_035722483.1, XP_035722484.1
OG0003359	XP_003703316.1	XP_035724812.1
OG0003360	XP_012148461.1	XP_035728885.1
OG0003361	XP_003705769.2	XP_035727479.1
OG0003362	XP_012138687.1	XP_035720015.1
OG0003363	XP_003700856.1	XP_035720403.1
OG0003364	XP_003707058.1, XP_012149239.1, XP_012149240.1	XP_035740889.1
OG0003365	XP_003706124.1	XP_035717297.1
OG0003366	XP_012152226.1	XP_035739617.1
OG0003367	XP_003704766.1	XP_035718967.1
OG0003368	XP_012135289.1	XP_035739305.1
OG0003369	XP_003707422.2	XP_035724767.1
OG0003370	XP_003701589.1	XP_035717656.1
OG0003371	XP_003704201.1	XP_035736333.1
OG0003372	XP_003703967.1	XP_035726938.1
OG0003373	XP_012135844.1, XP_012135845.1, XP_012135842.1, XP_012135843.1	XP_035722659.1
OG0003374	XP_003707369.1	XP_035720667.1
OG0003375	XP_003705131.1, XP_012144872.1	XP_035723483.1, XP_035723481.1, XP_035723482.1
OG0003376	XP_003702320.2	XP_035722990.1
OG0003377	XP_012142241.1	XP_035738674.1
OG0003378	XP_003705376.1	XP_035727593.1
OG0003379	XP_012142990.1	XP_035718219.1, XP_035718220.1, XP_035718218.1
OG0003380	XP_012142484.1, XP_003704106.2	XP_035726937.1
OG0003381	XP_003702330.1	XP_035741813.1, XP_035741814.1
OG0003382	XP_003705924.1	XP_035725909.1
OG0003383	XP_003702985.2	XP_035727252.1
OG0003384	XP_003704305.2	XP_035734296.1, XP_035734295.1
OG0003385	XP_003703741.1	XP_035736855.1
OG0003386	XP_012139703.1	XP_035735922.1
OG0003387	XP_012136758.1	XP_035722998.1
OG0003388	XP_003704245.1	XP_035718223.1, XP_035718221.1
OG0003389	XP_012140977.1	XP_035717111.1
OG0003390	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1	XP_035726519.1
OG0003391	XP_012143301.1	XP_035729229.1
OG0003392	XP_003701397.1	XP_035732084.1, XP_035732086.1
OG0003393	XP_012138952.1	XP_035717916.1
OG0003394	XP_003705800.1	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1
OG0003395	XP_012135045.1	XP_035720392.1
OG0003396	XP_012143119.1	XP_035717748.1, XP_035717750.1, XP_035717749.1
OG0003397	XP_003707176.1	XP_035719266.1
OG0003398	XP_012140266.1	XP_035719951.1
OG0003399	XP_003707365.2	XP_035744144.1
OG0003400	XP_012136913.1	XP_035739357.1
OG0003401	XP_012140574.1	XP_035738196.1
OG0003402	XP_003708285.1	XP_035729389.1, XP_035729390.1
OG0003403	XP_003699276.1	XP_035738309.1
OG0003404	XP_012142391.1	XP_035730589.1
OG0003405	XP_003701464.1	XP_035722368.1
OG0003406	XP_012135009.1	XP_035729691.1, XP_035729689.1
OG0003407	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1	XP_035726440.1, XP_035726441.1
OG0003408	XP_003706285.2	XP_035731927.1
OG0003410	XP_012136384.1, XP_003699399.2, XP_012136380.1	XP_035725212.1
OG0003411	XP_003703747.1, XP_012141786.1, XP_012141785.1	XP_035743732.1
OG0003412	XP_012137915.1	XP_035719157.1
OG0003413	XP_012135195.1, XP_003700962.2, XP_012135196.1	XP_035720341.1, XP_035720342.1
OG0003414	XP_003705360.1	XP_035721820.1
OG0003415	XP_003707217.2	XP_035723163.1
OG0003416	XP_003707150.1	XP_035718744.1
OG0003417	XP_003706581.1	XP_035733678.1
OG0003419	XP_003699951.1	XP_035721055.1
OG0003420	XP_003702613.1	XP_035717779.1
OG0003421	XP_003703551.1	XP_035733630.1
OG0003422	XP_003705145.1	XP_035730649.1
OG0003423	XP_003699866.1	XP_035730539.1, XP_035730540.1
OG0003424	XP_003706830.1	XP_035721506.1
OG0003425	XP_012146107.1, XP_003705614.1	XP_035732435.1
OG0003426	XP_012141482.1, XP_012141481.1	XP_035743362.1
OG0003427	XP_003705470.1	XP_035730274.1
OG0003428	XP_003700413.2	XP_035719989.1
OG0003429	XP_012135768.1	XP_035723467.1
OG0003430	XP_012141231.1	XP_035724172.1, XP_035724163.1
OG0003431	XP_012153885.1	XP_035733301.1
OG0003432	XP_012141166.1, XP_003703464.1	XP_035725437.1
OG0003433	XP_003700325.1	XP_035741120.1, XP_035741121.1
OG0003434	XP_003706067.2	XP_035735513.1
OG0003435	XP_003702092.1	XP_035740650.1, XP_035725169.1
OG0003436	XP_012146023.1	XP_035727257.1
OG0003437	XP_003707201.1	XP_035719949.1, XP_035719945.1, XP_035719957.1
