Orthogroup	Megachile_rotundata	Apis_mellifera
OG0003460	XP_003706303.1	XP_396164.7
OG0003461	XP_012139744.1	XP_016771845.1, XP_006564929.1
OG0003462	XP_012134528.1	XP_026299471.1
OG0003463	XP_003699498.1, XP_012138468.1	XP_391829.3
OG0003464	XP_003707864.1	XP_623282.2
OG0003465	XP_003700476.1	XP_006557764.1
OG0003466	XP_003702479.1, XP_012138788.1	XP_393480.5
OG0003467	XP_012141260.1	XP_625110.4
OG0003468	XP_003704981.1	XP_026300247.1
OG0003469	XP_003707325.1	XP_392374.4
OG0003471	XP_003703620.1	XP_392585.4
OG0003472	XP_003703988.2	XP_006559764.1
OG0003473	XP_003700559.1, XP_012154422.1, XP_012154423.1	XP_016770365.1
OG0003474	XP_003706269.1	XP_624906.2
OG0003475	XP_003705587.1, XP_012146043.1	XP_623321.1
OG0003476	XP_012153380.1	XP_016772209.2
OG0003477	XP_003699791.1	XP_393723.2
OG0003478	XP_012135804.1, XP_012135805.1	XP_396785.4
OG0003479	XP_012143158.1, XP_003699784.1	NP_001011605.1
OG0003480	XP_003705314.1, XP_012145346.1	XP_001122793.3
OG0003481	XP_003704603.1, XP_012143617.1	XP_001120972.2
OG0003482	XP_003703364.1	XP_006562508.2
OG0003483	XP_012145208.1	XP_006564273.1
OG0003484	XP_003703299.1	XP_006564183.2
OG0003485	XP_003700401.1	XP_624563.2, XP_006571956.1
OG0003486	XP_003702357.1	XP_026294823.1, XP_026294822.1
OG0003487	XP_003701260.1	XP_394742.1
OG0003488	XP_003707466.1	XP_392396.3
OG0003489	XP_003707955.1	XP_001122067.3
OG0003490	XP_003701180.1, XP_012135974.1, XP_012135975.1	XP_624417.1
OG0003491	XP_012140355.1	XP_026297743.1, XP_396869.4
OG0003492	XP_003703605.1	XP_006559876.1
OG0003493	XP_012149054.1, XP_003699988.1	XP_016770734.1
OG0003494	XP_012138170.1	XP_393769.3
OG0003495	XP_003708575.1	XP_016772029.1
OG0003496	XP_012138027.1, XP_003702174.1	NP_001314895.1
OG0003497	XP_012151441.1	XP_026298659.1
OG0003498	XP_003706412.1	XP_026298566.1
OG0003499	XP_003706301.1	XP_003249448.2
OG0003500	XP_012135307.1	XP_003250388.1, XP_001120796.1
OG0003501	XP_003704820.1	XP_395711.5, XP_006559706.2
OG0003502	XP_003702206.1	XP_003251227.1
OG0003503	XP_012142172.1	XP_026295149.1, XP_026295150.1, XP_006559778.1
OG0003504	XP_003705368.1	XP_001120503.2, XP_026296684.1
OG0003506	XP_012148684.1	XP_001121217.1, XP_006564784.1, XP_026302235.1
OG0003507	XP_003702860.1	NP_001239357.1, XP_006557599.1
OG0003508	XP_003707755.2	XP_393823.1
OG0003509	XP_012138410.1	XP_026302272.1, XP_026302271.1
OG0003510	XP_012151537.1	XP_016771951.1, XP_026300254.1
OG0003511	XP_003703191.2	XP_026297790.1
OG0003512	XP_012137254.1	XP_006572303.1
OG0003513	XP_012149427.1	XP_026298952.1
OG0003514	XP_003707822.1, XP_012151321.1, XP_012151320.1	XP_026297433.1
OG0003515	XP_003707313.1	XP_026296550.1
OG0003516	XP_003700249.1, XP_012153778.1	XP_001121025.1
OG0003517	XP_012153862.1	XP_016770755.1
OG0003518	XP_003699289.1	XP_016770683.1
OG0003519	XP_012139324.1	XP_016769119.1
OG0003520	XP_012149838.1	XP_006558164.2
OG0003521	XP_003703188.1	XP_006558229.1
OG0003522	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1	XP_001120606.1
OG0003523	XP_003702609.2, XP_012139010.1	XP_026297026.1
OG0003524	XP_012135663.1	XP_026298075.1
OG0003525	XP_012139214.1	XP_006571000.1
OG0003526	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1	XP_001120160.2
OG0003527	XP_003703048.1	XP_624136.4
OG0003528	XP_003707158.2	XP_006560271.1
OG0003529	XP_003705804.1	XP_625180.1
OG0003530	XP_012136229.1	XP_001121740.1
OG0003531	XP_012143028.1, XP_003704264.1	XP_006560385.1, XP_003249680.1
OG0003533	XP_012146091.1	XP_006561980.2
OG0003534	XP_012140762.1	XP_026301259.1
OG0003535	XP_003702521.1	XP_026302130.1
OG0003536	XP_012150589.1, XP_003707571.2	XP_392512.3
OG0003538	XP_003707649.1	XP_624036.2
OG0003539	XP_012151440.1, XP_003707913.1	XP_001121879.1
OG0003540	XP_012147594.1	XP_006557391.2, XP_026295903.1
OG0003541	XP_012135112.1	XP_016770422.1
OG0003542	XP_003708457.1	XP_006567287.1
OG0003543	XP_012136593.1	XP_006568885.3
OG0003544	XP_003700665.1	XP_624019.1
OG0003545	XP_003704225.1	XP_001119912.1
OG0003546	XP_003706362.1	NP_001314878.1
OG0003547	XP_012136509.1	XP_016766274.1
OG0003548	XP_003703343.1	XP_016768400.1, XP_016768399.1
OG0003549	XP_012149222.1	XP_624768.1
OG0003550	XP_003708423.1	XP_625220.1
OG0003551	XP_012139845.1	XP_006557614.1
OG0003552	XP_012149865.1	XP_006557684.2
OG0003553	XP_012144056.1	XP_006560166.1
OG0003554	XP_012145841.1	XP_006569773.2
OG0003555	XP_012136892.1, XP_003701641.1	XP_392263.1
OG0003557	XP_003705278.1, XP_012145152.1, XP_012145154.1	XP_001121172.2
OG0003558	XP_012135924.1	XP_016770574.1
OG0003559	XP_012144188.1	XP_006559979.1
OG0003560	XP_012144590.1	XP_006562728.3
OG0003561	XP_003708399.1, XP_012152937.1	XP_026301754.1
OG0003562	XP_012154156.1	XP_006557769.1
OG0003563	XP_003703852.1	XP_026298294.1
OG0003564	XP_003704357.1	XP_393524.3
OG0003565	XP_012137895.1	XP_006568407.1
OG0003566	XP_003708089.1	XP_396520.4
OG0003567	XP_003707280.1, XP_012150075.1	XP_003251076.1
OG0003568	XP_012146373.1	XP_026299671.1
OG0003569	XP_012146478.1	XP_026299489.1
OG0003570	XP_003699830.1	XP_026301738.1, NP_001229508.1
OG0003571	XP_003701439.1	XP_016772335.1
OG0003572	XP_003699638.1	XP_026301294.1
OG0003573	XP_012142075.1	XP_026295782.1
OG0003574	XP_012136116.1, XP_012136122.1, XP_003699390.1	XP_006562002.1
OG0003575	XP_003706313.1	XP_003249441.1
OG0003576	XP_003699738.1	XP_393699.3
OG0003577	XP_012148834.1	XP_623216.3
OG0003578	XP_012136628.1, XP_012136627.1	XP_006568862.1, XP_006568863.1
OG0003579	XP_003706684.1	NP_001091689.1, XP_006571078.1
OG0003580	XP_012147987.1	XP_006568089.1
OG0003581	XP_003701761.1	XP_624721.2
OG0003582	XP_012136732.1, XP_012136731.1, XP_012136730.1	XP_026294996.1, XP_026294994.1
OG0003583	XP_003704024.1	XP_026295519.1
OG0003584	XP_012135567.1	XP_026297931.1
OG0003585	XP_003703206.1	XP_624344.3
OG0003586	XP_003703040.2, XP_012139945.1	XP_003249383.1
OG0003587	XP_012143293.1, XP_012143294.1	XP_026297815.1
OG0003588	XP_003700207.2	XP_026296472.1
OG0003589	XP_003706652.1	XP_026297132.1
OG0003591	XP_003705001.1, XP_012144582.1, XP_012144583.1	XP_006562719.1
OG0003592	XP_012139232.1	XP_016768190.2
OG0003593	XP_003703318.2, XP_012140841.1	XP_392407.6
OG0003595	XP_003705590.1	XP_001120441.2
OG0003596	XP_003703672.1	XP_397270.3
OG0003597	XP_012136884.1	XP_026295523.1
OG0003598	XP_012150441.1	XP_016769385.1, XP_392535.3
OG0003599	XP_003707617.1	XP_006561749.1
OG0003600	XP_012148376.1	XP_006570985.1
OG0003601	XP_012150003.1	XP_395892.2
OG0003602	XP_003704386.1	XP_001120037.2
OG0003603	XP_012154561.1	XP_625092.3
OG0003604	XP_012136024.1	XP_006565223.1
OG0003605	XP_012143669.1	XP_026297691.1
OG0003606	XP_003701074.1, XP_012135500.1, XP_012135499.1	XP_026300416.1, XP_026300415.1
OG0003607	XP_012151921.1	XP_016770111.1
OG0003608	XP_012147386.1	XP_006567242.1
OG0003609	XP_012146117.1	XP_003249988.1
OG0003610	XP_003704054.1	XP_392779.3
OG0003611	XP_003699234.1	XP_026299826.1
OG0003612	XP_003705940.1	XP_392056.5
OG0003613	XP_012146359.1, XP_003699933.1	XP_394878.2
OG0003614	XP_003708103.1	NP_001012980.1
OG0003615	XP_012150129.1	XP_394547.4
OG0003617	XP_012154301.1	XP_016772434.2
OG0003618	XP_003701379.1	XP_016771087.1
OG0003619	XP_012148819.1	XP_026298960.1
OG0003620	XP_003700799.1	XP_016767111.1
OG0003621	XP_012135540.1	XP_026296342.1, XP_026296341.1, XP_026296340.1
OG0003622	XP_012154366.1	XP_003249479.3
OG0003623	XP_012140131.1, XP_012140134.1	XP_016768664.2, XP_016768660.2
OG0003624	XP_012152797.1	XP_026295980.1
OG0003625	XP_012149542.1	XP_026296123.1
OG0003626	XP_012146912.1	XP_006563612.1
OG0003627	XP_003706486.1	XP_016769285.2
OG0003628	XP_012134557.1	XP_006560796.1
OG0003629	XP_003708580.1	XP_393307.3
OG0003630	XP_012145318.1	XP_026299330.1, NP_001314887.1
OG0003631	XP_012147201.1	XP_395400.7
OG0003632	XP_003700100.1	NP_001014983.1, XP_006561567.2
OG0003633	XP_012134948.1	XP_016767443.2
OG0003634	XP_003705294.1	XP_026299689.1
OG0003635	XP_012140693.1	XP_006562493.2
OG0003636	XP_012142716.1	XP_026300438.1
OG0003637	XP_012138204.1	XP_006568274.1
OG0003638	XP_012148893.1	XP_016769858.1
OG0003639	XP_012151144.1	XP_006566456.1
OG0003640	XP_012148851.1	XP_016770576.1
OG0003641	XP_012135966.1	XP_006564642.1
OG0003642	XP_012139253.1, XP_012139256.1	XP_026297980.1
OG0003644	XP_012139728.1	XP_006564948.2
OG0003645	XP_012144625.1	XP_006560534.1
OG0003646	XP_003705694.1	NP_001073674.1, XP_016766315.1
OG0003647	XP_012146395.1	XP_006558467.1
OG0003648	XP_012149609.1	XP_026300952.1
OG0003649	XP_012144497.1	XP_026299954.1
OG0003650	XP_012152387.1	XP_026295443.1
OG0003651	XP_012150224.1	XP_026296567.1, XP_026296569.1
OG0003652	XP_012136723.1	XP_003251317.2
OG0003653	XP_012152240.1	XP_006571882.3
OG0003654	XP_012138372.1	XP_006568995.1, XP_006568993.1, XP_006568992.1
OG0003655	XP_012141891.1	XP_001121032.2
OG0003656	XP_003701658.2	XP_026295176.1
OG0003657	XP_003707836.1	XP_624703.1
OG0003658	XP_003705101.1	XP_624141.3
OG0003661	XP_003704840.1	XP_006561677.1
OG0003662	XP_003703277.1	XP_016768362.2
OG0003663	XP_012144080.1	XP_026297485.1
OG0003664	XP_003705824.1	XP_016768039.1
OG0003665	XP_012140722.1, XP_003703289.1	XP_026297140.1
OG0003666	XP_012146713.1, XP_012146712.1, XP_012146711.1, XP_012146714.1	XP_006564152.1
OG0003667	XP_012143502.1, XP_012143503.1	NP_001157187.1
OG0003668	XP_003705738.2	XP_016770465.2, XP_006566579.1
OG0003669	XP_003704231.1	XP_393590.2
OG0003670	XP_012150954.1	XP_006566552.1
OG0003671	XP_012152049.1	XP_006563978.2
OG0003672	XP_012145100.1	XP_006564853.1, XP_026296716.1
OG0003673	XP_003705401.1, XP_012145454.1	XP_006559462.1
OG0003674	XP_012149540.1, XP_012149464.1, XP_012149612.1	XP_016770777.2
OG0003675	XP_003702247.1, XP_012138390.1	XP_624591.1
OG0003676	XP_003706229.1	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1
OG0003677	XP_003707286.1	XP_006564807.1
OG0003678	XP_012139422.1	XP_006567812.1, XP_006567813.1, XP_016767872.1
OG0003679	XP_012153098.1	XP_006565370.2
OG0003680	XP_012135489.1, XP_012135484.1	XP_006562950.1
OG0003681	XP_003703445.1	XP_006559723.1
OG0003682	XP_012143464.1	XP_006562949.1
OG0003683	XP_003701444.1	XP_001121251.1
OG0003684	XP_003708269.1	XP_001120276.2
OG0003685	XP_012152591.1	XP_006565008.1
OG0003686	XP_012140606.1, XP_012140609.1	XP_006570591.2
OG0003687	XP_012151727.1, XP_003708003.1	XP_006570860.1
OG0003688	XP_003704750.1, XP_012143953.1	XP_006563508.3
OG0003690	XP_012144986.1	XP_026296602.1
OG0003691	XP_003704811.1, XP_012144100.1	XP_016769234.2
OG0003692	XP_012147452.1, XP_012147450.1, XP_012147451.1	XP_623409.3
OG0003693	XP_012149146.1, XP_012149145.1	XP_026299201.1
OG0003694	XP_012142944.1, XP_012142934.1	XP_006558516.1
OG0003695	XP_003701680.2, XP_012136890.1, XP_012136891.1	XP_001120679.2
OG0003696	XP_012146549.1	XP_006561199.2
OG0003697	XP_012154296.1, XP_012154295.1	XP_006561470.2
OG0003698	XP_003704686.1	XP_026301636.1, XP_006563203.1, XP_392108.3
OG0003699	XP_012136218.1, XP_012136217.1	XP_006563554.1, XP_006563555.1
OG0003700	XP_003699365.1	XP_006566737.2
OG0003701	XP_012151770.1, XP_012151775.1	XP_006570844.1
OG0003702	XP_003706664.1, XP_012148421.1	XP_026296493.1
OG0003703	XP_003705263.2	XP_026296711.1, XP_026296710.1
OG0003704	XP_012138994.1	XP_026297049.1
OG0003705	XP_012135695.1, XP_012135694.1, XP_012135693.1, XP_012135692.1, XP_012135691.1, XP_012135690.1, XP_012135697.1, XP_012135696.1	XP_026298067.1
OG0003706	XP_012139818.1	XP_026300924.1
OG0003709	XP_003706227.1	XP_624346.1
OG0003710	XP_003706130.1	XP_026295463.1
OG0003711	XP_003704139.1	XP_624913.1
OG0003712	XP_012149223.1	XP_623106.1
OG0003713	XP_012146319.1	XP_006558475.1
OG0003714	XP_003703667.1	XP_003249456.1
OG0003715	XP_003707667.1	XP_016768510.1, XP_006570153.1
OG0003716	XP_012143267.1, XP_012143268.1, XP_012143266.1	XP_016769562.1
OG0003717	XP_003700971.1	XP_016766508.2, XP_026294884.1
OG0003718	XP_003704658.1	XP_624694.1
OG0003719	XP_003707096.2	XP_006564545.3
OG0003720	XP_012140434.1	XP_006560438.1
OG0003721	XP_003705085.1	XP_392857.2
OG0003722	XP_003706424.1	XP_624693.1
OG0003723	XP_003701455.1	XP_394314.2
OG0003724	XP_003701121.1	NP_001011637.1, XP_006559489.1
OG0003725	XP_003700414.1	XP_003249154.1
OG0003726	XP_003705270.1	NP_001229396.1
OG0003727	XP_012147189.1	XP_026295409.1, XP_026295410.1
OG0003728	XP_003702688.1	XP_006567959.1
OG0003729	XP_012149096.1	XP_001121882.2
OG0003730	XP_012143570.1	XP_624367.3
OG0003731	XP_012142318.1	XP_624918.2
OG0003732	XP_012136223.1, XP_003699392.1	XP_397474.4
OG0003733	XP_003699724.2	XP_026299155.1
OG0003734	XP_003702799.1	XP_001120069.1
OG0003735	XP_003699603.1	XP_006557994.1
OG0003736	XP_003708202.1	XP_623376.5
OG0003737	XP_003702055.1	XP_623269.1
OG0003738	XP_003701876.1	XP_396810.3
OG0003739	XP_003699643.1, XP_012142280.1	XP_006559268.1, XP_026301224.1, XP_026301223.1
OG0003740	XP_012136307.1	XP_624453.1
OG0003741	XP_003708466.1	XP_006559044.1
OG0003742	XP_003700829.1	XP_623206.1
OG0003743	XP_003699213.1	XP_624070.1
OG0003744	XP_012136165.1, XP_003701368.1	XP_623480.1
OG0003745	XP_003699863.1	XP_396838.2
OG0003746	XP_012145652.1	XP_006564233.1
OG0003747	XP_003703028.1	XP_006562040.1
OG0003748	XP_012154378.1	XP_026299728.1
OG0003749	XP_003704411.1	XP_006565109.1
OG0003750	XP_003706811.1	XP_624253.2
OG0003751	XP_003699204.1	NP_001239355.1
OG0003752	XP_003701837.1	XP_006572317.1
OG0003753	XP_003701145.1	XP_624085.1
OG0003754	XP_012139827.1	XP_003250813.1
OG0003755	XP_003699690.1	XP_026299502.1
OG0003756	XP_003707326.1	XP_001120140.3
OG0003757	XP_003699629.2	NP_001161808.1
OG0003758	XP_003706167.1	XP_395052.1
OG0003759	XP_012153882.1	XP_006565346.1, XP_393244.1
OG0003760	XP_003704010.1	XP_003251153.1
OG0003761	XP_003704784.1	XP_392902.1
OG0003762	XP_003706075.1	XP_392658.2
OG0003763	XP_003705954.1	XP_006563595.1
OG0003764	XP_012144451.1	XP_006562281.1
OG0003765	XP_003700203.1	XP_395092.2
OG0003766	XP_003702304.1	XP_016766389.1
OG0003767	XP_003700363.1	XP_624256.1
OG0003768	XP_012147691.1	XP_006569916.1
OG0003769	XP_003699783.1	XP_026299073.1, XP_026299075.1
OG0003770	XP_003704575.1	XP_006569545.1
OG0003771	XP_003707507.1	XP_026298499.1
OG0003772	XP_012139184.1, XP_012139182.1	XP_003250682.1
OG0003773	XP_012145129.1	XP_026296549.1
OG0003774	XP_003704199.1	XP_026300576.1
OG0003775	XP_012136831.1	XP_001120217.1
OG0003776	XP_003704094.1	XP_006570251.1
OG0003777	XP_003704868.2	XP_026298741.1
OG0003778	XP_003707944.1	XP_003251640.1
OG0003779	XP_003701560.1	NP_001193395.1
OG0003780	XP_003708266.1	XP_393603.1
OG0003781	XP_012141904.1	XP_026295502.1, NP_001171518.1
OG0003782	XP_012148134.1	XP_001120056.1
OG0003783	XP_003708592.1	XP_001119829.1
OG0003784	XP_012142800.1	XP_003249472.1
OG0003785	XP_012152759.1	NP_001129207.1
OG0003786	XP_003701787.2	XP_395779.3, XP_026298542.1
OG0003787	XP_003700169.1, XP_012149769.1	XP_026298623.1
OG0003788	XP_003705400.1	XP_026301507.1
OG0003789	XP_003706077.1	XP_003249557.1
OG0003790	XP_003707925.1	XP_624364.1
OG0003791	XP_012151839.1	XP_026297172.1
OG0003792	XP_012146741.1	XP_006570971.2
OG0003793	XP_003703720.2	XP_003251623.1
OG0003794	XP_003707025.1	XP_623753.4
OG0003795	XP_003704767.1	XP_001122452.2
OG0003796	XP_003705062.1	XP_016769254.1
OG0003797	XP_012150116.1	XP_026296665.1
OG0003798	XP_012137005.1	NP_001155181.1
OG0003799	XP_012142196.1	XP_006564028.1
OG0003800	XP_003708302.1	XP_006563123.1
OG0003801	XP_003700643.1, XP_012134578.1	XP_016771069.1
OG0003802	XP_003705993.1	XP_393179.1
OG0003803	XP_012147729.1, XP_003706349.2	XP_001123127.4
OG0003804	XP_003707253.2	XP_006563301.1
OG0003805	XP_012146096.1, XP_012146097.1	XP_623721.3
OG0003806	XP_003701235.1	XP_001121781.3
OG0003807	XP_003708263.2	XP_397043.2
OG0003808	XP_003704917.1	XP_397281.4
OG0003809	XP_003701521.1	XP_392238.1
OG0003810	XP_003700310.1	XP_395930.3
OG0003811	XP_003700042.1	XP_394964.5
OG0003812	XP_003704355.1	XP_006557910.2, XP_026300470.1
OG0003813	XP_003708167.1	XP_001119919.1
OG0003814	XP_012139571.1	XP_006565648.2, NP_001242961.1
OG0003815	XP_003707784.1, XP_012151301.1	XP_006570358.1
OG0003816	XP_003699342.1	XP_003251562.1
OG0003817	XP_003700583.1	XP_026299800.1
OG0003818	XP_003700528.1	XP_006561461.1
OG0003819	XP_003699615.1	XP_016772254.2
OG0003820	XP_012154542.1	XP_026299805.1
OG0003821	XP_012142987.1	XP_026300350.1
OG0003822	XP_003703687.1	XP_016768644.1
OG0003823	XP_012145734.1	XP_016768288.1
OG0003823	XP_012145716.1	XP_006559962.1
OG0003824	XP_012151707.1	XP_016772970.1
OG0003825	XP_012141379.1	XP_006559218.1
OG0003826	XP_012151627.1	XP_624040.4
OG0003827	XP_012147966.1, XP_012147965.1	XP_006571572.1, XP_016769063.1
OG0003828	XP_003704637.1	XP_624638.4
OG0003829	XP_003706566.1	XP_395153.3
OG0003830	XP_012139051.1	XP_026296931.1
OG0003831	XP_003702803.1	XP_397232.1
OG0003832	XP_012149798.1	XP_006561360.2
OG0003833	XP_012144508.1, XP_003704921.1	XP_625020.3
OG0003834	XP_012142369.1	XP_006568516.1
OG0003835	XP_003705556.1	XP_001120329.1
OG0003836	XP_012148006.1	XP_026297908.1, XP_026297907.1
OG0003837	XP_012142060.1, XP_012142059.1	XP_006560660.1, XP_026296193.1
OG0003838	XP_003699921.1	XP_026295517.1, XP_001120196.2, XP_016766654.1
OG0003839	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1	XP_006564577.2
OG0003840	XP_012145860.1, XP_003705525.1	XP_003251246.1
OG0003841	XP_003702285.1	XP_394330.4
OG0003842	XP_012134654.1, XP_012134653.1, XP_003700779.1	XP_026299981.1, XP_026299982.1
OG0003843	XP_003703176.1	XP_393949.2
OG0003844	XP_003701279.1	XP_003249738.1
OG0003845	XP_003699887.1	XP_623484.1
OG0003846	XP_012142325.1	XP_624950.1
OG0003847	XP_012145279.1	XP_026297458.1
OG0003848	XP_003707354.1	XP_624984.1
OG0003849	XP_003704315.1	XP_391949.4
OG0003850	XP_003706914.1	XP_006566172.1
OG0003851	XP_012143144.1	XP_016771349.1, XP_001121248.1
OG0003852	XP_003701819.1	XP_395353.1
OG0003853	XP_003704348.1	XP_393926.4
OG0003854	XP_003700678.1	XP_016770906.1
OG0003855	XP_003700024.1	XP_003249923.1
OG0003856	XP_003699633.1	XP_624537.1
OG0003857	XP_012141225.1	XP_001121946.2
OG0003858	XP_012136385.1, XP_012136386.1	XP_394280.3, XP_016773614.1
OG0003859	XP_003703262.1	XP_395938.2
OG0003860	XP_012138263.1	XP_006568215.3
OG0003861	XP_003700140.1	XP_394767.3
OG0003862	XP_003707837.1	XP_395132.2, XP_006570001.1
OG0003863	XP_012143578.1, XP_003704593.1	XP_006572417.1
OG0003864	XP_003703254.1	XP_394619.1
OG0003865	XP_003708661.1	XP_006563431.1, XP_016772130.1
OG0003866	XP_003705333.1	XP_623300.2
OG0003867	XP_003703273.1	XP_394616.1
OG0003868	XP_003706851.1	XP_026299091.1
OG0003869	XP_003700262.1	XP_006559928.1
OG0003870	XP_003701492.1, XP_012136406.1, XP_012136405.1	XP_392194.2
OG0003871	XP_012153854.1	XP_016772927.1
OG0003872	XP_003707534.1	XP_623706.1
OG0003873	XP_012147981.1, XP_012147979.1	XP_016771656.2, XP_006571593.2
OG0003874	XP_012139180.1, XP_003702633.1	XP_624826.3
OG0003875	XP_003703451.1	XP_006559886.1
OG0003876	XP_012146738.1, XP_012146737.1	XP_026297224.1
OG0003877	XP_003703154.1	XP_393936.4
OG0003878	XP_012147897.1	XP_006566652.1
OG0003879	XP_003707550.1	XP_394976.4
OG0003880	XP_003704002.2	XP_006566840.1
OG0003881	XP_003702646.1	XP_016767737.2
OG0003882	XP_012147066.1, XP_003699901.1	XP_026295283.1
OG0003883	XP_012135856.1	XP_394752.3
OG0003884	XP_003701870.1	XP_026296821.1
OG0003885	XP_003700813.2	XP_001122506.2
OG0003886	XP_003703823.1	XP_006571389.1
OG0003887	XP_012152382.1	XP_026295657.1
OG0003888	XP_012147633.1, XP_012147632.1	NP_001013379.1
OG0003889	XP_003699897.1	XP_392296.4
OG0003890	XP_012140295.1	XP_624608.3
OG0003891	XP_003699602.2	XP_001120689.2
OG0003892	XP_003702992.1	XP_395757.3
OG0003893	XP_003707161.1	XP_393850.2
OG0003894	XP_012148763.1	XP_016772854.2
OG0003895	XP_012146620.1	XP_006561304.2
OG0003896	XP_003701991.1	XP_623816.1
OG0003897	XP_012139131.1, XP_003699530.1	XP_624279.3
OG0003898	XP_003702523.1	NP_001229364.1, XP_006571766.1
OG0003899	XP_003705474.1	XP_391994.1
OG0003900	XP_003703602.2	XP_625095.1
OG0003901	XP_003703760.1	XP_001122939.2
OG0003902	XP_012144518.1	XP_026300039.1
OG0003903	XP_012143312.1	XP_006572010.1
OG0003904	XP_003704049.1	XP_623919.1
OG0003905	XP_012154567.1, XP_003700584.1, XP_012154570.1, XP_012154568.1	XP_623724.3
OG0003906	XP_003708449.1	XP_026295801.1
OG0003907	XP_012149065.1	XP_026299247.1
OG0003908	XP_012140839.1	XP_623366.2
OG0003909	XP_003706451.1	XP_001121788.2
OG0003910	XP_003701944.2	XP_397392.5
OG0003911	XP_012144692.1	XP_006565670.1
OG0003912	XP_012135851.1	XP_016769191.1, XP_006564718.1
OG0003913	XP_012149247.1, XP_003706901.1	XP_006566101.1
OG0003914	XP_003705440.1	XP_396724.2
OG0003915	XP_003702109.1	XP_006568346.2
OG0003916	XP_003706442.1	XP_396999.5, XP_006571077.2
OG0003917	XP_012140042.1	XP_006561985.2
OG0003918	XP_012140726.1	XP_623795.2
OG0003919	XP_003706845.1	XP_392644.3
OG0003920	XP_003702387.1	XP_026297002.1
OG0003921	XP_003700822.2	XP_006567209.1
OG0003922	XP_003708055.1	XP_001120842.5
OG0003923	XP_012136728.1, XP_012136729.1	XP_006569041.1
OG0003924	XP_012140102.1	XP_003251071.2
OG0003925	XP_003707136.1	XP_006557271.1, XP_392926.1
OG0003926	XP_012144395.1	XP_001120669.2
OG0003927	XP_003704409.1	XP_026300356.1, XP_395996.1
OG0003928	XP_003700368.1	XP_623864.3
OG0003929	XP_012147067.1	XP_006571697.2
OG0003931	XP_003703308.1	XP_006565397.1
OG0003932	XP_012150746.1	XP_003251065.2
OG0003933	XP_003705822.1, XP_012146724.1	XP_625023.1
OG0003934	XP_003705699.1	XP_395260.2
OG0003935	XP_003706904.1	XP_623050.1
OG0003936	XP_003706508.1	NP_001011575.1, XP_026296304.1
OG0003937	XP_003700254.1	XP_026302113.1
OG0003938	XP_012143785.1	XP_016772502.2
OG0003939	XP_012143171.1, XP_003704446.1	XP_026296207.1, XP_624867.2
OG0003940	XP_003699619.1	XP_016772141.2, XP_003249733.2
OG0003941	XP_003708651.1	XP_001122466.1
OG0003942	XP_012136698.1	XP_016773505.1
OG0003943	XP_003702648.2, XP_012139115.1	XP_396003.4
OG0003944	XP_012146125.1, XP_003705658.1	XP_001122977.1
OG0003945	XP_003708375.1, XP_012152722.1	XP_026299501.1
OG0003946	XP_012137534.1	XP_396925.4
OG0003947	XP_012137635.1	XP_006569738.2
OG0003948	XP_003702705.1	NP_001153520.1
OG0003951	XP_003701134.1	XP_026298008.1
OG0003952	XP_003701778.1	XP_006564407.1
OG0003953	XP_003702580.1	XP_395069.2
OG0003954	XP_003702568.1	XP_623055.1
OG0003955	XP_003701330.1	XP_026300272.1
OG0003956	XP_012142100.1	XP_623316.3
OG0003957	XP_003704175.1	XP_391960.2
OG0003958	XP_003704735.1	XP_003250270.2
OG0003959	XP_012153105.1	XP_026299487.1
OG0003960	XP_003700369.1	XP_026296448.1
OG0003961	XP_012144868.1	XP_026298140.1
OG0003962	XP_003702346.1	XP_006568235.1
OG0003963	XP_003706902.2	XP_393688.2
OG0003964	XP_003706837.1	XP_026298966.1
OG0003965	XP_003708476.1	XP_016773035.2
OG0003966	XP_003704104.1	XP_624988.3
OG0003968	XP_003700354.1	XP_395839.1
OG0003969	XP_003701672.1	XP_393560.4
OG0003970	XP_003705231.1, XP_012145141.1	XP_026296881.1
OG0003971	XP_012142732.1, XP_003704425.1	XP_003249677.2
OG0003972	XP_003700352.1	XP_006562207.1
OG0003973	XP_012150411.1	XP_006559685.1
OG0003974	XP_003700992.1	XP_003250386.3
OG0003975	XP_012146078.1	XP_392161.2
OG0003976	XP_012149913.1	XP_624702.2
OG0003977	XP_003702282.1	XP_001121344.2
OG0003978	XP_012144420.1	XP_392894.1
OG0003979	XP_003704573.1	XP_395117.4
OG0003980	XP_003699230.1	XP_006570470.2
OG0003981	XP_003708590.1	XP_016772168.2
OG0003982	XP_003699510.1	XP_393800.5
OG0003983	XP_003702407.1	XP_016768590.1
OG0003984	XP_012138440.1	XP_003249151.1
OG0003985	XP_012145396.1, XP_012145394.1	XP_392051.1
OG0003986	XP_003706246.1	XP_016769188.1
OG0003987	XP_003705045.1	XP_016771049.1
OG0003988	XP_012145626.1	XP_026296755.1
OG0003989	XP_003704283.1	XP_006568106.1
OG0003990	XP_012140561.1	XP_006565999.1
