Ob_GeneID,Dm_GeneID
LOC114879338,FBgn0037239
LOC114879339,FBgn0036135
LOC114879337,FBgn0002941
LOC114879327,FBgn0264005
LOC114879320,FBgn0038519
LOC114879316,FBgn0038872
LOC114879319,FBgn0039044
LOC114879318,FBgn0085404
LOC114879318,FBgn0039038
LOC114879321,FBgn0035181
LOC114879315,FBgn0037583
LOC114879315,FBgn0263143
LOC114879353,FBgn0015513
LOC114879358,FBgn0038224
LOC114879357,FBgn0035964
LOC114879354,FBgn0037655
LOC114879328,FBgn0050410
LOC114879364,FBgn0039007
LOC114879359,FBgn0001247
LOC114879361,FBgn0250753
LOC114879360,FBgn0021750
LOC114879362,FBgn0021944
LOC114879323,FBgn0030466
LOC114879325,FBgn0037241
LOC114879324,FBgn0262955
LOC114879329,FBgn0051028
LOC114879331,FBgn0002773
LOC114879330,FBgn0039751
LOC114879379,FBgn0052815
LOC114879376,FBgn0023537
LOC114879393,FBgn0015372
LOC114879378,FBgn0040384
LOC114879392,FBgn0031263
LOC114879384,FBgn0260945
LOC114879389,FBgn0010531
LOC114879382,FBgn0011836
LOC114879388,FBgn0024371
LOC114879387,FBgn0037539
LOC114879385,FBgn0034485
LOC114879377,FBgn0032250
LOC114879375,FBgn0030801
LOC114879374,FBgn0030802
LOC114879368,FBgn0034087
LOC114879372,FBgn0033994
LOC114879369,FBgn0262740
LOC114879373,FBgn0014163
LOC114879367,FBgn0035914
LOC114879396,FBgn0039066
LOC114879402,FBgn0041150
LOC114879402,FBgn0031649
LOC114879395,FBgn0000028
LOC114879397,FBgn0261065
LOC114879400,FBgn0002905
LOC114879405,FBgn0020248
LOC114879425,FBgn0036838
LOC114879426,FBgn0032337
LOC114879442,FBgn0286075
LOC114879445,FBgn0035282
LOC114879443,FBgn0027617
LOC114879444,FBgn0030528
LOC114879441,FBgn0261675
LOC114879441,FBgn0024320
LOC114879414,FBgn0028476
LOC114879413,FBgn0037114
LOC114879413,FBgn0033600
LOC114879413,FBgn0033598
LOC114879413,FBgn0033601
LOC114879413,FBgn0025578
LOC114879413,FBgn0042119
LOC114879413,FBgn0020641
LOC114879413,FBgn0020642
LOC114879413,FBgn0020637
LOC114879413,FBgn0020638
LOC114879413,FBgn0086611
LOC114879413,FBgn0020637
LOC114879413,FBgn0020638
LOC114879413,FBgn0020640
LOC114879413,FBgn0020639
LOC114879413,FBgn0086900
LOC114879413,FBgn0042118
LOC114879413,FBgn0086900
LOC114879413,FBgn0042118
LOC114879413,FBgn0020644
LOC114879413,FBgn0020643
LOC114879413,FBgn0020644
LOC114879413,FBgn0020643
LOC114879413,FBgn0020645
LOC114879413,FBgn0052405
LOC114879413,FBgn0052404
LOC114879413,FBgn0020765
LOC114879418,FBgn0037114
LOC114879418,FBgn0033600
LOC114879418,FBgn0033598
LOC114879418,FBgn0033601
LOC114879418,FBgn0025578
LOC114879418,FBgn0042119
LOC114879418,FBgn0020641
LOC114879418,FBgn0020642
LOC114879418,FBgn0020637
LOC114879418,FBgn0020638
LOC114879418,FBgn0086611
LOC114879418,FBgn0020637
LOC114879418,FBgn0020638
LOC114879418,FBgn0020640
LOC114879418,FBgn0020639
LOC114879418,FBgn0086900
LOC114879418,FBgn0042118
LOC114879418,FBgn0086900
LOC114879418,FBgn0042118
LOC114879418,FBgn0020644
LOC114879418,FBgn0020643
LOC114879418,FBgn0020644
LOC114879418,FBgn0020643
LOC114879418,FBgn0020645
LOC114879418,FBgn0052405
LOC114879418,FBgn0052404
LOC114879418,FBgn0020765
LOC114879423,FBgn0037114
LOC114879423,FBgn0033600
LOC114879423,FBgn0033598
LOC114879423,FBgn0033601
LOC114879423,FBgn0025578
LOC114879423,FBgn0042119
LOC114879423,FBgn0020641
LOC114879423,FBgn0020642
LOC114879423,FBgn0020637
LOC114879423,FBgn0020638
LOC114879423,FBgn0086611
LOC114879423,FBgn0020637
LOC114879423,FBgn0020638
LOC114879423,FBgn0020640
LOC114879423,FBgn0020639
LOC114879423,FBgn0086900
LOC114879423,FBgn0042118
LOC114879423,FBgn0086900
LOC114879423,FBgn0042118
LOC114879423,FBgn0020644
LOC114879423,FBgn0020643
LOC114879423,FBgn0020644
LOC114879423,FBgn0020643
LOC114879423,FBgn0020645
LOC114879423,FBgn0052405
LOC114879423,FBgn0052404
LOC114879423,FBgn0020765
LOC114879436,FBgn0027296
LOC114879440,FBgn0039869
LOC114879437,FBgn0039870
LOC114879433,FBgn0023527
LOC114879434,FBgn0037980
LOC114879439,FBgn0034894
LOC114879438,FBgn0015000
LOC114879428,FBgn0263603
LOC114879432,FBgn0003943
LOC114879427,FBgn0033845
LOC114879411,FBgn0030882
LOC114879411,FBgn0052495
LOC114879411,FBgn0030882
LOC114879411,FBgn0052495
LOC114879409,FBgn0030230
LOC114879410,FBgn0023512
LOC114879421,FBgn0287234
LOC114879420,FBgn0086445
LOC114879457,FBgn0034940
LOC114879465,FBgn0051155
LOC114879458,FBgn0051216
LOC114879466,FBgn0041094
LOC114879466,FBgn0036165
LOC114879469,FBgn0036663
LOC114879449,FBgn0259212
LOC114879452,FBgn0033806
LOC114879467,FBgn0025712
LOC114879459,FBgn0035251
LOC114879461,FBgn0035272
LOC114879460,FBgn0037543
LOC114879451,FBgn0030286
LOC114879462,FBgn0030931
LOC114879453,FBgn0030358
LOC114879463,FBgn0030357
LOC114879455,FBgn0035533
LOC114879489,FBgn0033564
LOC114879486,FBgn0031696
LOC114879486,FBgn0263855
LOC114879488,FBgn0052318
LOC114879488,FBgn0004378
LOC114879482,FBgn0033995
LOC114879480,FBgn0027588
LOC114879478,FBgn0032683
LOC114879481,FBgn0028704
LOC114879474,FBgn0034537
LOC114879476,FBgn0083983
LOC114879471,FBgn0010341
LOC114879473,FBgn0264502
LOC114879490,FBgn0036899
LOC114879490,FBgn0039013
LOC114879510,FBgn0030739
LOC114879506,FBgn0035283
LOC114879505,FBgn0028862
LOC114879505,FBgn0033427
LOC114879504,FBgn0036101
LOC114879508,FBgn0032378
LOC114879507,FBgn0032671
LOC114879511,FBgn0037021
LOC114879498,FBgn0003334
LOC114879499,FBgn0037843
LOC114879497,FBgn0051635
LOC114879494,FBgn0024941
LOC114879493,FBgn0033028
LOC114879496,FBgn0003206
LOC114879509,FBgn0039923
LOC114879513,FBgn0017578
LOC114879502,FBgn0004897
LOC114879502,FBgn0004898
LOC114879503,FBgn0033781
LOC114879500,FBgn0033661
LOC114879517,FBgn0032703
LOC114879515,FBgn0032700
LOC114879516,FBgn0026319
LOC114879518,FBgn0261976
LOC114879524,FBgn0261976
LOC114879522,FBgn0026319
LOC114879521,FBgn0032700
LOC114879523,FBgn0032703
LOC114879539,FBgn0003008
LOC114879536,FBgn0025634
LOC114879538,FBgn0034918
LOC114879534,FBgn0265193
LOC114879545,FBgn0033834
LOC114879533,FBgn0260440
LOC114879542,FBgn0034360
LOC114879541,FBgn0050011
LOC114879526,FBgn0034046
LOC114879525,FBgn0039850
LOC114879525,FBgn0035044
LOC114879546,FBgn0003174
LOC114879547,FBgn0261563
LOC114879573,FBgn0260991
LOC114879579,FBgn0267449
LOC114879574,FBgn0031255
LOC114879577,FBgn0031600
LOC114879575,FBgn0052499
LOC114879578,FBgn0031505
LOC114879568,FBgn0259818
LOC114879587,FBgn0031676
LOC114879581,FBgn0031304
LOC114879582,FBgn0032397
LOC114879586,FBgn0032477
LOC114879584,FBgn0051849
LOC114879563,FBgn0003885
LOC114879563,FBgn0003884
LOC114879562,FBgn0263113
LOC114879565,FBgn0052072
LOC114879565,FBgn0036128
LOC114879564,FBgn0033558
LOC114879561,FBgn0033557
LOC114879566,FBgn0262736
LOC114879566,FBgn0028668
LOC114879566,FBgn0262513
LOC114879566,FBgn0028667
LOC114879566,FBgn0032294
LOC114879557,FBgn0036480
LOC114879559,FBgn0036481
LOC114879558,FBgn0036480
LOC114879556,FBgn0042085
LOC114879553,FBgn0029885
LOC114879551,FBgn0051133
LOC114879550,FBgn0038037
LOC114879550,FBgn0033775
LOC114879550,FBgn0015040
LOC114879550,FBgn0015039
LOC114879550,FBgn0015038
LOC114879610,FBgn0004449
LOC114879611,FBgn0030873
LOC114879589,FBgn0053094
LOC114879594,FBgn0034517
LOC114879609,FBgn0039864
LOC114879596,FBgn0037262
LOC114879602,FBgn0010269
LOC114879608,FBgn0267363
LOC114879608,FBgn0266433
LOC114879608,FBgn0266432
LOC114879604,FBgn0029897
LOC114879601,FBgn0029896
LOC114879591,FBgn0036082
LOC114879591,FBgn0017418
LOC114879592,FBgn0037679
LOC114879598,FBgn0263993
LOC114879599,FBgn0023528
LOC114879613,FBgn0051646
LOC114879614,FBgn0052808
LOC114879614,FBgn0037678
LOC114879614,FBgn0037677
LOC114879617,FBgn0034013
LOC114879618,FBgn0034013
LOC114879634,FBgn0039078
LOC114879633,FBgn0034345
LOC114879636,FBgn0034951
LOC114879635,FBgn0037516
LOC114879635,FBgn0031324
LOC114879644,FBgn0032291
LOC114879644,FBgn0032248
LOC114879629,FBgn0000617
LOC114879625,FBgn0028692
LOC114879628,FBgn0039474
LOC114879628,FBgn0039473
LOC114879628,FBgn0039472
LOC114879628,FBgn0039475
LOC114879628,FBgn0039476
LOC114879628,FBgn0039471
LOC114879628,FBgn0039470
LOC114879626,FBgn0261929
LOC114879627,FBgn0065109
LOC114879627,FBgn0065108
LOC114879637,FBgn0036519
LOC114879631,FBgn0029113
LOC114879632,FBgn0027616
LOC114879630,FBgn0010905
LOC114879621,FBgn0032345
LOC114879620,FBgn0013756
LOC114879642,FBgn0035591
LOC114879641,FBgn0003977
LOC114879638,FBgn0266696
LOC114879640,FBgn0037027
LOC114879649,FBgn0034666
LOC114879649,FBgn0042098
LOC114879649,FBgn0034661
LOC114879648,FBgn0038435
LOC114879648,FBgn0038436
LOC114879646,FBgn0051064
LOC114879679,FBgn0035724
LOC114879687,FBgn0264291
LOC114879682,FBgn0028513
LOC114879682,FBgn0010497
LOC114879682,FBgn0042126
LOC114879678,FBgn0261984
LOC114879685,FBgn0033556
LOC114879681,FBgn0086358
LOC114879684,FBgn0030529
LOC114879688,FBgn0036820
LOC114879688,FBgn0034658
LOC114879686,FBgn0036545
LOC114879671,FBgn0011640
LOC114879670,FBgn0003716
LOC114879661,FBgn0261610
LOC114879663,FBgn0036565
LOC114879662,FBgn0030631
LOC114879665,FBgn0036463
LOC114879672,FBgn0030610
LOC114879655,FBgn0029092
LOC114879651,FBgn0030581
LOC114879650,FBgn0021760
LOC114879657,FBgn0011455
LOC114879703,FBgn0030512
LOC114879711,FBgn0265726
LOC114879701,FBgn0003028
LOC114879708,FBgn0010770
LOC114879689,FBgn0039152
LOC114879704,FBgn0039151
LOC114879699,FBgn0043362
LOC114879702,FBgn0023216
LOC114879700,FBgn0037949
LOC114879709,FBgn0014023
LOC114879694,FBgn0028331
LOC114879690,FBgn0024836
LOC114879692,FBgn0264324
LOC114879696,FBgn0265274
LOC114879695,FBgn0036762
LOC114879697,FBgn0032886
LOC114879743,FBgn0024947
LOC114879738,FBgn0030410
LOC114879744,FBgn0032090
LOC114879744,FBgn0040383
LOC114879742,FBgn0036962
LOC114879745,FBgn0030196
LOC114879741,FBgn0004914
LOC114879715,FBgn0263852
LOC114879729,FBgn0025724
LOC114879731,FBgn0033918
LOC114879714,FBgn0051800
LOC114879717,FBgn0261532
LOC114879716,FBgn0020261
LOC114879728,FBgn0019929
LOC114879728,FBgn0038250
LOC114879728,FBgn0027930
LOC114879728,FBgn0037515
LOC114879728,FBgn0039798
LOC114879728,FBgn0039759
LOC114879735,FBgn0029877
LOC114879735,FBgn0034546
LOC114879734,FBgn0031036
LOC114879725,FBgn0028926
LOC114879719,FBgn0031518
LOC114879723,FBgn0023520
LOC114879722,FBgn0086384
LOC114879724,FBgn0031282
LOC114879749,FBgn0040634
LOC114879748,FBgn0031948
LOC114879748,FBgn0053116
LOC114879750,FBgn0040773
LOC114879747,FBgn0005585
LOC114879751,FBgn0033879
LOC114879753,FBgn0037972
LOC114879763,FBgn0030753
LOC114879761,FBgn0037475
LOC114879766,FBgn0261238
LOC114879768,FBgn0051248
LOC114879773,FBgn0263131
LOC114879758,FBgn0085345
LOC114879776,FBgn0041588
LOC114879788,FBgn0260400
LOC114879788,FBgn0086675
LOC114879788,FBgn0010263
LOC114879786,FBgn0051019
LOC114879785,FBgn0031318
LOC114879785,FBgn0031319
LOC114879791,FBgn0039625
LOC114879787,FBgn0025186
LOC114879784,FBgn0034691
LOC114879790,FBgn0001104
LOC114879783,FBgn0005390
LOC114879792,FBgn0032640
LOC114879804,FBgn0014020
LOC114879800,FBgn0037850
LOC114879800,FBgn0033663
LOC114879798,FBgn0020764
LOC114879796,FBgn0001259
LOC114879799,FBgn0001086
LOC114879797,FBgn0031952
LOC114879801,FBgn0004957
LOC114879814,FBgn0037716
LOC114879812,FBgn0010409
LOC114879806,FBgn0025800
LOC114879813,FBgn0261789
LOC114879810,FBgn0050382
LOC114879810,FBgn0263121
LOC114879810,FBgn0050382
LOC114879810,FBgn0263121
LOC114879805,FBgn0260935
LOC114879811,FBgn0037383
LOC114879808,FBgn0038922
LOC114879780,FBgn0038373
LOC114879780,FBgn0038043
LOC114879779,FBgn0264694
LOC114879845,FBgn0024804
LOC114879844,FBgn0031728
LOC114879844,FBgn0015245
LOC114879844,FBgn0011244
LOC114879844,FBgn0032525
LOC114879858,FBgn0036334
LOC114879858,FBgn0038200
LOC114879857,FBgn0029755
LOC114879830,FBgn0039331
LOC114879830,FBgn0039909
LOC114879836,FBgn0010435
LOC114879838,FBgn0035091
LOC114879839,FBgn0031047
LOC114879839,FBgn0032089
LOC114879835,FBgn0029950
LOC114879835,FBgn0250757
LOC114879835,FBgn0037895
LOC114879841,FBgn0032682
LOC114879834,FBgn0036282
LOC114879840,FBgn0022959
LOC114879817,FBgn0287225
LOC114879821,FBgn0037236
LOC114879822,FBgn0017581
LOC114879820,FBgn0034307
LOC114879823,FBgn0036849
LOC114879828,FBgn0052801
LOC114879843,FBgn0038269
LOC114879819,FBgn0259734
LOC114879826,FBgn0037728
LOC114879825,FBgn0086355
LOC114879827,FBgn0036335
LOC114879854,FBgn0030710
LOC114879856,FBgn0004855
LOC114879853,FBgn0036306
LOC114879855,FBgn0032407
LOC114879848,FBgn0031451
LOC114879848,FBgn0250906
LOC114879847,FBgn0039908
LOC114879850,FBgn0043783
LOC114879850,FBgn0032372
LOC114879850,FBgn0030525
LOC114879850,FBgn0052445
LOC114879850,FBgn0035679
LOC114879852,FBgn0032955
LOC114879816,FBgn0038640
LOC114879869,FBgn0086677
LOC114879874,FBgn0020376
LOC114879874,FBgn0020377
LOC114879874,FBgn0014033
LOC114879874,FBgn0031547
LOC114879863,FBgn0040629
LOC114879863,FBgn0039235
LOC114879863,FBgn0040628
LOC114879863,FBgn0039838
LOC114879863,FBgn0038956
LOC114879863,FBgn0039486
LOC114879861,FBgn0031752
LOC114879864,FBgn0004132
LOC114879866,FBgn0261858
LOC114879859,FBgn0033369
LOC114879859,FBgn0038531
LOC114879867,FBgn0032997
LOC114879868,FBgn0039537
LOC114879877,FBgn0039357
LOC114879876,FBgn0025686
LOC114879883,FBgn0015591
LOC114879879,FBgn0032462
LOC114879875,FBgn0008635
LOC114879872,FBgn0031906
LOC114879873,FBgn0052441
LOC114879887,FBgn0050417
LOC114879892,FBgn0032021
LOC114879895,FBgn0032895
LOC114879895,FBgn0051676
LOC114879894,FBgn0031959
LOC114879898,FBgn0085370
LOC114879912,FBgn0036044
LOC114879901,FBgn0051760
LOC114879905,FBgn0086695
LOC114879899,FBgn0013272
LOC114879902,FBgn0263231
LOC114879910,FBgn0031684
LOC114879908,FBgn0037603
LOC114879907,FBgn0031683
LOC114879911,FBgn0002593
LOC114879897,FBgn0038016
LOC114879884,FBgn0010909
LOC114879885,FBgn0039617
LOC114879935,FBgn0015765
LOC114879935,FBgn0267339
LOC114879935,FBgn0024846
LOC114879916,FBgn0030745
LOC114879923,FBgn0034958
LOC114879922,FBgn0266918
LOC114879921,FBgn0034568
LOC114879918,FBgn0052238
LOC114879920,FBgn0036799
LOC114879919,FBgn0035335
LOC114879924,FBgn0035192
LOC114879927,FBgn0035193
LOC114879940,FBgn0040363
LOC114879940,FBgn0030443
LOC114879940,FBgn0040397
LOC114879939,FBgn0026401
LOC114879931,FBgn0264075
LOC114879932,FBgn0032051
LOC114879941,FBgn0004167
LOC114879945,FBgn0052350
LOC114879944,FBgn0267337
LOC114879944,FBgn0010768
LOC114879948,FBgn0037345
LOC114879952,FBgn0028408
LOC114879959,FBgn0259110
LOC114879962,FBgn0029949
LOC114879962,FBgn0039694
LOC114879962,FBgn0035228
LOC114879963,FBgn0038438
LOC114879964,FBgn0032297
LOC114879960,FBgn0025463
LOC114879957,FBgn0284408
LOC114879958,FBgn0036336
LOC114879951,FBgn0032681
LOC114879950,FBgn0031052
LOC114879953,FBgn0266668
LOC114879954,FBgn0032870
LOC114879975,FBgn0010621
LOC114879974,FBgn0261397
LOC114879977,FBgn0035099
LOC114879977,FBgn0052320
LOC114879976,FBgn0034364
LOC114879972,FBgn0002936
LOC114879973,FBgn0029804
LOC114879973,FBgn0259149
LOC114879973,FBgn0029807
LOC114879970,FBgn0263234
LOC114879970,FBgn0263235
LOC114879970,FBgn0038595
LOC114879970,FBgn0053127
LOC114879970,FBgn0031249
LOC114879970,FBgn0031248
LOC114879982,FBgn0263234
LOC114879982,FBgn0263235
LOC114879982,FBgn0038595
LOC114879982,FBgn0053127
LOC114879982,FBgn0031249
LOC114879982,FBgn0031248
LOC114879967,FBgn0263234
LOC114879967,FBgn0263235
LOC114879967,FBgn0038595
LOC114879967,FBgn0053127
LOC114879967,FBgn0031249
LOC114879967,FBgn0031248
LOC114879969,FBgn0263234
LOC114879969,FBgn0263235
LOC114879969,FBgn0038595
LOC114879969,FBgn0053127
LOC114879969,FBgn0031249
LOC114879969,FBgn0031248
LOC114879968,FBgn0263234
LOC114879968,FBgn0263235
LOC114879968,FBgn0038595
LOC114879968,FBgn0053127
LOC114879968,FBgn0031249
LOC114879968,FBgn0031248
LOC114879966,FBgn0030815
LOC114879978,FBgn0000244
LOC114880002,FBgn0053306
LOC114880002,FBgn0028920
LOC114879987,FBgn0010549
LOC114879987,FBgn0051792
LOC114879987,FBgn0032026
LOC114879987,FBgn0038740
LOC114879987,FBgn0051793
LOC114879987,FBgn0032908
LOC114879987,FBgn0263316
LOC114879987,FBgn0034612
LOC114879987,FBgn0039645
LOC114879987,FBgn0039644
LOC114879987,FBgn0039207
LOC114879983,FBgn0052055
LOC114879983,FBgn0036040
LOC114879983,FBgn0034602
LOC114879985,FBgn0085468
LOC114879984,FBgn0030759
LOC114879989,FBgn0263005
LOC114879992,FBgn0033166
LOC114879991,FBgn0028436
LOC114879990,FBgn0037186
LOC114879994,FBgn0037185
LOC114880003,FBgn0034498
LOC114880005,FBgn0028695
LOC114879996,FBgn0031260
LOC114879998,FBgn0032596
LOC114879998,FBgn0031443
LOC114879998,FBgn0031442
LOC114880008,FBgn0261803
LOC114880009,FBgn0259927
LOC114880010,FBgn0035010
LOC114880013,FBgn0262636
LOC114880011,FBgn0032287
LOC114880045,FBgn0037028
LOC114880027,FBgn0035586
LOC114880026,FBgn0029941
LOC114880019,FBgn0036571
LOC114880032,FBgn0054001
LOC114880033,FBgn0000426
LOC114880031,FBgn0037809
LOC114880034,FBgn0266195
LOC114880022,FBgn0016070
LOC114880024,FBgn0026749
LOC114880029,FBgn0024251
LOC114880028,FBgn0000377
LOC114880038,FBgn0030400
LOC114880043,FBgn0030480
LOC114880040,FBgn0025626
LOC114880036,FBgn0030320
LOC114880041,FBgn0052732
LOC114880016,FBgn0260004
LOC114880058,FBgn0028475
LOC114880100,FBgn0039469
LOC114880100,FBgn0033658
LOC114880097,FBgn0035064
LOC114880099,FBgn0039233
LOC114880098,FBgn0260960
LOC114880053,FBgn0030311
LOC114880055,FBgn0022960
LOC114880054,FBgn0033460
LOC114880061,FBgn0028496
LOC114880063,FBgn0020389
LOC114880066,FBgn0035624
LOC114880064,FBgn0026261
LOC114880068,FBgn0261260
LOC114880089,FBgn0045866
LOC114880070,FBgn0037751
LOC114880093,FBgn0051360
LOC114880086,FBgn0052262
LOC114880086,FBgn0052263
LOC114880092,FBgn0030616
LOC114880074,FBgn0034029
LOC114880073,FBgn0031832
LOC114880076,FBgn0033315
LOC114880085,FBgn0032516
LOC114880088,FBgn0260858
LOC114880075,FBgn0019957
LOC114880077,FBgn0037019
LOC114880079,FBgn0024920
LOC114880087,FBgn0030838
LOC114880071,FBgn0031086
LOC114880071,FBgn0021738
LOC114880083,FBgn0037102
LOC114880091,FBgn0086447
LOC114880081,FBgn0004867
LOC114880049,FBgn0028497
LOC114880052,FBgn0034231
LOC114880050,FBgn0264077
LOC114880050,FBgn0030377
LOC114880050,FBgn0015622
LOC114880103,FBgn0024365
LOC114880119,FBgn0034053
LOC114880120,FBgn0031082
LOC114880120,FBgn0035989
LOC114880123,FBgn0051717
LOC114880122,FBgn0036213
LOC114880117,FBgn0029798
LOC114880121,FBgn0031717
LOC114880116,FBgn0051974
LOC114880116,FBgn0051975
LOC114880104,FBgn0030991
LOC114880115,FBgn0030509
LOC114880115,FBgn0030485
LOC114880105,FBgn0029688
LOC114880106,FBgn0052191
LOC114880106,FBgn0036765
LOC114880106,FBgn0036768
LOC114880107,FBgn0034214
LOC114880127,FBgn0261239
LOC114880146,FBgn0004106
LOC114880145,FBgn0030648
LOC114880143,FBgn0035710
LOC114880142,FBgn0026573
LOC114880144,FBgn0031690
LOC114880130,FBgn0029903
LOC114880132,FBgn0037976
LOC114880137,FBgn0039381
LOC114880140,FBgn0028708
LOC114880134,FBgn0287184
LOC114880136,FBgn0283712
LOC114880149,FBgn0038629
LOC114880152,FBgn0039849
LOC114880151,FBgn0082582
LOC114880166,FBgn0038183
LOC114880177,FBgn0038271
LOC114880181,FBgn0259482
LOC114880179,FBgn0284252
LOC114880178,FBgn0031634
LOC114880164,FBgn0004514
LOC114880158,FBgn0037146
LOC114880160,FBgn0036733
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
LOC114880162,FBgn0053896
LOC114880162,FBgn0053884
LOC114880162,FBgn0053882
LOC114880162,FBgn0053892
LOC114880162,FBgn0053894
LOC114880162,FBgn0053868
LOC114880162,FBgn0061209
LOC114880162,FBgn0053886
LOC114880162,FBgn0053910
LOC114880162,FBgn0053902
LOC114880162,FBgn0053904
LOC114880162,FBgn0053874
LOC114880162,FBgn0053880
LOC114880162,FBgn0053870
LOC114880162,FBgn0053908
LOC114880162,FBgn0053878
LOC114880162,FBgn0053888
LOC114880162,FBgn0053890
LOC114880162,FBgn0053898
LOC114880162,FBgn0053872
LOC114880162,FBgn0053906
LOC114880162,FBgn0053900
LOC114880162,FBgn0053876
