ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
575	"LOC114871907"	NA	chrOU015504.1	+	16848618	16850456	16848618	16849848	16849926	16850456
576	"LOC114880516"	NA	chrOU015509.1	-	8972475	8973296	8972475	8972659	8972752	8973296
577	"LOC114880516"	NA	chrOU015509.1	-	8972475	8973296	8972475	8972659	8972889	8973296
578	"LOC114880516"	NA	chrOU015509.1	-	8972475	8973296	8972475	8972659	8973057	8973296
579	"LOC114879158"	NA	chrOU015505.1	-	5221159	5223789	5221159	5222883	5222957	5223789
580	"LOC114879158"	NA	chrOU015505.1	-	5221159	5223789	5221159	5222883	5223261	5223789
581	"LOC114882305"	NA	chrCAJRAL010000285.1	+	392780	393087	392780	392928	393019	393087
582	"LOC114870903"	NA	chrOU015504.1	+	13994453	13994754	13994453	13994639	13994702	13994754
583	"LOC114871146"	NA	chrOU015508.1	-	1726733	1727290	1726733	1727038	1727104	1727290
584	"LOC114878461"	NA	chrOU015505.1	+	6871405	6871707	6871405	6871544	6871601	6871707
585	"LOC114881494"	NA	chrOU015509.1	+	11806878	11807582	11806878	11806929	11807238	11807582
586	"LOC114881494"	NA	chrOU015509.1	+	11806878	11807582	11806878	11807188	11807238	11807582
587	"LOC114881494"	NA	chrOU015509.1	+	11808287	11809012	11808287	11808519	11808633	11809012
588	"LOC114872577"	NA	chrOU015516.1	+	5668831	5671124	5668831	5669027	5669138	5671124
589	"LOC114880307"	NA	chrOU015505.1	+	673518	674247	673518	673700	674031	674247
590	"LOC114880307"	NA	chrOU015505.1	+	673518	674247	673518	673915	674031	674247
591	"LOC114880307"	NA	chrOU015505.1	+	674340	675038	674340	674568	674643	675038
592	"LOC114871508"	NA	chrOU015519.1	-	4450188	4452339	4450188	4452180	4452252	4452339
593	"LOC114876274"	NA	chrOU015513.1	-	8395230	8396678	8395230	8395673	8395742	8396678
594	"LOC114876274"	NA	chrOU015513.1	-	8400581	8403392	8400581	8402845	8403176	8403392
595	"LOC114871994"	NA	chrOU015506.1	+	7291764	7293596	7291764	7292163	7293261	7293596
596	"LOC114877164"	NA	chrOU015505.1	-	13250407	13255171	13250407	13251306	13251373	13255171
597	"LOC114875487"	NA	chrOU015507.1	-	10786647	10787099	10786647	10786857	10786917	10787099
598	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12130761	12130925	12131369
599	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12130872	12130925	12131369
600	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12130872	12130977	12131369
601	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12131072	12131145	12131369
602	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12131072	12131208	12131369
603	"LOC114880786"	NA	chrOU015505.1	+	12132770	12133344	12132770	12132948	12133111	12133344
604	"LOC114880786"	NA	chrOU015505.1	+	12132770	12133344	12132770	12133018	12133111	12133344
605	"LOC114879298"	NA	chrOU015517.1	+	1269787	1271699	1269787	1270127	1271020	1271699
606	"LOC114876139"	NA	chrOU015504.1	+	15438275	15440284	15438275	15439359	15439548	15440284
607	"LOC114876139"	NA	chrOU015504.1	+	15440500	15441144	15440500	15440931	15441043	15441144
608	"LOC114876139"	NA	chrOU015504.1	+	15440500	15441144	15440500	15440972	15441043	15441144
609	"LOC114878776"	NA	chrOU015516.1	-	3000211	3001122	3000211	3000759	3000898	3001122
610	"LOC114878776"	NA	chrOU015516.1	-	3000211	3001122	3000211	3000759	3000904	3001122
611	"LOC114876166"	NA	chrOU015504.1	+	15481837	15482555	15481837	15482255	15482321	15482555
612	"LOC114871862"	NA	chrOU015504.1	-	16017565	16021693	16017565	16019108	16021629	16021693
613	"LOC114877257"	NA	chrOU015513.1	+	5649193	5649819	5649193	5649362	5649471	5649819
614	"LOC114872744"	NA	chrOU015517.1	+	4897789	4898328	4897789	4898011	4898122	4898328
615	"LOC114872010"	NA	chrOU015506.1	+	7496499	7497007	7496499	7496754	7496829	7497007
616	"LOC114872042"	NA	chrOU015505.1	-	6781707	6782403	6781707	6781869	6781944	6782403
617	"LOC114883216"	NA	chrOU015504.1	+	14234244	14234532	14234244	14234372	14234444	14234532
618	"LOC114873770"	NA	chrOU015514.1	+	6820786	6821077	6820786	6820902	6820977	6821077
619	"LOC114873402"	NA	chrOU015513.1	-	10034922	10035473	10034922	10035179	10035242	10035473
620	"LOC114876800"	NA	chrOU015512.1	-	2181131	2181379	2181131	2181278	2181338	2181379
621	"LOC114872231"	NA	chrOU015506.1	+	5182555	5184145	5182555	5182674	5182781	5184145
622	"LOC114879544"	NA	chrOU015507.1	-	5225040	5227029	5225040	5225481	5226862	5227029
623	"LOC114880647"	NA	chrOU015506.1	+	11311100	11311484	11311100	11311292	11311422	11311484
624	"LOC114880736"	NA	chrOU015510.1	-	62527	63529	62527	62993	63463	63529
625	"LOC114880736"	NA	chrOU015510.1	-	63893	64115	63893	63974	64046	64115
626	"LOC114880736"	NA	chrOU015510.1	-	63893	64115	63893	63977	64046	64115
627	"LOC114873153"	NA	chrOU015512.1	-	685473	686259	685473	685814	685957	686259
628	"LOC114873153"	NA	chrOU015512.1	-	685473	686259	685473	685814	686140	686259
629	"LOC114881630"	NA	chrOU015513.1	+	990324	991618	990324	990745	990864	991618
630	"LOC114882392"	NA	chrCAJRAL010000285.1	-	886525	887047	886525	886809	886965	887047
631	"LOC114882394"	NA	chrOU015508.1	-	431961	432571	431961	432257	432433	432571
632	"LOC114882394"	NA	chrOU015508.1	-	431961	432571	431961	432360	432433	432571
633	"LOC114873079"	NA	chrOU015512.1	+	811400	812422	811400	811464	811573	812422
634	"LOC114877793"	NA	chrOU015505.1	+	10212138	10212671	10212138	10212401	10212525	10212671
635	"LOC114879693"	NA	chrOU015505.1	+	12593938	12594554	12593938	12594109	12594193	12594554
636	"LOC114875817"	NA	chrOU015505.1	-	13930167	13930638	13930167	13930328	13930550	13930638
637	"LOC114875817"	NA	chrOU015505.1	-	13931166	13931812	13931166	13931314	13931500	13931812
638	"LOC114876153"	NA	chrOU015504.1	-	15434531	15434929	15434531	15434723	15434789	15434929
639	"LOC114872184"	NA	chrOU015519.1	-	7799253	7800466	7799253	7800034	7800147	7800466
640	"LOC114881233"	NA	chrOU015505.1	+	651056	651692	651056	651203	651294	651692
641	"LOC114881233"	NA	chrOU015505.1	+	653485	653901	653485	653620	653792	653901
642	"LOC114881233"	NA	chrOU015505.1	+	653485	653901	653485	653704	653792	653901
643	"LOC114881094"	NA	chrCAJRAL010000425.1	+	144014	144612	144014	144311	144403	144612
644	"LOC114874801"	NA	chrOU015505.1	+	9844178	9844852	9844178	9844330	9844518	9844852
645	"LOC114874507"	NA	chrOU015509.1	+	4401861	4402888	4401861	4402602	4402749	4402888
646	"LOC114874507"	NA	chrOU015509.1	+	4405035	4405852	4405035	4405285	4405383	4405852
647	"LOC114874041"	NA	chrOU015510.1	-	682086	682910	682086	682242	682762	682910
648	"LOC114874041"	NA	chrOU015510.1	-	682086	682910	682086	682625	682762	682910
649	"LOC114874041"	NA	chrOU015510.1	-	683003	685593	683003	683137	683193	685593
650	"LOC114874041"	NA	chrOU015510.1	-	683003	685593	683003	683137	683689	685593
651	"LOC114872909"	NA	chrOU015518.1	-	733521	733973	733521	733676	733748	733973
652	"LOC114879956"	NA	chrOU015507.1	-	5720832	5722876	5720832	5721408	5722721	5722876
653	"LOC114875956"	NA	chrOU015514.1	+	5869953	5870358	5869953	5870150	5870249	5870358
654	"LOC114880028"	NA	chrOU015509.1	+	9066441	9066786	9066441	9066530	9066601	9066786
655	"LOC114877177"	NA	chrOU015505.1	-	13316176	13317620	13316176	13316492	13317477	13317620
656	"LOC114877177"	NA	chrOU015505.1	-	13318088	13318468	13318088	13318228	13318309	13318468
657	"LOC114877177"	NA	chrOU015505.1	-	13318088	13318468	13318088	13318228	13318344	13318468
658	"LOC114878320"	NA	chrOU015510.1	+	209381	210068	209381	209598	209773	210068
659	"LOC114879202"	NA	chrOU015514.1	-	9996090	9997616	9996090	9996803	9997506	9997616
660	"LOC114876070"	NA	chrOU015506.1	+	200189	200633	200189	200340	200424	200633
661	"LOC114873601"	NA	chrOU015516.1	+	9311265	9311530	9311265	9311315	9311387	9311530
662	"LOC114873939"	NA	chrOU015514.1	+	7744930	7745680	7744930	7745118	7745534	7745680
663	"LOC114872627"	NA	chrOU015506.1	-	1275208	1275713	1275208	1275406	1275484	1275713
664	"LOC114883084"	NA	chrOU015505.1	+	8766182	8766917	8766182	8766501	8766564	8766917
665	"LOC114880009"	NA	chrOU015504.1	-	4358199	4358434	4358199	4358250	4358337	4358434
666	"LOC114877944"	NA	chrOU015506.1	+	3305593	3306083	3305593	3305857	3305919	3306083
667	"LOC114872648"	NA	chrOU015506.1	-	1564160	1564559	1564160	1564199	1564269	1564559
668	"LOC114871410"	NA	chrOU015506.1	+	6202956	6204829	6202956	6204144	6204282	6204829
669	"LOC114875167"	NA	chrOU015511.1	+	5636574	5637582	5636574	5637107	5637187	5637582
670	"LOC114875167"	NA	chrOU015511.1	+	5636574	5637582	5636574	5637107	5637206	5637582
671	"LOC114880283"	NA	chrOU015516.1	+	9449353	9449949	9449353	9449437	9449511	9449949
672	"LOC114880283"	NA	chrOU015516.1	+	9449353	9449949	9449353	9449454	9449511	9449949
673	"LOC114872652"	NA	chrOU015506.1	+	1280047	1281237	1280047	1280205	1280577	1281237
674	"LOC114871826"	NA	chrOU015504.1	-	16262065	16262999	16262065	16262401	16262498	16262999
675	"LOC114871976"	NA	chrOU015509.1	-	7235911	7237330	7235911	7237070	7237228	7237330
676	"LOC114881035"	NA	chrOU015511.1	+	1703165	1703981	1703165	1703667	1703774	1703981
677	"LOC114879083"	NA	chrOU015516.1	-	8019153	8019929	8019153	8019273	8019342	8019929
678	"LOC114880603"	NA	chrOU015509.1	-	10378436	10378812	10378436	10378638	10378713	10378812
679	"LOC114883187"	NA	chrOU015504.1	+	14995436	14996313	14995436	14995616	14995736	14996313
680	"LOC114874715"	NA	chrOU015507.1	-	9772303	9775034	9772303	9774934	9774990	9775034
681	"LOC114875504"	NA	chrOU015505.1	-	3700381	3700634	3700381	3700423	3700506	3700634
682	"LOC114881868"	NA	chrOU015504.1	+	6709876	6711250	6709876	6709941	6710007	6711250
683	"LOC114881868"	NA	chrOU015504.1	+	6713549	6717011	6713549	6713693	6715949	6717011
684	"LOC114871873"	NA	chrOU015504.1	+	16533349	16533703	16533349	16533591	16533669	16533703
685	"LOC114877456"	NA	chrOU015512.1	+	545975	546406	545975	546202	546277	546406
686	"LOC114877456"	NA	chrOU015512.1	+	545975	546406	545975	546277	546346	546406
687	"LOC114877456"	NA	chrOU015512.1	+	547948	548669	547948	548137	548209	548669
688	"LOC114876165"	NA	chrOU015504.1	+	15347494	15350965	15347494	15348619	15349588	15350965
689	"LOC114876150"	NA	chrOU015504.1	-	15421908	15422299	15421908	15422032	15422113	15422299
690	"LOC114882912"	NA	chrOU015504.1	-	9319651	9319972	9319651	9319771	9319843	9319972
691	"LOC114876156"	NA	chrOU015504.1	+	15435056	15435643	15435056	15435289	15435357	15435643
692	"LOC114873246"	NA	chrOU015515.1	-	2854865	2855605	2854865	2855311	2855436	2855605
693	"LOC114876133"	NA	chrOU015504.1	+	15507892	15508879	15507892	15508310	15508403	15508879
694	"LOC114872827"	NA	chrOU015504.1	+	13349041	13349536	13349041	13349293	13349389	13349536
695	"LOC114876168"	NA	chrOU015504.1	-	15594238	15594971	15594238	15594426	15594796	15594971
696	"LOC114876168"	NA	chrOU015504.1	-	15594238	15594971	15594238	15594507	15594796	15594971
697	"LOC114876127"	NA	chrOU015504.1	-	15606419	15607781	15606419	15606683	15606803	15607781
698	"LOC114876127"	NA	chrOU015504.1	-	15606419	15607781	15606419	15606689	15606803	15607781
699	"LOC114876188"	NA	chrOU015504.1	-	15675974	15677281	15675974	15676278	15676351	15677281
700	"LOC114877191"	NA	chrOU015505.1	-	13625580	13626003	13625580	13625758	13625858	13626003
701	"LOC114874880"	NA	chrOU015509.1	-	8586692	8587063	8586692	8586904	8586978	8587063
702	"LOC114877528"	NA	chrOU015509.1	+	10078349	10081367	10078349	10080243	10081201	10081367
703	"LOC114871295"	NA	chrOU015515.1	-	3336876	3337331	3336876	3337058	3337130	3337331
704	"LOC114877801"	NA	chrOU015506.1	-	7551062	7552630	7551062	7552423	7552495	7552630
705	"LOC114880859"	NA	chrOU015511.1	-	5534563	5535267	5534563	5534688	5535110	5535267
706	"LOC114880859"	NA	chrOU015511.1	-	5534563	5535267	5534563	5534908	5535110	5535267
707	"LOC114871380"	NA	chrOU015515.1	-	4202391	4204438	4202391	4202537	4204287	4204438
708	"LOC114879924"	NA	chrOU015511.1	-	9911201	9913272	9911201	9911295	9911822	9913272
709	"LOC114879924"	NA	chrOU015511.1	-	9911201	9913272	9911201	9911295	9912079	9913272
710	"LOC114879924"	NA	chrOU015511.1	-	9911822	9913272	9911822	9911960	9912079	9913272
711	"LOC114879924"	NA	chrOU015511.1	-	9911201	9913272	9911201	9911295	9912529	9913272
712	"LOC114879924"	NA	chrOU015511.1	-	9913730	9914171	9913730	9913955	9914018	9914171
713	"LOC114879924"	NA	chrOU015511.1	-	9918314	9918630	9918314	9918441	9918510	9918630
714	"LOC114871880"	NA	chrOU015504.1	-	16431418	16435622	16431418	16432674	16433270	16435622
715	"LOC114874648"	NA	chrOU015509.1	+	3592360	3592887	3592360	3592461	3592524	3592887
716	"LOC114871905"	NA	chrOU015504.1	-	16916081	16916662	16916081	16916231	16916285	16916662
717	"LOC114880440"	NA	chrOU015508.1	+	4859763	4860075	4859763	4859882	4859953	4860075
718	"LOC114877433"	NA	chrOU015512.1	+	155126	156256	155126	155604	155809	156256
719	"LOC114877433"	NA	chrOU015512.1	+	155126	156256	155126	156097	156165	156256
720	"LOC114878214"	NA	chrOU015515.1	-	8708733	8709607	8708733	8709147	8709325	8709607
721	"LOC114880402"	NA	chrOU015505.1	-	11966336	11966796	11966336	11966563	11966638	11966796
722	"LOC114880402"	NA	chrOU015505.1	-	11966918	11968141	11966918	11967017	11967124	11968141
723	"LOC114880402"	NA	chrOU015505.1	-	11966918	11967227	11966918	11967085	11967195	11967227
724	"LOC114880402"	NA	chrOU015505.1	-	11966918	11968141	11966918	11967085	11967526	11968141
725	"LOC114880402"	NA	chrOU015505.1	-	11966918	11968141	11966918	11967227	11967526	11968141
726	"LOC114880402"	NA	chrOU015505.1	-	11966918	11968141	11966918	11967085	11967534	11968141
727	"LOC114876222"	NA	chrOU015505.1	+	1470984	1471377	1470984	1471142	1471220	1471377
728	"LOC114876256"	NA	chrOU015513.1	-	8713620	8715098	8713620	8714065	8714442	8715098
729	"LOC114880712"	NA	chrOU015517.1	-	6517160	6517506	6517160	6517305	6517384	6517506
730	"LOC114882373"	NA	chrOU015508.1	-	465099	467732	465099	466995	467073	467732
731	"LOC114882373"	NA	chrOU015508.1	-	467819	468253	467819	467938	468007	468253
732	"LOC114871063"	NA	chrOU015508.1	+	1674559	1675267	1674559	1675047	1675132	1675267
733	"LOC114873727"	NA	chrOU015511.1	-	8708793	8709258	8708793	8708984	8709182	8709258
734	"LOC114877798"	NA	chrOU015506.1	-	7619449	7621065	7619449	7620849	7620919	7621065
735	"LOC114881232"	NA	chrOU015506.1	-	11457299	11458021	11457299	11457792	11457871	11458021
736	"LOC114873036"	NA	chrOU015512.1	-	1075438	1075843	1075438	1075534	1075630	1075843
737	"LOC114873063"	NA	chrOU015509.1	-	152099	155806	152099	154676	155682	155806
738	"LOC114874143"	NA	chrOU015505.1	-	2221938	2222975	2221938	2222599	2222689	2222975
739	"LOC114878883"	NA	chrOU015505.1	+	4213171	4213984	4213171	4213486	4213675	4213984
740	"LOC114878425"	NA	chrOU015507.1	+	11502838	11503127	11502838	11502929	11502998	11503127
741	"LOC114875045"	NA	chrOU015516.1	-	3588480	3588898	3588480	3588605	3588770	3588898
742	"LOC114875045"	NA	chrOU015516.1	-	3588480	3588898	3588480	3588719	3588770	3588898
743	"LOC114874091"	NA	chrOU015505.1	+	2331229	2331656	2331229	2331401	2331484	2331656
744	"LOC114873558"	NA	chrOU015516.1	-	9196627	9197639	9196627	9196885	9196952	9197639
745	"LOC114874731"	NA	chrOU015507.1	+	9525122	9525709	9525122	9525502	9525649	9525709
746	"LOC114879674"	NA	chrOU015513.1	-	10582306	10582670	10582306	10582534	10582617	10582670
747	"LOC114879674"	NA	chrOU015513.1	-	10585089	10585430	10585089	10585214	10585323	10585430
748	"LOC114879674"	NA	chrOU015513.1	-	10585089	10585430	10585089	10585228	10585323	10585430
749	"LOC114871168"	NA	chrOU015508.1	+	2078597	2079288	2078597	2079070	2079134	2079288
750	"LOC114871168"	NA	chrOU015508.1	+	2078597	2079288	2078597	2079070	2079177	2079288
751	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280642	3279437	3279965	3280564	3280642
752	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280743	3279437	3279978	3280564	3280743
753	"LOC114877984"	NA	chrOU015506.1	-	3279437	3280743	3279437	3280040	3280564	3280743
754	"LOC114875486"	NA	chrOU015505.1	+	3383610	3384086	3383610	3383743	3383810	3384086
755	"LOC114878841"	NA	chrOU015514.1	+	8933178	8933532	8933178	8933203	8933356	8933532
756	"LOC114878841"	NA	chrOU015514.1	+	8933178	8933532	8933178	8933203	8933359	8933532
757	"LOC114872021"	NA	chrOU015505.1	-	6593320	6593890	6593320	6593460	6593643	6593890
758	"LOC114872021"	NA	chrOU015505.1	-	6593320	6593890	6593320	6593463	6593643	6593890
759	"LOC114874639"	NA	chrOU015509.1	-	3389457	3390038	3389457	3389562	3389636	3390038
760	"LOC114874639"	NA	chrOU015509.1	-	3389457	3390038	3389457	3389562	3389838	3390038
761	"LOC114878892"	NA	chrOU015509.1	+	5352454	5362430	5352454	5360674	5360738	5362430
762	"LOC114876401"	NA	chrOU015504.1	+	12486740	12487829	12486740	12486925	12487015	12487829
763	"LOC114874197"	NA	chrOU015513.1	+	9163048	9165399	9163048	9163234	9163388	9165399
764	"LOC114876064"	NA	chrOU015506.1	-	413731	414127	413731	413769	413838	414127
765	"LOC114874887"	NA	chrOU015507.1	+	11410030	11410283	11410030	11410129	11410201	11410283
766	"LOC114878021"	NA	chrOU015515.1	+	7519121	7520676	7519121	7519617	7519680	7520676
767	"LOC114878021"	NA	chrOU015515.1	+	7531917	7535524	7531917	7532090	7532231	7535524
768	"LOC114878021"	NA	chrOU015515.1	+	7531917	7535524	7531917	7535046	7535171	7535524
769	"LOC114872704"	NA	chrOU015506.1	+	1534890	1535401	1534890	1535176	1535266	1535401
770	"LOC114883211"	NA	chrOU015504.1	-	14833442	14834655	14833442	14834074	14834160	14834655
771	"LOC114875805"	NA	chrOU015505.1	+	13890113	13891261	13890113	13890652	13890814	13891261
772	"LOC114876098"	NA	chrOU015505.1	+	7452242	7457729	7452242	7452424	7457647	7457729
773	"LOC114876098"	NA	chrOU015505.1	+	7457647	7458560	7457647	7457729	7457816	7458560
774	"LOC114873928"	NA	chrOU015514.1	-	8280580	8281114	8280580	8280780	8280896	8281114
775	"LOC114873928"	NA	chrOU015514.1	-	8280580	8281114	8280580	8280837	8280896	8281114
776	"LOC114875936"	NA	chrOU015514.1	+	5703454	5705524	5703454	5703861	5703922	5705524
777	"LOC114875658"	NA	chrOU015505.1	-	7976942	7979052	7976942	7977132	7978532	7979052
778	"LOC114875658"	NA	chrOU015505.1	-	7976942	7979052	7976942	7977225	7978532	7979052
779	"LOC114875658"	NA	chrOU015505.1	-	7976942	7979052	7976942	7977457	7978532	7979052
780	"LOC114875658"	NA	chrOU015505.1	-	7976942	7979052	7976942	7977634	7978532	7979052
781	"LOC114875658"	NA	chrOU015505.1	-	7976942	7979052	7976942	7977648	7978532	7979052
782	"LOC114879552"	NA	chrOU015507.1	+	12030311	12033839	12030311	12032698	12032938	12033839
783	"LOC114879552"	NA	chrOU015507.1	+	12042870	12046002	12042870	12043664	12043736	12046002
784	"LOC114871100"	NA	chrOU015508.1	+	2242637	2243111	2242637	2242871	2242940	2243111
785	"LOC114877192"	NA	chrOU015505.1	-	13375491	13377692	13375491	13375624	13375702	13377692
786	"LOC114877192"	NA	chrOU015505.1	-	13375491	13377692	13375491	13376194	13376267	13377692
787	"LOC114877615"	NA	chrOU015515.1	+	71512	73556	71512	71750	71915	73556
788	"LOC114877615"	NA	chrOU015515.1	+	73805	74228	73805	73864	73938	74228
789	"LOC114883063"	NA	chrOU015505.1	-	9009305	9009759	9009305	9009510	9009579	9009759
790	"LOC114877904"	NA	chrOU015506.1	-	2452131	2452884	2452131	2452318	2452450	2452884
791	"LOC114877904"	NA	chrOU015506.1	-	2452131	2452884	2452131	2452318	2452739	2452884
792	"LOC114877904"	NA	chrOU015506.1	-	2452973	2453707	2452973	2453466	2453531	2453707
793	"LOC114883028"	NA	chrOU015505.1	-	9047299	9047963	9047299	9047495	9047664	9047963
794	"LOC114872578"	NA	chrOU015506.1	-	6220972	6222253	6220972	6221059	6221146	6222253
795	"LOC114875440"	NA	chrOU015504.1	+	7317687	7318420	7317687	7317825	7317972	7318420
796	"LOC114875440"	NA	chrOU015504.1	+	7317687	7318420	7317687	7317830	7317972	7318420
797	"LOC114878515"	NA	chrOU015518.1	+	4393158	4393709	4393158	4393319	4393424	4393709
798	"LOC114878515"	NA	chrOU015518.1	+	4393158	4393709	4393158	4393319	4393648	4393709
799	"LOC114872674"	NA	chrOU015506.1	+	1613977	1615622	1613977	1614059	1614335	1615622
800	"LOC114873618"	NA	chrOU015516.1	+	9366196	9367038	9366196	9366393	9366985	9367038
801	"LOC114873618"	NA	chrOU015516.1	+	9371270	9371679	9371270	9371360	9371474	9371679
802	"LOC114881152"	NA	chrOU015511.1	-	1440519	1441223	1440519	1440976	1441057	1441223
803	"LOC114875209"	NA	chrOU015507.1	-	11375176	11375894	11375176	11375360	11375531	11375894
804	"LOC114875209"	NA	chrOU015507.1	-	11375176	11375894	11375176	11375360	11375543	11375894
805	"LOC114876386"	NA	chrOU015504.1	+	12120662	12121009	12120662	12120847	12120910	12121009
806	"LOC114879610"	NA	chrOU015506.1	-	812105	814094	812105	812282	813926	814094
807	"LOC114871460"	NA	chrOU015505.1	+	11389281	11389878	11389281	11389618	11389699	11389878
808	"LOC114871460"	NA	chrOU015505.1	+	11392229	11395413	11392229	11392474	11392542	11395413
809	"LOC114875812"	NA	chrOU015505.1	-	13903288	13904343	13903288	13903362	13903895	13904343
810	"LOC114871475"	NA	chrOU015505.1	+	11661454	11662433	11661454	11661628	11662036	11662433
811	"LOC114871475"	NA	chrOU015505.1	+	11661454	11662433	11661454	11661628	11662245	11662433
812	"LOC114878344"	NA	chrOU015510.1	+	444770	445371	444770	445202	445277	445371
813	"LOC114879834"	NA	chrOU015505.1	+	12207150	12207540	12207150	12207355	12207418	12207540
814	"LOC114879834"	NA	chrOU015505.1	+	12208421	12211446	12208421	12208637	12208704	12211446
815	"LOC114871154"	NA	chrOU015508.1	-	1296516	1298850	1296516	1297689	1297776	1298850
816	"LOC114871154"	NA	chrOU015508.1	-	1296516	1298850	1296516	1298097	1298241	1298850
817	"LOC114879820"	NA	chrOU015505.1	+	12251872	12255854	12251872	12252031	12254645	12255854
818	"LOC114871229"	NA	chrOU015513.1	-	7326173	7326656	7326173	7326460	7326612	7326656
819	"LOC114871229"	NA	chrOU015513.1	-	7326874	7328013	7326874	7327026	7327162	7328013
820	"LOC114873119"	NA	chrOU015512.1	-	643818	644773	643818	644397	644466	644773
821	"LOC114878696"	NA	chrOU015505.1	-	12992166	12993717	12992166	12993393	12993469	12993717
822	"LOC114877179"	NA	chrOU015505.1	-	13328578	13329280	13328578	13328678	13328749	13329280
823	"LOC114877172"	NA	chrOU015505.1	-	13336356	13337246	13336356	13336952	13337006	13337246
824	"LOC114877172"	NA	chrOU015505.1	-	13336356	13337246	13336356	13336952	13337129	13337246
825	"LOC114875371"	NA	chrOU015510.1	+	5643116	5643596	5643116	5643494	5643568	5643596
826	"LOC114877131"	NA	chrOU015505.1	-	13543187	13544428	13543187	13543808	13543932	13544428
827	"LOC114874689"	NA	chrOU015508.1	+	6192446	6195443	6192446	6194872	6195013	6195443
828	"LOC114875610"	NA	chrOU015513.1	+	8111475	8114615	8111475	8111647	8113212	8114615
829	"LOC114875610"	NA	chrOU015513.1	+	8111475	8114615	8111475	8111647	8113452	8114615
830	"LOC114875610"	NA	chrOU015513.1	+	8111475	8114615	8111475	8113292	8113452	8114615
831	"LOC114883241"	NA	chrOU015504.1	+	13849047	13849610	13849047	13849063	13849261	13849610
832	"LOC114877189"	NA	chrOU015505.1	-	13608016	13609058	13608016	13608260	13608761	13609058
833	"LOC114877189"	NA	chrOU015505.1	-	13609129	13614552	13609129	13609189	13609308	13614552
834	"LOC114877189"	NA	chrOU015505.1	-	13609129	13614552	13609129	13609506	13609593	13614552
835	"LOC114873678"	NA	chrOU015516.1	+	8908679	8911197	8908679	8909187	8910918	8911197
836	"LOC114873678"	NA	chrOU015516.1	+	8908679	8911197	8908679	8910599	8910918	8911197
837	"LOC114875833"	NA	chrOU015505.1	+	13685991	13688796	13685991	13686772	13687084	13688796
838	"LOC114875833"	NA	chrOU015505.1	+	13685991	13688796	13685991	13686772	13687704	13688796
839	"LOC114872174"	NA	chrOU015519.1	+	7717688	7718622	7717688	7718401	7718499	7718622
840	"LOC114872174"	NA	chrOU015519.1	+	7718730	7720934	7718730	7719079	7719153	7720934
841	"LOC114872174"	NA	chrOU015519.1	+	7718730	7720934	7718730	7719616	7719705	7720934
842	"LOC114872174"	NA	chrOU015519.1	+	7718730	7720934	7718730	7719624	7719705	7720934
843	"LOC114875638"	NA	chrOU015505.1	+	8011827	8012597	8011827	8012134	8012485	8012597
844	"LOC114875835"	NA	chrOU015505.1	+	13840839	13841176	13840839	13840936	13841021	13841176
845	"LOC114875835"	NA	chrOU015505.1	+	13842676	13843671	13842676	13842758	13842849	13843671
846	"LOC114875835"	NA	chrOU015505.1	+	13842676	13843671	13842676	13843059	13843425	13843671
847	"LOC114876592"	NA	chrOU015514.1	-	8869443	8869908	8869443	8869637	8869724	8869908
848	"LOC114875065"	NA	chrOU015516.1	-	3695781	3696204	3695781	3695969	3696053	3696204
849	"LOC114878388"	NA	chrOU015510.1	-	146739	147013	146739	146890	146950	147013
850	"LOC114882155"	NA	chrOU015504.1	+	6215447	6218235	6215447	6216121	6216254	6218235
851	"LOC114882155"	NA	chrOU015504.1	+	6215447	6218235	6215447	6216121	6216421	6218235
852	"LOC114871591"	NA	chrOU015509.1	+	2608191	2608927	2608191	2608394	2608497	2608927
853	"LOC114883093"	NA	chrOU015512.1	+	4192166	4192707	4192166	4192362	4192434	4192707
854	"LOC114877130"	NA	chrOU015505.1	-	13531813	13532243	13531813	13531842	13532123	13532243
855	"LOC114873791"	NA	chrOU015514.1	-	6165866	6166206	6165866	6166004	6166122	6166206
856	"LOC114876929"	NA	chrOU015504.1	-	5242039	5245379	5242039	5243848	5245179	5245379
857	"LOC114876929"	NA	chrOU015504.1	-	5242039	5245379	5242039	5243848	5245269	5245379
858	"LOC114876929"	NA	chrOU015504.1	-	5242039	5245379	5242039	5245208	5245269	5245379
859	"LOC114871381"	NA	chrOU015515.1	+	4178818	4180165	4178818	4178970	4179822	4180165
860	"LOC114872631"	NA	chrOU015506.1	+	1677006	1679095	1677006	1677591	1677700	1679095
861	"LOC114879234"	NA	chrOU015514.1	+	9906206	9906598	9906206	9906291	9906387	9906598
862	"LOC114879234"	NA	chrOU015514.1	+	9906206	9906598	9906206	9906314	9906387	9906598
863	"LOC114879234"	NA	chrOU015514.1	+	9908024	9908565	9908024	9908254	9908361	9908565
