Orthogroup	Dufourea_novaeangliae	Aedes_aegypti
OG0002880	XP_015432583.1	XP_001653077.1, XP_021696583.1
OG0002881	XP_015430569.1	XP_001658325.1
OG0002882	XP_015436197.1	XP_021693756.1, XP_021693753.1
OG0002883	XP_015430572.1	XP_001663452.1, XP_021707516.1
OG0002884	XP_015433072.1	XP_001662256.1
OG0002885	XP_015432140.1	XP_011493321.1
OG0002886	XP_015437894.1	XP_021708202.1
OG0002887	XP_015429374.1	XP_001663823.1
OG0002888	XP_015434140.1	XP_001648870.2
OG0002889	XP_015432888.1	XP_021709395.1, XP_001661632.1
OG0002890	XP_015434643.1	XP_021709561.1
OG0002891	XP_015430418.1	XP_021711779.1, XP_001650410.2
OG0002892	XP_015435839.1	XP_001661209.1
OG0002893	XP_015437778.1	XP_001657928.1
OG0002894	XP_015434194.1	XP_021705544.1
OG0002895	XP_015433147.1	XP_001663417.2
OG0002896	XP_015433404.1	XP_011493451.1
OG0002897	XP_015438374.1	XP_021709147.1
OG0002898	XP_015431724.1	XP_001652258.1, XP_011493355.1
OG0002899	XP_015439165.1	XP_001658667.1
OG0002900	XP_015439395.1	XP_001655580.2
OG0002901	XP_015431504.1	XP_001653664.1
OG0002902	XP_015435538.1	XP_021696697.1, XP_001653611.1
OG0002903	XP_015431395.1	XP_001654849.2
OG0002904	XP_015433257.1, XP_015440129.1	XP_001652813.2
OG0002905	XP_015435758.1	XP_021692943.1, XP_021692942.1, XP_021692941.1, XP_021692940.1
OG0002906	XP_015438027.1	XP_001655255.1
OG0002907	XP_015429133.1	XP_001649231.1, XP_011493246.1
OG0002908	XP_015436161.1	XP_001648566.1
OG0002909	XP_015430744.1	XP_021713392.1, XP_021713391.1, XP_001657572.1
OG0002910	XP_015434350.1	XP_021698929.1, XP_021698927.1, XP_021698928.1, XP_021698925.1, XP_021698926.1
OG0002911	XP_015439047.1	XP_001650689.2
OG0002913	XP_015436415.1	XP_001654463.1
OG0002914	XP_015437830.1	XP_001649644.1
OG0002915	XP_015435831.1	XP_001656850.1
OG0002916	XP_015434864.1	XP_001660542.1
OG0002917	XP_015433357.1	XP_021708901.1
OG0002918	XP_015437093.1	XP_001655038.2
OG0002919	XP_015431392.1	XP_021712732.1, XP_001657254.1
OG0002920	XP_015436198.1	XP_001653121.1
OG0002922	XP_015435605.1, XP_015435607.1	XP_021695496.1
OG0002923	XP_015436783.1	XP_001649589.1
OG0002924	XP_015437375.1	XP_021694797.1
OG0002925	XP_015436600.1	XP_021700318.1, XP_021700321.1
OG0002926	XP_015436146.1	XP_021700829.1, XP_021700830.1, XP_021700827.1, XP_021700828.1, XP_021700826.1
OG0002927	XP_015435155.1	XP_001650318.1
OG0002928	XP_015436318.1	XP_021706022.1, XP_021706020.1
OG0002929	XP_015436791.1	XP_021693240.1
OG0002930	XP_015431444.1	XP_021702419.1, XP_021702420.1
OG0002931	XP_015431909.1	XP_021705805.1, XP_021705803.1
OG0002932	XP_015429160.1	XP_021694150.1
OG0002933	XP_015433341.1	XP_001662261.1
OG0002934	XP_015440008.1	XP_001655974.1
OG0002935	XP_015436950.1	XP_001653736.1
OG0002936	XP_015433211.1	XP_001656914.2
OG0002938	XP_015431228.1	XP_001663600.1
OG0002939	XP_015437308.1	XP_001654471.1
OG0002940	XP_015433873.1	XP_001655770.1, XP_001655771.1, XP_001655772.1, XP_021707063.1
OG0002941	XP_015436777.1	XP_021712016.1, XP_001652005.2
OG0002942	XP_015435799.1	XP_001654157.2
OG0002943	XP_015439577.1	XP_001656979.1
OG0002944	XP_015438507.1	XP_021699031.1, XP_001654489.1
OG0002945	XP_015440059.1	XP_021704634.1, XP_021701608.1, XP_001651497.2
OG0002946	XP_015431961.1	XP_001648943.2, XP_021708728.1, XP_021708729.1
OG0002947	XP_015434442.1	XP_001650503.2, XP_021695352.1, XP_021695353.1
OG0002949	XP_015431430.1	XP_021707785.1, XP_021707786.1
OG0002950	XP_015434861.1	XP_021710704.1
OG0002951	XP_015434113.1	XP_001662210.1, XP_021693476.1, XP_021712456.1, XP_021712457.1
OG0002952	XP_015432433.1	XP_021698924.1, XP_021694283.1
OG0002953	XP_015435500.1	XP_021702564.1
OG0002954	XP_015433930.1	XP_021713130.1, XP_021713134.1
OG0002955	XP_015433609.1	XP_021701597.1, XP_001653396.1
OG0002956	XP_015429423.1	XP_021697363.1, XP_021697364.1, XP_021697362.1
OG0002957	XP_015432403.1	XP_021696339.1
OG0002958	XP_015438829.1	XP_021694472.1
OG0002959	XP_015440381.1	XP_001648345.1
OG0002960	XP_015435001.1	XP_021699171.1, XP_021699172.1
OG0002961	XP_015434559.1	XP_001663138.2
OG0002962	XP_015434633.1	XP_021710722.1
OG0002963	XP_015432017.1	XP_021712546.1
OG0002964	XP_015430921.1	XP_001649816.2
OG0002965	XP_015440119.1	XP_021710829.1, XP_021710822.1, XP_021710843.1, XP_021710852.1, XP_021710834.1
OG0002966	XP_015439026.1	XP_001648476.1
OG0002967	XP_015437514.1	XP_001654136.1
OG0002968	XP_015436259.1	XP_001658243.1
OG0002969	XP_015428585.1	XP_021699838.1
OG0002970	XP_015434880.1	XP_001650321.1, XP_001650319.2
OG0002971	XP_015430458.1	XP_021709087.1
OG0002972	XP_015437726.1	XP_001652819.2
OG0002973	XP_015429995.1	XP_021697895.1
OG0002974	XP_015433523.1	XP_021709691.1
OG0002975	XP_015431276.1	XP_001664275.2
OG0002976	XP_015428824.1	XP_021704796.1
OG0002977	XP_015429617.1	XP_021705094.1
OG0002978	XP_015433486.1	XP_021694302.1
OG0002979	XP_015438248.1	XP_001662127.2
OG0002981	XP_015440264.1	XP_021695402.1
OG0002982	XP_015429689.1	XP_001661964.1
OG0002983	XP_015438743.1	XP_021696008.1
OG0002984	XP_015435287.1	XP_001648596.1
OG0002985	XP_015429592.1	XP_001649413.2
OG0002986	XP_015435911.1	XP_001662893.1
OG0002987	XP_015430754.1	XP_001652998.2
OG0002988	XP_015435670.1	XP_021704304.1
OG0002990	XP_015428746.1	XP_021692999.1, XP_021692995.1, XP_021693009.1
OG0002991	XP_015432161.1	XP_021704596.1
OG0002992	XP_015437460.1, XP_015437530.1	XP_021700251.1, XP_021700248.1
OG0002993	XP_015432962.1	XP_021702020.1, XP_021702016.1, XP_021702017.1
OG0002994	XP_015431750.1, XP_015431751.1	XP_001659697.2
OG0002995	XP_015434830.1	XP_001652267.1
OG0002996	XP_015430576.1	XP_001661654.2
OG0002997	XP_015440457.1	XP_001653469.1
OG0002998	XP_015438512.1	XP_001650499.1
OG0002999	XP_015438600.1	XP_021700502.1
OG0003000	XP_015434689.1, XP_015434695.1	XP_021704144.1
OG0003001	XP_015432721.1	XP_001658089.1
OG0003002	XP_015436284.1	XP_021699672.1
OG0003003	XP_015432324.1	XP_021695580.1, XP_001657712.2, XP_021695579.1, XP_021695578.1
OG0003004	XP_015433835.1	XP_001655157.2
OG0003005	XP_015439862.1	XP_001657342.1
OG0003006	XP_015439039.1	XP_001663675.1, XP_021695959.1, XP_021695958.1
OG0003007	XP_015429882.1, XP_015429884.1, XP_015429883.1	XP_021704778.1, XP_021704777.1
OG0003008	XP_015433314.1	XP_001649961.1, XP_001649960.1, XP_001657568.1
OG0003009	XP_015430901.1, XP_015430902.1	XP_021710034.1
OG0003010	XP_015437494.1	XP_021708078.1, XP_021708074.1
OG0003011	XP_015440150.1	XP_001657398.1
OG0003012	XP_015436497.1	XP_001655239.2
OG0003013	XP_015434467.1	XP_001655514.1
OG0003014	XP_015436649.1	XP_021702261.1, XP_021702258.1, XP_021702256.1, XP_021702259.1, XP_021702260.1, XP_021702257.1
OG0003015	XP_015439797.1	XP_021707890.1
OG0003016	XP_015431621.1	XP_021700099.1, XP_001661425.2
OG0003017	XP_015437762.1	XP_021709597.1
OG0003018	XP_015437116.1	XP_021702143.1
OG0003019	XP_015430522.1	XP_001662950.2
OG0003020	XP_015435797.1	XP_001660022.2
OG0003021	XP_015439814.1	XP_021713226.1, XP_001663157.1, XP_021713227.1
OG0003022	XP_015429605.1	XP_021704773.1, XP_021704771.1, XP_021704774.1
OG0003023	XP_015429310.1	XP_001654970.1
OG0003024	XP_015436462.1	XP_001653637.1
OG0003025	XP_015435873.1	XP_001656861.1
OG0003026	XP_015438345.1	XP_001649617.2
OG0003027	XP_015430575.1	XP_021711641.1
OG0003028	XP_015440031.1	XP_001650482.1
OG0003029	XP_015435355.1	XP_021701567.1, XP_021711714.1, XP_001650812.2, XP_021700541.1, XP_021700540.1
OG0003030	XP_015432886.1, XP_015432885.1	XP_021713167.1
OG0003031	XP_015436482.1	XP_001657555.2
OG0003032	XP_015437134.1	XP_021706801.1, XP_021706802.1
OG0003033	XP_015438164.1	XP_001656285.1
OG0003034	XP_015435408.1	XP_021712000.1, XP_001660556.1
OG0003035	XP_015432153.1	XP_021699692.1, XP_001663834.1
OG0003036	XP_015439037.1	XP_021710813.1, XP_021710814.1
OG0003037	XP_015434259.1	XP_021705513.1, XP_021705514.1, XP_021711859.1
OG0003038	XP_015428574.1	XP_001652939.1
OG0003039	XP_015432730.1	XP_001654109.2
OG0003040	XP_015439277.1	XP_001654178.2
OG0003041	XP_015433073.1	XP_011493398.1, XP_001652914.1, XP_021712917.1, XP_021712918.1
OG0003042	XP_015434597.1	XP_001651507.1
OG0003043	XP_015430489.1	XP_021710721.1
OG0003044	XP_015430918.1	XP_021701984.1, XP_021702001.1, XP_021701993.1
OG0003045	XP_015428595.1	XP_001664294.2
OG0003046	XP_015436120.1	XP_001663141.2
OG0003047	XP_015429956.1	XP_001661052.1
OG0003048	XP_015440378.1	XP_001661930.2
OG0003050	XP_015436340.1	XP_021705483.1, XP_001657866.1
OG0003051	XP_015430835.1	XP_021708868.1, XP_021712747.1
OG0003052	XP_015435620.1	XP_021710984.1, XP_021694277.1
OG0003053	XP_015438058.1	XP_001656084.1, XP_011493203.2, XP_021706410.1, XP_021712571.1
OG0003054	XP_015433833.1	XP_021699458.1, XP_021699459.1, XP_021699460.1, XP_021699461.1, XP_021699462.1, XP_001653179.2
OG0003055	XP_015435784.1	XP_001652904.2
OG0003056	XP_015439120.1	XP_021710918.1
OG0003057	XP_015434267.1	XP_001657135.1
OG0003058	XP_015432414.1	XP_021706925.1, XP_021712243.1
OG0003059	XP_015439871.1	XP_001653775.1
OG0003060	XP_015434165.1	XP_001660862.1
OG0003061	XP_015429325.1	XP_001654080.1, XP_001654079.1
OG0003062	XP_015438047.1	XP_021697867.1, XP_021697866.1, XP_021697865.1, XP_021697864.1, XP_021697863.1
OG0003063	XP_015439404.1	XP_001653721.2
OG0003064	XP_015433121.1	XP_001650360.2
OG0003065	XP_015431488.1, XP_015431487.1	XP_021702009.1, XP_021702013.1
OG0003066	XP_015429930.1	XP_001648811.1
OG0003067	XP_015440524.1, XP_015440527.1	XP_021699835.1
OG0003068	XP_015435600.1	XP_001662911.1, XP_021713094.1
OG0003069	XP_015435532.1, XP_015435534.1	XP_021697067.1, XP_001652201.1
OG0003070	XP_015439859.1	XP_021705785.1
OG0003071	XP_015436077.1	XP_021705142.1
OG0003072	XP_015437952.1	XP_021693629.1, XP_001648534.2, XP_021693628.1, XP_021693627.1, XP_021693630.1
OG0003073	XP_015431886.1	XP_001663577.1
OG0003074	XP_015438177.1	XP_021700801.1
OG0003075	XP_015435435.1, XP_015435436.1	XP_021696817.1
OG0003076	XP_015438022.1	XP_001661902.2
OG0003077	XP_015430258.1	XP_001649414.2
OG0003078	XP_015430320.1	XP_021693122.1
OG0003079	XP_015439093.1	XP_021709596.1
OG0003080	XP_015430161.1	XP_001658918.2
OG0003081	XP_015430895.1	XP_011492962.1
OG0003083	XP_015431955.1	XP_021704911.1, XP_021704899.1
OG0003084	XP_015433819.1	XP_001661437.2
OG0003085	XP_015437598.1	XP_021703848.1, XP_021703847.1
OG0003086	XP_015438964.1	XP_001661772.2
OG0003087	XP_015434541.1	XP_021708844.1
OG0003088	XP_015439677.1	XP_001656471.2
OG0003089	XP_015436489.1	XP_001654180.1
OG0003090	XP_015435228.1	XP_021699042.1, XP_021699045.1, XP_021699044.1, XP_021699047.1, XP_021699043.1, XP_021699046.1
OG0003091	XP_015437166.1	XP_021708950.1, XP_021708951.1, XP_021708952.1, XP_001664208.1
OG0003092	XP_015435220.1	XP_001653748.2
OG0003094	XP_015436218.1	XP_021709182.1, XP_001660056.1
OG0003095	XP_015438417.1	XP_021712379.1, XP_001664217.2
OG0003097	XP_015430486.1	XP_001648219.1
OG0003098	XP_015439942.1	XP_001663730.1
OG0003099	XP_015435237.1	XP_021710115.1
OG0003100	XP_015429028.1	XP_001650674.2
OG0003101	XP_015435137.1	XP_001657869.2
OG0003102	XP_015432732.1	XP_021697770.1
OG0003103	XP_015434547.1	XP_001655135.2, XP_021699621.1, XP_021699622.1, XP_021699623.1, XP_021699624.1, XP_021699625.1
OG0003104	XP_015434750.1	XP_021697514.1
OG0003105	XP_015437964.1	XP_021713325.1
OG0003107	XP_015440464.1, XP_015440465.1	XP_001653245.1
OG0003108	XP_015435640.1	XP_021703474.1, XP_021703475.1, XP_021703473.1
OG0003109	XP_015430606.1	XP_021705763.1, XP_021701162.1, XP_021701163.1
OG0003110	XP_015437442.1	XP_021705270.1
OG0003111	XP_015429934.1	XP_021705886.1, XP_001656836.1, XP_021705885.1, XP_021705884.1
OG0003112	XP_015433517.1	XP_001651861.1
OG0003113	XP_015429932.1	XP_001649950.2
OG0003114	XP_015439505.1	XP_021699654.1
OG0003115	XP_015430620.1	XP_021712430.1, XP_021708814.1
OG0003116	XP_015438549.1	XP_011493309.1, XP_021707230.1
OG0003118	XP_015437732.1	XP_021709995.1
OG0003119	XP_015435039.1	XP_001654472.1
OG0003120	XP_015434951.1	XP_021704197.1, XP_021704189.1, XP_021704194.1
OG0003121	XP_015432512.1, XP_015432513.1	XP_021711937.1, XP_021710334.1
OG0003122	XP_015431592.1	XP_021702962.1
OG0003123	XP_015430288.1	XP_001661764.1
OG0003124	XP_015431513.1	XP_001652156.1
OG0003125	XP_015433408.1	XP_001653815.1
OG0003126	XP_015435331.1	XP_021700881.1
OG0003127	XP_015439679.1	XP_021701923.1, XP_021701924.1, XP_021701928.1, XP_021710811.1
OG0003128	XP_015432876.1	XP_021695478.1
OG0003129	XP_015429835.1	XP_021701462.1, XP_021701461.1
OG0003130	XP_015431850.1	XP_021704243.1
OG0003131	XP_015440043.1	XP_021702884.1
OG0003132	XP_015433482.1	XP_021710481.1
OG0003133	XP_015437563.1	XP_021702613.1
OG0003134	XP_015431868.1	XP_001661906.1
OG0003135	XP_015435985.1	XP_021709994.1
OG0003136	XP_015439068.1	XP_021695249.1
OG0003137	XP_015438016.1	XP_001655068.1, XP_011493570.1
OG0003138	XP_015429356.1	XP_021709304.1, XP_001651515.2, XP_021712754.1
OG0003139	XP_015429169.1	XP_021693199.1, XP_021693219.1, XP_021693208.1, XP_021693213.1, XP_021693207.1
OG0003140	XP_015430539.1	XP_021709430.1
OG0003142	XP_015439836.1	XP_021699177.1
OG0003143	XP_015438042.1	XP_021698784.1
OG0003144	XP_015431405.1	XP_021704577.1
OG0003145	XP_015433725.1	XP_021712979.1
OG0003146	XP_015431614.1	XP_001656515.2
OG0003147	XP_015429646.1	XP_021711895.1, XP_021703191.1
OG0003148	XP_015430578.1	XP_021700145.1
OG0003149	XP_015435371.1, XP_015435372.1	XP_001654230.1
OG0003150	XP_015439682.1	XP_001652881.1
OG0003151	XP_015440025.1	XP_021698374.1, XP_021698373.1
OG0003152	XP_015436811.1	XP_021694662.1
OG0003153	XP_015432764.1	XP_011493480.1, XP_021701209.1
OG0003154	XP_015428999.1	XP_021711955.1, XP_021700332.1, XP_021694752.1, XP_021694754.1
OG0003155	XP_015433271.1	XP_021693763.1
OG0003156	XP_015431187.1	XP_021693658.1, XP_021693085.1, XP_021693084.1
OG0003157	XP_015430488.1	XP_021704525.1
OG0003158	XP_015438630.1	XP_001651370.2
OG0003159	XP_015432927.1	XP_001660477.2
OG0003160	XP_015434038.1	XP_001651369.1
OG0003162	XP_015429349.1	XP_001661213.2
OG0003163	XP_015435433.1	XP_001651051.1
OG0003164	XP_015430617.1	XP_021692950.1, XP_021692954.1, XP_021692944.1
OG0003165	XP_015435866.1	XP_001659733.2
OG0003166	XP_015428581.1	XP_021701100.1
OG0003167	XP_015436885.1	XP_001654672.2, XP_021693954.1, XP_021700118.1
OG0003168	XP_015439578.1	XP_021705431.1, XP_021712048.1
OG0003169	XP_015429045.1	XP_001647884.1
OG0003171	XP_015429902.1	XP_021696762.1
OG0003172	XP_015434155.1	XP_001658550.2
OG0003173	XP_015431202.1	XP_001650495.1
OG0003174	XP_015428415.1	XP_001659882.2
OG0003175	XP_015433734.1	XP_021709481.1
OG0003176	XP_015439034.1	XP_001661658.2, XP_021699842.1, XP_021699843.1
OG0003177	XP_015428460.1	XP_021713352.1, XP_001653897.2
OG0003178	XP_015435503.1	XP_021710084.1
OG0003179	XP_015438209.1	XP_021713408.1
OG0003180	XP_015435567.1	XP_001648485.2
OG0003181	XP_015437227.1	XP_021712515.1
OG0003182	XP_015430647.1	XP_021707793.1, XP_001661094.2
OG0003183	XP_015438651.1	XP_021709444.1
OG0003184	XP_015430240.1	XP_021707166.1
OG0003185	XP_015429286.1	XP_021694887.1
OG0003186	XP_015436047.1	XP_021712397.1
OG0003187	XP_015436390.1	XP_001650263.1
OG0003188	XP_015433434.1	XP_021696110.1, XP_021696108.1
OG0003189	XP_015428510.1	XP_001656813.2
OG0003190	XP_015431472.1	XP_021704722.1
OG0003191	XP_015429663.1	XP_021709646.1, XP_021709645.1, XP_021709647.1, XP_021709642.1, XP_021709644.1, XP_021709643.1
OG0003192	XP_015429461.1	XP_001648319.1
OG0003193	XP_015433409.1	XP_021698787.1, XP_021698792.1
OG0003194	XP_015428960.1	XP_001649120.1
OG0003195	XP_015433188.1	XP_021707680.1
OG0003196	XP_015437426.1	XP_021700718.1, XP_021700719.1, XP_021700717.1, XP_021700720.1, XP_021700721.1, XP_021697174.1, XP_021697173.1, XP_021697172.1
OG0003197	XP_015433782.1	XP_021698462.1, XP_021698463.1
OG0003199	XP_015437618.1	XP_021696884.1, XP_001650013.1, XP_001660590.2
OG0003200	XP_015428524.1	XP_021701228.1
OG0003201	XP_015436825.1	XP_001648853.2, XP_021700846.1, XP_021711840.1, XP_021711841.1
OG0003202	XP_015429120.1	XP_021701420.1
OG0003203	XP_015439882.1	XP_001660508.1
OG0003206	XP_015433182.1	XP_021695040.1
OG0003207	XP_015431216.1	XP_021693144.1
OG0003208	XP_015429072.1	XP_021707547.1, XP_001656425.2, XP_001651933.1, XP_021710627.1, XP_001651935.1
OG0003209	XP_015432718.1, XP_015432719.1	XP_021697678.1
OG0003210	XP_015430109.1	XP_021697024.1, XP_021697022.1
OG0003211	XP_015436030.1	XP_021705914.1
OG0003212	XP_015428979.1	XP_021703710.1, XP_021703689.1
OG0003213	XP_015428507.1	XP_021704041.1, XP_021695181.1
OG0003214	XP_015440439.1	XP_001660127.1
OG0003215	XP_015437310.1	XP_001657974.1
OG0003217	XP_015431002.1	XP_001649918.2
OG0003218	XP_015433519.1	XP_001651793.1
OG0003219	XP_015428660.1, XP_015428661.1	XP_001653279.1, XP_011492951.1, XP_021709200.1
OG0003220	XP_015437802.1	XP_001654632.1
OG0003221	XP_015430156.1	XP_001655338.2
OG0003222	XP_015433743.1	XP_001656130.2, XP_021701742.1, XP_001656134.1, XP_001656132.1, XP_011493673.1
OG0003223	XP_015428599.1	XP_001656812.2
OG0003224	XP_015433870.1	XP_021701655.1, XP_021699448.1, XP_021699446.1, XP_001657700.2
OG0003225	XP_015440112.1	XP_001658286.1
OG0003226	XP_015439167.1	XP_001659469.1
OG0003227	XP_015434197.1, XP_015434196.1	XP_001659857.1
OG0003228	XP_015434747.1	XP_001659934.2, XP_021709524.1
OG0003229	XP_015430324.1	XP_001660384.1
OG0003230	XP_015433427.1	XP_021704533.1, XP_021704536.1, XP_021704535.1, XP_021704534.1, XP_001661442.2
OG0003231	XP_015439179.1	XP_001662901.1
OG0003232	XP_015437349.1	XP_001663269.2
OG0003234	XP_015428664.1	XP_021694489.1
OG0003235	XP_015438525.1	XP_021694883.1
OG0003236	XP_015435267.1	XP_021695288.1
OG0003237	XP_015431694.1	XP_021695492.1
OG0003238	XP_015430877.1	XP_021695716.1
OG0003239	XP_015430207.1	XP_021696264.1
OG0003240	XP_015431193.1	XP_021698445.1, XP_021698443.1, XP_021698444.1, XP_021698440.1, XP_021698441.1, XP_021698442.1
OG0003241	XP_015434940.1	XP_021698481.1
OG0003243	XP_015431364.1	XP_021700220.1, XP_021712523.1
OG0003244	XP_015432906.1, XP_015432907.1	XP_021700639.1
OG0003245	XP_015435515.1	XP_021701692.1
OG0003246	XP_015438638.1	XP_021702005.1
OG0003247	XP_015428541.1	XP_021703034.1, XP_021703033.1, XP_021703032.1
OG0003248	XP_015436152.1	XP_021705381.1, XP_021708886.1
OG0003249	XP_015433396.1, XP_015433395.1	XP_021710976.1
OG0003262	XP_015433851.1	XP_001650445.1
OG0003263	XP_015435192.1	XP_021700500.1, XP_021700499.1, XP_001663281.1
OG0003264	XP_015438995.1	XP_001656737.2, XP_001655991.1
OG0003265	XP_015435382.1	XP_021694723.1
OG0003266	XP_015430840.1	XP_001649556.1, XP_021705653.1
OG0003267	XP_015440139.1	XP_021699636.1
OG0003268	XP_015431126.1	XP_021698485.1
OG0003269	XP_015432935.1, XP_015432934.1	XP_021703649.1
OG0003270	XP_015438384.1	XP_021704939.1
OG0003271	XP_015429230.1	XP_021710265.1
OG0003272	XP_015431519.1	XP_001653696.1
OG0003273	XP_015435481.1	XP_001653924.1
OG0003274	XP_015439891.1	XP_001658021.2
OG0003275	XP_015440227.1	XP_001657521.1
OG0003276	XP_015432055.1	XP_021697118.1
OG0003277	XP_015434506.1	XP_001661207.1
OG0003279	XP_015429865.1	XP_001661998.1
OG0003280	XP_015439955.1	XP_001658236.2
OG0003281	XP_015432379.1	XP_001658991.1
OG0003282	XP_015437020.1	XP_001649622.2
OG0003284	XP_015437724.1	XP_021696322.1, XP_021696321.1
OG0003285	XP_015440377.1	XP_001659268.1
OG0003286	XP_015428790.1	XP_001660163.1
OG0003288	XP_015433397.1, XP_015433398.1	XP_001649677.1
OG0003289	XP_015430487.1	XP_021700858.1
OG0003290	XP_015432056.1	XP_001654878.1
OG0003291	XP_015428625.1	XP_021701696.1
OG0003292	XP_015429941.1	XP_001656392.1
OG0003293	XP_015433372.1	XP_001658168.2
OG0003294	XP_015434314.1	XP_001648357.1
OG0003295	XP_015438000.1	XP_001650362.2
OG0003296	XP_015430602.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	XP_015438192.1	XP_001653843.1
OG0003298	XP_015432037.1	XP_001655165.1
OG0003299	XP_015430681.1	XP_001654378.1
OG0003300	XP_015430727.1	XP_001653954.1
OG0003301	XP_015433827.1	XP_001657126.1
OG0003302	XP_015439103.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	XP_015432079.1	XP_021710526.1
OG0003305	XP_015433515.1, XP_015433514.1	XP_001649157.2
OG0003306	XP_015439618.1	XP_001652612.1, XP_001652611.1
OG0003307	XP_015431358.1, XP_015431361.1	XP_001663581.2
OG0003308	XP_015432733.1	XP_001653915.2
OG0003309	XP_015436171.1	XP_021712709.1
OG0003310	XP_015433027.1	XP_021707371.1
OG0003311	XP_015434321.1	XP_001653925.1
OG0003312	XP_015435533.1	XP_001651727.2
OG0003313	XP_015428575.1	XP_001653334.1
OG0003314	XP_015435575.1	XP_001654754.1
OG0003316	XP_015438526.1	XP_001654809.1
OG0003317	XP_015436662.1	XP_001654973.1
OG0003318	XP_015432006.1, XP_015432008.1	XP_001657877.2
OG0003319	XP_015436792.1	XP_001651717.1
OG0003320	XP_015437654.1	XP_001660206.1
OG0003321	XP_015435838.1	XP_001660444.2
OG0003322	XP_015431856.1	XP_001652563.1
OG0003323	XP_015437662.1	XP_001663683.2
OG0003324	XP_015435735.1	XP_001660631.2
OG0003325	XP_015429174.1	XP_001658956.1
OG0003327	XP_015435874.1	XP_001661986.1
OG0003328	XP_015437565.1	XP_021704754.1, XP_021704755.1
OG0003329	XP_015439536.1	XP_021705032.1
OG0003330	XP_015439436.1	XP_021706500.1
OG0003331	XP_015430689.1	XP_021701904.1
OG0003332	XP_015439416.1	XP_001660857.1
OG0003333	XP_015438107.1	XP_001653626.2
OG0003334	XP_015437653.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_015438669.1	XP_001650006.1
OG0003336	XP_015429267.1	XP_021712014.1, XP_001655672.2
OG0003339	XP_015429234.1	XP_001652367.1
OG0003340	XP_015436594.1	XP_001650002.2
OG0003341	XP_015433810.1	XP_001657799.1
OG0003342	XP_015436493.1	XP_021710632.1
OG0003343	XP_015439391.1	XP_021712124.1, XP_001657979.2
OG0003344	XP_015434696.1	XP_021707463.1
OG0003345	XP_015435504.1	XP_001649429.1
OG0003346	XP_015428466.1	XP_021694184.1
OG0003347	XP_015431745.1	XP_001656544.2, XP_021711205.1
OG0003348	XP_015434491.1	XP_001650004.2
OG0003349	XP_015436180.1	XP_001657302.2
OG0003350	XP_015433321.1, XP_015433320.1	XP_001655940.2, XP_011493660.2
OG0003351	XP_015431254.1	XP_001659444.2
OG0003352	XP_015439079.1	XP_021697528.1
OG0003353	XP_015434690.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_015438521.1	XP_021709575.1, XP_021709574.1
OG0003355	XP_015436207.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_015430309.1	XP_001648071.1
OG0003357	XP_015433381.1	XP_021693013.1
OG0003358	XP_015429778.1	XP_001652642.1
OG0003360	XP_015432997.1	XP_001648287.1
OG0003361	XP_015435427.1	XP_001650262.2
OG0003362	XP_015435578.1	XP_021693650.1
OG0003363	XP_015429146.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_015437644.1	XP_021694038.1
OG0003365	XP_015435835.1, XP_015435836.1, XP_015435837.1	XP_021701035.1
OG0003366	XP_015439544.1	XP_001659575.2
OG0003367	XP_015434308.1, XP_015430185.1	XP_021710318.1
OG0003368	XP_015436601.1	XP_021704844.1
OG0003369	XP_015439725.1	XP_021700575.1
OG0003370	XP_015435014.1	XP_021705076.1
OG0003371	XP_015432360.1	XP_011493668.1
OG0003372	XP_015434312.1	XP_001656211.1
OG0003373	XP_015437531.1	XP_021713250.1
OG0003374	XP_015439718.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	XP_015437510.1	XP_001655655.1
OG0003376	XP_015431471.1	XP_001661824.1
OG0003377	XP_015435243.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_015432128.1	XP_001659363.2
OG0003379	XP_015428535.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_015432686.1	XP_021696042.1
OG0003381	XP_015429119.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_015434917.1	XP_021706883.1
OG0003383	XP_015439119.1	XP_021697536.1
OG0003384	XP_015432399.1, XP_015432398.1	XP_001650813.1
OG0003385	XP_015432986.1	XP_021700187.1
OG0003386	XP_015438971.1	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_015432256.1	XP_021700800.1
OG0003388	XP_015428558.1	XP_021701053.1, XP_021701054.1
OG0003390	XP_015432235.1	XP_001658447.1
OG0003391	XP_015431040.1	XP_001654317.2, XP_021705665.1
OG0003392	XP_015437532.1	XP_021693393.1
OG0003393	XP_015438326.1	XP_001656145.1
