Orthogroup	Dufourea_novaeangliae	Solenopsis_invicta
OG0004128	XP_015434512.1	XP_039307630.1
OG0004129	XP_015430926.1	XP_039313342.1
OG0004130	XP_015437906.1	XP_039314762.1
OG0004131	XP_015439542.1	XP_039304436.1
OG0004132	XP_015436813.1	XP_039309364.1
OG0004133	XP_015435484.1	XP_011167669.2, XP_011167668.2, XP_039312294.1
OG0004134	XP_015438980.1	XP_039302704.1
OG0004135	XP_015429940.1	XP_025993061.1, XP_025993060.1
OG0004136	XP_015432253.1	XP_011156695.1, XP_025991198.1
OG0004137	XP_015437984.1	XP_025990944.2
OG0004138	XP_015429988.1	XP_011160097.1
OG0004139	XP_015434161.1	XP_011157272.1
OG0004140	XP_015435395.1	XP_011171059.1
OG0004141	XP_015432706.1	XP_011164745.1
OG0004142	XP_015434014.1	XP_039305779.1
OG0004144	XP_015430652.1	XP_011163595.1
OG0004145	XP_015439834.1	XP_011155467.2
OG0004146	XP_015431363.1	XP_011166259.1
OG0004147	XP_015430098.1	XP_025985975.1
OG0004149	XP_015428870.1, XP_015428871.1	XP_039308369.1
OG0004150	XP_015438018.1	XP_011162070.1
OG0004151	XP_015437634.1	XP_039311368.1
OG0004153	XP_015439647.1	XP_025988502.2, XP_039304668.1
OG0004154	XP_015433956.1	XP_039303630.1
OG0004155	XP_015439626.1	XP_025991666.2
OG0004156	XP_015434839.1	XP_039315116.1, XP_011164617.2
OG0004158	XP_015439603.1	XP_025993420.1
OG0004159	XP_015436258.1	XP_011175964.1, XP_011175965.1, XP_011175966.1
OG0004160	XP_015428857.1	XP_025985805.1, XP_039308353.1
OG0004161	XP_015436048.1	XP_011171747.1
OG0004162	XP_015434260.1	XP_025993897.1
OG0004163	XP_015431256.1	XP_025993169.1
OG0004164	XP_015439296.1	XP_039312197.1, XP_025989186.1
OG0004165	XP_015431520.1, XP_015431469.1	XP_039311362.1
OG0004166	XP_015429770.1	XP_011168788.1, XP_039310560.1
OG0004167	XP_015428546.1	XP_011176278.2
OG0004168	XP_015435903.1	XP_011159318.1
OG0004169	XP_015437190.1	XP_011160718.1
OG0004170	XP_015439340.1	XP_039303138.1, XP_039315205.1
OG0004170	XP_015439298.1	XP_039303123.1
OG0004171	XP_015431548.1	XP_039311461.1
OG0004172	XP_015439929.1	XP_039303357.1
OG0004173	XP_015438904.1	XP_039309853.1
OG0004174	XP_015431061.1	XP_039302753.1
OG0004175	XP_015429705.1	XP_011169285.2
OG0004176	XP_015439745.1	XP_011170037.2
OG0004177	XP_015429772.1	XP_011168778.1
OG0004178	XP_015437670.1	XP_025992042.2
OG0004179	XP_015439186.1	XP_011170336.1, XP_025992578.1, XP_025992577.1
OG0004180	XP_015428974.1	XP_011158747.1
OG0004181	XP_015432601.1	XP_039312215.1, XP_039312049.1
OG0004182	XP_015437031.1	XP_039313964.1
OG0004183	XP_015438237.1	XP_011157967.1
OG0004184	XP_015432444.1	XP_039310820.1
OG0004185	XP_015431179.1	XP_011156842.1
OG0004186	XP_015435456.1	XP_039308206.1
OG0004187	XP_015430771.1	XP_011164732.1
OG0004188	XP_015436793.1	XP_011175685.1
OG0004189	XP_015437002.1	XP_039308036.1, XP_039308034.1
OG0004190	XP_015437468.1	XP_011164892.1, XP_039303349.1
OG0004191	XP_015438437.1	XP_011159286.1
OG0004192	XP_015438023.1	XP_011168000.1
OG0004193	XP_015432489.1	XP_025989345.1
OG0004195	XP_015434320.1	XP_011170586.1
OG0004196	XP_015435580.1	XP_011166763.1
OG0004197	XP_015436116.1	XP_011171734.2
OG0004198	XP_015429465.1	XP_011160987.1
OG0004199	XP_015429606.1	XP_039310623.1, XP_039310624.1, XP_025987405.1
OG0004201	XP_015428889.1	XP_039312011.1, XP_039312010.1
OG0004202	XP_015436645.1	XP_011156210.1
OG0004203	XP_015438375.1	XP_011166503.2
OG0004204	XP_015439512.1	XP_011166358.2
OG0004205	XP_015436434.1	XP_011161896.1
OG0004206	XP_015428667.1	XP_039309415.1, XP_011157038.1
OG0004207	XP_015430795.1	XP_011175161.1
OG0004209	XP_015433119.1	XP_025992085.1, XP_025992086.1
OG0004210	XP_015438480.1	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2
OG0004211	XP_015434900.1	XP_011173627.2
OG0004212	XP_015432629.1	XP_025994561.1
OG0004213	XP_015439941.1	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1
OG0004214	XP_015435703.1	XP_011158629.1
OG0004215	XP_015438484.1	XP_011160562.1
OG0004216	XP_015438049.1	XP_039312904.1
OG0004217	XP_015432034.1	XP_011175532.1
OG0004218	XP_015435251.1	XP_039303362.1, XP_039303359.1
OG0004219	XP_015429954.1, XP_015429953.1	XP_011168347.1
OG0004220	XP_015438654.1	XP_011158592.3
OG0004222	XP_015438682.1	XP_011161833.1
OG0004223	XP_015433378.1	XP_011159387.2
OG0004224	XP_015435808.1	XP_025988714.1
OG0004225	XP_015434058.1	XP_011167154.1
OG0004227	XP_015430879.1	XP_011163093.1
OG0004228	XP_015438856.1	XP_011170441.1
OG0004229	XP_015429264.1	XP_011158581.1
OG0004230	XP_015439024.1, XP_015439022.1	XP_039306510.1
OG0004231	XP_015434912.1	XP_039313773.1
OG0004232	XP_015439385.1	XP_011165091.1
OG0004233	XP_015435302.1	XP_025993542.1
OG0004234	XP_015440041.1	XP_011170895.1
OG0004235	XP_015439803.1	XP_011163158.2
OG0004237	XP_015433727.1	XP_025994831.1
OG0004238	XP_015435518.1	XP_011173284.1
OG0004239	XP_015434327.1	XP_039305479.1
OG0004240	XP_015433596.1	XP_011167991.1
OG0004241	XP_015429331.1	XP_039311612.1
OG0004242	XP_015432855.1	XP_011163221.1
OG0004243	XP_015429017.1	XP_025986763.1
OG0004244	XP_015431454.1	XP_039313045.1, XP_025987112.2, XP_039313040.1
OG0004245	XP_015429207.1	XP_025995987.1, XP_039302544.1
OG0004246	XP_015440319.1	XP_025990220.1
OG0004247	XP_015436063.1	XP_039308659.1, XP_039308658.1, XP_039308657.1
OG0004248	XP_015440388.1	XP_011168571.2
OG0004249	XP_015439983.1	XP_011159482.1
OG0004250	XP_015439645.1	XP_039304009.1
OG0004251	XP_015436513.1	XP_011163731.1, XP_039310626.1
OG0004252	XP_015429155.1	XP_011171189.1
OG0004253	XP_015433082.1	XP_011172606.1
OG0004254	XP_015429100.1	XP_025988003.2
OG0004255	XP_015438942.1	XP_039314928.1
OG0004256	XP_015429466.1	XP_011155839.1
OG0004257	XP_015433244.1	XP_011170824.2
OG0004258	XP_015428681.1	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1
OG0004259	XP_015435274.1	XP_025994643.1
OG0004260	XP_015429056.1	XP_025986732.1
OG0004261	XP_015440165.1	XP_011167464.1
OG0004262	XP_015434229.1	XP_025987114.1, XP_025987113.1
OG0004263	XP_015436963.1, XP_015436964.1	XP_039305021.1, XP_039305020.1
OG0004264	XP_015436934.1	XP_011157878.2
OG0004265	XP_015432473.1	XP_039314676.1
OG0004266	XP_015433450.1	XP_011163418.1
OG0004267	XP_015432122.1	XP_011165237.1
OG0004270	XP_015435178.1, XP_015437136.1	XP_039309068.1
OG0004271	XP_015438037.1, XP_015438110.1, XP_015435706.1, XP_015440401.1, XP_015437834.1, XP_015435693.1	XP_025992317.2, XP_039312446.1
OG0004275	XP_015430166.1	XP_011167760.1
OG0004276	XP_015432928.1	XP_011156394.1
OG0004277	XP_015437141.1	XP_011167596.1
OG0004278	XP_015439898.1	XP_011159414.1
OG0004279	XP_015430341.1	XP_025992877.1
OG0004280	XP_015435151.1	XP_011162790.1
OG0004281	XP_015433079.1, XP_015433080.1	XP_011165507.3
OG0004282	XP_015431697.1	NP_001291536.1
OG0004283	XP_015431518.1	XP_011158925.1, XP_011170687.2
OG0004284	XP_015432126.1	XP_011159168.2
OG0004285	XP_015429944.1	XP_011170431.1
OG0004286	XP_015430135.1	XP_025991997.1
OG0004287	XP_015434480.1	XP_011171348.1
OG0004288	XP_015428594.1	XP_011160311.1
OG0004289	XP_015430367.1, XP_015430366.1, XP_015430365.1	XP_011174990.1
OG0004290	XP_015439156.1	XP_011160834.1
OG0004291	XP_015440090.1	XP_011159623.1
OG0004292	XP_015429338.1	XP_025988686.1
OG0004293	XP_015429278.1	XP_011161761.1
OG0004294	XP_015435635.1	XP_011164701.1
OG0004295	XP_015438998.1	XP_011155556.1, XP_039302705.1
OG0004296	XP_015438958.1	NP_001291535.1
OG0004297	XP_015436333.1	XP_011159308.2
OG0004298	XP_015438536.1	XP_025991766.1
OG0004299	XP_015437123.1	XP_011162811.1
OG0004300	XP_015431664.1	XP_011173646.1
OG0004301	XP_015440047.1	XP_011175923.1
OG0004302	XP_015434514.1	XP_011164490.1
OG0004303	XP_015430787.1	XP_011173353.1
OG0004304	XP_015433840.1	XP_011172794.1
OG0004305	XP_015432813.1	XP_011165525.1, XP_011165526.1
OG0004306	XP_015439040.1	XP_011161319.1
OG0004307	XP_015428445.1	XP_025990223.1
OG0004308	XP_015430340.1	XP_011155369.1
OG0004309	XP_015429031.1	XP_011172070.1, XP_039302724.1
OG0004310	XP_015430484.1	XP_011169536.1
OG0004311	XP_015437350.1	XP_011167419.1
OG0004312	XP_015435128.1	XP_011176213.1
OG0004313	XP_015431192.1	XP_011156843.1
OG0004314	XP_015438838.1	XP_011175481.1
OG0004315	XP_015431132.1	XP_039313436.1
OG0004316	XP_015438989.1	XP_011160667.1
OG0004317	XP_015439934.1	XP_011169758.1
OG0004318	XP_015429339.1	XP_011167420.1
OG0004319	XP_015438670.1	XP_025992547.1
OG0004320	XP_015431369.1	XP_011158298.1
OG0004321	XP_015429274.1	XP_011160296.1
OG0004322	XP_015428878.1	XP_025996169.1
OG0004323	XP_015437767.1	XP_011156367.1
OG0004324	XP_015429722.1	XP_011168737.1
OG0004325	XP_015440281.1	XP_011167787.2
OG0004326	XP_015433299.1	XP_011155658.1
OG0004327	XP_015439719.1	XP_011162645.1
OG0004328	XP_015436257.1	XP_011175958.1
OG0004329	XP_015428840.1	XP_011164160.1
OG0004330	XP_015429304.1	XP_011166161.1
OG0004331	XP_015428937.1	XP_039312186.1
OG0004332	XP_015429051.1	XP_011158918.1
OG0004333	XP_015437351.1	XP_011164566.1
OG0004334	XP_015429055.1	XP_011155808.1
OG0004335	XP_015435510.1	XP_011168535.1
OG0004337	XP_015439202.1	XP_011175185.2
OG0004338	XP_015436799.1	XP_011175918.1
OG0004339	XP_015435762.1	XP_025986876.1
OG0004340	XP_015437638.1	XP_011169576.1
OG0004341	XP_015435902.1	XP_011159269.1
OG0004342	XP_015429977.1	XP_025989004.2
OG0004343	XP_015428540.1	XP_011158059.1
OG0004344	XP_015434269.1	XP_011157561.1
OG0004345	XP_015430570.1	XP_011165075.2
OG0004346	XP_015436132.1	XP_011160509.1
OG0004347	XP_015428590.1	XP_011158052.1
OG0004348	XP_015428481.1	XP_011155402.1, XP_011155403.1
OG0004349	XP_015429554.1	XP_011172971.1
OG0004350	XP_015429611.1	XP_011162606.2
OG0004351	XP_015433008.1	XP_011169220.1
OG0004352	XP_015439610.1	XP_025993434.1
OG0004354	XP_015431970.1	XP_011166851.1
OG0004355	XP_015431204.1	XP_011159672.1
OG0004356	XP_015433862.1	XP_011163720.1
OG0004357	XP_015435428.1	XP_011168541.1
OG0004358	XP_015436558.1, XP_015436557.1	XP_011155962.1
OG0004359	XP_015430190.1	XP_011159163.1
OG0004360	XP_015439885.1	XP_039310609.1, XP_011162634.1
OG0004361	XP_015436330.1	XP_039306298.1, XP_039306297.1
OG0004362	XP_015433133.1	XP_011163937.1
OG0004363	XP_015437314.1	XP_011168050.1
OG0004364	XP_015436871.1	XP_011173448.1
OG0004365	XP_015434111.1, XP_015438129.1	XP_011160867.3
OG0004366	XP_015433006.1	XP_011158666.2
OG0004367	XP_015440291.1	XP_011166171.1
OG0004368	XP_015440222.1, XP_015440221.1	XP_011162649.1
OG0004369	XP_015435084.1	XP_011166769.1
OG0004370	XP_015429052.1	XP_011158745.1
OG0004371	XP_015431001.1	XP_011168028.1
OG0004372	XP_015435018.1	XP_011157803.1
OG0004373	XP_015431930.1	XP_025987089.2
OG0004374	XP_015433798.1	XP_011167279.1
OG0004375	XP_015433462.1	XP_011175577.1
OG0004376	XP_015434374.1	XP_011158201.1, XP_039307158.1
OG0004377	XP_015433695.1	XP_011168524.1
OG0004378	XP_015429281.1	XP_039312560.1, XP_025994146.1, XP_025994144.1
OG0004379	XP_015434618.1	XP_011173472.1
OG0004380	XP_015439621.1	XP_011170800.1
OG0004381	XP_015436609.1	XP_011170090.1, XP_011170088.1
OG0004382	XP_015435521.1	XP_011165974.1
OG0004383	XP_015428792.1	XP_039308163.1
OG0004384	XP_015440093.1	XP_011171821.1
OG0004385	XP_015435631.1	XP_011175281.1
OG0004386	XP_015433704.1	XP_039302032.1
OG0004387	XP_015431195.1	XP_011159528.1
OG0004388	XP_015432940.1	XP_039307715.1, XP_039310233.1
OG0004389	XP_015439858.1	XP_025991586.1
OG0004390	XP_015439358.1	XP_011163163.1
OG0004391	XP_015434487.1	XP_011162978.1, XP_039309542.1
OG0004392	XP_015429911.1	XP_011165811.1
OG0004393	XP_015436542.1	XP_025994963.1, XP_025994964.1
OG0004394	XP_015436037.1	XP_039306930.1
OG0004395	XP_015437228.1	XP_011155442.1
OG0004396	XP_015438501.1, XP_015438500.1	XP_011171282.1
OG0004397	XP_015439102.1	XP_039315694.1
OG0004398	XP_015440341.1	XP_011163824.1
OG0004399	XP_015437268.1	XP_025996001.1
OG0004400	XP_015434980.1	XP_025986767.1
OG0004401	XP_015432995.1	XP_011164976.1
OG0004402	XP_015435674.1	XP_025986957.2
OG0004403	XP_015440067.1, XP_015440101.1	XP_011155452.1, XP_039308802.1
OG0004404	XP_015431996.1	XP_011175503.1
OG0004405	XP_015434887.1	XP_011156989.1
OG0004406	XP_015438321.1	XP_025988639.1
OG0004407	XP_015428831.1	XP_025989611.2
OG0004408	XP_015431993.1	XP_025988093.1
OG0004409	XP_015431903.1	XP_039310539.1
OG0004410	XP_015428987.1	XP_025990670.1, XP_011161046.1
OG0004411	XP_015433473.1	XP_011161010.1
OG0004412	XP_015438843.1	XP_025986105.1
OG0004413	XP_015435818.1	XP_039308509.1
OG0004414	XP_015431366.1	XP_011161695.2
OG0004415	XP_015431055.1	XP_039307262.1
OG0004416	XP_015432005.1	XP_011163051.1
OG0004417	XP_015432938.1	XP_025988619.2
OG0004418	XP_015437139.1	XP_011172442.1
OG0004419	XP_015430125.1	XP_039304889.1
OG0004420	XP_015430778.1	XP_011165627.2
OG0004421	XP_015430206.1	XP_011157351.1
OG0004422	XP_015436184.1, XP_015436185.1	XP_011166474.2
OG0004423	XP_015431839.1	XP_039310197.1
OG0004424	XP_015439461.1	XP_025992955.1
OG0004425	XP_015436705.1	XP_039302251.1
OG0004426	XP_015440050.1	XP_011159423.1
OG0004427	XP_015437098.1	XP_011159910.1
OG0004428	XP_015438561.1	XP_039311638.1
OG0004429	XP_015431111.1	XP_011157697.1
OG0004430	XP_015439494.1	XP_039310268.1
OG0004431	XP_015437955.1	XP_025997187.1, XP_011160792.1
OG0004432	XP_015431072.1, XP_015431073.1	XP_025993998.1
OG0004433	XP_015440103.1	XP_011169606.1
OG0004434	XP_015432480.1	XP_011156787.1
OG0004436	XP_015433661.1	XP_011168013.1
OG0004437	XP_015433723.1	XP_011168642.1
OG0004439	XP_015440442.1	XP_011169286.1
OG0004440	XP_015439067.1	XP_011176217.1
OG0004441	XP_015436143.1	XP_011159753.2
OG0004442	XP_015431615.1	XP_025987729.1
OG0004443	XP_015430740.1	XP_025991714.1
OG0004444	XP_015432911.1	XP_011165306.1
OG0004445	XP_015435772.1	XP_039313251.1, XP_039313250.1
OG0004446	XP_015435099.1	XP_011175214.1
OG0004447	XP_015438006.1	XP_039311770.1, XP_011159130.1
OG0004448	XP_015430271.1	XP_039313730.1, XP_011163392.2
OG0004449	XP_015431832.1	XP_011169297.1, XP_025992247.1
OG0004450	XP_015430308.1	XP_011174938.1
OG0004451	XP_015431281.1	XP_011160755.1
OG0004452	XP_015428451.1	XP_011155407.1
OG0004453	XP_015429105.1, XP_015429016.1	XP_025994892.1, XP_011171190.1
OG0004454	XP_015428899.1	XP_011171833.1
OG0004455	XP_015433262.1	XP_011167793.1
OG0004456	XP_015432538.1	XP_011164235.1, XP_039315653.1
OG0004457	XP_015435181.1	XP_011176070.1
OG0004458	XP_015431152.1	XP_025991195.2
OG0004459	XP_015433876.1, XP_015433797.1	XP_011165110.1
OG0004460	XP_015436899.1	XP_011169587.1, XP_025989829.1
OG0004461	XP_015428554.1	XP_011156661.1
OG0004462	XP_015432105.1	XP_011161260.2
OG0004463	XP_015435461.1	XP_011156259.1
OG0004464	XP_015436043.1	XP_011172392.1, XP_025993072.1
OG0004465	XP_015432963.1	XP_011161574.1
OG0004466	XP_015438909.1	XP_039301978.1
OG0004467	XP_015431539.1	XP_039312250.1
OG0004468	XP_015431552.1	XP_025988602.1, XP_025988603.1, XP_025988604.1
OG0004469	XP_015438861.1, XP_015438860.1	XP_011164113.1
OG0004470	XP_015439339.1	XP_011159822.1
OG0004471	XP_015440061.1	XP_011155652.1
OG0004472	XP_015436942.1	XP_011173560.1
OG0004473	XP_015428860.1	XP_025990394.2
OG0004475	XP_015434515.1	XP_025995792.1
OG0004477	XP_015439400.1	XP_011165153.1
OG0004478	XP_015429719.1	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1
OG0004479	XP_015429320.1	XP_039305554.1
OG0004480	XP_015430733.1	XP_011173497.2
OG0004481	XP_015434294.1	XP_039313549.1
OG0004482	XP_015440265.1	XP_011171822.1
OG0004483	XP_015437718.1	XP_011156694.1
OG0004484	XP_015440000.1	XP_025990224.1
OG0004485	XP_015437217.1	XP_039301988.1
OG0004486	XP_015435301.1	XP_011165368.1
OG0004487	XP_015438758.1	XP_025988059.1
OG0004488	XP_015435488.1	XP_039312602.1, XP_039312603.1, XP_025993785.1
OG0004489	XP_015433282.1	XP_025989731.2
OG0004491	XP_015434219.1	XP_011164076.2
OG0004492	XP_015435064.1	XP_011159417.1
OG0004493	XP_015428767.1	XP_011157745.1
OG0004494	XP_015438545.1	XP_011170790.2
OG0004495	XP_015439524.1	XP_011166360.1
OG0004496	XP_015430162.1	XP_011160034.1
OG0004497	XP_015432552.1	XP_011164846.2
OG0004498	XP_015438340.1	XP_011160775.2
OG0004499	XP_015435732.1	XP_039303729.1
OG0004500	XP_015430172.1	XP_011166000.1
OG0004501	XP_015432332.1	XP_011161447.1
OG0004502	XP_015429303.1	XP_011166154.1
OG0004503	XP_015439696.1	XP_025987761.2
OG0004504	XP_015437363.1	XP_011174216.2
OG0004505	XP_015429351.1	XP_039303746.1, XP_011159359.1
OG0004506	XP_015431109.1	XP_011164825.1
OG0004507	XP_015432946.1	XP_011172604.1
OG0004508	XP_015435479.1	XP_011156054.2
OG0004509	XP_015428551.1, XP_015437614.1	XP_011172425.1
OG0004510	XP_015439459.1	XP_011160616.2
OG0004511	XP_015430759.1	XP_039305929.1
OG0004512	XP_015428473.1	XP_011175937.1
OG0004513	XP_015428856.1	XP_011175939.1
OG0004514	XP_015437211.1	XP_011172467.1
OG0004515	XP_015433635.1	XP_011159946.1
OG0004516	XP_015440410.1	XP_039310704.1
OG0004517	XP_015436268.1	XP_011164377.1
OG0004518	XP_015429391.1	XP_011175510.2
OG0004519	XP_015436595.1	XP_011161275.1
OG0004520	XP_015438476.1	XP_011171294.1
OG0004521	XP_015436786.1	XP_011166832.1
OG0004522	XP_015436581.1	XP_025986960.2
OG0004523	XP_015440472.1	XP_039308101.1
OG0004524	XP_015434185.1	XP_011176374.1
OG0004525	XP_015432759.1	XP_025986872.1
OG0004526	XP_015434680.1	XP_025990593.2
OG0004527	XP_015431456.1	XP_025987065.2
OG0004528	XP_015439375.1	XP_011166188.1
OG0004529	XP_015434799.1	XP_025990753.1
OG0004530	XP_015430768.1	XP_011162129.1, XP_039314279.1, XP_039314285.1
OG0004531	XP_015435664.1	XP_011168688.1
OG0004532	XP_015431809.1	XP_011167132.1
OG0004533	XP_015430499.1	XP_011164362.1
OG0004534	XP_015429362.1	XP_039302696.1
OG0004535	XP_015429024.1, XP_015429025.1	XP_025994890.1
OG0004536	XP_015437666.1	XP_011161241.1
OG0004537	XP_015436875.1	XP_025987624.1
OG0004538	XP_015433961.1	XP_011158693.2
OG0004539	XP_015434322.1	XP_011167340.1
OG0004540	XP_015428489.1	XP_011170514.1
OG0004541	XP_015429797.1	XP_011164464.2
OG0004542	XP_015435074.1, XP_015435075.1	XP_025995789.1
OG0004543	XP_015435186.1	XP_025997266.1
OG0004544	XP_015433384.1	XP_011170310.1
OG0004545	XP_015432735.1	XP_025997433.1
OG0004546	XP_015433832.1, XP_015433830.1, XP_015433831.1	XP_011165149.1
OG0004547	XP_015440108.1	XP_039302365.1
OG0004548	XP_015429363.1	XP_039307310.1
OG0004549	XP_015439946.1	XP_011176188.1
OG0004550	XP_015437569.1	XP_039302207.1
OG0004551	XP_015430958.1	XP_011162543.1
OG0004552	XP_015434495.1	XP_011169318.1
OG0004553	XP_015436213.1	XP_011166470.1, XP_011166469.1
OG0004554	XP_015433607.1	XP_011158006.2, XP_039310981.1
OG0004555	XP_015439963.1	XP_011160079.1
OG0004556	XP_015436122.1	XP_011166120.2
OG0004557	XP_015432884.1	XP_025986806.1
OG0004558	XP_015439493.1	XP_011161887.2
OG0004559	XP_015438157.1, XP_015436618.1	XP_011172821.1
OG0004560	XP_015433485.1	XP_011175838.2
OG0004561	XP_015440476.1	XP_011167670.1
OG0004562	XP_015436598.1, XP_015438156.1	XP_011162497.1
OG0004563	XP_015429318.1	XP_011159864.1
OG0004564	XP_015435129.1, XP_015435131.1	XP_011170096.2
OG0004565	XP_015429483.1	XP_011162923.1
OG0004566	XP_015438145.1	XP_011163400.1
OG0004567	XP_015432951.1	XP_011165567.1
OG0004568	XP_015436243.1	XP_011166483.1
OG0004569	XP_015428897.1	XP_011164461.1, XP_025996462.1
OG0004570	XP_015429038.1	XP_039310193.1, XP_011162473.1
OG0004571	XP_015438579.1	XP_011165032.2
OG0004573	XP_015429505.1	XP_011161782.2
OG0004574	XP_015437204.1	XP_011175668.1
OG0004575	XP_015433617.1	XP_025986656.2
OG0004576	XP_015436688.1	XP_011173072.2
OG0004577	XP_015434602.1	XP_025990621.1
OG0004578	XP_015440173.1	XP_011172292.1
OG0004579	XP_015434191.1	XP_011167034.1
OG0004580	XP_015436605.1	XP_011161300.1, XP_011161299.1
OG0004581	XP_015434998.1	XP_011167392.1
OG0004582	XP_015432286.1	XP_011171933.2
OG0004583	XP_015432487.1	XP_011156722.1
OG0004584	XP_015437953.1	XP_011156744.1
OG0004585	XP_015434489.1	XP_011173644.1
OG0004586	XP_015431264.1	XP_011160188.1
OG0004587	XP_015428742.1	XP_011166938.1
OG0004588	XP_015439612.1	XP_011172118.2
OG0004589	XP_015433294.1	XP_011160464.1
OG0004590	XP_015434966.1	XP_011158542.1
OG0004591	XP_015433865.1	XP_025990456.1, XP_025990454.1
OG0004592	XP_015439329.1	XP_025986378.1
OG0004593	XP_015437172.1	XP_011173606.1
OG0004594	XP_015439972.1	XP_011162067.1
OG0004595	XP_015430137.1	XP_025990467.2, XP_039309737.1
OG0004596	XP_015439367.1	XP_039314217.1
OG0004597	XP_015440523.1	XP_011168192.1, XP_039312754.1
OG0004598	XP_015438626.1	XP_011168404.1
OG0004599	XP_015430403.1	XP_025994300.2, XP_011169169.2
OG0004600	XP_015436215.1, XP_015436110.1	XP_039307246.1
OG0004601	XP_015437642.1	XP_011170958.1
OG0004602	XP_015438564.1	XP_011169541.2
OG0004603	XP_015432389.1	XP_039311056.1
OG0004604	XP_015440277.1	XP_039314758.1
OG0004605	XP_015440504.1, XP_015440503.1	XP_025993009.1
OG0004606	XP_015428738.1	XP_039306841.1
OG0004607	XP_015431371.1	XP_011169157.1
OG0004608	XP_015431655.1	XP_011158110.1
OG0004609	XP_015438824.1	XP_011165529.1, XP_011165532.1
OG0004610	XP_015436323.1	XP_039308829.1, XP_011162918.1
OG0004611	XP_015433849.1	XP_011160141.1
OG0004612	XP_015440106.1	XP_011164586.1
OG0004613	XP_015437263.1	XP_011171597.1
OG0004614	XP_015432592.1	XP_011163849.1
OG0004615	XP_015438247.1	XP_011167723.2
OG0004616	XP_015429033.1, XP_015429034.1	XP_011162512.1
OG0004617	XP_015428816.1	XP_011175266.2
OG0004618	XP_015432849.1	XP_011156393.1
OG0004619	XP_015436336.1	XP_011171735.1
OG0004620	XP_015431512.1	XP_011155698.2, XP_011155699.2
OG0004621	XP_015430789.1	XP_011163610.2, XP_039305473.1
OG0004623	XP_015437173.1	XP_025995543.1
OG0004624	XP_015437707.1	XP_011169395.1
OG0004625	XP_015434974.1	XP_011172065.2
OG0004626	XP_015435238.1	XP_039311003.1
OG0004627	XP_015428867.1	XP_011166633.1
OG0004628	XP_015436233.1	XP_011155481.1
OG0004629	XP_015428651.1	XP_011161466.1, XP_011161465.1
OG0004630	XP_015438495.1	XP_039312554.1, XP_011176242.1
OG0004631	XP_015431026.1	XP_039305299.1
OG0004632	XP_015437893.1	XP_011156201.1
OG0004633	XP_015430100.1	XP_011176002.1
OG0004634	XP_015440495.1	XP_011155721.1
OG0004635	XP_015438400.1	XP_011160555.2
OG0004636	XP_015439241.1	XP_011173596.1
OG0004637	XP_015431159.1	XP_039308041.1
OG0004638	XP_015433672.1	XP_025996461.2
OG0004639	XP_015430800.1	XP_011173368.1
OG0004640	XP_015431560.1	XP_011175551.2
OG0004641	XP_015433531.1, XP_015433540.1	XP_011164158.1
OG0004642	XP_015429194.1	XP_039313659.1, XP_011163989.1
OG0004643	XP_015438080.1	XP_011167329.1
OG0004644	XP_015439310.1	XP_039312263.1
OG0004645	XP_015430091.1	XP_039310284.1
OG0004646	XP_015434608.1	XP_011156607.1
OG0004647	XP_015437130.1	XP_025989546.2
OG0004648	XP_015430353.1	XP_025994715.1
OG0004649	XP_015439776.1	XP_011158175.1
OG0004650	XP_015430203.1	XP_025994305.1
OG0004651	XP_015440144.1	XP_025991672.2
OG0004652	XP_015430213.1	XP_011156487.1
OG0004653	XP_015429670.1	XP_025992711.1, XP_025992710.1, XP_025992712.1, XP_039304024.1
OG0004654	XP_015433186.1	XP_025988543.1
OG0004655	XP_015437393.1	XP_011157241.3
OG0004656	XP_015434387.1	XP_025993294.2
OG0004657	XP_015439819.1	XP_025989417.1
OG0004658	XP_015437713.1	XP_011168430.1, XP_039309246.1
OG0004659	XP_015430140.1	XP_011172836.1
OG0004660	XP_015429424.1	XP_011156159.1
OG0004661	XP_015433804.1	XP_039311007.1
OG0004662	XP_015440015.1	XP_011172038.2
OG0004663	XP_015439337.1	XP_011170055.1
OG0004664	XP_015428444.1	XP_011159811.1
OG0004665	XP_015439116.1	XP_011158506.1
OG0004666	XP_015429916.1	XP_025990473.1, XP_025990472.1
OG0004667	XP_015438615.1	XP_011167320.1
OG0004668	XP_015440337.1	XP_011157937.1
OG0004669	XP_015439653.1	XP_025986877.1
OG0004670	XP_015429931.1	XP_039311257.1
OG0004671	XP_015433002.1	XP_039305471.1
OG0004672	XP_015431991.1	XP_039313617.1
OG0004673	XP_015435234.1	XP_011173544.1
OG0004674	XP_015434907.1	XP_011170072.2
OG0004675	XP_015428572.1	XP_011175568.1
OG0004676	XP_015438660.1	XP_011162713.2
OG0004677	XP_015429972.1	XP_025995689.1
OG0004678	XP_015432096.1	XP_025993570.1
OG0004679	XP_015429794.1	XP_011164550.1
OG0004680	XP_015437044.1	XP_025992786.1
OG0004681	XP_015439888.1	XP_011173602.1
