Orthogroup	Dufourea_novaeangliae	Vespa_mandarinia
OG0003456	XP_015431833.1	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1
OG0003457	XP_015437094.1	XP_035738969.1
OG0003458	XP_015434893.1	XP_035733700.1
OG0003459	XP_015436293.1	XP_035739605.1
OG0003460	XP_015429482.1	XP_035732966.1
OG0003461	XP_015439199.1	XP_035735651.1, XP_035735652.1, XP_035735655.1
OG0003463	XP_015438570.1	XP_035719502.1
OG0003464	XP_015435329.1	XP_035717463.1
OG0003465	XP_015430316.1	XP_035730976.1, XP_035730988.1
OG0003466	XP_015430956.1	XP_035722097.1
OG0003467	XP_015435954.1	XP_035739108.1
OG0003468	XP_015438657.1	XP_035731548.1
OG0003469	XP_015440208.1	XP_035732757.1
OG0003470	XP_015429649.1	XP_035718829.1
OG0003471	XP_015438061.1	XP_035724488.1
OG0003472	XP_015434252.1	XP_035718671.1
OG0003473	XP_015440466.1	XP_035740031.1
OG0003474	XP_015438082.1	XP_035722625.1
OG0003475	XP_015431138.1	XP_035737256.1
OG0003476	XP_015434873.1	XP_035735088.1
OG0003477	XP_015431303.1	XP_035738717.1, XP_035738718.1
OG0003478	XP_015430460.1	XP_035723090.1
OG0003479	XP_015433438.1	XP_035727087.1
OG0003480	XP_015428847.1	XP_035730689.1, XP_035730708.1
OG0003481	XP_015428942.1	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1
OG0003482	XP_015437149.1	XP_035723792.1, XP_035723791.1
OG0003483	XP_015433311.1	XP_035724112.1
OG0003484	XP_015431986.1	XP_035720488.1
OG0003485	XP_015440052.1	XP_035719203.1
OG0003486	XP_015429060.1	XP_035729809.1, XP_035729810.1, XP_035729808.1
OG0003487	XP_015437453.1	XP_035717432.1
OG0003488	XP_015439695.1	XP_035719078.1
OG0003489	XP_015435272.1	XP_035725986.1
OG0003490	XP_015430573.1	XP_035723257.1
OG0003491	XP_015437072.1	XP_035734012.1
OG0003492	XP_015435124.1	XP_035722321.1, XP_035722319.1
OG0003493	XP_015437357.1	XP_035725217.1
OG0003494	XP_015429862.1	XP_035728926.1, XP_035728925.1
OG0003495	XP_015437971.1	XP_035739750.1
OG0003496	XP_015438038.1	XP_035727473.1
OG0003497	XP_015432851.1	XP_035717989.1
OG0003498	XP_015430509.1	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1
OG0003499	XP_015429478.1, XP_015429469.1	XP_035737779.1, XP_035737771.1
OG0003500	XP_015436616.1	XP_035737356.1, XP_035737354.1, XP_035737355.1
OG0003501	XP_015429571.1	XP_035740613.1
OG0003502	XP_015433871.1	XP_035738145.1
OG0003503	XP_015434257.1	XP_035731958.1
OG0003504	XP_015432682.1	XP_035742148.1
OG0003506	XP_015429154.1	XP_035720775.1
OG0003507	XP_015439164.1	XP_035726875.1
OG0003508	XP_015440485.1	XP_035738765.1, XP_035738767.1, XP_035738766.1
OG0003509	XP_015432910.1	XP_035722353.1
OG0003510	XP_015435412.1	XP_035718282.1
OG0003511	XP_015434731.1	XP_035741063.1
OG0003512	XP_015439634.1	XP_035720217.1
OG0003513	XP_015428898.1	XP_035718942.1
OG0003514	XP_015435486.1	XP_035729687.1, XP_035729686.1
OG0003515	XP_015439909.1	XP_035732586.1, XP_035732590.1
OG0003516	XP_015429745.1	XP_035732681.1, XP_035732683.1, XP_035732682.1
OG0003517	XP_015437385.1	XP_035738336.1
OG0003518	XP_015437341.1, XP_015437342.1	XP_035718417.1
OG0003519	XP_015428967.1	XP_035734592.1
OG0003520	XP_015437838.1	XP_035743414.1
OG0003521	XP_015431234.1	XP_035734073.1
OG0003522	XP_015428770.1	XP_035732365.1
OG0003523	XP_015437001.1	XP_035742503.1
OG0003524	XP_015437470.1	XP_035722043.1
OG0003525	XP_015432588.1	XP_035720476.1, XP_035720475.1
OG0003526	XP_015438990.1	XP_035743557.1
OG0003527	XP_015431743.1	XP_035718095.1
OG0003528	XP_015439180.1	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1
OG0003529	XP_015437826.1	XP_035743257.1
OG0003530	XP_015439408.1	XP_035729917.1, XP_035729918.1, XP_035729916.1
OG0003532	XP_015428852.1, XP_015438139.1	XP_035742315.1
OG0003533	XP_015434677.1	XP_035723847.1
OG0003534	XP_015437936.1	XP_035736183.1
OG0003535	XP_015433783.1	XP_035737568.1
OG0003536	XP_015436317.1	XP_035739524.1
OG0003537	XP_015436968.1	XP_035735664.1
OG0003538	XP_015436113.1	XP_035732596.1, XP_035732595.1
OG0003539	XP_015432991.1	XP_035718047.1
OG0003541	XP_015437343.1	XP_035717964.1
OG0003542	XP_015431631.1	XP_035723678.1, XP_035723677.1, XP_035723676.1
OG0003543	XP_015434002.1	XP_035742292.1
OG0003544	XP_015438671.1	XP_035728278.1
OG0003545	XP_015432397.1	XP_035719835.1
OG0003546	XP_015430112.1	XP_035736975.1
OG0003547	XP_015431728.1	XP_035730562.1
OG0003548	XP_015438713.1	XP_035732987.1
OG0003549	XP_015438496.1	XP_035738447.1
OG0003550	XP_015431630.1	XP_035732609.1
OG0003551	XP_015439113.1	XP_035727353.1
OG0003552	XP_015436024.1	XP_035729972.1
OG0003553	XP_015431432.1	XP_035738616.1
OG0003554	XP_015428772.1	XP_035721413.1, XP_035721411.1, XP_035721412.1
OG0003555	XP_015432619.1	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1
OG0003556	XP_015429397.1	XP_035739412.1
OG0003557	XP_015433360.1	XP_035742101.1
OG0003558	XP_015436540.1, XP_015436541.1	XP_035732785.1
OG0003559	XP_015431227.1	XP_035717241.1
OG0003560	XP_015439289.1	XP_035724341.1
OG0003561	XP_015436466.1	XP_035734788.1
OG0003562	XP_015430369.1	XP_035730958.1
OG0003563	XP_015429184.1	XP_035737868.1, XP_035737862.1
OG0003564	XP_015428544.1	XP_035736469.1
OG0003565	XP_015429430.1	XP_035741019.1
OG0003566	XP_015434101.1	XP_035733197.1, XP_035733198.1
OG0003567	XP_015440069.1	XP_035719678.1, XP_035719677.1
OG0003568	XP_015437024.1	XP_035718635.1, XP_035718632.1
OG0003569	XP_015437033.1	XP_035718458.1
OG0003570	XP_015439110.1	XP_035735335.1
OG0003571	XP_015438377.1	XP_035742635.1
OG0003572	XP_015433180.1	XP_035736274.1
OG0003573	XP_015430833.1	XP_035717792.1
OG0003574	XP_015438724.1	XP_035734451.1
OG0003575	XP_015431847.1	XP_035729876.1
OG0003576	XP_015428925.1, XP_015428924.1	XP_035734505.1
OG0003577	XP_015431325.1	XP_035740899.1
OG0003578	XP_015434992.1	XP_035741956.1
OG0003579	XP_015430088.1	XP_035736814.1
OG0003580	XP_015433500.1	XP_035721139.1
OG0003581	XP_015431976.1	XP_035724089.1
OG0003582	XP_015431922.1	XP_035722593.1, XP_035722590.1
OG0003583	XP_015434358.1	XP_035737943.1, XP_035737942.1
OG0003584	XP_015430919.1	XP_035719058.1
OG0003585	XP_015431183.1	XP_035724190.1
OG0003586	XP_015430790.1	XP_035731957.1, XP_035731956.1
OG0003587	XP_015431144.1	XP_035740442.1
OG0003588	XP_015440149.1	XP_035726162.1
OG0003589	XP_015431951.1	XP_035735323.1, XP_035735322.1
OG0003591	XP_015439486.1	XP_035729344.1
OG0003592	XP_015431063.1, XP_015431071.1	XP_035718908.1
OG0003593	XP_015432057.1	XP_035726199.1
OG0003595	XP_015436029.1	XP_035742839.1
OG0003596	XP_015435996.1	XP_035723065.1
OG0003597	XP_015432646.1	XP_035734533.1
OG0003598	XP_015436156.1	XP_035729133.1
OG0003599	XP_015436286.1	XP_035742048.1
OG0003600	XP_015431952.1	XP_035735316.1
OG0003601	XP_015440005.1	XP_035740299.1
OG0003602	XP_015433616.1	XP_035736266.1
OG0003603	XP_015437380.1	XP_035723696.1, XP_035726673.1
OG0003604	XP_015432258.1	XP_035719057.1
OG0003605	XP_015434549.1	XP_035740947.1
OG0003606	XP_015433714.1	XP_035717568.1
OG0003607	XP_015436229.1	XP_035721862.1, XP_035721863.1
OG0003608	XP_015430674.1	XP_035731593.1
OG0003609	XP_015437140.1	XP_035737104.1
OG0003610	XP_015435879.1	XP_035723787.1
OG0003611	XP_015437417.1	XP_035723396.1
OG0003612	XP_015432415.1	XP_035731103.1, XP_035731102.1
OG0003613	XP_015433711.1	XP_035742709.1
OG0003614	XP_015431485.1	XP_035725582.1
OG0003615	XP_015439772.1	XP_035724749.1
OG0003616	XP_015440530.1	XP_035738090.1, XP_035738091.1
OG0003618	XP_015436809.1	XP_035728156.1
OG0003619	XP_015431321.1	XP_035725507.1
OG0003620	XP_015436877.1	XP_035727757.1
OG0003621	XP_015433312.1	XP_035729589.1
OG0003622	XP_015430261.1	XP_035727791.1
OG0003623	XP_015436425.1	XP_035726128.1
OG0003624	XP_015430859.1	XP_035730249.1
OG0003625	XP_015428734.1	XP_035741765.1
OG0003626	XP_015432431.1	XP_035734107.1
OG0003627	XP_015433598.1	XP_035735634.1, XP_035735635.1
OG0003628	XP_015431235.1	XP_035742363.1
OG0003629	XP_015437983.1	XP_035736010.1
OG0003630	XP_015428683.1	XP_035743900.1
OG0003631	XP_015435913.1	XP_035721186.1, XP_035721194.1
OG0003632	XP_015439464.1	XP_035728479.1
OG0003633	XP_015431644.1	XP_035730943.1, XP_035730944.1
OG0003634	XP_015428680.1	XP_035743875.1
OG0003635	XP_015436767.1	XP_035717783.1
OG0003636	XP_015428571.1	XP_035736309.1
OG0003637	XP_015428970.1	XP_035737409.1
OG0003638	XP_015431288.1	XP_035744072.1
OG0003639	XP_015437010.1	XP_035740130.1
OG0003640	XP_015437293.1	XP_035718345.1
OG0003641	XP_015433496.1	XP_035741082.1
OG0003642	XP_015429408.1	XP_035742421.1
OG0003643	XP_015428516.1	XP_035733118.1
OG0003644	XP_015438976.1	XP_035735602.1
OG0003645	XP_015431589.1	XP_035727181.1, XP_035727184.1
OG0003646	XP_015431123.1	XP_035734040.1
OG0003647	XP_015433692.1	XP_035730333.1
OG0003648	XP_015434050.1	XP_035731944.1, XP_035731946.1
OG0003649	XP_015432694.1, XP_015432653.1	XP_035731682.1
OG0003650	XP_015435789.1	XP_035739885.1
OG0003651	XP_015440024.1	XP_035732853.1, XP_035732850.1
OG0003652	XP_015431449.1	XP_035737188.1, XP_035737185.1, XP_035737184.1
OG0003653	XP_015435840.1	XP_035718461.1
OG0003654	XP_015431267.1	XP_035737719.1
OG0003656	XP_015432564.1	XP_035730032.1
OG0003657	XP_015428450.1	XP_035731843.1
OG0003658	XP_015437486.1	XP_035723194.1
OG0003661	XP_015436102.1	XP_035731876.1
OG0003662	XP_015436778.1	XP_035719007.1, XP_035719001.1
OG0003663	XP_015434394.1, XP_015434392.1, XP_015434393.1	XP_035718473.1
OG0003664	XP_015432053.1	XP_035727421.1, XP_035727434.1
OG0003665	XP_015438664.1	XP_035727599.1, XP_035727600.1, XP_035727598.1
OG0003666	XP_015431962.1	XP_035726279.1
OG0003667	XP_015433744.1	XP_035736229.1
OG0003668	XP_015440514.1	XP_035739792.1, XP_035739793.1
OG0003669	XP_015438029.1	XP_035739111.1
OG0003671	XP_015435475.1	XP_035741291.1, XP_035741290.1
OG0003672	XP_015440134.1	XP_035726739.1, XP_035726740.1
OG0003673	XP_015428479.1	XP_035741432.1
OG0003674	XP_015440528.1	XP_035743211.1, XP_035743212.1, XP_035743213.1
OG0003675	XP_015432031.1	XP_035725489.1, XP_035722541.1
OG0003676	XP_015436748.1, XP_015436749.1	XP_035719745.1
OG0003677	XP_015439959.1	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1
OG0003678	XP_015431908.1	XP_035732466.1
OG0003679	XP_015429891.1	XP_035735540.1
OG0003680	XP_015438587.1, XP_015438584.1	XP_035742894.1
OG0003681	XP_015429232.1	XP_035717332.1
OG0003682	XP_015433441.1	XP_035742902.1
OG0003683	XP_015433979.1	XP_035743102.1
OG0003684	XP_015439232.1	XP_035730815.1
OG0003685	XP_015439229.1	XP_035743277.1
OG0003686	XP_015440383.1	XP_035734872.1
OG0003687	XP_015435391.1	XP_035720043.1
OG0003688	XP_015439431.1	XP_035737162.1, XP_035737166.1
OG0003689	XP_015432532.1	XP_035734650.1
OG0003690	XP_015440136.1	XP_035734199.1, XP_035734198.1
OG0003691	XP_015429581.1	XP_035740341.1
OG0003692	XP_015430673.1	XP_035721136.1
OG0003693	XP_015438607.1, XP_015438606.1	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1
OG0003694	XP_015437685.1	XP_035719391.1, XP_035719386.1
OG0003695	XP_015432630.1	XP_035734552.1, XP_035734553.1, XP_035734583.1
OG0003696	XP_015431810.1	XP_035742008.1
OG0003697	XP_015428422.1	XP_035727727.1
OG0003698	XP_015434627.1	XP_035739429.1
OG0003699	XP_015437939.1	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1
OG0003700	XP_015437712.1	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1
OG0003701	XP_015435462.1	XP_035717823.1, XP_035717830.1
OG0003703	XP_015440006.1	XP_035736823.1
OG0003704	XP_015435651.1	XP_035725262.1
OG0003705	XP_015430524.1	XP_035722262.1, XP_035722261.1, XP_035722260.1
OG0003706	XP_015438940.1	XP_035717923.1
OG0003706	XP_015439127.1	XP_035717918.1
OG0003709	XP_015430685.1	XP_035721107.1
OG0003710	XP_015435884.1	XP_035721209.1
OG0003711	XP_015432731.1	XP_035731824.1, XP_035731823.1, XP_035731825.1
OG0003712	XP_015438413.1	XP_035717220.1
OG0003713	XP_015433642.1	XP_035742730.1
OG0003714	XP_015435978.1	XP_035728137.1
OG0003715	XP_015429927.1	XP_035723504.1
OG0003716	XP_015431170.1	XP_035740419.1
OG0003717	XP_015429078.1	XP_035723180.1
OG0003718	XP_015433461.1	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1
OG0003719	XP_015428883.1	XP_035718953.1
OG0003720	XP_015433604.1	XP_035732272.1
OG0003721	XP_015433493.1	XP_035722954.1
OG0003722	XP_015429819.1	XP_035738704.1, XP_035738703.1
OG0003723	XP_015432972.1	XP_035717773.1
OG0003724	XP_015433266.1, XP_015433811.1	XP_035727823.1, XP_035727819.1
OG0003725	XP_015430368.1	XP_035719046.1, XP_035719045.1, XP_035719044.1
OG0003726	XP_015433319.1	XP_035728449.1
OG0003727	XP_015431541.1	XP_035735509.1
OG0003728	XP_015433368.1	XP_035732527.1
OG0003729	XP_015428880.1, XP_015428879.1	XP_035733295.1
OG0003730	XP_015431404.1	XP_035738775.1
OG0003731	XP_015435927.1	XP_035743407.1
OG0003732	XP_015430165.1	XP_035734415.1, XP_035734416.1
OG0003733	XP_015438341.1	XP_035730417.1
OG0003734	XP_015439035.1	XP_035735853.1, XP_035735854.1, XP_035735852.1
OG0003735	XP_015437965.1	XP_035736167.1
OG0003736	XP_015429347.1	XP_035735508.1
OG0003737	XP_015438242.1	XP_035741238.1
OG0003738	XP_015439950.1	XP_035730686.1
OG0003739	XP_015435633.1	XP_035725732.1
OG0003740	XP_015439407.1	XP_035721572.1
OG0003741	XP_015429978.1	XP_035735375.1
OG0003742	XP_015436901.1	XP_035725097.1
OG0003743	XP_015435174.1	XP_035720548.1
OG0003744	XP_015435765.1	XP_035735640.1
OG0003745	XP_015433674.1, XP_015433673.1	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1
OG0003746	XP_015440163.1	XP_035740276.1
OG0003747	XP_015431731.1	XP_035738972.1
OG0003749	XP_015432788.1	XP_035732500.1
OG0003750	XP_015438527.1, XP_015438528.1	XP_035719685.1
OG0003751	XP_015439571.1	XP_035742636.1
OG0003752	XP_015439627.1	XP_035719151.1
OG0003753	XP_015430903.1, XP_015430904.1	XP_035721023.1
OG0003754	XP_015439129.1	XP_035726957.1
OG0003755	XP_015435051.1	XP_035732404.1
OG0003756	XP_015439951.1	XP_035720659.1
OG0003757	XP_015439399.1	XP_035733637.1
OG0003758	XP_015430782.1	XP_035739827.1
OG0003759	XP_015433100.1	XP_035719760.1
OG0003760	XP_015431529.1	XP_035722648.1
OG0003761	XP_015434542.1	XP_035741208.1
OG0003762	XP_015434324.1	XP_035721898.1
OG0003763	XP_015432441.1	XP_035736789.1
OG0003764	XP_015438663.1	XP_035743928.1
OG0003765	XP_015432208.1	XP_035720698.1
OG0003766	XP_015431593.1	XP_035741958.1
OG0003767	XP_015439798.1	XP_035729971.1, XP_035730134.1
OG0003768	XP_015431559.1	XP_035724873.1, XP_035724874.1
OG0003769	XP_015433437.1	XP_035734481.1
OG0003770	XP_015434650.1	XP_035732680.1
OG0003771	XP_015430946.1, XP_015433716.1	XP_035727612.1, XP_035727611.1, XP_035727610.1
OG0003772	XP_015439999.1	XP_035717352.1
OG0003774	XP_015432348.1	XP_035736354.1
OG0003775	XP_015432635.1	XP_035735219.1, XP_035735220.1
OG0003776	XP_015432726.1	XP_035718985.1
OG0003777	XP_015436297.1	XP_035731567.1
OG0003778	XP_015432984.1	XP_035726602.1
OG0003779	XP_015432961.1	XP_035717771.1
OG0003780	XP_015438992.1	XP_035739526.1
OG0003781	XP_015429240.1	XP_035721564.1
OG0003782	XP_015429227.1	XP_035723121.1
OG0003783	XP_015432498.1	XP_035743190.1
OG0003784	XP_015428634.1	XP_035732109.1
OG0003785	XP_015438667.1	XP_035725080.1
OG0003786	XP_015433631.1	XP_035721979.1
OG0003787	XP_015436338.1	XP_035731861.1
OG0003788	XP_015432753.1	XP_035734594.1
OG0003789	XP_015434266.1	XP_035728477.1
OG0003790	XP_015435466.1	XP_035717858.1, XP_035717859.1, XP_035717857.1
OG0003791	XP_015439023.1	XP_035734129.1
OG0003792	XP_015438719.1	XP_035738407.1
OG0003793	XP_015432974.1	XP_035737994.1
OG0003794	XP_015438530.1	XP_035718533.1
OG0003795	XP_015430174.1	XP_035718982.1, XP_035718981.1
OG0003796	XP_015430574.1	XP_035733545.1
OG0003797	XP_015439669.1	XP_035719902.1
OG0003798	XP_015440132.1	XP_035731086.1
OG0003799	XP_015434357.1	XP_035737933.1
OG0003800	XP_015434122.1	XP_035741846.1
OG0003801	XP_015438677.1	XP_035735252.1
OG0003802	XP_015434878.1	XP_035728149.1
OG0003803	XP_015435236.1	XP_035724971.1
OG0003804	XP_015429414.1	XP_035719615.1
OG0003805	XP_015435328.1	XP_035724681.1, XP_035724680.1
OG0003806	XP_015428955.1, XP_015428947.1, XP_015428939.1	XP_035723193.1
OG0003807	XP_015434137.1	XP_035735552.1
OG0003808	XP_015432199.1	XP_035744048.1
OG0003809	XP_015429083.1	XP_035720850.1, XP_035720849.1
OG0003810	XP_015440241.1	XP_035742145.1, XP_035742144.1, XP_035742147.1
OG0003811	XP_015436051.1	XP_035728879.1
OG0003812	XP_015432342.1	XP_035728413.1
OG0003813	XP_015431495.1	XP_035742745.1, XP_035742744.1
OG0003814	XP_015439267.1	XP_035720868.1
OG0003815	XP_015428412.1	XP_035735905.1, XP_035735904.1
OG0003816	XP_015440534.1	XP_035731093.1
OG0003817	XP_015437722.1	XP_035738918.1
OG0003818	XP_015428457.1	XP_035719142.1
OG0003819	XP_015439364.1	XP_035735161.1
OG0003820	XP_015437780.1	XP_035743778.1
OG0003821	XP_015432346.1	XP_035718217.1
OG0003822	XP_015429594.1	XP_035743460.1
OG0003823	XP_015431201.1	XP_035729097.1
OG0003824	XP_015435262.1	XP_035721941.1, XP_035721940.1
OG0003825	XP_015435998.1	XP_035737088.1
OG0003826	XP_015435268.1	XP_035725871.1
OG0003827	XP_015429982.1	XP_035726669.1
OG0003828	XP_015434528.1	XP_035740971.1
OG0003829	XP_015434476.1	XP_035728371.1
OG0003830	XP_015433987.1	XP_035726771.1
OG0003831	XP_015439058.1	XP_035735598.1, XP_035735599.1
OG0003832	XP_015438739.1	XP_035730088.1
OG0003833	XP_015432692.1	XP_035731786.1
OG0003834	XP_015434375.1, XP_015434376.1	XP_035731104.1
OG0003835	XP_015436320.1	XP_035727550.1
OG0003836	XP_015428691.1	XP_035742747.1, XP_035742754.1
OG0003837	XP_015430736.1	XP_035734909.1
OG0003838	XP_015429343.1	XP_035739876.1
OG0003839	XP_015430933.1	XP_035717427.1
OG0003840	XP_015428801.1	XP_035728110.1, XP_035728109.1
OG0003841	XP_015429147.1	XP_035718343.1, XP_035718344.1
OG0003842	XP_015432271.1	XP_035729846.1
OG0003843	XP_015437436.1	XP_035717944.1
OG0003844	XP_015431243.1	XP_035735128.1
OG0003845	XP_015429312.1	XP_035739934.1
OG0003846	XP_015435847.1	XP_035743352.1
OG0003847	XP_015439756.1	XP_035722162.1
OG0003848	XP_015439980.1, XP_015432114.1	XP_035727970.1, XP_035727969.1
OG0003849	XP_015432402.1	XP_035734278.1
OG0003850	XP_015428920.1	XP_035736696.1
OG0003851	XP_015436674.1	XP_035734667.1
OG0003852	XP_015433724.1	XP_035724992.1
OG0003853	XP_015428512.1, XP_015428521.1	XP_035721416.1
OG0003854	XP_015432120.1	XP_035731886.1
OG0003855	XP_015439507.1	XP_035738009.1
OG0003856	XP_015434886.1	XP_035733799.1, XP_035733797.1, XP_035733796.1
OG0003857	XP_015429569.1	XP_035730798.1
OG0003858	XP_015435027.1	XP_035726436.1, XP_035726438.1, XP_035726437.1
OG0003859	XP_015437154.1	XP_035723901.1
OG0003860	XP_015435046.1	XP_035717409.1
OG0003861	XP_015436306.1	XP_035740311.1, XP_035740310.1
OG0003862	XP_015428446.1	XP_035731852.1
OG0003863	XP_015431351.1	XP_035728957.1
OG0003864	XP_015437214.1	XP_035742818.1
OG0003865	XP_015439386.1	XP_035735177.1
OG0003866	XP_015433094.1	XP_035729570.1
OG0003867	XP_015437198.1	XP_035723875.1
OG0003868	XP_015428875.1	XP_035733187.1
OG0003869	XP_015440535.1	XP_035723122.1
OG0003870	XP_015434971.1	XP_035740870.1
OG0003871	XP_015437257.1	XP_035724594.1
OG0003872	XP_015433679.1	XP_035738828.1, XP_035738827.1
OG0003873	XP_015429490.1	XP_035726635.1
OG0003874	XP_015433365.1	XP_035728688.1
OG0003875	XP_015435086.1	XP_035726108.1
OG0003876	XP_015431939.1	XP_035738388.1
OG0003877	XP_015428573.1	XP_035727676.1, XP_035727677.1, XP_035727675.1
OG0003878	XP_015437794.1	XP_035720369.1
OG0003879	XP_015436189.1	XP_035723050.1
OG0003880	XP_015435464.1	XP_035721142.1
OG0003881	XP_015440220.1	XP_035717227.1
OG0003882	XP_015429782.1	XP_035722477.1, XP_035722479.1
OG0003883	XP_015430923.1	XP_035721277.1
OG0003884	XP_015439739.1	XP_035724247.1
OG0003885	XP_015431636.1, XP_015431635.1	XP_035741602.1, XP_035741601.1
OG0003886	XP_015435385.1	XP_035743684.1
OG0003887	XP_015435889.1	XP_035740302.1, XP_035740303.1
OG0003888	XP_015429457.1	XP_035737789.1
OG0003889	XP_015433683.1	XP_035742474.1, XP_035742475.1, XP_035733598.1
OG0003890	XP_015431172.1	XP_035734065.1, XP_035734063.1
OG0003891	XP_015437933.1	XP_035736151.1
OG0003892	XP_015434168.1	XP_035743337.1
OG0003893	XP_015434615.1	XP_035742324.1
OG0003894	XP_015438573.1	XP_035738443.1
OG0003896	XP_015436603.1, XP_015436604.1	XP_035727124.1
OG0003897	XP_015434212.1	XP_035739094.1
OG0003898	XP_015433839.1	XP_035741665.1
OG0003899	XP_015439268.1	XP_035725468.1
OG0003900	XP_015438054.1	XP_035724330.1
OG0003901	XP_015432838.1	XP_035717672.1
OG0003902	XP_015432773.1	XP_035731275.1
OG0003903	XP_015431121.1	XP_035718088.1
OG0003904	XP_015430882.1	XP_035730598.1, XP_035730600.1, XP_035730599.1
OG0003905	XP_015435542.1	XP_035737153.1
OG0003906	XP_015430752.1	XP_035730548.1
OG0003907	XP_015439598.1	XP_035739183.1
OG0003908	XP_015431997.1	XP_035726411.1
OG0003909	XP_015428762.1	XP_035743286.1
OG0003910	XP_015429171.1	XP_035726258.1, XP_035726257.1
OG0003911	XP_015436490.1	XP_035725054.1
OG0003912	XP_015430899.1	XP_035721017.1
OG0003913	XP_015437630.1	XP_035740890.1
OG0003914	XP_015431837.1	XP_035737812.1
OG0003915	XP_015436824.1	XP_035738805.1, XP_035738804.1
OG0003916	XP_015430110.1	XP_035736861.1
OG0003917	XP_015435070.1	XP_035729612.1
OG0003918	XP_015438316.1	XP_035727577.1
OG0003919	XP_015439585.1	XP_035717224.1, XP_035717223.1
OG0003920	XP_015440153.1	XP_035730515.1
OG0003921	XP_015436939.1	XP_035740875.1
OG0003922	XP_015432754.1	XP_035723258.1, XP_035723259.1
OG0003923	XP_015431696.1	XP_035722871.1, XP_035722872.1
OG0003924	XP_015436096.1	XP_035740268.1
OG0003925	XP_015431166.1	XP_035720346.1
OG0003926	XP_015432101.1	XP_035738103.1
OG0003927	XP_015437697.1	XP_035720710.1
OG0003928	XP_015439655.1	XP_035729501.1
OG0003929	XP_015429992.1	XP_035737732.1
OG0003930	XP_015431336.1	XP_035724600.1
OG0003931	XP_015437203.1	XP_035735006.1
OG0003932	XP_015436058.1	XP_035741680.1
OG0003933	XP_015432002.1	XP_035738414.1
OG0003934	XP_015436997.1	XP_035730344.1
OG0003935	XP_015437636.1	XP_035722585.1
OG0003936	XP_015440086.1	XP_035737650.1
OG0003937	XP_015429739.1	XP_035719140.1, XP_035719138.1
OG0003938	XP_015437549.1	XP_035724446.1
OG0003939	XP_015434190.1	XP_035723858.1
OG0003940	XP_015439383.1	XP_035727976.1
OG0003941	XP_015439430.1, XP_015439429.1	XP_035732011.1
OG0003942	XP_015431616.1	XP_035718538.1
OG0003943	XP_015439708.1	XP_035744238.1
OG0003944	XP_015429899.1	XP_035731900.1
OG0003945	XP_015433721.1	XP_035726780.1
OG0003946	XP_015430131.1	XP_035740564.1
OG0003947	XP_015436587.1	XP_035725105.1
OG0003948	XP_015435173.1	XP_035728655.1, XP_035728647.1, XP_035728640.1
OG0003950	XP_015439313.1	XP_035728307.1, XP_035728308.1
OG0003951	XP_015437491.1	XP_035741587.1
OG0003952	XP_015436592.1	XP_035729498.1
OG0003953	XP_015433828.1, XP_015433829.1	XP_035740232.1
OG0003954	XP_015437084.1	XP_035735045.1
OG0003955	XP_015438666.1	XP_035731385.1
OG0003956	XP_015430618.1	XP_035729488.1
OG0003957	XP_015428562.1	XP_035720866.1
OG0003958	XP_015437949.1	XP_035722542.1
OG0003959	XP_015438278.1, XP_015438277.1	XP_035735302.1
OG0003960	XP_015439804.1	XP_035725349.1
OG0003961	XP_015433553.1	XP_035729470.1
OG0003962	XP_015429129.1	XP_035732961.1
OG0003963	XP_015437676.1	XP_035731686.1
OG0003964	XP_015438432.1	XP_035730442.1, XP_035730431.1
OG0003965	XP_015429966.1	XP_035732470.1
OG0003966	XP_015432748.1	XP_035741154.1
OG0003967	XP_015435247.1	XP_035735200.1
OG0003968	XP_015439825.1, XP_015439826.1, XP_015439827.1	XP_035730862.1
OG0003969	XP_015437831.1	XP_035743294.1
OG0003970	XP_015433323.1	XP_035721059.1
OG0003971	XP_015433622.1	XP_035739064.1
OG0003972	XP_015440028.1	XP_035730853.1
OG0003973	XP_015429209.1	XP_035717559.1
OG0003974	XP_015436572.1	XP_035730852.1
OG0003975	XP_015434809.1, XP_015434214.1	XP_035724857.1
OG0003976	XP_015439790.1	XP_035728148.1
OG0003977	XP_015429108.1	XP_035718687.1
OG0003978	XP_015437561.1	XP_035738462.1
OG0003979	XP_015434660.1	XP_035739671.1
OG0003980	XP_015437304.1	XP_035739757.1
OG0003981	XP_015439328.1	XP_035734974.1, XP_035734968.1
OG0003982	XP_015435473.1	XP_035743591.1
