Orthogroup	Dufourea_novaeangliae	Nasonia_vitripennis
OG0002999	XP_015438600.1	XP_031784846.1, XP_016840526.1, XP_008211453.1
OG0003000	XP_015434689.1, XP_015434695.1	XP_031783405.1, XP_031783406.1
OG0003001	XP_015432721.1	XP_031783827.1
OG0003002	XP_015436284.1	XP_003427246.1
OG0003003	XP_015432324.1	XP_001602038.1
OG0003004	XP_015433835.1	XP_001607067.1
OG0003006	XP_015439039.1	XP_001604374.2
OG0003008	XP_015433314.1	XP_001605615.1, XP_032455615.1
OG0003009	XP_015430901.1, XP_015430902.1	XP_001603000.2
OG0003010	XP_015437494.1	XP_031787974.1
OG0003011	XP_015440150.1	XP_008205434.1, XP_008205430.1, XP_008205435.1
OG0003012	XP_015436497.1	XP_001607108.1
OG0003013	XP_015434467.1	XP_001608305.1
OG0003014	XP_015436649.1	XP_032457106.1, NP_001177866.1
OG0003015	XP_015439797.1	XP_031780626.1
OG0003016	XP_015431621.1	XP_001605971.1
OG0003017	XP_015437762.1	XP_016837662.1
OG0003018	XP_015437116.1	XP_016837467.1
OG0003019	XP_015430522.1	NP_001127864.1
OG0003020	XP_015435797.1	XP_031778528.1
OG0003021	XP_015439814.1	XP_008214921.1
OG0003022	XP_015429605.1	XP_008208031.1
OG0003023	XP_015429310.1	XP_031776829.1, XP_008208278.1
OG0003024	XP_015436462.1	XP_001607842.2
OG0003025	XP_015435873.1	XP_016844551.1, XP_008213799.1, XP_008213797.1, XP_008213796.1, XP_001599193.1, XP_032457503.1
OG0003026	XP_015438345.1	XP_003426097.1, XP_031788898.1
OG0003027	XP_015430575.1	XP_031778265.1, XP_031778264.1
OG0003028	XP_015440031.1	XP_031785425.1
OG0003029	XP_015435355.1	XP_031777208.1
OG0003030	XP_015432886.1, XP_015432885.1	XP_008211551.1
OG0003031	XP_015436482.1	XP_001602026.3
OG0003032	XP_015437134.1	XP_001608058.2
OG0003033	XP_015438164.1	XP_001607223.1
OG0003034	XP_015435408.1	XP_001605877.1
OG0003035	XP_015432153.1	XP_001601970.1, XP_031789407.1
OG0003036	XP_015439037.1	XP_001605451.1, XP_016843245.1
OG0003037	XP_015434259.1	XP_031789256.1
OG0003038	XP_015428574.1	XP_001605512.1
OG0003039	XP_015432730.1	XP_016842100.1, XP_001599242.1, XP_008217423.1
OG0003040	XP_015439277.1	XP_008204920.1
OG0003041	XP_015433073.1	XP_031779688.1
OG0003042	XP_015434597.1	XP_001601244.1
OG0003043	XP_015430489.1	XP_001608293.2, XP_008215959.1, XP_008215960.1, XP_032456975.1
OG0003044	XP_015430918.1	XP_031783126.1, XP_031783128.1, XP_031783129.1, XP_031783130.1
OG0003045	XP_015428595.1	XP_031788614.1
OG0003046	XP_015436120.1	XP_001607535.2
OG0003047	XP_015429956.1	XP_001604164.2
OG0003048	XP_015440378.1	XP_016837802.1, XP_032453398.1, XP_032453397.1, XP_031780591.1, XP_031780590.1
OG0003049	XP_015438159.1	XP_008213861.1
OG0003050	XP_015436340.1	XP_016840791.1, XP_016840790.1, XP_016840793.1, XP_016840792.1
OG0003053	XP_015438058.1	XP_001608262.1
OG0003054	XP_015433833.1	XP_032457291.1
OG0003055	XP_015435784.1	XP_008212487.1, XP_032453592.1
OG0003056	XP_015439120.1	XP_001599881.2
OG0003057	XP_015434267.1	XP_031779316.1
OG0003058	XP_015432414.1	XP_001607670.2
OG0003059	XP_015439871.1	XP_031785384.1, XP_031785383.1, XP_031785382.1
OG0003060	XP_015434165.1	XP_001607265.1
OG0003061	XP_015429325.1	XP_001602921.1
OG0003062	XP_015438047.1	XP_031778161.1
OG0003063	XP_015439404.1	XP_031783436.1
OG0003064	XP_015433121.1	XP_001603353.1
OG0003065	XP_015431488.1, XP_015431487.1	XP_031779068.1
OG0003066	XP_015429930.1	XP_032455855.1, XP_001599017.1
OG0003067	XP_015440524.1, XP_015440527.1	XP_031784499.1
OG0003068	XP_015435600.1	XP_032456653.1, XP_031787979.1, XP_001605426.1
OG0003069	XP_015435532.1, XP_015435534.1	XP_001603819.1
OG0003070	XP_015439859.1	XP_031784434.1
OG0003071	XP_015436077.1	XP_008204438.1
OG0003072	XP_015437952.1	XP_031787102.1
OG0003073	XP_015431886.1	XP_031784869.1, XP_016844211.1
OG0003074	XP_015438177.1	XP_031780672.1, XP_031780673.1
OG0003075	XP_015435435.1, XP_015435436.1	XP_031782515.1
OG0003076	XP_015438022.1	XP_016840949.1
OG0003077	XP_015430258.1	XP_001602676.1
OG0003078	XP_015430320.1	XP_001599126.2
OG0003079	XP_015439093.1	XP_016837124.1
OG0003080	XP_015430161.1	XP_016837495.1, XP_032453587.1
OG0003081	XP_015430895.1	XP_001606104.1
OG0003082	XP_015429780.1	XP_031779742.1
OG0003083	XP_015431955.1	XP_016842572.1, XP_031779212.1
OG0003084	XP_015433819.1	XP_001607172.1
OG0003085	XP_015437598.1	XP_008217905.1
OG0003086	XP_015438964.1	XP_008216860.1
OG0003087	XP_015434541.1	XP_008218002.1
OG0003088	XP_015439677.1	XP_001600208.1, XP_016840947.1
OG0003089	XP_015436489.1	XP_016840693.1, XP_031778214.1, XP_016840687.1
OG0003091	XP_015437166.1	XP_001605256.2
OG0003092	XP_015435220.1	XP_003424024.1
OG0003093	XP_015431526.1	XP_016838635.1, XP_008210592.1
OG0003094	XP_015436218.1	XP_008210563.1
OG0003095	XP_015438417.1	XP_016838192.1
OG0003096	XP_015433530.1	XP_008215157.1, XP_003423889.1, XP_001602594.1, XP_003423888.1, XP_016845625.1
OG0003097	XP_015430486.1	XP_031777728.1
OG0003098	XP_015439942.1	XP_001607256.2, XP_008203829.2
OG0003099	XP_015435237.1	XP_001607995.1
OG0003100	XP_015429028.1	XP_031781966.1, XP_008211725.2
OG0003101	XP_015435137.1	XP_032454487.1, XP_016839870.1
OG0003102	XP_015432732.1	XP_031785264.1, XP_008203337.1
OG0003103	XP_015434547.1	XP_016837993.1
OG0003104	XP_015434750.1	XP_008204952.1
OG0003105	XP_015437964.1	XP_031787100.1, XP_003426495.1
OG0003107	XP_015440464.1, XP_015440465.1	XP_008204448.1
OG0003108	XP_015435640.1	NP_001166860.1
OG0003109	XP_015430606.1	XP_031777103.1
OG0003111	XP_015429934.1	XP_031787413.1
OG0003112	XP_015433517.1	NP_001161261.1, XP_031787499.1
OG0003113	XP_015429932.1	XP_001608296.1
OG0003114	XP_015439505.1	XP_031776772.1
OG0003115	XP_015430620.1	XP_003426127.1
OG0003116	XP_015438549.1	XP_001607629.1
OG0003119	XP_015435039.1	XP_031778487.1
OG0003120	XP_015434951.1	XP_008210443.1
OG0003121	XP_015432512.1, XP_015432513.1	XP_008201767.1
OG0003122	XP_015431592.1	XP_008210374.1, XP_008210386.1, XP_003424890.1
OG0003123	XP_015430288.1	XP_003427933.1, XP_001600045.1
OG0003125	XP_015433408.1	XP_001605480.1
OG0003126	XP_015435331.1	XP_008209555.1, XP_008209554.1, XP_008209557.1
OG0003127	XP_015439679.1	XP_001600334.1
OG0003128	XP_015432876.1	XP_031784105.1
OG0003129	XP_015429835.1	XP_003427782.1, XP_008212922.1
OG0003130	XP_015431850.1	XP_001604677.1
OG0003131	XP_015440043.1	XP_031785754.1
OG0003132	XP_015433482.1	XP_003423890.1
OG0003133	XP_015437563.1	XP_001603251.1
OG0003134	XP_015431868.1	XP_008208757.1, XP_016837414.1, XP_032452281.1
OG0003135	XP_015435985.1	XP_001600276.1
OG0003136	XP_015439068.1	XP_001600966.1
OG0003137	XP_015438016.1	XP_001607168.1
OG0003138	XP_015429356.1	XP_016837396.1, XP_016837380.1
OG0003139	XP_015429169.1	XP_001602213.1, XP_016839928.1, XP_016839927.1, XP_008203795.1
OG0003140	XP_015430539.1	XP_003424173.1, XP_001604860.1
OG0003141	XP_015431232.1	XP_031782721.1
OG0003142	XP_015439836.1	XP_008211248.1
OG0003143	XP_015438042.1	XP_031782382.1
OG0003144	XP_015431405.1	XP_003425320.1, XP_016842337.1
OG0003145	XP_015433725.1	XP_001601670.1
OG0003146	XP_015431614.1	XP_031780906.1
OG0003147	XP_015429646.1	XP_016839309.1
OG0003148	XP_015430578.1	XP_031788353.1
OG0003149	XP_015435371.1, XP_015435372.1	XP_003425537.1
OG0003150	XP_015439682.1	XP_032455476.1, XP_032455474.1, XP_032455475.1
OG0003151	XP_015440025.1	XP_031785749.1
OG0003152	XP_015436811.1	XP_032455913.1
OG0003153	XP_015432764.1	XP_003425653.2
OG0003155	XP_015433271.1	XP_008216155.1, XP_001601023.1
OG0003156	XP_015431187.1	XP_016843232.1
OG0003157	XP_015430488.1	XP_016836707.1, XP_008205688.1
OG0003159	XP_015432927.1	XP_001605782.2
OG0003160	XP_015434038.1	XP_031778014.1, XP_031778015.1, XP_031778013.1
OG0003161	XP_015429372.1	XP_008209753.1, XP_008209752.1, XP_001605792.1
OG0003162	XP_015429349.1	XP_016837531.1
OG0003163	XP_015435433.1	XP_008202747.1
OG0003164	XP_015430617.1	XP_001603863.1, XP_016839185.1
OG0003165	XP_015435866.1	XP_001606329.1
OG0003166	XP_015428581.1	XP_001608184.1
OG0003167	XP_015436885.1	XP_003425959.1
OG0003168	XP_015439578.1	XP_001604203.2
OG0003169	XP_015429045.1	XP_001607101.1
OG0003170	XP_015435447.1, XP_015435448.1, XP_015435449.1	XP_008215589.1
OG0003171	XP_015429902.1	NP_001153394.1, XP_031781918.1
OG0003172	XP_015434155.1	XP_031780788.1
OG0003173	XP_015431202.1	XP_032456543.1
OG0003174	XP_015428415.1	XP_031787625.1
OG0003175	XP_015433734.1	XP_016839778.1
OG0003176	XP_015439034.1	XP_016845569.1
OG0003177	XP_015428460.1	XP_001606077.2
OG0003178	XP_015435503.1	XP_001604867.2, XP_008211420.1
OG0003179	XP_015438209.1	XP_016839841.1
OG0003180	XP_015435567.1	XP_032453784.1
OG0003181	XP_015437227.1	XP_008216589.1
OG0003182	XP_015430647.1	XP_031782387.1, XP_031782388.1, XP_031782386.1, XP_016840274.1
OG0003183	XP_015438651.1	XP_031786593.1, XP_003428230.1, XP_008214938.1
OG0003185	XP_015429286.1	XP_031788099.1
OG0003187	XP_015436390.1	XP_016840364.1, XP_032454845.1
OG0003188	XP_015433434.1	XP_001608079.1
OG0003189	XP_015428510.1	XP_016841203.1
OG0003190	XP_015431472.1	XP_008207958.1
OG0003191	XP_015429663.1	XP_032457505.1
OG0003193	XP_015433409.1	XP_016840618.2, XP_031784428.1
OG0003194	XP_015428960.1	XP_008214955.1
OG0003195	XP_015433188.1	XP_008217101.1
OG0003196	XP_015437426.1	XP_016837744.1
OG0003197	XP_015433782.1	XP_032457708.1, XP_031781831.1, XP_031781832.1, XP_032457709.1, XP_032457707.1, XP_031781830.1
OG0003199	XP_015437618.1	XP_031783531.1, XP_031783530.1, XP_016839896.1
OG0003200	XP_015428523.1	XP_031788020.1
OG0003201	XP_015436825.1	XP_001605057.2
OG0003202	XP_015429120.1	XP_031779726.1
OG0003203	XP_015439882.1	XP_031778707.1
OG0003204	XP_015432929.1	XP_008202404.1
OG0003205	XP_015432364.1	XP_031783749.1, XP_031783748.1, XP_031783747.1, XP_031783746.1
OG0003206	XP_015433182.1	XP_031784357.1
OG0003207	XP_015431216.1	NP_001135433.1, XP_031787467.1
OG0003208	XP_015429072.1	XP_001607070.2
OG0003209	XP_015432718.1, XP_015432719.1	XP_031783587.1
OG0003210	XP_015430109.1	XP_003427286.1, XP_016839882.1, XP_008210357.1
OG0003212	XP_015428979.1	XP_008201780.1
OG0003213	XP_015428507.1	XP_031788502.1, XP_031788501.1
OG0003214	XP_015440439.1	XP_032454948.1
OG0003215	XP_015437310.1	XP_001606196.1
OG0003217	XP_015431002.1	XP_008206213.1
OG0003218	XP_015433519.1	XP_008210816.1, NP_001136161.1
OG0003219	XP_015428660.1, XP_015428661.1	XP_001600345.1, XP_032455445.1, XP_016840466.1, XP_016840465.1, XP_032455446.1
OG0003220	XP_015437802.1	XP_016840002.1
OG0003221	XP_015430156.1	XP_008203194.1
OG0003222	XP_015433743.1	XP_016842424.2
OG0003223	XP_015428599.1	XP_008207107.1, XP_032456177.1, XP_008207108.1
OG0003224	XP_015433870.1	XP_001604908.2, XP_016840113.1
OG0003225	XP_015440112.1	XP_032454858.1, XP_032454857.1
OG0003226	XP_015439167.1	XP_031788232.1
OG0003227	XP_015434197.1, XP_015434196.1	XP_001604753.1
OG0003228	XP_015434747.1	XP_008205273.1
OG0003230	XP_015433427.1	XP_003427342.1
OG0003231	XP_015439179.1	XP_008215780.2
OG0003232	XP_015437349.1	XP_008217136.1
OG0003234	XP_015428664.1	XP_031784936.1, XP_032455071.1
OG0003235	XP_015438525.1	XP_031780800.2, XP_032452375.1, XP_032452373.1, XP_032452371.1, XP_032452372.1, XP_032452370.1, XP_032452374.1
OG0003237	XP_015431694.1	XP_008211362.1
OG0003238	XP_015430877.1	XP_008217930.1
OG0003239	XP_015430207.1	XP_001604475.1
OG0003241	XP_015434940.1	XP_016843267.1, XP_001604444.2
OG0003243	XP_015431364.1	XP_031779341.1
OG0003244	XP_015432906.1, XP_015432907.1	XP_016840367.1, XP_031785784.1, XP_031785783.1
OG0003245	XP_015435515.1	XP_008211415.1
OG0003246	XP_015438638.1	XP_032453139.1, XP_032453138.1, XP_032453137.1
OG0003247	XP_015428541.1	XP_001600993.2
OG0003248	XP_015436152.1	XP_008217363.1
OG0003249	XP_015433396.1, XP_015433395.1	XP_032452856.1, XP_008209740.1, XP_016837530.1, XP_016843204.1, XP_008205994.1
OG0003250	XP_015434905.1	XP_008214595.1, XP_032454745.1, XP_008214596.1
OG0003251	XP_015429084.1	XP_016836671.1, XP_032451771.1
OG0003253	XP_015433504.1, XP_015433800.1	XP_016843424.1, XP_001601446.1
OG0003254	XP_015437387.1, XP_015437390.1, XP_015437388.1	XP_001606540.1
OG0003255	XP_015431415.1, XP_015431272.1	XP_008203686.1
OG0003256	XP_015430977.1, XP_015430978.1	XP_001606744.2
OG0003257	XP_015435354.1	XP_001607519.2, XP_016836682.1
OG0003258	XP_015437515.1	XP_003424476.1
OG0003259	XP_015437455.1	XP_016843127.1, XP_016843126.1, XP_008205641.1, XP_008205640.1
OG0003261	XP_015436682.1	XP_032453932.1
OG0003262	XP_015433851.1	XP_001599647.1
OG0003263	XP_015435192.1	XP_001602506.2
OG0003264	XP_015438995.1	NP_001153366.1
OG0003265	XP_015435382.1	XP_032455873.1, XP_008208629.1, XP_032455874.1
OG0003266	XP_015430840.1	XP_016840487.1, XP_003427501.1, XP_008211322.1
OG0003267	XP_015440139.1	NP_001128196.1
OG0003268	XP_015431126.1	XP_016839919.1
OG0003269	XP_015432935.1, XP_015432934.1	XP_008213300.1, NP_001154940.1
OG0003270	XP_015438384.1	NP_001161183.1
OG0003271	XP_015429230.1	XP_031780417.1, XP_031780418.1, XP_031780419.1
OG0003272	XP_015431519.1	XP_001607263.1
OG0003273	XP_015435481.1	XP_008209399.1
OG0003274	XP_015439891.1	XP_001601408.1
OG0003275	XP_015440227.1	XP_001600470.2, XP_001608109.1
OG0003276	XP_015432055.1	XP_031782013.1, XP_032453804.1
OG0003277	XP_015434506.1	XP_008210681.1
OG0003278	XP_015435130.1	XP_001600005.1, XP_032452707.1, XP_031778489.1
OG0003279	XP_015429865.1	XP_008213455.1, XP_008213456.1
OG0003280	XP_015439955.1	XP_032455797.1, XP_016840634.1
OG0003281	XP_015432379.1	XP_001601076.1
OG0003282	XP_015437020.1	XP_031786890.1
OG0003283	XP_015431208.1	XP_003427328.1
OG0003284	XP_015437724.1	XP_031777212.1
OG0003285	XP_015440377.1	XP_008201914.1
OG0003286	XP_015428790.1	XP_008209152.1, XP_001605063.1
OG0003287	XP_015436937.1, XP_015436936.1	XP_032456754.1, XP_032456753.1, XP_001604997.1, XP_031782736.1
OG0003288	XP_015433397.1, XP_015433398.1	XP_001599389.1
OG0003289	XP_015430487.1	NP_001162016.1, XP_008209312.1
OG0003290	XP_015432056.1	XP_001602650.3
OG0003291	XP_015428625.1	XP_001605693.1
OG0003292	XP_015429941.1	XP_031783034.1
OG0003293	XP_015433372.1	XP_032454915.1, XP_032454916.1, XP_032454914.1, XP_016842012.1, XP_016842010.1, XP_016842013.1
OG0003294	XP_015434314.1	XP_001608255.1
OG0003295	XP_015438000.1	XP_001601545.1
OG0003296	XP_015430602.1	NP_001135841.1
OG0003297	XP_015438192.1	XP_016837342.1, XP_001606741.1
OG0003298	XP_015432037.1	XP_001605181.1
OG0003299	XP_015430681.1	XP_001605558.1
OG0003300	XP_015430727.1	XP_001605980.1
OG0003301	XP_015433827.1	XP_001599584.1
OG0003302	XP_015439103.1	XP_016837680.1
OG0003303	XP_015432079.1	XP_008209243.1
OG0003304	XP_015433565.1	XP_008210018.1
OG0003305	XP_015433515.1, XP_015433514.1	XP_008205307.1, XP_001604167.1
OG0003306	XP_015439618.1	XP_016841637.1
OG0003307	XP_015431358.1, XP_015431361.1	XP_001601855.2
OG0003308	XP_015432733.1	XP_016845748.1, XP_032457019.1
OG0003309	XP_015436171.1	XP_001600525.1
OG0003311	XP_015434321.1	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1
OG0003312	XP_015435533.1	XP_003425757.1, XP_008203965.1, XP_001606448.1
OG0003313	XP_015428575.1	XP_003426633.1
OG0003314	XP_015435575.1	XP_003426081.1
OG0003315	XP_015428597.1	XP_001605663.3
OG0003316	XP_015438526.1	XP_032452312.1
OG0003317	XP_015436662.1	XP_016842468.1, XP_001600535.1
OG0003318	XP_015432006.1, XP_015432008.1	XP_031779959.1
OG0003319	XP_015436792.1	NP_001165797.1
OG0003320	XP_015437654.1	XP_001599074.2
OG0003321	XP_015435838.1	XP_008216489.1, XP_003424030.1
OG0003322	XP_015431856.1	XP_001604921.2
OG0003323	XP_015437662.1	XP_001604434.2, XP_008211404.1
OG0003324	XP_015435735.1	XP_001599547.1
OG0003325	XP_015429174.1	XP_032452651.1, XP_003425169.1
OG0003326	XP_015431604.1	XP_032455973.1, NP_001127800.1
OG0003327	XP_015435874.1	XP_001607631.1
OG0003328	XP_015437565.1	XP_001600626.2
OG0003329	XP_015439536.1	XP_003428199.1, XP_031786691.1
OG0003330	XP_015439436.1	XP_016845882.1, XP_008203053.1
OG0003331	XP_015430689.1	XP_031782365.1, XP_031782347.1
OG0003332	XP_015439416.1	XP_001603724.1
OG0003333	XP_015438107.1	XP_008212766.1, XP_008212765.1, XP_016837504.1
OG0003334	XP_015437653.1	XP_008215008.1
OG0003335	XP_015438669.1	XP_001607194.2
OG0003336	XP_015429267.1	XP_016843002.1
OG0003339	XP_015429234.1	XP_001606646.2
OG0003340	XP_015436594.1	XP_001607630.2
OG0003341	XP_015433810.1	XP_031785381.1
OG0003342	XP_015436493.1	XP_001607831.2
OG0003343	XP_015439391.1	XP_001605475.3
OG0003344	XP_015434696.1	NP_001123317.1, XP_032452220.1
OG0003345	XP_015435504.1	XP_001608055.1
OG0003346	XP_015428466.1	XP_031784752.1
OG0003348	XP_015434491.1	XP_016840535.1
OG0003349	XP_015436180.1	XP_008211064.3
OG0003350	XP_015433321.1, XP_015433320.1	XP_001605023.1
OG0003351	XP_015431254.1	XP_008217410.1
OG0003352	XP_015439079.1	XP_031782364.1, XP_001604975.1
OG0003353	XP_015434690.1	XP_031783402.1
OG0003355	XP_015436207.1	XP_031786464.1
OG0003356	XP_015430309.1	XP_031777254.1
OG0003357	XP_015433381.1	XP_016840528.1
OG0003358	XP_015429778.1	XP_001604974.2
OG0003359	XP_015437243.1	XP_031781617.1
OG0003360	XP_015432997.1	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1
OG0003361	XP_015435427.1	NP_001165865.1, XP_008207920.1
OG0003362	XP_015435578.1	XP_031787772.1
OG0003363	XP_015429146.1	XP_016844987.1, XP_016844988.1
OG0003364	XP_015437644.1	XP_001604620.1
OG0003365	XP_015435835.1, XP_015435836.1, XP_015435837.1	XP_008212795.1, XP_001607615.2
OG0003366	XP_015439544.1	XP_008208142.1
OG0003367	XP_015434308.1, XP_015430185.1	XP_016841681.1
OG0003368	XP_015436601.1	XP_001608198.2
OG0003369	XP_015439725.1	XP_016840979.1
OG0003370	XP_015435014.1	NP_001153334.1, XP_031777498.1
OG0003371	XP_015432360.1	NP_001153446.1, NP_001153445.1, XP_008216731.1
OG0003372	XP_015434312.1	XP_031780932.1
OG0003373	XP_015437531.1	XP_031786772.1
OG0003374	XP_015439718.1	XP_032455255.1
OG0003376	XP_015431471.1	XP_001605382.1
OG0003377	XP_015435243.1	XP_031780716.1
OG0003378	XP_015432128.1	XP_032458173.1, XP_031785909.1
OG0003379	XP_015428535.1	XP_031786925.1
OG0003380	XP_015432686.1	XP_031781487.1
OG0003381	XP_015429119.1	XP_001605201.1, XP_008203868.1
OG0003382	XP_015434917.1	XP_016841191.1
OG0003383	XP_015439119.1	XP_001600399.1
OG0003385	XP_015432986.1	XP_032454531.1, XP_001605068.2
OG0003387	XP_015432256.1	XP_001599757.1, XP_032458190.1, XP_003424837.1
OG0003388	XP_015428558.1	XP_003426564.1
OG0003390	XP_015432235.1	XP_003426918.1
OG0003391	XP_015431040.1	XP_008202154.1, XP_008202153.1
OG0003392	XP_015437532.1	XP_016845870.1
OG0003393	XP_015438326.1	XP_001605405.1
OG0003394	XP_015431505.1	XP_001606771.1, XP_031778844.1
OG0003395	XP_015428619.1	XP_001604101.2
OG0003396	XP_015432373.1	XP_001607425.1
OG0003398	XP_015431094.1	XP_001607355.1
OG0003399	XP_015440011.1, XP_015440012.1	XP_001601933.1
OG0003400	XP_015434216.1	XP_003424747.1, XP_032456842.1
OG0003401	XP_015440374.1	XP_001606651.2, XP_016845402.1
OG0003402	XP_015436485.1	XP_001599713.1
OG0003403	XP_015438819.1	XP_001600431.1
OG0003404	XP_015430871.1	XP_031779080.1
OG0003405	XP_015435000.1	XP_008204009.1, XP_008204002.1
OG0003406	XP_015430825.1	XP_031786071.1, XP_031786069.1
OG0003407	XP_015428426.1	XP_003425749.1
OG0003408	XP_015431793.1	XP_003424314.1, XP_003424316.1
OG0003409	XP_015437003.1	XP_016838223.1, XP_031778820.1
OG0003410	XP_015430149.1	XP_031778589.1
OG0003411	XP_015435339.1	XP_031780505.1
OG0003412	XP_015437795.1	XP_001604278.2
OG0003413	XP_015437616.1	XP_001602662.1
OG0003414	XP_015432724.1	XP_031781506.1
OG0003416	XP_015434195.1	XP_001601753.2
OG0003417	XP_015429733.1	XP_016839394.1, XP_016839393.2
OG0003418	XP_015434289.1	XP_016842407.1
OG0003419	XP_015437750.1	XP_008208739.1
OG0003420	XP_015438757.1	XP_001606185.1
OG0003421	XP_015429579.1	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1
OG0003422	XP_015433259.1	XP_001606351.1
OG0003424	XP_015428950.1	XP_001603235.1
OG0003425	XP_015438063.1	XP_016840848.1, XP_031784522.1, XP_031784523.1
OG0003426	XP_015439380.1	XP_008214857.1
OG0003427	XP_015430995.1	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1
OG0003428	XP_015430351.1	XP_032453976.1
OG0003429	XP_015430442.1	XP_016843938.1
OG0003430	XP_015429216.1	XP_032454860.1
OG0003431	XP_015433095.1	XP_016837400.1, XP_031780764.1
OG0003432	XP_015429570.1	XP_003425676.1
OG0003433	XP_015436691.1	XP_003428173.1, XP_031786429.1, XP_031786428.1
OG0003434	XP_015431484.1	XP_008202235.1
OG0003435	XP_015437414.1	XP_001603997.1
OG0003436	XP_015438319.1	XP_008217342.2
OG0003437	XP_015432068.1	XP_032456914.1, XP_031787382.1
OG0003438	XP_015439851.1	XP_003426457.1
OG0003439	XP_015428825.1	XP_008215167.1
OG0003441	XP_015435752.1	XP_031783384.1, XP_031783382.1, XP_031783385.1
OG0003442	XP_015435576.1	XP_031786717.1, XP_008210116.1
OG0003444	XP_015432786.1	XP_031778018.1
OG0003445	XP_015440178.1	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1
OG0003446	XP_015434746.1	XP_016837091.1
OG0003447	XP_015435725.1	XP_003424583.1
OG0003448	XP_015429919.1	XP_008210748.1
OG0003449	XP_015434505.1	XP_031776669.1, XP_008216799.1
OG0003450	XP_015431470.1	XP_001600227.1
OG0003451	XP_015431647.1	XP_008210372.1
OG0003452	XP_015436262.1	XP_001604611.1
OG0003453	XP_015433872.1	XP_001600949.1
OG0003454	XP_015431076.1	NP_001153317.1
OG0003455	XP_015435133.1	XP_001603352.1
OG0003456	XP_015431833.1	XP_001599918.1
OG0003457	XP_015437094.1	XP_031783417.1
OG0003458	XP_015434893.1	XP_001605099.3, XP_016843767.1
OG0003459	XP_015436293.1	XP_001606506.1
OG0003460	XP_015429482.1	NP_001177680.1, NP_001177681.1, NP_001177679.1
OG0003461	XP_015439199.1	XP_016841560.1
OG0003462	XP_015435559.1	XP_031786713.1, XP_031786712.1
OG0003463	XP_015438570.1	XP_008217787.1
OG0003464	XP_015435329.1	XP_001599732.2
OG0003465	XP_015430316.1	XP_016842301.1, XP_008218131.1
OG0003466	XP_015430956.1	XP_003423892.1
OG0003467	XP_015435954.1	XP_032454489.1, XP_008213509.1, XP_008213508.1
OG0003468	XP_015438657.1	XP_003424108.1
OG0003469	XP_015440208.1	XP_001606491.1, XP_008214817.1
OG0003470	XP_015429649.1	XP_031785314.1
OG0003471	XP_015438061.1	XP_001606370.1
OG0003472	XP_015434252.1	XP_008208020.1
OG0003473	XP_015440466.1	XP_001603735.1, XP_032456774.1
OG0003474	XP_015438082.1	XP_001604289.1
OG0003475	XP_015431138.1	XP_016836743.1
OG0003476	XP_015434873.1	XP_031787014.1
OG0003477	XP_015431303.1	XP_001606644.2
OG0003478	XP_015430460.1	NP_001161245.1
OG0003479	XP_015433438.1	XP_016838281.1, XP_001608074.2
OG0003480	XP_015428847.1	XP_008213190.1
OG0003481	XP_015428942.1	XP_001602033.3
OG0003482	XP_015437149.1	XP_008206391.1
OG0003483	XP_015433311.1	XP_001607208.1
OG0003484	XP_015431986.1	XP_031781718.1
OG0003485	XP_015440052.1	XP_001606752.1
OG0003486	XP_015429060.1	XP_031785060.1, XP_001601526.1
OG0003487	XP_015437453.1	XP_001601422.2, XP_008216833.1
OG0003488	XP_015439695.1	XP_032455534.1, XP_031785678.1
OG0003489	XP_015435272.1	XP_008207605.3
OG0003490	XP_015430573.1	XP_008213196.1, XP_008213197.1, XP_016844513.1
OG0003491	XP_015437072.1	XP_016845917.1
OG0003492	XP_015435124.1	XP_001603619.1
OG0003493	XP_015437357.1	XP_008205208.1, XP_001602461.2
OG0003494	XP_015429862.1	XP_016845528.1
OG0003495	XP_015437971.1	XP_008206040.1
OG0003496	XP_015438038.1	XP_001605585.1
OG0003497	XP_015432851.1	XP_016839365.1, XP_016839364.1
OG0003498	XP_015430509.1	XP_031784333.1, XP_032455716.1, XP_001601196.1
OG0003499	XP_015429478.1, XP_015429469.1	XP_008207430.1
OG0003500	XP_015436616.1	XP_016845591.1
OG0003501	XP_015429571.1	XP_001601626.1
OG0003502	XP_015433871.1	XP_031782821.1
OG0003503	XP_015434257.1	XP_031778425.1
OG0003504	XP_015432682.1	XP_016840248.1
OG0003506	XP_015429154.1	XP_008203801.2
OG0003507	XP_015439164.1	NP_001128395.1
OG0003508	XP_015440485.1	XP_001607183.1
OG0003510	XP_015435412.1	XP_003423865.1
OG0003511	XP_015434731.1	NP_001153421.1, XP_031787438.1
OG0003512	XP_015439634.1	XP_001604407.2
OG0003513	XP_015428898.1	XP_031788089.1, XP_031788057.1
OG0003514	XP_015435486.1	XP_016845576.1
OG0003515	XP_015439909.1	XP_031784403.1, XP_031784402.1
OG0003516	XP_015429745.1	XP_001606215.1
