Orthogroup	Tribolium_castaneum	Nomia_melanderi
OG0003096	XP_008192841.1	XP_031828717.1
OG0003097	XP_971757.2	XP_031829873.1
OG0003098	XP_972614.1	XP_031825487.1
OG0003099	NP_001280512.1	XP_031834278.1
OG0003100	XP_008191588.1	XP_031844899.1
OG0003101	XP_970736.2	XP_031832049.1, XP_031832050.1
OG0003102	XP_015835515.1, XP_015835514.1, XP_015835516.1	XP_031826721.1
OG0003103	XP_971115.1	XP_031846712.1
OG0003104	XP_967714.1	XP_031849984.1
OG0003105	XP_008195881.1	XP_031847416.1
OG0003106	XP_015840972.1	XP_031845682.1
OG0003107	XP_008194345.1	XP_031849450.1
OG0003108	XP_966868.1	XP_031825834.1
OG0003109	XP_015840711.1	XP_031843971.1
OG0003110	XP_001807591.1	XP_031826185.1
OG0003111	XP_008190934.1	XP_031826323.1
OG0003112	XP_974678.1	XP_031846551.1, XP_031846548.1, XP_031846549.1
OG0003114	XP_966739.2	XP_031844242.1, XP_031844232.1
OG0003115	XP_008196359.1	XP_031845305.1
OG0003116	XP_973172.1	XP_031831130.1
OG0003118	XP_970590.1, XP_008192966.1	XP_031849256.1, XP_031849257.1
OG0003119	XP_974896.1, XP_008195850.1	XP_031845948.1, XP_031845938.1, XP_031845928.1
OG0003120	XP_972872.1	XP_031839992.1
OG0003121	XP_001812334.1	XP_031842740.1
OG0003122	XP_971739.1	XP_031834289.1
OG0003123	XP_971630.1	XP_031827026.1, XP_031827025.1
OG0003124	XP_968473.1	XP_031849736.1, XP_031849737.1
OG0003125	XP_972454.1	XP_031830471.1, XP_031830470.1
OG0003126	XP_008200566.1	XP_031839387.1
OG0003127	XP_015837413.1	XP_031833452.1
OG0003128	XP_970842.1	XP_031839419.1
OG0003129	XP_008192563.1, XP_008192567.1	XP_031826159.1
OG0003130	XP_015833761.1	XP_031832273.1
OG0003131	XP_015840602.1	XP_031833775.1
OG0003132	XP_015836476.1	XP_031830710.1
OG0003133	XP_015833828.1	XP_031841761.1
OG0003134	XP_008190997.1	XP_031847058.1
OG0003135	XP_971031.1	XP_031832220.1, XP_031832221.1
OG0003136	XP_970142.1	XP_031832637.1
OG0003137	XP_967733.1	XP_031848207.1
OG0003138	XP_015840286.1	XP_031848892.1, XP_031844135.1
OG0003139	XP_966439.1	XP_031843321.1
OG0003140	XP_972507.2	XP_031837462.1
OG0003141	XP_015840515.1	XP_031835407.1
OG0003142	XP_008195449.1, XP_008195448.1, XP_974516.2	XP_031833366.1
OG0003144	XP_015835152.1, NP_001164096.1	XP_031830579.1
OG0003145	XP_008194838.1	XP_031833194.1, XP_031833195.1, XP_031833197.1, XP_031833196.1
OG0003146	XP_008200813.1	XP_031845108.1
OG0003147	XP_008200559.1	XP_031845794.1, XP_031845795.1
OG0003148	XP_975051.1, XP_008192151.1, XP_008192150.1	XP_031830079.1
OG0003149	XP_008195930.1	XP_031844692.1
OG0003150	XP_971373.1	XP_031831280.1
OG0003151	XP_008193476.1	XP_031831528.1, XP_031831529.1
OG0003152	XP_015840198.1	XP_031840358.1
OG0003153	XP_015836700.1	XP_031826896.1
OG0003154	XP_015834456.1	XP_031844911.1
OG0003155	XP_015836826.1, XP_015836827.1	XP_031825594.1, XP_031825593.1, XP_031825591.1, XP_031825592.1
OG0003156	XP_970628.2, XP_008192816.1	XP_031845329.1
OG0003157	XP_008193555.1	XP_031829855.1, XP_031829845.1
OG0003158	XP_008192943.1	XP_031840115.1
OG0003159	XP_008192439.1	XP_031848480.1
OG0003160	XP_015838465.1	XP_031829648.1
OG0003161	XP_015832940.1	XP_031848373.1
OG0003162	XP_008199099.1	XP_031844145.1
OG0003163	XP_008199839.1	XP_031848914.1
OG0003164	XP_015839860.1	XP_031845115.1
OG0003165	XP_972219.1	XP_031836906.1
OG0003166	XP_972918.1	XP_031835184.1
OG0003167	XP_969621.2	XP_031845185.1
OG0003168	XP_008194089.1	XP_031835875.1
OG0003169	XP_974447.1	XP_031834461.1
OG0003170	XP_008195512.1	XP_031839307.1, XP_031839306.1
OG0003171	XP_008196499.1	XP_031828175.1
OG0003172	XP_015837722.1	XP_031847687.1, XP_031843623.1
OG0003173	XP_974657.1	XP_031837991.1
OG0003174	XP_015834210.1	XP_031836281.1, XP_031836283.1
OG0003175	XP_015839667.1, XP_008195361.2	XP_031836619.1
OG0003176	XP_008197063.1	XP_031837451.1
OG0003177	XP_972573.1	XP_031847052.1, XP_031847053.1
OG0003178	XP_008191209.1	XP_031838481.1
OG0003179	XP_015833277.1, XP_974036.1	XP_031840496.1, XP_031840497.1
OG0003180	XP_971969.2	XP_031831565.1
OG0003181	XP_008195655.1	XP_031838877.1, XP_031838876.1, XP_031838875.1, XP_031838874.1
OG0003182	XP_015833524.1	XP_031832539.1
OG0003183	XP_008195336.1	XP_031827462.1, XP_031827460.1
OG0003184	XP_015840386.1	XP_031829592.1
OG0003185	XP_015840845.1	XP_031839090.1
OG0003187	XP_974457.2	XP_031835315.1
OG0003188	XP_008200077.1	XP_031830697.1
OG0003189	XP_015835756.1, XP_015835757.1, XP_008193949.1	XP_031835966.1
OG0003190	XP_015839153.1	XP_031850372.1
OG0003191	XP_015839270.1	XP_031850539.1
OG0003192	XP_008196202.1	XP_031839545.1, XP_031839546.1
OG0003193	XP_015837056.1	XP_031830872.1
OG0003195	XP_008194574.1	XP_031847324.1, XP_031847326.1
OG0003196	XP_015837650.1	XP_031837393.1
OG0003197	XP_008199987.1, XP_008199986.1	XP_031842115.1
OG0003198	XP_974582.1	XP_031834609.1, XP_031834607.1
OG0003199	XP_015840449.1	XP_031834366.1
OG0003200	XP_015838961.1	XP_031836063.1
OG0003201	XP_008200292.1	XP_031826619.1
OG0003202	XP_015838571.1, XP_015838562.1, XP_015838568.1	XP_031843298.1
OG0003203	XP_967293.1	XP_031833380.1, XP_031833379.1
OG0003204	XP_969356.1, XP_008197981.1	XP_031846817.1
OG0003205	XP_971933.1, XP_008198232.1	XP_031844375.1
OG0003206	XP_008198470.1, NP_001280520.1	XP_031844767.1
OG0003207	XP_015839421.1	XP_031835017.1
OG0003208	XP_975099.1	XP_031834503.1
OG0003209	XP_015839890.1	XP_031826975.1, XP_031826980.1
OG0003210	XP_015837008.1, XP_015837009.1, XP_015837010.1, XP_015837011.1	XP_031837468.1
OG0003211	XP_001810887.1, XP_015835565.1	XP_031837913.1
OG0003212	XP_008191000.1	XP_031839584.1
OG0003213	XP_015837493.1	XP_031836012.1
OG0003214	XP_968279.3	XP_031850150.1
OG0003215	XP_008199287.1	XP_031835625.1
OG0003220	XP_008199225.1	XP_031835667.1, XP_031835668.1
OG0003221	XP_972306.2	XP_031835225.1, XP_031835227.1, XP_031835226.1
OG0003222	XP_969428.1	XP_031848238.1
OG0003225	XP_976228.2	XP_031833503.1, XP_031833504.1
OG0003226	XP_008201510.1	XP_031832993.1
OG0003227	XP_008191710.1	XP_031833041.1
OG0003228	XP_008201374.1, XP_971186.1, XP_015837578.1, XP_015840779.1	XP_031849868.1, XP_031849867.1
OG0003229	XP_976341.1	XP_031826762.1, XP_031826766.1, XP_031826765.1, XP_031826767.1, XP_031826763.1, XP_031826764.1
OG0003230	XP_015834670.1, XP_968051.2	XP_031830474.1
OG0003231	XP_015837752.1	XP_031837870.1
OG0003232	NP_001104011.1	XP_031835509.1, XP_031835508.1, XP_031835510.1
OG0003234	XP_015836118.1	XP_031848780.1, XP_031825453.1
OG0003235	XP_008193850.1	XP_031825876.1
OG0003237	XP_008201440.1	XP_031834425.1
OG0003238	XP_969297.1	XP_031834297.1, XP_031834290.1
OG0003240	XP_008198889.1	XP_031838131.1
OG0003241	XP_975837.2, XP_015833070.1	XP_031839885.1
OG0003242	XP_008199325.1, XP_970274.2, XP_008199324.1	XP_031837847.1, XP_031837851.1, XP_031837849.1, XP_031837850.1
OG0003243	XP_008200437.1	XP_031843881.1
OG0003244	XP_008197607.2	XP_031839265.1
OG0003245	XP_008194155.1	XP_031838491.1
OG0003246	XP_015835535.1	XP_031827593.1
OG0003247	XP_975142.1	XP_031827704.1
OG0003248	XP_015835083.1, XP_015835086.1	XP_031843781.1, XP_031843729.1
OG0003249	XP_008193783.1	XP_031825585.1
OG0003252	XP_008200606.1	XP_031850155.1, XP_031850157.1
OG0003256	XP_001810875.1	XP_031830066.1
OG0003257	XP_008195048.1	XP_031839323.1, XP_031839326.1
OG0003258	XP_008200973.1	XP_031829960.1, XP_031829957.1, XP_031829958.1, XP_031829959.1
OG0003259	XP_008191018.2, XP_966599.2	XP_031830355.1
OG0003262	XP_970781.1	XP_031846188.1, XP_031846187.1
OG0003263	XP_973546.1	XP_031828480.1
OG0003264	NP_001164361.1	XP_031833035.1
OG0003265	XP_008201651.1	XP_031843450.1, XP_031843449.1
OG0003266	XP_015837390.1	XP_031829297.1
OG0003267	NP_001128195.1, XP_008195704.1	XP_031831606.1, XP_031831608.1
OG0003268	XP_974659.1	XP_031836644.1, XP_031836641.1
OG0003269	XP_969612.1	XP_031848475.1
OG0003270	XP_969846.1, XP_008193934.1	XP_031831148.1
OG0003271	XP_968889.1	XP_031838301.1
OG0003272	XP_968917.1	XP_031848293.1
OG0003273	XP_973278.2	XP_031838492.1
OG0003274	XP_015836483.1, XP_015834685.1	XP_031833813.1
OG0003275	XP_975066.2	XP_031828981.1
OG0003276	XP_008192336.1	XP_031839568.1
OG0003277	XP_973249.1	XP_031834095.1
OG0003279	XP_971430.1, XP_008199556.1	XP_031826639.1
OG0003280	XP_008198200.1	XP_031833543.1
OG0003281	XP_974741.2	XP_031827723.1
OG0003282	XP_015835098.1, XP_971662.1, XP_015835095.1	XP_031847718.1
OG0003283	XP_970867.1, XP_972271.1	XP_031837875.1
OG0003284	XP_008190551.1	XP_031827913.1, XP_031827915.1, XP_031827914.1
OG0003285	XP_968042.1	XP_031829148.1
OG0003286	XP_970538.1	XP_031829825.1
OG0003287	XP_008192103.1, XP_008192102.1	XP_031842411.1
OG0003288	XP_975411.1	XP_031825624.1
OG0003289	NP_001164139.1, XP_008200420.1	XP_031830121.1
OG0003290	XP_967987.1	XP_031847142.1
OG0003291	XP_008195736.1	XP_031840057.1
OG0003292	XP_967415.1	XP_031827912.1
OG0003293	XP_008196397.1	XP_031833626.1
OG0003294	XP_975631.1	XP_031848338.1
OG0003295	XP_967504.2	XP_031825967.1
OG0003296	XP_008197505.1	XP_031830729.1
OG0003297	XP_973895.1	XP_031826264.1
OG0003298	XP_008192926.1	XP_031840236.1
OG0003299	XP_971498.1	XP_031845365.1, XP_031845366.1
OG0003300	XP_973654.2	XP_031829292.1
OG0003301	XP_008192687.1, XP_967031.1	XP_031826436.1, XP_031826438.1
OG0003302	XP_968462.1	XP_031832683.1
OG0003303	NP_001106933.1, XP_008194040.1	XP_031827622.1
OG0003304	XP_008191927.1, XP_008191926.1	XP_031833314.1
OG0003305	XP_966576.1	XP_031830239.1
OG0003306	XP_969661.1	XP_031834579.1
OG0003307	XP_008192922.1	XP_031831025.1
OG0003308	XP_972659.1	XP_031827370.1
OG0003309	XP_008199043.1, XP_968923.1	XP_031839441.1
OG0003310	XP_008198915.1	XP_031832481.1, XP_031832472.1
OG0003311	XP_973274.1	XP_031850580.1
OG0003312	XP_008197403.1	XP_031849255.1
OG0003313	XP_974197.1	XP_031835971.1
OG0003314	XP_008195843.1	XP_031829035.1
OG0003315	XP_970389.1, XP_008195730.1	XP_031840058.1
OG0003316	XP_015835823.1	XP_031825879.1
OG0003317	XP_015835675.1	XP_031826131.1, XP_031826127.1, XP_031826126.1, XP_031833342.1
OG0003318	XP_972119.1	XP_031836713.1, XP_031836715.1, XP_031836714.1
OG0003319	XP_970045.1	XP_031849136.1
OG0003320	XP_969230.1	XP_031835900.1
OG0003321	XP_972780.1	XP_031844125.1
OG0003322	XP_008199414.1	XP_031847713.1
OG0003323	XP_974433.1	XP_031825901.1, XP_031825900.1, XP_031825899.1
OG0003324	XP_015840379.1	XP_031836313.1
OG0003325	XP_008196032.1	XP_031834328.1, XP_031834318.1
OG0003326	XP_972459.1	XP_031834904.1, XP_031834573.1, XP_031834574.1
OG0003327	NP_001153782.1, XP_968093.1	XP_031844277.1
OG0003328	XP_973113.1	XP_031845515.1
OG0003329	XP_968639.1	XP_031843645.1
OG0003330	XP_015837793.1	XP_031842541.1, XP_031842542.1
OG0003331	XP_008197836.1	XP_031845168.1
OG0003332	XP_967369.1	XP_031841821.1
OG0003333	XP_008191503.1	XP_031827894.1
OG0003334	XP_971340.1	XP_031835904.1
OG0003335	XP_008198099.1	XP_031827453.1, XP_031827451.1, XP_031827450.1, XP_031827454.1, XP_031827455.1
OG0003336	XP_969755.2	XP_031838401.1, XP_031838400.1, XP_031838402.1
OG0003337	XP_974141.2	XP_031838940.1
OG0003339	XP_015833860.1	XP_031833966.1
OG0003340	XP_015839037.1	XP_031828855.1, XP_031828854.1
OG0003341	XP_008199407.1	XP_031833293.1
OG0003342	XP_008196629.1	XP_031845939.1, XP_031845940.1, XP_031845937.1, XP_031845941.1
OG0003343	NP_001107837.1, XP_015832928.1	XP_031829455.1
OG0003344	XP_969878.1	XP_031828775.1
OG0003345	XP_015839239.1	XP_031838586.1, XP_031838585.1
OG0003346	XP_008201244.1, NP_001034519.1	XP_031827027.1
OG0003347	XP_974775.1	XP_031834506.1
OG0003348	XP_008191111.1	XP_031846732.1, XP_031846731.1, XP_031846734.1, XP_031846733.1
OG0003349	XP_015833913.1	XP_031828110.1, XP_031828111.1
OG0003350	XP_008192723.1	XP_031833462.1
OG0003351	XP_973079.1	XP_031831008.1
OG0003352	XP_015833132.1	XP_031836484.1
OG0003353	XP_973934.2	XP_031838092.1
OG0003354	XP_969841.1	XP_031830482.1
OG0003355	XP_970925.2	XP_031837732.1
OG0003356	XP_008194232.2	XP_031827057.1
OG0003357	XP_008195128.1	XP_031833552.1, XP_031833553.1
OG0003358	XP_008198689.1	XP_031840866.1
OG0003359	XP_008192494.1	XP_031838647.1
OG0003360	XP_970407.1	XP_031832576.1
OG0003361	NP_001139384.1, XP_008192465.1	XP_031846180.1
OG0003362	XP_008198521.1	XP_031838581.1
OG0003363	NP_001106938.1	XP_031834545.1
OG0003364	XP_008198964.1, XP_015833996.1	XP_031847954.1
OG0003365	XP_970914.1, XP_008194272.1	XP_031844652.1
OG0003366	XP_008199508.1, XP_008199509.1, XP_008192806.1	XP_031838345.1
OG0003367	XP_008199394.1	XP_031843024.1
OG0003368	XP_008194972.1, NP_001164129.1	XP_031829074.1, XP_031829073.1
OG0003369	XP_008195982.2	XP_031825468.1
OG0003370	XP_008199447.2	XP_031831102.1
OG0003371	XP_974687.2	XP_031847618.1
OG0003372	XP_969973.1	XP_031844503.1, XP_031844504.1, XP_031844502.1, XP_031844505.1
OG0003373	XP_015835659.1	XP_031830196.1
OG0003374	XP_001807778.1	XP_031846629.1
OG0003375	XP_008197761.1	XP_031830386.1
OG0003376	XP_008192548.1	XP_031839623.1, XP_031839625.1, XP_031839624.1, XP_031839626.1, XP_031839627.1
OG0003377	XP_008201154.1	XP_031840766.1
OG0003378	XP_008200229.1, XP_008200223.1	XP_031827098.1
OG0003380	XP_974999.1	XP_031827285.1
OG0003381	XP_008192168.1	XP_031846333.1
OG0003382	XP_008201713.1	XP_031844839.1
OG0003383	XP_974028.1	XP_031837328.1
OG0003384	XP_008198245.1, XP_972815.1, XP_008198246.1	XP_031832375.1
OG0003385	XP_015837239.1	XP_031839259.1, XP_031839257.1
OG0003387	XP_970657.1	XP_031840000.1
OG0003388	XP_008193982.1	XP_031827658.1, XP_031847686.1
OG0003389	XP_974088.2, XP_008194193.2	XP_031832237.1
OG0003390	XP_008193784.1	XP_031826455.1
OG0003391	XP_008199553.1, XP_008190888.1	XP_031837949.1
OG0003392	XP_015839127.1	XP_031825771.1
OG0003393	XP_968690.1	XP_031831768.1
OG0003395	XP_015833637.1	XP_031834584.1
OG0003396	XP_968898.1	XP_031827756.1
OG0003397	XP_970604.1	XP_031825707.1
OG0003398	XP_969016.3	XP_031837772.1
OG0003399	XP_008193699.1	XP_031846645.1
OG0003400	XP_008198207.1	XP_031844482.1, XP_031844483.1
OG0003401	XP_974608.1	XP_031840262.1
OG0003402	XP_001807559.1	XP_031832903.1
OG0003403	XP_015839241.1, XP_015839240.1	XP_031835440.1
OG0003404	XP_008196762.1	XP_031841004.1, XP_031840907.1
OG0003405	XP_008192210.1	XP_031839890.1
OG0003406	XP_015840297.1	XP_031845238.1
OG0003407	XP_971021.1	XP_031828689.1
OG0003408	XP_970226.1, XP_008198773.1	XP_031846129.1
OG0003409	XP_008198454.1	XP_031828927.1
OG0003410	XP_008193017.1	XP_031835101.1, XP_031835102.1
OG0003411	XP_970605.2	XP_031847116.1
OG0003412	XP_008200696.2	XP_031826000.1
OG0003413	XP_968721.1	XP_031834729.1
OG0003414	XP_968431.1	XP_031827287.1
OG0003415	XP_974414.1	XP_031838277.1
OG0003416	XP_008192111.1	XP_031833040.1
OG0003417	XP_975392.1	XP_031828656.1, XP_031828662.1
OG0003419	XP_008201106.1	XP_031849176.1
OG0003420	XP_975311.2	XP_031829285.1, XP_031829283.1, XP_031829284.1
OG0003421	XP_015836663.1, XP_008195097.1	XP_031848491.1
OG0003422	XP_969858.1	XP_031831553.1
OG0003423	XP_008191170.2	XP_031841028.1
OG0003424	XP_008193894.1	XP_031847862.1
OG0003425	XP_970165.1	XP_031828612.1
OG0003426	XP_967164.2	XP_031834226.1
OG0003428	XP_969482.1	XP_031826927.1
OG0003429	XP_008194420.1	XP_031841197.1
OG0003430	XP_015838000.1, XP_967233.2	XP_031834178.1
OG0003431	XP_973216.2	XP_031849936.1
OG0003432	XP_008198745.1	XP_031838377.1
OG0003433	XP_008195123.1	XP_031831561.1
OG0003434	XP_008198501.1	XP_031844580.1
OG0003435	XP_969028.1	XP_031826077.1
OG0003436	XP_015833550.1	XP_031831619.1
OG0003437	XP_971616.1	XP_031849073.1
OG0003438	XP_015837111.1	XP_031833676.1
OG0003439	XP_967669.1	XP_031830476.1, XP_031831341.1
OG0003441	XP_008192116.1	XP_031845254.1
OG0003442	XP_001813222.2	XP_031849988.1
OG0003443	XP_008194507.1, XP_001810308.1	XP_031845587.1
OG0003444	XP_972944.2	XP_031836226.1
OG0003445	XP_008191608.1	XP_031829238.1
OG0003446	XP_008191716.1, NP_001034533.1	XP_031828637.1
OG0003447	XP_972185.1	XP_031837945.1
OG0003448	XP_968783.3	XP_031826367.1
OG0003449	XP_008199221.1	XP_031846720.1
OG0003450	XP_975997.1	XP_031844676.1
OG0003451	NP_001164283.1, XP_008198999.1	XP_031835745.1
OG0003452	XP_972065.2	XP_031841143.1, XP_031841152.1
OG0003453	XP_966562.1	XP_031836524.1
OG0003454	XP_969326.1	XP_031837970.1
OG0003455	XP_967436.1	XP_031831926.1
OG0003456	XP_967297.1	XP_031847055.1
OG0003457	XP_971915.1	XP_031828628.1, XP_031828629.1, XP_031828627.1
OG0003458	XP_967192.2	XP_031842884.1
OG0003459	XP_975621.1	XP_031842105.1
OG0003460	XP_971025.2	XP_031836181.1
OG0003461	XP_008196927.2	XP_031832675.1
OG0003462	XP_008196051.1	XP_031838449.1
OG0003463	NP_001153721.1	XP_031830905.1
OG0003464	XP_971685.1	XP_031839157.1, XP_031839158.1
OG0003465	XP_008197705.1	XP_031827266.1
OG0003466	XP_008198199.1	XP_031829652.1
OG0003467	XP_971784.1	XP_031831987.1, XP_031831989.1, XP_031831988.1
OG0003468	XP_974962.1	XP_031841529.1
OG0003471	XP_973735.1	XP_031832235.1
OG0003472	XP_968085.1	XP_031848342.1
OG0003473	XP_008201210.1	XP_031850215.1
OG0003474	XP_969684.1	XP_031842432.1
OG0003475	XP_015839694.1	XP_031840064.1
OG0003477	XP_015833317.1, XP_975225.1	XP_031831003.1
OG0003478	XP_971851.1	XP_031829687.1, XP_031829688.1
OG0003479	XP_970344.2	XP_031830873.1
OG0003480	XP_973347.1	XP_031843440.1
OG0003481	XP_015835781.1	XP_031845503.1
OG0003482	XP_974350.1	XP_031846783.1
OG0003483	XP_975150.1	XP_031833648.1
OG0003484	XP_015838763.1	XP_031836703.1
OG0003485	XP_008197724.1	XP_031831273.1
OG0003486	XP_974924.1	XP_031844988.1
OG0003487	XP_973866.2	XP_031830361.1
OG0003488	XP_971607.2	XP_031825651.1, XP_031825652.1
OG0003489	XP_969874.1	XP_031847109.1
OG0003490	XP_015834660.1	XP_031830033.1
OG0003491	XP_015839807.1	XP_031828986.1
OG0003492	XP_008194887.1	XP_031832180.1
OG0003493	XP_008196190.1	XP_031835572.1, XP_031835571.1
OG0003494	XP_970578.1	XP_031846664.1, XP_031846666.1
OG0003495	XP_973445.1	XP_031842590.1
OG0003496	XP_970303.1	XP_031840629.1
OG0003497	XP_967550.1	XP_031846896.1
OG0003498	XP_008191163.1	XP_031844034.1
OG0003499	XP_968497.2	XP_031836029.1
OG0003500	XP_008190862.1, XP_968956.1	XP_031828819.1
OG0003501	XP_008192902.2	XP_031838392.1
OG0003502	XP_970521.1	XP_031836941.1
OG0003503	XP_008191516.2, XP_015840697.1	XP_031848337.1, XP_031848336.1
OG0003504	XP_015835000.1	XP_031825417.1
OG0003506	XP_968980.1	XP_031831598.1
OG0003507	NP_001034538.1, XP_008195064.1	XP_031837089.1
OG0003508	XP_972877.1	XP_031849753.1, XP_031849752.1
OG0003509	XP_008192430.1	XP_031839680.1, XP_031839686.1
OG0003510	XP_015837770.1	XP_031839478.1, XP_031839473.1
OG0003511	XP_008195456.1	XP_031849957.1
OG0003512	XP_973569.2	XP_031836589.1, XP_031836590.1, XP_031836588.1
OG0003513	XP_008191010.1	XP_031825927.1
OG0003514	XP_966918.1	XP_031842313.1
OG0003515	XP_008190306.1	XP_031825516.1
OG0003516	XP_001808987.1	XP_031828505.1
OG0003517	XP_970071.1	XP_031835665.1
OG0003518	XP_972118.2	XP_031835604.1, XP_031835605.1
OG0003519	XP_008192483.1	XP_031827083.1
OG0003520	XP_966993.2	XP_031834530.1
OG0003521	XP_973057.1, XP_008201589.1	XP_031835304.1
OG0003522	XP_001812550.1	XP_031829672.1
OG0003523	XP_008195146.1	XP_031829151.1
OG0003524	XP_008194241.1	XP_031830366.1
OG0003525	XP_008199510.2	XP_031836565.1
OG0003526	XP_008197506.1	XP_031833107.1
OG0003527	XP_015833512.1	XP_031846133.1
OG0003528	XP_008200525.1, XP_008200526.1	XP_031848674.1
OG0003529	XP_008196635.1	XP_031840998.1
OG0003530	XP_974944.1	XP_031843040.1
OG0003532	XP_008197690.1, XP_008197691.1	XP_031827092.1
OG0003533	XP_001813387.1	XP_031828891.1
OG0003534	XP_015840564.1	XP_031844819.1
OG0003535	XP_970554.1	XP_031848149.1
OG0003536	XP_008191826.1	XP_031842011.1, XP_031842001.1
OG0003538	XP_971862.1	XP_031839240.1
OG0003539	XP_970892.1	XP_031846798.1, XP_031846800.1, XP_031846799.1
OG0003540	XP_015838085.1, XP_008190384.1	XP_031834346.1
OG0003541	XP_008200928.1	XP_031835401.1
OG0003542	XP_968817.1	XP_031845642.1
OG0003543	XP_974555.1	XP_031839908.1
OG0003544	XP_975490.1	XP_031850210.1, XP_031850201.1
OG0003545	XP_974369.1, NP_001107792.1	XP_031832360.1
OG0003546	XP_015834035.1	XP_031837549.1
OG0003547	XP_008196287.1	XP_031833416.1
OG0003549	XP_972796.1, XP_972842.1	XP_031830602.1
OG0003550	XP_008191653.2	XP_031845640.1
OG0003551	XP_969418.2	XP_031836978.1
OG0003552	XP_001816051.2	XP_031847272.1
OG0003553	XP_966414.1, XP_015834040.1, XP_015834041.1	XP_031830779.1
OG0003554	XP_008191338.1	XP_031829843.1
OG0003555	XP_969359.1	XP_031850439.1
OG0003556	XP_008197977.1	XP_031830038.1, XP_031830037.1
OG0003557	XP_008194275.1	XP_031831373.1, XP_031831374.1
OG0003558	XP_008200863.1, NP_001139383.1	XP_031849965.1
OG0003559	XP_015833739.1	XP_031837776.1
OG0003560	XP_008201481.1	XP_031846068.1
OG0003561	XP_966722.1	XP_031845952.1
OG0003563	XP_008199095.1	XP_031846838.1, XP_031846834.1
OG0003564	XP_974591.1	XP_031827751.1
OG0003565	XP_008195579.1	XP_031826440.1
OG0003566	XP_008197508.1	XP_031829641.1
OG0003567	XP_972971.1	XP_031843377.1, XP_031845655.1
OG0003568	XP_008199840.1	XP_031850127.1
OG0003569	XP_008200019.1, XP_008200021.1	XP_031843733.1
OG0003570	XP_970689.1	XP_031845873.1
OG0003571	XP_972466.1	XP_031825735.1
OG0003572	XP_969549.2	XP_031842692.1
OG0003573	XP_015839835.1	XP_031845027.1
OG0003574	XP_001813297.1	XP_031835030.1, XP_031835029.1
OG0003575	XP_970039.1	XP_031836154.1
OG0003576	XP_970591.1	XP_031845493.1
OG0003577	XP_008191870.1	XP_031843818.1, XP_031843820.1
OG0003578	XP_967572.1	XP_031839955.1
OG0003579	XP_008194949.2, XP_015836565.1	XP_031841954.1
OG0003580	XP_008198520.1	XP_031832694.1
OG0003581	XP_008201126.1	XP_031836458.1
OG0003582	XP_008200259.1	XP_031839630.1, XP_031839631.1
OG0003583	XP_015837609.1	XP_031840887.1
OG0003584	XP_008197704.1, XP_008197703.1	XP_031829943.1
OG0003585	XP_001809489.2	XP_031835068.1
OG0003586	XP_968904.1	XP_031845110.1, XP_031845111.1
OG0003587	XP_968692.2	XP_031837822.1
OG0003588	XP_008192717.2, XP_966870.1	XP_031833819.1
OG0003589	XP_015835994.1	XP_031848547.1
OG0003591	XP_966852.1	XP_031833257.1
OG0003592	XP_008190560.1	XP_031836730.1
OG0003593	XP_008201260.2	XP_031849132.1
OG0003596	XP_008192521.1	XP_031832037.1
OG0003597	XP_008199159.1	XP_031850351.1
OG0003598	XP_015834381.1, XP_015834358.1	XP_031837644.1
OG0003599	XP_008191160.1, XP_008191161.1, XP_001807381.1, XP_015833638.1	XP_031835283.1
OG0003600	XP_001814012.1	XP_031848535.1
OG0003601	XP_008200160.1	XP_031825426.1
OG0003602	XP_975667.1	XP_031844385.1
OG0003603	XP_973896.2	XP_031835598.1
OG0003604	XP_008190706.2	XP_031841720.1
OG0003605	XP_015833448.1	XP_031826271.1
OG0003606	XP_974252.1	XP_031849352.1
OG0003607	XP_968511.2	XP_031827838.1
OG0003608	NP_001153717.1, XP_008195553.1	XP_031845240.1, XP_031845239.1
OG0003609	XP_974525.1	XP_031848096.1
OG0003610	XP_008191498.2	XP_031844268.1, XP_031844267.1
OG0003611	XP_008197892.1, XP_008197891.1, XP_008197888.1, XP_008197889.1, XP_008197890.1	XP_031835730.1
OG0003612	XP_015837280.1	XP_031842577.1
OG0003613	XP_015838584.1	XP_031849519.1
OG0003614	XP_015839061.1	XP_031849601.1, XP_031849599.1, XP_031849600.1
OG0003615	XP_015837963.1	XP_031833358.1
OG0003616	XP_975040.2	XP_031849401.1, XP_031849403.1, XP_031849397.1, XP_031849398.1, XP_031849399.1, XP_031849400.1
OG0003617	XP_015838318.1	XP_031825405.1, XP_031825394.1, XP_031848898.1
OG0003618	XP_969603.1	XP_031836799.1, XP_031836798.1
OG0003619	XP_008195521.2	XP_031843878.1
OG0003620	XP_015837557.1, XP_015837556.1, XP_015837555.1	XP_031845094.1
OG0003621	XP_008200747.1	XP_031841073.1
OG0003622	XP_015835258.1	XP_031827258.1, XP_031827063.1
OG0003623	XP_008193820.1	XP_031826644.1
OG0003624	XP_008197990.1	XP_031829343.1
OG0003625	XP_015836260.1	XP_031828507.1
OG0003626	XP_001814885.2	XP_031842734.1
OG0003627	XP_975547.1, XP_015837353.1	XP_031848333.1
OG0003628	XP_015833795.1	XP_031840082.1
OG0003629	XP_015839804.1, XP_015839805.1, XP_015839803.1, XP_972357.1	XP_031843191.1
OG0003630	XP_015838483.1	XP_031829676.1
