Orthogroup	Tribolium_castaneum	Solenopsis_invicta
OG0002733	XP_015833086.1, XP_008190781.1	XP_039301830.1, XP_039301833.1
OG0002734	XP_008201341.1, NP_001280542.1	XP_025993814.1, XP_039303094.1, XP_025993813.1
OG0002735	XP_973928.2	XP_025992671.1
OG0002736	XP_970111.2	XP_011168674.1
OG0002737	XP_001807993.1	XP_011168038.2
OG0002738	XP_015834729.1	XP_039308051.1
OG0002739	XP_966374.1	XP_011167527.1, XP_039308384.1
OG0002740	XP_968781.1	XP_039310011.1, XP_011162572.1, XP_011162571.1
OG0002741	XP_008201235.1, NP_001034497.1	XP_011155409.1, XP_011155408.1
OG0002742	XP_968185.1	XP_011155767.1
OG0002743	XP_008190988.1	XP_011163811.2
OG0002744	XP_008195316.1	XP_025992733.1, XP_025992734.1, XP_039304319.1, XP_039304318.1, XP_039304320.1
OG0002745	XP_015833234.1, XP_008191015.1, XP_974804.1	XP_039309495.1, XP_039309496.1, XP_039309494.1
OG0002746	XP_008198059.1	XP_039312910.1, XP_039312907.1
OG0002747	XP_969577.2	XP_025986268.1
OG0002748	XP_008197128.1, XP_008197129.1	XP_039307101.1, XP_011172789.1, XP_011172788.1
OG0002749	XP_969050.1	XP_025986954.1
OG0002750	XP_008195884.1	XP_039305530.1, XP_025987569.2
OG0002751	XP_971444.1	XP_039313189.1
OG0002752	XP_015839615.1, XP_967565.1	XP_025988275.1
OG0002753	XP_974103.2	XP_011161407.2
OG0002754	XP_008199594.1	XP_011155401.2
OG0002755	XP_008197281.1, XP_008197282.1	XP_039312380.1
OG0002756	XP_008198170.1	XP_011163747.1
OG0002757	XP_969308.1	XP_011160610.1
OG0002758	XP_008201051.1	XP_011173663.2
OG0002759	XP_969296.2	XP_039302459.1
OG0002760	XP_008193438.1	XP_039314258.1
OG0002761	XP_008199257.1	XP_025988190.1
OG0002762	XP_970245.1	XP_011164225.1
OG0002763	XP_008190890.1	XP_025989043.1, XP_025989041.1
OG0002764	XP_008191309.1, XP_008191301.1	XP_025994850.1
OG0002765	XP_008199417.1	XP_039305825.1, XP_025989377.2
OG0002766	XP_008197099.2, XP_015838063.1	XP_011159901.2
OG0002767	XP_008195660.1	XP_039314554.1, XP_011169900.1
OG0002769	XP_008194509.1	XP_011155632.2, XP_011155631.2
OG0002770	XP_971489.1	XP_011164308.1
OG0002772	XP_972706.2	XP_011162517.1
OG0002773	XP_008198428.1	XP_011164795.1
OG0002774	XP_008192209.1	XP_039306022.1
OG0002775	XP_015836325.1	XP_025992258.2
OG0002776	XP_015836710.1	XP_039310616.1, XP_011169282.1
OG0002777	NP_001263355.1, XP_970432.2	XP_011166980.1
OG0002778	XP_008192218.1, XP_008192219.1, XP_975460.1	XP_011171272.1
OG0002779	XP_008193789.1, XP_008193790.1	XP_039303187.1
OG0002780	XP_973346.2	XP_025992720.2
OG0002781	XP_008201169.1	XP_011159955.1, XP_011159948.1
OG0002782	XP_008192962.1, XP_008192961.1	XP_025991059.1, XP_011167788.1, XP_025991060.1
OG0002783	XP_015840348.1, XP_015839981.1, XP_015840345.1, XP_008193154.2	XP_039307506.1, XP_011156303.1, XP_025991471.1
OG0002784	XP_973266.1	XP_025993859.1
OG0002785	XP_971895.2	XP_025990104.2
OG0002786	XP_015838573.1	XP_011166063.2, XP_025988330.1
OG0002787	XP_015836046.1	XP_011175171.1
OG0002789	XP_008192196.1	XP_011160335.1, XP_025989776.1
OG0002790	XP_015833261.1	XP_039307835.1, XP_039308096.1, XP_039309265.1, XP_039309297.1, XP_039309101.1, XP_039307722.1, XP_039308095.1
OG0002791	XP_975314.1	XP_025990832.1
OG0002792	XP_967738.2, XP_008192419.2	XP_011168832.2
OG0002793	XP_008190607.1, XP_967570.1	XP_011176007.1
OG0002794	XP_008195306.1, XP_008195307.1, XP_008195308.1	XP_011164823.1
OG0002795	XP_970162.1	XP_039313997.1
OG0002796	XP_015834278.1	XP_025989780.2
OG0002797	XP_015833816.1	XP_025991106.1
OG0002799	NP_001164125.1, XP_008198342.1	XP_025995706.1, XP_025995703.1
OG0002800	XP_015834268.1	XP_011172145.2
OG0002801	XP_971171.2	XP_025988160.1
OG0002802	XP_008195540.1	XP_039301823.1
OG0002803	XP_008201166.1	XP_011162154.1
OG0002805	XP_015834831.1, XP_008192599.1	XP_025995831.1
OG0002806	XP_015836496.1, XP_015836491.1	XP_039301701.1
OG0002809	XP_001812931.1	XP_011157806.2
OG0002810	XP_008199443.1	XP_011166537.2
OG0002811	XP_969155.1	XP_011175499.1
OG0002812	XP_008193114.1	XP_011160757.1
OG0002814	XP_969413.1	XP_011162916.1
OG0002815	XP_967617.1	XP_011163055.1, XP_039313611.1
OG0002816	XP_971732.1	XP_011158614.2
OG0002817	NP_001164143.1	XP_011165921.2, XP_039312062.1, XP_025993809.2
OG0002818	XP_008191850.1	XP_011162505.1
OG0002819	XP_008200797.1	XP_039310330.1
OG0002820	XP_008190971.1	XP_011160109.2, XP_011160110.2, XP_025987791.2
OG0002821	XP_974830.1	XP_011155837.2
OG0002822	XP_972789.1	XP_011163398.1
OG0002823	XP_015839402.1, XP_015836891.1	XP_011157643.1
OG0002825	XP_008199177.1	XP_039315617.1
OG0002826	XP_967139.2	XP_011160185.2
OG0002827	NP_001103251.1	XP_025994881.1
OG0002828	XP_966387.2	XP_011155781.1
OG0002829	XP_015838358.1, XP_015838359.1	XP_011164777.2, XP_011164779.2
OG0002830	XP_015839623.1	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1
OG0002831	XP_008192662.1	XP_011158832.2
OG0002832	XP_008199218.1	XP_011161504.1
OG0002834	XP_008191202.1	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1
OG0002836	XP_008193504.1, XP_015833884.1	XP_011163534.2
OG0002837	XP_015839633.1, XP_008198930.1	XP_011175489.1
OG0002838	XP_015837441.1, XP_015837440.1, XP_972758.2, XP_015837073.1	XP_011168001.1, XP_039311199.1, XP_039311200.1
OG0002842	XP_008192024.1	XP_039303140.1, XP_025992946.2, XP_039315207.1, XP_011172017.2, XP_039305617.1, XP_039304815.1, XP_039303141.1, XP_025987878.2, XP_039303109.1, XP_039315394.1, XP_039315390.1, XP_039303139.1, XP_039303113.1, XP_039303115.1, XP_039303114.1, XP_039303118.1
OG0002844	XP_015838245.1	XP_025987531.2
OG0002845	XP_008192359.1	XP_025988443.1
OG0002846	XP_015840797.1	XP_039310806.1, XP_011157957.2, XP_039310808.1, XP_039310805.1, XP_039310807.1
OG0002847	XP_008192094.1	XP_011169288.1
OG0002848	XP_008191651.1	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1
OG0002851	XP_001809744.1	XP_039302726.1
OG0002852	XP_968040.2	XP_039310038.1, XP_039310037.1, XP_039310036.1
OG0002853	XP_015840264.1, XP_015840230.1	XP_039305578.1, XP_039307632.1, XP_039307973.1, XP_039307884.1, XP_039306068.1, XP_025995818.2, XP_039303033.1, XP_039313583.1, XP_039308899.1, XP_039313989.1, XP_039303607.1
OG0002856	XP_967823.1	XP_011165944.1
OG0002857	XP_972340.3	XP_011159608.1, XP_011159607.1
OG0002858	XP_969564.1	NP_001291534.1
OG0002859	XP_972139.1	XP_011155444.1
OG0002860	XP_969444.1	XP_011156532.1
OG0002861	XP_015838494.1, XP_008197436.1	XP_011176218.1
OG0002862	XP_008195295.1, NP_001164206.1	XP_011174250.1
OG0002863	XP_971653.2	XP_011175057.1
OG0002864	XP_008196261.1	XP_011157211.2
OG0002865	XP_008192183.1, XP_015834701.1	XP_011176021.1
OG0002866	XP_008195873.1, XP_008195874.1	XP_011168068.1
OG0002867	XP_967628.1	XP_011164869.1
OG0002868	NP_001165861.1, XP_974296.1	XP_011175485.2
OG0002869	XP_974002.1, XP_015838216.1	XP_011171986.1
OG0002870	XP_975270.1	XP_011168042.1
OG0002871	XP_008196390.1	XP_011175992.1, XP_011176001.1
OG0002872	XP_015834018.1, XP_966345.1	XP_025991891.1
OG0002873	XP_975114.2	XP_011168071.1
OG0002874	XP_974482.1	XP_039311203.1
OG0002875	XP_008190648.1	XP_011162538.1
OG0002876	XP_969006.1	XP_011159622.1
OG0002877	XP_015834330.1	XP_025990469.2
OG0002878	XP_008196624.1	XP_025996014.1
OG0002879	XP_008192017.1, XP_968128.1	XP_011164001.1
OG0002880	XP_967049.1	XP_011164222.1
OG0002881	XP_972332.2	XP_011175710.2
OG0002882	XP_967080.1	XP_011158313.1
OG0002883	XP_008191570.1, XP_969294.1	XP_011165412.1
OG0002884	NP_001161226.1, XP_008201179.1, XP_975026.1	XP_011165345.2
OG0002885	XP_001814337.1	XP_011160160.1
OG0002886	XP_008191820.1	XP_011158136.1
OG0002887	XP_008196200.1	XP_025987954.2, XP_025987952.2, XP_011159868.2
OG0002888	XP_966788.1	XP_011161212.2
OG0002889	XP_008200613.1	XP_011169203.1, XP_025989911.1
OG0002890	XP_974147.1	XP_011155700.1
OG0002891	XP_972207.1	XP_011155676.1
OG0002892	XP_972432.2	XP_011176132.1
OG0002893	XP_008196538.1	XP_039307603.1
OG0002894	XP_967899.1	XP_011161317.1, XP_011161316.1
OG0002895	XP_001810355.1	XP_011170087.1
OG0002896	XP_001810667.2	XP_039311453.1
OG0002897	XP_015835837.1	XP_011165919.1, XP_011163789.1
OG0002898	XP_975865.1, XP_966490.1, XP_015837129.1	XP_011167335.1
OG0002899	XP_966781.1	XP_011162006.1, XP_039302206.1
OG0002900	XP_968990.2	XP_011155753.2
OG0002901	XP_015836351.1	XP_011175552.1, XP_011175553.1
OG0002902	XP_972690.1	XP_011168975.2
OG0002903	XP_001815551.1	XP_011160848.1
OG0002904	XP_973973.1	XP_039314546.1, XP_025995801.1, XP_025995803.1
OG0002905	XP_008198304.1	XP_011161109.1
OG0002906	XP_015837115.1, XP_008195663.1	XP_011168321.2
OG0002907	XP_008191980.1	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1
OG0002908	XP_015836822.1	XP_039306429.1
OG0002909	XP_972781.1	XP_011168266.1
OG0002911	XP_008195357.1	XP_011160842.1
OG0002912	XP_967810.1	XP_039312636.1, XP_011170789.2
OG0002913	XP_008190669.1	XP_011159886.2, XP_011159894.2, XP_011167797.1
OG0002914	XP_966426.1, XP_008196636.1	XP_011157902.1, XP_011157904.1
OG0002915	XP_969957.1	XP_011159325.1
OG0002916	XP_971314.1	XP_011176264.1
OG0002917	XP_971109.1	XP_039303299.1
OG0002918	XP_008195562.1	XP_039302536.1
OG0002919	XP_968134.1	XP_011160019.1
OG0002920	XP_967339.1	XP_011167792.1
OG0002921	XP_008199633.1	XP_039314610.1, XP_039314605.1
OG0002922	XP_974971.2	XP_011167287.1, XP_039304748.1
OG0002923	XP_973356.1	XP_011161371.1
OG0002924	XP_008197246.1	XP_011158077.1
OG0002925	XP_015837134.1, XP_015837124.1, XP_015837128.1	XP_025990221.1
OG0002926	XP_973848.1	XP_039302242.1
OG0002927	XP_975191.1	XP_011160039.1
OG0002928	XP_015835493.1, XP_972608.2	XP_025991758.1
OG0002929	XP_966451.1	XP_039314359.1
OG0002930	XP_971767.1, XP_015839117.1	XP_039310966.1
OG0002931	XP_971123.1	XP_039303266.1
OG0002932	XP_970586.3	XP_025986718.1
OG0002933	XP_971686.1	XP_011175669.1
OG0002934	XP_001808932.1	XP_039312434.1, XP_011157449.1
OG0002935	XP_966535.1	XP_011165611.1
OG0002936	XP_968375.1	XP_011174253.1
OG0002937	XP_015837075.1, XP_008196234.1	XP_011168863.1, XP_039309476.1
OG0002938	NP_001153712.1, XP_970103.1, XP_008198733.1	XP_039302234.1
OG0002939	XP_970341.2, XP_969744.1	XP_011169016.1
OG0002940	XP_967518.1	XP_025995774.1
OG0002941	XP_008191592.1	XP_011172046.1
OG0002942	XP_008192852.1	XP_011163195.1
OG0002943	XP_967379.1	XP_011164004.3
OG0002945	XP_008193685.1	XP_011168307.1
OG0002946	XP_015839624.1, NP_001034527.2	XP_011166686.2
OG0002947	XP_968632.1	XP_011156046.1
OG0002949	XP_015840368.1, XP_015840369.1, XP_015840367.1	XP_011161515.1
OG0002950	XP_975124.1	XP_011164633.2
OG0002951	XP_973208.1	XP_011157688.1
OG0002952	XP_969259.1	XP_011159194.1
OG0002953	XP_973247.1	XP_025994267.1
OG0002954	XP_008193490.1, XP_008193491.1, XP_008193492.1	XP_011159814.1, XP_025993922.1
OG0002955	XP_974255.1	XP_011157079.1
OG0002956	XP_001812254.1	XP_011156193.2
OG0002957	XP_008197969.1, XP_008197968.1	XP_011164445.1
OG0002958	XP_008201672.1	XP_039307524.1
OG0002959	XP_973512.1	XP_039302057.1, XP_039302058.1
OG0002960	XP_008190421.1	XP_011172909.2, XP_039303158.1
OG0002962	XP_971334.1	XP_011157098.1
OG0002963	XP_966987.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_008194284.1, XP_001812575.1	XP_011161988.1
OG0002965	XP_008199978.1	XP_011166136.1
OG0002966	XP_966746.1	XP_039306200.1, XP_011157749.1
OG0002967	XP_968083.1	XP_011171980.1
OG0002968	XP_975149.1	XP_039304192.1
OG0002969	XP_008200286.1	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_970608.1	XP_039303651.1
OG0002971	XP_008193235.1	XP_039302425.1, XP_011171945.1
OG0002972	XP_971067.1	XP_011155482.1
OG0002973	XP_968652.1, XP_008197952.1, XP_008198697.1	XP_025992050.2
OG0002974	XP_971387.1	XP_011175891.1
OG0002975	XP_015833994.1	XP_025991904.2
OG0002976	XP_008197135.1	XP_039306199.1, XP_039306198.1
OG0002977	XP_008196074.1	XP_025995285.1
OG0002978	NP_001161900.1	XP_011175833.2
OG0002979	NP_001107796.2	XP_025993637.1, XP_011167719.1
OG0002980	XP_015833187.1, XP_008190779.1, XP_008190778.1, XP_008190777.1, XP_001812033.2	XP_025992529.2, XP_011169726.1
OG0002981	XP_015836981.1	XP_039306443.1
OG0002982	XP_971536.1	XP_039310464.1
OG0002983	XP_008195309.1, XP_008195310.1, XP_971641.1, XP_008195311.1	XP_025992758.1
OG0002984	XP_972775.2	XP_011175293.1
OG0002985	XP_008197598.1	XP_011159700.2
OG0002986	XP_971564.1	XP_011175615.1
OG0002987	XP_971325.1	XP_011162108.1
OG0002988	XP_008191412.1	XP_011160968.2
OG0002989	XP_015838646.1, XP_008197620.1	XP_011156022.2
OG0002990	XP_974791.2	XP_039310034.1
OG0002991	XP_974375.1	XP_025989317.1, XP_025989316.1
OG0002992	XP_008193254.1	XP_025992878.1
OG0002993	XP_015835426.1, XP_015835427.1	XP_039307946.1
OG0002994	XP_015833497.1	XP_011173507.1
OG0002995	XP_971006.2	XP_011167801.1, XP_025991086.1
OG0002996	XP_015835711.1	XP_039303280.1, XP_039303281.1, XP_011172000.2, XP_039303279.1
OG0002997	XP_968685.1	XP_011175341.2
OG0002998	XP_008191099.1	XP_039308952.1
OG0002999	XP_008200251.1	XP_025992008.2, XP_025992010.1
OG0003000	XP_015836343.1, XP_972541.1	XP_011166915.1, XP_039315584.1
OG0003001	XP_969528.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	NP_001164127.1	XP_011165845.1
OG0003003	XP_975457.2	XP_011158899.1
OG0003005	XP_971882.1, XP_970715.3	XP_025992097.1
OG0003006	XP_008191263.1	XP_039306148.1
OG0003007	XP_015833498.1	XP_039311008.1
OG0003008	XP_008195991.1, XP_975599.1	XP_039303895.1
OG0003009	XP_008192959.1	XP_011175844.1
OG0003010	XP_008197655.1	XP_025989572.1
OG0003011	XP_008192724.1	XP_011159476.1
OG0003012	XP_008192101.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_966719.1	XP_011166392.1
OG0003014	XP_008197497.1	XP_039307139.1
OG0003015	XP_008195520.1	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003016	XP_973305.1	XP_011165680.1, XP_039304833.1
OG0003017	XP_008195600.1, XP_008195599.1	XP_011168180.2
OG0003018	XP_974982.1	XP_011159923.1
OG0003019	XP_969861.1	XP_039313693.1
OG0003020	XP_973052.1	XP_011164524.2, XP_039313336.1
OG0003021	XP_975363.2	XP_011170692.1
OG0003022	XP_973994.1	XP_011160322.1
OG0003023	XP_001813626.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_015833659.1	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	XP_972981.1	XP_011159327.1
OG0003026	XP_972566.1	XP_011166978.1
OG0003027	XP_015838651.1	XP_025989001.1
OG0003028	XP_008194298.1, XP_001812950.1	XP_011170110.1
OG0003029	XP_008190328.1	XP_025994649.1
OG0003030	XP_975125.2	XP_011165553.1
OG0003031	XP_008196999.1	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	XP_015839253.1	XP_011170131.1
OG0003033	XP_968535.1	XP_011164729.1
OG0003034	XP_974218.2	XP_011168785.1
OG0003035	XP_970251.1, XP_968530.1, XP_001811309.1, XP_970916.1, XP_015836312.1	XP_039314065.1
OG0003037	XP_015839026.1	XP_011167265.1
OG0003038	XP_008193747.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_971048.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_015839356.1	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_008191372.1	XP_011168079.1
OG0003042	XP_971724.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_967869.2	XP_011164368.1
OG0003044	XP_001807073.1	XP_011168247.1
OG0003045	XP_008200038.1, XP_008200039.1	XP_011175132.1
OG0003046	XP_015833349.1	XP_011172371.3
OG0003047	XP_015838534.1, XP_008197381.1	XP_039309751.1
OG0003048	XP_967403.1	XP_011166828.2
OG0003049	XP_973522.1	XP_011160386.1
OG0003050	XP_008193695.1	XP_011166484.1
OG0003051	XP_015837348.1	XP_011163620.1
OG0003052	XP_008201218.1	XP_011166057.2
OG0003053	XP_967643.1	XP_011171493.2
OG0003054	XP_969567.1	XP_011160960.2
OG0003055	XP_008196693.1	XP_011159971.1
OG0003056	XP_008198127.1	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	XP_974835.2	XP_011165984.1
OG0003058	XP_968713.1	XP_039304067.1, XP_011172951.1
OG0003059	XP_966518.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	XP_008200870.2, XP_968936.1	XP_011160875.2
OG0003061	XP_973479.1	XP_011169469.2
OG0003062	XP_972999.1	XP_025990890.1
OG0003063	XP_015836272.1	XP_039315178.1, XP_039302451.1, XP_039302460.1, XP_039312470.1
OG0003064	XP_969590.2	XP_011167607.1
OG0003065	XP_966833.1	XP_011168555.1
OG0003066	XP_970506.1, XP_974092.1, XP_015832971.1, XP_974064.1	XP_011168345.1
OG0003067	XP_008192697.1	XP_039307910.1
OG0003068	XP_008200645.1, XP_969017.1	XP_011176018.1
OG0003069	XP_015834280.1	XP_025992777.1
OG0003070	XP_008192180.1	XP_011171820.1
OG0003071	XP_969975.2	XP_011166367.1
OG0003072	XP_008199895.1	XP_039314915.1
OG0003073	XP_008201513.1	XP_011167738.1
OG0003074	XP_969137.2, XP_015839029.1, XP_015839030.1	XP_011166381.1, XP_011166380.1
OG0003075	XP_015833074.1	XP_011169094.1
OG0003076	XP_967512.2, XP_008193532.1	XP_025987093.1
OG0003077	XP_974817.2	XP_039314058.1
OG0003078	XP_971651.1	XP_039313872.1
OG0003079	XP_968302.2	XP_011168903.1, XP_039312818.1
OG0003080	XP_001813975.1	XP_011156364.1
OG0003081	XP_974175.1	XP_039303386.1
OG0003082	XP_015832945.1	XP_025991038.1
OG0003083	XP_008190400.1	XP_039312960.1
OG0003084	XP_015838142.1, XP_015838143.1, XP_015838144.1	XP_011167641.1, XP_011167644.1
OG0003085	XP_015834790.1	XP_025992096.2
OG0003086	XP_008194448.1	XP_039312356.1, XP_011161517.1
OG0003088	XP_008195799.1	XP_011167443.1
OG0003089	XP_008196791.1, XP_008196792.1	XP_039313674.1, XP_011158417.2
OG0003090	XP_008197061.1	XP_011172882.2
OG0003091	XP_008200962.1	XP_011164325.1
OG0003092	XP_968011.1	XP_011164521.2
OG0003093	XP_008196860.1	XP_025987066.1, XP_039315568.1
OG0003094	XP_008192299.1, XP_975619.1	XP_011161899.1
OG0003095	XP_008201525.1	XP_011156638.2
OG0003096	XP_008192841.1	XP_011174001.2
OG0003097	XP_971757.2	XP_011155621.1
OG0003098	XP_972614.1	XP_039306055.1
OG0003099	NP_001280512.1	XP_011159602.1
OG0003100	XP_008191588.1	XP_025985835.1
OG0003101	XP_970736.2	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	XP_015835515.1, XP_015835514.1, XP_015835516.1	XP_011165931.2
OG0003103	XP_971115.1	XP_025987834.2
OG0003104	XP_967714.1	XP_025994552.2
OG0003105	XP_008195881.1	XP_011174441.1
OG0003106	XP_015840972.1	XP_025990962.1
OG0003107	XP_008194345.1	XP_011162402.1
OG0003108	XP_966868.1	XP_011173237.2
OG0003109	XP_015840711.1	XP_039314822.1
OG0003110	XP_001807591.1	XP_011163903.1
OG0003111	XP_008190934.1	XP_039310638.1
OG0003112	XP_974678.1	XP_011172658.1
OG0003113	XP_008195004.1	XP_011160893.2
OG0003114	XP_966739.2	XP_039306832.1, XP_011166467.1
OG0003115	XP_008196359.1	XP_011173427.1
OG0003116	XP_973172.1	XP_039311269.1
OG0003118	XP_970590.1, XP_008192966.1	XP_011172615.1
OG0003119	XP_974896.1, XP_008195850.1	XP_039313155.1
OG0003120	XP_972872.1	XP_025996106.1, XP_039303618.1
OG0003121	XP_001812334.1	XP_025990923.1
OG0003122	XP_971739.1	XP_039305386.1
OG0003123	XP_971630.1	XP_011166608.1, XP_011166607.1
OG0003124	XP_968473.1	XP_011167477.1
OG0003125	XP_972454.1	XP_011163856.1
OG0003126	XP_008200566.1	XP_025986309.2
OG0003127	XP_015837413.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	XP_970842.1	XP_011171381.1
OG0003129	XP_008192563.1, XP_008192567.1	XP_039310707.1, XP_011176118.2
OG0003130	XP_015833761.1	XP_025987336.1, XP_011162429.1
OG0003131	XP_015840602.1	XP_011167126.1, XP_011167125.1
OG0003132	XP_015836476.1	XP_011164088.2, XP_011164092.2
OG0003133	XP_015833828.1	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	XP_008190997.1	XP_025987373.1
OG0003135	XP_971031.1	XP_011162593.1, XP_011162594.1
OG0003136	XP_970142.1	XP_039306099.1
OG0003137	XP_967733.1	XP_039302546.1
OG0003138	XP_015840286.1	XP_025990507.1
OG0003139	XP_966439.1	XP_025990674.1
OG0003140	XP_972507.2	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	XP_015840515.1	XP_039302630.1
OG0003142	XP_008195449.1, XP_008195448.1, XP_974516.2	XP_011169763.2
OG0003144	XP_015835152.1, NP_001164096.1	XP_011160189.2
OG0003145	XP_008194838.1	XP_011166674.1, XP_011166675.1
OG0003146	XP_008200813.1	XP_025987200.1
OG0003147	XP_008200559.1	XP_039310050.1, XP_011162690.1
OG0003148	XP_975051.1, XP_008192151.1, XP_008192150.1	XP_011164370.1
OG0003149	XP_008195930.1	XP_011163201.1
OG0003150	XP_971373.1	XP_011170885.1
OG0003151	XP_008193476.1	XP_025991582.1
OG0003152	XP_015840198.1	XP_025990121.1, XP_025990112.1, XP_025990120.1
OG0003153	XP_015836700.1	XP_025988729.1
OG0003154	XP_015834456.1	XP_025986269.1
OG0003155	XP_015836826.1, XP_015836827.1	XP_011163493.1
OG0003156	XP_970628.2, XP_008192816.1	XP_011156868.1
OG0003157	XP_008193555.1	XP_025988931.1
OG0003158	XP_008192943.1	XP_039303594.1
OG0003159	XP_008192439.1	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	XP_015838465.1	XP_025991339.1
OG0003161	XP_015832940.1	XP_011169462.1
OG0003162	XP_008199099.1	XP_039303750.1
OG0003163	XP_008199839.1	XP_011165318.1
OG0003164	XP_015839860.1	XP_039314407.1
OG0003165	XP_972219.1	XP_011155987.2
OG0003166	XP_972918.1	XP_011175449.1
OG0003167	XP_969621.2	XP_011169110.1
OG0003168	XP_008194089.1	XP_039312028.1
OG0003169	XP_974447.1	XP_011160662.1
OG0003170	XP_008195512.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	XP_008196499.1	XP_011164528.2
OG0003172	XP_015837722.1	NP_001291525.1
OG0003173	XP_974657.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	XP_015834210.1	XP_011162525.2
OG0003175	XP_015839667.1, XP_008195361.2	XP_039315715.1
OG0003176	XP_008197063.1	XP_039312298.1, XP_039312299.1
OG0003177	XP_972573.1	XP_011162481.2
OG0003178	XP_008191209.1	XP_011168188.1
OG0003179	XP_015833277.1, XP_974036.1	XP_025992516.1
OG0003180	XP_971969.2	XP_039309736.1
OG0003181	XP_008195655.1	XP_039313158.1
OG0003182	XP_015833524.1	XP_011162549.2
OG0003183	XP_008195336.1	XP_039315523.1
OG0003184	XP_015840386.1	XP_025990824.1
OG0003185	XP_015840845.1	XP_011156771.1
OG0003186	XP_015836813.1	XP_039304224.1
OG0003187	XP_974457.2	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_008200077.1	XP_039304405.1
OG0003189	XP_015835756.1, XP_015835757.1, XP_008193949.1	XP_025993506.2
OG0003190	XP_015839153.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_015839270.1	XP_025994562.1
OG0003192	XP_008196202.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	XP_015837056.1	XP_039304720.1
OG0003194	XP_015834747.1	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	XP_008194574.1	XP_025988560.1
OG0003196	XP_015837650.1	XP_025991436.1
OG0003198	XP_974582.1	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1
OG0003200	XP_015838961.1	XP_025992862.1, XP_025992865.1
OG0003201	XP_008200292.1	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_015838571.1, XP_015838562.1, XP_015838568.1	XP_039307449.1, XP_039307472.1
OG0003203	XP_967293.1	XP_011160144.1
OG0003204	XP_969356.1, XP_008197981.1	XP_011165562.1
OG0003205	XP_971933.1, XP_008198232.1	XP_025994400.1
OG0003206	XP_008198470.1, NP_001280520.1	XP_025990748.1
OG0003207	XP_015839421.1	XP_039306627.1
OG0003208	XP_975099.1	XP_011171188.1
OG0003209	XP_015839890.1	XP_025990091.1
OG0003211	XP_001810887.1, XP_015835565.1	XP_025992823.1
OG0003212	XP_008191000.1	XP_011157792.1
OG0003213	XP_015837493.1	XP_039309200.1
OG0003214	XP_968279.3	XP_025986314.2
OG0003215	XP_008199287.1	XP_011169014.1
OG0003218	XP_008192192.1, XP_015834693.1	XP_011175832.1, XP_039302418.1
OG0003220	XP_008199225.1	XP_011168984.1
OG0003221	XP_972306.2	XP_039307175.1
OG0003222	XP_969428.1	XP_025996380.1, XP_039315210.1
OG0003225	XP_976228.2	XP_011171210.1
