Orthogroup	Tribolium_castaneum	Ceratina_calcarata
OG0003425	XP_970165.1	XP_017886704.1
OG0003426	XP_967164.2	XP_017893302.1
OG0003428	XP_969482.1	XP_026672840.1, XP_026673851.1
OG0003429	XP_008194420.1	XP_026666542.1
OG0003430	XP_015838000.1, XP_967233.2	XP_017885196.1
OG0003431	XP_973216.2	XP_017877164.1
OG0003432	XP_008198745.1	XP_017893306.1, XP_026666592.1
OG0003433	XP_008195123.1	XP_017891415.1
OG0003434	XP_008198501.1	XP_017882500.1
OG0003435	XP_969028.1	XP_017892432.1
OG0003436	XP_015833550.1	XP_017887623.1
OG0003437	XP_971616.1	XP_017890871.1
OG0003438	XP_015837111.1	XP_017883060.1
OG0003439	XP_967669.1	XP_017878355.1
OG0003441	XP_008192116.1	XP_026671381.1, XP_017884119.1
OG0003442	XP_001813222.2	XP_017876289.1
OG0003443	XP_008194507.1, XP_001810308.1	XP_017881862.1, XP_017878730.1
OG0003444	XP_972944.2	XP_017878748.1, XP_017878736.1
OG0003445	XP_008191608.1	XP_017884354.1
OG0003446	XP_008191716.1, NP_001034533.1	XP_017881806.1
OG0003447	XP_972185.1	XP_017893317.1
OG0003448	XP_968783.3	XP_017880454.1
OG0003449	XP_008199221.1	XP_017886005.1, XP_017886004.1
OG0003450	XP_975997.1	XP_017880630.1
OG0003451	NP_001164283.1, XP_008198999.1	XP_017876885.1
OG0003452	XP_972065.2	XP_017881648.1
OG0003453	XP_966562.1	XP_017889403.1
OG0003454	XP_969326.1	XP_026667482.1, XP_017876212.1
OG0003455	XP_967436.1	XP_017892538.1
OG0003456	XP_967297.1	XP_017884350.1
OG0003457	XP_971915.1	XP_017884879.1
OG0003458	XP_967192.2	XP_017889484.1
OG0003459	XP_975621.1	XP_017883015.1, XP_017883008.1
OG0003460	XP_971025.2	XP_017889856.1
OG0003462	XP_008196051.1	XP_017883040.2
OG0003463	NP_001153721.1	XP_017893478.1
OG0003464	XP_971685.1	XP_017880305.1
OG0003465	XP_008197705.1	XP_017886903.1
OG0003466	XP_008198199.1	XP_017881445.1
OG0003467	XP_971784.1	XP_017892182.1
OG0003468	XP_974962.1	XP_017880258.1
OG0003470	XP_015834687.1	XP_026674055.1, XP_017889566.1, XP_017889565.1
OG0003471	XP_973735.1	XP_017887467.1
OG0003472	XP_968085.1	XP_017880726.1
OG0003473	XP_008201210.1	XP_017879058.1
OG0003474	XP_969684.1	XP_017878733.1
OG0003475	XP_015839694.1	XP_026668046.1
OG0003476	XP_015839296.1, XP_015839299.1, XP_015839297.1	XP_017878321.1
OG0003477	XP_015833317.1, XP_975225.1	XP_017891996.1
OG0003478	XP_971851.1	XP_017893110.1
OG0003479	XP_970344.2	XP_017881962.1
OG0003480	XP_973347.1	XP_017890870.1, XP_026674701.1
OG0003481	XP_015835781.1	XP_017883909.1
OG0003482	XP_974350.1	XP_017892988.1
OG0003483	XP_975150.1	XP_017890053.1
OG0003484	XP_015838763.1	XP_017892707.1, XP_026675595.1, XP_026675594.1
OG0003485	XP_008197724.1	XP_026674323.1, XP_017890037.1
OG0003486	XP_974924.1	XP_017892870.1
OG0003487	XP_973866.2	XP_026666499.1, XP_017892981.1, XP_017892980.1
OG0003488	XP_971607.2	XP_017876402.1
OG0003489	XP_969874.1	XP_017889133.1
OG0003490	XP_015834660.1	XP_017883420.1
OG0003491	XP_015839807.1	XP_017888098.1, XP_026673312.1, XP_026673314.1, XP_026673313.1
OG0003492	XP_008194887.1	XP_026672130.1
OG0003493	XP_008196190.1	XP_017878488.1
OG0003494	XP_970578.1	XP_017880435.1
OG0003495	XP_973445.1	XP_017892598.1
OG0003496	XP_970303.1	XP_017885231.2
OG0003497	XP_967550.1	XP_017886218.2
OG0003498	XP_008191163.1	XP_017882952.1
OG0003499	XP_968497.2	XP_026669554.1
OG0003500	XP_008190862.1, XP_968956.1	XP_017883964.1
OG0003501	XP_008192902.2	XP_026670916.1
OG0003502	XP_970521.1	XP_026675487.1, XP_017892324.1
OG0003503	XP_008191516.2, XP_015840697.1	XP_017880853.1
OG0003504	XP_015835000.1	XP_017880211.1
OG0003506	XP_968980.1	XP_026666496.1, XP_017888521.1, XP_017888520.1
OG0003507	NP_001034538.1, XP_008195064.1	XP_017884397.1
OG0003508	XP_972877.1	XP_017878998.1
OG0003509	XP_008192430.1	XP_026669506.1, XP_026669511.1
OG0003510	XP_015837770.1	XP_026669128.1
OG0003511	XP_008195456.1	XP_017884078.1
OG0003512	XP_973569.2	XP_017888997.1
OG0003513	XP_008191010.1	XP_017876508.1
OG0003514	XP_966918.1	XP_017879591.1, XP_017879590.1
OG0003515	XP_008190306.1	XP_017877843.1
OG0003516	XP_001808987.1	XP_026667310.1, XP_017875816.1
OG0003517	XP_970071.1	XP_017879933.1
OG0003518	XP_972118.2	XP_017890468.1
OG0003519	XP_008192483.1	XP_017880036.1
OG0003520	XP_966993.2	XP_017892365.1
OG0003521	XP_973057.1, XP_008201589.1	XP_017889263.1
OG0003522	XP_001812550.1	XP_017879047.1
OG0003523	XP_008195146.1	XP_017882633.1
OG0003524	XP_008194241.1	XP_017876046.1
OG0003525	XP_008199510.2	XP_017886533.1
OG0003526	XP_008197506.1	XP_017881602.1, XP_017881601.1
OG0003527	XP_015833512.1	XP_026673613.1
OG0003528	XP_008200525.1, XP_008200526.1	XP_026667124.1
OG0003529	XP_008196635.1	XP_017890345.1
OG0003530	XP_974944.1	XP_026674024.1
OG0003531	XP_001814498.1	XP_017888561.1, XP_026673565.1
OG0003532	XP_008197690.1, XP_008197691.1	XP_017882790.1
OG0003533	XP_001813387.1	XP_026672125.1, XP_017875236.2
OG0003534	XP_015840564.1	XP_026670767.1, XP_026670759.1
OG0003535	XP_970554.1	XP_017885073.1
OG0003536	XP_008191826.1	XP_017889294.1
OG0003538	XP_971862.1	XP_017881247.1, XP_017881246.1
OG0003540	XP_015838085.1, XP_008190384.1	XP_026666553.1
OG0003541	XP_008200928.1	XP_026674519.1, XP_026674523.1
OG0003542	XP_968817.1	XP_017877891.1
OG0003543	XP_974555.1	XP_017879395.1
OG0003544	XP_975490.1	XP_017886656.1
OG0003545	XP_974369.1, NP_001107792.1	XP_017875301.1
OG0003546	XP_015834035.1	XP_026673286.1, XP_026673287.1, XP_026673285.1, XP_026673291.1, XP_026673290.1, XP_026673289.1
OG0003547	XP_008196287.1	XP_026668457.1
OG0003548	XP_015835777.1	XP_026673747.1, XP_017889162.1
OG0003549	XP_972796.1, XP_972842.1	XP_017882138.1
OG0003550	XP_008191653.2	XP_017877908.1, XP_026668320.1
OG0003551	XP_969418.2	XP_017884727.1
OG0003552	XP_001816051.2	XP_017892473.1
OG0003553	XP_966414.1, XP_015834040.1, XP_015834041.1	XP_017882581.1
OG0003554	XP_008191338.1	XP_017888745.1
OG0003555	XP_969359.1	XP_017886070.1
OG0003556	XP_008197977.1	XP_017884087.2, XP_017888914.2
OG0003557	XP_008194275.1	XP_017891355.1
OG0003558	XP_008200863.1, NP_001139383.1	XP_017892864.1, XP_026666451.1
OG0003559	XP_015833739.1	XP_017881326.1, XP_026670371.1
OG0003560	XP_008201481.1	XP_017890880.1
OG0003561	XP_966722.1	XP_026671606.1
OG0003562	XP_008197720.1	XP_026671128.1
OG0003563	XP_008199095.1	XP_017889134.2
OG0003564	XP_974591.1	XP_017890348.1
OG0003565	XP_008195579.1	XP_017892312.1
OG0003566	XP_008197508.1	XP_017885005.1
OG0003567	XP_972971.1	XP_017883022.1
OG0003568	XP_008199840.1	XP_026668600.1
OG0003569	XP_008200019.1, XP_008200021.1	XP_026668617.1, XP_026668619.1
OG0003570	XP_970689.1	XP_026673329.1, XP_017888059.1
OG0003571	XP_972466.1	XP_017878156.1, XP_026668423.1, XP_017878155.1
OG0003572	XP_969549.2	XP_017889466.1
OG0003573	XP_015839835.1	XP_017877943.1, XP_026668332.1
OG0003574	XP_001813297.1	XP_017891293.1
OG0003575	XP_970039.1	XP_017876753.1
OG0003576	XP_970591.1	XP_017883897.1
OG0003577	XP_008191870.1	XP_017883915.1
OG0003578	XP_967572.1	XP_017879218.1, XP_017879219.1
OG0003579	XP_008194949.2, XP_015836565.1	XP_017875366.1
OG0003580	XP_008198520.1	XP_017880038.1
OG0003581	XP_008201126.1	XP_017891185.2
OG0003582	XP_008200259.1	XP_017876893.1
OG0003583	XP_015837609.1	XP_017886087.1
OG0003584	XP_008197704.1, XP_008197703.1	XP_017877278.1
OG0003585	XP_001809489.2	XP_026671182.1, XP_017883768.1
OG0003586	XP_968904.1	XP_017877801.1
OG0003587	XP_968692.2	XP_017892501.1
OG0003588	XP_008192717.2, XP_966870.1	XP_017879830.2
OG0003589	XP_015835994.1	XP_017890903.1
OG0003591	XP_966852.1	XP_017889282.1
OG0003592	XP_008190560.1	XP_026669139.1
OG0003593	XP_008201260.2	XP_017885928.1
OG0003596	XP_008192521.1	XP_026675152.1
OG0003597	XP_008199159.1	XP_017892104.1
OG0003598	XP_015834381.1, XP_015834358.1	XP_017876238.1
OG0003599	XP_008191160.1, XP_008191161.1, XP_001807381.1, XP_015833638.1	XP_017885628.1
OG0003600	XP_001814012.1	XP_017890942.1
OG0003601	XP_008200160.1	XP_017883090.1
OG0003602	XP_975667.1	XP_017884045.1
OG0003603	XP_973896.2	XP_017890474.1
OG0003604	XP_008190706.2	XP_017888503.1
OG0003605	XP_015833448.1	XP_017879523.1
OG0003606	XP_974252.1	XP_017887068.2
OG0003607	XP_968511.2	XP_017887863.1
OG0003608	NP_001153717.1, XP_008195553.1	XP_017893602.1, XP_017893603.1
OG0003609	XP_974525.1	XP_017884825.1
OG0003610	XP_008191498.2	XP_017887307.1
OG0003611	XP_008197892.1, XP_008197891.1, XP_008197888.1, XP_008197889.1, XP_008197890.1	XP_017892846.1
OG0003612	XP_015837280.1	XP_017886459.1
OG0003613	XP_015838584.1	XP_017880755.1
OG0003614	XP_015839061.1	XP_017880719.1
OG0003615	XP_015837963.1	XP_017883099.1, XP_017883098.1, XP_017883097.1
OG0003616	XP_975040.2	XP_017878381.1
OG0003617	XP_015838318.1	XP_026675557.1
OG0003618	XP_969603.1	XP_017891495.1
OG0003619	XP_008195521.2	XP_017876476.1, XP_026667582.1
OG0003620	XP_015837557.1, XP_015837556.1, XP_015837555.1	XP_017877700.1
OG0003621	XP_008200747.1	XP_026669016.1
OG0003622	XP_015835258.1	XP_026674261.1, XP_026674262.1
OG0003623	XP_008193820.1	XP_017885906.1
OG0003624	XP_008197990.1	XP_017878066.1
OG0003625	XP_015836260.1	XP_026667977.1
OG0003626	XP_001814885.2	XP_017889848.1
OG0003627	XP_975547.1, XP_015837353.1	XP_017877259.1
OG0003628	XP_015833795.1	XP_017877399.1
OG0003630	XP_015838483.1	XP_017887474.1
OG0003632	NP_001280515.1	XP_017881752.1
OG0003633	XP_008194372.1	XP_026668217.1, XP_017878483.1
OG0003634	XP_968761.1	XP_017879052.2
OG0003635	XP_015835053.1	XP_026668160.1, XP_026673461.1, XP_026668159.1, XP_017875149.2
OG0003636	XP_008194320.1	XP_026674397.1
OG0003637	XP_969960.1	XP_017891219.1
OG0003638	XP_008200898.1	XP_017876650.1
OG0003639	XP_015835594.1, XP_015835593.1, XP_015835596.1, XP_015835595.1, XP_969188.2, XP_015835592.1	XP_017887728.1, XP_026670460.1
OG0003640	XP_015839248.1	XP_017878423.1
OG0003641	XP_015839097.1	XP_026666545.1, XP_026666543.1
OG0003642	XP_008198362.1	XP_026667494.1
OG0003643	XP_974513.1	XP_026666754.1, XP_026666755.1, XP_017893345.1
OG0003644	XP_971690.1	XP_026667155.1
OG0003645	XP_015836973.1	XP_017880669.1
OG0003646	NP_001073624.1, XP_008192741.1	XP_017891697.1
OG0003647	XP_008201144.2	XP_017880746.1
OG0003648	XP_975120.1	XP_017875426.2
OG0003649	XP_008190452.1	XP_026672772.1
OG0003650	XP_015839066.1	XP_026675403.1
OG0003652	XP_015837327.1	XP_017875927.2, XP_017876872.1
OG0003653	XP_008201133.1, XP_008201132.1, XP_008201131.1	XP_017887031.1
OG0003654	XP_008192330.1, XP_015835030.1, XP_015835031.1	XP_026671405.1
OG0003655	XP_008196209.2	XP_017876160.1
OG0003656	XP_972851.1	XP_026672394.1, XP_026672393.1, XP_026672395.1
OG0003657	XP_967783.1	XP_017880133.1
OG0003658	XP_015838852.1	XP_017883375.1
OG0003660	XP_974248.2	XP_017891882.1, XP_026675264.1, XP_026675263.1, XP_026675262.1
OG0003661	XP_008191219.1	XP_017885462.1
OG0003662	XP_008191788.1	XP_026666529.1, XP_017893035.1
OG0003664	XP_001811274.1	XP_017883355.1
OG0003665	XP_973359.1	XP_017879775.1, XP_026671298.1
OG0003666	XP_001814402.1	XP_017880611.1
OG0003667	XP_008192927.1	XP_017891749.1, XP_017893679.1
OG0003668	XP_971091.2	XP_017876845.1, XP_026667761.1
OG0003669	XP_967180.2	XP_017887808.1, XP_026666947.1, XP_026666948.1
OG0003670	XP_971706.1	XP_017881108.1, XP_026669832.1, XP_026669833.1
OG0003671	XP_008200590.1	XP_017884065.1
OG0003672	XP_008195407.1	XP_017877836.1, XP_026668308.1
OG0003673	XP_008192092.1, XP_015835049.1	XP_017888708.1
OG0003674	XP_008193661.1	XP_017888295.1
OG0003675	XP_969225.3	XP_017883996.1
OG0003676	XP_968591.1	XP_017890976.1
OG0003677	XP_973912.1	XP_017883140.1
OG0003678	XP_008198169.1	XP_017891954.1
OG0003679	XP_971751.1	XP_017887992.1
OG0003680	XP_015833438.1	XP_017876624.1
OG0003681	XP_970085.1	XP_017893256.1
OG0003682	XP_970044.2	XP_017876678.1, XP_017876677.1
OG0003683	XP_968322.2	XP_017876874.1
OG0003684	XP_001812551.2	XP_017882730.2, XP_017881625.1
OG0003685	NP_001161783.1	XP_017875534.1
OG0003686	XP_008201118.1	XP_017883290.1, XP_026670951.1
OG0003687	XP_967964.1	XP_017888227.1
OG0003688	XP_008200815.1, XP_008200816.1	XP_017889752.1
OG0003689	XP_015838754.1, XP_008191112.1	XP_026674991.1
OG0003690	XP_008196048.2	XP_017878230.1
OG0003691	XP_008191606.1	XP_017883206.1
OG0003692	XP_973458.1, XP_008192597.1	XP_017879122.1
OG0003694	NP_001104734.1	XP_026672892.1, XP_017887047.1
OG0003700	XP_008193466.1	XP_026674537.1, XP_026674535.1, XP_017890420.1
OG0003706	XP_008193015.1	XP_026671684.1, XP_017884926.1
OG0003709	XP_973974.1	XP_017891660.1
OG0003710	XP_967704.1	XP_017880612.1
OG0003711	XP_974658.1	XP_017886689.1
OG0003712	XP_975936.1	XP_017882021.1
OG0003713	XP_966313.1, XP_008190429.1	XP_017880773.1
OG0003714	XP_967826.1	XP_017886348.1
OG0003715	XP_008196247.1, XP_971390.1	XP_017887657.1
OG0003716	XP_015838480.1	XP_026675259.1
OG0003717	XP_972883.1	XP_026674885.1, XP_017890852.1
OG0003718	XP_008195096.1	XP_017877088.1
OG0003719	XP_971079.1	XP_017876526.1
OG0003720	XP_015837881.1, XP_015837882.1	XP_026675212.1
OG0003721	XP_966517.1	XP_017881513.1
OG0003722	XP_008199299.1	XP_017889421.1
OG0003723	XP_015836676.1	XP_017879325.1
OG0003724	NP_001034496.1	XP_026666539.1
OG0003726	XP_971148.1	XP_017883514.1
OG0003727	XP_971046.2	XP_026670582.1
OG0003728	XP_971145.1	XP_017883084.1
OG0003729	XP_008195395.1, XP_008195396.1	XP_017892121.1
OG0003730	XP_015833603.1	XP_017877395.1
OG0003731	XP_971296.1	XP_017880619.1
OG0003732	XP_001814293.1	XP_017891207.1
OG0003733	XP_008192304.1	XP_017883868.1
OG0003734	XP_973073.2	XP_017875442.1
OG0003735	XP_969459.1	XP_017882918.1
OG0003736	XP_008196776.2	XP_017886048.1
OG0003737	XP_008199529.1, XP_966347.1	XP_017885254.1
OG0003738	XP_973035.1	XP_026670885.1
OG0003739	XP_967263.1	XP_017889791.1
OG0003740	XP_971155.1	XP_017889751.1
OG0003741	XP_972645.1	XP_017887551.1
OG0003742	XP_970923.1	XP_017881701.1
OG0003743	XP_971918.2	XP_017891855.1
OG0003744	NP_001164315.1	XP_017889896.1
OG0003745	XP_975087.1	XP_017887303.1
OG0003746	XP_970133.1	XP_017891325.1
OG0003748	NP_001107798.1, XP_015839662.1	XP_026670414.1
OG0003749	XP_970254.1	XP_017878750.1
OG0003750	XP_967824.1	XP_017882070.2
OG0003751	NP_001038093.1, XP_008193594.1	XP_017883791.1
OG0003752	NP_001164085.1, XP_008195258.1	XP_026673794.1
OG0003753	XP_970929.1	XP_017888900.1
OG0003754	XP_015836702.1	XP_026671673.1
OG0003755	XP_967919.1	XP_017890460.1
OG0003756	XP_968405.1	XP_017883515.1
OG0003757	XP_968271.1	XP_017889657.1
OG0003758	XP_971436.1	XP_017885351.1
OG0003759	XP_008194469.1	XP_026673552.1
OG0003760	XP_015839092.1	XP_017887340.1, XP_017880817.1
OG0003761	XP_966886.1, XP_015835099.1	XP_017893671.1, XP_017882693.1
OG0003762	XP_974293.1	XP_017884041.1
OG0003763	XP_971695.1	XP_017886443.1
OG0003764	XP_008197510.1, XP_975144.1	XP_017888389.1, XP_017888390.1
OG0003765	XP_967519.1	XP_017877210.1
OG0003766	XP_001814264.2	XP_017884256.1
OG0003767	XP_967936.1, XP_972909.1	XP_017883512.1
OG0003768	XP_969121.2	XP_017880702.1, XP_017881656.1
OG0003769	XP_015833490.1	XP_017882131.1
OG0003770	XP_974119.1	XP_017874997.1
OG0003771	XP_971558.1	XP_017888616.1
OG0003772	XP_008193987.2	XP_017882378.1
OG0003773	XP_008193663.1	XP_017883115.1
OG0003774	XP_008195033.1	XP_017893372.1
OG0003776	XP_008198197.1	XP_017886946.1
OG0003777	XP_008194045.1	XP_017885472.1
OG0003778	XP_975075.1	XP_017889125.1
OG0003779	NP_001193392.1	XP_017879320.1
OG0003780	XP_970884.1	XP_017881605.1
OG0003781	XP_967272.1	XP_026675279.1
OG0003782	XP_975169.1	XP_017876370.1
OG0003783	XP_008201233.2, NP_001280497.1	XP_017889434.2
OG0003784	XP_001812198.1	XP_017887076.1
OG0003785	XP_966504.1	XP_017882987.1, XP_017888461.1
OG0003786	XP_966803.1	XP_017892940.1, XP_026666550.1, XP_017892934.1
OG0003787	XP_969863.1	XP_017881322.1
OG0003788	XP_008192173.1, XP_001813051.2	XP_017877273.1
OG0003789	XP_972384.1	XP_017885942.1
OG0003790	XP_976168.1	XP_017883742.1, XP_017883741.1
OG0003791	XP_008191487.1	XP_017892710.1
OG0003792	XP_974895.2	XP_017876976.1
OG0003793	XP_974264.1	XP_017881054.1
OG0003794	XP_975256.1	XP_017882292.1
OG0003795	XP_974439.3	XP_017882691.1, XP_026674228.1
OG0003796	XP_008201695.1	XP_017883461.1
OG0003797	XP_015836878.1	XP_017883019.1
OG0003798	XP_974329.2	XP_017890726.1
OG0003799	XP_967465.1	XP_017886085.1, XP_017886084.1
OG0003800	XP_973301.2	XP_017884796.1
OG0003801	XP_001812473.1	XP_017886709.1
OG0003802	XP_967719.1	XP_017878152.1
OG0003803	XP_969337.1	XP_026674703.1, XP_017890875.1
OG0003804	XP_008199506.1	XP_017881146.1
OG0003805	XP_974201.1	XP_017884892.1
OG0003806	XP_975160.1	XP_017888791.1
OG0003807	XP_968297.1	XP_017888132.1
OG0003808	XP_969424.1	XP_017888388.1
OG0003810	XP_008192565.1	XP_017884700.1
OG0003811	XP_968343.1	XP_017880798.1
OG0003812	XP_973170.1	XP_017886186.1
OG0003813	XP_969981.1, XP_967800.1	XP_017886353.1
OG0003814	XP_008197466.1	XP_017884747.1
OG0003815	XP_008191566.1	XP_017877589.1
OG0003816	XP_971339.2	XP_017887473.1
OG0003817	XP_971956.1	XP_017879032.1
OG0003818	XP_972419.2	XP_017886741.1
OG0003819	XP_969571.1	XP_017886449.1
OG0003820	NP_001036067.1, XP_008198138.1	XP_026668802.1
OG0003821	XP_971279.1	XP_017883536.1
OG0003823	XP_015840852.1, XP_015840850.1, XP_015840851.1	XP_017875045.1
OG0003824	XP_008191077.1, XP_015833523.1	XP_017888199.1
OG0003825	XP_008198124.1	XP_017884744.1, XP_017884830.1
OG0003826	XP_015836462.1	XP_026673435.1
OG0003828	XP_974879.1	XP_017885218.1
OG0003829	XP_971218.1	XP_017881616.1
OG0003830	XP_008193710.1	XP_017889060.1, XP_017889078.1
OG0003831	XP_008195757.1	XP_017875454.1
OG0003832	XP_008199507.1, XP_008200908.1	XP_017877092.1
OG0003833	XP_968641.2	XP_026672768.1
OG0003834	XP_015837872.1, XP_973241.1	XP_017887135.1
OG0003835	XP_008195804.1	XP_017882275.1
OG0003836	XP_001808136.2	XP_017880088.1
OG0003838	XP_008200791.1	XP_017886020.1
OG0003839	XP_008198228.1	XP_017880056.1
OG0003840	XP_008194449.1	XP_017888853.1
OG0003841	XP_008199155.1	XP_017884364.1
OG0003842	XP_969499.1	XP_026669224.1
OG0003843	XP_971825.1	XP_017886201.2
OG0003844	XP_975229.1	XP_017877417.1, XP_017877423.1
OG0003845	XP_973881.1	XP_017877533.1
OG0003846	XP_970539.1	XP_017887308.1
OG0003847	XP_015840700.1, XP_015840701.1	XP_017881631.2, XP_017882404.1
OG0003848	XP_971496.1	XP_017891634.1
OG0003849	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1	XP_017892134.1
OG0003850	XP_971798.1	XP_017891949.1
OG0003851	XP_968440.1	XP_017891450.1
OG0003852	XP_968688.1	XP_017877001.1
OG0003853	XP_971342.1	XP_017890347.1
OG0003854	XP_973443.1	XP_017880176.1
OG0003855	XP_008191837.1	XP_026675402.1
OG0003856	XP_972279.1	XP_017889495.1
OG0003857	XP_008198708.1	XP_026672124.1, XP_017885612.1
OG0003859	XP_015834394.1, XP_015834393.1, XP_974118.3	XP_017891227.1
OG0003860	XP_973280.1, XP_015840621.1	XP_017884340.1
OG0003861	XP_973525.1	XP_017889303.1
OG0003862	XP_008190999.1	XP_017880248.1
OG0003863	XP_015834597.1	XP_017876671.1
OG0003864	XP_015833071.1	XP_017893019.1
OG0003865	XP_001812177.1	XP_017889547.1, XP_017889546.1
OG0003866	XP_967025.1	XP_017875865.1
OG0003867	XP_970705.2	XP_017890915.1
OG0003868	XP_973776.1	XP_017892080.1
OG0003869	XP_015832930.1	XP_026671857.1
OG0003870	XP_970066.1	XP_017879312.1
OG0003871	XP_015838454.1	XP_026670987.1
OG0003872	XP_975022.2	XP_017877260.1
OG0003873	XP_015835685.1	XP_026674931.1, XP_026674936.1
OG0003874	XP_015837379.1, XP_975417.1	XP_017890092.1
OG0003875	XP_975557.1, XP_015837369.1	XP_017885592.1, XP_017885591.1, XP_017885590.1, XP_017885593.1
OG0003876	XP_008197992.1	XP_026670980.1
OG0003877	XP_974842.2	XP_017891918.1
OG0003878	XP_008195459.1	XP_017878398.1
OG0003879	XP_966633.1	XP_017881206.1
OG0003880	XP_970460.1	XP_026668089.1
OG0003881	XP_966933.2	XP_017879567.1
OG0003883	XP_008199828.1	XP_017888789.1
OG0003884	XP_968624.3, XP_968774.1	XP_026675158.1
OG0003887	XP_967126.1	XP_017886315.1
OG0003888	XP_972409.1	XP_017880512.1
OG0003889	XP_976189.2	XP_017880892.1
OG0003890	XP_973593.1	XP_017889256.1
OG0003891	XP_969757.1	XP_017882830.1
OG0003892	XP_008199505.1	XP_026671788.1
OG0003893	XP_015835782.1	XP_017884120.1
OG0003894	XP_970377.1	XP_026667705.1
OG0003895	XP_015839580.1	XP_017890388.1, XP_026673551.1
OG0003896	XP_008195445.1	XP_017876770.1
OG0003897	XP_008193928.1	XP_017891305.1
OG0003898	XP_967648.1	XP_017875871.1, XP_017877830.1
OG0003899	XP_974860.1	XP_017882288.1
OG0003900	XP_971106.1	XP_017878768.1
OG0003901	XP_015833779.1	XP_017879693.1
OG0003902	XP_008190947.1	XP_017886729.1
OG0003903	XP_008190604.1	XP_017892230.1
OG0003904	XP_967597.1	XP_017893544.1
OG0003906	XP_970238.1	XP_026668325.1
OG0003907	XP_975330.1	XP_017891935.1
OG0003908	XP_008198904.2	XP_017881598.1
OG0003909	XP_966529.2	XP_017886951.1
OG0003910	XP_008194700.1	XP_026675120.1
OG0003911	XP_008196593.1	XP_017884606.1, XP_026671598.1
OG0003912	XP_008198089.1	XP_017882766.2, XP_026673667.1
OG0003913	XP_015833341.1	XP_017875700.1
OG0003914	XP_973214.1	XP_017883940.1
OG0003915	XP_008190310.1	XP_017887631.1
OG0003916	XP_015836759.1	XP_017875298.1
OG0003918	XP_008199603.1	XP_017879759.1
OG0003919	XP_008192242.1, XP_015834843.1	XP_017892014.1
OG0003920	XP_008193432.1	XP_017884511.1
OG0003921	XP_008192860.1	XP_026668721.1
OG0003922	XP_969270.1	XP_017877183.1
OG0003923	XP_008192619.1	XP_017876891.1
OG0003924	XP_008192100.1	XP_026672034.1
OG0003925	XP_975236.2	XP_017879653.1
OG0003926	XP_966598.1	XP_026673875.1
OG0003927	XP_970461.1	XP_026674417.1
OG0003928	XP_968656.1, XP_967956.1	XP_017890247.1
OG0003929	XP_971431.2	XP_017890259.1, XP_017888251.1
OG0003930	NP_001157646.1, XP_008193597.1	XP_017885754.1
OG0003931	XP_975596.1	XP_017892577.2
OG0003932	XP_008192247.1	XP_026674237.1, XP_026674235.1
OG0003933	XP_971638.1	XP_017880634.1
OG0003934	XP_975180.1	XP_017891002.1
OG0003935	XP_969262.1	XP_017875652.1
OG0003936	NP_001107771.1, NP_001155998.1	XP_017883494.1
OG0003937	XP_970913.2	XP_017889170.1
OG0003938	XP_008199062.1	XP_017886900.2
OG0003939	XP_008195211.1	XP_017881972.1
OG0003940	XP_970021.1	XP_017886508.1
OG0003941	XP_973213.1	XP_017886429.1
OG0003942	XP_968071.1	XP_017876904.1, XP_026667809.1
OG0003943	XP_971663.1	XP_017879569.1
OG0003944	XP_967107.1	XP_017885994.1
OG0003945	XP_971994.1	XP_017878928.1
OG0003946	NP_001036035.1	XP_017893236.1
OG0003947	XP_971869.2	XP_026673846.1
OG0003948	XP_975386.1	XP_017875606.1
OG0003950	XP_967363.1	XP_017882896.1
OG0003951	XP_001810409.1	XP_017888869.1
OG0003952	XP_970265.1	XP_017881072.1
OG0003953	XP_008200828.1	XP_017882935.1
OG0003954	XP_008196812.1	XP_017887582.1
OG0003955	XP_972946.1	XP_017877559.1
OG0003956	XP_969759.2	XP_017885501.1, XP_017885502.1
OG0003957	XP_969043.1	XP_017875257.1
OG0003958	XP_970031.1	XP_017889503.1
OG0003959	XP_973143.1, XP_015833394.1	XP_026673263.1
OG0003960	XP_967119.1	XP_017890159.1
OG0003961	XP_969916.1	XP_017883385.1, XP_017883386.1
OG0003962	XP_967654.1	XP_017884363.1
OG0003963	XP_015840458.1	XP_017875698.1
OG0003964	XP_967085.1	XP_017883814.1
OG0003965	XP_966589.1	XP_017892382.1
OG0003966	XP_971870.2, XP_008195547.1	XP_017886785.1, XP_017886783.1
OG0003967	XP_969882.2	XP_017884690.1
OG0003968	XP_974311.1	XP_017883580.1
OG0003969	XP_008195058.1, XP_015836574.1	XP_017890355.1
OG0003970	XP_008194286.1	XP_026674910.1
OG0003971	XP_001810967.2, XP_015840150.1	XP_017890293.1
OG0003972	XP_974179.1	XP_017890248.1
OG0003973	XP_008192553.1, XP_015834920.1	XP_017877363.1
OG0003974	XP_975249.1	XP_026666974.1, XP_017883951.1
OG0003975	XP_008191775.1	XP_017885228.1
OG0003976	XP_967156.1	XP_017890085.1
OG0003977	XP_970551.1, XP_015836824.1	XP_017890930.2
OG0003978	XP_972024.2	XP_017879900.1
OG0003979	XP_974935.1	XP_017880229.1
OG0003980	XP_973315.1	XP_017887465.1
OG0003981	XP_008200886.1	XP_026674074.1, XP_026674076.1
OG0003982	XP_967495.1	XP_017876281.1
