Orthogroup	Tribolium_castaneum	Aedes_aegypti
OG0003739	XP_967263.1	XP_001657837.1
OG0003740	XP_971155.1	XP_001659760.2
OG0003741	XP_972645.1	XP_001661366.1
OG0003742	XP_970923.1	XP_001663179.2
OG0003743	XP_971918.2	XP_011493496.1
OG0003744	NP_001164315.1	XP_021707104.1
OG0003745	XP_975087.1	XP_001656296.1
OG0003746	XP_970133.1	XP_001649793.1
OG0003748	NP_001107798.1, XP_015839662.1	XP_001652909.2
OG0003749	XP_970254.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_967824.1	XP_001662199.1
OG0003751	NP_001038093.1, XP_008193594.1	XP_021709914.1
OG0003752	NP_001164085.1, XP_008195258.1	XP_021701509.1
OG0003753	XP_970929.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_015836702.1	XP_001656704.1
OG0003755	XP_967919.1	XP_001660910.1
OG0003756	XP_968405.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_968271.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_971436.1	XP_021693543.1
OG0003759	XP_008194469.1	XP_001648518.2
OG0003760	XP_015839092.1	XP_001654039.1
OG0003761	XP_966886.1, XP_015835099.1	XP_001663268.1
OG0003762	XP_974293.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_971695.1	XP_001662322.1
OG0003765	XP_967519.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_001814264.2	XP_021694739.1
OG0003767	XP_967936.1, XP_972909.1	XP_001657049.1
OG0003768	XP_969121.2	XP_001661488.1
OG0003769	XP_015833490.1	XP_001651748.1
OG0003770	XP_974119.1	XP_001657686.1
OG0003771	XP_971558.1	XP_001650454.1
OG0003772	XP_008193987.2	XP_001662743.2
OG0003773	XP_008193663.1	XP_001654977.1
OG0003774	XP_008195033.1	XP_001656083.2
OG0003775	NP_001161910.1	XP_001662353.1
OG0003776	XP_008198197.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_008194045.1	XP_001658298.2
OG0003778	XP_975075.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	NP_001193392.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_970884.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_967272.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_975169.1	XP_001661446.1
OG0003783	XP_008201233.2, NP_001280497.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_001812198.1	XP_001652781.2
OG0003785	XP_966504.1	XP_001658792.2
OG0003786	XP_966803.1	XP_001648956.2
OG0003787	XP_969863.1	XP_001651583.1
OG0003788	XP_008192173.1, XP_001813051.2	XP_001654840.2
OG0003789	XP_972384.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_008191487.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_974895.2	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_974264.1	XP_021693375.1
OG0003794	XP_975256.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_974439.3	XP_001659519.2
OG0003796	XP_008201695.1	XP_021706928.1
OG0003798	XP_974329.2	XP_001655156.1
OG0003799	XP_967465.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_973301.2	XP_001648396.2
OG0003801	XP_001812473.1	XP_001654530.1
OG0003802	XP_967719.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_969337.1	XP_001658911.2
OG0003804	XP_008199506.1	XP_001663601.1
OG0003805	XP_974201.1	XP_001659004.1, XP_021711740.1
OG0003806	XP_975160.1	XP_001662176.1
OG0003807	XP_968297.1	XP_001664324.1
OG0003808	XP_969424.1	XP_001657976.1
OG0003809	XP_975444.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_008192565.1	XP_001653335.1
OG0003811	XP_968343.1	XP_001654770.1
OG0003812	XP_973170.1	XP_021695117.1
OG0003813	XP_969981.1, XP_967800.1	XP_001649114.1
OG0003814	XP_008197466.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_008191566.1	XP_021708060.1
OG0003816	XP_971339.2	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_971956.1	XP_001655646.2
OG0003818	XP_972419.2	XP_001663382.1
OG0003819	XP_969571.1	XP_001657212.1
OG0003820	NP_001036067.1, XP_008198138.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_971279.1	XP_001661061.2
OG0003822	XP_015836273.1	XP_021708747.1
OG0003823	XP_015840852.1, XP_015840850.1, XP_015840851.1	XP_021707432.1
OG0003824	XP_008191077.1, XP_015833523.1	XP_021703756.1
OG0003825	XP_008198124.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_015836462.1	XP_021712347.1, XP_021712762.1
OG0003828	XP_974879.1	XP_001654799.1
OG0003829	XP_971218.1	XP_001654181.2, XP_021708179.1
OG0003830	XP_008193710.1	XP_021704066.1
OG0003831	XP_008195757.1	XP_021703199.1
OG0003832	XP_008199507.1, XP_008200908.1	XP_021695532.1, XP_021699518.1
OG0003833	XP_968641.2	XP_001661938.2
OG0003834	XP_015837872.1, XP_973241.1	XP_001662630.2
OG0003835	XP_008195804.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_001808136.2	XP_021693058.1
OG0003837	XP_969666.1	XP_001662412.1
OG0003838	XP_008200791.1	XP_001653078.1
OG0003839	XP_008198228.1	XP_021711629.1
OG0003840	XP_008194449.1	XP_001661343.2
OG0003841	XP_008199155.1	XP_001654714.2
OG0003842	XP_969499.1	XP_021694382.1
OG0003843	XP_971825.1	XP_001660441.2
OG0003844	XP_975229.1	XP_021707551.1
OG0003845	XP_973881.1	XP_001649000.2
OG0003846	XP_970539.1	XP_021706125.1
OG0003847	XP_015840700.1, XP_015840701.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_971496.1	XP_021696983.1
OG0003849	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1	XP_001652019.2
OG0003850	XP_971798.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_968440.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_968688.1	XP_001658892.1
OG0003853	XP_971342.1	XP_021700780.1
OG0003854	XP_973443.1	XP_021700498.1, XP_001663280.1
OG0003855	XP_008191837.1	XP_001660954.2
OG0003856	XP_972279.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_008198708.1	XP_021702630.1
OG0003859	XP_015834394.1, XP_015834393.1, XP_974118.3	XP_021707309.1
OG0003860	XP_973280.1, XP_015840621.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_973525.1	XP_001656735.1
OG0003864	XP_015833071.1	XP_001656018.1
OG0003866	XP_967025.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_970705.2	XP_001659451.2
OG0003868	XP_973776.1	XP_001654697.2
OG0003869	XP_015832930.1	XP_001648285.1
OG0003870	XP_970066.1	XP_001661749.2
OG0003871	XP_015838454.1	XP_021695709.1
OG0003872	XP_975022.2	XP_001659890.2
OG0003874	XP_015837379.1, XP_975417.1	XP_021706516.1
OG0003875	XP_975557.1, XP_015837369.1	XP_001662456.2
OG0003876	XP_008197992.1	XP_021702721.1
OG0003877	XP_974842.2	XP_001660412.2
OG0003878	XP_008195459.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_966633.1	XP_021696170.1
OG0003880	XP_970460.1	XP_001656304.2, XP_001656305.2
OG0003881	XP_966933.2	XP_001654590.2, XP_021697830.1
OG0003883	XP_008199828.1	XP_021705455.1, XP_001654858.1
OG0003884	XP_968624.3, XP_968774.1	XP_021699626.1
OG0003885	XP_008197340.1	XP_001661054.1
OG0003886	XP_972673.1	XP_011493478.1, XP_001653732.1
OG0003887	XP_967126.1	XP_021703871.1
OG0003888	XP_972409.1	XP_001655730.1
OG0003889	XP_976189.2	XP_021697630.1, XP_021697631.1
OG0003890	XP_973593.1	XP_001655215.2
OG0003891	XP_969757.1	XP_021699581.1, XP_021699590.1
OG0003892	XP_008199505.1	XP_021695220.1, XP_001663598.1
OG0003893	XP_015835782.1	XP_021705123.1
OG0003894	XP_970377.1	XP_021699376.1
OG0003895	XP_015839580.1	XP_021707813.1
OG0003896	XP_008195445.1	XP_001655804.1
OG0003897	XP_008193928.1	XP_001651351.1
OG0003898	XP_967648.1	XP_001659598.2
OG0003899	XP_974860.1	XP_001663037.1
OG0003900	XP_971106.1	XP_001659208.2, XP_001655211.2
OG0003901	XP_015833779.1	XP_021703990.1, XP_021711911.1
OG0003902	XP_008190947.1	XP_021700599.1
OG0003903	XP_008190604.1	XP_001653972.2
OG0003904	XP_967597.1	XP_001656005.2
OG0003906	XP_970238.1	XP_021709295.1
OG0003907	XP_975330.1	XP_021711081.1
OG0003908	XP_008198904.2	XP_001654758.1
OG0003909	XP_966529.2	XP_021710690.1
OG0003910	XP_008194700.1	XP_021710831.1
OG0003912	XP_008198089.1	XP_021699757.1
OG0003913	XP_015833341.1	XP_021696947.1, XP_021712521.1
OG0003914	XP_973214.1	XP_001656235.1, XP_001651277.1
OG0003915	XP_008190310.1	XP_021711028.1
OG0003916	XP_015836759.1	XP_021701480.1
OG0003918	XP_008199603.1	XP_021705412.1
OG0003919	XP_008192242.1, XP_015834843.1	XP_021709379.1
OG0003920	XP_008193432.1	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	XP_008192860.1	XP_021695344.1
OG0003922	XP_969270.1	XP_001648170.1
OG0003923	XP_008192619.1	XP_001661544.2
OG0003924	XP_008192100.1	XP_001664268.2
OG0003925	XP_975236.2	XP_021694826.1, XP_021694825.1
OG0003926	XP_966598.1	XP_021707443.1, XP_001661261.1
OG0003927	XP_970461.1	XP_021709363.1, XP_021709357.1
OG0003928	XP_968656.1, XP_967956.1	XP_001659506.1
OG0003929	XP_971431.2	XP_001656965.1
OG0003930	NP_001157646.1, XP_008193597.1	XP_001651241.1
OG0003931	XP_975596.1	XP_001649557.2
OG0003932	XP_008192247.1	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_971638.1	XP_001652674.1
OG0003934	XP_975180.1	XP_001652176.1
OG0003935	XP_969262.1	XP_021698972.1
OG0003936	NP_001107771.1, NP_001155998.1	XP_021708266.1
OG0003937	XP_970913.2	XP_021698472.1
OG0003938	XP_008199062.1	XP_001662656.2, XP_021711097.1
OG0003939	XP_008195211.1	XP_021697499.1
OG0003940	XP_970021.1	XP_021706762.1
OG0003941	XP_973213.1	XP_001649065.1
OG0003942	XP_968071.1	XP_001648991.2
OG0003943	XP_971663.1	XP_001653215.1
OG0003944	XP_967107.1	XP_001657769.1
OG0003945	XP_971994.1	XP_001661277.2
OG0003946	NP_001036035.1	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_971869.2	XP_021713347.1
OG0003948	XP_975386.1	XP_021709456.1
OG0003950	XP_967363.1	XP_001654759.2
OG0003951	XP_001810409.1	XP_001660822.1
OG0003952	XP_970265.1	XP_001655616.2
OG0003953	XP_008200828.1	XP_001651486.2
OG0003954	XP_008196812.1	XP_001662443.1
OG0003955	XP_972946.1	XP_001650872.2
OG0003956	XP_969759.2	XP_021694075.1
OG0003957	XP_969043.1	XP_001654781.1
OG0003958	XP_970031.1	XP_001657386.1
OG0003959	XP_973143.1, XP_015833394.1	XP_021695380.1, XP_001652653.1
OG0003960	XP_967119.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_969916.1	XP_021701277.1
OG0003962	XP_967654.1	XP_001658571.2
OG0003963	XP_015840458.1	XP_001653821.1
OG0003964	XP_967085.1	XP_001658987.1
OG0003965	XP_966589.1	XP_001660646.2
OG0003966	XP_971870.2, XP_008195547.1	XP_021700237.1
OG0003967	XP_969882.2	XP_001655664.1, XP_021712728.1, XP_021706268.1
OG0003968	XP_974311.1	XP_001655741.1
OG0003969	XP_008195058.1, XP_015836574.1	XP_001658728.1
OG0003970	XP_008194286.1	XP_021699877.1, XP_001661549.2
OG0003971	XP_001810967.2, XP_015840150.1	XP_021702399.1, XP_021702398.1
OG0003972	XP_974179.1	XP_021697872.1, XP_001657019.1
OG0003973	XP_008192553.1, XP_015834920.1	XP_021708745.1, XP_021708744.1, XP_001652955.1
OG0003974	XP_975249.1	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1
OG0003975	XP_008191775.1	XP_021700863.1
OG0003976	XP_967156.1	XP_021711605.1
OG0003977	XP_970551.1, XP_015836824.1	XP_021706480.1
OG0003978	XP_972024.2	XP_001648293.2
OG0003979	XP_974935.1	XP_001657457.1
OG0003980	XP_973315.1	XP_021703960.1, XP_021703966.1
OG0003981	XP_008200886.1	XP_021701733.1
OG0003982	XP_967495.1	XP_021702400.1
OG0003983	XP_008199886.1	XP_021695542.1
OG0003984	XP_015838220.1	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2
OG0003985	XP_008191229.1	XP_021697524.1
OG0003986	XP_008196788.1, XP_008196789.1, XP_008196790.1	XP_001659292.1, XP_021701097.1
OG0003987	XP_008191281.2	XP_021707012.1, XP_021707013.1, XP_021712769.1
OG0003988	XP_008195928.1	XP_021693736.1
OG0003989	XP_015834581.1	XP_021707503.1
OG0003990	XP_966698.2	XP_001649983.1
OG0003991	XP_008191408.1	XP_021694587.1, XP_021694588.1
OG0003992	XP_008199002.1	XP_021704895.1
OG0003993	NP_001280539.1, XP_008201193.2	XP_021696098.1, XP_021694766.1
OG0003994	XP_008197496.1	XP_001660317.1, XP_021710154.1
OG0003995	XP_973777.1	XP_021710853.1
OG0003996	XP_967605.1	XP_001660743.2
OG0003997	XP_015833280.1	XP_001662649.1
OG0003998	XP_973175.1	XP_021694307.1
OG0003999	XP_008199328.1	XP_021702245.1
OG0004000	XP_974655.2	XP_001662536.1
OG0004001	XP_973078.1	XP_001651539.2
OG0004002	NP_001139385.1	XP_021699519.1
OG0004003	XP_974994.2	XP_021701167.1, XP_021701164.1
OG0004004	XP_008194878.2, XP_008191520.2, XP_008197170.1	XP_001656875.1
OG0004005	XP_008199060.1	XP_021707608.1, XP_021707609.1
OG0004006	XP_008195822.1	XP_021696407.1, XP_021696416.1
OG0004008	XP_008200823.1, XP_001813540.1	XP_001656312.1
OG0004009	XP_972093.1, XP_972042.1	XP_001656220.1
OG0004010	XP_971563.1	XP_021707149.1
OG0004011	XP_008194789.1	XP_021701665.1, XP_021712846.1
OG0004012	XP_015835401.1, XP_971438.1, XP_008200443.1	XP_021705170.1
OG0004014	XP_971231.2	XP_021694510.1
OG0004016	XP_970625.1	XP_021694471.1
OG0004017	XP_015833203.1	XP_021698858.1, XP_021698857.1
OG0004018	XP_972649.1	XP_021695618.1
OG0004019	XP_008193009.1	XP_001655401.2
OG0004020	XP_008199027.1	XP_001655666.1, XP_021712726.1
OG0004021	XP_015838970.1	XP_001662990.2
OG0004022	XP_973740.1	XP_001655055.1, XP_001655054.1
OG0004023	XP_969218.1	XP_001658989.1, XP_021708079.1
OG0004024	XP_008195015.1	XP_021709172.1
OG0004026	XP_008196413.1	XP_001657095.2
OG0004027	XP_008191799.1	XP_021698799.1
OG0004029	XP_008191687.1	XP_021702037.1
OG0004030	XP_015838189.1, XP_001810411.2	XP_021710816.1
OG0004031	XP_971311.1	XP_021705674.1
OG0004032	XP_015833719.1, XP_015833722.1	XP_021704447.1
OG0004033	XP_008199088.1	XP_001653338.1
OG0004034	XP_008198714.2	XP_001652388.2
OG0004035	XP_008193230.1	XP_021708965.1
OG0004036	XP_008201142.1	XP_021706353.1
OG0004037	XP_015840646.1	XP_021698550.1
OG0004038	XP_015836539.1	XP_021709064.1
OG0004040	XP_970388.3, XP_971501.1	XP_001653481.2
OG0004041	XP_008191528.1	XP_001659977.2, XP_021712807.1
OG0004042	XP_008195985.1	XP_001654734.1
OG0004043	XP_973667.2	XP_001662270.2
OG0004044	XP_008198875.1	XP_001659187.2
OG0004045	XP_015839256.1	XP_021693403.1
OG0004046	XP_008192282.1	XP_021713261.1, XP_001652793.1
OG0004047	XP_974227.1	XP_021711741.1, XP_001659005.1
OG0004048	XP_967372.1	XP_001656303.1
OG0004049	XP_008197802.1, XP_008197801.1, XP_008197800.1	XP_001650438.2
OG0004050	XP_008195122.1, XP_970868.2	XP_001656879.1
OG0004051	XP_974020.1	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1
OG0004052	XP_008199650.1	XP_001663907.2
OG0004053	XP_974680.2	XP_001651506.2
OG0004054	XP_008192914.1	XP_021706586.1
OG0004055	XP_015833846.1	XP_001653319.2
OG0004056	XP_008195938.1	XP_021697096.1
OG0004058	XP_974520.1	XP_001651168.1, XP_001662502.1
OG0004059	XP_972737.1	XP_001658170.1
OG0004060	XP_008196217.1, NP_001034489.1	XP_021694263.1, XP_001661813.2
OG0004061	XP_008196752.1	XP_021701067.1
OG0004062	XP_015834690.1	XP_021706861.1, XP_021705352.1
OG0004063	XP_001812873.1	XP_021700238.1
OG0004064	XP_973062.1	XP_001651175.2
OG0004065	XP_008192200.1	XP_021700094.1, XP_021706851.1
OG0004066	XP_972292.1	XP_021698932.1
OG0004067	XP_015840433.1	XP_021697462.1
OG0004068	XP_008190826.2	XP_021711540.1
OG0004069	XP_008201245.1, NP_001034523.1	XP_021694204.1, XP_021694205.1, XP_021694206.1
OG0004070	XP_008199140.1	XP_021703451.1, XP_021703429.1, XP_021703422.1
OG0004071	XP_008197437.1	XP_021699078.1
OG0004072	XP_967828.1	XP_021693098.1
OG0004073	XP_008195023.1	XP_001650739.2
OG0004074	XP_971974.1	XP_021697650.1
OG0004075	XP_974480.1	XP_021693331.1
OG0004076	XP_008197602.1	XP_001659905.2
OG0004077	XP_008200432.1	XP_001663942.2
OG0004078	NP_001171929.1	XP_021712035.1, XP_021712781.1
OG0004079	XP_008193389.1	XP_021709183.1
OG0004080	XP_970851.2	XP_021695449.1
OG0004082	XP_008195644.1	XP_021700745.1, XP_021700746.1
OG0004083	XP_970814.1	XP_001653710.2
OG0004084	XP_015835436.1	XP_021708264.1
OG0004085	XP_008192975.1	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1
OG0004086	XP_008198047.1	XP_021695343.1, XP_021695356.1
OG0004087	XP_008201212.1	XP_001649206.2
OG0004088	XP_972897.1	XP_001660898.2
OG0004089	XP_015838276.1	XP_021703126.1
OG0004090	XP_974424.1	XP_021700310.1
OG0004091	XP_971395.1	XP_001650913.1
OG0004092	XP_972402.1	XP_021703553.1
OG0004093	XP_967425.2	XP_021697845.1
OG0004094	XP_967732.1	XP_001655173.1
OG0004095	XP_971366.1	XP_021698148.1
OG0004096	XP_015840766.1	XP_021710103.1
OG0004097	XP_015837446.1	XP_021701224.1, XP_021701225.1, XP_001655805.1
OG0004098	XP_967675.1	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1
OG0004099	XP_008201158.1	XP_001664263.1
OG0004100	XP_972331.1, XP_008193577.1, XP_015835869.1	XP_001656361.1
OG0004101	XP_974387.2	XP_021701507.1
OG0004102	XP_008193880.1	XP_021709149.1
OG0004103	XP_015835369.1	XP_021705130.1
OG0004104	XP_008192945.1	XP_021702797.1, XP_001656561.1, XP_021709472.1
OG0004105	XP_973164.1	XP_021700485.1
OG0004106	XP_008193513.1	XP_001652371.2
OG0004107	XP_008190693.1	XP_001660065.2
OG0004108	XP_008197806.1	XP_001657218.1, XP_021712293.1
OG0004110	XP_015836786.1	XP_021697032.1
OG0004111	XP_970719.1	XP_001655070.1
OG0004112	XP_008198820.1	XP_021709661.1
OG0004113	XP_008199444.1	XP_001663319.1
OG0004114	XP_975196.1	XP_001662644.1
OG0004116	XP_008194085.1	XP_021712264.1, XP_021709622.1, XP_021712265.1
OG0004117	XP_008190520.2	XP_021696853.1, XP_021696852.1
OG0004119	XP_015836298.1	XP_021693306.1, XP_021693305.1, XP_021693307.1
OG0004120	XP_971225.1	XP_001657116.1
OG0004121	XP_974527.1	XP_001656967.1
OG0004122	XP_972254.1	XP_001654352.2
OG0004123	XP_015837500.1	XP_021702102.1
OG0004124	XP_001813052.2	XP_021696283.1
OG0004125	XP_008197369.1, XP_008197368.1	XP_021713331.1
OG0004126	XP_015833114.1	XP_021700959.1
OG0004127	XP_015835835.1, XP_008193893.1	XP_021704364.1
OG0004128	NP_001158279.1, XP_008195076.1	XP_001653405.2
OG0004129	XP_968238.2	XP_001657931.2
OG0004130	XP_015835407.1	XP_021694180.1, XP_021694178.1, XP_021694179.1
OG0004131	XP_015834593.1	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1
OG0004132	XP_008195790.1	XP_021695153.1
OG0004133	XP_008193571.1	XP_001655872.2
OG0004135	XP_969395.1	XP_011493091.2
OG0004137	XP_972661.2	XP_001660546.2
OG0004138	XP_008199722.1	XP_001653368.2
OG0004140	XP_971284.1	XP_001658910.1
OG0004141	XP_008195546.1, XP_971815.1	XP_021697604.1, XP_021697605.1
OG0004143	XP_015835654.1	XP_021697922.1
OG0004144	XP_974174.1	XP_001660636.1
OG0004145	XP_966571.1	XP_021711474.1, XP_021711462.1
OG0004146	XP_008193932.1	XP_021711899.1, XP_021696650.1, XP_021694303.1
OG0004147	XP_008199251.1	XP_021698923.1, XP_021698922.1, XP_021698921.1
OG0004148	XP_008191391.1	XP_021695474.1
OG0004149	XP_015833182.1, XP_969301.4	XP_021710581.1, XP_021710582.1, XP_021710583.1
OG0004150	XP_970273.1	XP_001657872.2
OG0004151	XP_008193562.1	XP_001660252.2
OG0004152	XP_015838551.1, XP_015840222.1	XP_021700705.1
OG0004153	XP_008199980.1	XP_021710812.1
OG0004154	XP_975348.1	XP_021708287.1
OG0004155	XP_008199045.1	XP_001659747.2
OG0004157	XP_008200151.1	XP_001648926.2
OG0004158	XP_008194425.1	XP_021697776.1
OG0004160	XP_008199427.1	XP_021698216.1, XP_021698217.1, XP_021698219.1
OG0004162	XP_008196673.1	XP_021704052.1
OG0004163	XP_015835252.1	XP_021703330.1
OG0004164	XP_008201024.2	XP_021708436.1
OG0004166	XP_969892.2	XP_021696643.1
OG0004167	XP_008196156.1	XP_021704404.1
OG0004168	XP_001812912.1	XP_021700136.1, XP_021700137.1
OG0004169	XP_015835091.1, XP_008192376.1	XP_001659294.2
OG0004170	XP_008193690.1	XP_021709018.1
OG0004171	XP_967199.1	XP_001658828.2
OG0004172	XP_015834445.1	XP_021698368.1
OG0004173	XP_968786.2	XP_021696307.1
OG0004174	XP_015837602.1	XP_021697258.1, XP_021712125.1
OG0004175	XP_008193965.1	XP_001660585.2
OG0004176	XP_970249.2	XP_021695406.1
OG0004177	XP_008191243.1	XP_021702658.1, XP_021702657.1, XP_001648884.1
OG0004178	XP_015835999.1	XP_021698068.1
OG0004180	XP_015834995.1	XP_021701672.1, XP_021701666.1
OG0004181	XP_972529.1	XP_001658430.1
OG0004182	XP_001810222.1	XP_021702926.1, XP_021702925.1, XP_021702924.1
OG0004183	XP_970649.1	XP_001658696.2
OG0004184	XP_972898.1	XP_001651509.2
OG0004186	XP_015835671.1	XP_021703840.1, XP_021703844.1
OG0004187	XP_008194310.1	XP_001648740.2
OG0004188	XP_015839343.1	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2
OG0004189	XP_015839172.1, XP_015839173.1	XP_021695382.1
OG0004190	XP_015836315.1	XP_021710607.1, XP_021710601.1
OG0004191	XP_969809.1	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1
OG0004192	XP_972716.1	XP_001655788.1
OG0004193	XP_015837566.1	XP_021698177.1, XP_021711832.1
OG0004194	XP_008192437.1	XP_021706246.1
OG0004195	XP_967373.1	XP_021698011.1, XP_001661088.1
OG0004196	XP_008192634.1	XP_001648560.2
OG0004197	NP_001092318.1, XP_015837050.1	XP_001649548.1
OG0004199	XP_008192661.1	XP_001650421.1
OG0004201	XP_008196254.1, XP_008196255.1	XP_001650884.2, XP_021696253.1
OG0004202	XP_974078.2	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1
OG0004203	XP_008190624.1, XP_973621.2, XP_015832952.1	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2
OG0004204	XP_973451.2	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1
OG0004205	XP_008192300.1, XP_975622.1	XP_001652290.1, XP_021712674.1
OG0004206	XP_008195830.1	XP_001653981.2, XP_021698721.1, XP_021698725.1
OG0004207	XP_973218.1	XP_001655224.2, XP_021712076.1
OG0004209	XP_015839287.1	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2
OG0004210	XP_008196333.1, XP_974885.1	XP_021697871.1, XP_001657018.1
OG0004211	XP_015833688.1	XP_021713256.1, XP_001657357.1
OG0004212	XP_008193851.1	XP_001658305.2
OG0004213	XP_008201519.1	XP_001658321.2
OG0004214	XP_008195745.1	XP_021712601.1, XP_021706408.1, XP_001658473.2
OG0004218	XP_008198657.1	XP_001661444.1
OG0004219	XP_971270.1	XP_001661470.1
OG0004220	XP_015840558.1	XP_001663145.1
OG0004222	XP_969545.1	XP_011493613.1
OG0004223	XP_966506.1, XP_008195125.1, XP_008195126.1	XP_021712724.1, XP_021693015.1, XP_021693016.1
OG0004224	XP_008194757.1	XP_021693593.1
OG0004225	XP_001812890.2	XP_021694422.1
OG0004226	XP_008195242.1	XP_021695384.1
OG0004229	XP_015833830.1	XP_021696831.1, XP_021696830.1, XP_021696829.1
OG0004230	XP_008195350.1	XP_021697309.1
OG0004231	XP_969823.3	XP_021697905.1, XP_021697911.1
OG0004232	XP_008197867.1, XP_972446.1	XP_021697931.1
OG0004234	XP_971060.1	XP_021698467.1, XP_021698466.1
OG0004235	XP_015840768.1	XP_021698611.1
OG0004236	XP_015839515.1, XP_015839514.1	XP_021699414.1
OG0004237	XP_972411.1	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1
OG0004238	NP_001139341.1	XP_021701490.1
OG0004239	XP_008193832.2	XP_021702967.1, XP_021702966.1, XP_021702965.1
OG0004240	XP_966462.1	XP_021703094.1
OG0004241	XP_015835603.1	XP_021703334.1, XP_021703336.1
OG0004242	XP_008190689.1, NP_001034513.1	XP_021703663.1
OG0004243	XP_001809395.1	XP_021704717.1
OG0004244	XP_008190816.1	XP_021705087.1
OG0004245	XP_015832939.1	XP_021706024.1
OG0004246	XP_975048.1	XP_021706303.1
OG0004247	XP_008192323.1	XP_021706306.1
OG0004248	XP_008191550.1	XP_021706483.1
OG0004249	XP_967213.1	XP_021713150.1
OG0004251	XP_008191695.1	XP_021713268.1
OG0004275	XP_008201172.1	XP_001655929.1
OG0004276	XP_972907.1	XP_001652207.1, XP_021712520.1
OG0004277	XP_969696.1	XP_021696259.1
OG0004278	XP_975170.2	XP_021705595.1
OG0004279	XP_975179.2	XP_001657881.1, XP_021707576.1
OG0004280	XP_973533.1	XP_001659012.2
OG0004281	XP_008195224.1	XP_001664110.1
OG0004282	XP_974347.1	XP_021694823.1, XP_001656140.1
OG0004283	XP_008192466.1, NP_001165863.1	XP_001659022.1
OG0004284	XP_968064.1	XP_021710111.1, XP_001663344.1
OG0004285	XP_970899.1	XP_001653603.2
OG0004286	XP_968001.1	XP_001651008.2
OG0004287	XP_966498.1	XP_021712869.1, XP_021697398.1, XP_021697403.1
OG0004288	XP_969265.1	XP_001658846.2, XP_021708097.1
OG0004289	XP_008197558.1, XP_015838760.1	XP_001651805.1
OG0004290	XP_971885.1	XP_001659703.1
OG0004291	XP_968374.1	XP_001664093.2
OG0004292	XP_015837941.1	XP_021706771.1
