Orthogroup	Tribolium_castaneum	Dufourea_novaeangliae
OG0003944	XP_967107.1	XP_015429899.1
OG0003945	XP_971994.1	XP_015433721.1
OG0003946	NP_001036035.1	XP_015430131.1
OG0003947	XP_971869.2	XP_015436587.1
OG0003948	XP_975386.1	XP_015435173.1
OG0003950	XP_967363.1	XP_015439313.1
OG0003951	XP_001810409.1	XP_015437491.1
OG0003952	XP_970265.1	XP_015436592.1
OG0003953	XP_008200828.1	XP_015433828.1, XP_015433829.1
OG0003954	XP_008196812.1	XP_015437084.1
OG0003955	XP_972946.1	XP_015438666.1
OG0003956	XP_969759.2	XP_015430618.1
OG0003957	XP_969043.1	XP_015428562.1
OG0003958	XP_970031.1	XP_015437949.1
OG0003959	XP_973143.1, XP_015833394.1	XP_015438278.1, XP_015438277.1
OG0003960	XP_967119.1	XP_015439804.1
OG0003961	XP_969916.1	XP_015433553.1
OG0003962	XP_967654.1	XP_015429129.1
OG0003963	XP_015840458.1	XP_015437676.1
OG0003964	XP_967085.1	XP_015438432.1
OG0003965	XP_966589.1	XP_015429966.1
OG0003966	XP_971870.2, XP_008195547.1	XP_015432748.1
OG0003967	XP_969882.2	XP_015435247.1
OG0003968	XP_974311.1	XP_015439825.1, XP_015439826.1, XP_015439827.1
OG0003969	XP_008195058.1, XP_015836574.1	XP_015437831.1
OG0003970	XP_008194286.1	XP_015433323.1
OG0003971	XP_001810967.2, XP_015840150.1	XP_015433622.1
OG0003972	XP_974179.1	XP_015440028.1
OG0003973	XP_008192553.1, XP_015834920.1	XP_015429209.1
OG0003974	XP_975249.1	XP_015436572.1
OG0003975	XP_008191775.1	XP_015434809.1, XP_015434214.1
OG0003976	XP_967156.1	XP_015439790.1
OG0003977	XP_970551.1, XP_015836824.1	XP_015429108.1
OG0003978	XP_972024.2	XP_015437561.1
OG0003979	XP_974935.1	XP_015434660.1
OG0003980	XP_973315.1	XP_015437304.1
OG0003981	XP_008200886.1	XP_015439328.1
OG0003982	XP_967495.1	XP_015435473.1
OG0003983	XP_008199886.1	XP_015429873.1
OG0003984	XP_015838220.1	XP_015433090.1
OG0003985	XP_008191229.1	XP_015434859.1
OG0003986	XP_008196788.1, XP_008196789.1, XP_008196790.1	XP_015434942.1
OG0003987	XP_008199167.1, XP_008191281.2	XP_015432803.1
OG0003988	XP_008195928.1	XP_015439838.1
OG0003989	XP_015834581.1	XP_015437591.1, XP_015432158.1
OG0003990	XP_966698.2	XP_015437870.1
OG0003991	XP_008191408.1	XP_015435665.1
OG0003992	XP_008199002.1	XP_015428803.1
OG0003993	NP_001280539.1, XP_008201193.2	XP_015436523.1
OG0003994	XP_008197496.1	XP_015429683.1
OG0003995	XP_973777.1	XP_015435779.1
OG0003996	XP_967605.1	XP_015439663.1
OG0003997	XP_015833280.1	XP_015429827.1
OG0003998	XP_973175.1	XP_015428584.1
OG0003999	XP_008199328.1	XP_015428926.1
OG0004000	XP_974655.2	XP_015437275.1
OG0004001	XP_973078.1	XP_015433587.1
OG0004002	NP_001139385.1	XP_015437677.1
OG0004003	XP_974994.2	XP_015437109.1
OG0004004	XP_008194878.2, XP_008191520.2, XP_008197170.1	XP_015434962.1
OG0004005	XP_008199060.1	XP_015437081.1
OG0004006	XP_008195822.1	XP_015428617.1
OG0004008	XP_008200823.1, XP_001813540.1	XP_015439539.1
OG0004009	XP_972093.1, XP_972042.1	XP_015433122.1
OG0004010	XP_971563.1	XP_015433183.1
OG0004011	XP_008191730.1, NP_001034498.1, XP_008194789.1	XP_015437074.1
OG0004012	XP_015835401.1, XP_971438.1, XP_008200443.1	XP_015435280.1
OG0004013	XP_008195231.1	XP_015435189.1
OG0004014	XP_971231.2	XP_015432230.1
OG0004015	XP_015838354.1, XP_001807518.1, XP_001812199.1	XP_015429054.1
OG0004016	XP_970625.1	XP_015436564.1
OG0004017	XP_015833203.1	XP_015435210.1
OG0004018	XP_972649.1	XP_015437311.1
OG0004020	XP_008199027.1	XP_015436221.1
OG0004021	XP_015838970.1	XP_015438095.1
OG0004022	XP_973740.1	XP_015432574.1
OG0004023	XP_969218.1	XP_015438729.1
OG0004024	XP_008195015.1	XP_015429438.1
OG0004025	XP_973368.1	XP_015428829.1
OG0004026	XP_008196413.1	XP_015440257.1
OG0004027	XP_008191799.1	XP_015434716.1
OG0004028	XP_008193539.1, XP_008193541.1	XP_015438352.1
OG0004029	XP_008191687.1	XP_015428490.1
OG0004030	XP_015838189.1, XP_001810411.2	XP_015439038.1
OG0004031	XP_971311.1	XP_015432335.1
OG0004032	XP_015833719.1, XP_015833722.1	XP_015435337.1
OG0004033	XP_008199088.1	XP_015429332.1, XP_015429330.1, XP_015429333.1
OG0004034	XP_008198714.2	XP_015434076.1
OG0004035	XP_008193230.1	XP_015430479.1
OG0004036	XP_008201142.1	XP_015435004.1
OG0004037	XP_015840646.1	XP_015434668.1
OG0004038	XP_015836539.1	XP_015433497.1
OG0004040	XP_970388.3, XP_971501.1	XP_015431108.1
OG0004041	XP_008191528.1	XP_015438991.1
OG0004042	XP_008195985.1	XP_015428758.1
OG0004043	XP_973667.2	XP_015434529.1
OG0004044	XP_008198875.1	XP_015430769.1
OG0004045	XP_015839256.1	XP_015438261.1
OG0004046	XP_008192282.1	XP_015440382.1
OG0004047	XP_974227.1	XP_015432000.1
OG0004048	XP_967372.1	XP_015436580.1
OG0004049	XP_008197802.1, XP_008197801.1, XP_008197800.1	XP_015431562.1
OG0004050	XP_008195122.1, XP_970868.2	XP_015432758.1
OG0004051	XP_974020.1	XP_015430666.1
OG0004052	XP_008199650.1	XP_015432443.1
OG0004053	XP_974680.2	XP_015429097.1
OG0004054	XP_008192914.1	XP_015432703.1
OG0004055	XP_015833846.1	XP_015428854.1
OG0004056	XP_008195938.1	XP_015440247.1
OG0004058	XP_974520.1	XP_015432469.1
OG0004059	XP_972737.1	XP_015429668.1, XP_015429661.1
OG0004060	XP_008196217.1, NP_001034489.1	XP_015439730.1, XP_015440267.1
OG0004061	XP_008196752.1	XP_015434781.1
OG0004062	XP_015834690.1	XP_015433914.1, XP_015433916.1
OG0004063	XP_001812873.1	XP_015435915.1
OG0004064	XP_973062.1	XP_015429518.1
OG0004065	XP_008192200.1	XP_015433419.1
OG0004066	XP_972292.1	XP_015432384.1
OG0004067	XP_015840433.1	XP_015431660.1
OG0004068	XP_008190826.2	XP_015437399.1
OG0004069	XP_008201245.1, NP_001034523.1	XP_015428447.1
OG0004070	XP_008199140.1	XP_015436020.1
OG0004071	XP_008197437.1	XP_015439097.1
OG0004072	XP_967828.1	XP_015439101.1
OG0004073	XP_008195023.1	XP_015430743.1
OG0004074	XP_971974.1	XP_015432955.1
OG0004075	XP_974480.1	XP_015439207.1
OG0004076	XP_008197602.1	XP_015437345.1
OG0004077	XP_008200432.1	XP_015432422.1
OG0004078	NP_001171929.1	XP_015432734.1
OG0004079	XP_008193389.1	XP_015429296.1
OG0004080	XP_970851.2	XP_015433966.1
OG0004081	XP_015839808.1, XP_008198788.1, XP_971940.1	XP_015440501.1
OG0004082	XP_008195644.1	XP_015432145.1
OG0004083	XP_970814.1	XP_015439169.1
OG0004084	XP_015835436.1	XP_015434852.1
OG0004085	XP_008192975.1	XP_015431294.1
OG0004086	XP_008198047.1	XP_015438001.1
OG0004087	XP_008201212.1	XP_015439775.1
OG0004088	XP_972897.1	XP_015432610.1
OG0004089	XP_015838276.1	XP_015434779.1
OG0004090	XP_974424.1	XP_015436530.1
OG0004091	XP_971395.1	XP_015436737.1
OG0004092	XP_972402.1	XP_015434142.1
OG0004093	XP_967425.2	XP_015438854.1
OG0004094	XP_967732.1	XP_015437845.1
OG0004095	XP_971366.1	XP_015435384.1
OG0004096	XP_015840766.1	XP_015429082.1
OG0004097	XP_015837446.1	XP_015438275.1
OG0004098	XP_967675.1	XP_015431702.1
OG0004099	XP_008201158.1	XP_015439609.1
OG0004100	XP_972331.1, XP_008193577.1, XP_015835869.1	XP_015435525.1
OG0004101	XP_974387.2	XP_015435275.1
OG0004102	XP_008193880.1	XP_015434370.1
OG0004103	XP_015835369.1	XP_015437459.1
OG0004104	XP_008192945.1	XP_015438858.1
OG0004105	XP_973164.1	XP_015428423.1
OG0004106	XP_008193513.1	XP_015436805.1
OG0004107	XP_008190693.1	XP_015430159.1
OG0004109	XP_008199057.1	XP_015430081.1
OG0004110	XP_015836786.1	XP_015440042.1
OG0004111	XP_970719.1	XP_015434571.1
OG0004112	XP_008198820.1	XP_015430938.1
OG0004113	XP_008199444.1	XP_015433992.1
OG0004114	XP_975196.1	XP_015438576.1
OG0004116	XP_008194085.1	XP_015438917.1
OG0004117	XP_008190520.2	XP_015436718.1, XP_015436721.1
OG0004119	XP_015836298.1	XP_015434416.1
OG0004120	XP_971225.1	XP_015439853.1
OG0004121	XP_974527.1	XP_015431350.1
OG0004122	XP_972254.1	XP_015434232.1
OG0004123	XP_015837500.1	XP_015430117.1
OG0004124	XP_001813052.2	XP_015436241.1, XP_015438250.1
OG0004125	XP_008197369.1, XP_008197368.1	XP_015436681.1
OG0004126	XP_015833114.1	XP_015438945.1
OG0004128	NP_001158279.1, XP_008195076.1	XP_015434512.1
OG0004129	XP_968238.2	XP_015430926.1
OG0004130	XP_015835407.1	XP_015437906.1
OG0004131	XP_015834593.1	XP_015439542.1
OG0004132	XP_008195790.1	XP_015436813.1
OG0004133	XP_008193571.1	XP_015435484.1
OG0004134	XP_966548.1	XP_015438980.1
OG0004135	XP_969395.1	XP_015429940.1
OG0004136	XP_015838557.1, XP_967039.2	XP_015432253.1
OG0004137	XP_972661.2	XP_015437984.1
OG0004138	XP_008199722.1	XP_015429988.1
OG0004139	XP_973779.1, XP_967521.1	XP_015434161.1
OG0004140	XP_971284.1	XP_015435395.1
OG0004141	XP_008195546.1, XP_971815.1	XP_015432706.1
OG0004142	XP_015833163.1, XP_015833173.1	XP_015434014.1
OG0004144	XP_974174.1	XP_015430652.1
OG0004145	XP_966571.1	XP_015439834.1
OG0004146	XP_008193932.1	XP_015431363.1
OG0004147	XP_008199251.1	XP_015430098.1
OG0004149	XP_015833182.1, XP_969301.4	XP_015428870.1, XP_015428871.1
OG0004150	XP_970273.1	XP_015438018.1
OG0004151	XP_008193562.1	XP_015437634.1
OG0004153	XP_008199980.1	XP_015439647.1
OG0004154	XP_975348.1	XP_015433956.1
OG0004155	XP_008199045.1	XP_015439626.1
OG0004157	XP_008200151.1	XP_015429379.1
OG0004158	XP_008194425.1	XP_015439603.1
OG0004160	XP_008199427.1	XP_015428857.1
OG0004161	XP_008195570.1	XP_015436048.1
OG0004162	XP_008196673.1	XP_015434260.1
OG0004163	XP_015835252.1	XP_015431256.1
OG0004164	XP_008201024.2	XP_015439296.1
OG0004165	XP_015838044.1	XP_015431520.1, XP_015431469.1
OG0004166	XP_969892.2	XP_015429770.1
OG0004167	XP_008196156.1	XP_015428546.1
OG0004168	XP_001812912.1	XP_015435903.1
OG0004169	XP_015835091.1, XP_008192376.1	XP_015437190.1
OG0004170	XP_008193690.1	XP_015439340.1, XP_015439298.1
OG0004171	XP_967199.1	XP_015431548.1
OG0004172	XP_015834445.1	XP_015439929.1
OG0004173	XP_968786.2	XP_015438904.1
OG0004174	XP_015837602.1	XP_015431061.1
OG0004175	XP_008193965.1	XP_015429705.1
OG0004176	XP_970249.2	XP_015439745.1
OG0004177	XP_008191243.1	XP_015429772.1
OG0004178	XP_015835999.1	XP_015437670.1
OG0004179	XP_001816025.1	XP_015439186.1
OG0004180	XP_015834995.1	XP_015428974.1
OG0004181	XP_972529.1	XP_015432601.1
OG0004182	XP_001810222.1	XP_015437031.1
OG0004183	XP_970649.1	XP_015438237.1
OG0004184	XP_972898.1	XP_015432444.1
OG0004185	XP_015833808.1	XP_015431179.1
OG0004186	XP_015835671.1	XP_015435456.1
OG0004187	XP_008194310.1	XP_015430771.1
OG0004188	XP_015839343.1	XP_015436793.1
OG0004189	XP_015839172.1, XP_015839173.1	XP_015437002.1
OG0004190	XP_015836315.1	XP_015437468.1
OG0004191	XP_969809.1	XP_015438437.1
OG0004192	XP_972716.1	XP_015438023.1
OG0004193	XP_015837566.1	XP_015432489.1
OG0004195	XP_967373.1	XP_015434320.1
OG0004196	XP_008192634.1	XP_015435580.1
OG0004197	NP_001092318.1, XP_015837050.1	XP_015436116.1
OG0004199	XP_008192661.1	XP_015429606.1
OG0004201	XP_008196254.1, XP_008196255.1	XP_015428889.1
OG0004202	XP_974078.2	XP_015436645.1
OG0004203	XP_008190624.1, XP_973621.2, XP_015832952.1	XP_015438375.1
OG0004204	XP_973451.2	XP_015439512.1
OG0004205	XP_008192300.1, XP_975622.1	XP_015436434.1
OG0004206	XP_008195830.1	XP_015428667.1
OG0004207	XP_973218.1	XP_015430795.1
OG0004209	XP_015839287.1	XP_015433119.1
OG0004210	XP_008196333.1, XP_974885.1	XP_015438480.1
OG0004211	XP_015833688.1	XP_015434900.1
OG0004212	XP_008193851.1	XP_015432629.1
OG0004213	XP_008201519.1	XP_015439941.1
OG0004214	XP_008195745.1	XP_015435703.1
OG0004218	XP_008198657.1	XP_015435251.1
OG0004219	XP_971270.1	XP_015429954.1, XP_015429953.1
OG0004220	XP_015840558.1	XP_015438654.1
OG0004222	XP_969545.1	XP_015438682.1
OG0004223	XP_966506.1, XP_008195125.1, XP_008195126.1	XP_015433378.1
OG0004224	XP_008194757.1	XP_015435808.1
OG0004225	XP_001812890.2	XP_015434058.1
OG0004229	XP_015833830.1	XP_015429264.1
OG0004230	XP_008195350.1	XP_015439024.1, XP_015439022.1
OG0004231	XP_969823.3	XP_015434912.1
OG0004232	XP_008197867.1, XP_972446.1	XP_015439385.1
OG0004234	XP_971060.1	XP_015440041.1
OG0004235	XP_015840768.1	XP_015439803.1
OG0004236	XP_015839515.1, XP_015839514.1	XP_015440286.1
OG0004237	XP_972411.1	XP_015433727.1
OG0004238	NP_001139341.1	XP_015435518.1
OG0004239	XP_008193832.2	XP_015434327.1
OG0004240	XP_966462.1	XP_015433596.1
OG0004241	XP_015835603.1	XP_015429331.1
OG0004242	XP_008190689.1, NP_001034513.1	XP_015432855.1
OG0004243	XP_001809395.1	XP_015429017.1
OG0004244	XP_008190816.1	XP_015431454.1
OG0004245	XP_015832939.1	XP_015429207.1
OG0004246	XP_975048.1	XP_015440319.1
OG0004247	XP_008192323.1	XP_015436063.1
OG0004248	XP_008191550.1	XP_015440388.1
OG0004249	XP_967213.1	XP_015439983.1
OG0004251	XP_008191695.1	XP_015436513.1
OG0004252	XP_008200798.2, XP_015839628.1	XP_015429155.1
OG0004253	NP_001107838.1, XP_008193910.1	XP_015433082.1
OG0004254	XP_001814021.1	XP_015429100.1
OG0004256	XP_973942.1, NP_001161275.1	XP_015429466.1
OG0004257	XP_975524.1, XP_015836662.1, XP_970452.2	XP_015433244.1
OG0004258	XP_974160.2	XP_015428681.1
OG0004261	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1	XP_015440165.1
OG0004262	XP_008200054.1, XP_008191569.1	XP_015434229.1
OG0004264	XP_973435.1	XP_015436934.1
OG0004266	XP_008192549.1	XP_015433450.1
OG0004267	XP_968461.1, XP_968542.1, XP_968377.1	XP_015432122.1
OG0004269	XP_008191491.1, XP_001807780.1	XP_015437266.1
OG0004275	XP_008201172.1	XP_015430166.1
OG0004276	XP_972907.1	XP_015432928.1
OG0004277	XP_969696.1	XP_015437141.1
OG0004278	XP_975170.2	XP_015439898.1
OG0004279	XP_975179.2	XP_015430341.1
OG0004280	XP_973533.1	XP_015435151.1
OG0004281	XP_008195224.1	XP_015433079.1, XP_015433080.1
OG0004282	XP_974347.1	XP_015431697.1
OG0004283	XP_008192466.1, NP_001165863.1	XP_015431518.1
OG0004284	XP_968064.1	XP_015432126.1
OG0004285	XP_970899.1	XP_015429944.1
OG0004286	XP_968001.1	XP_015430135.1
OG0004287	XP_966498.1	XP_015434480.1
OG0004288	XP_969265.1	XP_015428594.1
OG0004289	XP_008197558.1, XP_015838760.1	XP_015430367.1, XP_015430366.1, XP_015430365.1
OG0004290	XP_971885.1	XP_015439156.1
OG0004291	XP_968374.1	XP_015440090.1
OG0004292	XP_015837941.1	XP_015429338.1
OG0004293	XP_972261.1	XP_015429278.1
OG0004294	XP_974435.1	XP_015435635.1
OG0004295	XP_971412.1	XP_015438998.1
OG0004296	XP_967959.1	XP_015438958.1
OG0004297	XP_966358.1	XP_015436333.1
OG0004298	XP_015834541.1	XP_015438536.1
OG0004299	XP_973645.1	XP_015437123.1
OG0004300	XP_008197771.1	XP_015431664.1
OG0004301	XP_972630.1	XP_015440047.1
OG0004302	XP_971610.1	XP_015434514.1
OG0004303	XP_974854.1	XP_015430787.1
OG0004304	XP_008190996.1	XP_015433840.1
OG0004305	XP_967790.1	XP_015432813.1
OG0004306	XP_972464.1, XP_972413.1	XP_015439040.1
OG0004307	XP_015834916.1	XP_015428445.1
OG0004308	XP_975195.1	XP_015430340.1
OG0004309	XP_969903.1	XP_015429031.1
OG0004310	XP_969714.1	XP_015430484.1
OG0004311	XP_969723.1	XP_015437350.1
OG0004312	XP_969605.1	XP_015435128.1
OG0004313	XP_969250.1	XP_015431192.1
OG0004314	XP_968017.1	XP_015438838.1
OG0004315	XP_015833545.1	XP_015431132.1
OG0004316	XP_967058.1	XP_015438989.1
OG0004317	XP_970777.1	XP_015439934.1
OG0004318	XP_973769.1	XP_015429339.1
OG0004319	XP_008201675.1	XP_015438670.1
OG0004320	XP_008199303.1	XP_015431369.1
OG0004321	XP_971796.1	XP_015429274.1
OG0004322	XP_008195533.1	XP_015428878.1
OG0004323	XP_971760.1	XP_015437767.1
OG0004324	XP_973351.1	XP_015429722.1
OG0004325	NP_001128383.1	XP_015440281.1
OG0004326	XP_001813029.1	XP_015433299.1
OG0004327	XP_015835634.1	XP_015439719.1
OG0004328	XP_969972.1	XP_015436257.1
OG0004329	XP_972456.1	XP_015428840.1
OG0004330	XP_966880.1	XP_015429304.1
OG0004331	XP_967746.1	XP_015428937.1
OG0004332	XP_008192042.1, XP_970786.1	XP_015429051.1
OG0004333	XP_971805.1	XP_015437351.1
OG0004334	XP_970161.2	XP_015429055.1
OG0004335	XP_008195989.1	XP_015435510.1
OG0004336	XP_971226.2	XP_015433291.1
OG0004337	XP_008194680.2	XP_015439202.1
OG0004338	XP_971269.1	XP_015436799.1
OG0004339	XP_968192.1	XP_015435762.1
OG0004340	XP_972358.1	XP_015437638.1
OG0004342	XP_971983.1	XP_015429977.1
OG0004343	XP_975131.1	XP_015428540.1
OG0004344	XP_967314.1	XP_015434269.1
OG0004345	XP_970655.1	XP_015430570.1
OG0004346	XP_974710.1	XP_015436132.1
OG0004347	XP_972970.1	XP_015428590.1
OG0004348	XP_970769.1	XP_015428481.1
OG0004349	XP_971370.1	XP_015429554.1
OG0004350	XP_970528.1	XP_015429611.1
OG0004351	XP_008196327.1, XP_972027.1	XP_015433008.1
OG0004352	XP_968697.1	XP_015439610.1
OG0004353	XP_972343.1	XP_015431346.1
OG0004354	XP_008201302.1	XP_015431970.1
OG0004355	XP_975028.1	XP_015431204.1
OG0004356	XP_968339.1	XP_015433862.1
OG0004357	XP_971110.1	XP_015435428.1
OG0004358	XP_972440.1	XP_015436558.1, XP_015436557.1
OG0004359	XP_008199086.1	XP_015430190.1
OG0004360	XP_974891.1	XP_015439885.1
OG0004361	XP_970915.2	XP_015436330.1
OG0004362	XP_967452.2	XP_015433133.1
OG0004363	XP_001814270.1	XP_015437314.1
OG0004364	XP_968539.1	XP_015436871.1
OG0004365	XP_008195871.1	XP_015434111.1, XP_015438129.1
OG0004366	XP_974948.1	XP_015433006.1
OG0004367	XP_968873.1	XP_015440291.1
OG0004368	XP_971553.2	XP_015440222.1, XP_015440221.1
OG0004369	XP_975322.1	XP_015435084.1
OG0004370	XP_967583.3	XP_015429052.1
OG0004371	XP_008191479.1	XP_015431001.1
OG0004372	XP_008196107.1	XP_015435018.1
OG0004373	XP_008197488.1	XP_015431930.1
OG0004374	XP_966555.1	XP_015433798.1
OG0004375	XP_975428.1	XP_015433462.1
OG0004377	XP_008190408.2	XP_015433695.1
OG0004378	XP_001815752.1	XP_015429281.1
OG0004379	XP_008197126.1	XP_015434618.1
OG0004381	XP_008198837.1	XP_015436609.1
OG0004382	XP_008198502.1	XP_015435521.1
OG0004383	XP_001811897.1, XP_008193872.1	XP_015428792.1
OG0004384	XP_967198.1	XP_015440093.1
OG0004385	XP_001814757.1	XP_015435631.1
OG0004386	XP_968136.1	XP_015433704.1
OG0004387	XP_973540.1	XP_015431195.1
OG0004388	XP_970062.1	XP_015432940.1
OG0004389	XP_008190586.1, XP_974322.1	XP_015439858.1
OG0004390	XP_008198783.1	XP_015439358.1
OG0004391	XP_972110.1	XP_015434487.1
OG0004392	NP_001076793.1	XP_015429911.1
OG0004393	XP_008198968.1	XP_015436542.1
OG0004394	XP_008193615.1	XP_015436037.1
OG0004395	XP_015836706.1, XP_008200618.1	XP_015437228.1
OG0004396	XP_967054.1	XP_015438501.1, XP_015438500.1
OG0004397	XP_973270.1	XP_015439102.1
OG0004398	XP_973691.3, NP_001071091.1	XP_015440341.1
OG0004399	XP_966636.1	XP_015437268.1
OG0004400	XP_008194873.1	XP_015434980.1
OG0004401	XP_015833917.1, XP_015833918.1	XP_015432995.1
OG0004402	XP_015839832.1	XP_015435674.1
OG0004403	XP_974795.3	XP_015440067.1, XP_015440101.1
OG0004404	XP_973343.1, XP_972623.1	XP_015431996.1
OG0004405	XP_973483.1	XP_015434887.1
OG0004406	XP_015838960.1	XP_015438321.1
OG0004407	XP_008193688.1	XP_015428831.1
OG0004408	XP_008192574.1, XP_972707.2	XP_015431993.1
OG0004409	XP_971897.2	XP_015431903.1
OG0004410	XP_008195992.1	XP_015428987.1
OG0004411	XP_974546.1	XP_015433473.1
OG0004412	XP_008197181.1	XP_015438843.1
OG0004413	XP_972151.1	XP_015435818.1
OG0004414	XP_974522.1	XP_015431366.1
OG0004415	XP_015840578.1, XP_015839944.1	XP_015431055.1
OG0004416	XP_967938.1	XP_015432005.1
OG0004417	XP_008191367.2	XP_015432938.1
OG0004418	XP_967755.1	XP_015437139.1
OG0004419	XP_015837300.1, XP_008195801.1	XP_015430125.1
OG0004420	XP_974700.2	XP_015430778.1
OG0004421	XP_008201446.1	XP_015430206.1
OG0004422	XP_008192303.1	XP_015436184.1, XP_015436185.1
OG0004423	XP_015835652.1, XP_008199577.1	XP_015431839.1
OG0004424	XP_966793.1	XP_015439461.1
OG0004425	XP_975776.2	XP_015436705.1
OG0004426	XP_971988.1	XP_015440050.1
OG0004427	XP_975024.1	XP_015437098.1
OG0004428	XP_008193101.1	XP_015438561.1
OG0004429	NP_001137201.1, XP_015839494.1	XP_015431111.1
OG0004430	XP_001812942.1	XP_015439494.1
OG0004431	XP_008198316.1	XP_015437955.1
OG0004432	XP_968397.1	XP_015431072.1, XP_015431073.1
OG0004433	XP_969112.1	XP_015440103.1
OG0004434	XP_967394.1	XP_015432480.1
OG0004436	XP_967237.1, XP_008198811.1	XP_015433661.1
OG0004437	XP_971007.1	XP_015433723.1
OG0004439	XP_008192095.1	XP_015440442.1
OG0004440	XP_972849.1	XP_015439067.1
OG0004441	XP_015839666.1, XP_970319.1	XP_015436143.1
OG0004442	XP_968337.1	XP_015431615.1
OG0004443	XP_971224.1	XP_015430740.1
OG0004444	XP_008193636.1	XP_015432911.1
OG0004445	XP_008193656.1	XP_015435772.1
OG0004446	XP_968186.1	XP_015435099.1
OG0004447	XP_008196875.1	XP_015438006.1
OG0004448	XP_968140.1	XP_015430271.1
OG0004449	XP_968648.1, XP_015834343.1	XP_015431832.1
OG0004450	XP_008197685.1	XP_015430308.1
OG0004451	XP_001813375.1, XP_015835910.1	XP_015431281.1
OG0004452	NP_001034518.1, XP_008201243.1	XP_015428451.1
OG0004453	XP_008197856.1	XP_015429105.1, XP_015429016.1
OG0004454	XP_015835986.1	XP_015428899.1
OG0004455	XP_974859.1	XP_015433262.1
OG0004456	XP_008194455.1	XP_015432538.1
OG0004457	XP_008194516.1	XP_015435181.1
OG0004458	XP_973234.1	XP_015431152.1
OG0004459	XP_008201155.1, XP_015840642.1	XP_015433876.1, XP_015433797.1
OG0004460	XP_015839542.1	XP_015436899.1
OG0004461	XP_008198493.1	XP_015428554.1
OG0004462	XP_008201181.1	XP_015432105.1
OG0004463	XP_008193392.1	XP_015435461.1
OG0004464	XP_015833887.1, XP_008194021.1	XP_015436043.1
OG0004465	XP_966481.1	XP_015432963.1
OG0004466	XP_015837577.1	XP_015438909.1
OG0004467	XP_967843.1	XP_015431539.1
OG0004468	XP_969039.1	XP_015431552.1
OG0004469	XP_972171.1	XP_015438861.1, XP_015438860.1
OG0004470	XP_971504.1	XP_015439339.1
OG0004471	XP_973117.1, XP_008196349.1	XP_015440061.1
OG0004472	XP_974024.1	XP_015436942.1
OG0004473	XP_015836862.1, XP_015836861.1	XP_015428860.1
OG0004474	XP_008197064.1	XP_015438923.1
OG0004475	XP_015838870.1, NP_001034508.1	XP_015434515.1
OG0004478	XP_975527.1	XP_015429719.1
OG0004479	XP_971071.1	XP_015429320.1
OG0004480	XP_008201326.1	XP_015430733.1
OG0004481	XP_974320.3	XP_015434294.1
OG0004482	XP_008199962.1	XP_015440265.1
OG0004483	XP_971989.2, XP_008198950.1	XP_015437718.1
OG0004484	XP_966953.1	XP_015440000.1
OG0004485	XP_008193405.1	XP_015437217.1
OG0004486	XP_972731.1	XP_015435301.1
OG0004487	XP_015838841.1	XP_015438758.1
OG0004488	XP_008201364.1	XP_015435488.1
OG0004489	XP_969524.1	XP_015433282.1
OG0004490	XP_008200172.1, XP_971121.1	XP_015431860.1, XP_015431861.1
OG0004491	XP_966917.2	XP_015434219.1
OG0004492	XP_972141.2	XP_015435064.1
OG0004493	XP_970342.1	XP_015428767.1
OG0004494	XP_972668.2	XP_015438545.1
OG0004495	XP_974708.1	XP_015439524.1
OG0004496	XP_008200974.1	XP_015430162.1
OG0004497	XP_970200.1	XP_015432552.1
OG0004498	XP_968062.1	XP_015438340.1
OG0004499	XP_008198302.1	XP_015435732.1
OG0004500	XP_966935.2	XP_015430172.1
OG0004501	XP_008197624.1, NP_001034504.1, XP_008197420.2	XP_015432332.1
OG0004502	XP_008201594.1	XP_015429303.1
OG0004503	XP_008193900.1	XP_015439696.1
OG0004504	XP_971712.2	XP_015437363.1
OG0004505	XP_015839540.1	XP_015429351.1
OG0004506	XP_974651.2	XP_015431109.1
OG0004507	XP_008195560.1	XP_015432946.1
OG0004508	XP_967772.1	XP_015435479.1
OG0004509	XP_967885.1	XP_015428551.1, XP_015437614.1
OG0004510	XP_008195623.1	XP_015439459.1
OG0004511	XP_015834663.1	XP_015430759.1
OG0004512	XP_969306.1	XP_015428473.1
OG0004513	XP_015840997.1	XP_015428856.1
OG0004514	XP_967303.1	XP_015437211.1
OG0004515	XP_971562.1	XP_015433635.1
OG0004516	XP_008199814.1	XP_015440410.1
OG0004517	XP_008192854.1	XP_015436268.1
OG0004518	XP_008200602.2	XP_015429391.1
OG0004519	XP_970192.2	XP_015436595.1
OG0004520	XP_967626.1	XP_015438476.1
OG0004521	XP_966717.1	XP_015436786.1
OG0004522	XP_968657.2	XP_015436581.1
OG0004523	XP_966596.1	XP_015440472.1
OG0004524	XP_975254.2	XP_015434185.1
OG0004525	XP_001814158.1	XP_015432759.1
OG0004526	XP_015835575.1	XP_015434680.1
OG0004527	XP_008196861.1	XP_015431456.1
OG0004528	XP_008198942.1	XP_015439375.1
OG0004529	XP_015840796.1, XP_969523.1	XP_015434799.1
OG0004530	XP_008192807.1	XP_015430768.1
OG0004531	XP_008198806.1	XP_015435664.1
OG0004532	XP_008191977.1	XP_015431809.1
OG0004533	XP_975235.1	XP_015430499.1
