Orthogroup	Tribolium_castaneum	Apis_mellifera
OG0004211	XP_015833688.1	XP_001121683.2
OG0004212	XP_008193851.1	XP_006566196.1, XP_026299084.1
OG0004213	XP_008201519.1	XP_624484.1
OG0004214	XP_008195745.1	XP_001121751.2
OG0004218	XP_008198657.1	XP_026299413.1
OG0004219	XP_971270.1	XP_394142.4
OG0004220	XP_015840558.1	XP_026299971.1, XP_026299970.1
OG0004222	XP_969545.1	XP_006563169.1, XP_006563172.1, XP_016772480.1
OG0004223	XP_966506.1, XP_008195125.1, XP_008195126.1	XP_026296454.1, XP_003250433.1
OG0004224	XP_008194757.1	XP_006559746.1
OG0004225	XP_001812890.2	XP_001123003.1
OG0004229	XP_015833830.1	XP_006559721.1
OG0004231	XP_969823.3	NP_001091684.1, XP_006563390.1
OG0004232	XP_008197867.1, XP_972446.1	XP_006560763.1
OG0004234	XP_971060.1	XP_016767840.1, XP_006564840.1
OG0004235	XP_015840768.1	XP_026295973.1
OG0004236	XP_015839515.1, XP_015839514.1	XP_006557659.1
OG0004237	XP_972411.1	XP_006568082.2
OG0004238	NP_001139341.1	XP_026299525.1, XP_026299523.1
OG0004239	XP_008193832.2	XP_026295255.1
OG0004240	XP_966462.1	XP_393944.1
OG0004241	XP_015835603.1	XP_016772013.2
OG0004242	XP_008190689.1, NP_001034513.1	XP_026301947.1, XP_026301946.1
OG0004243	XP_001809395.1	XP_001120674.3
OG0004244	XP_008190816.1	XP_003249778.1
OG0004245	XP_015832939.1	XP_006559708.2
OG0004246	XP_975048.1	XP_026296300.1
OG0004247	XP_008192323.1	XP_394772.3
OG0004248	XP_008191550.1	XP_006561196.1
OG0004249	XP_967213.1	XP_394564.1
OG0004251	XP_008191695.1	XP_026299700.1, XP_026299701.1
OG0004253	NP_001107838.1, XP_008193910.1	XP_006571219.1
OG0004254	XP_001814021.1	XP_001121473.2
OG0004256	XP_973942.1, NP_001161275.1	XP_006558404.1, XP_006558402.1, XP_006558403.1, XP_006558401.1
OG0004257	XP_975524.1, XP_015836662.1, XP_970452.2	XP_006561133.1
OG0004258	XP_974160.2	XP_006569889.2
OG0004261	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1	XP_396942.4, XP_016766685.1
OG0004262	XP_008200054.1, XP_008191569.1	XP_016766731.1
OG0004264	XP_973435.1	XP_016767483.1, XP_392445.3
OG0004266	XP_008192549.1	XP_026296941.1, XP_026296943.1
OG0004267	XP_968461.1, XP_968542.1, XP_968377.1	XP_393651.3
OG0004275	XP_008201172.1	XP_006558909.1
OG0004276	XP_972907.1	XP_393322.1
OG0004277	XP_969696.1	XP_006561989.1
OG0004278	XP_975170.2	XP_006565645.2
OG0004279	XP_975179.2	XP_624910.1
OG0004280	XP_973533.1	XP_392478.2
OG0004281	XP_008195224.1	XP_006571600.1
OG0004282	XP_974347.1	XP_016767446.1
OG0004283	XP_008192466.1, NP_001165863.1	XP_623731.1
OG0004284	XP_968064.1	XP_006565264.1
OG0004285	XP_970899.1	XP_393779.1
OG0004286	XP_968001.1	XP_026301403.1
OG0004287	XP_966498.1	XP_393426.1
OG0004288	XP_969265.1	XP_001121467.2
OG0004289	XP_008197558.1, XP_015838760.1	XP_016772473.2
OG0004290	XP_971885.1	XP_392023.1
OG0004291	XP_968374.1	XP_003249561.2
OG0004292	XP_015837941.1	XP_393161.3
OG0004293	XP_972261.1	XP_026298362.1
OG0004294	XP_974435.1	XP_001121076.4
OG0004295	XP_971412.1	XP_001121051.2
OG0004296	XP_967959.1	NP_001011570.1
OG0004297	XP_966358.1	XP_016769531.2, XP_624763.2
OG0004298	XP_015834541.1	XP_001119998.2
OG0004299	XP_973645.1	XP_395804.2, XP_026299006.1, XP_016768715.1
OG0004300	XP_008197771.1	XP_006562042.1
OG0004301	XP_972630.1	XP_396701.3
OG0004302	XP_971610.1	XP_001122509.1
OG0004303	XP_974854.1	XP_006569404.2
OG0004304	XP_008190996.1	XP_006562448.1
OG0004305	XP_967790.1	XP_006571179.1
OG0004306	XP_972464.1, XP_972413.1	XP_006564913.1
OG0004307	XP_015834916.1	XP_624696.1, XP_006559465.1
OG0004308	XP_975195.1	XP_393443.1
OG0004309	XP_969903.1	XP_001120413.1
OG0004310	XP_969714.1	XP_026298579.1
OG0004311	XP_969723.1	XP_003251537.1
OG0004312	XP_969605.1	XP_624642.1
OG0004313	XP_969250.1	XP_392555.1
OG0004314	XP_968017.1	XP_625093.1
OG0004315	XP_015833545.1	XP_006561629.1
OG0004316	XP_967058.1	XP_026300991.1
OG0004317	XP_970777.1	XP_001122174.1
OG0004318	XP_973769.1	XP_625027.1
OG0004319	XP_008201675.1	XP_016770927.1, XP_006565292.1
OG0004320	XP_008199303.1	XP_003251332.1
OG0004321	XP_971796.1	XP_396635.2
OG0004322	XP_008195533.1	XP_624182.1
OG0004323	XP_971760.1	XP_001122944.1
OG0004324	XP_973351.1	XP_624651.2
OG0004325	NP_001128383.1	XP_001120018.1
OG0004326	XP_001813029.1	XP_003251125.1
OG0004327	XP_015835634.1	XP_396012.1
OG0004328	XP_969972.1	XP_392518.1
OG0004329	XP_972456.1	NP_001172073.1
OG0004330	XP_966880.1	XP_392912.1
OG0004331	XP_967746.1	XP_006566060.1
OG0004332	XP_008192042.1, XP_970786.1	XP_006568282.1
OG0004333	XP_971805.1	XP_397261.2
OG0004334	XP_970161.2	XP_396637.3
OG0004335	XP_008195989.1	XP_001120086.2
OG0004336	XP_971226.2	XP_026296449.1
OG0004337	XP_008194680.2	XP_026300895.1, XP_026300896.1
OG0004338	XP_971269.1	XP_026301743.1
OG0004339	XP_968192.1	XP_026301245.1, XP_026301244.1
OG0004340	XP_972358.1	XP_624372.2
OG0004342	XP_971983.1	XP_001120666.1
OG0004343	XP_975131.1	XP_624733.1
OG0004344	XP_967314.1	XP_394400.1
OG0004345	XP_970655.1	XP_001121573.2
OG0004346	XP_974710.1	XP_006567399.1
OG0004347	XP_972970.1	XP_393939.3
OG0004348	XP_970769.1	NP_001156935.1
OG0004349	XP_971370.1	XP_006571696.1
OG0004350	XP_970528.1	XP_623797.2
OG0004351	XP_008196327.1, XP_972027.1	XP_623556.1
OG0004352	XP_968697.1	XP_006566065.1
OG0004353	XP_972343.1	XP_003251342.1
OG0004354	XP_008201302.1	XP_396639.1
OG0004355	XP_975028.1	XP_026298491.1
OG0004356	XP_968339.1	XP_006567761.1, XP_006567762.1
OG0004357	XP_971110.1	XP_026296490.1
OG0004358	XP_972440.1	NP_001171519.1
OG0004359	XP_008199086.1	XP_006559323.1
OG0004360	XP_974891.1	XP_625225.1
OG0004361	XP_970915.2	XP_393103.2
OG0004362	XP_967452.2	XP_001121482.1, XP_026301196.1
OG0004363	XP_001814270.1	XP_001120746.2
OG0004364	XP_968539.1	XP_001122278.1
OG0004365	XP_008195871.1	XP_001120579.2
OG0004366	XP_974948.1	XP_392212.2
OG0004367	XP_968873.1	XP_006563705.1
OG0004368	XP_971553.2	XP_001122727.1, XP_026296406.1
OG0004369	XP_975322.1	XP_624500.2
OG0004370	XP_967583.3	XP_016766228.1
OG0004371	XP_008191479.1	XP_006565450.2
OG0004372	XP_008196107.1	XP_624564.1
OG0004373	XP_008197488.1	XP_395826.2
OG0004374	XP_966555.1	XP_624616.1
OG0004375	XP_975428.1	XP_006563277.1, XP_624360.1
OG0004377	XP_008190408.2	XP_393563.1
OG0004378	XP_001815752.1	XP_001120599.1
OG0004379	XP_008197126.1	XP_003251471.2
OG0004380	XP_008201282.1	XP_026295983.1
OG0004381	XP_008198837.1	XP_026299779.1
OG0004382	XP_008198502.1	XP_393037.2
OG0004383	XP_001811897.1, XP_008193872.1	XP_623774.2
OG0004384	XP_967198.1	XP_006562157.1
OG0004385	XP_001814757.1	XP_396009.2
OG0004386	XP_968136.1	XP_026298265.1
OG0004387	XP_973540.1	XP_393089.1
OG0004388	XP_970062.1	XP_001120572.3
OG0004389	XP_008190586.1, XP_974322.1	XP_392359.2
OG0004390	XP_008198783.1	XP_003250159.1
OG0004391	XP_972110.1	XP_016772828.1
OG0004392	NP_001076793.1	XP_026301799.1, XP_006570143.1
OG0004394	XP_008193615.1	XP_026298463.1
OG0004395	XP_015836706.1, XP_008200618.1	XP_006562497.2
OG0004396	XP_967054.1	XP_393683.4
OG0004397	XP_973270.1	XP_006564997.2
OG0004398	XP_973691.3, NP_001071091.1	XP_003251005.1
OG0004399	XP_966636.1	XP_006568121.2
OG0004400	XP_008194873.1	XP_016773624.1
OG0004401	XP_015833917.1, XP_015833918.1	XP_001120698.3
OG0004402	XP_015839832.1	XP_006564331.1
OG0004403	XP_974795.3	XP_006559849.1
OG0004404	XP_973343.1, XP_972623.1	XP_006565424.1
OG0004405	XP_973483.1	XP_006566841.1, XP_006566842.1, XP_006566843.1
OG0004406	XP_015838960.1	XP_026297848.1
OG0004407	XP_008193688.1	XP_026301553.1
OG0004408	XP_008192574.1, XP_972707.2	XP_006565417.2
OG0004409	XP_971897.2	XP_026300082.1
OG0004410	XP_008195992.1	XP_026294851.1
OG0004411	XP_974546.1	XP_392983.1
OG0004412	XP_008197181.1	XP_006566679.1
OG0004413	XP_972151.1	XP_003249558.1
OG0004414	XP_974522.1	XP_003249595.1
OG0004415	XP_015840578.1, XP_015839944.1	XP_026298714.1, XP_026298715.1
OG0004416	XP_967938.1	XP_624220.2
OG0004417	XP_008191367.2	XP_026296323.1
OG0004418	XP_967755.1	XP_395573.3
OG0004419	XP_015837300.1, XP_008195801.1	XP_006571527.1
OG0004420	XP_974700.2	XP_006567240.1
OG0004421	XP_008201446.1	XP_003250695.1
OG0004422	XP_008192303.1	XP_001120836.2
OG0004423	XP_015835652.1, XP_008199577.1	XP_003251860.1
OG0004424	XP_966793.1	XP_393383.3
OG0004425	XP_975776.2	XP_026297278.1
OG0004426	XP_971988.1	XP_001122405.2
OG0004427	XP_975024.1	XP_395325.3
OG0004428	XP_008193101.1	XP_006566117.2
OG0004430	XP_001812942.1	NP_001229928.1
OG0004431	XP_008198316.1	XP_026301356.1, XP_392068.2
OG0004432	XP_968397.1	XP_623951.1
OG0004433	XP_969112.1	XP_006570273.1
OG0004434	XP_967394.1	XP_006563616.1
OG0004436	XP_967237.1, XP_008198811.1	XP_623853.1
OG0004437	XP_971007.1	XP_026298520.1
OG0004438	XP_974054.1, XP_015838263.1, XP_015838262.1	XP_397318.4
OG0004439	XP_008192095.1	XP_026294788.1
OG0004440	XP_972849.1	XP_393588.2
OG0004441	XP_015839666.1, XP_970319.1	XP_001121900.1
OG0004442	XP_968337.1	XP_003249710.1
OG0004443	XP_971224.1	NP_001229315.1
OG0004444	XP_008193636.1	XP_006570761.2
OG0004445	XP_008193656.1	XP_395360.3
OG0004446	XP_968186.1	XP_001120765.2
OG0004447	XP_008196875.1	XP_001121896.2
OG0004448	XP_968140.1	XP_395047.5
OG0004449	XP_968648.1, XP_015834343.1	XP_026302274.1
OG0004450	XP_008197685.1	XP_006557827.2
OG0004451	XP_001813375.1, XP_015835910.1	XP_026298959.1
OG0004452	NP_001034518.1, XP_008201243.1	XP_016772643.1
OG0004453	XP_008197856.1	XP_006565976.1
OG0004454	XP_015835986.1	XP_016769783.2
OG0004455	XP_974859.1	XP_623527.1
OG0004456	XP_008194455.1	XP_396791.3
OG0004457	XP_008194516.1	XP_623755.3
OG0004458	XP_973234.1	XP_623283.1
OG0004459	XP_008201155.1, XP_015840642.1	XP_016767413.2
OG0004460	XP_015839542.1	XP_395109.3
OG0004461	XP_008198493.1	XP_006564114.1
OG0004462	XP_008201181.1	XP_026299959.1
OG0004463	XP_008193392.1	XP_001120347.3
OG0004464	XP_015833887.1, XP_008194021.1	XP_006568624.2
OG0004465	XP_966481.1	XP_395864.3
OG0004466	XP_015837577.1	XP_026300803.1
OG0004467	XP_967843.1	XP_006559772.2
OG0004468	XP_969039.1	XP_006559768.1
OG0004469	XP_972171.1	XP_397436.4
OG0004470	XP_971504.1	XP_623623.2
OG0004471	XP_973117.1, XP_008196349.1	XP_016767900.1
OG0004472	XP_974024.1	XP_016767114.1
OG0004473	XP_015836862.1, XP_015836861.1	XP_026299077.1
OG0004474	XP_008197064.1	XP_006560258.1, XP_006560257.1, XP_016771574.1
OG0004475	XP_015838870.1, NP_001034508.1	XP_003249146.1
OG0004478	XP_975527.1	XP_016771939.1
OG0004479	XP_971071.1	XP_026295413.1
OG0004480	XP_008201326.1	XP_396117.2
OG0004481	XP_974320.3	XP_026295269.1
OG0004482	XP_008199962.1	XP_625118.2
OG0004483	XP_971989.2, XP_008198950.1	XP_395618.4
OG0004484	XP_966953.1	XP_026296856.1, XP_026296857.1
OG0004485	XP_008193405.1	XP_001120391.3
OG0004486	XP_972731.1	XP_395658.5
OG0004487	XP_015838841.1	XP_006561346.1
OG0004488	XP_008201364.1	XP_003250904.3, XP_026299688.1
OG0004489	XP_969524.1	XP_006572385.1
OG0004490	XP_008200172.1, XP_971121.1	XP_395476.1
OG0004491	XP_966917.2	XP_026295182.1
OG0004492	XP_972141.2	XP_026301837.1
OG0004493	XP_970342.1	XP_397168.3
OG0004494	XP_972668.2	XP_026298908.1
OG0004495	XP_974708.1	XP_393549.3
OG0004496	XP_008200974.1	XP_392586.4
OG0004497	XP_970200.1	XP_397138.5
OG0004498	XP_968062.1	XP_001122971.2
OG0004499	XP_008198302.1	XP_006558396.1
OG0004500	XP_966935.2	XP_396448.1
OG0004501	XP_008197624.1, NP_001034504.1, XP_008197420.2	XP_026300382.1
OG0004502	XP_008201594.1	XP_026298019.1
OG0004503	XP_008193900.1	XP_026296542.1
OG0004504	XP_971712.2	XP_003251540.1
OG0004505	XP_015839540.1	XP_026295520.1
OG0004506	XP_974651.2	XP_006557279.1
OG0004507	XP_008195560.1	XP_624711.1
OG0004508	XP_967772.1	XP_026299653.1
OG0004509	XP_967885.1	XP_001119963.2
OG0004510	XP_008195623.1	XP_006563652.1
OG0004511	XP_015834663.1	XP_394516.2
OG0004512	XP_969306.1	XP_624102.1
OG0004513	XP_015840997.1	XP_001120188.1
OG0004514	XP_967303.1	XP_006559075.1
OG0004515	XP_971562.1	XP_623255.1
OG0004516	XP_008199814.1	XP_395011.2
OG0004517	XP_008192854.1	XP_016773380.1
OG0004518	XP_008200602.2	XP_026298465.1
OG0004519	XP_970192.2	XP_394838.3
OG0004520	XP_967626.1	XP_016769851.1
OG0004521	XP_966717.1	XP_026297233.1
OG0004522	XP_968657.2	XP_006565519.1
OG0004523	XP_966596.1	XP_003251558.1
OG0004524	XP_975254.2	XP_026300671.1, NP_001229386.1
OG0004525	XP_001814158.1	XP_003251908.1
OG0004526	XP_015835575.1	XP_016771036.1
OG0004527	XP_008196861.1	XP_006559828.2, XP_006559827.2
OG0004528	XP_008198942.1	XP_393112.2
OG0004529	XP_015840796.1, XP_969523.1	XP_396227.5
OG0004530	XP_008192807.1	XP_625214.3
OG0004531	XP_008198806.1	XP_026300359.1, XP_026300358.1, XP_026300357.1
OG0004532	XP_008191977.1	XP_392205.1
OG0004533	XP_975235.1	XP_006558931.1
OG0004534	XP_015837847.1	XP_006563951.2
OG0004535	XP_967479.1	XP_624261.3
OG0004536	XP_969779.1	XP_026298935.1, XP_016770018.1, XP_003250168.1
OG0004537	XP_008199753.1	XP_026296057.1
OG0004538	XP_008194447.1	XP_026294818.1
OG0004539	XP_008190563.1, XP_015833001.1	XP_006560502.2
OG0004540	XP_974431.1	XP_395421.4
OG0004541	NP_001161779.1, XP_015837741.1	XP_006559008.1, XP_003249426.1
OG0004542	XP_015833850.1	XP_026295484.1
OG0004543	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1	XP_006557490.2
OG0004544	XP_967831.2	XP_392849.4
OG0004545	XP_972841.1	XP_392671.2
OG0004546	XP_008191529.1	XP_624339.2
OG0004547	XP_973795.3	XP_394578.4
OG0004548	XP_008194167.1	XP_026295467.1
OG0004549	XP_975544.1	XP_006564808.1
OG0004550	XP_968425.2	XP_006566937.1
OG0004551	XP_008196143.1	XP_393483.2
OG0004552	XP_966605.1	XP_395151.3
OG0004553	XP_015835217.1	XP_394812.3
OG0004556	XP_015834234.1	XP_016769595.2
OG0004557	XP_015835653.1	XP_026294901.1
OG0004558	XP_970509.1	XP_016769513.1, XP_016769512.1
OG0004559	XP_008191113.1	XP_001120854.3
OG0004560	XP_969585.1	XP_016769257.1
OG0004561	XP_973530.1	XP_393806.2
OG0004562	XP_969491.1	XP_026299659.1
OG0004563	XP_974107.1	XP_026295501.1
OG0004564	XP_967545.1	XP_006560910.1
OG0004565	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1	XP_623670.3
OG0004566	XP_975011.1	XP_393821.3
OG0004567	XP_969501.1	XP_397116.4
OG0004568	XP_966406.1	XP_006561795.1
OG0004569	XP_971024.1	XP_006566171.1
OG0004570	XP_008190477.2	XP_623808.1
OG0004571	XP_966419.1	NP_001229394.1
OG0004572	XP_008193653.1	XP_006570961.1
OG0004573	XP_015840900.1	XP_026298017.1
OG0004574	XP_008199514.1, XP_015833543.1	XP_396624.2
OG0004575	XP_015836016.1	XP_391975.4
OG0004576	XP_968528.1	XP_395283.4, XP_006561380.1
OG0004577	XP_008196227.1	XP_006562329.1
OG0004578	XP_015837256.1	XP_006567717.1
OG0004579	XP_015838708.1	XP_016767336.2, XP_026301798.1
OG0004580	XP_968154.2	XP_006563365.1
OG0004581	XP_967342.1, XP_973682.1	XP_026295438.1
OG0004582	XP_008194035.1, XP_970124.1	XP_393545.2
OG0004583	XP_971242.2	XP_006563601.1
OG0004584	NP_001164208.1, XP_008201001.1	XP_623915.2
OG0004585	XP_008191121.1	XP_624226.2
OG0004586	XP_008191139.1	XP_393667.1
OG0004587	XP_967043.1, XP_976065.1	XP_624536.2
OG0004588	XP_967472.1	XP_623198.1
OG0004589	XP_015836849.1	XP_624292.1
OG0004590	XP_015834749.1	XP_026294799.1
OG0004591	XP_974397.2	XP_395039.6
OG0004592	XP_015839668.1	XP_623834.1
OG0004593	XP_001811057.1	XP_016771171.1
OG0004594	XP_969067.1	XP_003251828.1
OG0004595	XP_008196620.1	XP_006557527.1
OG0004596	XP_972191.1	XP_016772183.1
OG0004597	XP_974793.1	XP_001122321.2
OG0004598	XP_972549.2	XP_006567053.2
OG0004599	NP_001096055.1	XP_395238.2
OG0004600	XP_015837407.1	XP_006561797.1
OG0004601	XP_968373.1	XP_391843.1
OG0004602	XP_972953.1	XP_006566118.2
OG0004603	XP_008199077.1	XP_006560478.1
OG0004604	XP_970329.1	XP_026296843.1
OG0004605	XP_967701.1	XP_006566542.1
OG0004606	XP_015838055.1	XP_016772312.2
OG0004607	XP_001809949.1, XP_008196929.1	XP_624172.1
OG0004608	XP_967795.1	XP_396145.2
OG0004609	XP_008200198.1	XP_006566523.1
OG0004610	XP_008191579.1	XP_006572697.1, XP_016773228.1
OG0004611	XP_008201393.1, XP_001816040.2	XP_395416.4
OG0004612	XP_970932.1	XP_016772763.1
OG0004613	XP_972782.1	XP_001123012.2
OG0004614	NP_001164247.1	XP_006568530.1
OG0004615	XP_970821.2	XP_624553.4
OG0004616	XP_008191928.1	XP_623199.2, XP_006561225.1
OG0004617	XP_970927.1, XP_008196487.1	XP_393332.1, XP_006571914.1, XP_006571915.1
OG0004618	XP_969029.3	XP_624549.4
OG0004619	XP_969834.1	XP_624779.1
OG0004620	XP_968306.2	XP_624529.2
OG0004621	XP_969038.3	XP_016767518.2
OG0004622	XP_976419.1	XP_026299482.1
OG0004623	XP_008201104.1	XP_016768218.1
OG0004624	XP_975041.1	XP_393258.3
OG0004625	XP_008201004.2	XP_006568849.1
OG0004626	XP_008192253.1	XP_006559914.2
OG0004627	XP_966974.1	XP_393055.5
OG0004628	XP_970761.1	XP_026298722.1
OG0004629	XP_973669.1	XP_006558545.1
OG0004630	XP_008197176.1	XP_026299144.1
OG0004631	XP_008191971.1	XP_006565049.1
OG0004632	XP_015837611.1	XP_016773404.1
OG0004633	XP_969967.1	XP_623637.3
OG0004634	XP_008192347.1	XP_006566806.1
OG0004635	XP_968007.2	XP_006566264.1
OG0004636	XP_970426.1	XP_006560650.1
OG0004637	XP_015834061.1	XP_396527.6
OG0004639	XP_975277.1	XP_624307.2
OG0004640	XP_008194883.1	XP_003251445.2
OG0004641	XP_970985.1	XP_396720.2
OG0004642	XP_008199537.1	XP_001119929.2
OG0004643	XP_008201026.1	XP_006562706.1
OG0004644	XP_973387.1	XP_624348.3
OG0004645	XP_015837105.1	XP_026301051.1
OG0004646	XP_971306.1	XP_006562316.1
OG0004647	XP_974800.1	XP_006560038.1
OG0004648	XP_015834078.1	XP_026302106.1
OG0004649	XP_008190892.1	XP_625183.2
OG0004650	XP_972526.2	XP_392174.1
OG0004651	XP_015837293.1	XP_006562250.1
OG0004652	XP_008194274.1	XP_001119914.2
OG0004653	XP_008198265.1	XP_006569939.1
OG0004654	XP_971898.1	XP_624787.1
OG0004655	XP_015838399.1	XP_016770639.2
OG0004656	XP_015840067.1	XP_026297531.1, XP_026297532.1
OG0004657	XP_008196324.1	XP_001119836.2
OG0004658	XP_015833404.1	XP_026301577.1
OG0004659	XP_008193793.1, XP_008193792.1	XP_016771539.2
OG0004660	XP_967163.1, XP_008196887.1	XP_016768618.1
OG0004661	XP_008190992.1	XP_001122551.2
OG0004662	XP_008195589.2	XP_006571948.2
OG0004663	XP_008194306.1	XP_026301184.1
OG0004664	XP_015833246.1, NP_001280493.1	XP_016772437.2
OG0004665	XP_008194796.1, XP_971403.3	XP_006564999.1, XP_392797.3
OG0004666	XP_015833520.1	XP_026297471.1
OG0004667	XP_008198552.1	XP_397101.4
OG0004668	XP_008201354.1	XP_026296288.1
OG0004669	XP_975792.1	XP_026296627.1
OG0004670	XP_974004.1	XP_393418.3
OG0004671	XP_008197386.1, XP_975591.1	XP_001120479.1
OG0004673	XP_008194645.1	XP_001120670.2
OG0004674	XP_008201295.1	XP_006557652.2
OG0004676	XP_966825.1, XP_008201674.1	XP_026300142.1
OG0004677	XP_967250.1	XP_016768475.1, XP_006570156.1
OG0004678	XP_973511.1	XP_393868.4
OG0004679	XP_008196689.2, XP_008196688.2	XP_026299570.1
OG0004680	XP_970818.1	XP_006566574.1
OG0004681	XP_975668.1	XP_003249707.1
OG0004682	XP_974000.1	XP_006568521.2
OG0004683	XP_966926.1	XP_001120653.1
OG0004684	XP_015836848.1	XP_001122185.1
OG0004685	XP_969282.1	XP_016769212.2
OG0004686	XP_973628.2	XP_623840.1
OG0004687	XP_969201.1	XP_397235.3
OG0004688	XP_008199565.1	XP_001121522.1
OG0004689	NP_001164134.1	XP_624297.2
OG0004690	XP_008200625.1	XP_006569396.1
OG0004691	XP_008194984.1	XP_006565697.1
OG0004692	XP_966819.1	XP_026300787.1
OG0004693	XP_975006.1	XP_016773403.2
OG0004694	XP_015840940.1	XP_001120227.2
OG0004695	XP_969902.1	XP_624722.1
OG0004696	XP_008193858.1	XP_006561670.1
OG0004698	XP_008199055.1	XP_003251630.1, NP_001314877.1
OG0004699	XP_015835523.1	XP_016770071.2
OG0004700	XP_973680.3	XP_392383.6, XP_026296366.1
OG0004701	XP_971673.1	XP_006567671.1
OG0004702	XP_974709.1	XP_026301084.1
OG0004705	XP_968950.1	XP_001121418.2
OG0004706	XP_972871.1	XP_006558096.1
OG0004707	XP_972710.1	XP_026296317.1, NP_001229361.1
OG0004708	XP_015833601.1, XP_008195994.2	XP_006562194.1
OG0004710	XP_967370.2	XP_006572388.1
OG0004711	XP_015833615.1, XP_008191127.1	XP_026299344.1, NP_001229452.1
OG0004712	XP_008196506.1	XP_006569857.1
OG0004713	XP_968908.2	XP_006560898.1
OG0004715	XP_008199648.1	XP_006560759.1
OG0004716	XP_973437.1	XP_397202.1
OG0004717	XP_968340.1	XP_392426.3
OG0004718	XP_008194638.1	XP_624637.2
OG0004719	XP_008198211.1	XP_026295591.1
OG0004720	XP_008201220.1	XP_016767333.2, XP_006562710.2
OG0004721	XP_008199813.2	XP_006566830.1
OG0004722	XP_974471.1	XP_396126.2
OG0004723	XP_008201625.1	XP_006558043.1
OG0004724	XP_001811736.2	XP_016768797.1
OG0004725	XP_008190595.1, XP_015832960.1	XP_003249615.1
OG0004726	XP_974492.1	XP_392973.4
OG0004727	XP_008199606.1	XP_026298338.1
OG0004728	XP_969105.1	XP_625069.1
OG0004729	XP_971165.2	XP_026296696.1
OG0004730	XP_015838367.1	XP_026300681.1
OG0004731	XP_972904.1	XP_026296774.1
OG0004732	XP_015834292.1	XP_006563510.1
OG0004733	XP_971407.1	XP_006567817.1
OG0004735	XP_973304.1	XP_006558542.1
OG0004736	NP_001161228.1	XP_016767144.1
OG0004737	XP_008194491.1	XP_006569625.1
OG0004739	XP_008195182.1	XP_026297467.1
OG0004740	XP_970262.1	XP_026294720.1
OG0004741	XP_008192139.1	XP_026301713.1
OG0004742	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1	XP_016773548.1
OG0004743	XP_970729.1, XP_008193560.1, XP_008193561.1	XP_624333.2
OG0004744	XP_969307.1	XP_026298461.1
OG0004745	XP_001814851.2	XP_026296910.1, XP_026296909.1
OG0004746	XP_008197055.2	XP_001121086.2
OG0004747	XP_015837260.1	XP_026300997.1, XP_026301008.1
OG0004748	XP_015835829.1, XP_015835828.1	XP_006557605.1
OG0004749	XP_015837999.1, XP_008196621.1	XP_016771535.2
OG0004750	XP_972823.3	XP_624287.2
OG0004751	XP_970398.1	XP_006565129.1
OG0004752	XP_975461.1	XP_624053.4
OG0004753	XP_973851.1, XP_015835834.1	XP_624335.1
OG0004754	XP_973319.1	XP_026300111.1
OG0004755	XP_967374.1	XP_006571175.2
OG0004756	XP_969608.1	XP_006565978.1
OG0004757	XP_969240.1	XP_016769122.2
OG0004758	XP_970109.1	XP_026300231.1
OG0004760	XP_972604.2, XP_008199576.1	XP_396167.1
OG0004761	XP_008194983.1	NP_001229446.1, XP_026301036.1
OG0004762	XP_015834498.1	XP_026299261.1
OG0004763	XP_975243.2	XP_026299056.1
OG0004764	XP_969639.1	XP_016767519.2
OG0004765	XP_008194223.1	XP_397085.2
OG0004766	XP_008195783.1	XP_006561138.2
OG0004767	XP_968281.1	XP_623197.2
OG0004768	XP_015838647.1	XP_026296111.1
OG0004769	XP_008201319.1	XP_006563948.1
OG0004770	XP_008190552.1, XP_008190553.1	XP_026299548.1
OG0004771	XP_969760.1	XP_026302236.1
OG0004772	XP_008193694.1	XP_026297138.1, XP_026297139.1
OG0004773	XP_008201029.1	XP_026300068.1
OG0004774	XP_972452.1	XP_026296528.1
OG0004775	NP_001153710.1	XP_393266.1
OG0004776	XP_008191758.1	XP_006567452.1
OG0004777	XP_008199560.1	XP_026296018.1, XP_026296015.1
OG0004778	XP_015834771.1	XP_623060.3
OG0004779	XP_970366.3	XP_006568628.1
OG0004780	XP_015837773.1	XP_624644.2, XP_006565247.2, XP_026300110.1, XP_016770920.2
OG0004781	XP_008191257.1	XP_026298724.1, XP_625171.3
OG0004782	XP_008194744.1	XP_001122862.2
OG0004783	XP_008190419.1	XP_026298720.1
OG0004784	XP_008199534.1	XP_625146.1
OG0004785	XP_008193506.1, XP_008193507.1	XP_003249898.2
OG0004786	XP_975202.1, XP_008191921.1	XP_006568301.1
OG0004787	XP_008196774.1	XP_026301186.1
OG0004788	XP_966752.2	XP_026301239.1
OG0004789	XP_015836501.1	XP_006559923.1
OG0004790	XP_008193417.2	XP_026297524.1
OG0004791	XP_973245.1	XP_026301096.1
OG0004792	XP_970648.1	XP_006562917.1
OG0004794	XP_008200245.1	XP_026302301.1
OG0004795	XP_015839842.1	XP_026298107.1
OG0004796	XP_008193397.1	XP_026299378.1
OG0004797	XP_966386.1	XP_003249455.1
OG0004799	XP_966978.1	XP_006570752.1
