Orthogroup	Megalopta_genalis	Apis_mellifera
OG0003971	XP_033334640.1	XP_003249677.2
OG0003972	XP_033338359.1	XP_006562207.1
OG0003973	XP_033333951.1	XP_006559685.1
OG0003974	XP_033334431.1	XP_003250386.3
OG0003975	XP_033330375.1	XP_392161.2
OG0003976	XP_033328036.1	XP_624702.2
OG0003977	XP_033321575.1	XP_001121344.2
OG0003978	XP_033331373.1	XP_392894.1
OG0003979	XP_033322472.1	XP_395117.4
OG0003980	XP_033342446.1	XP_006570470.2
OG0003981	XP_033322359.1, XP_033322360.1	XP_016772168.2
OG0003982	XP_033335070.1, XP_033335071.1	XP_393800.5
OG0003983	XP_033328374.1	XP_016768590.1
OG0003984	XP_033330727.1	XP_003249151.1
OG0003985	XP_033324776.1, XP_033324777.1	XP_392051.1
OG0003986	XP_033325651.1	XP_016769188.1
OG0003987	XP_033340170.1	XP_016771049.1
OG0003988	XP_033327814.1	XP_026296755.1
OG0003989	XP_033326381.1	XP_006568106.1
OG0003990	XP_033326400.1	XP_006565999.1
OG0003991	XP_033324566.1	XP_016770501.2
OG0003992	XP_033329944.1	XP_624277.2
OG0003994	XP_033333503.1	XP_026296912.1
OG0003995	XP_033328141.1	XP_001120885.2
OG0003996	XP_033321174.1	XP_392378.2
OG0003997	XP_033340204.1	XP_026302088.1
OG0003998	XP_033335568.1	XP_026299563.1
OG0003999	XP_033325146.1	XP_001122002.2
OG0004000	XP_033341965.1	XP_625125.2
OG0004001	XP_033329934.1	XP_026298571.1
OG0004002	XP_033325413.1	XP_026299236.1
OG0004003	XP_033321641.1	XP_026295122.1
OG0004006	XP_033339994.1, XP_033330286.1	XP_026300561.1
OG0004008	XP_033339181.1, XP_033339180.1	XP_006561936.1
OG0004009	XP_033340485.1	XP_006561064.1
OG0004010	XP_033341593.1	XP_394099.4
OG0004011	XP_033339693.1	NP_001239359.1
OG0004012	XP_033341110.1	XP_026301955.1, XP_026301956.1, XP_026301957.1
OG0004013	XP_033340241.1	XP_001122611.3
OG0004014	XP_033326339.1	XP_026300083.1
OG0004015	XP_033330754.1	XP_026294852.1
OG0004016	XP_033324486.1	XP_026299442.1
OG0004017	XP_033323931.1, XP_033323930.1	XP_006560052.1, XP_006560054.1, XP_006560053.1
OG0004018	XP_033342253.1	XP_026299400.1
OG0004019	XP_033321424.1	XP_006572354.1
OG0004020	XP_033333013.1	XP_006561836.1
OG0004021	XP_033327767.1	XP_026298233.1, XP_026298224.1
OG0004022	XP_033331233.1	XP_001121865.1
OG0004023	XP_033330831.1	XP_016771930.2
OG0004025	XP_033327766.1, XP_033327768.1	XP_006563272.1, XP_001123247.2
OG0004026	XP_033324249.1	XP_001120982.2
OG0004027	XP_033324437.1	XP_396627.4
OG0004028	XP_033325730.1, XP_033325731.1	XP_016770063.1
OG0004029	XP_033338687.1	XP_026301578.1
OG0004030	XP_033335801.1	XP_625113.1
OG0004032	XP_033341547.1	XP_016767147.2
OG0004033	XP_033322157.1	XP_016766928.1
OG0004035	XP_033327249.1	XP_006564745.1
OG0004037	XP_033337835.1	XP_026301836.1
OG0004038	XP_033337753.1	XP_003250346.1
OG0004041	XP_033335715.1, XP_033335716.1, XP_033335717.1	XP_006565007.3
OG0004042	XP_033337660.1, XP_033337659.1	XP_393035.1
OG0004043	XP_033332946.1	XP_006557366.1
OG0004044	XP_033336871.1	XP_006560665.1
OG0004045	XP_033324814.1	XP_006560704.2, XP_016772223.2
OG0004046	XP_033327715.1	XP_006565404.1
OG0004047	XP_033321040.1	XP_006565410.2
OG0004048	XP_033324426.1	XP_006562470.1, XP_026299647.1
OG0004049	XP_033326432.1	XP_026295466.1
OG0004050	XP_033326245.1	XP_026296786.1
OG0004051	XP_033327131.1	XP_001120355.1
OG0004052	XP_033324904.1	XP_006563534.2
OG0004053	XP_033327841.1	XP_016766437.1, XP_006561244.1
OG0004054	XP_033326246.1	XP_003251511.1
OG0004055	XP_033325854.1	XP_006564535.2
OG0004056	XP_033333689.1, XP_033328139.1	XP_001122081.1
OG0004058	XP_033341641.1	XP_397399.2
OG0004059	XP_033332597.1	XP_623299.3
OG0004060	XP_033338322.1	XP_006564797.1
OG0004061	XP_033328494.1	XP_016771427.1
OG0004063	XP_033322038.1	XP_026295125.1, NP_001229503.1
OG0004064	XP_033332807.1	XP_001122669.2
OG0004065	XP_033320927.1	XP_396552.3
OG0004066	XP_033330174.1	XP_001122399.1
OG0004067	XP_033329753.1	XP_026295898.1
OG0004068	XP_033342699.1	NP_001128420.1
OG0004069	XP_033325137.1	XP_623903.2, XP_026301502.1
OG0004071	XP_033335772.1	XP_001121913.2
OG0004072	XP_033335919.1	XP_393997.1
OG0004073	XP_033324274.1	XP_026295930.1
OG0004074	XP_033340142.1	XP_623605.2
OG0004075	XP_033336268.1	XP_016771510.2
OG0004076	XP_033334884.1	XP_395025.2
OG0004077	XP_033341566.1	XP_026301405.1
OG0004078	XP_033335262.1	NP_001172008.1
OG0004079	XP_033329424.1	XP_006559680.1
OG0004080	XP_033341960.1	XP_026294784.1
OG0004081	XP_033342953.1	XP_006566575.1
OG0004082	XP_033332512.1	XP_393406.4, XP_006560861.1
OG0004083	XP_033335654.1	XP_016769908.2
OG0004084	XP_033342397.1, XP_033342388.1	XP_006558355.1
OG0004085	XP_033339320.1	XP_026299277.1
OG0004086	XP_033321036.1	NP_001011585.1, XP_026301045.1
OG0004087	XP_033324112.1	XP_026296624.1, XP_026296623.1
OG0004088	XP_033323181.1	XP_006569286.1
OG0004090	XP_033324499.1	XP_026299087.1, XP_026299085.1
OG0004091	XP_033332255.1	XP_395605.3
OG0004092	XP_033336393.1	XP_006563064.1, XP_624869.1
OG0004093	XP_033342664.1	XP_006570508.1, XP_006570507.1
OG0004094	XP_033331815.1	XP_394204.2, XP_006568702.1
OG0004095	XP_033341435.1	XP_624643.2
OG0004096	XP_033321533.1	XP_006565907.2
OG0004097	XP_033340611.1	XP_026299393.1, XP_001122415.1
OG0004098	XP_033333787.1, XP_033333788.1	XP_006567329.1
OG0004099	XP_033324147.1	XP_392635.4
OG0004100	XP_033335103.1	XP_391907.1
OG0004101	XP_033327938.1	XP_016769558.1
OG0004102	XP_033322058.1, XP_033322059.1	XP_001120785.2
OG0004103	XP_033327481.1	XP_026298204.1
OG0004105	XP_033332502.1	XP_392103.2
OG0004106	XP_033323152.1	XP_026296135.1
OG0004107	XP_033328648.1	XP_006571445.1
OG0004108	XP_033325537.1	XP_016769416.1
OG0004109	XP_033328562.1	NP_001314885.1, XP_006570920.1
OG0004110	XP_033336066.1	XP_026296625.1, XP_016767744.1
OG0004111	XP_033322659.1	XP_026297201.1
OG0004112	XP_033330519.1	XP_006570948.1
OG0004113	XP_033321509.1	XP_006568820.1, XP_396656.1
OG0004114	XP_033331692.1, XP_033331693.1	XP_001122985.1
OG0004116	XP_033336069.1	XP_026301749.1
OG0004117	XP_033331084.1	XP_026297297.1
OG0004119	XP_033332971.1	XP_016768569.2
OG0004120	XP_033327992.1	XP_393310.1
OG0004121	XP_033325373.1	XP_016769825.1
OG0004122	XP_033323224.1	XP_026295564.1
OG0004122	XP_033323311.1	XP_026295562.1
OG0004123	XP_033341538.1	XP_006570903.2
OG0004124	XP_033330652.1	XP_026302069.1
OG0004126	XP_033336424.1	XP_026300830.1
OG0004127	XP_033331460.1	XP_003250469.1, XP_006564511.1, XP_006564512.1
OG0004128	XP_033332862.1	XP_006572054.1
OG0004129	XP_033327284.1	XP_006564578.2
OG0004130	XP_033341534.1	XP_006571760.3
OG0004131	XP_033339252.1	XP_006561919.1
OG0004132	XP_033332977.1	XP_006567775.1
OG0004133	XP_033334852.1	XP_397109.3, XP_006566358.1
OG0004135	XP_033333126.1	XP_001122973.2
OG0004136	XP_033322746.1	XP_391929.5
OG0004137	XP_033327692.1	XP_625230.3
OG0004138	XP_033329264.1	XP_006568623.1
OG0004139	XP_033336654.1	XP_006563114.2
OG0004140	XP_033341252.1, XP_033341254.1, XP_033341253.1	XP_006570675.1, XP_003251593.1
OG0004141	XP_033326239.1	XP_395096.4
OG0004142	XP_033321553.1	NP_001314880.1, XP_026302136.1
OG0004143	XP_033325693.1	XP_026299156.1
OG0004144	XP_033326961.1	XP_625031.3
OG0004145	XP_033328108.1	XP_006567879.1
OG0004146	XP_033330379.1	NP_001314892.1, XP_026298872.1
OG0004147	XP_033328598.1	XP_006571749.1
OG0004148	XP_033342917.1	XP_026299383.1
OG0004149	XP_033325842.1	XP_003250476.1
OG0004150	XP_033322991.1	XP_003250308.1
OG0004151	XP_033325564.1, XP_033325563.1	XP_016769727.2
OG0004152	XP_033330510.1, XP_033330509.1	XP_026302049.1
OG0004153	XP_033339152.1	XP_016767832.1
OG0004155	XP_033332973.1	XP_016767546.1, NP_001116485.2
OG0004156	XP_033324608.1, XP_033324609.1	XP_026301150.1
OG0004157	XP_033321879.1	XP_026295560.1, XP_026295561.1
OG0004159	XP_033333750.1	XP_006567446.1
OG0004160	XP_033339597.1	XP_016770007.2
OG0004161	XP_033332337.1, XP_033332338.1	XP_003251033.1
OG0004162	XP_033338315.1	XP_026298929.1
OG0004164	XP_033332171.1	XP_391890.3
OG0004165	XP_033321829.1	XP_026295302.1
OG0004165	XP_033321830.1	XP_026295465.1
OG0004166	XP_033321585.1	XP_006558505.1
OG0004167	XP_033341915.1	XP_006558679.2
OG0004168	XP_033321754.1	XP_026295327.1
OG0004169	XP_033323733.1, XP_033323732.1	NP_001011650.1
OG0004170	XP_033329247.1	XP_006559888.1
OG0004171	XP_033326185.1	XP_001121552.2
OG0004172	XP_033338968.1	XP_006562175.1
OG0004173	XP_033340073.1	XP_006565171.1
OG0004174	XP_033337674.1, XP_033337539.1	XP_006572013.2
OG0004175	XP_033334279.1	XP_006559175.1
OG0004176	XP_033338337.1	XP_026296733.1
OG0004177	XP_033321658.1	XP_026295613.1
OG0004179	XP_033336144.1	XP_001119882.2, XP_006560243.1, XP_006560242.1, XP_006560241.1
OG0004181	XP_033334981.1	XP_624334.2
OG0004182	XP_033334942.1	XP_006566310.1, NP_001071276.1
OG0004183	XP_033340541.1	XP_395378.4
OG0004184	XP_033324905.1	XP_001120100.2
OG0004185	XP_033324161.1	XP_026298737.1
OG0004186	XP_033328832.1	XP_016772979.2
OG0004187	XP_033336933.1, XP_033336932.1	XP_624574.2
OG0004188	XP_033322770.1, XP_033322768.1	XP_397338.3
OG0004189	XP_033330454.1	XP_016768334.1, XP_016768333.1
OG0004190	XP_033337490.1	XP_006559637.1
OG0004191	XP_033331591.1	XP_026298906.1, XP_026298907.1
OG0004192	XP_033330114.1, XP_033330116.1, XP_033330115.1	XP_006558585.2
OG0004194	XP_033334126.1	XP_003251298.1
OG0004195	XP_033327217.1	XP_392813.2
OG0004196	XP_033323601.1	XP_026302050.1
OG0004197	XP_033339604.1	XP_003249914.1
OG0004198	XP_033340195.1	XP_006571571.1, XP_026300047.1, XP_026300038.1
OG0004199	XP_033332864.1	XP_006559866.1, XP_016768667.1
OG0004201	XP_033331445.1	XP_396024.6
OG0004202	XP_033340333.1	XP_392132.1
OG0004203	XP_033339572.1	XP_623770.2
OG0004204	XP_033338282.1	XP_006561817.2
OG0004205	XP_033332872.1, XP_033332891.1	XP_624310.2
OG0004206	XP_033331981.1	XP_006558549.2
OG0004207	XP_033337080.1	XP_006558776.1
OG0004209	XP_033340320.1	XP_006561071.2
OG0004211	XP_033324604.1	XP_001121683.2
OG0004212	XP_033340645.1	XP_006566196.1, XP_026299084.1
OG0004213	XP_033324224.1, XP_033324168.1	XP_624484.1
OG0004214	XP_033333502.1	XP_001121751.2
OG0004216	XP_033339160.1	XP_026298030.1
OG0004217	XP_033323709.1	XP_395437.4
OG0004218	XP_033341230.1, XP_033341232.1	XP_026299413.1
OG0004219	XP_033340411.1	XP_394142.4
OG0004220	XP_033335352.1	XP_026299971.1, XP_026299970.1
OG0004222	XP_033325066.1	XP_006563169.1, XP_006563172.1, XP_016772480.1
OG0004223	XP_033337233.1	XP_026296454.1, XP_003250433.1
OG0004224	XP_033331159.1	XP_006559746.1
OG0004225	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1	XP_001123003.1
OG0004227	XP_033323138.1, XP_033323140.1	XP_393566.3
OG0004229	XP_033329540.1, XP_033329621.1	XP_006559721.1
OG0004231	XP_033341639.1, XP_033341636.1	NP_001091684.1, XP_006563390.1
OG0004232	XP_033341610.1	XP_006560763.1
OG0004233	XP_033341556.1	XP_395659.1
OG0004234	XP_033334032.1, XP_033334033.1, XP_033334031.1	XP_016767840.1, XP_006564840.1
OG0004235	XP_033338263.1	XP_026295973.1
OG0004237	XP_033322121.1	XP_006568082.2
OG0004238	XP_033334902.1	XP_026299523.1
OG0004239	XP_033323175.1	XP_026295255.1
OG0004240	XP_033333722.1	XP_393944.1
OG0004241	XP_033340179.1	XP_016772013.2
OG0004242	XP_033328807.1, XP_033328640.1, XP_033328639.1	XP_026301947.1, XP_026301946.1
OG0004244	XP_033326904.1	XP_003249778.1
OG0004245	XP_033332887.1	XP_006559708.2
OG0004247	XP_033336106.1, XP_033336101.1, XP_033339827.1	XP_394772.3
OG0004248	XP_033332297.1	XP_006561196.1
OG0004249	XP_033324359.1	XP_394564.1
OG0004250	XP_033333922.1	XP_006565642.2
OG0004251	XP_033334607.1	XP_026299700.1, XP_026299701.1
OG0004253	XP_033341371.1, XP_033341370.1	XP_006571219.1
OG0004254	XP_033338268.1	XP_001121473.2
OG0004255	XP_033336323.1	XP_006560292.1, XP_006560293.1, XP_003249657.1, XP_016771898.1
OG0004256	XP_033339409.1	XP_006558404.1, XP_006558402.1, XP_006558403.1, XP_006558401.1
OG0004257	XP_033332086.1	XP_006561133.1
OG0004258	XP_033327362.1	XP_006569889.2
OG0004259	XP_033328824.1, XP_033328825.1	XP_006570705.1
OG0004260	XP_033338222.1, XP_033338219.1, XP_033338220.1	XP_016766286.1
OG0004261	XP_033326790.1	XP_396942.4, XP_016766685.1
OG0004262	XP_033322063.1, XP_033322064.1	XP_016766731.1
OG0004263	XP_033336328.1, XP_033336337.1	XP_016767150.1
OG0004264	XP_033329748.1	XP_016767483.1, XP_392445.3
OG0004265	XP_033324761.1	XP_016772196.2
OG0004267	XP_033325202.1	XP_393651.3
OG0004275	XP_033339474.1	XP_006558909.1
OG0004276	XP_033333698.1, XP_033333646.1	XP_393322.1
OG0004277	XP_033325536.1	XP_006561989.1
OG0004278	XP_033333964.1	XP_006565645.2
OG0004279	XP_033338941.1	XP_624910.1
OG0004280	XP_033333228.1	XP_392478.2
OG0004281	XP_033328869.1	XP_006571600.1
OG0004282	XP_033329712.1	XP_016767446.1
OG0004283	XP_033339802.1	XP_623731.1
OG0004284	XP_033326365.1, XP_033325326.1	XP_006565264.1
OG0004285	XP_033328338.1	XP_393779.1
OG0004286	XP_033341008.1	XP_026301403.1
OG0004287	XP_033332933.1	XP_393426.1
OG0004288	XP_033341849.1	XP_001121467.2
OG0004289	XP_033335283.1	XP_016772473.2
OG0004290	XP_033336139.1	XP_392023.1
OG0004291	XP_033322467.1	XP_003249561.2
OG0004292	XP_033331203.1	XP_393161.3
OG0004293	XP_033329412.1	XP_026298362.1
OG0004294	XP_033341494.1	XP_001121076.4
OG0004296	XP_033339350.1	NP_001011570.1
OG0004297	XP_033321441.1	XP_016769531.2, XP_624763.2
OG0004298	XP_033325440.1	XP_001119998.2
OG0004299	XP_033332259.1	XP_395804.2, XP_026299006.1, XP_016768715.1
OG0004300	XP_033322577.1	XP_006562042.1
OG0004301	XP_033324328.1	XP_396701.3
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_001122509.1
OG0004303	XP_033338153.1	XP_006569404.2
OG0004304	XP_033327167.1	XP_006562448.1
OG0004306	XP_033336559.1	XP_006564913.1
OG0004307	XP_033332554.1, XP_033332553.1	XP_624696.1, XP_006559465.1
OG0004308	XP_033338882.1, XP_033338883.1	XP_393443.1
OG0004309	XP_033321502.1, XP_033321501.1	XP_001120413.1
OG0004310	XP_033340181.1, XP_033340180.1	XP_026298579.1
OG0004311	XP_033342951.1	XP_003251537.1
OG0004312	XP_033333144.1	XP_624642.1
OG0004313	XP_033334336.1	XP_392555.1
OG0004314	XP_033334921.1	XP_625093.1
OG0004315	XP_033323797.1	XP_006561629.1
OG0004316	XP_033323977.1	XP_026300991.1
OG0004317	XP_033321198.1, XP_033330901.1	XP_001122174.1
OG0004318	XP_033331201.1, XP_033331202.1	XP_625027.1
OG0004319	XP_033338827.1	XP_016770927.1, XP_006565292.1
OG0004320	XP_033325664.1	XP_003251332.1
OG0004321	XP_033334017.1	XP_396635.2
OG0004322	XP_033331586.1	XP_624182.1
OG0004324	XP_033331702.1	XP_624651.2
OG0004325	XP_033343107.1, XP_033320760.1	XP_001120018.1
OG0004326	XP_033324072.1	XP_003251125.1
OG0004327	XP_033328072.1	XP_396012.1
OG0004328	XP_033336349.1	XP_392518.1
OG0004329	XP_033340657.1	NP_001172073.1
OG0004330	XP_033329413.1	XP_392912.1
OG0004331	XP_033325613.1, XP_033325614.1	XP_006566060.1
OG0004332	XP_033321551.1	XP_006568282.1
OG0004333	XP_033342753.1	XP_397261.2
OG0004334	XP_033321536.1	XP_396637.3
OG0004335	XP_033340866.1	XP_001120086.2
OG0004336	XP_033337215.1	XP_026296449.1
OG0004337	XP_033336294.1	XP_026300895.1
OG0004338	XP_033332711.1	XP_026301743.1
OG0004339	XP_033341728.1	XP_026301245.1, XP_026301244.1
OG0004340	XP_033325903.1	XP_624372.2
OG0004341	XP_033321766.1	XP_001121809.2
OG0004342	XP_033326824.1	XP_001120666.1
OG0004343	XP_033333847.1	XP_624733.1
OG0004344	XP_033321625.1	XP_394400.1
OG0004345	XP_033337449.1	XP_001121573.2
OG0004346	XP_033325794.1	XP_006567399.1
OG0004347	XP_033333696.1	XP_393939.3
OG0004348	XP_033332506.1	NP_001156935.1
OG0004349	XP_033340220.1	XP_006571696.1
OG0004350	XP_033329270.1	XP_623797.2
OG0004351	XP_033340144.1	XP_623556.1
OG0004352	XP_033325784.1	XP_006566065.1
OG0004353	XP_033340970.1	XP_003251342.1
OG0004354	XP_033327727.1, XP_033327736.1	XP_396639.1
OG0004355	XP_033338010.1, XP_033338011.1	XP_026298491.1
OG0004356	XP_033332919.1	XP_006567761.1, XP_006567762.1
OG0004357	XP_033340869.1	XP_026296490.1
OG0004358	XP_033335005.1	NP_001171519.1
OG0004359	XP_033322427.1	XP_006559323.1
OG0004360	XP_033327986.1	XP_625225.1
OG0004361	XP_033333459.1	XP_393103.2
OG0004362	XP_033341633.1	XP_001121482.1, XP_026301196.1
OG0004363	XP_033342782.1	XP_001120746.2
OG0004364	XP_033326968.1, XP_033326966.1	XP_001122278.1
OG0004365	XP_033336399.1, XP_033336400.1	XP_001120579.2
OG0004366	XP_033334262.1	XP_392212.2
OG0004367	XP_033321366.1	XP_006563705.1
OG0004368	XP_033328073.1	XP_001122727.1, XP_026296406.1
OG0004369	XP_033323577.1	XP_624500.2
OG0004370	XP_033321552.1	XP_016766228.1
OG0004371	XP_033322761.1, XP_033322758.1, XP_033322759.1	XP_006565450.2
OG0004372	XP_033341848.1	XP_624564.1
OG0004373	XP_033333658.1	XP_395826.2
OG0004374	XP_033329922.1	XP_624616.1
OG0004375	XP_033322586.1	XP_006563277.1, XP_624360.1
OG0004376	XP_033331267.1	XP_394885.1
OG0004377	XP_033340909.1	XP_393563.1
OG0004378	XP_033329642.1	XP_001120599.1
OG0004379	XP_033322541.1	XP_003251471.2
OG0004380	XP_033325338.1	XP_026295983.1
OG0004381	XP_033334437.1	XP_026299779.1
OG0004382	XP_033334606.1	XP_393037.2
OG0004383	XP_033327476.1	XP_623774.2
OG0004384	XP_033321125.1	XP_006562157.1
OG0004385	XP_033341596.1	XP_396009.2
OG0004386	XP_033332560.1, XP_033332558.1	XP_026298265.1
OG0004387	XP_033337641.1	XP_393089.1
OG0004388	XP_033328560.1, XP_033328559.1	XP_001120572.3
OG0004389	XP_033323330.1	XP_392359.2
OG0004390	XP_033325323.1	XP_003250159.1
OG0004391	XP_033340296.1	XP_016772828.1
OG0004392	XP_033329118.1	XP_026301799.1, XP_006570143.1
OG0004394	XP_033333448.1	XP_026298463.1
OG0004395	XP_033326847.1	XP_006562497.2
OG0004396	XP_033331513.1	XP_393683.4
OG0004397	XP_033336670.1, XP_033336671.1	XP_006564997.2
OG0004398	XP_033326441.1	XP_003251005.1
OG0004399	XP_033327563.1	XP_006568121.2
OG0004401	XP_033328952.1	XP_001120698.3
OG0004402	XP_033334541.1	XP_006564331.1
OG0004403	XP_033324497.1	XP_006559849.1
OG0004404	XP_033320775.1	XP_006565424.1
OG0004405	XP_033329846.1	XP_006566841.1, XP_006566842.1, XP_006566843.1
OG0004406	XP_033325886.1, XP_033325889.1, XP_033325885.1	XP_026297848.1
OG0004407	XP_033321914.1	XP_026301553.1
OG0004408	XP_033321072.1	XP_006565417.2
OG0004409	XP_033326786.1	XP_026300082.1
OG0004410	XP_033334243.1	XP_026294851.1
OG0004411	XP_033337393.1	XP_392983.1
OG0004412	XP_033342511.1	XP_006566679.1
OG0004413	XP_033331250.1	XP_003249558.1
OG0004414	XP_033325661.1	XP_003249595.1
OG0004415	XP_033334082.1	XP_026298714.1, XP_026298715.1
OG0004416	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1	XP_624220.2
OG0004417	XP_033325241.1	XP_026296323.1
OG0004418	XP_033325600.1	XP_395573.3
OG0004419	XP_033340085.1	XP_006571527.1
OG0004420	XP_033327110.1	XP_006567240.1
OG0004421	XP_033336105.1	XP_003250695.1
OG0004422	XP_033339233.1	XP_001120836.2
OG0004423	XP_033341905.1	XP_003251860.1
OG0004424	XP_033322280.1	XP_393383.3
OG0004425	XP_033322790.1	XP_026297278.1
OG0004426	XP_033327972.1	XP_001122405.2
OG0004427	XP_033321650.1	XP_395325.3
OG0004428	XP_033325737.1	XP_006566117.2
OG0004430	XP_033339275.1	NP_001229928.1
OG0004431	XP_033324709.1	XP_026301356.1, XP_392068.2
OG0004432	XP_033333014.1	XP_623951.1
OG0004433	XP_033324204.1	XP_006570273.1
OG0004434	XP_033324643.1	XP_006563616.1
OG0004436	XP_033326626.1	XP_623853.1
OG0004437	XP_033336741.1	XP_026298520.1
OG0004438	XP_033336225.1	XP_397318.4
OG0004439	XP_033342142.1	XP_026294788.1
OG0004440	XP_033336223.1	XP_393588.2
OG0004441	XP_033333292.1	XP_001121900.1
OG0004442	XP_033336785.1	XP_003249710.1
OG0004443	XP_033336924.1	NP_001229315.1
OG0004444	XP_033323018.1	XP_006570761.2
OG0004445	XP_033322148.1	XP_395360.3
OG0004446	XP_033333193.1	XP_001120765.2
OG0004447	XP_033332273.1	XP_001121896.2
OG0004448	XP_033338635.1	XP_395047.5
OG0004449	XP_033341987.1	XP_026302274.1
OG0004450	XP_033335516.1	XP_006557827.2
OG0004451	XP_033326039.1	XP_026298959.1
OG0004452	XP_033332415.1	XP_016772643.1
OG0004453	XP_033334142.1	XP_006565976.1
OG0004454	XP_033331396.1	XP_016769783.2
OG0004455	XP_033328184.1	XP_623527.1
OG0004456	XP_033322647.1	XP_396791.3
OG0004457	XP_033330646.1	XP_623755.3
OG0004458	XP_033329068.1	XP_623283.1
OG0004459	XP_033327036.1	XP_016767413.2
OG0004460	XP_033335181.1	XP_395109.3
OG0004461	XP_033323374.1	XP_006564114.1
OG0004462	XP_033330081.1	XP_026299959.1
OG0004463	XP_033328988.1	XP_001120347.3
OG0004464	XP_033330332.1	XP_006568624.2
OG0004465	XP_033328514.1	XP_395864.3
OG0004466	XP_033323921.1	XP_026300803.1
OG0004467	XP_033331223.1	XP_006559772.2
OG0004468	XP_033331176.1, XP_033339890.1	XP_006559768.1
OG0004469	XP_033342601.1	XP_397436.4
OG0004470	XP_033333260.1	XP_623623.2
OG0004471	XP_033324187.1	XP_016767900.1
OG0004472	XP_033326965.1	XP_016767114.1
OG0004473	XP_033325674.1	XP_026299077.1
OG0004474	XP_033324013.1	XP_006560258.1, XP_006560257.1, XP_016771574.1
OG0004475	XP_033333069.1	XP_003249146.1
OG0004477	XP_033341615.1, XP_033341616.1	XP_393237.4
OG0004478	XP_033340090.1	XP_016771939.1
OG0004479	XP_033331199.1, XP_033331200.1, XP_033331197.1	XP_026295413.1
OG0004480	XP_033337052.1	XP_396117.2
OG0004481	XP_033321624.1	XP_026295269.1
OG0004482	XP_033321129.1	XP_625118.2
OG0004483	XP_033342606.1, XP_033342607.1, XP_033342608.1	XP_395618.4
OG0004484	XP_033324084.1, XP_033324076.1	XP_026296856.1, XP_026296857.1
OG0004485	XP_033326938.1	XP_001120391.3
OG0004486	XP_033341555.1	XP_395658.5
OG0004487	XP_033342098.1	XP_006561346.1
OG0004488	XP_033334595.1	XP_003250904.3, XP_026299688.1
OG0004489	XP_033332893.1	XP_006572385.1
OG0004490	XP_033330574.1	XP_395476.1
OG0004491	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1	XP_026295182.1
OG0004492	XP_033337836.1	XP_026301837.1
OG0004493	XP_033336764.1	XP_397168.3
OG0004494	XP_033331593.1	XP_026298908.1
OG0004495	XP_033338410.1	XP_393549.3
OG0004496	XP_033322515.1	XP_392586.4
OG0004497	XP_033339605.1	XP_397138.5
OG0004498	XP_033331696.1	XP_001122971.2
OG0004499	XP_033326514.1	XP_006558396.1
OG0004501	XP_033330150.1	XP_026300382.1
OG0004502	XP_033329364.1	XP_026298019.1
OG0004503	XP_033324256.1	XP_026296542.1
OG0004505	XP_033339026.1, XP_033339027.1	XP_026295520.1
OG0004506	XP_033333002.1	XP_006557279.1
OG0004507	XP_033341488.1	XP_624711.1
OG0004508	XP_033334596.1	XP_026299653.1
OG0004509	XP_033331063.1	XP_001119963.2
OG0004510	XP_033322329.1	XP_006563652.1
OG0004511	XP_033337077.1	XP_394516.2
OG0004512	XP_033338698.1	XP_624102.1
OG0004513	XP_033341076.1	XP_001120188.1
OG0004514	XP_033329899.1	XP_006559075.1
OG0004515	XP_033326967.1	XP_623255.1
OG0004516	XP_033337129.1, XP_033337128.1	XP_395011.2
OG0004517	XP_033341850.1	XP_016773380.1
OG0004518	XP_033327435.1	XP_026298465.1
OG0004519	XP_033334834.1	XP_394838.3
OG0004520	XP_033331409.1	XP_016769851.1
OG0004521	XP_033322669.1	XP_026297233.1
OG0004522	XP_033334974.1, XP_033334975.1	XP_006565519.1
OG0004523	XP_033334826.1	XP_003251558.1
OG0004524	XP_033340222.1, XP_033333527.1	XP_026300671.1, NP_001229386.1
OG0004525	XP_033332457.1	XP_003251908.1
OG0004526	XP_033335449.1	XP_016771036.1
OG0004527	XP_033322028.1	XP_006559828.2, XP_006559827.2
OG0004528	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1	XP_393112.2
OG0004529	XP_033328395.1	XP_396227.5
OG0004530	XP_033337030.1	XP_625214.3
OG0004531	XP_033339700.1	XP_026300359.1, XP_026300358.1, XP_026300357.1
OG0004532	XP_033337495.1	XP_392205.1
OG0004533	XP_033337914.1, XP_033337913.1	XP_006558931.1
OG0004534	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_006563951.2
OG0004535	XP_033334112.1	XP_624261.3
OG0004536	XP_033320977.1	XP_016770018.1, XP_003250168.1
OG0004537	XP_033326963.1	XP_026296057.1
OG0004538	XP_033341948.1	XP_026294818.1
OG0004540	XP_033338742.1	XP_395421.4
OG0004541	XP_033340389.1	XP_006559008.1, XP_003249426.1
OG0004542	XP_033326918.1	XP_026295484.1
OG0004543	XP_033340245.1	XP_006557490.2
OG0004544	XP_033324305.1	XP_392849.4
OG0004545	XP_033332425.1	XP_392671.2
OG0004546	XP_033337832.1	XP_624339.2
