Orthogroup	Megalopta_genalis	Solenopsis_invicta
OG0004055	XP_033325854.1	XP_011163549.1
OG0004056	XP_033333689.1, XP_033328139.1	XP_011166280.2
OG0004058	XP_033341641.1	XP_011169619.1
OG0004059	XP_033332597.1	XP_011157452.1
OG0004060	XP_033338322.1	XP_025991675.1
OG0004061	XP_033328494.1	XP_011168657.1
OG0004062	XP_033323338.1	XP_025990409.1
OG0004063	XP_033322038.1	XP_011159313.1, XP_039304238.1
OG0004064	XP_033332807.1	XP_011164224.2
OG0004065	XP_033320927.1	XP_011165116.3
OG0004066	XP_033330174.1	XP_011161434.1, XP_039310940.1
OG0004067	XP_033329753.1	XP_025987207.2
OG0004068	XP_033342699.1	XP_039308564.1
OG0004069	XP_033325137.1	XP_011155411.1
OG0004071	XP_033335772.1	XP_025988101.1
OG0004072	XP_033335919.1	XP_011165270.1
OG0004073	XP_033324274.1	XP_011168263.1
OG0004074	XP_033340142.1	XP_011169219.1
OG0004075	XP_033336268.1	XP_011175194.1
OG0004076	XP_033334884.1	XP_011170411.1
OG0004077	XP_033341566.1	XP_011159212.1
OG0004078	XP_033335262.1	XP_011155720.1
OG0004079	XP_033329424.1	XP_025996144.1, XP_039302042.1
OG0004080	XP_033341960.1	XP_011159852.1
OG0004081	XP_033342953.1	XP_011169144.2, XP_011169139.2
OG0004082	XP_033332512.1	XP_011162090.2
OG0004083	XP_033335654.1	XP_039309612.1
OG0004084	XP_033342397.1, XP_033342388.1	XP_039314572.1
OG0004085	XP_033339320.1	XP_011161228.1
OG0004086	XP_033321036.1	XP_011174364.1
OG0004087	XP_033324112.1	XP_025995637.1
OG0004088	XP_033323181.1	XP_011169452.1
OG0004089	XP_033320950.1	XP_011168660.2
OG0004090	XP_033324499.1	XP_011162348.1
OG0004091	XP_033332255.1	XP_039309999.1
OG0004093	XP_033342664.1	XP_025995055.1, XP_025995058.1
OG0004094	XP_033331815.1	XP_011169405.1
OG0004095	XP_033341435.1	XP_011169035.1
OG0004096	XP_033321533.1	XP_025993161.1, XP_011155807.2
OG0004097	XP_033340611.1	XP_011166008.1
OG0004098	XP_033333787.1, XP_033333788.1	XP_011155347.1
OG0004099	XP_033324147.1	XP_011165675.1
OG0004100	XP_033335103.1	XP_011156672.1
OG0004101	XP_033327938.1	XP_011166845.1
OG0004102	XP_033322058.1, XP_033322059.1	XP_011170924.1
OG0004103	XP_033327481.1	XP_039313925.1
OG0004105	XP_033332502.1	XP_025990046.2
OG0004106	XP_033323152.1	XP_011163995.1
OG0004107	XP_033328648.1	XP_011165569.2
OG0004109	XP_033328562.1	XP_011158607.1
OG0004110	XP_033336066.1	XP_025996654.1
OG0004111	XP_033322659.1	XP_011156109.1
OG0004112	XP_033330519.1	XP_039303941.1, XP_011168726.1
OG0004113	XP_033321509.1	XP_011158698.1
OG0004114	XP_033331692.1, XP_033331693.1	XP_011160769.1
OG0004116	XP_033336069.1	XP_025990961.2
OG0004117	XP_033331084.1	XP_011175564.1, XP_011175562.1
OG0004118	XP_033339383.1	XP_039306740.1, XP_039307652.1, XP_039313415.1, XP_039301945.1, XP_039309532.1, XP_039309547.1, XP_039315242.1
OG0004119	XP_033332971.1	XP_039310397.1
OG0004120	XP_033327992.1	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1
OG0004121	XP_033325373.1	XP_011167012.1
OG0004122	XP_033323224.1, XP_033323311.1	XP_039309149.1
OG0004123	XP_033341538.1	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1
OG0004124	XP_033330652.1	XP_025987768.1
OG0004126	XP_033336424.1	XP_025991158.1
OG0004127	XP_033331460.1	XP_011159087.1
OG0004128	XP_033332862.1	XP_039307630.1
OG0004129	XP_033327284.1	XP_039313342.1
OG0004130	XP_033341534.1	XP_039314762.1
OG0004131	XP_033339252.1	XP_039304436.1
OG0004132	XP_033332977.1	XP_039309364.1
OG0004133	XP_033334852.1	XP_011167669.2, XP_011167668.2, XP_039312294.1
OG0004135	XP_033333126.1	XP_025993061.1, XP_025993060.1
OG0004136	XP_033322746.1	XP_011156695.1, XP_025991198.1
OG0004137	XP_033327692.1	XP_025990944.2
OG0004138	XP_033329264.1	XP_011160097.1
OG0004139	XP_033336654.1	XP_011157272.1
OG0004140	XP_033341252.1, XP_033341254.1, XP_033341253.1	XP_011171059.1
OG0004141	XP_033326239.1	XP_011164745.1
OG0004142	XP_033321553.1	XP_039305779.1
OG0004143	XP_033325693.1	XP_011168220.1
OG0004144	XP_033326961.1	XP_011163595.1
OG0004145	XP_033328108.1	XP_011155467.2
OG0004146	XP_033330379.1	XP_011166259.1
OG0004147	XP_033328598.1	XP_025985975.1
OG0004148	XP_033342917.1	XP_039305262.1
OG0004149	XP_033325842.1	XP_039308369.1
OG0004150	XP_033322991.1	XP_011162070.1
OG0004151	XP_033325564.1, XP_033325563.1	XP_039311368.1
OG0004152	XP_033330510.1	XP_039308869.1
OG0004152	XP_033330509.1	XP_025988257.2
OG0004153	XP_033339152.1	XP_025988502.2, XP_039304668.1
OG0004154	XP_033341975.1	XP_039303630.1
OG0004155	XP_033332973.1	XP_025991666.2
OG0004156	XP_033324608.1, XP_033324609.1	XP_039315116.1, XP_011164617.2
OG0004158	XP_033325435.1	XP_025993420.1
OG0004159	XP_033333750.1	XP_011175964.1, XP_011175965.1, XP_011175966.1
OG0004160	XP_033339597.1	XP_025985805.1, XP_039308353.1
OG0004161	XP_033332337.1, XP_033332338.1	XP_011171747.1
OG0004162	XP_033338315.1	XP_025993897.1
OG0004164	XP_033332171.1	XP_039312197.1, XP_025989186.1
OG0004165	XP_033321830.1	XP_039311362.1
OG0004166	XP_033321585.1	XP_011168788.1, XP_039310560.1
OG0004167	XP_033341915.1	XP_011176278.2
OG0004168	XP_033321754.1	XP_011159318.1
OG0004169	XP_033323733.1, XP_033323732.1	XP_011160718.1
OG0004170	XP_033329247.1	XP_039303123.1
OG0004171	XP_033326185.1	XP_039311461.1
OG0004172	XP_033338968.1	XP_039303357.1
OG0004173	XP_033340073.1	XP_039309853.1
OG0004174	XP_033337674.1, XP_033337539.1	XP_039302753.1
OG0004175	XP_033334279.1	XP_011169285.2
OG0004176	XP_033338337.1	XP_011170037.2
OG0004177	XP_033321658.1	XP_011168778.1
OG0004179	XP_033336144.1	XP_011170336.1, XP_025992578.1, XP_025992577.1
OG0004181	XP_033334981.1	XP_039312215.1, XP_039312049.1
OG0004182	XP_033334942.1	XP_039313964.1
OG0004183	XP_033340541.1	XP_011157967.1
OG0004184	XP_033324905.1	XP_039310820.1
OG0004185	XP_033324161.1	XP_011156842.1
OG0004186	XP_033328832.1	XP_039308206.1
OG0004187	XP_033336933.1, XP_033336932.1	XP_011164732.1
OG0004188	XP_033322770.1, XP_033322768.1	XP_011175685.1
OG0004189	XP_033330454.1	XP_039308036.1, XP_039308034.1
OG0004190	XP_033337490.1	XP_011164892.1, XP_039303349.1
OG0004191	XP_033331591.1	XP_011159286.1
OG0004192	XP_033330114.1, XP_033330116.1, XP_033330115.1	XP_011168000.1
OG0004194	XP_033334126.1	XP_011158897.1
OG0004195	XP_033327217.1	XP_011170586.1
OG0004196	XP_033323601.1	XP_011166763.1
OG0004197	XP_033339604.1	XP_011171734.2
OG0004198	XP_033340195.1	XP_011160987.1
OG0004199	XP_033332864.1	XP_039310623.1, XP_039310624.1, XP_025987405.1
OG0004201	XP_033331445.1	XP_039312011.1, XP_039312010.1
OG0004202	XP_033340333.1	XP_011156210.1
OG0004203	XP_033339572.1	XP_011166503.2
OG0004204	XP_033338282.1	XP_011166358.2
OG0004205	XP_033332872.1, XP_033332891.1	XP_011161896.1
OG0004206	XP_033331981.1	XP_039309415.1, XP_011157038.1
OG0004207	XP_033337080.1	XP_011175161.1
OG0004209	XP_033340320.1	XP_025992085.1, XP_025992086.1
OG0004211	XP_033324604.1	XP_011173627.2
OG0004212	XP_033340645.1	XP_025994561.1
OG0004213	XP_033324224.1, XP_033324168.1	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1
OG0004214	XP_033333502.1	XP_011158629.1
OG0004215	XP_033340986.1, XP_033340984.1	XP_011160562.1
OG0004216	XP_033339160.1	XP_039312904.1
OG0004217	XP_033323709.1	XP_011175532.1
OG0004218	XP_033341230.1, XP_033341232.1	XP_039303362.1, XP_039303359.1
OG0004219	XP_033340411.1	XP_011168347.1
OG0004220	XP_033335352.1	XP_011158592.3
OG0004222	XP_033325066.1	XP_011161833.1
OG0004223	XP_033337233.1	XP_011159387.2
OG0004224	XP_033331159.1	XP_025988714.1
OG0004225	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1	XP_011167154.1
OG0004227	XP_033323138.1, XP_033323140.1	XP_011163093.1
OG0004229	XP_033329540.1, XP_033329621.1	XP_011158581.1
OG0004230	XP_033336093.1, XP_033336098.1	XP_039306510.1
OG0004231	XP_033341639.1, XP_033341636.1	XP_039313773.1
OG0004232	XP_033341610.1	XP_011165091.1
OG0004233	XP_033341556.1	XP_025993542.1
OG0004234	XP_033334032.1, XP_033334033.1, XP_033334031.1	XP_011170895.1
OG0004235	XP_033338263.1	XP_011163158.2
OG0004237	XP_033322121.1	XP_025994831.1
OG0004238	XP_033334902.1	XP_011173284.1
OG0004239	XP_033323175.1	XP_039305479.1
OG0004240	XP_033333722.1	XP_011167991.1
OG0004241	XP_033340179.1	XP_039311612.1
OG0004242	XP_033328807.1, XP_033328640.1, XP_033328639.1	XP_011163221.1
OG0004244	XP_033326904.1	XP_039313045.1, XP_025987112.2, XP_039313040.1
OG0004245	XP_033332887.1	XP_025995987.1, XP_039302544.1
OG0004246	XP_033327068.1, XP_033327067.1, XP_033342591.1	XP_025990220.1
OG0004247	XP_033336106.1, XP_033336101.1, XP_033339827.1	XP_039308659.1, XP_039308658.1, XP_039308657.1
OG0004248	XP_033332297.1	XP_011168571.2
OG0004249	XP_033324359.1	XP_011159482.1
OG0004250	XP_033333922.1	XP_039304009.1
OG0004251	XP_033334607.1	XP_011163731.1, XP_039310626.1
OG0004252	XP_033325132.1	XP_011171189.1
OG0004253	XP_033341371.1, XP_033341370.1	XP_011172606.1
OG0004254	XP_033338268.1	XP_025988003.2
OG0004255	XP_033336323.1	XP_039314928.1
OG0004256	XP_033339409.1	XP_011155839.1
OG0004257	XP_033332086.1	XP_011170824.2
OG0004258	XP_033327362.1	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1
OG0004259	XP_033328824.1, XP_033328825.1	XP_025994643.1
OG0004260	XP_033338222.1, XP_033338219.1, XP_033338220.1	XP_025986732.1
OG0004261	XP_033326790.1	XP_011167464.1
OG0004262	XP_033322063.1, XP_033322064.1	XP_025987114.1, XP_025987113.1
OG0004263	XP_033336328.1, XP_033336337.1	XP_039305021.1, XP_039305020.1
OG0004264	XP_033329748.1, XP_033329749.1	XP_011157878.2
OG0004265	XP_033324761.1	XP_039314676.1
OG0004267	XP_033325202.1	XP_011165237.1
OG0004271	XP_033336421.1	XP_025992317.2, XP_039312446.1
OG0004275	XP_033339474.1	XP_011167760.1
OG0004276	XP_033333698.1, XP_033333646.1	XP_011156394.1
OG0004277	XP_033325536.1	XP_011167596.1
OG0004278	XP_033333964.1	XP_011159414.1
OG0004279	XP_033338941.1	XP_025992877.1
OG0004280	XP_033333228.1	XP_011162790.1
OG0004281	XP_033328869.1	XP_011165507.3
OG0004282	XP_033329712.1	NP_001291536.1
OG0004283	XP_033339802.1	XP_011158925.1, XP_011170687.2
OG0004284	XP_033326365.1, XP_033325326.1	XP_011159168.2
OG0004285	XP_033328338.1	XP_011170431.1
OG0004286	XP_033341008.1	XP_025991997.1
OG0004287	XP_033332933.1	XP_011171348.1
OG0004288	XP_033341849.1	XP_011160311.1
OG0004289	XP_033335283.1	XP_011174990.1
OG0004290	XP_033336139.1	XP_011160834.1
OG0004291	XP_033322467.1	XP_011159623.1
OG0004292	XP_033331203.1	XP_025988686.1
OG0004293	XP_033329412.1	XP_011161761.1
OG0004294	XP_033341494.1	XP_011164701.1
OG0004296	XP_033339350.1	NP_001291535.1
OG0004297	XP_033321441.1	XP_011159308.2
OG0004298	XP_033325440.1	XP_025991766.1
OG0004299	XP_033332259.1	XP_011162811.1
OG0004300	XP_033322577.1	XP_011173646.1
OG0004301	XP_033324328.1	XP_011175923.1
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_011164490.1
OG0004303	XP_033338153.1	XP_011173353.1
OG0004304	XP_033327167.1	XP_011172794.1
OG0004306	XP_033336559.1	XP_011161319.1
OG0004307	XP_033332554.1, XP_033332553.1	XP_025990223.1
OG0004308	XP_033338882.1, XP_033338883.1	XP_011155369.1
OG0004309	XP_033321502.1, XP_033321501.1	XP_011172070.1, XP_039302724.1
OG0004310	XP_033340181.1, XP_033340180.1	XP_011169536.1
OG0004311	XP_033342951.1	XP_011167419.1
OG0004312	XP_033333144.1	XP_011176213.1
OG0004313	XP_033334336.1	XP_011156843.1
OG0004314	XP_033334921.1	XP_011175481.1
OG0004315	XP_033323797.1	XP_039313436.1
OG0004316	XP_033323977.1	XP_011160667.1
OG0004317	XP_033321198.1, XP_033330901.1	XP_011169758.1
OG0004318	XP_033331201.1, XP_033331202.1	XP_011167420.1
OG0004319	XP_033338827.1	XP_025992547.1
OG0004320	XP_033325664.1	XP_011158298.1
OG0004321	XP_033334017.1	XP_011160296.1
OG0004322	XP_033331586.1	XP_025996169.1
OG0004324	XP_033331702.1	XP_011168737.1
OG0004325	XP_033343107.1, XP_033320760.1	XP_011167787.2
OG0004326	XP_033324072.1	XP_011155658.1
OG0004327	XP_033328072.1	XP_011162645.1
OG0004328	XP_033336349.1	XP_011175958.1
OG0004329	XP_033340657.1	XP_011164160.1
OG0004330	XP_033329413.1	XP_011166161.1
OG0004331	XP_033325613.1, XP_033325614.1	XP_039312186.1
OG0004332	XP_033321551.1	XP_011158918.1
OG0004333	XP_033342753.1	XP_011164566.1
OG0004334	XP_033321536.1	XP_011155808.1
OG0004335	XP_033340866.1	XP_011168535.1
OG0004337	XP_033336294.1	XP_011175185.2
OG0004338	XP_033332711.1	XP_011175918.1
OG0004339	XP_033341728.1	XP_025986876.1
OG0004340	XP_033325903.1	XP_011169576.1
OG0004341	XP_033321766.1	XP_011159269.1
OG0004342	XP_033326824.1	XP_025989004.2
OG0004343	XP_033333847.1	XP_011158059.1
OG0004344	XP_033321625.1	XP_011157561.1
OG0004345	XP_033337449.1	XP_011165075.2
OG0004346	XP_033325794.1	XP_011160509.1
OG0004347	XP_033333696.1	XP_011158052.1
OG0004348	XP_033332506.1	XP_011155402.1, XP_011155403.1
OG0004349	XP_033340220.1	XP_011172971.1
OG0004350	XP_033329270.1	XP_011162606.2
OG0004351	XP_033340144.1	XP_011169220.1
OG0004352	XP_033325784.1	XP_025993434.1
OG0004354	XP_033327727.1, XP_033327736.1	XP_011166851.1
OG0004355	XP_033338010.1, XP_033338011.1	XP_011159672.1
OG0004356	XP_033332919.1	XP_011163720.1
OG0004357	XP_033340869.1	XP_011168541.1
OG0004358	XP_033335005.1	XP_011155962.1
OG0004359	XP_033322427.1	XP_011159163.1
OG0004360	XP_033327986.1	XP_039310609.1, XP_011162634.1
OG0004361	XP_033333459.1	XP_039306298.1, XP_039306297.1
OG0004362	XP_033341633.1	XP_011163937.1
OG0004363	XP_033342782.1	XP_011168050.1
OG0004364	XP_033326968.1, XP_033326966.1	XP_011173448.1
OG0004365	XP_033336399.1, XP_033336400.1	XP_011160867.3
OG0004366	XP_033334262.1	XP_011158666.2
OG0004367	XP_033321366.1	XP_011166171.1
OG0004368	XP_033328073.1	XP_011162649.1
OG0004369	XP_033323577.1	XP_011166769.1
OG0004370	XP_033321552.1	XP_011158745.1
OG0004371	XP_033322761.1, XP_033322758.1, XP_033322759.1	XP_011168028.1
OG0004372	XP_033341848.1	XP_011157803.1
OG0004373	XP_033333658.1	XP_025987089.2
OG0004374	XP_033329922.1	XP_011167279.1
OG0004375	XP_033322586.1	XP_011175577.1
OG0004376	XP_033331267.1	XP_011158201.1, XP_039307158.1
OG0004377	XP_033340909.1	XP_011168524.1
OG0004378	XP_033329642.1	XP_039312560.1, XP_025994146.1, XP_025994144.1
OG0004379	XP_033322541.1	XP_011173472.1
OG0004380	XP_033325338.1	XP_011170800.1
OG0004381	XP_033334437.1	XP_011170090.1, XP_011170088.1
OG0004382	XP_033334606.1	XP_011165974.1
OG0004383	XP_033327476.1	XP_039308163.1
OG0004384	XP_033321125.1	XP_011171821.1
OG0004385	XP_033341596.1	XP_011175281.1
OG0004386	XP_033332560.1, XP_033332558.1	XP_039302032.1
OG0004387	XP_033337641.1	XP_011159528.1
OG0004388	XP_033328560.1, XP_033328559.1	XP_039307715.1, XP_039310233.1
OG0004389	XP_033323330.1	XP_025991586.1
OG0004390	XP_033325323.1	XP_011163163.1
OG0004391	XP_033340296.1	XP_011162978.1, XP_039309542.1
OG0004392	XP_033329118.1	XP_011165811.1
OG0004393	XP_033334833.1, XP_033334679.1, XP_033334678.1	XP_025994963.1, XP_025994964.1
OG0004394	XP_033333448.1	XP_039306930.1
OG0004395	XP_033326847.1	XP_011155442.1
OG0004396	XP_033331513.1	XP_011171282.1
OG0004397	XP_033336670.1, XP_033336671.1	XP_039315694.1
OG0004398	XP_033326441.1	XP_011163824.1
OG0004399	XP_033327563.1	XP_025996001.1
OG0004401	XP_033328952.1	XP_011164976.1
OG0004402	XP_033334541.1	XP_025986957.2
OG0004403	XP_033324497.1	XP_011155452.1, XP_039308802.1
OG0004404	XP_033320775.1	XP_011175503.1
OG0004405	XP_033329846.1	XP_011156989.1
OG0004406	XP_033325886.1, XP_033325889.1, XP_033325885.1	XP_025988639.1
OG0004407	XP_033321914.1	XP_025989611.2
OG0004408	XP_033321072.1	XP_025988093.1
OG0004409	XP_033326786.1	XP_039310539.1
OG0004410	XP_033334243.1	XP_025990670.1, XP_011161046.1
OG0004411	XP_033337393.1	XP_011161010.1
OG0004412	XP_033342511.1	XP_025986105.1
OG0004413	XP_033331250.1	XP_039308509.1
OG0004414	XP_033325661.1	XP_011161695.2
OG0004415	XP_033334082.1	XP_039307262.1
OG0004416	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1	XP_011163051.1
OG0004417	XP_033325241.1	XP_025988619.2
OG0004418	XP_033325600.1	XP_011172442.1
OG0004419	XP_033340085.1	XP_039304889.1
OG0004420	XP_033327110.1	XP_011165627.2
OG0004421	XP_033336105.1	XP_011157351.1
OG0004422	XP_033339233.1	XP_011166474.2
OG0004423	XP_033341905.1	XP_039310197.1
OG0004424	XP_033322280.1	XP_025992955.1
OG0004425	XP_033322790.1	XP_039302251.1
OG0004426	XP_033327972.1	XP_011159423.1
OG0004427	XP_033321650.1	XP_011159910.1
OG0004428	XP_033325737.1	XP_039311638.1
OG0004429	XP_033331101.1	XP_011157697.1
OG0004430	XP_033339275.1	XP_039310268.1
OG0004431	XP_033324709.1	XP_025997187.1, XP_011160792.1
OG0004432	XP_033333014.1	XP_025993998.1
OG0004433	XP_033324204.1	XP_011169606.1
OG0004434	XP_033324643.1	XP_011156787.1
OG0004436	XP_033326626.1	XP_011168013.1
OG0004437	XP_033336741.1	XP_011168642.1
OG0004438	XP_033336225.1	XP_025994124.1, XP_039312555.1
OG0004439	XP_033342142.1	XP_011169286.1
OG0004440	XP_033336223.1	XP_011176217.1
OG0004441	XP_033333292.1	XP_011159753.2
OG0004442	XP_033336786.1, XP_033336785.1	XP_025987729.1
OG0004443	XP_033336924.1	XP_025991714.1
OG0004444	XP_033323018.1	XP_011165306.1
OG0004445	XP_033322148.1	XP_039313251.1, XP_039313250.1
OG0004446	XP_033333193.1	XP_011175214.1
OG0004447	XP_033332273.1	XP_039311770.1, XP_011159130.1
OG0004448	XP_033338635.1	XP_039313730.1, XP_011163392.2
OG0004449	XP_033341987.1	XP_011169297.1, XP_025992247.1
OG0004450	XP_033335516.1	XP_011174938.1
OG0004451	XP_033326039.1	XP_011160755.1
OG0004452	XP_033332415.1	XP_011155407.1
OG0004453	XP_033334142.1	XP_025994892.1, XP_011171190.1
OG0004454	XP_033331396.1	XP_011171833.1
OG0004455	XP_033328184.1	XP_011167793.1
OG0004456	XP_033322647.1	XP_011164235.1, XP_039315653.1
OG0004457	XP_033330646.1	XP_011176070.1
OG0004458	XP_033329068.1	XP_025991195.2
OG0004459	XP_033327036.1	XP_011165110.1
OG0004460	XP_033335181.1	XP_011169587.1, XP_025989829.1
OG0004461	XP_033323374.1	XP_011156661.1
OG0004462	XP_033330081.1	XP_011161260.2
OG0004463	XP_033328988.1	XP_011156259.1
OG0004464	XP_033330332.1	XP_011172392.1, XP_025993072.1
OG0004465	XP_033328514.1	XP_011161574.1
OG0004466	XP_033323921.1	XP_039301978.1
OG0004467	XP_033331223.1	XP_039312250.1
OG0004468	XP_033331176.1, XP_033339890.1	XP_025988602.1, XP_025988603.1, XP_025988604.1
OG0004469	XP_033342601.1	XP_011164113.1
OG0004470	XP_033333260.1	XP_011159822.1
OG0004471	XP_033324187.1	XP_011155652.1
OG0004472	XP_033326965.1	XP_011173560.1
OG0004473	XP_033325674.1	XP_025990394.2
OG0004475	XP_033333069.1	XP_025995792.1
OG0004476	XP_033342786.1, XP_033342785.1, XP_033342784.1	XP_025992347.1
OG0004477	XP_033341615.1, XP_033341616.1	XP_011165153.1
OG0004478	XP_033340090.1	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1
OG0004479	XP_033331199.1, XP_033331200.1, XP_033331197.1	XP_039305554.1
OG0004480	XP_033337052.1	XP_011173497.2
OG0004481	XP_033321624.1	XP_039313549.1
OG0004482	XP_033321129.1	XP_011171822.1
OG0004483	XP_033342606.1, XP_033342607.1, XP_033342608.1	XP_011156694.1
OG0004484	XP_033324084.1, XP_033324076.1	XP_025990224.1
OG0004485	XP_033326938.1	XP_039301988.1
OG0004486	XP_033341555.1	XP_011165368.1
OG0004487	XP_033342098.1	XP_025988059.1
OG0004488	XP_033334595.1	XP_039312602.1, XP_039312603.1, XP_025993785.1
OG0004489	XP_033332893.1	XP_025989731.2
OG0004491	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1	XP_011164076.2
OG0004492	XP_033337836.1	XP_011159417.1
OG0004493	XP_033336764.1	XP_011157745.1
OG0004494	XP_033331593.1	XP_011170790.2
OG0004495	XP_033338410.1	XP_011166360.1
OG0004496	XP_033322515.1	XP_011160034.1
OG0004497	XP_033339605.1	XP_011164846.2
OG0004498	XP_033331696.1	XP_011160775.2
OG0004499	XP_033326514.1	XP_039303729.1
OG0004501	XP_033330150.1	XP_011161447.1
OG0004502	XP_033329364.1	XP_011166154.1
OG0004503	XP_033324256.1	XP_025987761.2
OG0004505	XP_033339026.1, XP_033339027.1	XP_039303746.1, XP_011159359.1
OG0004506	XP_033333002.1	XP_011164825.1
OG0004507	XP_033341488.1	XP_011172604.1
OG0004508	XP_033334596.1	XP_011156054.2
OG0004509	XP_033331063.1	XP_011172425.1
OG0004510	XP_033322329.1	XP_011160616.2
OG0004511	XP_033337077.1	XP_039305929.1
OG0004512	XP_033338698.1	XP_011175937.1
OG0004513	XP_033341076.1	XP_011175939.1
OG0004514	XP_033329899.1	XP_011172467.1
OG0004515	XP_033326967.1	XP_011159946.1
OG0004516	XP_033337129.1, XP_033337128.1	XP_039310704.1
OG0004517	XP_033341850.1, XP_033342108.1	XP_011164377.1
OG0004518	XP_033327435.1	XP_011175510.2
OG0004519	XP_033334834.1	XP_011161275.1
OG0004520	XP_033331409.1	XP_011171294.1
OG0004521	XP_033322669.1	XP_011166832.1
OG0004522	XP_033334974.1, XP_033334975.1	XP_025986960.2
OG0004523	XP_033334826.1	XP_039308101.1
OG0004524	XP_033340222.1, XP_033333527.1	XP_011176374.1
OG0004525	XP_033332457.1	XP_025986872.1
OG0004526	XP_033335449.1	XP_025990593.2
OG0004527	XP_033322028.1	XP_025987065.2
OG0004528	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1	XP_011166188.1
OG0004529	XP_033328395.1	XP_025990753.1
OG0004530	XP_033337030.1	XP_011162129.1, XP_039314279.1, XP_039314285.1
OG0004531	XP_033339700.1	XP_011168688.1
OG0004532	XP_033337495.1	XP_011167132.1
OG0004533	XP_033337914.1, XP_033337913.1	XP_011164362.1
OG0004534	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_039302696.1
OG0004535	XP_033334112.1	XP_025994890.1
OG0004536	XP_033320977.1	XP_011161241.1
OG0004537	XP_033326963.1	XP_025987624.1
OG0004538	XP_033341948.1	XP_011158693.2
OG0004540	XP_033338742.1	XP_011170514.1
OG0004541	XP_033340389.1	XP_011164464.2
OG0004542	XP_033326918.1	XP_025995789.1
OG0004543	XP_033340245.1	XP_025997266.1
OG0004544	XP_033324305.1	XP_011170310.1
OG0004545	XP_033332425.1	XP_025997433.1
OG0004546	XP_033337832.1	XP_011165149.1
OG0004547	XP_033339224.1	XP_039302365.1
OG0004548	XP_033321884.1	XP_039307310.1
OG0004549	XP_033334060.1	XP_011176188.1
OG0004550	XP_033331358.1	XP_039302207.1
OG0004551	XP_033337297.1	XP_011162543.1
OG0004552	XP_033333070.1	XP_011169318.1
OG0004553	XP_033323800.1	XP_011166470.1, XP_011166469.1
OG0004554	XP_033334246.1	XP_011158006.2, XP_039310981.1
OG0004555	XP_033328254.1, XP_033328255.1, XP_033328256.1	XP_011160079.1
OG0004556	XP_033331769.1	XP_011166120.2
OG0004558	XP_033339217.1	XP_011161887.2
OG0004559	XP_033334486.1	XP_011172821.1
OG0004560	XP_033337800.1	XP_011175838.2
OG0004561	XP_033342468.1	XP_011167670.1
OG0004562	XP_033334478.1	XP_011162497.1
OG0004563	XP_033327981.1	XP_011159864.1
OG0004564	XP_033332746.1	XP_011170096.2
OG0004565	XP_033334208.1	XP_011162923.1
OG0004566	XP_033334554.1	XP_011163400.1
OG0004567	XP_033322912.1	XP_011165567.1
OG0004568	XP_033334311.1	XP_011166483.1
OG0004569	XP_033331404.1	XP_011164461.1, XP_025996462.1
OG0004570	XP_033321499.1	XP_039310193.1, XP_011162473.1
OG0004571	XP_033340629.1	XP_011165032.2
OG0004573	XP_033322344.1	XP_011161782.2
OG0004574	XP_033320814.1	XP_011175668.1
OG0004575	XP_033334801.1, XP_033334810.1	XP_025986656.2
OG0004576	XP_033321924.1, XP_033321950.1	XP_011173072.2
OG0004577	XP_033335376.1	XP_025990621.1
OG0004578	XP_033328265.1	XP_011172292.1
OG0004579	XP_033323669.1	XP_011167034.1
OG0004580	XP_033334473.1	XP_011161300.1, XP_011161299.1
OG0004581	XP_033341699.1	XP_011167392.1
OG0004582	XP_033325120.1	XP_011171933.2
OG0004583	XP_033324787.1, XP_033324786.1	XP_011156722.1
OG0004584	XP_033327675.1	XP_011156744.1
OG0004585	XP_033322911.1	XP_011173644.1
OG0004586	XP_033325663.1	XP_011160188.1
OG0004587	XP_033327290.1	XP_011166938.1
OG0004589	XP_033328176.1, XP_033328177.1	XP_011160464.1
OG0004590	XP_033334255.1	XP_011158542.1
OG0004591	XP_033337727.1	XP_025990456.1, XP_025990454.1
OG0004592	XP_033324579.1	XP_025986378.1
OG0004593	XP_033340274.1	XP_011173606.1
OG0004594	XP_033321420.1	XP_011162067.1
OG0004596	XP_033324975.1	XP_039314217.1
OG0004597	XP_033342433.1	XP_011168192.1, XP_039312754.1
OG0004598	XP_033325164.1	XP_011168404.1
OG0004599	XP_033330347.1	XP_025994300.2, XP_011169169.2
OG0004600	XP_033334376.1	XP_039307246.1
OG0004601	XP_033325711.1	XP_011170958.1
OG0004602	XP_033325746.1	XP_011169541.2
