Orthogroup	Megalopta_genalis	Bombyx_mori
OG0002977	XP_033329523.1	XP_021204306.1
OG0002979	XP_033331850.1	NP_001037378.1
OG0002981	XP_033321126.1	XP_021208504.1, NP_001040138.1
OG0002982	XP_033340786.1, XP_033340785.1	XP_004929872.2
OG0002983	XP_033337851.1	XP_021206249.2
OG0002984	XP_033340998.1	XP_004930383.1
OG0002985	XP_033334093.1	XP_012551699.1
OG0002986	XP_033321956.1	NP_001037087.1
OG0002987	XP_033336937.1, XP_033336936.1	XP_004929447.1
OG0002988	XP_033324405.1, XP_033324407.1	XP_012551611.1
OG0002989	XP_033327805.1	XP_004926806.1
OG0002990	XP_033333537.1	XP_012551547.2
OG0002991	XP_033326088.1	XP_004930882.2
OG0002992	XP_033337718.1	XP_021206880.2
OG0002993	XP_033341167.1	XP_037877756.1
OG0002996	XP_033327334.1	XP_037866744.1
OG0002997	XP_033342762.1	NP_001037388.1
OG0002998	XP_033340621.1	XP_021207678.1, NP_001166196.1
OG0002999	XP_033331810.1	XP_012549232.1
OG0003000	XP_033331615.1	XP_012548202.1
OG0003001	XP_033332423.1	NP_001037016.1
OG0003002	XP_033321106.1	XP_021202386.2
OG0003003	XP_033334227.1	XP_037871438.1, XP_037871436.1
OG0003004	XP_033337098.1, XP_033337101.1, XP_033337100.1	XP_004928965.1
OG0003005	XP_033328250.1	XP_012551065.1, NP_001037019.1
OG0003006	XP_033335719.1	XP_004931528.2
OG0003007	XP_033340360.1	XP_021207165.1
OG0003008	XP_033337228.1	XP_004924560.2
OG0003009	XP_033337579.1	XP_012544782.1, NP_001166610.1
OG0003010	XP_033337421.1	XP_037868288.1, XP_037868289.1
OG0003011	XP_033322553.1	XP_004924085.1
OG0003012	XP_033336504.1, XP_033343070.1	NP_001040160.1
OG0003013	XP_033332911.1	XP_004932942.1
OG0003014	XP_033324441.1	XP_012547026.1
OG0003015	XP_033337168.1	XP_012544843.2
OG0003016	XP_033336792.1	XP_012543905.1, XP_004923875.1, XP_012543906.1
OG0003017	XP_033342825.1	XP_004932098.1
OG0003018	XP_033321649.1, XP_033321648.1	XP_021202483.2, XP_004924405.2
OG0003019	XP_033337881.1	XP_004927078.1
OG0003020	XP_033321603.1	XP_004932186.1
OG0003021	XP_033336140.1	XP_004925716.1, XP_012545464.1
OG0003022	XP_033333124.1	XP_037873964.1
OG0003023	XP_033331722.1	XP_004929163.1
OG0003024	XP_033335885.1	XP_004926410.2
OG0003025	XP_033321909.1	NP_001040402.1
OG0003026	XP_033340547.1, XP_033340548.1	XP_004932642.1
OG0003027	XP_033327262.1	XP_037874911.1
OG0003028	XP_033338352.1	XP_037866900.1
OG0003029	XP_033328887.1	XP_004930764.1
OG0003030	XP_033322942.1	XP_004922109.1
OG0003031	XP_033335668.1, XP_033336340.1, XP_033339851.1	NP_001036934.1
OG0003032	XP_033322348.1	NP_001103763.1, XP_037876462.1, XP_004927742.1
OG0003033	XP_033340340.1, XP_033340339.1	XP_004922255.1
OG0003034	XP_033328805.1, XP_033339939.1	XP_004925115.2
OG0003035	XP_033326343.1	XP_004925992.1
OG0003036	XP_033335800.1	XP_004932541.2, XP_004932542.2
OG0003037	XP_033331262.1, XP_033331260.1, XP_033331261.1	XP_037867851.1, XP_012550364.2
OG0003038	XP_033332017.1	XP_004931007.1, XP_021206758.1, XP_021206761.1, XP_021206760.1, XP_021206759.1, XP_012550001.1
OG0003039	XP_033335264.1	XP_004921971.2, XP_037877264.1
OG0003040	XP_033325306.1	XP_004925272.1
OG0003041	XP_033328633.1	XP_004923161.2
OG0003042	XP_033338935.1	XP_037875432.1
OG0003043	XP_033337632.1	XP_037870766.1
OG0003044	XP_033328652.1	XP_037867730.1
OG0003045	XP_033330288.1	XP_012549136.1
OG0003046	XP_033329020.1	XP_004923669.2
OG0003047	XP_033326831.1	XP_012546494.1
OG0003048	XP_033343091.1, XP_033343092.1	XP_004929655.1
OG0003049	XP_033328379.1	XP_021206028.1, XP_004929841.1
OG0003051	XP_033336983.1	XP_037874002.1
OG0003052	XP_033340535.1	XP_004929464.1
OG0003053	XP_033339297.1	NP_001182394.1
OG0003054	XP_033321362.1	XP_004925905.1
OG0003055	XP_033327493.1	XP_004921972.2
OG0003056	XP_033326883.1, XP_033326884.1, XP_033326886.1	XP_037874368.1
OG0003057	XP_033322034.1	XP_004924850.1
OG0003058	XP_033340132.1, XP_033340125.1, XP_033340141.1	XP_004928283.1
OG0003059	XP_033324342.1	XP_004927772.1
OG0003060	XP_033335676.1	NP_001040245.1
OG0003061	XP_033326377.1, XP_033326387.1, XP_033326368.1	XP_037875551.1
OG0003062	XP_033328378.1	XP_004923116.1
OG0003064	XP_033336904.1	XP_004931556.1
OG0003065	XP_033331241.1	NP_001036921.1
OG0003066	XP_033340409.1	XP_004929914.1
OG0003067	XP_033335009.1, XP_033335008.1	XP_004928246.1
OG0003068	XP_033324930.1	XP_004925128.1
OG0003069	XP_033335074.1	XP_004922172.1
OG0003070	XP_033321132.1	XP_037866976.1
OG0003071	XP_033324134.1	XP_004933776.2
OG0003072	XP_033341598.1	XP_037876646.1
OG0003073	XP_033326797.1	NP_001040239.1, XP_037875048.1
OG0003074	XP_033340512.1, XP_033340513.1	XP_012550969.1
OG0003075	XP_033328748.1	XP_037875655.1, XP_037875654.1
OG0003076	XP_033326732.1	XP_012550361.1, XP_021207104.1
OG0003077	XP_033338812.1	XP_004931955.2, XP_037875032.1
OG0003078	XP_033338630.1, XP_033338629.1	XP_004928710.2
OG0003079	XP_033336102.1	XP_012550596.1, XP_004931755.1
OG0003080	XP_033325861.1	XP_004928870.1
OG0003081	XP_033328736.1	XP_004933552.1
OG0003082	XP_033322026.1, XP_033322027.1	XP_004928557.1
OG0003083	XP_033331079.1, XP_033331078.1	XP_037874461.1, XP_021205872.1
OG0003084	XP_033336987.1	XP_012543958.2
OG0003085	XP_033326579.1	XP_021205801.2
OG0003086	XP_033336554.1	XP_004927192.1
OG0003087	XP_033322801.1, XP_033322800.1	XP_012546855.2
OG0003088	XP_033327810.1	XP_021202297.2
OG0003089	XP_033336068.1	XP_012551303.2, XP_021207804.1
OG0003090	XP_033323862.1	XP_004921950.1
OG0003091	XP_033329101.1	XP_037874464.1
OG0003092	XP_033323654.1	XP_004933572.1
OG0003094	XP_033332388.1	XP_004928300.1
OG0003095	XP_033329687.1	XP_037870444.1, XP_037870445.1
OG0003096	XP_033337953.1	XP_004922733.1
OG0003097	XP_033327253.1	XP_037872561.1, NP_001296539.1
OG0003098	XP_033324167.1, XP_033324166.1	XP_012549803.3
OG0003099	XP_033341752.1, XP_033341751.1	NP_001136443.1, XP_012548051.2
OG0003100	XP_033330605.1	XP_004928359.1, XP_004928358.1, XP_004928357.1, XP_004928356.1
OG0003101	XP_033329362.1	NP_001182006.1
OG0003102	XP_033340010.1	XP_037874838.1, XP_004924809.1
OG0003103	XP_033322983.1	XP_012549040.1
OG0003104	XP_033324516.1, XP_033324518.1, XP_033324515.1	XP_021206990.1
OG0003106	XP_033329650.1	XP_021202969.1
OG0003107	XP_033342979.1	XP_004929285.1
OG0003109	XP_033323054.1	XP_021207877.2
OG0003110	XP_033340810.1	XP_037869905.1
OG0003111	XP_033331941.1	XP_037867940.1
OG0003112	XP_033337514.1, XP_033337515.1, XP_033337516.1	XP_012553028.2, XP_037869423.1
OG0003114	XP_033333306.1, XP_033333305.1	XP_012552039.2
OG0003115	XP_033326942.1, XP_033326949.1	XP_012545700.1, XP_037873993.1, XP_037873988.1
OG0003116	XP_033331782.1	XP_004928522.1
OG0003118	XP_033334560.1	XP_021206795.1
OG0003119	XP_033325449.1	XP_004923354.2
OG0003120	XP_033341879.1	XP_012547295.1
OG0003121	XP_033324842.1, XP_033324841.1	XP_004931411.1
OG0003122	XP_033341727.1, XP_033341726.1	XP_037866475.1
OG0003123	XP_033338920.1	XP_004923957.1
OG0003124	XP_033329888.1, XP_033329889.1	NP_001040493.1
OG0003125	XP_033331607.1, XP_033331608.1	XP_037873120.1
OG0003126	XP_033341339.1	XP_004924357.2
OG0003127	XP_033327845.1	XP_037872244.1
OG0003128	XP_033341132.1	XP_012551474.1
OG0003130	XP_033337281.1	XP_037875821.1
OG0003131	XP_033321173.1, XP_033321172.1, XP_033321171.1	XP_037875443.1
OG0003132	XP_033337923.1	XP_037872494.1, XP_037872481.1
OG0003133	XP_033331361.1	XP_021209107.2
OG0003134	XP_033331971.1	XP_004931919.2, XP_004931918.2, XP_037874695.1
OG0003135	XP_033329478.1	XP_004926879.1
OG0003136	XP_033336216.1	XP_012544301.1
OG0003137	XP_033330902.1	XP_037866618.1
OG0003138	XP_033339028.1	XP_037871603.1
OG0003139	XP_033342192.1	XP_004926636.1
OG0003142	XP_033323324.1	XP_021208400.1
OG0003143	XP_033339288.1, XP_033339292.1, XP_033339290.1, XP_033339291.1, XP_033339289.1	XP_004931524.2
OG0003144	XP_033325788.1	XP_012547709.1, NP_001124368.1
OG0003145	XP_033336996.1	XP_037870759.1
OG0003146	XP_033336759.1	XP_004922937.1
OG0003147	XP_033333158.1	XP_037869090.1
OG0003148	XP_033337550.1	XP_004927743.1
OG0003149	XP_033341203.1, XP_033341201.1, XP_033341200.1, XP_033341202.1	XP_004926554.1
OG0003150	XP_033334038.1	XP_012544458.1
OG0003151	XP_033338962.1, XP_033338961.1	XP_012545645.1, XP_004925941.1
OG0003152	XP_033340496.1, XP_033340501.1	XP_012544664.1, NP_001040181.1
OG0003153	XP_033326312.1, XP_033334567.1	XP_012549218.2
OG0003154	XP_033339874.1, XP_033330593.1	XP_037866916.1, XP_037866927.1
OG0003155	XP_033332749.1	XP_004921902.1, XP_037876262.1
OG0003156	XP_033334322.1	XP_037867608.1, XP_021201879.1
OG0003159	XP_033322915.1	XP_012550949.2
OG0003160	XP_033335696.1	XP_004921993.2
OG0003161	XP_033338998.1, XP_033338997.1	XP_037871592.1
OG0003162	XP_033339039.1	XP_004928657.1
OG0003163	XP_033341447.1	XP_021208350.1, XP_021208349.1
OG0003164	XP_033336860.1	XP_037867437.1
OG0003165	XP_033331244.1	XP_004930387.2
OG0003166	XP_033341754.1	XP_004927856.1
OG0003167	XP_033326611.1	XP_037870379.1
OG0003168	XP_033325390.1	XP_012552852.2, XP_021209007.2
OG0003169	XP_033321527.1	NP_001040485.1
OG0003171	XP_033340383.1	NP_001296547.1, XP_037872560.1, XP_012545562.1, NP_001266377.1
OG0003172	XP_033323602.1, XP_033323603.1, XP_033342194.1	NP_001184180.1, XP_037873785.1
OG0003173	XP_033337311.1	XP_004932362.1
OG0003174	XP_033334277.1	XP_004924908.2
OG0003175	XP_033333840.1	NP_001233147.1
OG0003176	XP_033324040.1	XP_037872956.1
OG0003177	XP_033331969.1	XP_004929411.1
OG0003178	XP_033342425.1, XP_033342429.1	XP_012550047.1
OG0003179	XP_033340939.1	XP_037871470.1
OG0003181	XP_033326843.1	XP_037869874.1, XP_037869873.1
OG0003182	XP_033340187.1, XP_033340186.1	XP_037875843.1
OG0003183	XP_033338840.1	XP_012544289.1, NP_001040171.1
OG0003185	XP_033329420.1	XP_037869005.1
OG0003186	XP_033339993.1	XP_037873597.1
OG0003187	XP_033323801.1	XP_037870642.1
OG0003188	XP_033326085.1	XP_012545834.1
OG0003189	XP_033330191.1	XP_037866448.1, XP_037866449.1, XP_004929212.4
OG0003190	XP_033327031.1	XP_037869394.1
OG0003191	XP_033333224.1	XP_004923649.1
OG0003192	XP_033339486.1	XP_037875971.1, XP_037875962.1
OG0003193	XP_033325616.1, XP_033325615.1	XP_004931651.2
OG0003194	XP_033331488.1	XP_012547552.1
OG0003195	XP_033342954.1, XP_033343018.1, XP_033342722.1	XP_037876321.1
OG0003197	XP_033321409.1	XP_037872723.1
OG0003198	XP_033337924.1	XP_012550321.1, XP_004922413.1
OG0003199	XP_033326422.1	XP_021208969.1
OG0003200	XP_033334314.1	XP_037868437.1
OG0003201	XP_033338094.1	XP_037875274.1
OG0003203	XP_033328122.1, XP_033328123.1, XP_033328124.1, XP_033328125.1	XP_012552965.2
OG0003204	XP_033322970.1	XP_004933010.1
OG0003205	XP_033330219.1	XP_021201981.2
OG0003206	XP_033324580.1	NP_001091748.1, XP_037876464.1
OG0003207	XP_033324968.1	XP_037868891.1
OG0003208	XP_033334139.1	XP_004930698.1, XP_004927786.2
OG0003209	XP_033338493.1	XP_037867919.1, XP_021207101.1
OG0003211	XP_033321216.1	XP_021202515.1
OG0003212	XP_033321487.1	XP_037875814.1, XP_004924921.1, XP_021202786.1, XP_021202787.1
OG0003213	XP_033330167.1	XP_037876624.1
OG0003214	XP_033334691.1	XP_004928450.1
OG0003215	XP_033342225.1, XP_033342223.1, XP_033342226.1	NP_001274773.1
OG0003217	XP_033327732.1	XP_012545219.1
OG0003218	XP_033327335.1	XP_004931278.1, XP_037873301.1
OG0003219	XP_033331987.1	NP_001040541.1
OG0003221	XP_033341000.1	XP_012546851.2
OG0003222	XP_033323872.1	XP_004921630.1
OG0003223	XP_033330207.1	NP_001037542.1
OG0003225	XP_033326712.1	XP_021208482.1
OG0003226	XP_033336266.1	XP_037874021.1
OG0003227	XP_033336439.1, XP_033336440.1	XP_004927921.2
OG0003228	XP_033324495.1	XP_037867781.1, XP_012545108.1
OG0003229	XP_033338581.1, XP_033338580.1	XP_004929933.1, XP_004929932.1
OG0003230	XP_033331610.1	XP_004925966.1
OG0003231	XP_033323954.1	XP_037872753.1
OG0003232	XP_033342944.1	XP_004931841.2
OG0003234	XP_033323442.1	XP_012553247.1
OG0003235	XP_033330373.1	XP_037866600.1, XP_012548327.1
OG0003237	XP_033329776.1	XP_021202220.2
OG0003238	XP_033332655.1	XP_004923243.1
OG0003239	XP_033336329.1, XP_033336330.1	XP_012550748.2
OG0003241	XP_033342080.1	XP_037876875.1, XP_037877386.1
OG0003242	XP_033325001.1	XP_004924799.1
OG0003243	XP_033325986.1, XP_033325980.1	XP_004929265.1
OG0003244	XP_033328586.1	XP_012548587.1
OG0003245	XP_033335072.1	XP_037866474.1
OG0003246	XP_033338849.1, XP_033338850.1	XP_021203780.1
OG0003247	XP_033333555.1	XP_004927020.1
OG0003248	XP_033338838.1, XP_033338865.1	NP_001037353.1
OG0003249	XP_033324313.1	XP_037876144.1
OG0003256	XP_033337964.1, XP_033337963.1	XP_004932479.1
OG0003257	XP_033328890.1	XP_004930864.4
OG0003258	XP_033337428.1, XP_033337424.1, XP_033337425.1, XP_033337427.1	XP_004929627.1
OG0003259	XP_033337318.1, XP_033337316.1, XP_033337317.1	XP_004926019.1
OG0003262	XP_033337156.1	NP_001037410.1
OG0003263	XP_033333514.1	XP_004926298.1
OG0003264	XP_033335987.1	XP_037875942.1, NP_001040450.1, XP_037868917.1
OG0003265	XP_033327787.1, XP_033327756.1	XP_004930738.1
OG0003266	XP_033327133.1	NP_001040412.1, XP_021206931.1
OG0003267	XP_033338995.1	NP_001128193.1
OG0003268	XP_033322802.1	XP_004922824.1
OG0003269	XP_033322918.1	XP_004921737.1
OG0003270	XP_033341045.1	XP_012547703.1, NP_001103823.1
OG0003271	XP_033329259.1	XP_004932931.1
OG0003272	XP_033321738.1	XP_037869057.1, NP_001037570.1
OG0003273	XP_033330620.1	NP_001040540.1
OG0003274	XP_033338370.1, XP_033339831.1	XP_037876158.1
OG0003275	XP_033339681.1, XP_033339678.1, XP_033339680.1	NP_001037598.1
OG0003276	XP_033337866.1, XP_033337816.1	XP_037867933.1, XP_037867936.1
OG0003277	XP_033333960.1	XP_004928493.1
OG0003278	XP_033325452.1, XP_033325451.1, XP_033325450.1	XP_037868226.1
OG0003279	XP_033340378.1, XP_033340379.1	XP_037870022.1
OG0003280	XP_033334066.1	XP_037874925.1, XP_037874926.1
OG0003281	XP_033332252.1	NP_001040126.1
OG0003282	XP_033342533.1	XP_004932115.2
OG0003283	XP_033321442.1	XP_004926038.1
OG0003284	XP_033330238.1	NP_001037237.1
OG0003285	XP_033324138.1	NP_001037217.1
OG0003286	XP_033335209.1	XP_004922012.1
OG0003287	XP_033326684.1	XP_004926809.1
OG0003288	XP_033324315.1	XP_037876243.1, XP_037876244.1
OG0003289	XP_033330360.1	XP_012548296.1, NP_001165397.1
OG0003290	XP_033320762.1, XP_033320761.1	NP_001091804.1, XP_012543761.1
OG0003291	XP_033323381.1	XP_037871215.1
OG0003292	XP_033322725.1, XP_033328285.1	NP_001040433.1
OG0003293	XP_033339111.1	NP_001091775.1
OG0003294	XP_033331269.1	XP_004932696.1
OG0003295	XP_033340280.1	NP_001036860.1
OG0003296	XP_033340748.1	XP_004924411.2, XP_012544310.2
OG0003298	XP_033329172.1	XP_004930918.1
OG0003299	XP_033327026.1	NP_001037648.1
OG0003300	XP_033327220.1	XP_004929399.1, XP_004929401.1, XP_012548547.1, XP_004929400.1
OG0003301	XP_033337537.1	NP_001091825.1
OG0003302	XP_033336672.1, XP_033336673.1	XP_004933264.1
OG0003303	XP_033325150.1	XP_037872563.1, NP_001036975.1
OG0003304	XP_033327069.1	XP_037868694.1, XP_037868657.1
OG0003305	XP_033337804.1, XP_033337805.1	XP_004926448.2
OG0003307	XP_033325378.1	NP_001040153.1
OG0003308	XP_033338440.1	XP_004932689.1
OG0003309	XP_033334307.1	NP_001036853.1, XP_012549118.1
OG0003311	XP_033339017.1	NP_001040418.1
OG0003312	XP_033337844.1	NP_001091803.1
OG0003313	XP_033330172.1	XP_037877667.1, NP_001040500.1
OG0003315	XP_033323402.1	XP_037873035.1
OG0003316	XP_033330504.1	XP_004927158.2
OG0003317	XP_033336880.1	NP_001040179.1
OG0003318	XP_033331095.1	XP_004932635.1
OG0003319	XP_033322780.1	XP_037870283.1
OG0003320	XP_033331405.1	NP_001040255.1
OG0003321	XP_033321960.1, XP_033321963.1, XP_033321961.1, XP_033321962.1	XP_012548733.1
OG0003322	XP_033334422.1	XP_012545885.1, XP_012545884.1, XP_012545886.1
OG0003323	XP_033320975.1, XP_033320976.1	XP_004931515.1
OG0003324	XP_033321654.1	XP_004932002.1
OG0003325	XP_033338234.1	NP_001040360.3, XP_021207540.1
OG0003327	XP_033322152.1, XP_033322151.1	XP_021207615.1
OG0003328	XP_033331370.1, XP_033331369.1	XP_004926897.2
OG0003329	XP_033333375.1	XP_004923800.1
OG0003330	XP_033324918.1	XP_037876943.1
OG0003331	XP_033336918.1, XP_033336920.1	XP_021205727.1
OG0003332	XP_033329251.1	NP_001037548.1, XP_012553271.1
OG0003333	XP_033329581.1	XP_012553403.1
OG0003334	XP_033325906.1	NP_001243977.1
OG0003335	XP_033338715.1	XP_004921565.1
OG0003336	XP_033332890.1	XP_004930603.1
OG0003337	XP_033334077.1	NP_001128675.1, XP_037867296.1
OG0003339	XP_033334094.1	XP_037868284.1, XP_037868285.1
OG0003340	XP_033334480.1	XP_012552772.1
OG0003341	XP_033337103.1	XP_012552031.1
OG0003342	XP_033335729.1	XP_037872627.1
OG0003343	XP_033322327.1	XP_004925213.1
OG0003345	XP_033334851.1	XP_004926152.1
OG0003346	XP_033332452.1	XP_012549559.1
OG0003347	XP_033339824.1, XP_033332386.1, XP_033332385.1, XP_033332341.1, XP_033332410.1	XP_004922585.1
OG0003348	XP_033339798.1, XP_033324892.1	XP_004931522.1
OG0003349	XP_033330989.1	XP_004925131.1
OG0003350	XP_033328182.1, XP_033328183.1	XP_037876025.1, XP_037876024.1
OG0003351	XP_033340966.1	XP_037872765.1, XP_037872766.1, XP_004921990.1
OG0003352	XP_033335941.1	XP_004931589.2
OG0003353	XP_033322580.1	NP_001243929.1, XP_037870655.1
OG0003354	XP_033331712.1	XP_012547657.1
OG0003355	XP_033339177.1	XP_037873750.1
OG0003356	XP_033338811.1	XP_004926336.1
OG0003357	XP_033337230.1	XP_004924579.1
OG0003358	XP_033322024.1	XP_004928555.2
OG0003359	XP_033323734.1, XP_033323735.1, XP_033323736.1	XP_037871218.1
OG0003360	XP_033340151.1	XP_004927854.1
OG0003361	XP_033341927.1	XP_012548532.1, NP_001153672.1
OG0003362	XP_033334510.1	NP_001116822.2
OG0003363	XP_033321542.1	XP_004930699.2
OG0003364	XP_033325704.1	XP_004932559.2
OG0003365	XP_033331280.1	XP_004923647.1
OG0003366	XP_033339206.1	XP_037873300.1, XP_012545316.1, XP_004925606.1
OG0003367	XP_033331003.1	XP_021207078.1
OG0003368	XP_033334434.1	NP_001040473.1, XP_037875582.1, NP_001239349.1
OG0003369	XP_033324352.1	XP_012551184.1
OG0003370	XP_033342074.1, XP_033342071.1, XP_033342073.1	XP_012549068.1
OG0003371	XP_033339331.1	XP_012545023.1, XP_004925184.1
OG0003372	XP_033321656.1, XP_033321657.1	XP_012549195.3
OG0003374	XP_033324393.1	XP_004921855.1
OG0003376	XP_033334209.1	XP_012543835.2
OG0003377	XP_033329844.1, XP_033329845.1	XP_004925437.2
OG0003378	XP_033338646.1	XP_012547388.2, XP_004933172.1
OG0003379	XP_033340001.1	XP_012551872.2
OG0003380	XP_033338603.1, XP_033338602.1	XP_012544283.1
OG0003381	XP_033338223.1	XP_012547403.1
OG0003382	XP_033322394.1	XP_004932650.2
OG0003383	XP_033336227.1	XP_012551292.2
OG0003384	XP_033330244.1	NP_001040345.1
OG0003385	XP_033328789.1	XP_004922392.1
OG0003386	XP_033335968.1, XP_033335966.1	XP_037872968.1, XP_037872960.1, XP_021208393.1
OG0003387	XP_033334148.1	XP_004923819.1
OG0003388	XP_033331546.1	XP_004926778.1
OG0003389	XP_033339127.1	XP_012547904.2, XP_037872099.1, XP_004930096.1
OG0003390	XP_033338465.1	XP_004924554.1
OG0003391	XP_033337676.1	NP_001037005.2
OG0003392	XP_033324834.1	XP_037876583.1
OG0003394	XP_033331229.1	XP_037872831.1
OG0003395	XP_033342175.1	XP_004927977.1
OG0003396	XP_033332034.1	NP_001166784.1
OG0003397	XP_033325068.1, XP_033325069.1	XP_004924567.1, XP_004933905.1
OG0003398	XP_033338027.1	NP_001093319.1
OG0003399	XP_033324049.1	XP_012550017.1
OG0003400	XP_033322051.1	XP_037869265.1
OG0003401	XP_033329134.1	XP_004929674.1
OG0003402	XP_033339790.1, XP_033335669.1, XP_033336345.1, XP_033336346.1	XP_004923164.1
OG0003403	XP_033342386.1	XP_021209096.2, XP_021209089.2
OG0003404	XP_033339948.1, XP_033339949.1, XP_033323168.1	XP_037874486.1
OG0003405	XP_033334248.1	XP_037871358.1
OG0003406	XP_033324233.1	XP_037867643.1, XP_037867631.1
OG0003407	XP_033333546.1	XP_004922649.1
OG0003408	XP_033332357.1	XP_037868876.1, XP_037868877.1
OG0003409	XP_033330458.1	XP_004930345.1
OG0003410	XP_033341012.1	XP_004925830.1
OG0003411	XP_033328528.1	XP_004922409.2
OG0003412	XP_033328450.1, XP_033328451.1	XP_021204256.2
OG0003414	XP_033338679.1	NP_001093305.1
OG0003415	XP_033341897.1, XP_033341900.1, XP_033341901.1, XP_033341898.1, XP_033341899.1	XP_037873667.1
OG0003416	XP_033336435.1	XP_004928023.1
OG0003417	XP_033323493.1	XP_004931696.1
OG0003419	XP_033343057.1	XP_004929717.2
OG0003420	XP_033330469.1, XP_033330468.1	XP_012545519.1, XP_004925780.1, XP_012545518.1
OG0003421	XP_033332907.1	XP_004933417.1
OG0003422	XP_033324697.1	XP_004930225.1
OG0003423	XP_033321906.1, XP_033321907.1	XP_004924881.1
OG0003424	XP_033335405.1, XP_033331481.1	XP_004928483.1
OG0003425	XP_033325680.1	XP_004932658.2
OG0003426	XP_033333986.1	XP_021203256.2, XP_021203255.2
OG0003427	XP_033326889.1	XP_037874488.1
OG0003428	XP_033338871.1	XP_037871417.1
OG0003429	XP_033332661.1	XP_037868100.1
OG0003430	XP_033329197.1, XP_033329203.1	XP_012551357.1
OG0003431	XP_033331806.1	NP_001036922.1, XP_037874254.1
OG0003432	XP_033329665.1	XP_012547178.1
OG0003434	XP_033321772.1, XP_033321771.1, XP_033321770.1	XP_004924847.1
OG0003435	XP_033340991.1	NP_001244267.1, XP_012550378.2
OG0003436	XP_033332075.1	XP_004932809.1
OG0003437	XP_033320832.1	XP_037875684.1, XP_037877263.1
OG0003438	XP_033327989.1	XP_004921818.1, XP_012544894.1
OG0003439	XP_033322082.1	XP_037872285.1
OG0003441	XP_033322445.1	XP_004927784.2
OG0003442	XP_033334649.1	XP_037866515.1, XP_037866516.1
OG0003443	XP_033338039.1	XP_021204365.1, XP_021204367.1, XP_021204366.1, XP_021204368.1
OG0003444	XP_033328708.1, XP_033328537.1	NP_001037085.1, XP_021207029.1
OG0003445	XP_033323957.1	XP_037871019.1
OG0003446	XP_033324538.1	NP_001098694.1, NP_001098696.1
OG0003447	XP_033331599.1, XP_033331598.1	NP_001296546.1, XP_004922011.1
OG0003448	XP_033340415.1	XP_004933026.1
OG0003449	XP_033322986.1	XP_021206165.1
OG0003450	XP_033323086.1	NP_001040542.1
OG0003452	XP_033335440.1	XP_021205053.1
OG0003453	XP_033333792.1	XP_012552434.1, XP_012552430.1
OG0003454	XP_033337693.1	NP_001037059.1
OG0003455	XP_033333141.1, XP_033333142.1, XP_033333143.1	XP_037873852.1
OG0003456	XP_033331970.1	XP_004932145.1
OG0003457	XP_033331647.1	NP_001040394.1
OG0003458	XP_033324684.1	XP_012547359.2, XP_012547357.2
OG0003459	XP_033332395.1, XP_033332396.1	XP_012545982.1, NP_001037674.1
OG0003460	XP_033334207.1	XP_004926473.1
OG0003461	XP_033336145.1	XP_004931839.2
OG0003462	XP_033334597.1	XP_037873712.1, XP_021206608.2
OG0003463	XP_033326000.1	XP_004924684.1
OG0003464	XP_033341327.1	NP_001036997.1
OG0003465	XP_033338576.1, XP_033338587.1	XP_004922169.1
OG0003466	XP_033337487.1, XP_033337488.1, XP_033337485.1, XP_033337486.1	XP_004926531.3
OG0003467	XP_033329337.1, XP_033329338.1	XP_004927141.1
OG0003468	XP_033338663.1	XP_037877566.1, XP_021207394.2
OG0003469	XP_033331133.1	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1
OG0003470	XP_033322900.1	XP_004927777.2
OG0003471	XP_033339092.1, XP_033339090.1	XP_004930371.2
OG0003472	XP_033323240.1, XP_033331188.1	XP_037877856.1
OG0003473	XP_033334968.1	XP_037875053.1
OG0003474	XP_033326543.1, XP_033321475.1	XP_037868743.1
OG0003476	XP_033324619.1	XP_012547078.1, XP_004922070.2
OG0003477	XP_033320924.1, XP_033320925.1	NP_001091822.1
OG0003478	XP_033332634.1	XP_004927649.1
OG0003479	XP_033326020.1	XP_021207253.2
OG0003480	XP_033327761.1	XP_004925542.3
OG0003481	XP_033325786.1	XP_012544254.1
OG0003482	XP_033343102.1, XP_033343105.1, XP_033343104.1, XP_033343103.1	XP_037871232.1
OG0003483	XP_033337223.1, XP_033337224.1	NP_001037010.1
OG0003484	XP_033323779.1	XP_037874376.1
OG0003485	XP_033325437.1	XP_021208538.2
OG0003486	XP_033330671.1, XP_033330672.1	XP_004932951.1
OG0003487	XP_033337338.1	NP_001182384.1
OG0003488	XP_033328230.1	XP_004932663.1
OG0003489	XP_033341228.1	NP_001040318.1, XP_037867815.1
OG0003490	XP_033337459.1, XP_033337460.1	XP_037871305.1
OG0003491	XP_033339715.1	XP_012547173.2
OG0003492	XP_033333227.1	XP_021205517.1
OG0003493	XP_033342779.1, XP_033342780.1	XP_037874692.1
OG0003494	XP_033340046.1, XP_033340047.1	XP_012551801.2
OG0003495	XP_033343087.1	XP_004933065.1
OG0003496	XP_033340934.1, XP_033340935.1, XP_033340896.1	NP_001140197.1, XP_037869524.1
OG0003497	XP_033341103.1	XP_012551388.1
OG0003498	XP_033340165.1	NP_001040497.1
OG0003499	XP_033330659.1	XP_037867924.1
OG0003500	XP_033334464.1	XP_004931538.1
OG0003501	XP_033333975.1	XP_012547360.1, XP_004927893.1
