Orthogroup	Megalopta_genalis	Anopheles_gambiae
OG0003409	XP_033330458.1	XP_310125.4
OG0003410	XP_033341012.1	XP_319290.3
OG0003411	XP_033328528.1	XP_565108.3
OG0003412	XP_033328450.1, XP_033328451.1	XP_003436241.1
OG0003414	XP_033338679.1	XP_320309.4
OG0003416	XP_033336435.1	XP_314563.4
OG0003417	XP_033323493.1	XP_318119.3
OG0003418	XP_033323079.1	XP_553774.3
OG0003419	XP_033343057.1	XP_321964.4
OG0003420	XP_033330469.1, XP_033330468.1	XP_312410.3
OG0003421	XP_033332907.1	XP_316663.4
OG0003422	XP_033324697.1	XP_320576.3, XP_001238263.2
OG0003423	XP_033321906.1, XP_033321907.1	XP_308518.4
OG0003424	XP_033335405.1, XP_033331481.1	XP_310372.3
OG0003425	XP_033325680.1	XP_312411.4
OG0003426	XP_033333986.1	XP_307932.5
OG0003427	XP_033326889.1	XP_311930.4
OG0003428	XP_033338871.1	XP_309328.3
OG0003429	XP_033332661.1	XP_564510.2, XP_308161.4
OG0003430	XP_033329197.1, XP_033329203.1	XP_309319.4
OG0003431	XP_033331806.1	XP_322064.4
OG0003432	XP_033329665.1	XP_308098.4
OG0003435	XP_033340991.1	XP_315335.4
OG0003436	XP_033332075.1	XP_311022.5
OG0003437	XP_033320832.1	XP_318197.4
OG0003438	XP_033327989.1	XP_311140.4
OG0003439	XP_033322082.1	XP_313565.4
OG0003441	XP_033322445.1	XP_558128.3
OG0003442	XP_033334649.1	XP_309769.4
OG0003444	XP_033328708.1, XP_033328537.1	XP_319704.4
OG0003445	XP_033323957.1	XP_318322.5
OG0003446	XP_033324538.1	XP_001688970.1
OG0003447	XP_033331599.1, XP_033331598.1	XP_312147.2
OG0003448	XP_033340415.1	XP_314324.4
OG0003449	XP_033322986.1	XP_308386.4, XP_001687912.1
OG0003450	XP_033323086.1	XP_003436452.1, XP_314250.3
OG0003452	XP_033335440.1	XP_312883.4
OG0003453	XP_033333792.1	XP_321941.1
OG0003454	XP_033337693.1	XP_309748.2
OG0003455	XP_033333141.1, XP_033333142.1, XP_033333143.1	XP_311362.3
OG0003456	XP_033331970.1	XP_315565.3
OG0003457	XP_033331647.1	XP_310262.5
OG0003458	XP_033324684.1	XP_312562.2
OG0003460	XP_033334207.1	XP_312517.5
OG0003462	XP_033334597.1	XP_001237307.3
OG0003463	XP_033326000.1	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1
OG0003464	XP_033341327.1	XP_564835.2, XP_001687942.1, XP_001687943.1
OG0003465	XP_033338576.1, XP_033338587.1	XP_309088.3
OG0003466	XP_033337487.1, XP_033337488.1, XP_033337485.1, XP_033337486.1	XP_318583.4
OG0003467	XP_033329337.1, XP_033329338.1	XP_310425.3
OG0003468	XP_033338663.1	XP_559078.3
OG0003470	XP_033322900.1	XP_315949.4
OG0003471	XP_033339092.1, XP_033339090.1	XP_310537.4
OG0003472	XP_033323240.1, XP_033331188.1	XP_320187.4
OG0003473	XP_033334968.1	XP_003436944.1, XP_003436943.1, XP_310894.3
OG0003474	XP_033326543.1, XP_033321475.1	XP_311945.4
OG0003476	XP_033324619.1	XP_318503.4
OG0003477	XP_033320924.1, XP_033320925.1	XP_311197.3
OG0003478	XP_033332634.1	XP_309517.4
OG0003479	XP_033326020.1	XP_001688790.1, XP_556823.3
OG0003480	XP_033327761.1	XP_319052.4
OG0003481	XP_033325786.1	XP_315378.2
OG0003482	XP_033343102.1, XP_033343105.1, XP_033343104.1, XP_033343103.1	XP_320641.4
OG0003483	XP_033337223.1, XP_033337224.1	XP_313029.4
OG0003484	XP_033323779.1	XP_003436225.1, XP_312198.5
OG0003485	XP_033325437.1	XP_309073.4
OG0003486	XP_033330671.1, XP_033330672.1	XP_308636.2
OG0003487	XP_033337338.1	XP_310540.4
OG0003488	XP_033328230.1	XP_320250.2
OG0003489	XP_033341228.1	XP_308845.4, XP_308847.4, XP_308846.4
OG0003490	XP_033337459.1, XP_033337460.1	XP_562476.3
OG0003491	XP_033339715.1	XP_001237042.2
OG0003493	XP_033342779.1, XP_033342780.1	XP_320679.4
OG0003494	XP_033340046.1, XP_033340047.1	XP_307158.4, XP_313252.5
OG0003495	XP_033343087.1	XP_313693.4
OG0003496	XP_033340934.1, XP_033340935.1, XP_033340896.1	XP_001237693.2
OG0003497	XP_033341103.1	XP_314491.4
OG0003498	XP_033340165.1	XP_311461.2
OG0003499	XP_033330659.1	XP_562878.4, XP_003436398.1, XP_001687785.1
OG0003500	XP_033334464.1	XP_314038.3
OG0003501	XP_033333975.1	XP_320714.4
OG0003502	XP_033333338.1, XP_033333339.1	XP_321885.2
OG0003503	XP_033331295.1	XP_311469.2
OG0003504	XP_033338415.1	XP_310766.5
OG0003507	XP_033336242.1, XP_033336243.1, XP_033336240.1	XP_001238161.2
OG0003508	XP_033334774.1	XP_311745.5
OG0003509	XP_033334119.1, XP_033334123.1	XP_319358.4
OG0003510	XP_033328828.1	XP_308385.3
OG0003511	XP_033324509.1	XP_307786.5
OG0003512	XP_033320847.1	XP_321806.4
OG0003513	XP_033340583.1, XP_033340591.1	XP_315976.4, XP_001688759.1
OG0003514	XP_033332109.1	XP_319913.2
OG0003515	XP_033324371.1	XP_312912.4, XP_003436419.1
OG0003517	XP_033342947.1, XP_033342948.1	XP_003437144.1, XP_309129.3
OG0003518	XP_033342268.1	XP_313155.3
OG0003519	XP_033336610.1	XP_320238.3
OG0003521	XP_033324929.1	XP_563719.3
OG0003523	XP_033330457.1	XP_001238576.3
OG0003524	XP_033337417.1	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1
OG0003525	XP_033322797.1	XP_308856.3
OG0003526	XP_033336262.1	XP_311682.5
OG0003527	XP_033329709.1	XP_315176.5
OG0003529	XP_033340058.1	XP_001689044.1
OG0003530	XP_033341584.1	XP_312550.4
OG0003532	XP_033322895.1	XP_310402.4
OG0003533	XP_033331614.1	XP_318087.2
OG0003534	XP_033322226.1	XP_309452.4
OG0003535	XP_033339943.1	XP_321605.3
OG0003536	XP_033332383.1	XP_310984.4
OG0003537	XP_033323418.1	XP_320284.4
OG0003538	XP_033334365.1	XP_309785.4
OG0003539	XP_033341162.1	XP_317509.1
OG0003540	XP_033329755.1	XP_001230805.1
OG0003541	XP_033342902.1	XP_001231185.2, XP_322031.4
OG0003542	XP_033336957.1, XP_033336958.1, XP_033336960.1	XP_319866.3
OG0003543	XP_033341950.1	XP_310644.5
OG0003544	XP_033325094.1	XP_314872.1
OG0003545	XP_033331506.1	XP_311200.5
OG0003546	XP_033328645.1	XP_312093.1
OG0003547	XP_033341868.1	XP_001688509.1
OG0003548	XP_033326854.1	XP_001688356.2
OG0003549	XP_033331580.1	XP_311520.4
OG0003550	XP_033336954.1	XP_319614.4
OG0003551	XP_033336160.1	XP_316718.4, XP_001688953.1
OG0003553	XP_033320892.1	XP_316537.2
OG0003554	XP_033329925.1	XP_311415.4
OG0003555	XP_033341710.1	XP_309758.4
OG0003557	XP_033332892.1	XP_311985.4
OG0003558	XP_033334831.1	XP_314485.3
OG0003559	XP_033334001.1	XP_003435902.1
OG0003559	XP_033333992.1	XP_001238476.3
OG0003560	XP_033325327.1	XP_313036.4
OG0003561	XP_033335745.1	XP_307342.3, XP_308525.2
OG0003563	XP_033340184.1, XP_033340183.1	XP_319213.4, XP_311311.5
OG0003564	XP_033332015.1	XP_319845.3
OG0003565	XP_033340675.1	XP_319973.4
OG0003566	XP_033335693.1	XP_308378.4
OG0003567	XP_033324128.1	XP_312637.2
OG0003568	XP_033342981.1	XP_309374.4
OG0003569	XP_033342990.1	XP_001237363.3, XP_003436903.1
OG0003570	XP_033334103.1	XP_309978.4, XP_307032.4
OG0003571	XP_033324959.1, XP_033324958.1, XP_033324957.1	XP_311699.2
OG0003572	XP_033324980.1	XP_313023.4
OG0003573	XP_033337065.1	XP_311104.5
OG0003574	XP_033331708.1	XP_322008.3
OG0003575	XP_033330653.1	XP_312432.3
OG0003576	XP_033331412.1	XP_319369.4
OG0003577	XP_033325750.1	XP_557912.3
OG0003578	XP_033322497.1	XP_315000.4
OG0003579	XP_033325297.1	XP_321252.4, XP_003435950.1
OG0003580	XP_033330322.1, XP_033330302.1	XP_309104.5, XP_315349.3
OG0003581	XP_033330977.1	XP_308306.4
OG0003583	XP_033327264.1, XP_033327274.1, XP_033327289.1, XP_033327282.1	XP_320622.4
OG0003584	XP_033337627.1	XP_311553.4
OG0003585	XP_033325558.1	XP_313499.5
OG0003586	XP_033336868.1	XP_317995.1, XP_306327.2
OG0003587	XP_033321491.1, XP_033321484.1	XP_318827.4
OG0003588	XP_033322549.1	XP_312083.5
OG0003589	XP_033323724.1, XP_033323725.1, XP_033323726.1	XP_310394.5, XP_001230761.2
OG0003591	XP_033341714.1, XP_033329739.1	XP_003437209.1, XP_317975.4
OG0003592	XP_033322743.1, XP_033322749.1	XP_313912.4
OG0003593	XP_033326866.1, XP_033323127.1	XP_311537.4
OG0003595	XP_033331118.1	XP_315665.3
OG0003596	XP_033329605.1	XP_320759.4
OG0003597	XP_033323076.1	XP_552630.3
OG0003598	XP_033321227.1	XP_317960.1
OG0003599	XP_033339612.1	XP_311172.4
OG0003600	XP_033323717.1	XP_313714.5
OG0003601	XP_033328240.1	XP_312365.4
OG0003602	XP_033330198.1	XP_320881.2
OG0003603	XP_033342741.1, XP_033342742.1	XP_310386.6
OG0003604	XP_033330019.1	XP_315742.4
OG0003605	XP_033332795.1, XP_033332656.1	XP_308485.4, XP_308486.4
OG0003606	XP_033337661.1	XP_316034.4
OG0003607	XP_033330741.1	XP_315620.4
OG0003608	XP_033327084.1, XP_033327085.1	XP_317283.4
OG0003609	XP_033323868.1	XP_559710.2
OG0003610	XP_033322147.1	XP_321483.5
OG0003611	XP_033343019.1	XP_001689268.1
OG0003612	XP_033324629.1, XP_033324630.1, XP_033324631.1	XP_315055.2
OG0003613	XP_033341124.1	XP_003435961.1, XP_321193.4
OG0003614	XP_033329826.1	XP_317213.1
OG0003615	XP_033323342.1	XP_317361.4
OG0003616	XP_033342619.1	XP_321876.5
OG0003617	XP_033332449.1	XP_314940.4
OG0003618	XP_033333819.1	XP_319406.3
OG0003619	XP_033326043.1, XP_033326040.1	XP_312335.5
OG0003620	XP_033327015.1	XP_317920.4
OG0003621	XP_033329989.1, XP_033329988.1, XP_033329991.1	XP_314366.4
OG0003623	XP_033331870.1, XP_033328465.1	XP_564580.2
OG0003624	XP_033327223.1, XP_033327226.1, XP_033327227.1	XP_318735.4
OG0003625	XP_033333573.1	XP_564385.3
OG0003626	XP_033324635.1	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2
OG0003627	XP_033330317.1	XP_314244.5, XP_306267.4, XP_314239.5
OG0003629	XP_033340985.1	XP_313294.4, XP_003436523.1
OG0003630	XP_033337705.1	XP_312434.5
OG0003631	XP_033321623.1, XP_033321612.1	XP_564645.3
OG0003632	XP_033339243.1	XP_313744.4, XP_003436820.1, XP_003436821.1
OG0003634	XP_033337528.1	XP_321890.5
OG0003635	XP_033322844.1	XP_001689043.1
OG0003636	XP_033332031.1, XP_033332030.1, XP_033332027.1	XP_317123.4
OG0003637	XP_033321466.1	XP_307928.5
OG0003638	XP_033326028.1	XP_320852.4
OG0003639	XP_033334943.1	XP_320598.4
OG0003640	XP_033342764.1	XP_553651.3, XP_318890.3
OG0003641	XP_033337434.1	XP_318401.5
OG0003642	XP_033327393.1	XP_318405.4
OG0003644	XP_033336259.1, XP_033335794.1	XP_556667.3, XP_316031.4
OG0003645	XP_033323308.1	XP_309180.5
OG0003647	XP_033340628.1	XP_558004.3, XP_001688580.1
OG0003648	XP_033336450.1, XP_033336449.1, XP_033336452.1, XP_033336451.1	XP_320564.3
OG0003649	XP_033326259.1	XP_318373.5
OG0003650	XP_033321985.1	XP_001689174.1
OG0003654	XP_033336928.1	XP_559330.3
OG0003655	XP_033326138.1	XP_310507.4, XP_001687772.2, XP_310506.4
OG0003656	XP_033334078.1	XP_318882.4
OG0003657	XP_033338768.1	XP_320823.3
OG0003658	XP_033327370.1	XP_556056.3, XP_001688660.1
OG0003660	XP_033325940.1	XP_001230753.3, XP_003436601.1
OG0003661	XP_033333296.1	XP_306307.3, XP_320390.3
OG0003662	XP_033322772.1	XP_001688380.1
OG0003664	XP_033322765.1	XP_553055.2
OG0003665	XP_033339340.1	XP_320788.4
OG0003666	XP_033329093.1	XP_320648.4
OG0003667	XP_033323891.1	XP_310547.4
OG0003668	XP_033342761.1, XP_033342758.1	XP_554420.4
OG0003669	XP_033330266.1	XP_001238012.1
OG0003670	XP_033334519.1, XP_033334520.1, XP_033334521.1	XP_317334.3
OG0003671	XP_033341605.1	XP_316312.3
OG0003673	XP_033338895.1	XP_563488.3
OG0003674	XP_033343005.1, XP_033343007.1	XP_312671.5
OG0003675	XP_033337465.1	XP_003436492.1, XP_560016.3
OG0003677	XP_033334058.1	XP_310669.5
OG0003679	XP_033340304.1, XP_033340302.1, XP_033340303.1	XP_308358.4
OG0003680	XP_033326065.1	XP_308150.3, XP_001687844.1
OG0003681	XP_033329613.1	XP_316151.4
OG0003682	XP_033331600.1	XP_309044.4, XP_001688156.1
OG0003683	XP_033342058.1	XP_320854.3, XP_310757.4
OG0003684	XP_033335939.1, XP_033335937.1	XP_001238181.1
OG0003685	XP_033335777.1	XP_314511.4
OG0003686	XP_033326907.1, XP_033333315.1	XP_322050.5
OG0003687	XP_033328571.1, XP_033328570.1, XP_033328572.1, XP_033328573.1	XP_320808.3
OG0003688	XP_033331024.1	XP_309435.4, XP_309436.3
OG0003690	XP_033336189.1, XP_033336210.1, XP_033336218.1, XP_033336200.1	XP_003435818.1
OG0003691	XP_033333937.1	XP_564133.3
OG0003692	XP_033326721.1	XP_321211.4
OG0003693	XP_033331748.1	XP_316336.4
OG0003694	XP_033330281.1, XP_033330274.1	XP_565666.4
OG0003709	XP_033337029.1	XP_321230.2
OG0003710	XP_033323119.1	XP_318556.2
OG0003711	XP_033326335.1	XP_307724.4
OG0003712	XP_033331780.1	XP_313349.1, XP_003436533.1
OG0003713	XP_033341731.1	XP_554781.3
OG0003714	XP_033329476.1	XP_307878.4
OG0003715	XP_033321447.1	XP_315691.3
OG0003716	XP_033333005.1	XP_320365.2
OG0003717	XP_033327777.1	XP_308611.1
OG0003719	XP_033341072.1, XP_033341071.1	XP_316101.4
OG0003720	XP_033334259.1	XP_310460.5
OG0003721	XP_033337741.1	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1
OG0003722	XP_033340174.1	XP_309926.3
OG0003723	XP_033323661.1	XP_314780.3
OG0003724	XP_033327630.1	XP_552242.3
OG0003726	XP_033321421.1	XP_316550.3
OG0003727	XP_033329857.1	XP_001230831.2
OG0003728	XP_033324099.1	XP_313192.3, XP_001230317.2
OG0003729	XP_033325675.1, XP_033325676.1	XP_315204.2
OG0003730	XP_033330528.1	XP_313569.5
OG0003731	XP_033321609.1	XP_316185.3
OG0003732	XP_033325852.1	XP_320086.3
OG0003733	XP_033325532.1, XP_033325531.1	XP_307339.3, XP_319298.3
OG0003734	XP_033336299.1	XP_312238.3
OG0003735	XP_033322250.1, XP_033322249.1, XP_033322251.1	XP_313782.3
OG0003736	XP_033326399.1	XP_559757.1
OG0003737	XP_033340545.1	XP_315094.1
OG0003738	XP_033338964.1, XP_033338967.1	XP_314068.2
OG0003739	XP_033339946.1	XP_314469.4
OG0003740	XP_033324971.1	XP_317396.3
OG0003741	XP_033340471.1	XP_308810.3
OG0003742	XP_033335202.1	XP_320195.4
OG0003743	XP_033337852.1	XP_001689074.1, XP_317989.3, XP_001689073.1
OG0003744	XP_033341732.1	XP_321378.5
OG0003745	XP_033327652.1	XP_307637.2
OG0003746	XP_033337251.1	XP_320161.2
OG0003747	XP_033329782.1	XP_312468.5
OG0003749	XP_033328604.1, XP_033328722.1	XP_321468.5
OG0003750	XP_033339577.1	XP_321339.5
OG0003751	XP_033325839.1	XP_318530.4
OG0003752	XP_033333796.1	XP_314839.4
OG0003753	XP_033337575.1	XP_308054.4
OG0003754	XP_033335875.1	XP_317313.4
OG0003755	XP_033327248.1	XP_308572.1
OG0003756	XP_033339869.1, XP_033324366.1	XP_003436266.1, XP_312060.3
OG0003757	XP_033324665.1	XP_320869.2
OG0003758	XP_033328506.1, XP_033328515.1	XP_313585.4
OG0003759	XP_033330702.1	XP_003436070.1, XP_307924.5
OG0003760	XP_033322178.1	XP_003437010.1, XP_310595.2, XP_308748.2
OG0003761	XP_033328479.1	XP_320415.2
OG0003762	XP_033331270.1	XP_311723.4
OG0003763	XP_033324800.1	XP_003436301.1
OG0003765	XP_033332472.1	XP_003436025.1, XP_003436024.1, XP_320958.3
OG0003766	XP_033337284.1	XP_310502.5
OG0003767	XP_033321340.1, XP_033321388.1, XP_033321393.1	XP_315982.2
OG0003768	XP_033333476.1	XP_312630.2
OG0003769	XP_033325619.1	XP_317359.4
OG0003770	XP_033322579.1	XP_321441.4
OG0003771	XP_033329979.1, XP_033329980.1	XP_312639.4
OG0003772	XP_033324360.1	XP_312862.4, XP_001237501.2
OG0003773	XP_033324129.1	XP_316963.4
OG0003774	XP_033330125.1	XP_321418.4, XP_003435898.1
OG0003775	XP_033341745.1	XP_309183.2, XP_309182.5
OG0003776	XP_033339908.1	XP_551809.3
OG0003777	XP_033333284.1	XP_317655.3
OG0003778	XP_033322916.1	XP_001688618.1
OG0003779	XP_033323660.1	XP_001237594.2
OG0003780	XP_033335718.1	XP_308583.2
OG0003781	XP_033326188.1	XP_320164.3, XP_320163.3
OG0003782	XP_033332738.1	XP_308132.2, XP_307312.2
OG0003783	XP_033324642.1	XP_318812.3
OG0003784	XP_033323399.1	XP_003436317.1
OG0003785	XP_033335246.1	XP_003435742.1
OG0003786	XP_033327446.1	XP_312629.4
OG0003787	XP_033334308.1	XP_312143.4
OG0003788	XP_033334323.1, XP_033338504.1	XP_312787.5
OG0003789	XP_033331211.1	XP_307016.3, XP_313929.4
OG0003791	XP_033329674.1	XP_314956.4
OG0003792	XP_033329693.1, XP_033329692.1	XP_320758.4
OG0003793	XP_033322971.1	XP_311766.3
OG0003794	XP_033325446.1	XP_321364.3
OG0003795	XP_033331013.1	XP_001688460.2
OG0003796	XP_033337462.1	XP_001237280.3, XP_003437003.1
OG0003797	XP_033328001.1, XP_033328000.1, XP_033328002.1, XP_033328003.1	XP_003436776.1
OG0003798	XP_033339817.1, XP_033339677.1, XP_033339676.1	XP_315523.4
OG0003799	XP_033327203.1	XP_314122.3
OG0003800	XP_033336664.1	XP_311236.5
OG0003801	XP_033338718.1	XP_003436856.1, XP_315241.1
OG0003802	XP_033327646.1	XP_312750.4
OG0003803	XP_033341902.1	XP_320799.3
OG0003804	XP_033323599.1	XP_314994.4
OG0003805	XP_033331649.1	XP_321167.4
OG0003806	XP_033327336.1	XP_001237070.2
OG0003807	XP_033336412.1, XP_033336411.1	XP_315739.4
OG0003808	XP_033338456.1	XP_311943.3
OG0003809	XP_033334187.1, XP_033334188.1, XP_033334189.1	XP_313997.4
OG0003810	XP_033335592.1	XP_317077.4
OG0003811	XP_033333716.1	XP_311588.3
OG0003812	XP_033331576.1	XP_311247.5
OG0003813	XP_033321788.1	XP_314555.3
OG0003814	XP_033336185.1	XP_311364.4, XP_307324.3
OG0003815	XP_033342704.1	XP_321606.5
OG0003816	XP_033334917.1	XP_321794.3, XP_001689358.1
OG0003817	XP_033334889.1	XP_315953.3
OG0003818	XP_033338695.1	XP_321247.5
OG0003819	XP_033324822.1	XP_313680.3
OG0003820	XP_033334636.1, XP_033334635.1	XP_001238192.2
OG0003821	XP_033331525.1, XP_033331522.1, XP_033331524.1, XP_033331523.1	XP_319843.4
OG0003822	XP_033333024.1, XP_033333022.1	XP_003436068.1, XP_307935.5
OG0003824	XP_033328970.1	XP_316832.4
OG0003825	XP_033329600.1	XP_321926.5, XP_003435784.1
OG0003826	XP_033341280.1	XP_003436489.1, XP_001688342.2
OG0003827	XP_033340230.1	XP_319073.4
OG0003828	XP_033340316.1	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	XP_033333058.1	XP_320975.4
OG0003830	XP_033325539.1	XP_310148.4
OG0003831	XP_033336562.1	XP_555438.3
OG0003832	XP_033341840.1	XP_315724.3, XP_315726.4
OG0003833	XP_033326262.1, XP_033326261.1	XP_322026.2
OG0003834	XP_033339008.1	XP_316920.3
OG0003835	XP_033327411.1	XP_319229.4
OG0003836	XP_033337483.1	XP_321703.5
OG0003837	XP_033336862.1, XP_033336863.1	XP_313978.1
OG0003838	XP_033321599.1	XP_001687956.1, XP_308499.3
OG0003839	XP_033327285.1	XP_320303.4
OG0003841	XP_033321529.1	XP_312835.4, XP_003436406.1
OG0003842	XP_033338467.1	XP_309233.5
OG0003843	XP_033323380.1	XP_316726.2
OG0003845	XP_033322158.1	XP_320970.3
OG0003846	XP_033322153.1	XP_309350.4
OG0003847	XP_033322559.1	XP_321528.4
OG0003848	XP_033328191.1, XP_033328190.1	XP_320558.3
OG0003849	XP_033330235.1	XP_310210.4
OG0003850	XP_033331462.1	XP_313188.3
OG0003851	XP_033326421.1	XP_309752.3
OG0003852	XP_033333810.1	XP_312907.4
OG0003853	XP_033332014.1	XP_319601.4
OG0003854	XP_033338399.1	XP_319344.4
OG0003855	XP_033333307.1	XP_001688251.1
OG0003856	XP_033324636.1	XP_320680.1
OG0003857	XP_033329532.1	XP_003437101.1
OG0003859	XP_033326925.1	XP_320575.3
OG0003861	XP_033332382.1	XP_320922.2
OG0003863	XP_033320913.1, XP_033320912.1	XP_003436354.1
OG0003864	XP_033326931.1	XP_317926.4
OG0003866	XP_033327656.1	XP_315722.4, XP_001688715.1, XP_315721.4
OG0003867	XP_033329111.1	XP_312224.5
OG0003868	XP_033325458.1	XP_310411.7
OG0003869	XP_033335566.1	XP_311926.5
OG0003870	XP_033342083.1	XP_307911.3
OG0003871	XP_033331560.1	XP_315111.4
OG0003872	XP_033329916.1	XP_308174.2
OG0003873	XP_033341378.1, XP_033341374.1	XP_320953.4
OG0003874	XP_033324314.1	XP_319180.3
OG0003875	XP_033333220.1	XP_562161.4
OG0003876	XP_033333865.1, XP_033333866.1	XP_319884.4
OG0003877	XP_033334616.1	XP_314810.4
OG0003878	XP_033342974.1	XP_003436746.1, XP_313144.3
OG0003879	XP_033325572.1	XP_316539.2
OG0003880	XP_033329836.1	XP_309242.4
OG0003881	XP_033328066.1	XP_001237692.2
OG0003882	XP_033322023.1	XP_311868.5
OG0003883	XP_033327271.1	XP_311386.4
OG0003884	XP_033321134.1	XP_310455.4
OG0003885	XP_033338048.1, XP_033338044.1	XP_318734.3
OG0003886	XP_033328541.1	XP_314842.3
OG0003887	XP_033321844.1	XP_317201.4
OG0003888	XP_033330617.1	XP_320221.4
OG0003889	XP_033321982.1	XP_315664.4
OG0003890	XP_033325506.1	XP_311717.4
OG0003891	XP_033322252.1	XP_309150.5
OG0003892	XP_033335678.1	XP_314996.4
OG0003893	XP_033323415.1	XP_551305.4, XP_003435860.1
OG0003894	XP_033331681.1	XP_557626.3
OG0003895	XP_033322621.1	XP_309808.4
OG0003898	XP_033323926.1	XP_315835.4
OG0003899	XP_033323932.1	XP_317642.4
OG0003900	XP_033339093.1	XP_307645.4, XP_307644.2
OG0003901	XP_033328814.1	XP_310209.4
OG0003902	XP_033332427.1	XP_319789.4
OG0003903	XP_033337312.1	XP_315792.4, XP_001688728.1
OG0003904	XP_033323276.1	XP_313786.5
OG0003905	XP_033334731.1	XP_320268.3
OG0003906	XP_033327207.1	XP_562427.1
OG0003907	XP_033325917.1	XP_553285.4
OG0003908	XP_033329171.1	XP_311405.3
OG0003909	XP_033337716.1, XP_033337715.1, XP_033337714.1	XP_307779.5
OG0003910	XP_033321523.1	XP_312278.5
OG0003912	XP_033337650.1	XP_314171.4
OG0003913	XP_033325707.1	XP_315962.4
OG0003914	XP_033330739.1	XP_003436135.1, XP_311548.3
OG0003915	XP_033338232.1	XP_308092.4
OG0003916	XP_033338903.1	XP_307453.3, XP_319009.4
OG0003917	XP_033325748.1, XP_033325749.1	XP_003436440.1
OG0003918	XP_033339338.1	XP_001689289.1
OG0003919	XP_033325427.1	XP_312450.4
OG0003920	XP_033339753.1	XP_001689084.1, XP_318039.3
OG0003921	XP_033326956.1	XP_319681.2
OG0003922	XP_033332417.1	XP_317383.4
OG0003924	XP_033338673.1	XP_321093.4, XP_003435980.1
OG0003925	XP_033338005.1	XP_003437095.1, XP_311307.4
OG0003926	XP_033325187.1	XP_320129.3
OG0003927	XP_033328274.1	XP_320900.3
OG0003928	XP_033325701.1	XP_313769.4
OG0003929	XP_033340525.1	XP_003435903.1, XP_321406.5
OG0003930	XP_033320869.1	XP_001688107.1, XP_001688108.1, XP_308849.3
OG0003931	XP_033323699.1	XP_309977.3
OG0003932	XP_033333740.1	XP_003436142.1
OG0003933	XP_033320764.1	XP_311862.3
OG0003934	XP_033339392.1	XP_316307.1
OG0003935	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1	XP_308886.4
OG0003936	XP_033332106.1	XP_003436329.1, XP_311925.3
OG0003937	XP_033339636.1	XP_315625.4
OG0003938	XP_033330048.1, XP_033330047.1	XP_003436735.1, XP_313067.5, XP_003436734.1
OG0003939	XP_033327147.1	XP_311333.5
OG0003940	XP_033324651.1	XP_307793.5, XP_306070.4
OG0003941	XP_033322389.1	XP_310602.3
OG0003943	XP_033327985.1	XP_312823.5
OG0003944	XP_033333101.1	XP_317195.1
OG0003945	XP_033336735.1	XP_313382.3
OG0003946	XP_033330548.1	XP_308858.4
OG0003947	XP_033324423.1	XP_310464.4, XP_003437045.1
OG0003948	XP_033340237.1	XP_309825.4
OG0003950	XP_033321438.1	XP_310421.4
OG0003951	XP_033337863.1	XP_313109.5
OG0003952	XP_033334568.1	XP_309625.4
OG0003953	XP_033336513.1	XP_310948.4, XP_003436935.1
OG0003956	XP_033337075.1, XP_033337076.1	XP_315195.5
OG0003957	XP_033330190.1	XP_320392.4
OG0003958	XP_033324715.1	XP_321015.5
OG0003959	XP_033331865.1, XP_033331952.1	XP_321653.5
OG0003960	XP_033325991.1	XP_003436461.1, XP_314272.5
OG0003961	XP_033337382.1	XP_318614.3
OG0003962	XP_033321577.1	XP_316867.5
OG0003963	XP_033325930.1, XP_033325931.1	XP_317237.3
OG0003964	XP_033325508.1	XP_321179.4
OG0003965	XP_033328447.1, XP_033328312.1	XP_315113.4
OG0003966	XP_033326242.1	XP_311323.4
OG0003967	XP_033332275.1	XP_316857.3
OG0003968	XP_033338987.1	XP_317805.2
OG0003969	XP_033339135.1	XP_320573.1
OG0003970	XP_033332735.1	XP_554210.2
OG0003971	XP_033334640.1	XP_318755.4
OG0003972	XP_033338359.1	XP_001688794.1, XP_316203.2
OG0003973	XP_033333951.1	XP_320234.3
OG0003974	XP_033334431.1	XP_313497.2
OG0003975	XP_033330375.1	XP_554108.3
OG0003976	XP_033328036.1	XP_320294.3
OG0003977	XP_033321575.1	XP_001687837.2
OG0003978	XP_033331373.1	XP_312928.5, XP_003436420.1
OG0003979	XP_033322472.1	XP_320626.2
OG0003980	XP_033342446.1	XP_319759.4
OG0003981	XP_033322359.1, XP_033322360.1	XP_318692.4
OG0003982	XP_033335070.1, XP_033335071.1	XP_319753.4
OG0003983	XP_033328374.1	XP_315737.4
OG0003985	XP_033324776.1, XP_033324777.1	XP_311326.5
OG0003986	XP_033325651.1	XP_316882.5
OG0003987	XP_033340170.1	XP_309555.4, XP_001688197.1
OG0003988	XP_033327814.1	XP_313024.5
OG0003989	XP_033326381.1	XP_001689096.1, XP_318078.2
OG0003990	XP_033326400.1	XP_315228.5
OG0003991	XP_033324566.1	XP_001687756.2
