Orthogroup	Megalopta_genalis	Megachile_rotundata
OG0003365	XP_033331280.1	XP_003706124.1
OG0003366	XP_033339206.1	XP_012152226.1
OG0003367	XP_033331003.1	XP_003704766.1
OG0003368	XP_033334434.1	XP_012135289.1
OG0003369	XP_033324352.1	XP_003707422.2
OG0003370	XP_033342074.1, XP_033342071.1, XP_033342073.1	XP_003701589.1
OG0003371	XP_033339331.1	XP_003704201.1
OG0003372	XP_033321656.1, XP_033321657.1	XP_003703967.1
OG0003374	XP_033324393.1	XP_003707369.1
OG0003375	XP_033327492.1	XP_003705131.1, XP_012144872.1
OG0003376	XP_033334209.1	XP_003702320.2
OG0003377	XP_033329844.1, XP_033329845.1	XP_012142241.1
OG0003378	XP_033338646.1	XP_003705376.1
OG0003379	XP_033340001.1	XP_012142990.1
OG0003380	XP_033338603.1, XP_033338602.1	XP_012142484.1, XP_003704106.2
OG0003381	XP_033338223.1	XP_003702330.1
OG0003382	XP_033322394.1	XP_003705924.1
OG0003383	XP_033336227.1	XP_003702985.2
OG0003384	XP_033330244.1	XP_003704305.2
OG0003385	XP_033328789.1	XP_003703741.1
OG0003386	XP_033335966.1	XP_012139703.1
OG0003387	XP_033334148.1	XP_012136758.1
OG0003388	XP_033331546.1	XP_003704245.1
OG0003389	XP_033339127.1	XP_012140977.1
OG0003390	XP_033338465.1	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1
OG0003391	XP_033337676.1	XP_012143301.1
OG0003392	XP_033324834.1	XP_003701397.1
OG0003394	XP_033331229.1	XP_003705800.1
OG0003395	XP_033342175.1	XP_012135045.1
OG0003396	XP_033332034.1	XP_012143119.1
OG0003397	XP_033325068.1, XP_033325069.1	XP_003707176.1
OG0003398	XP_033338027.1	XP_012140266.1
OG0003399	XP_033324049.1	XP_003707365.2
OG0003400	XP_033322051.1	XP_012136913.1
OG0003401	XP_033329134.1	XP_012140574.1
OG0003402	XP_033339790.1, XP_033335669.1, XP_033336345.1, XP_033336346.1	XP_003708285.1
OG0003403	XP_033342386.1	XP_003699276.1
OG0003404	XP_033339948.1, XP_033339949.1, XP_033323168.1	XP_012142391.1
OG0003405	XP_033334248.1	XP_003701464.1
OG0003406	XP_033324233.1	XP_012135009.1
OG0003407	XP_033333546.1	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1
OG0003408	XP_033332357.1	XP_003706285.2
OG0003409	XP_033330458.1	XP_003702592.1
OG0003410	XP_033341012.1	XP_012136384.1, XP_003699399.2, XP_012136380.1
OG0003411	XP_033328528.1	XP_003703747.1, XP_012141786.1, XP_012141785.1
OG0003412	XP_033328450.1, XP_033328451.1	XP_012137915.1
OG0003414	XP_033338679.1	XP_003705360.1
OG0003415	XP_033341897.1, XP_033341900.1, XP_033341901.1, XP_033341898.1, XP_033341899.1	XP_003707217.2
OG0003416	XP_033336435.1	XP_003707150.1
OG0003417	XP_033323493.1	XP_003706581.1
OG0003418	XP_033323079.1	XP_012142165.1
OG0003419	XP_033343057.1	XP_003699951.1
OG0003420	XP_033330469.1, XP_033330468.1	XP_003702613.1
OG0003421	XP_033332907.1	XP_003703551.1
OG0003422	XP_033324697.1	XP_003705145.1
OG0003423	XP_033321906.1, XP_033321907.1	XP_003699866.1
OG0003424	XP_033335405.1, XP_033331481.1	XP_003706830.1
OG0003425	XP_033325680.1	XP_012146107.1, XP_003705614.1
OG0003426	XP_033333986.1	XP_012141482.1, XP_012141481.1
OG0003427	XP_033326889.1	XP_003705470.1
OG0003428	XP_033338871.1	XP_003700413.2
OG0003429	XP_033332661.1	XP_012135768.1
OG0003430	XP_033329197.1, XP_033329203.1	XP_012141231.1
OG0003431	XP_033331806.1	XP_012153885.1
OG0003432	XP_033329665.1	XP_012141166.1, XP_003703464.1
OG0003434	XP_033321772.1, XP_033321771.1, XP_033321770.1	XP_003706067.2
OG0003435	XP_033340991.1	XP_003702092.1
OG0003436	XP_033332075.1	XP_012146023.1
OG0003437	XP_033320832.1	XP_003707201.1
OG0003438	XP_033327989.1	XP_003707289.1
OG0003439	XP_033322082.1	XP_012138882.1
OG0003441	XP_033322445.1	XP_012143532.1
OG0003442	XP_033334649.1	XP_012151141.1, XP_003707760.1, XP_012151142.1
OG0003443	XP_033338039.1	XP_003700791.1
OG0003444	XP_033328708.1, XP_033328537.1	XP_003704274.1
OG0003445	XP_033323957.1	XP_003707501.1
OG0003446	XP_033324538.1	XP_003700756.1, XP_003700685.1, XP_012134902.1
OG0003447	XP_033331599.1, XP_033331598.1	XP_003701957.1
OG0003448	XP_033340415.1	XP_012138572.1
OG0003449	XP_033322986.1	XP_003702023.2
OG0003450	XP_033323086.1	XP_012147354.1
OG0003452	XP_033335440.1	XP_003700048.1
OG0003453	XP_033333792.1	XP_012137259.1, XP_003701841.1
OG0003454	XP_033337693.1	XP_003704563.1
OG0003455	XP_033333141.1, XP_033333142.1, XP_033333143.1	XP_012140929.1
OG0003456	XP_033331970.1	XP_003700896.1
OG0003457	XP_033331647.1	XP_003705597.1
OG0003458	XP_033324684.1	XP_003699631.1
OG0003459	XP_033332395.1, XP_033332396.1	XP_003707633.1
OG0003460	XP_033334207.1	XP_003706303.1
OG0003461	XP_033336145.1	XP_012139744.1
OG0003462	XP_033334597.1	XP_012134528.1
OG0003463	XP_033326000.1	XP_003699498.1, XP_012138468.1
OG0003464	XP_033341327.1	XP_003707864.1
OG0003465	XP_033338576.1, XP_033338587.1	XP_003700476.1
OG0003466	XP_033337487.1, XP_033337488.1, XP_033337485.1, XP_033337486.1	XP_003702479.1, XP_012138788.1
OG0003467	XP_033329337.1, XP_033329338.1	XP_012141260.1
OG0003468	XP_033338663.1	XP_003704981.1
OG0003469	XP_033331133.1	XP_003707325.1
OG0003470	XP_033322900.1	XP_012136156.1
OG0003471	XP_033339092.1, XP_033339090.1	XP_003703620.1
OG0003472	XP_033323240.1, XP_033331188.1	XP_003703988.2
OG0003473	XP_033334968.1	XP_003700559.1, XP_012154422.1, XP_012154423.1
OG0003474	XP_033326543.1, XP_033321475.1	XP_003706269.1
OG0003476	XP_033324619.1	XP_012153380.1
OG0003477	XP_033320924.1, XP_033320925.1	XP_003699791.1
OG0003478	XP_033332634.1	XP_012135804.1, XP_012135805.1
OG0003479	XP_033326020.1	XP_012143158.1, XP_003699784.1
OG0003480	XP_033327761.1	XP_003705314.1, XP_012145346.1
OG0003481	XP_033325786.1	XP_003704603.1, XP_012143617.1
OG0003482	XP_033343102.1, XP_033343105.1, XP_033343104.1, XP_033343103.1	XP_003703364.1
OG0003483	XP_033337223.1, XP_033337224.1	XP_012145208.1
OG0003484	XP_033323779.1	XP_003703299.1
OG0003485	XP_033325437.1	XP_003700401.1
OG0003486	XP_033330671.1, XP_033330672.1	XP_003702357.1
OG0003487	XP_033337338.1	XP_003701260.1
OG0003488	XP_033328230.1	XP_003707466.1
OG0003489	XP_033341228.1	XP_003707955.1
OG0003490	XP_033337459.1, XP_033337460.1	XP_003701180.1, XP_012135974.1, XP_012135975.1
OG0003491	XP_033339715.1	XP_012140355.1
OG0003492	XP_033333227.1	XP_003703605.1
OG0003493	XP_033342779.1, XP_033342780.1	XP_012149054.1, XP_003699988.1
OG0003494	XP_033340046.1, XP_033340047.1	XP_012138170.1
OG0003495	XP_033343087.1	XP_003708575.1
OG0003496	XP_033340934.1, XP_033340935.1, XP_033340896.1	XP_012138027.1, XP_003702174.1
OG0003497	XP_033341103.1	XP_012151441.1
OG0003498	XP_033340165.1	XP_003706412.1
OG0003499	XP_033330659.1	XP_003706301.1
OG0003500	XP_033334464.1	XP_012135307.1
OG0003501	XP_033333975.1	XP_003704820.1
OG0003502	XP_033333338.1, XP_033333339.1	XP_003702206.1
OG0003503	XP_033331295.1	XP_012142172.1
OG0003504	XP_033338415.1	XP_003705368.1
OG0003507	XP_033336242.1, XP_033336243.1, XP_033336240.1	XP_003702860.1
OG0003508	XP_033334774.1	XP_003707755.2
OG0003509	XP_033334119.1, XP_033334123.1	XP_012138410.1
OG0003510	XP_033328828.1	XP_012151537.1
OG0003511	XP_033324509.1	XP_003703191.2
OG0003512	XP_033320847.1	XP_012137254.1
OG0003513	XP_033340583.1, XP_033340591.1	XP_012149427.1
OG0003514	XP_033332109.1	XP_003707822.1, XP_012151321.1, XP_012151320.1
OG0003515	XP_033324371.1	XP_003707313.1
OG0003516	XP_033339520.1, XP_033339521.1	XP_003700249.1, XP_012153778.1
OG0003517	XP_033342947.1, XP_033342948.1	XP_012153862.1
OG0003518	XP_033342268.1	XP_003699289.1
OG0003519	XP_033336610.1	XP_012139324.1
OG0003521	XP_033324929.1	XP_003703188.1
OG0003522	XP_033329985.1, XP_033329987.1, XP_033329986.1	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1
OG0003523	XP_033330457.1	XP_003702609.2, XP_012139010.1
OG0003524	XP_033337417.1	XP_012135663.1
OG0003525	XP_033322797.1	XP_012139214.1
OG0003526	XP_033336262.1	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1
OG0003527	XP_033329709.1	XP_003703048.1
OG0003528	XP_033336629.1	XP_003707158.2
OG0003529	XP_033340058.1	XP_003705804.1
OG0003530	XP_033341584.1	XP_012136229.1
OG0003532	XP_033322895.1	XP_003700199.1
OG0003533	XP_033331614.1	XP_012146091.1
OG0003534	XP_033322226.1	XP_012140762.1
OG0003535	XP_033339943.1	XP_003702521.1
OG0003536	XP_033332383.1	XP_012150589.1, XP_003707571.2
OG0003537	XP_033323418.1	XP_003704447.1
OG0003538	XP_033334365.1	XP_003707649.1
OG0003539	XP_033341162.1	XP_012151440.1, XP_003707913.1
OG0003540	XP_033329755.1	XP_012147594.1
OG0003541	XP_033342902.1	XP_012135112.1
OG0003542	XP_033336957.1, XP_033336958.1, XP_033336960.1	XP_003708457.1
OG0003543	XP_033341950.1	XP_012136593.1
OG0003544	XP_033325094.1	XP_003700665.1
OG0003545	XP_033331506.1	XP_003704225.1
OG0003546	XP_033328645.1	XP_003706362.1
OG0003547	XP_033341868.1	XP_012136509.1
OG0003548	XP_033326854.1	XP_003703343.1
OG0003549	XP_033331580.1	XP_012149222.1
OG0003550	XP_033336954.1	XP_003708423.1
OG0003551	XP_033336160.1	XP_012139845.1
OG0003553	XP_033320892.1	XP_012144056.1
OG0003554	XP_033329925.1	XP_012145841.1
OG0003555	XP_033341710.1	XP_012136892.1, XP_003701641.1
OG0003557	XP_033332892.1	XP_003705278.1, XP_012145152.1, XP_012145154.1
OG0003558	XP_033334831.1	XP_012135924.1
OG0003559	XP_033334001.1	XP_012144188.1
OG0003560	XP_033325327.1	XP_012144590.1
OG0003561	XP_033335745.1	XP_003708399.1, XP_012152937.1
OG0003563	XP_033340184.1, XP_033340183.1	XP_003703852.1
OG0003564	XP_033332015.1	XP_003704357.1
OG0003565	XP_033340675.1	XP_012137895.1
OG0003566	XP_033335693.1	XP_003708089.1
OG0003567	XP_033324128.1	XP_003707280.1, XP_012150075.1
OG0003568	XP_033342981.1	XP_012146373.1
OG0003569	XP_033342990.1	XP_012146478.1
OG0003570	XP_033334103.1	XP_003699830.1
OG0003571	XP_033324959.1, XP_033324958.1, XP_033324957.1	XP_003701439.1
OG0003572	XP_033324980.1	XP_003699638.1
OG0003573	XP_033337065.1	XP_012142075.1
OG0003574	XP_033331708.1	XP_012136116.1, XP_012136122.1, XP_003699390.1
OG0003575	XP_033330653.1	XP_003706313.1
OG0003576	XP_033331412.1	XP_003699738.1
OG0003577	XP_033325750.1	XP_012148834.1
OG0003578	XP_033322497.1	XP_012136628.1, XP_012136627.1
OG0003579	XP_033325297.1	XP_003706684.1
OG0003580	XP_033330302.1	XP_012147987.1
OG0003581	XP_033330977.1	XP_003701761.1
OG0003582	XP_033334265.1	XP_012136732.1, XP_012136731.1, XP_012136730.1
OG0003583	XP_033327264.1, XP_033327274.1, XP_033327289.1, XP_033327282.1	XP_003704024.1
OG0003584	XP_033337627.1	XP_012135567.1
OG0003585	XP_033325558.1	XP_003703206.1
OG0003586	XP_033336868.1	XP_003703040.2, XP_012139945.1
OG0003587	XP_033321491.1, XP_033321484.1	XP_012143293.1, XP_012143294.1
OG0003588	XP_033322549.1	XP_003700207.2
OG0003589	XP_033323724.1, XP_033323725.1, XP_033323726.1	XP_003706652.1
OG0003591	XP_033329739.1	XP_003705001.1, XP_012144582.1, XP_012144583.1
OG0003592	XP_033322743.1, XP_033322749.1	XP_012139232.1
OG0003593	XP_033323127.1	XP_003703318.2, XP_012140841.1
OG0003595	XP_033331118.1	XP_003705590.1
OG0003596	XP_033329605.1	XP_003703672.1
OG0003597	XP_033323076.1	XP_012136884.1
OG0003598	XP_033321227.1	XP_012150441.1
OG0003599	XP_033339612.1	XP_003707617.1
OG0003600	XP_033323717.1	XP_012148376.1
OG0003601	XP_033328240.1	XP_012150003.1
OG0003602	XP_033330198.1	XP_003704386.1
OG0003603	XP_033342741.1, XP_033342742.1	XP_012154561.1
OG0003604	XP_033330019.1	XP_012136024.1
OG0003605	XP_033332795.1, XP_033332656.1	XP_012143669.1
OG0003606	XP_033337661.1	XP_003701074.1, XP_012135500.1, XP_012135499.1
OG0003607	XP_033330741.1	XP_012151921.1
OG0003608	XP_033327084.1, XP_033327085.1	XP_012147386.1
OG0003609	XP_033323868.1	XP_012146117.1
OG0003610	XP_033322147.1	XP_003704054.1
OG0003611	XP_033343019.1	XP_003699234.1
OG0003612	XP_033324629.1, XP_033324630.1, XP_033324631.1	XP_003705940.1
OG0003613	XP_033341124.1	XP_012146359.1, XP_003699933.1
OG0003614	XP_033329826.1	XP_003708103.1
OG0003615	XP_033323342.1	XP_012150129.1
OG0003616	XP_033342619.1	XP_012148495.1
OG0003617	XP_033332449.1	XP_012154301.1
OG0003618	XP_033333819.1	XP_003701379.1
OG0003619	XP_033326043.1, XP_033326040.1	XP_012148819.1
OG0003620	XP_033327015.1	XP_003700799.1
OG0003621	XP_033329989.1, XP_033329988.1, XP_033329991.1	XP_012135540.1
OG0003622	XP_033335509.1	XP_012154366.1
OG0003623	XP_033331870.1	XP_012140131.1, XP_012140134.1
OG0003624	XP_033327223.1, XP_033327226.1, XP_033327227.1	XP_012152797.1
OG0003625	XP_033333573.1	XP_012149542.1
OG0003626	XP_033324635.1	XP_012146912.1
OG0003627	XP_033330317.1	XP_003706486.1
OG0003629	XP_033340985.1	XP_003708580.1
OG0003630	XP_033337705.1	XP_012145350.1, XP_012145318.1
OG0003631	XP_033321623.1, XP_033321612.1	XP_012147201.1
OG0003632	XP_033339243.1	XP_003700100.1
OG0003633	XP_033329711.1	XP_012134948.1
OG0003634	XP_033337528.1	XP_003705294.1
OG0003635	XP_033322844.1	XP_012140693.1
OG0003636	XP_033332031.1, XP_033332030.1, XP_033332027.1	XP_012142716.1
OG0003637	XP_033321466.1	XP_012138204.1
OG0003638	XP_033326028.1	XP_012148893.1
OG0003639	XP_033334943.1	XP_012151144.1
OG0003640	XP_033342764.1	XP_012148851.1
OG0003641	XP_033337434.1	XP_012135966.1
OG0003642	XP_033327393.1	XP_012139253.1, XP_012139256.1
OG0003644	XP_033336259.1, XP_033335794.1	XP_012139728.1
OG0003645	XP_033323308.1	XP_012144625.1
OG0003646	XP_033329030.1	XP_003705694.1
OG0003647	XP_033340628.1	XP_012146395.1
OG0003648	XP_033336450.1, XP_033336449.1, XP_033336452.1, XP_033336451.1	XP_012149609.1
OG0003649	XP_033326259.1	XP_012144509.1, XP_012144497.1
OG0003650	XP_033321985.1	XP_012152387.1
OG0003651	XP_033328130.1, XP_033328129.1	XP_012150224.1
OG0003653	XP_033321965.1	XP_012152240.1
OG0003654	XP_033336928.1	XP_012138372.1
OG0003655	XP_033326138.1	XP_012141891.1
OG0003656	XP_033334078.1	XP_003701658.2
OG0003657	XP_033338768.1	XP_003707836.1
OG0003658	XP_033327370.1	XP_003705101.1
OG0003660	XP_033325940.1	XP_003699178.2
OG0003661	XP_033333296.1	XP_003704840.1
OG0003662	XP_033322772.1	XP_003703277.1
OG0003663	XP_033332314.1	XP_012144080.1
OG0003664	XP_033322765.1	XP_003705824.1
OG0003665	XP_033339340.1	XP_012140722.1, XP_003703289.1
OG0003666	XP_033329093.1	XP_012146713.1, XP_012146712.1, XP_012146711.1, XP_012146714.1
OG0003667	XP_033323891.1	XP_012143502.1, XP_012143503.1
OG0003668	XP_033342761.1, XP_033342758.1	XP_003705738.2
OG0003669	XP_033330266.1	XP_003704231.1
OG0003670	XP_033334519.1, XP_033334520.1, XP_033334521.1	XP_012150954.1
OG0003671	XP_033341605.1	XP_012152049.1
OG0003672	XP_033323844.1, XP_033323846.1, XP_033323845.1	XP_012145100.1
OG0003673	XP_033338895.1	XP_003705401.1, XP_012145454.1
OG0003674	XP_033343005.1, XP_033343007.1	XP_012149540.1, XP_012149464.1, XP_012149612.1
OG0003675	XP_033337465.1	XP_003702247.1, XP_012138390.1
OG0003677	XP_033334058.1	XP_003707286.1
OG0003679	XP_033340304.1, XP_033340302.1, XP_033340303.1	XP_012153098.1
OG0003680	XP_033326065.1	XP_012135489.1, XP_012135484.1
OG0003681	XP_033329613.1	XP_003703445.1
OG0003682	XP_033331600.1	XP_012143464.1
OG0003683	XP_033342058.1	XP_003701444.1
OG0003684	XP_033335939.1, XP_033335937.1	XP_003708269.1
OG0003685	XP_033335777.1	XP_012152591.1
OG0003686	XP_033326907.1, XP_033333315.1	XP_012140606.1, XP_012140609.1
OG0003687	XP_033328571.1, XP_033328570.1, XP_033328572.1, XP_033328573.1	XP_012151727.1, XP_003708003.1
OG0003688	XP_033331024.1	XP_003704750.1, XP_012143953.1
OG0003689	XP_033325817.1, XP_033325818.1	XP_012135442.1
OG0003690	XP_033336189.1, XP_033336210.1, XP_033336218.1, XP_033336200.1	XP_012144986.1
OG0003691	XP_033333937.1	XP_003704811.1, XP_012144100.1
OG0003692	XP_033326721.1	XP_012147452.1, XP_012147450.1, XP_012147451.1
OG0003693	XP_033331748.1	XP_012149146.1, XP_012149145.1
OG0003694	XP_033330274.1	XP_012142944.1, XP_012142934.1
OG0003695	XP_033323120.1	XP_003701680.2, XP_012136890.1, XP_012136891.1
OG0003696	XP_033332265.1, XP_033332268.1	XP_012146549.1
OG0003697	XP_033332491.1	XP_012154296.1, XP_012154295.1
OG0003698	XP_033330060.1, XP_033330061.1, XP_033330062.1	XP_003704686.1
OG0003699	XP_033341602.1, XP_033341601.1, XP_033341604.1, XP_033341603.1, XP_033341600.1	XP_012136218.1, XP_012136217.1
OG0003700	XP_033334759.1, XP_033334760.1	XP_003699365.1
OG0003701	XP_033341137.1	XP_012151770.1, XP_012151775.1
OG0003702	XP_033322473.1	XP_003706664.1, XP_012148421.1
OG0003703	XP_033323839.1, XP_033323840.1, XP_033323842.1, XP_033323841.1	XP_003705263.2
OG0003704	XP_033333678.1	XP_012138994.1, XP_003702605.2
OG0003705	XP_033327512.1	XP_012135695.1, XP_012135694.1, XP_012135693.1, XP_012135692.1, XP_012135691.1, XP_012135690.1, XP_012135697.1, XP_012135696.1
OG0003706	XP_033336599.1	XP_012139818.1
OG0003709	XP_033337029.1	XP_003706227.1
OG0003710	XP_033323119.1	XP_003706130.1
OG0003711	XP_033326335.1	XP_003704139.1
OG0003712	XP_033331780.1	XP_012149223.1
OG0003713	XP_033341731.1	XP_012146319.1
OG0003714	XP_033329476.1	XP_003703667.1
OG0003715	XP_033321447.1	XP_003707667.1
OG0003716	XP_033333005.1	XP_012143267.1, XP_012143268.1, XP_012143266.1
OG0003717	XP_033327777.1	XP_003700971.1
OG0003719	XP_033341072.1, XP_033341071.1	XP_003707096.2
OG0003720	XP_033334259.1	XP_012140434.1
OG0003721	XP_033337741.1	XP_003705085.1
OG0003722	XP_033340174.1	XP_003706424.1
OG0003723	XP_033323661.1	XP_003701455.1
OG0003724	XP_033327630.1	XP_003701121.1
OG0003725	XP_033338722.1, XP_033338719.1, XP_033338462.1, XP_033338460.1, XP_033338461.1, XP_033338720.1	XP_003700414.1
OG0003726	XP_033321421.1	XP_003705270.1
OG0003727	XP_033329857.1	XP_012147189.1
OG0003728	XP_033324099.1	XP_003702688.1
OG0003729	XP_033325675.1, XP_033325676.1	XP_012149096.1
OG0003730	XP_033330528.1	XP_012143570.1
OG0003731	XP_033321609.1	XP_012142318.1
OG0003732	XP_033325852.1	XP_012136223.1, XP_003699392.1
OG0003733	XP_033325532.1, XP_033325531.1	XP_003699724.2
OG0003734	XP_033336299.1	XP_003702799.1
OG0003735	XP_033322250.1, XP_033322249.1, XP_033322251.1	XP_003699603.1
OG0003736	XP_033326399.1	XP_003708202.1
OG0003737	XP_033340545.1	XP_003702055.1
OG0003738	XP_033338964.1, XP_033338967.1	XP_003701876.1
OG0003739	XP_033339946.1	XP_003699643.1
OG0003740	XP_033324971.1	XP_012136307.1
OG0003741	XP_033340471.1	XP_003708466.1
OG0003742	XP_033335202.1	XP_003700829.1
OG0003743	XP_033337852.1	XP_003699213.1
OG0003744	XP_033341732.1	XP_012136165.1, XP_003701368.1
OG0003745	XP_033327652.1	XP_003699863.1
OG0003746	XP_033337251.1	XP_012145652.1
OG0003747	XP_033329782.1	XP_003703028.1
OG0003748	XP_033342597.1, XP_033342598.1	XP_012154389.1
OG0003748	XP_033342508.1	XP_012154378.1
OG0003749	XP_033328604.1, XP_033328722.1	XP_003704411.1
OG0003750	XP_033339577.1	XP_003706811.1
OG0003751	XP_033325839.1	XP_003699204.1
OG0003752	XP_033333796.1	XP_003701837.1
OG0003753	XP_033337575.1	XP_003701145.1
OG0003754	XP_033335875.1	XP_012139827.1
OG0003755	XP_033327248.1	XP_003699690.1
OG0003756	XP_033339869.1, XP_033324366.1	XP_003707326.1
OG0003757	XP_033324665.1	XP_003699629.2
OG0003758	XP_033328506.1, XP_033328515.1	XP_003706167.1
OG0003759	XP_033330702.1	XP_012153882.1
OG0003760	XP_033322178.1	XP_003704010.1
OG0003761	XP_033328479.1	XP_003704784.1
OG0003762	XP_033331270.1	XP_003706075.1
OG0003763	XP_033324800.1	XP_003705954.1
OG0003764	XP_033335247.1, XP_033335249.1	XP_012144451.1
OG0003765	XP_033332472.1	XP_003700203.1
OG0003766	XP_033337284.1	XP_003702304.1
OG0003767	XP_033321340.1, XP_033321388.1, XP_033321393.1	XP_003700363.1
OG0003768	XP_033333476.1	XP_012147691.1
OG0003769	XP_033325619.1	XP_003699783.1
OG0003770	XP_033322579.1	XP_003704575.1
OG0003771	XP_033329979.1, XP_033329980.1	XP_003707507.1
OG0003772	XP_033324360.1	XP_012139184.1, XP_012139182.1
OG0003773	XP_033324129.1	XP_012145129.1
OG0003774	XP_033330125.1	XP_003704199.1
OG0003775	XP_033341745.1	XP_012136831.1
OG0003776	XP_033339908.1	XP_003704094.1
OG0003777	XP_033333284.1	XP_003704868.2
OG0003778	XP_033322916.1	XP_003707944.1
OG0003779	XP_033323660.1	XP_003701560.1
OG0003780	XP_033335718.1	XP_003708266.1
OG0003781	XP_033326188.1	XP_012141904.1
OG0003782	XP_033332738.1	XP_012148134.1
OG0003783	XP_033324642.1	XP_003708592.1
OG0003784	XP_033323399.1	XP_012142800.1
OG0003785	XP_033335246.1	XP_012152759.1
OG0003786	XP_033327446.1	XP_003701787.2
OG0003787	XP_033334308.1	XP_003700169.1, XP_012149769.1
OG0003788	XP_033334323.1, XP_033338504.1	XP_003705400.1
OG0003789	XP_033331211.1	XP_003706077.1
OG0003790	XP_033341142.1	XP_003707925.1
OG0003791	XP_033329674.1	XP_012151839.1
OG0003792	XP_033329693.1, XP_033329692.1	XP_012146741.1
OG0003793	XP_033322971.1	XP_003703720.2
OG0003794	XP_033325446.1	XP_003707025.1
OG0003795	XP_033331013.1	XP_003704767.1
OG0003796	XP_033337462.1	XP_003705062.1
OG0003797	XP_033328001.1, XP_033328000.1, XP_033328002.1, XP_033328003.1	XP_012150116.1
OG0003798	XP_033339817.1, XP_033339677.1, XP_033339676.1	XP_012137005.1
OG0003799	XP_033327203.1	XP_012142196.1
OG0003800	XP_033336664.1	XP_003708302.1
OG0003801	XP_033338718.1	XP_003700643.1, XP_012134578.1
OG0003802	XP_033327646.1	XP_003705993.1
OG0003803	XP_033341902.1	XP_012147729.1, XP_003706349.2
OG0003804	XP_033323599.1	XP_003707253.2
OG0003805	XP_033331649.1	XP_012146096.1, XP_012146097.1
OG0003806	XP_033327336.1	XP_003701235.1
OG0003807	XP_033336412.1, XP_033336411.1	XP_003708263.2
OG0003808	XP_033338456.1	XP_003704917.1
OG0003809	XP_033334187.1, XP_033334188.1, XP_033334189.1	XP_003701521.1
OG0003810	XP_033335592.1	XP_003700310.1
OG0003811	XP_033333716.1	XP_003700042.1
OG0003812	XP_033331576.1	XP_003704355.1
OG0003813	XP_033321788.1	XP_003708167.1
OG0003814	XP_033336185.1	XP_012139571.1
OG0003815	XP_033342704.1	XP_003707784.1, XP_012151301.1
OG0003816	XP_033334917.1	XP_003699342.1
OG0003817	XP_033334889.1	XP_003700583.1
OG0003818	XP_033338695.1	XP_003700528.1
OG0003819	XP_033324822.1	XP_003699615.1
OG0003820	XP_033334636.1, XP_033334635.1	XP_012154542.1
OG0003821	XP_033331525.1, XP_033331522.1, XP_033331524.1, XP_033331523.1	XP_012142987.1
OG0003822	XP_033333024.1, XP_033333022.1	XP_003703687.1
OG0003823	XP_033333428.1	XP_012145734.1, XP_012145716.1
OG0003824	XP_033328970.1	XP_012151707.1
OG0003825	XP_033329600.1	XP_012141379.1
OG0003826	XP_033341280.1	XP_012151627.1
OG0003827	XP_033340230.1	XP_012147966.1, XP_012147965.1
OG0003828	XP_033340316.1	XP_003704637.1
OG0003829	XP_033333058.1	XP_003706566.1
OG0003830	XP_033325539.1	XP_012139051.1
OG0003831	XP_033336562.1	XP_003702803.1
OG0003832	XP_033341840.1	XP_012149798.1
OG0003833	XP_033326262.1, XP_033326261.1	XP_012144508.1, XP_003704921.1
OG0003834	XP_033339008.1	XP_012142369.1, XP_012142368.1
OG0003835	XP_033327411.1	XP_003705556.1
OG0003836	XP_033337483.1	XP_012148006.1
OG0003837	XP_033336862.1, XP_033336863.1	XP_012142060.1, XP_012142059.1
OG0003838	XP_033321599.1	XP_003699921.1
OG0003839	XP_033327285.1	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1
OG0003840	XP_033337710.1	XP_012145860.1, XP_003705525.1
OG0003841	XP_033321529.1	XP_003702285.1
OG0003842	XP_033338467.1	XP_012134654.1, XP_012134653.1, XP_003700779.1
OG0003843	XP_033323380.1	XP_003703176.1
OG0003845	XP_033322158.1	XP_003699887.1
OG0003846	XP_033322153.1	XP_012142325.1
OG0003847	XP_033322559.1	XP_012145279.1
OG0003848	XP_033328191.1, XP_033328190.1	XP_003707354.1
OG0003849	XP_033330235.1	XP_003704315.1
OG0003850	XP_033331462.1	XP_003706914.1
OG0003851	XP_033326421.1	XP_012143144.1
OG0003852	XP_033333810.1	XP_003701819.1
OG0003853	XP_033332014.1	XP_003704348.1
OG0003854	XP_033338399.1	XP_003700678.1
OG0003855	XP_033333307.1	XP_003700024.1
OG0003856	XP_033324636.1	XP_003699633.1
OG0003857	XP_033329287.1	XP_012141225.1
OG0003858	XP_033342039.1, XP_033342040.1	XP_012136385.1, XP_012136386.1
OG0003859	XP_033326925.1	XP_003703262.1
OG0003861	XP_033332382.1	XP_003700140.1
OG0003862	XP_033338769.1	XP_003707837.1
OG0003863	XP_033320913.1, XP_033320912.1	XP_012143578.1, XP_003704593.1
OG0003864	XP_033326931.1	XP_003703254.1
OG0003865	XP_033322204.1	XP_003708661.1
OG0003866	XP_033327656.1	XP_003705333.1
OG0003867	XP_033329111.1	XP_003703273.1
OG0003868	XP_033325458.1	XP_003706851.1
OG0003869	XP_033335566.1	XP_003700262.1
