Orthogroup	Megalopta_genalis	Polistes_dominula
OG0003138	XP_033339028.1	XP_015176465.1
OG0003139	XP_033342192.1	XP_015187808.1
OG0003140	XP_033338458.1	XP_015190332.1
OG0003142	XP_033323324.1	XP_015188107.1
OG0003143	XP_033339288.1, XP_033339292.1, XP_033339290.1, XP_033339291.1, XP_033339289.1	XP_015187685.1
OG0003144	XP_033325788.1	XP_015182431.1
OG0003146	XP_033336759.1	XP_015174245.1
OG0003147	XP_033333158.1	XP_015185446.1
OG0003148	XP_033337550.1	XP_015177845.1
OG0003149	XP_033341203.1, XP_033341201.1, XP_033341200.1, XP_033341202.1	XP_015184441.1, XP_015184440.1
OG0003150	XP_033334038.1	XP_015187854.1, XP_015187853.1, XP_015187855.1
OG0003151	XP_033338962.1, XP_033338961.1	XP_015180985.1
OG0003152	XP_033340496.1, XP_033340501.1	XP_015178886.1
OG0003153	XP_033326312.1, XP_033334567.1	XP_015177948.1
OG0003154	XP_033339874.1, XP_033330593.1	XP_015188206.1
OG0003155	XP_033332749.1	XP_015178197.1
OG0003156	XP_033334322.1	XP_015172614.1
OG0003157	XP_033332576.1	XP_015177197.1
OG0003159	XP_033322915.1	XP_015171686.1
OG0003160	XP_033335696.1	XP_015175964.1, XP_015175963.1
OG0003161	XP_033338998.1, XP_033338997.1	XP_015174278.1, XP_015174279.1
OG0003162	XP_033339039.1	XP_015174414.1, XP_015174412.1, XP_015174413.1
OG0003163	XP_033341447.1	XP_015190622.1
OG0003164	XP_033336860.1	XP_015176415.1
OG0003165	XP_033331244.1	XP_015191074.1
OG0003166	XP_033341754.1	XP_015174570.1, XP_015174569.1, XP_015174568.1
OG0003167	XP_033326611.1	XP_015191470.1
OG0003168	XP_033325390.1	XP_015189246.1
OG0003169	XP_033321527.1	XP_015182981.1
OG0003170	XP_033328595.1	XP_015190938.1
OG0003171	XP_033340383.1	XP_015174123.1
OG0003172	XP_033323602.1, XP_033323603.1, XP_033342194.1	XP_015186769.1
OG0003173	XP_033337311.1	XP_015177553.1
OG0003174	XP_033334277.1	XP_015171628.1, XP_015171627.1
OG0003175	XP_033333840.1	XP_015191303.1
OG0003176	XP_033324040.1	XP_015178251.1
OG0003177	XP_033331969.1	XP_015187693.1
OG0003178	XP_033342425.1, XP_033342429.1	XP_015191248.1
OG0003179	XP_033340939.1	XP_015185155.1
OG0003181	XP_033326843.1	XP_015180822.1
OG0003182	XP_033340187.1, XP_033340186.1	XP_015172626.1
OG0003183	XP_033338840.1	XP_015179209.1
OG0003184	XP_033330802.1	XP_015179794.1
OG0003185	XP_033329420.1	XP_015173354.1
OG0003186	XP_033323333.1	XP_015172668.1
OG0003186	XP_033339993.1	XP_015172670.1
OG0003187	XP_033323801.1	XP_015180688.1, XP_015180687.1
OG0003188	XP_033326085.1	XP_015186528.1
OG0003189	XP_033330191.1	XP_015187605.1, XP_015187604.1
OG0003190	XP_033327031.1	XP_015172075.1
OG0003191	XP_033333224.1	XP_015189422.1
OG0003193	XP_033325616.1, XP_033325615.1	XP_015176753.1
OG0003194	XP_033331488.1	XP_015180475.1
OG0003195	XP_033342954.1, XP_033343018.1, XP_033342722.1	XP_015174876.1
OG0003197	XP_033321409.1	XP_015172936.1
OG0003198	XP_033337924.1	XP_015187947.1
OG0003199	XP_033326422.1	XP_015190385.1
OG0003201	XP_033338094.1	XP_015184633.1
OG0003203	XP_033328122.1, XP_033328123.1, XP_033328124.1, XP_033328125.1	XP_015172467.1
OG0003204	XP_033322970.1	XP_015178733.1, XP_015178734.1
OG0003205	XP_033330219.1	XP_015181172.1
OG0003206	XP_033324580.1	XP_015182035.1
OG0003207	XP_033324968.1	XP_015189835.1
OG0003208	XP_033334139.1	XP_015182954.1
OG0003209	XP_033338493.1	XP_015176641.1, XP_015176589.1
OG0003211	XP_033321216.1	XP_015185161.1
OG0003212	XP_033321487.1	XP_015186954.1
OG0003213	XP_033330167.1	XP_015180557.1
OG0003214	XP_033334691.1	XP_015182199.1
OG0003215	XP_033342225.1, XP_033342223.1, XP_033342226.1	XP_015180795.1
OG0003217	XP_033327732.1	XP_015181224.1
OG0003218	XP_033327335.1	XP_015175243.1
OG0003219	XP_033331987.1	XP_015182015.1
OG0003220	XP_033342819.1, XP_033342818.1	XP_015188336.1
OG0003221	XP_033341000.1	XP_015175039.1
OG0003222	XP_033323872.1	XP_015177460.1
OG0003223	XP_033330207.1	XP_015187699.1
OG0003224	XP_033333695.1	XP_015182489.1, XP_015182490.1, XP_015182491.1
OG0003225	XP_033326712.1	XP_015179841.1
OG0003226	XP_033336266.1	XP_015189474.1
OG0003227	XP_033336439.1, XP_033336440.1	XP_015180493.1, XP_015180490.1, XP_015180491.1
OG0003228	XP_033324495.1	XP_015186380.1
OG0003229	XP_033338581.1, XP_033338580.1	XP_015175410.1
OG0003230	XP_033331610.1	XP_015184361.1
OG0003231	XP_033323954.1	XP_015180115.1, XP_015180119.1
OG0003232	XP_033342944.1	XP_015181923.1
OG0003234	XP_033323442.1	XP_015187354.1
OG0003236	XP_033341266.1	XP_015186081.1
OG0003237	XP_033329776.1	XP_015188897.1
OG0003238	XP_033332655.1	XP_015187070.1, XP_015187068.1
OG0003239	XP_033336329.1	XP_015172153.1
OG0003239	XP_033336330.1	XP_015172154.1, XP_015172155.1
OG0003240	XP_033322355.1	XP_015189432.1
OG0003241	XP_033342080.1	XP_015188124.1
OG0003242	XP_033325001.1	XP_015173551.1, XP_015173550.1, XP_015173552.1
OG0003243	XP_033325986.1, XP_033325980.1	XP_015188134.1, XP_015188136.1
OG0003244	XP_033328586.1	XP_015180244.1
OG0003245	XP_033335072.1	XP_015191221.1
OG0003246	XP_033338849.1, XP_033338850.1	XP_015179093.1
OG0003247	XP_033333555.1	XP_015177111.1
OG0003248	XP_033338838.1, XP_033338865.1	XP_015187754.1
OG0003249	XP_033324313.1	XP_015178192.1
OG0003250	XP_033341991.1	XP_015175613.1
OG0003251	XP_033321490.1	XP_015173068.1, XP_015173069.1, XP_015173067.1
OG0003252	XP_033342543.1	XP_015191279.1, XP_015191280.1
OG0003253	XP_033337657.1	XP_015180436.1, XP_015180435.1
OG0003254	XP_033334923.1, XP_033334925.1, XP_033334924.1	XP_015173892.1, XP_015173893.1
OG0003255	XP_033320917.1	XP_015173889.1
OG0003256	XP_033337964.1, XP_033337963.1	XP_015174135.1
OG0003257	XP_033328890.1	XP_015178370.1
OG0003258	XP_033337428.1, XP_033337424.1, XP_033337425.1, XP_033337427.1	XP_015182188.1, XP_015182191.1, XP_015182189.1
OG0003262	XP_033337156.1	XP_015174605.1
OG0003263	XP_033333514.1	XP_015174256.1
OG0003264	XP_033335987.1	XP_015176975.1
OG0003265	XP_033327756.1	XP_015185890.1
OG0003266	XP_033327133.1	XP_015171934.1
OG0003267	XP_033338995.1	XP_015171790.1
OG0003268	XP_033322802.1	XP_015171926.1, XP_015181220.1
OG0003269	XP_033322918.1	XP_015188503.1
OG0003270	XP_033341045.1	XP_015174370.1
OG0003271	XP_033329259.1	XP_015175802.1
OG0003272	XP_033321738.1	XP_015175460.1
OG0003273	XP_033330620.1	XP_015186611.1
OG0003274	XP_033338370.1, XP_033339831.1	XP_015175687.1
OG0003275	XP_033339681.1, XP_033339678.1, XP_033339680.1	XP_015174709.1
OG0003276	XP_033337866.1, XP_033337816.1	XP_015181499.1
OG0003277	XP_033333960.1	XP_015190768.1, XP_015190770.1
OG0003278	XP_033325452.1, XP_033325451.1, XP_033325450.1	XP_015182542.1
OG0003279	XP_033340378.1, XP_033340379.1	XP_015188857.1
OG0003280	XP_033334066.1	XP_015171870.1
OG0003281	XP_033332252.1	XP_015180726.1, XP_015180727.1
OG0003282	XP_033342533.1	XP_015188811.1
OG0003283	XP_033321442.1	XP_015173584.1
OG0003284	XP_033330238.1	XP_015180745.1
OG0003285	XP_033324138.1	XP_015172337.1, XP_015172325.1
OG0003286	XP_033335209.1	XP_015185800.1
OG0003287	XP_033326684.1	XP_015172520.1
OG0003288	XP_033324315.1	XP_015191656.1
OG0003289	XP_033330360.1	XP_015185298.1
OG0003290	XP_033320762.1, XP_033320761.1	XP_015182865.1
OG0003291	XP_033323381.1	XP_015179786.1
OG0003292	XP_033322725.1, XP_033328285.1	XP_015184103.1
OG0003293	XP_033339111.1	XP_015183532.1
OG0003294	XP_033331269.1	XP_015176029.1
OG0003295	XP_033340280.1	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1
OG0003296	XP_033340748.1	XP_015178530.1
OG0003298	XP_033329172.1	XP_015186616.1
OG0003299	XP_033327026.1	XP_015182677.1
OG0003300	XP_033327220.1	XP_015172834.1
OG0003301	XP_033337563.1	XP_015174163.1
OG0003302	XP_033336672.1, XP_033336673.1	XP_015179769.1
OG0003303	XP_033325150.1	XP_015189235.1
OG0003304	XP_033327069.1	XP_015180127.1
OG0003305	XP_033337804.1, XP_033337805.1	XP_015190255.1
OG0003307	XP_033325378.1	XP_015173144.1, XP_015173145.1
OG0003308	XP_033338440.1	XP_015177208.1
OG0003309	XP_033334307.1	XP_015180107.1
OG0003310	XP_033328813.1	XP_015182521.1
OG0003311	XP_033339017.1	XP_015178143.1
OG0003312	XP_033337844.1	XP_015180203.1
OG0003313	XP_033330172.1	XP_015176312.1
OG0003315	XP_033323402.1	XP_015179654.1
OG0003316	XP_033330504.1	XP_015171729.1
OG0003317	XP_033336880.1	XP_015183265.1
OG0003318	XP_033331095.1	XP_015191776.1
OG0003319	XP_033322780.1	XP_015181953.1, XP_015181952.1
OG0003320	XP_033331405.1	XP_015191527.1
OG0003321	XP_033321960.1, XP_033321963.1, XP_033321961.1, XP_033321962.1	XP_015173693.1
OG0003322	XP_033334422.1	XP_015171323.1, XP_015171332.1
OG0003323	XP_033320975.1, XP_033320976.1	XP_015190930.1
OG0003324	XP_033321654.1	XP_015171336.1, XP_015171337.1
OG0003325	XP_033338234.1	XP_015190563.1
OG0003327	XP_033322152.1, XP_033322151.1	XP_015185982.1
OG0003328	XP_033331370.1, XP_033331369.1	XP_015177229.1
OG0003329	XP_033333375.1	XP_015186292.1
OG0003330	XP_033324918.1	XP_015190577.1
OG0003331	XP_033336918.1, XP_033336920.1	XP_015172251.1, XP_015172246.1
OG0003332	XP_033329251.1	XP_015185305.1
OG0003333	XP_033329581.1	XP_015171492.1
OG0003334	XP_033325906.1	XP_015191505.1
OG0003335	XP_033338715.1	XP_015182204.1
OG0003336	XP_033332890.1	XP_015191570.1
OG0003337	XP_033334077.1	XP_015172521.1
OG0003339	XP_033334094.1	XP_015184708.1
OG0003340	XP_033334480.1	XP_015174248.1
OG0003341	XP_033337103.1	XP_015185260.1
OG0003342	XP_033335729.1	XP_015185634.1
OG0003343	XP_033322327.1	XP_015176685.1
OG0003345	XP_033334851.1	XP_015189133.1
OG0003346	XP_033332452.1	XP_015174791.1
OG0003347	XP_033339824.1, XP_033332386.1, XP_033332385.1, XP_033332341.1, XP_033332410.1	XP_015188927.1
OG0003348	XP_033339798.1, XP_033324892.1	XP_015188423.1
OG0003349	XP_033330989.1	XP_015180546.1
OG0003350	XP_033328182.1, XP_033328183.1	XP_015187959.1
OG0003351	XP_033340966.1	XP_015185215.1
OG0003352	XP_033335941.1	XP_015173570.1
OG0003353	XP_033322580.1	XP_015175425.1
OG0003354	XP_033331712.1	XP_015176997.1
OG0003355	XP_033339177.1	XP_015176857.1
OG0003356	XP_033338811.1	XP_015190488.1
OG0003357	XP_033337230.1	XP_015178153.1
OG0003358	XP_033322024.1	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1
OG0003359	XP_033323734.1, XP_033323735.1, XP_033323736.1	XP_015173362.1
OG0003360	XP_033340151.1	XP_015173198.1
OG0003361	XP_033341927.1	XP_015182881.1
OG0003362	XP_033334510.1	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1
OG0003363	XP_033321542.1	XP_015182988.1
OG0003364	XP_033325704.1	XP_015184267.1
OG0003365	XP_033331280.1	XP_015188555.1
OG0003366	XP_033339206.1	XP_015179176.1
OG0003367	XP_033331003.1	XP_015187582.1
OG0003368	XP_033334434.1	XP_015175064.1
OG0003369	XP_033324352.1	XP_015188097.1
OG0003370	XP_033342074.1, XP_033342071.1, XP_033342073.1	XP_015173212.1
OG0003371	XP_033339331.1	XP_015181102.1
OG0003372	XP_033321656.1, XP_033321657.1	XP_015172014.1
OG0003374	XP_033324393.1	XP_015171689.1
OG0003375	XP_033327492.1	XP_015189034.1
OG0003376	XP_033334209.1	XP_015187912.1
OG0003377	XP_033329844.1, XP_033329845.1	XP_015175119.1
OG0003378	XP_033338646.1	XP_015184218.1
OG0003379	XP_033340001.1	XP_015180558.1
OG0003380	XP_033338603.1, XP_033338602.1	XP_015172013.1
OG0003381	XP_033338223.1	XP_015172653.1
OG0003382	XP_033322394.1	XP_015176634.1
OG0003383	XP_033336227.1	XP_015172040.1
OG0003384	XP_033330244.1	XP_015188758.1
OG0003385	XP_033328789.1	XP_015179032.1
OG0003386	XP_033335968.1, XP_033335966.1	XP_015179539.1
OG0003387	XP_033334148.1	XP_015190698.1
OG0003388	XP_033331546.1	XP_015180752.1
OG0003389	XP_033339127.1	XP_015187416.1
OG0003390	XP_033338465.1	XP_015184298.1
OG0003391	XP_033337676.1	XP_015181603.1
OG0003392	XP_033324834.1	XP_015176349.1
OG0003394	XP_033331229.1	XP_015174395.1
OG0003395	XP_033342175.1	XP_015187652.1
OG0003396	XP_033332034.1	XP_015176610.1
OG0003397	XP_033325068.1, XP_033325069.1	XP_015171189.1
OG0003398	XP_033338027.1	XP_015187552.1
OG0003399	XP_033324049.1	XP_015179993.1
OG0003400	XP_033322051.1	XP_015175012.1
OG0003401	XP_033329134.1	XP_015180348.1
OG0003402	XP_033339790.1, XP_033335669.1, XP_033336345.1, XP_033336346.1	XP_015187324.1, XP_015187331.1
OG0003403	XP_033342386.1	XP_015181948.1
OG0003404	XP_033339948.1, XP_033339949.1, XP_033323168.1	XP_015186459.1
OG0003405	XP_033334248.1	XP_015178809.1, XP_015178810.1
OG0003406	XP_033324233.1	XP_015191703.1
OG0003407	XP_033333546.1	XP_015189000.1
OG0003408	XP_033332357.1	XP_015175908.1
OG0003409	XP_033330458.1	XP_015179204.1
OG0003410	XP_033341012.1	XP_015186287.1
OG0003411	XP_033328528.1	XP_015190416.1, XP_015190419.1, XP_015190418.1
OG0003412	XP_033328450.1, XP_033328451.1	XP_015171375.1
OG0003414	XP_033338679.1	XP_015176127.1
OG0003415	XP_033341897.1, XP_033341900.1, XP_033341901.1, XP_033341898.1, XP_033341899.1	XP_015190410.1
OG0003416	XP_033336435.1	XP_015180668.1, XP_015180667.1
OG0003417	XP_033323493.1	XP_015177477.1
OG0003418	XP_033323079.1	XP_015184817.1
OG0003419	XP_033343057.1	XP_015177958.1
OG0003420	XP_033330469.1, XP_033330468.1	XP_015180202.1
OG0003421	XP_033332907.1	XP_015187248.1, XP_015187247.1
OG0003422	XP_033324697.1	XP_015186465.1
OG0003423	XP_033321906.1, XP_033321907.1	XP_015177165.1, XP_015177166.1
OG0003424	XP_033335405.1, XP_033331481.1	XP_015184782.1
OG0003425	XP_033325680.1	XP_015179943.1
OG0003426	XP_033333986.1	XP_015174788.1, XP_015174786.1
OG0003427	XP_033326889.1	XP_015186898.1
OG0003428	XP_033338871.1	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1
OG0003429	XP_033332661.1	XP_015172555.1
OG0003430	XP_033329197.1, XP_033329203.1	XP_015182570.1
OG0003431	XP_033331806.1	XP_015175843.1
OG0003432	XP_033329665.1	XP_015184654.1
OG0003434	XP_033321772.1, XP_033321771.1, XP_033321770.1	XP_015177650.1, XP_015177649.1
OG0003435	XP_033340991.1	XP_015186325.1
OG0003436	XP_033332075.1	XP_015174551.1
OG0003437	XP_033320832.1	XP_015174878.1
OG0003438	XP_033327989.1	XP_015172083.1, XP_015172082.1
OG0003439	XP_033322082.1	XP_015174539.1
OG0003441	XP_033322445.1	XP_015175554.1, XP_015175555.1
OG0003442	XP_033334649.1	XP_015191398.1
OG0003443	XP_033338039.1	XP_015183662.1
OG0003444	XP_033328708.1, XP_033328537.1	XP_015183391.1
OG0003445	XP_033323957.1	XP_015178172.1
OG0003446	XP_033324538.1	XP_015183595.1
OG0003447	XP_033331599.1, XP_033331598.1	XP_015176458.1
OG0003448	XP_033340415.1	XP_015188682.1
OG0003449	XP_033322986.1	XP_015184578.1
OG0003450	XP_033323086.1	XP_015183101.1
OG0003452	XP_033335440.1	XP_015185229.1
OG0003453	XP_033333792.1	XP_015191305.1
OG0003454	XP_033337693.1	XP_015185401.1
OG0003455	XP_033333141.1, XP_033333142.1, XP_033333143.1	XP_015173242.1, XP_015173243.1
OG0003456	XP_033331970.1	XP_015187627.1
OG0003457	XP_033331647.1	XP_015180857.1
OG0003458	XP_033324684.1	XP_015173983.1, XP_015173982.1, XP_015173984.1
OG0003459	XP_033332395.1, XP_033332396.1	XP_015179116.1
OG0003460	XP_033334207.1	XP_015190874.1
OG0003461	XP_033336145.1	XP_015191859.1, XP_015191861.1
OG0003462	XP_033334597.1	XP_015189922.1, XP_015171443.1
OG0003463	XP_033326000.1	XP_015186383.1, XP_015171012.1
OG0003464	XP_033341327.1	XP_015189991.1
OG0003465	XP_033338576.1, XP_033338587.1	XP_015186514.1, XP_015186563.1
OG0003466	XP_033337487.1, XP_033337488.1, XP_033337485.1, XP_033337486.1	XP_015189016.1, XP_015189015.1
OG0003467	XP_033329337.1, XP_033329338.1	XP_015180807.1
OG0003468	XP_033338663.1	XP_015180528.1
OG0003469	XP_033331133.1	XP_015188387.1
OG0003470	XP_033322900.1	XP_015176941.1, XP_015176942.1
OG0003471	XP_033339092.1, XP_033339090.1	XP_015178289.1
OG0003472	XP_033323240.1, XP_033331188.1	XP_015180759.1
OG0003473	XP_033334968.1	XP_015174007.1
OG0003474	XP_033326543.1, XP_033321475.1	XP_015185878.1, XP_015185867.1, XP_015189344.1
OG0003476	XP_033324619.1	XP_015179493.1
OG0003477	XP_033320924.1, XP_033320925.1	XP_015175105.1
OG0003478	XP_033332634.1	XP_015189473.1
OG0003479	XP_033326020.1	XP_015176771.1
OG0003480	XP_033327761.1	XP_015176804.1
OG0003481	XP_033325786.1	XP_015191112.1
OG0003482	XP_033343102.1, XP_033343105.1, XP_033343104.1, XP_033343103.1	XP_015185984.1, XP_015175980.1
OG0003483	XP_033337223.1, XP_033337224.1	XP_015178273.1
OG0003484	XP_033323779.1	XP_015182992.1
OG0003485	XP_033325437.1	XP_015184543.1
OG0003486	XP_033330671.1, XP_033330672.1	XP_015183580.1
OG0003487	XP_033337338.1	XP_015180045.1
OG0003488	XP_033328230.1	XP_015171174.1, XP_015171175.1
OG0003489	XP_033341228.1	XP_015190926.1
OG0003490	XP_033337459.1, XP_033337460.1	XP_015172585.1
OG0003491	XP_033339715.1	XP_015174483.1
OG0003492	XP_033333227.1	XP_015178946.1
OG0003493	XP_033342779.1, XP_033342780.1	XP_015185682.1
OG0003494	XP_033340046.1, XP_033340047.1	XP_015191496.1
OG0003495	XP_033343087.1	XP_015179271.1
OG0003496	XP_033340934.1, XP_033340935.1, XP_033340896.1	XP_015182877.1
OG0003497	XP_033341103.1	XP_015178395.1
OG0003498	XP_033340165.1	XP_015180366.1
OG0003499	XP_033330659.1	XP_015187045.1
OG0003500	XP_033334464.1	XP_015175688.1
OG0003501	XP_033333975.1	XP_015187507.1
OG0003502	XP_033333338.1, XP_033333339.1	XP_015182437.1
OG0003503	XP_033331295.1	XP_015178224.1
OG0003504	XP_033338415.1	XP_015181287.1
OG0003507	XP_033336242.1, XP_033336243.1, XP_033336240.1	XP_015183125.1
OG0003508	XP_033334774.1	XP_015182730.1
OG0003509	XP_033334119.1, XP_033334123.1	XP_015188894.1, XP_015188815.1
OG0003510	XP_033328828.1	XP_015178538.1
OG0003511	XP_033324509.1	XP_015173707.1
OG0003512	XP_033320847.1	XP_015182308.1
OG0003513	XP_033340583.1, XP_033340591.1	XP_015171042.1, XP_015171033.1
OG0003514	XP_033332109.1	XP_015187464.1
OG0003515	XP_033324371.1	XP_015179821.1
OG0003516	XP_033339520.1, XP_033339521.1	XP_015179947.1
OG0003517	XP_033342947.1, XP_033342948.1	XP_015181891.1
OG0003518	XP_033342268.1	XP_015186872.1
OG0003519	XP_033336610.1	XP_015180953.1
OG0003521	XP_033324929.1	XP_015171947.1, XP_015171951.1
OG0003522	XP_033329985.1, XP_033329987.1, XP_033329986.1	XP_015172152.1
OG0003523	XP_033330457.1	XP_015179610.1
OG0003524	XP_033337417.1	XP_015177277.1
OG0003525	XP_033322797.1	XP_015183377.1
OG0003526	XP_033336262.1	XP_015187151.1
OG0003527	XP_033329709.1	XP_015185808.1, XP_015185807.1
OG0003528	XP_033336629.1	XP_015188628.1
OG0003529	XP_033340058.1	XP_015191239.1
OG0003530	XP_033341584.1	XP_015179818.1, XP_015179820.1
OG0003532	XP_033322895.1	XP_015172052.1
OG0003533	XP_033331614.1	XP_015182620.1
OG0003534	XP_033322226.1	XP_015177420.1
OG0003535	XP_033339943.1	XP_015186009.1, XP_015186007.1, XP_015186008.1
OG0003536	XP_033332383.1	XP_015179061.1
OG0003537	XP_033323418.1	XP_015187014.1
OG0003538	XP_033334365.1	XP_015188192.1
OG0003539	XP_033341162.1	XP_015175944.1, XP_015175943.1
OG0003541	XP_033342902.1	XP_015186859.1
OG0003542	XP_033336957.1, XP_033336958.1, XP_033336960.1	XP_015173150.1
OG0003543	XP_033341950.1	XP_015178806.1, XP_015178805.1, XP_015178807.1
OG0003544	XP_033325094.1	XP_015178624.1
OG0003546	XP_033328645.1	XP_015189535.1
OG0003547	XP_033341868.1	XP_015177190.1, XP_015177195.1
OG0003548	XP_033326854.1	XP_015171009.1, XP_015171015.1, XP_015191858.1
OG0003549	XP_033331580.1	XP_015183420.1
OG0003550	XP_033336954.1	XP_015188185.1
OG0003551	XP_033336160.1	XP_015183277.1
OG0003553	XP_033320892.1	XP_015174078.1
OG0003554	XP_033329925.1	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1
OG0003555	XP_033341710.1	XP_015187325.1, XP_015187326.1
OG0003557	XP_033332892.1	XP_015181228.1
OG0003558	XP_033334831.1	XP_015180452.1
OG0003559	XP_033334001.1	XP_015184593.1
OG0003559	XP_033333992.1	XP_015173153.1
OG0003560	XP_033325327.1	XP_015182654.1, XP_015182653.1
OG0003561	XP_033335745.1	XP_015172783.1
OG0003563	XP_033340184.1, XP_033340183.1	XP_015183895.1
OG0003564	XP_033332015.1	XP_015177807.1
OG0003565	XP_033340675.1	XP_015173219.1
OG0003566	XP_033335693.1	XP_015175894.1
OG0003567	XP_033324128.1	XP_015171222.1
OG0003568	XP_033342981.1	XP_015186846.1
OG0003569	XP_033342990.1	XP_015188810.1
OG0003570	XP_033334103.1	XP_015184850.1
OG0003571	XP_033324959.1, XP_033324958.1, XP_033324957.1	XP_015188842.1
OG0003572	XP_033324980.1	XP_015180359.1
OG0003573	XP_033337065.1	XP_015176395.1
OG0003574	XP_033331708.1	XP_015180199.1
OG0003575	XP_033330653.1	XP_015189242.1, XP_015189244.1
OG0003576	XP_033331412.1	XP_015191153.1
OG0003577	XP_033325750.1	XP_015188140.1, XP_015188138.1
OG0003578	XP_033322497.1	XP_015185296.1
OG0003579	XP_033325297.1	XP_015189667.1, XP_015189666.1
OG0003580	XP_033330302.1	XP_015176659.1
OG0003581	XP_033330977.1	XP_015178236.1
OG0003582	XP_033334265.1	XP_015171166.1
OG0003583	XP_033327264.1, XP_033327274.1, XP_033327289.1, XP_033327282.1	XP_015187963.1
OG0003584	XP_033337627.1	XP_015171417.1, XP_015171418.1
OG0003585	XP_033325558.1	XP_015182635.1
OG0003586	XP_033336868.1	XP_015179128.1
OG0003587	XP_033321491.1, XP_033321484.1	XP_015188861.1
OG0003588	XP_033322549.1	XP_015190836.1
OG0003589	XP_033323724.1, XP_033323725.1, XP_033323726.1	XP_015183139.1
OG0003591	XP_033341714.1, XP_033329739.1	XP_015186079.1
OG0003592	XP_033322743.1, XP_033322749.1	XP_015184566.1, XP_015184564.1
OG0003593	XP_033323127.1	XP_015173292.1
OG0003595	XP_033331118.1	XP_015172110.1
OG0003596	XP_033329605.1	XP_015190501.1, XP_015190500.1
OG0003597	XP_033323076.1	XP_015178764.1, XP_015178759.1
OG0003598	XP_033321227.1	XP_015185114.1, XP_015185115.1
OG0003599	XP_033339612.1	XP_015189391.1
OG0003600	XP_033323717.1	XP_015183212.1, XP_015183210.1
OG0003601	XP_033328240.1	XP_015174424.1
OG0003602	XP_033330198.1	XP_015177763.1
OG0003603	XP_033342741.1, XP_033342742.1	XP_015174559.1
OG0003604	XP_033330019.1	XP_015171376.1
OG0003605	XP_033332795.1, XP_033332656.1	XP_015189917.1
OG0003606	XP_033337661.1	XP_015180047.1
OG0003607	XP_033330741.1	XP_015173581.1
OG0003608	XP_033327084.1, XP_033327085.1	XP_015178046.1
OG0003609	XP_033323868.1	XP_015189110.1
OG0003610	XP_033322147.1	XP_015185969.1
OG0003611	XP_033343019.1	XP_015172531.1
OG0003612	XP_033324629.1, XP_033324630.1, XP_033324631.1	XP_015187487.1
OG0003613	XP_033341124.1	XP_015179196.1
OG0003614	XP_033329826.1	XP_015186250.1
OG0003615	XP_033323342.1	XP_015188101.1
OG0003616	XP_033342619.1	XP_015181795.1
OG0003618	XP_033333819.1	XP_015184949.1
OG0003619	XP_033326043.1, XP_033326040.1	XP_015185689.1, XP_015185691.1
OG0003620	XP_033327015.1	XP_015184239.1
OG0003621	XP_033329989.1, XP_033329988.1, XP_033329991.1	XP_015191757.1
OG0003622	XP_033335509.1	XP_015182792.1
OG0003623	XP_033331870.1, XP_033328465.1	XP_015190811.1
OG0003624	XP_033327223.1, XP_033327226.1, XP_033327227.1	XP_015186504.1
OG0003625	XP_033333573.1	XP_015172702.1
OG0003626	XP_033324635.1	XP_015171997.1
OG0003627	XP_033330317.1	XP_015175417.1
OG0003629	XP_033340985.1	XP_015188174.1
OG0003630	XP_033337705.1	XP_015190004.1
OG0003631	XP_033321623.1, XP_033321612.1	XP_015174755.1
OG0003632	XP_033339243.1	XP_015173819.1
OG0003633	XP_033329711.1	XP_015180525.1
OG0003634	XP_033337528.1	XP_015187862.1
OG0003635	XP_033322844.1	XP_015187377.1
OG0003636	XP_033332031.1, XP_033332030.1, XP_033332027.1	XP_015177875.1
OG0003637	XP_033321466.1	XP_015179482.1
OG0003638	XP_033326028.1	XP_015173026.1
OG0003639	XP_033334943.1	XP_015174107.1
OG0003640	XP_033342764.1	XP_015178454.1
OG0003641	XP_033337434.1	XP_015190285.1
OG0003642	XP_033327393.1	XP_015174291.1
OG0003644	XP_033336259.1, XP_033335794.1	XP_015191807.1
OG0003645	XP_033323308.1	XP_015183115.1, XP_015183114.1
OG0003646	XP_033329030.1	XP_015187736.1
OG0003647	XP_033340628.1	XP_015185852.1, XP_015185851.1
OG0003648	XP_033336450.1, XP_033336449.1, XP_033336452.1, XP_033336451.1	XP_015176369.1
OG0003649	XP_033326259.1	XP_015186217.1
OG0003650	XP_033321985.1	XP_015182693.1
OG0003651	XP_033328130.1, XP_033328129.1	XP_015188397.1
OG0003653	XP_033321965.1	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1
OG0003654	XP_033336928.1	XP_015181506.1
OG0003656	XP_033334078.1	XP_015179863.1
OG0003657	XP_033338768.1	XP_015186329.1
OG0003658	XP_033327370.1	XP_015189260.1
OG0003661	XP_033333296.1	XP_015177326.1
OG0003662	XP_033322772.1	XP_015184494.1, XP_015184520.1
OG0003663	XP_033332314.1	XP_015178350.1
OG0003664	XP_033322765.1	XP_015182868.1
