Orthogroup	Megalopta_genalis	Ceratina_calcarata
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_017887422.1
OG0004303	XP_033338153.1	XP_017885344.1
OG0004304	XP_033327167.1	XP_017890622.2, XP_026673043.1
OG0004306	XP_033336559.1	XP_017884826.1
OG0004307	XP_033332554.1, XP_033332553.1	XP_017886895.1
OG0004308	XP_033338882.1, XP_033338883.1	XP_017890666.1
OG0004309	XP_033321502.1, XP_033321501.1	XP_017891147.1
OG0004310	XP_033340181.1, XP_033340180.1	XP_017882950.1, XP_026670812.1
OG0004311	XP_033342951.1	XP_017880002.1
OG0004312	XP_033333144.1	XP_017891210.1
OG0004313	XP_033334336.1	XP_017881955.1
OG0004314	XP_033334921.1	XP_017887516.1
OG0004315	XP_033323797.1	XP_017876702.1
OG0004316	XP_033323977.1	XP_017887149.1
OG0004317	XP_033321198.1, XP_033330901.1	XP_017891801.1
OG0004318	XP_033331201.1, XP_033331202.1	XP_017887283.1
OG0004319	XP_033338827.1	XP_017880134.1
OG0004320	XP_033325664.1	XP_017876569.1
OG0004321	XP_033334017.1	XP_017877345.1
OG0004322	XP_033331586.1	XP_017876523.1
OG0004324	XP_033331702.1	XP_017890996.1
OG0004325	XP_033343107.1, XP_033320760.1	XP_017882817.1
OG0004326	XP_033324072.1	XP_017884281.1
OG0004327	XP_033328072.1	XP_026669043.1
OG0004328	XP_033336349.1	XP_017875237.2
OG0004329	XP_033340657.1	XP_017876609.1
OG0004330	XP_033329413.1	XP_017885500.1
OG0004331	XP_033325613.1, XP_033325614.1	XP_017883910.1
OG0004332	XP_033321551.1	XP_017891742.1
OG0004333	XP_033342753.1	XP_017890490.1, XP_017890492.1
OG0004334	XP_033321536.1	XP_017884241.1
OG0004335	XP_033340866.1	XP_017883234.1
OG0004336	XP_033337215.1	XP_017883157.1
OG0004337	XP_033336294.1	XP_017875434.1
OG0004338	XP_033332711.1	XP_017883366.1
OG0004339	XP_033341728.1	XP_017889572.1
OG0004340	XP_033325903.1	XP_017875663.1
OG0004341	XP_033321766.1	XP_017886607.1
OG0004342	XP_033326824.1	XP_017887609.1
OG0004343	XP_033333847.1	XP_017883523.1
OG0004344	XP_033321625.1	XP_017887130.1
OG0004345	XP_033337449.1	XP_017883415.1
OG0004346	XP_033325794.1	XP_017877501.1, XP_017877502.1, XP_017877500.1
OG0004347	XP_033333696.1	XP_017888559.1
OG0004348	XP_033332506.1	XP_017883713.1
OG0004349	XP_033340220.1	XP_017890261.2, XP_017888252.1
OG0004350	XP_033329270.1	XP_017880095.1, XP_017880181.1
OG0004351	XP_033340144.1	XP_017883354.1
OG0004352	XP_033325784.1	XP_017883884.1
OG0004353	XP_033340970.1	XP_017891865.1
OG0004354	XP_033327727.1, XP_033327736.1	XP_017883286.1
OG0004355	XP_033338010.1, XP_033338011.1	XP_017885726.1
OG0004356	XP_033332919.1	XP_017885672.1
OG0004357	XP_033340869.1	XP_017883235.1
OG0004358	XP_033335005.1	XP_017892641.1
OG0004359	XP_033322427.1	XP_017883310.1
OG0004360	XP_033327986.1	XP_017883129.1
OG0004361	XP_033333459.1	XP_017892816.1, XP_017884079.1
OG0004362	XP_033341633.1	XP_017891455.1
OG0004363	XP_033342782.1	XP_017878370.1, XP_017878434.1
OG0004364	XP_033326968.1, XP_033326966.1	XP_017877794.1
OG0004365	XP_033336399.1, XP_033336400.1	XP_017884645.1
OG0004366	XP_033334262.1	XP_017878215.1
OG0004367	XP_033321366.1	XP_026670784.1
OG0004368	XP_033328073.1	XP_017879606.1
OG0004369	XP_033323577.1	XP_017877101.1
OG0004370	XP_033321552.1	XP_026674912.1
OG0004371	XP_033322761.1, XP_033322758.1, XP_033322759.1	XP_017888274.1
OG0004372	XP_033341848.1	XP_017879251.1
OG0004373	XP_033333658.1	XP_017876974.1
OG0004374	XP_033329922.1	XP_017887679.1
OG0004375	XP_033322586.1	XP_017890835.1
OG0004376	XP_033331267.1	XP_017884035.2, XP_026671335.1
OG0004377	XP_033340909.1	XP_017880760.1
OG0004378	XP_033329642.1	XP_017891050.1
OG0004379	XP_033322541.1	XP_017880144.1, XP_026669379.1
OG0004380	XP_033325338.1	XP_017891555.1
OG0004381	XP_033334437.1	XP_017883958.1
OG0004382	XP_033334606.1	XP_017888333.1
OG0004383	XP_033327476.1	XP_017880101.1
OG0004384	XP_033321125.1	XP_017891779.1
OG0004385	XP_033341596.1	XP_017887412.1
OG0004386	XP_033332560.1, XP_033332558.1	XP_017882362.1, XP_017886217.1
OG0004387	XP_033337641.1	XP_017879509.1
OG0004388	XP_033328560.1, XP_033328559.1	XP_026667435.1
OG0004389	XP_033323330.1	XP_017891795.1
OG0004390	XP_033325323.1	XP_017882895.1
OG0004391	XP_033340296.1	XP_017885164.1
OG0004392	XP_033329118.1	XP_017887710.1
OG0004393	XP_033334833.1, XP_033334679.1, XP_033334678.1	XP_026666452.1, XP_026666453.1
OG0004394	XP_033333448.1	XP_017887811.1, XP_017892811.1
OG0004395	XP_033326847.1	XP_017888972.1
OG0004396	XP_033331513.1	XP_017891881.1
OG0004397	XP_033336670.1, XP_033336671.1	XP_017885008.1
OG0004398	XP_033326441.1	XP_017893365.1
OG0004399	XP_033327563.1	XP_026674495.1, XP_026674497.1
OG0004401	XP_033328952.1	XP_017876057.1
OG0004402	XP_033334541.1	XP_017887349.1
OG0004403	XP_033324497.1	XP_017888042.1
OG0004404	XP_033320775.1	XP_017881629.1
OG0004405	XP_033329846.1	XP_017877492.1
OG0004406	XP_033325886.1, XP_033325889.1, XP_033325885.1	XP_017875053.1
OG0004407	XP_033321914.1	XP_026669358.1
OG0004409	XP_033326786.1	XP_017891517.1
OG0004410	XP_033334243.1	XP_026668957.1
OG0004411	XP_033337393.1	XP_017888759.1, XP_017888760.1
OG0004412	XP_033342511.1	XP_017882167.1
OG0004413	XP_033331250.1	XP_026672412.1
OG0004414	XP_033325661.1	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1
OG0004415	XP_033334082.1	XP_017882224.1
OG0004416	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1	XP_017875201.1
OG0004417	XP_033325241.1	XP_017875779.1
OG0004418	XP_033325600.1	XP_017879425.1
OG0004419	XP_033340085.1	XP_017882967.1
OG0004420	XP_033327110.1	XP_017893622.1
OG0004421	XP_033336105.1	XP_017884383.2
OG0004422	XP_033339233.1	XP_026669909.1
OG0004423	XP_033341905.1	XP_026667906.1, XP_026667380.1, XP_017876940.2
OG0004424	XP_033322280.1	XP_017886465.1
OG0004425	XP_033322790.1	XP_026674160.1
OG0004426	XP_033327972.1	XP_017890223.1
OG0004427	XP_033321650.1	XP_017887327.1
OG0004428	XP_033325737.1	XP_017882248.1
OG0004429	XP_033331101.1	XP_017887408.1
OG0004430	XP_033339275.1	XP_017877321.1
OG0004431	XP_033324709.1	XP_026674202.1
OG0004432	XP_033333014.1	XP_017892111.1
OG0004433	XP_033324204.1	XP_017876426.1
OG0004434	XP_033324643.1	XP_017889923.1
OG0004436	XP_033326626.1	XP_017880780.1
OG0004437	XP_033336741.1	XP_017888892.1, XP_026673670.1
OG0004438	XP_033336225.1	XP_017884471.1
OG0004439	XP_033342142.1	XP_017886250.2
OG0004440	XP_033336223.1	XP_017884454.1
OG0004441	XP_033333292.1	XP_017875933.1
OG0004443	XP_033336924.1	XP_026668357.1
OG0004444	XP_033323018.1	XP_017876088.1
OG0004445	XP_033322148.1	XP_017887309.1
OG0004446	XP_033333193.1	XP_026675371.1
OG0004447	XP_033332273.1	XP_017884715.1
OG0004448	XP_033338635.1	XP_017883685.1
OG0004449	XP_033341987.1	XP_017884300.1
OG0004450	XP_033335516.1	XP_017883705.1
OG0004451	XP_033326039.1	XP_017876685.1
OG0004452	XP_033332415.1	XP_017883646.1
OG0004453	XP_033334142.1	XP_026668986.1
OG0004454	XP_033331396.1	XP_017891943.1
OG0004455	XP_033328184.1	XP_017891631.1
OG0004457	XP_033330646.1	XP_017888912.1
OG0004458	XP_033329068.1	XP_017892760.1
OG0004459	XP_033327036.1	XP_026667587.1
OG0004460	XP_033335181.1	XP_017881783.1
OG0004461	XP_033323374.1	XP_017886199.1, XP_017886137.1
OG0004462	XP_033330081.1	XP_017880141.1, XP_026669377.1
OG0004463	XP_033328988.1	XP_017875223.1
OG0004464	XP_033330332.1	XP_026670718.1
OG0004465	XP_033328514.1	XP_017875310.1
OG0004466	XP_033323921.1	XP_017875012.1
OG0004467	XP_033331223.1	XP_026674587.1, XP_017886089.1
OG0004468	XP_033331176.1, XP_033339890.1	XP_026669666.1, XP_017880757.1
OG0004469	XP_033342601.1	XP_017876546.1
OG0004470	XP_033333260.1	XP_017883225.1
OG0004471	XP_033324187.1	XP_017883501.1
OG0004472	XP_033326965.1	XP_017877793.1
OG0004473	XP_033325674.1	XP_017892120.1
OG0004474	XP_033324013.1	XP_026670238.1, XP_026670311.1
OG0004475	XP_033333069.1	XP_017881804.1
OG0004476	XP_033342786.1, XP_033342785.1, XP_033342784.1	XP_017878435.1
OG0004477	XP_033341615.1, XP_033341616.1	XP_017886406.1, XP_017886408.1
OG0004478	XP_033340090.1	XP_017889224.1
OG0004479	XP_033331199.1, XP_033331200.1, XP_033331197.1	XP_017887325.1
OG0004480	XP_033337052.1	XP_017877925.1, XP_026668389.1
OG0004481	XP_033321624.1	XP_026672791.1
OG0004482	XP_033321129.1	XP_026675154.1
OG0004483	XP_033342606.1, XP_033342607.1, XP_033342608.1	XP_017878961.1
OG0004484	XP_033324084.1, XP_033324076.1	XP_017883589.1
OG0004485	XP_033326938.1	XP_017875881.1
OG0004486	XP_033341555.1	XP_026673399.1, XP_017888169.2
OG0004487	XP_033342098.1	XP_017877043.2
OG0004488	XP_033334595.1	XP_026667499.1
OG0004489	XP_033332893.1	XP_017891356.1
OG0004490	XP_033330574.1	XP_017884077.1
OG0004491	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1	XP_017884054.1
OG0004492	XP_033337836.1	XP_026672254.1, XP_026672255.1, XP_017885657.1
OG0004493	XP_033336764.1	XP_017887506.1
OG0004494	XP_033331593.1	XP_017883800.1
OG0004495	XP_033338410.1	XP_017882725.2
OG0004496	XP_033322515.1	XP_017889384.1
OG0004497	XP_033339605.1	XP_017883393.1
OG0004498	XP_033331696.1	XP_017876659.1
OG0004499	XP_033326514.1	XP_017889745.1
OG0004501	XP_033330150.1	XP_017892115.1
OG0004502	XP_033329364.1	XP_017885546.1
OG0004503	XP_033324256.1	XP_026669037.1
OG0004505	XP_033339026.1, XP_033339027.1	XP_017887257.1
OG0004506	XP_033333002.1	XP_017892021.1
OG0004507	XP_033341488.1	XP_017879888.1, XP_026674493.1
OG0004508	XP_033334596.1	XP_026674529.1, XP_017890439.1
OG0004509	XP_033331063.1	XP_017892310.1
OG0004510	XP_033322329.1	XP_017886378.1
OG0004511	XP_033337077.1	XP_017877795.1
OG0004512	XP_033338698.1	XP_017886641.1
OG0004513	XP_033341076.1	XP_026667223.1, XP_026667222.1, XP_017875740.1
OG0004514	XP_033329899.1	XP_017881520.1
OG0004515	XP_033326967.1	XP_017877465.1
OG0004516	XP_033337129.1, XP_033337128.1	XP_017887563.1
OG0004517	XP_033341850.1	XP_017888636.1
OG0004517	XP_033342108.1	XP_017883937.1
OG0004518	XP_033327435.1	XP_017892960.1
OG0004519	XP_033334834.1	XP_017892862.1
OG0004520	XP_033331409.1	XP_017892122.1
OG0004521	XP_033322669.1	XP_017889794.1
OG0004522	XP_033334974.1, XP_033334975.1	XP_026668988.1, XP_026668990.1
OG0004523	XP_033334826.1	XP_017878515.1
OG0004524	XP_033340222.1, XP_033333527.1	XP_017892594.1
OG0004525	XP_033332457.1	XP_017882589.1
OG0004526	XP_033335449.1	XP_017875588.1
OG0004527	XP_033322028.1	XP_017885729.1
OG0004528	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1	XP_017886419.1
OG0004529	XP_033328395.1	XP_017886410.1
OG0004530	XP_033337030.1	XP_026668310.1
OG0004531	XP_033339700.1	XP_017885061.2
OG0004532	XP_033337495.1	XP_017884001.1
OG0004533	XP_033337914.1, XP_033337913.1	XP_017883426.2
OG0004534	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_017886159.1
OG0004535	XP_033334112.1	XP_017879379.1
OG0004536	XP_033320977.1	XP_017881935.1
OG0004537	XP_033326963.1	XP_026668276.1
OG0004538	XP_033341948.1	XP_017879394.1
OG0004540	XP_033338742.1	XP_026667072.1, XP_017875361.1
OG0004541	XP_033340389.1	XP_026673130.1
OG0004542	XP_033326918.1	XP_017879097.1
OG0004543	XP_033340245.1	XP_017885177.1
OG0004544	XP_033324305.1	XP_017890193.1
OG0004545	XP_033332425.1	XP_017886820.1
OG0004546	XP_033337832.1	XP_017887750.1
OG0004547	XP_033339224.1	XP_017883600.1
OG0004548	XP_033321884.1	XP_017887095.1
OG0004549	XP_033334060.1	XP_017883153.1
OG0004550	XP_033331358.1	XP_017888498.1
OG0004551	XP_033337297.1	XP_017881475.1
OG0004552	XP_033333070.1	XP_017882606.1
OG0004553	XP_033323800.1	XP_017881235.1
OG0004554	XP_033334246.1	XP_017891839.1
OG0004555	XP_033328254.1, XP_033328255.1, XP_033328256.1	XP_017876233.1
OG0004556	XP_033331769.1	XP_026672523.1, XP_026672354.1
OG0004558	XP_033339217.1	XP_017877322.1
OG0004559	XP_033334486.1	XP_017880396.1
OG0004560	XP_033337800.1	XP_017893097.1
OG0004561	XP_033342468.1	XP_017878390.1
OG0004562	XP_033334478.1	XP_017880359.1
OG0004563	XP_033327981.1	XP_017883939.1, XP_017887282.1
OG0004564	XP_033332746.1	XP_017893186.1
OG0004565	XP_033334208.1	XP_017889844.1
OG0004566	XP_033334554.1	XP_017878967.1, XP_017878977.1, XP_026668850.1, XP_017878985.1
OG0004567	XP_033322912.1	XP_017881019.1
OG0004568	XP_033334311.1	XP_017892033.1
OG0004569	XP_033331404.1	XP_017882569.1
OG0004570	XP_033321499.1	XP_017891134.1
OG0004571	XP_033340629.1	XP_017891592.1
OG0004572	XP_033339780.1	XP_017886138.1
OG0004573	XP_033322344.1	XP_026666587.1, XP_017888674.1
OG0004574	XP_033320814.1	XP_026666509.1, XP_017893016.1
OG0004575	XP_033334801.1, XP_033334810.1	XP_017891840.1
OG0004576	XP_033321924.1, XP_033321950.1	XP_017884083.2
OG0004577	XP_033335376.1	XP_026669003.1
OG0004578	XP_033328265.1	XP_017890076.1
OG0004579	XP_033323669.1	XP_026667864.1, XP_017877000.1
OG0004580	XP_033334473.1	XP_026669445.1
OG0004581	XP_033341699.1	XP_017880936.1
OG0004582	XP_033325120.1	XP_017875364.1
OG0004583	XP_033324787.1, XP_033324786.1	XP_017889399.1
OG0004584	XP_033327675.1	XP_017889651.1
OG0004585	XP_033322911.1	XP_017885173.1
OG0004586	XP_033325663.1	XP_017877386.1
OG0004587	XP_033327290.1	XP_017878631.1
OG0004589	XP_033328176.1, XP_033328177.1	XP_017891576.1
OG0004590	XP_033334255.1	XP_017879245.1, XP_026668948.1
OG0004591	XP_033337727.1	XP_017878753.1
OG0004592	XP_033324579.1	XP_017886383.1
OG0004593	XP_033340274.1	XP_017892530.1
OG0004594	XP_033321420.1	XP_017883607.1
OG0004596	XP_033324975.1	XP_017878136.1
OG0004597	XP_033342433.1	XP_017878697.1
OG0004598	XP_033325164.1	XP_017886759.1
OG0004599	XP_033330347.1	XP_017877131.1
OG0004601	XP_033325711.1	XP_017875703.1
OG0004602	XP_033325746.1	XP_017890804.1
OG0004603	XP_033332005.1	XP_017893408.1
OG0004604	XP_033328273.1	XP_026674295.1
OG0004605	XP_033342301.1	XP_017890444.1
OG0004606	XP_033329625.1	XP_017887166.1
OG0004607	XP_033340633.1	XP_017875733.1
OG0004608	XP_033326428.1	XP_017878724.1, XP_017878725.1
OG0004609	XP_033342568.1	XP_017876870.1
OG0004610	XP_033332378.1	XP_017880803.1
OG0004611	XP_033333333.1	XP_017892492.1, XP_017892493.1
OG0004612	XP_033335594.1	XP_017883534.1
OG0004613	XP_033330033.1	XP_017885623.1, XP_026670034.1, XP_017881401.1
OG0004614	XP_033339055.1	XP_017886984.1
OG0004615	XP_033331842.1	XP_017885935.1
OG0004617	XP_033327494.1	XP_017878933.1
OG0004618	XP_033323065.1	XP_017889178.1
OG0004619	XP_033339624.1	XP_017891651.1, XP_017890305.1
OG0004620	XP_033326055.1	XP_017886799.1
OG0004621	XP_033338082.1	XP_017881727.1, XP_026670152.1
OG0004622	XP_033338296.1	XP_017889395.1
OG0004623	XP_033320792.1	XP_026672007.1
OG0004624	XP_033342935.1	XP_026673028.1, XP_026673029.1, XP_017887464.1
OG0004625	XP_033323628.1	XP_026667796.1
OG0004626	XP_033338204.1	XP_026668434.1
OG0004627	XP_033341073.1	XP_017875739.1
OG0004628	XP_033333769.1	XP_017875016.1, XP_017891015.1
OG0004629	XP_033332066.1	XP_017893522.1
OG0004630	XP_033339606.1	XP_017882013.1
OG0004631	XP_033321029.1	XP_017891702.1
OG0004632	XP_033340617.1	XP_017885852.1
OG0004633	XP_033328601.1	XP_017889222.1
OG0004634	XP_033334894.1	XP_017879077.1
OG0004635	XP_033340609.1	XP_017886573.1
OG0004636	XP_033324268.1	XP_017881698.1
OG0004637	XP_033322663.1	XP_017883295.2, XP_017888256.1
OG0004638	XP_033327619.1	XP_017884031.1
OG0004639	XP_033327048.1	XP_017877926.1
OG0004640	XP_033333882.1	XP_017881654.1
OG0004641	XP_033321693.1	XP_017881879.1
OG0004642	XP_033329263.1, XP_033329553.1	XP_017880925.1
OG0004644	XP_033322320.1	XP_017886483.1, XP_026672491.1
OG0004645	XP_033341510.1	XP_017881271.1
OG0004646	XP_033335300.1	XP_017888024.1
OG0004647	XP_033322346.1	XP_017878171.1
OG0004648	XP_033340788.1	XP_017876055.1
OG0004649	XP_033327957.1	XP_026674366.1, XP_026674364.1, XP_017890119.2
OG0004650	XP_033325269.1	XP_026674298.1
OG0004651	XP_033339714.1	XP_017890081.1
OG0004652	XP_033330855.1, XP_033330854.1	XP_017884995.1
OG0004653	XP_033329117.1	XP_017875906.1
OG0004654	XP_033342994.1, XP_033343006.1, XP_033342967.1	XP_017889408.1
OG0004655	XP_033342256.1	XP_017890582.1
OG0004656	XP_033325285.1	XP_017879578.1
OG0004657	XP_033324014.1	XP_017879639.1
OG0004658	XP_033340536.1	XP_017892113.1
OG0004659	XP_033330474.1	XP_017893165.1
OG0004660	XP_033340905.1, XP_033340898.1	XP_017892359.1
OG0004661	XP_033328630.1	XP_017892440.1
OG0004662	XP_033321417.1	XP_017883606.1
OG0004663	XP_033331018.1	XP_017889387.1
OG0004664	XP_033332500.1	XP_017892680.1
OG0004665	XP_033336675.1	XP_017884612.1
OG0004666	XP_033331874.1, XP_033331873.1	XP_017881521.1
OG0004667	XP_033335243.1	XP_017888460.1
OG0004668	XP_033341788.1, XP_033327052.1, XP_033327051.1	XP_017881944.1
OG0004669	XP_033325623.1, XP_033325622.1	XP_017890245.1
OG0004670	XP_033340696.1	XP_017887955.1
OG0004671	XP_033328790.1	XP_017891430.1
OG0004672	XP_033321043.1	XP_026673288.1
OG0004673	XP_033328407.1	XP_017887145.2
OG0004674	XP_033322398.1	XP_017878126.1, XP_017878127.1
OG0004675	XP_033323947.1	XP_017892666.1
OG0004676	XP_033338620.1	XP_017880188.1, XP_017880187.1
OG0004678	XP_033330011.1, XP_033330012.1, XP_033330013.1	XP_017877601.1
OG0004679	XP_033340341.1	XP_017887527.1
OG0004680	XP_033342463.1	XP_026668611.1, XP_026668612.1, XP_026668613.1, XP_017878420.1, XP_017878419.1, XP_026668610.1
OG0004681	XP_033324150.1	XP_017881729.1
OG0004682	XP_033339014.1	XP_017886976.1
OG0004683	XP_033337125.1	XP_017883107.1
OG0004684	XP_033326032.1	XP_017876652.1
OG0004686	XP_033337686.1	XP_017890414.2, XP_017878263.1
OG0004687	XP_033343117.1	XP_017889841.1
OG0004688	XP_033322469.1	XP_017888416.1
OG0004689	XP_033341011.1	XP_017891145.1
OG0004690	XP_033324277.1	XP_017877734.1
OG0004691	XP_033335929.1, XP_033335928.1	XP_017885000.1
OG0004692	XP_033335930.1	XP_026671545.1
OG0004693	XP_033328776.1	XP_017888180.1
OG0004694	XP_033332659.1	XP_017890817.1
OG0004695	XP_033337903.1	XP_026673267.1
OG0004696	XP_033321296.1	XP_017875966.2
OG0004697	XP_033328953.1	XP_017891029.1
OG0004698	XP_033328739.1	XP_026673292.1, XP_017888015.1
OG0004699	XP_033325456.1	XP_017892077.1
OG0004700	XP_033321260.1	XP_017879626.2
OG0004701	XP_033324408.1	XP_017884124.1
OG0004702	XP_033324844.1, XP_033324845.1	XP_017889575.1
OG0004704	XP_033331745.1	XP_017881188.2
OG0004705	XP_033342017.1	XP_017877091.1
OG0004706	XP_033332082.1, XP_033332083.1	XP_017889711.1
OG0004707	XP_033324173.1	XP_017876395.1
OG0004708	XP_033338377.1	XP_017890125.1
OG0004709	XP_033327758.1	XP_026668431.1
OG0004711	XP_033336731.1	XP_026673001.1
OG0004712	XP_033340813.1	XP_026667543.1
OG0004713	XP_033333252.1	XP_017891059.1
OG0004714	XP_033331631.1	XP_017883911.1
OG0004716	XP_033324096.1	XP_017883083.1
OG0004717	XP_033322639.1	XP_026674729.1
OG0004718	XP_033324962.1	XP_017891539.1
OG0004719	XP_033321694.1	XP_026668137.1
OG0004721	XP_033342787.1	XP_026668544.1
OG0004722	XP_033326812.1	XP_017878711.1
OG0004723	XP_033326288.1	XP_017877543.1
OG0004724	XP_033332960.1	XP_017891020.1
OG0004725	XP_033320916.1	XP_017882402.2
OG0004726	XP_033340087.1	XP_017886025.1, XP_017879435.1
OG0004727	XP_033327519.1, XP_033327520.1, XP_033327521.1	XP_017893051.1, XP_017893061.1
OG0004728	XP_033338683.1	XP_017880164.1
OG0004729	XP_033333077.1	XP_026671078.1
OG0004730	XP_033336501.1, XP_033336495.1	XP_017888114.1
OG0004731	XP_033337264.1, XP_033337134.1	XP_026675151.1
OG0004732	XP_033331035.1	XP_017889821.1, XP_026674224.1
OG0004734	XP_033324796.1	XP_017883624.2, XP_017884352.1, XP_026667064.1
OG0004735	XP_033323431.1	XP_026666812.1
OG0004737	XP_033331817.1, XP_033331818.1	XP_017885948.1
OG0004738	XP_033329855.1, XP_033329856.1, XP_033329854.1	XP_017882469.2
OG0004739	XP_033332694.1	XP_017883269.1
OG0004740	XP_033330709.1	XP_017876910.1
OG0004741	XP_033338730.1	XP_017888692.1
OG0004742	XP_033341971.1	XP_017880507.2
OG0004743	XP_033323104.1	XP_017885756.1
OG0004744	XP_033329901.1	XP_017884895.1
OG0004745	XP_033333562.1	XP_017884518.1, XP_017884516.1, XP_017884517.1
OG0004746	XP_033322475.1	XP_017879883.1
OG0004747	XP_033336350.1	XP_026671847.1
OG0004748	XP_033335949.1	XP_017884951.1
OG0004749	XP_033335926.1	XP_017888067.1, XP_017888066.1
OG0004750	XP_033324502.1	XP_017889569.1, XP_026674058.1
OG0004751	XP_033323460.1, XP_033339917.1	XP_017880935.1
OG0004752	XP_033342541.1	XP_026669887.1
OG0004753	XP_033337409.1	XP_017890710.1
OG0004754	XP_033322313.1	XP_017886480.1
OG0004755	XP_033325237.1	XP_017889034.1
OG0004756	XP_033341833.1	XP_017880493.1
OG0004757	XP_033322290.1	XP_026675398.1
OG0004758	XP_033326303.1	XP_017886649.1
OG0004759	XP_033338275.1, XP_033338274.1, XP_033338271.1, XP_033338270.1, XP_033338272.1, XP_033338276.1, XP_033338273.1	XP_017887831.1
OG0004760	XP_033334300.1	XP_017892066.1
OG0004761	XP_033324689.1	XP_017886337.1
OG0004762	XP_033325361.1	XP_026671234.1, XP_017883808.1
OG0004763	XP_033338481.1	XP_017876679.1
OG0004764	XP_033322314.1	XP_017881711.1, XP_026670155.1
OG0004765	XP_033337405.1, XP_033337406.1	XP_017885307.1
OG0004766	XP_033332174.1	XP_017875395.1, XP_017875396.1
OG0004767	XP_033341797.1	XP_017879353.1
OG0004768	XP_033327043.1, XP_033327045.1	XP_017877784.1, XP_026668270.1
OG0004769	XP_033322135.1, XP_033322136.1	XP_017886161.1
OG0004770	XP_033322480.1	XP_017889554.1
OG0004771	XP_033323573.1, XP_033323575.1	XP_026667821.1, XP_026667822.1, XP_026667820.1
OG0004772	XP_033331698.1	XP_017890853.1
OG0004773	XP_033322583.1	XP_017875191.1, XP_017875190.1
OG0004774	XP_033322525.1	XP_026669376.1
OG0004775	XP_033336756.1	XP_017877799.1
OG0004776	XP_033333718.1, XP_033333706.1	XP_017882694.1, XP_017882702.1
OG0004777	XP_033338054.1	XP_017877812.1
OG0004778	XP_033342044.1	XP_026668452.1
OG0004779	XP_033329431.1	XP_026670715.1
OG0004780	XP_033325011.1	XP_017888768.1
OG0004781	XP_033332709.1	XP_017886865.1
OG0004782	XP_033336543.1	XP_026671681.1
OG0004783	XP_033324073.1	XP_017891313.1
OG0004784	XP_033322546.1	XP_017880126.1
OG0004785	XP_033327898.1	XP_017875923.1
OG0004786	XP_033329087.1	XP_017878701.1
OG0004787	XP_033324707.1	XP_017886335.1
OG0004788	XP_033322203.1	XP_017889545.1
OG0004789	XP_033331653.1	XP_026671764.1, XP_026671766.1
OG0004790	XP_033332842.1	XP_026670901.1
OG0004791	XP_033342441.1	XP_017892588.1
OG0004792	XP_033326086.1	XP_017882132.1
OG0004793	XP_033339442.1	XP_017891612.1
OG0004794	XP_033341858.1	XP_017883839.1
OG0004795	XP_033329286.1	XP_026672121.1, XP_026672122.1
OG0004796	XP_033343033.1	XP_017878457.1
OG0004797	XP_033329470.1	XP_017886224.1
OG0004799	XP_033343096.1	XP_017891280.1
OG0004800	XP_033326454.1	XP_017893216.1
OG0004801	XP_033329601.1	XP_017884963.1
OG0004803	XP_033325284.1	XP_026674270.1
OG0004804	XP_033323871.1	XP_017888679.1
OG0004804	XP_033323814.1	XP_026670204.1
OG0004805	XP_033331752.1	XP_017884459.1
OG0004806	XP_033339280.1	XP_017890646.1
OG0004808	XP_033338945.1	XP_017889647.1
OG0004809	XP_033334828.1	XP_017878422.1
OG0004810	XP_033336471.1	XP_017888133.1
OG0004811	XP_033326127.1	XP_017885434.1
OG0004812	XP_033331227.1	XP_017882475.1, XP_026670549.1
OG0004813	XP_033337079.1	XP_017875419.1, XP_017877800.1
OG0004814	XP_033341458.1	XP_017876999.1
OG0004815	XP_033321756.1	XP_017881894.1
OG0004816	XP_033320956.1	XP_017879136.1
OG0004817	XP_033323855.1	XP_026668296.1
OG0004818	XP_033338869.1, XP_033338870.1	XP_017886674.1
OG0004819	XP_033340881.1	XP_017889522.1
OG0004820	XP_033338013.1	XP_017885649.1
OG0004821	XP_033322985.1	XP_017881327.1
OG0004822	XP_033335150.1	XP_017879007.1
OG0004823	XP_033334193.1	XP_017892801.1
OG0004824	XP_033321583.1, XP_033321582.1	XP_017879183.1
OG0004825	XP_033325282.1	XP_017877114.1
OG0004826	XP_033342291.1	XP_017878650.1
OG0004827	XP_033324261.1	XP_017875803.1
OG0004828	XP_033331563.1	XP_017875516.1
OG0004829	XP_033339561.1	XP_017882172.1
OG0004830	XP_033340877.1	XP_017882061.1
OG0004831	XP_033339971.1	XP_026674125.1
OG0004833	XP_033335290.1	XP_017882607.1
OG0004834	XP_033337560.1	XP_017887441.1
OG0004835	XP_033325070.1	XP_017886753.1
OG0004836	XP_033331428.1	XP_017882157.1
OG0004837	XP_033332869.1, XP_033332867.1, XP_033332866.1	XP_026666659.1
OG0004838	XP_033323225.1	XP_017875255.1
OG0004839	XP_033324052.1	XP_026670185.1
OG0004840	XP_033325089.1	XP_017875356.1
OG0004841	XP_033334762.1	XP_017890604.1
