Orthogroup	Megalopta_genalis	Tribolium_castaneum
OG0004082	XP_033332512.1	XP_008195644.1
OG0004083	XP_033335654.1	XP_970814.1
OG0004084	XP_033342397.1, XP_033342388.1	XP_015835436.1
OG0004085	XP_033339320.1	XP_008192975.1
OG0004086	XP_033321036.1	XP_008198047.1
OG0004087	XP_033324112.1	XP_008201212.1
OG0004088	XP_033323181.1	XP_972897.1
OG0004089	XP_033320950.1	XP_015838276.1
OG0004090	XP_033324499.1	XP_974424.1
OG0004091	XP_033332255.1	XP_971395.1
OG0004092	XP_033336393.1	XP_972402.1
OG0004093	XP_033342664.1	XP_967425.2
OG0004094	XP_033331815.1	XP_967732.1
OG0004095	XP_033341435.1	XP_971366.1
OG0004096	XP_033321533.1	XP_015840766.1
OG0004097	XP_033340611.1	XP_015837446.1
OG0004098	XP_033333787.1, XP_033333788.1	XP_967675.1
OG0004099	XP_033324147.1	XP_008201158.1
OG0004100	XP_033335103.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_033327938.1	XP_974387.2
OG0004102	XP_033322058.1, XP_033322059.1	XP_008193880.1
OG0004103	XP_033327481.1	XP_015835369.1
OG0004105	XP_033332502.1	XP_973164.1
OG0004106	XP_033323152.1	XP_008193513.1
OG0004107	XP_033328648.1	XP_008190693.1
OG0004109	XP_033328562.1	XP_008199057.1
OG0004110	XP_033336066.1	XP_015836786.1
OG0004111	XP_033322659.1	XP_970719.1
OG0004112	XP_033330519.1	XP_008198820.1
OG0004113	XP_033321509.1	XP_008199444.1
OG0004114	XP_033331692.1, XP_033331693.1	XP_975196.1
OG0004116	XP_033336069.1	XP_008194085.1
OG0004117	XP_033331084.1	XP_008190520.2
OG0004119	XP_033332971.1	XP_015836298.1
OG0004120	XP_033327992.1	XP_971225.1
OG0004121	XP_033325373.1	XP_974527.1
OG0004122	XP_033323224.1, XP_033323311.1	XP_972254.1
OG0004123	XP_033341538.1	XP_015837500.1
OG0004124	XP_033330652.1	XP_001813052.2
OG0004126	XP_033336424.1	XP_015833114.1
OG0004127	XP_033331460.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_033332862.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_033327284.1	XP_968238.2
OG0004130	XP_033341534.1	XP_015835407.1
OG0004131	XP_033339252.1	XP_015834593.1
OG0004132	XP_033332977.1	XP_008195790.1
OG0004133	XP_033334852.1	XP_008193571.1
OG0004135	XP_033333126.1	XP_969395.1
OG0004136	XP_033322746.1	XP_015838557.1, XP_967039.2
OG0004137	XP_033327692.1	XP_972661.2
OG0004138	XP_033329264.1	XP_008199722.1
OG0004139	XP_033336654.1	XP_973779.1, XP_967521.1
OG0004140	XP_033341252.1, XP_033341254.1, XP_033341253.1	XP_971284.1
OG0004141	XP_033326239.1	XP_008195546.1, XP_971815.1
OG0004142	XP_033321553.1	XP_015833163.1, XP_015833173.1
OG0004144	XP_033326961.1	XP_974174.1
OG0004145	XP_033328108.1	XP_966571.1
OG0004146	XP_033330379.1	XP_008193932.1
OG0004147	XP_033328598.1	XP_008199251.1
OG0004148	XP_033342917.1	XP_008191391.1
OG0004149	XP_033325842.1	XP_015833182.1, XP_969301.4
OG0004150	XP_033322991.1	XP_970273.1
OG0004151	XP_033325564.1, XP_033325563.1	XP_008193562.1
OG0004152	XP_033330510.1, XP_033330509.1	XP_015838551.1, XP_015840222.1
OG0004153	XP_033339152.1	XP_008199980.1
OG0004154	XP_033341975.1	XP_975348.1
OG0004155	XP_033332973.1	XP_008199045.1
OG0004157	XP_033321879.1	XP_008200151.1
OG0004158	XP_033325435.1	XP_008194425.1
OG0004160	XP_033339597.1	XP_008199427.1
OG0004161	XP_033332337.1, XP_033332338.1	XP_008195570.1
OG0004162	XP_033338315.1	XP_008196673.1
OG0004164	XP_033332171.1	XP_008201024.2
OG0004165	XP_033321829.1, XP_033321830.1	XP_015838044.1
OG0004166	XP_033321585.1	XP_969892.2
OG0004167	XP_033341915.1	XP_008196156.1
OG0004168	XP_033321754.1	XP_001812912.1
OG0004169	XP_033323733.1, XP_033323732.1	XP_015835091.1, XP_008192376.1
OG0004170	XP_033329247.1	XP_008193690.1
OG0004171	XP_033326185.1	XP_967199.1
OG0004172	XP_033338968.1	XP_015834445.1
OG0004173	XP_033340073.1	XP_968786.2
OG0004174	XP_033337674.1, XP_033337539.1	XP_015837602.1
OG0004175	XP_033334279.1	XP_008193965.1
OG0004176	XP_033338337.1	XP_970249.2
OG0004177	XP_033321658.1	XP_008191243.1
OG0004178	XP_033325923.1	XP_015835999.1
OG0004179	XP_033336144.1	XP_001816025.1
OG0004181	XP_033334981.1	XP_972529.1
OG0004182	XP_033334942.1	XP_001810222.1
OG0004183	XP_033340541.1	XP_970649.1
OG0004184	XP_033324905.1	XP_972898.1
OG0004185	XP_033324161.1	XP_015833808.1
OG0004186	XP_033328832.1	XP_015835671.1
OG0004187	XP_033336933.1, XP_033336932.1	XP_008194310.1
OG0004188	XP_033322770.1, XP_033322768.1	XP_015839343.1
OG0004189	XP_033330454.1	XP_015839172.1, XP_015839173.1
OG0004190	XP_033337490.1	XP_015836315.1
OG0004191	XP_033331591.1	XP_969809.1
OG0004192	XP_033330114.1, XP_033330116.1, XP_033330115.1	XP_972716.1
OG0004194	XP_033334126.1	XP_008192437.1
OG0004195	XP_033327217.1	XP_967373.1
OG0004196	XP_033323601.1	XP_008192634.1
OG0004197	XP_033339604.1	NP_001092318.1, XP_015837050.1
OG0004199	XP_033332864.1	XP_008192661.1
OG0004201	XP_033331445.1	XP_008196254.1, XP_008196255.1
OG0004202	XP_033340333.1	XP_974078.2
OG0004203	XP_033339572.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004204	XP_033338282.1	XP_973451.2
OG0004205	XP_033332872.1, XP_033332891.1	XP_008192300.1, XP_975622.1
OG0004206	XP_033331981.1	XP_008195830.1
OG0004207	XP_033337080.1	XP_973218.1
OG0004209	XP_033340320.1	XP_015839287.1
OG0004211	XP_033324604.1	XP_015833688.1
OG0004212	XP_033340645.1	XP_008193851.1
OG0004213	XP_033324224.1, XP_033324168.1	XP_008201519.1
OG0004214	XP_033333502.1	XP_008195745.1
OG0004218	XP_033341230.1, XP_033341232.1	XP_008198657.1
OG0004219	XP_033340411.1	XP_971270.1
OG0004220	XP_033335352.1	XP_015840558.1
OG0004222	XP_033325066.1	XP_969545.1
OG0004223	XP_033337233.1	XP_966506.1, XP_008195125.1, XP_008195126.1
OG0004224	XP_033331159.1	XP_008194757.1
OG0004225	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1	XP_001812890.2
OG0004229	XP_033329540.1, XP_033329621.1	XP_015833830.1
OG0004230	XP_033336093.1, XP_033336098.1	XP_008195350.1
OG0004231	XP_033341639.1, XP_033341636.1	XP_969823.3
OG0004232	XP_033341610.1, XP_033341677.1	XP_008197867.1, XP_972446.1
OG0004234	XP_033334032.1, XP_033334033.1, XP_033334031.1	XP_971060.1
OG0004235	XP_033338263.1	XP_015840768.1
OG0004236	XP_033339410.1	XP_015839515.1, XP_015839514.1
OG0004237	XP_033322121.1	XP_972411.1
OG0004238	XP_033334902.1	NP_001139341.1
OG0004239	XP_033323175.1	XP_008193832.2
OG0004240	XP_033333722.1	XP_966462.1
OG0004241	XP_033340179.1	XP_015835603.1
OG0004242	XP_033328807.1, XP_033328640.1, XP_033328639.1	XP_008190689.1, NP_001034513.1
OG0004244	XP_033326904.1	XP_008190816.1
OG0004245	XP_033332887.1	XP_015832939.1
OG0004246	XP_033327068.1, XP_033327067.1, XP_033342591.1	XP_975048.1
OG0004247	XP_033336106.1, XP_033336101.1, XP_033339827.1	XP_008192323.1
OG0004248	XP_033332297.1	XP_008191550.1
OG0004249	XP_033324359.1	XP_967213.1
OG0004251	XP_033334607.1	XP_008191695.1
OG0004252	XP_033325132.1	XP_008200798.2, XP_015839628.1
OG0004253	XP_033341371.1, XP_033341370.1	NP_001107838.1, XP_008193910.1
OG0004254	XP_033338268.1	XP_001814021.1
OG0004256	XP_033339409.1	XP_973942.1, NP_001161275.1
OG0004257	XP_033332086.1	XP_975524.1, XP_015836662.1, XP_970452.2
OG0004258	XP_033327362.1	XP_974160.2
OG0004261	XP_033326790.1	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1
OG0004262	XP_033322063.1, XP_033322064.1	XP_008200054.1, XP_008191569.1
OG0004264	XP_033329748.1, XP_033329749.1	XP_973435.1
OG0004267	XP_033325202.1	XP_968461.1, XP_968542.1, XP_968377.1
OG0004269	XP_033327478.1	XP_008191491.1, XP_001807780.1
OG0004275	XP_033339474.1	XP_008201172.1
OG0004276	XP_033333698.1, XP_033333646.1	XP_972907.1
OG0004277	XP_033325536.1	XP_969696.1
OG0004278	XP_033333964.1	XP_975170.2
OG0004279	XP_033338941.1	XP_975179.2
OG0004280	XP_033333228.1	XP_973533.1
OG0004281	XP_033328869.1	XP_008195224.1
OG0004282	XP_033329712.1	XP_974347.1
OG0004283	XP_033339802.1	XP_008192466.1, NP_001165863.1
OG0004284	XP_033326365.1, XP_033325326.1	XP_968064.1
OG0004285	XP_033328338.1	XP_970899.1
OG0004286	XP_033341008.1	XP_968001.1
OG0004287	XP_033332933.1	XP_966498.1
OG0004288	XP_033341849.1	XP_969265.1
OG0004289	XP_033335283.1	XP_008197558.1, XP_015838760.1
OG0004290	XP_033336139.1	XP_971885.1
OG0004291	XP_033322467.1	XP_968374.1
OG0004292	XP_033331203.1	XP_015837941.1
OG0004293	XP_033329412.1	XP_972261.1
OG0004294	XP_033341494.1	XP_974435.1
OG0004296	XP_033339350.1	XP_967959.1
OG0004297	XP_033321441.1	XP_966358.1
OG0004298	XP_033325440.1	XP_015834541.1
OG0004299	XP_033332259.1	XP_973645.1
OG0004300	XP_033322577.1	XP_008197771.1
OG0004301	XP_033324328.1	XP_972630.1
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_971610.1
OG0004303	XP_033338153.1	XP_974854.1
OG0004304	XP_033327167.1	XP_008190996.1
OG0004306	XP_033336559.1	XP_972464.1, XP_972413.1
OG0004307	XP_033332554.1, XP_033332553.1	XP_015834916.1
OG0004308	XP_033338882.1, XP_033338883.1	XP_975195.1
OG0004309	XP_033321502.1, XP_033321501.1	XP_969903.1
OG0004310	XP_033340181.1, XP_033340180.1	XP_969714.1
OG0004311	XP_033342951.1	XP_969723.1
OG0004312	XP_033333144.1	XP_969605.1
OG0004313	XP_033334336.1	XP_969250.1
OG0004314	XP_033334921.1	XP_968017.1
OG0004315	XP_033323797.1	XP_015833545.1
OG0004316	XP_033323977.1	XP_967058.1
OG0004317	XP_033321198.1, XP_033330901.1	XP_970777.1
OG0004318	XP_033331201.1, XP_033331202.1	XP_973769.1
OG0004319	XP_033338827.1	XP_008201675.1
OG0004320	XP_033325664.1	XP_008199303.1
OG0004321	XP_033334017.1	XP_971796.1
OG0004322	XP_033331586.1	XP_008195533.1
OG0004324	XP_033331702.1	XP_973351.1
OG0004325	XP_033343107.1, XP_033320760.1	NP_001128383.1
OG0004326	XP_033324072.1	XP_001813029.1
OG0004327	XP_033328072.1	XP_015835634.1
OG0004328	XP_033336349.1	XP_969972.1
OG0004329	XP_033340657.1	XP_972456.1
OG0004330	XP_033329413.1	XP_966880.1
OG0004331	XP_033325613.1, XP_033325614.1	XP_967746.1
OG0004332	XP_033321551.1	XP_008192042.1, XP_970786.1
OG0004333	XP_033342753.1	XP_971805.1
OG0004334	XP_033321536.1	XP_970161.2
OG0004335	XP_033340866.1	XP_008195989.1
OG0004336	XP_033337215.1	XP_971226.2
OG0004337	XP_033336294.1	XP_008194680.2
OG0004338	XP_033332711.1	XP_971269.1
OG0004339	XP_033341728.1	XP_968192.1
OG0004340	XP_033325903.1	XP_972358.1
OG0004342	XP_033326824.1	XP_971983.1
OG0004343	XP_033333847.1	XP_975131.1
OG0004344	XP_033321625.1	XP_967314.1
OG0004345	XP_033337449.1	XP_970655.1
OG0004346	XP_033325794.1	XP_974710.1
OG0004347	XP_033333696.1	XP_972970.1
OG0004348	XP_033332506.1	XP_970769.1
OG0004349	XP_033340220.1	XP_971370.1
OG0004350	XP_033329270.1	XP_970528.1
OG0004351	XP_033340144.1	XP_008196327.1, XP_972027.1
OG0004352	XP_033325784.1	XP_968697.1
OG0004353	XP_033340970.1	XP_972343.1
OG0004354	XP_033327727.1, XP_033327736.1	XP_008201302.1
OG0004355	XP_033338010.1, XP_033338011.1	XP_975028.1
OG0004356	XP_033332919.1	XP_968339.1
OG0004357	XP_033340869.1	XP_971110.1
OG0004358	XP_033335005.1	XP_972440.1
OG0004359	XP_033322427.1	XP_008199086.1
OG0004360	XP_033327986.1	XP_974891.1
OG0004361	XP_033333459.1	XP_970915.2
OG0004362	XP_033341633.1	XP_967452.2
OG0004363	XP_033342782.1	XP_001814270.1
OG0004364	XP_033326968.1, XP_033326966.1	XP_968539.1
OG0004365	XP_033336399.1, XP_033336400.1	XP_008195871.1
OG0004366	XP_033334262.1	XP_974948.1
OG0004367	XP_033321366.1	XP_968873.1
OG0004368	XP_033328073.1	XP_971553.2
OG0004369	XP_033323577.1	XP_975322.1
OG0004370	XP_033321552.1	XP_967583.3
OG0004371	XP_033322761.1, XP_033322758.1, XP_033322759.1	XP_008191479.1
OG0004372	XP_033341848.1	XP_008196107.1
OG0004373	XP_033333658.1	XP_008197488.1
OG0004374	XP_033329922.1	XP_966555.1
OG0004375	XP_033322586.1	XP_975428.1
OG0004377	XP_033340909.1	XP_008190408.2
OG0004378	XP_033329642.1	XP_001815752.1
OG0004379	XP_033322541.1	XP_008197126.1
OG0004380	XP_033325338.1	XP_008201282.1
OG0004381	XP_033334437.1	XP_008198837.1
OG0004382	XP_033334606.1	XP_008198502.1
OG0004383	XP_033327476.1	XP_001811897.1, XP_008193872.1
OG0004384	XP_033321125.1	XP_967198.1
OG0004385	XP_033341596.1	XP_001814757.1
OG0004386	XP_033332560.1, XP_033332558.1	XP_968136.1
OG0004387	XP_033337641.1	XP_973540.1
OG0004388	XP_033328560.1, XP_033328559.1	XP_970062.1
OG0004389	XP_033323330.1	XP_008190586.1, XP_974322.1
OG0004390	XP_033325323.1	XP_008198783.1
OG0004391	XP_033340296.1	XP_972110.1
OG0004392	XP_033329118.1	NP_001076793.1
OG0004393	XP_033334833.1, XP_033334679.1, XP_033334678.1	XP_008198968.1
OG0004394	XP_033333448.1	XP_008193615.1
OG0004395	XP_033326847.1	XP_015836706.1, XP_008200618.1
OG0004396	XP_033331513.1	XP_967054.1
OG0004397	XP_033336670.1, XP_033336671.1	XP_973270.1
OG0004398	XP_033326441.1	XP_973691.3, NP_001071091.1
OG0004399	XP_033327563.1	XP_966636.1
OG0004401	XP_033328952.1	XP_015833917.1, XP_015833918.1
OG0004402	XP_033334541.1	XP_015839832.1
OG0004403	XP_033324497.1	XP_974795.3
OG0004404	XP_033320775.1	XP_973343.1, XP_972623.1
OG0004405	XP_033329846.1	XP_973483.1
OG0004406	XP_033325886.1, XP_033325889.1, XP_033325885.1	XP_015838960.1
OG0004407	XP_033321914.1	XP_008193688.1
OG0004408	XP_033321072.1	XP_008192574.1, XP_972707.2
OG0004409	XP_033326786.1	XP_971897.2
OG0004410	XP_033334243.1	XP_008195992.1
OG0004411	XP_033337393.1	XP_974546.1
OG0004412	XP_033342511.1	XP_008197181.1
OG0004413	XP_033331250.1	XP_972151.1
OG0004414	XP_033325661.1	XP_974522.1
OG0004415	XP_033334082.1	XP_015840578.1, XP_015839944.1
OG0004416	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1	XP_967938.1
OG0004417	XP_033325241.1	XP_008191367.2
OG0004418	XP_033325600.1	XP_967755.1
OG0004419	XP_033340085.1	XP_015837300.1, XP_008195801.1
OG0004420	XP_033327110.1	XP_974700.2
OG0004421	XP_033336105.1	XP_008201446.1
OG0004422	XP_033339233.1	XP_008192303.1
OG0004423	XP_033341905.1	XP_015835652.1, XP_008199577.1
OG0004424	XP_033322280.1	XP_966793.1
OG0004425	XP_033322790.1	XP_975776.2
OG0004426	XP_033327972.1	XP_971988.1
OG0004427	XP_033321650.1	XP_975024.1
OG0004428	XP_033325737.1	XP_008193101.1
OG0004429	XP_033331101.1	NP_001137201.1, XP_015839494.1
OG0004430	XP_033339275.1	XP_001812942.1
OG0004431	XP_033324709.1	XP_008198316.1
OG0004432	XP_033333014.1	XP_968397.1
OG0004433	XP_033324204.1	XP_969112.1
OG0004434	XP_033324643.1	XP_967394.1
OG0004436	XP_033326626.1	XP_967237.1, XP_008198811.1
OG0004437	XP_033336741.1	XP_971007.1
OG0004438	XP_033336225.1	XP_974054.1, XP_015838263.1, XP_015838262.1
OG0004439	XP_033342142.1	XP_008192095.1
OG0004440	XP_033336223.1	XP_972849.1
OG0004441	XP_033333292.1	XP_015839666.1, XP_970319.1
OG0004442	XP_033336786.1, XP_033336785.1	XP_968337.1
OG0004443	XP_033336924.1	XP_971224.1
OG0004444	XP_033323018.1	XP_008193636.1
OG0004445	XP_033322148.1	XP_008193656.1
OG0004446	XP_033333193.1	XP_968186.1
OG0004447	XP_033332273.1	XP_008196875.1
OG0004448	XP_033338635.1	XP_968140.1
OG0004449	XP_033341987.1	XP_968648.1, XP_015834343.1
OG0004450	XP_033335516.1	XP_008197685.1
OG0004451	XP_033326039.1	XP_001813375.1, XP_015835910.1
OG0004452	XP_033332415.1	NP_001034518.1, XP_008201243.1
OG0004453	XP_033334142.1	XP_008197856.1
OG0004454	XP_033331396.1	XP_015835986.1
OG0004455	XP_033328184.1	XP_974859.1
OG0004456	XP_033322647.1	XP_008194455.1
OG0004457	XP_033330646.1	XP_008194516.1
OG0004458	XP_033329068.1	XP_973234.1
OG0004459	XP_033327036.1	XP_008201155.1, XP_015840642.1
OG0004460	XP_033335181.1	XP_015839542.1
OG0004461	XP_033323374.1	XP_008198493.1
OG0004462	XP_033330081.1	XP_008201181.1
OG0004463	XP_033328990.1, XP_033328988.1	XP_008193392.1
OG0004464	XP_033330332.1	XP_015833887.1, XP_008194021.1
OG0004465	XP_033328514.1	XP_966481.1
OG0004466	XP_033323921.1	XP_015837577.1
OG0004467	XP_033331223.1	XP_967843.1
OG0004468	XP_033331176.1, XP_033339890.1	XP_969039.1
OG0004469	XP_033342601.1	XP_972171.1
OG0004470	XP_033333260.1	XP_971504.1
OG0004471	XP_033324187.1	XP_973117.1, XP_008196349.1
OG0004472	XP_033326965.1	XP_974024.1
OG0004473	XP_033325674.1	XP_015836862.1, XP_015836861.1
OG0004474	XP_033324013.1	XP_008197064.1
OG0004475	XP_033333069.1	XP_015838870.1, NP_001034508.1
OG0004478	XP_033340090.1	XP_975527.1
OG0004479	XP_033331199.1, XP_033331200.1, XP_033331197.1	XP_971071.1
OG0004480	XP_033337052.1	XP_008201326.1
OG0004481	XP_033321624.1	XP_974320.3
OG0004482	XP_033321129.1	XP_008199962.1
OG0004483	XP_033342606.1, XP_033342607.1, XP_033342608.1	XP_971989.2, XP_008198950.1
OG0004484	XP_033324084.1, XP_033324076.1	XP_966953.1
OG0004485	XP_033326938.1	XP_008193405.1
OG0004486	XP_033341555.1	XP_972731.1
OG0004487	XP_033342098.1	XP_015838841.1
OG0004488	XP_033334595.1	XP_008201364.1
OG0004489	XP_033332893.1	XP_969524.1
OG0004490	XP_033330574.1	XP_008200172.1, XP_971121.1
OG0004491	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1	XP_966917.2
OG0004492	XP_033337836.1	XP_972141.2
OG0004493	XP_033336764.1	XP_970342.1
OG0004494	XP_033331593.1	XP_972668.2
OG0004495	XP_033338410.1	XP_974708.1
OG0004496	XP_033322515.1	XP_008200974.1
OG0004497	XP_033339605.1	XP_970200.1
OG0004498	XP_033331696.1	XP_968062.1
OG0004499	XP_033326514.1	XP_008198302.1
OG0004501	XP_033330150.1	XP_008197624.1, NP_001034504.1, XP_008197420.2
OG0004502	XP_033329364.1	XP_008201594.1
OG0004503	XP_033324256.1	XP_008193900.1
OG0004505	XP_033339026.1, XP_033339027.1	XP_015839540.1
OG0004506	XP_033333002.1	XP_974651.2
OG0004507	XP_033341488.1	XP_008195560.1
OG0004508	XP_033334596.1	XP_967772.1
OG0004509	XP_033331063.1	XP_967885.1
OG0004510	XP_033322329.1	XP_008195623.1
OG0004511	XP_033337077.1	XP_015834663.1
OG0004512	XP_033338698.1	XP_969306.1
OG0004513	XP_033341076.1	XP_015840997.1
OG0004514	XP_033329899.1	XP_967303.1
OG0004515	XP_033326967.1	XP_971562.1
OG0004516	XP_033337129.1, XP_033337128.1	XP_008199814.1
OG0004517	XP_033341850.1, XP_033342108.1	XP_008192854.1
OG0004518	XP_033327435.1	XP_008200602.2
OG0004519	XP_033334834.1	XP_970192.2
OG0004520	XP_033331409.1	XP_967626.1
OG0004521	XP_033322669.1	XP_966717.1
OG0004522	XP_033334974.1, XP_033334975.1	XP_968657.2
OG0004523	XP_033334826.1	XP_966596.1
OG0004524	XP_033340222.1, XP_033333527.1	XP_975254.2
OG0004525	XP_033332457.1	XP_001814158.1
OG0004526	XP_033335449.1	XP_015835575.1
OG0004527	XP_033322028.1	XP_008196861.1
OG0004528	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1	XP_008198942.1
OG0004529	XP_033328395.1	XP_015840796.1, XP_969523.1
OG0004530	XP_033337030.1	XP_008192807.1
OG0004531	XP_033339700.1	XP_008198806.1
OG0004532	XP_033337495.1	XP_008191977.1
OG0004533	XP_033337914.1, XP_033337913.1	XP_975235.1
OG0004534	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_015837847.1
OG0004535	XP_033334112.1	XP_967479.1
OG0004536	XP_033320977.1	XP_969779.1
OG0004537	XP_033326963.1	XP_008199753.1
OG0004538	XP_033341948.1	XP_008194447.1
OG0004540	XP_033338742.1	XP_974431.1
OG0004541	XP_033340389.1	NP_001161779.1, XP_015837741.1
OG0004542	XP_033326918.1	XP_015833850.1
OG0004543	XP_033340245.1	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1
OG0004544	XP_033324305.1	XP_967831.2
OG0004545	XP_033332425.1	XP_972841.1
OG0004546	XP_033337832.1	XP_008191529.1
OG0004547	XP_033339224.1	XP_973795.3
OG0004548	XP_033321884.1	XP_008194167.1
OG0004549	XP_033334060.1	XP_975544.1
OG0004550	XP_033331358.1	XP_968425.2
OG0004551	XP_033337297.1	XP_008196143.1
OG0004552	XP_033333070.1	XP_966605.1
OG0004553	XP_033323800.1	XP_015835217.1
OG0004556	XP_033331769.1	XP_015834234.1
OG0004558	XP_033339217.1	XP_970509.1
OG0004559	XP_033334486.1	XP_008191113.1
OG0004560	XP_033337800.1	XP_969585.1
OG0004561	XP_033342468.1	XP_973530.1
OG0004562	XP_033334478.1	XP_969491.1
OG0004563	XP_033327981.1	XP_974107.1
OG0004564	XP_033332746.1	XP_967545.1
OG0004565	XP_033334208.1	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1
OG0004566	XP_033334554.1	XP_975011.1
OG0004567	XP_033322912.1	XP_969501.1
OG0004568	XP_033334311.1	XP_966406.1
OG0004569	XP_033331404.1	XP_971024.1
OG0004570	XP_033321499.1	XP_008190477.2
OG0004571	XP_033340629.1	XP_966419.1
OG0004572	XP_033339780.1	XP_008193653.1
OG0004573	XP_033322344.1	XP_015840900.1
OG0004574	XP_033320814.1	XP_008199514.1, XP_015833543.1
OG0004575	XP_033334801.1, XP_033334810.1	XP_015836016.1
OG0004576	XP_033321924.1, XP_033321950.1	XP_968528.1
OG0004577	XP_033335376.1	XP_008196227.1
OG0004578	XP_033328265.1	XP_015837256.1
OG0004579	XP_033323669.1	XP_015838708.1
OG0004580	XP_033334473.1	XP_968154.2
OG0004581	XP_033341699.1	XP_967342.1, XP_973682.1
OG0004582	XP_033325120.1	XP_008194035.1, XP_970124.1
OG0004583	XP_033324787.1, XP_033324786.1	XP_971242.2
OG0004584	XP_033327675.1	NP_001164208.1, XP_008201001.1
OG0004585	XP_033322911.1	XP_008191121.1
OG0004586	XP_033325663.1	XP_008191139.1
OG0004587	XP_033327290.1	XP_967043.1, XP_976065.1
OG0004589	XP_033328176.1, XP_033328177.1	XP_015836849.1
OG0004590	XP_033334255.1	XP_015834749.1
OG0004591	XP_033337727.1	XP_974397.2
OG0004592	XP_033324579.1	XP_015839668.1
OG0004593	XP_033340274.1	XP_001811057.1
OG0004594	XP_033321420.1	XP_969067.1
OG0004596	XP_033324975.1	XP_972191.1
OG0004597	XP_033342433.1	XP_974793.1
OG0004598	XP_033325164.1	XP_972549.2
OG0004599	XP_033330347.1	NP_001096055.1
OG0004600	XP_033334376.1	XP_015837407.1
OG0004601	XP_033325711.1	XP_968373.1
OG0004602	XP_033325746.1	XP_972953.1
OG0004603	XP_033332005.1	XP_008199077.1
OG0004604	XP_033328273.1	XP_970329.1
OG0004605	XP_033342301.1	XP_967701.1
OG0004606	XP_033329625.1	XP_015838055.1
OG0004607	XP_033340633.1	XP_001809949.1, XP_008196929.1
OG0004608	XP_033326428.1	XP_967795.1
OG0004609	XP_033342568.1	XP_008200198.1
OG0004610	XP_033332378.1	XP_008191579.1
OG0004611	XP_033333333.1	XP_008201393.1, XP_001816040.2
OG0004612	XP_033335594.1	XP_970932.1
OG0004613	XP_033330033.1	XP_972782.1
OG0004614	XP_033339055.1	NP_001164247.1
OG0004615	XP_033331842.1	XP_970821.2
OG0004617	XP_033327494.1	XP_970927.1, XP_008196487.1
OG0004618	XP_033323065.1	XP_969029.3
OG0004619	XP_033339624.1	XP_969834.1
OG0004620	XP_033326055.1	XP_968306.2
OG0004621	XP_033338082.1	XP_969038.3
OG0004622	XP_033338296.1	XP_976419.1
OG0004623	XP_033320792.1	XP_008201104.1
OG0004624	XP_033342935.1	XP_975041.1
OG0004625	XP_033323628.1	XP_008201004.2
OG0004626	XP_033338204.1	XP_008192253.1
OG0004627	XP_033341073.1	XP_966974.1
OG0004628	XP_033333769.1	XP_970761.1
OG0004629	XP_033332066.1	XP_973669.1
OG0004630	XP_033339606.1	XP_008197176.1
OG0004631	XP_033321029.1	XP_008191971.1
OG0004632	XP_033340617.1	XP_015837611.1
OG0004633	XP_033328601.1	XP_969967.1
OG0004634	XP_033334894.1	XP_008192347.1
OG0004635	XP_033340609.1	XP_968007.2
OG0004636	XP_033324268.1	XP_970426.1
OG0004637	XP_033322663.1	XP_015834061.1
OG0004639	XP_033327048.1	XP_975277.1
OG0004640	XP_033333882.1	XP_008194883.1
OG0004641	XP_033321693.1	XP_970985.1
OG0004642	XP_033329263.1, XP_033329553.1	XP_008199537.1
OG0004643	XP_033332340.1	XP_008201026.1
OG0004644	XP_033322320.1	XP_973387.1
OG0004645	XP_033341510.1	XP_015837105.1
OG0004646	XP_033335300.1	XP_971306.1
OG0004647	XP_033322346.1	XP_974800.1
OG0004648	XP_033340788.1	XP_015834078.1
OG0004649	XP_033327957.1	XP_008190892.1
OG0004650	XP_033325269.1	XP_972526.2
OG0004651	XP_033339714.1	XP_015837293.1
OG0004652	XP_033330855.1, XP_033330854.1	XP_008194274.1
OG0004653	XP_033329117.1	XP_008198265.1
OG0004654	XP_033342994.1, XP_033343006.1, XP_033342967.1	XP_971898.1
OG0004655	XP_033342256.1	XP_015838399.1
OG0004656	XP_033325285.1	XP_015840067.1
OG0004657	XP_033324014.1	XP_008196324.1
OG0004658	XP_033340536.1	XP_015833404.1
OG0004659	XP_033330474.1	XP_008193793.1, XP_008193792.1
OG0004660	XP_033340905.1, XP_033340898.1	XP_967163.1, XP_008196887.1
OG0004661	XP_033328630.1	XP_008190992.1
OG0004662	XP_033321417.1	XP_008195589.2
OG0004663	XP_033339876.1, XP_033331018.1	XP_008194306.1
