Orthogroup	Megalopta_genalis	Nasonia_vitripennis
OG0004116	XP_033336069.1	XP_003427220.1
OG0004118	XP_033339383.1	XP_031777189.1, XP_031777128.1, XP_032457926.1, XP_031785866.1, XP_031785588.1, XP_031781453.1, XP_031785924.1, XP_031784162.1
OG0004119	XP_033332971.1	XP_008206880.1
OG0004120	XP_033327992.1	XP_008206649.1, XP_016840794.1
OG0004121	XP_033325373.1	XP_008210584.1
OG0004122	XP_033323224.1, XP_033323311.1	XP_032452805.1
OG0004123	XP_033341538.1	XP_016841709.1
OG0004124	XP_033330652.1	XP_031787946.1
OG0004126	XP_033336424.1	XP_016840014.1
OG0004127	XP_033331460.1	XP_016844205.1
OG0004128	XP_033332862.1	XP_032452038.1
OG0004129	XP_033327284.1	XP_008215324.1
OG0004130	XP_033341534.1	XP_008214637.1
OG0004131	XP_033339252.1	XP_016836927.1
OG0004132	XP_033332977.1	XP_008211679.1
OG0004133	XP_033334852.1	XP_008210128.1
OG0004135	XP_033333126.1	XP_001600181.2
OG0004137	XP_033327692.1	XP_003426654.1
OG0004138	XP_033329264.1	XP_032452114.1, XP_031776739.2, XP_031776738.1
OG0004139	XP_033336654.1	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1
OG0004140	XP_033341252.1, XP_033341254.1, XP_033341253.1	XP_032453602.1, NP_001161451.1
OG0004141	XP_033326239.1	XP_003426328.1
OG0004142	XP_033321553.1	XP_031778046.1
OG0004143	XP_033325693.1	XP_031784809.1
OG0004144	XP_033326961.1	XP_001602781.1
OG0004145	XP_033328108.1	XP_016837587.3
OG0004146	XP_033330379.1	XP_008206898.1
OG0004147	XP_033328598.1	XP_001605981.2
OG0004148	XP_033342917.1	XP_016840267.1
OG0004149	XP_033325842.1	XP_016843556.1
OG0004150	XP_033322991.1	NP_001153358.1, XP_031779936.1
OG0004151	XP_033325564.1, XP_033325563.1	XP_001604522.2
OG0004152	XP_033330510.1, XP_033330509.1	XP_008202124.1
OG0004153	XP_033339152.1	XP_032455777.1
OG0004155	XP_033332973.1	XP_001605287.1
OG0004156	XP_033324608.1, XP_033324609.1	XP_008207216.1, XP_008207215.1, XP_003426679.1
OG0004157	XP_033321879.1	XP_008212514.1
OG0004158	XP_033325435.1	XP_016845282.1, XP_008214878.1, XP_031786531.1
OG0004160	XP_033339597.1	XP_031784923.1
OG0004161	XP_033332337.1, XP_033332338.1	XP_016841504.1, XP_003426623.2
OG0004162	XP_033338315.1	XP_031779238.1
OG0004164	XP_033332171.1	XP_031777702.1
OG0004166	XP_033321585.1	XP_003424069.1
OG0004167	XP_033341915.1	XP_031788104.1
OG0004168	XP_033321754.1	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2
OG0004169	XP_033323733.1, XP_033323732.1	XP_001602491.2
OG0004170	XP_033329247.1	XP_008202160.1
OG0004171	XP_033326185.1	XP_001602244.1
OG0004172	XP_033338968.1	XP_016840931.1
OG0004173	XP_033340073.1	XP_001600998.4
OG0004174	XP_033337674.1, XP_033337539.1	XP_031785454.1
OG0004175	XP_033334279.1	XP_032454099.1, XP_001605514.1
OG0004177	XP_033321658.1	NP_001123296.1, XP_008212386.1
OG0004178	XP_033325923.1	XP_031779309.1
OG0004179	XP_033336144.1	XP_016845572.1
OG0004181	XP_033334981.1	XP_001601897.1
OG0004182	XP_033334942.1	XP_016843920.1
OG0004183	XP_033340541.1	XP_008210993.1
OG0004184	XP_033324905.1	NP_001154957.1, XP_031784199.1, XP_031784200.1
OG0004185	XP_033324161.1	XP_016843196.1, NP_001123261.1
OG0004186	XP_033328832.1	XP_031777165.1
OG0004187	XP_033336933.1, XP_033336932.1	XP_031783322.1
OG0004188	XP_033322770.1, XP_033322768.1	XP_001608003.2
OG0004189	XP_033330454.1	XP_031778818.1
OG0004190	XP_033337490.1	XP_001600658.1
OG0004191	XP_033331591.1	XP_001606740.2
OG0004192	XP_033330114.1, XP_033330116.1, XP_033330115.1	XP_003425426.1
OG0004195	XP_033327217.1	XP_001599294.1
OG0004196	XP_033323601.1	XP_001602923.1
OG0004197	XP_033339604.1	XP_008213962.2
OG0004198	XP_033340195.1	XP_008202155.1
OG0004201	XP_033331445.1	XP_008214961.1
OG0004202	XP_033340333.1	XP_016839855.1
OG0004203	XP_033339572.1	XP_001602445.1
OG0004204	XP_033338282.1	XP_001607098.1
OG0004205	XP_033332872.1, XP_033332891.1	XP_016841539.1
OG0004206	XP_033331981.1	XP_031785002.1
OG0004207	XP_033337080.1	XP_008205463.2
OG0004209	XP_033340320.1	XP_016845478.1
OG0004211	XP_033324604.1	XP_031787943.1, XP_031787941.1
OG0004212	XP_033340645.1	XP_016836989.1, NP_001162020.1
OG0004213	XP_033324224.1, XP_033324168.1	XP_001608222.3
OG0004214	XP_033333502.1	XP_001601026.2
OG0004215	XP_033340986.1, XP_033340984.1	XP_001606189.2, XP_008217818.1
OG0004216	XP_033339160.1	XP_032451799.1
OG0004217	XP_033323709.1	XP_031781741.1
OG0004218	XP_033341230.1, XP_033341232.1	XP_016841537.1
OG0004219	XP_033340411.1	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1
OG0004220	XP_033335352.1	XP_016837607.1, XP_008204292.1
OG0004222	XP_033325066.1	XP_031778595.1, XP_032453535.1, XP_031778596.1
OG0004224	XP_033331159.1	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1
OG0004225	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1	XP_016839287.1, XP_001605576.2
OG0004227	XP_033323138.1, XP_033323140.1	XP_003424088.1, XP_008212644.1
OG0004229	XP_033329540.1, XP_033329621.1	XP_032454486.1, XP_016839267.1, XP_001605909.1
OG0004230	XP_033336093.1, XP_033336098.1	XP_008212759.1
OG0004231	XP_033341639.1, XP_033341636.1	XP_031777323.1
OG0004232	XP_033341610.1	XP_008214659.1
OG0004233	XP_033341556.1	XP_001600020.1, XP_032453791.1
OG0004235	XP_033338263.1	XP_001606745.4
OG0004236	XP_033339410.1	XP_032452052.1
OG0004237	XP_033322121.1	XP_031777130.1
OG0004238	XP_033334902.1	XP_016842762.1
OG0004239	XP_033323175.1	XP_031778514.1
OG0004240	XP_033333722.1	XP_003424798.1
OG0004241	XP_033340179.1	XP_031786546.1
OG0004242	XP_033328807.1, XP_033328640.1, XP_033328639.1	XP_001602639.2, XP_008210336.1
OG0004244	XP_033326904.1	XP_016844477.1, XP_016844479.1, XP_016844480.1
OG0004245	XP_033332887.1	XP_001601787.1
OG0004247	XP_033336106.1, XP_033336101.1, XP_033339827.1	XP_031786686.1, XP_031786683.1
OG0004248	XP_033332297.1	XP_031782605.1
OG0004250	XP_033333922.1	XP_008216140.1
OG0004251	XP_033334607.1	XP_001603329.2
OG0004252	XP_033325132.1	XP_008204076.1
OG0004253	XP_033341371.1, XP_033341370.1	XP_008207398.1, XP_008207406.1, XP_032456145.1
OG0004256	XP_033339409.1	NP_001166258.1, XP_008208811.1
OG0004258	XP_033327362.1	XP_008209599.2
OG0004259	XP_033328824.1, XP_033328825.1	XP_016836718.1
OG0004260	XP_033338222.1, XP_033338219.1, XP_033338220.1	XP_031782321.1
OG0004261	XP_033326790.1	XP_001601019.1
OG0004262	XP_033322063.1, XP_033322064.1	XP_003426821.1
OG0004264	XP_033329748.1, XP_033329749.1	XP_008204877.1
OG0004265	XP_033324761.1	XP_016836734.1, XP_001603494.1
OG0004267	XP_033325202.1	XP_016844442.1
OG0004268	XP_033333458.1, XP_033327936.1, XP_033327933.1, XP_033327934.1	XP_016842797.1, XP_008203249.2, XP_003425338.1, NP_001275991.1, XP_016842480.1, XP_003425339.1, XP_001600198.2, XP_008214600.1, XP_001603319.1
OG0004269	XP_033327478.1	XP_008216319.1
OG0004275	XP_033339474.1	XP_008212869.1, XP_016836745.1
OG0004276	XP_033333698.1, XP_033333646.1	XP_001607320.1
OG0004277	XP_033325536.1	XP_016840872.2
OG0004278	XP_033333964.1	XP_001599263.1
OG0004279	XP_033338941.1	XP_001599992.1
OG0004280	XP_033333228.1	XP_031782297.1, XP_032454591.1
OG0004281	XP_033328869.1	XP_031786924.1
OG0004282	XP_033329712.1	XP_032453267.1
OG0004283	XP_033339802.1	XP_001599651.1
OG0004284	XP_033326365.1, XP_033325326.1	XP_001601315.1
OG0004285	XP_033328338.1	XP_001599436.1
OG0004286	XP_033341008.1	XP_001604624.2
OG0004287	XP_033332933.1	XP_001599521.1
OG0004288	XP_033341849.1	XP_001601679.2
OG0004290	XP_033336139.1	NP_001165796.1
OG0004291	XP_033322467.1	XP_031785552.1
OG0004292	XP_033331203.1	XP_031786281.1
OG0004293	XP_033329412.1	XP_001604605.1
OG0004294	XP_033341494.1	XP_032457630.1
OG0004296	XP_033339350.1	XP_001600237.1
OG0004297	XP_033321441.1	XP_001604116.2
OG0004298	XP_033325440.1	XP_003424726.1
OG0004299	XP_033332259.1	XP_001600672.1
OG0004300	XP_033322577.1	NP_001177991.1
OG0004301	XP_033324328.1	XP_001608106.1
OG0004302	XP_033325251.1, XP_033325252.1, XP_033325250.1	XP_003425853.1
OG0004303	XP_033338153.1	XP_031780147.1
OG0004304	XP_033327167.1	XP_008214316.1
OG0004306	XP_033336559.1	NP_001164371.1, XP_031789334.1
OG0004307	XP_033332554.1, XP_033332553.1	XP_001607671.1, XP_003426362.1
OG0004308	XP_033338882.1, XP_033338883.1	XP_001599029.1
OG0004309	XP_033321502.1, XP_033321501.1	XP_001607296.1
OG0004310	XP_033340181.1, XP_033340180.1	NP_001165800.1
OG0004311	XP_033342951.1	XP_001608041.1
OG0004312	XP_033333144.1	XP_032458141.1, XP_001606354.1
OG0004313	XP_033334336.1	XP_001602517.1
OG0004314	XP_033334921.1	XP_031788134.1, XP_031788135.1
OG0004315	XP_033323797.1	XP_008210868.1, XP_031784270.1, XP_032457040.1
OG0004316	XP_033323977.1	XP_032455884.1, NP_001166224.1
OG0004317	XP_033321198.1, XP_033330901.1	XP_003427491.1
OG0004318	XP_033331201.1, XP_033331202.1	XP_001599931.4
OG0004319	XP_033338827.1	XP_001607405.1
OG0004320	XP_033325664.1	XP_016845182.1
OG0004321	XP_033334017.1	XP_001605340.1
OG0004322	XP_033331586.1	XP_001601986.1
OG0004324	XP_033331702.1	XP_001600581.1
OG0004325	XP_033343107.1, XP_033320760.1	XP_001605669.5
OG0004326	XP_033324072.1	XP_001606816.2
OG0004327	XP_033328072.1	XP_016840702.1
OG0004328	XP_033336349.1	XP_031781845.1
OG0004329	XP_033340657.1	XP_001602423.1
OG0004330	XP_033329413.1	XP_032458022.1, NP_001153396.1
OG0004331	XP_033325613.1, XP_033325614.1	XP_001599142.1
OG0004332	XP_033321551.1	XP_032456228.1, XP_032456229.1
OG0004333	XP_033342753.1	XP_008217199.1, XP_031787639.1
OG0004334	XP_033321536.1	XP_001604232.1
OG0004335	XP_033340866.1	XP_001603320.1
OG0004337	XP_033336294.1	XP_008211109.1
OG0004338	XP_033332711.1	XP_032458143.1, XP_008202847.1
OG0004339	XP_033341728.1	XP_001601774.2
OG0004340	XP_033325903.1	XP_008209366.1
OG0004341	XP_033321766.1	XP_031779467.1, XP_016838187.1, XP_001604027.1
OG0004342	XP_033326824.1	XP_001606434.1
OG0004343	XP_033333847.1	XP_016841865.1, XP_032456479.1, XP_032456478.1
OG0004344	XP_033321625.1	XP_031780228.1, XP_008204225.1
OG0004345	XP_033337449.1	XP_008213201.1, XP_016844510.1
OG0004346	XP_033325794.1	XP_016841493.1
OG0004347	XP_033333696.1	XP_008202058.1
OG0004348	XP_033332506.1	XP_016840502.1
OG0004349	XP_033340220.1	XP_001600131.1
OG0004350	XP_033329270.1	NP_001135928.1
OG0004351	XP_033340144.1	XP_001604248.1
OG0004352	XP_033325784.1	XP_031780106.1
OG0004353	XP_033340970.1	XP_001599995.1
OG0004354	XP_033327727.1, XP_033327736.1	XP_001601440.1
OG0004355	XP_033338010.1, XP_033338011.1	XP_001607466.1
OG0004356	XP_033332919.1	XP_001608286.1
OG0004357	XP_033340869.1	XP_032453536.1, XP_008202134.1
OG0004358	XP_033335005.1	XP_001607380.1
OG0004359	XP_033322427.1	XP_016838278.1
OG0004360	XP_033327986.1	XP_001599974.1, XP_008212160.1
OG0004361	XP_033333459.1	XP_001607765.1
OG0004362	XP_033341633.1	XP_001601931.1
OG0004363	XP_033342782.1	XP_003426032.1
OG0004364	XP_033326968.1, XP_033326966.1	XP_001606194.1
OG0004365	XP_033336399.1, XP_033336400.1	XP_031788850.1
OG0004366	XP_033334262.1	XP_016838999.1
OG0004367	XP_033321366.1	XP_016842356.1, XP_031787826.1
OG0004368	XP_033328073.1	XP_001604544.1
OG0004369	XP_033323577.1	XP_001602477.1
OG0004370	XP_033321552.1	XP_031778743.1
OG0004371	XP_033322761.1, XP_033322758.1, XP_033322759.1	XP_031778755.1
OG0004372	XP_033341848.1	XP_001607806.1
OG0004373	XP_033333658.1	XP_003425407.1
OG0004374	XP_033329922.1	XP_031784742.1
OG0004375	XP_033322586.1	XP_001606810.1, XP_001605455.1
OG0004376	XP_033331267.1	NP_001165786.1
OG0004377	XP_033340909.1	XP_003427142.1
OG0004378	XP_033329642.1	XP_001605744.1
OG0004379	XP_033322541.1	NP_001129999.1, NP_001123319.1
OG0004380	XP_033325338.1	XP_001607148.2
OG0004381	XP_033334437.1	XP_032456652.1, XP_016844793.1
OG0004382	XP_033334606.1	XP_031787843.1
OG0004383	XP_033327476.1	XP_001601565.2, XP_032453042.1
OG0004384	XP_033321125.1	XP_032455793.1, XP_031784472.1
OG0004385	XP_033341596.1	XP_001604751.2, XP_031779295.1
OG0004386	XP_033332560.1, XP_033332558.1	XP_001603645.1
OG0004387	XP_033337641.1	NP_001165792.1, XP_032453596.1
OG0004388	XP_033328560.1, XP_033328559.1	XP_001607019.1
OG0004390	XP_033325323.1	XP_032453917.1
OG0004391	XP_033340296.1	XP_031789592.1
OG0004392	XP_033329118.1	XP_001606566.1
OG0004393	XP_033334833.1, XP_033334679.1, XP_033334678.1	XP_001601927.1
OG0004394	XP_033333448.1	XP_008214868.1
OG0004395	XP_033326847.1	XP_016839781.1
OG0004396	XP_033331513.1	XP_001599473.1, XP_031777062.1
OG0004397	XP_033336670.1, XP_033336671.1	XP_008209419.1
OG0004398	XP_033326441.1	XP_001602513.2
OG0004399	XP_033327563.1	XP_031786364.1
OG0004401	XP_033328952.1	XP_016840231.1, XP_008213570.1
OG0004402	XP_033334541.1	XP_032455284.1
OG0004403	XP_033324497.1	XP_001600425.2
OG0004404	XP_033320775.1	XP_001600970.1
OG0004405	XP_033329846.1	XP_008216953.1
OG0004406	XP_033325886.1, XP_033325889.1, XP_033325885.1	XP_008209811.2
OG0004407	XP_033321914.1	XP_001603923.2
OG0004408	XP_033321072.1	XP_031783216.1
OG0004409	XP_033326786.1	XP_001603463.2
OG0004410	XP_033334243.1	XP_001603490.1
OG0004411	XP_033337393.1	NP_001165825.1
OG0004412	XP_033342511.1	XP_031784838.1
OG0004413	XP_033331250.1	XP_031779715.1
OG0004414	XP_033325661.1	XP_001603614.1
OG0004415	XP_033334082.1	XP_032456579.1
OG0004416	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1	XP_001599252.1
OG0004417	XP_033325241.1	XP_031782817.1
OG0004418	XP_033325600.1	XP_008213189.1
OG0004419	XP_033340085.1	XP_008208460.1
OG0004420	XP_033327110.1	XP_001605577.1
OG0004421	XP_033336105.1	XP_008211139.1
OG0004422	XP_033339233.1	XP_016840410.1
OG0004423	XP_033341905.1	XP_001600174.3
OG0004424	XP_033322280.1	XP_001601586.1
OG0004425	XP_033322790.1	XP_016837588.1
OG0004426	XP_033327972.1	XP_016838465.1
OG0004427	XP_033321650.1	NP_001239116.1
OG0004428	XP_033325737.1	XP_001607123.1
OG0004429	XP_033331101.1	XP_008210683.1
OG0004430	XP_033339275.1	XP_003426842.1
OG0004431	XP_033324709.1	XP_003426485.1
OG0004432	XP_033333014.1	XP_031787922.1
OG0004433	XP_033324204.1	XP_031778784.1
OG0004434	XP_033324643.1	XP_008209044.1
OG0004436	XP_033326626.1	XP_031778643.1
OG0004437	XP_033336741.1	XP_031777399.1
OG0004438	XP_033336225.1	XP_001605516.1
OG0004439	XP_033342142.1	XP_001605490.2
OG0004440	XP_033336223.1	XP_003423811.1
OG0004441	XP_033333292.1	XP_001601672.2
OG0004442	XP_033336786.1, XP_033336785.1	XP_016838806.1
OG0004443	XP_033336924.1	XP_031784985.1
OG0004444	XP_033323018.1	XP_016844704.1
OG0004445	XP_033322148.1	XP_001607634.2, XP_008212805.1
OG0004446	XP_033333193.1	XP_001604041.1
OG0004448	XP_033338635.1	XP_001606843.2
OG0004449	XP_033341987.1	XP_008202566.1
OG0004450	XP_033335516.1	XP_001599427.2
OG0004451	XP_033326039.1	XP_001605664.2
OG0004452	XP_033332415.1	XP_031784554.1
OG0004453	XP_033334142.1	XP_008217215.1
OG0004454	XP_033331396.1	XP_016841360.1
OG0004455	XP_033328184.1	XP_001604655.2, XP_032455617.1
OG0004456	XP_033322647.1	XP_003424387.1, XP_008216646.1, XP_001606454.1
OG0004457	XP_033330646.1	XP_003424936.1
OG0004458	XP_033329068.1	XP_001600124.2
OG0004459	XP_033327036.1	XP_032452494.1
OG0004460	XP_033335181.1	XP_008204892.1
OG0004461	XP_033323374.1	XP_031787778.1
OG0004462	XP_033330081.1	XP_003427474.2
OG0004463	XP_033328990.1, XP_033328988.1	XP_031788923.1
OG0004464	XP_033330332.1	XP_031779051.1
OG0004465	XP_033328514.1	XP_001607418.1
OG0004466	XP_033323921.1	XP_001603166.1
OG0004467	XP_033331223.1	XP_031779097.1, XP_031779096.1
OG0004468	XP_033331176.1, XP_033339890.1	XP_003427163.1
OG0004469	XP_033342601.1	XP_001602117.1, XP_008209466.1, XP_008209537.1
OG0004470	XP_033333260.1	NP_001135956.1
OG0004471	XP_033324187.1	XP_016845356.1, XP_031786585.1
OG0004472	XP_033326965.1	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1
OG0004473	XP_033325674.1	XP_031784892.1
OG0004474	XP_033324013.1	XP_032457070.1, XP_031788147.1
OG0004475	XP_033333069.1	XP_008206889.1
OG0004476	XP_033342786.1, XP_033342785.1, XP_033342784.1	XP_001606653.1, XP_031787771.1
OG0004477	XP_033341615.1, XP_033341616.1	XP_008214656.1, XP_001604771.1
OG0004478	XP_033340090.1	XP_001605463.2
OG0004479	XP_033331199.1, XP_033331200.1, XP_033331197.1	NP_001164373.1
OG0004480	XP_033337052.1	XP_031784019.1
OG0004481	XP_033321624.1	XP_031780219.1, XP_031780218.1
OG0004482	XP_033321129.1	XP_016840476.1
OG0004483	XP_033342606.1, XP_033342607.1, XP_033342608.1	XP_001602222.2
OG0004484	XP_033324084.1, XP_033324076.1	XP_031780551.1
OG0004485	XP_033326938.1	XP_016839810.1
OG0004486	XP_033341555.1	XP_016839152.1
OG0004487	XP_033342098.1	XP_016842854.1
OG0004489	XP_033332893.1	XP_016842569.1
OG0004490	XP_033330574.1	XP_008208557.1
OG0004491	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1	XP_001601275.1
OG0004492	XP_033337836.1	XP_001603995.1
OG0004493	XP_033336764.1	XP_031788045.1
OG0004494	XP_033331593.1	XP_031785430.1
OG0004495	XP_033338410.1	XP_031788552.1, XP_008202006.1, XP_031788553.1
OG0004496	XP_033322515.1	XP_008210042.1
OG0004497	XP_033339605.1	XP_001607196.1
OG0004498	XP_033331696.1	XP_001605274.1
OG0004499	XP_033326514.1	XP_008207466.1
OG0004501	XP_033330150.1	XP_008205409.1
OG0004502	XP_033329364.1	XP_031788726.1, XP_032458025.1
OG0004503	XP_033324256.1	NP_001153363.1, XP_032452173.1
OG0004505	XP_033339026.1, XP_033339027.1	XP_008209733.1
OG0004506	XP_033333002.1	XP_008207561.1
OG0004507	XP_033341488.1	XP_032457614.1
OG0004508	XP_033334596.1	XP_016843042.1
OG0004509	XP_033331063.1	XP_003427446.1, XP_008210885.1, XP_016844859.1
OG0004510	XP_033322329.1	XP_008209535.1
OG0004511	XP_033337077.1	XP_001605806.1
OG0004512	XP_033338698.1	XP_016842114.1, XP_031784773.1, XP_032451986.1
OG0004513	XP_033341076.1	XP_001605095.2
OG0004514	XP_033329899.1	XP_016842217.1
OG0004515	XP_033326967.1	XP_031778917.1
OG0004516	XP_033337129.1, XP_033337128.1	XP_001608289.1
OG0004517	XP_033341850.1, XP_033342108.1	XP_032452524.1, XP_001603817.1
OG0004518	XP_033327435.1	XP_031777199.1
OG0004519	XP_033334834.1	XP_001607227.3
OG0004520	XP_033331409.1	XP_001606721.1
OG0004521	XP_033322669.1	XP_001606664.1
OG0004522	XP_033334974.1, XP_033334975.1	XP_008210041.1
OG0004523	XP_033334826.1	XP_031786243.1
OG0004524	XP_033340222.1, XP_033333527.1	XP_001607859.2
OG0004525	XP_033332457.1	XP_008213871.1
OG0004526	XP_033335449.1	XP_001607411.1
OG0004527	XP_033322028.1	XP_008210569.1, XP_001604337.2
OG0004528	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1	XP_001604762.1
OG0004529	XP_033328395.1	XP_001607463.4
OG0004530	XP_033337030.1	XP_031780547.1
OG0004531	XP_033339700.1	XP_008212661.1
OG0004532	XP_033337495.1	XP_001604678.1, XP_001604652.2
OG0004533	XP_033337914.1, XP_033337913.1	NP_001165787.1
OG0004534	XP_033322132.1, XP_033322133.1, XP_033322134.1	XP_031779575.1
OG0004535	XP_033334112.1	XP_031779947.1, NP_001135813.1
OG0004536	XP_033320977.1	NP_001177858.1
OG0004538	XP_033341948.1	NP_001135930.1, XP_031784823.1, NP_001135929.1
OG0004540	XP_033338742.1	XP_001603968.2
OG0004541	XP_033340389.1	XP_016838706.1, NP_001154985.1
OG0004542	XP_033326918.1	XP_032456777.1
OG0004543	XP_033340245.1	XP_008211029.1
OG0004544	XP_033324305.1	XP_001600218.2
OG0004545	XP_033332425.1	XP_001603533.1
OG0004546	XP_033337832.1	XP_001607594.1
OG0004547	XP_033339224.1	XP_031786385.1
OG0004548	XP_033321884.1	XP_008212508.1
OG0004549	XP_033334060.1	XP_032455794.1, XP_008211638.1, XP_031784474.1, XP_001607064.1
OG0004550	XP_033331358.1	XP_016845611.1
OG0004551	XP_033337297.1	XP_031788899.1
OG0004552	XP_033333070.1	XP_032456773.1, XP_001604075.1
OG0004553	XP_033323800.1	XP_031786883.1
OG0004554	XP_033334246.1	XP_001602586.2
OG0004555	XP_033328254.1, XP_033328255.1, XP_033328256.1	XP_001600008.1
OG0004556	XP_033331769.1	XP_003427188.3
OG0004558	XP_033339217.1	XP_001599386.1
OG0004559	XP_033334486.1	XP_001603072.2
OG0004560	XP_033337800.1	XP_001604739.2
OG0004561	XP_033342468.1	XP_001605350.2
OG0004562	XP_033334478.1	XP_001607424.1
OG0004563	XP_033327981.1	XP_001603051.1
OG0004564	XP_033332746.1	XP_032455063.1, XP_031785023.1, XP_031785025.1
OG0004566	XP_033334554.1	XP_032455040.1
OG0004567	XP_033322912.1	XP_001602744.1, XP_008202398.1, XP_008202397.1
OG0004568	XP_033334311.1	XP_001601226.2
OG0004569	XP_033331404.1	XP_001607663.1
OG0004570	XP_033321499.1	XP_003424096.3
OG0004571	XP_033340629.1	XP_008207422.1
OG0004572	XP_033339780.1	XP_032452916.1, XP_031778495.1
OG0004573	XP_033322344.1	XP_031786376.1
OG0004574	XP_033320814.1	XP_031781620.1
OG0004575	XP_033334801.1, XP_033334810.1	XP_031788603.2
OG0004576	XP_033321924.1, XP_033321950.1	XP_001606117.1
OG0004577	XP_033335376.1	XP_016841168.1
OG0004578	XP_033328265.1	XP_001606157.2
OG0004579	XP_033323669.1	XP_031780916.1
OG0004580	XP_033334473.1	XP_008204012.1
OG0004581	XP_033341699.1	XP_001604224.1
OG0004582	XP_033325120.1	XP_031785043.1
OG0004583	XP_033324787.1, XP_033324786.1	XP_001605510.1
OG0004584	XP_033327675.1	XP_016841310.1
OG0004585	XP_033322911.1	XP_001604462.2
OG0004586	XP_033325663.1	XP_003427086.1
OG0004587	XP_033327290.1	XP_001604870.1
OG0004589	XP_033328176.1, XP_033328177.1	XP_016843432.1, XP_001600627.1
OG0004590	XP_033334255.1	XP_001606554.1, XP_032454044.1
OG0004591	XP_033337727.1	XP_031783915.1
OG0004592	XP_033324579.1	XP_031784052.1
OG0004593	XP_033340274.1	XP_003425019.1
OG0004594	XP_033321420.1	XP_031785490.1
OG0004596	XP_033324975.1	XP_001606449.1
OG0004597	XP_033342433.1	XP_016840891.1
OG0004598	XP_033325164.1	XP_001604635.1
OG0004599	XP_033330347.1	XP_001606153.1
OG0004600	XP_033334376.1	XP_001606300.1
OG0004601	XP_033325711.1	XP_001606212.1
OG0004602	XP_033325746.1	XP_008214875.1
OG0004603	XP_033332005.1	XP_031784671.1
OG0004604	XP_033328273.1	XP_016845222.1
OG0004605	XP_033342301.1	XP_001606512.1
OG0004606	XP_033329625.1	XP_016837669.1
OG0004607	XP_033340633.1	XP_031778318.1, NP_001161279.1
OG0004608	XP_033326428.1	XP_001600495.1
OG0004609	XP_033342568.1	XP_001604831.2
OG0004610	XP_033332378.1	XP_008207083.2
OG0004611	XP_033333333.1	XP_001602732.1
OG0004612	XP_033335594.1	XP_001604036.1
OG0004613	XP_033330033.1	XP_032453086.1, XP_031779618.1
OG0004614	XP_033339055.1	XP_001605802.1
OG0004615	XP_033331842.1	XP_001604956.1
OG0004617	XP_033327494.1	XP_008201854.1
OG0004618	XP_033323065.1	XP_031788928.1, XP_032458069.1
OG0004619	XP_033339624.1	XP_001600793.1, XP_031786715.1
OG0004620	XP_033326055.1	XP_001600640.1
OG0004621	XP_033338082.1	XP_001603850.1
OG0004622	XP_033338296.1	XP_008210037.1
OG0004623	XP_033320792.1	XP_008217670.1
OG0004624	XP_033342935.1	XP_001607054.2
OG0004625	XP_033323628.1	XP_032454022.1
OG0004626	XP_033338204.1	XP_031781518.1
OG0004627	XP_033341073.1	XP_001604707.1
OG0004628	XP_033333769.1	XP_001605022.1
OG0004629	XP_033332066.1	XP_008211498.1
OG0004630	XP_033339606.1	XP_003428131.1
OG0004631	XP_033321029.1	XP_008205991.1
OG0004632	XP_033340617.1	XP_031789021.1, XP_001602235.1
OG0004633	XP_033328601.1	XP_001600308.4
OG0004634	XP_033334894.1	XP_016840959.1
OG0004635	XP_033340609.1	XP_008217825.1
OG0004636	XP_033324268.1	NP_001177674.1
OG0004637	XP_033322663.1	XP_031778753.1
OG0004638	XP_033327619.1	XP_031778918.1
OG0004639	XP_033327048.1	XP_001604267.2
OG0004640	XP_033333882.1	XP_031778714.1
OG0004643	XP_033332340.1	XP_031784655.1, XP_031784650.1
OG0004644	XP_033322320.1	XP_008210207.1
OG0004645	XP_033341510.1	XP_016841714.2
OG0004646	XP_033335300.1	NP_001153349.1, XP_008215027.1
OG0004647	XP_033322346.1	XP_008207245.1
OG0004648	XP_033340788.1	XP_001605957.1
OG0004649	XP_033327957.1	XP_008214839.1
OG0004650	XP_033325269.1	XP_001600471.1
OG0004651	XP_033339714.1	XP_008205900.1
OG0004653	XP_033329117.1	XP_016845506.1
OG0004654	XP_033342994.1, XP_033343006.1, XP_033342967.1	XP_001608291.1
OG0004655	XP_033342256.1	XP_016845921.1
OG0004656	XP_033325285.1	XP_031788283.1
OG0004657	XP_033324014.1	XP_008216177.1
OG0004659	XP_033330474.1	XP_003425313.2
OG0004660	XP_033340905.1, XP_033340898.1	XP_032451923.1, XP_001606818.1
OG0004661	XP_033328630.1	XP_001606637.2
OG0004662	XP_033321417.1	XP_003426460.1
OG0004663	XP_033339876.1, XP_033331018.1	XP_001608023.1
