Orthogroup	Osmia_bicornis	Megalopta_genalis
OG0004563	XP_029040031.1	XP_033325475.1
OG0004564	XP_029034499.1	XP_033325672.1
OG0004565	XP_029037251.1	XP_033339246.1
OG0004566	XP_029052068.1	XP_033340809.1
OG0004567	XP_029032166.1	XP_033331850.1
OG0004568	XP_029032661.1	XP_033328469.1
OG0004569	XP_029055383.1	XP_033340543.1
OG0004570	XP_029038842.1	XP_033322445.1
OG0004571	XP_029038870.1	XP_033321643.1
OG0004572	XP_029042364.1	XP_033338609.1
OG0004573	XP_029032338.1	XP_033331860.1
OG0004574	XP_029035223.1	XP_033331818.1, XP_033331817.1
OG0004575	XP_029055400.1	XP_033341054.1
OG0004576	XP_029041195.1	XP_033324467.1
OG0004577	XP_029041221.1, XP_029041222.1	XP_033324423.1
OG0004578	XP_029051842.1, XP_029051841.1	XP_033327477.1
OG0004579	XP_029032924.1	XP_033333476.1
OG0004580	XP_029032921.1	XP_033333529.1
OG0004581	XP_029032941.1	XP_033341717.1
OG0004582	XP_029038974.1	XP_033322508.1
OG0004583	XP_029045164.1, XP_029045163.1	XP_033338432.1
OG0004584	XP_029045175.1	XP_033338440.1
OG0004585	XP_029045151.1	XP_033338684.1
OG0004586	XP_029055577.1	XP_033329118.1
OG0004587	XP_029035250.1	XP_033321447.1
OG0004588	XP_029035224.1	XP_033328412.1
OG0004589	XP_029035248.1	XP_033328386.1
OG0004590	XP_029045264.1	XP_033339908.1
OG0004591	XP_029045220.1	XP_033326367.1
OG0004592	XP_029046579.1	XP_033342704.1
OG0004593	XP_029051344.1	XP_033334755.1
OG0004594	XP_029048425.1	XP_033335053.1
OG0004595	XP_029048365.1	XP_033334955.1, XP_033334956.1
OG0004596	XP_029050192.1	XP_033342814.1, XP_033342816.1
OG0004597	XP_029050157.1	XP_033342827.1
OG0004598	XP_029055514.1	XP_033326887.1
OG0004599	XP_029049509.1	XP_033341109.1
OG0004600	XP_029042541.1	XP_033322929.1
OG0004601	XP_029035745.1	XP_033341159.1
OG0004602	XP_029035760.1	XP_033341538.1
OG0004603	XP_029051610.1	XP_033330518.1
OG0004604	XP_029053332.1	XP_033339780.1
OG0004605	XP_029048011.1	XP_033329692.1, XP_033329693.1
OG0004607	XP_029040369.1	XP_033338903.1
OG0004608	XP_029035765.1	XP_033328946.1
OG0004610	XP_029033926.1	XP_033341370.1, XP_033341371.1
OG0004611	XP_029033905.1	XP_033328759.1, XP_033328760.1
OG0004612	XP_029051943.1	XP_033328530.1
OG0004614	XP_029040755.1	XP_033340020.1
OG0004615	XP_029040744.1	XP_033340123.1
OG0004616	XP_029035793.1	XP_033332598.1
OG0004617	XP_029037947.1	XP_033325275.1
OG0004618	XP_029035816.1	XP_033326159.1
OG0004619	XP_029039634.1, XP_029039267.1	XP_033328598.1
OG0004620	XP_029052791.1	XP_033322960.1
OG0004621	XP_029047669.1	XP_033325274.1
OG0004622	XP_029051002.1	XP_033341391.1
OG0004623	XP_029038259.1	XP_033322672.1
OG0004624	XP_029053510.1	XP_033322620.1
OG0004625	XP_029036297.1, XP_029036296.1	XP_033323913.1
OG0004626	XP_029039993.1	XP_033330476.1
OG0004627	XP_029050212.1	XP_033321965.1
OG0004628	XP_029039742.1	XP_033337662.1
OG0004629	XP_029041080.1	XP_033329983.1
OG0004630	XP_029049899.1	XP_033338999.1
OG0004631	XP_029042782.1	XP_033339536.1, XP_033339534.1
OG0004632	XP_029043387.1	XP_033337312.1
OG0004633	XP_029043381.1	XP_033337539.1, XP_033337674.1
OG0004634	XP_029038283.1	XP_033331563.1
OG0004635	XP_029042816.1	XP_033324321.1
OG0004636	XP_029042817.1	XP_033324329.1
OG0004637	XP_029040223.1	XP_033332420.1
OG0004638	XP_029040462.1	XP_033331694.1
OG0004639	XP_029039784.1	XP_033337851.1
OG0004640	XP_029032664.1	XP_033322989.1
OG0004641	XP_029048320.1	XP_033342141.1
OG0004642	XP_029032210.1	XP_033322990.1
OG0004643	XP_029032413.1	XP_033340472.1
OG0004644	XP_029054023.1	XP_033337917.1
OG0004645	XP_029052426.1	XP_033325534.1
OG0004646	XP_029039751.1	XP_033322813.1, XP_033323056.1
OG0004647	XP_029035840.1	XP_033336705.1
OG0004648	XP_029035849.1	XP_033336864.1
OG0004649	XP_029048464.1	XP_033333844.1
OG0004650	XP_029046235.1	XP_033321934.1
OG0004651	XP_029038114.1	XP_033328853.1, XP_033328854.1
OG0004653	XP_029043817.1, XP_029043816.1	XP_033332893.1
OG0004655	XP_029055715.1	XP_033324151.1
OG0004656	XP_029041443.1	XP_033332378.1
OG0004657	XP_029041583.1	XP_033341868.1
OG0004660	XP_029036295.1	XP_033337284.1
OG0004661	XP_029034292.1	XP_033334400.1
OG0004662	XP_029052251.1	XP_033330694.1
OG0004663	XP_029056541.1	XP_033327777.1
OG0004664	XP_029040684.1	XP_033321922.1
OG0004665	XP_029046283.1	XP_033321652.1
OG0004666	XP_029032917.1	XP_033327229.1
OG0004667	XP_029040699.1	XP_033323179.1
OG0004668	XP_029040597.1	XP_033339018.1
OG0004669	XP_029052702.1	XP_033339351.1
OG0004670	XP_029031884.1	XP_033332485.1, XP_033332555.1
OG0004671	XP_029037115.1	XP_033331229.1
OG0004672	XP_029037114.1	XP_033321803.1
OG0004673	XP_029032702.1	XP_033333830.1
OG0004675	XP_029038060.1	XP_033341133.1
OG0004676	XP_029034504.1, XP_029034502.1	XP_033326427.1
OG0004677	XP_029046218.1	XP_033336887.1
OG0004678	XP_029035161.1, XP_029035171.1	XP_033327157.1
OG0004679	XP_029032213.1, XP_029032221.1	XP_033326962.1
OG0004680	XP_029033915.1	XP_033326224.1
OG0004681	XP_029047371.1	XP_033337074.1, XP_033337067.1
OG0004682	XP_029044361.1	XP_033326396.1
OG0004683	XP_029035867.1	XP_033338082.1
OG0004684	XP_029033977.1	XP_033341118.1
OG0004685	XP_029046450.1	XP_033334066.1
OG0004686	XP_029042277.1	XP_033338830.1
OG0004687	XP_029048251.1	XP_033338992.1
OG0004688	XP_029036560.1	XP_033339152.1
OG0004689	XP_029038871.1	XP_033321598.1
OG0004690	XP_029052518.1	XP_033339107.1
OG0004691	XP_029036527.1	XP_033324344.1
OG0004692	XP_029045221.1	XP_033338765.1
OG0004693	XP_029055820.1	XP_033324550.1
OG0004694	XP_029043144.1, XP_029043243.1	XP_033329119.1
OG0004695	XP_029051074.1	XP_033343123.1
OG0004696	XP_029051525.1	XP_033322686.1
OG0004697	XP_029048096.1	XP_033329081.1
OG0004698	XP_029044682.1	XP_033329722.1
OG0004699	XP_029043143.1	XP_033333509.1
OG0004700	XP_029055460.1	XP_033326928.1
OG0004701	XP_029050436.1	XP_033322840.1
OG0004702	XP_029050743.1	XP_033322673.1
OG0004703	XP_029055330.1	XP_033331869.1
OG0004705	XP_029053101.1	XP_033340898.1, XP_033340905.1
OG0004706	XP_029055639.1, XP_029055640.1	XP_033331951.1
OG0004707	XP_029038199.1	XP_033333024.1, XP_033333022.1
OG0004708	XP_029032985.1	XP_033342794.1
OG0004709	XP_029038221.1, XP_029038222.1	XP_033333049.1
OG0004710	XP_029039209.1	XP_033324007.1
OG0004711	XP_029047156.1	XP_033337596.1
OG0004712	XP_029046822.1	XP_033332606.1
OG0004713	XP_029046405.1	XP_033329667.1
OG0004714	XP_029044239.1	XP_033325418.1
OG0004715	XP_029053178.1	XP_033332848.1
OG0004716	XP_029052332.1	XP_033337403.1
OG0004717	XP_029046349.1	XP_033329471.1
OG0004718	XP_029037786.1	XP_033323893.1
OG0004719	XP_029051259.1	XP_033327413.1
OG0004720	XP_029047148.1	XP_033327466.1
OG0004721	XP_029038696.1	XP_033321227.1
OG0004722	XP_029038729.1	XP_033321315.1
OG0004723	XP_029041491.1	XP_033323350.1
OG0004724	XP_029037132.1	XP_033339217.1
OG0004725	XP_029038575.1	XP_033337829.1
OG0004726	XP_029052623.1	XP_033327938.1
OG0004727	XP_029047992.1	XP_033331769.1
OG0004728	XP_029051707.1	XP_033328973.1
OG0004729	XP_029037901.1	XP_033339260.1, XP_033339259.1
OG0004730	XP_029041477.1	XP_033333770.1
OG0004731	XP_029034486.1	XP_033326031.1
OG0004732	XP_029033697.1, XP_029033503.1	XP_033325948.1
OG0004733	XP_029039594.1	XP_033325712.1
OG0004735	XP_029047699.1	XP_033320938.1, XP_033320933.1
OG0004736	XP_029040728.1	XP_033340049.1
OG0004737	XP_029039604.1	XP_033330550.1
OG0004738	XP_029045550.1	XP_033325517.1
OG0004739	XP_029047686.1	XP_033325658.1, XP_033325660.1, XP_033325659.1
OG0004740	XP_029041211.1	XP_033324417.1
OG0004741	XP_029039915.1	XP_033340972.1
OG0004742	XP_029047512.1	XP_033331745.1
OG0004743	XP_029044175.1	XP_033342286.1
OG0004744	XP_029035380.1	XP_033334932.1
OG0004745	XP_029042635.1	XP_033342405.1
OG0004746	XP_029049663.1	XP_033342902.1
OG0004747	XP_029049671.1	XP_033342914.1, XP_033342915.1
OG0004749	XP_029038351.1	XP_033334683.1
OG0004750	XP_029044911.1	XP_033342896.1
OG0004751	XP_029044895.1, XP_029044894.1	XP_033334434.1
OG0004752	XP_029035498.1	XP_033334926.1
OG0004753	XP_029049420.1	XP_033338409.1
OG0004754	XP_029040300.1	XP_033338650.1
OG0004755	XP_029056147.1, XP_029056193.1	XP_033325198.1
OG0004756	XP_029056256.1, XP_029056297.1	XP_033325070.1
OG0004757	XP_029034853.1	XP_033322399.1
OG0004758	XP_029040344.1, XP_029040345.1	XP_033335264.1
OG0004759	XP_029049323.1	XP_033333819.1
OG0004760	XP_029032236.1, XP_029032234.1	XP_033340274.1
OG0004761	XP_029044972.1	XP_033330120.1
OG0004762	XP_029049269.1	XP_033332040.1
OG0004763	XP_029044496.1	XP_033330191.1
OG0004764	XP_029036113.1	XP_033332032.1
OG0004765	XP_029050115.1	XP_033339078.1
OG0004766	XP_029052393.1	XP_033339379.1
OG0004767	XP_029037906.1	XP_033340197.1, XP_033340145.1
OG0004768	XP_029046869.1	XP_033324024.1
OG0004769	XP_029050653.1	XP_033336211.1, XP_033336212.1
OG0004770	XP_029039414.1	XP_033335763.1, XP_033335760.1
OG0004771	XP_029041930.1	XP_033330818.1
OG0004772	XP_029041795.1	XP_033335681.1
OG0004773	XP_029037566.1	XP_033336730.1
OG0004774	XP_029043304.1, XP_029043305.1	XP_033336368.1
OG0004775	XP_029039141.1	XP_033336560.1
OG0004776	XP_029037904.1, XP_029037905.1	XP_033340092.1
OG0004777	XP_029047721.1	XP_033340298.1
OG0004778	XP_029040896.1	XP_033341598.1
OG0004779	XP_029036702.1	XP_033327698.1, XP_033327700.1
OG0004780	XP_029052777.1	XP_033342796.1
OG0004781	XP_029036714.1	XP_033331032.1
OG0004782	XP_029036722.1	XP_033331038.1, XP_033331037.1
OG0004783	XP_029036803.1	XP_033324918.1
OG0004784	XP_029034685.1	XP_033324973.1
OG0004785	XP_029056378.1, XP_029056377.1	XP_033330752.1
OG0004786	XP_029050950.1	XP_033338624.1
OG0004787	XP_029042473.1	XP_033338697.1
OG0004788	XP_029043046.1	XP_033324462.1
OG0004789	XP_029043278.1	XP_033330047.1, XP_033330048.1
OG0004790	XP_029035296.1	XP_033340680.1
OG0004791	XP_029051595.1	XP_033340292.1
OG0004792	XP_029051602.1	XP_033340296.1
OG0004793	XP_029050262.1, XP_029050263.1	XP_033328970.1
OG0004794	XP_029037493.1	XP_033336510.1
OG0004795	XP_029054031.1	XP_033328312.1, XP_033328447.1
OG0004796	XP_029040675.1	XP_033331816.1, XP_033339837.1
OG0004797	XP_029047454.1	XP_033330184.1
OG0004798	XP_029046044.1	XP_033341850.1, XP_033342108.1
OG0004799	XP_029055591.1	XP_033329192.1
OG0004800	XP_029052345.1	XP_033340779.1
OG0004801	XP_029042518.1	XP_033328776.1
OG0004802	XP_029037307.1	XP_033342005.1
OG0004803	XP_029046172.1	XP_033321776.1
OG0004804	XP_029056560.1	XP_033341934.1
OG0004805	XP_029036208.1	XP_033323604.1
OG0004807	XP_029054832.1	XP_033334213.1
OG0004809	XP_029043228.1	XP_033341966.1
OG0004810	XP_029034211.1	XP_033341860.1
OG0004811	XP_029034273.1	XP_033339405.1, XP_033339404.1
OG0004812	XP_029056594.1	XP_033330616.1
OG0004813	XP_029043236.1, XP_029043238.1	XP_033341959.1
OG0004814	XP_029056618.1	XP_033334255.1
OG0004815	XP_029055970.1	XP_033321531.1, XP_033321530.1
OG0004816	XP_029037794.1	XP_033334240.1
OG0004817	XP_029037797.1	XP_033334243.1
OG0004818	XP_029034288.1	XP_033330644.1
OG0004819	XP_029034295.1	XP_033334184.1
OG0004822	XP_029053817.1	XP_033330832.1
OG0004823	XP_029056652.1, XP_029056651.1, XP_029056653.1	XP_033334116.1
OG0004824	XP_029047602.1	XP_033321897.1, XP_033321895.1
OG0004825	XP_029033749.1	XP_033321624.1
OG0004826	XP_029037940.1	XP_033325276.1
OG0004827	XP_029037252.1	XP_033322036.1
OG0004828	XP_029039619.1	XP_033330433.1, XP_033330432.1
OG0004829	XP_029053216.1	XP_033329857.1
OG0004830	XP_029032893.1	XP_033327722.1, XP_033327666.1
OG0004831	XP_029040663.1	XP_033321804.1, XP_033321823.1
OG0004832	XP_029037117.1	XP_033329837.1
OG0004833	XP_029032000.1	XP_033326918.1
OG0004834	XP_029049880.1	XP_033338996.1, XP_033339019.1
OG0004835	XP_029049886.1	XP_033326340.1
OG0004836	XP_029049866.1	XP_033339026.1, XP_033339027.1
OG0004838	XP_029040678.1	XP_033321813.1
OG0004839	XP_029049556.1	XP_033321694.1
OG0004840	XP_029040585.1, XP_029040584.1	XP_033323110.1
OG0004841	XP_029050215.1	XP_033326468.1, XP_033326651.1
OG0004842	XP_029037023.1	XP_033342194.1
OG0004843	XP_029052707.1	XP_033331232.1, XP_033331212.1
OG0004844	XP_029034471.1	XP_033338043.1
OG0004845	XP_029045591.1	XP_033337065.1
OG0004846	XP_029032158.1	XP_033326942.1, XP_033326949.1
OG0004847	XP_029039341.1	XP_033323731.1, XP_033339859.1
OG0004849	XP_029035520.1	XP_033336979.1
OG0004850	XP_029045980.1	XP_033332084.1
OG0004852	XP_029042907.1	XP_033324274.1
OG0004853	XP_029042888.1	XP_033337090.1, XP_033336906.1
OG0004854	XP_029053275.1	XP_033333919.1
OG0004855	XP_029035883.1	XP_033327122.1
OG0004856	XP_029033767.1	XP_033333798.1, XP_033320774.1
OG0004857	XP_029033678.1	XP_033333793.1
OG0004858	XP_029042939.1, XP_029042942.1	XP_033338054.1
OG0004859	XP_029053312.1	XP_033336779.1
OG0004860	XP_029035575.1	XP_033325618.1
OG0004861	XP_029046684.1, XP_029046681.1	XP_033332360.1
OG0004862	XP_029038019.1	XP_033341285.1
OG0004863	XP_029036485.1	XP_033321260.1
OG0004864	XP_029036539.1	XP_033339209.1
OG0004865	XP_029048742.1	XP_033328227.1
OG0004866	XP_029042315.1	XP_033338604.1
OG0004867	XP_029036645.1	XP_033325991.1
OG0004868	XP_029042132.1, XP_029042128.1	XP_033337215.1
OG0004869	XP_029042127.1	XP_033337222.1, XP_033337221.1
OG0004870	XP_029043823.1	XP_033332914.1, XP_033322575.1
OG0004871	XP_029045223.1, XP_029045222.1	XP_033338762.1
OG0004872	XP_029043813.1	XP_033324325.1, XP_033324324.1, XP_033324322.1, XP_033324323.1, XP_033324326.1
OG0004873	XP_029045505.1	XP_033338976.1
OG0004874	XP_029050879.1, XP_029050877.1	XP_033341386.1
OG0004876	XP_029045469.1	XP_033324371.1
OG0004877	XP_029036459.1	XP_033327952.1
OG0004878	XP_029045731.1	XP_033324225.1
OG0004879	XP_029053144.1	XP_033322504.1, XP_033326457.1
OG0004880	XP_029055834.1	XP_033336054.1
OG0004881	XP_029036515.1, XP_029036514.1	XP_033324112.1
OG0004882	XP_029036491.1	XP_033325623.1, XP_033325622.1
OG0004883	XP_029048204.1	XP_033324130.1
OG0004884	XP_029048662.1	XP_033324229.1
OG0004885	XP_029055783.1	XP_033323843.1
OG0004886	XP_029055744.1	XP_033322456.1
OG0004887	XP_029036588.1	XP_033328192.1, XP_033328193.1
OG0004888	XP_029036572.1, XP_029036573.1	XP_033339269.1
OG0004889	XP_029043847.1	XP_033337164.1
OG0004890	XP_029036593.1	XP_033331150.1
OG0004891	XP_029053341.1	XP_033333503.1
OG0004892	XP_029049618.1, XP_029051961.1	XP_033322809.1
OG0004893	XP_029043159.1	XP_033325539.1
OG0004894	XP_029045438.1, XP_029045387.1	XP_033326908.1
OG0004895	XP_029055520.1	XP_033326896.1
OG0004896	XP_029043140.1	XP_033330457.1
OG0004897	XP_029043834.1, XP_029043860.1	XP_033323723.1
OG0004899	XP_029052500.1, XP_029050166.1	XP_033327729.1
OG0004900	XP_029050239.1	XP_033322693.1
OG0004901	XP_029055672.1, XP_029056547.1	XP_033321076.1
OG0004902	XP_029040169.1	XP_033333685.1
OG0004903	XP_029043301.1, XP_029043883.1	XP_033323712.1
OG0004904	XP_029038040.1	XP_033328650.1
OG0004905	XP_029042390.1	XP_033331698.1
OG0004906	XP_029032494.1	XP_033331859.1
OG0004907	XP_029038695.1	XP_033329694.1
OG0004908	XP_029056319.1, XP_029056334.1	XP_033333317.1
OG0004909	XP_029050151.1	XP_033342104.1, XP_033325143.1
OG0004910	XP_029053835.1, XP_029053346.1	XP_033322669.1
OG0004911	XP_029040692.1	XP_033333659.1, XP_033333651.1
OG0004912	XP_029055554.1	XP_033322790.1
OG0004913	XP_029056382.1, XP_029056275.1	XP_033322793.1
OG0004914	XP_029052473.1	XP_033323793.1
OG0004915	XP_029043527.1, XP_029044243.1	XP_033331048.1
OG0004916	XP_029053233.1, XP_029053288.1	XP_033329091.1
OG0004917	XP_029049399.1	XP_033342215.1
OG0004918	XP_029035076.1	XP_033335062.1
OG0004919	XP_029047331.1	XP_033332694.1
OG0004920	XP_029035142.1	XP_033324490.1
OG0004921	XP_029038176.1	XP_033332957.1
OG0004922	XP_029039930.1, XP_029039939.1	XP_033328729.1
OG0004923	XP_029055319.1	XP_033331918.1, XP_033331919.1
OG0004924	XP_029035119.1	XP_033334794.1
OG0004925	XP_029040975.1	XP_033332842.1
OG0004926	XP_029038268.1	XP_033325285.1
OG0004929	XP_029046902.1	XP_033332795.1, XP_033332656.1
OG0004930	XP_029047248.1	XP_033333021.1
OG0004931	XP_029047098.1	XP_033337754.1
OG0004932	XP_029051831.1	XP_033327469.1
OG0004933	XP_029040391.1	XP_033338878.1, XP_033327709.1
OG0004934	XP_029040968.1	XP_033329537.1, XP_033329313.1
OG0004935	XP_029033285.1	XP_033327479.1
OG0004936	XP_029052109.1	XP_033322959.1
OG0004937	XP_029034937.1	XP_033339940.1, XP_033337561.1
OG0004938	XP_029034977.1	XP_033337740.1
OG0004939	XP_029045299.1	XP_033332796.1
OG0004940	XP_029044693.1	XP_033331703.1
OG0004941	XP_029043754.1	XP_033329592.1, XP_033329593.1
OG0004942	XP_029050762.1	XP_033337468.1, XP_033337466.1
OG0004943	XP_029051234.1	XP_033337863.1
OG0004944	XP_029047023.1	XP_033322344.1
OG0004945	XP_029051047.1	XP_033339160.1
OG0004946	XP_029038502.1	XP_033323872.1
OG0004947	XP_029038475.1	XP_033323946.1
OG0004948	XP_029053195.1	XP_033328609.1
OG0004949	XP_029046309.1	XP_033329350.1, XP_033329349.1
OG0004950	XP_029053190.1	XP_033328614.1, XP_033339819.1
OG0004951	XP_029039216.1	XP_033322319.1
OG0004952	XP_029043709.1	XP_033329286.1
OG0004953	XP_029047025.1	XP_033329578.1
OG0004954	XP_029044217.1	XP_033332562.1
OG0004955	XP_029039201.1	XP_033323998.1
OG0004956	XP_029052967.1	XP_033337795.1
OG0004957	XP_029046351.1	XP_033329474.1
OG0004958	XP_029053147.1	XP_033329599.1
OG0004959	XP_029050307.1	XP_033336576.1
OG0004960	XP_029044258.1	XP_033327262.1
OG0004961	XP_029051776.1	XP_033339311.1
OG0004962	XP_029044278.1	XP_033330355.1, XP_033330354.1
OG0004963	XP_029046798.1, XP_029046799.1	XP_033321825.1
OG0004964	XP_029046763.1	XP_033321706.1
OG0004965	XP_029051062.1	XP_033329412.1
OG0004966	XP_029037795.1, XP_029037807.1	XP_033339176.1
OG0004967	XP_029044780.1	XP_033333448.1
OG0004968	XP_029044821.1	XP_033333427.1
OG0004969	XP_029033375.1, XP_029033372.1	XP_033327435.1
OG0004970	XP_029033376.1	XP_033327448.1, XP_033327449.1
OG0004971	XP_029047929.1	XP_033323795.1
OG0004972	XP_029047771.1, XP_029047770.1, XP_029047769.1	XP_033339113.1
OG0004973	XP_029052975.1	XP_033329961.1
OG0004974	XP_029051563.1	XP_033329980.1, XP_033329979.1
OG0004975	XP_029037144.1	XP_033339161.1
OG0004976	XP_029041498.1	XP_033320856.1
OG0004977	XP_029047916.1	XP_033332801.1, XP_033332802.1, XP_033332800.1
OG0004978	XP_029038911.1	XP_033339206.1
OG0004979	XP_029044826.1	XP_033334308.1
OG0004980	XP_029050160.1	XP_033330503.1
OG0004981	XP_029050947.1	XP_033341103.1
OG0004982	XP_029050582.1	XP_033334082.1
OG0004983	XP_029042798.1	XP_033324073.1
OG0004984	XP_029041493.1	XP_033333769.1
OG0004985	XP_029056498.1	XP_033323062.1
OG0004986	XP_029047805.1	XP_033332709.1
OG0004987	XP_029054107.1, XP_029054192.1	XP_033324161.1
OG0004988	XP_029037508.1	XP_033332699.1
OG0004989	XP_029044558.1, XP_029044556.1	XP_033321001.1
OG0004990	XP_029050541.1	XP_033340758.1
OG0004991	XP_029051077.1	XP_033340915.1
OG0004992	XP_029040442.1, XP_029040441.1	XP_033340875.1
OG0004993	XP_029050542.1	XP_033340583.1, XP_033340591.1
OG0004994	XP_029045555.1	XP_033325521.1
OG0004995	XP_029039686.1	XP_033331500.1
OG0004996	XP_029040439.1	XP_033340874.1
OG0004997	XP_029052422.1	XP_033339561.1
OG0004998	XP_029039735.1, XP_029039736.1	XP_033325788.1
OG0004999	XP_029053557.1	XP_033326045.1
OG0005000	XP_029039867.1	XP_033330524.1
OG0005001	XP_029046114.1	XP_033321944.1
OG0005002	XP_029050526.1, XP_029050527.1	XP_033340594.1, XP_033340593.1
OG0005003	XP_029045558.1	XP_033325532.1, XP_033325531.1
OG0005004	XP_029033521.1	XP_033325693.1
OG0005005	XP_029033695.1, XP_029033692.1	XP_033325434.1
OG0005006	XP_029051123.1	XP_033325594.1
OG0005007	XP_029048989.1	XP_033340931.1
OG0005008	XP_029045577.1	XP_033325361.1
OG0005009	XP_029041531.1, XP_029041811.1	XP_033325599.1
OG0005010	XP_029054102.1, XP_029049799.1	XP_033343033.1
OG0005011	XP_029054205.1	XP_033337529.1
OG0005013	XP_029035484.1	XP_033342990.1
OG0005014	XP_029038563.1	XP_033322480.1
OG0005015	XP_029042222.1	XP_033337551.1
OG0005016	XP_029050193.1	XP_033342991.1, XP_033342817.1
OG0005018	XP_029032402.1	XP_033330919.1
OG0005019	XP_029032180.1	XP_033330010.1
OG0005020	XP_029048870.1	XP_033343011.1
OG0005022	XP_029052861.1	XP_033334596.1
OG0005023	XP_029054210.1	XP_033337528.1
OG0005024	XP_029053746.1	XP_033327235.1, XP_033327236.1
OG0005025	XP_029050129.1	XP_033329951.1
OG0005026	XP_029041163.1	XP_033334097.1
OG0005027	XP_029037459.1	XP_033334635.1, XP_033334636.1
OG0005028	XP_029048850.1	XP_033343019.1
OG0005029	XP_029037467.1	XP_033334909.1, XP_033334910.1
OG0005030	XP_029040956.1	XP_033335228.1
OG0005031	XP_029040222.1	XP_033330081.1
OG0005032	XP_029056353.1	XP_033339447.1
OG0005033	XP_029050032.1	XP_033326786.1
OG0005034	XP_029056114.1, XP_029056112.1	XP_033326336.1
OG0005035	XP_029056095.1, XP_029056099.1	XP_033325078.1
OG0005036	XP_029056316.1	XP_033331351.1
OG0005037	XP_029048865.1	XP_033335461.1, XP_033335460.1
OG0005038	XP_029040347.1	XP_033330082.1, XP_033330084.1
OG0005039	XP_029034852.1	XP_033322261.1
OG0005040	XP_029049259.1	XP_033335410.1
OG0005041	XP_029052985.1	XP_033335346.1
OG0005042	XP_029052353.1	XP_033339323.1
OG0005043	XP_029053482.1	XP_033325206.1, XP_033325205.1
OG0005044	XP_029044953.1, XP_029044954.1	XP_033330125.1
OG0005045	XP_029049208.1, XP_029049209.1	XP_033334014.1
OG0005046	XP_029049204.1	XP_033333710.1
OG0005047	XP_029045336.1	XP_033336501.1, XP_033336495.1
OG0005048	XP_029048781.1	XP_033328608.1
OG0005049	XP_029045431.1	XP_033330811.1
OG0005050	XP_029050626.1	XP_033335802.1
OG0005051	XP_029041858.1	XP_033335930.1
OG0005053	XP_029039146.1	XP_033336669.1
OG0005054	XP_029039072.1	XP_033336294.1
OG0005055	XP_029043343.1, XP_029043344.1	XP_033336597.1
OG0005056	XP_029032757.1	XP_033323953.1, XP_033323952.1
OG0005057	XP_029045406.1	XP_033335903.1
OG0005058	XP_029045871.1	XP_033341678.1
OG0005059	XP_029053301.1	XP_033341510.1
OG0005060	XP_029044385.1	XP_033324802.1
OG0005061	XP_029036825.1	XP_033324612.1, XP_033324613.1
OG0005062	XP_029041052.1	XP_033329947.1
OG0005063	XP_029039515.1	XP_033331022.1
OG0005064	XP_029039524.1	XP_033339876.1, XP_033331018.1
OG0005065	XP_029036734.1	XP_033324662.1
OG0005066	XP_029045986.1	XP_033341609.1
OG0005067	XP_029056470.1	XP_033324930.1
OG0005068	XP_029045970.1, XP_029045971.1	XP_033322203.1
OG0005069	XP_029036746.1	XP_033341728.1
OG0005070	XP_029045887.1	XP_033324684.1
OG0005071	XP_029034796.1	XP_033322226.1
OG0005072	XP_029034753.1	XP_033322239.1
OG0005073	XP_029045913.1	XP_033320957.1, XP_033320973.1
OG0005074	XP_029035352.1, XP_029035342.1, XP_029035333.1	XP_033329191.1
OG0005075	XP_029056443.1	XP_033341588.1
OG0005076	XP_029040911.1, XP_029040913.1	XP_033341334.1
OG0005078	XP_029045927.1	XP_033324888.1, XP_033324649.1
OG0005079	XP_029034818.1	XP_033322295.1
OG0005080	XP_029042342.1	XP_033338390.1
OG0005081	XP_029048947.1	XP_033325137.1
OG0005082	XP_029042384.1	XP_033338504.1
OG0005083	XP_029042360.1	XP_033338598.1
OG0005084	XP_029038987.1	XP_033324543.1
OG0005085	XP_029046644.1	XP_033321532.1
OG0005086	XP_029043296.1	XP_033331332.1
OG0005087	XP_029050727.1	XP_033338412.1
OG0005088	XP_029050995.1	XP_033338835.1
OG0005089	XP_029053003.1	XP_033338812.1
OG0005090	XP_029032720.1	XP_033336069.1
OG0005091	XP_029053587.1	XP_033333972.1
OG0005092	XP_029048401.1	XP_033326800.1
OG0005093	XP_029046888.1	XP_033340306.1
OG0005094	XP_029032218.1	XP_033332157.1
OG0005095	XP_029035196.1	XP_033337835.1
OG0005096	XP_029047007.1	XP_033338190.1
OG0005097	XP_029040776.1	XP_033322974.1
OG0005098	XP_029040794.1	XP_033322903.1
OG0005099	XP_029051723.1	XP_033323071.1
OG0005100	XP_029056425.1	XP_033323055.1
OG0005102	XP_029035836.1	XP_033332308.1
OG0005103	XP_029049525.1	XP_033341106.1
OG0005104	XP_029047449.1	XP_033330730.1, XP_033330722.1
OG0005105	XP_029040079.1	XP_033340786.1, XP_033340785.1
OG0005106	XP_029040801.1	XP_033326175.1
OG0005107	XP_029042639.1, XP_029042640.1	XP_033339538.1
OG0005108	XP_029044471.1	XP_033322975.1
OG0005109	XP_029048797.1	XP_033328813.1
OG0005110	XP_029031913.1	XP_033323619.1, XP_033323620.1
OG0005111	XP_029056597.1	XP_033334193.1
OG0005113	XP_029036183.1	XP_033339925.1, XP_033323682.1
OG0005114	XP_029056650.1	XP_033331971.1
OG0005115	XP_029043203.1	XP_033341858.1
