Orthogroup	Osmia_bicornis	Dufourea_novaeangliae
OG0004005	XP_029037210.1	XP_015429783.1
OG0004006	XP_029047849.1	XP_015436344.1
OG0004007	XP_029051076.1	XP_015429582.1
OG0004008	XP_029048847.1	XP_015440510.1
OG0004009	XP_029049869.1	XP_015428495.1
OG0004010	XP_029040623.1	XP_015430880.1
OG0004011	XP_029044837.1	XP_015436370.1, XP_015436371.1
OG0004012	XP_029036758.1	XP_015437891.1
OG0004013	XP_029052005.1	XP_015435437.1
OG0004014	XP_029040819.1	XP_015429240.1
OG0004015	XP_029049157.1	XP_015436557.1, XP_015436558.1
OG0004016	XP_029040258.1	XP_015432734.1
OG0004017	XP_029049939.1	XP_015432337.1
OG0004018	XP_029053844.1	XP_015440371.1
OG0004019	XP_029046932.1	XP_015434465.1
OG0004020	XP_029051944.1	XP_015433073.1
OG0004022	XP_029037325.1	XP_015435196.1
OG0004023	XP_029050288.1	XP_015434540.1
OG0004024	XP_029033300.1	XP_015429401.1
OG0004025	XP_029048718.1	XP_015440169.1
OG0004026	XP_029050532.1	XP_015438579.1
OG0004027	XP_029034147.1, XP_029034146.1	XP_015434970.1
OG0004028	XP_029048301.1	XP_015429102.1
OG0004029	XP_029034769.1	XP_015434931.1
OG0004030	XP_029035902.1	XP_015428755.1
OG0004031	XP_029037892.1	XP_015435278.1
OG0004032	XP_029034061.1	XP_015432998.1
OG0004033	XP_029045162.1	XP_015432664.1
OG0004034	XP_029036045.1	XP_015437074.1
OG0004035	XP_029050642.1	XP_015439267.1
OG0004036	XP_029040725.1	XP_015435270.1
OG0004037	XP_029041351.1	XP_015436376.1
OG0004038	XP_029034277.1	XP_015429451.1
OG0004039	XP_029039475.1	XP_015439405.1
OG0004040	XP_029032655.1	XP_015434547.1
OG0004041	XP_029051592.1	XP_015434406.1
OG0004042	XP_029042705.1	XP_015440432.1
OG0004043	XP_029038094.1	XP_015435416.1
OG0004044	XP_029056380.1	XP_015439352.1
OG0004045	XP_029044973.1	XP_015438026.1
OG0004046	XP_029037963.1	XP_015430448.1
OG0004047	XP_029040483.1	XP_015438414.1
OG0004048	XP_029044337.1	XP_015436952.1
OG0004049	XP_029054882.1	XP_015438073.1
OG0004050	XP_029056125.1, XP_029056094.1	XP_015438655.1
OG0004051	XP_029050055.1	XP_015432498.1
OG0004052	XP_029042881.1	XP_015439819.1
OG0004053	XP_029045199.1	XP_015430321.1
OG0004054	XP_029043747.1	XP_015429299.1
OG0004055	XP_029043446.1	XP_015434148.1
OG0004056	XP_029042338.1	XP_015430337.1
OG0004057	XP_029055463.1	XP_015437614.1, XP_015428551.1
OG0004058	XP_029033194.1	XP_015432236.1
OG0004059	XP_029036164.1	XP_015432365.1
OG0004060	XP_029039591.1	XP_015438536.1
OG0004061	XP_029039274.1	XP_015440421.1
OG0004062	XP_029051986.1, XP_029051983.1	XP_015435401.1
OG0004063	XP_029036172.1	XP_015432381.1
OG0004064	XP_029038547.1	XP_015438328.1
OG0004065	XP_029045758.1	XP_015439951.1
OG0004066	XP_029048053.1	XP_015438598.1
OG0004067	XP_029041260.1	XP_015435972.1
OG0004068	XP_029037706.1	XP_015433757.1
OG0004069	XP_029045888.1	XP_015439414.1
OG0004070	XP_029042492.1	XP_015433016.1
OG0004071	XP_029036642.1	XP_015440147.1
OG0004072	XP_029040360.1, XP_029040359.1	XP_015438612.1
OG0004074	XP_029056434.1	XP_015436320.1
OG0004075	XP_029051714.1	XP_015435461.1
OG0004076	XP_029042810.1, XP_029042809.1	XP_015439783.1
OG0004077	XP_029049122.1	XP_015440266.1
OG0004078	XP_029033874.1	XP_015434331.1
OG0004080	XP_029042553.1	XP_015432880.1
OG0004081	XP_029035290.1	XP_015428780.1
OG0004082	XP_029049490.1	XP_015432940.1
OG0004083	XP_029046203.1	XP_015430645.1
OG0004084	XP_029051160.1	XP_015429281.1
OG0004085	XP_029039156.1	XP_015439074.1
OG0004086	XP_029049464.1	XP_015432996.1
OG0004087	XP_029050534.1	XP_015438388.1
OG0004088	XP_029034767.1	XP_015437933.1
OG0004089	XP_029049172.1	XP_015437314.1
OG0004090	XP_029035695.1	XP_015437611.1
OG0004091	XP_029046754.1	XP_015430567.1
OG0004092	XP_029052847.1	XP_015435779.1
OG0004093	XP_029035394.1	XP_015436579.1
OG0004094	XP_029042812.1, XP_029042811.1	XP_015434399.1
OG0004095	XP_029041768.1	XP_015434667.1
OG0004096	XP_029042548.1	XP_015435259.1
OG0004097	XP_029042906.1	XP_015436947.1
OG0004099	XP_029055213.1	XP_015429933.1
OG0004100	XP_029048261.1	XP_015433423.1, XP_015433422.1
OG0004101	XP_029055802.1, XP_029055803.1	XP_015440138.1
OG0004102	XP_029048066.1	XP_015432052.1
OG0004103	XP_029048918.1	XP_015435519.1, XP_015435520.1
OG0004104	XP_029052742.1, XP_029052741.1	XP_015439171.1
OG0004105	XP_029043230.1	XP_015438723.1
OG0004106	XP_029033784.1	XP_015431475.1
OG0004107	XP_029043024.1, XP_029042715.1	XP_015437183.1
OG0004108	XP_029034363.1	XP_015433979.1
OG0004109	XP_029037094.1	XP_015431527.1
OG0004110	XP_029055553.1	XP_015438228.1
OG0004111	XP_029032743.1, XP_029034274.1	XP_015435649.1
OG0004112	XP_029039040.1	XP_015439181.1
OG0004113	XP_029035061.1	XP_015433477.1
OG0004114	XP_029036784.1	XP_015432438.1
OG0004115	XP_029044480.1, XP_029044359.1	XP_015436707.1
OG0004116	XP_029045938.1	XP_015439395.1
OG0004117	XP_029056585.1	XP_015432019.1
OG0004118	XP_029035900.1	XP_015430660.1
OG0004119	XP_029050011.1	XP_015433208.1
OG0004120	XP_029047408.1	XP_015429821.1
OG0004121	XP_029032416.1	XP_015431621.1
OG0004122	XP_029038826.1	XP_015435735.1
OG0004123	XP_029049562.1	XP_015432252.1
OG0004124	XP_029040893.1	XP_015432482.1
OG0004125	XP_029045688.1	XP_015428890.1
OG0004126	XP_029039188.1	XP_015440474.1
OG0004127	XP_029048293.1	XP_015432163.1
OG0004128	XP_029038618.1	XP_015434377.1
OG0004129	XP_029041161.1	XP_015437535.1
OG0004130	XP_029033317.1	XP_015429400.1
OG0004131	XP_029038615.1	XP_015432615.1
OG0004132	XP_029033836.1	XP_015434329.1
OG0004133	XP_029052692.1	XP_015434332.1
OG0004134	XP_029035383.1, XP_029035382.1	XP_015435549.1
OG0004135	XP_029036589.1	XP_015432113.1
OG0004136	XP_029039503.1, XP_029037232.1	XP_015436730.1
OG0004137	XP_029055408.1	XP_015438215.1
OG0004138	XP_029049291.1	XP_015433193.1
OG0004139	XP_029036234.1	XP_015431863.1
OG0004140	XP_029053221.1	XP_015434333.1
OG0004141	XP_029055958.1	XP_015428560.1
OG0004142	XP_029052340.1	XP_015430944.1
OG0004143	XP_029044688.1	XP_015433557.1
OG0004144	XP_029051226.1	XP_015430908.1
OG0004145	XP_029050984.1	XP_015430395.1
OG0004146	XP_029046757.1	XP_015433520.1
OG0004147	XP_029049283.1	XP_015434808.1
OG0004148	XP_029043037.1	XP_015434732.1
OG0004149	XP_029040501.1	XP_015438371.1
OG0004150	XP_029053067.1	XP_015439934.1
OG0004151	XP_029050970.1	XP_015430253.1
OG0004152	XP_029053040.1	XP_015440124.1
OG0004153	XP_029043684.1	XP_015435719.1
OG0004154	XP_029044413.1	XP_015439390.1
OG0004155	XP_029039282.1	XP_015439521.1
OG0004156	XP_029051323.1	XP_015438853.1
OG0004157	XP_029049036.1	XP_015438395.1
OG0004158	XP_029039143.1	XP_015436222.1
OG0004159	XP_029044198.1	XP_015430989.1
OG0004160	XP_029045678.1	XP_015438562.1
OG0004161	XP_029049962.1	XP_015432325.1
OG0004162	XP_029032591.1	XP_015438275.1
OG0004163	XP_029036002.1	XP_015436672.1
OG0004164	XP_029046078.1	XP_015431739.1
OG0004165	XP_029040219.1	XP_015432147.1
OG0004166	XP_029045390.1	XP_015439170.1
OG0004167	XP_029034108.1	XP_015429462.1
OG0004168	XP_029044969.1	XP_015432319.1
OG0004169	XP_029046291.1	XP_015429518.1
OG0004170	XP_029039641.1	XP_015438766.1
OG0004171	XP_029051471.1	XP_015430498.1
OG0004172	XP_029040467.1	XP_015438340.1
OG0004173	XP_029053563.1	XP_015428950.1
OG0004174	XP_029040461.1	XP_015438576.1
OG0004175	XP_029041803.1	XP_015439184.1
OG0004176	XP_029032791.1	XP_015430653.1
OG0004177	XP_029051548.1	XP_015437319.1
OG0004178	XP_029039947.1	XP_015428830.1
OG0004179	XP_029043316.1	XP_015431182.1
OG0004180	XP_029050821.1	XP_015430411.1
OG0004181	XP_029051814.1	XP_015429548.1
OG0004182	XP_029051921.1	XP_015438146.1, XP_015429917.1
OG0004183	XP_029053471.1, XP_029053518.1	XP_015432016.1
OG0004184	XP_029032968.1	XP_015435892.1
OG0004185	XP_029047640.1	XP_015434885.1
OG0004186	XP_029038561.1	XP_015431025.1
OG0004187	XP_029044955.1	XP_015432349.1
OG0004188	XP_029032122.1	XP_015431629.1
OG0004189	XP_029032136.1	XP_015430710.1
OG0004190	XP_029035646.1	XP_015431614.1, XP_015436019.1
OG0004191	XP_029041836.1	XP_015435725.1
OG0004192	XP_029041076.1	XP_015435949.1
OG0004193	XP_029034683.1	XP_015439314.1
OG0004194	XP_029038189.1	XP_015429271.1
OG0004195	XP_029044181.1	XP_015430520.1
OG0004196	XP_029036679.1	XP_015440090.1
OG0004197	XP_029038212.1	XP_015429526.1
OG0004199	XP_029035462.1, XP_029035460.1	XP_015440088.1
OG0004200	XP_029039370.1	XP_015438910.1
OG0004201	XP_029037411.1	XP_015439002.1
OG0004202	XP_029052173.1	XP_015433622.1
OG0004203	XP_029053968.1, XP_029053910.1	XP_015431243.1
OG0004204	XP_029041262.1	XP_015435980.1
OG0004205	XP_029042293.1	XP_015434597.1
OG0004206	XP_029044595.1	XP_015429536.1
OG0004207	XP_029044788.1	XP_015439536.1
OG0004208	XP_029037784.1	XP_015439528.1
OG0004209	XP_029040504.1	XP_015438516.1, XP_015438515.1
OG0004210	XP_029043918.1	XP_015439784.1
OG0004211	XP_029045500.1, XP_029045501.1	XP_015440125.1
OG0004212	XP_029036536.1	XP_015440135.1
OG0004213	XP_029055349.1, XP_029055348.1	XP_015438735.1
OG0004214	XP_029039504.1	XP_015437244.1
OG0004215	XP_029041263.1, XP_029041270.1	XP_015437226.1
OG0004216	XP_029039625.1	XP_015437150.1
OG0004217	XP_029039295.1	XP_015438609.1
OG0004218	XP_029039312.1	XP_015437580.1
OG0004219	XP_029043269.1	XP_015434664.1
OG0004220	XP_029040025.1	XP_015428842.1
OG0004221	XP_029036743.1	XP_015430160.1
OG0004222	XP_029036738.1	XP_015438018.1
OG0004223	XP_029035037.1	XP_015433497.1
OG0004224	XP_029044853.1	XP_015436572.1
OG0004225	XP_029048082.1	XP_015432056.1
OG0004226	XP_029042184.1	XP_015433337.1
OG0004228	XP_029039976.1	XP_015428871.1, XP_015428870.1
OG0004229	XP_029049627.1	XP_015430924.1
OG0004230	XP_029055781.1	XP_015440007.1
OG0004231	XP_029035608.1	XP_015437889.1
OG0004232	XP_029041711.1	XP_015432224.1
OG0004233	XP_029039651.1	XP_015429840.1
OG0004234	XP_029046720.1	XP_015439999.1
OG0004235	XP_029041859.1	XP_015434053.1
OG0004236	XP_029055914.1	XP_015429161.1
OG0004237	XP_029051331.1	XP_015438794.1
OG0004238	XP_029037338.1	XP_015437778.1
OG0004239	XP_029035377.1	XP_015435488.1
OG0004240	XP_029051731.1	XP_015434132.1
OG0004241	XP_029050070.1	XP_015434349.1
OG0004242	XP_029041719.1	XP_015437563.1
OG0004243	XP_029033511.1	XP_015430621.1
OG0004244	XP_029046401.1	XP_015430641.1
OG0004245	XP_029036390.1	XP_015436057.1
OG0004246	XP_029036334.1	XP_015440268.1
OG0004247	XP_029045717.1	XP_015439715.1
OG0004248	XP_029040648.1	XP_015431519.1
OG0004249	XP_029037098.1	XP_015431529.1
OG0004250	XP_029033318.1	XP_015428872.1
OG0004251	XP_029041648.1	XP_015429170.1
OG0004252	XP_029041606.1	XP_015428971.1
OG0004253	XP_029040525.1, XP_029040018.1	XP_015437202.1
OG0004254	XP_029053103.1	XP_015429436.1
OG0004255	XP_029032215.1	XP_015433730.1
OG0004258	XP_029043021.1	XP_015434746.1
OG0004259	XP_029032950.1	XP_015437120.1
OG0004260	XP_029047607.1	XP_015437825.1
OG0004261	XP_029038872.1	XP_015435753.1
OG0004262	XP_029038985.1	XP_015434618.1
OG0004263	XP_029053345.1, XP_029054128.1	XP_015430066.1
OG0004265	XP_029047392.1, XP_029047394.1	XP_015430918.1
OG0004266	XP_029047391.1	XP_015436848.1
OG0004267	XP_029040268.1	XP_015429354.1
OG0004268	XP_029040389.1	XP_015429914.1
OG0004269	XP_029041265.1	XP_015428677.1
OG0004270	XP_029036681.1	XP_015440117.1
OG0004271	XP_029042443.1	XP_015431839.1
OG0004272	XP_029037541.1	XP_015431166.1
OG0004273	XP_029037509.1	XP_015431109.1
OG0004274	XP_029046185.1	XP_015431501.1
OG0004275	XP_029043752.1	XP_015429301.1
OG0004276	XP_029045079.1	XP_015434529.1
OG0004277	XP_029047744.1	XP_015431653.1
OG0004278	XP_029052006.1	XP_015429834.1
OG0004279	XP_029044636.1	XP_015435167.1
OG0004280	XP_029038372.1	XP_015436687.1
OG0004281	XP_029053394.1, XP_029053176.1	XP_015431115.1
OG0004282	XP_029050584.1	XP_015432028.1
OG0004283	XP_029053714.1, XP_029053585.1	XP_015431956.1
OG0004284	XP_029043322.1	XP_015439083.1
OG0004285	XP_029039107.1	XP_015439113.1
OG0004286	XP_029056415.1	XP_015440286.1
OG0004287	XP_029052043.1	XP_015436024.1
OG0004288	XP_029034381.1	XP_015429750.1
OG0004289	XP_029050949.1	XP_015430298.1
OG0004290	XP_029050962.1	XP_015430316.1
OG0004291	XP_029052395.1	XP_015432360.1
OG0004292	XP_029052400.1, XP_029052398.1	XP_015432314.1
OG0004293	XP_029037140.1	XP_015433651.1
OG0004294	XP_029032641.1	XP_015436681.1
OG0004295	XP_029044152.1	XP_015431234.1
OG0004296	XP_029038234.1	XP_015429275.1, XP_015429276.1
OG0004297	XP_029046257.1	XP_015429355.1
OG0004298	XP_029039438.1	XP_015433692.1
OG0004299	XP_029052836.1	XP_015428624.1
OG0004300	XP_029050373.1	XP_015428516.1
OG0004301	XP_029035335.1	XP_015435846.1
OG0004302	XP_029037331.1	XP_015435202.1, XP_015435203.1
OG0004303	XP_029051804.1	XP_015438046.1
OG0004304	XP_029034804.1	XP_015430687.1
OG0004305	XP_029037505.1	XP_015436698.1
OG0004306	XP_029034892.1	XP_015430516.1
OG0004307	XP_029046294.1	XP_015435137.1
OG0004308	XP_029053174.1	XP_015435119.1
OG0004309	XP_029032380.1	XP_015429978.1
OG0004310	XP_029044032.1, XP_029044024.1	XP_015437211.1
OG0004311	XP_029047649.1	XP_015434786.1
OG0004312	XP_029047658.1	XP_015434802.1
OG0004313	XP_029056551.1	XP_015429459.1
OG0004314	XP_029031921.1	XP_015429468.1
OG0004315	XP_029043055.1	XP_015429481.1
OG0004316	XP_029031940.1	XP_015429486.1
OG0004317	XP_029034322.1, XP_029034324.1	XP_015429705.1
OG0004318	XP_029052247.1	XP_015431838.1
OG0004319	XP_029041060.1	XP_015435981.1
OG0004320	XP_029051643.1	XP_015436004.1
OG0004321	XP_029034742.1	XP_015430199.1
OG0004322	XP_029034747.1	XP_015430190.1
OG0004324	XP_029044506.1	XP_015428543.1
OG0004325	XP_029044491.1, XP_029044493.1	XP_015428595.1
OG0004326	XP_029036150.1	XP_015428535.1
OG0004327	XP_029049613.1	XP_015428465.1
OG0004328	XP_029049865.1	XP_015430286.1
OG0004329	XP_029050739.1	XP_015432715.1
OG0004330	XP_029046753.1	XP_015430442.1
OG0004331	XP_029051545.1	XP_015430452.1, XP_015430451.1
OG0004332	XP_029051542.1	XP_015430523.1
OG0004333	XP_029051510.1	XP_015430466.1
OG0004334	XP_029052956.1	XP_015437468.1
OG0004335	XP_029045308.1	XP_015439417.1
OG0004336	XP_029045305.1	XP_015439380.1
OG0004337	XP_029053668.1	XP_015429296.1
OG0004338	XP_029044584.1	XP_015429571.1
OG0004339	XP_029051805.1	XP_015429264.1
OG0004340	XP_029051812.1	XP_015429197.1
OG0004341	XP_029044587.1	XP_015429572.1, XP_015429573.1
OG0004342	XP_029037126.1	XP_015435808.1
OG0004343	XP_029053224.1	XP_015431515.1
OG0004344	XP_029037113.1	XP_015433649.1
OG0004345	XP_029051632.1	XP_015435124.1
OG0004346	XP_029046374.1	XP_015435144.1
OG0004347	XP_029037421.1	XP_015428563.1
OG0004348	XP_029049103.1	XP_015440535.1
OG0004349	XP_029036730.1	XP_015439319.1
OG0004350	XP_029055804.1	XP_015439768.1
OG0004351	XP_029038276.1	XP_015432068.1
OG0004352	XP_029040176.1	XP_015431016.1
OG0004353	XP_029036099.1	XP_015432374.1
OG0004354	XP_029036115.1	XP_015432299.1
OG0004355	XP_029041298.1	XP_015429250.1
OG0004356	XP_029041028.1	XP_015429635.1
OG0004357	XP_029039169.1	XP_015439242.1, XP_015439240.1
OG0004358	XP_029043797.1	XP_015433599.1
OG0004359	XP_029043780.1, XP_029043772.1	XP_015428620.1
OG0004360	XP_029043809.1, XP_029043811.1	XP_015428601.1
OG0004361	XP_029053825.1	XP_015433608.1
OG0004362	XP_029036120.1	XP_015432292.1
OG0004363	XP_029036126.1	XP_015432389.1
OG0004364	XP_029032873.1	XP_015435870.1
OG0004365	XP_029035571.1	XP_015431611.1, XP_015431610.1
OG0004366	XP_029035601.1	XP_015430784.1
OG0004367	XP_029032443.1	XP_015431617.1
OG0004368	XP_029044387.1	XP_015439377.1
OG0004369	XP_029034137.1	XP_015431852.1
OG0004370	XP_029038164.1	XP_015435129.1, XP_015435131.1
OG0004371	XP_029033900.1	XP_015435878.1
OG0004373	XP_029050014.1	XP_015433125.1
OG0004374	XP_029050015.1	XP_015433127.1
OG0004375	XP_029056436.1	XP_015433216.1
OG0004376	XP_029050046.1	XP_015432423.1
OG0004377	XP_029053526.1	XP_015428674.1, XP_015428666.1
OG0004378	XP_029056671.1	XP_015440366.1
OG0004379	XP_029050470.1	XP_015436768.1
OG0004380	XP_029050183.1	XP_015438758.1
OG0004381	XP_029038908.1	XP_015434552.1
OG0004382	XP_029042282.1	XP_015434656.1
OG0004383	XP_029042385.1	XP_015432755.1
OG0004384	XP_029052994.1	XP_015428457.1
OG0004385	XP_029044599.1	XP_015434382.1
OG0004386	XP_029047918.1	XP_015439531.1
OG0004387	XP_029038805.1	XP_015436349.1
OG0004388	XP_029038741.1	XP_015436107.1
OG0004389	XP_029038743.1	XP_015436294.1
OG0004390	XP_029038748.1	XP_015436358.1
OG0004391	XP_029054057.1	XP_015436419.1
OG0004392	XP_029053296.1	XP_015436204.1
OG0004393	XP_029044828.1	XP_015436364.1, XP_015436366.1
OG0004394	XP_029038769.1	XP_015436243.1
OG0004395	XP_029038797.1	XP_015433930.1
OG0004396	XP_029036203.1	XP_015439545.1
OG0004397	XP_029038712.1	XP_015439474.1
OG0004398	XP_029038296.1	XP_015439472.1
OG0004399	XP_029038572.1	XP_015440398.1
OG0004400	XP_029044696.1	XP_015434677.1
OG0004401	XP_029043136.1, XP_029043137.1	XP_015435233.1
OG0004402	XP_029045428.1	XP_015436745.1
OG0004403	XP_029043893.1	XP_015440074.1
OG0004404	XP_029045499.1	XP_015439874.1
OG0004405	XP_029045481.1	XP_015440115.1
OG0004406	XP_029041324.1	XP_015440144.1
OG0004407	XP_029041331.1	XP_015439732.1
OG0004408	XP_029041329.1	XP_015440040.1
OG0004409	XP_029052190.1	XP_015432262.1
OG0004410	XP_029041683.1	XP_015434604.1
OG0004412	XP_029054411.1	XP_015433840.1
OG0004413	XP_029053762.1	XP_015436580.1
OG0004414	XP_029053416.1	XP_015433092.1
OG0004415	XP_029052622.1	XP_015434581.1
OG0004416	XP_029053984.1	XP_015438778.1
OG0004417	XP_029034498.1	XP_015431285.1
OG0004418	XP_029034450.1	XP_015431372.1
OG0004419	XP_029039821.1	XP_015431284.1
OG0004420	XP_029039844.1	XP_015431322.1
OG0004421	XP_029039992.1	XP_015438583.1
OG0004422	XP_029051442.1	XP_015438434.1
OG0004423	XP_029039356.1	XP_015436458.1
OG0004424	XP_029054687.1	XP_015434142.1
OG0004425	XP_029034625.1	XP_015438631.1
OG0004426	XP_029043294.1, XP_029043295.1	XP_015438658.1
OG0004427	XP_029032445.1	XP_015438756.1
OG0004428	XP_029032454.1	XP_015433462.1
OG0004429	XP_029051601.1	XP_015433458.1
OG0004430	XP_029047532.1	XP_015432071.1
OG0004431	XP_029053353.1	XP_015436757.1, XP_015436758.1
OG0004432	XP_029038568.1	XP_015436522.1
OG0004433	XP_029047754.1, XP_029047755.1	XP_015439302.1
OG0004434	XP_029045935.1	XP_015439382.1
OG0004435	XP_029039512.1	XP_015434908.1
OG0004436	XP_029039461.1	XP_015439432.1, XP_015439433.1
OG0004437	XP_029036720.1	XP_015439381.1
OG0004438	XP_029040845.1	XP_015430188.1
OG0004439	XP_029036786.1	XP_015432487.1
OG0004440	XP_029052780.1	XP_015433109.1
OG0004441	XP_029039470.1	XP_015439336.1
OG0004442	XP_029056438.1	XP_015434823.1
OG0004443	XP_029045997.1	XP_015434845.1
OG0004444	XP_029051900.1	XP_015430979.1
OG0004445	XP_029051917.1	XP_015437490.1
OG0004446	XP_029035014.1	XP_015437517.1
OG0004447	XP_029051186.1	XP_015429623.1
OG0004448	XP_029044075.1	XP_015433676.1
OG0004449	XP_029047189.1	XP_015429360.1
OG0004450	XP_029052672.1	XP_015435773.1
OG0004451	XP_029042108.1	XP_015431998.1
OG0004452	XP_029043853.1	XP_015440079.1, XP_015440080.1
OG0004453	XP_029042163.1	XP_015433369.1
OG0004454	XP_029055894.1	XP_015428984.1
OG0004455	XP_029035464.1	XP_015436559.1
OG0004456	XP_029044202.1	XP_015430888.1
OG0004457	XP_029044185.1	XP_015430926.1
OG0004458	XP_029047102.1	XP_015430951.1
OG0004459	XP_029047104.1	XP_015430927.1
OG0004460	XP_029046755.1	XP_015437516.1
OG0004461	XP_029052314.1	XP_015433521.1
OG0004462	XP_029052308.1	XP_015433523.1
OG0004463	XP_029032130.1	XP_015429123.1
OG0004464	XP_029041317.1	XP_015440116.1
OG0004465	XP_029045532.1	XP_015439682.1
OG0004466	XP_029039230.1	XP_015439199.1
OG0004467	XP_029039222.1	XP_015438976.1
OG0004468	XP_029039265.1	XP_015439017.1
OG0004469	XP_029039147.1	XP_015439102.1
OG0004470	XP_029043339.1	XP_015438993.1
OG0004471	XP_029043400.1	XP_015439229.1
OG0004472	XP_029037441.1	XP_015434076.1
OG0004473	XP_029037642.1	XP_015434038.1
OG0004474	XP_029037694.1	XP_015431188.1
OG0004475	XP_029048591.1	XP_015434784.1
OG0004476	XP_029049967.1	XP_015437698.1
OG0004477	XP_029042601.1	XP_015432788.1
OG0004478	XP_029042586.1	XP_015436970.1
OG0004479	XP_029042559.1	XP_015432877.1
OG0004480	XP_029044649.1	XP_015438904.1
OG0004481	XP_029040293.1	XP_015432132.1
OG0004482	XP_029056325.1, XP_029056339.1	XP_015438620.1
OG0004483	XP_029056340.1, XP_029056326.1	XP_015438618.1
OG0004484	XP_029033245.1	XP_015438621.1
OG0004485	XP_029056059.1	XP_015438651.1
OG0004486	XP_029056056.1	XP_015438650.1
OG0004487	XP_029056050.1, XP_029056149.1	XP_015438624.1
OG0004488	XP_029056148.1, XP_029056197.1	XP_015438649.1
OG0004489	XP_029050486.1	XP_015433087.1
OG0004490	XP_029037278.1, XP_029037279.1	XP_015440382.1
OG0004491	XP_029055037.1, XP_029055399.1	XP_015436728.1
OG0004492	XP_029039421.1	XP_015434411.1
OG0004493	XP_029052459.1	XP_015429934.1
OG0004494	XP_029052116.1	XP_015428863.1
OG0004495	XP_029046722.1	XP_015439660.1
OG0004496	XP_029045536.1	XP_015439898.1
OG0004497	XP_029041857.1	XP_015434052.1
OG0004498	XP_029041806.1	XP_015438953.1
OG0004499	XP_029055973.1	XP_015429082.1
OG0004500	XP_029056611.1	XP_015429105.1
OG0004501	XP_029056656.1	XP_015432075.1
OG0004502	XP_029043561.1	XP_015439154.1
OG0004503	XP_029043478.1, XP_029043481.1	XP_015438986.1
OG0004504	XP_029033677.1, XP_029033466.1	XP_015439568.1
OG0004505	XP_029045637.1, XP_029045638.1	XP_015438355.1
OG0004506	XP_029033702.1, XP_029033601.1	XP_015438415.1
OG0004507	XP_029039708.1	XP_015438591.1, XP_015438590.1
OG0004508	XP_029051101.1	XP_015437073.1
OG0004509	XP_029051093.1, XP_029051094.1	XP_015430600.1
OG0004510	XP_029043345.1	XP_015438938.1
OG0004511	XP_029035411.1	XP_015435484.1
OG0004512	XP_029042631.1	XP_015428387.1
OG0004514	XP_029048969.1	XP_015438799.1
OG0004515	XP_029046524.1	XP_015437734.1
OG0004516	XP_029046487.1, XP_029046486.1	XP_015437777.1
OG0004517	XP_029051332.1	XP_015438793.1
OG0004518	XP_029049800.1	XP_015437760.1
OG0004519	XP_029037383.1	XP_015437366.1
OG0004520	XP_029049128.1	XP_015437292.1
OG0004521	XP_029034609.1	XP_015432221.1, XP_015432220.1
OG0004522	XP_029035949.1	XP_015430682.1
OG0004523	XP_029035857.1	XP_015430633.1
OG0004525	XP_029036655.1	XP_015436427.1
OG0004526	XP_029038063.1, XP_029038055.1	XP_015436423.1
OG0004527	XP_029041466.1	XP_015436055.1
OG0004528	XP_029041444.1	XP_015436318.1
OG0004529	XP_029041394.1	XP_015436296.1
OG0004530	XP_029048245.1	XP_015440140.1
OG0004531	XP_029052718.1	XP_015431933.1
OG0004532	XP_029036591.1	XP_015439666.1
OG0004533	XP_029036432.1	XP_015440256.1
OG0004534	XP_029036594.1	XP_015439834.1
OG0004535	XP_029036448.1	XP_015440137.1
OG0004536	XP_029036434.1	XP_015440038.1
OG0004537	XP_029036509.1	XP_015433264.1
OG0004538	XP_029054182.1	XP_015437822.1
OG0004539	XP_029052348.1	XP_015437591.1
OG0004540	XP_029050487.1	XP_015429711.1
OG0004541	XP_029050495.1	XP_015433088.1
OG0004542	XP_029041589.1	XP_015429129.1
OG0004543	XP_029055966.1	XP_015429015.1
OG0004544	XP_029040651.1	XP_015437197.1
OG0004545	XP_029052226.1	XP_015432727.1
OG0004546	XP_029033296.1	XP_015429385.1
OG0004547	XP_029044627.1	XP_015434474.1
OG0004548	XP_029040004.1	XP_015429425.1
OG0004549	XP_029040641.1	XP_015432592.1
OG0004550	XP_029050256.1	XP_015431544.1
OG0004551	XP_029047412.1	XP_015437902.1
OG0004552	XP_029055486.1	XP_015436076.1
OG0004553	XP_029055508.1	XP_015436994.1
OG0004554	XP_029055537.1	XP_015429802.1
OG0004555	XP_029043061.1	XP_015433981.1
OG0004556	XP_029034360.1	XP_015433978.1
OG0004557	XP_029034271.1	XP_015435038.1
OG0004558	XP_029043070.1	XP_015434015.1
OG0004559	XP_029041572.1, XP_029041573.1	XP_015431396.1
OG0004561	XP_029054945.1	XP_015431348.1
OG0004562	XP_029043627.1	XP_015429020.1
OG0004563	XP_029040031.1	XP_015438428.1
OG0004564	XP_029034499.1	XP_015438391.1
OG0004565	XP_029037251.1	XP_015437829.1
OG0004566	XP_029052068.1	XP_015436451.1
OG0004567	XP_029032166.1	XP_015438248.1
OG0004568	XP_029032661.1	XP_015437648.1
OG0004569	XP_029055383.1	XP_015438240.1
OG0004570	XP_029038842.1	XP_015435752.1
OG0004571	XP_029038870.1	XP_015435749.1
OG0004572	XP_029042364.1	XP_015432661.1
OG0004573	XP_029032338.1	XP_015438141.1, XP_015438148.1
OG0004574	XP_029035223.1	XP_015437735.1
