Orthogroup	Habropoda_laboriosa	Drosophila_melanogaster
OG0003648	XP_017788007.1	NP_649176.1
OG0003649	XP_017794821.1	NP_001096981.2
OG0003650	XP_017788086.1	NP_001260032.1
OG0003653	XP_017789523.1	NP_572704.1
OG0003654	XP_017798557.1	NP_001096928.1
OG0003655	XP_017788293.1	NP_001162707.1, NP_573297.1, NP_001097020.1
OG0003656	XP_017795254.1	NP_609092.1
OG0003657	XP_017794931.1	NP_724708.1
OG0003658	XP_017791226.1	NP_001262034.1
OG0003661	XP_017797331.1	NP_001285240.1
OG0003663	XP_017787812.1	NP_001261019.1
OG0003665	XP_017789157.1	NP_001261794.1
OG0003666	XP_017797476.1	NP_611750.1
OG0003667	XP_017795337.1	NP_001285128.1
OG0003668	XP_017793445.1	NP_650452.1
OG0003669	XP_017788837.1	NP_569851.2
OG0003670	XP_017789219.1	NP_608859.1
OG0003671	XP_017788151.1	NP_610592.1
OG0003672	XP_017793659.1	NP_001287600.1, NP_001287601.1
OG0003673	XP_017798385.1	NP_608377.1
OG0003674	XP_017792855.1	NP_611267.1
OG0003675	XP_017789526.1	NP_001284923.1
OG0003676	XP_017793239.1	NP_651213.1
OG0003677	XP_017793671.1	NP_001262249.1
OG0003678	XP_017793600.1	NP_651899.2
OG0003679	XP_017795176.1	NP_001246615.1
OG0003680	XP_017795438.1	NP_001014504.1
OG0003681	XP_017798921.1	NP_001261697.1
OG0003682	XP_017795467.1	NP_001137924.1
OG0003683	XP_017796489.1	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1
OG0003684	XP_017797752.1	NP_001260326.1
OG0003686	XP_017789152.1	NP_572247.2
OG0003687	XP_017799255.1	NP_001286701.1
OG0003689	XP_017789948.1	NP_001285690.1
OG0003690	XP_017793640.1	NP_650943.1
OG0003691	XP_017790448.1	NP_647620.1
OG0003692	XP_017798100.1	NP_001097079.1
OG0003703	XP_017793709.1	NP_001263091.1
OG0003709	XP_017798152.1	NP_001287407.1
OG0003710	XP_017788146.1	NP_476636.1
OG0003711	XP_017794961.1	NP_001260887.1
OG0003712	XP_017789970.1	NP_001262202.1
OG0003713	XP_017789367.1	NP_477407.1, NP_996415.1
OG0003714	XP_017790124.1	NP_476797.1
OG0003715	XP_017788227.1	NP_001261198.1, NP_001261197.1
OG0003716	XP_017788585.1	NP_001262080.1
OG0003717	XP_017792568.1	NP_001247301.1
OG0003719	XP_017789534.1	NP_647949.1
OG0003720	XP_017788938.1	NP_572259.1, NP_572260.2, NP_572262.1
OG0003721	XP_017791255.1	NP_001334713.1, NP_610961.1
OG0003722	XP_017797372.1	NP_649059.1
OG0003723	XP_017788390.1	NP_648783.4
OG0003724	XP_017791220.1	NP_001033967.1
OG0003726	XP_017795437.1	NP_001287108.1
OG0003727	XP_017788150.1	NP_611407.1
OG0003728	XP_017790638.1	NP_001097742.1
OG0003729	XP_017791547.1	NP_001247264.1, NP_647942.1
OG0003730	XP_017791621.1, XP_017791545.1	NP_001189310.1
OG0003731	XP_017788138.1	NP_001259630.1
OG0003732	XP_017790896.1	NP_001188553.1, NP_001262481.1
OG0003733	XP_017790910.1	NP_731777.1, NP_523840.1
OG0003734	XP_017798635.1	NP_001303480.1, NP_727447.1
OG0003735	XP_017796324.1	NP_651684.1
OG0003736	XP_017789309.1	NP_649702.2
OG0003737	XP_017792357.1	NP_001261952.1
OG0003738	XP_017790793.1	NP_610343.1
OG0003739	XP_017793547.1	NP_001247139.1
OG0003740	XP_017794791.1	NP_609492.1
OG0003741	XP_017795148.1	NP_647961.1
OG0003742	XP_017798133.1	NP_610417.1
OG0003743	XP_017791042.1	NP_001188928.1, NP_001287533.1
OG0003744	XP_017789655.1	NP_524719.1
OG0003745	XP_017789330.1	NP_001259103.1
OG0003746	XP_017796090.1	NP_649352.1
OG0003747	XP_017795273.1	NP_001260028.1
OG0003748	XP_017793326.1	NP_611632.3
OG0003749	XP_017795769.1	NP_732419.1, NP_609366.2
OG0003750	XP_017790158.1, XP_017790160.1	NP_726111.1
OG0003751	XP_017789338.1	NP_731267.1
OG0003752	XP_017797382.1	NP_610168.1, NP_001260612.1
OG0003753	XP_017787469.1	NP_572396.1, NP_651724.1, NP_001261261.1
OG0003754	XP_017797776.1	NP_001285266.1, NP_649161.1
OG0003755	XP_017789730.1	NP_001137699.1
OG0003756	XP_017788662.1	NP_650331.1
OG0003757	XP_017794789.1	NP_511045.1
OG0003758	XP_017798060.1	NP_650784.3
OG0003759	XP_017787698.1	NP_001246908.1
OG0003760	XP_017791717.1	NP_609878.1, NP_001259750.1
OG0003761	XP_017787818.1	NP_001188681.1
OG0003762	XP_017788152.1	NP_650214.1
OG0003763	XP_017796577.1	NP_001287349.1
OG0003764	XP_017791510.1	NP_649241.1
OG0003765	XP_017794994.1	NP_001284709.1
OG0003766	XP_017788400.1	NP_523407.1
OG0003767	XP_017795243.1	NP_001033885.1
OG0003768	XP_017795219.1	NP_608575.1
OG0003769	XP_017795480.1	NP_608619.1
OG0003770	XP_017791253.1	NP_001285352.1
OG0003771	XP_017791074.1	NP_651296.1
OG0003772	XP_017790627.1	NP_609822.1, NP_650473.1
OG0003773	XP_017794920.1	NP_001259808.1
OG0003774	XP_017788979.1	NP_569980.1
OG0003776	XP_017794826.1	NP_649048.1
OG0003777	XP_017797311.1	NP_001260520.2
OG0003778	XP_017799243.1	NP_788548.1
OG0003779	XP_017788375.1	NP_609918.1
OG0003780	XP_017797748.1	NP_611446.3, NP_647716.1
OG0003781	XP_017788291.1	NP_001261879.1
OG0003782	XP_017790588.1	NP_649399.1, NP_001284805.1
OG0003783	XP_017792942.1	NP_001262846.1
OG0003784	XP_017788996.1	NP_733061.1
OG0003785	XP_017791504.1	NP_610974.1, NP_001285320.1
OG0003786	XP_017791238.1	NP_001097074.1
OG0003787	XP_017794393.1	NP_648037.1
OG0003788	XP_017794912.1	NP_511106.1
OG0003789	XP_017788137.1	NP_732338.1
OG0003790	XP_017798963.1	NP_001262023.1
OG0003791	XP_017793520.1, XP_017797451.1	NP_001246448.1
OG0003792	XP_017797502.1	NP_001188815.1
OG0003793	XP_017799239.1	NP_650317.3
OG0003794	XP_017795442.1	NP_001285058.1
OG0003795	XP_017791782.1	NP_524134.1
OG0003796	XP_017791127.1	NP_001285371.1
OG0003797	XP_017793713.1	NP_651340.1
OG0003798	XP_017788679.1	NP_001188780.1
OG0003799	XP_017796146.1	NP_610451.1
OG0003800	XP_017797763.1	NP_651825.4, NP_610916.1
OG0003801	XP_017787603.1	NP_572526.1
OG0003802	XP_017789714.1	NP_001262901.1, NP_611191.1
OG0003803	XP_017797906.1	NP_648168.1
OG0003804	XP_017798658.1, XP_017798666.1	NP_648144.3
OG0003805	XP_017789733.1	NP_649541.1
OG0003806	XP_017787475.1	NP_524537.1
OG0003807	XP_017798729.1	NP_001286908.1
OG0003808	XP_017792447.1	NP_001259814.1
OG0003809	XP_017787759.1	NP_001286673.1
OG0003810	XP_017797890.1	NP_001260063.1
OG0003811	XP_017795712.1	NP_649212.2
OG0003812	XP_017788997.1	NP_001162723.1
OG0003813	XP_017789455.1	NP_525073.1
OG0003814	XP_017798569.1	NP_001261853.1
OG0003815	XP_017793029.1	NP_649455.1
OG0003817	XP_017793113.1	NP_001350858.1
OG0003818	XP_017792786.1	NP_650328.1
OG0003819	XP_017787367.1	NP_001263095.1
OG0003820	XP_017792962.1	NP_001036422.1
OG0003821	XP_017788919.1	NP_609946.1
OG0003822	XP_017790027.1	NP_001036633.2
OG0003824	XP_017799079.1	NP_652145.1
OG0003826	XP_017798975.1	NP_001247206.1
OG0003827	XP_017787645.1	NP_611986.2
OG0003828	XP_017787798.1	NP_001261195.1
OG0003829	XP_017790443.1	NP_001245409.1
OG0003830	XP_017790898.1	NP_001245983.1, NP_723670.2
OG0003831	XP_017798688.1	NP_001260897.1
OG0003832	XP_017797404.1	NP_001137905.1, NP_001261534.1
OG0003833	XP_017794943.1	NP_511048.2
OG0003834	XP_017796156.1	NP_001260368.1
OG0003835	XP_017788605.1	NP_001262920.1
OG0003836	XP_017798004.1	NP_001260135.1
OG0003837	XP_017797170.1	NP_610913.1
OG0003838	XP_017789343.1	NP_610522.1
OG0003839	XP_017794072.1, XP_017794071.1	NP_001262031.1
OG0003840	XP_017798020.1	NP_650660.2
OG0003841	XP_017790530.1	NP_570012.1
OG0003842	XP_017791393.1	NP_573371.1
OG0003843	XP_017789874.1	NP_001261596.1
OG0003844	XP_017789301.1	NP_476904.1
OG0003845	XP_017789344.1	NP_610201.1
OG0003846	XP_017788075.1	NP_001163433.1
OG0003847	XP_017792529.1	NP_732393.1
OG0003848	XP_017790684.1	NP_001247237.1
OG0003849	XP_017788820.1	NP_610044.2
OG0003850	XP_017790625.1	NP_609358.1
OG0003851	XP_017791310.1	NP_001259490.1
OG0003852	XP_017797386.1	NP_001259707.1
OG0003853	XP_017788867.1	NP_609495.1
OG0003854	XP_017787567.1	NP_608657.1
OG0003855	XP_017799560.1	NP_001260765.1
OG0003856	XP_017794796.1	NP_647660.1
OG0003857	XP_017793820.1	NP_788641.1
OG0003859	XP_017789165.1	NP_611549.2
OG0003860	XP_017790578.1	NP_612094.2
OG0003861	XP_017794531.1	NP_001259663.1
OG0003862	XP_017794864.1	NP_001286393.1
OG0003863	XP_017793871.1	NP_569972.1
OG0003864	XP_017789127.1	NP_650951.1, NP_650952.2, NP_001260990.1
OG0003866	XP_017795927.1	NP_001261542.1
OG0003867	XP_017795800.1, XP_017795799.1	NP_609864.1, NP_573096.1
OG0003868	XP_017791861.1	NP_610357.1
OG0003869	XP_017797856.1	NP_788357.1
OG0003870	XP_017796443.1	NP_001368936.1
OG0003871	XP_017791945.1	NP_611535.1
OG0003872	XP_017791218.1	NP_610876.1
OG0003873	XP_017787673.1, XP_017787670.1	NP_001334735.1
OG0003874	XP_017790630.1	NP_001163577.1
OG0003875	XP_017790123.1	NP_572532.1
OG0003876	XP_017797490.1	NP_001259823.1
OG0003877	XP_017788845.1	NP_001285642.1
OG0003878	XP_017793362.1	NP_001097890.1
OG0003879	XP_017799521.1	NP_647918.2
OG0003880	XP_017791677.1	NP_572535.1
OG0003881	XP_017792215.1	NP_001260585.1
OG0003882	XP_017789334.1	NP_001162627.1
OG0003883	XP_017787474.1	NP_573251.1
OG0003884	XP_017796006.1	NP_572907.1
OG0003886	XP_017798980.1	NP_724244.1
OG0003887	XP_017788107.1	NP_476982.1
OG0003888	XP_017787887.1	NP_523797.1, NP_476814.1
OG0003889	XP_017789336.1	NP_610732.1
OG0003890	XP_017791758.1	NP_649876.1
OG0003891	XP_017796313.1	NP_001263108.1
OG0003892	XP_017798650.1	NP_001262069.1
OG0003893	XP_017787583.1	NP_647757.2, NP_001259177.1
OG0003894	XP_017793883.1	NP_001246498.1
OG0003895	XP_017797558.1	NP_001259484.1
OG0003896	XP_017790075.1	NP_608837.2
OG0003897	XP_017793611.1, XP_017793607.1	NP_001261947.1
OG0003898	XP_017795508.1	NP_647707.1
OG0003899	XP_017794740.1, XP_017794739.1, XP_017794741.1	NP_001097186.2, NP_650042.2
OG0003900	XP_017789981.1	NP_651578.1
OG0003901	XP_017799214.1	NP_572401.2
OG0003902	XP_017795007.1	NP_001246118.1
OG0003903	XP_017788536.1	NP_001261922.1
OG0003904	XP_017788484.1, XP_017795075.1	NP_001262697.1
OG0003905	XP_017795535.1	NP_729888.1
OG0003906	XP_017798192.1	NP_001259961.1, NP_611200.2
OG0003908	XP_017789107.1	NP_001260726.1
OG0003909	XP_017798003.1	NP_001247006.1
OG0003910	XP_017792577.1	NP_001246673.1
OG0003911	XP_017798545.1	NP_001261606.1
OG0003912	XP_017787459.1	NP_001097238.1
OG0003913	XP_017790669.1	NP_648549.1
OG0003914	XP_017787920.1	NP_001356926.1
OG0003915	XP_017795657.1	NP_001286055.1
OG0003916	XP_017794563.1	NP_611032.2
OG0003917	XP_017790152.1	NP_524287.1
OG0003918	XP_017789051.1	NP_524099.2
OG0003919	XP_017791666.1	NP_001188671.1
OG0003920	XP_017791443.1	NP_001287306.1
OG0003921	XP_017797196.1	NP_001356957.1
OG0003922	XP_017794815.1	NP_609238.1
OG0003923	XP_017797915.1	NP_001263054.1
OG0003924	XP_017795517.1	NP_001245549.1
OG0003925	XP_017788524.1	NP_573225.1
OG0003926	XP_017792436.1	NP_723576.1
OG0003927	XP_017795773.1	NP_649067.2
OG0003928	XP_017795385.1	NP_611175.1
OG0003929	XP_017797396.1	NP_001261060.1
OG0003930	XP_017793881.1	NP_726473.2
OG0003931	XP_017789129.1	NP_524417.1, NP_651961.1
OG0003932	XP_017795132.1	NP_001036655.1
OG0003933	XP_017797499.1	NP_477445.1
OG0003934	XP_017793251.1	NP_648581.1
OG0003935	XP_017790351.1	NP_001287055.1
OG0003936	XP_017789793.1	NP_524483.1
OG0003937	XP_017797898.1	NP_611251.2
OG0003938	XP_017792608.1	NP_001262741.1
OG0003939	XP_017796942.1	NP_001259461.1
OG0003940	XP_017787591.1	NP_650512.1
OG0003941	XP_017796607.1	NP_001259608.1
OG0003943	XP_017792141.1	NP_649905.1
OG0003944	XP_017792080.1	NP_001261149.1
OG0003945	XP_017789622.1	NP_608585.1
OG0003946	XP_017794638.1	NP_647768.3
OG0003947	XP_017789937.1	NP_651180.3
OG0003948	XP_017793234.1	NP_001286414.1
OG0003950	XP_017789551.1	NP_731494.1, NP_731495.1
OG0003951	XP_017787442.1	NP_996299.1
OG0003952	XP_017793307.1	NP_649594.1
OG0003953	XP_017797983.1	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_017790320.1	NP_611769.2, NP_001245708.1
OG0003955	XP_017795053.1	NP_001247152.1
OG0003956	XP_017797179.1	NP_477397.1
OG0003957	XP_017788777.1	NP_001261167.1
OG0003958	XP_017796650.1	NP_477224.1
OG0003959	XP_017792028.1	NP_001261183.1
OG0003960	XP_017795057.1	NP_001097394.1
OG0003961	XP_017791138.1	NP_610107.1
OG0003962	XP_017790501.1	NP_523811.1
OG0003963	XP_017790658.1	NP_611832.1
OG0003964	XP_017791467.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_017794243.1	NP_648590.1
OG0003966	XP_017794854.1	NP_001286169.1
OG0003967	XP_017788683.1	NP_649099.1
OG0003968	XP_017790794.1	NP_610398.1
OG0003969	XP_017796360.1	NP_569880.1
OG0003970	XP_017795207.1	NP_001262490.1, NP_731657.2
OG0003971	XP_017788859.1	NP_001285692.1
OG0003972	XP_017790701.1	NP_611539.1
OG0003973	XP_017790383.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_017797548.1	NP_651278.2
OG0003975	XP_017789658.1	NP_649552.1
OG0003976	XP_017788647.1	NP_001246589.1
OG0003977	XP_017790532.1	NP_570081.2
OG0003978	XP_017791389.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_017790635.1	NP_611690.2
OG0003980	XP_017793013.1	NP_572722.2
OG0003981	XP_017796628.1	NP_610429.2
OG0003982	XP_017790273.1	NP_609079.2
OG0003983	XP_017791651.1	NP_001137958.1
OG0003984	XP_017792742.1	NP_611900.1
OG0003985	XP_017791619.1	NP_572747.1
OG0003986	XP_017790934.1	NP_511064.2
OG0003987	XP_017788315.1	NP_001286391.1
OG0003988	XP_017795998.1	NP_001163748.1
OG0003989	XP_017791304.1	NP_001163103.1
OG0003990	XP_017796842.1	NP_524448.3
OG0003991	XP_017789766.1	NP_524623.2
OG0003992	XP_017798023.1	NP_573116.2
OG0003993	XP_017793286.1	NP_001287552.1
OG0003994	XP_017796126.1	NP_001286707.1
OG0003995	XP_017789448.1	NP_001284866.1
OG0003996	XP_017790659.1	NP_001259362.1, NP_650489.1
OG0003997	XP_017792008.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_017797908.1	NP_001162829.1
OG0003999	XP_017791327.1	NP_523723.1
OG0004000	XP_017788398.1	NP_001246063.1
OG0004002	XP_017789711.1	NP_001303384.1
OG0004003	XP_017797147.1, XP_017789312.1	NP_001162933.1
OG0004004	XP_017790549.1	NP_609954.1, NP_001286084.1
OG0004005	XP_017792594.1, XP_017792593.1	NP_732452.1
OG0004006	XP_017788949.1, XP_017788734.1	NP_724569.1
OG0004008	XP_017787360.1	NP_001097360.1
OG0004009	XP_017787838.1	NP_731065.1
OG0004010	XP_017792931.1	NP_572391.1
OG0004011	XP_017791895.1	NP_001260641.1
OG0004012	XP_017798937.1	NP_001096948.2
OG0004014	XP_017787526.1	NP_572951.1
OG0004015	XP_017792666.1	NP_001138211.1
OG0004016	XP_017793296.1	NP_001189283.1
OG0004017	XP_017794723.1	NP_001286893.1
OG0004018	XP_017793375.1	NP_728546.1
OG0004020	XP_017794385.1	NP_001287463.1
OG0004021	XP_017790907.1	NP_001259691.1
OG0004022	XP_017791746.1	NP_001285276.1
OG0004023	XP_017794621.1	NP_001285665.1
OG0004024	XP_017787870.1	NP_001263051.1
OG0004026	XP_017796786.1, XP_017793780.1	NP_524473.2
OG0004027	XP_017796859.1	NP_648926.3
OG0004029	XP_017794896.1	NP_001097121.1
OG0004030	XP_017797728.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_017795977.1	NP_524815.1
OG0004033	XP_017789365.1	NP_477436.1
OG0004034	XP_017797790.1	NP_609890.2
OG0004035	XP_017794009.1, XP_017794008.1, XP_017794005.1, XP_017794007.1, XP_017794010.1	NP_001285328.1
OG0004036	XP_017790559.1	NP_649324.1
OG0004037	XP_017791010.1	NP_001262772.1
OG0004038	XP_017791257.1, XP_017791256.1	NP_001245836.1
OG0004040	XP_017787723.1	NP_001285092.1, NP_572658.2
OG0004041	XP_017797680.1	NP_647718.1
OG0004042	XP_017797986.1	NP_523917.2
OG0004043	XP_017790582.1	NP_001259062.1
OG0004044	XP_017797215.1	NP_572373.1
OG0004045	XP_017787357.1	NP_523806.2, NP_524607.1
OG0004046	XP_017789021.1	NP_001189212.1
OG0004047	XP_017789163.1	NP_649701.2
OG0004048	XP_017789695.1	NP_001097680.1
OG0004049	XP_017788051.1	NP_610466.2
OG0004050	XP_017794825.1	NP_573088.1
OG0004051	XP_017798241.1	NP_573193.1, NP_650498.3
OG0004052	XP_017796666.1	NP_001262451.1
OG0004053	XP_017792574.1	NP_001260958.1
OG0004054	XP_017794880.1	NP_001260969.1
OG0004055	XP_017789537.1	NP_649411.1
OG0004056	XP_017790728.1	NP_001259979.1
OG0004058	XP_017796653.1	NP_477114.1
OG0004059	XP_017794559.1	NP_001261609.1
OG0004060	XP_017791932.1	NP_476576.1
OG0004061	XP_017795766.1	NP_001285590.1
OG0004062	XP_017794127.1	NP_001245607.1
OG0004063	XP_017788374.1	NP_001162975.1
OG0004064	XP_017790498.1	NP_001259152.1
OG0004065	XP_017793919.1	NP_001286823.1, NP_001259234.1
OG0004066	XP_017788888.1	NP_573146.1
OG0004067	XP_017796967.1	NP_001261227.1
OG0004068	XP_017793000.1	NP_725626.1, NP_476863.1
OG0004069	XP_017792780.1	NP_001368995.1
OG0004070	XP_017792645.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_017797701.1	NP_996010.2
OG0004072	XP_017797816.1	NP_572759.1
OG0004073	XP_017798270.1	NP_648318.2
OG0004074	XP_017788336.1	NP_001286846.1
OG0004075	XP_017798784.1	NP_788639.1
OG0004076	XP_017793456.1	NP_608550.1
OG0004077	XP_017793525.1	NP_650693.1
OG0004078	XP_017794813.1	NP_649890.1
OG0004079	XP_017790442.1	NP_001137777.1
OG0004080	XP_017788410.1	NP_523890.2
OG0004081	XP_017793387.1	NP_001188938.1
OG0004082	XP_017794986.1	NP_001260586.1
OG0004083	XP_017797784.1	NP_569978.1
OG0004084	XP_017795893.1	NP_001163332.2
OG0004085	XP_017793958.1	NP_001246647.1
OG0004086	XP_017796600.1	NP_001138108.1
OG0004087	XP_017790703.1	NP_001259779.1
OG0004088	XP_017796853.1	NP_723510.1
OG0004089	XP_017795757.1, XP_017796106.1	NP_001260005.1
OG0004090	XP_017789932.1	NP_609643.2
OG0004091	XP_017797831.1, XP_017797832.1	NP_609204.2
OG0004092	XP_017798710.1	NP_001285421.1
OG0004093	XP_017792992.1	NP_001259507.1
OG0004094	XP_017794240.1	NP_511152.2
OG0004095	XP_017799180.1	NP_477374.1
OG0004096	XP_017794472.1	NP_725637.1
OG0004097	XP_017792361.1	NP_001286067.1
OG0004098	XP_017798143.1	NP_726437.2
OG0004099	XP_017797181.1	NP_650205.1
OG0004100	XP_017792843.1	NP_609183.1
OG0004101	XP_017793188.1	NP_723188.1
OG0004102	XP_017791743.1	NP_001262443.1
OG0004103	XP_017794097.1	NP_001027038.3
OG0004105	XP_017792783.1	NP_001260476.1
OG0004106	XP_017790367.1	NP_649461.2
OG0004107	XP_017799242.1	NP_647638.1
OG0004110	XP_017793593.1	NP_611023.1
OG0004111	XP_017797512.1, XP_017797513.1, XP_017797514.1	NP_523982.2
OG0004112	XP_017790242.1	NP_608410.2
OG0004113	XP_017796552.1	NP_524712.1
OG0004114	XP_017793906.1	NP_476905.1
OG0004116	XP_017797700.1	NP_651973.4
OG0004117	XP_017797604.1	NP_648367.1
OG0004119	XP_017790395.1	NP_651939.4
OG0004120	XP_017793682.1	NP_001263153.1
OG0004122	XP_017795299.1	NP_648520.1
OG0004123	XP_017794539.1	NP_001260855.1
OG0004124	XP_017794308.1	NP_523879.2, NP_728565.1
OG0004125	XP_017790326.1	NP_573215.1
OG0004126	XP_017798536.1	NP_001260594.1
OG0004128	XP_017790508.1	NP_001286068.1
OG0004129	XP_017794034.1	NP_001245829.1
OG0004131	XP_017787362.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_017793645.1	NP_001285233.1
OG0004133	XP_017795580.1	NP_001259348.1
OG0004137	XP_017791865.1	NP_610611.1
OG0004138	XP_017794202.1	NP_001027221.1
OG0004139	XP_017797800.1	NP_001262795.1
OG0004140	XP_017799280.1	NP_476985.1
OG0004141	XP_017794885.1	NP_524372.1, NP_525036.2
OG0004142	XP_017796537.1	NP_723952.2
OG0004143	XP_017789290.1, XP_017790248.1, XP_017790240.1	NP_523942.2
OG0004144	XP_017797172.1	NP_001259820.1
OG0004145	XP_017790707.1	NP_001097306.2
OG0004146	XP_017791610.1	NP_648847.3
OG0004147	XP_017797933.1	NP_001014556.1
OG0004148	XP_017792970.1	NP_001245598.1
OG0004149	XP_017789538.1	NP_572236.3
OG0004150	XP_017789576.1	NP_649909.1
OG0004151	XP_017790228.1	NP_648032.1
OG0004153	XP_017790645.1	NP_001036757.1
OG0004154	XP_017796423.1	NP_611433.3, NP_651549.1
OG0004155	XP_017788557.1	NP_524453.1
OG0004157	XP_017789302.1	NP_610845.1
OG0004158	XP_017789961.1	NP_001261442.1
OG0004159	XP_017795400.1	NP_609541.1
OG0004160	XP_017789542.1	NP_610297.2
OG0004161	XP_017795723.1	NP_610792.2
OG0004162	XP_017790237.1	NP_001097114.2
OG0004163	XP_017796392.1	NP_001260044.1
OG0004164	XP_017792518.1	NP_001097850.3
OG0004166	XP_017789510.1	NP_610783.1
OG0004167	XP_017797865.1	NP_001245796.1
OG0004168	XP_017788879.1	NP_651717.1
OG0004169	XP_017789121.1	NP_477088.2
OG0004170	XP_017790014.1	NP_001097606.1
OG0004171	XP_017789346.1	NP_611857.3
OG0004172	XP_017796025.1	NP_476845.2
OG0004173	XP_017787792.1	NP_001261621.2, NP_476855.1
OG0004174	XP_017788547.1	NP_001261172.1
OG0004175	XP_017787882.1	NP_001369072.1
OG0004176	XP_017790830.1, XP_017790829.1	NP_001246184.1
OG0004177	XP_017789450.1	NP_001260615.1
OG0004178	XP_017790321.1, XP_017790306.1	NP_001027420.2
OG0004180	XP_017795978.1	NP_001162639.2
OG0004181	XP_017795258.1	NP_477219.1
OG0004182	XP_017792882.1	NP_610116.2
OG0004183	XP_017792318.1	NP_001260578.1
OG0004184	XP_017792928.1	NP_477022.1
OG0004186	XP_017799032.1	NP_001097184.2
OG0004187	XP_017798280.1	NP_651004.1
OG0004188	XP_017789174.1	NP_608524.1
OG0004190	XP_017787494.1	NP_001096996.1
OG0004191	XP_017795439.1	NP_001261503.1
OG0004192	XP_017788714.1	NP_651851.1
OG0004193	XP_017795960.1	NP_001163275.2
OG0004194	XP_017788119.1	NP_001261636.1
OG0004195	XP_017796147.1	NP_001303365.1
OG0004196	XP_017793260.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_017791261.1	NP_523924.1
OG0004198	XP_017787648.1, XP_017787647.1	NP_652562.2
OG0004199	XP_017790060.1	NP_001259983.1
OG0004201	XP_017791626.1	NP_651849.1
OG0004202	XP_017792350.1	NP_001260133.1
OG0004203	XP_017795413.1	NP_648267.1
OG0004205	XP_017799600.1	NP_608637.1
OG0004206	XP_017788954.1	NP_610556.1
OG0004207	XP_017796098.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_017798977.1	NP_001287316.1
OG0004210	XP_017791918.1	NP_611540.1, NP_723119.1
OG0004211	XP_017795120.1	NP_726630.2
OG0004212	XP_017792104.1	NP_001260087.1
OG0004213	XP_017790817.1	NP_649590.1
OG0004214	XP_017791457.1	NP_524783.1, NP_001262446.1
OG0004215	XP_017789804.1, XP_017789813.1	NP_001260417.1
OG0004216	XP_017798824.1	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1
OG0004219	XP_017792072.1	NP_648343.1
OG0004220	XP_017791500.1	NP_477041.1
OG0004222	XP_017787661.1	NP_611021.1
OG0004224	XP_017788082.1	NP_001189250.2
OG0004225	XP_017798538.1	NP_650989.6
OG0004226	XP_017790058.1, XP_017797029.1, XP_017795873.1, XP_017795853.1, XP_017796556.1, XP_017795396.1, XP_017792768.1, XP_017792767.1, XP_017792766.1, XP_017795924.1	NP_001286529.1, NP_650027.1
OG0004228	XP_017792991.1	NP_001284939.1
OG0004229	XP_017798900.1	NP_001163414.1
OG0004230	XP_017798581.1	NP_001261376.1
OG0004231	XP_017791813.1	NP_001368969.1
OG0004232	XP_017799555.1, XP_017799547.1	NP_001262107.1
OG0004234	XP_017793674.1	NP_610253.1
OG0004236	XP_017789599.1	NP_001369050.1
OG0004237	XP_017799586.1	NP_001285677.1, NP_609042.1
OG0004238	XP_017797448.1	NP_724428.1
OG0004239	XP_017791732.1	NP_001260558.1
OG0004240	XP_017789877.1	NP_476601.1, NP_476732.1, NP_476600.1
OG0004241	XP_017797563.1	NP_001303313.1
OG0004242	XP_017798958.1	NP_001356934.1
OG0004243	XP_017790560.1	NP_648724.1
OG0004244	XP_017788964.1	NP_727768.1
OG0004245	XP_017790387.1	NP_001097964.1
OG0004246	XP_017796905.1, XP_017796904.1, XP_017796906.1	NP_001014610.1
OG0004247	XP_017795397.1	NP_001260710.1
OG0004248	XP_017794602.1	NP_001137610.1
OG0004249	XP_017790764.1	NP_610325.1
OG0004251	XP_017790270.1	NP_001259575.1
OG0004253	XP_017799136.1	NP_722629.1
OG0004257	XP_017789797.1	NP_572166.1, NP_572616.1
OG0004258	XP_017797960.1	NP_001286256.1
OG0004264	XP_017798212.1	NP_001188568.1
OG0004275	XP_017789638.1	NP_001287569.1
OG0004276	XP_017799144.1	NP_523774.1
OG0004277	XP_017790230.1	NP_523975.1
OG0004278	XP_017790757.1	NP_524315.2
OG0004279	XP_017798389.1	NP_650333.1, NP_648622.1
OG0004280	XP_017789894.1	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	XP_017799016.1	NP_001188972.1
OG0004282	XP_017796448.1	NP_001097151.1, NP_001285794.1
OG0004283	XP_017788264.1	NP_001287481.1
OG0004284	XP_017792477.1	NP_001245404.1
OG0004285	XP_017791478.1	NP_724783.1
OG0004286	XP_017790865.1	NP_001246362.1
