Orthogroup	Habropoda_laboriosa	Vespa_mandarinia
OG0004162	XP_017790237.1	XP_035725411.1
OG0004163	XP_017796392.1	XP_035726235.1
OG0004164	XP_017792518.1	XP_035722211.1, XP_035722212.1, XP_035722213.1
OG0004165	XP_017789317.1, XP_017789316.1	XP_035738420.1
OG0004166	XP_017789510.1	XP_035737609.1, XP_035737610.1
OG0004167	XP_017797865.1	XP_035720534.1
OG0004168	XP_017788879.1	XP_035734484.1
OG0004169	XP_017789121.1	XP_035724798.1
OG0004170	XP_017790014.1	XP_035729232.1
OG0004171	XP_017789346.1	XP_035744276.1
OG0004172	XP_017796025.1	XP_035730777.1, XP_035730775.1
OG0004173	XP_017787792.1	XP_035718583.1
OG0004174	XP_017788547.1	XP_035744171.1, XP_035744117.1
OG0004175	XP_017787882.1	XP_035738839.1
OG0004176	XP_017790830.1, XP_017790829.1	XP_035730765.1, XP_035730771.1
OG0004177	XP_017789450.1	XP_035733606.1, XP_035733617.1
OG0004178	XP_017790306.1	XP_035722587.1
OG0004179	XP_017794720.1	XP_035725627.1
OG0004180	XP_017795978.1	XP_035737312.1
OG0004181	XP_017795258.1	XP_035730027.1, XP_035730028.1
OG0004182	XP_017792882.1	XP_035740117.1
OG0004183	XP_017792318.1	XP_035719791.1, XP_035719792.1
OG0004184	XP_017792928.1	XP_035728549.1
OG0004185	XP_017791438.1	XP_035744067.1
OG0004186	XP_017799032.1	XP_035718296.1
OG0004187	XP_017798280.1	XP_035738826.1
OG0004188	XP_017789174.1	XP_035738124.1
OG0004190	XP_017787494.1	XP_035722618.1
OG0004191	XP_017795439.1	XP_035741700.1
OG0004192	XP_017788714.1	XP_035732056.1
OG0004193	XP_017795960.1	XP_035737284.1
OG0004194	XP_017788119.1	XP_035722501.1
OG0004195	XP_017796147.1	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1
OG0004196	XP_017793260.1	XP_035730379.1, XP_035730377.1
OG0004197	XP_017791261.1	XP_035742036.1
OG0004198	XP_017787648.1, XP_017787647.1	XP_035726708.1
OG0004199	XP_017790060.1	XP_035737594.1, XP_035737601.1
OG0004201	XP_017791626.1	XP_035740723.1, XP_035740721.1
OG0004202	XP_017792350.1	XP_035725976.1
OG0004203	XP_017795413.1	XP_035736300.1
OG0004204	XP_017787372.1	XP_035740250.1
OG0004205	XP_017799600.1	XP_035739604.1
OG0004206	XP_017788954.1	XP_035730713.1
OG0004207	XP_017796098.1	XP_035717802.1
OG0004209	XP_017798977.1	XP_035728915.1
OG0004210	XP_017791918.1	XP_035730546.1, XP_035730537.1
OG0004211	XP_017795120.1	XP_035737251.1, XP_035737252.1
OG0004212	XP_017792104.1	XP_035740886.1
OG0004213	XP_017790817.1	XP_035732614.1
OG0004214	XP_017791457.1	XP_035731116.1
OG0004215	XP_017789804.1, XP_017789813.1	XP_035719584.1
OG0004216	XP_017798824.1	XP_035742724.1
OG0004217	XP_017797639.1	XP_035720784.1
OG0004218	XP_017798967.1	XP_035720626.1
OG0004219	XP_017792072.1	XP_035728938.1, XP_035728939.1
OG0004220	XP_017791500.1	XP_035731785.1
OG0004222	XP_017787661.1	XP_035724454.1, XP_035724456.1, XP_035724455.1
OG0004223	XP_017796095.1	XP_035724226.1, XP_035724227.1
OG0004224	XP_017788082.1	XP_035743280.1
OG0004225	XP_017798538.1	XP_035721143.1
OG0004227	XP_017788471.1	XP_035730606.1, XP_035730605.1
OG0004228	XP_017792991.1	XP_035722092.1, XP_035722093.1
OG0004229	XP_017798900.1	XP_035717345.1
OG0004230	XP_017798581.1	XP_035727206.1, XP_035727195.1
OG0004231	XP_017791813.1	XP_035739737.1
OG0004232	XP_017799555.1, XP_017799547.1	XP_035718508.1
OG0004233	XP_017799063.1	XP_035717175.1
OG0004234	XP_017793674.1	XP_035720682.1
OG0004235	XP_017796276.1, XP_017796234.1	XP_035743645.1, XP_035743640.1
OG0004236	XP_017789599.1	XP_035727943.1
OG0004237	XP_017799586.1	XP_035743204.1
OG0004238	XP_017797448.1	XP_035736031.1, XP_035736021.1
OG0004240	XP_017789877.1	XP_035736401.1, XP_035736382.1, XP_035736392.1
OG0004241	XP_017797563.1	XP_035729264.1, XP_035729265.1
OG0004242	XP_017798958.1	XP_035742066.1
OG0004243	XP_017790560.1	XP_035722921.1, XP_035722922.1
OG0004244	XP_017788964.1	XP_035728426.1
OG0004246	XP_017796905.1, XP_017796904.1, XP_017796906.1	XP_035723859.1
OG0004247	XP_017795397.1	XP_035729992.1
OG0004248	XP_017794602.1	XP_035741996.1
OG0004249	XP_017790764.1	XP_035717140.1
OG0004250	XP_017790792.1	XP_035721102.1, XP_035721101.1, XP_035721103.1
OG0004251	XP_017790270.1	XP_035726876.1
OG0004253	XP_017799136.1	XP_035718481.1
OG0004254	XP_017795369.1	XP_035728872.1
OG0004255	XP_017787983.1	XP_035741077.1
OG0004256	XP_017792728.1	XP_035739147.1
OG0004257	XP_017789797.1	XP_035740383.1
OG0004258	XP_017797960.1	XP_035725116.1
OG0004259	XP_017798942.1	XP_035718281.1, XP_035718280.1
OG0004260	XP_017790453.1	XP_035741730.1
OG0004261	XP_017788061.1	XP_035717515.1, XP_035717526.1, XP_035717535.1
OG0004262	XP_017791723.1	XP_035727233.1
OG0004263	XP_017791976.1, XP_017791974.1, XP_017791975.1, XP_017791977.1	XP_035734406.1
OG0004264	XP_017798212.1	XP_035725740.1, XP_035725739.1, XP_035725734.1
OG0004265	XP_017796671.1	XP_035731052.1
OG0004266	XP_017797829.1	XP_035742175.1, XP_035742174.1, XP_035742177.1, XP_035742176.1, XP_035742171.1, XP_035742173.1, XP_035742172.1
OG0004267	XP_017787555.1, XP_017787556.1	XP_035736283.1, XP_035736284.1, XP_035736279.1, XP_035736282.1, XP_035736281.1
OG0004268	XP_017795528.1, XP_017795530.1	XP_035740275.1
OG0004269	XP_017799491.1	XP_035738338.1
OG0004275	XP_017789638.1	XP_035727960.1
OG0004276	XP_017799144.1	XP_035726615.1
OG0004277	XP_017790230.1	XP_035737110.1
OG0004278	XP_017790757.1	XP_035717356.1
OG0004279	XP_017798389.1	XP_035739348.1
OG0004280	XP_017789894.1	XP_035741808.1
OG0004281	XP_017799016.1	XP_035729783.1
OG0004282	XP_017796448.1	XP_035730957.1
OG0004283	XP_017788264.1	XP_035722999.1
OG0004284	XP_017792477.1	XP_035738067.1
OG0004285	XP_017791478.1	XP_035727761.1
OG0004286	XP_017790865.1	XP_035730538.1
OG0004287	XP_017787844.1	XP_035741042.1
OG0004288	XP_017797904.1	XP_035720808.1, XP_035720826.1
OG0004289	XP_017792813.1, XP_017792814.1	XP_035727551.1
OG0004290	XP_017798522.1	XP_035720101.1
OG0004291	XP_017796797.1	XP_035726119.1
OG0004292	XP_017789409.1	XP_035725596.1
OG0004293	XP_017798888.1	XP_035736655.1
OG0004294	XP_017794769.1	XP_035738185.1
OG0004295	XP_017797527.1	XP_035727192.1
OG0004296	XP_017789024.1	XP_035733883.1
OG0004297	XP_017790964.1	XP_035723241.1
OG0004298	XP_017795485.1	XP_035718206.1, XP_035718208.1
OG0004299	XP_017794256.1	XP_035743342.1
OG0004300	XP_017795264.1	XP_035723863.1, XP_035723864.1
OG0004301	XP_017795001.1	XP_035732070.1
OG0004302	XP_017791049.1	XP_035720276.1
OG0004303	XP_017798214.1	XP_035744082.1
OG0004304	XP_017789649.1	XP_035725524.1, XP_035734512.1
OG0004305	XP_017799018.1	XP_035743709.1
OG0004306	XP_017798810.1	XP_035722333.1
OG0004307	XP_017798371.1	XP_035734525.1
OG0004308	XP_017798391.1	XP_035739345.1
OG0004309	XP_017792563.1	XP_035734934.1
OG0004310	XP_017797442.1	XP_035740428.1
OG0004311	XP_017792975.1	XP_035738344.1
OG0004312	XP_017798880.1	XP_035723092.1
OG0004313	XP_017797673.1	XP_035723192.1
OG0004314	XP_017789277.1	XP_035740078.1
OG0004315	XP_017795094.1	XP_035717558.1
OG0004316	XP_017794634.1, XP_017794635.1, XP_017794637.1	XP_035719056.1
OG0004317	XP_017796035.1	XP_035730712.1, XP_035730359.1
OG0004318	XP_017789416.1, XP_017789415.1	XP_035743742.1
OG0004319	XP_017787542.1	XP_035731619.1
OG0004320	XP_017791544.1	XP_035719797.1
OG0004321	XP_017790499.1	XP_035717572.1, XP_035717573.1
OG0004322	XP_017791783.1	XP_035741521.1
OG0004323	XP_017793330.1	XP_035743440.1
OG0004324	XP_017790074.1	XP_035737538.1, XP_035737529.1
OG0004325	XP_017789752.1	XP_035728019.1
OG0004326	XP_017790791.1	XP_035730703.1, XP_035730701.1, XP_035730702.1
OG0004327	XP_017792144.1	XP_035743997.1
OG0004328	XP_017795130.1	XP_035730001.1
OG0004329	XP_017792112.1	XP_035718212.1
OG0004330	XP_017794044.1	XP_035719235.1
OG0004331	XP_017790125.1	XP_035738981.1, XP_035738973.1
OG0004332	XP_017790451.1	XP_035737341.1
OG0004333	XP_017793426.1	XP_035738992.1
OG0004334	XP_017794450.1	XP_035720278.1
OG0004335	XP_017790967.1	XP_035735736.1
OG0004336	XP_017796012.1	XP_035718626.1, XP_035718627.1
OG0004337	XP_017798562.1	XP_035735630.1
OG0004338	XP_017790368.1	XP_035729419.1
OG0004339	XP_017789633.1	XP_035734501.1
OG0004340	XP_017789388.1	XP_035722582.1, XP_035722583.1
OG0004341	XP_017788904.1	XP_035734660.1
OG0004342	XP_017795180.1	XP_035725064.1, XP_035725063.1, XP_035725065.1, XP_035725061.1, XP_035725062.1
OG0004343	XP_017789858.1	XP_035727573.1
OG0004344	XP_017795309.1	XP_035737638.1
OG0004345	XP_017791125.1	XP_035742721.1
OG0004346	XP_017791092.1	XP_035728115.1
OG0004347	XP_017789870.1	XP_035727554.1
OG0004348	XP_017792784.1	XP_035741454.1
OG0004349	XP_017797523.1	XP_035737735.1
OG0004351	XP_017788289.1	XP_035740789.1
OG0004352	XP_017790045.1	XP_035734849.1
OG0004353	XP_017791559.1	XP_035728821.1, XP_035728822.1
OG0004354	XP_017793722.1	XP_035723908.1
OG0004355	XP_017788526.1	XP_035736519.1
OG0004356	XP_017788519.1	XP_035733235.1
OG0004357	XP_017790963.1	XP_035735529.1
OG0004358	XP_017795566.1	XP_035734762.1
OG0004359	XP_017796316.1	XP_035736150.1, XP_035736149.1
OG0004360	XP_017792156.1	XP_035723047.1
OG0004361	XP_017797323.1	XP_035728805.1
OG0004362	XP_017787760.1, XP_017799083.1	XP_035729464.1
OG0004363	XP_017793462.1	XP_035725378.1
OG0004364	XP_017797213.1	XP_035742523.1
OG0004365	XP_017798609.1	XP_035735989.1
OG0004366	XP_017788429.1, XP_017788430.1	XP_035730413.1, XP_035730414.1
OG0004367	XP_017789751.1	XP_035725831.1
OG0004368	XP_017792217.1	XP_035717229.1
OG0004369	XP_017798291.1	XP_035730363.1
OG0004370	XP_017790452.1	XP_035737342.1
OG0004371	XP_017787725.1	XP_035732309.1
OG0004372	XP_017796505.1	XP_035722400.1, XP_035742347.1
OG0004373	XP_017789925.1	XP_035726767.1
OG0004374	XP_017798035.1	XP_035721645.1, XP_035721643.1, XP_035721644.1
OG0004375	XP_017798103.1	XP_035729799.1
OG0004376	XP_017788126.1	XP_035739273.1
OG0004377	XP_017789406.1	XP_035730346.1
OG0004378	XP_017798897.1	XP_035721318.1
OG0004379	XP_017796739.1	XP_035744060.1
OG0004380	XP_017796253.1	XP_035727476.1
OG0004381	XP_017797543.1	XP_035730908.1
OG0004382	XP_017795584.1	XP_035743149.1
OG0004383	XP_017797959.1	XP_035737713.1
OG0004384	XP_017796043.1	XP_035737157.1
OG0004385	XP_017792914.1	XP_035719500.1
OG0004386	XP_017797966.1	XP_035728610.1
OG0004387	XP_017788512.1	XP_035728475.1
OG0004388	XP_017799240.1	XP_035718412.1
OG0004389	XP_017790715.1	XP_035724824.1, XP_035724818.1
OG0004390	XP_017796233.1	XP_035743668.1
OG0004391	XP_017787832.1	XP_035733585.1
OG0004393	XP_017790264.1	XP_035732776.1, XP_035732775.1
OG0004394	XP_017797319.1	XP_035728866.1
OG0004395	XP_017789084.1	XP_035740486.1, XP_035740485.1
OG0004396	XP_017790032.1	XP_035729293.1
OG0004397	XP_017798638.1	XP_035735802.1
OG0004398	XP_017796927.1	XP_035723869.1
OG0004399	XP_017799513.1	XP_035738328.1, XP_035738327.1
OG0004400	XP_017790461.1	XP_035733355.1
OG0004401	XP_017799263.1	XP_035718275.1
OG0004402	XP_017798870.1	XP_035736680.1
OG0004403	XP_017796792.1	XP_035732186.1
OG0004404	XP_017789007.1	XP_035723780.1
OG0004405	XP_017791678.1	XP_035741747.1, XP_035741748.1
OG0004406	XP_017790903.1	XP_035738543.1, XP_035738534.1
OG0004407	XP_017791332.1	XP_035739319.1
OG0004408	XP_017789011.1	XP_035730627.1
OG0004409	XP_017789568.1, XP_017789567.1	XP_035728419.1
OG0004410	XP_017787756.1	XP_035720846.1
OG0004411	XP_017791204.1	XP_035722405.1
OG0004412	XP_017793327.1	XP_035719195.1
OG0004414	XP_017793914.1	XP_035738576.1
OG0004416	XP_017789168.1	XP_035738970.1
OG0004417	XP_017799171.1, XP_017799172.1	XP_035729764.1
OG0004418	XP_017791953.1	XP_035730683.1
OG0004419	XP_017797574.1	XP_035732549.1
OG0004420	XP_017798193.1	XP_035731618.1, XP_035731617.1, XP_035731616.1
OG0004421	XP_017798514.1	XP_035720456.1
OG0004422	XP_017794133.1	XP_035740657.1
OG0004423	XP_017795985.1	XP_035720991.1
OG0004424	XP_017796346.1	XP_035743112.1
OG0004425	XP_017797659.1	XP_035723415.1
OG0004426	XP_017790651.1	XP_035724104.1
OG0004427	XP_017789401.1	XP_035739301.1
OG0004428	XP_017789916.1	XP_035736768.1
OG0004429	XP_017797646.1	XP_035732065.1
OG0004430	XP_017799424.1	XP_035739616.1
OG0004431	XP_017796708.1	XP_035722511.1
OG0004432	XP_017788556.1	XP_035741162.1
OG0004433	XP_017792165.1	XP_035731987.1
OG0004434	XP_017796649.1	XP_035734164.1
OG0004436	XP_017789487.1	XP_035730356.1
OG0004437	XP_017798008.1	XP_035724802.1
OG0004438	XP_017797774.1	XP_035727371.1
OG0004439	XP_017789651.1	XP_035718572.1
OG0004440	XP_017797743.1	XP_035727370.1
OG0004441	XP_017797339.1	XP_035738273.1
OG0004442	XP_017797269.1	XP_035740372.1
OG0004443	XP_017796370.1	XP_035731329.1
OG0004444	XP_017798947.1	XP_035740096.1
OG0004445	XP_017788078.1	XP_035723788.1
OG0004446	XP_017793463.1, XP_017796221.1, XP_017791628.1	XP_035719324.1
OG0004447	XP_017788695.1	XP_035735179.1, XP_035735188.1
OG0004448	XP_017798462.1	XP_035728727.1
OG0004449	XP_017792703.1	XP_035743694.1
OG0004450	XP_017792811.1	XP_035727401.1
OG0004451	XP_017792411.1	XP_035725506.1
OG0004452	XP_017792795.1	XP_035731645.1
OG0004453	XP_017794451.1	XP_035720216.1
OG0004454	XP_017790611.1	XP_035736689.1
OG0004455	XP_017790682.1	XP_035727968.1
OG0004456	XP_017793200.1	XP_035719560.1
OG0004457	XP_017795468.1	XP_035736630.1
OG0004458	XP_017797495.1	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1
OG0004459	XP_017796903.1	XP_035731942.1
OG0004460	XP_017791981.1	XP_035721446.1
OG0004461	XP_017789840.1	XP_035718765.1
OG0004462	XP_017795037.1	XP_035722733.1
OG0004463	XP_017799357.1	XP_035721800.1
OG0004465	XP_017799224.1	XP_035726580.1
OG0004466	XP_017794611.1	XP_035732099.1
OG0004467	XP_017788133.1	XP_035737645.1
OG0004468	XP_017788156.1	XP_035734723.1
OG0004469	XP_017789289.1	XP_035725041.1
OG0004470	XP_017790112.1	XP_035744270.1
OG0004471	XP_017793629.1	XP_035730247.1
OG0004472	XP_017796952.1	XP_035727785.1
OG0004473	XP_017790966.1	XP_035733284.1
OG0004474	XP_017794725.1	XP_035725461.1
OG0004475	XP_017790521.1	XP_035743318.1
OG0004477	XP_017787782.1	XP_035718420.1, XP_035718418.1
OG0004478	XP_017797337.1	XP_035730715.1
OG0004479	XP_017789442.1	XP_035722946.1
OG0004480	XP_017796977.1	XP_035736483.1
OG0004481	XP_017795310.1	XP_035733454.1
OG0004483	XP_017793085.1	XP_035730996.1
OG0004484	XP_017788562.1	XP_035732547.1
OG0004485	XP_017789206.1	XP_035740480.1
OG0004486	XP_017799185.1	XP_035717168.1
OG0004487	XP_017797415.1	XP_035730145.1
OG0004488	XP_017795563.1	XP_035743589.1
OG0004489	XP_017794956.1	XP_035739350.1, XP_035739349.1
OG0004490	XP_017787918.1	XP_035725932.1
OG0004491	XP_017796168.1	XP_035744192.1
OG0004492	XP_017791009.1	XP_035744278.1
OG0004493	XP_017792730.1	XP_035743917.1
OG0004494	XP_017795440.1	XP_035742984.1, XP_035742982.1, XP_035742983.1
OG0004495	XP_017794404.1	XP_035740269.1
OG0004496	XP_017792520.1	XP_035728802.1
OG0004497	XP_017796214.1, XP_017795843.1	XP_035742527.1
OG0004498	XP_017793868.1, XP_017793917.1	XP_035738459.1
OG0004499	XP_017789570.1	XP_035726016.1
OG0004500	XP_017796654.1	XP_035717636.1, XP_035717647.1
OG0004501	XP_017788758.1	XP_035736381.1
OG0004502	XP_017793654.1	XP_035719188.1
OG0004503	XP_017792129.1	XP_035739249.1
OG0004504	XP_017792982.1	XP_035723438.1
OG0004505	XP_017789305.1	XP_035717360.1
OG0004506	XP_017788573.1	XP_035736812.1
OG0004507	XP_017799115.1	XP_035718493.1
OG0004508	XP_017795588.1	XP_035742525.1
OG0004509	XP_017794265.1	XP_035720458.1
OG0004510	XP_017796711.1	XP_035740791.1
OG0004511	XP_017797159.1	XP_035726964.1, XP_035726965.1, XP_035727102.1, XP_035727101.1
OG0004512	XP_017792770.1	XP_035738958.1
OG0004513	XP_017789540.1	XP_035743899.1
OG0004514	XP_017794189.1	XP_035718083.1
OG0004515	XP_017789426.1	XP_035723012.1
OG0004516	XP_017795684.1	XP_035719360.1
OG0004517	XP_017793206.1	XP_035733513.1
OG0004518	XP_017791075.1	XP_035739395.1, XP_035739400.1
OG0004519	XP_017790296.1	XP_035732781.1
OG0004520	XP_017795417.1	XP_035731589.1
OG0004521	XP_017797644.1	XP_035724029.1
OG0004522	XP_017798678.1	XP_035736624.1
OG0004524	XP_017788024.1	XP_035726861.1
OG0004525	XP_017794819.1	XP_035727535.1, XP_035727534.1
OG0004526	XP_017791406.1	XP_035725124.1
OG0004527	XP_017788044.1	XP_035741321.1
OG0004528	XP_017796558.1	XP_035732005.1
OG0004529	XP_017799166.1	XP_035725981.1
OG0004530	XP_017798156.1	XP_035732562.1
OG0004531	XP_017790214.1	XP_035743346.1
OG0004532	XP_017788235.1	XP_035722309.1
OG0004533	XP_017791144.1	XP_035724228.1
OG0004534	XP_017789347.1	XP_035744288.1
OG0004535	XP_017794461.1	XP_035720361.1
OG0004536	XP_017793930.1	XP_035728877.1
OG0004537	XP_017796944.1	XP_035727784.1, XP_035727783.1
OG0004538	XP_017796411.1	XP_035742290.1
OG0004539	XP_017789085.1	XP_035739489.1, XP_035739491.1, XP_035739492.1
OG0004540	XP_017798392.1	XP_035741431.1
OG0004541	XP_017795141.1	XP_035733690.1
OG0004542	XP_017797949.1	XP_035721472.1, XP_035721471.1
OG0004543	XP_017787856.1	XP_035725469.1
OG0004544	XP_017790845.1	XP_035728685.1
OG0004545	XP_017794965.1	XP_035720694.1
OG0004546	XP_017793165.1	XP_035717775.1
OG0004547	XP_017790808.1	XP_035734168.1
OG0004548	XP_017789497.1	XP_035718885.1
OG0004549	XP_017793684.1	XP_035734368.1
OG0004550	XP_017791401.1	XP_035723468.1, XP_035723469.1
OG0004551	XP_017794061.1	XP_035741618.1
OG0004552	XP_017790505.1	XP_035744247.1
OG0004553	XP_017794368.1	XP_035736693.1
OG0004554	XP_017788792.1	XP_035732265.1
OG0004555	XP_017792162.1, XP_017792161.1	XP_035719814.1
OG0004556	XP_017791090.1	XP_035729879.1
OG0004557	XP_017790607.1	XP_035718826.1
OG0004558	XP_017799425.1	XP_035739619.1, XP_035739618.1
OG0004559	XP_017793292.1	XP_035727085.1
OG0004560	XP_017794035.1	XP_035741070.1
OG0004561	XP_017792818.1	XP_035740066.1, XP_035740064.1, XP_035740065.1, XP_035740067.1
OG0004562	XP_017793312.1	XP_035734298.1
OG0004563	XP_017789456.1	XP_035738719.1, XP_035738720.1
OG0004564	XP_017794006.1	XP_035719074.1
OG0004565	XP_017787880.1	XP_035732967.1
OG0004566	XP_017792896.1	XP_035738102.1
OG0004567	XP_017799251.1	XP_035727965.1
OG0004568	XP_017794357.1	XP_035717632.1
OG0004569	XP_017789875.1	XP_035736598.1
OG0004570	XP_017792585.1	XP_035737834.1
OG0004571	XP_017790223.1	XP_035730160.1
OG0004572	XP_017788689.1, XP_017788690.1	XP_035739695.1
OG0004573	XP_017798842.1	XP_035725273.1
OG0004574	XP_017789169.1	XP_035723905.1
OG0004575	XP_017788934.1	XP_035736607.1, XP_035736617.1
OG0004576	XP_017791602.1	XP_035741448.1
OG0004577	XP_017791394.1	XP_035736948.1
OG0004578	XP_017788673.1	XP_035720316.1
OG0004579	XP_017798463.1	XP_035730305.1
OG0004580	XP_017793313.1	XP_035726989.1
OG0004581	XP_017795244.1	XP_035718126.1, XP_035718127.1
OG0004582	XP_017791333.1	XP_035741597.1
OG0004583	XP_017796659.1	XP_035724342.1
OG0004584	XP_017791841.1	XP_035729436.1
OG0004585	XP_017787808.1	XP_035729318.1
OG0004586	XP_017791601.1	XP_035738140.1
OG0004587	XP_017789628.1, XP_017789630.1	XP_035726854.1
OG0004588	XP_017794452.1	XP_035728451.1
OG0004589	XP_017790782.1	XP_035719652.1
OG0004590	XP_017796473.1	XP_035742345.1, XP_035722158.1
OG0004591	XP_017795353.1	XP_035735119.1
OG0004592	XP_017799405.1	XP_035736298.1
OG0004593	XP_017792337.1	XP_035742710.1
OG0004594	XP_017795293.1	XP_035719938.1
OG0004595	XP_017790335.1	XP_035721189.1
OG0004596	XP_017787540.1	XP_035742046.1
OG0004597	XP_017792854.1	XP_035717976.1, XP_035717977.1
OG0004598	XP_017787527.1	XP_035735382.1
OG0004599	XP_017799466.1	XP_035727075.1
OG0004600	XP_017794352.1	XP_035740811.1
OG0004601	XP_017789436.1	XP_035740893.1
OG0004602	XP_017789458.1	XP_035736782.1
OG0004603	XP_017788935.1	XP_035717614.1
OG0004604	XP_017788635.1	XP_035720859.1
OG0004605	XP_017789275.1	XP_035739965.1
OG0004606	XP_017793043.1	XP_035732368.1
OG0004607	XP_017791554.1	XP_035728820.1
OG0004608	XP_017795965.1	XP_035734170.1
OG0004609	XP_017789240.1	XP_035725020.1
OG0004610	XP_017795747.1	XP_035717927.1
OG0004611	XP_017795670.1	XP_035741076.1
OG0004612	XP_017795625.1	XP_035719083.1, XP_035719085.1
OG0004613	XP_017794209.1	XP_035724113.1
OG0004614	XP_017796153.1	XP_035719307.1, XP_035719306.1
OG0004615	XP_017792404.1	XP_035737103.1
OG0004616	XP_017796869.1, XP_017796871.1	XP_035728362.1
OG0004617	XP_017792744.1	XP_035743838.1
OG0004618	XP_017799093.1	XP_035718821.1
OG0004619	XP_017791231.1	XP_035742052.1
OG0004620	XP_017788595.1	XP_035738675.1, XP_035738677.1, XP_035738676.1
OG0004621	XP_017798213.1	XP_035731421.1
OG0004622	XP_017792519.1	XP_035728803.1
OG0004623	XP_017789094.1	XP_035726328.1
OG0004624	XP_017793095.1	XP_035727176.1
OG0004625	XP_017796477.1	XP_035739078.1
OG0004626	XP_017797912.1	XP_035729568.1
OG0004627	XP_017789541.1	XP_035717167.1
OG0004628	XP_017795735.1	XP_035738020.1
OG0004629	XP_017788856.1	XP_035733675.1
OG0004630	XP_017790174.1	XP_035727858.1
OG0004631	XP_017798499.1	XP_035739954.1
OG0004632	XP_017792358.1	XP_035743522.1
OG0004633	XP_017797935.1	XP_035741518.1
OG0004634	XP_017793077.1	XP_035730945.1
OG0004635	XP_017789812.1	XP_035719578.1
OG0004636	XP_017797165.1	XP_035744257.1
OG0004637	XP_017793732.1, XP_017787721.1	XP_035732305.1
OG0004638	XP_017789427.1	XP_035722884.1
OG0004639	XP_017796390.1	XP_035738909.1
OG0004640	XP_017795259.1	XP_035724814.1
OG0004641	XP_017791212.1	XP_035721024.1
OG0004642	XP_017798902.1, XP_017794419.1	XP_035737517.1
OG0004643	XP_017796267.1	XP_035743049.1, XP_035742918.1
OG0004644	XP_017796291.1	XP_035726031.1
OG0004645	XP_017794540.1	XP_035726653.1
OG0004646	XP_017791374.1	XP_035726393.1
OG0004647	XP_017794770.1	XP_035729392.1
OG0004648	XP_017797326.1	XP_035734993.1
OG0004649	XP_017790737.1	XP_035732704.1
OG0004650	XP_017797305.1	XP_035726684.1
OG0004651	XP_017791939.1	XP_035723342.1
OG0004652	XP_017788027.1	XP_035735987.1
OG0004653	XP_017798024.1	XP_035740333.1
OG0004654	XP_017796639.1	XP_035740642.1
OG0004655	XP_017793376.1	XP_035719255.1
OG0004656	XP_017791050.1	XP_035743716.1
OG0004657	XP_017793605.1, XP_017793606.1	XP_035732921.1
OG0004658	XP_017788256.1	XP_035728660.1, XP_035728662.1
OG0004659	XP_017794538.1	XP_035740562.1
OG0004660	XP_017787801.1	XP_035740972.1
OG0004661	XP_017795649.1	XP_035743433.1, XP_035743435.1
OG0004662	XP_017795034.1	XP_035719933.1
OG0004663	XP_017791812.1	XP_035737078.1
OG0004665	XP_017798709.1	XP_035735797.1
OG0004666	XP_017791656.1	XP_035723315.1
OG0004667	XP_017791505.1	XP_035725205.1
OG0004668	XP_017796888.1	XP_035731607.1
OG0004669	XP_017795415.1	XP_035729502.1
OG0004670	XP_017795169.1	XP_035740208.1
OG0004671	XP_017798994.1	XP_035736860.1
OG0004672	XP_017789093.1	XP_035740059.1
OG0004673	XP_017795768.1	XP_035719840.1, XP_035719839.1, XP_035719838.1
OG0004674	XP_017795122.1	XP_035725941.1
OG0004676	XP_017787546.1	XP_035731558.1
OG0004677	XP_017788219.1	XP_035733537.1
OG0004678	XP_017795055.1	XP_035726917.1
OG0004679	XP_017795144.1	XP_035719462.1
OG0004681	XP_017796887.1	XP_035740527.1
OG0004682	XP_017796187.1	XP_035719126.1, XP_035719129.1
OG0004683	XP_017796066.1	XP_035718631.1
OG0004684	XP_017789543.1	XP_035717544.1
OG0004685	XP_017787483.1	XP_035740395.1
OG0004686	XP_017788591.1	XP_035741490.1
OG0004687	XP_017797626.1	XP_035732077.1
OG0004688	XP_017796743.1	XP_035717692.1
OG0004689	XP_017790931.1	XP_035725207.1
OG0004690	XP_017798282.1	XP_035732918.1
OG0004691	XP_017798540.1	XP_035742252.1
OG0004692	XP_017798705.1, XP_017798946.1	XP_035742270.1
OG0004693	XP_017799265.1	XP_035732980.1, XP_035732979.1, XP_035732978.1
OG0004695	XP_017792651.1	XP_035741903.1
OG0004696	XP_017797375.1	XP_035738754.1
OG0004698	XP_017794576.1	XP_035736973.1, XP_035736974.1
OG0004699	XP_017791826.1	XP_035733184.1
OG0004700	XP_017788650.1	XP_035736054.1
OG0004701	XP_017789990.1	XP_035734610.1
OG0004702	XP_017796576.1	XP_035724891.1
OG0004703	XP_017793582.1	XP_035739091.1
OG0004704	XP_017795432.1	XP_035741705.1, XP_035741703.1
OG0004705	XP_017797432.1	XP_035723297.1
OG0004707	XP_017792163.1	XP_035734475.1
OG0004708	XP_017790828.1	XP_035730752.1
OG0004709	XP_017798359.1	XP_035723993.1
OG0004711	XP_017792715.1	XP_035743912.1
OG0004712	XP_017790974.1	XP_035730444.1
OG0004713	XP_017793451.1	XP_035744151.1
OG0004714	XP_017791073.1	XP_035737855.1
OG0004715	XP_017799247.1	XP_035718069.1
