Orthogroup	Habropoda_laboriosa	Nomia_melanderi
OG0003175	XP_017797384.1	XP_031836619.1
OG0003176	XP_017794601.1	XP_031837451.1
OG0003177	XP_017794484.1	XP_031847052.1, XP_031847053.1
OG0003178	XP_017797402.1	XP_031838481.1
OG0003179	XP_017792308.1	XP_031840496.1, XP_031840497.1
OG0003180	XP_017790341.1	XP_031831565.1
OG0003181	XP_017789082.1	XP_031838877.1, XP_031838876.1, XP_031838875.1, XP_031838874.1
OG0003182	XP_017788317.1	XP_031832539.1
OG0003183	XP_017787575.1	XP_031827460.1
OG0003184	XP_017787996.1	XP_031829592.1
OG0003185	XP_017794219.1	XP_031839090.1
OG0003186	XP_017796991.1	XP_031841739.1
OG0003187	XP_017794359.1	XP_031835315.1
OG0003188	XP_017795409.1	XP_031830697.1
OG0003189	XP_017788728.1	XP_031835966.1
OG0003190	XP_017788411.1	XP_031850372.1
OG0003191	XP_017793817.1	XP_031850539.1
OG0003192	XP_017792678.1	XP_031839545.1, XP_031839546.1
OG0003193	XP_017795492.1	XP_031830872.1
OG0003195	XP_017796668.1	XP_031847324.1, XP_031847326.1
OG0003196	XP_017794721.1	XP_031837393.1
OG0003197	XP_017789665.1	XP_031842115.1
OG0003198	XP_017787763.1	XP_031834609.1, XP_031834607.1
OG0003199	XP_017797629.1	XP_031834366.1
OG0003201	XP_017795676.1	XP_031826619.1
OG0003202	XP_017797299.1	XP_031843298.1
OG0003203	XP_017788663.1	XP_031833380.1, XP_031833379.1
OG0003204	XP_017799126.1	XP_031846817.1
OG0003205	XP_017788831.1	XP_031844375.1
OG0003206	XP_017794781.1	XP_031844767.1
OG0003207	XP_017795193.1	XP_031835017.1
OG0003208	XP_017794471.1	XP_031834503.1
OG0003209	XP_017794908.1	XP_031826975.1, XP_031826980.1
OG0003210	XP_017788327.1	XP_031837468.1
OG0003211	XP_017795283.1	XP_031837913.1
OG0003212	XP_017790471.1	XP_031839584.1
OG0003213	XP_017788733.1, XP_017788736.1	XP_031836012.1
OG0003214	XP_017793156.1	XP_031850150.1
OG0003215	XP_017793444.1	XP_031835625.1
OG0003217	XP_017793718.1	XP_031838934.1
OG0003219	XP_017788798.1	XP_031832350.1
OG0003220	XP_017793010.1, XP_017793011.1	XP_031835667.1, XP_031835668.1
OG0003221	XP_017790948.1	XP_031835225.1, XP_031835227.1, XP_031835226.1
OG0003222	XP_017795333.1	XP_031848238.1
OG0003223	XP_017788861.1	XP_031835960.1
OG0003224	XP_017795679.1	XP_031836946.1, XP_031836943.1, XP_031836942.1, XP_031836945.1
OG0003225	XP_017790840.1, XP_017790839.1	XP_031833503.1, XP_031833504.1
OG0003226	XP_017798494.1	XP_031832993.1
OG0003227	XP_017788000.1	XP_031833041.1
OG0003228	XP_017794495.1	XP_031849868.1, XP_031849867.1
OG0003229	XP_017798387.1	XP_031826762.1, XP_031826766.1, XP_031826765.1, XP_031826767.1, XP_031826763.1, XP_031826764.1
OG0003230	XP_017795470.1	XP_031830474.1
OG0003231	XP_017794718.1	XP_031837870.1
OG0003232	XP_017793019.1	XP_031835509.1, XP_031835508.1, XP_031835510.1
OG0003234	XP_017788970.1	XP_031848780.1
OG0003235	XP_017793911.1	XP_031825876.1
OG0003236	XP_017799146.1	XP_031847163.1
OG0003237	XP_017795281.1	XP_031834425.1
OG0003238	XP_017795240.1	XP_031834297.1, XP_031834290.1
OG0003240	XP_017788606.1	XP_031838131.1
OG0003241	XP_017796543.1	XP_031839885.1
OG0003242	XP_017791365.1	XP_031837847.1, XP_031837851.1, XP_031837849.1, XP_031837850.1
OG0003243	XP_017792271.1	XP_031843881.1
OG0003244	XP_017799001.1	XP_031839265.1
OG0003245	XP_017790265.1	XP_031838491.1
OG0003246	XP_017787627.1	XP_031827593.1
OG0003247	XP_017789861.1	XP_031827704.1
OG0003248	XP_017794123.1	XP_031843781.1, XP_031843729.1
OG0003249	XP_017790632.1	XP_031825585.1
OG0003251	XP_017790458.1	XP_031839645.1
OG0003252	XP_017797019.1	XP_031850157.1
OG0003253	XP_017791108.1, XP_017790449.1	XP_031826174.1
OG0003254	XP_017789284.1	XP_031850297.1, XP_031850296.1
OG0003255	XP_017793944.1, XP_017793852.1	XP_031831101.1
OG0003256	XP_017793972.1	XP_031830066.1
OG0003257	XP_017799110.1	XP_031839323.1, XP_031839326.1
OG0003258	XP_017794088.1	XP_031829960.1, XP_031829957.1, XP_031829958.1, XP_031829959.1
OG0003259	XP_017793967.1	XP_031830355.1
OG0003262	XP_017795660.1	XP_031846188.1, XP_031846187.1
OG0003263	XP_017789984.1	XP_031828480.1
OG0003264	XP_017798580.1	XP_031833035.1
OG0003265	XP_017798438.1	XP_031843450.1, XP_031843449.1
OG0003266	XP_017798182.1	XP_031829297.1
OG0003267	XP_017790826.1	XP_031831606.1, XP_031831608.1
OG0003268	XP_017793730.1	XP_031836644.1, XP_031836641.1
OG0003269	XP_017799210.1	XP_031848475.1
OG0003270	XP_017790235.1	XP_031831148.1
OG0003271	XP_017798873.1	XP_031838301.1
OG0003272	XP_017791709.1	XP_031848293.1
OG0003273	XP_017795582.1	XP_031838492.1
OG0003274	XP_017791938.1	XP_031833813.1
OG0003275	XP_017788686.1	XP_031828981.1
OG0003276	XP_017788352.1	XP_031839568.1
OG0003277	XP_017795421.1	XP_031834095.1
OG0003278	XP_017790950.1	XP_031846105.1
OG0003279	XP_017792374.1	XP_031826639.1
OG0003280	XP_017793706.1	XP_031833543.1
OG0003281	XP_017788863.1	XP_031827723.1
OG0003282	XP_017793413.1	XP_031847718.1
OG0003283	XP_017788614.1	XP_031837875.1
OG0003284	XP_017794225.1	XP_031827913.1, XP_031827915.1, XP_031827914.1
OG0003285	XP_017794591.1	XP_031829148.1
OG0003286	XP_017789625.1	XP_031829825.1
OG0003287	XP_017797207.1	XP_031842411.1
OG0003288	XP_017790789.1	XP_031825624.1
OG0003289	XP_017799541.1	XP_031830121.1
OG0003290	XP_017797472.1	XP_031847142.1
OG0003291	XP_017788812.1	XP_031840057.1
OG0003292	XP_017788228.1	XP_031827912.1
OG0003293	XP_017790816.1	XP_031833626.1
OG0003294	XP_017788105.1, XP_017788104.1	XP_031848338.1
OG0003295	XP_017792237.1	XP_031825967.1
OG0003296	XP_017789820.1	XP_031830729.1
OG0003297	XP_017792382.1	XP_031826264.1
OG0003298	XP_017795212.1	XP_031840236.1
OG0003299	XP_017798238.1	XP_031845365.1, XP_031845366.1
OG0003300	XP_017798221.1	XP_031829292.1
OG0003301	XP_017793170.1	XP_031826436.1, XP_031826438.1
OG0003302	XP_017798524.1	XP_031832683.1
OG0003303	XP_017791381.1	XP_031827622.1
OG0003304	XP_017796892.1	XP_031833314.1
OG0003305	XP_017787437.1, XP_017787436.1	XP_031830239.1
OG0003306	XP_017795946.1	XP_031834579.1
OG0003307	XP_017789750.1	XP_031831025.1
OG0003308	XP_017794953.1	XP_031827370.1
OG0003309	XP_017794384.1	XP_031839441.1
OG0003311	XP_017796170.1	XP_031850580.1
OG0003313	XP_017788778.1	XP_031835971.1
OG0003314	XP_017795554.1	XP_031829035.1
OG0003315	XP_017788886.1	XP_031840058.1
OG0003316	XP_017793865.1	XP_031825879.1
OG0003317	XP_017796890.1	XP_031826131.1, XP_031826127.1, XP_031826126.1, XP_031833342.1
OG0003318	XP_017797615.1	XP_031836713.1, XP_031836715.1, XP_031836714.1
OG0003319	XP_017789181.1	XP_031849136.1
OG0003320	XP_017789794.1	XP_031835900.1
OG0003321	XP_017789517.1	XP_031844125.1
OG0003322	XP_017787899.1	XP_031847713.1
OG0003323	XP_017793861.1	XP_031825901.1, XP_031825900.1, XP_031825899.1
OG0003324	XP_017791930.1	XP_031836313.1
OG0003325	XP_017790354.1	XP_031834328.1, XP_031834318.1
OG0003326	XP_017795979.1	XP_031834573.1, XP_031834574.1
OG0003327	XP_017788127.1	XP_031844277.1
OG0003328	XP_017791382.1	XP_031845515.1
OG0003329	XP_017791773.1	XP_031843645.1
OG0003330	XP_017794797.1	XP_031842541.1, XP_031842542.1
OG0003331	XP_017797278.1, XP_017797281.1	XP_031845168.1
OG0003332	XP_017790173.1	XP_031841821.1
OG0003333	XP_017794262.1	XP_031827894.1
OG0003334	XP_017789375.1	XP_031835904.1
OG0003335	XP_017787607.1	XP_031827453.1, XP_031827451.1, XP_031827450.1, XP_031827454.1, XP_031827455.1
OG0003336	XP_017790435.1	XP_031838401.1, XP_031838400.1, XP_031838402.1
OG0003337	XP_017791572.1	XP_031838940.1
OG0003339	XP_017790463.1	XP_031833966.1
OG0003340	XP_017793305.1	XP_031828855.1, XP_031828854.1
OG0003341	XP_017789926.1	XP_031833293.1
OG0003342	XP_017798776.1	XP_031845939.1, XP_031845940.1, XP_031845937.1, XP_031845941.1
OG0003343	XP_017796322.1	XP_031829455.1
OG0003345	XP_017790267.1	XP_031838586.1, XP_031838585.1
OG0003346	XP_017792778.1	XP_031827027.1
OG0003347	XP_017797187.1	XP_031834506.1
OG0003348	XP_017795623.1	XP_031846732.1, XP_031846731.1, XP_031846734.1, XP_031846733.1
OG0003349	XP_017794166.1	XP_031828110.1, XP_031828111.1
OG0003350	XP_017790719.1	XP_031833462.1
OG0003351	XP_017791557.1	XP_031831008.1
OG0003352	XP_017798565.1	XP_031836484.1
OG0003353	XP_017790752.1	XP_031838092.1
OG0003354	XP_017795430.1	XP_031830482.1
OG0003355	XP_017797315.1	XP_031837732.1
OG0003356	XP_017798378.1	XP_031827057.1
OG0003357	XP_017796093.1	XP_031833552.1, XP_031833553.1
OG0003358	XP_017789454.1	XP_031840866.1
OG0003359	XP_017789077.1	XP_031838647.1
OG0003360	XP_017788358.1	XP_031832576.1
OG0003361	XP_017793201.1	XP_031846180.1
OG0003362	XP_017790269.1	XP_031838581.1
OG0003363	XP_017794467.1	XP_031834545.1
OG0003364	XP_017790647.1	XP_031847954.1
OG0003365	XP_017788175.1	XP_031844652.1
OG0003366	XP_017799426.1	XP_031838345.1
OG0003367	XP_017791807.1	XP_031843024.1
OG0003368	XP_017797554.1	XP_031829074.1, XP_031829073.1
OG0003369	XP_017790666.1	XP_031825468.1
OG0003370	XP_017796445.1	XP_031831102.1
OG0003371	XP_017788826.1	XP_031847618.1
OG0003372	XP_017791722.1	XP_031844503.1, XP_031844504.1, XP_031844502.1, XP_031844505.1
OG0003373	XP_017787496.1	XP_031830196.1
OG0003374	XP_017788664.1	XP_031846629.1
OG0003375	XP_017791237.1	XP_031830386.1
OG0003376	XP_017788267.1	XP_031839623.1, XP_031839625.1, XP_031839624.1, XP_031839626.1, XP_031839627.1
OG0003377	XP_017791729.1	XP_031840766.1
OG0003378	XP_017794901.1	XP_031827098.1
OG0003379	XP_017788923.1	XP_031835956.1
OG0003380	XP_017794894.1	XP_031827285.1
OG0003381	XP_017790470.1, XP_017790469.1, XP_017790468.1, XP_017790466.1	XP_031846333.1
OG0003382	XP_017795123.1	XP_031844839.1
OG0003383	XP_017797764.1	XP_031837328.1
OG0003384	XP_017788779.1	XP_031832375.1
OG0003385	XP_017798995.1	XP_031839259.1, XP_031839257.1
OG0003386	XP_017798693.1	XP_031832821.1
OG0003387	XP_017788270.1	XP_031840000.1
OG0003388	XP_017788920.1	XP_031847686.1
OG0003389	XP_017798907.1	XP_031832237.1
OG0003390	XP_017787539.1	XP_031826455.1
OG0003391	XP_017788533.1	XP_031837949.1
OG0003392	XP_017787419.1	XP_031825771.1
OG0003393	XP_017790319.1	XP_031831768.1
OG0003394	XP_017788364.1	XP_031849679.1
OG0003395	XP_017794780.1	XP_031834584.1
OG0003396	XP_017788846.1	XP_031827756.1
OG0003397	XP_017787659.1	XP_031825707.1
OG0003398	XP_017792003.1	XP_031837772.1
OG0003399	XP_017788667.1	XP_031846645.1
OG0003400	XP_017788236.1	XP_031844482.1, XP_031844483.1
OG0003401	XP_017795827.1, XP_017795825.1, XP_017795826.1	XP_031840262.1
OG0003402	XP_017796766.1	XP_031832903.1
OG0003403	XP_017793033.1	XP_031835440.1
OG0003404	XP_017788489.1	XP_031841004.1
OG0003405	XP_017796485.1	XP_031839890.1
OG0003406	XP_017798057.1	XP_031845238.1
OG0003407	XP_017794674.1	XP_031828689.1
OG0003408	XP_017795262.1	XP_031846129.1
OG0003409	XP_017796899.1	XP_031828927.1
OG0003410	XP_017790895.1	XP_031835101.1, XP_031835102.1
OG0003411	XP_017799169.1	XP_031847116.1
OG0003412	XP_017792326.1	XP_031826000.1
OG0003413	XP_017794464.1	XP_031834729.1
OG0003414	XP_017794924.1	XP_031827287.1
OG0003415	XP_017797412.1	XP_031838277.1
OG0003416	XP_017787999.1	XP_031833040.1
OG0003417	XP_017797884.1	XP_031828656.1, XP_031828662.1
OG0003419	XP_017793420.1	XP_031849176.1
OG0003420	XP_017796900.1	XP_031829285.1, XP_031829283.1, XP_031829284.1
OG0003421	XP_017798871.1	XP_031848491.1
OG0003422	XP_017793639.1	XP_031831553.1
OG0003423	XP_017788940.1	XP_031841028.1
OG0003424	XP_017792060.1	XP_031847862.1
OG0003425	XP_017789578.1	XP_031828612.1
OG0003426	XP_017790516.1	XP_031834226.1
OG0003427	XP_017797634.1	XP_031836534.1
OG0003428	XP_017798376.1	XP_031826927.1
OG0003430	XP_017793741.1	XP_031834178.1
OG0003431	XP_017787704.1	XP_031849936.1
OG0003432	XP_017798872.1	XP_031838377.1
OG0003433	XP_017790305.1	XP_031831561.1
OG0003434	XP_017788155.1	XP_031844580.1
OG0003435	XP_017792263.1	XP_031826077.1
OG0003436	XP_017790315.1	XP_031831619.1
OG0003437	XP_017797398.1	XP_031849073.1
OG0003438	XP_017793681.1	XP_031833676.1
OG0003439	XP_017799540.1	XP_031830476.1, XP_031831341.1
OG0003441	XP_017791927.1	XP_031845254.1
OG0003442	XP_017795564.1	XP_031849988.1
OG0003443	XP_017791983.1	XP_031845587.1
OG0003444	XP_017795763.1	XP_031836226.1
OG0003445	XP_017794816.1	XP_031829238.1
OG0003446	XP_017790194.1	XP_031828637.1
OG0003447	XP_017794715.1	XP_031837945.1
OG0003448	XP_017792056.1	XP_031826367.1
OG0003449	XP_017787805.1	XP_031846720.1
OG0003450	XP_017788064.1	XP_031844676.1
OG0003451	XP_017795951.1	XP_031835745.1
OG0003452	XP_017795731.1	XP_031841143.1, XP_031841152.1
OG0003453	XP_017797435.1	XP_031836524.1
OG0003454	XP_017788570.1	XP_031837970.1
OG0003455	XP_017798830.1	XP_031831926.1
OG0003456	XP_017794613.1	XP_031847055.1
OG0003457	XP_017789662.1	XP_031828628.1, XP_031828629.1, XP_031828627.1
OG0003458	XP_017794751.1	XP_031842884.1
OG0003459	XP_017794519.1	XP_031842105.1
OG0003460	XP_017787896.1	XP_031836181.1
OG0003461	XP_017798754.1	XP_031832675.1
OG0003462	XP_017795538.1	XP_031838449.1
OG0003463	XP_017791580.1	XP_031830905.1
OG0003464	XP_017799077.1	XP_031839157.1, XP_031839158.1
OG0003465	XP_017798401.1	XP_031827266.1
OG0003466	XP_017794045.1	XP_031829652.1
OG0003467	XP_017790107.1	XP_031831987.1, XP_031831989.1, XP_031831988.1
OG0003468	XP_017787597.1	XP_031841529.1
OG0003469	XP_017790654.1	XP_031825268.1
OG0003471	XP_017790104.1	XP_031832235.1
OG0003472	XP_017788054.1	XP_031848342.1
OG0003473	XP_017793049.1	XP_031850215.1
OG0003474	XP_017796960.1	XP_031842432.1
OG0003475	XP_017795085.1	XP_031840064.1
OG0003477	XP_017793953.1, XP_017793951.1	XP_031831003.1
OG0003478	XP_017799569.1	XP_031829687.1, XP_031829688.1
OG0003479	XP_017795491.1	XP_031830873.1
OG0003480	XP_017798393.1	XP_031843440.1
OG0003481	XP_017790114.1	XP_031845503.1
OG0003482	XP_017789130.1	XP_031846783.1
OG0003483	XP_017796022.1, XP_017796021.1	XP_031833648.1
OG0003484	XP_017797622.1	XP_031836703.1
OG0003485	XP_017795377.1	XP_031831273.1
OG0003486	XP_017792686.1	XP_031844988.1
OG0003487	XP_017794076.1	XP_031830361.1
OG0003488	XP_017792124.1	XP_031825651.1, XP_031825652.1
OG0003489	XP_017798944.1	XP_031847109.1
OG0003490	XP_017791182.1	XP_031830033.1
OG0003491	XP_017792048.1	XP_031828986.1
OG0003492	XP_017790116.1	XP_031832180.1
OG0003493	XP_017793401.1	XP_031835572.1, XP_031835571.1
OG0003494	XP_017792036.1	XP_031846664.1, XP_031846666.1
OG0003495	XP_017796624.1	XP_031842590.1
OG0003496	XP_017792069.1	XP_031840629.1
OG0003497	XP_017799151.1	XP_031846896.1
OG0003498	XP_017796017.1	XP_031844034.1
OG0003499	XP_017787932.1	XP_031836029.1
OG0003500	XP_017797555.1	XP_031828819.1
OG0003501	XP_017790410.1	XP_031838392.1
OG0003502	XP_017795678.1	XP_031836941.1
OG0003503	XP_017788163.1	XP_031848337.1, XP_031848336.1
OG0003504	XP_017794861.1	XP_031825417.1
OG0003506	XP_017794477.1	XP_031831598.1
OG0003507	XP_017797779.1	XP_031837089.1
OG0003508	XP_017789276.1	XP_031849753.1, XP_031849752.1
OG0003509	XP_017787815.1	XP_031839680.1, XP_031839686.1
OG0003510	XP_017799249.1	XP_031839478.1, XP_031839473.1
OG0003511	XP_017795697.1	XP_031849957.1
OG0003512	XP_017797422.1	XP_031836589.1, XP_031836590.1, XP_031836588.1
OG0003513	XP_017789621.1	XP_031825927.1
OG0003514	XP_017791058.1	XP_031842313.1
OG0003515	XP_017790849.1	XP_031825516.1
OG0003517	XP_017792974.1	XP_031835665.1
OG0003518	XP_017793465.1	XP_031835604.1, XP_031835605.1
OG0003519	XP_017799607.1	XP_031827083.1
OG0003520	XP_017792648.1	XP_031834530.1
OG0003521	XP_017791759.1, XP_017791756.1	XP_031835304.1
OG0003522	XP_017792743.1	XP_031829672.1
OG0003523	XP_017796940.1	XP_031829151.1
OG0003524	XP_017793984.1	XP_031830366.1
OG0003525	XP_017797416.1	XP_031836565.1
OG0003526	XP_017797771.1	XP_031833107.1
OG0003527	XP_017797073.1	XP_031846133.1
OG0003528	XP_017788010.1	XP_031848674.1
OG0003529	XP_017796368.1, XP_017796369.1	XP_031840998.1
OG0003530	XP_017791870.1	XP_031843040.1
OG0003532	XP_017791378.1	XP_031827092.1
OG0003533	XP_017789697.1	XP_031828891.1
OG0003534	XP_017796338.1	XP_031844819.1
OG0003535	XP_017795507.1	XP_031848149.1
OG0003536	XP_017794520.1	XP_031842011.1, XP_031842001.1
OG0003537	XP_017788502.1	XP_031836358.1
OG0003538	XP_017794337.1	XP_031839240.1
OG0003539	XP_017799287.1	XP_031846798.1, XP_031846800.1, XP_031846799.1
OG0003540	XP_017796972.1	XP_031834346.1
OG0003541	XP_017793446.1	XP_031835401.1
OG0003542	XP_017791988.1	XP_031845642.1
OG0003543	XP_017796516.1	XP_031839908.1
OG0003544	XP_017787531.1	XP_031850210.1, XP_031850201.1
OG0003545	XP_017788911.1	XP_031832360.1
OG0003546	XP_017794575.1	XP_031837549.1
OG0003547	XP_017788418.1	XP_031833416.1
OG0003549	XP_017790138.1	XP_031830602.1
OG0003550	XP_017791984.1	XP_031845640.1
OG0003551	XP_017797765.1	XP_031836978.1
OG0003552	XP_017792681.1, XP_017792679.1, XP_017792680.1	XP_031847272.1
OG0003553	XP_017793904.1	XP_031830779.1
OG0003554	XP_017797957.1	XP_031829843.1
OG0003556	XP_017791171.1	XP_031830038.1, XP_031830037.1
OG0003557	XP_017795196.1	XP_031831373.1, XP_031831374.1
OG0003558	XP_017790263.1	XP_031849965.1
OG0003559	XP_017797674.1	XP_031837776.1
OG0003560	XP_017796231.1	XP_031846068.1
OG0003561	XP_017798605.1	XP_031845952.1
OG0003563	XP_017788284.1	XP_031846838.1, XP_031846834.1
OG0003564	XP_017788793.1	XP_031827751.1
OG0003565	XP_017787823.1	XP_031826440.1
OG0003566	XP_017797738.1	XP_031829641.1
OG0003567	XP_017788638.1	XP_031843377.1, XP_031845655.1
OG0003568	XP_017793492.1	XP_031850127.1
OG0003569	XP_017793411.1	XP_031843733.1
OG0003570	XP_017798646.1	XP_031845873.1
OG0003571	XP_017799439.1, XP_017799445.1	XP_031825735.1
OG0003572	XP_017794779.1, XP_017794778.1	XP_031842692.1
OG0003573	XP_017797262.1	XP_031845027.1
OG0003574	XP_017790861.1	XP_031835030.1, XP_031835029.1
OG0003575	XP_017787923.1	XP_031836154.1
OG0003576	XP_017792082.1	XP_031845493.1
OG0003577	XP_017792328.1, XP_017792336.1	XP_031843818.1, XP_031843820.1
OG0003578	XP_017796417.1	XP_031839955.1
OG0003579	XP_017794545.1	XP_031841954.1
OG0003580	XP_017799553.1, XP_017799557.1, XP_017799556.1, XP_017799554.1	XP_031832694.1
OG0003581	XP_017796111.1	XP_031836458.1
OG0003582	XP_017797916.1	XP_031839630.1, XP_031839631.1
OG0003583	XP_017796172.1	XP_031840887.1
OG0003584	XP_017794121.1	XP_031829943.1
OG0003585	XP_017791762.1	XP_031835068.1
OG0003586	XP_017797223.1	XP_031845110.1, XP_031845111.1
OG0003587	XP_017788539.1	XP_031837822.1
OG0003588	XP_017796800.1	XP_031833819.1
OG0003589	XP_017797456.1	XP_031848547.1
OG0003591	XP_017796230.1	XP_031833257.1
OG0003592	XP_017787728.1, XP_017787732.1	XP_031836730.1
OG0003593	XP_017789095.1	XP_031849132.1
OG0003595	XP_017792705.1	XP_031826335.1
OG0003596	XP_017790106.1	XP_031832037.1
OG0003597	XP_017796371.1	XP_031850351.1
OG0003598	XP_017795291.1	XP_031837644.1
OG0003599	XP_017791085.1	XP_031835283.1
OG0003600	XP_017797496.1	XP_031848535.1
OG0003601	XP_017792131.1	XP_031825426.1
OG0003603	XP_017793431.1	XP_031835598.1
OG0003604	XP_017792460.1	XP_031841720.1
OG0003605	XP_017787843.1	XP_031826271.1
OG0003606	XP_017795062.1	XP_031849352.1
OG0003607	XP_017794180.1	XP_031827838.1
OG0003608	XP_017798106.1	XP_031845240.1, XP_031845239.1
OG0003609	XP_017789920.1	XP_031848096.1
OG0003610	XP_017788145.1	XP_031844268.1, XP_031844267.1
OG0003611	XP_017793037.1	XP_031835730.1
OG0003612	XP_017796585.1	XP_031842577.1
OG0003613	XP_017789449.1	XP_031849519.1
OG0003614	XP_017788473.1	XP_031849601.1, XP_031849599.1, XP_031849600.1
OG0003615	XP_017790716.1	XP_031833358.1
OG0003616	XP_017789288.1	XP_031849401.1, XP_031849403.1, XP_031849397.1, XP_031849398.1, XP_031849399.1, XP_031849400.1
OG0003617	XP_017792785.1	XP_031848898.1
OG0003618	XP_017789709.1	XP_031836799.1, XP_031836798.1
OG0003619	XP_017792190.1	XP_031843878.1
OG0003620	XP_017796323.1	XP_031845094.1
OG0003621	XP_017797968.1	XP_031841073.1
OG0003622	XP_017798421.1	XP_031827258.1
OG0003622	XP_017798308.1	XP_031827063.1
OG0003623	XP_017792227.1	XP_031826644.1
OG0003624	XP_017798102.1	XP_031829343.1
OG0003625	XP_017794632.1	XP_031828507.1
OG0003626	XP_017796698.1	XP_031842734.1
OG0003627	XP_017799490.1	XP_031848333.1
OG0003628	XP_017793753.1	XP_031840082.1
OG0003629	XP_017791869.1	XP_031843191.1
OG0003630	XP_017787433.1	XP_031829676.1
OG0003631	XP_017796143.1	XP_031844287.1
OG0003632	XP_017799583.1	XP_031837889.1
OG0003633	XP_017796041.1	XP_031846136.1
OG0003634	XP_017792660.1	XP_031829708.1, XP_031829709.1
OG0003635	XP_017789096.1	XP_031847932.1
OG0003636	XP_017788830.1	XP_031827818.1, XP_031827817.1
OG0003637	XP_017790528.1	XP_031839719.1
OG0003638	XP_017789631.1	XP_031831109.1
OG0003639	XP_017792888.1	XP_031849793.1
OG0003640	XP_017793504.1	XP_031835747.1
OG0003641	XP_017793964.1	XP_031830226.1
OG0003642	XP_017793415.1	XP_031830213.1
OG0003643	XP_017788721.1	XP_031832365.1
OG0003644	XP_017798492.1	XP_031832715.1
OG0003645	XP_017788081.1	XP_031844536.1
OG0003646	XP_017798476.1	XP_031838186.1
OG0003647	XP_017789342.1	XP_031849522.1
OG0003648	XP_017788007.1	XP_031832932.1
OG0003649	XP_017794821.1	XP_031841669.1
OG0003650	XP_017788086.1	XP_031844666.1
OG0003651	XP_017790800.1	XP_031833961.1, XP_031833953.1
OG0003652	XP_017790542.1	XP_031832740.1
OG0003653	XP_017789523.1	XP_031844110.1
OG0003654	XP_017798557.1	XP_031839616.1, XP_031839618.1, XP_031839617.1, XP_031839615.1
OG0003655	XP_017788293.1	XP_031837508.1
OG0003656	XP_017795254.1	XP_031834283.1
OG0003657	XP_017794931.1	XP_031841443.1
OG0003658	XP_017791226.1	XP_031829714.1, XP_031829733.1, XP_031829724.1, XP_031829742.1
OG0003661	XP_017797331.1	XP_031844603.1, XP_031844613.1, XP_031844594.1
OG0003662	XP_017789101.1	XP_031848284.1
OG0003663	XP_017787812.1	XP_031826511.1
OG0003664	XP_017797485.1	XP_031847069.1
OG0003665	XP_017789157.1	XP_031847876.1
OG0003666	XP_017797476.1	XP_031840182.1
OG0003667	XP_017795337.1	XP_031848157.1
OG0003668	XP_017793445.1	XP_031850213.1
OG0003670	XP_017789219.1	XP_031849884.1
OG0003671	XP_017788151.1	XP_031844513.1, XP_031844512.1, XP_031844511.1
OG0003672	XP_017793659.1	XP_031831285.1, XP_031831284.1, XP_031831283.1
OG0003673	XP_017798385.1	XP_031826995.1
OG0003674	XP_017792855.1	XP_031838553.1
OG0003675	XP_017789526.1	XP_031839806.1
OG0003676	XP_017793239.1	XP_031835240.1, XP_031835242.1, XP_031835241.1
OG0003677	XP_017793671.1	XP_031833537.1
OG0003678	XP_017793600.1	XP_031833771.1
OG0003679	XP_017795176.1	XP_031840560.1
OG0003680	XP_017795438.1	XP_031830970.1
OG0003681	XP_017798921.1	XP_031849018.1
OG0003682	XP_017795467.1	XP_031830801.1
OG0003683	XP_017796489.1	XP_031831385.1
OG0003684	XP_017797752.1	XP_031833105.1, XP_031833101.1
OG0003685	XP_017797812.1	XP_031832944.1
OG0003686	XP_017789152.1	XP_031838865.1
OG0003687	XP_017799255.1	XP_031839485.1, XP_031839484.1
OG0003688	XP_017791809.1, XP_017791811.1	XP_031842850.1, XP_031842851.1
OG0003689	XP_017789948.1	XP_031846222.1
OG0003690	XP_017793640.1	XP_031831554.1, XP_031831555.1
OG0003691	XP_017790448.1	XP_031841868.1
OG0003692	XP_017798100.1	XP_031833219.1
OG0003693	XP_017795433.1	XP_031830472.1
OG0003694	XP_017788908.1	XP_031848671.1
OG0003695	XP_017796851.1	XP_031850366.1
OG0003696	XP_017794566.1	XP_031836066.1, XP_031836067.1
OG0003697	XP_017792805.1	XP_031828152.1
OG0003698	XP_017792602.1	XP_031841747.1, XP_031841748.1
OG0003699	XP_017796658.1	XP_031843100.1
OG0003700	XP_017793353.1	XP_031849214.1
OG0003701	XP_017799096.1	XP_031839396.1
OG0003702	XP_017789828.1	XP_031828189.1
OG0003703	XP_017793709.1	XP_031833483.1
OG0003704	XP_017796895.1	XP_031829211.1
OG0003705	XP_017794042.1	XP_031830325.1
OG0003706	XP_017797756.1	XP_031836111.1
OG0003709	XP_017798152.1	XP_031845537.1
OG0003710	XP_017788146.1	XP_031844662.1
OG0003711	XP_017794961.1	XP_031826813.1
OG0003712	XP_017789970.1	XP_031830431.1
OG0003713	XP_017789367.1	XP_031849535.1
OG0003714	XP_017790124.1	XP_031832219.1
OG0003715	XP_017788227.1	XP_031828054.1
OG0003716	XP_017788585.1	XP_031838024.1
OG0003717	XP_017792568.1	XP_031834571.1
OG0003718	XP_017793270.1, XP_017793271.1	XP_031843732.1
OG0003719	XP_017789534.1	XP_031825956.1
OG0003720	XP_017788938.1	XP_031827675.1
OG0003721	XP_017791255.1	XP_031846546.1
