Orthogroup	Habropoda_laboriosa	Tribolium_castaneum
OG0004002	XP_017789711.1	NP_001139385.1
OG0004003	XP_017797147.1, XP_017789312.1	XP_974994.2
OG0004004	XP_017790549.1	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004005	XP_017792594.1, XP_017792593.1	XP_008199060.1
OG0004006	XP_017788949.1, XP_017788734.1	XP_008195822.1
OG0004008	XP_017787360.1	XP_008200823.1, XP_001813540.1
OG0004009	XP_017787838.1	XP_972093.1, XP_972042.1
OG0004010	XP_017792931.1	XP_971563.1
OG0004011	XP_017791895.1	XP_008191730.1, NP_001034498.1, XP_008194789.1
OG0004012	XP_017798937.1	XP_015835401.1, XP_971438.1, XP_008200443.1
OG0004013	XP_017787781.1	XP_008195231.1
OG0004014	XP_017787526.1	XP_971231.2
OG0004015	XP_017792666.1	XP_015838354.1, XP_001807518.1, XP_001812199.1
OG0004016	XP_017793296.1	XP_970625.1
OG0004017	XP_017794723.1	XP_015833203.1
OG0004018	XP_017793375.1	XP_972649.1
OG0004020	XP_017794385.1	XP_008199027.1
OG0004021	XP_017790907.1	XP_015838970.1
OG0004022	XP_017791746.1	XP_973740.1
OG0004023	XP_017794621.1	XP_969218.1
OG0004024	XP_017787870.1	XP_008195015.1
OG0004025	XP_017798450.1	XP_973368.1
OG0004026	XP_017796786.1, XP_017793780.1	XP_008196413.1
OG0004027	XP_017796859.1	XP_008191799.1
OG0004028	XP_017789939.1	XP_008193539.1, XP_008193541.1
OG0004029	XP_017794896.1, XP_017792769.1	XP_008191687.1
OG0004030	XP_017797728.1	XP_015838189.1, XP_001810411.2
OG0004031	XP_017795977.1	XP_971311.1
OG0004032	XP_017799055.1	XP_015833719.1, XP_015833722.1
OG0004033	XP_017789365.1	XP_008199088.1
OG0004034	XP_017797790.1	XP_008198714.2
OG0004035	XP_017794009.1, XP_017794008.1, XP_017794005.1, XP_017794007.1, XP_017794010.1	XP_008193230.1
OG0004036	XP_017790559.1	XP_008201142.1
OG0004037	XP_017791010.1	XP_015840646.1
OG0004038	XP_017791257.1, XP_017791256.1	XP_015836539.1
OG0004040	XP_017787723.1	XP_970388.3, XP_971501.1
OG0004041	XP_017797680.1	XP_008191528.1
OG0004042	XP_017797986.1	XP_008195985.1
OG0004043	XP_017790582.1	XP_973667.2
OG0004044	XP_017797215.1	XP_008198875.1
OG0004045	XP_017787357.1	XP_015839256.1
OG0004046	XP_017789021.1	XP_008192282.1
OG0004047	XP_017789163.1	XP_974227.1
OG0004048	XP_017789695.1	XP_967372.1
OG0004049	XP_017788051.1	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	XP_017794825.1	XP_008195122.1, XP_970868.2
OG0004051	XP_017798241.1	XP_974020.1
OG0004052	XP_017796666.1	XP_008199650.1
OG0004053	XP_017792574.1	XP_974680.2
OG0004054	XP_017794880.1	XP_008192914.1
OG0004055	XP_017789537.1	XP_015833846.1
OG0004056	XP_017790728.1	XP_008195938.1
OG0004058	XP_017796653.1	XP_974520.1
OG0004059	XP_017794559.1	XP_972737.1
OG0004060	XP_017791932.1	XP_008196217.1, NP_001034489.1
OG0004061	XP_017795766.1	XP_008196752.1
OG0004062	XP_017794127.1	XP_015834690.1
OG0004063	XP_017788374.1	XP_001812873.1
OG0004064	XP_017790498.1	XP_973062.1
OG0004065	XP_017793919.1	XP_008192200.1
OG0004066	XP_017788888.1	XP_972292.1
OG0004067	XP_017796967.1	XP_015840433.1
OG0004068	XP_017793000.1	XP_008190826.2
OG0004069	XP_017792780.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_017792645.1	XP_008199140.1
OG0004071	XP_017797701.1	XP_008197437.1
OG0004072	XP_017797816.1	XP_967828.1
OG0004073	XP_017798270.1	XP_008195023.1
OG0004074	XP_017788336.1	XP_971974.1
OG0004075	XP_017798784.1	XP_974480.1
OG0004076	XP_017793456.1	XP_008197602.1
OG0004077	XP_017793525.1	XP_008200432.1
OG0004078	XP_017794813.1	NP_001171929.1
OG0004079	XP_017790442.1	XP_008193389.1
OG0004080	XP_017788410.1	XP_970851.2
OG0004081	XP_017793387.1	XP_015839808.1, XP_008198788.1, XP_971940.1
OG0004082	XP_017794986.1	XP_008195644.1
OG0004083	XP_017797784.1	XP_970814.1
OG0004084	XP_017795893.1	XP_015835436.1
OG0004085	XP_017793958.1	XP_008192975.1
OG0004086	XP_017796600.1	XP_008198047.1
OG0004087	XP_017790703.1	XP_008201212.1
OG0004088	XP_017796853.1	XP_972897.1
OG0004089	XP_017795757.1, XP_017796106.1	XP_015838276.1
OG0004090	XP_017789932.1	XP_974424.1
OG0004091	XP_017797831.1, XP_017797832.1	XP_971395.1
OG0004092	XP_017798710.1	XP_972402.1
OG0004093	XP_017792992.1	XP_967425.2
OG0004094	XP_017794240.1	XP_967732.1
OG0004095	XP_017799180.1	XP_971366.1
OG0004096	XP_017794472.1	XP_015840766.1
OG0004097	XP_017792361.1	XP_015837446.1
OG0004098	XP_017798143.1	XP_967675.1
OG0004099	XP_017797181.1	XP_008201158.1
OG0004100	XP_017792843.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_017793188.1	XP_974387.2
OG0004102	XP_017791743.1	XP_008193880.1
OG0004103	XP_017794097.1	XP_015835369.1
OG0004104	XP_017797516.1	XP_008192945.1
OG0004105	XP_017792783.1	XP_973164.1
OG0004106	XP_017790367.1	XP_008193513.1
OG0004107	XP_017799242.1	XP_008190693.1
OG0004110	XP_017793593.1	XP_015836786.1
OG0004111	XP_017797512.1, XP_017797513.1, XP_017797514.1	XP_970719.1
OG0004112	XP_017790242.1	XP_008198820.1
OG0004113	XP_017796552.1	XP_008199444.1
OG0004114	XP_017793906.1	XP_975196.1
OG0004116	XP_017797700.1	XP_008194085.1
OG0004117	XP_017797604.1	XP_008190520.2
OG0004119	XP_017790395.1	XP_015836298.1
OG0004120	XP_017793682.1	XP_971225.1
OG0004122	XP_017795299.1	XP_972254.1
OG0004123	XP_017794539.1	XP_015837500.1
OG0004124	XP_017794308.1	XP_001813052.2
OG0004125	XP_017790326.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_017797151.1, XP_017798536.1	XP_015833114.1
OG0004127	XP_017792023.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_017790508.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_017794034.1	XP_968238.2
OG0004131	XP_017787362.1	XP_015834593.1
OG0004132	XP_017793645.1	XP_008195790.1
OG0004133	XP_017795580.1	XP_008193571.1
OG0004134	XP_017797526.1	XP_966548.1
OG0004135	XP_017792053.1	XP_969395.1
OG0004136	XP_017787605.1	XP_015838557.1, XP_967039.2
OG0004137	XP_017791865.1	XP_972661.2
OG0004138	XP_017794202.1	XP_008199722.1
OG0004139	XP_017797800.1	XP_973779.1, XP_967521.1
OG0004140	XP_017799280.1	XP_971284.1
OG0004141	XP_017794885.1	XP_008195546.1, XP_971815.1
OG0004142	XP_017796537.1	XP_015833163.1, XP_015833173.1
OG0004143	XP_017790248.1, XP_017790240.1	XP_015835654.1
OG0004144	XP_017797172.1	XP_974174.1
OG0004145	XP_017790707.1	XP_966571.1
OG0004146	XP_017791610.1	XP_008193932.1
OG0004147	XP_017797933.1	XP_008199251.1
OG0004148	XP_017792970.1	XP_008191391.1
OG0004149	XP_017789538.1	XP_015833182.1, XP_969301.4
OG0004150	XP_017789576.1	XP_970273.1
OG0004151	XP_017790228.1	XP_008193562.1
OG0004153	XP_017790645.1	XP_008199980.1
OG0004154	XP_017796423.1	XP_975348.1
OG0004155	XP_017788557.1	XP_008199045.1
OG0004157	XP_017789302.1	XP_008200151.1
OG0004158	XP_017789961.1	XP_008194425.1
OG0004160	XP_017789542.1	XP_008199427.1
OG0004161	XP_017795723.1	XP_008195570.1
OG0004162	XP_017790237.1	XP_008196673.1
OG0004163	XP_017796392.1	XP_015835252.1
OG0004164	XP_017792518.1	XP_008201024.2
OG0004165	XP_017789317.1, XP_017789316.1	XP_015838044.1
OG0004166	XP_017789510.1	XP_969892.2
OG0004167	XP_017797865.1	XP_008196156.1
OG0004168	XP_017788879.1	XP_001812912.1
OG0004169	XP_017789121.1	XP_015835091.1, XP_008192376.1
OG0004170	XP_017790014.1	XP_008193690.1
OG0004171	XP_017789346.1	XP_967199.1
OG0004172	XP_017796025.1	XP_015834445.1
OG0004173	XP_017787792.1	XP_968786.2
OG0004174	XP_017788547.1	XP_015837602.1
OG0004175	XP_017787882.1	XP_008193965.1
OG0004176	XP_017790830.1, XP_017790829.1	XP_970249.2
OG0004177	XP_017789450.1	XP_008191243.1
OG0004178	XP_017790321.1, XP_017790306.1	XP_015835999.1
OG0004179	XP_017794720.1	XP_001816025.1
OG0004180	XP_017795978.1	XP_015834995.1
OG0004181	XP_017795258.1	XP_972529.1
OG0004182	XP_017792882.1	XP_001810222.1
OG0004183	XP_017792318.1	XP_970649.1
OG0004184	XP_017792928.1	XP_972898.1
OG0004185	XP_017791438.1	XP_015833808.1
OG0004186	XP_017799032.1	XP_015835671.1
OG0004187	XP_017798280.1	XP_008194310.1
OG0004188	XP_017789174.1	XP_015839343.1
OG0004190	XP_017787494.1	XP_015836315.1
OG0004191	XP_017795439.1	XP_969809.1
OG0004192	XP_017788714.1	XP_972716.1
OG0004193	XP_017795960.1	XP_015837566.1
OG0004194	XP_017788119.1	XP_008192437.1
OG0004195	XP_017796147.1	XP_967373.1
OG0004196	XP_017793260.1	XP_008192634.1
OG0004197	XP_017791261.1	NP_001092318.1, XP_015837050.1
OG0004199	XP_017790060.1	XP_008192661.1
OG0004201	XP_017791626.1	XP_008196254.1, XP_008196255.1
OG0004202	XP_017792350.1	XP_974078.2
OG0004203	XP_017795413.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004204	XP_017787372.1	XP_973451.2
OG0004205	XP_017799600.1	XP_008192300.1, XP_975622.1
OG0004206	XP_017788954.1	XP_008195830.1
OG0004207	XP_017796098.1	XP_973218.1
OG0004209	XP_017798977.1	XP_015839287.1
OG0004210	XP_017791918.1	XP_008196333.1, XP_974885.1
OG0004211	XP_017795120.1	XP_015833688.1
OG0004212	XP_017792104.1	XP_008193851.1
OG0004213	XP_017790817.1	XP_008201519.1
OG0004214	XP_017791457.1	XP_008195745.1
OG0004218	XP_017798967.1	XP_008198657.1
OG0004219	XP_017792072.1	XP_971270.1
OG0004220	XP_017791500.1	XP_015840558.1
OG0004222	XP_017787661.1	XP_969545.1
OG0004223	XP_017796095.1	XP_966506.1, XP_008195125.1, XP_008195126.1
OG0004224	XP_017788082.1	XP_008194757.1
OG0004225	XP_017798538.1	XP_001812890.2
OG0004226	XP_017790058.1, XP_017797029.1, XP_017795873.1, XP_017795853.1, XP_017796556.1, XP_017795396.1, XP_017792768.1, XP_017792767.1, XP_017792766.1, XP_017795924.1	XP_008195242.1
OG0004229	XP_017798900.1	XP_015833830.1
OG0004230	XP_017798581.1	XP_008195350.1
OG0004231	XP_017791813.1	XP_969823.3
OG0004232	XP_017799555.1, XP_017799547.1	XP_008197867.1, XP_972446.1
OG0004234	XP_017793674.1	XP_971060.1
OG0004235	XP_017796276.1, XP_017796234.1	XP_015840768.1
OG0004236	XP_017789599.1	XP_015839515.1, XP_015839514.1
OG0004237	XP_017799586.1	XP_972411.1
OG0004238	XP_017797448.1	NP_001139341.1
OG0004239	XP_017791732.1	XP_008193832.2
OG0004240	XP_017789877.1	XP_966462.1
OG0004241	XP_017797563.1	XP_015835603.1
OG0004242	XP_017798958.1	XP_008190689.1, NP_001034513.1
OG0004243	XP_017790560.1	XP_001809395.1
OG0004244	XP_017788964.1	XP_008190816.1
OG0004245	XP_017790387.1	XP_015832939.1
OG0004246	XP_017796905.1, XP_017796904.1, XP_017796906.1	XP_975048.1
OG0004247	XP_017795397.1	XP_008192323.1
OG0004248	XP_017794602.1	XP_008191550.1
OG0004249	XP_017790764.1	XP_967213.1
OG0004251	XP_017790270.1	XP_008191695.1
OG0004253	XP_017799136.1	NP_001107838.1, XP_008193910.1
OG0004254	XP_017795369.1	XP_001814021.1
OG0004256	XP_017792728.1	XP_973942.1, NP_001161275.1
OG0004257	XP_017789797.1	XP_975524.1, XP_015836662.1, XP_970452.2
OG0004258	XP_017797960.1	XP_974160.2
OG0004261	XP_017788061.1	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1
OG0004262	XP_017791723.1	XP_008200054.1, XP_008191569.1
OG0004264	XP_017798212.1	XP_973435.1
OG0004266	XP_017797829.1	XP_008192549.1
OG0004267	XP_017787555.1, XP_017787556.1	XP_968461.1, XP_968542.1, XP_968377.1
OG0004269	XP_017799491.1	XP_008191491.1, XP_001807780.1
OG0004275	XP_017789638.1	XP_008201172.1
OG0004276	XP_017799144.1	XP_972907.1
OG0004277	XP_017790230.1	XP_969696.1
OG0004278	XP_017790757.1	XP_975170.2
OG0004279	XP_017798389.1	XP_975179.2
OG0004280	XP_017789894.1	XP_973533.1
OG0004281	XP_017799016.1	XP_008195224.1
OG0004282	XP_017796448.1	XP_974347.1
OG0004283	XP_017788264.1	XP_008192466.1, NP_001165863.1
OG0004284	XP_017792477.1	XP_968064.1
OG0004285	XP_017791478.1	XP_970899.1
OG0004286	XP_017790865.1	XP_968001.1
OG0004287	XP_017787844.1	XP_966498.1
OG0004288	XP_017797904.1	XP_969265.1
OG0004289	XP_017792813.1, XP_017792814.1	XP_008197558.1, XP_015838760.1
OG0004290	XP_017798522.1	XP_971885.1
OG0004291	XP_017796797.1	XP_968374.1
OG0004292	XP_017789409.1	XP_015837941.1
OG0004293	XP_017798888.1	XP_972261.1
OG0004294	XP_017794769.1	XP_974435.1
OG0004295	XP_017797527.1	XP_971412.1
OG0004296	XP_017789024.1	XP_967959.1
OG0004297	XP_017790964.1	XP_966358.1
OG0004298	XP_017795485.1	XP_015834541.1
OG0004299	XP_017794256.1	XP_973645.1
OG0004300	XP_017795264.1	XP_008197771.1
OG0004301	XP_017795001.1	XP_972630.1
OG0004302	XP_017791049.1	XP_971610.1
OG0004303	XP_017798214.1	XP_974854.1
OG0004304	XP_017789649.1	XP_008190996.1
OG0004305	XP_017799018.1	XP_967790.1
OG0004306	XP_017798810.1	XP_972464.1, XP_972413.1
OG0004307	XP_017798371.1	XP_015834916.1
OG0004308	XP_017798391.1	XP_975195.1
OG0004309	XP_017792563.1	XP_969903.1
OG0004310	XP_017797442.1	XP_969714.1
OG0004311	XP_017792975.1	XP_969723.1
OG0004312	XP_017798880.1	XP_969605.1
OG0004313	XP_017797673.1	XP_969250.1
OG0004314	XP_017789277.1	XP_968017.1
OG0004315	XP_017795094.1	XP_015833545.1
OG0004316	XP_017794634.1, XP_017794635.1, XP_017794637.1	XP_967058.1
OG0004317	XP_017796035.1	XP_970777.1
OG0004318	XP_017789416.1, XP_017789415.1	XP_973769.1
OG0004319	XP_017787542.1	XP_008201675.1
OG0004320	XP_017791544.1	XP_008199303.1
OG0004321	XP_017790499.1	XP_971796.1
OG0004322	XP_017791783.1	XP_008195533.1
OG0004323	XP_017793330.1	XP_971760.1
OG0004324	XP_017790074.1	XP_973351.1
OG0004325	XP_017789752.1	NP_001128383.1
OG0004326	XP_017790791.1	XP_001813029.1
OG0004327	XP_017792144.1	XP_015835634.1
OG0004328	XP_017795130.1	XP_969972.1
OG0004329	XP_017792112.1	XP_972456.1
OG0004330	XP_017794044.1	XP_966880.1
OG0004331	XP_017790125.1	XP_967746.1
OG0004332	XP_017790451.1	XP_008192042.1, XP_970786.1
OG0004333	XP_017793426.1	XP_971805.1
OG0004334	XP_017794450.1	XP_970161.2
OG0004335	XP_017790967.1	XP_008195989.1
OG0004336	XP_017796012.1	XP_971226.2
OG0004337	XP_017798562.1	XP_008194680.2
OG0004338	XP_017790368.1	XP_971269.1
OG0004339	XP_017789633.1	XP_968192.1
OG0004340	XP_017789388.1	XP_972358.1
OG0004342	XP_017795180.1	XP_971983.1
OG0004343	XP_017789858.1	XP_975131.1
OG0004344	XP_017795309.1	XP_967314.1
OG0004345	XP_017791125.1	XP_970655.1
OG0004346	XP_017791092.1	XP_974710.1
OG0004347	XP_017789870.1	XP_972970.1
OG0004348	XP_017792784.1	XP_970769.1
OG0004349	XP_017797523.1	XP_971370.1
OG0004350	XP_017790181.1	XP_970528.1
OG0004351	XP_017788289.1	XP_008196327.1, XP_972027.1
OG0004352	XP_017790045.1	XP_968697.1
OG0004353	XP_017791559.1	XP_972343.1
OG0004354	XP_017793722.1	XP_008201302.1
OG0004355	XP_017788526.1	XP_975028.1
OG0004356	XP_017788519.1	XP_968339.1
OG0004357	XP_017790963.1	XP_971110.1
OG0004358	XP_017795566.1	XP_972440.1
OG0004359	XP_017796316.1	XP_008199086.1
OG0004360	XP_017792156.1	XP_974891.1
OG0004361	XP_017797323.1	XP_970915.2
OG0004362	XP_017787760.1, XP_017799083.1	XP_967452.2
OG0004363	XP_017793462.1	XP_001814270.1
OG0004364	XP_017797213.1	XP_968539.1
OG0004365	XP_017798609.1	XP_008195871.1
OG0004366	XP_017788429.1, XP_017788430.1	XP_974948.1
OG0004367	XP_017789751.1	XP_968873.1
OG0004368	XP_017792217.1	XP_971553.2
OG0004369	XP_017798291.1	XP_975322.1
OG0004370	XP_017790452.1	XP_967583.3
OG0004371	XP_017787725.1	XP_008191479.1
OG0004372	XP_017796505.1	XP_008196107.1
OG0004373	XP_017789925.1	XP_008197488.1
OG0004374	XP_017798035.1	XP_966555.1
OG0004375	XP_017798103.1	XP_975428.1
OG0004377	XP_017789406.1	XP_008190408.2
OG0004378	XP_017798897.1	XP_001815752.1
OG0004379	XP_017796739.1	XP_008197126.1
OG0004381	XP_017797543.1	XP_008198837.1
OG0004382	XP_017795584.1	XP_008198502.1
OG0004383	XP_017797959.1	XP_001811897.1, XP_008193872.1
OG0004384	XP_017796043.1	XP_967198.1
OG0004385	XP_017792914.1	XP_001814757.1
OG0004386	XP_017797966.1	XP_968136.1
OG0004387	XP_017788512.1	XP_973540.1
OG0004388	XP_017799240.1	XP_970062.1
OG0004389	XP_017790715.1	XP_008190586.1, XP_974322.1
OG0004390	XP_017796233.1	XP_008198783.1
OG0004391	XP_017787832.1	XP_972110.1
OG0004392	XP_017788226.1	NP_001076793.1
OG0004393	XP_017790264.1	XP_008198968.1
OG0004394	XP_017797319.1	XP_008193615.1
OG0004395	XP_017789084.1	XP_015836706.1, XP_008200618.1
OG0004396	XP_017790032.1	XP_967054.1
OG0004397	XP_017798638.1	XP_973270.1
OG0004398	XP_017796927.1	XP_973691.3, NP_001071091.1
OG0004399	XP_017799513.1	XP_966636.1
OG0004400	XP_017790461.1	XP_008194873.1
OG0004401	XP_017799263.1	XP_015833917.1, XP_015833918.1
OG0004402	XP_017798870.1	XP_015839832.1
OG0004403	XP_017796792.1	XP_974795.3
OG0004404	XP_017789007.1	XP_973343.1, XP_972623.1
OG0004405	XP_017791678.1	XP_973483.1
OG0004406	XP_017790903.1	XP_015838960.1
OG0004407	XP_017791332.1	XP_008193688.1
OG0004408	XP_017789011.1	XP_008192574.1, XP_972707.2
OG0004409	XP_017789568.1, XP_017789567.1	XP_971897.2
OG0004410	XP_017787756.1	XP_008195992.1
OG0004411	XP_017791204.1	XP_974546.1
OG0004412	XP_017793327.1	XP_008197181.1
OG0004413	XP_017788113.1	XP_972151.1
OG0004414	XP_017793914.1	XP_974522.1
OG0004415	XP_017791618.1	XP_015840578.1, XP_015839944.1
OG0004416	XP_017789168.1	XP_967938.1
OG0004417	XP_017799171.1, XP_017799172.1	XP_008191367.2
OG0004418	XP_017791953.1	XP_967755.1
OG0004419	XP_017797574.1	XP_015837300.1, XP_008195801.1
OG0004420	XP_017798193.1	XP_974700.2
OG0004421	XP_017798514.1	XP_008201446.1
OG0004422	XP_017794133.1	XP_008192303.1
OG0004423	XP_017795985.1	XP_015835652.1, XP_008199577.1
OG0004424	XP_017796346.1	XP_966793.1
OG0004425	XP_017797659.1	XP_975776.2
OG0004426	XP_017790651.1	XP_971988.1
OG0004427	XP_017789401.1	XP_975024.1
OG0004428	XP_017789916.1	XP_008193101.1
OG0004429	XP_017797646.1	NP_001137201.1, XP_015839494.1
OG0004430	XP_017799424.1	XP_001812942.1
OG0004431	XP_017796708.1	XP_008198316.1
OG0004432	XP_017788556.1	XP_968397.1
OG0004433	XP_017792165.1	XP_969112.1
OG0004434	XP_017796649.1	XP_967394.1
OG0004436	XP_017789487.1	XP_967237.1, XP_008198811.1
OG0004437	XP_017798008.1	XP_971007.1
OG0004438	XP_017797774.1	XP_974054.1, XP_015838263.1, XP_015838262.1
OG0004439	XP_017789651.1	XP_008192095.1
OG0004440	XP_017797743.1	XP_972849.1
OG0004441	XP_017797339.1	XP_015839666.1, XP_970319.1
OG0004442	XP_017797269.1	XP_968337.1
OG0004443	XP_017796370.1	XP_971224.1
OG0004444	XP_017798947.1	XP_008193636.1
OG0004445	XP_017788078.1	XP_008193656.1
OG0004446	XP_017793463.1, XP_017796221.1, XP_017791628.1	XP_968186.1
OG0004447	XP_017788695.1	XP_008196875.1
OG0004448	XP_017798462.1	XP_968140.1
OG0004449	XP_017792703.1	XP_968648.1, XP_015834343.1
OG0004450	XP_017792811.1	XP_008197685.1
OG0004451	XP_017792411.1	XP_001813375.1, XP_015835910.1
OG0004452	XP_017792795.1	NP_001034518.1, XP_008201243.1
OG0004453	XP_017794451.1	XP_008197856.1
OG0004454	XP_017790611.1	XP_015835986.1
OG0004455	XP_017790682.1	XP_974859.1
OG0004456	XP_017793200.1	XP_008194455.1
OG0004457	XP_017795468.1	XP_008194516.1
OG0004458	XP_017797495.1	XP_973234.1
OG0004459	XP_017796903.1	XP_008201155.1, XP_015840642.1
OG0004460	XP_017791981.1	XP_015839542.1
OG0004461	XP_017789840.1	XP_008198493.1
OG0004462	XP_017795037.1	XP_008201181.1
OG0004463	XP_017799357.1	XP_008193392.1
OG0004464	XP_017794238.1	XP_015833887.1, XP_008194021.1
OG0004465	XP_017799224.1	XP_966481.1
OG0004466	XP_017794611.1	XP_015837577.1
OG0004467	XP_017788133.1	XP_967843.1
OG0004468	XP_017788156.1	XP_969039.1
OG0004469	XP_017789289.1	XP_972171.1
OG0004470	XP_017790112.1	XP_971504.1
OG0004471	XP_017793629.1	XP_973117.1, XP_008196349.1
OG0004472	XP_017796952.1	XP_974024.1
OG0004473	XP_017790966.1	XP_015836862.1, XP_015836861.1
OG0004474	XP_017794725.1	XP_008197064.1
OG0004475	XP_017790521.1	XP_015838870.1, NP_001034508.1
OG0004478	XP_017797337.1	XP_975527.1
OG0004479	XP_017789442.1	XP_971071.1
OG0004480	XP_017796977.1	XP_008201326.1
OG0004481	XP_017795310.1	XP_974320.3
OG0004482	XP_017796038.1	XP_008199962.1
OG0004483	XP_017793085.1	XP_971989.2, XP_008198950.1
OG0004484	XP_017788562.1	XP_966953.1
OG0004485	XP_017789206.1	XP_008193405.1
OG0004486	XP_017799185.1	XP_972731.1
OG0004487	XP_017797415.1	XP_015838841.1
OG0004488	XP_017795563.1	XP_008201364.1
OG0004489	XP_017794956.1	XP_969524.1
OG0004490	XP_017787918.1	XP_008200172.1, XP_971121.1
OG0004491	XP_017796168.1	XP_966917.2
OG0004492	XP_017791009.1	XP_972141.2
OG0004493	XP_017792730.1	XP_970342.1
OG0004494	XP_017795440.1	XP_972668.2
OG0004495	XP_017794404.1	XP_974708.1
OG0004496	XP_017792520.1	XP_008200974.1
OG0004497	XP_017796214.1, XP_017795843.1	XP_970200.1
OG0004498	XP_017793868.1, XP_017793917.1	XP_968062.1
OG0004499	XP_017789570.1	XP_008198302.1
OG0004500	XP_017796654.1	XP_966935.2
OG0004501	XP_017788758.1	XP_008197624.1, NP_001034504.1, XP_008197420.2
OG0004502	XP_017793654.1	XP_008201594.1
OG0004503	XP_017792129.1	XP_008193900.1
OG0004504	XP_017792982.1	XP_971712.2
OG0004505	XP_017789305.1	XP_015839540.1
OG0004506	XP_017788573.1	XP_974651.2
OG0004507	XP_017799115.1	XP_008195560.1
OG0004508	XP_017795588.1	XP_967772.1
OG0004509	XP_017794265.1	XP_967885.1
OG0004510	XP_017796711.1	XP_008195623.1
OG0004511	XP_017797159.1	XP_015834663.1
OG0004512	XP_017792770.1	XP_969306.1
OG0004513	XP_017789540.1	XP_015840997.1
OG0004514	XP_017794189.1	XP_967303.1
OG0004515	XP_017789426.1	XP_971562.1
OG0004516	XP_017795684.1	XP_008199814.1
OG0004517	XP_017793206.1	XP_008192854.1
OG0004518	XP_017791075.1	XP_008200602.2
OG0004519	XP_017790296.1	XP_970192.2
OG0004520	XP_017795417.1	XP_967626.1
OG0004521	XP_017797644.1	XP_966717.1
OG0004522	XP_017798678.1	XP_968657.2
OG0004523	XP_017793040.1	XP_966596.1
OG0004524	XP_017788024.1	XP_975254.2
OG0004525	XP_017794819.1	XP_001814158.1
OG0004526	XP_017791406.1	XP_015835575.1
OG0004527	XP_017788044.1	XP_008196861.1
OG0004528	XP_017796558.1	XP_008198942.1
OG0004529	XP_017799166.1	XP_015840796.1, XP_969523.1
OG0004530	XP_017798156.1	XP_008192807.1
OG0004531	XP_017790214.1	XP_008198806.1
OG0004532	XP_017788235.1	XP_008191977.1
OG0004533	XP_017791144.1	XP_975235.1
OG0004534	XP_017789347.1	XP_015837847.1
OG0004535	XP_017794461.1	XP_967479.1
OG0004536	XP_017793930.1	XP_969779.1
OG0004537	XP_017796944.1	XP_008199753.1
OG0004538	XP_017796411.1	XP_008194447.1
OG0004539	XP_017789085.1	XP_008190563.1, XP_015833001.1
OG0004540	XP_017798392.1	XP_974431.1
OG0004541	XP_017795141.1	NP_001161779.1, XP_015837741.1
OG0004542	XP_017797949.1	XP_015833850.1
OG0004543	XP_017787856.1	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1
OG0004544	XP_017790845.1	XP_967831.2
OG0004545	XP_017794965.1	XP_972841.1
OG0004546	XP_017793165.1	XP_008191529.1
OG0004547	XP_017790808.1	XP_973795.3
OG0004548	XP_017789497.1	XP_008194167.1
OG0004549	XP_017793684.1	XP_975544.1
OG0004550	XP_017791401.1	XP_968425.2
OG0004551	XP_017794061.1	XP_008196143.1
OG0004552	XP_017790505.1	XP_966605.1
OG0004553	XP_017794368.1	XP_015835217.1
OG0004556	XP_017791090.1	XP_015834234.1
OG0004557	XP_017790607.1	XP_015835653.1
OG0004558	XP_017799425.1	XP_970509.1
OG0004559	XP_017793292.1	XP_008191113.1
OG0004560	XP_017794035.1	XP_969585.1
OG0004561	XP_017792818.1	XP_973530.1
OG0004562	XP_017793312.1	XP_969491.1
OG0004563	XP_017789456.1	XP_974107.1
OG0004564	XP_017794006.1	XP_967545.1
OG0004565	XP_017787880.1	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1
OG0004566	XP_017792896.1	XP_975011.1
OG0004567	XP_017799251.1	XP_969501.1
OG0004568	XP_017794357.1	XP_966406.1
OG0004569	XP_017789875.1	XP_971024.1
OG0004570	XP_017792585.1	XP_008190477.2
OG0004571	XP_017790223.1	XP_966419.1
OG0004572	XP_017788689.1, XP_017788690.1	XP_008193653.1
OG0004573	XP_017798842.1	XP_015840900.1
OG0004574	XP_017789169.1	XP_008199514.1, XP_015833543.1
OG0004575	XP_017788934.1	XP_015836016.1
OG0004576	XP_017791602.1	XP_968528.1
OG0004577	XP_017791394.1	XP_008196227.1
OG0004578	XP_017788673.1	XP_015837256.1
OG0004579	XP_017798463.1	XP_015838708.1
OG0004580	XP_017793313.1	XP_968154.2
OG0004581	XP_017795244.1	XP_967342.1, XP_973682.1
OG0004582	XP_017791333.1	XP_008194035.1, XP_970124.1
OG0004583	XP_017796659.1	XP_971242.2
OG0004584	XP_017791841.1	NP_001164208.1, XP_008201001.1
OG0004585	XP_017787808.1	XP_008191121.1
