Orthogroup	Habropoda_laboriosa	Megalopta_genalis
OG0004240	XP_017789877.1	XP_033333722.1
OG0004241	XP_017797563.1	XP_033340179.1
OG0004242	XP_017798958.1	XP_033328807.1, XP_033328640.1, XP_033328639.1
OG0004244	XP_017788964.1	XP_033326904.1
OG0004245	XP_017790387.1	XP_033332887.1
OG0004247	XP_017795397.1	XP_033336106.1, XP_033336101.1, XP_033339827.1
OG0004248	XP_017794602.1	XP_033332297.1
OG0004249	XP_017790764.1	XP_033324359.1
OG0004250	XP_017790792.1	XP_033333922.1
OG0004251	XP_017790270.1	XP_033334607.1
OG0004253	XP_017799136.1	XP_033341371.1, XP_033341370.1
OG0004254	XP_017795369.1	XP_033338268.1
OG0004255	XP_017787983.1	XP_033336323.1
OG0004256	XP_017792728.1	XP_033339409.1
OG0004257	XP_017789797.1	XP_033332086.1
OG0004258	XP_017797960.1	XP_033327362.1
OG0004259	XP_017798942.1	XP_033328824.1, XP_033328825.1
OG0004260	XP_017790453.1	XP_033338222.1, XP_033338219.1, XP_033338220.1
OG0004261	XP_017788061.1	XP_033326790.1
OG0004262	XP_017791723.1	XP_033322063.1, XP_033322064.1
OG0004263	XP_017791976.1, XP_017791974.1, XP_017791975.1, XP_017791977.1	XP_033336328.1, XP_033336337.1
OG0004264	XP_017798212.1	XP_033329748.1
OG0004265	XP_017796671.1	XP_033324761.1
OG0004267	XP_017787555.1, XP_017787556.1	XP_033325202.1
OG0004268	XP_017795528.1	XP_033333458.1, XP_033327936.1, XP_033327933.1
OG0004268	XP_017795530.1	XP_033327934.1
OG0004269	XP_017799491.1	XP_033327478.1
OG0004271	XP_017796810.1, XP_017797053.1	XP_033336421.1
OG0004275	XP_017789638.1	XP_033339474.1
OG0004276	XP_017799144.1	XP_033333698.1, XP_033333646.1
OG0004277	XP_017790230.1	XP_033325536.1
OG0004278	XP_017790757.1	XP_033333964.1
OG0004279	XP_017798389.1	XP_033338941.1
OG0004280	XP_017789894.1	XP_033333228.1
OG0004281	XP_017799016.1	XP_033328869.1
OG0004282	XP_017796448.1	XP_033329712.1
OG0004283	XP_017788264.1	XP_033339802.1
OG0004284	XP_017792477.1	XP_033326365.1, XP_033325326.1
OG0004285	XP_017791478.1	XP_033328338.1
OG0004286	XP_017790865.1	XP_033341008.1
OG0004287	XP_017787844.1	XP_033332933.1
OG0004288	XP_017797904.1	XP_033341849.1
OG0004289	XP_017792813.1, XP_017792814.1	XP_033335283.1
OG0004290	XP_017798522.1	XP_033336139.1
OG0004291	XP_017796797.1	XP_033322467.1
OG0004292	XP_017789409.1	XP_033331203.1
OG0004293	XP_017798888.1	XP_033329412.1
OG0004294	XP_017794769.1	XP_033341494.1
OG0004296	XP_017789024.1	XP_033339350.1
OG0004297	XP_017790964.1	XP_033321441.1
OG0004298	XP_017795485.1	XP_033325440.1
OG0004299	XP_017794256.1	XP_033332259.1
OG0004300	XP_017795264.1	XP_033322577.1
OG0004301	XP_017795001.1	XP_033324328.1
OG0004302	XP_017791049.1	XP_033325251.1, XP_033325252.1, XP_033325250.1
OG0004303	XP_017798214.1	XP_033338153.1
OG0004304	XP_017789649.1	XP_033327167.1
OG0004306	XP_017798810.1	XP_033336559.1
OG0004307	XP_017798371.1	XP_033332554.1, XP_033332553.1
OG0004308	XP_017798391.1	XP_033338882.1, XP_033338883.1
OG0004309	XP_017792563.1	XP_033321502.1, XP_033321501.1
OG0004310	XP_017797442.1	XP_033340181.1, XP_033340180.1
OG0004311	XP_017792975.1	XP_033342951.1
OG0004312	XP_017798880.1	XP_033333144.1
OG0004313	XP_017797673.1	XP_033334336.1
OG0004314	XP_017789277.1	XP_033334921.1
OG0004315	XP_017795094.1	XP_033323797.1
OG0004316	XP_017794634.1, XP_017794635.1, XP_017794637.1	XP_033323977.1
OG0004317	XP_017796035.1	XP_033321198.1, XP_033330901.1
OG0004318	XP_017789416.1, XP_017789415.1	XP_033331201.1, XP_033331202.1
OG0004319	XP_017787542.1	XP_033338827.1
OG0004320	XP_017791544.1	XP_033325664.1
OG0004321	XP_017790499.1	XP_033334017.1
OG0004322	XP_017791783.1	XP_033331586.1
OG0004324	XP_017790074.1	XP_033331702.1
OG0004325	XP_017789752.1	XP_033343107.1, XP_033320760.1
OG0004326	XP_017790791.1	XP_033324072.1
OG0004327	XP_017792144.1	XP_033328072.1
OG0004328	XP_017795130.1	XP_033336349.1
OG0004329	XP_017792112.1	XP_033340657.1
OG0004330	XP_017794044.1	XP_033329413.1
OG0004331	XP_017790125.1	XP_033325613.1, XP_033325614.1
OG0004332	XP_017790451.1	XP_033321551.1
OG0004333	XP_017793426.1	XP_033342753.1
OG0004334	XP_017794450.1	XP_033321536.1
OG0004335	XP_017790967.1	XP_033340866.1
OG0004336	XP_017796012.1	XP_033337215.1
OG0004337	XP_017798562.1	XP_033336294.1
OG0004338	XP_017790368.1	XP_033332711.1
OG0004339	XP_017789633.1	XP_033341728.1
OG0004340	XP_017789388.1	XP_033325903.1
OG0004341	XP_017788904.1	XP_033321766.1
OG0004342	XP_017795180.1	XP_033326824.1
OG0004343	XP_017789858.1	XP_033333847.1
OG0004344	XP_017795309.1	XP_033321625.1
OG0004345	XP_017791125.1	XP_033337449.1
OG0004346	XP_017791092.1	XP_033325794.1
OG0004347	XP_017789870.1	XP_033333696.1
OG0004348	XP_017792784.1	XP_033332506.1
OG0004349	XP_017797523.1	XP_033340220.1
OG0004350	XP_017790181.1	XP_033329270.1
OG0004351	XP_017788289.1	XP_033340144.1
OG0004352	XP_017790045.1	XP_033325784.1
OG0004353	XP_017791559.1	XP_033340970.1
OG0004354	XP_017793722.1	XP_033327727.1, XP_033327736.1
OG0004355	XP_017788526.1	XP_033338010.1, XP_033338011.1
OG0004356	XP_017788519.1	XP_033332919.1
OG0004357	XP_017790963.1	XP_033340869.1
OG0004358	XP_017795566.1	XP_033335005.1
OG0004359	XP_017796316.1	XP_033322427.1
OG0004360	XP_017792156.1	XP_033327986.1
OG0004361	XP_017797323.1	XP_033333459.1
OG0004362	XP_017787760.1, XP_017799083.1	XP_033341633.1
OG0004363	XP_017793462.1	XP_033342782.1
OG0004364	XP_017797213.1	XP_033326968.1, XP_033326966.1
OG0004365	XP_017798609.1	XP_033336399.1, XP_033336400.1
OG0004366	XP_017788429.1, XP_017788430.1	XP_033334262.1
OG0004367	XP_017789751.1	XP_033321366.1
OG0004368	XP_017792217.1	XP_033328073.1
OG0004369	XP_017798291.1	XP_033323577.1
OG0004370	XP_017790452.1	XP_033321552.1
OG0004371	XP_017787725.1	XP_033322761.1, XP_033322758.1, XP_033322759.1
OG0004372	XP_017796505.1	XP_033341848.1
OG0004373	XP_017789925.1	XP_033333658.1
OG0004374	XP_017798035.1	XP_033329922.1
OG0004375	XP_017798103.1	XP_033322586.1
OG0004376	XP_017788126.1	XP_033331267.1
OG0004377	XP_017789406.1	XP_033340909.1
OG0004378	XP_017798897.1	XP_033329642.1
OG0004379	XP_017796739.1	XP_033322541.1
OG0004380	XP_017796253.1	XP_033325338.1
OG0004381	XP_017797543.1	XP_033334437.1
OG0004382	XP_017795584.1	XP_033334606.1
OG0004383	XP_017797959.1	XP_033327476.1
OG0004384	XP_017796043.1	XP_033321125.1
OG0004385	XP_017792914.1	XP_033341596.1
OG0004386	XP_017797966.1	XP_033332560.1, XP_033332558.1
OG0004387	XP_017788512.1	XP_033337641.1
OG0004388	XP_017799240.1	XP_033328560.1, XP_033328559.1
OG0004389	XP_017790715.1	XP_033323330.1
OG0004390	XP_017796233.1	XP_033325323.1
OG0004391	XP_017787832.1	XP_033340296.1
OG0004392	XP_017788226.1	XP_033329118.1
OG0004393	XP_017790264.1	XP_033334833.1, XP_033334679.1, XP_033334678.1
OG0004394	XP_017797319.1	XP_033333448.1
OG0004395	XP_017789084.1	XP_033326847.1
OG0004396	XP_017790032.1	XP_033331513.1
OG0004397	XP_017798638.1	XP_033336670.1, XP_033336671.1
OG0004398	XP_017796927.1	XP_033326441.1
OG0004399	XP_017799513.1	XP_033327563.1
OG0004401	XP_017799263.1	XP_033328952.1
OG0004402	XP_017798870.1	XP_033334541.1
OG0004403	XP_017796792.1	XP_033324497.1
OG0004404	XP_017789007.1	XP_033320775.1
OG0004405	XP_017791678.1	XP_033329846.1
OG0004406	XP_017790903.1	XP_033325886.1, XP_033325889.1, XP_033325885.1
OG0004407	XP_017791332.1	XP_033321914.1
OG0004408	XP_017789011.1	XP_033321072.1
OG0004409	XP_017789568.1, XP_017789567.1	XP_033326786.1
OG0004410	XP_017787756.1	XP_033334243.1
OG0004411	XP_017791204.1	XP_033337393.1
OG0004412	XP_017793327.1	XP_033342511.1
OG0004413	XP_017788113.1	XP_033331250.1
OG0004414	XP_017793914.1	XP_033325661.1
OG0004415	XP_017791618.1	XP_033334082.1
OG0004416	XP_017789168.1	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1
OG0004417	XP_017799171.1, XP_017799172.1	XP_033325241.1
OG0004418	XP_017791953.1	XP_033325600.1
OG0004419	XP_017797574.1	XP_033340085.1
OG0004420	XP_017798193.1	XP_033327110.1
OG0004421	XP_017798514.1	XP_033336105.1
OG0004422	XP_017794133.1	XP_033339233.1
OG0004423	XP_017795985.1	XP_033341905.1
OG0004424	XP_017796346.1	XP_033322280.1
OG0004425	XP_017797659.1	XP_033322790.1
OG0004426	XP_017790651.1	XP_033327972.1
OG0004427	XP_017789401.1	XP_033321650.1
OG0004428	XP_017789916.1	XP_033325737.1
OG0004429	XP_017797646.1	XP_033331101.1
OG0004430	XP_017799424.1	XP_033339275.1
OG0004431	XP_017796708.1	XP_033324709.1
OG0004432	XP_017788556.1	XP_033333014.1
OG0004433	XP_017792165.1	XP_033324204.1
OG0004434	XP_017796649.1	XP_033324643.1
OG0004436	XP_017789487.1	XP_033326626.1
OG0004437	XP_017798008.1	XP_033336741.1
OG0004438	XP_017797774.1	XP_033336225.1
OG0004439	XP_017789651.1	XP_033342142.1
OG0004440	XP_017797743.1	XP_033336223.1
OG0004441	XP_017797339.1	XP_033333292.1
OG0004442	XP_017797269.1	XP_033336786.1
OG0004443	XP_017796370.1	XP_033336924.1
OG0004444	XP_017798947.1	XP_033323018.1
OG0004445	XP_017788078.1	XP_033322148.1
OG0004446	XP_017793463.1, XP_017796221.1, XP_017791628.1	XP_033333193.1
OG0004447	XP_017788695.1	XP_033332273.1
OG0004448	XP_017798462.1	XP_033338635.1
OG0004449	XP_017792703.1	XP_033341987.1
OG0004450	XP_017792811.1	XP_033335516.1
OG0004451	XP_017792411.1	XP_033326039.1
OG0004452	XP_017792795.1	XP_033332415.1
OG0004453	XP_017794451.1	XP_033334142.1
OG0004454	XP_017790611.1	XP_033331396.1
OG0004455	XP_017790682.1	XP_033328184.1
OG0004456	XP_017793200.1	XP_033322647.1
OG0004457	XP_017795468.1	XP_033330646.1
OG0004458	XP_017797495.1	XP_033329068.1
OG0004459	XP_017796903.1	XP_033327036.1
OG0004460	XP_017791981.1	XP_033335181.1
OG0004461	XP_017789840.1	XP_033323374.1
OG0004462	XP_017795037.1	XP_033330081.1
OG0004463	XP_017799357.1	XP_033328988.1
OG0004464	XP_017794238.1	XP_033330332.1
OG0004465	XP_017799224.1	XP_033328514.1
OG0004466	XP_017794611.1	XP_033323921.1
OG0004467	XP_017788133.1	XP_033331223.1
OG0004468	XP_017788156.1	XP_033331176.1, XP_033339890.1
OG0004469	XP_017789289.1	XP_033342601.1
OG0004470	XP_017790112.1	XP_033333260.1
OG0004471	XP_017793629.1	XP_033324187.1
OG0004472	XP_017796952.1	XP_033326965.1
OG0004473	XP_017790966.1	XP_033325674.1
OG0004474	XP_017794725.1	XP_033324013.1
OG0004475	XP_017790521.1	XP_033333069.1
OG0004477	XP_017787782.1	XP_033341615.1, XP_033341616.1
OG0004478	XP_017797337.1	XP_033340090.1
OG0004479	XP_017789442.1	XP_033331199.1, XP_033331200.1, XP_033331197.1
OG0004480	XP_017796977.1	XP_033337052.1
OG0004481	XP_017795310.1	XP_033321624.1
OG0004482	XP_017796038.1	XP_033321129.1
OG0004483	XP_017793085.1	XP_033342606.1, XP_033342607.1, XP_033342608.1
OG0004484	XP_017788562.1	XP_033324084.1, XP_033324076.1
OG0004485	XP_017789206.1	XP_033326938.1
OG0004486	XP_017799185.1	XP_033341555.1
OG0004487	XP_017797415.1	XP_033342098.1
OG0004488	XP_017795563.1	XP_033334595.1
OG0004489	XP_017794956.1	XP_033332893.1
OG0004490	XP_017787918.1	XP_033330574.1
OG0004491	XP_017796168.1	XP_033321876.1, XP_033321873.1, XP_033321875.1, XP_033321874.1
OG0004492	XP_017791009.1	XP_033337836.1
OG0004493	XP_017792730.1	XP_033336764.1
OG0004494	XP_017795440.1	XP_033331593.1
OG0004495	XP_017794404.1	XP_033338410.1
OG0004496	XP_017792520.1	XP_033322515.1
OG0004497	XP_017796214.1, XP_017795843.1	XP_033339605.1
OG0004498	XP_017793868.1, XP_017793917.1	XP_033331696.1
OG0004499	XP_017789570.1	XP_033326514.1
OG0004501	XP_017788758.1	XP_033330150.1
OG0004502	XP_017793654.1	XP_033329364.1
OG0004503	XP_017792129.1	XP_033324256.1
OG0004505	XP_017789305.1	XP_033339026.1, XP_033339027.1
OG0004506	XP_017788573.1	XP_033333002.1
OG0004507	XP_017799115.1	XP_033341488.1
OG0004508	XP_017795588.1	XP_033334596.1
OG0004509	XP_017794265.1	XP_033331063.1
OG0004510	XP_017796711.1	XP_033322329.1
OG0004511	XP_017797159.1	XP_033337077.1
OG0004512	XP_017792770.1	XP_033338698.1
OG0004513	XP_017789540.1	XP_033341076.1
OG0004514	XP_017794189.1	XP_033329899.1
OG0004515	XP_017789426.1	XP_033326967.1
OG0004516	XP_017795684.1	XP_033337129.1, XP_033337128.1
OG0004517	XP_017793206.1	XP_033341850.1
OG0004518	XP_017791075.1	XP_033327435.1
OG0004519	XP_017790296.1	XP_033334834.1
OG0004520	XP_017795417.1	XP_033331409.1
OG0004521	XP_017797644.1	XP_033322669.1
OG0004522	XP_017798678.1	XP_033334974.1, XP_033334975.1
OG0004523	XP_017793040.1	XP_033334826.1
OG0004524	XP_017788024.1	XP_033340222.1, XP_033333527.1
OG0004525	XP_017794819.1	XP_033332457.1
OG0004526	XP_017791406.1	XP_033335449.1
OG0004527	XP_017788044.1	XP_033322028.1
OG0004528	XP_017796558.1	XP_033322381.1, XP_033322382.1, XP_033322380.1, XP_033322379.1
OG0004529	XP_017799166.1	XP_033328395.1
OG0004530	XP_017798156.1	XP_033337030.1
OG0004531	XP_017790214.1	XP_033339700.1
OG0004532	XP_017788235.1	XP_033337495.1
OG0004533	XP_017791144.1	XP_033337914.1, XP_033337913.1
OG0004534	XP_017789347.1	XP_033322132.1, XP_033322133.1, XP_033322134.1
OG0004535	XP_017794461.1	XP_033334112.1
OG0004536	XP_017793930.1	XP_033320977.1
OG0004537	XP_017796944.1	XP_033326963.1
OG0004538	XP_017796411.1	XP_033341948.1
OG0004540	XP_017798392.1	XP_033338742.1
OG0004541	XP_017795141.1	XP_033340389.1
OG0004542	XP_017797949.1	XP_033326918.1
OG0004543	XP_017787856.1	XP_033340245.1
OG0004544	XP_017790845.1	XP_033324305.1
OG0004545	XP_017794965.1	XP_033332425.1
OG0004546	XP_017793165.1	XP_033337832.1
OG0004547	XP_017790808.1	XP_033339224.1
OG0004548	XP_017789497.1	XP_033321884.1
OG0004549	XP_017793684.1	XP_033334060.1
OG0004550	XP_017791401.1	XP_033331358.1
OG0004551	XP_017794061.1	XP_033337297.1
OG0004552	XP_017790505.1	XP_033333070.1
OG0004553	XP_017794368.1	XP_033323800.1
OG0004554	XP_017788792.1	XP_033334246.1
OG0004555	XP_017792162.1, XP_017792161.1	XP_033328254.1, XP_033328255.1, XP_033328256.1
OG0004556	XP_017791090.1	XP_033331769.1
OG0004558	XP_017799425.1	XP_033339217.1
OG0004559	XP_017793292.1	XP_033334486.1
OG0004560	XP_017794035.1	XP_033337800.1
OG0004561	XP_017792818.1	XP_033342468.1
OG0004562	XP_017793312.1	XP_033334478.1
OG0004563	XP_017789456.1	XP_033327981.1
OG0004564	XP_017794006.1	XP_033332746.1
OG0004565	XP_017787880.1	XP_033334208.1
OG0004566	XP_017792896.1	XP_033334554.1
OG0004567	XP_017799251.1	XP_033322912.1
OG0004568	XP_017794357.1	XP_033334311.1
OG0004569	XP_017789875.1	XP_033331404.1
OG0004570	XP_017792585.1	XP_033321499.1
OG0004571	XP_017790223.1	XP_033340629.1
OG0004572	XP_017788689.1, XP_017788690.1	XP_033339780.1
OG0004573	XP_017798842.1	XP_033322344.1
OG0004574	XP_017789169.1	XP_033320814.1
OG0004575	XP_017788934.1	XP_033334801.1, XP_033334810.1
OG0004576	XP_017791602.1	XP_033321924.1, XP_033321950.1
OG0004577	XP_017791394.1	XP_033335376.1
OG0004578	XP_017788673.1	XP_033328265.1
OG0004579	XP_017798463.1	XP_033323669.1
OG0004580	XP_017793313.1	XP_033334473.1
OG0004581	XP_017795244.1	XP_033341699.1
OG0004582	XP_017791333.1	XP_033325120.1
OG0004583	XP_017796659.1	XP_033324787.1, XP_033324786.1
OG0004584	XP_017791841.1	XP_033327675.1
OG0004585	XP_017787808.1	XP_033322911.1
OG0004586	XP_017791601.1	XP_033325663.1
OG0004587	XP_017789628.1, XP_017789630.1	XP_033327290.1
OG0004589	XP_017790782.1	XP_033328176.1, XP_033328177.1
OG0004590	XP_017796473.1	XP_033334255.1
OG0004591	XP_017795353.1	XP_033337727.1
OG0004592	XP_017799405.1	XP_033324579.1
OG0004593	XP_017792337.1	XP_033340274.1
OG0004594	XP_017795293.1	XP_033321420.1
OG0004596	XP_017787540.1	XP_033324975.1
OG0004597	XP_017792854.1	XP_033342433.1
OG0004598	XP_017787527.1	XP_033325164.1
OG0004599	XP_017799466.1	XP_033330347.1
OG0004601	XP_017789436.1	XP_033325711.1
OG0004602	XP_017789458.1	XP_033325746.1
OG0004603	XP_017788935.1	XP_033332005.1
OG0004604	XP_017788635.1	XP_033328273.1
OG0004605	XP_017789275.1	XP_033342301.1
OG0004606	XP_017793043.1	XP_033329625.1
OG0004607	XP_017791554.1	XP_033340633.1
OG0004608	XP_017795965.1	XP_033326428.1
OG0004609	XP_017789240.1	XP_033342568.1
OG0004610	XP_017795747.1	XP_033332378.1
OG0004611	XP_017795670.1	XP_033333333.1
OG0004612	XP_017795625.1	XP_033335594.1
OG0004613	XP_017794209.1	XP_033330033.1
OG0004614	XP_017796153.1	XP_033339055.1
OG0004615	XP_017792404.1	XP_033331842.1
OG0004617	XP_017792744.1	XP_033327494.1
OG0004618	XP_017799093.1	XP_033323065.1
OG0004619	XP_017791231.1	XP_033339624.1
OG0004620	XP_017788595.1	XP_033326055.1
OG0004621	XP_017798213.1	XP_033338082.1
OG0004622	XP_017792519.1	XP_033338296.1
OG0004623	XP_017789094.1	XP_033320792.1
OG0004624	XP_017793095.1	XP_033342935.1
OG0004625	XP_017796477.1	XP_033323628.1
OG0004626	XP_017797912.1	XP_033338204.1
OG0004627	XP_017789541.1	XP_033341073.1
OG0004628	XP_017795735.1	XP_033333769.1
OG0004629	XP_017788856.1	XP_033332066.1
OG0004630	XP_017790174.1	XP_033339606.1
OG0004631	XP_017798499.1	XP_033321029.1
OG0004632	XP_017792358.1	XP_033340617.1
OG0004633	XP_017797935.1	XP_033328601.1
OG0004634	XP_017793077.1	XP_033334894.1
OG0004635	XP_017789812.1	XP_033340609.1
OG0004636	XP_017797165.1	XP_033324268.1
OG0004637	XP_017793732.1, XP_017787721.1	XP_033322663.1
OG0004638	XP_017789427.1	XP_033327619.1
OG0004639	XP_017796390.1	XP_033327048.1
OG0004640	XP_017795259.1	XP_033333882.1
OG0004641	XP_017791212.1	XP_033321693.1
OG0004642	XP_017798902.1, XP_017794419.1	XP_033329263.1, XP_033329553.1
OG0004643	XP_017796267.1	XP_033332340.1
OG0004644	XP_017796291.1	XP_033322320.1
OG0004645	XP_017794540.1	XP_033341510.1
OG0004646	XP_017791374.1	XP_033335300.1
OG0004647	XP_017794770.1	XP_033322346.1
OG0004648	XP_017797326.1	XP_033340788.1
OG0004649	XP_017790737.1	XP_033327957.1
OG0004650	XP_017797305.1	XP_033325269.1
OG0004651	XP_017791939.1	XP_033339714.1
OG0004652	XP_017788027.1	XP_033330855.1, XP_033330854.1
OG0004653	XP_017798024.1	XP_033329117.1
OG0004654	XP_017796639.1	XP_033342994.1, XP_033343006.1, XP_033342967.1
OG0004655	XP_017793376.1	XP_033342256.1
OG0004656	XP_017791050.1	XP_033325285.1
OG0004657	XP_017793605.1, XP_017793606.1	XP_033324014.1
OG0004658	XP_017788256.1	XP_033340536.1
OG0004659	XP_017794538.1	XP_033330474.1
OG0004660	XP_017787801.1	XP_033340905.1, XP_033340898.1
OG0004661	XP_017795649.1	XP_033328630.1
OG0004662	XP_017795034.1	XP_033321417.1
OG0004663	XP_017791812.1	XP_033331018.1
OG0004664	XP_017792797.1	XP_033332500.1
OG0004665	XP_017798709.1	XP_033336675.1
OG0004666	XP_017791656.1	XP_033331874.1, XP_033331873.1
OG0004667	XP_017791505.1	XP_033335243.1
OG0004668	XP_017796888.1	XP_033341788.1, XP_033327052.1, XP_033327051.1
OG0004669	XP_017795415.1	XP_033325623.1, XP_033325622.1
OG0004670	XP_017795169.1	XP_033340696.1
OG0004671	XP_017798994.1	XP_033328790.1
OG0004672	XP_017789093.1	XP_033321043.1
OG0004673	XP_017795768.1	XP_033328407.1
OG0004674	XP_017795122.1	XP_033322398.1
OG0004676	XP_017787546.1	XP_033338620.1
OG0004678	XP_017795055.1	XP_033330011.1, XP_033330012.1, XP_033330013.1
OG0004679	XP_017795144.1	XP_033340341.1
OG0004680	XP_017793319.1	XP_033342463.1
OG0004681	XP_017796887.1	XP_033324150.1
OG0004682	XP_017796187.1	XP_033339014.1
OG0004683	XP_017796066.1	XP_033337125.1
OG0004684	XP_017789543.1	XP_033326032.1
OG0004685	XP_017787483.1	XP_033327275.1
OG0004686	XP_017788591.1	XP_033337686.1
OG0004687	XP_017797626.1	XP_033343117.1
OG0004688	XP_017796743.1	XP_033322469.1
OG0004689	XP_017790931.1	XP_033341011.1
OG0004690	XP_017798282.1	XP_033324277.1
OG0004691	XP_017798540.1	XP_033335929.1, XP_033335928.1
OG0004692	XP_017798705.1, XP_017798946.1	XP_033335930.1
OG0004693	XP_017799265.1	XP_033328776.1
OG0004694	XP_017799550.1	XP_033332659.1
OG0004695	XP_017792651.1	XP_033337903.1
OG0004696	XP_017797375.1	XP_033321296.1
OG0004697	XP_017799089.1	XP_033328953.1
OG0004698	XP_017794576.1	XP_033328739.1
OG0004699	XP_017791826.1	XP_033325456.1
OG0004700	XP_017788650.1	XP_033321260.1
OG0004701	XP_017789990.1	XP_033324408.1
OG0004702	XP_017796576.1	XP_033324844.1, XP_033324845.1
OG0004704	XP_017795432.1	XP_033331745.1
OG0004705	XP_017797432.1	XP_033342017.1
OG0004706	XP_017792547.1	XP_033332082.1, XP_033332083.1
OG0004707	XP_017792163.1	XP_033324173.1
OG0004708	XP_017790828.1	XP_033338377.1
OG0004709	XP_017798359.1	XP_033327758.1
OG0004711	XP_017792715.1	XP_033336731.1
OG0004712	XP_017790974.1	XP_033340813.1
OG0004713	XP_017793451.1	XP_033333252.1
OG0004714	XP_017791073.1	XP_033331631.1
OG0004716	XP_017790771.1	XP_033324096.1
OG0004717	XP_017796772.1	XP_033322639.1
OG0004718	XP_017794802.1	XP_033324962.1
OG0004719	XP_017789252.1	XP_033321694.1
OG0004720	XP_017796268.1	XP_033332371.1
OG0004721	XP_017793418.1, XP_017793417.1	XP_033342787.1
OG0004722	XP_017795954.1	XP_033326812.1
OG0004723	XP_017789390.1	XP_033326288.1
OG0004724	XP_017798829.1	XP_033332960.1
OG0004725	XP_017793963.1, XP_017793962.1	XP_033320916.1
OG0004726	XP_017797608.1	XP_033340087.1
OG0004727	XP_017791137.1	XP_033327519.1, XP_033327520.1, XP_033327521.1
OG0004728	XP_017794946.1	XP_033338683.1
OG0004729	XP_017795513.1	XP_033333077.1
OG0004730	XP_017797718.1	XP_033336501.1, XP_033336495.1
OG0004731	XP_017796051.1	XP_033337264.1, XP_033337134.1
OG0004732	XP_017791858.1	XP_033331035.1
OG0004734	XP_017794735.1, XP_017794726.1	XP_033324796.1
OG0004735	XP_017788803.1	XP_033323431.1
OG0004736	XP_017796155.1	XP_033327163.1
OG0004737	XP_017792349.1	XP_033331817.1, XP_033331818.1
OG0004738	XP_017788063.1	XP_033329855.1, XP_033329856.1, XP_033329854.1
OG0004739	XP_017790382.1	XP_033332694.1
OG0004740	XP_017787916.1	XP_033330709.1
OG0004741	XP_017798365.1	XP_033338730.1
OG0004742	XP_017794430.1	XP_033341971.1
OG0004743	XP_017788132.1	XP_033323104.1
OG0004744	XP_017793824.1	XP_033329901.1
OG0004745	XP_017796125.1	XP_033333562.1
OG0004746	XP_017793575.1	XP_033322475.1
OG0004747	XP_017798504.1	XP_033336350.1
OG0004748	XP_017797751.1	XP_033335949.1
OG0004749	XP_017797818.1	XP_033335926.1
OG0004750	XP_017794488.1	XP_033324502.1
OG0004751	XP_017788494.1	XP_033323460.1, XP_033339917.1
OG0004752	XP_017798938.1	XP_033342541.1
OG0004753	XP_017787473.1	XP_033337409.1
OG0004754	XP_017796308.1	XP_033322313.1
OG0004755	XP_017799020.1	XP_033325237.1
OG0004756	XP_017794458.1	XP_033341833.1
OG0004757	XP_017788569.1	XP_033322290.1
OG0004758	XP_017794940.1	XP_033326303.1
OG0004759	XP_017796263.1	XP_033338275.1, XP_033338274.1, XP_033338271.1, XP_033338270.1, XP_033338272.1, XP_033338276.1, XP_033338273.1
OG0004760	XP_017794347.1	XP_033334300.1
OG0004761	XP_017795110.1	XP_033324689.1
OG0004762	XP_017791234.1	XP_033325361.1
OG0004763	XP_017789954.1	XP_033338481.1
OG0004764	XP_017796134.1	XP_033322314.1
OG0004765	XP_017787487.1	XP_033337405.1, XP_033337406.1
OG0004766	XP_017789774.1	XP_033332174.1
OG0004767	XP_017788372.1	XP_033341797.1
OG0004768	XP_017796301.1	XP_033327043.1, XP_033327045.1
OG0004769	XP_017789443.1	XP_033322135.1, XP_033322136.1
OG0004770	XP_017792523.1	XP_033322480.1
OG0004771	XP_017796520.1	XP_033323573.1, XP_033323575.1
OG0004772	XP_017790162.1	XP_033331698.1
OG0004773	XP_017798427.1	XP_033322583.1
OG0004774	XP_017796747.1	XP_033322525.1
OG0004775	XP_017797155.1	XP_033336756.1
OG0004776	XP_017795751.1	XP_033333718.1, XP_033333706.1
OG0004777	XP_017798055.1	XP_033338054.1
OG0004778	XP_017796530.1	XP_033342044.1
OG0004779	XP_017794153.1	XP_033329431.1
OG0004780	XP_017792439.1	XP_033325011.1
OG0004781	XP_017799576.1	XP_033332709.1
OG0004782	XP_017798734.1	XP_033336543.1
OG0004783	XP_017795185.1	XP_033324073.1
OG0004784	XP_017796754.1	XP_033322546.1
OG0004785	XP_017797350.1	XP_033327898.1
OG0004786	XP_017789137.1	XP_033329087.1
OG0004787	XP_017795107.1	XP_033324707.1
OG0004788	XP_017791800.1	XP_033322203.1
OG0004789	XP_017797892.1	XP_033331653.1
OG0004790	XP_017790475.1	XP_033332842.1
OG0004791	XP_017795891.1	XP_033342441.1
OG0004792	XP_017795475.1	XP_033326086.1
OG0004793	XP_017789664.1	XP_033339442.1
OG0004794	XP_017796548.1	XP_033341858.1
OG0004795	XP_017794101.1	XP_033329286.1
OG0004796	XP_017793152.1	XP_033343033.1
OG0004797	XP_017790064.1	XP_033329470.1
OG0004799	XP_017795801.1	XP_033343096.1
OG0004800	XP_017790918.1	XP_033326454.1
OG0004801	XP_017790050.1	XP_033329601.1
