Orthogroup	Eufriesea_mexicana	Osmia_lignaria
OG0004021	XP_017756596.1	XP_034187607.1
OG0004022	XP_017762850.1	XP_034175617.1
OG0004024	XP_017756648.1	XP_034185395.1
OG0004025	XP_017755331.1	XP_034177313.1
OG0004026	XP_017762939.1	XP_034185934.1
OG0004027	XP_017755505.1	XP_034189226.1
OG0004028	XP_017758669.1	XP_034171985.1
OG0004029	XP_017762069.1	XP_034179352.1
OG0004030	XP_017765754.1	XP_034187262.1
OG0004031	XP_017764845.1	XP_034172566.1
OG0004032	XP_017754232.1	XP_034173118.1
OG0004033	XP_017762137.1	XP_034191001.1
OG0004034	XP_017759612.1	XP_034187565.1
OG0004035	XP_017761551.1	XP_034191798.1
OG0004036	XP_017765981.1	XP_034172657.1
OG0004037	XP_017761824.1	XP_034173220.1
OG0004038	XP_017759809.1	XP_034188922.1
OG0004039	XP_017765237.1	XP_034179924.1
OG0004040	XP_017763790.1	XP_034178164.1
OG0004041	XP_017763738.1	XP_034183294.1
OG0004042	XP_017761473.1	XP_034175674.1
OG0004043	XP_017764856.1	XP_034173026.1
OG0004044	XP_017757677.1	XP_034179556.1
OG0004045	XP_017766643.1	XP_034177960.1
OG0004046	XP_017757644.1	XP_034172585.1
OG0004047	XP_017758366.1	XP_034183670.1
OG0004048	XP_017765834.1	XP_034174063.1
OG0004049	XP_017755888.1, XP_017759019.1	XP_034195356.1
OG0004050	XP_017753443.1	XP_034190928.1
OG0004051	XP_017764951.1	XP_034179103.1
OG0004052	XP_017762040.1	XP_034192729.1
OG0004053	XP_017752183.1	XP_034191077.1
OG0004054	XP_017753929.1	XP_034181261.1
OG0004055	XP_017759347.1	XP_034191504.1
OG0004056	XP_017754658.1	XP_034191192.1
OG0004057	XP_017753126.1	XP_034172678.1
OG0004058	XP_017756165.1	XP_034190860.1
OG0004059	XP_017766615.1	XP_034178496.1
OG0004060	XP_017758126.1, XP_017758442.1	XP_034189635.1
OG0004061	XP_017756718.1	XP_034187273.1
OG0004062	XP_017753993.1	XP_034173057.1
OG0004063	XP_017766621.1, XP_017766622.1	XP_034178794.1
OG0004064	XP_017762397.1	XP_034175854.1
OG0004065	XP_017761364.1	XP_034177720.1
OG0004066	XP_017766141.1	XP_034195136.1
OG0004067	XP_017752290.1	XP_034181690.1
OG0004068	XP_017759252.1	XP_034187838.1
OG0004069	XP_017753839.1	XP_034193479.1
OG0004070	XP_017759173.1	XP_034172225.1
OG0004071	XP_017761359.1	XP_034192703.1
OG0004072	XP_017753423.1	XP_034186602.1
OG0004074	XP_017759478.1, XP_017759552.1	XP_034179128.1
OG0004075	XP_017764552.1	XP_034173494.1
OG0004076	XP_017762039.1	XP_034192718.1
OG0004077	XP_017755557.1	XP_034176441.1
OG0004078	XP_017753078.1, XP_017753079.1	XP_034188324.1
OG0004079	XP_017765704.1	XP_034171532.1
OG0004080	XP_017759132.1	XP_034172881.1
OG0004082	XP_017764672.1	XP_034172773.1
OG0004083	XP_017756286.1	XP_034173688.1
OG0004084	XP_017763503.1	XP_034181017.1, XP_034181016.1
OG0004085	XP_017759887.1	XP_034192116.1
OG0004086	XP_017754131.1	XP_034172637.1
OG0004087	XP_017757453.1	XP_034185940.1
OG0004088	XP_017765782.1	XP_034179349.1, XP_034179350.1
OG0004089	XP_017760759.1	XP_034175737.1
OG0004090	XP_017753001.1	XP_034178180.1
OG0004091	XP_017758987.1	XP_034190668.1
OG0004092	XP_017757259.1	XP_034182040.1
OG0004093	XP_017759031.1	XP_034175884.1
OG0004095	XP_017756181.1	XP_034183195.1
OG0004096	XP_017758019.1	XP_034172257.1
OG0004097	XP_017760076.1	XP_034187418.1
OG0004099	XP_017764363.1	XP_034176495.1
OG0004100	XP_017756607.1	XP_034185830.1
OG0004101	XP_017755507.1	XP_034177860.1
OG0004102	XP_017761737.1	XP_034196000.1
OG0004103	XP_017754789.1	XP_034176663.1
OG0004104	XP_017765509.1	XP_034191976.1
OG0004105	XP_017764228.1	XP_034189024.1
OG0004106	XP_017756066.1	XP_034194711.1
OG0004107	XP_017752167.1	XP_034192237.1
OG0004108	XP_017756332.1	XP_034188911.1
OG0004109	XP_017759488.1	XP_034182237.1
OG0004110	XP_017753243.1	XP_034174902.1
OG0004111	XP_017761887.1	XP_034194215.1
OG0004112	XP_017759940.1	XP_034192034.1
OG0004113	XP_017754506.1	XP_034184663.1
OG0004114	XP_017765089.1	XP_034193560.1
OG0004115	XP_017752459.1	XP_034195461.1
OG0004116	XP_017763010.1	XP_034193902.1
OG0004117	XP_017766378.1	XP_034196486.1
OG0004118	XP_017757218.1	XP_034187642.1
OG0004119	XP_017752434.1, XP_017752399.1	XP_034179152.1
OG0004120	XP_017753191.1	XP_034179387.1
OG0004121	XP_017765855.1	XP_034173768.1
OG0004122	XP_017753560.1	XP_034182880.1
OG0004123	XP_017761415.1	XP_034183221.1
OG0004124	XP_017765085.1	XP_034179219.1
OG0004125	XP_017767424.1	XP_034189915.1
OG0004126	XP_017756671.1	XP_034191585.1
OG0004127	XP_017766379.1	XP_034172044.1
OG0004128	XP_017766210.1	XP_034182382.1
OG0004129	XP_017763365.1	XP_034181846.1
OG0004130	XP_017756627.1	XP_034185403.1
OG0004131	XP_017766187.1	XP_034181981.1
OG0004132	XP_017762680.1	XP_034188363.1
OG0004133	XP_017752390.1	XP_034188499.1
OG0004134	XP_017754838.1	XP_034175291.1
OG0004135	XP_017757514.1	XP_034176870.1
OG0004136	XP_017752464.1	XP_034196166.1
OG0004137	XP_017762804.1	XP_034176548.1
OG0004138	XP_017752408.1	XP_034179323.1
OG0004139	XP_017766361.1, XP_017766362.1	XP_034171525.1
OG0004141	XP_017754540.1	XP_034196636.1
OG0004142	XP_017754920.1	XP_034185025.1
OG0004143	XP_017760443.1	XP_034171113.1
OG0004144	XP_017764598.1	XP_034184645.1
OG0004145	XP_017764484.1	XP_034186750.1, XP_034186749.1
OG0004146	XP_017758982.1	XP_034190278.1
OG0004147	XP_017764945.1	XP_034179153.1
OG0004148	XP_017752764.1	XP_034186390.1
OG0004149	XP_017757870.1	XP_034183698.1
OG0004150	XP_017753674.1	XP_034177261.1
OG0004151	XP_017764434.1	XP_034186777.1
OG0004152	XP_017753682.1	XP_034177262.1
OG0004153	XP_017760466.1	XP_034171121.1
OG0004154	XP_017752810.1	XP_034179690.1
OG0004155	XP_017758798.1	XP_034184568.1
OG0004157	XP_017758349.1	XP_034186304.1
OG0004158	XP_017761819.1	XP_034185664.1
OG0004159	XP_017764316.1	XP_034185351.1
OG0004160	XP_017765400.1	XP_034189488.1
OG0004161	XP_017766645.1	XP_034178401.1
OG0004162	XP_017761300.1	XP_034191509.1
OG0004163	XP_017762655.1	XP_034187658.1, XP_034187657.1
OG0004164	XP_017758575.1	XP_034187837.1
OG0004165	XP_017756498.1	XP_034186402.1
OG0004166	XP_017762877.1	XP_034180472.1
OG0004167	XP_017760768.1	XP_034188768.1
OG0004168	XP_017766497.1	XP_034178311.1
OG0004169	XP_017761744.1	XP_034181135.1
OG0004170	XP_017754367.1	XP_034189641.1
OG0004171	XP_017763623.1	XP_034184717.1
OG0004172	XP_017760442.1	XP_034183464.1
OG0004173	XP_017767462.1	XP_034185876.1
OG0004174	XP_017760676.1	XP_034183600.1
OG0004175	XP_017767193.1	XP_034180791.1
OG0004176	XP_017765843.1, XP_017765842.1	XP_034173803.1
OG0004177	XP_017753466.1	XP_034180981.1
OG0004178	XP_017754431.1	XP_034190122.1, XP_034190123.1
OG0004179	XP_017757960.1	XP_034180465.1, XP_034180466.1
OG0004180	XP_017761623.1	XP_034190558.1
OG0004181	XP_017760314.1	XP_034188020.1
OG0004182	XP_017753457.1	XP_034190028.1
OG0004183	XP_017761723.1, XP_017761722.1	XP_034195419.1
OG0004184	XP_017767111.1	XP_034182069.1
OG0004185	XP_017753811.1, XP_017753813.1	XP_034179663.1
OG0004186	XP_017759152.1	XP_034176487.1
OG0004187	XP_017766822.1	XP_034177973.1
OG0004188	XP_017765848.1	XP_034174864.1
OG0004189	XP_017765876.1	XP_034174867.1, XP_034174866.1
OG0004190	XP_017765858.1	XP_034174533.1
OG0004191	XP_017755473.1	XP_034180467.1
OG0004193	XP_017762006.1, XP_017762007.1	XP_034179074.1
OG0004194	XP_017763506.1	XP_034181594.1
OG0004195	XP_017764199.1	XP_034185559.1
OG0004196	XP_017765829.1	XP_034192864.1
OG0004197	XP_017763052.1	XP_034181131.1
OG0004198	XP_017755577.1	XP_034176400.1
OG0004199	XP_017764934.1	XP_034176055.1
OG0004200	XP_017753732.1	XP_034180808.1
OG0004201	XP_017760613.1	XP_034191738.1
OG0004202	XP_017766639.1	XP_034178175.1
OG0004203	XP_017761181.1	XP_034184069.1
OG0004204	XP_017752283.1	XP_034181693.1, XP_034181692.1
OG0004205	XP_017759748.1	XP_034191385.1
OG0004206	XP_017765808.1	XP_034181140.1
OG0004207	XP_017759228.1	XP_034184170.1
OG0004208	XP_017762651.1	XP_034171205.1
OG0004209	XP_017758150.1	XP_034183699.1
OG0004210	XP_017753665.1	XP_034176839.1
OG0004211	XP_017758746.1	XP_034177147.1
OG0004212	XP_017758740.1	XP_034192965.1
OG0004213	XP_017760182.1	XP_034193461.1
OG0004214	XP_017760178.1	XP_034196300.1
OG0004215	XP_017766096.1	XP_034192681.1
OG0004216	XP_017766117.1	XP_034195294.1, XP_034195299.1
OG0004217	XP_017759971.1	XP_034187356.1
OG0004218	XP_017753099.1	XP_034187529.1
OG0004219	XP_017766889.1	XP_034190795.1
OG0004220	XP_017754433.1	XP_034189831.1
OG0004221	XP_017756231.1	XP_034193731.1
OG0004222	XP_017756227.1	XP_034193483.1
OG0004223	XP_017763661.1	XP_034185194.1
OG0004224	XP_017764371.1	XP_034176086.1
OG0004225	XP_017761736.1	XP_034196014.1
OG0004226	XP_017767660.1	XP_034176895.1
OG0004227	XP_017767457.1	XP_034185855.1
OG0004228	XP_017767340.1	XP_034190104.1
OG0004229	XP_017762396.1	XP_034184884.1
OG0004230	XP_017757511.1	XP_034176807.1
OG0004231	XP_017762671.1	XP_034174551.1
OG0004232	XP_017756146.1	XP_034183323.1
OG0004233	XP_017759683.1	XP_034196158.1
OG0004234	XP_017757491.1	XP_034176864.1
OG0004235	XP_017767200.1	XP_034180045.1
OG0004236	XP_017765205.1	XP_034170833.1
OG0004238	XP_017760862.1	XP_034175326.1
OG0004239	XP_017754869.1	XP_034176025.1
OG0004241	XP_017754346.1	XP_034188510.1
OG0004242	XP_017764289.1	XP_034183251.1
OG0004243	XP_017767134.1	XP_034174458.1
OG0004244	XP_017756069.1	XP_034173698.1, XP_034173697.1
OG0004245	XP_017764054.1	XP_034183974.1
OG0004246	XP_017757478.1	XP_034192793.1
OG0004247	XP_017761344.1	XP_034177721.1
OG0004248	XP_017759498.1	XP_034188432.1
OG0004249	XP_017759502.1	XP_034182248.1
OG0004250	XP_017752504.1	XP_034185030.1
OG0004251	XP_017757061.1	XP_034171195.1
OG0004252	XP_017757060.1	XP_034171203.1
OG0004253	XP_017766107.1	XP_034195744.1
OG0004254	XP_017762702.1	XP_034184098.1
OG0004255	XP_017765134.1	XP_034174515.1
OG0004256	XP_017766491.1	XP_034170858.1
OG0004257	XP_017766371.1	XP_034170813.1
OG0004258	XP_017755348.1	XP_034187200.1
OG0004259	XP_017766173.1	XP_034182443.1
OG0004260	XP_017764349.1	XP_034182532.1
OG0004261	XP_017753527.1	XP_034182877.1
OG0004262	XP_017758697.1	XP_034186975.1
OG0004263	XP_017758242.1	XP_034183932.1, XP_034183933.1
OG0004264	XP_017753989.1	XP_034173093.1, XP_034173095.1
OG0004265	XP_017762574.1	XP_034172842.1
OG0004266	XP_017753516.1	XP_034172094.1
OG0004267	XP_017759066.1	XP_034191981.1
OG0004268	XP_017759059.1	XP_034196047.1
OG0004269	XP_017755111.1	XP_034181414.1
OG0004270	XP_017755661.1	XP_034192868.1
OG0004271	XP_017763550.1	XP_034176459.1
OG0004272	XP_017757958.1	XP_034191767.1
OG0004273	XP_017757917.1	XP_034191709.1, XP_034191708.1
OG0004274	XP_017757396.1	XP_034194331.1
OG0004275	XP_017753932.1	XP_034181266.1
OG0004276	XP_017763152.1	XP_034187957.1
OG0004277	XP_017763696.1	XP_034174254.1
OG0004278	XP_017759673.1	XP_034196179.1
OG0004279	XP_017763760.1, XP_017763759.1	XP_034191300.1
OG0004280	XP_017763135.1, XP_017763127.1	XP_034175613.1
OG0004281	XP_017761711.1	XP_034192518.1
OG0004282	XP_017763989.1	XP_034193841.1
OG0004283	XP_017763996.1	XP_034195597.1
OG0004284	XP_017763194.1	XP_034180653.1
OG0004285	XP_017752579.1	XP_034191930.1
OG0004286	XP_017767120.1	XP_034179547.1, XP_034179541.1
OG0004287	XP_017758003.1	XP_034182566.1
OG0004288	XP_017763113.1	XP_034189358.1
OG0004289	XP_017764412.1	XP_034186764.1
OG0004290	XP_017764416.1	XP_034186769.1
OG0004291	XP_017764637.1	XP_034178051.1
OG0004293	XP_017755733.1	XP_034182341.1
OG0004294	XP_017763389.1, XP_017763398.1	XP_034193175.1
OG0004295	XP_017759204.1	XP_034175083.1
OG0004296	XP_017752969.1	XP_034181527.1
OG0004297	XP_017764769.1	XP_034194270.1
OG0004298	XP_017764966.1	XP_034194267.1, XP_034194098.1
OG0004299	XP_017766767.1, XP_017766766.1	XP_034178230.1
OG0004300	XP_017766759.1	XP_034178260.1, XP_034178259.1
OG0004301	XP_017761850.1	XP_034175785.1
OG0004302	XP_017762857.1	XP_034175640.1
OG0004304	XP_017765826.1, XP_017765933.1	XP_034174720.1
OG0004305	XP_017755455.1	XP_034191751.1
OG0004306	XP_017763635.1	XP_034184968.1
OG0004307	XP_017763479.1	XP_034181462.1
OG0004308	XP_017763504.1, XP_017763489.1	XP_034192522.1
OG0004309	XP_017756997.1	XP_034188960.1
OG0004310	XP_017752638.1	XP_034189517.1
OG0004311	XP_017753893.1	XP_034179833.1
OG0004312	XP_017753895.1, XP_017753894.1	XP_034179841.1
OG0004313	XP_017761283.1	XP_034171898.1
OG0004314	XP_017761288.1, XP_017761289.1	XP_034171270.1
OG0004315	XP_017761284.1	XP_034189267.1
OG0004316	XP_017761287.1	XP_034171285.1
OG0004317	XP_017761285.1	XP_034189221.1
OG0004318	XP_017755975.1, XP_017755969.1	XP_034196519.1
OG0004319	XP_017754258.1	XP_034181451.1
OG0004320	XP_017754289.1	XP_034192466.1
OG0004321	XP_017762022.1	XP_034179040.1
OG0004322	XP_017762008.1	XP_034179070.1
OG0004323	XP_017762014.1	XP_034179782.1
OG0004324	XP_017766773.1	XP_034178029.1
OG0004325	XP_017766674.1	XP_034178645.1
OG0004326	XP_017766588.1	XP_034178493.1
OG0004327	XP_017753600.1	XP_034183089.1
OG0004328	XP_017754606.1	XP_034186717.1
OG0004329	XP_017754680.1	XP_034186860.1
OG0004330	XP_017759012.1	XP_034190659.1
OG0004331	XP_017758988.1	XP_034184788.1
OG0004332	XP_017764159.1	XP_034184786.1
OG0004333	XP_017764178.1, XP_017764179.1	XP_034184705.1
OG0004334	XP_017756021.1	XP_034184697.1
OG0004335	XP_017753109.1	XP_034181795.1
OG0004336	XP_017753118.1	XP_034181785.1
OG0004337	XP_017761749.1	XP_034192398.1
OG0004338	XP_017752679.1	XP_034181431.1
OG0004339	XP_017763516.1	XP_034188012.1
OG0004340	XP_017763440.1	XP_034188018.1
OG0004341	XP_017752668.1	XP_034181433.1
OG0004342	XP_017752321.1	XP_034188444.1
OG0004343	XP_017752338.1	XP_034188267.1
OG0004344	XP_017767100.1	XP_034182208.1
OG0004345	XP_017755942.1	XP_034192482.1
OG0004346	XP_017755925.1, XP_017755924.1	XP_034181289.1
OG0004347	XP_017764232.1	XP_034175279.1
OG0004348	XP_017755561.1, XP_017755562.1	XP_034176418.1
OG0004349	XP_017753731.1	XP_034193724.1, XP_034193723.1
OG0004350	XP_017755506.1	XP_034177859.1
OG0004351	XP_017761969.1, XP_017758607.1	XP_034175256.1
OG0004352	XP_017754861.1	XP_034195519.1, XP_034195517.1
OG0004353	XP_017766644.1	XP_034178080.1
OG0004354	XP_017766653.1	XP_034178136.1
OG0004355	XP_017762613.1, XP_017762612.1	XP_034181205.1
OG0004356	XP_017752268.1	XP_034181218.1
OG0004357	XP_017760580.1	XP_034192097.1
OG0004358	XP_017766534.1	XP_034178517.1
OG0004359	XP_017766782.1	XP_034178702.1
OG0004360	XP_017766659.1	XP_034178802.1
OG0004361	XP_017766738.1	XP_034178627.1
OG0004362	XP_017766526.1	XP_034178752.1
OG0004363	XP_017766750.1	XP_034178762.1
OG0004364	XP_017752427.1	XP_034182786.1
OG0004365	XP_017765868.1	XP_034173921.1
OG0004366	XP_017765871.1	XP_034174096.1
OG0004367	XP_017765857.1	XP_034173771.1, XP_034173772.1
OG0004368	XP_017752807.1	XP_034179669.1
OG0004369	XP_017762689.1, XP_017762690.1	XP_034188675.1
OG0004370	XP_017752276.1	XP_034181724.1
OG0004371	XP_017766684.1	XP_034188553.1
OG0004372	XP_017752265.1	XP_034179002.1
OG0004374	XP_017752143.1	XP_034179493.1
OG0004375	XP_017764947.1	XP_034179491.1
OG0004376	XP_017764981.1	XP_034179097.1
OG0004377	XP_017765481.1	XP_034189120.1
OG0004378	XP_017761059.1	XP_034171497.1
OG0004379	XP_017761676.1	XP_034195374.1
OG0004380	XP_017761329.1, XP_017761328.1	XP_034176637.1
OG0004381	XP_017762499.1	XP_034186809.1
OG0004382	XP_017760005.1	XP_034191394.1
OG0004383	XP_017760038.1, XP_017760044.1	XP_034191399.1
OG0004384	XP_017753586.1	XP_034186703.1
OG0004385	XP_017765631.1, XP_017760280.1	XP_034181418.1
OG0004386	XP_017755717.1	XP_034184317.1
OG0004387	XP_017755726.1	XP_034184499.1
OG0004388	XP_017755709.1	XP_034184494.1, XP_034184493.1
OG0004389	XP_017755738.1	XP_034184504.1
OG0004390	XP_017755743.1	XP_034184501.1
OG0004391	XP_017755848.1	XP_034184352.1
OG0004392	XP_017755805.1	XP_034186488.1, XP_034186479.1
OG0004393	XP_017758873.1	XP_034187460.1
OG0004394	XP_017758888.1	XP_034184524.1, XP_034184523.1
OG0004395	XP_017755069.1	XP_034183986.1
OG0004396	XP_017762649.1	XP_034195869.1
OG0004397	XP_017756829.1	XP_034182012.1
OG0004398	XP_017756915.1	XP_034180021.1
OG0004399	XP_017760855.1	XP_034175860.1
OG0004400	XP_017764265.1	XP_034195639.1
OG0004401	XP_017763328.1	XP_034188806.1
OG0004402	XP_017756657.1	XP_034180425.1
OG0004403	XP_017753676.1	XP_034177002.1
OG0004404	XP_017758715.1	XP_034177146.1
OG0004405	XP_017758730.1	XP_034177105.1
OG0004406	XP_017766964.1	XP_034177169.1, XP_034177170.1
OG0004407	XP_017766960.1	XP_034177733.1
OG0004408	XP_017766962.1	XP_034177737.1
OG0004409	XP_017753411.1	XP_034186891.1
OG0004410	XP_017756095.1	XP_034183042.1
OG0004411	XP_017757334.1	XP_034189510.1
OG0004412	XP_017760027.1	XP_034194975.1
OG0004413	XP_017760041.1	XP_034192300.1
OG0004414	XP_017764509.1	XP_034181652.1
OG0004415	XP_017766284.1	XP_034183713.1
OG0004416	XP_017763697.1	XP_034183493.1
OG0004417	XP_017757845.1	XP_034183786.1
OG0004418	XP_017766233.1	XP_034183790.1
OG0004419	XP_017766229.1	XP_034190031.1
OG0004421	XP_017761825.1	XP_034190134.1
OG0004422	XP_017758481.1, XP_017758289.1	XP_034183794.1
OG0004423	XP_017759334.1	XP_034194080.1
OG0004424	XP_017759295.1	XP_034184588.1
OG0004425	XP_017767122.1	XP_034182885.1
OG0004426	XP_017766878.1	XP_034190796.1
OG0004427	XP_017760244.1	XP_034171585.1
OG0004428	XP_017760249.1	XP_034171660.1
OG0004429	XP_017760241.1	XP_034183538.1
OG0004430	XP_017763821.1	XP_034183549.1
OG0004432	XP_017763916.1	XP_034174900.1
OG0004433	XP_017763005.1	XP_034179589.1
OG0004434	XP_017762990.1	XP_034193895.1
OG0004435	XP_017758050.1	XP_034179538.1
OG0004436	XP_017758091.1	XP_034179523.1
OG0004437	XP_017758048.1	XP_034193669.1
OG0004438	XP_017758102.1	XP_034178898.1
OG0004439	XP_017765099.1	XP_034193715.1
OG0004440	XP_017765227.1	XP_034179311.1
OG0004441	XP_017765220.1	XP_034179920.1
OG0004442	XP_017760505.1	XP_034178869.1
OG0004443	XP_017760968.1	XP_034179925.1
OG0004444	XP_017764566.1, XP_017764565.1	XP_034190199.1
OG0004445	XP_017760494.1	XP_034195104.1
OG0004446	XP_017764520.1	XP_034185174.1, XP_034185173.1
OG0004447	XP_017763508.1	XP_034181020.1, XP_034181018.1, XP_034181019.1
OG0004448	XP_017767027.1	XP_034188170.1
OG0004449	XP_017767099.1	XP_034188176.1
OG0004450	XP_017755358.1	XP_034188466.1
OG0004451	XP_017765290.1	XP_034195460.1
OG0004452	XP_017767652.1	XP_034177021.1
OG0004453	XP_017767701.1	XP_034177204.1
OG0004454	XP_017760670.1	XP_034196646.1
OG0004455	XP_017758818.1	XP_034176064.1
OG0004456	XP_017764329.1	XP_034185345.1
OG0004457	XP_017764308.1	XP_034184640.1
OG0004458	XP_017764321.1	XP_034190327.1
OG0004459	XP_017764325.1	XP_034190325.1
OG0004460	XP_017756248.1	XP_034190670.1
OG0004461	XP_017752535.1	XP_034185462.1
OG0004462	XP_017752560.1	XP_034185459.1
OG0004463	XP_017762968.1	XP_034196600.1
OG0004464	XP_017766963.1	XP_034177272.1
OG0004465	XP_017757540.1	XP_034176938.1, XP_034176937.1
OG0004466	XP_017759900.1	XP_034191616.1, XP_034191608.1
OG0004467	XP_017759865.1	XP_034191601.1
OG0004468	XP_017759864.1	XP_034191638.1
OG0004469	XP_017759894.1	XP_034192125.1
OG0004470	XP_017762863.1	XP_034195255.1, XP_034195254.1, XP_034195263.1
OG0004471	XP_017762888.1	XP_034195258.1, XP_034195286.1
OG0004472	XP_017760611.1	XP_034191552.1
OG0004473	XP_017760609.1	XP_034191546.1
OG0004474	XP_017764624.1	XP_034185967.1
OG0004475	XP_017757783.1	XP_034177936.1
OG0004476	XP_017757805.1	XP_034178400.1
OG0004477	XP_017757777.1	XP_034178165.1
OG0004478	XP_017752219.1	XP_034178289.1
OG0004479	XP_017752237.1	XP_034178614.1
OG0004480	XP_017755019.1	XP_034181521.1
OG0004481	XP_017756105.1	XP_034186425.1
OG0004482	XP_017755587.1	XP_034191152.1
OG0004483	XP_017756819.1	XP_034191154.1
OG0004484	XP_017761404.1	XP_034190876.1
OG0004485	XP_017752903.1	XP_034186525.1
OG0004486	XP_017752866.1	XP_034186514.1
OG0004487	XP_017752943.1	XP_034186489.1
OG0004488	XP_017752905.1	XP_034186487.1
OG0004489	XP_017764613.1	XP_034187347.1
OG0004490	XP_017766116.1	XP_034195815.1
OG0004491	XP_017752444.1	XP_034195987.1
OG0004492	XP_017755023.1	XP_034187925.1
OG0004493	XP_017759658.1	XP_034184792.1
OG0004494	XP_017767511.1	XP_034186041.1, XP_034186044.1
OG0004495	XP_017757497.1	XP_034176865.1
OG0004496	XP_017757496.1	XP_034176939.1
OG0004497	XP_017767174.1	XP_034180035.1
OG0004498	XP_017767176.1	XP_034180773.1
OG0004499	XP_017759741.1	XP_034196564.1
OG0004500	XP_017758656.1	XP_034171948.1
OG0004501	XP_017759789.1	XP_034171747.1
OG0004502	XP_017763204.1	XP_034191876.1
OG0004503	XP_017763235.1	XP_034192060.1
OG0004504	XP_017767479.1	XP_034186055.1
OG0004505	XP_017765395.1	XP_034189457.1
OG0004506	XP_017765373.1	XP_034189538.1
OG0004507	XP_017764728.1	XP_034185738.1
OG0004508	XP_017758545.1	XP_034186178.1
OG0004509	XP_017758439.1	XP_034186234.1
OG0004510	XP_017763174.1	XP_034191864.1
OG0004511	XP_017754824.1	XP_034175275.1
OG0004512	XP_017761907.1	XP_034176552.1
OG0004514	XP_017761465.1	XP_034175164.1, XP_034175163.1
OG0004515	XP_017760952.1	XP_034175680.1
OG0004516	XP_017760857.1	XP_034175893.1
OG0004517	XP_017760673.1	XP_034193452.1
OG0004518	XP_017760792.1	XP_034193280.1
OG0004519	XP_017760946.1	XP_034175314.1
OG0004520	XP_017760677.1	XP_034176308.1
OG0004521	XP_017764214.1	XP_034183182.1
OG0004522	XP_017760071.1	XP_034187471.1
OG0004523	XP_017757208.1	XP_034187700.1
OG0004524	XP_017757192.1	XP_034187649.1
OG0004525	XP_017765633.1	XP_034183950.1
OG0004526	XP_017765502.1	XP_034184235.1
OG0004527	XP_017764081.1	XP_034178600.1
OG0004528	XP_017764061.1, XP_017764060.1	XP_034194591.1
OG0004529	XP_017753184.1	XP_034180290.1
OG0004530	XP_017761356.1	XP_034176889.1
OG0004532	XP_017757428.1	XP_034192604.1
OG0004533	XP_017757503.1	XP_034192808.1
OG0004534	XP_017757438.1	XP_034192776.1
OG0004535	XP_017757520.1	XP_034192760.1, XP_034192761.1
OG0004536	XP_017757508.1	XP_034192655.1
OG0004537	XP_017757594.1	XP_034177814.1
OG0004538	XP_017757772.1	XP_034194604.1
OG0004539	XP_017757800.1	XP_034178667.1
OG0004540	XP_017765553.1	XP_034187788.1
OG0004542	XP_017765720.1	XP_034196679.1
OG0004543	XP_017758676.1	XP_034171755.1
OG0004544	XP_017759564.1	XP_034194646.1
OG0004545	XP_017762131.1	XP_034186897.1
OG0004546	XP_017756649.1	XP_034185378.1
OG0004547	XP_017757101.1	XP_034191269.1
OG0004549	XP_017764829.1	XP_034188423.1
OG0004550	XP_017757281.1	XP_034194315.1
OG0004551	XP_017753355.1	XP_034179035.1
OG0004553	XP_017753345.1	XP_034175364.1
OG0004554	XP_017764359.1	XP_034196063.1
OG0004555	XP_017755130.1	XP_034189271.1, XP_034189270.1
OG0004556	XP_017762722.1	XP_034188907.1
OG0004557	XP_017756418.1	XP_034189407.1
OG0004558	XP_017756378.1	XP_034188976.1
OG0004559	XP_017754750.1	XP_034171976.1
OG0004560	XP_017754715.1	XP_034171975.1
OG0004561	XP_017766451.1	XP_034196638.1
OG0004562	XP_017762547.1, XP_017762520.1	XP_034171719.1
OG0004563	XP_017756472.1	XP_034189849.1
OG0004564	XP_017758348.1	XP_034183412.1
OG0004565	XP_017765008.1, XP_017765007.1	XP_034182233.1
OG0004566	XP_017759796.1	XP_034191224.1
OG0004567	XP_017764383.1	XP_034184682.1
OG0004568	XP_017753277.1	XP_034178246.1
OG0004569	XP_017762793.1	XP_034173010.1
OG0004570	XP_017753529.1	XP_034182980.1
OG0004571	XP_017753547.1	XP_034182874.1
OG0004572	XP_017761795.1, XP_017759665.1	XP_034191318.1
OG0004573	XP_017753220.1	XP_034188491.1
OG0004574	XP_017753210.1	XP_034172002.1
OG0004575	XP_017753218.1	XP_034176256.1
OG0004576	XP_017756550.1	XP_034181316.1
OG0004577	XP_017756541.1	XP_034181407.1
OG0004579	XP_017762353.1	XP_034182049.1
OG0004580	XP_017762348.1	XP_034182042.1
OG0004581	XP_017762335.1	XP_034182522.1
OG0004583	XP_017762149.1	XP_034191002.1
OG0004584	XP_017762116.1	XP_034190996.1, XP_034190995.1
OG0004585	XP_017762146.1	XP_034191413.1
OG0004586	XP_017764895.1	XP_034188803.1
OG0004587	XP_017764914.1	XP_034172154.1
OG0004588	XP_017753492.1	XP_034181298.1
OG0004589	XP_017753455.1	XP_034192657.1, XP_034192578.1
OG0004590	XP_017762083.1	XP_034191049.1, XP_034191050.1
OG0004591	XP_017762163.1	XP_034190937.1
OG0004592	XP_017754434.1	XP_034176602.1
OG0004593	XP_017763392.1, XP_017763393.1	XP_034193097.1
OG0004594	XP_017763407.1	XP_034193202.1
OG0004595	XP_017763385.1	XP_034175415.1
OG0004596	XP_017764801.1	XP_034174972.1
