Orthogroup	Eufriesea_mexicana	Bombus_terrestris
OG0003267	XP_017752819.1	XP_003401295.1
OG0003268	XP_017754427.1	XP_020722782.1
OG0003269	XP_017763358.1	XP_003393559.1
OG0003270	XP_017755741.1	XP_012167158.1
OG0003271	XP_017761006.1	XP_003399802.1
OG0003272	XP_017752285.1	XP_003397017.2
OG0003273	XP_017766672.1	XP_003394208.1, XP_020724127.1
OG0003274	XP_017762960.1	XP_003395482.1
OG0003275	XP_017763955.1	XP_003393518.1
OG0003276	XP_017761054.1	XP_012170222.1
OG0003277	XP_017754735.1	XP_003393757.1, XP_003393756.1
OG0003278	XP_017760224.1	XP_020723285.1
OG0003279	XP_017759686.1	XP_012173699.1
OG0003280	XP_017756769.1	XP_012166282.1
OG0003281	XP_017755756.1, XP_017755760.1	XP_003397721.1
OG0003282	XP_017761827.1	XP_020719973.1
OG0003283	XP_017756868.1	XP_012167408.1
OG0003284	XP_017755572.1	XP_020720460.1
OG0003285	XP_017759890.1, XP_017765340.1	XP_003397448.1
OG0003286	XP_017764241.1	XP_003397746.1, XP_012167082.1
OG0003287	XP_017764227.1	XP_012167081.1
OG0003288	XP_017761100.1	XP_020718372.1
OG0003289	XP_017761093.1	XP_012163642.1
OG0003290	XP_017757723.1	XP_012168105.1
OG0003291	XP_017752705.1	XP_003395522.1
OG0003292	XP_017758774.1	XP_012164207.1
OG0003293	XP_017753430.1	XP_020721411.1
OG0003294	XP_017760010.1	XP_012168850.1
OG0003295	XP_017760175.1	XP_012164751.1
OG0003296	XP_017760174.1	XP_003396159.1
OG0003298	XP_017764678.1	XP_012163379.1
OG0003299	XP_017754551.1	XP_020718410.1
OG0003299	XP_017754552.1, XP_017754567.1	XP_020718416.1
OG0003300	XP_017762421.1	XP_012174475.1
OG0003301	XP_017759383.1	XP_012167756.2
OG0003302	XP_017758420.1	XP_003398478.1
OG0003303	XP_017758562.1, XP_017758544.1	XP_012168180.1
OG0003304	XP_017759346.1	XP_003400904.1
OG0003305	XP_017760598.1	XP_012171486.1
OG0003306	XP_017759293.1	XP_003400759.1, XP_012171673.1
OG0003307	XP_017766903.1, XP_017766424.1	XP_003399666.1
OG0003308	XP_017760229.1	XP_003396198.1
OG0003309	XP_017763936.1	XP_020720961.1
OG0003310	XP_017762999.1	XP_020722779.1
OG0003311	XP_017758044.1	XP_020722732.1
OG0003312	XP_017758076.1	XP_003401084.1
OG0003313	XP_017765090.1	XP_003401036.1
OG0003314	XP_017759491.1	XP_003399446.1, XP_012169571.1
OG0003315	XP_017754478.1	XP_003403075.1
OG0003316	XP_017754541.1	XP_012175068.1
OG0003317	XP_017755434.1	XP_003394632.1
OG0003318	XP_017755379.1, XP_017755356.1	XP_012176545.1
OG0003319	XP_017752231.1	XP_003396547.2
OG0003320	XP_017767698.1	XP_003395453.1
OG0003321	XP_017767663.1	XP_003395830.1
OG0003322	XP_017754740.1	XP_012175791.1
OG0003323	XP_017754686.1	XP_020722390.1
OG0003324	XP_017767388.1	XP_003398089.2
OG0003325	XP_017756252.1	XP_012173041.1
OG0003326	XP_017762515.1	XP_012172905.1
OG0003327	XP_017757500.1	XP_012163994.2
OG0003328	XP_017759876.1	XP_012171665.1
OG0003329	XP_017755006.1	XP_012166041.1, XP_012166040.1, XP_003396893.1
OG0003330	XP_017756130.1	XP_003399883.1
OG0003331	XP_017761409.1	XP_012170487.2
OG0003332	XP_017752920.1	XP_012170455.1
OG0003333	XP_017764612.1	XP_003398717.1
OG0003334	XP_017764609.1	XP_003398720.2
OG0003335	XP_017762910.1	XP_003398969.1
OG0003336	XP_017754402.1	XP_012165818.1
OG0003337	XP_017766153.1, XP_017766154.1	XP_020719177.1
OG0003338	XP_017757020.1	XP_012164894.1
OG0003339	XP_017758295.1	XP_020723536.1
OG0003340	XP_017767430.1	XP_012167924.1
OG0003341	XP_017767278.1	XP_012171961.1
OG0003342	XP_017767241.1, XP_017767240.1	XP_012171186.1
OG0003343	XP_017767152.1	XP_003400381.1
OG0003344	XP_017761535.1	XP_003400533.1
OG0003345	XP_017759733.1	XP_020724005.1, XP_012175665.1, XP_012175664.1
OG0003346	XP_017762969.1	XP_003394046.1
OG0003347	XP_017767446.1	XP_003398300.1
OG0003348	XP_017767412.1	XP_003398305.1
OG0003349	XP_017767398.1	XP_012168223.1, XP_003398493.1
OG0003350	XP_017767392.1	XP_003398502.1
OG0003351	XP_017765365.1	XP_020720778.1
OG0003352	XP_017765360.1	XP_020720582.1
OG0003353	XP_017758470.1	XP_003398593.1
OG0003354	XP_017758418.1	XP_003398592.1
OG0003355	XP_017758377.1	XP_012167735.1, XP_020720660.1
OG0003356	XP_017758525.1	XP_020720567.1, XP_020720568.1, XP_003398302.1, XP_012167753.1
OG0003357	XP_017758462.1	XP_003398059.1
OG0003358	XP_017754895.1	XP_003398921.1
OG0003359	XP_017766991.1	XP_003398729.1
OG0003360	XP_017761466.1	XP_003399340.1
OG0003361	XP_017761460.1	XP_003399313.1
OG0003362	XP_017761505.1	XP_012169600.1, XP_003399289.1
OG0003363	XP_017760789.1	XP_012169588.1
OG0003364	XP_017760707.1, XP_017760705.1	XP_003399404.1
OG0003365	XP_017760853.1	XP_012168702.1
OG0003366	XP_017760815.1	XP_012168563.1, XP_012168562.1
OG0003367	XP_017760703.1	XP_003399091.2
OG0003368	XP_017760840.1	XP_012169319.1
OG0003369	XP_017754341.1	XP_003394664.1
OG0003370	XP_017761626.1	XP_012174984.1
OG0003371	XP_017764339.1	XP_012170297.1
OG0003372	XP_017763726.1	XP_012170620.1, XP_003399960.2
OG0003373	XP_017764261.1	XP_003399946.1
OG0003374	XP_017752945.1	XP_003399707.1
OG0003375	XP_017752871.1	XP_003399715.1
OG0003376	XP_017766315.1	XP_012174019.1
OG0003377	XP_017757220.1	XP_012163246.1
OG0003378	XP_017756240.1	XP_003402488.1
OG0003379	XP_017767456.1	XP_012163342.1
OG0003380	XP_017756223.1	XP_003402401.1
OG0003381	XP_017766329.1	XP_012163287.1
OG0003382	XP_017766336.1	XP_012163286.1
OG0003383	XP_017756846.1	XP_012167042.1
OG0003384	XP_017756895.1	XP_012167025.1
OG0003385	XP_017764090.1	XP_003397953.1
OG0003386	XP_017753739.1	XP_012167560.1, XP_020720135.1, XP_012167559.1
OG0003387	XP_017753862.1	XP_020720122.1
OG0003388	XP_017752756.1	XP_012173969.1
OG0003389	XP_017761354.1	XP_003395480.1
OG0003390	XP_017754480.1	XP_003401833.1
OG0003391	XP_017752717.1	XP_012175507.1
OG0003392	XP_017755259.1	XP_012164145.1
OG0003393	XP_017758753.1	XP_003395392.2
OG0003394	XP_017757440.1	XP_012164062.1
OG0003395	XP_017757439.1	XP_012164061.1
OG0003396	XP_017759581.1	XP_003394726.2
OG0003397	XP_017754385.1	XP_012165835.1, XP_003402394.2
OG0003398	XP_017759457.1	XP_003396029.1
OG0003399	XP_017756632.1, XP_017756631.1	XP_012172874.1
OG0003400	XP_017757260.1, XP_017757261.1	XP_012176252.1
OG0003401	XP_017753370.1	XP_020719647.1, XP_020719644.1
OG0003402	XP_017753129.1	XP_003396263.1, XP_012165184.1, XP_012165185.1
OG0003403	XP_017753140.1	XP_003396281.1
OG0003404	XP_017762728.1	XP_012173004.1
OG0003405	XP_017762723.1	XP_003393702.1
OG0003406	XP_017756282.1, XP_017754785.1	XP_020723473.1
OG0003407	XP_017766357.1	XP_012174543.2
OG0003408	XP_017755346.1	XP_003394575.1
OG0003409	XP_017756443.1	XP_003403346.1
OG0003410	XP_017766358.1	XP_012175923.2
OG0003411	XP_017766231.1	XP_012175909.1
OG0003412	XP_017753144.1	XP_012165287.1, XP_012165288.1
OG0003413	XP_017753271.1	XP_012165228.1
OG0003414	XP_017756429.1	XP_012175377.2
OG0003415	XP_017756430.1	XP_020723914.1
OG0003416	XP_017760275.1	XP_012173905.1
OG0003417	XP_017762927.1	XP_003394179.1, XP_012175955.1
OG0003418	XP_017762124.1	XP_012173671.1, XP_003402112.1, XP_020723217.1
OG0003419	XP_017761312.1	XP_012165403.1
OG0003420	XP_017764901.1	XP_012165433.1
OG0003421	XP_017754539.1	XP_003402874.1
OG0003422	XP_017763893.1	XP_003395795.1
OG0003423	XP_017764776.1	XP_003399381.1
OG0003424	XP_017762266.1	XP_020721219.1
OG0003425	XP_017762255.1	XP_012168607.1, XP_003398795.1
OG0003426	XP_017760390.1, XP_017760400.1	XP_020721231.1, XP_020721227.1
OG0003427	XP_017752124.1, XP_017752125.1	XP_012174784.1
OG0003428	XP_017754219.1	XP_003393110.1
OG0003429	XP_017754141.1	XP_012164318.1
OG0003430	XP_017767576.1	XP_003397648.2
OG0003431	XP_017767560.1, XP_017758191.1	XP_012167231.2
OG0003432	XP_017754048.1	XP_012164368.2
OG0003433	XP_017754191.1	XP_012170933.1
OG0003434	XP_017763560.1	XP_003393002.1
OG0003435	XP_017764252.1, XP_017753048.1	XP_003393150.1
OG0003436	XP_017763572.1	XP_012176353.2
OG0003437	XP_017753063.1	XP_012175854.1, XP_012175843.1
OG0003438	XP_017761176.1, XP_017761175.1	XP_003393484.1
OG0003439	XP_017762585.1	XP_012167201.1, XP_003393302.1
OG0003440	XP_017753518.1	XP_012167311.1
OG0003441	XP_017753510.1	XP_012167414.1
OG0003442	XP_017759079.1	XP_012165285.1
OG0003443	XP_017755113.1	XP_003399190.1
OG0003444	XP_017755612.1, XP_017755614.1	XP_020718965.1
OG0003445	XP_017753393.1	XP_012168508.1, XP_003398647.1
OG0003446	XP_017761941.1	XP_003398543.1
OG0003447	XP_017762215.1	XP_012170355.1
OG0003448	XP_017755599.1	XP_020723439.1, XP_003395417.1
OG0003449	XP_017764407.1	XP_003399925.2
OG0003450	XP_017764413.1	XP_003399915.1
OG0003451	XP_017763718.1	XP_012164666.1
OG0003452	XP_017759776.1	XP_003393931.1
OG0003453	XP_017761975.1	XP_012169797.1, XP_003393582.1
OG0003454	XP_017763853.1	XP_020719521.1
OG0003455	XP_017765729.1	XP_020723523.1
OG0003456	XP_017763962.1	XP_020723215.1
OG0003457	XP_017766350.1	XP_003394024.1
OG0003458	XP_017765152.1	XP_003394286.1
OG0003459	XP_017752316.1, XP_017752343.1	XP_003394473.1
OG0003460	XP_017767090.1, XP_017767091.1	XP_012176072.1
OG0003461	XP_017762368.1	XP_003394192.1
OG0003462	XP_017762460.1, XP_017762459.1	XP_012168747.1
OG0003463	XP_017760067.1	XP_012163202.1
OG0003464	XP_017765845.1	XP_020718395.1, XP_003394747.1
OG0003465	XP_017765958.1, XP_017765959.1, XP_017765960.1, XP_017765961.1	XP_003395044.1
OG0003466	XP_017765964.1	XP_012163506.1
OG0003467	XP_017756715.1	XP_012163715.1
OG0003468	XP_017757128.1	XP_020718328.1, XP_020718329.1
OG0003469	XP_017767637.1, XP_017767641.1	XP_012169522.1
OG0003470	XP_017765821.1	XP_003395070.1
OG0003471	XP_017764679.1	XP_012163391.2
OG0003472	XP_017761217.1	XP_003401971.1
OG0003473	XP_017762823.1, XP_017762822.1	XP_003396964.1
OG0003474	XP_017757495.1	XP_012164000.1, XP_003395563.1
OG0003475	XP_017761742.1, XP_017761740.1	XP_012164618.1
OG0003476	XP_017760170.1	XP_012164752.1
OG0003477	XP_017760438.1	XP_012167045.2
OG0003478	XP_017758256.1	XP_012163117.1, XP_012163115.1
OG0003480	XP_017765126.1	XP_012166154.1, XP_003396995.1, XP_012166153.1
OG0003481	XP_017767295.1	XP_012173844.2
OG0003482	XP_017754297.1	XP_012166490.1
OG0003483	XP_017754994.1	XP_003396881.1
OG0003484	XP_017753221.1	XP_003396600.1
OG0003485	XP_017759134.1	XP_012168474.1
OG0003486	XP_017756036.1	XP_020723005.1, XP_020723001.1
OG0003487	XP_017754536.1	XP_012175064.1
OG0003488	XP_017755917.1	XP_003397231.1
OG0003489	XP_017761991.1	XP_020722956.1
OG0003490	XP_017757947.1	XP_003402088.1
OG0003491	XP_017761652.1, XP_017761653.1	XP_003402558.1, XP_020723441.1
OG0003492	XP_017764183.1	XP_003403143.1
OG0003493	XP_017756822.1	XP_020720100.1
OG0003494	XP_017755742.1	XP_003397575.1, XP_020720180.1
OG0003495	XP_017755723.1	XP_003397585.2
OG0003497	XP_017767452.1	XP_003398139.2
OG0003498	XP_017758360.1	XP_003398475.1, XP_012168200.1, XP_012168201.1
OG0003499	XP_017764740.1	XP_012168319.1
OG0003500	XP_017766226.1	XP_012167882.1, XP_012167883.1, XP_012167884.1
OG0003502	XP_017757850.1	XP_012167857.1
OG0003503	XP_017758499.1, XP_017758355.1	XP_003398446.1
OG0003505	XP_017767352.1	XP_012168238.1
OG0003506	XP_017765361.1	XP_012168252.2
OG0003507	XP_017765388.1	XP_012168283.1, XP_020720827.1
OG0003508	XP_017762654.1	XP_003399005.1
OG0003509	XP_017754032.1	XP_012164578.1
OG0003510	XP_017754407.1	XP_003399117.1
OG0003511	XP_017754308.1	XP_012169359.1
OG0003512	XP_017764786.1	XP_003399378.1
OG0003513	XP_017759023.1	XP_003398951.1
OG0003514	XP_017760740.1	XP_012169278.1
OG0003515	XP_017760839.1	XP_003399079.1
OG0003516	XP_017762394.1	XP_003396473.1
OG0003517	XP_017753051.1	XP_020720592.1, XP_003393175.1
OG0003518	XP_017752907.1, XP_017762631.1, XP_017762630.1	XP_012170484.1
OG0003519	XP_017756483.1	XP_012170509.2
OG0003520	XP_017762002.1	XP_020722581.1, XP_020722579.1
OG0003521	XP_017760245.1	XP_020719053.1
OG0003522	XP_017753961.1, XP_017753962.1	XP_012172041.1
OG0003523	XP_017753424.1	XP_012169904.1
OG0003524	XP_017764626.1	XP_003400176.1
OG0003525	XP_017757803.1	XP_003400135.1
OG0003526	XP_017752233.1	XP_012170878.1
OG0003527	XP_017753106.1	XP_012171311.1
OG0003528	XP_017761515.1	XP_020722240.1
OG0003529	XP_017763259.1	XP_012176450.1
OG0003530	XP_017752575.1	XP_012171893.1, XP_012171897.1
OG0003531	XP_017752572.1	XP_012171885.1
OG0003532	XP_017764858.1	XP_003393502.1
OG0003533	XP_017765105.1	XP_012172174.1
OG0003534	XP_017765071.1	XP_020722498.1
OG0003535	XP_017752830.1	XP_003401304.1
OG0003536	XP_017765230.1	XP_012172090.1
OG0003537	XP_017752122.1	XP_012172544.1
OG0003538	XP_017753790.1	XP_020722724.1, XP_012172789.1
OG0003539	XP_017765091.1	XP_003401043.1
OG0003540	XP_017764996.1	XP_003401240.2
OG0003541	XP_017753778.1	XP_003401464.1
OG0003542	XP_017753597.1, XP_017753599.1	XP_020723165.1
OG0003543	XP_017765276.1	XP_012173723.1, XP_003402169.1
OG0003544	XP_017754655.1	XP_003402212.1
OG0003545	XP_017753572.1	XP_003402174.1
OG0003546	XP_017759492.1	XP_003398517.1
OG0003547	XP_017754352.1	XP_020721848.1, XP_003400290.1
OG0003548	XP_017763465.1	XP_012168534.1, XP_012168535.1, XP_020720764.1
OG0003549	XP_017763569.1	XP_020720484.1
OG0003550	XP_017757329.1	XP_003402819.1
OG0003551	XP_017756342.1, XP_017754691.1	XP_020722987.1
OG0003552	XP_017756283.1, XP_017754615.1	XP_020723471.1
OG0003553	XP_017758147.1	XP_003393668.1
OG0003554	XP_017765685.1	XP_020724047.1
OG0003555	XP_017753375.1	XP_012168517.1, XP_012168520.1
OG0003556	XP_017756322.1	XP_003402662.1
OG0003557	XP_017763558.1	XP_012175209.1
OG0003558	XP_017765303.1	XP_003393625.1
OG0003559	XP_017765313.1	XP_003393633.1
OG0003560	XP_017763115.1	XP_012171890.1
OG0003561	XP_017756284.1	XP_012174328.1
OG0003562	XP_017756073.1	XP_003394588.1
OG0003563	XP_017766617.1	XP_003394217.1
OG0003564	XP_017766637.1, XP_017766630.1	XP_012176005.1
OG0003565	XP_017752402.1	XP_003394552.1
OG0003566	XP_017755635.1	XP_020724190.1
OG0003567	XP_017766185.1	XP_012176527.2
OG0003568	XP_017752333.1	XP_020724117.1, XP_020724116.1, XP_003394471.1
OG0003569	XP_017754329.1	XP_020724122.1
OG0003570	XP_017752431.1	XP_012176347.1
OG0003571	XP_017757310.1	XP_003394417.1
OG0003572	XP_017757324.1	XP_003394113.1
OG0003573	XP_017755964.1	XP_012174556.1
OG0003574	XP_017766450.1	XP_012175918.1
OG0003575	XP_017764561.1	XP_003396824.1
OG0003576	XP_017767019.1	XP_012176067.1, XP_020724323.1, XP_020724324.1
OG0003577	XP_017757219.1	XP_012163245.1
OG0003579	XP_017753096.1	XP_020722102.1
OG0003580	XP_017753179.1	XP_020719504.1, XP_012165057.1, XP_003402513.3
OG0003581	XP_017756532.1	XP_012174115.1
OG0003582	XP_017758604.1, XP_017758602.1	XP_003395261.3
OG0003583	XP_017766330.1	XP_003402515.1
OG0003584	XP_017760085.1	XP_003395034.1
OG0003585	XP_017756367.1	XP_012174040.1, XP_012174039.1, XP_020723367.1
OG0003586	XP_017767551.1, XP_017767550.1	XP_012176735.2
OG0003587	XP_017756012.1	XP_020723345.1
OG0003588	XP_017767598.1	XP_012169537.1
OG0003589	XP_017761129.1	XP_003393491.1
OG0003590	XP_017752953.1	XP_012163945.1
OG0003591	XP_017755283.1, XP_017755284.1	XP_020718885.1
OG0003592	XP_017763880.1	XP_012164097.1
OG0003593	XP_017752728.1	XP_020723497.1, XP_003402692.1
OG0003594	XP_017759258.1	XP_003394665.1
OG0003595	XP_017765794.1	XP_012164281.1
OG0003596	XP_017762133.1	XP_012170307.1
OG0003597	XP_017758709.1	XP_020718842.1
OG0003598	XP_017755258.1, XP_017755257.1	XP_012164114.1
OG0003599	XP_017755626.1	XP_020718595.1
OG0003600	XP_017763876.1	XP_012164079.1, XP_020718611.1
OG0003601	XP_017755591.1	XP_003395307.1
OG0003602	XP_017757524.1, XP_017757523.1, XP_017757522.1	XP_003395851.1
OG0003603	XP_017757416.1	XP_012164349.1
OG0003604	XP_017767715.1	XP_020718818.1
OG0003605	XP_017767700.1	XP_003395741.1
OG0003606	XP_017753659.1	XP_012163849.1
OG0003607	XP_017761114.1	XP_012173527.1
OG0003608	XP_017755680.1	XP_003395316.1
OG0003609	XP_017761436.1	XP_003396387.1
OG0003610	XP_017758252.1	XP_012163110.1
OG0003611	XP_017764273.1	XP_012166765.1
OG0003612	XP_017761704.1	XP_020718978.1
OG0003613	XP_017766909.1, XP_017763095.1	XP_012164726.1
OG0003614	XP_017757708.1	XP_003397467.1
OG0003615	XP_017760529.1	XP_020723664.1
OG0003616	XP_017753620.1	XP_003402285.1
OG0003617	XP_017766111.1	XP_012164802.1
OG0003618	XP_017758921.1	XP_020723656.1
OG0003619	XP_017760664.1	XP_012164696.1
OG0003620	XP_017752135.1, XP_017752133.1	XP_020723676.1
OG0003621	XP_017763714.1	XP_003402302.2
OG0003622	XP_017761698.1	XP_012164921.1
OG0003623	XP_017761706.1	XP_012164640.1
OG0003624	XP_017761734.1	XP_012164915.1
OG0003625	XP_017761774.1	XP_003395885.1
OG0003626	XP_017763792.1	XP_012166095.2
OG0003627	XP_017755910.1	XP_012166497.1
OG0003628	XP_017759666.1	XP_003396639.1, XP_003396640.1
OG0003629	XP_017752244.1	XP_020723872.1, XP_012175288.1
OG0003630	XP_017754290.1	XP_020719949.1
OG0003631	XP_017762704.1	XP_012165714.1, XP_012165715.1
OG0003632	XP_017754315.1	XP_012166452.1
OG0003633	XP_017757107.1	XP_012166000.1, XP_012166002.1
OG0003634	XP_017765186.1	XP_012165087.1
OG0003635	XP_017759146.1	XP_020723871.1, XP_003398635.2, XP_003403409.2
OG0003636	XP_017757916.1	XP_020723075.1
OG0003637	XP_017763586.1	XP_003397990.1
OG0003638	XP_017756770.1	XP_012166281.1, XP_020719950.1
OG0003639	XP_017753613.1	XP_012166999.2, XP_020720009.1
OG0003640	XP_017756747.1	XP_020719915.1
OG0003643	XP_017761664.1	XP_003403216.2, XP_020723814.1
OG0003644	XP_017763498.1	XP_012166257.1
OG0003645	XP_017759419.1	XP_003403378.2, XP_020723037.1, XP_020723036.1
OG0003646	XP_017764579.1	XP_012174910.1
OG0003647	XP_017764204.1, XP_017764206.1, XP_017764205.1	XP_003403142.1
OG0003648	XP_017753611.1	XP_012167005.1
OG0003649	XP_017763039.1	XP_020719817.1
OG0003650	XP_017763058.1	XP_012166540.1
OG0003651	XP_017765792.1	XP_003401816.1
OG0003652	XP_017763551.1	XP_012166392.1
OG0003653	XP_017753721.1	XP_012176123.1
OG0003654	XP_017754926.1	XP_012173117.1
OG0003655	XP_017757877.1	XP_020723133.1
OG0003656	XP_017759482.1, XP_017759483.1	XP_003401779.1
OG0003659	XP_017759068.1	XP_003392875.1
OG0003660	XP_017753974.1	XP_012167568.1
OG0003661	XP_017753434.1	XP_020720116.1
OG0003662	XP_017755862.1	XP_012167664.1
OG0003663	XP_017758789.1	XP_003397555.1
OG0003664	XP_017762787.1, XP_017758411.1	XP_003398465.1
OG0003665	XP_017766241.1	XP_003398224.1
OG0003666	XP_017753157.1	XP_003396592.1
OG0003667	XP_017765442.1	XP_003392864.1
OG0003668	XP_017757299.1	XP_012168146.1
OG0003669	XP_017758452.1	XP_020720595.1, XP_020720594.1, XP_003398359.1
OG0003670	XP_017767501.1	XP_020720740.1, XP_012167936.1
OG0003671	XP_017767372.1	XP_003398253.3
OG0003672	XP_017756536.1	XP_020723299.1
OG0003673	XP_017767368.1, XP_017767367.1	XP_003398260.1, XP_012167944.1
OG0003674	XP_017757314.1	XP_003394370.1
OG0003675	XP_017765387.1	XP_003398540.1
OG0003676	XP_017757398.1	XP_003398385.1
OG0003677	XP_017767439.1	XP_012167956.1
OG0003678	XP_017758419.1	XP_020720549.1
OG0003679	XP_017758430.1	XP_003398412.1
OG0003680	XP_017754379.1	XP_003396728.1
OG0003681	XP_017758449.1, XP_017758190.1	XP_020720757.1
OG0003682	XP_017757552.1, XP_017758364.1	XP_003398131.1
OG0003683	XP_017756470.1	XP_003403358.1
OG0003684	XP_017762252.1	XP_003398798.1
OG0003685	XP_017753987.1, XP_017753986.1	XP_003398873.1
OG0003686	XP_017757010.1	XP_003396727.2
OG0003687	XP_017760339.1	XP_020721160.1
OG0003688	XP_017759987.1	XP_003398816.1, XP_012168882.1
OG0003689	XP_017754890.1	XP_012169031.2
OG0003690	XP_017765752.1	XP_003399153.1
OG0003691	XP_017760679.1	XP_003399055.1
OG0003692	XP_017761476.1	XP_012169611.1
OG0003693	XP_017761479.1	XP_012169613.1
OG0003694	XP_017753207.1	XP_003402618.1
OG0003695	XP_017763806.1	XP_003396946.1
OG0003696	XP_017761456.1	XP_020721334.1
OG0003697	XP_017759028.1	XP_012169086.1
OG0003698	XP_017760874.1	XP_003399081.1
OG0003699	XP_017754345.1	XP_012169368.1
OG0003700	XP_017754122.1	XP_020721056.1, XP_012169390.1
OG0003701	XP_017755570.1	XP_003399303.1
OG0003702	XP_017754438.1	XP_003396234.1
OG0003703	XP_017758686.1	XP_012170652.1
OG0003704	XP_017762048.1	XP_012172667.1, XP_020722535.1, XP_020722536.1
OG0003705	XP_017761420.1	XP_020719580.1
OG0003706	XP_017764857.1	XP_012168840.1
OG0003707	XP_017757804.1	XP_012170826.1
OG0003708	XP_017754361.1	XP_012170802.1
OG0003709	XP_017756520.1, XP_017756519.1	XP_020721773.1
OG0003710	XP_017766539.1	XP_003400181.1
OG0003711	XP_017754368.1	XP_012176681.1, XP_003394730.1
OG0003712	XP_017766823.1	XP_012171056.1
OG0003713	XP_017766518.1	XP_012171117.1
OG0003714	XP_017766687.1, XP_017766691.1	XP_012171081.1
OG0003715	XP_017752218.1	XP_020721835.1
OG0003716	XP_017767190.1	XP_012171199.1
OG0003717	XP_017759897.1	XP_003400577.1
OG0003718	XP_017763234.1	XP_012171855.1
OG0003719	XP_017760538.1	XP_012171915.1
OG0003720	XP_017757844.1	XP_012167824.1
OG0003721	XP_017759365.1	XP_012171688.1
OG0003722	XP_017761614.1	XP_003402533.1
OG0003723	XP_017765025.1	XP_012172173.1
OG0003724	XP_017752784.1	XP_003401305.1
OG0003725	XP_017753772.1	XP_012172556.1
OG0003726	XP_017761204.1	XP_003401572.1
OG0003727	XP_017753793.1, XP_017753792.1	XP_012172795.1
OG0003728	XP_017765772.1	XP_003401427.2
OG0003729	XP_017758130.1	XP_012172227.1, XP_012172226.1
OG0003730	XP_017753740.1	XP_012172747.1
OG0003731	XP_017763336.1	XP_003399612.1
OG0003732	XP_017766883.1	XP_003399653.1
OG0003734	XP_017753585.1	XP_012173631.1
OG0003735	XP_017759633.1	XP_012173694.1
OG0003736	XP_017764397.1	XP_020721541.1
OG0003737	XP_017761109.1	XP_012165331.1
OG0003738	XP_017753260.1	XP_003396326.1
OG0003739	XP_017759067.1	XP_003393260.1
OG0003740	XP_017753992.1	XP_020724330.1
OG0003741	XP_017764862.1	XP_003393499.2
OG0003742	XP_017761898.1	XP_012168780.1
OG0003743	XP_017753044.1	XP_012166623.1, XP_020718970.1
OG0003744	XP_017759105.1, XP_017759104.1	XP_003393281.1
OG0003745	XP_017761281.1	XP_020723304.1
OG0003746	XP_017755437.1	XP_003393691.1, XP_012172876.1
OG0003747	XP_017760356.1	XP_012168653.1, XP_020720883.1
OG0003748	XP_017766981.1	XP_020721155.1
OG0003749	XP_017766596.1, XP_017766594.1	XP_003400294.1
OG0003750	XP_017757766.1	XP_012170821.2
OG0003751	XP_017761545.1	XP_003400473.1, XP_003400472.1, XP_012171286.1
OG0003752	XP_017765037.1	XP_012172194.1
OG0003753	XP_017763702.1	XP_003402791.1
OG0003754	XP_017755482.1	XP_003393674.1
OG0003755	XP_017756348.1, XP_017754702.1	XP_003393775.1
OG0003756	XP_017765718.1	XP_003393834.1
OG0003757	XP_017754517.1, XP_017754473.1	XP_020721347.1, XP_012170528.1
OG0003758	XP_017757486.1	XP_003395721.1, XP_020718604.1
OG0003759	XP_017758736.1	XP_003395712.1
OG0003760	XP_017765645.1	XP_003397936.1
OG0003761	XP_017759435.1	XP_003397622.1, XP_012167190.1
OG0003762	XP_017761072.1	XP_003393575.1
OG0003763	XP_017755503.1	XP_012164289.2
OG0003764	XP_017752228.1	XP_012166026.1
OG0003765	XP_017756304.1	XP_003402634.1
OG0003766	XP_017756345.1	XP_012174371.1
OG0003767	XP_017762657.1	XP_003394762.1
OG0003768	XP_017752363.1	XP_003394458.1
OG0003769	XP_017757464.1	XP_003395818.1
OG0003771	XP_017762781.1	XP_003396734.1
OG0003772	XP_017759628.1	XP_020721833.1
OG0003773	XP_017767359.1	XP_003398487.1, XP_012168219.1
OG0003774	XP_017753177.1	XP_003396316.1
OG0003775	XP_017763269.1	XP_003393003.1
OG0003776	XP_017764401.1	XP_003399629.1
OG0003777	XP_017757078.1	XP_012167845.1
OG0003778	XP_017763634.1	XP_012175017.1, XP_012175016.1
OG0003779	XP_017764419.1	XP_012170117.1
OG0003780	XP_017762372.1	XP_003394197.1
OG0003781	XP_017767382.1	XP_003398175.1
OG0003782	XP_017752362.1	XP_003401347.1
OG0003783	XP_017760514.1	XP_003398366.1
OG0003784	XP_017762278.1	XP_003398796.1
OG0003785	XP_017752594.1	XP_012165120.1
OG0003786	XP_017762476.1, XP_017762477.1	XP_012173824.1, XP_003402266.1
OG0003787	XP_017755166.1	XP_012174255.1, XP_012174253.1
OG0003788	XP_017766948.1	XP_003401399.1
OG0003789	XP_017753964.1	XP_003400999.1
OG0003790	XP_017752224.1	XP_003400120.1, XP_012170801.1
OG0003791	XP_017756245.1	XP_003399865.1
OG0003792	XP_017764762.1	XP_003398547.1
OG0003793	XP_017767506.1	XP_003400656.1
OG0003794	XP_017760725.1	XP_012169609.1
OG0003795	XP_017762774.1	XP_003396915.1
OG0003796	XP_017759825.1	XP_020719526.1
OG0003797	XP_017761928.1	XP_003398911.1
OG0003798	XP_017764627.1	XP_003400318.1
