Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
OG0021319								NP_610039.1													
OG0021320								NP_610041.1													
OG0021321								NP_001260666.1													
OG0021322								NP_610110.1													
OG0021323								NP_001027388.1													
OG0021324								NP_610126.1													
OG0021325								NP_610131.1													
OG0021326								NP_001163055.1													
OG0021327								NP_001260715.1													
OG0021328								NP_610198.1													
OG0021329								NP_610211.1													
OG0021330								NP_523636.1													
OG0021331								NP_001286154.1													
OG0021332								NP_610265.1													
OG0021333								NP_001097207.1													
OG0021334								NP_610275.2													
OG0021335								NP_001260776.1													
OG0021336								NP_610307.2													
OG0021337								NP_610312.1													
OG0021338								NP_610330.1													
OG0021339								NP_610336.1													
OG0021340								NP_610344.2													
OG0021341								NP_001286180.1													
OG0021342								NP_001303339.1													
OG0021343								NP_610364.1													
OG0021344								NP_001286191.1													
OG0021345								NP_610368.1													
OG0021346								NP_610369.1													
OG0021347								NP_610374.2													
OG0021348								NP_001163089.2													
OG0021349								NP_610404.1													
OG0021350								NP_610412.2													
OG0021351								NP_610415.1													
OG0021352								NP_610416.1													
OG0021353								NP_610422.2													
OG0021354								NP_724730.2													
OG0021355								NP_001260813.1													
OG0021356								NP_788289.1													
OG0021357								NP_001286231.1													
OG0021358								NP_610486.1													
OG0021359								NP_476952.1													
OG0021360								NP_001260833.1													
OG0021361								NP_610516.1													
OG0021362								NP_724824.1													
OG0021363								NP_001097248.1													
OG0021364								NP_610529.1													
OG0021365								NP_724855.2													
OG0021366								NP_523669.2													
OG0021367								NP_001286273.1													
OG0021368								NP_610566.1													
OG0021369								NP_523682.3													
OG0021370								NP_001286290.1													
OG0021371								NP_610644.1													
OG0021372								NP_610645.1													
OG0021373								NP_610646.1													
OG0021374								NP_610647.1													
OG0021375								NP_610648.1													
OG0021376								NP_610649.1													
OG0021377								NP_610650.1													
OG0021378								NP_610651.1													
OG0021379								NP_610659.1													
OG0021380								NP_610660.2													
OG0021381								NP_610661.1													
OG0021382								NP_001137644.1													
OG0021383								NP_610671.1													
OG0021384								NP_001097275.1													
OG0021385								NP_610709.1													
OG0021386								NP_610713.2													
OG0021387								NP_610725.1													
OG0021388								NP_001260911.1													
OG0021389								NP_610748.1													
OG0021390								NP_610753.1													
OG0021391								NP_001163125.1													
OG0021392								NP_610768.1													
OG0021393								NP_610770.1													
OG0021394								NP_001286343.1													
OG0021395								NP_725150.2													
OG0021396								NP_610773.1													
OG0021397								NP_610778.2													
OG0021398								NP_610782.1													
OG0021399								NP_476752.1													
OG0021400								NP_001097291.1													
OG0021401								NP_001260933.1													
OG0021402								NP_610841.1													
OG0021403								NP_001286384.1													
OG0021404								NP_610859.1													
OG0021405								NP_523730.2													
OG0021406								NP_610880.1													
OG0021407								NP_725310.1													
OG0021408								NP_610883.1													
OG0021409								NP_001246301.1													
OG0021410								NP_610889.1													
OG0021411								NP_610894.1													
OG0021412								NP_001286392.1													
OG0021413								NP_610896.1													
OG0021414								NP_610897.1													
OG0021415								NP_610903.2													
OG0021416								NP_001286395.1													
OG0021417								NP_610907.1													
OG0021418								NP_610909.2													
OG0021419								NP_001286399.1													
OG0021420								NP_610923.1													
OG0021421								NP_610926.2													
OG0021422								NP_610954.1													
OG0021423								NP_610972.2													
OG0021424								NP_610974.1													
OG0021425								NP_610975.1													
OG0021426								NP_001286425.1													
OG0021427								NP_001260975.1													
OG0021428								NP_001246324.1													
OG0021429								NP_610991.1													
OG0021430								NP_725422.1													
OG0021431								NP_611012.1													
OG0021432								NP_001286449.1													
OG0021433								NP_611031.3													
OG0021434								NP_523752.1													
OG0021435								NP_001246342.1													
OG0021436								NP_001350865.1													
OG0021437								NP_611090.1													
OG0021438								NP_611102.1													
OG0021439								NP_611108.1													
OG0021440								NP_611109.1													
OG0021441								NP_611110.2													
OG0021442								NP_611112.1													
OG0021443								NP_611133.1													
OG0021444								NP_001246368.1													
OG0021445								NP_001286495.1													
OG0021446								NP_611142.3													
OG0021447								NP_611159.2													
OG0021448								NP_523766.1													
OG0021449								NP_001286520.1													
OG0021450								NP_001286521.1													
OG0021451								NP_611198.1													
OG0021452								NP_611210.3													
OG0021453								NP_611211.3													
OG0021454								NP_611250.1													
OG0021455								NP_611261.1													
OG0021456								NP_611266.2													
OG0021457								NP_611274.1													
OG0021458								NP_001286552.1													
OG0021459								NP_001286556.1													
OG0021460								NP_611280.2													
OG0021461								NP_001286557.1													
OG0021462								NP_611292.2													
OG0021463								NP_611318.2													
OG0021464								NP_001163193.1													
OG0021465								NP_001137702.1													
OG0021466								NP_611360.1													
OG0021467								NP_611380.1													
OG0021468								NP_611384.2													
OG0021469								NP_611391.2													
OG0021470								NP_611393.2													
OG0021471								NP_611394.3													
OG0021472								NP_611402.2													
OG0021473								NP_611435.1													
OG0021474								NP_611446.3													
OG0021475								NP_611473.1													
OG0021476								NP_611477.1													
OG0021477								NP_611478.1													
OG0021478								NP_611482.1													
OG0021479								NP_001286633.1													
OG0021480								NP_611486.1													
OG0021481								NP_611487.1													
OG0021482								NP_611510.1													
OG0021483								NP_611513.1													
OG0021484								NP_611516.2													
OG0021485								NP_001286663.1													
OG0021486								NP_611576.1													
OG0021487								NP_726079.1													
OG0021488								NP_001286686.1													
OG0021489								NP_001286689.1													
OG0021490								NP_726121.3													
OG0021491								NP_611617.1													
OG0021492								NP_001286699.1													
OG0021493								NP_611621.2													
OG0021494								NP_726133.2													
OG0021495								NP_611629.1													
OG0021496								NP_611630.1													
OG0021497								NP_611631.1													
OG0021498								NP_611638.2													
OG0021499								NP_001286705.1													
OG0021500								NP_001097407.1													
OG0021501								NP_611644.1													
OG0021502								NP_611664.1													
OG0021503								NP_001286719.1													
OG0021504								NP_611679.1													
OG0021505								NP_611711.1													
OG0021506								NP_611714.1													
OG0021507								NP_611754.1													
OG0021508								NP_611757.1													
OG0021509								NP_611763.2													
OG0021510								NP_523819.2													
OG0021511								NP_611771.1													
OG0021512								NP_611772.2													
OG0021513								NP_611773.2													
OG0021514								NP_001286760.1													
OG0021515								NP_611774.1													
OG0021516								NP_001286762.1													
OG0021517								NP_001163262.1													
OG0021518								NP_001097434.1													
OG0021519								NP_611796.1													
OG0021520								NP_001286512.1													
OG0021521								NP_611798.1													
OG0021522								NP_001027126.1													
OG0021523								NP_001137893.1													
OG0021524								NP_611801.1													
OG0021525								NP_001027447.1													
OG0021526								NP_001287546.1													
OG0021527								NP_523550.3													
OG0021528								NP_001027097.1													
OG0021529								NP_611802.1													
OG0021530								NP_001027445.1													
OG0021531								NP_001027081.1													
OG0021532								NP_001027218.2													
OG0021533								NP_001334686.1													
OG0021534								NP_001027114.1													
OG0021535								NP_001027041.1													
OG0021536								NP_611809.2													
OG0021537								NP_001286780.1													
OG0021538								NP_611825.1													
OG0021539								NP_611828.1													
OG0021540								NP_611835.1													
OG0021541								NP_611852.2													
OG0021542								NP_001097443.1													
OG0021543								NP_611882.1													
OG0021544								NP_611905.2													
OG0021545								NP_611907.2													
OG0021546								NP_611912.1													
OG0021547								NP_611916.1													
OG0021548								NP_001286844.1													
OG0021549								NP_611921.1													
OG0021550								NP_611925.2													
OG0021551								NP_611930.1													
OG0021552								NP_611948.1													
OG0021553								NP_001261178.1													
OG0021554								NP_612014.2													
OG0021555								NP_001261194.1													
OG0021556								NP_612035.1													
OG0021557								NP_612036.1													
OG0021558								NP_612048.2													
OG0021559								NP_612058.1													
OG0021560								NP_612079.1													
OG0021561								NP_728593.1													
OG0021562								NP_612100.2													
OG0021563								NP_612101.1													
OG0021564								NP_728599.1													
OG0021565								NP_612107.1													
OG0021566								NP_647625.2													
OG0021567								NP_647632.2													
OG0021568								NP_647635.1													
OG0021569								NP_647646.1													
OG0021570								NP_647652.1													
OG0021571								NP_647697.2													
OG0021572								NP_647698.1													
OG0021573								NP_001286920.1													
OG0021574								NP_001286922.1													
OG0021575								NP_001261335.1													
OG0021576								NP_647774.2													
OG0021577								NP_728822.1													
OG0021578								NP_647795.2													
OG0021579								NP_476580.1													
OG0021580								NP_001137882.1													
OG0021581								NP_647823.1													
OG0021582								NP_647826.2													
OG0021583								NP_001303386.1													
OG0021584								NP_647842.1													
OG0021585								NP_647868.1													
OG0021586								NP_647870.1													
OG0021587								NP_647886.2													
OG0021588								NP_647902.1													
OG0021589								NP_647903.1													
OG0021590								NP_647905.1													
OG0021591								NP_001286935.1													
OG0021592								NP_647908.2													
OG0021593								NP_647911.2													
OG0021594								NP_647912.1													
OG0021595								NP_647913.3													
OG0021596								NP_001246634.1													
OG0021597								NP_647941.1													
OG0021598								NP_647942.1													
OG0021599								NP_647952.2													
OG0021600								NP_647969.1													
OG0021601								NP_647974.1													
OG0021602								NP_647978.1													
OG0021603								NP_648020.1													
OG0021604								NP_648030.2													
OG0021605								NP_648039.1													
OG0021606								NP_648042.1													
OG0021607								NP_648066.1													
OG0021608								NP_648068.1													
OG0021609								NP_648070.1													
OG0021610								NP_729205.1													
OG0021611								NP_648075.1													
OG0021612								NP_523956.1													
OG0021613								NP_001261514.1													
OG0021614								NP_001261515.1													
OG0021615								NP_648122.1													
OG0021616								NP_648136.2													
OG0021617								NP_001033937.1													
OG0021618								NP_001033962.1													
OG0021619								NP_001033893.2													
OG0021620								NP_001033929.1													
OG0021621								NP_001033987.2													
OG0021622								NP_001033916.1													
OG0021623								NP_001303397.1													
OG0021624								NP_648155.1													
OG0021625								NP_648166.2													
OG0021626								NP_648169.2													
OG0021627								NP_648195.1													
OG0021628								NP_648223.1													
OG0021629								NP_523978.1													
OG0021630								NP_523979.1													
OG0021631								NP_523980.1													
OG0021632								NP_523981.1													
OG0021633								NP_648253.1													
OG0021634								NP_648255.1													
OG0021635								NP_648281.1													
OG0021636								NP_001246693.1													
OG0021637								NP_648299.3													
OG0021638								NP_523994.1													
OG0021639								NP_648304.1													
OG0021640								NP_729490.1													
OG0021641								NP_001027118.1													
OG0021642								NP_648316.1													
OG0021643								NP_001261647.1													
OG0021644								NP_001097566.1													
OG0021645								NP_001261671.1													
OG0021646								NP_729591.1													
OG0021647								NP_001287020.1													
OG0021648								NP_729611.1													
OG0021649								NP_648401.1													
OG0021650								NP_648404.1													
OG0021651								NP_001287022.1													
OG0021652								NP_001287023.1													
OG0021653								NP_648422.1													
OG0021654								NP_001261698.1													
OG0021655								NP_001261709.1													
OG0021656								NP_648461.1													
OG0021657								NP_648480.1													
OG0021658								NP_648506.1													
OG0021659								NP_001036602.1													
OG0021660								NP_001163425.2													
OG0021661								NP_001261729.1													
OG0021662								NP_648544.2													
OG0021663								NP_001261777.1													
OG0021664								NP_648598.1													
OG0021665								NP_648599.1													
OG0021666								NP_648609.1													
OG0021667								NP_648636.2													
OG0021668								NP_648637.2													
OG0021669								NP_648638.1													
OG0021670								NP_648652.1													
OG0021671								NP_648666.1													
OG0021672								NP_648673.1													
OG0021673								NP_648676.2													
OG0021674								NP_648677.1													
OG0021675								NP_648690.1													
OG0021676								NP_524065.1													
OG0021677								NP_648700.1													
OG0021678								NP_648702.1													
OG0021679								NP_001261839.1													
OG0021680								NP_648706.2													
OG0021681								NP_648713.1													
OG0021682								NP_648714.1													
OG0021683								NP_648715.1													
OG0021684								NP_996076.1													
OG0021685								NP_648718.1													
OG0021686								NP_648726.1													
OG0021687								NP_476889.1													
OG0021688								NP_648730.2													
OG0021689								NP_648736.1													
OG0021690								NP_001261858.1													
OG0021691								NP_648740.1													
OG0021692								NP_648741.2													
OG0021693								NP_648751.1													
OG0021694								NP_648752.1													
OG0021695								NP_648759.1													
OG0021696								NP_524082.1													
OG0021697								NP_648765.1													
OG0021698								NP_524083.2													
OG0021699								NP_648771.1													
OG0021700								NP_001189110.1													
OG0021701								NP_648789.3													
OG0021702								NP_524092.2													
OG0021703								NP_001261891.1													
OG0021704								NP_648803.1													
OG0021705								NP_524096.2													
OG0021706								NP_001261905.1													
OG0021707								NP_648845.1													
OG0021708								NP_730120.1													
OG0021709								NP_648852.1													
OG0021710								NP_001189117.1													
OG0021711								NP_648854.2													
OG0021712								NP_648858.1													
OG0021713								NP_648859.1													
OG0021714								NP_001261935.1													
OG0021715								NP_648862.2													
OG0021716								NP_648863.2													
OG0021717								NP_648864.1													
OG0021718								NP_648866.1													
OG0021719								NP_648876.1													
OG0021720								NP_648877.1													
OG0021721								NP_788513.2													
OG0021722								NP_001287081.1													
OG0021723								NP_648902.1													
OG0021724								NP_524114.1													
OG0021725								NP_788516.1													
OG0021726								NP_648914.1													
OG0021727								NP_001287087.1													
OG0021728								NP_001356919.1													
OG0021729								NP_001356979.1													
OG0021730								NP_001287090.1													
OG0021731								NP_648949.2													
OG0021732								NP_648962.1													
OG0021733								NP_648964.1													
OG0021734								NP_648965.1													
OG0021735								NP_648966.1													
OG0021736								NP_648974.3													
OG0021737								NP_730262.3													
OG0021738								NP_648980.1													
OG0021739								NP_648986.1													
OG0021740								NP_001163459.1													
OG0021741								NP_649029.1													
OG0021742								NP_001262010.1													
OG0021743								NP_001262013.1													
OG0021744								NP_524137.2													
OG0021745								NP_524138.1													
OG0021746								NP_524139.1													
OG0021747								NP_001369058.1													
OG0021748								NP_001262021.1													
OG0021749								NP_001246826.1													
OG0021750								NP_649080.1													
OG0021751								NP_649103.1													
OG0021752								NP_649109.3													
OG0021753								NP_001189135.1													
OG0021754								NP_649165.1													
OG0021755								NP_649166.1													
OG0021756								NP_649170.1													
OG0021757								NP_649177.1													
OG0021758								NP_649224.1													
OG0021759								NP_649245.1													
OG0021760								NP_649248.3													
OG0021761								NP_001262123.1													
OG0021762								NP_001287133.1													
OG0021763								NP_649269.1													
OG0021764								NP_649276.2													
OG0021765								NP_001262154.1													
OG0021766								NP_649311.1													
OG0021767								NP_649314.2													
OG0021768								NP_001262170.1													
OG0021769								NP_649330.1													
OG0021770								NP_649346.1													
OG0021771								NP_001262186.1													
OG0021772								NP_649353.1													
OG0021773								NP_649354.1													
OG0021774								NP_649355.1													
OG0021775								NP_649356.1													
OG0021776								NP_649359.1													
OG0021777								NP_649360.1													
OG0021778								NP_649361.1													
OG0021779								NP_649363.1													
OG0021780								NP_649369.1													
OG0021781								NP_001246881.1													
OG0021782								NP_649393.1													
OG0021783								NP_649395.1													
OG0021784								NP_649397.1													
OG0021785								NP_001356911.1													
OG0021786								NP_001137998.1													
OG0021787								NP_001262214.1													
OG0021788								NP_649406.2													
OG0021789								NP_649410.1													
OG0021790								NP_649418.1													
OG0021791								NP_649420.2													
OG0021792								NP_730752.1													
OG0021793								NP_649422.1													
OG0021794								NP_649445.3													
OG0021795								NP_649447.5													
OG0021796								NP_649449.1													
OG0021797								NP_649481.2													
OG0021798								NP_001262257.1													
OG0021799								NP_001262268.1													
OG0021800								NP_001287165.1													
OG0021801								NP_649513.1													
OG0021802								NP_649515.3													
OG0021803								NP_649533.1													
OG0021804								NP_001287191.1													
OG0021805								NP_649612.1													
OG0021806								NP_731042.1													
OG0021807								NP_649614.1													
OG0021808								NP_649632.2													
OG0021809								NP_649634.1													
OG0021810								NP_731067.1													
OG0021811								NP_001189188.1													
OG0021812								NP_649660.1													
OG0021813								NP_649667.1													
OG0021814								NP_788587.1													
OG0021815								NP_731114.2													
OG0021816								NP_649685.1													
OG0021817								NP_788591.1													
OG0021818								NP_001262341.1													
OG0021819								NP_731156.1													
OG0021820								NP_731158.1													
OG0021821								NP_524253.1													
OG0021822								NP_001097701.1													
OG0021823								NP_524255.2													
OG0021824								NP_524256.1													
OG0021825								NP_649722.1													
OG0021826								NP_001246964.1													
OG0021827								NP_649739.1													
OG0021828								NP_001163543.1													
OG0021829								NP_001262368.1													
OG0021830								NP_731227.1													
OG0021831								NP_649791.1													
OG0021832								NP_731254.2													
OG0021833								NP_731272.1													
OG0021834								NP_001262389.1													
OG0021835								NP_649855.3													
OG0021836								NP_649867.1													
OG0021837								NP_524286.1													
OG0021838								NP_649874.1													
OG0021839								NP_649875.1													
OG0021840								NP_649878.1													
OG0021841								NP_477099.1													
OG0021842								NP_524294.2													
OG0021843								NP_001262431.1													
OG0021844								NP_524295.1													
OG0021845								NP_001262438.1													
OG0021846								NP_650007.1													
OG0021847								NP_650010.1													
OG0021848								NP_650041.1													
OG0021849								NP_650044.1													
OG0021850								NP_650080.3													
OG0021851								NP_001262481.1													
OG0021852								NP_650107.1													
OG0021853								NP_650151.1													
OG0021854								NP_650152.1													
OG0021855								NP_001287299.1													
OG0021856								NP_731674.1													
OG0021857								NP_650172.1													
OG0021858								NP_650175.2													
OG0021859								NP_650197.1													
OG0021860								NP_650202.1													
OG0021861								NP_524329.1													
OG0021862								NP_650220.2													
OG0021863								NP_650236.1													
OG0021864								NP_650239.1													
OG0021865								NP_650251.1													
OG0021866								NP_650261.1													
OG0021867								NP_650262.2													
OG0021868								NP_731776.1													
OG0021869								NP_650272.1													
OG0021870								NP_650293.1													
OG0021871								NP_650294.1													
OG0021872								NP_650295.1													
OG0021873								NP_001287315.1													
OG0021874								NP_001262537.1													
OG0021875								NP_650297.1													
OG0021876								NP_476935.1													
OG0021877								NP_650313.1													
OG0021878								NP_001287317.1													
OG0021879								NP_650320.1													
OG0021880								NP_650321.1													
OG0021881								NP_001303460.1													
OG0021882								NP_650336.2													
OG0021883								NP_650339.1													
OG0021884								NP_650346.1													
OG0021885								NP_650358.1													
OG0021886								NP_001097791.1													
OG0021887								NP_650373.1													
OG0021888								NP_650383.2													
OG0021889								NP_650396.1													
OG0021890								NP_650409.1													
OG0021891								NP_650410.1													
OG0021892								NP_650419.1													
OG0021893								NP_650439.1													
OG0021894								NP_650462.1													
OG0021895								NP_650484.1													
OG0021896								NP_001138058.1													
OG0021897								NP_650504.1													
OG0021898								NP_650513.1													
OG0021899								NP_732100.2													
OG0021900								NP_650516.2													
OG0021901								NP_650529.2													
OG0021902								NP_001262629.1													
OG0021903								NP_001138059.2													
OG0021904								NP_650555.2													
OG0021905								NP_001262642.1													
OG0021906								NP_650574.2													
OG0021907								NP_650578.1													
OG0021908								NP_001247146.1													
OG0021909								NP_650587.1													
OG0021910								NP_001247148.1													
OG0021911								NP_650597.2													
OG0021912								NP_650622.1													
OG0021913								NP_650624.2													
OG0021914								NP_650628.1													
OG0021915								NP_650636.2													
OG0021916								NP_524390.2													
OG0021917								NP_001287377.1													
OG0021918								NP_732250.1													
OG0021919								NP_650639.1													
OG0021920								NP_732252.1													
OG0021921								NP_524391.2													
OG0021922								NP_001247173.1													
OG0021923								NP_650687.1													
OG0021924								NP_650719.2													
OG0021925								NP_001163648.1													
OG0021926								NP_650744.1													
OG0021927								NP_001097830.1													
OG0021928								NP_650747.1													
OG0021929								NP_650748.2													
OG0021930								NP_650749.2													
OG0021931								NP_650756.1													
OG0021932								NP_650757.3													
OG0021933								NP_650759.1													
OG0021934								NP_001262718.1													
OG0021935								NP_650785.1													
OG0021936								NP_650788.1													
OG0021937								NP_650796.1													
OG0021938								NP_650809.1													
OG0021939								NP_650810.1													
OG0021940								NP_650839.1													
OG0021941								NP_650851.1													
OG0021942								NP_001247200.1													
OG0021943								NP_001369026.1													
OG0021944								NP_650906.1													
OG0021945								NP_650907.2													
OG0021946								NP_001247218.1													
OG0021947								NP_650934.1													
OG0021948								NP_650965.1													
OG0021949								NP_524443.2													
OG0021950								NP_001138096.1													
OG0021951								NP_650993.1													
OG0021952								NP_650994.1													
OG0021953								NP_001262823.1													
OG0021954								NP_651019.1													
OG0021955								NP_651020.1													
OG0021956								NP_651021.1													
OG0021957								NP_001287462.1													
OG0021958								NP_651023.1													
OG0021959								NP_651034.2													
OG0021960								NP_651036.1													
OG0021961								NP_651078.1													
OG0021962								NP_651091.1													
OG0021963								NP_001287474.1													
OG0021964								NP_651102.3													
OG0021965								NP_001287476.1													
OG0021966								NP_001287477.1													
OG0021967								NP_651112.1													
OG0021968								NP_651128.1													
OG0021969								NP_651142.3													
OG0021970								NP_651150.1													
OG0021971								NP_001163701.1													
OG0021972								NP_524477.3													
OG0021973								NP_651233.1													
OG0021974								NP_001138106.1													
OG0021975								NP_651252.1													
OG0021976								NP_651261.2													
OG0021977								NP_651264.2													
OG0021978								NP_651300.1													
OG0021979								NP_651301.1													
OG0021980								NP_651302.1													
OG0021981								NP_001262933.1													
OG0021982								NP_651309.2													
OG0021983								NP_651348.1													
OG0021984								NP_476800.1													
OG0021985								NP_651403.1													
OG0021986								NP_001287531.1													
OG0021987								NP_651405.1													
OG0021988								NP_651414.1													
OG0021989								NP_733122.1													
OG0021990								NP_524498.2													
OG0021991								NP_524499.2													
OG0021992								NP_651448.2													
OG0021993								NP_651451.1													
OG0021994								NP_524503.2													
OG0021995								NP_524506.1													
OG0021996								NP_001262980.1													
OG0021997								NP_524508.1													
OG0021998								NP_524510.1													
OG0021999								NP_524512.2													
OG0022000								NP_651479.2													
OG0022001								NP_651497.1													
OG0022002								NP_651502.2													
OG0022003								NP_001014671.1													
OG0022004								NP_651513.1													
OG0022005								NP_651548.1													
OG0022006								NP_651558.2													
OG0022007								NP_651565.1													
OG0022008								NP_651572.2													
OG0022009								NP_651576.1													
OG0022010								NP_651591.2													
OG0022011								NP_001097950.1													
OG0022012								NP_651620.1													
OG0022013								NP_001263042.1													
OG0022014								NP_651632.2													
OG0022015								NP_001189306.1													
OG0022016								NP_001263067.1													
OG0022017								NP_651738.1													
OG0022018								NP_651764.1													
OG0022019								NP_001287603.1													
OG0022020								NP_001287605.1													
OG0022021								NP_001287607.1													
OG0022022								NP_651786.1													
OG0022023								NP_651789.1													
OG0022024								NP_651815.1													
OG0022025								NP_651830.1													
OG0022026								NP_651834.2													
OG0022027								NP_651835.1													
OG0022028								NP_651837.1													
OG0022029								NP_651844.3													
OG0022030								NP_524604.2													
OG0022031								NP_651900.1													
OG0022032								NP_001287632.1													
OG0022033								NP_001247401.1													
OG0022034								NP_001246902.1													
OG0022035								NP_001036729.2													
OG0022036								NP_001036758.1													
OG0022037								NP_001036778.1													
OG0022038								NP_001036554.1													
OG0022039								NP_001036336.1													
OG0022040								NP_001036334.1													
OG0022041								NP_001036331.1													
OG0022042								NP_001036347.1													
OG0022043								NP_001260680.1													
OG0022044								NP_001036384.1													
OG0022045								NP_001036587.1													
OG0022046								NP_524657.2													
OG0022047								NP_788078.1													
OG0022048								NP_524736.1													
OG0022049								NP_001163737.1													
OG0022050								NP_524801.1													
OG0022051								NP_001261348.1													
OG0022052								NP_001262203.1													
OG0022053								NP_001286088.1													
OG0022054								NP_524893.2													
OG0022055								NP_650490.1													
OG0022056								NP_524898.1													
OG0022057								NP_523832.2													
OG0022058								NP_524906.1													
OG0022059								NP_723911.2													
OG0022060								NP_652176.1													
OG0022061								NP_001262562.1													
OG0022062								NP_001097828.1													
OG0022063								NP_652230.1													
OG0022064								NP_001262824.1													
OG0022065								NP_001303483.1													
OG0022066								NP_001287512.1													
OG0022067								NP_652254.3													
OG0022068								NP_652259.2													
OG0022069								NP_001303428.1													
OG0022070								NP_001189142.1													
OG0022071								NP_001262129.1													
OG0022072								NP_652283.1													
OG0022073								NP_728377.1													
OG0022074								NP_652293.1													
OG0022075								NP_001286648.1													
OG0022076								NP_001286681.1													
OG0022077								NP_001260741.1													
OG0022078								NP_652319.1													
OG0022079								NP_001287167.1													
OG0022080								NP_652326.1													
OG0022081								NP_652332.1													
OG0022082								NP_652336.2													
OG0022083								NP_001259893.1													
OG0022084								NP_652353.2													
OG0022085								NP_001259864.1													
OG0022086								NP_652363.1													
OG0022087								NP_663310.1													
OG0022088								NP_652367.1													
OG0022089								NP_652369.1													
OG0022090								NP_652377.1													
OG0022091								NP_652384.1													
OG0022092								NP_001260888.1													
OG0022093								NP_652388.1													
OG0022094								NP_652401.1													
OG0022095								NP_652414.2													
OG0022096								NP_652415.2													
OG0022097								NP_652417.2													
OG0022098								NP_001261933.1													
OG0022099								NP_001287063.1													
OG0022100								NP_001303387.1													
OG0022101								NP_652431.1													
OG0022102								NP_652433.1													
OG0022103								NP_001246664.1													
OG0022104								NP_001137895.1													
OG0022105								NP_652459.1													
OG0022106								NP_652465.1													
OG0022107								NP_001259110.1													
OG0022108								NP_001036255.1													
OG0022109								NP_001284808.1													
OG0022110								NP_001284858.1													
OG0022111								NP_652530.1													
OG0022112								NP_652531.1													
OG0022113								NP_652546.2													
OG0022114								NP_652547.1													
OG0022115								NP_652551.1													
OG0022116								NP_652565.1													
OG0022117								NP_652569.2													
OG0022118								NP_001097166.1													
OG0022119								NP_652582.1													
OG0022120								NP_001286062.1													
OG0022121								NP_001137836.1													
OG0022122								NP_001286097.1													
OG0022123								NP_001162799.1													
OG0022124								NP_524995.2													
OG0022125								NP_732513.1													
OG0022126								NP_001369047.1													
OG0022127								NP_001369107.1													
OG0022128								NP_001368994.1													
OG0022129								NP_001369121.1													
OG0022130								NP_001369115.1													
OG0022131								NP_001368983.1													
OG0022132								NP_001369046.1													
OG0022133								NP_001369127.1													
OG0022134								NP_001369012.1													
OG0022135								NP_001369095.1													
OG0022136								NP_001369114.1													
OG0022137								NP_001369044.1													
OG0022138								NP_001369090.1													
OG0022139								NP_001369060.1													
OG0022140								NP_001369062.1													
OG0022141								NP_001368985.1													
OG0022142								NP_001369110.1													
OG0022143								NP_001369099.1													
OG0022144								NP_001369118.1													
OG0022145								NP_001369040.1													
OG0022146								NP_001368997.1													
OG0022147								NP_001369038.1													
OG0022148								NP_001369063.1													
OG0022149								NP_001368986.1													
OG0022150								NP_001369132.1													
OG0022151								NP_001369001.1													
OG0022152								NP_001369125.1													
OG0022153								NP_001097213.2													
OG0022154								NP_001287094.1													
OG0022155								NP_001097408.1													
OG0022156								NP_001104474.1													
OG0022157								NP_001097257.1													
OG0022158								NP_001097559.1													
OG0022159								NP_001097142.1													
OG0022160								NP_001097838.1													
OG0022161								NP_001097491.1													
OG0022162								NP_001097283.1													
OG0022163								NP_001097941.1													
OG0022164								NP_001285654.1													
OG0022165								NP_001097172.1													
OG0022166								NP_001097281.1													
OG0022167								NP_001097195.1													
OG0022168								NP_001137864.1													
OG0022169								NP_001097832.1													
OG0022170								NP_001097314.1													
OG0022171								NP_001097397.1													
OG0022172								NP_001097229.1													
OG0022173								NP_001097073.1													
OG0022174								NP_001097233.1													
OG0022175								NP_001097187.1													
OG0022176								NP_001097642.2													
OG0022177								NP_001097349.1													
OG0022178								NP_001097938.1													
OG0022179								NP_001097640.1													
OG0022180								NP_001097524.1													
OG0022181								NP_001097753.2													
OG0022182								NP_001097019.1													
OG0022183								NP_001097076.1													
OG0022184								NP_001097149.2													
OG0022185								NP_001097150.1													
OG0022186								NP_001097979.1													
OG0022187								NP_001097265.1													
OG0022188								NP_001097976.1													
OG0022189								NP_001097364.1													
OG0022190								NP_001097351.1													
OG0022191								NP_001097253.1													
OG0022192								NP_001097617.1													
OG0022193								NP_001097379.1													
OG0022194								NP_001097459.1													
OG0022195								NP_001097222.1													
OG0022196								NP_001097430.1													
OG0022197								NP_001097636.1													
OG0022198								NP_001097358.1													
OG0022199								NP_001303310.1													
OG0022200								NP_001097733.2													
OG0022201								NP_001097096.1													
OG0022202								NP_001104078.2													
OG0022203								NP_001097419.1													
OG0022204								NP_001097686.4													
OG0022205								NP_001096901.1													
OG0022206								NP_001097357.1													
OG0022207								NP_001097255.2													
OG0022208								NP_001097591.1													
OG0022209								NP_001097266.1													
OG0022210								NP_001097162.1													
OG0022211								NP_001097820.2													
OG0022212								NP_001097899.2													
OG0022213								NP_001097401.1													
OG0022214								NP_001097870.2													
