Ob_GeneID,Bt_GOID
LOC114876242,GO:0003839
LOC114876239,
LOC114876240,GO:0005515
LOC114876281,
LOC114876283,GO:0005515
LOC114876286,GO:0005737
LOC114876286,GO:0009116
LOC114876286,GO:0003999
LOC114876286,GO:0006168
LOC114876284,GO:0005515
LOC114876289,GO:0032434
LOC114876285,
LOC114876288,GO:0045454
LOC114876288,GO:0006662
LOC114876288,GO:0015035
LOC114876254,
LOC114876255,
LOC114876257,GO:0016021
LOC114876257,GO:0006506
LOC114876257,GO:0017176
LOC114876256,
LOC114876253,GO:0043565
LOC114876253,GO:0005634
LOC114876253,GO:0003700
LOC114876253,GO:0006357
LOC114876253,GO:0008270
LOC114876253,GO:0006355
LOC114876314,GO:0000381
LOC114876314,GO:0003723
LOC114876314,GO:0003676
LOC114876310,
LOC114876313,
LOC114876309,GO:0016787
LOC114876309,GO:0006412
LOC114876309,GO:0050567
LOC114876309,GO:0030956
LOC114876306,GO:0005515
LOC114876308,
LOC114876344,GO:0000062
LOC114876342,GO:0003993
LOC114876340,GO:0046873
LOC114876340,GO:0030001
LOC114876340,GO:0016020
LOC114876340,
LOC114876341,
LOC114876337,GO:0003729
LOC114876337,GO:0003676
LOC114876332,GO:0043565
LOC114876332,GO:0008270
LOC114876332,GO:0006355
LOC114876347,
LOC114876339,
LOC114876338,GO:0000725
LOC114876333,GO:0016021
LOC114876333,GO:0006812
LOC114876333,GO:0016887
LOC114876333,GO:0000166
LOC114876336,GO:0016021
LOC114876336,GO:0005524
LOC114876336,GO:0042626
LOC114876336,GO:0055085
LOC114876336,GO:0016887
LOC114876345,GO:0005524
LOC114876345,GO:0006468
LOC114876345,GO:0004672
LOC114876334,GO:0005524
LOC114876334,GO:0006101
LOC114876334,GO:0046912
LOC114876334,GO:0003824
LOC114876334,GO:0003878
LOC114876334,GO:0006085
LOC114876343,GO:0016021
LOC114876343,GO:0000139
LOC114876343,GO:0090481
LOC114876343,GO:0015165
LOC114876335,GO:0006974
LOC114876335,GO:0008283
LOC114876346,
LOC114876348,GO:0051087
LOC114876349,
LOC114876245,GO:0000981
LOC114876245,GO:0003677
LOC114876245,GO:0006355
LOC114876245,
LOC114876247,GO:0003723
LOC114876247,GO:0005840
LOC114876247,GO:0006412
LOC114876247,GO:0003735
LOC114876247,GO:0003676
LOC114876246,GO:0005737
LOC114876246,GO:0005515
LOC114876244,GO:0003824
LOC114876244,GO:0032049
LOC114876244,GO:0008444
LOC114876270,GO:0005852
LOC114876270,GO:0006413
LOC114876270,GO:0031369
LOC114876270,GO:0003743
LOC114876270,GO:0003723
LOC114876270,GO:0003676
LOC114876252,
LOC114876252,GO:0019843
LOC114876252,GO:0015935
LOC114876252,GO:0003723
LOC114876252,GO:0006412
LOC114876252,GO:0003735
LOC114876251,GO:0005743
LOC114876251,GO:0055085
LOC114876251,GO:0015187
LOC114876251,GO:1904983
LOC114876249,GO:0005685
LOC114876249,GO:0003729
LOC114876249,GO:0006376
LOC114876249,
LOC114876329,GO:0005576
LOC114876329,GO:0008061
LOC114876328,GO:0005634
LOC114876328,GO:0006351
LOC114876326,GO:0005524
LOC114876326,GO:0003676
LOC114876327,GO:0005634
LOC114876327,GO:0008270
LOC114876327,
LOC114876331,GO:0008168
LOC114876331,GO:0006480
LOC114876330,GO:0016021
LOC114876330,GO:0008146
LOC114876280,GO:0030122
LOC114876280,GO:0072583
LOC114876280,GO:0035615
LOC114876280,GO:0015031
LOC114876280,GO:0030117
LOC114876280,GO:0006886
LOC114876280,GO:0016192
LOC114876275,GO:0005515
LOC114876277,GO:0006352
LOC114876277,GO:0003677
LOC114876278,
LOC114876325,
LOC114876276,GO:0005247
LOC114876276,GO:0006821
LOC114876276,GO:0055085
LOC114876276,GO:0016020
LOC114876274,GO:0001518
LOC114876274,GO:0005248
LOC114876274,GO:0005261
LOC114876274,GO:0006814
LOC114876274,GO:0055085
LOC114876274,GO:0005886
LOC114876274,GO:0005216
LOC114876274,GO:0006811
LOC114876274,GO:0016020
LOC114876243,GO:0016651
LOC114876243,GO:0022900
LOC114876391,
LOC114876375,GO:0003700
LOC114876368,GO:0030992
LOC114876368,GO:0042073
LOC114876368,GO:0048487
LOC114876368,GO:0060271
LOC114876364,GO:0005515
LOC114876364,GO:0007165
LOC114876363,GO:0005515
LOC114876370,
LOC114876373,
LOC114876371,
LOC114876369,GO:0030145
LOC114876369,GO:0070006
LOC114876367,GO:0044528
LOC114876366,
LOC114876401,
LOC114876401,GO:0005634
LOC114876401,GO:0005524
LOC114876401,GO:0016514
LOC114876401,GO:0042393
LOC114876401,GO:0006338
LOC114876401,GO:0016887
LOC114876401,GO:0006355
LOC114876401,GO:0005515
LOC114876403,GO:0008934
LOC114876403,GO:0046854
LOC114876403,GO:0046855
LOC114876402,GO:0008934
LOC114876402,GO:0046854
LOC114876402,GO:0046855
LOC114876405,GO:0008934
LOC114876405,GO:0046854
LOC114876405,GO:0046855
LOC114876406,GO:0003954
LOC114876406,GO:0008137
LOC114876406,GO:0005739
LOC114876393,GO:0003723
LOC114876392,GO:0043044
LOC114876392,GO:0016514
LOC114876385,
LOC114876384,
LOC114876395,GO:0016021
LOC114876395,GO:0005524
LOC114876395,GO:0015914
LOC114876395,GO:0140326
LOC114876395,GO:0000287
LOC114876395,GO:0000166
LOC114876397,GO:0005085
LOC114876397,GO:0007264
LOC114876396,GO:0007605
LOC114876396,GO:0051015
LOC114876396,GO:0005515
LOC114876399,GO:0016021
LOC114876398,GO:0005634
LOC114876398,GO:0005737
LOC114876398,GO:0006397
LOC114876398,GO:0003723
LOC114876398,GO:0005515
LOC114876362,GO:0005524
LOC114876362,GO:0005814
LOC114876362,GO:0007099
LOC114876362,GO:0004674
LOC114876362,GO:0006468
LOC114876362,GO:0004672
LOC114876381,GO:0016021
LOC114876382,GO:0000225
LOC114876382,GO:0006506
LOC114876383,
LOC114876380,GO:0000981
LOC114876380,GO:0003677
LOC114876380,GO:0006355
LOC114876376,
LOC114876378,GO:0003779
LOC114876416,
LOC114876411,GO:0003677
LOC114876411,GO:0008270
LOC114876411,GO:0005515
LOC114876412,GO:0006904
LOC114876412,GO:0016192
LOC114876415,
LOC114876417,
LOC114876414,
LOC114876408,GO:0001540
LOC114876408,GO:0005515
LOC114876410,GO:0016705
LOC114876410,GO:0005506
LOC114876410,GO:0020037
LOC114876410,GO:0055114
LOC114876410,GO:0016705
LOC114876410,GO:0005506
LOC114876410,GO:0020037
LOC114876410,GO:0055114
LOC114876410,GO:0016705
LOC114876410,GO:0005506
LOC114876410,GO:0020037
LOC114876410,GO:0055114
LOC114876410,GO:0016705
LOC114876410,GO:0005506
LOC114876410,GO:0020037
LOC114876410,GO:0055114
LOC114876409,GO:0016705
LOC114876409,GO:0005506
LOC114876409,GO:0020037
LOC114876409,GO:0055114
LOC114876409,GO:0016705
LOC114876409,GO:0005506
LOC114876409,GO:0020037
LOC114876409,GO:0055114
LOC114876409,GO:0016705
LOC114876409,GO:0005506
LOC114876409,GO:0020037
LOC114876409,GO:0055114
LOC114876409,GO:0016705
LOC114876409,GO:0005506
LOC114876409,GO:0020037
LOC114876409,GO:0055114
LOC114876386,GO:0000226
LOC114876386,GO:0015630
LOC114876388,GO:0016705
LOC114876388,GO:0005506
LOC114876388,GO:0020037
LOC114876388,GO:0055114
LOC114876388,GO:0016705
LOC114876388,GO:0005506
LOC114876388,GO:0020037
LOC114876388,GO:0055114
LOC114876388,GO:0016705
LOC114876388,GO:0005506
LOC114876388,GO:0020037
LOC114876388,GO:0055114
LOC114876388,GO:0016705
LOC114876388,GO:0005506
LOC114876388,GO:0020037
LOC114876388,GO:0055114
LOC114876389,GO:0008152
LOC114876389,GO:0016747
LOC114876389,GO:0016740
LOC114876389,GO:0016746
LOC114876387,
LOC114876420,GO:0006629
LOC114876423,GO:0005840
LOC114876423,GO:0006412
LOC114876423,GO:0003735
LOC114876422,GO:0005737
LOC114876422,GO:0006695
LOC114876422,GO:0004631
LOC114876422,GO:0005524
LOC114876422,GO:0016740
LOC114876422,GO:0000166
LOC114876422,GO:0016301
LOC114876422,GO:0006629
LOC114876422,GO:0016310
LOC114876422,GO:0019287
LOC114876422,GO:0005829
LOC114876424,GO:0004222
LOC114876424,GO:0008237
LOC114876424,GO:0006508
LOC114876433,GO:0005515
LOC114876433,GO:0008154
LOC114876434,
LOC114876432,GO:0016705
LOC114876432,GO:0005506
LOC114876432,GO:0020037
LOC114876432,GO:0055114
LOC114876438,GO:0016021
LOC114876438,GO:0008233
LOC114876438,GO:0005787
LOC114876438,GO:0006465
LOC114876438,GO:0008236
LOC114876438,GO:0016020
LOC114876438,GO:0004252
LOC114876441,
LOC114876435,
LOC114876436,
LOC114876437,
LOC114876428,GO:0005515
LOC114876430,GO:0005515
LOC114876443,GO:0005525
LOC114876443,GO:0003924
LOC114876426,GO:0005515
LOC114876425,
LOC114876418,GO:0003700
LOC114876418,GO:0034751
LOC114876418,GO:0009410
LOC114876418,GO:0006805
LOC114876418,GO:0046983
LOC114876418,GO:0006355
LOC114876418,GO:0005515
LOC114876419,
LOC114876467,GO:0070985
LOC114876467,GO:0006351
LOC114876467,GO:0016538
LOC114876467,GO:0006357
LOC114876469,GO:0000981
LOC114876469,GO:0003677
LOC114876469,GO:0006355
LOC114876453,GO:0005515
LOC114876454,GO:0005515
LOC114876452,GO:0005515
LOC114876459,
LOC114876458,GO:0008374
LOC114876458,GO:0004144
LOC114876458,GO:0019432
LOC114876466,GO:0005758
LOC114876465,GO:0005524
LOC114876465,GO:0016887
LOC114876465,GO:0006260
LOC114876465,GO:0003677
LOC114876464,GO:0016021
LOC114876464,GO:0006506
LOC114876464,GO:0016746
LOC114876463,GO:0016757
LOC114876460,GO:0016757
LOC114876461,GO:0005524
LOC114876461,GO:0016887
LOC114876461,GO:0006260
LOC114876461,GO:0003677
LOC114876462,GO:0005758
LOC114876455,GO:0008374
LOC114876455,GO:0004144
LOC114876455,GO:0019432
LOC114876457,
LOC114876449,GO:0005515
LOC114876451,GO:0042254
LOC114876450,GO:0005515
LOC114876472,GO:0000981
LOC114876472,GO:0003677
LOC114876472,GO:0006355
LOC114876471,GO:0070985
LOC114876471,GO:0006351
LOC114876471,GO:0016538
LOC114876471,GO:0006357
LOC114876482,GO:0005515
LOC114876479,
LOC114876480,GO:0006400
LOC114876480,GO:0005525
LOC114876480,GO:0003924
LOC114876480,GO:0005515
LOC114876486,
LOC114876485,GO:0005737
LOC114876485,GO:0008253
LOC114876485,GO:0000287
LOC114876484,GO:0051537
LOC114876484,GO:0055114
LOC114876478,GO:0019773
LOC114876478,GO:0005839
LOC114876478,GO:0051603
LOC114876478,GO:0006511
LOC114876514,GO:0000470
LOC114876514,GO:0019843
LOC114876514,GO:0000027
LOC114876512,GO:0005737
LOC114876512,GO:0005524
LOC114876512,GO:0006423
LOC114876512,GO:0004817
LOC114876512,GO:0006418
LOC114876512,GO:0004812
LOC114876512,GO:0000166
LOC114876509,GO:0005634
LOC114876509,GO:0043547
LOC114876509,GO:0051056
LOC114876509,GO:0005096
LOC114876513,GO:0016021
LOC114876513,GO:0016485
LOC114876513,GO:0004190
LOC114876510,GO:0005524
LOC114876510,GO:0035091
LOC114876510,GO:0008017
LOC114876510,GO:0003777
LOC114876510,GO:0007018
LOC114876510,GO:0005515
LOC114876507,GO:0005524
LOC114876507,GO:0016459
LOC114876507,GO:0003774
LOC114876507,GO:0005856
LOC114876507,GO:0005515
LOC114876507,GO:0007165
LOC114876496,GO:0005524
LOC114876496,GO:0004697
LOC114876496,GO:0035556
LOC114876496,GO:0004674
LOC114876496,GO:0006468
LOC114876496,GO:0004672
LOC114876491,GO:0005576
LOC114876491,GO:0004867
LOC114876491,GO:0004857
LOC114876491,GO:0030414
LOC114876498,GO:0090114
LOC114876498,GO:1904263
LOC114876498,GO:0030127
LOC114876498,GO:0005198
LOC114876498,GO:0016192
LOC114876498,GO:0005515
LOC114876492,GO:0005524
LOC114876492,GO:0003724
LOC114876492,GO:0006401
LOC114876492,GO:0003723
LOC114876492,GO:0003676
LOC114876495,GO:0000796
LOC114876495,GO:0007076
LOC114876497,GO:0005515
LOC114876500,GO:0006351
LOC114876499,GO:0000469
LOC114876493,GO:0016021
LOC114876493,GO:0005524
LOC114876493,GO:0008556
LOC114876493,GO:0006813
LOC114876493,GO:0000166
LOC114876489,GO:0032367
LOC114876524,GO:0016491
LOC114876524,GO:0055114
LOC114876532,
LOC114876533,GO:0005840
LOC114876533,GO:0006412
LOC114876533,GO:0003735
LOC114876529,GO:0005525
LOC114876529,GO:0003924
LOC114876531,
LOC114876530,GO:0003700
LOC114876530,GO:0006357
LOC114876530,GO:0003677
LOC114876530,GO:0006355
LOC114876525,
LOC114876527,GO:0016491
LOC114876527,GO:0010181
LOC114876527,GO:0055114
LOC114876527,GO:0003824
LOC114876526,
LOC114876528,GO:0006511
LOC114876528,GO:0016579
LOC114876528,GO:0004843
LOC114876515,GO:0006413
LOC114876515,GO:0003743
LOC114876515,GO:0005515
LOC114876516,
LOC114876518,
LOC114876519,GO:0005634
LOC114876519,GO:0006348
LOC114876519,GO:0006325
LOC114876519,GO:0042393
LOC114876519,GO:0016573
LOC114876519,GO:0004402
LOC114876490,GO:0004089
LOC114876490,GO:0008270
LOC114876539,GO:0008076
LOC114876539,GO:0005249
LOC114876539,GO:0006813
LOC114876539,GO:0051260
LOC114876539,GO:0055085
LOC114876539,GO:0005216
LOC114876539,GO:0006811
LOC114876539,GO:0016020
LOC114876539,GO:0005515
LOC114876539,
LOC114876566,GO:0003676
LOC114876566,GO:0030619
LOC114876536,GO:0006493
LOC114876536,GO:0016757
LOC114876536,GO:0005515
LOC114876547,GO:0006241
LOC114876547,GO:0006228
LOC114876547,GO:0006183
LOC114876547,GO:0006165
LOC114876547,GO:0004550
LOC114876548,
LOC114876543,
LOC114876549,
LOC114876544,GO:0005524
LOC114876544,GO:0006468
LOC114876544,GO:0004672
LOC114876542,GO:0016021
LOC114876542,GO:0005452
LOC114876542,GO:0008509
LOC114876542,GO:0006820
LOC114876542,GO:0016020
LOC114876540,
LOC114876541,GO:0005524
LOC114876541,GO:0004386
LOC114876541,GO:0006310
LOC114876541,GO:0003676
LOC114876541,GO:0008270
LOC114876545,
LOC114876556,
LOC114876552,GO:0005524
LOC114876552,GO:0004386
LOC114876552,GO:0006310
LOC114876552,GO:0003676
LOC114876552,GO:0008270
LOC114876551,
LOC114876553,GO:0016021
LOC114876553,GO:0005452
LOC114876553,GO:0008509
LOC114876553,GO:0006820
LOC114876553,GO:0016020
LOC114876555,GO:0005524
LOC114876555,GO:0006468
LOC114876555,GO:0004672
LOC114876559,
LOC114876554,
LOC114876558,
LOC114876557,GO:0006241
LOC114876557,GO:0006228
LOC114876557,GO:0006183
LOC114876557,GO:0006165
LOC114876557,GO:0004550
LOC114876534,GO:0006493
LOC114876534,GO:0016757
LOC114876534,GO:0005515
LOC114876562,GO:0003676
LOC114876562,GO:0030619
LOC114876538,GO:0008076
LOC114876538,GO:0005249
LOC114876538,GO:0006813
LOC114876538,GO:0051260
LOC114876538,GO:0055085
LOC114876538,GO:0005216
LOC114876538,GO:0006811
LOC114876538,GO:0016020
LOC114876538,GO:0005515
LOC114876538,
LOC114876583,GO:0016021
LOC114876583,GO:0038023
LOC114876607,
LOC114876609,
LOC114876603,GO:0048188
LOC114876603,GO:0005515
LOC114876603,GO:0051568
LOC114876601,GO:0060072
LOC114876601,GO:0006813
LOC114876601,GO:0055085
LOC114876601,GO:0005216
LOC114876601,GO:0006811
LOC114876601,GO:0016020
LOC114876604,
LOC114876571,
LOC114876605,
LOC114876608,GO:0003676
LOC114876608,GO:0008270
LOC114876572,GO:0034477
LOC114876572,GO:0004518
LOC114876587,GO:0042147
LOC114876587,GO:0035091
LOC114876587,GO:0005515
LOC114876582,
LOC114876579,
LOC114876577,
LOC114876577,GO:0005515
LOC114876578,GO:0001510
LOC114876578,GO:0032259
LOC114876578,GO:0008168
LOC114876586,
LOC114876616,GO:0005515
LOC114876618,GO:0005515
LOC114876617,GO:0006397
LOC114876617,GO:0003676
LOC114876591,
LOC114876595,
LOC114876598,
LOC114876598,GO:0008092
LOC114876598,GO:0005856
LOC114876598,GO:0005085
LOC114876596,GO:0016021
LOC114876596,GO:0055085
LOC114876596,GO:0022857
LOC114876596,GO:0016020
LOC114876592,GO:0016021
LOC114876597,GO:0016021
LOC114876597,GO:0016051
LOC114876597,GO:0008146
LOC114876610,GO:0004842
LOC114876610,GO:0005515
LOC114876611,GO:0005515
LOC114876613,GO:0005634
LOC114876613,GO:0006338
LOC114876614,GO:0008641
LOC114876580,GO:0005524
LOC114876580,GO:0006468
LOC114876580,GO:0004672
LOC114876568,GO:0005524
LOC114876568,GO:0032300
LOC114876568,GO:0006298
LOC114876568,GO:0030983
LOC114876568,GO:0016887
LOC114876575,GO:0000062
LOC114876573,GO:0005085
LOC114876573,GO:0005515
LOC114876574,
LOC114876588,GO:0001682
LOC114876589,GO:0016021
LOC114876589,GO:0016192
LOC114876576,GO:0016533
LOC114876576,GO:0061575
LOC114876570,
LOC114876569,GO:0005515
LOC114876569,
LOC114876584,
LOC114876646,GO:0006355
LOC114876639,GO:0005737
LOC114876639,GO:0008641
LOC114876639,GO:0006914
LOC114876638,GO:0005524
LOC114876638,GO:0006468
LOC114876638,GO:0004672
LOC114876643,GO:0038023
LOC114876643,GO:0004970
LOC114876643,GO:0015276
LOC114876643,GO:0005216
LOC114876643,GO:0006811
LOC114876643,GO:0016020
LOC114876647,GO:0005515
LOC114876708,
LOC114876708,GO:0016757
LOC114876707,GO:0005515
LOC114876706,GO:0046952
LOC114876706,GO:0008410
LOC114876705,GO:0005524
LOC114876705,GO:0016020
LOC114876704,GO:0005524
LOC114876704,GO:0042626
LOC114876704,GO:0016020
LOC114876629,GO:0017017
LOC114876629,GO:0008138
LOC114876629,GO:0016311
LOC114876629,GO:0006470
LOC114876629,GO:0016791
LOC114876628,GO:0005515
LOC114876633,GO:0005840
LOC114876633,GO:0006412
LOC114876633,GO:0003735
LOC114876630,GO:0000347
LOC114876630,GO:0006406
LOC114876630,GO:0006397
LOC114876631,GO:0005515
LOC114876652,GO:0005634
LOC114876652,GO:0006289
LOC114876652,GO:0003684
LOC114876652,GO:0003677
LOC114876700,GO:0043169
LOC114876700,GO:0016791
LOC114876702,
LOC114876703,GO:0008146
LOC114876662,GO:0007165
LOC114876661,
LOC114876627,
LOC114876627,
LOC114876649,
LOC114876664,GO:0016021
LOC114876664,GO:0007186
LOC114876664,GO:0004930
LOC114876663,GO:0032933
LOC114876663,GO:0032934
LOC114876663,GO:0005789
LOC114876663,GO:0000139
LOC114876663,GO:0005515
LOC114876665,GO:0016021
LOC114876665,GO:0055085
LOC114876665,GO:0022857
LOC114876668,
LOC114876666,GO:0005525
LOC114876666,GO:0003924
LOC114876691,GO:0035556
LOC114876691,GO:0005515
LOC114876635,
LOC114876692,GO:0008061
LOC114876692,GO:0005975
LOC114876645,GO:0000139
LOC114876653,GO:0003676
LOC114876653,GO:0008270
LOC114876654,GO:0007005
LOC114876654,GO:0005739
LOC114876654,GO:0005525
LOC114876654,GO:0003924
LOC114876654,GO:0006915
LOC114876658,
LOC114876657,
LOC114876656,GO:0005515
LOC114876659,GO:0042302
LOC114876626,GO:0042302
LOC114876622,GO:0042302
LOC114876683,
LOC114876688,GO:0005840
LOC114876688,GO:0006412
LOC114876688,GO:0003735
LOC114876684,
LOC114876685,GO:0106035
LOC114876682,GO:0009058
LOC114876682,GO:0030170
LOC114876682,GO:0003824
LOC114876681,GO:0019752
LOC114876681,GO:0016831
LOC114876681,GO:0030170
LOC114876681,GO:0003824
LOC114876686,
LOC114876677,GO:0043565
LOC114876677,GO:0003700
LOC114876677,GO:0006355
LOC114876678,GO:0016787
LOC114876678,GO:0005737
LOC114876678,GO:0004046
LOC114876678,GO:0006520
LOC114876676,GO:0005515
LOC114876679,GO:0016021
LOC114876648,GO:0032039
LOC114876651,GO:0015031
LOC114876651,GO:0016020
LOC114876693,GO:0006336
LOC114876693,GO:0005515
LOC114876695,
LOC114876698,
LOC114876694,
LOC114876697,
LOC114876640,GO:0046872
LOC114876640,GO:0006508
LOC114876671,
LOC114876673,GO:0005524
LOC114876673,GO:0006457
LOC114876673,GO:0051082
LOC114876675,GO:0005509
LOC114876637,
LOC114876674,GO:0005515
LOC114876674,
LOC114876716,GO:0046983
LOC114876715,GO:0005515
LOC114876727,GO:0030955
LOC114876727,GO:0000287
LOC114876727,GO:0004743
LOC114876727,GO:0006096
LOC114876727,GO:0003824
LOC114876728,GO:0030955
LOC114876728,GO:0000287
LOC114876728,GO:0004743
LOC114876728,GO:0006096
LOC114876728,GO:0003824
LOC114876724,
LOC114876738,
LOC114876743,GO:0004322
LOC114876743,GO:0008199
LOC114876743,GO:0005739
LOC114876743,GO:0016226
LOC114876743,GO:0055114
LOC114876740,GO:0030246
LOC114876740,GO:0005975
LOC114876740,GO:0004553
LOC114876742,GO:0005763
LOC114876739,GO:0005096
LOC114876746,GO:0005840
LOC114876746,GO:0006412
LOC114876746,GO:0003735
LOC114876741,GO:0005634
LOC114876741,GO:0043189
LOC114876741,GO:0006355
LOC114876744,GO:0070072
LOC114876737,GO:0005634
LOC114876737,GO:0005524
LOC114876737,GO:1905775
LOC114876737,GO:0042555
LOC114876737,GO:0006270
LOC114876737,GO:0032508
LOC114876737,GO:0006260
LOC114876737,GO:0003677
LOC114876745,GO:0003676
LOC114876745,GO:0008270
LOC114876733,
LOC114876720,GO:0005515
LOC114876723,GO:0005524
LOC114876723,GO:0001678
LOC114876723,GO:0005536
LOC114876723,GO:0004396
LOC114876723,GO:0016773
LOC114876723,GO:0006096
LOC114876723,GO:0005975
LOC114876721,GO:1990423
LOC114876721,GO:0007093
LOC114876719,GO:0005096
LOC114876719,GO:0005525
LOC114876719,GO:0003924
LOC114876719,GO:0016020
LOC114876719,GO:0005515
LOC114876719,GO:0007165
LOC114876718,GO:0005634
LOC114876718,GO:1901031
LOC114876722,
LOC114876729,GO:0038023
LOC114876729,GO:0004970
LOC114876729,GO:0015276
LOC114876729,GO:0005216
LOC114876729,GO:0006811
LOC114876729,GO:0016020
LOC114876734,
LOC114876725,
LOC114876735,
LOC114876726,
LOC114876732,
LOC114876731,GO:0004970
LOC114876731,GO:0015276
LOC114876731,GO:0016020
LOC114876750,GO:0030906
LOC114876750,GO:0015031
LOC114876750,GO:0042147
LOC114876750,GO:0030906
LOC114876750,GO:0015031
LOC114876750,GO:0042147
LOC114876748,
LOC114876749,GO:0072546
LOC114876749,GO:0005515
LOC114876730,
LOC114876778,
LOC114876795,
LOC114876786,
LOC114876781,
LOC114876802,
LOC114876774,
LOC114876797,GO:0055085
LOC114876797,GO:0022857
LOC114876797,GO:0016020
LOC114876758,
LOC114876759,GO:0005044
LOC114876759,GO:0005507
LOC114876759,GO:0055114
LOC114876759,GO:0016020
LOC114876759,GO:0016641
LOC114876799,GO:0016021
LOC114876799,GO:0005118
LOC114876799,GO:0007601
LOC114876799,GO:0016020
LOC114876799,GO:0007186
LOC114876799,GO:0004930
LOC114876800,GO:0055085
LOC114876800,GO:0022857
LOC114876789,GO:0004114
LOC114876789,GO:0008081
LOC114876789,GO:0005515
LOC114876789,GO:0007165
LOC114876790,
LOC114876807,GO:0005515
LOC114876808,GO:0033588
LOC114876808,GO:0002098
LOC114876809,
LOC114876764,
LOC114876761,
LOC114876769,GO:0005737
LOC114876769,GO:0005524
LOC114876769,GO:0006433
LOC114876769,GO:0004827
LOC114876769,GO:0006418
LOC114876769,GO:0004812
LOC114876769,GO:0000166
LOC114876767,GO:0016491
LOC114876767,GO:0030151
LOC114876767,GO:0020037
LOC114876767,GO:0055114
LOC114876765,
LOC114876770,GO:0016833
LOC114876770,GO:0004419
LOC114876770,GO:0003824
LOC114876771,
LOC114876766,
LOC114876768,GO:0016740
LOC114876768,GO:0003824
LOC114876768,GO:0016785
LOC114876768,GO:0097056
LOC114876763,GO:0009311
LOC114876763,GO:0004573
LOC114876763,GO:0005975
LOC114876793,
LOC114876794,
LOC114876777,GO:0008083
LOC114876776,GO:0003700
LOC114876776,GO:0003677
LOC114876776,GO:0046983
LOC114876776,GO:0006355
LOC114876776,
LOC114876803,
LOC114876801,
LOC114876840,GO:0005615
LOC114876840,GO:0004000
LOC114876840,GO:0019239
LOC114876840,GO:0006154
LOC114876841,
LOC114876842,GO:0016021
LOC114876842,GO:0050909
LOC114876842,
LOC114876843,
LOC114876839,GO:0007062
LOC114876839,GO:0030915
LOC114876839,GO:0006281
LOC114876839,GO:0000724
LOC114876816,GO:0016021
LOC114876816,GO:0050909
LOC114876816,GO:0016021
LOC114876816,GO:0050909
LOC114876816,GO:0016021
LOC114876816,GO:0050909
LOC114876816,GO:0016021
LOC114876816,GO:0050909
LOC114876830,GO:0016021
LOC114876830,GO:0050909
LOC114876830,GO:0016021
LOC114876830,GO:0050909
LOC114876830,GO:0016021
LOC114876830,GO:0050909
LOC114876830,GO:0016021
LOC114876830,GO:0050909
LOC114876831,GO:0016021
LOC114876831,GO:0050909
LOC114876831,
LOC114876813,GO:0005524
LOC114876813,GO:0004713
LOC114876813,GO:0006468
LOC114876813,GO:0004672
LOC114876820,GO:0005739
LOC114876820,GO:0034553
LOC114876818,GO:0016787
LOC114876817,GO:0006269
LOC114876819,GO:0003824
LOC114876821,GO:0005515
LOC114876822,GO:0005838
LOC114876822,GO:0070122
LOC114876822,GO:0008237
LOC114876822,GO:0005515
LOC114876823,GO:0009143
LOC114876823,GO:0047429
LOC114876824,GO:0006869
LOC114876824,GO:0005319
LOC114876812,GO:0016020
LOC114876834,GO:0006355
LOC114876834,
LOC114876835,
LOC114876836,
LOC114876832,GO:0005515
LOC114876814,
LOC114876829,GO:0006464
LOC114876827,
LOC114876825,GO:0005524
LOC114876825,GO:0006468
LOC114876825,GO:0004672
LOC114876826,GO:0006508
LOC114876826,GO:0004252
LOC114876837,GO:0023052
LOC114876838,GO:0016491
LOC114876838,GO:0031418
LOC114876838,GO:0016705
LOC114876838,GO:0005506
LOC114876838,GO:0055114
LOC114876838,GO:0016706
LOC114876815,
LOC114876853,
LOC114876855,GO:0005525
LOC114876855,GO:0003924
LOC114876852,GO:0005524
LOC114876852,GO:0009116
LOC114876852,GO:0016301
LOC114876851,GO:0016021
LOC114876851,GO:0006885
LOC114876851,GO:0015385
LOC114876851,GO:0015299
LOC114876851,GO:0006814
LOC114876851,GO:0006812
LOC114876851,GO:0055085
LOC114876859,
LOC114876858,GO:0055085
LOC114876858,GO:0022857
LOC114876857,GO:0005524
LOC114876857,GO:0006468
LOC114876857,GO:0004672
LOC114876848,GO:0005524
LOC114876848,GO:0006468
LOC114876848,GO:0004672
LOC114876847,GO:0016021
LOC114876847,GO:0007166
LOC114876847,GO:0004888
LOC114876847,GO:0016020
LOC114876847,GO:0005515
LOC114876850,GO:0005681
LOC114876850,GO:0000398
LOC114876861,GO:0005515
LOC114876845,GO:0043565
LOC114876845,GO:0003700
LOC114876845,GO:0008270
LOC114876845,GO:0006355
LOC114876863,
LOC114876849,GO:0043565
LOC114876849,GO:0003700
LOC114876849,GO:0008270
LOC114876849,GO:0006355
LOC114876868,GO:0007094
LOC114876874,
LOC114876870,GO:0005576
LOC114876870,GO:0004806
LOC114876870,GO:0016787
LOC114876870,GO:0008970
LOC114876870,GO:0052739
LOC114876870,GO:0052740
LOC114876873,GO:0005085
LOC114876873,GO:0007264
LOC114876871,
LOC114876872,GO:0000981
LOC114876872,GO:0003677
LOC114876872,GO:0006355
LOC114876881,
LOC114876883,
LOC114876876,GO:0005509
LOC114876876,GO:0005515
LOC114876875,GO:0004867
LOC114876875,
LOC114876867,GO:0005515
LOC114876866,
LOC114876865,GO:0005515
