Orthogroup	Anopheles_gambiae	Eufriesea_mexicana
OG0003805	XP_321167.4	XP_017764272.1
OG0003806	XP_001237070.2	XP_017762467.1
OG0003807	XP_315739.4	XP_017759407.1
OG0003808	XP_311943.3	XP_017756115.1
OG0003809	XP_313997.4	XP_017754726.1
OG0003810	XP_317077.4	XP_017764929.1
OG0003811	XP_311588.3	XP_017764084.1
OG0003812	XP_311247.5	XP_017766850.1
OG0003813	XP_314555.3	XP_017757325.1
OG0003814	XP_311364.4, XP_307324.3	XP_017761551.1
OG0003815	XP_321606.5	XP_017754434.1
OG0003816	XP_321794.3, XP_001689358.1	XP_017763405.1
OG0003817	XP_315953.3	XP_017754345.1
OG0003818	XP_321247.5	XP_017753586.1
OG0003819	XP_313680.3	XP_017752853.1
OG0003820	XP_001238192.2	XP_017754371.1
OG0003821	XP_319843.4	XP_017766721.1
OG0003822	XP_003436068.1, XP_307935.5	XP_017763049.1, XP_017763050.1
OG0003824	XP_316832.4	XP_017754030.1
OG0003825	XP_321926.5, XP_003435784.1	XP_017754255.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_017763256.1, XP_017765107.1
OG0003827	XP_319073.4	XP_017757637.1
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	XP_017755011.1, XP_017755012.1
OG0003829	XP_320975.4	XP_017763149.1
OG0003830	XP_310148.4	XP_017762234.1
OG0003831	XP_555438.3	XP_017759874.1
OG0003832	XP_315724.3, XP_315726.4	XP_017760225.1
OG0003833	XP_322026.2	XP_017762088.1
OG0003834	XP_316920.3	XP_017764833.1
OG0003835	XP_319229.4	XP_017759552.1, XP_017759478.1
OG0003837	XP_313978.1	XP_017765870.1
OG0003838	XP_001687956.1, XP_308499.3	XP_017765305.1
OG0003839	XP_320303.4	XP_017764315.1
OG0003841	XP_312835.4, XP_003436406.1	XP_017765682.1
OG0003842	XP_309233.5	XP_017763735.1
OG0003843	XP_316726.2	XP_017752227.1
OG0003844	XP_311543.2	XP_017761181.1
OG0003845	XP_320970.3	XP_017764779.1
OG0003846	XP_309350.4	XP_017755364.1
OG0003847	XP_321528.4	XP_017767310.1
OG0003848	XP_320558.3	XP_017757513.1
OG0003849	XP_310210.4	XP_017766559.1
OG0003850	XP_313188.3	XP_017764739.1
OG0003851	XP_309752.3	XP_017757751.1
OG0003852	XP_312907.4	XP_017763712.1
OG0003853	XP_319601.4	XP_017766652.1
OG0003854	XP_319344.4	XP_017762631.1, XP_017762630.1, XP_017752907.1
OG0003855	XP_001688251.1	XP_017758828.1
OG0003856	XP_320680.1	XP_017753843.1
OG0003859	XP_320575.3	XP_017766113.1
OG0003860	XP_321828.3	XP_017765726.1
OG0003861	XP_320922.2	XP_017765644.1
OG0003863	XP_003436354.1	XP_017754241.1
OG0003864	XP_317926.4	XP_017758926.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_017760297.1
OG0003867	XP_312224.5	XP_017752169.1, XP_017752168.1
OG0003868	XP_310411.7	XP_017767368.1, XP_017767367.1
OG0003869	XP_311926.5	XP_017755561.1, XP_017755562.1
OG0003870	XP_307911.3	XP_017755482.1
OG0003871	XP_315111.4	XP_017763465.1
OG0003873	XP_320953.4	XP_017757645.1
OG0003874	XP_319180.3	XP_017757474.1
OG0003875	XP_562161.4	XP_017755920.1
OG0003876	XP_319884.4	XP_017761706.1
OG0003877	XP_314810.4	XP_017766858.1, XP_017766859.1
OG0003878	XP_003436746.1, XP_313144.3	XP_017760932.1
OG0003879	XP_316539.2	XP_017756893.1
OG0003880	XP_309242.4	XP_017754343.1
OG0003881	XP_001237692.2	XP_017755297.1
OG0003882	XP_311868.5	XP_017755635.1
OG0003883	XP_311386.4	XP_017762378.1
OG0003884	XP_310455.4	XP_017753659.1
OG0003885	XP_318734.3	XP_017756616.1
OG0003887	XP_317201.4	XP_017767019.1
OG0003888	XP_320221.4	XP_017761280.1
OG0003889	XP_315664.4	XP_017764848.1
OG0003890	XP_311717.4	XP_017759172.1
OG0003891	XP_309150.5	XP_017765782.1
OG0003892	XP_314996.4	XP_017767160.1
OG0003893	XP_551305.4, XP_003435860.1	XP_017762118.1
OG0003894	XP_557626.3	XP_017759492.1
OG0003895	XP_309808.4	XP_017758278.1, XP_017765625.1
OG0003897	XP_312367.5	XP_017761220.1
OG0003898	XP_315835.4	XP_017759099.1
OG0003899	XP_317642.4	XP_017763211.1
OG0003900	XP_307645.4, XP_307644.2	XP_017763483.1
OG0003901	XP_310209.4	XP_017765980.1
OG0003902	XP_319789.4	XP_017762193.1
OG0003903	XP_315792.4, XP_001688728.1	XP_017757879.1
OG0003904	XP_313786.5	XP_017764814.1
OG0003905	XP_320268.3	XP_017754791.1
OG0003906	XP_562427.1	XP_017756110.1
OG0003907	XP_553285.4	XP_017767473.1
OG0003908	XP_311405.3	XP_017759427.1, XP_017759396.1
OG0003909	XP_307779.5	XP_017759485.1
OG0003910	XP_312278.5	XP_017754752.1
OG0003912	XP_314171.4	XP_017762515.1
OG0003913	XP_315962.4	XP_017767392.1
OG0003914	XP_003436135.1, XP_311548.3	XP_017760988.1
OG0003915	XP_308092.4	XP_017758200.1
OG0003916	XP_307453.3, XP_319009.4	XP_017764292.1
OG0003917	XP_003436440.1	XP_017765341.1, XP_017765844.1
OG0003918	XP_001689289.1	XP_017766139.1
OG0003919	XP_312450.4	XP_017767383.1
OG0003920	XP_001689084.1, XP_318039.3	XP_017767587.1
OG0003921	XP_319681.2	XP_017761687.1, XP_017766317.1
OG0003922	XP_317383.4	XP_017765638.1, XP_017761025.1
OG0003924	XP_321093.4, XP_003435980.1	XP_017765478.1
OG0003925	XP_003437095.1, XP_311307.4	XP_017757958.1
OG0003926	XP_320129.3	XP_017756214.1
OG0003927	XP_320900.3	XP_017757804.1
OG0003928	XP_313769.4	XP_017755654.1
OG0003929	XP_003435903.1, XP_321406.5	XP_017759079.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_017754246.1
OG0003931	XP_309977.3	XP_017766104.1
OG0003932	XP_003436142.1	XP_017764069.1
OG0003933	XP_311862.3	XP_017761726.1
OG0003934	XP_316307.1	XP_017762436.1
OG0003935	XP_308886.4	XP_017767371.1
OG0003936	XP_003436329.1, XP_311925.3	XP_017760627.1
OG0003937	XP_315625.4	XP_017762855.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_017766904.1
OG0003939	XP_311333.5	XP_017767622.1
OG0003940	XP_307793.5, XP_306070.4	XP_017752847.1
OG0003941	XP_310602.3	XP_017765209.1
OG0003943	XP_312823.5	XP_017755241.1
OG0003944	XP_317195.1	XP_017754380.1
OG0003945	XP_313382.3	XP_017759987.1
OG0003946	XP_308858.4	XP_017755457.1
OG0003947	XP_310464.4, XP_003437045.1	XP_017756541.1
OG0003948	XP_309825.4	XP_017754023.1
OG0003950	XP_310421.4	XP_017757676.1
OG0003951	XP_313109.5	XP_017756015.1
OG0003952	XP_309625.4	XP_017763931.1
OG0003953	XP_310948.4, XP_003436935.1	XP_017760429.1
OG0003954	XP_311994.4	XP_017763066.1
OG0003956	XP_315195.5	XP_017758558.1
OG0003957	XP_320392.4	XP_017766598.1
OG0003958	XP_321015.5	XP_017758104.1
OG0003959	XP_321653.5	XP_017757010.1
OG0003960	XP_003436461.1, XP_314272.5	XP_017755682.1
OG0003961	XP_318614.3	XP_017754467.1
OG0003962	XP_316867.5	XP_017765720.1
OG0003963	XP_317237.3	XP_017767506.1
OG0003964	XP_321179.4	XP_017767486.1
OG0003965	XP_315113.4	XP_017753217.1
OG0003966	XP_311323.4	XP_017762105.1
OG0003967	XP_316857.3	XP_017762898.1
OG0003968	XP_317805.2	XP_017752811.1, XP_017752803.1
OG0003969	XP_320573.1	XP_017765006.1
OG0003970	XP_554210.2	XP_017755680.1
OG0003971	XP_318755.4	XP_017766639.1
OG0003972	XP_001688794.1, XP_316203.2	XP_017752659.1
OG0003973	XP_320234.3	XP_017761766.1
OG0003974	XP_313497.2	XP_017764371.1
OG0003975	XP_554108.3	XP_017764268.1
OG0003976	XP_320294.3	XP_017761353.1
OG0003977	XP_001687837.2	XP_017765711.1
OG0003978	XP_312928.5, XP_003436420.1	XP_017763932.1
OG0003979	XP_320626.2	XP_017753532.1
OG0003980	XP_319759.4	XP_017762255.1
OG0003981	XP_318692.4	XP_017765230.1
OG0003982	XP_319753.4	XP_017754919.1
OG0003983	XP_315737.4	XP_017759660.1
OG0003985	XP_311326.5	XP_017752711.1
OG0003986	XP_316882.5	XP_017753624.1
OG0003987	XP_309555.4, XP_001688197.1	XP_017762556.1
OG0003988	XP_313024.5	XP_017767715.1
OG0003989	XP_001689096.1, XP_318078.2	XP_017757800.1
OG0003990	XP_315228.5	XP_017762674.1
OG0003991	XP_001687756.2	XP_017754888.1
OG0003992	XP_308140.4	XP_017759513.1
OG0003993	XP_310762.5, XP_311031.1	XP_017764433.1
OG0003994	XP_001689408.1	XP_017758251.1
OG0003995	XP_310142.4	XP_017757259.1
OG0003996	XP_317395.4	XP_017758736.1
OG0003997	XP_001689015.1	XP_017763845.1
OG0003998	XP_001688449.2	XP_017755565.1
OG0003999	XP_001238227.1	XP_017762828.1
OG0004000	XP_315213.4	XP_017756306.1
OG0004002	XP_315904.5, XP_003435730.1	XP_017767544.1
OG0004003	XP_553421.2	XP_017757339.1
OG0004004	XP_311855.4	XP_017762535.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_017766867.1
OG0004006	XP_316519.4	XP_017766823.1
OG0004008	XP_318925.4	XP_017756868.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_017752180.1
OG0004010	XP_316790.4	XP_017764960.1
OG0004011	XP_318681.1	XP_017759612.1
OG0004012	XP_001688421.2	XP_017764862.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_017752872.1
OG0004015	XP_003437092.1, XP_311292.4	XP_017765313.1
OG0004016	XP_311166.5	XP_017753986.1, XP_017753987.1
OG0004017	XP_001688637.1	XP_017757832.1
OG0004018	XP_315551.1	XP_017760710.1, XP_017760709.1
OG0004019	XP_001689221.1	XP_017755582.1
OG0004020	XP_003437151.1	XP_017761818.1
OG0004021	XP_310900.5	XP_017753611.1
OG0004022	XP_316825.5	XP_017766201.1, XP_017766202.1, XP_017766200.1
OG0004023	XP_001689316.2	XP_017755468.1
OG0004024	XP_001688399.2	XP_017762718.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_017760477.1, XP_017760489.1
OG0004027	XP_316189.4	XP_017764802.1
OG0004029	XP_317149.4	XP_017760155.1
OG0004029	XP_317150.4	XP_017753568.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_017762893.1
OG0004031	XP_554294.3	XP_017759738.1
OG0004033	XP_555381.3	XP_017764803.1
OG0004034	XP_314073.4	XP_017760611.1
OG0004036	XP_307136.4	XP_017762526.1
OG0004037	XP_311349.5	XP_017755534.1
OG0004038	XP_321810.4	XP_017763661.1
OG0004040	XP_307401.4	XP_017758294.1
OG0004041	XP_565006.2	XP_017762884.1
OG0004042	XP_312101.5	XP_017759590.1
OG0004043	XP_314537.4	XP_017763152.1
OG0004044	XP_308352.4	XP_017765880.1
OG0004045	XP_312996.1	XP_017752793.1
OG0004046	XP_312561.3	XP_017766116.1
OG0004047	XP_321168.5	XP_017756867.1
OG0004048	XP_311026.4	XP_017760041.1
OG0004049	XP_001688807.1	XP_017766996.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_017762085.1
OG0004051	XP_321377.4	XP_017757223.1
OG0004052	XP_313802.5	XP_017758076.1
OG0004053	XP_564094.3	XP_017754705.1, XP_017754707.1
OG0004055	XP_551859.3	XP_017767339.1
OG0004056	XP_316308.4	XP_017757460.1
OG0004058	XP_312771.1	XP_017758103.1
OG0004059	XP_317121.2	XP_017753346.1
OG0004060	XP_308010.5	XP_017759451.1
OG0004061	XP_317494.1	XP_017757769.1
OG0004062	XP_003435760.1, XP_551677.4	XP_017759257.1
OG0004063	XP_318961.4, XP_318960.4	XP_017767092.1, XP_017766992.1
OG0004064	XP_001231048.2	XP_017761744.1
OG0004065	XP_321583.5	XP_017756603.1
OG0004066	XP_310825.3	XP_017766592.1
OG0004067	XP_313977.4	XP_017760055.1
OG0004068	XP_320290.4	XP_017762303.1
OG0004069	XP_311616.1	XP_017753575.1
OG0004070	XP_310908.5, XP_310904.5	XP_017757989.1
OG0004071	XP_001688827.1, XP_316281.4	XP_017767752.1, XP_017767753.1, XP_017767750.1, XP_017767751.1
OG0004072	XP_001689139.1	XP_017762873.1
OG0004073	XP_308326.4	XP_017757163.1
OG0004074	XP_314000.3	XP_017753059.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_017759904.1
OG0004076	XP_308369.3	XP_017760848.1
OG0004077	XP_313328.4	XP_017753740.1
OG0004078	XP_312472.2	XP_017761017.1
OG0004079	XP_320805.3	XP_017761749.1
OG0004080	XP_315852.4	XP_017756322.1
OG0004082	XP_318628.4	XP_017761006.1
OG0004083	XP_318065.4	XP_017763175.1
OG0004084	XP_310358.7	XP_017753901.1, XP_017753902.1
OG0004085	XP_316356.3	XP_017758591.1
OG0004086	XP_310930.5	XP_017758119.1, XP_017758120.1
OG0004087	XP_311835.5	XP_017758714.1
OG0004088	XP_318883.4	XP_017766358.1
OG0004089	XP_555244.3	XP_017757809.1, XP_017757734.1, XP_017757735.1
OG0004090	XP_001237595.2	XP_017756536.1
OG0004091	XP_319154.4	XP_017764501.1
OG0004092	XP_317242.4	XP_017759295.1
OG0004093	XP_310688.5	XP_017760365.1, XP_017760367.1
OG0004094	XP_311178.4	XP_017753187.1, XP_017753186.1
OG0004095	XP_316020.4	XP_017754029.1, XP_017754028.1
OG0004096	XP_559248.3	XP_017759741.1
OG0004097	XP_318918.2	XP_017761300.1
OG0004098	XP_309835.2	XP_017766329.1
OG0004099	XP_321090.4	XP_017765873.1
OG0004100	XP_313152.3	XP_017761925.1, XP_017761924.1
OG0004101	XP_314837.3	XP_017766287.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_017754344.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_017764579.1
OG0004104	XP_312438.5	XP_017753667.1
OG0004105	XP_319178.4	XP_017752182.1
OG0004106	XP_311153.3	XP_017762741.1
OG0004107	XP_001688851.1	XP_017763572.1
OG0004108	XP_562582.3, XP_003436576.1	XP_017759203.1
OG0004109	XP_563317.4	XP_017755701.1
OG0004110	XP_316345.4	XP_017758221.1
OG0004111	XP_314309.4	XP_017758957.1, XP_017758956.1
OG0004112	XP_321635.1, XP_003435850.1	XP_017759642.1
OG0004113	XP_320525.4	XP_017762723.1
OG0004114	XP_319407.2	XP_017760676.1
OG0004116	XP_001237507.3	XP_017767747.1
OG0004117	XP_001237803.2	XP_017752476.1
OG0004119	XP_319556.5	XP_017763147.1
OG0004120	XP_321666.3	XP_017757403.1
OG0004122	XP_309209.5	XP_017763900.1
OG0004123	XP_319749.3	XP_017762038.1
OG0004124	XP_316056.4, XP_556692.3	XP_017753247.1
OG0004125	XP_310876.4	XP_017763389.1, XP_017763398.1
OG0004126	XP_319248.3, XP_001238114.1, XP_553994.2	XP_017767246.1
OG0004127	XP_003436623.1	XP_017767457.1
OG0004128	XP_319393.4	XP_017765364.1
OG0004129	XP_314716.4	XP_017764308.1
OG0004130	XP_312574.4	XP_017761891.1
OG0004131	XP_309504.4	XP_017762646.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_017754518.1
OG0004133	XP_003436965.1	XP_017754824.1
OG0004137	XP_312668.4	XP_017762989.1
OG0004138	XP_307877.2	XP_017753190.1
OG0004139	XP_315254.3	XP_017759398.1
OG0004140	XP_001689102.1	XP_017764673.1
OG0004141	XP_316517.4	XP_017762110.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_017762731.1
OG0004143	XP_001237118.2	XP_017767321.1, XP_017767413.1
OG0004144	XP_319864.4	XP_017766318.1
OG0004145	XP_309941.4	XP_017757438.1
OG0004146	XP_315438.3	XP_017756488.1
OG0004147	XP_308817.4	XP_017761861.1
OG0004148	XP_001687765.2	XP_017764773.1
OG0004149	XP_001689259.1	XP_017767340.1
OG0004150	XP_318430.3	XP_017756227.1
OG0004151	XP_316047.4	XP_017767452.1
OG0004152	XP_555730.2	XP_017757686.1
OG0004153	XP_312247.5	XP_017757421.1
OG0004154	XP_563530.3	XP_017756300.1
OG0004155	XP_003436256.1, XP_312076.2	XP_017754466.1
OG0004158	XP_316619.4	XP_017767381.1
OG0004159	XP_316144.4	XP_017765584.1, XP_017765589.1, XP_017765587.1
OG0004160	XP_316661.5	XP_017757847.1
OG0004162	XP_310156.4	XP_017763976.1
OG0004163	XP_553259.2	XP_017766390.1
OG0004164	XP_003435882.1	XP_017759106.1
OG0004166	XP_316078.4	XP_017760348.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_017764220.1
OG0004168	XP_315532.3	XP_017766714.1
OG0004169	XP_003436961.1, XP_310840.5	XP_017766101.1
OG0004170	XP_309924.4	XP_017753913.1
OG0004171	XP_310964.5	XP_017757277.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_017753705.1
OG0004174	XP_308670.4	XP_017757976.1
OG0004175	XP_315524.4, XP_001688674.1	XP_017761285.1
OG0004176	XP_001237727.1, XP_315864.4	XP_017752857.1, XP_017752848.1
OG0004177	XP_319569.4	XP_017764742.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_017767467.1
OG0004180	XP_311082.5	XP_017757057.1
OG0004181	XP_317116.4, XP_318879.3	XP_017762931.1, XP_017762930.1
OG0004182	XP_001230685.2	XP_017766990.1
OG0004183	XP_001689011.1	XP_017762799.1
OG0004184	XP_320342.4	XP_017764973.1
OG0004186	XP_317615.4	XP_017764839.1
OG0004187	XP_311316.3	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1
OG0004188	XP_319883.4	XP_017758919.1
OG0004189	XP_317522.4	XP_017760438.1
OG0004190	XP_321498.4	XP_017756021.1
OG0004191	XP_308181.4	XP_017758411.1
OG0004192	XP_313788.4	XP_017766502.1
OG0004193	XP_308604.4, XP_001688029.1	XP_017759722.1, XP_017759724.1
OG0004194	XP_307775.3	XP_017766371.1
OG0004195	XP_315995.1	XP_017755382.1
OG0004196	XP_556213.2, XP_555772.2	XP_017763824.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_017756851.1
OG0004198	XP_001238086.1, XP_319104.4	XP_017757639.1
OG0004201	XP_310532.5	XP_017767380.1
OG0004202	XP_320050.4	XP_017753343.1
OG0004203	XP_308842.4	XP_017756423.1
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_017758792.1
OG0004206	XP_308698.4	XP_017766753.1
OG0004207	XP_312766.5	XP_017758597.1
OG0004209	XP_003436488.1, XP_311764.4	XP_017760433.1
OG0004210	XP_316202.4	XP_017767322.1
OG0004211	XP_003436790.1	XP_017762051.1
OG0004212	XP_001689214.1	XP_017758447.1
OG0004213	XP_312547.4	XP_017758737.1
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_017767610.1
OG0004215	XP_319187.4	XP_017758375.1, XP_017758376.1
OG0004216	XP_307795.3	XP_017763499.1
OG0004217	XP_001689380.1	XP_017758299.1
OG0004218	XP_001687842.2	XP_017753995.1
OG0004219	XP_314287.3	XP_017763862.1
OG0004220	XP_318886.3	XP_017753419.1
OG0004223	XP_318483.1, XP_003436691.1	XP_017767727.1
OG0004224	XP_309683.5, XP_003436491.1	XP_017752321.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_017767242.1
OG0004227	XP_308443.4	XP_017764816.1
OG0004228	XP_003437021.1	XP_017760349.1, XP_017760347.1
OG0004229	XP_315442.4	XP_017763516.1
OG0004230	XP_315606.4	XP_017761606.1
OG0004231	XP_310950.5	XP_017761838.1
OG0004232	XP_316514.4	XP_017754427.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_017754175.1
OG0004234	XP_001688546.1	XP_017757506.1
OG0004235	XP_566098.3	XP_017764108.1, XP_017764106.1
OG0004236	XP_315047.4	XP_017767120.1
OG0004237	XP_318914.4	XP_017763132.1
OG0004238	XP_552873.2, XP_319730.4	XP_017754890.1
OG0004239	XP_319835.4	XP_017755954.1
OG0004240	XP_317196.4	XP_017766673.1
OG0004241	XP_001688994.1	XP_017759077.1
OG0004242	XP_310918.5	XP_017753992.1
OG0004243	XP_552043.1	XP_017762521.1
OG0004245	XP_310404.4	XP_017752684.1
OG0004246	XP_309135.1	XP_017767600.1
OG0004247	XP_312497.5	XP_017765440.1
OG0004248	XP_311402.2	XP_017762095.1
OG0004249	XP_313558.5	XP_017757485.1
OG0004250	XP_003436772.1	XP_017757407.1, XP_017757408.1
OG0004251	XP_311062.5	XP_017759017.1, XP_017759022.1
OG0004253	XP_317481.4	XP_017766051.1
OG0004275	XP_321541.4, XP_003435881.1	XP_017753975.1
OG0004276	XP_320252.4	XP_017754056.1
OG0004277	XP_316033.4	XP_017765340.1, XP_017759890.1
OG0004278	XP_313760.4	XP_017757496.1
OG0004279	XP_321619.3	XP_017764421.1
OG0004280	XP_321163.4	XP_017755911.1
OG0004281	XP_315590.3	XP_017761175.1, XP_017761176.1
OG0004282	XP_552798.3	XP_017758572.1
OG0004283	XP_321155.3	XP_017766364.1
OG0004284	XP_313275.3	XP_017756130.1
OG0004285	XP_308285.3	XP_017759836.1
OG0004286	XP_320669.4	XP_017756058.1
OG0004287	XP_310452.5	XP_017755002.1
OG0004288	XP_321802.3	XP_017764224.1
OG0004289	XP_312991.3	XP_017752209.1
OG0004290	XP_308524.4	XP_017761545.1
OG0004291	XP_310934.4	XP_017765829.1
OG0004292	XP_309527.3	XP_017757357.1
OG0004293	XP_309304.3	XP_017756761.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_017753787.1
OG0004297	XP_319630.2	XP_017755740.1
OG0004298	XP_563593.1	XP_017758442.1, XP_017758126.1
OG0004299	XP_003437123.1, XP_316835.4	XP_017753221.1
OG0004300	XP_309200.2	XP_017761093.1
OG0004301	XP_307798.4	XP_017755659.1
OG0004302	XP_315417.4	XP_017757108.1
OG0004303	XP_319722.3	XP_017757169.1
OG0004304	XP_317299.3	XP_017760027.1
OG0004305	XP_317138.4	XP_017761146.1
OG0004306	XP_311387.3	XP_017759893.1
OG0004307	XP_320804.4	XP_017763308.1
OG0004308	XP_001689366.2	XP_017764426.1
OG0004309	XP_314243.4	XP_017754704.1
OG0004310	XP_314752.3	XP_017759068.1
OG0004311	XP_317337.3	XP_017762272.1
OG0004312	XP_308769.2	XP_017763482.1
OG0004313	XP_311332.4	XP_017759435.1
OG0004314	XP_310190.3	XP_017761467.1
OG0004315	XP_316499.2	XP_017755768.1
OG0004316	XP_312474.4	XP_017757844.1
OG0004317	XP_317881.2	XP_017753674.1
OG0004318	XP_558148.1, XP_314575.2	XP_017757356.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_017756434.1
OG0004321	XP_320235.4	XP_017761761.1
OG0004322	XP_315390.3	XP_017767422.1
OG0004323	XP_310208.3	XP_017760849.1
OG0004324	XP_003435869.1	XP_017767588.1
OG0004325	XP_321348.3	XP_017757670.1
OG0004326	XP_322016.4	XP_017757538.1
OG0004327	XP_313697.4	XP_017755341.1
OG0004328	XP_321089.4, XP_003435981.1	XP_017765593.1
OG0004329	XP_317780.4	XP_017758425.1
OG0004330	XP_312755.2	XP_017753930.1
OG0004331	XP_311286.5	XP_017767446.1
OG0004332	XP_311310.1	XP_017757056.1
OG0004333	XP_311779.4	XP_017760814.1
OG0004334	XP_314997.3	XP_017759731.1
OG0004335	XP_001238387.2	XP_017757705.1
OG0004336	XP_311750.4	XP_017767671.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	XP_017759933.1
OG0004338	XP_318578.3	XP_017762754.1
OG0004339	XP_318431.5	XP_017756236.1
OG0004340	XP_319922.4	XP_017767429.1
OG0004341	XP_318896.3	XP_017766727.1
OG0004343	XP_317435.3	XP_017766580.1
OG0004344	XP_311859.5	XP_017753076.1, XP_017753077.1
OG0004345	XP_307896.3	XP_017761659.1
OG0004346	XP_320535.3	XP_017756846.1
OG0004347	XP_317030.3	XP_017766640.1
OG0004348	XP_312296.5	XP_017752186.1
OG0004349	XP_321407.3	XP_017759081.1
OG0004350	XP_307264.3	XP_017755923.1
OG0004351	XP_313999.2	XP_017753062.1
OG0004352	XP_562238.4	XP_017767412.1
OG0004353	XP_001688044.1	XP_017756428.1
OG0004354	XP_309347.4	XP_017764034.1
OG0004355	XP_312461.3	XP_017757978.1
OG0004356	XP_311025.2	XP_017754480.1
OG0004357	XP_003437031.1, XP_565769.4	XP_017757706.1
OG0004358	XP_314490.4	XP_017754816.1
OG0004359	XP_308962.3	XP_017762008.1
OG0004360	XP_310387.5	XP_017755294.1
OG0004361	XP_321795.2	XP_017755811.1
OG0004362	XP_313003.4	XP_017752421.1
OG0004363	XP_556483.3	XP_017760759.1
OG0004364	XP_315443.3	XP_017756390.1
OG0004365	XP_001688522.1	XP_017759310.1
OG0004366	XP_317046.2	XP_017756348.1, XP_017754702.1
OG0004367	XP_312972.5	XP_017757669.1
OG0004368	XP_311037.3	XP_017755298.1
OG0004369	XP_314876.4	XP_017759646.1
OG0004370	XP_001688524.1, XP_314102.2	XP_017757055.1
OG0004371	XP_316567.4	XP_017758295.1
OG0004372	XP_321106.4, XP_003435977.1	XP_017756339.1
OG0004373	XP_310479.5	XP_017758268.1
OG0004374	XP_319927.3	XP_017765800.1
OG0004375	XP_317168.1	XP_017760249.1
OG0004376	XP_316497.2	XP_017755027.1, XP_017752348.1
OG0004377	XP_310437.4, XP_003436642.1, XP_003436643.1	XP_017764897.1, XP_017764905.1
OG0004378	XP_559130.1	XP_017763503.1
OG0004379	XP_319397.4	XP_017758697.1
OG0004380	XP_313555.2, XP_003436771.1	XP_017764682.1
OG0004381	XP_313959.3	XP_017764420.1
OG0004382	XP_310797.5	XP_017754825.1
OG0004383	XP_001687889.1, XP_308303.3	XP_017759508.1
OG0004384	XP_560526.4, XP_307660.4, XP_319353.4	XP_017753675.1
OG0004385	XP_562397.3	XP_017760490.1, XP_017764968.1
OG0004386	XP_315624.3	XP_017765792.1
OG0004387	XP_318983.3	XP_017757965.1
OG0004388	XP_316948.4	XP_017764672.1
OG0004389	XP_319206.4	XP_017752938.1
OG0004390	XP_313986.4	XP_017764115.1
OG0004391	XP_315850.3	XP_017763771.1, XP_017763773.1
OG0004392	XP_312031.5, XP_003436278.1	XP_017764895.1
OG0004394	XP_321075.3	XP_017755778.1
OG0004395	XP_318420.5	XP_017766109.1
OG0004396	XP_308224.3	XP_017764762.1
OG0004397	XP_308644.4	XP_017759894.1
OG0004398	XP_319908.4	XP_017767589.1
OG0004400	XP_321839.4	XP_017762516.1, XP_017762514.1
OG0004401	XP_309580.4, XP_001237244.2	XP_017754130.1
OG0004402	XP_307863.1	XP_017765563.1
OG0004403	XP_308013.5	XP_017760476.1
OG0004404	XP_320142.3	XP_017757033.1
OG0004406	XP_316876.5	XP_017765731.1, XP_017765733.1
OG0004407	XP_321320.5	XP_017762478.1
OG0004408	XP_320152.4	XP_017756823.1
OG0004409	XP_311589.4	XP_017766941.1
OG0004410	XP_560403.3	XP_017754736.1
OG0004411	XP_308839.2	XP_017763634.1
OG0004412	XP_314028.3	XP_017760675.1
OG0004413	XP_001688479.1, XP_313945.3	XP_017752400.1
OG0004414	XP_316150.4	XP_017766178.1
OG0004415	XP_313866.5	XP_017759436.1
