Orthogroup	Anopheles_gambiae	Habropoda_laboriosa
OG0003735	XP_313782.3	XP_017796324.1
OG0003736	XP_559757.1	XP_017789309.1
OG0003737	XP_315094.1	XP_017792357.1
OG0003738	XP_314068.2	XP_017790793.1
OG0003739	XP_314469.4	XP_017793547.1
OG0003740	XP_317396.3	XP_017794791.1
OG0003741	XP_308810.3	XP_017795148.1
OG0003742	XP_320195.4	XP_017798133.1
OG0003743	XP_001689074.1, XP_317989.3, XP_001689073.1	XP_017791042.1
OG0003744	XP_321378.5	XP_017789655.1
OG0003745	XP_307637.2	XP_017789330.1
OG0003746	XP_320161.2	XP_017796090.1
OG0003747	XP_312468.5	XP_017795273.1
OG0003749	XP_321468.5	XP_017795769.1
OG0003750	XP_321339.5	XP_017790158.1, XP_017790160.1
OG0003751	XP_318530.4	XP_017789338.1
OG0003752	XP_314839.4	XP_017797382.1
OG0003753	XP_308054.4	XP_017787469.1
OG0003754	XP_317313.4	XP_017797776.1
OG0003755	XP_308572.1	XP_017789730.1
OG0003756	XP_003436266.1, XP_312060.3	XP_017788662.1
OG0003757	XP_320869.2	XP_017794789.1
OG0003758	XP_313585.4	XP_017798060.1
OG0003759	XP_003436070.1, XP_307924.5	XP_017787698.1
OG0003760	XP_003437010.1, XP_310595.2, XP_308748.2	XP_017791717.1
OG0003761	XP_320415.2	XP_017787818.1
OG0003762	XP_311723.4	XP_017788152.1
OG0003763	XP_003436301.1	XP_017796577.1
OG0003765	XP_003436025.1, XP_003436024.1, XP_320958.3	XP_017794994.1
OG0003766	XP_310502.5	XP_017788400.1
OG0003767	XP_315982.2	XP_017795243.1
OG0003768	XP_312630.2	XP_017795219.1
OG0003769	XP_317359.4	XP_017795480.1
OG0003770	XP_321441.4	XP_017791253.1
OG0003771	XP_312639.4	XP_017791074.1
OG0003772	XP_312862.4, XP_001237501.2	XP_017790627.1
OG0003773	XP_316963.4	XP_017794920.1
OG0003774	XP_321418.4, XP_003435898.1	XP_017788979.1
OG0003776	XP_551809.3	XP_017794826.1
OG0003777	XP_317655.3	XP_017797311.1
OG0003778	XP_001688618.1	XP_017799243.1
OG0003779	XP_001237594.2	XP_017788375.1
OG0003780	XP_308583.2	XP_017797748.1
OG0003781	XP_320164.3, XP_320163.3	XP_017788291.1
OG0003782	XP_308132.2, XP_307312.2	XP_017790588.1
OG0003783	XP_318812.3	XP_017792942.1
OG0003784	XP_003436317.1	XP_017788996.1
OG0003785	XP_003435742.1	XP_017791504.1
OG0003786	XP_312629.4	XP_017791238.1
OG0003787	XP_312143.4	XP_017794393.1
OG0003788	XP_312787.5	XP_017794912.1
OG0003789	XP_307016.3, XP_313929.4	XP_017788137.1
OG0003791	XP_314956.4	XP_017793520.1, XP_017797451.1
OG0003792	XP_320758.4	XP_017797502.1
OG0003793	XP_311766.3	XP_017799239.1
OG0003794	XP_321364.3	XP_017795442.1
OG0003795	XP_001688460.2	XP_017791782.1
OG0003796	XP_001237280.3, XP_003437003.1	XP_017791127.1
OG0003797	XP_003436776.1	XP_017793713.1
OG0003798	XP_315523.4	XP_017788679.1
OG0003799	XP_314122.3	XP_017796146.1
OG0003800	XP_311236.5	XP_017797763.1
OG0003801	XP_003436856.1, XP_315241.1	XP_017787603.1
OG0003802	XP_312750.4	XP_017789714.1
OG0003803	XP_320799.3	XP_017797906.1
OG0003804	XP_314994.4	XP_017798658.1, XP_017798666.1
OG0003805	XP_321167.4	XP_017789733.1
OG0003806	XP_001237070.2	XP_017787475.1
OG0003807	XP_315739.4	XP_017798729.1
OG0003808	XP_311943.3	XP_017792447.1
OG0003809	XP_313997.4	XP_017787759.1
OG0003810	XP_317077.4	XP_017797890.1
OG0003811	XP_311588.3	XP_017795712.1
OG0003812	XP_311247.5	XP_017788997.1
OG0003813	XP_314555.3	XP_017789455.1
OG0003814	XP_311364.4, XP_307324.3	XP_017798569.1
OG0003815	XP_321606.5	XP_017793029.1
OG0003816	XP_321794.3, XP_001689358.1	XP_017793111.1
OG0003817	XP_315953.3	XP_017793113.1
OG0003818	XP_321247.5	XP_017792786.1
OG0003819	XP_313680.3	XP_017787367.1
OG0003820	XP_001238192.2	XP_017792962.1
OG0003821	XP_319843.4	XP_017788919.1
OG0003822	XP_003436068.1, XP_307935.5	XP_017790027.1
OG0003824	XP_316832.4	XP_017799079.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_017798975.1
OG0003827	XP_319073.4	XP_017787645.1
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	XP_017787798.1
OG0003829	XP_320975.4	XP_017790443.1
OG0003830	XP_310148.4	XP_017790898.1
OG0003831	XP_555438.3	XP_017798688.1
OG0003832	XP_315724.3, XP_315726.4	XP_017797404.1
OG0003833	XP_322026.2	XP_017794943.1
OG0003834	XP_316920.3	XP_017796156.1
OG0003835	XP_319229.4	XP_017788605.1
OG0003836	XP_321703.5	XP_017798004.1
OG0003837	XP_313978.1	XP_017797170.1
OG0003838	XP_001687956.1, XP_308499.3	XP_017789343.1
OG0003839	XP_320303.4	XP_017794072.1, XP_017794071.1
OG0003841	XP_312835.4, XP_003436406.1	XP_017790530.1
OG0003842	XP_309233.5	XP_017791393.1
OG0003843	XP_316726.2	XP_017789874.1
OG0003844	XP_311543.2	XP_017789301.1
OG0003845	XP_320970.3	XP_017789344.1
OG0003846	XP_309350.4	XP_017788075.1
OG0003847	XP_321528.4	XP_017792529.1
OG0003848	XP_320558.3	XP_017790684.1
OG0003849	XP_310210.4	XP_017788820.1
OG0003850	XP_313188.3	XP_017790625.1
OG0003851	XP_309752.3	XP_017791310.1
OG0003852	XP_312907.4	XP_017797386.1
OG0003853	XP_319601.4	XP_017788867.1
OG0003854	XP_319344.4	XP_017787567.1
OG0003855	XP_001688251.1	XP_017799560.1
OG0003856	XP_320680.1	XP_017794796.1
OG0003859	XP_320575.3	XP_017789165.1
OG0003860	XP_321828.3	XP_017790578.1
OG0003861	XP_320922.2	XP_017794531.1
OG0003863	XP_003436354.1	XP_017793871.1
OG0003864	XP_317926.4	XP_017789127.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_017795927.1
OG0003867	XP_312224.5	XP_017795800.1, XP_017795799.1
OG0003868	XP_310411.7	XP_017791861.1
OG0003869	XP_311926.5	XP_017797856.1
OG0003870	XP_307911.3	XP_017796443.1
OG0003871	XP_315111.4	XP_017791945.1
OG0003872	XP_308174.2	XP_017791218.1
OG0003873	XP_320953.4	XP_017787673.1, XP_017787670.1
OG0003874	XP_319180.3	XP_017790630.1
OG0003875	XP_562161.4	XP_017790123.1
OG0003876	XP_319884.4	XP_017797490.1
OG0003877	XP_314810.4	XP_017788845.1
OG0003878	XP_003436746.1, XP_313144.3	XP_017793362.1
OG0003879	XP_316539.2	XP_017799521.1
OG0003880	XP_309242.4	XP_017791677.1
OG0003881	XP_001237692.2	XP_017792215.1
OG0003882	XP_311868.5	XP_017789334.1
OG0003883	XP_311386.4	XP_017787474.1
OG0003884	XP_310455.4	XP_017796006.1
OG0003885	XP_318734.3	XP_017791986.1
OG0003886	XP_314842.3	XP_017798980.1
OG0003887	XP_317201.4	XP_017788107.1
OG0003888	XP_320221.4	XP_017787887.1
OG0003889	XP_315664.4	XP_017789336.1
OG0003890	XP_311717.4	XP_017791758.1
OG0003891	XP_309150.5	XP_017796313.1
OG0003892	XP_314996.4	XP_017798650.1
OG0003893	XP_551305.4, XP_003435860.1	XP_017787583.1
OG0003894	XP_557626.3	XP_017793883.1
OG0003895	XP_309808.4	XP_017797558.1
OG0003897	XP_312367.5	XP_017793611.1, XP_017793607.1
OG0003898	XP_315835.4	XP_017795508.1
OG0003899	XP_317642.4	XP_017794740.1, XP_017794739.1, XP_017794741.1
OG0003900	XP_307645.4, XP_307644.2	XP_017789981.1
OG0003901	XP_310209.4	XP_017799214.1
OG0003902	XP_319789.4	XP_017795007.1
OG0003903	XP_315792.4, XP_001688728.1	XP_017788536.1
OG0003904	XP_313786.5	XP_017788484.1, XP_017795075.1
OG0003905	XP_320268.3	XP_017795535.1
OG0003906	XP_562427.1	XP_017798192.1
OG0003908	XP_311405.3	XP_017789107.1
OG0003909	XP_307779.5	XP_017798003.1
OG0003910	XP_312278.5	XP_017792577.1
OG0003912	XP_314171.4	XP_017787459.1
OG0003913	XP_315962.4	XP_017790669.1
OG0003914	XP_003436135.1, XP_311548.3	XP_017787920.1
OG0003915	XP_308092.4	XP_017795657.1
OG0003916	XP_307453.3, XP_319009.4	XP_017794563.1
OG0003917	XP_003436440.1	XP_017790152.1
OG0003918	XP_001689289.1	XP_017789051.1
OG0003919	XP_312450.4	XP_017791666.1
OG0003920	XP_001689084.1, XP_318039.3	XP_017791443.1
OG0003921	XP_319681.2	XP_017797196.1
OG0003922	XP_317383.4	XP_017794815.1
OG0003924	XP_321093.4, XP_003435980.1	XP_017795517.1
OG0003925	XP_003437095.1, XP_311307.4	XP_017788524.1
OG0003926	XP_320129.3	XP_017792436.1
OG0003927	XP_320900.3	XP_017795773.1
OG0003928	XP_313769.4	XP_017795385.1
OG0003929	XP_003435903.1, XP_321406.5	XP_017797396.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_017793881.1
OG0003931	XP_309977.3	XP_017789129.1
OG0003932	XP_003436142.1	XP_017795132.1
OG0003933	XP_311862.3	XP_017797499.1
OG0003934	XP_316307.1	XP_017793251.1
OG0003935	XP_308886.4	XP_017790351.1
OG0003936	XP_003436329.1, XP_311925.3	XP_017789793.1
OG0003937	XP_315625.4	XP_017797898.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_017792608.1
OG0003939	XP_311333.5	XP_017796942.1
OG0003940	XP_307793.5, XP_306070.4	XP_017787591.1
OG0003941	XP_310602.3	XP_017796607.1
OG0003943	XP_312823.5	XP_017792141.1
OG0003944	XP_317195.1	XP_017792080.1
OG0003945	XP_313382.3	XP_017789622.1
OG0003946	XP_308858.4	XP_017794638.1
OG0003947	XP_310464.4, XP_003437045.1	XP_017789937.1
OG0003948	XP_309825.4	XP_017793234.1
OG0003950	XP_310421.4	XP_017789551.1
OG0003951	XP_313109.5	XP_017787442.1
OG0003952	XP_309625.4	XP_017793307.1
OG0003953	XP_310948.4, XP_003436935.1	XP_017797983.1
OG0003954	XP_311994.4	XP_017790320.1
OG0003956	XP_315195.5	XP_017797179.1
OG0003957	XP_320392.4	XP_017788777.1
OG0003958	XP_321015.5	XP_017796650.1
OG0003959	XP_321653.5	XP_017792028.1
OG0003960	XP_003436461.1, XP_314272.5	XP_017795057.1
OG0003961	XP_318614.3	XP_017791138.1
OG0003962	XP_316867.5	XP_017790501.1
OG0003963	XP_317237.3	XP_017790658.1
OG0003964	XP_321179.4	XP_017791467.1
OG0003965	XP_315113.4	XP_017794243.1
OG0003966	XP_311323.4	XP_017794854.1
OG0003967	XP_316857.3	XP_017788683.1
OG0003968	XP_317805.2	XP_017790794.1
OG0003969	XP_320573.1	XP_017796360.1
OG0003970	XP_554210.2	XP_017795207.1
OG0003971	XP_318755.4	XP_017788859.1
OG0003972	XP_001688794.1, XP_316203.2	XP_017790701.1
OG0003973	XP_320234.3	XP_017790383.1
OG0003974	XP_313497.2	XP_017797548.1
OG0003975	XP_554108.3	XP_017789658.1
OG0003976	XP_320294.3	XP_017788647.1
OG0003977	XP_001687837.2	XP_017790532.1
OG0003978	XP_312928.5, XP_003436420.1	XP_017791389.1
OG0003979	XP_320626.2	XP_017790635.1
OG0003980	XP_319759.4	XP_017793013.1
OG0003981	XP_318692.4	XP_017796628.1
OG0003982	XP_319753.4	XP_017790273.1
OG0003983	XP_315737.4	XP_017791651.1
OG0003985	XP_311326.5	XP_017791619.1
OG0003986	XP_316882.5	XP_017790934.1
OG0003987	XP_309555.4, XP_001688197.1	XP_017788315.1
OG0003988	XP_313024.5	XP_017795998.1
OG0003989	XP_001689096.1, XP_318078.2	XP_017791304.1
OG0003990	XP_315228.5	XP_017796842.1
OG0003991	XP_001687756.2	XP_017789766.1
OG0003992	XP_308140.4	XP_017798023.1
OG0003993	XP_310762.5, XP_311031.1	XP_017793286.1
OG0003994	XP_001689408.1	XP_017796126.1
OG0003995	XP_310142.4	XP_017789448.1
OG0003996	XP_317395.4	XP_017790659.1
OG0003997	XP_001689015.1	XP_017792008.1
OG0003998	XP_001688449.2	XP_017797908.1
OG0003999	XP_001238227.1	XP_017791327.1
OG0004000	XP_315213.4	XP_017788398.1
OG0004001	XP_001237062.2	XP_017791173.1
OG0004002	XP_315904.5, XP_003435730.1	XP_017789711.1
OG0004003	XP_553421.2	XP_017797147.1, XP_017789312.1
OG0004004	XP_311855.4	XP_017790549.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_017792594.1, XP_017792593.1
OG0004006	XP_316519.4	XP_017788949.1, XP_017788734.1
OG0004008	XP_318925.4	XP_017787360.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_017787838.1
OG0004010	XP_316790.4	XP_017792931.1
OG0004011	XP_318681.1	XP_017791895.1
OG0004012	XP_001688421.2	XP_017798937.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_017787526.1
OG0004015	XP_003437092.1, XP_311292.4	XP_017792666.1
OG0004016	XP_311166.5	XP_017793296.1
OG0004017	XP_001688637.1	XP_017794723.1
OG0004018	XP_315551.1	XP_017793375.1
OG0004019	XP_001689221.1	XP_017795567.1
OG0004020	XP_003437151.1	XP_017794385.1
OG0004021	XP_310900.5	XP_017790907.1
OG0004022	XP_316825.5	XP_017791746.1
OG0004023	XP_001689316.2	XP_017794621.1
OG0004024	XP_001688399.2	XP_017787870.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_017796786.1, XP_017793780.1
OG0004027	XP_316189.4	XP_017796859.1
OG0004029	XP_317149.4	XP_017794896.1
OG0004029	XP_317150.4	XP_017792769.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_017797728.1
OG0004031	XP_554294.3	XP_017795977.1
OG0004033	XP_555381.3	XP_017789365.1
OG0004034	XP_314073.4	XP_017797790.1
OG0004036	XP_307136.4	XP_017790559.1
OG0004037	XP_311349.5	XP_017791010.1
OG0004038	XP_321810.4	XP_017791257.1, XP_017791256.1
OG0004040	XP_307401.4	XP_017787723.1
OG0004041	XP_565006.2	XP_017797680.1
OG0004042	XP_312101.5	XP_017797986.1
OG0004043	XP_314537.4	XP_017790582.1
OG0004044	XP_308352.4	XP_017797215.1
OG0004045	XP_312996.1	XP_017787357.1
OG0004046	XP_312561.3	XP_017789021.1
OG0004047	XP_321168.5	XP_017789163.1
OG0004048	XP_311026.4	XP_017789695.1
OG0004049	XP_001688807.1	XP_017788051.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_017794825.1
OG0004051	XP_321377.4	XP_017798241.1
OG0004052	XP_313802.5	XP_017796666.1
OG0004053	XP_564094.3	XP_017792574.1
OG0004055	XP_551859.3	XP_017789537.1
OG0004056	XP_316308.4	XP_017790728.1
OG0004058	XP_312771.1	XP_017796653.1
OG0004059	XP_317121.2	XP_017794559.1
OG0004060	XP_308010.5	XP_017791932.1
OG0004061	XP_317494.1	XP_017795766.1
OG0004062	XP_003435760.1, XP_551677.4	XP_017794127.1
OG0004063	XP_318961.4, XP_318960.4	XP_017788374.1
OG0004064	XP_001231048.2	XP_017790498.1
OG0004065	XP_321583.5	XP_017793919.1
OG0004066	XP_310825.3	XP_017788888.1
OG0004067	XP_313977.4	XP_017796967.1
OG0004068	XP_320290.4	XP_017793000.1
OG0004069	XP_311616.1	XP_017792780.1
OG0004070	XP_310908.5, XP_310904.5	XP_017792645.1
OG0004071	XP_001688827.1, XP_316281.4	XP_017797701.1
OG0004072	XP_001689139.1	XP_017797816.1
OG0004073	XP_308326.4	XP_017798270.1
OG0004074	XP_314000.3	XP_017788336.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_017798784.1
OG0004076	XP_308369.3	XP_017793456.1
OG0004077	XP_313328.4	XP_017793525.1
OG0004078	XP_312472.2	XP_017794813.1
OG0004079	XP_320805.3	XP_017790442.1
OG0004080	XP_315852.4	XP_017788410.1
OG0004082	XP_318628.4	XP_017794986.1
OG0004083	XP_318065.4	XP_017797784.1
OG0004084	XP_310358.7	XP_017795893.1
OG0004085	XP_316356.3	XP_017793958.1
OG0004086	XP_310930.5	XP_017796600.1
OG0004087	XP_311835.5	XP_017790703.1
OG0004088	XP_318883.4	XP_017796853.1
OG0004089	XP_555244.3	XP_017795757.1, XP_017796106.1
OG0004090	XP_001237595.2	XP_017789932.1
OG0004091	XP_319154.4	XP_017797831.1, XP_017797832.1
OG0004092	XP_317242.4	XP_017798710.1
OG0004093	XP_310688.5	XP_017792992.1
OG0004094	XP_311178.4	XP_017794240.1
OG0004095	XP_316020.4	XP_017799180.1
OG0004096	XP_559248.3	XP_017794472.1
OG0004097	XP_318918.2	XP_017792361.1
OG0004098	XP_309835.2	XP_017798143.1
OG0004099	XP_321090.4	XP_017797181.1
OG0004100	XP_313152.3	XP_017792843.1
OG0004101	XP_314837.3	XP_017793188.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_017791743.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_017794097.1
OG0004104	XP_312438.5	XP_017797516.1
OG0004105	XP_319178.4	XP_017792783.1
OG0004106	XP_311153.3	XP_017790367.1
OG0004107	XP_001688851.1	XP_017799242.1
OG0004110	XP_316345.4	XP_017793593.1
OG0004111	XP_314309.4	XP_017797512.1, XP_017797513.1, XP_017797514.1
OG0004112	XP_321635.1, XP_003435850.1	XP_017790242.1
OG0004113	XP_320525.4	XP_017796552.1
OG0004114	XP_319407.2	XP_017793906.1
OG0004116	XP_001237507.3	XP_017797700.1
OG0004117	XP_001237803.2	XP_017797604.1
OG0004119	XP_319556.5	XP_017790395.1
OG0004120	XP_321666.3	XP_017793682.1
OG0004122	XP_309209.5	XP_017795299.1
OG0004123	XP_319749.3	XP_017794539.1
OG0004124	XP_316056.4, XP_556692.3	XP_017794308.1
OG0004125	XP_310876.4	XP_017790326.1
OG0004126	XP_319248.3	XP_017797151.1
OG0004126	XP_001238114.1, XP_553994.2	XP_017798536.1
OG0004127	XP_003436623.1	XP_017792023.1
OG0004128	XP_319393.4	XP_017790508.1
OG0004129	XP_314716.4	XP_017794034.1
OG0004131	XP_309504.4	XP_017787362.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_017793645.1
OG0004133	XP_003436965.1	XP_017795580.1
OG0004137	XP_312668.4	XP_017791865.1
OG0004138	XP_307877.2	XP_017794202.1
OG0004139	XP_315254.3	XP_017797800.1
OG0004140	XP_001689102.1	XP_017799280.1
OG0004141	XP_316517.4	XP_017794885.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_017796537.1
OG0004143	XP_001237118.2	XP_017789290.1, XP_017790248.1, XP_017790240.1
OG0004144	XP_319864.4	XP_017797172.1
OG0004145	XP_309941.4	XP_017790707.1
OG0004146	XP_315438.3	XP_017791610.1
OG0004147	XP_308817.4	XP_017797933.1
OG0004148	XP_001687765.2	XP_017792970.1
OG0004149	XP_001689259.1	XP_017789538.1
OG0004150	XP_318430.3	XP_017789576.1
OG0004151	XP_316047.4	XP_017790228.1
OG0004153	XP_312247.5	XP_017790645.1
OG0004154	XP_563530.3	XP_017796423.1
OG0004155	XP_003436256.1, XP_312076.2	XP_017788557.1
OG0004158	XP_316619.4	XP_017789961.1
OG0004159	XP_316144.4	XP_017795400.1
OG0004160	XP_316661.5	XP_017789542.1
OG0004162	XP_310156.4	XP_017790237.1
OG0004163	XP_553259.2	XP_017796392.1
OG0004164	XP_003435882.1	XP_017792518.1
OG0004166	XP_316078.4	XP_017789510.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_017797865.1
OG0004168	XP_315532.3	XP_017788879.1
OG0004169	XP_003436961.1, XP_310840.5	XP_017789121.1
OG0004170	XP_309924.4	XP_017790014.1
OG0004171	XP_310964.5	XP_017789346.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_017796025.1
OG0004174	XP_308670.4	XP_017788547.1
OG0004175	XP_315524.4, XP_001688674.1	XP_017787882.1
OG0004176	XP_001237727.1, XP_315864.4	XP_017790830.1, XP_017790829.1
OG0004177	XP_319569.4	XP_017789450.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_017790321.1, XP_017790306.1
OG0004180	XP_311082.5	XP_017795978.1
OG0004181	XP_317116.4, XP_318879.3	XP_017795258.1
OG0004182	XP_001230685.2	XP_017792882.1
OG0004183	XP_001689011.1	XP_017792318.1
OG0004184	XP_320342.4	XP_017792928.1
OG0004186	XP_317615.4	XP_017799032.1
OG0004187	XP_311316.3	XP_017798280.1
OG0004188	XP_319883.4	XP_017789174.1
OG0004190	XP_321498.4	XP_017787494.1
OG0004191	XP_308181.4	XP_017795439.1
OG0004192	XP_313788.4	XP_017788714.1
OG0004193	XP_308604.4, XP_001688029.1	XP_017795960.1
OG0004194	XP_307775.3	XP_017788119.1
OG0004195	XP_315995.1	XP_017796147.1
OG0004196	XP_556213.2, XP_555772.2	XP_017793260.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_017791261.1
OG0004198	XP_001238086.1, XP_319104.4	XP_017787648.1, XP_017787647.1
OG0004201	XP_310532.5	XP_017791626.1
OG0004202	XP_320050.4	XP_017792350.1
OG0004203	XP_308842.4	XP_017795413.1
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_017787372.1
OG0004206	XP_308698.4	XP_017788954.1
OG0004207	XP_312766.5	XP_017796098.1
OG0004209	XP_003436488.1, XP_311764.4	XP_017798977.1
OG0004210	XP_316202.4	XP_017791918.1
OG0004211	XP_003436790.1	XP_017795120.1
OG0004212	XP_001689214.1	XP_017792104.1
OG0004213	XP_312547.4	XP_017790817.1
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_017791457.1
OG0004215	XP_319187.4	XP_017789804.1, XP_017789813.1
OG0004216	XP_307795.3	XP_017798824.1
OG0004217	XP_001689380.1	XP_017797639.1
OG0004218	XP_001687842.2	XP_017798967.1
OG0004219	XP_314287.3	XP_017792072.1
OG0004220	XP_318886.3	XP_017791500.1
OG0004223	XP_318483.1, XP_003436691.1	XP_017796095.1
OG0004224	XP_309683.5, XP_003436491.1	XP_017788082.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_017798538.1
OG0004227	XP_308443.4	XP_017788471.1
OG0004228	XP_003437021.1	XP_017792991.1
OG0004229	XP_315442.4	XP_017798900.1
OG0004230	XP_315606.4	XP_017798581.1
OG0004231	XP_310950.5	XP_017791813.1
OG0004232	XP_316514.4	XP_017799555.1, XP_017799547.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_017799063.1
OG0004234	XP_001688546.1	XP_017793674.1
OG0004235	XP_566098.3	XP_017796276.1, XP_017796234.1
OG0004236	XP_315047.4	XP_017789599.1
OG0004237	XP_318914.4	XP_017799586.1
OG0004238	XP_552873.2, XP_319730.4	XP_017797448.1
OG0004239	XP_319835.4	XP_017791732.1
OG0004240	XP_317196.4	XP_017789877.1
OG0004241	XP_001688994.1	XP_017797563.1
OG0004242	XP_310918.5	XP_017798958.1
OG0004243	XP_552043.1	XP_017790560.1
OG0004245	XP_310404.4	XP_017790387.1
OG0004246	XP_309135.1	XP_017796905.1, XP_017796904.1, XP_017796906.1
OG0004247	XP_312497.5	XP_017795397.1
OG0004248	XP_311402.2	XP_017794602.1
OG0004249	XP_313558.5	XP_017790764.1
OG0004250	XP_003436772.1	XP_017790626.1, XP_017790792.1
OG0004251	XP_311062.5	XP_017790270.1
OG0004253	XP_317481.4	XP_017799136.1
OG0004275	XP_321541.4, XP_003435881.1	XP_017789638.1
OG0004276	XP_320252.4	XP_017799144.1
OG0004277	XP_316033.4	XP_017790230.1
OG0004278	XP_313760.4	XP_017790757.1
OG0004279	XP_321619.3	XP_017798389.1
OG0004280	XP_321163.4	XP_017789894.1
OG0004281	XP_315590.3	XP_017799016.1
OG0004282	XP_552798.3	XP_017796448.1
OG0004283	XP_321155.3	XP_017788264.1
OG0004284	XP_313275.3	XP_017792477.1
OG0004285	XP_308285.3	XP_017791478.1
OG0004286	XP_320669.4	XP_017790865.1
OG0004287	XP_310452.5	XP_017787844.1
OG0004288	XP_321802.3	XP_017797904.1
OG0004289	XP_312991.3	XP_017792813.1, XP_017792814.1
OG0004290	XP_308524.4	XP_017798522.1
OG0004291	XP_310934.4	XP_017796797.1
OG0004292	XP_309527.3	XP_017789409.1
OG0004293	XP_309304.3	XP_017798888.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_017794769.1
OG0004297	XP_319630.2	XP_017790964.1
OG0004298	XP_563593.1	XP_017795485.1
OG0004299	XP_003437123.1, XP_316835.4	XP_017794256.1
OG0004300	XP_309200.2	XP_017795264.1
OG0004301	XP_307798.4	XP_017795001.1
OG0004302	XP_315417.4	XP_017791049.1
OG0004303	XP_319722.3	XP_017798214.1
OG0004304	XP_317299.3	XP_017789649.1
OG0004305	XP_317138.4	XP_017799018.1
OG0004306	XP_311387.3	XP_017798810.1
OG0004307	XP_320804.4	XP_017798371.1
OG0004308	XP_001689366.2	XP_017798391.1
OG0004309	XP_314243.4	XP_017792563.1
OG0004310	XP_314752.3	XP_017797442.1
OG0004311	XP_317337.3	XP_017792975.1
OG0004312	XP_308769.2	XP_017798880.1
OG0004313	XP_311332.4	XP_017797673.1
OG0004314	XP_310190.3	XP_017789277.1
OG0004315	XP_316499.2	XP_017795094.1
OG0004316	XP_312474.4	XP_017794634.1, XP_017794635.1, XP_017794637.1
OG0004317	XP_317881.2	XP_017796035.1
OG0004318	XP_558148.1, XP_314575.2	XP_017789416.1, XP_017789415.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_017791544.1
OG0004321	XP_320235.4	XP_017790499.1
OG0004322	XP_315390.3	XP_017791783.1
OG0004323	XP_310208.3	XP_017793330.1
OG0004324	XP_003435869.1	XP_017790074.1
OG0004325	XP_321348.3	XP_017789752.1
OG0004326	XP_322016.4	XP_017790791.1
OG0004327	XP_313697.4	XP_017792144.1
OG0004328	XP_321089.4, XP_003435981.1	XP_017795130.1
OG0004329	XP_317780.4	XP_017792112.1
OG0004330	XP_312755.2	XP_017794044.1
OG0004331	XP_311286.5	XP_017790125.1
OG0004332	XP_311310.1	XP_017790451.1
OG0004333	XP_311779.4	XP_017793426.1
OG0004334	XP_314997.3	XP_017794450.1
OG0004335	XP_001238387.2	XP_017790967.1
OG0004336	XP_311750.4	XP_017796012.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	XP_017798562.1
OG0004338	XP_318578.3	XP_017790368.1
OG0004339	XP_318431.5	XP_017789633.1
OG0004340	XP_319922.4	XP_017789388.1
OG0004341	XP_318896.3	XP_017788904.1
OG0004343	XP_317435.3	XP_017789858.1
OG0004344	XP_311859.5	XP_017795309.1
OG0004345	XP_307896.3	XP_017791125.1
OG0004346	XP_320535.3	XP_017791092.1
OG0004347	XP_317030.3	XP_017789870.1
OG0004348	XP_312296.5	XP_017792784.1
OG0004349	XP_321407.3	XP_017797523.1
OG0004350	XP_307264.3	XP_017790181.1
OG0004351	XP_313999.2	XP_017788289.1
OG0004352	XP_562238.4	XP_017790045.1
OG0004353	XP_001688044.1	XP_017791559.1
OG0004354	XP_309347.4	XP_017793722.1
OG0004355	XP_312461.3	XP_017788526.1
OG0004356	XP_311025.2	XP_017788519.1
OG0004357	XP_003437031.1, XP_565769.4	XP_017790963.1
OG0004358	XP_314490.4	XP_017795566.1
