Orthogroup	Anopheles_gambiae	Nomia_melanderi
OG0004033	XP_555381.3	XP_031849478.1
OG0004034	XP_314073.4	XP_031829649.1
OG0004036	XP_307136.4	XP_031844944.1
OG0004037	XP_311349.5	XP_031849138.1, XP_031849145.1
OG0004038	XP_321810.4	XP_031846457.1
OG0004040	XP_307401.4	XP_031836756.1
OG0004041	XP_565006.2	XP_031833112.1, XP_031833111.1, XP_031833110.1
OG0004042	XP_312101.5	XP_031846521.1
OG0004043	XP_314537.4	XP_031834119.1
OG0004044	XP_308352.4	XP_031845436.1
OG0004045	XP_312996.1	XP_031825763.1
OG0004046	XP_312561.3	XP_031838752.1
OG0004048	XP_311026.4	XP_031846986.1
OG0004049	XP_001688807.1	XP_031840936.1
OG0004051	XP_321377.4	XP_031845253.1
OG0004052	XP_313802.5	XP_031847498.1, XP_031847499.1
OG0004053	XP_564094.3	XP_031834647.1
OG0004055	XP_551859.3	XP_031825842.1
OG0004056	XP_316308.4	XP_031825600.1
OG0004058	XP_312771.1	XP_031847304.1
OG0004059	XP_317121.2	XP_031827314.1, XP_031827316.1, XP_031827315.1
OG0004060	XP_308010.5	XP_031825292.1, XP_031833705.1
OG0004061	XP_317494.1	XP_031847982.1
OG0004062	XP_003435760.1, XP_551677.4	XP_031840007.1
OG0004063	XP_318961.4, XP_318960.4	XP_031840645.1
OG0004064	XP_001231048.2	XP_031841865.1
OG0004065	XP_321583.5	XP_031831118.1
OG0004066	XP_310825.3	XP_031835983.1
OG0004067	XP_313977.4	XP_031834342.1
OG0004068	XP_320290.4	XP_031835544.1
OG0004069	XP_311616.1	XP_031846351.1
OG0004070	XP_310908.5, XP_310904.5	XP_031844908.1
OG0004071	XP_001688827.1, XP_316281.4	XP_031837245.1
OG0004072	XP_001689139.1	XP_031832907.1
OG0004073	XP_308326.4	XP_031845410.1
OG0004074	XP_314000.3	XP_031837469.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_031832804.1
OG0004076	XP_308369.3	XP_031849280.1
OG0004077	XP_313328.4	XP_031842873.1
OG0004078	XP_312472.2	XP_031825371.1
OG0004079	XP_320805.3	XP_031841803.1
OG0004080	XP_315852.4	XP_031839613.1, XP_031839614.1
OG0004082	XP_318628.4	XP_031841583.1
OG0004083	XP_318065.4	XP_031836805.1
OG0004084	XP_310358.7	XP_031843205.1, XP_031843204.1
OG0004085	XP_316356.3	XP_031843792.1
OG0004086	XP_310930.5	XP_031842579.1
OG0004087	XP_311835.5	XP_031825479.1
OG0004088	XP_318883.4	XP_031850431.1, XP_031850429.1
OG0004089	XP_555244.3	XP_031836037.1
OG0004090	XP_001237595.2	XP_031846989.1
OG0004091	XP_319154.4	XP_031837038.1
OG0004092	XP_317242.4	XP_031829570.1
OG0004093	XP_310688.5	XP_031835692.1
OG0004094	XP_311178.4	XP_031828084.1
OG0004095	XP_316020.4	XP_031839210.1
OG0004096	XP_559248.3	XP_031834686.1
OG0004097	XP_318918.2	XP_031826465.1
OG0004098	XP_309835.2	XP_031842233.1, XP_031842232.1
OG0004099	XP_321090.4	XP_031845477.1, XP_031845476.1
OG0004100	XP_313152.3	XP_031850080.1
OG0004101	XP_314837.3	XP_031843438.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_031844595.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_031830127.1
OG0004104	XP_312438.5	XP_031840128.1
OG0004105	XP_319178.4	XP_031850462.1
OG0004106	XP_311153.3	XP_031836716.1
OG0004107	XP_001688851.1	XP_031832445.1, XP_031832444.1, XP_031832443.1
OG0004109	XP_563317.4	XP_031837550.1
OG0004110	XP_316345.4	XP_031831226.1
OG0004111	XP_314309.4	XP_031838651.1
OG0004112	XP_321635.1, XP_003435850.1	XP_031829037.1
OG0004113	XP_320525.4	XP_031833524.1
OG0004114	XP_319407.2	XP_031825864.1
OG0004116	XP_001237507.3	XP_031837378.1, XP_031837377.1
OG0004117	XP_001237803.2	XP_031839020.1
OG0004119	XP_319556.5	XP_031834044.1
OG0004120	XP_321666.3	XP_031833681.1
OG0004122	XP_309209.5	XP_031836894.1
OG0004123	XP_319749.3	XP_031827341.1
OG0004124	XP_316056.4, XP_556692.3	XP_031848972.1, XP_031827871.1, XP_031827870.1, XP_031827869.1, XP_031827868.1
OG0004125	XP_310876.4	XP_031831838.1
OG0004126	XP_319248.3, XP_001238114.1, XP_553994.2	XP_031837070.1
OG0004128	XP_319393.4	XP_031833993.1
OG0004129	XP_314716.4	XP_031830559.1
OG0004130	XP_312574.4	XP_031837406.1
OG0004131	XP_309504.4	XP_031837947.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_031838430.1
OG0004133	XP_003436965.1	XP_031849903.1
OG0004137	XP_312668.4	XP_031842540.1
OG0004138	XP_307877.2	XP_031840347.1
OG0004139	XP_315254.3	XP_031845959.1
OG0004140	XP_001689102.1	XP_031847146.1, XP_031847147.1
OG0004141	XP_316517.4	XP_031826851.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_031833453.1
OG0004143	XP_001237118.2	XP_031845492.1, XP_031845491.1
OG0004144	XP_319864.4	XP_031845326.1
OG0004145	XP_309941.4	XP_031833754.1
OG0004146	XP_315438.3	XP_031830763.1
OG0004147	XP_308817.4	XP_031841972.1
OG0004148	XP_001687765.2	XP_031835642.1
OG0004149	XP_001689259.1	XP_031825844.1
OG0004150	XP_318430.3	XP_031843386.1
OG0004151	XP_316047.4	XP_031825951.1
OG0004152	XP_555730.2	XP_031835019.1, XP_031835018.1
OG0004153	XP_312247.5	XP_031831695.1
OG0004154	XP_563530.3	XP_031839758.1, XP_031839762.1, XP_031839759.1
OG0004155	XP_003436256.1, XP_312076.2	XP_031838404.1
OG0004158	XP_316619.4	XP_031845490.1, XP_031845479.1
OG0004159	XP_316144.4	XP_031839324.1, XP_031839276.1
OG0004160	XP_316661.5	XP_031843796.1
OG0004162	XP_310156.4	XP_031828335.1
OG0004163	XP_553259.2	XP_031839821.1
OG0004164	XP_003435882.1	XP_031831823.1
OG0004166	XP_316078.4	XP_031840661.1, XP_031840664.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_031833836.1
OG0004168	XP_315532.3	XP_031840904.1
OG0004169	XP_003436961.1, XP_310840.5	XP_031838644.1
OG0004170	XP_309924.4	XP_031841820.1, XP_031848998.1
OG0004171	XP_310964.5	XP_031844331.1, XP_031844332.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_031831783.1
OG0004174	XP_308670.4	XP_031837888.1
OG0004175	XP_315524.4, XP_001688674.1	XP_031836284.1
OG0004176	XP_001237727.1, XP_315864.4	XP_031831339.1
OG0004177	XP_319569.4	XP_031840812.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_031835809.1
OG0004180	XP_311082.5	XP_031846319.1
OG0004181	XP_317116.4, XP_318879.3	XP_031850390.1
OG0004182	XP_001230685.2	XP_031849791.1
OG0004183	XP_001689011.1	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1
OG0004184	XP_320342.4	XP_031847500.1
OG0004186	XP_317615.4	XP_031839140.1
OG0004187	XP_311316.3	XP_031845406.1
OG0004188	XP_319883.4	XP_031848204.1
OG0004189	XP_317522.4	XP_031828918.1, XP_031828916.1, XP_031828920.1
OG0004190	XP_321498.4	XP_031830267.1, XP_031830265.1
OG0004191	XP_308181.4	XP_031830399.1
OG0004192	XP_313788.4	XP_031844438.1, XP_031844440.1, XP_031844441.1
OG0004193	XP_308604.4, XP_001688029.1	XP_031848682.1
OG0004194	XP_307775.3	XP_031839609.1, XP_031839608.1
OG0004195	XP_315995.1	XP_031840883.1
OG0004196	XP_556213.2, XP_555772.2	XP_031843587.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_031835278.1
OG0004198	XP_001238086.1, XP_319104.4	XP_031844019.1, XP_031844018.1
OG0004201	XP_310532.5	XP_031847818.1
OG0004202	XP_320050.4	XP_031828289.1
OG0004203	XP_308842.4	XP_031831146.1
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_031844024.1
OG0004206	XP_308698.4	XP_031832334.1
OG0004207	XP_312766.5	XP_031845093.1
OG0004209	XP_003436488.1, XP_311764.4	XP_031847366.1
OG0004211	XP_003436790.1	XP_031843229.1
OG0004212	XP_001689214.1	XP_031830793.1
OG0004213	XP_312547.4	XP_031825489.1
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_031828613.1
OG0004215	XP_319187.4	XP_031830494.1
OG0004216	XP_307795.3	XP_031832164.1
OG0004217	XP_001689380.1	XP_031836555.1
OG0004218	XP_001687842.2	XP_031839217.1
OG0004219	XP_314287.3	XP_031846765.1
OG0004220	XP_318886.3	XP_031826535.1
OG0004223	XP_318483.1, XP_003436691.1	XP_031833560.1
OG0004224	XP_309683.5, XP_003436491.1	XP_031836810.1, XP_031836814.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_031833096.1
OG0004227	XP_308443.4	XP_031840990.1, XP_031840989.1
OG0004229	XP_315442.4	XP_031848982.1
OG0004230	XP_315606.4	XP_031832892.1, XP_031832875.1
OG0004231	XP_310950.5	XP_031825776.1
OG0004232	XP_316514.4	XP_031842951.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_031839418.1
OG0004234	XP_001688546.1	XP_031831277.1
OG0004235	XP_566098.3	XP_031834528.1
OG0004236	XP_315047.4	XP_031838110.1
OG0004237	XP_318914.4	XP_031849218.1, XP_031849666.1
OG0004238	XP_552873.2, XP_319730.4	XP_031850109.1
OG0004239	XP_319835.4	XP_031850312.1
OG0004240	XP_317196.4	XP_031848772.1, XP_031848904.1
OG0004241	XP_001688994.1	XP_031844033.1
OG0004242	XP_310918.5	XP_031848567.1
OG0004243	XP_552043.1	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1
OG0004245	XP_310404.4	XP_031838403.1
OG0004246	XP_309135.1	XP_031833176.1
OG0004247	XP_312497.5	XP_031841793.1
OG0004248	XP_311402.2	XP_031836299.1, XP_031836302.1
OG0004249	XP_313558.5	XP_031845681.1
OG0004250	XP_003436772.1	XP_031845680.1
OG0004251	XP_311062.5	XP_031838450.1
OG0004253	XP_317481.4	XP_031846907.1
OG0004275	XP_321541.4, XP_003435881.1	XP_031838235.1
OG0004276	XP_320252.4	XP_031848477.1
OG0004277	XP_316033.4	XP_031828483.1
OG0004278	XP_313760.4	XP_031845668.1
OG0004279	XP_321619.3	XP_031827056.1
OG0004280	XP_321163.4	XP_031832134.1
OG0004281	XP_315590.3	XP_031832515.1
OG0004282	XP_552798.3	XP_031846138.1
OG0004283	XP_321155.3	XP_031839999.1
OG0004284	XP_313275.3	XP_031826036.1
OG0004285	XP_308285.3	XP_031828209.1
OG0004286	XP_320669.4	XP_031835228.1
OG0004287	XP_310452.5	XP_031848909.1
OG0004288	XP_321802.3	XP_031833906.1
OG0004289	XP_312991.3	XP_031827279.1, XP_031827280.1
OG0004290	XP_308524.4	XP_031832922.1
OG0004291	XP_310934.4	XP_031833835.1
OG0004292	XP_309527.3	XP_031844191.1
OG0004293	XP_309304.3	XP_031838363.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_031825800.1
OG0004297	XP_319630.2	XP_031845913.1, XP_031845902.1
OG0004298	XP_563593.1	XP_031830627.1
OG0004299	XP_003437123.1, XP_316835.4	XP_031828035.1
OG0004300	XP_309200.2	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1
OG0004301	XP_307798.4	XP_031831664.1, XP_031831663.1
OG0004302	XP_315417.4	XP_031826350.1
OG0004303	XP_319722.3	XP_031845237.1
OG0004304	XP_317299.3	XP_031845632.1
OG0004305	XP_317138.4	XP_031827300.1, XP_031827297.1, XP_031827298.1
OG0004306	XP_311387.3	XP_031833157.1
OG0004307	XP_320804.4	XP_031826914.1
OG0004308	XP_001689366.2	XP_031827055.1
OG0004309	XP_314243.4	XP_031834645.1
OG0004310	XP_314752.3	XP_031844021.1
OG0004311	XP_317337.3	XP_031835531.1
OG0004312	XP_308769.2	XP_031832087.1
OG0004313	XP_311332.4	XP_031843851.1
OG0004314	XP_310190.3	XP_031850012.1
OG0004315	XP_316499.2	XP_031840298.1
OG0004316	XP_312474.4	XP_031837137.1
OG0004317	XP_317881.2	XP_031843324.1
OG0004318	XP_558148.1, XP_314575.2	XP_031844185.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_031830689.1
OG0004321	XP_320235.4	XP_031833994.1
OG0004322	XP_315390.3	XP_031825907.1, XP_031825908.1
OG0004323	XP_310208.3	XP_031849174.1, XP_031849175.1
OG0004324	XP_003435869.1	XP_031828951.1
OG0004325	XP_321348.3	XP_031829380.1
OG0004326	XP_322016.4	XP_031833485.1
OG0004327	XP_313697.4	XP_031825391.1, XP_031825390.1
OG0004328	XP_321089.4, XP_003435981.1	XP_031842449.1
OG0004329	XP_317780.4	XP_031830721.1
OG0004330	XP_312755.2	XP_031838338.1
OG0004331	XP_311286.5	XP_031845502.1
OG0004332	XP_311310.1	XP_031839656.1
OG0004333	XP_311779.4	XP_031835626.1
OG0004334	XP_314997.3	XP_031834898.1, XP_031834891.1
OG0004335	XP_001238387.2	XP_031843563.1, XP_031843564.1
OG0004336	XP_311750.4	XP_031833643.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	XP_031832665.1
OG0004338	XP_318578.3	XP_031837238.1
OG0004339	XP_318431.5	XP_031842137.1
OG0004340	XP_319922.4	XP_031835898.1
OG0004341	XP_318896.3	XP_031840767.1
OG0004343	XP_317435.3	XP_031827703.1
OG0004344	XP_311859.5	XP_031840792.1
OG0004345	XP_307896.3	XP_031830030.1
OG0004346	XP_320535.3	XP_031835201.1
OG0004347	XP_317030.3	XP_031827721.1
OG0004348	XP_312296.5	XP_031850528.1
OG0004349	XP_321407.3	XP_031844026.1
OG0004350	XP_307264.3	XP_031834185.1
OG0004351	XP_313999.2	XP_031837471.1, XP_031837472.1
OG0004352	XP_562238.4	XP_031847970.1
OG0004353	XP_001688044.1	XP_031830577.1, XP_031830576.1
OG0004354	XP_309347.4	XP_031838931.1
OG0004355	XP_312461.3	XP_031837696.1
OG0004356	XP_311025.2	XP_031833990.1, XP_031833991.1
OG0004357	XP_003437031.1, XP_565769.4	XP_031843565.1
OG0004358	XP_314490.4	XP_031849863.1
OG0004359	XP_308962.3	XP_031829528.1, XP_031829529.1
OG0004360	XP_310387.5	XP_031825421.1
OG0004361	XP_321795.2	XP_031839015.1
OG0004362	XP_313003.4	XP_031847466.1
OG0004363	XP_556483.3	XP_031835576.1
OG0004364	XP_315443.3	XP_031845442.1, XP_031845441.1
OG0004365	XP_001688522.1	XP_031829553.1
OG0004366	XP_317046.2	XP_031833750.1
OG0004368	XP_311037.3	XP_031825392.1
OG0004369	XP_314876.4	XP_031843659.1
OG0004370	XP_001688524.1, XP_314102.2	XP_031839657.1
OG0004371	XP_316567.4	XP_031836763.1
OG0004372	XP_321106.4, XP_003435977.1	XP_031839766.1
OG0004373	XP_310479.5	XP_031828999.1
OG0004374	XP_319927.3	XP_031841092.1
OG0004375	XP_317168.1	XP_031839024.1
OG0004376	XP_316497.2	XP_031848308.1
OG0004377	XP_310437.4, XP_003436642.1, XP_003436643.1	XP_031849532.1
OG0004378	XP_559130.1	XP_031849014.1
OG0004379	XP_319397.4	XP_031827563.1
OG0004380	XP_003436771.1	XP_031848617.1
OG0004381	XP_313959.3	XP_031829075.1
OG0004382	XP_310797.5	XP_031838479.1
OG0004383	XP_001687889.1, XP_308303.3	XP_031829837.1
OG0004384	XP_560526.4, XP_307660.4, XP_319353.4	XP_031843373.1
OG0004385	XP_562397.3	XP_031847487.1
OG0004386	XP_315624.3	XP_031841078.1
OG0004387	XP_318983.3	XP_031838079.1
OG0004388	XP_316948.4	XP_031846944.1
OG0004389	XP_319206.4	XP_031833376.1, XP_031833377.1, XP_031833375.1
OG0004390	XP_313986.4	XP_031834527.1
OG0004391	XP_315850.3	XP_031826520.1
OG0004392	XP_312031.5, XP_003436278.1	XP_031828213.1
OG0004394	XP_321075.3	XP_031840655.1
OG0004395	XP_318420.5	XP_031838878.1
OG0004396	XP_308224.3	XP_031847757.1
OG0004397	XP_308644.4	XP_031832679.1
OG0004398	XP_319908.4	XP_031834361.1
OG0004400	XP_321839.4	XP_031834854.1
OG0004401	XP_309580.4, XP_001237244.2	XP_031846814.1
OG0004402	XP_307863.1	XP_031837935.1
OG0004403	XP_308013.5	XP_031831299.1
OG0004404	XP_320142.3	XP_031840211.1, XP_031848881.1
OG0004406	XP_316876.5	XP_031843478.1
OG0004407	XP_321320.5	XP_031838570.1
OG0004408	XP_320152.4	XP_031840214.1
OG0004409	XP_311589.4	XP_031836448.1
OG0004410	XP_560403.3	XP_031835918.1
OG0004411	XP_308839.2	XP_031846570.1
OG0004412	XP_314028.3	XP_031849383.1, XP_031849382.1, XP_031849381.1
OG0004413	XP_001688479.1, XP_313945.3	XP_031836918.1
OG0004414	XP_316150.4	XP_031830992.1
OG0004415	XP_313866.5	XP_031838866.1
OG0004416	XP_556948.3	XP_031840153.1
OG0004417	XP_313741.5	XP_031832460.1
OG0004418	XP_024667075.1	XP_031828444.1, XP_031828445.1
OG0004419	XP_001237538.3, XP_001688459.2	XP_031842040.1
OG0004420	XP_320432.3	XP_031845019.1
OG0004421	XP_001688688.1, XP_001230832.1, XP_003436476.1	XP_031848196.1
OG0004422	XP_313187.5	XP_031837897.1
OG0004423	XP_319791.4	XP_031834844.1
OG0004424	XP_314342.3	XP_031829417.1
OG0004425	XP_317243.4	XP_031838953.1
OG0004426	XP_317593.4	XP_031843355.1
OG0004427	XP_318657.4	XP_031849660.1
OG0004428	XP_308965.3	XP_031841244.1
OG0004429	XP_003437020.1	XP_031836522.1
OG0004430	XP_003436927.1, XP_310982.3	XP_031838323.1
OG0004431	XP_313450.5	XP_031847531.1
OG0004432	XP_315449.4	XP_031838039.1
OG0004434	XP_001231086.2, XP_554563.3	XP_031842753.1
OG0004436	XP_001237457.2, XP_312362.3	XP_031849554.1
OG0004437	XP_312149.4	XP_031833339.1
OG0004438	XP_312262.4	XP_031837296.1
OG0004439	XP_308308.4, XP_001687891.1	XP_031844953.1
OG0004440	XP_320387.3	XP_031837295.1
OG0004441	XP_321146.5	XP_031845087.1
OG0004442	XP_316678.1	XP_031845121.1
OG0004443	XP_317854.4	XP_031845085.1
OG0004445	XP_310837.5	XP_031844272.1
OG0004446	XP_001238182.2	XP_031832278.1
OG0004447	XP_566117.4	XP_031828538.1, XP_031828548.1
OG0004448	XP_314928.2	XP_031827194.1
OG0004449	XP_311519.3	XP_031844901.1
OG0004450	XP_310814.5	XP_031827006.1
OG0004451	XP_316391.4, XP_001688854.1, XP_001688853.1	XP_031843782.1
OG0004452	XP_003436887.1, XP_311627.4, XP_003436886.1	XP_031849991.1
OG0004453	XP_308414.4	XP_031834526.1
OG0004454	XP_313307.5	XP_031847873.1, XP_031847875.1, XP_031847874.1
OG0004455	XP_312924.4, XP_312923.4	XP_031833547.1
OG0004457	XP_563061.3	XP_031829042.1
OG0004458	XP_316653.4	XP_031839053.1
OG0004459	XP_322065.3	XP_031833300.1
OG0004460	XP_307583.2, XP_313198.5	XP_031848568.1
OG0004461	XP_310157.4	XP_031836340.1
OG0004462	XP_003436977.1	XP_031837794.1
OG0004463	XP_313387.4	XP_031839168.1
OG0004464	XP_315099.3, XP_003436770.1, XP_001688614.1	XP_031840453.1, XP_031840455.1
OG0004465	XP_003437046.1, XP_310457.5	XP_031839215.1
OG0004466	XP_314849.2	XP_031837288.1
OG0004467	XP_317019.4	XP_031848346.1
OG0004468	XP_317424.4	XP_031848296.1
OG0004469	XP_314026.4	XP_031835501.1
OG0004470	XP_313821.3	XP_031831998.1
OG0004471	XP_314945.1	XP_031831521.1
OG0004472	XP_309363.3	XP_031845443.1
OG0004473	XP_315205.4	XP_031835870.1, XP_031835871.1, XP_031835872.1
OG0004475	XP_313608.5	XP_031833982.1
OG0004476	XP_308218.4	XP_031835763.1, XP_031835770.1
OG0004478	XP_314540.4	XP_031841907.1
OG0004479	XP_317371.3	XP_031844177.1
OG0004480	XP_315531.3	XP_031829377.1, XP_031829376.1
OG0004481	XP_318161.4	XP_031840707.1
OG0004482	XP_314011.4	XP_031843369.1
OG0004483	XP_310873.5	XP_031835459.1
OG0004484	XP_320042.3	XP_031831586.1
OG0004485	XP_309080.4, XP_001237175.2	XP_031838630.1
OG0004486	XP_312626.4	XP_031839386.1
OG0004487	XP_311891.3, XP_003436345.1, XP_003436344.1	XP_031838268.1
OG0004489	XP_320903.3	XP_031831375.1
OG0004490	XP_561433.2, XP_309710.1	XP_031836112.1
OG0004491	XP_310115.3	XP_031844296.1
OG0004492	XP_320194.4	XP_031849160.1, XP_031849169.1
OG0004493	XP_321936.5, XP_003435780.1, XP_003435779.1	XP_031846540.1
OG0004494	XP_320943.5	XP_031830401.1
OG0004495	XP_308217.4	XP_031846401.1
OG0004496	XP_320863.4	XP_031831632.1
OG0004498	XP_316179.4	XP_031825861.1
OG0004499	XP_321476.5	XP_031842213.1
OG0004500	XP_310935.5, XP_319360.4	XP_031843052.1
OG0004501	XP_319778.4	XP_031848715.1
OG0004502	XP_318274.4	XP_031838356.1
OG0004503	XP_319693.4	XP_031825334.1
OG0004504	XP_320337.3	XP_031835746.1
OG0004505	XP_552411.3	XP_031844148.1
OG0004506	XP_314009.4	XP_031837658.1
OG0004507	XP_317460.3	XP_031846902.1
OG0004508	XP_319580.4	XP_031849941.1
OG0004509	XP_308943.4	XP_031840378.1
OG0004510	XP_003436116.1, XP_312542.5, XP_003436115.1	XP_031847442.1
OG0004511	XP_319901.2	XP_031845389.1
OG0004512	XP_318487.4	XP_031826703.1
OG0004513	XP_314020.2	XP_031825849.1
OG0004514	XP_565448.3	XP_031827887.1
OG0004515	XP_320293.4	XP_031849552.1
OG0004516	XP_320917.3	XP_031826581.1
OG0004517	XP_319699.3	XP_031846176.1
OG0004518	XP_313825.5	XP_031830281.1
OG0004519	XP_312476.5, XP_003436137.1	XP_031849917.1
OG0004520	XP_311560.3	XP_031847748.1
OG0004521	XP_312281.3	XP_031838634.1
OG0004524	XP_311196.5	XP_031832978.1
OG0004525	XP_310396.7	XP_031841642.1
OG0004526	XP_316389.4	XP_031841315.1
OG0004527	XP_317231.4	XP_031840837.1
OG0004528	XP_315562.4	XP_031842482.1
OG0004529	XP_307193.3, XP_309656.4, XP_309429.5	XP_031825686.1
OG0004530	XP_001230510.1, XP_001688268.1	XP_031845570.1
OG0004531	XP_311484.3	XP_031828675.1
OG0004532	XP_001237573.2, XP_001237572.1, XP_558110.3	XP_031839791.1
OG0004533	XP_318516.3	XP_031830105.1
OG0004534	XP_309957.4	XP_031840951.1
OG0004535	XP_564464.3	XP_031834483.1
OG0004536	XP_312266.1	XP_031825911.1
OG0004537	XP_564217.3	XP_031845439.1
OG0004538	XP_001688307.1	XP_031839897.1
OG0004539	XP_314167.4	XP_031844485.1
OG0004540	XP_313854.3	XP_031826973.1, XP_031826972.1
OG0004541	XP_313014.4	XP_031828177.1
OG0004542	XP_319665.4	XP_031850457.1
OG0004543	XP_001230957.2	XP_031826480.1
OG0004544	XP_309636.5	XP_031848741.1
OG0004545	XP_319959.4	XP_031841561.1, XP_031841555.1
OG0004546	XP_311348.4	XP_031826563.1
OG0004547	XP_003436710.1, XP_003436709.1	XP_031843328.1
OG0004549	XP_316811.4	XP_031833688.1
OG0004550	XP_001230842.3	XP_031841762.1
OG0004551	XP_559429.3, XP_001688873.1, XP_559379.4	XP_031829257.1
OG0004552	XP_313610.2	XP_031834264.1
OG0004553	XP_309945.3	XP_031837677.1
OG0004554	XP_310544.5	XP_031827673.1
OG0004555	XP_313770.4	XP_031825440.1
OG0004556	XP_564818.3	XP_031835015.1
OG0004558	XP_550843.2	XP_031838263.1
OG0004559	XP_307963.4	XP_031828837.1
OG0004560	XP_562083.2	XP_031830238.1
OG0004561	XP_317731.4	XP_031850286.1
OG0004562	XP_003436702.1	XP_031828838.1, XP_031828839.1
OG0004563	XP_316944.3	XP_031848433.1, XP_031848432.1
OG0004564	XP_314232.5	XP_031832295.1
OG0004565	XP_309189.4	XP_031836182.1
OG0004566	XP_319071.3	XP_031849799.1
OG0004567	XP_001238474.3	XP_031827375.1
OG0004568	XP_314893.4	XP_031842470.1
OG0004569	XP_001237618.1	XP_031847890.1
OG0004570	XP_557691.3	XP_031834643.1
OG0004571	XP_321340.5	XP_031831093.1
OG0004572	XP_320014.4	XP_031829245.1
OG0004573	XP_308537.4	XP_031838374.1
OG0004574	XP_308118.2	XP_031846960.1
OG0004575	XP_319131.4	XP_031827677.1
OG0004576	XP_311261.5	XP_031832330.1
OG0004577	XP_314788.4	XP_031841348.1
OG0004578	XP_321742.4, XP_003435817.1	XP_031833432.1
OG0004579	XP_310685.5	XP_031843567.1
OG0004580	XP_003436733.1, XP_313065.4	XP_031829047.1
OG0004581	XP_001237968.1	XP_031834288.1
OG0004582	XP_320478.4	XP_031827415.1
OG0004583	XP_321745.4	XP_031842759.1
OG0004584	XP_321118.5	XP_031842935.1
OG0004585	XP_001687966.1	XP_031846722.1
OG0004586	XP_317781.4	XP_031830688.1
OG0004587	XP_319371.2	XP_031846431.1
OG0004588	XP_319442.1	XP_031834738.1, XP_031834737.1
OG0004589	XP_313694.2	XP_031833728.1
OG0004590	XP_314012.3	XP_031839898.1
OG0004591	XP_321123.4	XP_031849269.1
OG0004592	XP_320908.2	XP_031843009.1
OG0004593	XP_557186.3	XP_031826468.1
OG0004594	XP_311940.5, XP_003436325.1	XP_031831736.1
OG0004595	XP_003436308.1, XP_003436307.1, XP_311991.3	XP_031831762.1
OG0004596	XP_310885.4	XP_031825732.1
OG0004597	XP_553165.2	XP_031838508.1
OG0004598	XP_308574.4	XP_031827767.1, XP_031827758.1
OG0004599	XP_319650.4	XP_031829973.1, XP_031829972.1
OG0004600	XP_564500.3	XP_031842251.1
OG0004601	XP_308924.2	XP_031847969.1
OG0004602	XP_315959.4	XP_031841260.1
OG0004603	XP_321133.5, XP_003435970.1	XP_031827695.1
OG0004605	XP_317491.2	XP_031849459.1, XP_031849458.1
OG0004606	XP_317789.4	XP_031841126.1
OG0004607	XP_319914.2	XP_031831023.1
OG0004608	XP_316863.5	XP_031842224.1
OG0004609	XP_310512.4, XP_003437032.1	XP_031835494.1
OG0004611	XP_316945.3	XP_031836947.1
OG0004612	XP_314130.3	XP_031831242.1
OG0004613	XP_319727.3	XP_031827922.1
OG0004614	XP_317943.2	XP_031836880.1, XP_031836881.1
OG0004615	XP_320644.4	XP_031826243.1, XP_031826242.1
OG0004616	XP_315285.3	XP_031834750.1, XP_031834751.1
OG0004617	XP_550827.4	XP_031846458.1
OG0004618	XP_559924.1, XP_321393.5, XP_310699.5	XP_031848473.1
OG0004619	XP_316314.2	XP_031835296.1, XP_031835295.1
OG0004620	XP_315108.4	XP_031841008.1
OG0004621	XP_306103.4, XP_003436418.1	XP_031845520.1
OG0004623	XP_311499.3, XP_311497.4	XP_031848704.1
OG0004624	XP_315883.4	XP_031835579.1
OG0004625	XP_316123.4	XP_031839693.1
OG0004627	XP_001689246.1	XP_031825845.1
OG0004628	XP_316484.4	XP_031839819.1
OG0004629	XP_316373.4	XP_031832352.1
OG0004630	XP_556128.2	XP_031831028.1
OG0004631	XP_310341.7, XP_307299.3, XP_003436617.1, XP_003436616.1	XP_031838214.1
OG0004632	XP_319742.3	XP_031828157.1
