Orthogroup	Anopheles_gambiae	Megachile_rotundata
OG0002967	XP_319396.4	XP_003701267.1, XP_012135645.1, XP_012135646.1
OG0002968	XP_320093.4	XP_003704832.1
OG0002969	XP_314113.4	XP_003705318.1
OG0002970	XP_309090.4	XP_003705930.1
OG0002971	XP_321674.5, XP_003435842.1, XP_003435841.1	XP_012135686.1
OG0002972	XP_312316.4	XP_012147797.1
OG0002973	XP_308560.2	XP_003702161.1
OG0002974	XP_321664.3	XP_012135946.1
OG0002975	XP_003435922.1, XP_321330.5	XP_012143651.1
OG0002976	XP_001688187.1	XP_012145941.1, XP_012145942.1
OG0002977	XP_001689098.1, XP_318113.4, XP_001689099.1	XP_012141045.1
OG0002978	XP_001689313.2	XP_003701171.1
OG0002979	XP_317563.2	XP_012140170.1
OG0002981	XP_315870.4	XP_012137369.1, XP_012137366.1, XP_012137367.1, XP_012137368.1
OG0002982	XP_314865.3	XP_012147038.1
OG0002983	XP_308229.5	XP_012135447.1
OG0002984	XP_315022.4	XP_003705541.1
OG0002985	XP_001238409.2, XP_320988.4	XP_003703545.1
OG0002986	XP_321036.4, XP_307121.4	XP_003708155.1
OG0002987	XP_310144.4	XP_003708455.1
OG0002988	XP_313362.4, XP_003436535.1	XP_012138504.1, XP_012138503.1, XP_012152446.1
OG0002989	XP_319853.3	XP_003708257.1
OG0002990	XP_311158.5	XP_012149555.1
OG0002991	XP_313350.5	XP_003704126.1
OG0002992	XP_318975.3	XP_012135823.1
OG0002993	XP_319156.4	XP_003707985.2, XP_012151418.1
OG0002994	XP_315843.4	XP_012134954.1
OG0002995	XP_312405.2	XP_003708554.1
OG0002996	XP_558416.3	XP_012135864.1
OG0002997	XP_317503.3	XP_003705739.1
OG0002998	XP_308236.4	XP_012148947.1, XP_012148946.1
OG0002999	XP_319349.4	XP_003706893.1
OG0003000	XP_318085.4	XP_012146085.1
OG0003001	XP_309163.1	XP_012151394.1
OG0003002	XP_001688864.1, XP_316420.4	XP_012150480.1
OG0003003	XP_001237719.2	XP_003702258.1
OG0003004	XP_319149.2	XP_012134904.1, XP_003700686.1
OG0003005	XP_321524.1, XP_003435885.1, XP_003435884.1, XP_003435883.1	XP_012150001.1
OG0003006	XP_308163.4, XP_001687854.1, XP_001687853.1, XP_001687852.1	XP_003702752.1
OG0003007	XP_320406.4	XP_003702063.1
OG0003008	XP_321354.5, XP_309617.4	XP_012145207.1
OG0003009	XP_318012.4	XP_003702482.1
OG0003010	XP_001238442.3	XP_003701269.1, XP_012135652.1
OG0003011	XP_003436254.1, XP_312082.3	XP_012153620.1, XP_012153621.1
OG0003012	XP_313061.3	XP_012152645.1
OG0003013	XP_316598.2	XP_012144068.1, XP_003704800.1
OG0003014	XP_316911.4	XP_003707543.1
OG0003015	XP_312880.4	XP_003705432.1
OG0003016	XP_313765.5	XP_012142032.1, XP_003703936.1, XP_012142033.1
OG0003017	XP_320361.4	XP_003699324.1
OG0003018	XP_317346.3	XP_003708161.2
OG0003019	XP_321704.5	XP_003701257.1
OG0003020	XP_320636.4	XP_012142319.1
OG0003021	XP_321004.2	XP_012144987.1
OG0003022	XP_309456.4	XP_003705322.1
OG0003023	XP_316976.2	XP_003701972.1
OG0003024	XP_315945.4	XP_012144805.1
OG0003025	XP_308516.1	XP_003699864.2
OG0003026	XP_312856.4	XP_003706950.1
OG0003027	XP_001689248.1	XP_012135915.1
OG0003028	XP_315863.3	XP_012153972.1
OG0003029	XP_001687927.1, XP_318663.4	XP_003707961.1
OG0003030	XP_319524.2	XP_012141704.1
OG0003031	XP_306830.2, XP_312975.5	XP_003708333.1
OG0003032	XP_552635.3	XP_003701389.1
OG0003033	XP_315950.4	XP_003706603.1
OG0003034	XP_308051.4	XP_003703816.1
OG0003036	XP_312139.4	XP_012152639.1
OG0003037	XP_321646.3	XP_012147213.1
OG0003038	XP_319600.4	XP_003704374.1
OG0003039	XP_313594.4	XP_012151378.1
OG0003040	XP_320980.4	XP_003704994.1
OG0003041	XP_003436591.1, XP_310274.7	XP_012151681.1
OG0003042	XP_309862.3	XP_012145553.1, XP_003705397.1
OG0003043	XP_318515.3	XP_003705071.1
OG0003044	XP_311004.5	XP_003703788.1
OG0003045	XP_307557.3, XP_319047.3, XP_319046.4	XP_012142752.1
OG0003046	XP_001689233.1, XP_320199.4, XP_001230399.1	XP_003703115.1
OG0003047	XP_318733.3	XP_003708502.2
OG0003048	XP_322027.4	XP_003703244.1
OG0003049	XP_313372.4	XP_003705622.1, XP_012146223.1
OG0003050	XP_307898.5	XP_012150689.1
OG0003051	XP_321492.4	XP_012147444.1
OG0003052	XP_003436378.1, XP_562817.2, XP_003436376.1, XP_003436377.1	XP_012153327.1, XP_012153326.1
OG0003053	XP_312272.1	XP_012140939.1, XP_012140938.1, XP_003703578.1
OG0003054	XP_314023.3	XP_012137707.1, XP_012152163.1
OG0003055	XP_314179.3	XP_003708227.1
OG0003056	XP_322063.5	XP_012140528.1, XP_012140527.1, XP_003703334.2
OG0003057	XP_319033.3	XP_003704028.2, XP_012142199.1
OG0003058	XP_307927.5	XP_003705939.1
OG0003059	XP_309514.2	XP_012150170.1, XP_003707320.1
OG0003060	XP_313646.4, XP_003436796.1, XP_003436795.1, XP_003436794.1, XP_003436793.1, XP_003436792.1	XP_003702746.1
OG0003061	XP_312936.3	XP_012152259.1
OG0003062	XP_001688793.1, XP_316201.4	XP_012146224.1
OG0003063	XP_315638.3, XP_315637.3	XP_012144574.1
OG0003064	XP_311781.4	XP_003703061.1
OG0003065	XP_319983.4	XP_012146581.1
OG0003066	XP_315683.2	XP_012138163.1, XP_003702202.1
OG0003067	XP_319496.2	XP_003707742.1
OG0003068	XP_306831.2, XP_312974.2	XP_003708598.1
OG0003069	XP_315430.3	XP_003700991.1
OG0003070	XP_320328.4	XP_003701890.1
OG0003071	XP_319230.4	XP_012149721.1, XP_012149731.1, XP_012152184.1
OG0003072	XP_309660.5, XP_309659.5	XP_003701399.1
OG0003073	XP_001689093.1, XP_318069.4	XP_003701353.1
OG0003074	XP_310637.2	XP_003702082.1
OG0003075	XP_556087.3, XP_556088.3	XP_012151745.1
OG0003076	XP_312888.5	XP_012148355.1
OG0003077	XP_314117.4	XP_003700542.1
OG0003078	XP_319462.4	XP_003700478.1, XP_012154157.1
OG0003080	XP_320803.3	XP_003699393.1
OG0003081	XP_315329.2	XP_003706439.1
OG0003082	XP_311869.4	XP_012147048.1
OG0003083	XP_318459.5	XP_003703296.1, XP_012140749.1
OG0003084	XP_311192.5	XP_003704963.1, XP_012144490.1
OG0003085	XP_317578.4	XP_012147456.1
OG0003086	XP_308193.4	XP_012139884.1
OG0003087	XP_320354.4	XP_012149747.1, XP_012149746.1
OG0003088	XP_321426.4	XP_012145228.1
OG0003089	XP_001689310.2	XP_012152677.1
OG0003090	XP_308746.4	XP_012137438.1
OG0003091	XP_003436341.1, XP_003436343.1, XP_003436342.1, XP_563112.4	XP_003703267.1
OG0003092	XP_317674.2	XP_003704537.1, XP_012143478.1, XP_012143477.1, XP_012143476.1
OG0003094	XP_001238509.3	XP_003707645.1
OG0003095	XP_315892.4, XP_001237715.2	XP_012146742.1
OG0003097	XP_320683.2	XP_012135710.1, XP_012135711.1, XP_012135712.1, XP_003701108.1
OG0003098	XP_317464.4	XP_003707316.2
OG0003099	XP_311856.3, XP_003436356.1	XP_003706348.1
OG0003100	XP_316693.3	XP_012138482.1
OG0003101	XP_318429.4	XP_012140907.1
OG0003102	XP_316625.4	XP_012142531.1
OG0003103	XP_315779.4	XP_012137885.1
OG0003104	XP_565241.2	XP_012144483.1, XP_012144482.1, XP_012144481.1, XP_012144484.1
OG0003105	XP_001237544.3	XP_003704761.1, XP_012143900.1
OG0003106	XP_001689237.1	XP_012141195.1
OG0003107	XP_320383.2	XP_012151170.1
OG0003108	XP_318844.4, XP_318845.4	XP_003708654.1
OG0003109	XP_313177.5, XP_003436760.1, XP_318659.4	XP_012147160.1
OG0003110	XP_321732.5	XP_003702091.1, XP_012138129.1
OG0003111	XP_559060.2	XP_012138537.1
OG0003113	XP_001237549.1	XP_003705653.1
OG0003114	XP_565101.3	XP_012151319.1
OG0003115	XP_320350.4	XP_003699434.1
OG0003116	XP_321299.4	XP_003707052.1
OG0003118	XP_309922.4	XP_003700623.1
OG0003119	XP_320531.4	XP_012147579.1
OG0003120	XP_001238286.1, XP_320280.4	XP_012136632.1
OG0003121	XP_562883.4	XP_012146907.1
OG0003122	XP_001238206.1	XP_012147694.1, XP_012147692.1
OG0003123	XP_318461.2	XP_003700538.1
OG0003124	XP_319166.4	XP_003705016.1, XP_012144609.1, XP_012144611.1
OG0003125	XP_321188.4	XP_003707024.1
OG0003126	XP_314682.4	XP_012151582.1
OG0003127	XP_314074.3	XP_003705260.1
OG0003128	XP_308523.4	XP_012141645.1, XP_012141647.1, XP_012141648.1, XP_012141646.1
OG0003129	XP_319020.4	XP_012143827.1
OG0003130	XP_311438.3	XP_003701663.1
OG0003131	XP_319113.4	XP_012153959.1
OG0003132	XP_003436210.1, XP_001237450.3	XP_012144848.1
OG0003133	XP_315444.4	XP_012144475.1
OG0003134	XP_312890.4	XP_003700897.1
OG0003135	XP_001689062.1	XP_003703611.1, XP_003703508.1, XP_012141349.1
OG0003136	XP_003437146.1, XP_003437145.1, XP_003437148.1, XP_003437149.1, XP_309131.4, XP_003437147.1, XP_003437150.1	XP_003702780.1
OG0003137	XP_315540.2	XP_003705680.1, XP_012146276.1
OG0003138	XP_315133.3	XP_012152204.1
OG0003139	XP_318292.1	XP_012148676.1
OG0003140	XP_318421.4	XP_003706420.1
OG0003142	XP_001688514.1, XP_314057.4	XP_012153968.1, XP_012153966.1
OG0003143	XP_315956.4	XP_012141284.1
OG0003144	XP_001230569.1	XP_003704605.1
OG0003145	XP_311270.5	XP_012136009.1
OG0003146	XP_003436470.1, XP_003436471.1, XP_558852.4, XP_003436468.1, XP_003436469.1, XP_003436467.1	XP_012139941.1
OG0003147	XP_320088.4	XP_012141430.1, XP_003703539.2
OG0003148	XP_001688470.1, XP_313899.4	XP_012144730.1
OG0003149	XP_308445.4	XP_012151701.1
OG0003150	XP_315617.3	XP_003705213.1
OG0003151	XP_308634.3	XP_003701880.2
OG0003152	XP_566152.4	XP_003702075.1, XP_012138058.1
OG0003153	XP_317690.3	XP_003704136.1
OG0003154	XP_310641.4	XP_012138490.1
OG0003155	XP_318477.4	XP_003702629.1
OG0003156	XP_001688466.2, XP_313652.5	XP_012144187.1
OG0003157	XP_001688351.2	XP_012138858.1, XP_012138859.1
OG0003158	XP_312072.4	XP_003706643.1
OG0003159	XP_555482.2	XP_012151439.1
OG0003160	XP_312074.3, XP_003436260.1	XP_012152025.1
OG0003163	XP_311334.4	XP_012151614.1, XP_012151612.1
OG0003164	XP_311300.4	XP_012142011.1
OG0003165	XP_313944.4	XP_012147321.1
OG0003166	XP_001687758.1	XP_003700330.1
OG0003167	XP_003436799.1, XP_001237517.3, XP_319236.4	XP_003699412.1
OG0003168	XP_003436459.1, XP_003436458.1	XP_003706999.1
OG0003169	XP_003436824.1, XP_313754.3	XP_003700860.1
OG0003171	XP_308328.4	XP_003708507.2
OG0003172	XP_310672.5	XP_012143749.1
OG0003173	XP_001688738.1	XP_012143358.1
OG0003174	XP_317743.4	XP_012147659.1, XP_012147660.1, XP_012147655.1
OG0003175	XP_320741.4	XP_003701839.2
OG0003176	XP_314116.4	XP_012145744.1
OG0003177	XP_309634.5	XP_003700893.1
OG0003178	XP_554264.3	XP_003699985.1
OG0003179	XP_311735.5	XP_012138011.1, XP_012138012.1, XP_012138014.1, XP_012138015.1
OG0003180	XP_310880.4	XP_012145974.1, XP_003705575.1
OG0003181	XP_313812.5, XP_003436832.1	XP_003703361.1
OG0003182	XP_001689293.1	XP_003703849.1
OG0003183	XP_313147.4	XP_012152439.1, XP_003708245.1
OG0003184	XP_003436022.1, XP_003436021.1, XP_320962.5	XP_012139370.1
OG0003185	XP_001237254.3	XP_012141215.1
OG0003187	XP_317536.4	XP_003707580.1
OG0003188	XP_315981.4	XP_012143254.1
OG0003189	XP_320584.4	XP_012142748.1
OG0003190	XP_320372.4	XP_012148117.1
OG0003191	XP_001689075.1, XP_554547.3	XP_012143363.1
OG0003192	XP_309823.2	XP_012137296.1
OG0003193	XP_315955.4	XP_012143139.1, XP_012143145.1
OG0003194	XP_314999.4	XP_003706985.1
OG0003195	XP_311450.4	XP_003705909.1
OG0003196	XP_317756.4, XP_313942.4, XP_313943.4	XP_012137457.1
OG0003197	XP_001688545.1	XP_012152165.1
OG0003199	XP_001688114.1, XP_308861.4, XP_317197.4	XP_012148365.1
OG0003200	XP_318928.4	XP_012140470.1
OG0003201	XP_314834.4	XP_003702007.1
OG0003202	XP_555870.4, XP_001688969.2	XP_012140005.1
OG0003203	XP_308871.4	XP_003707270.1
OG0003206	XP_003436899.1, XP_311113.4	XP_012136296.1
OG0003207	XP_003436580.1, XP_313505.5, XP_003436579.1, XP_003436581.1, XP_003436577.1, XP_003436578.1	XP_012140303.1
OG0003208	XP_313285.3, XP_320562.4, XP_320560.3	XP_012148709.1
OG0003209	XP_315027.4	XP_012145568.1, XP_012145562.1
OG0003210	XP_316339.4	XP_012141927.1, XP_003703791.1
OG0003212	XP_310916.5, XP_310917.4	XP_012138240.1
OG0003213	XP_315420.4	XP_012140476.1
OG0003214	XP_310746.5	XP_003707780.1
OG0003215	XP_317640.3	XP_003699315.1
OG0003217	XP_308958.4, XP_001688143.1	XP_012140850.1
OG0003218	XP_321055.5	XP_003701253.1, XP_012135965.1
OG0003219	XP_312652.3	XP_003704192.1
OG0003220	XP_565432.2	XP_003699327.1
OG0003221	XP_320214.4	XP_012136404.1
OG0003222	XP_318690.4, XP_314744.3	XP_003704552.1
OG0003223	XP_320583.3	XP_012142749.1, XP_012142750.1, XP_003704319.1, XP_012142751.1
OG0003225	XP_315125.4	XP_003700347.1
OG0003226	XP_001689111.1	XP_012139790.1, XP_012139791.1, XP_012139792.1
OG0003227	XP_315662.4	XP_012149598.1, XP_012149597.1, XP_003707123.1
OG0003228	XP_314980.3	XP_012145298.1, XP_012145297.1
OG0003229	XP_317053.4	XP_012154119.1
OG0003230	XP_001230616.1, XP_308126.3	XP_012143389.1, XP_012143432.1
OG0003231	XP_003436460.1	XP_012145782.1, XP_012145780.1, XP_012145781.1
OG0003232	XP_317336.3	XP_012153772.1
OG0003234	XP_003437033.1, XP_565765.4	XP_012142878.1, XP_003704212.2
OG0003236	XP_319145.3	XP_003707881.1
OG0003237	XP_308538.4	XP_012147598.1
OG0003238	XP_003436959.1, XP_310854.5	XP_012144323.1, XP_012144329.1
OG0003239	XP_556672.3	XP_012139540.1
OG0003240	XP_314330.2	XP_012143279.1
OG0003241	XP_003435738.1, XP_001689401.2	XP_003701473.2
OG0003242	XP_316331.2	XP_012136066.1
OG0003243	XP_318944.4	XP_012148813.1, XP_012148810.1
OG0003244	XP_317158.4	XP_003703794.1
OG0003246	XP_319982.4	XP_012149664.1
OG0003247	XP_317656.3	XP_003704394.1
OG0003248	XP_321046.3	XP_012149189.1
OG0003249	XP_312339.5	XP_003702630.1, XP_012139177.1
OG0003250	XP_001688432.1, XP_003435959.1	XP_003708621.1, XP_012153426.1
OG0003262	XP_321390.3, XP_316822.4	XP_003702168.1
OG0003263	XP_319345.3	XP_012134918.1, XP_003700689.1
OG0003264	XP_320423.4, XP_320446.2	XP_003702837.1
OG0003265	XP_310576.1, XP_001237270.1	XP_003701035.1
OG0003266	XP_309973.2	XP_003708454.1
OG0003267	XP_315778.3	XP_003705266.1
OG0003268	XP_001688693.1, XP_315621.4	XP_003703407.1
OG0003269	XP_310009.4	XP_003707890.1
OG0003270	XP_312828.3, XP_306495.4	XP_003706706.1
OG0003271	XP_317835.4	XP_012141057.1
OG0003272	XP_003437026.1, XP_565801.1, XP_318584.1	XP_003704037.1
OG0003273	XP_003435863.1, XP_003435862.1	XP_003699319.1
OG0003274	XP_313042.4	XP_003701905.1
OG0003275	XP_312392.3	XP_003700782.1
OG0003276	XP_311226.4, XP_003437066.1	XP_003702245.1
OG0003277	XP_310263.2	XP_003708131.1, XP_012152110.1, XP_012152111.1
OG0003279	XP_320407.3	XP_003702067.2
OG0003280	XP_003436744.1, XP_313133.4	XP_012150097.1, XP_012150098.1
OG0003281	XP_321175.4	XP_003704242.1, XP_012142979.1
OG0003282	XP_316942.3	XP_012146370.1
OG0003284	XP_315433.4	XP_003708521.1
OG0003285	XP_001687888.1, XP_308294.3	XP_012150433.1
OG0003286	XP_309296.4	XP_003703564.1
OG0003287	XP_001237951.2	XP_012136856.1
OG0003288	XP_321824.3	XP_003702631.1
OG0003289	XP_319374.4	XP_003702499.2
OG0003290	XP_318603.3	XP_003705823.1
OG0003291	XP_313371.4	XP_003704325.1, XP_012142795.1
OG0003292	XP_001688930.1, XP_316636.4	XP_003707661.1
OG0003293	XP_317118.4	XP_003702691.1
OG0003294	XP_315834.2	XP_012147212.1, XP_003706073.1, XP_012147211.1, XP_012147210.1
OG0003295	XP_308794.4	XP_003702037.1
OG0003296	XP_317344.4	XP_012135378.1
OG0003297	XP_317216.2	XP_003703102.1
OG0003298	XP_318711.4	XP_003705894.1
OG0003299	XP_313420.3, XP_307038.2, XP_307097.4	XP_003706168.1
OG0003300	XP_313921.3	XP_003708450.1
OG0003302	XP_314088.2	XP_003702806.1
OG0003303	XP_321212.4	XP_012134864.1
OG0003304	XP_317916.4	XP_003704458.1, XP_012143210.1
OG0003305	XP_310401.2	XP_012135961.1
OG0003306	XP_320267.2	XP_003700872.1
OG0003307	XP_313704.5	XP_003706800.1, XP_012148903.1
OG0003308	XP_565967.3	XP_003705367.1
OG0003309	XP_003436748.1, XP_003436749.1, XP_313149.3	XP_012149781.1
OG0003311	XP_003435864.1	XP_003704080.1
OG0003312	XP_312017.5	XP_003707190.1
OG0003313	XP_317079.2	XP_003704176.1, XP_012142756.1
OG0003314	XP_308920.4	XP_003700587.2
OG0003315	XP_319072.4	XP_003704182.1, XP_012142799.1
OG0003316	XP_311176.4	XP_003706864.1
OG0003317	XP_316971.2	XP_012136363.1
OG0003318	XP_318434.3	XP_003703294.1
OG0003319	XP_312024.3	XP_012140674.1, XP_012140675.1, XP_012140676.1
OG0003320	XP_320405.4	XP_003699191.1
OG0003321	XP_316723.3	XP_012152244.1
OG0003322	XP_312231.1	XP_003701711.1
OG0003323	XP_315088.4	XP_003706958.1
OG0003324	XP_315064.3, XP_001688609.1	XP_003700730.1
OG0003325	XP_318425.5	XP_003702339.1
OG0003327	XP_310836.5	XP_003704052.1
OG0003328	XP_310258.5	XP_003700645.1
OG0003329	XP_317947.4	XP_003700057.1
OG0003330	XP_551760.3	XP_012136308.1
OG0003331	XP_001688585.1, XP_001688583.1	XP_003699431.2
OG0003332	XP_312581.4	XP_003703448.1
OG0003333	XP_559658.3	XP_003703076.1
OG0003334	XP_308938.4	XP_003699200.1
OG0003335	XP_315401.4	XP_003700743.1
OG0003336	XP_309138.3	XP_012137618.1
OG0003337	XP_313869.5, XP_313871.5	XP_003704850.2
OG0003339	XP_316791.5	XP_003706529.1, XP_003706538.1, XP_012148174.1, XP_012148175.1
OG0003340	XP_315706.4	XP_012138682.1
OG0003341	XP_319696.4	XP_012134905.1
OG0003342	XP_562694.4	XP_012144714.1
OG0003343	XP_321721.5	XP_003704167.2
OG0003344	XP_317877.3	XP_003700183.1
OG0003345	XP_308557.2	XP_003702455.1
OG0003346	XP_311628.4	XP_012154367.1
OG0003347	XP_321371.3	XP_012147591.1
OG0003348	XP_315400.4	XP_012137835.1, XP_012137832.1
OG0003349	XP_312193.4	XP_012153073.1
OG0003350	XP_309608.4, XP_003436700.1	XP_012150307.1
OG0003351	XP_313396.5	XP_012149194.1
OG0003352	XP_317997.3	XP_003702751.1
OG0003353	XP_311155.4	XP_012143545.1
OG0003354	XP_321621.5	XP_012149161.1, XP_012149162.1
OG0003355	XP_554113.3	XP_003704833.1
OG0003356	XP_312148.3	XP_003700406.1
OG0003357	XP_003436690.1, XP_318484.5	XP_003705196.1
OG0003358	XP_311877.3, XP_001237398.2	XP_003699854.1
OG0003360	XP_562993.2	XP_012148461.1
OG0003361	XP_317535.4	XP_003705769.2
OG0003362	XP_310522.2	XP_012138687.1
OG0003363	XP_559661.3, XP_003436641.1, XP_003436640.1	XP_003700856.1
OG0003364	XP_309214.2, XP_003437170.1	XP_003707058.1, XP_012149239.1, XP_012149240.1
OG0003365	XP_314885.3	XP_003706124.1
OG0003366	XP_001687820.2	XP_012152226.1
OG0003367	XP_311999.4	XP_003704766.1
OG0003368	XP_312831.5, XP_003436405.1	XP_012135289.1
OG0003370	XP_311530.4	XP_003701589.1
OG0003371	XP_321691.5, XP_003435832.1	XP_003704201.1
OG0003372	XP_317806.4	XP_003703967.1
OG0003373	XP_311969.5	XP_012135844.1, XP_012135845.1, XP_012135842.1, XP_012135843.1
OG0003374	XP_003436801.1, XP_313675.5	XP_003707369.1
OG0003375	XP_001237161.2	XP_003705131.1, XP_012144872.1
OG0003376	XP_321875.3	XP_003702320.2
OG0003377	XP_307961.5	XP_012142241.1
OG0003378	XP_563746.4, XP_003436124.1	XP_003705376.1
OG0003379	XP_552892.3	XP_012142990.1
OG0003380	XP_321784.3	XP_012142484.1, XP_003704106.2
OG0003382	XP_564289.3	XP_003705924.1
OG0003383	XP_315952.3	XP_003702985.2
OG0003384	XP_553424.2, XP_318581.1	XP_003704305.2
OG0003385	XP_314634.4	XP_003703741.1
OG0003386	XP_319747.4, XP_319748.4	XP_012139703.1
OG0003387	XP_319398.3	XP_012136758.1
OG0003388	XP_317696.4	XP_003704245.1
OG0003389	XP_315821.2, XP_312174.4	XP_012140977.1
OG0003390	XP_024667087.1, XP_314897.4	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1
OG0003392	XP_312997.5	XP_003701397.1
OG0003393	XP_319666.2	XP_012138952.1
OG0003394	XP_312870.1	XP_003705800.1
OG0003395	XP_319244.3	XP_012135045.1
OG0003396	XP_563533.3	XP_012143119.1
OG0003397	XP_310658.4	XP_003707176.1
OG0003399	XP_557716.2, XP_314679.4	XP_003707365.2
OG0003400	XP_315928.3	XP_012136913.1
OG0003401	XP_321165.5	XP_012140574.1
OG0003402	XP_311544.3	XP_003708285.1
OG0003403	XP_311141.5	XP_003699276.1
OG0003404	XP_001689173.1	XP_012142391.1, XP_012142396.1
OG0003405	XP_317815.4	XP_003701464.1
OG0003406	XP_562353.4	XP_012135009.1
OG0003407	XP_313762.5	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1
OG0003408	XP_310525.5, XP_001688291.2	XP_003706285.2
OG0003409	XP_310125.4	XP_003702592.1
OG0003410	XP_319290.3	XP_012136384.1, XP_003699399.2, XP_012136380.1
OG0003411	XP_565108.3	XP_003703747.1, XP_012141786.1, XP_012141785.1
OG0003412	XP_003436241.1	XP_012137915.1
OG0003413	XP_001237047.2	XP_012135195.1, XP_003700962.2, XP_012135196.1
OG0003414	XP_320309.4	XP_003705360.1
OG0003416	XP_314563.4	XP_003707150.1
OG0003417	XP_318119.3	XP_003706581.1
OG0003418	XP_553774.3	XP_012142165.1
OG0003419	XP_321964.4	XP_003699951.1
OG0003420	XP_312410.3	XP_003702613.1
OG0003421	XP_316663.4	XP_003703551.1
OG0003422	XP_320576.3, XP_001238263.2	XP_003705145.1
OG0003423	XP_308518.4	XP_003699866.1
OG0003424	XP_310372.3	XP_003706830.1
OG0003425	XP_312411.4	XP_012146107.1, XP_003705614.1
OG0003426	XP_307932.5	XP_012141482.1, XP_012141481.1
OG0003427	XP_311930.4	XP_003705470.1
OG0003428	XP_309328.3	XP_003700413.2
OG0003429	XP_564510.2, XP_308161.4	XP_012135768.1
OG0003430	XP_309319.4	XP_012141231.1
OG0003431	XP_322064.4	XP_012153885.1
OG0003432	XP_308098.4	XP_012141166.1, XP_003703464.1
OG0003433	XP_001230474.2, XP_319216.4	XP_003700325.1
OG0003435	XP_315335.4	XP_003702092.1
OG0003436	XP_311022.5	XP_012146023.1
OG0003437	XP_318197.4	XP_003707201.1
OG0003438	XP_311140.4	XP_003707289.1
OG0003439	XP_313565.4	XP_012138882.1
OG0003441	XP_558128.3	XP_012143532.1
OG0003442	XP_309769.4	XP_012151141.1, XP_003707760.1, XP_012151142.1
OG0003444	XP_319704.4	XP_003704274.1
OG0003445	XP_318322.5	XP_003707501.1
OG0003446	XP_001688970.1	XP_003700756.1, XP_003700685.1, XP_012134902.1
OG0003447	XP_312147.2	XP_003701957.1
OG0003448	XP_314324.4	XP_012138572.1
OG0003449	XP_308386.4, XP_001687912.1	XP_003702023.2
OG0003450	XP_003436452.1, XP_314250.3	XP_012147354.1
OG0003451	XP_003436706.1, XP_003436705.1, XP_309626.4	XP_012138431.1
OG0003452	XP_312883.4	XP_003700048.1
OG0003453	XP_321941.1	XP_012137259.1, XP_003701841.1
OG0003454	XP_309748.2	XP_003704563.1
OG0003455	XP_311362.3	XP_012140929.1
OG0003456	XP_315565.3	XP_003700896.1
OG0003457	XP_310262.5	XP_003705597.1
OG0003458	XP_312562.2	XP_003699631.1
OG0003460	XP_312517.5	XP_003706303.1
OG0003462	XP_001237307.3	XP_012134528.1
OG0003463	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1	XP_003699498.1, XP_012138468.1
OG0003464	XP_564835.2, XP_001687942.1, XP_001687943.1	XP_003707864.1
OG0003465	XP_309088.3	XP_003700476.1
OG0003466	XP_318583.4	XP_003702479.1, XP_012138788.1
OG0003467	XP_310425.3	XP_012141260.1
OG0003468	XP_559078.3	XP_003704981.1
OG0003470	XP_315949.4	XP_012136156.1
OG0003471	XP_310537.4	XP_003703620.1
OG0003472	XP_320187.4	XP_003703988.2
OG0003473	XP_003436944.1, XP_003436943.1, XP_310894.3	XP_003700559.1, XP_012154422.1, XP_012154423.1
OG0003474	XP_311945.4	XP_003706269.1
OG0003475	XP_309774.1, XP_313699.3	XP_003705587.1, XP_012146043.1
OG0003476	XP_318503.4	XP_012153380.1
OG0003477	XP_311197.3	XP_003699791.1
OG0003478	XP_309517.4	XP_012135804.1, XP_012135805.1
OG0003479	XP_001688790.1, XP_556823.3	XP_012143158.1, XP_003699784.1
OG0003480	XP_319052.4	XP_003705314.1, XP_012145346.1
OG0003481	XP_315378.2	XP_003704603.1, XP_012143617.1
OG0003482	XP_320641.4	XP_003703364.1
OG0003483	XP_313029.4	XP_012145208.1
OG0003484	XP_003436225.1, XP_312198.5	XP_003703299.1
OG0003485	XP_309073.4	XP_003700401.1
OG0003486	XP_308636.2	XP_003702357.1
OG0003487	XP_310540.4	XP_003701260.1
OG0003488	XP_320250.2	XP_003707466.1
OG0003489	XP_308845.4, XP_308847.4, XP_308846.4	XP_003707955.1
OG0003490	XP_562476.3	XP_003701180.1, XP_012135974.1, XP_012135975.1
OG0003491	XP_001237042.2	XP_012140355.1
OG0003493	XP_320679.4	XP_012149054.1, XP_003699988.1
OG0003494	XP_307158.4, XP_313252.5	XP_012138170.1
OG0003495	XP_313693.4	XP_003708575.1
OG0003496	XP_001237693.2	XP_012138027.1, XP_003702174.1
OG0003497	XP_314491.4	XP_012151441.1
OG0003498	XP_311461.2	XP_003706412.1
OG0003499	XP_562878.4, XP_003436398.1, XP_001687785.1	XP_003706301.1
OG0003500	XP_314038.3	XP_012135307.1
OG0003501	XP_320714.4	XP_003704820.1
OG0003502	XP_321885.2	XP_003702206.1
OG0003503	XP_311469.2	XP_012142172.1
OG0003504	XP_310766.5	XP_003705368.1
OG0003506	XP_001689027.1	XP_012148684.1
OG0003507	XP_001238161.2	XP_003702860.1
OG0003508	XP_311745.5	XP_003707755.2
OG0003509	XP_319358.4	XP_012138410.1
