Orthogroup	Anopheles_gambiae	Acyrthosiphon_pisum
OG0003331	XP_001688585.1, XP_001688583.1	XP_001942791.2
OG0003332	XP_312581.4	XP_003242762.1, XP_016657834.1, XP_001942824.1
OG0003333	XP_559658.3	XP_001942923.1
OG0003334	XP_308938.4	XP_001943118.1
OG0003335	XP_315401.4	XP_001943119.2
OG0003336	XP_309138.3	XP_016664033.1, XP_001943186.1
OG0003337	XP_313869.5, XP_313871.5	XP_001943273.1
OG0003339	XP_316791.5	XP_008185744.1, XP_001943568.2
OG0003340	XP_315706.4	XP_016663659.1, XP_001943637.2
OG0003341	XP_319696.4	XP_001943662.1
OG0003342	XP_562694.4	XP_008179196.1, XP_001943673.1
OG0003343	XP_321721.5	XP_029346930.1, XP_001943707.1
OG0003344	XP_317877.3	XP_001945321.1, XP_016657038.2, XP_001946711.1, XP_001943734.1, XP_003249016.2
OG0003345	XP_308557.2	XP_001943740.1
OG0003346	XP_311628.4	XP_016659707.1, XP_001943771.2
OG0003347	XP_321371.3	XP_001943800.2
OG0003348	XP_315400.4	XP_001943847.2
OG0003349	XP_312193.4	XP_001943944.2
OG0003350	XP_309608.4, XP_003436700.1	XP_001944020.2
OG0003351	XP_313396.5	XP_008186526.1, XP_001944030.1
OG0003352	XP_317997.3	XP_001944054.1
OG0003353	XP_311155.4	XP_001944154.1
OG0003354	XP_321621.5	XP_001944166.2
OG0003355	XP_554113.3	XP_001944232.2
OG0003356	XP_312148.3	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1
OG0003357	XP_003436690.1, XP_318484.5	XP_001944513.1
OG0003358	XP_311877.3, XP_001237398.2	XP_001944605.1
OG0003360	XP_562993.2	XP_001944636.1
OG0003361	XP_317535.4	XP_001944713.1
OG0003362	XP_310522.2	XP_001944740.2
OG0003363	XP_559661.3, XP_003436641.1, XP_003436640.1	XP_001944833.1
OG0003364	XP_309214.2, XP_003437170.1	XP_001944849.2
OG0003365	XP_314885.3	XP_008185024.1, XP_001944857.2
OG0003366	XP_001687820.2	XP_001944878.1
OG0003367	XP_311999.4	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3
OG0003368	XP_312831.5, XP_003436405.1	XP_001945022.2
OG0003369	XP_315058.4	XP_001945043.2
OG0003370	XP_311530.4	XP_001945119.2
OG0003371	XP_321691.5, XP_003435832.1	XP_001945137.1
OG0003372	XP_317806.4	XP_001945221.1
OG0003373	XP_311969.5	XP_001945270.2, XP_016658990.1
OG0003374	XP_003436801.1, XP_313675.5	XP_001945319.1, XP_016656412.1
OG0003375	XP_001237161.2	XP_001945364.1, XP_029346690.1, XP_008181883.1, XP_016660354.1, XP_029341059.1
OG0003376	XP_321875.3	XP_016661812.1, XP_001945425.2
OG0003377	XP_307961.5	XP_001945461.1
OG0003378	XP_563746.4, XP_003436124.1	XP_001945487.2, XP_029344171.1
OG0003379	XP_552892.3	XP_001945513.4, XP_008185599.1, XP_008180419.1
OG0003380	XP_321784.3	XP_001945568.2
OG0003382	XP_564289.3	XP_003242238.1, XP_001945605.1, XP_001952412.1
OG0003383	XP_315952.3	XP_001945721.2, XP_029347247.1
OG0003384	XP_553424.2, XP_318581.1	XP_001945770.2
OG0003385	XP_314634.4	XP_001945853.1
OG0003386	XP_319747.4, XP_319748.4	XP_001945864.2
OG0003387	XP_319398.3	XP_001945876.1
OG0003388	XP_317696.4	XP_001945889.2, XP_008178614.1
OG0003389	XP_315821.2, XP_312174.4	XP_001945896.1
OG0003390	XP_024667087.1, XP_314897.4	XP_001945905.1
OG0003392	XP_312997.5	XP_001945926.2
OG0003393	XP_319666.2	XP_016660179.1, XP_001945950.2
OG0003394	XP_312870.1	XP_001946048.4
OG0003395	XP_319244.3	XP_001946117.2
OG0003396	XP_563533.3, XP_312313.1	XP_001946123.1
OG0003397	XP_310658.4	XP_008185937.1, XP_001946216.2
OG0003398	XP_563821.4	XP_001951661.1
OG0003399	XP_557716.2, XP_314679.4	XP_016657973.1, XP_001946261.1
OG0003400	XP_315928.3	XP_001946339.1
OG0003401	XP_321165.5	XP_001946495.2, XP_029347566.1
OG0003402	XP_311544.3	XP_001946561.2
OG0003403	XP_311141.5	XP_001946655.2, XP_003247032.1
OG0003404	XP_001689173.1	XP_029346329.1, XP_001946747.2
OG0003405	XP_317815.4	XP_001946794.1
OG0003406	XP_562353.4	XP_008185012.1, XP_001946819.2
OG0003407	XP_313762.5	XP_001946852.1
OG0003408	XP_310525.5, XP_001688291.2	XP_001946858.2
OG0003409	XP_310125.4	XP_001946987.1
OG0003410	XP_319290.3	XP_016656491.1, XP_001947020.1
OG0003411	XP_565108.3	XP_001947052.2
OG0003412	XP_003436241.1	XP_016664104.1, XP_001947061.2
OG0003413	XP_001237047.2	XP_001947112.2
OG0003414	XP_320309.4	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1
OG0003416	XP_314563.4	XP_001947340.2
OG0003417	XP_318119.3	XP_001947348.4, XP_029346570.1
OG0003418	XP_553774.3	XP_016663240.1, XP_016663241.1, XP_001947412.2
OG0003419	XP_321964.4	XP_001947457.2, XP_029347785.1
OG0003420	XP_312410.3	XP_001947467.1
OG0003421	XP_316663.4	XP_001947620.2
OG0003422	XP_320576.3, XP_001238263.2	XP_001947696.1
OG0003423	XP_308518.4	XP_001947741.1
OG0003424	XP_310372.3	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2
OG0003425	XP_312411.4	XP_001947752.2
OG0003426	XP_307932.5	XP_001947902.2
OG0003427	XP_311930.4	XP_001952385.2, XP_001947924.2, XP_001947908.2
OG0003428	XP_309328.3	XP_001948130.1
OG0003429	XP_564510.2, XP_308161.4	XP_001948239.2
OG0003430	XP_309319.4	XP_001948242.1
OG0003431	XP_322064.4	XP_001948295.1
OG0003432	XP_308098.4	XP_001948312.1
OG0003433	XP_001230474.2, XP_319216.4	XP_001948385.2
OG0003435	XP_315335.4	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1
OG0003436	XP_311022.5	XP_001948504.2
OG0003437	XP_318197.4	XP_001948597.3
OG0003438	XP_311140.4	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1
OG0003439	XP_313565.4	XP_001948678.2
OG0003441	XP_558128.3	XP_029346557.1, XP_001948873.1, XP_016659482.1
OG0003442	XP_309769.4	XP_001948878.2
OG0003444	XP_319704.4	XP_008184847.1, XP_001948995.2, XP_001949035.2
OG0003445	XP_318322.5	XP_001949068.2
OG0003446	XP_001688970.1	XP_001949172.2
OG0003447	XP_312147.2	XP_001949175.1, XP_008188157.1, XP_003247963.1
OG0003448	XP_314324.4	XP_001951973.1, XP_001949244.1
OG0003449	XP_308386.4, XP_001687912.1	XP_001949300.2
OG0003450	XP_003436452.1, XP_314250.3	XP_029347434.1, XP_001949386.1
OG0003451	XP_003436706.1, XP_003436705.1, XP_309626.4	XP_001949443.1, XP_008182268.1
OG0003452	XP_312883.4	XP_001949579.2
OG0003453	XP_321941.1	XP_001949581.1
OG0003454	XP_309748.2	XP_001949590.1
OG0003455	XP_311362.3	XP_001949601.1
OG0003456	XP_315565.3	XP_001949728.1
OG0003457	XP_310262.5	XP_001949847.3
OG0003458	XP_312562.2	XP_001949938.1
OG0003460	XP_312517.5	XP_001950150.1, XP_016659321.1, XP_008187444.1
OG0003462	XP_001237307.3	XP_001950312.3, XP_001952645.2, XP_016662209.1
OG0003463	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1	XP_001950362.2
OG0003464	XP_564835.2, XP_001687942.1, XP_001687943.1	XP_001950406.1
OG0003465	XP_309088.3	XP_003242582.1, XP_001950487.1
OG0003466	XP_318583.4	XP_001950497.2
OG0003467	XP_310425.3	XP_001950565.1
OG0003468	XP_559078.3	XP_001950656.2
OG0003470	XP_315949.4	XP_029341385.1
OG0003471	XP_310537.4	XP_001951022.1
OG0003472	XP_320187.4	XP_001951071.2
OG0003473	XP_003436944.1, XP_003436943.1, XP_310894.3	XP_001951088.1
OG0003474	XP_311945.4	XP_001951216.1
OG0003475	XP_309774.1, XP_313699.3	XP_008185936.1, XP_016662274.1, XP_001951232.1
OG0003476	XP_318503.4	XP_001951345.2
OG0003477	XP_311197.3	XP_001951463.1
OG0003478	XP_309517.4	XP_001951473.1
OG0003479	XP_001688790.1, XP_556823.3	XP_001951613.2, XP_001951588.1
OG0003480	XP_319052.4	XP_001951654.1, XP_003243111.1
OG0003481	XP_315378.2	XP_001951672.1
OG0003482	XP_320641.4	XP_001951686.1
OG0003483	XP_313029.4	XP_008182013.1, XP_001951763.1
OG0003484	XP_003436225.1, XP_312198.5	XP_001951769.1
OG0003485	XP_309073.4	XP_008187413.1, XP_003248591.3, XP_001951824.1
OG0003486	XP_308636.2	XP_001951912.1
OG0003487	XP_310540.4	XP_001952144.2
OG0003488	XP_320250.2	XP_001952182.2
OG0003489	XP_308845.4, XP_308847.4, XP_308846.4	XP_001952220.2
OG0003490	XP_562476.3	XP_001952358.1
OG0003491	XP_001237042.2	XP_016661005.1, XP_001952370.2
OG0003493	XP_320679.4	XP_001952446.1
OG0003494	XP_307158.4, XP_313252.5	XP_001952473.1
OG0003495	XP_313693.4	XP_001952501.1
OG0003496	XP_001237693.2	XP_029341064.1, XP_001952620.1, XP_016665155.1
OG0003497	XP_314491.4	XP_001952647.1, XP_008185303.1
OG0003498	XP_311461.2	XP_001952675.1
OG0003499	XP_562878.4, XP_003436398.1, XP_001687785.1	XP_001952681.2
OG0003500	XP_314038.3	XP_001952759.1
OG0003501	XP_320714.4	XP_003240049.1, XP_016658932.1
OG0003502	XP_321885.2	XP_003240230.1
OG0003503	XP_311469.2	XP_003240263.1, XP_029342193.1
OG0003504	XP_310766.5	XP_003240303.1
OG0003506	XP_001689027.1	XP_003241120.1
OG0003507	XP_001238161.2	XP_003241192.1, XP_016655970.1
OG0003508	XP_311745.5	XP_003241234.1, XP_003241233.1
OG0003509	XP_319358.4	XP_003241236.1
OG0003510	XP_308385.3	XP_003241246.1
OG0003511	XP_307786.5	XP_003241376.1
OG0003512	XP_321806.4	XP_008179169.1, XP_003241811.2
OG0003513	XP_315976.4, XP_001688759.1	XP_003241912.1
OG0003514	XP_319913.2	XP_003242055.1
OG0003515	XP_312912.4, XP_003436419.1	XP_003242169.1
OG0003517	XP_003437144.1, XP_309129.3	XP_003242428.1
OG0003518	XP_313155.3	XP_029343551.1, XP_003242563.1, XP_008182183.1
OG0003519	XP_320238.3	XP_003242937.1
OG0003520	XP_309330.4	XP_003243058.1
OG0003521	XP_563719.3	XP_003243849.1
OG0003523	XP_001238576.3	XP_003243991.1, XP_008182922.2
OG0003524	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1	XP_003244035.1
OG0003525	XP_308856.3	XP_016659508.2, XP_003244215.1
OG0003526	XP_311682.5	XP_003244247.1
OG0003527	XP_315176.5	XP_003244330.1, XP_003244329.1, XP_008182798.1
OG0003529	XP_001689044.1	XP_003245180.1, XP_029344844.1
OG0003530	XP_312550.4	XP_029343408.1, XP_003245260.3
OG0003531	XP_308708.3	XP_003245357.1
OG0003532	XP_310402.4	XP_003245398.1
OG0003533	XP_318087.2	XP_003245424.1, XP_008184388.1
OG0003534	XP_309452.4	XP_003245446.2
OG0003535	XP_321605.3	XP_003245515.1
OG0003536	XP_310984.4	XP_003245836.1
OG0003537	XP_320284.4	XP_008181783.1
OG0003538	XP_309785.4	XP_003246197.1
OG0003539	XP_317509.1	XP_003246293.1
OG0003540	XP_001230805.1	XP_003246439.1, XP_003246438.1, XP_016662241.1
OG0003541	XP_001231185.2, XP_322031.4	XP_003246627.1
OG0003542	XP_319866.3	XP_003247061.1
OG0003543	XP_310644.5	XP_003247092.1, XP_008184075.1, XP_029340952.1
OG0003544	XP_314872.1	XP_003247589.1, XP_008187546.1
OG0003545	XP_311200.5, XP_313726.5	XP_003247865.1
OG0003546	XP_312093.1	XP_003247891.1
OG0003547	XP_001688509.1	XP_003247900.3, XP_029342452.1, XP_029342451.1
OG0003548	XP_001688356.2	XP_003248023.1
OG0003549	XP_311520.4	XP_029346010.1, XP_003248864.4
OG0003550	XP_319614.4	XP_008187570.1, XP_003249066.3
OG0003551	XP_316718.4, XP_001688953.1	XP_008178332.1
OG0003552	XP_313737.5, XP_313738.5	XP_008178771.1
OG0003553	XP_316537.2	XP_008179250.1
OG0003554	XP_311415.4	XP_008179589.1
OG0003555	XP_309758.4	XP_008180060.1
OG0003556	XP_310923.4, XP_310922.4	XP_008180277.1
OG0003557	XP_311985.4	XP_008180489.1
OG0003558	XP_314485.3, XP_001237566.1	XP_008180549.2
OG0003559	XP_003435902.1, XP_001238476.3	XP_008180807.1
OG0003560	XP_313036.4	XP_008181116.1, XP_029345017.1
OG0003561	XP_307342.3, XP_308525.2	XP_008181363.1
OG0003563	XP_319213.4, XP_311311.5	XP_008181684.1
OG0003564	XP_319845.3	XP_008182177.1
OG0003565	XP_319973.4	XP_008182222.1
OG0003566	XP_308378.4	XP_029344327.1, XP_016659230.1, XP_008182236.1
OG0003567	XP_312637.2	XP_008182468.1
OG0003568	XP_309374.4	XP_008182565.1
OG0003569	XP_001237363.3, XP_003436903.1	XP_008182773.1, XP_008182772.1
OG0003570	XP_309978.4, XP_307032.4	XP_008183142.1
OG0003571	XP_311699.2	XP_008183420.1
OG0003572	XP_313023.4	XP_008183814.1, XP_016660476.1
OG0003573	XP_311104.5	XP_008184346.1, XP_008184343.1
OG0003574	XP_322008.3	XP_016660999.1, XP_029346935.1, XP_008184404.1
OG0003575	XP_312432.3	XP_008184513.1
OG0003576	XP_319369.4	XP_008184569.1
OG0003577	XP_557912.3	XP_008184684.1
OG0003578	XP_315000.4	XP_008185383.2
OG0003579	XP_321252.4, XP_003435950.1	XP_008185408.2
OG0003580	XP_309104.5, XP_315349.3	XP_008185743.1
OG0003581	XP_308306.4	XP_008186177.1, XP_016662504.1
OG0003583	XP_320622.4	XP_008186708.1
OG0003584	XP_311553.4	XP_008186709.1
OG0003585	XP_313499.5	XP_008186918.1
OG0003586	XP_317995.1, XP_306327.2	XP_008186925.1
OG0003587	XP_318827.4	XP_008186963.1
OG0003588	XP_312083.5	XP_029347312.1, XP_008186998.1
OG0003589	XP_310394.5, XP_001230761.2	XP_008187340.1
OG0003591	XP_003437209.1, XP_317975.4	XP_029341206.1, XP_008187613.1
OG0003592	XP_313912.4	XP_008187788.1
OG0003593	XP_311537.4	XP_029348567.1, XP_008187811.1
OG0003594	XP_001688057.1, XP_001688058.1, XP_001688060.1, XP_001688059.1, XP_001237126.2, XP_308694.4, XP_558539.2, XP_314030.4, XP_308678.4	XP_008187815.1, XP_029343243.1, XP_029343242.1
OG0003595	XP_315665.3	XP_029347177.1, XP_008188342.1, XP_029347712.1
OG0003596	XP_320759.4	XP_008188502.1, XP_008188501.1
OG0003597	XP_552630.3	XP_008188583.1
OG0003598	XP_317960.1	XP_008188697.1
OG0003599	XP_311172.4	XP_008189074.1, XP_029347043.1
OG0003600	XP_313714.5	XP_008190191.2
OG0003601	XP_312365.4	XP_016656463.1, XP_016656462.1
OG0003602	XP_320881.2	XP_029341756.1, XP_016657266.1
OG0003603	XP_310386.6	XP_016657618.1
OG0003604	XP_315742.4	XP_016657691.1
OG0003605	XP_308485.4, XP_308486.4	XP_016657955.1
OG0003606	XP_316034.4	XP_016664837.1, XP_029342548.1, XP_016658422.1
OG0003607	XP_315620.4	XP_016661016.1
OG0003608	XP_317283.4	XP_016661412.1
OG0003609	XP_559710.2	XP_016661625.1
OG0003610	XP_321483.5	XP_016662052.1, XP_029347557.1
OG0003611	XP_001689268.1	XP_016663109.1
OG0003612	XP_315055.2	XP_016663793.1, XP_029345112.1, XP_029345113.1
OG0003613	XP_003435961.1, XP_321193.4	XP_016663845.1, XP_016663844.1
OG0003614	XP_317213.1	XP_016663972.1
OG0003615	XP_317361.4	XP_029340916.1, XP_029341110.1, XP_029345850.1
OG0003616	XP_321876.5	XP_029341087.1
OG0003617	XP_314940.4	XP_029341973.1, XP_029344157.1
OG0003618	XP_319406.3	XP_029342058.1, XP_029342718.1
OG0003619	XP_312335.5	XP_029342566.1
OG0003620	XP_317920.4	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1
OG0003621	XP_314366.4	XP_029342785.1, XP_029342786.1
OG0003623	XP_564580.2	XP_029343014.1
OG0003624	XP_318736.4, XP_318735.4	XP_029343039.1, XP_029343038.1
OG0003625	XP_564385.3	XP_029343152.1
OG0003626	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2	XP_029343232.1
OG0003627	XP_314244.5, XP_306267.4, XP_314239.5	XP_029343423.1
OG0003628	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1	XP_029343562.1
OG0003629	XP_313294.4, XP_003436523.1	XP_029343862.1
OG0003630	XP_312434.5	XP_029344127.1, XP_029344126.1
OG0003631	XP_564645.3	XP_029344332.1
OG0003632	XP_313744.4, XP_003436820.1, XP_003436821.1	XP_029344447.1
OG0003634	XP_321890.5	XP_029345023.1
OG0003635	XP_001689043.1	XP_029345202.1
OG0003636	XP_317123.4	XP_029345431.1
OG0003637	XP_307928.5	XP_029345551.1
OG0003638	XP_320852.4	XP_029345612.1, XP_029345613.1
OG0003639	XP_320598.4	XP_029345632.1
OG0003640	XP_553651.3, XP_318890.3	XP_029345922.1
OG0003641	XP_318401.5	XP_029345975.1
OG0003642	XP_318405.4	XP_029346189.1
OG0003643	XP_308696.4	XP_029346289.1, XP_029346288.1
OG0003644	XP_556667.3, XP_316031.4	XP_029346338.1
OG0003645	XP_309180.5	XP_029346575.1
OG0003647	XP_558004.3, XP_001688580.1	XP_029347187.1, XP_029347181.1
OG0003648	XP_320564.3	XP_029347313.1
OG0003649	XP_318373.5	XP_029347352.1
OG0003650	XP_319172.4, XP_001689174.1	XP_029347460.1
OG0003709	XP_314319.3, XP_321230.2	NP_001119628.1, XP_029341421.1, XP_003245642.1
OG0003710	XP_318556.2	NP_001119647.1
OG0003711	XP_307724.4	NP_001119655.1, XP_029345874.1
OG0003712	XP_313349.1, XP_003436533.1	NP_001119687.1
OG0003713	XP_554781.3	XP_016656538.1, NP_001119697.1
OG0003714	XP_307878.4	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1
OG0003715	XP_315691.3	NP_001128376.1
OG0003716	XP_320365.2	NP_001129195.1, NP_001232975.1
OG0003717	XP_308611.1	XP_008180321.1, NP_001129418.1
OG0003719	XP_316101.4	XP_003247607.2, NP_001153853.1
OG0003720	XP_310460.5	NP_001153859.1
OG0003721	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1	NP_001153867.2
OG0003722	XP_309926.3	NP_001153868.1, XP_029346874.1, XP_001949218.2
OG0003723	XP_314780.3	NP_001155411.1
OG0003724	XP_552242.3	NP_001155424.1
OG0003726	XP_316550.3	NP_001155437.1
OG0003727	XP_001230831.2	NP_001155456.1
OG0003728	XP_313192.3, XP_001230317.2	NP_001155486.1
OG0003729	XP_315204.2	NP_001155503.1
OG0003730	XP_313569.5	NP_001155512.1
OG0003731	XP_316185.3	NP_001155541.1, XP_008180569.1
OG0003732	XP_320086.3	NP_001155563.1
OG0003733	XP_307339.3, XP_319298.3	NP_001155569.1, XP_029341920.1
OG0003734	XP_312238.3	NP_001155581.1
OG0003735	XP_313782.3	NP_001155583.1, XP_008187337.1
OG0003736	XP_559757.1	NP_001155624.1
OG0003737	XP_315094.1	NP_001155637.1, XP_008182979.1
OG0003738	XP_314068.2	XP_029341947.1, NP_001155661.1
OG0003739	XP_314469.4	NP_001155687.1
OG0003740	XP_317396.3	NP_001155702.1
OG0003741	XP_308810.3	NP_001155714.1
OG0003742	XP_320195.4	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1
OG0003743	XP_001689074.1, XP_317989.3, XP_001689073.1	NP_001155782.1, XP_008187973.1
OG0003744	XP_321378.5	NP_001155795.1
OG0003745	XP_307637.2	NP_001155802.1
OG0003746	XP_320161.2	NP_001155816.1
OG0003747	XP_312468.5	NP_001155822.1
OG0003749	XP_321468.5	NP_001155952.1
OG0003750	XP_321339.5	NP_001155953.1
OG0003751	XP_318530.4	XP_008182763.1, NP_001155982.1
OG0003752	XP_314839.4	NP_001156047.1
OG0003753	XP_308054.4	NP_001156048.1
OG0003754	XP_317313.4	XP_029341866.1, NP_001156056.1
OG0003755	XP_308572.1	NP_001156120.1
OG0003756	XP_003436266.1, XP_312060.3	NP_001156126.1
OG0003757	XP_320869.2	NP_001156146.1
OG0003758	XP_313585.4	XP_008179871.1, NP_001156157.1
OG0003759	XP_003436070.1, XP_307924.5	NP_001156175.1, XP_008187121.1
OG0003760	XP_003437010.1, XP_310595.2, XP_308748.2	NP_001156202.1
OG0003761	XP_320415.2	NP_001156212.1
OG0003762	XP_311723.4	NP_001156216.1, XP_008185420.1
OG0003763	XP_003436301.1	NP_001156220.1
OG0003765	XP_003436025.1, XP_003436024.1, XP_320958.3	NP_001156258.1
OG0003766	XP_310502.5	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1
OG0003767	XP_315982.2	NP_001156277.1
OG0003768	XP_312630.2	XP_003248729.1, NP_001156296.1
OG0003769	XP_317359.4	NP_001156303.1
OG0003770	XP_321441.4	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1
OG0003771	XP_312639.4	NP_001156512.1
OG0003772	XP_312862.4, XP_001237501.2	NP_001156572.1
OG0003773	XP_316963.4	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1
OG0003774	XP_321418.4, XP_003435898.1	NP_001156691.1, XP_008185739.1, XP_001946255.2
OG0003775	XP_309184.5, XP_309183.2, XP_309182.5	NP_001156724.1
OG0003776	XP_551809.3	NP_001192084.1, XP_008182094.1
OG0003777	XP_317655.3	NP_001192099.1
OG0003778	XP_001688618.1	XP_016660588.1, NP_001192103.1
OG0003779	XP_001237594.2	NP_001193397.1
OG0003780	XP_308583.2	NP_001232945.1
OG0003781	XP_320164.3, XP_320163.3	XP_008186668.1, NP_001232951.1
OG0003782	XP_308132.2, XP_307312.2	NP_001233014.1
OG0003783	XP_318812.3	NP_001233028.1, XP_008187725.1
OG0003784	XP_003436317.1	NP_001233036.1, XP_029344824.1
OG0003785	XP_003435742.1	XP_029341884.1, NP_001233062.1
OG0003786	XP_312629.4	XP_008179925.1, NP_001233077.1
OG0003787	XP_312143.4	NP_001233084.1
OG0003788	XP_312787.5	XP_016662916.1, NP_001233105.1
OG0003789	XP_307016.3, XP_313929.4	NP_001280252.1, XP_008187610.1
OG0003791	XP_314956.4	NP_001280273.1
OG0003792	XP_320758.4	XP_001951780.2, NP_001280289.1
OG0003793	XP_311766.3	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1
OG0003794	XP_321364.3	NP_001280344.1
OG0003795	XP_001688460.2	NP_001280367.1
OG0003796	XP_001237280.3, XP_003437003.1	NP_001280377.1, XP_001946840.1
OG0003797	XP_003436776.1	NP_001280389.1, XP_008186072.1
OG0003798	XP_315523.4	NP_001280391.1, XP_029341184.1
OG0003799	XP_314122.3	NP_001280402.1
OG0003800	XP_311236.5	XP_016658816.1, NP_001280405.1
OG0003801	XP_003436856.1, XP_315241.1	NP_001280408.1
OG0003802	XP_312750.4	XP_008185982.1, NP_001280410.1
OG0003803	XP_320799.3	XP_008187539.1, NP_001280415.1
OG0003804	XP_314994.4	XP_029341998.1, NP_001280423.1
OG0003805	XP_321167.4	NP_001280424.1
OG0003806	XP_001237070.2	NP_001280451.1
OG0003807	XP_315739.4	NP_001280460.1
OG0003808	XP_311943.3	XP_001950331.3, NP_001313552.1
OG0003809	XP_313997.4	NP_001313558.1
OG0003810	XP_317077.4	XP_016663668.1, XP_003247689.1, NP_001313559.1
OG0003811	XP_311588.3	NP_001313587.1
OG0003812	XP_311247.5	XP_001942516.1
OG0003813	XP_314555.3	XP_001942529.1
OG0003814	XP_311364.4, XP_307324.3	XP_001942581.2
OG0003815	XP_321606.5	XP_001942587.2
OG0003816	XP_321794.3, XP_001689358.1	XP_001942659.2
OG0003817	XP_315953.3	XP_001942949.2
OG0003818	XP_321247.5	XP_001943236.2
OG0003819	XP_313680.3	XP_001943025.1
OG0003820	XP_001238192.2	XP_001943038.2
OG0003821	XP_319843.4	XP_001943062.1
OG0003822	XP_003436068.1, XP_307935.5	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2
OG0003824	XP_316832.4	XP_001943284.1
OG0003825	XP_321926.5, XP_003435784.1	XP_001943304.2
OG0003826	XP_003436489.1, XP_001688342.2	XP_001943326.3
OG0003827	XP_319073.4	XP_001943330.2
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	XP_001943357.1
OG0003829	XP_320975.4	XP_001943381.2
OG0003830	XP_310148.4	XP_001943388.2
OG0003831	XP_555438.3	XP_001943455.1
OG0003832	XP_315724.3, XP_315726.4	XP_001943486.1
OG0003833	XP_322026.2	XP_001943692.1, XP_016663218.1
OG0003834	XP_316920.3	XP_001943697.1, XP_016658916.1
OG0003835	XP_319229.4	XP_001943742.1
OG0003836	XP_321703.5	XP_001943750.1
OG0003837	XP_313978.1	XP_001943759.2
OG0003838	XP_001687956.1, XP_308499.3	XP_001943900.1, XP_016665102.1
OG0003839	XP_320303.4	XP_001943978.1
OG0003841	XP_312835.4, XP_003436406.1	XP_001946480.1, XP_001944026.1
OG0003842	XP_309233.5	XP_001944141.1
OG0003843	XP_316726.2	XP_001944151.1
OG0003844	XP_311543.2	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1
OG0003845	XP_320970.3	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1
OG0003846	XP_309350.4	XP_001944514.2, XP_029342616.1
OG0003847	XP_321528.4	XP_001944548.2
OG0003848	XP_320558.3	XP_001944559.1
OG0003849	XP_310210.4	XP_001944574.2
OG0003850	XP_313188.3	XP_001944577.1
OG0003851	XP_309752.3	XP_001944657.2
OG0003852	XP_312907.4	XP_001944765.1
OG0003853	XP_319601.4	XP_001944785.3
OG0003854	XP_319344.4	XP_001944817.2
OG0003855	XP_001688251.1	XP_001944835.2, XP_029348623.1, XP_029348618.1
OG0003856	XP_320680.1	XP_001944890.1
OG0003857	XP_003437101.1	XP_001944974.2, XP_008185306.2
OG0003859	XP_320575.3	XP_001945207.2
OG0003860	XP_321828.3	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1
OG0003861	XP_320922.2	XP_001945258.1
OG0003863	XP_003436354.1	XP_001945307.2, XP_016663223.1
OG0003864	XP_317926.4	XP_001945341.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_001945589.1
OG0003867	XP_312224.5	XP_001945644.2
OG0003868	XP_310411.7	XP_029347890.1, XP_001945758.1, XP_003244583.1
OG0003869	XP_311926.5	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1
OG0003870	XP_307911.3	XP_001946018.2, XP_029344724.1, XP_029344725.1
OG0003871	XP_315111.4	XP_001946053.3, XP_008178793.1
OG0003872	XP_308174.2	XP_003240388.2, XP_029341196.1, XP_001946108.2
OG0003873	XP_320953.4	XP_001946132.1
OG0003874	XP_319180.3	XP_001946140.1
OG0003875	XP_562161.4	XP_001946199.1
OG0003876	XP_319884.4	XP_001946205.5
OG0003877	XP_314810.4	XP_001946225.1, XP_008179331.1
OG0003878	XP_003436746.1, XP_313144.3	XP_001946282.3
OG0003879	XP_316539.2	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1
OG0003880	XP_309242.4	XP_001946327.2
