Orthogroup	Anopheles_gambiae	Osmia_bicornis
OG0003845	XP_320970.3	XP_029037029.1
OG0003846	XP_309350.4	XP_029050089.1, XP_029050090.1
OG0003847	XP_321528.4	XP_029035049.1
OG0003848	XP_320558.3	XP_029036587.1
OG0003849	XP_310210.4	XP_029052097.1
OG0003850	XP_313188.3	XP_029039694.1
OG0003851	XP_309752.3	XP_029048979.1
OG0003852	XP_312907.4	XP_029042737.1
OG0003853	XP_319601.4	XP_029049255.1, XP_029049256.1
OG0003854	XP_319344.4	XP_029049478.1
OG0003855	XP_001688251.1	XP_029038420.1
OG0003856	XP_320680.1	XP_029045891.1
OG0003859	XP_320575.3	XP_029039637.1
OG0003860	XP_321828.3	XP_029043659.1
OG0003861	XP_320922.2	XP_029039208.1
OG0003863	XP_003436354.1	XP_029052281.1, XP_029052280.1
OG0003864	XP_317926.4	XP_029044248.1, XP_029044156.1
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_029053409.1
OG0003867	XP_312224.5	XP_029042702.1, XP_029043014.1
OG0003868	XP_310411.7	XP_029045667.1
OG0003869	XP_311926.5	XP_029049103.1
OG0003870	XP_307911.3	XP_029034201.1
OG0003871	XP_315111.4	XP_029038289.1
OG0003872	XP_308174.2	XP_029046826.1
OG0003873	XP_320953.4	XP_029038046.1
OG0003874	XP_319180.3	XP_029046055.1, XP_029046056.1, XP_029046054.1
OG0003875	XP_562161.4	XP_029046371.1
OG0003876	XP_319884.4	XP_029048063.1
OG0003877	XP_314810.4	XP_029049231.1
OG0003878	XP_003436746.1, XP_313144.3	XP_029046611.1
OG0003879	XP_316539.2	XP_029047776.1
OG0003880	XP_309242.4	XP_029051735.1
OG0003881	XP_001237692.2	XP_029045713.1
OG0003882	XP_311868.5	XP_029037183.1
OG0003883	XP_311386.4	XP_029049610.1
OG0003884	XP_310455.4	XP_029053050.1
OG0003885	XP_318734.3	XP_029034493.1, XP_029034483.1
OG0003886	XP_314842.3	XP_029037861.1
OG0003887	XP_317201.4	XP_029033893.1
OG0003888	XP_320221.4	XP_029031917.1
OG0003889	XP_315664.4	XP_029046245.1
OG0003890	XP_311717.4	XP_029044073.1
OG0003891	XP_309150.5	XP_029034767.1
OG0003892	XP_314996.4	XP_029041793.1
OG0003893	XP_551305.4, XP_003435860.1	XP_029056255.1, XP_029056249.1
OG0003894	XP_557626.3	XP_029040454.1, XP_029040455.1
OG0003895	XP_309808.4	XP_029050282.1
OG0003897	XP_312367.5	XP_029035620.1
OG0003898	XP_315835.4	XP_029053977.1
OG0003899	XP_317642.4	XP_029039391.1
OG0003900	XP_307645.4, XP_307644.2	XP_029051056.1
OG0003901	XP_310209.4	XP_029040758.1
OG0003902	XP_319789.4	XP_029038932.1, XP_029038942.1
OG0003903	XP_315792.4, XP_001688728.1	XP_029043387.1
OG0003904	XP_313786.5	XP_029047616.1, XP_029047617.1
OG0003905	XP_320268.3	XP_029035384.1
OG0003906	XP_562427.1	XP_029047656.1, XP_029047648.1
OG0003907	XP_553285.4	XP_029045606.1
OG0003908	XP_311405.3	XP_029031944.1, XP_029031877.1
OG0003909	XP_307779.5	XP_029050304.1
OG0003910	XP_312278.5	XP_029032100.1
OG0003912	XP_314171.4	XP_029051233.1
OG0003913	XP_315962.4	XP_029033654.1, XP_029033668.1
OG0003914	XP_003436135.1, XP_311548.3	XP_029036230.1
OG0003915	XP_308092.4	XP_029048524.1
OG0003916	XP_307453.3, XP_319009.4	XP_029040369.1
OG0003917	XP_003436440.1	XP_029041629.1, XP_029041900.1
OG0003918	XP_001689289.1	XP_029048041.1
OG0003919	XP_312450.4	XP_029045665.1
OG0003920	XP_001689084.1, XP_318039.3	XP_029043596.1
OG0003921	XP_319681.2	XP_029033486.1, XP_029033477.1
OG0003922	XP_317383.4	XP_029040226.1
OG0003924	XP_321093.4, XP_003435980.1	XP_029036535.1
OG0003925	XP_003437095.1, XP_311307.4	XP_029037541.1
OG0003926	XP_320129.3	XP_029040261.1
OG0003927	XP_320900.3	XP_029049965.1, XP_029049964.1
OG0003928	XP_313769.4	XP_029036433.1
OG0003929	XP_003435903.1, XP_321406.5	XP_029040382.1, XP_029040366.1
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_029052273.1
OG0003931	XP_309977.3	XP_029054154.1, XP_029055507.1, XP_029054104.1, XP_029055516.1
OG0003932	XP_003436142.1	XP_029036376.1
OG0003933	XP_311862.3	XP_029051129.1, XP_029051138.1
OG0003934	XP_316307.1	XP_029037010.1
OG0003935	XP_308886.4	XP_029033538.1
OG0003936	XP_003436329.1, XP_311925.3	XP_029046102.1
OG0003937	XP_315625.4	XP_029042713.1
OG0003938	XP_003436735.1, XP_313067.5, XP_003436734.1	XP_029043278.1
OG0003939	XP_311333.5	XP_029035106.1, XP_029035114.1
OG0003940	XP_307793.5, XP_306070.4	XP_029045787.1, XP_029045786.1
OG0003941	XP_310602.3	XP_029045859.1, XP_029045860.1
OG0003943	XP_312823.5	XP_029045735.1
OG0003944	XP_317195.1	XP_029053106.1
OG0003945	XP_313382.3	XP_029054168.1
OG0003946	XP_308858.4	XP_029041819.1
OG0003947	XP_310464.4, XP_003437045.1	XP_029041221.1, XP_029041222.1
OG0003948	XP_309825.4	XP_029050646.1
OG0003950	XP_310421.4	XP_029056398.1
OG0003951	XP_313109.5	XP_029051234.1
OG0003952	XP_309625.4	XP_029044859.1
OG0003953	XP_310948.4, XP_003436935.1	XP_029054435.1
OG0003954	XP_311994.4	XP_029048420.1
OG0003956	XP_315195.5	XP_029047464.1, XP_029047473.1, XP_029047455.1
OG0003957	XP_320392.4	XP_029044497.1
OG0003958	XP_321015.5	XP_029040931.1
OG0003959	XP_321653.5	XP_029041419.1
OG0003960	XP_003436461.1, XP_314272.5	XP_029036645.1
OG0003961	XP_318614.3	XP_029034967.1
OG0003962	XP_316867.5	XP_029041589.1
OG0003963	XP_317237.3	XP_029033559.1, XP_029033515.1
OG0003964	XP_321179.4	XP_029045547.1
OG0003965	XP_315113.4	XP_029054031.1
OG0003966	XP_311323.4	XP_029045283.1
OG0003967	XP_316857.3	XP_029043257.1
OG0003968	XP_317805.2	XP_029048173.1
OG0003969	XP_320573.1	XP_029033054.1
OG0003970	XP_554210.2	XP_029042109.1, XP_029042107.1
OG0003971	XP_318755.4	XP_029052173.1
OG0003972	XP_001688794.1, XP_316203.2	XP_029048203.1
OG0003973	XP_320234.3	XP_029046326.1
OG0003974	XP_313497.2	XP_029044853.1
OG0003975	XP_554108.3	XP_029050116.1
OG0003976	XP_320294.3	XP_029048240.1, XP_029048241.1, XP_029048239.1
OG0003977	XP_001687837.2	XP_029041596.1
OG0003978	XP_312928.5, XP_003436420.1	XP_029041727.1
OG0003979	XP_320626.2	XP_029038843.1
OG0003980	XP_319759.4	XP_029044166.1
OG0003981	XP_318692.4	XP_029045832.1
OG0003982	XP_319753.4	XP_029038288.1
OG0003983	XP_315737.4	XP_029039682.1
OG0003985	XP_311326.5	XP_029036828.1
OG0003986	XP_316882.5	XP_029044694.1
OG0003987	XP_309555.4, XP_001688197.1	XP_029047360.1
OG0003988	XP_313024.5	XP_029043865.1
OG0003989	XP_001689096.1, XP_318078.2	XP_029052348.1
OG0003990	XP_315228.5	XP_029044339.1
OG0003991	XP_001687756.2	XP_029040950.1
OG0003992	XP_308140.4	XP_029050326.1
OG0003993	XP_310762.5, XP_311031.1	XP_029038587.1
OG0003994	XP_001689408.1	XP_029053341.1
OG0003995	XP_310142.4	XP_029052847.1
OG0003996	XP_317395.4	XP_029045510.1
OG0003997	XP_001689015.1	XP_029055677.1
OG0003998	XP_001688449.2	XP_029038562.1
OG0003999	XP_001238227.1	XP_029033223.1, XP_029033226.1
OG0004000	XP_315213.4	XP_029043255.1
OG0004001	XP_001237062.2	XP_029050780.1
OG0004002	XP_315904.5, XP_003435730.1	XP_029039581.1, XP_029039583.1, XP_029039582.1
OG0004003	XP_553421.2	XP_029046271.1
OG0004004	XP_311855.4	XP_029043704.1
OG0004005	XP_003436736.1, XP_001230869.2	XP_029043276.1
OG0004006	XP_316519.4	XP_029051290.1
OG0004008	XP_318925.4	XP_029036713.1
OG0004009	XP_001230840.3, XP_001230839.3	XP_029050005.1
OG0004010	XP_316790.4	XP_029056452.1, XP_029056451.1
OG0004011	XP_318681.1	XP_029036045.1
OG0004012	XP_001688421.2	XP_029050248.1
OG0004014	XP_003437004.1, XP_310622.3, XP_320348.3	XP_029056267.1
OG0004015	XP_003437092.1, XP_311292.4	XP_029052245.1, XP_029052246.1
OG0004016	XP_311166.5	XP_029049422.1
OG0004017	XP_001688637.1	XP_029038467.1
OG0004018	XP_315551.1	XP_029049756.1, XP_029049757.1
OG0004019	XP_001689221.1	XP_029042144.1
OG0004020	XP_003437151.1	XP_029039129.1
OG0004021	XP_310900.5	XP_029051369.1
OG0004022	XP_316825.5	XP_029049640.1
OG0004023	XP_001689316.2	XP_029051887.1
OG0004024	XP_001688399.2	XP_029052543.1, XP_029052515.1
OG0004026	XP_003436438.1, XP_001231184.3	XP_029042865.1
OG0004027	XP_316189.4	XP_029035058.1
OG0004029	XP_317150.4	XP_029042462.1
OG0004030	XP_003436242.1, XP_003436243.1	XP_029045399.1
OG0004031	XP_554294.3	XP_029031958.1, XP_029031957.1
OG0004033	XP_555381.3	XP_029037028.1
OG0004034	XP_314073.4	XP_029037441.1
OG0004036	XP_307136.4	XP_029043572.1
OG0004037	XP_311349.5	XP_029035196.1
OG0004038	XP_321810.4	XP_029035037.1
OG0004040	XP_307401.4	XP_029043576.1, XP_029043435.1
OG0004041	XP_565006.2	XP_029043338.1
OG0004042	XP_312101.5	XP_029050302.1
OG0004043	XP_314537.4	XP_029045079.1
OG0004045	XP_312996.1	XP_029044384.1
OG0004046	XP_312561.3	XP_029037278.1, XP_029037279.1
OG0004047	XP_321168.5	XP_029048635.1
OG0004048	XP_311026.4	XP_029053762.1
OG0004049	XP_001688807.1	XP_029032862.1
OG0004050	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2	XP_029045288.1
OG0004051	XP_321377.4	XP_029035830.1
OG0004052	XP_313802.5	XP_029040833.1
OG0004053	XP_564094.3	XP_029034398.1
OG0004055	XP_551859.3	XP_029039987.1
OG0004056	XP_316308.4	XP_029036405.1
OG0004058	XP_312771.1	XP_029036860.1
OG0004059	XP_317121.2	XP_029035787.1
OG0004060	XP_308010.5	XP_029041336.1
OG0004061	XP_317494.1	XP_029048584.1
OG0004062	XP_003435760.1, XP_551677.4	XP_029038961.1
OG0004063	XP_318961.4, XP_318960.4	XP_029033894.1
OG0004064	XP_001231048.2	XP_029046291.1
OG0004065	XP_321583.5	XP_029048267.1
OG0004067	XP_313977.4	XP_029039317.1
OG0004068	XP_320290.4	XP_029042732.1
OG0004069	XP_311616.1	XP_029048947.1
OG0004070	XP_310908.5, XP_310904.5	XP_029052049.1
OG0004071	XP_001688827.1, XP_316281.4	XP_029032737.1
OG0004072	XP_001689139.1	XP_029045418.1
OG0004073	XP_308326.4	XP_029042907.1
OG0004074	XP_314000.3	XP_029047359.1
OG0004075	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4	XP_029039006.1
OG0004076	XP_308369.3	XP_029049695.1
OG0004077	XP_313328.4	XP_029045784.1, XP_029045783.1
OG0004078	XP_312472.2	XP_029040258.1
OG0004079	XP_320805.3	XP_029053668.1
OG0004080	XP_315852.4	XP_029043242.1, XP_029043240.1
OG0004082	XP_318628.4	XP_029052201.1, XP_029052202.1
OG0004083	XP_318065.4	XP_029043350.1
OG0004084	XP_310358.7	XP_029047631.1
OG0004085	XP_316356.3	XP_029040477.1
OG0004086	XP_310930.5	XP_029040901.1
OG0004087	XP_311835.5	XP_029036515.1, XP_029036514.1
OG0004088	XP_318883.4	XP_029032904.1
OG0004089	XP_555244.3	XP_029048577.1
OG0004090	XP_001237595.2	XP_029041189.1
OG0004091	XP_319154.4	XP_029033395.1, XP_029045291.1
OG0004092	XP_317242.4	XP_029054687.1
OG0004093	XP_310688.5	XP_029042649.1
OG0004094	XP_311178.4	XP_029055561.1
OG0004095	XP_316020.4	XP_029050885.1
OG0004096	XP_559248.3	XP_029055973.1
OG0004097	XP_318918.2	XP_029032591.1
OG0004098	XP_309835.2	XP_029033779.1
OG0004099	XP_321090.4	XP_029035537.1
OG0004100	XP_313152.3	XP_029038318.1
OG0004101	XP_314837.3	XP_029052623.1
OG0004102	XP_003436465.1, XP_003436464.1	XP_029052057.1, XP_029052055.1
OG0004103	XP_313432.5, XP_003436553.1, XP_003436554.1	XP_029051237.1
OG0004104	XP_312438.5	XP_029048106.1
OG0004105	XP_319178.4	XP_029049193.1
OG0004106	XP_311153.3	XP_029037770.1
OG0004107	XP_001688851.1	XP_029038023.1
OG0004108	XP_562582.3, XP_003436576.1	XP_029044148.1
OG0004109	XP_563317.4	XP_029048476.1
OG0004110	XP_316345.4	XP_029055713.1, XP_029055714.1
OG0004111	XP_314309.4	XP_029053008.1
OG0004112	XP_321635.1, XP_003435850.1	XP_029040140.1
OG0004113	XP_320525.4	XP_029034366.1, XP_029034367.1
OG0004114	XP_319407.2	XP_029040461.1
OG0004116	XP_001237507.3	XP_029032720.1
OG0004119	XP_319556.5	XP_029045053.1
OG0004120	XP_321666.3	XP_029042121.1
OG0004121	XP_321405.4	XP_029034479.1
OG0004122	XP_309209.5	XP_029033726.1, XP_029033813.1
OG0004123	XP_319749.3	XP_029035760.1
OG0004125	XP_310876.4	XP_029032641.1
OG0004126	XP_319248.3, XP_001238114.1, XP_553994.2	XP_029041862.1
OG0004127	XP_003436623.1	XP_029053556.1
OG0004128	XP_319393.4	XP_029047342.1
OG0004129	XP_314716.4	XP_029044185.1
OG0004130	XP_312574.4	XP_029051049.1
OG0004131	XP_309504.4	XP_029038312.1
OG0004132	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1	XP_029053076.1
OG0004133	XP_003436965.1	XP_029035411.1
OG0004137	XP_312668.4	XP_029045820.1
OG0004138	XP_307877.2	XP_029047407.1
OG0004139	XP_315254.3	XP_029043538.1
OG0004140	XP_001689102.1	XP_029038116.1
OG0004141	XP_316517.4	XP_029045281.1
OG0004142	XP_024667089.1, XP_001231059.2	XP_029034340.1
OG0004143	XP_001237118.2	XP_029033521.1
OG0004144	XP_319864.4	XP_029032918.1
OG0004145	XP_309941.4	XP_029036594.1
OG0004146	XP_315438.3	XP_029039879.1
OG0004147	XP_308817.4	XP_029039267.1, XP_029039634.1
OG0004148	XP_001687765.2	XP_029042386.1
OG0004149	XP_001689259.1	XP_029039976.1
OG0004150	XP_318430.3	XP_029036738.1
OG0004151	XP_316047.4	XP_029039580.1
OG0004152	XP_555730.2	XP_029053490.1
OG0004153	XP_312247.5	XP_029036560.1
OG0004154	XP_563530.3	XP_029034260.1, XP_029034240.1
OG0004155	XP_003436256.1, XP_312076.2	XP_029033305.1
OG0004158	XP_316619.4	XP_029033676.1, XP_029033465.1
OG0004159	XP_316144.4	XP_029037308.1, XP_029037299.1
OG0004160	XP_316661.5	XP_029034458.1
OG0004162	XP_310156.4	XP_029042022.1
OG0004163	XP_553259.2	XP_029031959.1, XP_029031962.1, XP_029031960.1, XP_029031961.1
OG0004164	XP_003435882.1	XP_029035140.1, XP_029035139.1
OG0004166	XP_316078.4	XP_029037099.1
OG0004167	XP_310420.5, XP_003436638.1, XP_003436637.1	XP_029037305.1, XP_029037306.1
OG0004168	XP_315532.3	XP_029033899.1
OG0004169	XP_003436961.1, XP_310840.5	XP_029034624.1
OG0004170	XP_309924.4	XP_029046344.1
OG0004171	XP_310964.5	XP_029050224.1, XP_029050225.1
OG0004172	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1	XP_029046479.1
OG0004174	XP_308670.4	XP_029043381.1
OG0004175	XP_315524.4, XP_001688674.1	XP_029034322.1, XP_029034324.1
OG0004176	XP_001237727.1, XP_315864.4	XP_029048185.1
OG0004177	XP_319569.4	XP_029037201.1
OG0004178	XP_001688110.1, XP_001688111.1, XP_308855.4	XP_029033550.1, XP_029033504.1, XP_029033549.1
OG0004180	XP_311082.5	XP_029034404.1
OG0004181	XP_317116.4, XP_318879.3	XP_029033881.1
OG0004182	XP_001230685.2	XP_029035441.1
OG0004183	XP_001689011.1	XP_029055368.1
OG0004184	XP_320342.4	XP_029049331.1, XP_029049329.1
OG0004186	XP_317615.4	XP_029038070.1, XP_029038071.1
OG0004187	XP_311316.3	XP_029042905.1
OG0004188	XP_319883.4	XP_029050440.1
OG0004189	XP_317522.4	XP_029043112.1
OG0004190	XP_321498.4	XP_029052956.1
OG0004191	XP_308181.4	XP_029047514.1
OG0004192	XP_313788.4	XP_029044956.1
OG0004193	XP_308604.4, XP_001688029.1	XP_029034386.1, XP_029034385.1
OG0004194	XP_307775.3	XP_029054962.1
OG0004195	XP_315995.1	XP_029033060.1
OG0004196	XP_556213.2, XP_555772.2	XP_029037027.1
OG0004197	XP_315391.4, XP_001688652.1, XP_001688653.1	XP_029052916.1
OG0004198	XP_001238086.1, XP_319104.4	XP_029037834.1
OG0004201	XP_310532.5	XP_029052122.1
OG0004202	XP_320050.4	XP_029035300.1
OG0004203	XP_308842.4	XP_029052425.1
OG0004204	XP_001237405.2, XP_311914.3, XP_001237474.3	XP_029038532.1
OG0004206	XP_308698.4	XP_029050369.1
OG0004207	XP_312766.5	XP_029047393.1
OG0004209	XP_003436488.1, XP_311764.4	XP_029049299.1
OG0004210	XP_316202.4	XP_029045559.1
OG0004211	XP_003436790.1	XP_029034782.1
OG0004212	XP_001689214.1	XP_029051144.1, XP_029051145.1, XP_029051143.1
OG0004213	XP_312547.4	XP_029045515.1, XP_029045516.1
OG0004214	XP_003436169.1, XP_563560.4, XP_312069.3	XP_029043601.1
OG0004216	XP_307795.3	XP_029051047.1
OG0004217	XP_001689380.1	XP_029041734.1, XP_029041519.1
OG0004218	XP_001687842.2	XP_029037926.1, XP_029037925.1
OG0004219	XP_314287.3	XP_029055671.1, XP_029055670.1
OG0004220	XP_318886.3	XP_029056117.1, XP_029056120.1
OG0004223	XP_318483.1, XP_003436691.1	XP_029042174.1
OG0004224	XP_309683.5, XP_003436491.1	XP_029037126.1
OG0004225	XP_001687807.1, XP_001688425.2	XP_029041801.1
OG0004227	XP_308443.4	XP_029040589.1
OG0004228	XP_003437021.1	XP_029042709.1, XP_029042710.1
OG0004229	XP_315442.4	XP_029051805.1
OG0004230	XP_315606.4	XP_029037668.1
OG0004231	XP_310950.5	XP_029039478.1
OG0004232	XP_316514.4	XP_029044449.1
OG0004233	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1	XP_029037979.1, XP_029037978.1
OG0004234	XP_001688546.1	XP_029055775.1
OG0004235	XP_566098.3	XP_029039327.1
OG0004236	XP_315047.4	XP_029056415.1
OG0004237	XP_318914.4	XP_029044309.1
OG0004238	XP_552873.2, XP_319730.4	XP_029049185.1
OG0004239	XP_319835.4	XP_029040626.1, XP_029040627.1
OG0004240	XP_317196.4	XP_029049254.1
OG0004241	XP_001688994.1	XP_029037820.1
OG0004242	XP_310918.5	XP_029033932.1
OG0004243	XP_552043.1	XP_029043674.1
OG0004245	XP_310404.4	XP_029045052.1
OG0004247	XP_312497.5	XP_029036411.1
OG0004248	XP_311402.2	XP_029054796.1
OG0004249	XP_313558.5	XP_029046721.1
OG0004250	XP_003436772.1	XP_029045465.1, XP_029045466.1, XP_029045467.1
OG0004251	XP_311062.5	XP_029052475.1
OG0004252	XP_311836.5	XP_029048138.1
OG0004253	XP_317481.4	XP_029033926.1
OG0004275	XP_321541.4, XP_003435881.1	XP_029056413.1
OG0004276	XP_320252.4	XP_029050945.1
OG0004277	XP_316033.4	XP_029041914.1, XP_029041644.1
OG0004278	XP_313760.4	XP_029045536.1
OG0004279	XP_321619.3	XP_029051038.1
OG0004280	XP_321163.4	XP_029046372.1
OG0004281	XP_315590.3	XP_029052592.1
OG0004282	XP_552798.3	XP_029035549.1
OG0004283	XP_321155.3	XP_029048292.1
OG0004284	XP_313275.3	XP_029040324.1
OG0004285	XP_308285.3	XP_029048526.1
OG0004286	XP_320669.4	XP_029053520.1
OG0004287	XP_310452.5	XP_029044626.1
OG0004288	XP_321802.3	XP_029037334.1
OG0004289	XP_312991.3	XP_029045237.1
OG0004290	XP_308524.4	XP_029050624.1
OG0004291	XP_310934.4	XP_029036679.1
OG0004292	XP_309527.3	XP_029049920.1
OG0004293	XP_309304.3	XP_029051062.1
OG0004294	XP_001689266.1, XP_001689265.1, XP_552180.1	XP_029037022.1
OG0004297	XP_319630.2	XP_029038806.1
OG0004298	XP_563593.1	XP_029039591.1
OG0004299	XP_003437123.1, XP_316835.4	XP_029055450.1
OG0004300	XP_309200.2	XP_029047334.1
OG0004301	XP_307798.4	XP_029042808.1
OG0004302	XP_315417.4	XP_029046933.1
OG0004303	XP_319722.3	XP_029042976.1
OG0004304	XP_317299.3	XP_029054411.1
OG0004305	XP_317138.4	XP_029034101.1
OG0004306	XP_311387.3	XP_029045459.1
OG0004307	XP_320804.4	XP_029048638.1
OG0004308	XP_001689366.2	XP_029050979.1
OG0004309	XP_314243.4	XP_029043663.1
OG0004310	XP_314752.3	XP_029037907.1
OG0004311	XP_317337.3	XP_029046567.1
OG0004312	XP_308769.2	XP_029053182.1
OG0004313	XP_311332.4	XP_029053904.1, XP_029054228.1
OG0004314	XP_310190.3	XP_029035416.1
OG0004315	XP_316499.2	XP_029047952.1
OG0004316	XP_312474.4	XP_029032792.1
OG0004317	XP_317881.2	XP_029053067.1
OG0004318	XP_558148.1, XP_314575.2	XP_029049919.1
OG0004320	XP_003436336.1, XP_003436337.1, XP_003436335.1, XP_003436334.1	XP_029039731.1
OG0004321	XP_320235.4	XP_029047324.1
OG0004322	XP_315390.3	XP_029040555.1, XP_029040554.1
OG0004323	XP_310208.3	XP_029037469.1
OG0004324	XP_003435869.1	XP_029040125.1
OG0004325	XP_321348.3	XP_029056395.1
OG0004326	XP_322016.4	XP_029054381.1
OG0004327	XP_313697.4	XP_029052568.1, XP_029052569.1
OG0004328	XP_321089.4, XP_003435981.1	XP_029036447.1
OG0004329	XP_317780.4	XP_029051149.1
OG0004330	XP_312755.2	XP_029043757.1
OG0004331	XP_311286.5	XP_029033542.1, XP_029033588.1
OG0004332	XP_311310.1	XP_029034395.1
OG0004333	XP_311779.4	XP_029049716.1
OG0004334	XP_314997.3	XP_029055980.1
OG0004335	XP_001238387.2	XP_029053502.1
OG0004336	XP_311750.4	XP_029042132.1, XP_029042128.1
OG0004337	XP_315508.4, XP_001688671.1, XP_001688670.1	XP_029039072.1
OG0004338	XP_318578.3	XP_029037798.1, XP_029037799.1
OG0004339	XP_318431.5	XP_029036746.1
OG0004340	XP_319922.4	XP_029033536.1, XP_029033582.1
OG0004341	XP_318896.3	XP_029037084.1
OG0004343	XP_317435.3	XP_029043799.1, XP_029043807.1
OG0004344	XP_311859.5	XP_029033873.1
OG0004345	XP_307896.3	XP_029051535.1
OG0004346	XP_320535.3	XP_029047806.1
OG0004347	XP_317030.3	XP_029043808.1, XP_029043810.1
OG0004348	XP_312296.5	XP_029048966.1
OG0004349	XP_321407.3	XP_029040438.1, XP_029040447.1
OG0004350	XP_307264.3	XP_029047329.1
OG0004351	XP_313999.2	XP_029047374.1
OG0004352	XP_562238.4	XP_029033658.1, XP_029033672.1
OG0004353	XP_001688044.1	XP_029039929.1
OG0004354	XP_309347.4	XP_029049751.1
OG0004355	XP_312461.3	XP_029037550.1
OG0004356	XP_311025.2	XP_029053376.1
OG0004357	XP_003437031.1, XP_565769.4	XP_029053503.1
OG0004358	XP_314490.4	XP_029049157.1
OG0004359	XP_308962.3	XP_029034747.1
OG0004360	XP_310387.5	XP_029052545.1
OG0004361	XP_321795.2	XP_029044822.1
OG0004362	XP_313003.4	XP_029050008.1
OG0004363	XP_556483.3	XP_029049172.1
OG0004364	XP_315443.3	XP_029033524.1
OG0004365	XP_001688522.1	XP_029043442.1
OG0004366	XP_317046.2	XP_029036194.1
OG0004367	XP_312972.5	XP_029056393.1
OG0004368	XP_311037.3	XP_029052573.1
OG0004369	XP_314876.4	XP_029036992.1
OG0004370	XP_001688524.1, XP_314102.2	XP_029034397.1
OG0004371	XP_316567.4	XP_029049015.1
OG0004372	XP_321106.4, XP_003435977.1	XP_029032077.1
OG0004373	XP_310479.5	XP_029040850.1
OG0004374	XP_319927.3	XP_029051480.1
OG0004375	XP_317168.1	XP_029032454.1
OG0004376	XP_316497.2	XP_029053220.1
OG0004377	XP_310437.4, XP_003436642.1, XP_003436643.1	XP_029046141.1
OG0004378	XP_559130.1	XP_029051160.1
OG0004379	XP_319397.4	XP_029038985.1
OG0004380	XP_003436771.1	XP_029051771.1
OG0004381	XP_313959.3	XP_029044900.1
OG0004382	XP_310797.5	XP_029037589.1
OG0004383	XP_001687889.1, XP_308303.3	XP_029035088.1
OG0004384	XP_560526.4, XP_307660.4, XP_319353.4	XP_029053060.1
OG0004385	XP_562397.3	XP_029056458.1
OG0004386	XP_315624.3	XP_029051503.1
OG0004387	XP_318983.3	XP_029037506.1
OG0004388	XP_316948.4	XP_029049490.1
OG0004389	XP_319206.4	XP_029043831.1
OG0004390	XP_313986.4	XP_029039330.1
OG0004391	XP_315850.3	XP_029051602.1
OG0004392	XP_312031.5, XP_003436278.1	XP_029055577.1
OG0004393	XP_321918.4	XP_029049123.1, XP_029049124.1
OG0004394	XP_321075.3	XP_029044780.1
OG0004395	XP_318420.5	XP_029041328.1
OG0004396	XP_308224.3	XP_029039715.1
OG0004397	XP_308644.4	XP_029039147.1
OG0004398	XP_319908.4	XP_029040134.1
OG0004400	XP_321839.4	XP_029043703.1
OG0004401	XP_309580.4, XP_001237244.2	XP_029049491.1
OG0004402	XP_307863.1	XP_029049409.1
OG0004403	XP_308013.5	XP_029042876.1
OG0004404	XP_320142.3	XP_029048097.1
OG0004406	XP_316876.5	XP_029056492.1
OG0004407	XP_321320.5	XP_029046652.1
OG0004408	XP_320152.4	XP_029048086.1
OG0004409	XP_311589.4	XP_029050032.1
OG0004410	XP_560403.3	XP_029037797.1
OG0004411	XP_308839.2	XP_029034895.1
OG0004412	XP_314028.3	XP_029048899.1
OG0004413	XP_001688479.1, XP_313945.3	XP_029053232.1
OG0004414	XP_316150.4	XP_029047685.1
OG0004415	XP_313866.5	XP_029050582.1
OG0004416	XP_556948.3	XP_029048105.1
OG0004417	XP_313741.5	XP_029037934.1
OG0004418	XP_024667075.1	XP_029041824.1, XP_029041543.1
OG0004419	XP_001237538.3, XP_001688459.2	XP_029038118.1
OG0004420	XP_320432.3	XP_029035881.1
OG0004421	XP_001688688.1, XP_001230832.1, XP_003436476.1	XP_029052146.1
OG0004422	XP_313187.5	XP_029041496.1
OG0004423	XP_319791.4	XP_029042443.1
OG0004424	XP_314342.3	XP_029034664.1
OG0004425	XP_317243.4	XP_029055554.1
OG0004426	XP_317593.4	XP_029036441.1
OG0004427	XP_318657.4	XP_029046289.1
OG0004428	XP_308965.3	XP_029045677.1
OG0004429	XP_003437020.1	XP_029038647.1
OG0004430	XP_003436927.1, XP_310982.3	XP_029037412.1
OG0004431	XP_313450.5	XP_029040910.1
OG0004432	XP_315449.4	XP_029037547.1
OG0004434	XP_001231086.2, XP_554563.3	XP_029052761.1
OG0004436	XP_001237457.2, XP_312362.3	XP_029050232.1
OG0004437	XP_312149.4	XP_029035151.1
OG0004438	XP_312262.4	XP_029043319.1
OG0004439	XP_308308.4, XP_001687891.1	XP_029048321.1
OG0004440	XP_320387.3	XP_029043375.1
OG0004441	XP_321146.5	XP_029047824.1
OG0004442	XP_316678.1	XP_029035533.1, XP_029035532.1
OG0004443	XP_317854.4	XP_029033449.1
