Orthogroup	Anopheles_gambiae	Nasonia_vitripennis
OG0003376	XP_321875.3	XP_001605382.1
OG0003377	XP_307961.5	XP_031780716.1
OG0003378	XP_563746.4, XP_003436124.1	XP_032458173.1, XP_031785909.1
OG0003379	XP_552892.3	XP_031786925.1
OG0003380	XP_321784.3	XP_031781487.1
OG0003382	XP_564289.3	XP_016841191.1
OG0003383	XP_315952.3	XP_001600399.1
OG0003385	XP_314634.4	XP_032454531.1, XP_001605068.2
OG0003387	XP_319398.3	XP_001599757.1, XP_032458190.1, XP_003424837.1
OG0003388	XP_317696.4	XP_003426564.1
OG0003389	XP_315821.2, XP_312174.4	XP_008213769.1
OG0003390	XP_024667087.1, XP_314897.4	XP_003426918.1
OG0003392	XP_312997.5	XP_016845870.1
OG0003393	XP_319666.2	XP_001605405.1
OG0003394	XP_312870.1	XP_001606771.1, XP_031778844.1
OG0003395	XP_319244.3	XP_001604101.2
OG0003396	XP_563533.3	XP_001607425.1
OG0003399	XP_557716.2, XP_314679.4	XP_001601933.1
OG0003400	XP_315928.3	XP_003424747.1, XP_032456842.1
OG0003401	XP_321165.5	XP_001606651.2, XP_016845402.1
OG0003402	XP_311544.3	XP_001599713.1
OG0003403	XP_311141.5	XP_001600431.1
OG0003404	XP_001689173.1	XP_031779080.1
OG0003405	XP_317815.4	XP_008204009.1, XP_008204002.1
OG0003406	XP_562353.4	XP_031786071.1, XP_031786069.1
OG0003407	XP_313762.5	XP_003425749.1
OG0003408	XP_310525.5, XP_001688291.2	XP_003424314.1, XP_003424316.1
OG0003409	XP_310125.4	XP_016838223.1, XP_031778820.1
OG0003410	XP_319290.3	XP_031778589.1
OG0003411	XP_565108.3	XP_031780505.1
OG0003412	XP_003436241.1	XP_001604278.2
OG0003413	XP_001237047.2	XP_001602662.1
OG0003414	XP_320309.4	XP_031781506.1
OG0003416	XP_314563.4	XP_001601753.2
OG0003417	XP_318119.3	XP_016839394.1, XP_016839393.2
OG0003418	XP_553774.3	XP_016842407.1
OG0003419	XP_321964.4	XP_008208739.1
OG0003420	XP_312410.3	XP_001606185.1
OG0003421	XP_316663.4	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1
OG0003422	XP_320576.3, XP_001238263.2	XP_001606351.1
OG0003424	XP_310372.3	XP_001603235.1
OG0003425	XP_312411.4	XP_016840848.1, XP_031784522.1, XP_031784523.1
OG0003426	XP_307932.5	XP_008214857.1
OG0003427	XP_311930.4	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1
OG0003428	XP_309328.3	XP_032453976.1
OG0003429	XP_564510.2, XP_308161.4	XP_016843938.1
OG0003430	XP_309319.4	XP_032454860.1
OG0003431	XP_322064.4	XP_016837400.1, XP_031780764.1
OG0003432	XP_308098.4	XP_003425676.1
OG0003433	XP_001230474.2, XP_319216.4	XP_003428173.1, XP_031786429.1, XP_031786428.1
OG0003435	XP_315335.4	XP_001603997.1
OG0003436	XP_311022.5	XP_008217342.2
OG0003437	XP_318197.4	XP_032456914.1, XP_031787382.1
OG0003438	XP_311140.4	XP_003426457.1
OG0003439	XP_313565.4	XP_008215167.1
OG0003441	XP_558128.3	XP_031783384.1, XP_031783382.1, XP_031783385.1
OG0003442	XP_309769.4	XP_031786717.1, XP_008210116.1
OG0003444	XP_319704.4	XP_031778018.1
OG0003445	XP_318322.5	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1
OG0003446	XP_001688970.1	XP_016837091.1
OG0003447	XP_312147.2	XP_003424583.1
OG0003448	XP_314324.4	XP_008210748.1
OG0003449	XP_308386.4, XP_001687912.1	XP_031776669.1, XP_008216799.1
OG0003450	XP_003436452.1, XP_314250.3	XP_001600227.1
OG0003451	XP_003436706.1, XP_003436705.1, XP_309626.4	XP_008210372.1
OG0003452	XP_312883.4	XP_001604611.1
OG0003453	XP_321941.1	XP_001600949.1
OG0003454	XP_309748.2	NP_001153317.1
OG0003455	XP_311362.3	XP_001603352.1
OG0003456	XP_315565.3	XP_001599918.1
OG0003457	XP_310262.5	XP_031783417.1
OG0003458	XP_312562.2	XP_001605099.3, XP_016843767.1
OG0003460	XP_312517.5	NP_001177680.1, NP_001177681.1, NP_001177679.1
OG0003462	XP_001237307.3	XP_031786713.1, XP_031786712.1
OG0003463	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1	XP_008217787.1
OG0003464	XP_564835.2, XP_001687942.1, XP_001687943.1	XP_001599732.2
OG0003465	XP_309088.3	XP_016842301.1, XP_008218131.1
OG0003466	XP_318583.4	XP_003423892.1
OG0003467	XP_310425.3	XP_032454489.1, XP_008213509.1, XP_008213508.1
OG0003468	XP_559078.3	XP_003424108.1
OG0003470	XP_315949.4	XP_031785314.1
OG0003471	XP_310537.4	XP_001606370.1
OG0003472	XP_320187.4	XP_008208020.1
OG0003473	XP_003436944.1, XP_003436943.1, XP_310894.3	XP_001603735.1, XP_032456774.1
OG0003474	XP_311945.4	XP_001604289.1
OG0003475	XP_309774.1, XP_313699.3	XP_016836743.1
OG0003476	XP_318503.4	XP_031787014.1
OG0003477	XP_311197.3	XP_001606644.2
OG0003478	XP_309517.4	NP_001161245.1
OG0003479	XP_001688790.1, XP_556823.3	XP_016838281.1, XP_001608074.2
OG0003480	XP_319052.4	XP_008213190.1
OG0003481	XP_315378.2	XP_001602033.3
OG0003482	XP_320641.4	XP_008206391.1
OG0003483	XP_313029.4	XP_001607208.1
OG0003484	XP_003436225.1, XP_312198.5	XP_031781718.1
OG0003485	XP_309073.4	XP_001606752.1
OG0003486	XP_308636.2	XP_031785060.1, XP_001601526.1
OG0003487	XP_310540.4	XP_001601422.2, XP_008216833.1
OG0003488	XP_320250.2	XP_032455534.1, XP_031785678.1
OG0003489	XP_308845.4, XP_308847.4, XP_308846.4	XP_008207605.3
OG0003490	XP_562476.3	XP_008213196.1, XP_008213197.1, XP_016844513.1
OG0003491	XP_001237042.2	XP_016845917.1
OG0003493	XP_320679.4	XP_008205208.1, XP_001602461.2
OG0003494	XP_307158.4, XP_313252.5	XP_016845528.1
OG0003495	XP_313693.4	XP_008206040.1
OG0003496	XP_001237693.2	XP_001605585.1
OG0003497	XP_314491.4	XP_016839365.1, XP_016839364.1
OG0003498	XP_311461.2	XP_031784333.1, XP_032455716.1, XP_001601196.1
OG0003499	XP_562878.4, XP_003436398.1, XP_001687785.1	XP_008207430.1
OG0003500	XP_314038.3	XP_016845591.1
OG0003501	XP_320714.4	XP_001601626.1
OG0003502	XP_321885.2	XP_031782821.1
OG0003503	XP_311469.2	XP_031778425.1
OG0003504	XP_310766.5	XP_016840248.1
OG0003506	XP_001689027.1	XP_008203801.2
OG0003507	XP_001238161.2	NP_001128395.1
OG0003508	XP_311745.5	XP_001607183.1
OG0003510	XP_308385.3	XP_003423865.1
OG0003511	XP_307786.5	NP_001153421.1, XP_031787438.1
OG0003512	XP_321806.4	XP_001604407.2
OG0003513	XP_315976.4, XP_001688759.1	XP_031788089.1, XP_031788057.1
OG0003514	XP_319913.2	XP_016845576.1
OG0003515	XP_312912.4, XP_003436419.1	XP_031784403.1, XP_031784402.1
OG0003517	XP_003437144.1, XP_309129.3	XP_031783413.1
OG0003518	XP_313155.3	XP_031787356.1
OG0003519	XP_320238.3	XP_031783548.1
OG0003520	XP_309330.4	XP_016843257.1
OG0003521	XP_563719.3	XP_008201792.1
OG0003523	XP_001238576.3	XP_008216446.1, XP_008216445.1, XP_032453319.1
OG0003524	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1	XP_031784246.1
OG0003525	XP_308856.3	XP_031778520.1
OG0003526	XP_311682.5	XP_008202585.1
OG0003527	XP_315176.5	XP_031783323.1
OG0003529	XP_001689044.1	XP_001606994.1
OG0003530	XP_312550.4	XP_016840860.1, XP_032454871.1
OG0003531	XP_308708.3	NP_001161182.1
OG0003532	XP_310402.4	XP_008208296.1
OG0003533	XP_318087.2	XP_008206432.1
OG0003534	XP_309452.4	XP_032456323.1
OG0003535	XP_321605.3	XP_001599298.1
OG0003536	XP_310984.4	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1
OG0003537	XP_320284.4	XP_031780057.1
OG0003538	XP_309785.4	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1
OG0003539	XP_317509.1	XP_032456302.1, XP_008201811.1, XP_008201810.1
OG0003540	XP_001230805.1	XP_031785670.1, XP_016840768.1
OG0003541	XP_001231185.2, XP_322031.4	XP_001605928.2
OG0003542	XP_319866.3	XP_001604514.1
OG0003543	XP_310644.5	XP_001606527.1
OG0003544	XP_314872.1	XP_001601780.1, XP_003425099.1
OG0003545	XP_311200.5	XP_016839924.1
OG0003546	XP_312093.1	XP_016839621.2
OG0003547	XP_001688509.1	XP_016845143.1
OG0003548	XP_001688356.2	XP_016843603.1
OG0003549	XP_311520.4	XP_032455347.1, XP_032455348.1, XP_001605383.2
OG0003550	XP_319614.4	XP_008217705.1
OG0003551	XP_316718.4, XP_001688953.1	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2
OG0003552	XP_313737.5, XP_313738.5	XP_008213958.1
OG0003553	XP_316537.2	XP_031788513.1
OG0003554	XP_311415.4	XP_001604509.1
OG0003555	XP_309758.4	XP_031780576.1, XP_031780577.1
OG0003556	XP_310923.4, XP_310922.4	XP_031789464.1
OG0003557	XP_311985.4	XP_001606774.1
OG0003558	XP_314485.3, XP_001237566.1	NP_001139382.1
OG0003559	XP_003435902.1	XP_031787804.1
OG0003560	XP_313036.4	XP_031780747.1
OG0003561	XP_307342.3, XP_308525.2	XP_001608240.1
OG0003563	XP_319213.4, XP_311311.5	XP_001601655.2, XP_016840163.2
OG0003564	XP_319845.3	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1
OG0003565	XP_319973.4	XP_016837936.1
OG0003566	XP_308378.4	XP_003425578.1
OG0003567	XP_312637.2	XP_016841642.1
OG0003568	XP_309374.4	XP_032456719.1
OG0003569	XP_001237363.3, XP_003436903.1	XP_031786908.1, XP_031786914.1
OG0003570	XP_309978.4, XP_307032.4	XP_016842394.1
OG0003571	XP_311699.2	XP_001606689.1
OG0003572	XP_313023.4	XP_008209070.1, XP_008209071.1
OG0003573	XP_311104.5	XP_016840689.1, XP_032455636.1
OG0003574	XP_322008.3	XP_031779724.1
OG0003575	XP_312432.3	XP_031778981.1, XP_003424038.1
OG0003576	XP_319369.4	XP_001603566.1
OG0003577	XP_557912.3	XP_008209435.1
OG0003578	XP_315000.4	XP_001600721.1
OG0003579	XP_321252.4, XP_003435950.1	XP_032457733.1, XP_031782634.1
OG0003580	XP_309104.5, XP_315349.3	XP_001601313.1
OG0003581	XP_308306.4	XP_031783353.1
OG0003583	XP_320622.4	XP_001607092.1
OG0003584	XP_311553.4	XP_032453115.1
OG0003585	XP_313499.5	XP_001605871.2
OG0003587	XP_318827.4	XP_008206062.1
OG0003588	XP_312083.5	XP_031785536.1
OG0003589	XP_310394.5, XP_001230761.2	XP_016845558.1
OG0003591	XP_003437209.1, XP_317975.4	XP_001603446.1
OG0003592	XP_313912.4	XP_016843466.1, XP_016843464.1
OG0003593	XP_311537.4	XP_031786731.1
OG0003595	XP_315665.3	XP_003426440.1, XP_031784277.1
OG0003596	XP_320759.4	XP_001601721.1, XP_032453867.1, XP_032453863.1
OG0003597	XP_552630.3	XP_031781204.1, XP_031781209.1
OG0003598	XP_317960.1	XP_031787334.1
OG0003599	XP_311172.4	XP_031786415.1
OG0003600	XP_313714.5	XP_008213320.2
OG0003601	XP_312365.4	XP_001599843.1
OG0003602	XP_320881.2	XP_001604641.1, XP_008211414.1
OG0003603	XP_310386.6	XP_001604062.2
OG0003604	XP_315742.4	XP_016842123.1
OG0003605	XP_308485.4, XP_308486.4	XP_016841953.1
OG0003606	XP_316034.4	XP_001601675.1
OG0003607	XP_315620.4	XP_008210721.1
OG0003608	XP_317283.4	XP_016838050.1, XP_008204324.1
OG0003609	XP_559710.2	XP_032456540.1
OG0003610	XP_321483.5	XP_032454947.1, XP_003424119.1
OG0003611	XP_001689268.1	XP_031783754.1
OG0003612	XP_315055.2	XP_016845369.1
OG0003613	XP_003435961.1, XP_321193.4	XP_031778710.1
OG0003614	XP_317213.1	NP_001161704.1, XP_032457098.1
OG0003615	XP_317361.4	XP_016840844.1, XP_031785639.1
OG0003617	XP_314940.4	XP_031783760.1
OG0003618	XP_319406.3	XP_003425529.1
OG0003619	XP_312335.5	XP_008214801.1, XP_032455207.1
OG0003620	XP_317920.4	XP_008203192.1
OG0003623	XP_564580.2	XP_008213341.1
OG0003624	XP_318736.4, XP_318735.4	XP_001602789.1
OG0003625	XP_564385.3	XP_008210437.1
OG0003626	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2	XP_031787526.1
OG0003627	XP_314244.5, XP_306267.4, XP_314239.5	XP_008211772.1
OG0003628	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1	XP_031777623.1
OG0003629	XP_313294.4, XP_003436523.1	XP_031788231.1
OG0003630	XP_312434.5	XP_031788005.1, XP_031788013.1
OG0003631	XP_564645.3	XP_003426793.1, XP_001602782.2
OG0003632	XP_313744.4, XP_003436820.1, XP_003436821.1	XP_016842903.1
OG0003634	XP_321890.5	XP_031788053.1
OG0003635	XP_001689043.1	XP_008204408.2
OG0003637	XP_307928.5	XP_031782351.1, XP_016838743.1
OG0003638	XP_320852.4	XP_016842838.1
OG0003639	XP_320598.4	XP_016843917.1
OG0003640	XP_553651.3, XP_318890.3	XP_031787767.1
OG0003641	XP_318401.5	XP_016841041.1
OG0003642	XP_318405.4	XP_008212870.1
OG0003643	XP_308696.4	XP_016840304.1, NP_001135424.1
OG0003644	XP_556667.3, XP_316031.4	XP_001601110.2, XP_031786979.1
OG0003645	XP_309180.5	XP_031777257.1
OG0003647	XP_558004.3, XP_001688580.1	XP_008209641.3
OG0003648	XP_320564.3	XP_008203431.1
OG0003649	XP_318373.5	XP_031783195.1, XP_001604943.1
OG0003650	XP_319172.4, XP_001689174.1	XP_032453400.1
OG0003654	XP_559330.3	XP_016840172.2
OG0003655	XP_310507.4, XP_001687772.2, XP_310506.4	XP_001599554.4
OG0003656	XP_318882.4	XP_001602711.2, XP_008216883.1, XP_032456016.1
OG0003657	XP_320823.3	XP_008205248.1
OG0003658	XP_556056.3, XP_001688660.1	XP_001600147.1
OG0003660	XP_001230753.3, XP_003436601.1	XP_031779510.1, XP_031787052.1, XP_001602043.2, XP_008206276.1, XP_031784909.1
OG0003661	XP_306307.3, XP_320390.3	XP_001604239.2
OG0003662	XP_001688380.1	XP_001608011.2
OG0003664	XP_553055.2	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1
OG0003665	XP_320788.4	XP_008203602.2
OG0003666	XP_320648.4	XP_008205795.1
OG0003667	XP_310547.4	XP_031778837.1
OG0003669	XP_001238012.1	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1
OG0003670	XP_317334.3	XP_001606597.1
OG0003671	XP_316312.3	XP_031778505.1, XP_032452920.1, XP_031778506.1
OG0003673	XP_563488.3	XP_001601371.1, XP_008203420.1
OG0003674	XP_312671.5	XP_031784852.1
OG0003675	XP_003436492.1, XP_560016.3	XP_001604405.1
OG0003676	XP_001688341.2	XP_001603136.1, XP_008208967.1
OG0003677	XP_310669.5	XP_008211629.1, XP_031784461.1
OG0003680	XP_308150.3, XP_001687844.1	XP_016837989.1
OG0003681	XP_316151.4	XP_016839265.1, XP_016839264.1
OG0003682	XP_309044.4, XP_001688156.1	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1
OG0003683	XP_320854.3, XP_310757.4	XP_001606052.2
OG0003684	XP_001238181.1	XP_003425585.1
OG0003685	XP_314511.4	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1
OG0003686	XP_322050.5	XP_008204829.1
OG0003687	XP_320808.3	XP_016839408.1, XP_016839409.1
OG0003688	XP_309435.4, XP_309436.3	XP_001602253.2, XP_031787393.1
OG0003690	XP_003435818.1	XP_003428224.1
OG0003691	XP_564133.3	XP_031781795.1, XP_031781797.1
OG0003692	XP_321211.4	XP_001602329.2
OG0003693	XP_316336.4	XP_003423944.1
OG0003694	XP_565666.4	XP_031783708.1
OG0003709	XP_321230.2	XP_008215767.1
OG0003710	XP_318556.2	XP_008212787.1, XP_001608006.1
OG0003711	XP_307724.4	NP_001177967.1, XP_031783900.1
OG0003712	XP_313349.1, XP_003436533.1	XP_032455349.1, XP_001607606.1
OG0003713	XP_554781.3	XP_032453328.1
OG0003714	XP_307878.4	XP_008213292.1, NP_001154933.1
OG0003715	XP_315691.3	XP_008210922.1
OG0003716	XP_320365.2	XP_031787570.1, XP_031787573.1
OG0003717	XP_308611.1	XP_016839650.1
OG0003719	XP_316101.4	XP_001606749.1
OG0003720	XP_310460.5	XP_016841764.1, XP_008202288.1
OG0003721	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1	XP_001600543.1
OG0003722	XP_309926.3	XP_032453526.1, XP_001601099.1
OG0003723	XP_314780.3	XP_008212951.1
OG0003724	XP_552242.3	XP_001605817.1
OG0003726	XP_316550.3	XP_001607950.1
OG0003727	XP_001230831.2	XP_001604648.1
OG0003728	XP_313192.3, XP_001230317.2	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1
OG0003729	XP_315204.2	NP_001165817.1
OG0003730	XP_313569.5	XP_031779611.1
OG0003731	XP_316185.3	NP_001136338.1, XP_032452207.1
OG0003732	XP_320086.3	XP_001605620.1
OG0003734	XP_312238.3	XP_003426810.1
OG0003735	XP_313782.3	XP_001603196.1
OG0003736	XP_559757.1	XP_016837945.1, XP_008207768.1
OG0003737	XP_315094.1	XP_001605527.1
OG0003738	XP_314068.2	XP_031785779.1
OG0003739	XP_314469.4	XP_001605411.1
OG0003740	XP_317396.3	XP_001605472.1
OG0003741	XP_308810.3	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1
OG0003742	XP_320195.4	XP_016840917.1
OG0003743	XP_001689074.1, XP_317989.3, XP_001689073.1	XP_001606968.1
OG0003744	XP_321378.5	XP_032455966.1, NP_001165784.1
OG0003745	XP_307637.2	NP_001153403.1
OG0003746	XP_320161.2	XP_001599582.1
OG0003747	XP_312468.5	XP_032455406.1, XP_001606518.1, XP_032455407.1
OG0003749	XP_321468.5	XP_003425452.1
OG0003750	XP_321339.5	XP_031785797.1
OG0003751	XP_318530.4	NP_001128392.1
OG0003752	XP_314839.4	NP_001165811.1
OG0003754	XP_317313.4	XP_031779547.1
OG0003755	XP_308572.1	XP_001605487.1
OG0003756	XP_003436266.1, XP_312060.3	XP_001601418.1
OG0003757	XP_320869.2	XP_032456308.1
OG0003758	XP_313585.4	XP_031783741.1
OG0003759	XP_003436070.1, XP_307924.5	XP_001600819.1
OG0003760	XP_003437010.1, XP_310595.2, XP_308748.2	XP_001601236.1
OG0003761	XP_320415.2	XP_001601009.1, XP_003427438.1, XP_032456977.1
OG0003762	XP_311723.4	XP_031788281.1
OG0003763	XP_003436301.1	XP_003426274.1, XP_001602965.1, XP_008206041.1
OG0003765	XP_003436025.1, XP_003436024.1, XP_320958.3	XP_001604071.1
OG0003766	XP_310502.5	XP_016839508.1, XP_032454577.1
OG0003767	XP_315982.2	XP_031778143.1
OG0003768	XP_312630.2	XP_001604061.2
OG0003769	XP_317359.4	XP_001607961.1
OG0003770	XP_321441.4	XP_031783415.1
OG0003771	XP_312639.4	XP_031780016.1, XP_008209166.1
OG0003772	XP_312862.4, XP_001237501.2	XP_031780634.1
OG0003773	XP_316963.4	NP_001123227.2, XP_032452231.1
OG0003774	XP_321418.4, XP_003435898.1	XP_008206451.1
OG0003775	XP_309183.2, XP_309182.5	NP_001165855.1
OG0003776	XP_551809.3	XP_016842149.1, NP_001122572.1
OG0003777	XP_317655.3	XP_001604266.2
OG0003778	XP_001688618.1	XP_008213457.1
OG0003779	XP_001237594.2	NP_001193394.1
OG0003780	XP_308583.2	XP_001601189.1
OG0003781	XP_320164.3, XP_320163.3	XP_031777711.1
OG0003782	XP_308132.2, XP_307312.2	NP_001165798.1, XP_031776863.1
OG0003783	XP_318812.3	XP_003424590.1
OG0003784	XP_003436317.1	XP_031784916.1, XP_031784915.1
OG0003785	XP_003435742.1	XP_001601340.1
OG0003786	XP_312629.4	XP_016840948.1
OG0003787	XP_312143.4	XP_031787275.1, XP_031787276.1, XP_001600639.1
OG0003788	XP_312787.5	XP_001607821.1
OG0003789	XP_307016.3, XP_313929.4	XP_001601517.1
OG0003791	XP_314956.4	XP_008213933.1
OG0003792	XP_320758.4	XP_001605413.2
OG0003793	XP_311766.3	XP_001602925.1
OG0003794	XP_321364.3	NP_001153353.1
OG0003795	XP_001688460.2	XP_032456539.1
OG0003796	XP_001237280.3, XP_003437003.1	XP_031783809.1
OG0003797	XP_003436776.1	XP_001602197.2
OG0003798	XP_315523.4	XP_031783017.1
OG0003799	XP_314122.3	XP_032457711.1, XP_003424698.1
OG0003800	XP_311236.5	XP_032452282.1, XP_032452283.1
OG0003801	XP_003436856.1, XP_315241.1	XP_001599319.1
OG0003802	XP_312750.4	XP_001604230.2
OG0003803	XP_320799.3	XP_031788140.1
OG0003804	XP_314994.4	XP_003426743.1
OG0003805	XP_321167.4	XP_001607288.1
OG0003806	XP_001237070.2	XP_032456718.1, XP_032456720.1
OG0003807	XP_315739.4	XP_031778623.1, XP_008216419.1
OG0003808	XP_311943.3	XP_001606160.1
OG0003809	XP_313997.4	XP_001607792.1, XP_001606291.2
OG0003810	XP_317077.4	XP_001604861.1
OG0003811	XP_311588.3	XP_008207078.1
OG0003812	XP_311247.5	XP_031783154.1
OG0003813	XP_314555.3	XP_001606928.1
OG0003814	XP_311364.4, XP_307324.3	XP_016841804.1
OG0003815	XP_321606.5	XP_001602322.2
OG0003816	XP_321794.3, XP_001689358.1	XP_003428128.1
OG0003817	XP_315953.3	XP_008214103.1, XP_008214102.1, XP_008214101.1
OG0003818	XP_321247.5	XP_008206442.3
OG0003819	XP_313680.3	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1
OG0003820	XP_001238192.2	XP_031787655.1
OG0003821	XP_319843.4	XP_001601553.2
OG0003824	XP_316832.4	NP_001153434.1
OG0003825	XP_321926.5, XP_003435784.1	XP_003424194.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_032451675.1
OG0003827	XP_319073.4	XP_016841753.1
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	NP_001153329.1, XP_008211060.1
OG0003829	XP_320975.4	XP_032456794.1, XP_032456795.1, XP_032456793.1
OG0003830	XP_310148.4	XP_016837820.1
OG0003831	XP_555438.3	XP_031779324.1
OG0003832	XP_315724.3, XP_315726.4	XP_031778420.1
OG0003833	XP_322026.2	XP_001600494.1
OG0003834	XP_316920.3	XP_008212721.1
OG0003835	XP_319229.4	XP_001599351.1, XP_032454859.1
OG0003836	XP_321703.5	XP_032456101.1
OG0003837	XP_313978.1	XP_008214220.1
OG0003838	XP_001687956.1, XP_308499.3	XP_001606444.1
OG0003839	XP_320303.4	XP_003423935.1
OG0003841	XP_312835.4, XP_003436406.1	XP_003425269.1
OG0003842	XP_309233.5	XP_016844354.1
OG0003843	XP_316726.2	XP_031787780.1, XP_032456469.1
OG0003844	XP_311543.2	XP_008202890.1
OG0003845	XP_320970.3	XP_001601725.1
OG0003846	XP_309350.4	XP_001607390.1, XP_003424105.1
OG0003847	XP_321528.4	XP_008212895.1
OG0003848	XP_320558.3	XP_001604309.1
OG0003849	XP_310210.4	XP_008207753.1, XP_016839440.1
OG0003850	XP_313188.3	XP_031777197.1
OG0003851	XP_309752.3	XP_001599033.2
OG0003852	XP_312907.4	XP_031781569.1
OG0003853	XP_319601.4	XP_016845278.2
OG0003854	XP_319344.4	XP_031778526.1
OG0003855	XP_001688251.1	NP_001177677.1, XP_016836656.1
OG0003856	XP_320680.1	XP_001604291.1
OG0003859	XP_320575.3	XP_008206455.1, XP_031783403.1
OG0003860	XP_321828.3	XP_001607032.1
OG0003861	XP_320922.2	XP_031785665.1, XP_016840333.2
OG0003863	XP_003436354.1	XP_008207066.1
OG0003864	XP_317926.4	XP_001605947.2
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_001600555.1
OG0003867	XP_312224.5	XP_001605238.1
OG0003868	XP_310411.7	XP_003425216.1, XP_003425540.1
OG0003869	XP_311926.5	XP_031781068.1
OG0003870	XP_307911.3	NP_001153419.1
OG0003871	XP_315111.4	NP_001153375.1, XP_031784172.1
OG0003872	XP_308174.2	XP_016837907.1
OG0003873	XP_320953.4	XP_016841745.1
OG0003874	XP_319180.3	XP_016840546.1
OG0003875	XP_562161.4	XP_008211218.1
OG0003876	XP_319884.4	XP_001604896.4
OG0003877	XP_314810.4	XP_001601710.2
OG0003878	XP_003436746.1, XP_313144.3	XP_008208477.1
OG0003879	XP_316539.2	NP_001161325.1
OG0003880	XP_309242.4	XP_031780717.1
OG0003882	XP_311868.5	XP_008212464.1
OG0003883	XP_311386.4	XP_001605850.1
OG0003884	XP_310455.4	XP_016845791.1
OG0003885	XP_318734.3	XP_001605890.1
OG0003886	XP_314842.3	XP_032456603.1, XP_032456602.1, XP_001606725.1
OG0003887	XP_317201.4	XP_001602715.1, XP_016838598.1
OG0003888	XP_320221.4	XP_016842445.2
OG0003889	XP_315664.4	XP_001605301.2
OG0003890	XP_311717.4	XP_016844583.1, XP_031777735.1
OG0003891	XP_309150.5	XP_016843213.1
OG0003892	XP_314996.4	XP_008217952.1
OG0003893	XP_551305.4, XP_003435860.1	XP_001601138.1
OG0003894	XP_557626.3	XP_003425380.1
OG0003895	XP_309808.4	XP_008212061.1, XP_031779657.1
OG0003897	XP_312367.5	XP_008210220.1, XP_001603720.2
OG0003898	XP_315835.4	XP_001599188.1
OG0003899	XP_317642.4	XP_016843711.1
OG0003900	XP_307645.4, XP_307644.2	XP_001608210.1
OG0003901	XP_310209.4	XP_031785207.1
OG0003902	XP_319789.4	XP_008215722.2
OG0003903	XP_315792.4, XP_001688728.1	XP_031784198.1
OG0003904	XP_313786.5	XP_031779362.1
OG0003905	XP_320268.3	XP_008204558.1
OG0003906	XP_562427.1	XP_001602761.1
OG0003907	XP_553285.4	XP_003425125.1, XP_003425126.1, XP_016842128.1
OG0003908	XP_311405.3	XP_031780857.1
OG0003909	XP_307779.5	NP_001135810.2
OG0003910	XP_312278.5	XP_008203776.1
OG0003912	XP_314171.4	XP_032457402.1, NP_001136343.1
OG0003913	XP_315962.4	XP_016840536.1
OG0003914	XP_003436135.1, XP_311548.3	XP_001603457.2
OG0003915	XP_308092.4	XP_008212677.1, XP_008212678.1, XP_032452641.1
OG0003916	XP_307453.3, XP_319009.4	XP_016838984.1
OG0003917	XP_003436440.1	XP_016840883.2, XP_031784364.1
OG0003918	XP_001689289.1	XP_001602680.2, XP_001606357.1
OG0003919	XP_312450.4	XP_031788772.1, XP_031788774.1
OG0003920	XP_001689084.1, XP_318039.3	XP_031784392.1
OG0003921	XP_319681.2	XP_001603787.2
OG0003922	XP_317383.4	XP_031783835.1
OG0003924	XP_321093.4, XP_003435980.1	XP_001603527.1, XP_032455503.1
OG0003925	XP_003437095.1, XP_311307.4	XP_032453859.1, XP_016839114.1
OG0003926	XP_320129.3	XP_016844808.1
OG0003927	XP_320900.3	XP_001607778.2
OG0003928	XP_313769.4	XP_031788167.1
OG0003929	XP_003435903.1, XP_321406.5	XP_001599684.2
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	NP_001180379.1, XP_031783895.1
OG0003931	XP_309977.3	XP_031781591.2
