Orthogroup	Anopheles_gambiae	Bombyx_mori
OG0003024	XP_315945.4	XP_004926410.2
OG0003025	XP_308516.1	NP_001040402.1
OG0003026	XP_312856.4	XP_004932642.1
OG0003027	XP_001689248.1	XP_037874911.1
OG0003028	XP_315863.3	XP_037866900.1
OG0003029	XP_001687927.1, XP_318663.4	XP_004930764.1
OG0003030	XP_319524.2	XP_004922109.1
OG0003031	XP_306830.2, XP_312975.5	NP_001036934.1
OG0003032	XP_552635.3	NP_001103763.1, XP_037876462.1, XP_004927742.1
OG0003033	XP_315950.4	XP_004922255.1
OG0003034	XP_308051.4	XP_004925115.2
OG0003035	XP_315515.4	XP_004925992.1
OG0003036	XP_312139.4	XP_004932541.2, XP_004932542.2
OG0003037	XP_321646.3	XP_037867851.1, XP_012550364.2
OG0003038	XP_319600.4	XP_004931007.1, XP_021206758.1, XP_021206761.1, XP_021206760.1, XP_021206759.1, XP_012550001.1
OG0003039	XP_313594.4	XP_004921971.2, XP_037877264.1
OG0003040	XP_320980.4	XP_004925272.1
OG0003041	XP_003436591.1, XP_310274.7	XP_004923161.2
OG0003042	XP_309862.3	XP_037875432.1
OG0003043	XP_318515.3	XP_037870766.1
OG0003044	XP_311004.5	XP_037867730.1
OG0003045	XP_307557.3, XP_319047.3, XP_319046.4	XP_012549136.1
OG0003046	XP_001689233.1, XP_320199.4, XP_001230399.1	XP_004923669.2
OG0003047	XP_318733.3	XP_012546494.1
OG0003048	XP_322027.4	XP_004929655.1
OG0003049	XP_313372.4	XP_021206028.1, XP_004929841.1
OG0003051	XP_321492.4	XP_037874002.1
OG0003052	XP_003436378.1, XP_562817.2, XP_003436376.1, XP_003436377.1	XP_004929464.1
OG0003053	XP_312272.1	NP_001182394.1
OG0003054	XP_314023.3	XP_004925905.1
OG0003055	XP_314179.3	XP_004921972.2
OG0003056	XP_322063.5	XP_037874368.1
OG0003057	XP_319033.3	XP_004924850.1
OG0003058	XP_307927.5	XP_004928283.1
OG0003059	XP_309514.2	XP_004927772.1
OG0003060	XP_313646.4, XP_003436796.1, XP_003436795.1, XP_003436794.1, XP_003436793.1, XP_003436792.1	NP_001040245.1
OG0003061	XP_312936.3	XP_037875551.1
OG0003062	XP_001688793.1, XP_316201.4	XP_004923116.1
OG0003064	XP_311781.4	XP_004931556.1
OG0003065	XP_319983.4	NP_001036921.1
OG0003066	XP_315683.2	XP_004929914.1
OG0003067	XP_319496.2	XP_004928246.1
OG0003068	XP_306831.2, XP_312974.2	XP_004925128.1
OG0003069	XP_315430.3	XP_004922172.1
OG0003070	XP_320328.4	XP_037866976.1
OG0003071	XP_319230.4	XP_004933776.2
OG0003072	XP_309660.5, XP_309659.5	XP_037876646.1
OG0003073	XP_001689093.1, XP_318069.4	NP_001040239.1, XP_037875048.1
OG0003074	XP_310637.2	XP_012550969.1
OG0003075	XP_556087.3, XP_556088.3	XP_037875655.1, XP_037875654.1
OG0003076	XP_312888.5	XP_012550361.1, XP_021207104.1
OG0003077	XP_314117.4	XP_004931955.2, XP_037875032.1
OG0003078	XP_319462.4	XP_004928710.2
OG0003080	XP_320803.3	XP_004928870.1
OG0003081	XP_315329.2	XP_004933552.1
OG0003082	XP_311869.4	XP_004928557.1
OG0003083	XP_318459.5	XP_037874461.1, XP_021205872.1
OG0003084	XP_311192.5	XP_012543958.2
OG0003085	XP_317578.4	XP_021205801.2
OG0003086	XP_308193.4	XP_004927192.1
OG0003087	XP_320354.4	XP_012546855.2
OG0003088	XP_321426.4	XP_021202297.2
OG0003089	XP_001689310.2	XP_012551303.2, XP_021207804.1
OG0003090	XP_308746.4	XP_004921950.1
OG0003091	XP_003436341.1, XP_003436343.1, XP_003436342.1, XP_563112.4	XP_037874464.1
OG0003092	XP_317674.2	XP_004933572.1
OG0003094	XP_001238509.3	XP_004928300.1
OG0003095	XP_315892.4, XP_001237715.2	XP_037870444.1, XP_037870445.1
OG0003097	XP_320683.2	XP_037872561.1, NP_001296539.1
OG0003098	XP_317464.4	XP_012549803.3
OG0003099	XP_311856.3, XP_003436356.1	NP_001136443.1, XP_012548051.2
OG0003100	XP_316693.3	XP_004928359.1, XP_004928358.1, XP_004928357.1, XP_004928356.1
OG0003101	XP_318429.4	NP_001182006.1
OG0003102	XP_316625.4	XP_037874838.1, XP_004924809.1
OG0003103	XP_315779.4	XP_012549040.1
OG0003104	XP_565241.2	XP_021206990.1
OG0003105	XP_001237544.3	XP_012552873.1, XP_004923056.1
OG0003106	XP_001689237.1	XP_021202969.1
OG0003107	XP_320383.2	XP_004929285.1
OG0003108	XP_318844.4	XP_037868623.1, NP_001166791.1, NP_001036952.1
OG0003108	XP_318845.4	NP_001166790.1
OG0003109	XP_313177.5, XP_003436760.1, XP_318659.4	XP_021207877.2
OG0003110	XP_321732.5	XP_037869905.1
OG0003111	XP_559060.2	XP_037867940.1
OG0003112	XP_314140.3	XP_012553028.2, XP_037869423.1
OG0003114	XP_565101.3	XP_012552039.2
OG0003115	XP_320350.4	XP_012545700.1, XP_037873993.1, XP_037873988.1
OG0003116	XP_321299.4	XP_004928522.1
OG0003118	XP_309922.4	XP_021206795.1
OG0003119	XP_320531.4	XP_004923354.2
OG0003120	XP_001238286.1, XP_320280.4	XP_012547295.1
OG0003121	XP_562883.4	XP_004931411.1
OG0003122	XP_001238206.1	XP_037866475.1
OG0003123	XP_318461.2	XP_004923957.1
OG0003124	XP_319166.4	NP_001040493.1
OG0003125	XP_321188.4	XP_037873120.1
OG0003126	XP_314682.4	XP_004924357.2
OG0003127	XP_314074.3	XP_037872244.1
OG0003128	XP_308523.4	XP_012551474.1
OG0003130	XP_311438.3	XP_037875821.1
OG0003131	XP_319113.4	XP_037875443.1
OG0003132	XP_003436210.1, XP_001237450.3	XP_037872494.1, XP_037872481.1
OG0003133	XP_315444.4	XP_021209107.2
OG0003134	XP_312890.4	XP_004931919.2, XP_004931918.2, XP_037874695.1
OG0003135	XP_001689062.1	XP_004926879.1
OG0003136	XP_003437146.1, XP_003437145.1, XP_003437148.1, XP_003437149.1, XP_309131.4, XP_003437147.1, XP_003437150.1	XP_012544301.1
OG0003137	XP_315540.2	XP_037866618.1
OG0003138	XP_315133.3	XP_037871603.1
OG0003139	XP_318292.1	XP_004926636.1
OG0003142	XP_001688514.1, XP_314057.4	XP_021208400.1
OG0003143	XP_315956.4	XP_004931524.2
OG0003144	XP_001230569.1	XP_012547709.1, NP_001124368.1
OG0003145	XP_311270.5	XP_037870759.1
OG0003146	XP_003436470.1, XP_003436471.1, XP_558852.4, XP_003436468.1, XP_003436469.1, XP_003436467.1	XP_004922937.1
OG0003147	XP_320088.4	XP_037869090.1
OG0003148	XP_001688470.1, XP_313899.4	XP_004927743.1
OG0003149	XP_308445.4	XP_004926554.1
OG0003150	XP_315617.3	XP_012544458.1
OG0003151	XP_308634.3	XP_012545645.1, XP_004925941.1
OG0003152	XP_566152.4	XP_012544664.1, NP_001040181.1
OG0003153	XP_317690.3	XP_012549218.2
OG0003154	XP_310641.4	XP_037866916.1, XP_037866927.1
OG0003155	XP_318477.4	XP_004921902.1, XP_037876262.1
OG0003156	XP_001688466.2, XP_313652.5	XP_037867608.1, XP_021201879.1
OG0003159	XP_555482.2	XP_012550949.2
OG0003160	XP_312074.3, XP_003436260.1	XP_004921993.2
OG0003162	XP_316864.4	XP_004928657.1
OG0003163	XP_311334.4	XP_021208350.1, XP_021208349.1
OG0003164	XP_311300.4	XP_037867437.1
OG0003165	XP_313944.4	XP_004930387.2
OG0003166	XP_001687758.1	XP_004927856.1
OG0003167	XP_003436799.1, XP_001237517.3, XP_319236.4	XP_037870379.1
OG0003168	XP_003436459.1, XP_003436458.1	XP_012552852.2, XP_021209007.2
OG0003169	XP_003436824.1, XP_313754.3	NP_001040485.1
OG0003171	XP_308328.4	NP_001296547.1, XP_037872560.1, XP_012545562.1, NP_001266377.1
OG0003172	XP_310672.5	NP_001184180.1, XP_037873785.1
OG0003173	XP_001688738.1	XP_004932362.1
OG0003174	XP_317743.4	XP_004924908.2
OG0003175	XP_320741.4	NP_001233147.1
OG0003176	XP_314116.4	XP_037872956.1
OG0003177	XP_309634.5	XP_004929411.1
OG0003178	XP_554264.3	XP_012550047.1
OG0003179	XP_311735.5	XP_037871470.1
OG0003180	XP_310880.4	XP_021208635.1, XP_021208636.1, XP_004933707.3, XP_037872789.1
OG0003181	XP_313812.5, XP_003436832.1	XP_037869874.1, XP_037869873.1
OG0003182	XP_001689293.1	XP_037875843.1
OG0003183	XP_313147.4	XP_012544289.1, NP_001040171.1
OG0003184	XP_320963.5	NP_001296521.1
OG0003185	XP_001237254.3	XP_037869005.1
OG0003186	XP_321432.5	XP_037873597.1
OG0003187	XP_317536.4	XP_037870642.1
OG0003188	XP_315981.4	XP_012545834.1
OG0003189	XP_320584.4	XP_037866448.1, XP_037866449.1, XP_004929212.4
OG0003190	XP_320372.4	XP_037869394.1
OG0003191	XP_001689075.1, XP_554547.3	XP_004923649.1
OG0003192	XP_309823.2	XP_037875971.1, XP_037875962.1
OG0003193	XP_315955.4	XP_004931651.2
OG0003194	XP_314999.4	XP_012547552.1
OG0003195	XP_311450.4	XP_037876321.1
OG0003197	XP_001688545.1	XP_037872723.1
OG0003198	XP_317688.3	XP_012550321.1, XP_004922413.1
OG0003199	XP_001688114.1, XP_308861.4, XP_317197.4	XP_021208969.1
OG0003200	XP_318928.4	XP_037868437.1
OG0003201	XP_314834.4	XP_037875274.1
OG0003202	XP_555870.4, XP_001688969.2	XP_012553001.2
OG0003203	XP_308871.4	XP_012552965.2
OG0003206	XP_003436899.1, XP_311113.4	NP_001091748.1, XP_037876464.1
OG0003207	XP_003436580.1, XP_313505.5, XP_003436579.1, XP_003436581.1, XP_003436577.1, XP_003436578.1	XP_037868891.1
OG0003208	XP_313285.3	XP_004930698.1
OG0003208	XP_320562.4, XP_320560.3	XP_004927786.2
OG0003209	XP_315027.4	XP_037867919.1, XP_021207101.1
OG0003210	XP_316339.4	XP_037873748.1
OG0003211	XP_562412.4	XP_021202515.1
OG0003212	XP_310916.5, XP_310917.4	XP_037875814.1, XP_004924921.1, XP_021202786.1, XP_021202787.1
OG0003213	XP_315420.4	XP_037876624.1
OG0003214	XP_310748.5, XP_310746.5	XP_004928450.1
OG0003215	XP_317640.3	NP_001274773.1
OG0003217	XP_308958.4, XP_001688143.1	XP_012545219.1
OG0003218	XP_321055.5	XP_004931278.1, XP_037873301.1
OG0003219	XP_312652.3	NP_001040541.1
OG0003221	XP_320214.4	XP_012546851.2
OG0003222	XP_318690.4, XP_314744.3	XP_004921630.1
OG0003223	XP_320583.3	NP_001037542.1
OG0003225	XP_315125.4	XP_021208482.1
OG0003226	XP_001689111.1	XP_037874021.1
OG0003227	XP_315662.4	XP_004927921.2
OG0003228	XP_314980.3	XP_037867781.1, XP_012545108.1
OG0003229	XP_317053.4	XP_004929933.1, XP_004929932.1
OG0003230	XP_001230616.1, XP_308126.3	XP_004925966.1
OG0003231	XP_003436460.1	XP_037872753.1
OG0003232	XP_317336.3	XP_004931841.2
OG0003234	XP_003437033.1, XP_565765.4	XP_012553247.1
OG0003235	XP_554332.1	XP_004922747.1, XP_004931732.1
OG0003237	XP_308538.4	XP_021202220.2
OG0003238	XP_003436959.1, XP_310854.5	XP_004923243.1
OG0003239	XP_556672.3	XP_012550748.2
OG0003241	XP_003435738.1, XP_001689401.2	XP_037876875.1, XP_037877386.1
OG0003242	XP_316331.2	XP_004924799.1
OG0003243	XP_318944.4	XP_004929265.1
OG0003244	XP_317158.4	XP_012548587.1
OG0003246	XP_319982.4	XP_021203780.1
OG0003247	XP_317656.3	XP_004927020.1
OG0003248	XP_321046.3	NP_001037353.1
OG0003249	XP_312339.5	XP_037876144.1
OG0003262	XP_321390.3, XP_316822.4	NP_001037410.1
OG0003263	XP_319345.3	XP_004926298.1
OG0003264	XP_320423.4, XP_320446.2	XP_037875942.1, NP_001040450.1, XP_037868917.1
OG0003265	XP_310576.1, XP_001237270.1	XP_004930738.1
OG0003266	XP_309973.2	NP_001040412.1, XP_021206931.1
OG0003267	XP_315778.3	NP_001128193.1
OG0003268	XP_001688693.1, XP_315621.4	XP_004922824.1
OG0003269	XP_310009.4	XP_004921737.1
OG0003270	XP_312828.3, XP_306495.4	XP_012547703.1, NP_001103823.1
OG0003271	XP_317835.4	XP_004932931.1
OG0003272	XP_003437026.1, XP_565801.1, XP_318584.1	XP_037869057.1, NP_001037570.1
OG0003273	XP_003435863.1, XP_003435862.1	NP_001040540.1
OG0003274	XP_313042.4	XP_037876158.1
OG0003275	XP_312392.3	NP_001037598.1
OG0003276	XP_311226.4, XP_003437066.1	XP_037867933.1, XP_037867936.1
OG0003277	XP_310263.2	XP_004928493.1
OG0003279	XP_320407.3	XP_037870022.1
OG0003280	XP_003436744.1, XP_313133.4	XP_037874925.1, XP_037874926.1
OG0003281	XP_321175.4	NP_001040126.1
OG0003282	XP_316942.3	XP_004932115.2
OG0003284	XP_315433.4	NP_001037237.1
OG0003285	XP_001687888.1, XP_308294.3	NP_001037217.1
OG0003286	XP_309296.4	XP_004922012.1
OG0003287	XP_001237951.2	XP_004926809.1
OG0003288	XP_321824.3	XP_037876243.1, XP_037876244.1
OG0003289	XP_319374.4	XP_012548296.1, NP_001165397.1
OG0003290	XP_318603.3	NP_001091804.1, XP_012543761.1
OG0003291	XP_313371.4	XP_037871215.1
OG0003292	XP_001688930.1, XP_316636.4	NP_001040433.1
OG0003293	XP_317118.4	NP_001091775.1
OG0003294	XP_315834.2	XP_004932696.1
OG0003295	XP_308794.4	NP_001036860.1
OG0003296	XP_317344.4	XP_004924411.2, XP_012544310.2
OG0003297	XP_317216.2	XP_004921555.1, XP_004921554.1, XP_037869464.1
OG0003298	XP_318711.4	XP_004930918.1
OG0003299	XP_313420.3, XP_307038.2, XP_307097.4	NP_001037648.1
OG0003300	XP_313921.3	XP_004929399.1, XP_004929401.1, XP_012548547.1, XP_004929400.1
OG0003301	XP_319026.1	NP_001091825.1
OG0003302	XP_314088.2	XP_004933264.1
OG0003303	XP_321212.4	XP_037872563.1, NP_001036975.1
OG0003304	XP_317916.4	XP_037868694.1, XP_037868657.1
OG0003305	XP_310401.2	XP_004926448.2
OG0003306	XP_320267.2	NP_001040395.1
OG0003307	XP_313704.5	NP_001040153.1
OG0003308	XP_565967.3	XP_004932689.1
OG0003309	XP_003436748.1, XP_003436749.1, XP_313149.3	NP_001036853.1, XP_012549118.1
OG0003311	XP_003435864.1	NP_001040418.1
OG0003312	XP_312017.5	NP_001091803.1
OG0003313	XP_317079.2	XP_037877667.1, NP_001040500.1
OG0003314	XP_308920.4	XP_037873514.1, XP_004932772.1
OG0003315	XP_319072.4	XP_037873035.1
OG0003316	XP_311176.4	XP_004927158.2
OG0003317	XP_316971.2	NP_001040179.1
OG0003318	XP_318434.3	XP_004932635.1
OG0003319	XP_312024.3	XP_037870283.1
OG0003320	XP_320405.4	NP_001040255.1
OG0003321	XP_316723.3	XP_012548733.1
OG0003322	XP_312231.1	XP_012545885.1, XP_012545884.1, XP_012545886.1
OG0003323	XP_315088.4	XP_004931515.1
OG0003324	XP_315064.3, XP_001688609.1	XP_004932002.1
OG0003325	XP_318425.5	NP_001040360.3, XP_021207540.1
OG0003327	XP_310836.5	XP_021207615.1
OG0003328	XP_310258.5	XP_004926897.2
OG0003329	XP_317947.4	XP_004923800.1
OG0003330	XP_551760.3	XP_037876943.1
OG0003331	XP_001688585.1, XP_001688583.1	XP_021205727.1
OG0003332	XP_312581.4	NP_001037548.1, XP_012553271.1
OG0003333	XP_559658.3	XP_012553403.1
OG0003334	XP_308938.4	NP_001243977.1
OG0003335	XP_315401.4	XP_004921565.1
OG0003336	XP_309138.3	XP_004930603.1
OG0003337	XP_313869.5, XP_313871.5	NP_001128675.1, XP_037867296.1
OG0003339	XP_316791.5	XP_037868284.1, XP_037868285.1
OG0003340	XP_315706.4	XP_012552772.1
OG0003341	XP_319696.4	XP_012552031.1
OG0003342	XP_562694.4	XP_037872627.1
OG0003343	XP_321721.5	XP_004925213.1
OG0003345	XP_308557.2	XP_004926152.1
OG0003346	XP_311628.4	XP_012549559.1
OG0003347	XP_321371.3	XP_004922585.1
OG0003348	XP_315400.4	XP_004931522.1
OG0003349	XP_312193.4	XP_004925131.1
OG0003350	XP_309608.4, XP_003436700.1	XP_037876025.1, XP_037876024.1
OG0003351	XP_313396.5	XP_037872765.1, XP_037872766.1, XP_004921990.1
OG0003352	XP_317997.3	XP_004931589.2
OG0003353	XP_311155.4	NP_001243929.1, XP_037870655.1
OG0003354	XP_321621.5	XP_012547657.1
OG0003355	XP_554113.3	XP_037873750.1
OG0003356	XP_312148.3	XP_004926336.1
OG0003357	XP_003436690.1, XP_318484.5	XP_004924579.1
OG0003358	XP_311877.3, XP_001237398.2	XP_004928555.2
OG0003360	XP_562993.2	XP_004927854.1
OG0003361	XP_317535.4	XP_012548532.1, NP_001153672.1
OG0003362	XP_310522.2	NP_001116822.2
OG0003363	XP_559661.3, XP_003436641.1, XP_003436640.1	XP_004930699.2
OG0003364	XP_309214.2, XP_003437170.1	XP_004932559.2
OG0003365	XP_314885.3	XP_004923647.1
OG0003366	XP_001687820.2	XP_037873300.1, XP_012545316.1, XP_004925606.1
OG0003367	XP_311999.4	XP_021207078.1
OG0003368	XP_312831.5, XP_003436405.1	NP_001040473.1, XP_037875582.1, NP_001239349.1
OG0003369	XP_315058.4	XP_037873682.1
OG0003370	XP_311530.4	XP_012549068.1
OG0003371	XP_321691.5, XP_003435832.1	XP_012545023.1, XP_004925184.1
OG0003372	XP_317806.4	XP_012549195.3
OG0003373	XP_311969.5	XP_004928972.1
OG0003374	XP_003436801.1, XP_313675.5	XP_004921855.1
OG0003376	XP_321875.3	XP_012543835.2
OG0003377	XP_307961.5	XP_004925437.2
OG0003378	XP_563746.4, XP_003436124.1	XP_012547388.2, XP_004933172.1
OG0003379	XP_552892.3	XP_012551872.2
OG0003380	XP_321784.3	XP_012544283.1
OG0003382	XP_564289.3	XP_004932650.2
OG0003383	XP_315952.3	XP_012551292.2
OG0003384	XP_553424.2, XP_318581.1	NP_001040345.1
OG0003385	XP_314634.4	XP_004922392.1
OG0003386	XP_319747.4	XP_037872968.1, XP_037872960.1
OG0003386	XP_319748.4	XP_021208393.1
OG0003387	XP_319398.3	XP_004923819.1
OG0003388	XP_317696.4	XP_004926778.1
OG0003389	XP_315821.2	XP_012547904.2, XP_037872099.1
OG0003389	XP_312174.4	XP_004930096.1
OG0003390	XP_024667087.1, XP_314897.4	XP_004924554.1
OG0003392	XP_312997.5	XP_037876583.1
OG0003393	XP_319666.2	NP_001296498.1
OG0003394	XP_312870.1	XP_037872831.1
OG0003395	XP_319244.3	XP_004927977.1
OG0003396	XP_563533.3	NP_001166784.1
OG0003396	XP_312313.1	NP_001166789.1
OG0003397	XP_310658.4	XP_004924567.1, XP_004933905.1
OG0003398	XP_563821.4	XP_037867685.1
OG0003399	XP_557716.2, XP_314679.4	XP_012550017.1
OG0003400	XP_315928.3	XP_037869265.1
OG0003401	XP_321165.5	XP_004929674.1
OG0003402	XP_311544.3	XP_004923164.1
OG0003403	XP_311141.5	XP_021209096.2, XP_021209089.2
OG0003404	XP_001689173.1	XP_037874486.1
OG0003405	XP_317815.4	XP_037871358.1
OG0003406	XP_562353.4	XP_037867643.1, XP_037867631.1
OG0003407	XP_313762.5	XP_004922649.1
OG0003408	XP_310525.5, XP_001688291.2	XP_037868876.1, XP_037868877.1
OG0003409	XP_310125.4	XP_004930345.1
OG0003410	XP_319290.3	XP_004925830.1
OG0003411	XP_565108.3	XP_004922409.2
OG0003412	XP_003436241.1	XP_021204256.2
OG0003413	XP_001237047.2	XP_004925345.1
OG0003414	XP_320309.4	NP_001093305.1
OG0003416	XP_314563.4	XP_004928023.1
OG0003417	XP_318119.3	XP_004931696.1
OG0003419	XP_321964.4	XP_004929717.2
OG0003420	XP_312410.3	XP_012545519.1, XP_004925780.1, XP_012545518.1
OG0003421	XP_316663.4	XP_004933417.1
OG0003422	XP_320576.3, XP_001238263.2	XP_004930225.1
OG0003423	XP_308518.4	XP_004924881.1
OG0003424	XP_310372.3	XP_004928483.1
OG0003425	XP_312411.4	XP_004932658.2
OG0003426	XP_307932.5	XP_021203256.2, XP_021203255.2
OG0003427	XP_311930.4	XP_037874488.1
OG0003428	XP_309328.3	XP_037871417.1
OG0003429	XP_564510.2, XP_308161.4	XP_037868100.1
OG0003430	XP_309319.4	XP_012551357.1
OG0003431	XP_322064.4	NP_001036922.1, XP_037874254.1
OG0003432	XP_308098.4	XP_012547178.1
OG0003433	XP_001230474.2, XP_319216.4	XP_037873527.1, XP_037873528.1
OG0003435	XP_315335.4	NP_001244267.1, XP_012550378.2
OG0003436	XP_311022.5	XP_004932809.1
OG0003437	XP_318197.4	XP_037875684.1, XP_037877263.1
OG0003438	XP_311140.4	XP_004921818.1, XP_012544894.1
OG0003439	XP_313565.4	XP_037872285.1
OG0003441	XP_558128.3	XP_004927784.2
OG0003442	XP_309769.4	XP_037866515.1, XP_037866516.1
OG0003444	XP_319704.4	NP_001037085.1, XP_021207029.1
OG0003445	XP_318322.5	XP_037871019.1
OG0003446	XP_001688970.1	NP_001098696.1
OG0003447	XP_312147.2	NP_001296546.1, XP_004922011.1
OG0003448	XP_314324.4	XP_004933026.1
OG0003449	XP_308386.4, XP_001687912.1	XP_021206165.1
OG0003450	XP_003436452.1, XP_314250.3	NP_001040542.1
OG0003451	XP_003436706.1, XP_003436705.1, XP_309626.4	XP_004923511.1
OG0003452	XP_312883.4	XP_021205053.1
OG0003453	XP_321941.1	XP_012552434.1, XP_012552430.1
OG0003454	XP_309748.2	NP_001037059.1
OG0003455	XP_311362.3	XP_037873852.1
OG0003456	XP_315565.3	XP_004932145.1
OG0003457	XP_310262.5	NP_001040394.1
OG0003458	XP_312562.2	XP_012547359.2, XP_012547357.2
OG0003460	XP_312517.5	XP_004926473.1
OG0003462	XP_001237307.3	XP_037873712.1, XP_021206608.2
OG0003463	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1	XP_004924684.1
OG0003464	XP_564835.2, XP_001687942.1, XP_001687943.1	NP_001036997.1
OG0003465	XP_309088.3	XP_004922169.1
OG0003466	XP_318583.4	XP_004926531.3
OG0003467	XP_310425.3	XP_004927141.1
OG0003468	XP_559078.3	XP_037877566.1, XP_021207394.2
OG0003470	XP_315949.4	XP_004927777.2
OG0003471	XP_310537.4	XP_004930371.2
OG0003472	XP_320187.4	XP_037877856.1
OG0003473	XP_003436944.1, XP_003436943.1, XP_310894.3	XP_037875053.1
OG0003474	XP_311945.4	XP_037868743.1
OG0003475	XP_309774.1, XP_313699.3	XP_004930566.1
OG0003476	XP_318503.4	XP_012547078.1, XP_004922070.2
OG0003477	XP_311197.3	NP_001091822.1
OG0003478	XP_309517.4	XP_004927649.1
OG0003479	XP_001688790.1, XP_556823.3	XP_021207253.2
OG0003480	XP_319052.4	XP_004925542.3
OG0003481	XP_315378.2	XP_012544254.1
OG0003482	XP_320641.4	XP_037871232.1
OG0003483	XP_313029.4	NP_001037010.1
OG0003484	XP_003436225.1, XP_312198.5	XP_037874376.1
OG0003485	XP_309073.4	XP_021208538.2
OG0003486	XP_308636.2	XP_004932951.1
OG0003487	XP_310540.4	NP_001182384.1
OG0003488	XP_320250.2	XP_004932663.1
OG0003489	XP_308845.4, XP_308847.4, XP_308846.4	NP_001040318.1, XP_037867815.1
OG0003490	XP_562476.3	XP_037871305.1
OG0003491	XP_001237042.2	XP_012547173.2
OG0003493	XP_320679.4	XP_037874692.1
OG0003494	XP_307158.4, XP_313252.5	XP_012551801.2
OG0003495	XP_313693.4	XP_004933065.1
OG0003496	XP_001237693.2	NP_001140197.1, XP_037869524.1
OG0003497	XP_314491.4	XP_012551388.1
OG0003498	XP_311461.2	NP_001040497.1
OG0003499	XP_562878.4, XP_003436398.1, XP_001687785.1	XP_037867924.1
OG0003500	XP_314038.3	XP_004931538.1
OG0003501	XP_320714.4	XP_012547360.1, XP_004927893.1
OG0003502	XP_321885.2	XP_004921959.1
OG0003503	XP_311469.2	XP_021208616.1
OG0003504	XP_310766.5	XP_021207708.2
OG0003506	XP_001689027.1	XP_004922429.1
OG0003507	XP_001238161.2	XP_037872748.1
OG0003508	XP_311745.5	XP_004930904.1
OG0003509	XP_319358.4	XP_012543864.1
OG0003510	XP_308385.3	XP_037875352.1, XP_037875351.1
OG0003511	XP_307786.5	XP_004930466.1
OG0003512	XP_321806.4	XP_004929710.3
OG0003513	XP_315976.4, XP_001688759.1	XP_021208073.1, XP_021208074.1
OG0003514	XP_319913.2	NP_001040342.1
OG0003515	XP_312912.4, XP_003436419.1	XP_021207919.1
OG0003517	XP_003437144.1, XP_309129.3	XP_012544329.2, XP_037877383.1
OG0003518	XP_313155.3	NP_001296511.1, XP_037871506.1
OG0003519	XP_320238.3	XP_037870775.1
OG0003520	XP_309330.4	XP_037876845.1, XP_037876844.1
OG0003521	XP_563719.3	XP_004925657.1
OG0003523	XP_001238576.3	XP_004926031.1
OG0003524	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1	NP_001091835.2
OG0003525	XP_308856.3	XP_012549064.1
OG0003526	XP_311682.5	XP_004927044.1
OG0003527	XP_315176.5	XP_037877233.1, XP_037876955.1, XP_037876956.1
OG0003529	XP_001689044.1	NP_001140193.1
OG0003530	XP_312550.4	XP_021207110.1
OG0003531	XP_308708.3	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1
OG0003532	XP_310402.4	XP_021202687.1, XP_012544614.1
OG0003533	XP_318087.2	XP_037872430.1
OG0003534	XP_309452.4	XP_037868931.1
OG0003535	XP_321605.3	XP_037875647.1
OG0003536	XP_310984.4	XP_004928256.2
OG0003537	XP_320284.4	XP_012544105.1
OG0003538	XP_309785.4	XP_012543915.1
OG0003539	XP_317509.1	XP_004928604.2
OG0003540	XP_001230805.1	XP_012553269.1, NP_001037307.1
OG0003541	XP_001231185.2, XP_322031.4	XP_004925449.2
OG0003543	XP_310644.5	XP_012547293.2, XP_012547289.2
OG0003544	XP_314872.1	XP_004925555.1
OG0003545	XP_311200.5	XP_004923221.1
OG0003545	XP_313726.5	XP_021206782.2, XP_037877819.1
OG0003546	XP_312093.1	XP_004923328.2
OG0003547	XP_001688509.1	XP_012550249.1, XP_021206392.1
OG0003548	XP_001688356.2	XP_004925066.2
OG0003549	XP_311520.4	XP_004924159.1
OG0003550	XP_319614.4	XP_004925430.2
OG0003551	XP_316718.4, XP_001688953.1	XP_021208344.2
OG0003552	XP_313737.5, XP_313738.5	XP_021205024.1
OG0003553	XP_316537.2	XP_012551586.1
OG0003554	XP_311415.4	XP_037875891.1
OG0003555	XP_309758.4	XP_004928596.1
OG0003556	XP_310923.4, XP_310922.4	XP_037874820.1
OG0003557	XP_311985.4	XP_004929733.2
OG0003558	XP_314485.3, XP_001237566.1	XP_037875118.1
OG0003559	XP_003435902.1, XP_001238476.3	XP_037867544.1
OG0003560	XP_313036.4	XP_021201878.2
OG0003561	XP_307342.3, XP_308525.2	NP_001135963.1
OG0003563	XP_319213.4, XP_311311.5	XP_037875812.1
OG0003564	XP_319845.3	XP_037877761.1
OG0003565	XP_319973.4	XP_037866447.1, XP_004929264.4
OG0003566	XP_308378.4	XP_004921932.1
OG0003567	XP_312637.2	XP_004921862.1
OG0003568	XP_309374.4	XP_012546407.1
OG0003569	XP_001237363.3, XP_003436903.1	XP_021203981.2
OG0003570	XP_309978.4, XP_307032.4	XP_037869896.1
OG0003571	XP_311699.2	XP_037867390.1
OG0003572	XP_313023.4	XP_004923039.1, XP_004923040.1
OG0003573	XP_311104.5	XP_037867617.1, XP_021206523.1
OG0003574	XP_322008.3	XP_004922723.1
