Orthogroup	Anopheles_gambiae	Solenopsis_invicta
OG0003370	XP_311530.4	XP_039305562.1
OG0003371	XP_321691.5, XP_003435832.1	XP_011168317.1
OG0003372	XP_317806.4	XP_011170932.2
OG0003373	XP_311969.5	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_003436801.1, XP_313675.5	XP_011170848.1
OG0003375	XP_001237161.2	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_321875.3	XP_011158846.1
OG0003377	XP_307961.5	XP_039312150.1, XP_011157899.1
OG0003378	XP_563746.4, XP_003436124.1	XP_011158424.1
OG0003379	XP_552892.3	XP_011164032.1
OG0003380	XP_321784.3	XP_011159525.1, XP_011159526.1
OG0003382	XP_564289.3	XP_011170060.1
OG0003383	XP_315952.3	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_553424.2, XP_318581.1	XP_025993031.2
OG0003385	XP_314634.4	XP_011167382.1
OG0003387	XP_319398.3	XP_011158923.1
OG0003388	XP_317696.4	XP_011164028.1
OG0003389	XP_315821.2, XP_312174.4	XP_039308685.1
OG0003390	XP_024667087.1, XP_314897.4	XP_011170765.1, XP_025989977.1
OG0003392	XP_312997.5	XP_025991945.2
OG0003393	XP_319666.2	XP_011175706.1
OG0003394	XP_312870.1	XP_011168554.1
OG0003395	XP_319244.3	XP_011162479.1
OG0003396	XP_563533.3	XP_011164775.1
OG0003397	XP_310658.4	XP_039310081.1
OG0003399	XP_557716.2, XP_314679.4	XP_011172373.2
OG0003400	XP_315928.3	XP_011167556.3
OG0003401	XP_321165.5	XP_011159605.1
OG0003402	XP_311544.3	XP_011158523.1
OG0003403	XP_311141.5	XP_011173152.1
OG0003404	XP_001689173.1	XP_039315476.1
OG0003405	XP_317815.4	XP_025996980.1
OG0003406	XP_562353.4	XP_039305644.1, XP_039305639.1
OG0003407	XP_313762.5	XP_011162767.2
OG0003408	XP_310525.5, XP_001688291.2	XP_025988007.1
OG0003409	XP_310125.4	XP_011168025.1
OG0003410	XP_319290.3	XP_011169045.1
OG0003411	XP_565108.3	XP_011169030.1
OG0003412	XP_003436241.1	XP_011166294.1
OG0003413	XP_001237047.2	XP_039302638.1
OG0003414	XP_320309.4	XP_011161029.1
OG0003416	XP_314563.4	XP_011166755.1
OG0003417	XP_318119.3	XP_039304476.1, XP_039304478.1
OG0003418	XP_553774.3	XP_011167758.1
OG0003419	XP_321964.4	XP_025996837.1
OG0003420	XP_312410.3	XP_011169674.1
OG0003421	XP_316663.4	XP_011175711.1
OG0003422	XP_320576.3, XP_001238263.2	XP_011155644.1, XP_039302694.1
OG0003423	XP_308518.4	XP_011159326.2
OG0003424	XP_310372.3	XP_011159090.1
OG0003425	XP_312411.4	XP_011163075.1
OG0003426	XP_307932.5	XP_025988070.1, XP_025988071.1
OG0003427	XP_311930.4	XP_011163689.1
OG0003428	XP_309328.3	XP_011167947.1
OG0003429	XP_564510.2, XP_308161.4	XP_025995548.1
OG0003431	XP_322064.4	XP_011172180.1, XP_039303289.1
OG0003432	XP_308098.4	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_001230474.2, XP_319216.4	XP_011159440.1
OG0003435	XP_315335.4	XP_011163900.2
OG0003436	XP_311022.5	XP_011168469.2
OG0003437	XP_318197.4	XP_011157667.1
OG0003438	XP_311140.4	XP_011155524.2
OG0003439	XP_313565.4	XP_025994536.1
OG0003442	XP_309769.4	XP_039312379.1
OG0003444	XP_319704.4	XP_025987672.2
OG0003445	XP_318322.5	XP_039302293.1
OG0003446	XP_001688970.1	XP_011155390.1
OG0003447	XP_312147.2	XP_039306897.1, XP_011172830.1
OG0003448	XP_314324.4	XP_011168417.2, XP_039309237.1
OG0003449	XP_308386.4, XP_001687912.1	XP_011160159.1
OG0003450	XP_003436452.1, XP_314250.3	XP_011155610.2
OG0003451	XP_003436706.1, XP_003436705.1, XP_309626.4	XP_011172134.1
OG0003452	XP_312883.4	XP_011156026.1
OG0003453	XP_321941.1	XP_039315183.1
OG0003454	XP_309748.2	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_311362.3	XP_011168917.1
OG0003456	XP_315565.3	XP_011162716.1
OG0003457	XP_310262.5	XP_011166944.1
OG0003458	XP_312562.2	XP_025995460.1
OG0003460	XP_312517.5	XP_011162632.1
OG0003462	XP_001237307.3	XP_025993799.2
OG0003463	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1	XP_011160595.1
OG0003464	XP_564835.2, XP_001687942.1, XP_001687943.1	XP_011165321.1
OG0003465	XP_309088.3	XP_011173159.1
OG0003466	XP_318583.4	XP_011172223.1
OG0003467	XP_310425.3	XP_025987392.1
OG0003468	XP_559078.3	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003470	XP_315949.4	XP_025990345.2, XP_039308816.1
OG0003471	XP_310537.4	XP_039308449.1
OG0003472	XP_320187.4	XP_025995638.1
OG0003473	XP_003436944.1, XP_003436943.1, XP_310894.3	XP_011162299.1
OG0003474	XP_311945.4	XP_011167328.1
OG0003475	XP_309774.1, XP_313699.3	XP_011166400.1
OG0003476	XP_318503.4	XP_025991918.2
OG0003477	XP_311197.3	XP_011161639.1
OG0003478	XP_309517.4	XP_039301857.1
OG0003479	XP_001688790.1, XP_556823.3	XP_039304625.1
OG0003480	XP_319052.4	XP_011163009.2
OG0003481	XP_315378.2	XP_011168227.1
OG0003482	XP_320641.4	XP_039308503.1
OG0003483	XP_313029.4	XP_011167627.1
OG0003484	XP_003436225.1, XP_312198.5	XP_011175536.1
OG0003485	XP_309073.4	XP_011160665.1
OG0003486	XP_308636.2	XP_011176014.1
OG0003487	XP_310540.4	XP_039312962.1
OG0003488	XP_320250.2	XP_011172280.1, XP_011172281.1
OG0003489	XP_308845.4, XP_308847.4, XP_308846.4	XP_011171151.1
OG0003490	XP_562476.3	XP_011157908.1
OG0003491	XP_001237042.2	XP_025988848.1
OG0003493	XP_320679.4	XP_011168044.1
OG0003494	XP_307158.4, XP_313252.5	XP_039309299.1, XP_039309208.1
OG0003495	XP_313693.4	XP_011174335.1
OG0003496	XP_001237693.2	XP_025993632.2
OG0003497	XP_314491.4	XP_011156399.1
OG0003498	XP_311461.2	XP_011165874.1
OG0003499	XP_562878.4, XP_003436398.1, XP_001687785.1	XP_039310463.1
OG0003500	XP_314038.3	XP_039305410.1
OG0003501	XP_320714.4	XP_011160315.1
OG0003502	XP_321885.2	XP_011173216.1
OG0003503	XP_311469.2	XP_011158197.1
OG0003504	XP_310766.5	XP_039305633.1
OG0003506	XP_001689027.1	XP_011161084.2
OG0003507	XP_001238161.2	XP_011161240.1
OG0003508	XP_311745.5	XP_011161847.2
OG0003509	XP_319358.4	XP_011158892.1, XP_039304838.1
OG0003510	XP_308385.3	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_307786.5	XP_011159681.1, XP_011159682.1
OG0003512	XP_321806.4	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_315976.4, XP_001688759.1	XP_025993404.1
OG0003514	XP_319913.2	XP_011172359.1
OG0003515	XP_312912.4, XP_003436419.1	XP_025994886.1
OG0003517	XP_003437144.1, XP_309129.3	XP_011157243.1
OG0003518	XP_313155.3	XP_025993845.1
OG0003519	XP_320238.3	XP_011157485.2
OG0003520	XP_309330.4	XP_025987458.1
OG0003521	XP_563719.3	XP_025994590.1
OG0003523	XP_001238576.3	XP_011159133.3
OG0003524	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1	XP_011159594.2
OG0003525	XP_308856.3	XP_011157508.1
OG0003526	XP_311682.5	XP_025994120.1, XP_011176200.1
OG0003527	XP_315176.5	XP_011164994.2
OG0003529	XP_001689044.1	XP_011157905.1
OG0003530	XP_312550.4	XP_011164666.1
OG0003531	XP_308708.3	XP_011158045.1, XP_011158046.1
OG0003532	XP_310402.4	XP_011175391.1
OG0003533	XP_318087.2	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_309452.4	XP_025993470.2
OG0003535	XP_321605.3	XP_025996198.1
OG0003536	XP_310984.4	XP_011161902.1
OG0003537	XP_320284.4	XP_039309256.1
OG0003538	XP_309785.4	XP_011168937.1
OG0003539	XP_317509.1	XP_039308016.1
OG0003540	XP_001230805.1	XP_011170944.1
OG0003541	XP_001231185.2, XP_322031.4	XP_025989874.2, XP_025989876.2
OG0003542	XP_319866.3	XP_011165946.1, XP_039311669.1
OG0003543	XP_310644.5	XP_011158692.1
OG0003544	XP_314872.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_311200.5	XP_025990427.1
OG0003546	XP_312093.1	XP_025993446.1
OG0003547	XP_001688509.1	XP_011158646.1
OG0003548	XP_001688356.2	XP_025988074.1
OG0003549	XP_311520.4	XP_011169642.1, XP_025986961.1
OG0003550	XP_319614.4	XP_011162120.1, XP_011162121.1
OG0003551	XP_316718.4, XP_001688953.1	XP_039301798.1
OG0003552	XP_313737.5, XP_313738.5	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_316537.2	XP_011161755.2
OG0003554	XP_311415.4	XP_039308532.1
OG0003555	XP_309758.4	XP_025995357.2
OG0003556	XP_310923.4, XP_310922.4	XP_025993106.2
OG0003557	XP_311985.4	XP_011164774.2
OG0003558	XP_314485.3	XP_039309560.1
OG0003558	XP_001237566.1	XP_025994962.2
OG0003559	XP_003435902.1	XP_025986435.1
OG0003560	XP_313036.4	XP_025988610.2
OG0003561	XP_307342.3, XP_308525.2	XP_011160851.1, XP_011160852.1
OG0003563	XP_319213.4, XP_311311.5	XP_039310060.1
OG0003564	XP_319845.3	XP_011167702.1
OG0003565	XP_319973.4	XP_011156156.1
OG0003566	XP_308378.4	XP_039315677.1
OG0003567	XP_312637.2	XP_011172274.1
OG0003568	XP_309374.4	XP_039312274.1
OG0003569	XP_001237363.3, XP_003436903.1	XP_039312335.1
OG0003570	XP_309978.4, XP_307032.4	XP_025991364.2
OG0003571	XP_311699.2	XP_011164706.1
OG0003572	XP_313023.4	XP_011166886.1
OG0003573	XP_311104.5	XP_025994936.2
OG0003574	XP_322008.3	XP_011156360.1
OG0003575	XP_312432.3	XP_011168569.1, XP_039308668.1
OG0003576	XP_319369.4	XP_011168218.1
OG0003577	XP_557912.3	XP_011160828.1
OG0003578	XP_315000.4	XP_011164006.1
OG0003579	XP_321252.4, XP_003435950.1	XP_011158500.2
OG0003580	XP_309104.5, XP_315349.3	XP_025996659.1
OG0003581	XP_308306.4	XP_025992672.1
OG0003583	XP_320622.4	XP_011170583.1
OG0003584	XP_311553.4	XP_011164677.1
OG0003585	XP_313499.5	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_317995.1, XP_306327.2	XP_011158129.1
OG0003587	XP_318827.4	XP_011169932.2
OG0003588	XP_312083.5	XP_011159472.1
OG0003589	XP_310394.5, XP_001230761.2	XP_025989716.1
OG0003591	XP_003437209.1, XP_317975.4	XP_011161385.1
OG0003592	XP_313912.4	XP_025996466.1
OG0003593	XP_311537.4	XP_039301872.1
OG0003595	XP_315665.3	XP_011169380.1
OG0003596	XP_320759.4	XP_025992260.1
OG0003597	XP_552630.3	XP_025991864.1
OG0003598	XP_317960.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_311172.4	XP_011161508.1
OG0003600	XP_313714.5	XP_025993030.2
OG0003601	XP_312365.4	XP_011172202.1
OG0003602	XP_320881.2	XP_025994604.1
OG0003603	XP_310386.6	XP_011169059.2
OG0003604	XP_315742.4	XP_039315300.1, XP_011161130.2
OG0003605	XP_308485.4, XP_308486.4	XP_039306480.1
OG0003606	XP_316034.4	XP_011155340.1
OG0003607	XP_315620.4	XP_039314608.1
OG0003608	XP_317283.4	XP_039305257.1
OG0003609	XP_559710.2	XP_039303759.1, XP_011159275.2
OG0003610	XP_321483.5	XP_011175415.1
OG0003611	XP_001689268.1	XP_011174238.1
OG0003613	XP_003435961.1, XP_321193.4	XP_011168513.1
OG0003614	XP_317213.1	XP_011165980.2
OG0003615	XP_317361.4	XP_011155661.1
OG0003616	XP_321876.5	XP_011173105.1, XP_039303022.1
OG0003617	XP_314940.4	XP_039308360.1
OG0003618	XP_319406.3	XP_011167752.1
OG0003619	XP_312335.5	XP_025996652.1
OG0003620	XP_317920.4	XP_011173558.2
OG0003621	XP_314366.4	XP_011167271.2
OG0003623	XP_564580.2	XP_011166561.2
OG0003624	XP_318735.4	XP_011173629.1
OG0003625	XP_564385.3	XP_039310576.1
OG0003626	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2	XP_039314948.1
OG0003627	XP_314244.5, XP_306267.4, XP_314239.5	XP_011163417.2
OG0003628	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1	XP_011166426.1
OG0003629	XP_313294.4, XP_003436523.1	XP_011166897.1, XP_011166898.1
OG0003630	XP_312434.5	XP_025986522.1
OG0003631	XP_564645.3	XP_011157082.3
OG0003632	XP_313744.4, XP_003436820.1, XP_003436821.1	XP_025992165.2
OG0003634	XP_321890.5	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	XP_001689043.1	XP_039314897.1
OG0003636	XP_317123.4	XP_025986658.2
OG0003637	XP_307928.5	XP_039305221.1
OG0003638	XP_320852.4	XP_025985884.1
OG0003639	XP_320598.4	XP_011167928.1
OG0003640	XP_553651.3, XP_318890.3	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	XP_318401.5	XP_025988954.1
OG0003642	XP_318405.4	XP_039313749.1
OG0003643	XP_308696.4	XP_011157048.2
OG0003644	XP_556667.3, XP_316031.4	XP_011161160.1
OG0003645	XP_309180.5	XP_039312324.1
OG0003647	XP_558004.3, XP_001688580.1	XP_025996645.2
OG0003648	XP_320564.3	XP_011166759.1
OG0003649	XP_318373.5	XP_011170244.1, XP_011170222.1
OG0003650	XP_001689174.1	XP_039312443.1
OG0003654	XP_559330.3	XP_039302559.1
OG0003655	XP_310507.4, XP_001687772.2, XP_310506.4	XP_039308408.1, XP_039308409.1
OG0003656	XP_318882.4	XP_011159123.2
OG0003657	XP_320823.3	XP_039308354.1
OG0003658	XP_556056.3, XP_001688660.1	XP_011155629.1, XP_011155630.1, XP_039302693.1
OG0003659	XP_315766.4, XP_556403.3, XP_001688725.1, XP_001688724.1, XP_315767.3, XP_317477.4, XP_308969.4	XP_039314136.1, XP_039314135.1, XP_039314722.1
OG0003660	XP_001230753.3, XP_003436601.1	XP_011176058.1, XP_039312999.1
OG0003661	XP_306307.3, XP_320390.3	XP_011170494.3
OG0003662	XP_001688380.1	XP_011175688.1
OG0003664	XP_553055.2	XP_011164276.1
OG0003665	XP_320788.4	XP_011166929.1, XP_011166930.1
OG0003666	XP_320648.4	XP_011166717.1
OG0003667	XP_310547.4	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1
OG0003668	XP_554420.4	XP_039312702.1, XP_011169131.1
OG0003669	XP_001238012.1	XP_011168002.1
OG0003670	XP_317334.3	XP_039312486.1
OG0003671	XP_316312.3	XP_025995824.1
OG0003673	XP_563488.3	XP_011159485.1, XP_011159484.1
OG0003674	XP_312671.5	XP_011175340.1
OG0003675	XP_003436492.1, XP_560016.3	XP_011167135.2
OG0003676	XP_001688341.2	XP_011163394.2
OG0003677	XP_310669.5	XP_011176185.1
OG0003679	XP_308358.4	XP_011169854.1, XP_011169848.1, XP_011169843.1
OG0003680	XP_308150.3, XP_001687844.1	XP_025991771.1
OG0003681	XP_316151.4	XP_011158579.1
OG0003682	XP_309044.4, XP_001688156.1	XP_011159235.1
OG0003683	XP_320854.3, XP_310757.4	XP_011158808.1
OG0003684	XP_001238181.1	XP_011164943.1
OG0003685	XP_314511.4	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1
OG0003686	XP_322050.5	XP_025985905.2
OG0003687	XP_320808.3	XP_011165752.1
OG0003688	XP_309435.4, XP_309436.3	XP_011160014.1, XP_025989235.1
OG0003690	XP_003435818.1	XP_039303242.1, XP_011170696.1
OG0003691	XP_564133.3	XP_025993189.2
OG0003692	XP_321211.4	XP_025986560.1
OG0003693	XP_316336.4	XP_011159296.1
OG0003694	XP_565666.4	XP_025994050.2, XP_025994039.2
OG0003709	XP_321230.2	XP_011163619.1
OG0003710	XP_318556.2	XP_011168792.1
OG0003711	XP_307724.4	XP_011172335.1
OG0003712	XP_313349.1, XP_003436533.1	XP_011157010.1
OG0003713	XP_554781.3	XP_011168517.1
OG0003714	XP_307878.4	XP_011162592.1
OG0003715	XP_315691.3	XP_039313058.1
OG0003716	XP_320365.2	XP_025995556.1
OG0003717	XP_308611.1	XP_011170723.1
OG0003719	XP_316101.4	XP_025993392.1
OG0003720	XP_310460.5	XP_011158067.1
OG0003721	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1	XP_025989283.1
OG0003722	XP_309926.3	XP_011175703.1
OG0003723	XP_314780.3	XP_011158661.1
OG0003724	XP_552242.3	XP_011158968.1
OG0003726	XP_316550.3	XP_025996015.1
OG0003727	XP_001230831.2	XP_011170912.1, XP_011170914.1, XP_011170913.1
OG0003728	XP_313192.3, XP_001230317.2	XP_011169739.1
OG0003729	XP_315204.2	XP_011165154.1
OG0003730	XP_313569.5	XP_011165842.1
OG0003731	XP_316185.3	XP_011164522.1
OG0003732	XP_320086.3	XP_011156365.1
OG0003733	XP_307339.3, XP_319298.3	XP_011163524.2
OG0003734	XP_312238.3	XP_039307129.1, XP_025994362.1
OG0003735	XP_313782.3	XP_011161972.1
OG0003736	XP_559757.1	XP_011169470.1
OG0003737	XP_315094.1	XP_011157966.1
OG0003738	XP_314068.2	XP_011169742.1
OG0003739	XP_314469.4	XP_011164693.1
OG0003740	XP_317396.3	XP_025991922.1
OG0003741	XP_308810.3	XP_011174019.1
OG0003742	XP_320195.4	XP_011161409.1
OG0003743	XP_001689074.1, XP_317989.3, XP_001689073.1	XP_011172362.1
OG0003744	XP_321378.5	XP_011172220.1
OG0003745	XP_307637.2	XP_011171823.1
OG0003746	XP_320161.2	XP_039304457.1
OG0003747	XP_312468.5	XP_011167369.2, XP_025988608.1
OG0003749	XP_321468.5	XP_025987674.1, XP_039305506.1
OG0003750	XP_321339.5	XP_025990237.1
OG0003751	XP_318530.4	XP_011169970.2
OG0003752	XP_314839.4	XP_011158636.1
OG0003753	XP_308054.4	XP_011163442.1
OG0003754	XP_317313.4	XP_039301810.1
OG0003755	XP_308572.1	XP_011156923.1
OG0003756	XP_003436266.1, XP_312060.3	XP_011170763.1
OG0003757	XP_320869.2	XP_039303967.1, XP_025986167.1, XP_039303968.1
OG0003758	XP_313585.4	XP_039305719.1
OG0003759	XP_003436070.1, XP_307924.5	XP_011161012.1
OG0003760	XP_003437010.1, XP_310595.2, XP_308748.2	XP_011164546.1
OG0003761	XP_320415.2	XP_011160215.1
OG0003762	XP_311723.4	XP_025995354.1
OG0003763	XP_003436301.1	XP_011165219.2
OG0003765	XP_003436025.1, XP_003436024.1, XP_320958.3	XP_011162102.1
OG0003766	XP_310502.5	XP_011167172.1
OG0003767	XP_315982.2	XP_011172039.1
OG0003768	XP_312630.2	XP_011175554.1
OG0003769	XP_317359.4	XP_039304039.1, XP_011159751.1
OG0003770	XP_321441.4	XP_011157095.1
OG0003771	XP_312639.4	XP_011155616.1
OG0003772	XP_312862.4, XP_001237501.2	XP_011159503.1
OG0003773	XP_316963.4	XP_011160541.1, XP_011160542.1
OG0003774	XP_321418.4, XP_003435898.1	XP_011168322.1
OG0003775	XP_309183.2, XP_309182.5	XP_025995362.1
OG0003776	XP_551809.3	XP_011157495.1
OG0003777	XP_317655.3	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1
OG0003778	XP_001688618.1	XP_025991477.2
OG0003779	XP_001237594.2	XP_011161043.1
OG0003780	XP_308583.2	XP_011176195.1, XP_011176197.1, XP_011176196.1
OG0003781	XP_320164.3, XP_320163.3	XP_011164009.1
OG0003782	XP_308132.2, XP_307312.2	XP_011163386.1
OG0003783	XP_318812.3	XP_011157971.1
OG0003784	XP_003436317.1	XP_011160258.1
OG0003785	XP_003435742.1	XP_011159536.3
OG0003786	XP_312629.4	XP_011159396.1, XP_011159398.1
OG0003787	XP_312143.4	XP_039307174.1, XP_011171028.1
OG0003788	XP_312787.5	XP_011155430.1
OG0003789	XP_307016.3, XP_313929.4	XP_011169655.1
OG0003791	XP_314956.4	XP_011156116.1
OG0003792	XP_320758.4	XP_025995656.1
OG0003793	XP_311766.3	XP_011165565.3
OG0003794	XP_321364.3	XP_039303676.1
OG0003795	XP_001688460.2	XP_011160027.1, XP_011160029.1
OG0003796	XP_001237280.3, XP_003437003.1	XP_011155673.1
OG0003797	XP_003436776.1	XP_039312805.1
OG0003798	XP_315523.4	XP_025992665.1
OG0003799	XP_314122.3	XP_011170585.1
OG0003800	XP_311236.5	XP_011157261.1
OG0003801	XP_003436856.1, XP_315241.1	XP_039307025.1
OG0003802	XP_312750.4	XP_011156805.1
OG0003803	XP_320799.3	XP_011159601.1
OG0003804	XP_314994.4	XP_011172646.1
OG0003805	XP_321167.4	XP_011167839.2
OG0003806	XP_001237070.2	XP_011173111.1
OG0003807	XP_315739.4	XP_039301827.1, XP_011156481.1
OG0003808	XP_311943.3	XP_011171944.1, XP_011173566.1
OG0003809	XP_313997.4	XP_011161045.1
OG0003810	XP_317077.4	XP_011157488.1
OG0003811	XP_311588.3	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1
OG0003812	XP_311247.5	XP_025992553.1
OG0003813	XP_314555.3	XP_011159958.2
OG0003814	XP_311364.4, XP_307324.3	XP_011157373.2, XP_039306706.1
OG0003815	XP_321606.5	XP_039307396.1, XP_025992666.1
OG0003816	XP_321794.3, XP_001689358.1	XP_039312757.1
OG0003817	XP_315953.3	XP_011172618.1
OG0003818	XP_321247.5	XP_011175934.1
OG0003819	XP_313680.3	XP_011170017.1
OG0003820	XP_001238192.2	XP_011156382.3, XP_039307591.1
OG0003821	XP_319843.4	XP_011164448.1
OG0003822	XP_003436068.1, XP_307935.5	XP_011162673.2
OG0003824	XP_316832.4	XP_011163209.2
OG0003825	XP_321926.5, XP_003435784.1	XP_039310079.1
OG0003826	XP_003436489.1, XP_001688342.2	XP_039310283.1
OG0003827	XP_319073.4	XP_011160989.2
OG0003828	XP_315689.3, XP_561434.4, XP_001688702.1	XP_011171352.1
OG0003829	XP_320975.4	XP_039310615.1
OG0003830	XP_310148.4	XP_025989979.2, XP_025989980.2
OG0003831	XP_555438.3	XP_025994355.1
OG0003832	XP_315724.3, XP_315726.4	XP_011164209.2
OG0003833	XP_322026.2	XP_011170251.1
OG0003834	XP_316920.3	XP_011163864.1
OG0003835	XP_319229.4	XP_011159619.1
OG0003836	XP_321703.5	XP_039309063.1
OG0003837	XP_313978.1	XP_011173345.1
OG0003838	XP_001687956.1, XP_308499.3	XP_011166072.1
OG0003839	XP_320303.4	XP_011162047.1
OG0003841	XP_312835.4, XP_003436406.1	XP_011157791.1, XP_011157790.1
OG0003842	XP_309233.5	XP_039303012.1
OG0003843	XP_316726.2	XP_011166255.1, XP_039311219.1
OG0003844	XP_311543.2	XP_011166427.2
OG0003845	XP_320970.3	XP_039307489.1, XP_011166904.1
OG0003846	XP_309350.4	XP_011175418.1
OG0003847	XP_321528.4	XP_011160048.1
OG0003848	XP_320558.3	XP_011163364.1
OG0003849	XP_310210.4	XP_011167690.1
OG0003850	XP_313188.3	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1
OG0003851	XP_309752.3	XP_011155312.1
OG0003852	XP_312907.4	XP_011164192.1
OG0003853	XP_319601.4	XP_011167699.1
OG0003854	XP_319344.4	XP_011170457.1, XP_011170455.2
OG0003855	XP_001688251.1	XP_025990166.1
OG0003856	XP_320680.1	XP_039315036.1
OG0003859	XP_320575.3	XP_011175511.1
OG0003860	XP_321828.3	XP_011158866.1
OG0003861	XP_320922.2	XP_011161907.1
OG0003863	XP_003436354.1	XP_039308430.1
OG0003864	XP_317926.4	XP_011164251.2
OG0003866	XP_315722.4, XP_001688715.1, XP_315721.4	XP_011176060.1
OG0003867	XP_312224.5	XP_011164324.1
OG0003868	XP_310411.7	XP_011155641.1
OG0003869	XP_311926.5	XP_025988131.1
OG0003870	XP_307911.3	XP_025995031.1
OG0003871	XP_315111.4	XP_039311707.1
OG0003872	XP_308174.2	XP_039309105.1, XP_011162350.1
OG0003873	XP_320953.4	XP_025987503.2
OG0003874	XP_319180.3	XP_011170285.1
OG0003875	XP_562161.4	XP_025994624.1
OG0003876	XP_319884.4	XP_011164283.1
OG0003877	XP_314810.4	XP_011158035.1
OG0003878	XP_003436746.1, XP_313144.3	XP_011169851.1
OG0003879	XP_316539.2	XP_025988582.1, XP_011158304.1
OG0003880	XP_309242.4	XP_011157017.1
OG0003881	XP_001237692.2	XP_011170189.2
OG0003882	XP_311868.5	XP_011170992.1
OG0003883	XP_311386.4	XP_011171998.1
OG0003884	XP_310455.4	XP_039307182.1
OG0003885	XP_318734.3	XP_011173400.1
OG0003886	XP_314842.3	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1
OG0003887	XP_317201.4	XP_011158236.2
OG0003888	XP_320221.4	XP_011162753.2
OG0003889	XP_315664.4	XP_011168777.1
OG0003890	XP_311717.4	XP_039312581.1, XP_039312579.1
OG0003891	XP_309150.5	XP_011161971.1
OG0003892	XP_314996.4	XP_011160869.1
OG0003893	XP_551305.4, XP_003435860.1	XP_025986847.1, NP_001291512.1
OG0003894	XP_557626.3	XP_011160767.2, XP_011160760.1
OG0003895	XP_309808.4	XP_025986022.2
OG0003897	XP_312367.5	XP_025992844.1
OG0003898	XP_315835.4	XP_011176008.1, XP_039314612.1
OG0003899	XP_317642.4	XP_011170319.1
OG0003900	XP_307645.4, XP_307644.2	XP_011172738.1
OG0003901	XP_310209.4	XP_039304811.1, XP_025996432.1
OG0003902	XP_319789.4	XP_025989407.2
OG0003903	XP_315792.4, XP_001688728.1	XP_039308253.1, XP_039308250.1
OG0003904	XP_313786.5	XP_011163090.3
OG0003905	XP_320268.3	XP_011159771.1
OG0003906	XP_562427.1	XP_025987578.1
OG0003907	XP_553285.4	XP_011168229.1, XP_039311815.1, XP_039311814.1
OG0003908	XP_311405.3	XP_039313976.1, XP_011166693.1
OG0003909	XP_307779.5	XP_011168602.2
OG0003910	XP_312278.5	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1
OG0003912	XP_314171.4	XP_011163003.1
OG0003913	XP_315962.4	XP_011171472.1
OG0003914	XP_003436135.1, XP_311548.3	XP_011170975.2
OG0003915	XP_308092.4	XP_025993626.2
OG0003916	XP_307453.3, XP_319009.4	XP_025996319.1
OG0003917	XP_003436440.1	XP_011159616.2
OG0003918	XP_001689289.1	XP_011163143.2
OG0003919	XP_312450.4	XP_011168236.1, XP_011168238.1
OG0003920	XP_001689084.1, XP_318039.3	XP_011173008.2
OG0003921	XP_319681.2	XP_011173457.1
OG0003922	XP_317383.4	XP_011163814.1
OG0003924	XP_321093.4, XP_003435980.1	XP_011155904.1, XP_011155896.1, XP_025991279.1
OG0003925	XP_003437095.1, XP_311307.4	XP_011170768.1
OG0003926	XP_320129.3	XP_039313898.1
OG0003927	XP_320900.3	XP_011173519.1, XP_011173521.1
OG0003928	XP_313769.4	XP_011175799.1
OG0003929	XP_003435903.1, XP_321406.5	XP_039310561.1, XP_011172972.2
OG0003930	XP_001688107.1, XP_001688108.1, XP_308849.3	XP_011163266.2
OG0003931	XP_309977.3	XP_011160703.1
