Orthogroup	Polistes_dominula	Aedes_aegypti
OG0002585	XP_015172182.1, XP_015172180.1	XP_001664211.1, XP_021695968.1, XP_021695969.1
OG0002586	XP_015173314.1	XP_021700119.1, XP_021700124.1, XP_021700123.1, XP_021700122.1, XP_021700121.1, XP_021700120.1
OG0002587	XP_015175267.1	XP_021696556.1, XP_021696555.1, XP_021696554.1
OG0002588	XP_015171519.1	XP_001662408.2
OG0002589	XP_015173835.1, XP_015173834.1	XP_021699105.1
OG0002590	XP_015184296.1	XP_021709945.1, XP_001662850.2
OG0002591	XP_015171291.1	XP_021711675.1
OG0002592	XP_015177963.1	XP_021693033.1
OG0002593	XP_015171317.1	XP_001653847.2
OG0002594	XP_015175133.1	XP_021696585.1
OG0002595	XP_015178862.1	XP_001649141.1
OG0002596	XP_015172974.1	XP_021696799.1
OG0002597	XP_015184847.1	XP_001655582.2
OG0002599	XP_015187158.1	XP_001657497.1
OG0002600	XP_015186074.1, XP_015186075.1, XP_015186076.1	XP_001660932.2
OG0002601	XP_015174433.1	XP_001652157.1
OG0002602	XP_015190058.1	XP_021694729.1
OG0002603	XP_015179616.1	XP_001657767.2
OG0002604	XP_015180035.1	XP_021708529.1
OG0002605	XP_015171587.1	XP_021704242.1
OG0002606	XP_015178250.1	XP_001648130.1
OG0002607	XP_015171831.1	XP_021708903.1, XP_021708902.1
OG0002608	XP_015186711.1	XP_001654921.2
OG0002609	XP_015172654.1	XP_001660253.2, XP_001660255.2, XP_021696270.1
OG0002610	XP_015172115.1	XP_001653571.1
OG0002611	XP_015186286.1	XP_021703518.1, XP_021703519.1
OG0002612	XP_015176187.1, XP_015176188.1	XP_021706973.1
OG0002613	XP_015182565.1	XP_021709655.1
OG0002614	XP_015190015.1	XP_001660919.2
OG0002615	XP_015181000.1	XP_021702567.1, XP_021702566.1
OG0002616	XP_015178285.1, XP_015178284.1	XP_021706628.1, XP_001650253.2
OG0002617	XP_015177360.1	XP_021710988.1
OG0002618	XP_015182811.1	XP_021710715.1
OG0002619	XP_015173217.1	XP_001657838.1
OG0002620	XP_015180915.1	XP_001653315.2
OG0002621	XP_015183992.1	XP_001654274.2, XP_021711894.1
OG0002622	XP_015174743.1	XP_021693097.1
OG0002623	XP_015188364.1, XP_015188359.1	XP_021710094.1, XP_021710096.1
OG0002624	XP_015179290.1	XP_021701754.1
OG0002625	XP_015175126.1	XP_021705069.1
OG0002626	XP_015188789.1	XP_001648899.1
OG0002627	XP_015177390.1	XP_001658374.1
OG0002628	XP_015174913.1	XP_001651941.1
OG0002629	XP_015179469.1	XP_001654461.1
OG0002630	XP_015184279.1	XP_001653537.1, XP_021710954.1, XP_021710955.1, XP_021710952.1, XP_021710953.1
OG0002631	XP_015182311.1	XP_021710191.1
OG0002632	XP_015184837.1, XP_015184836.1, XP_015183424.1	XP_001650524.1
OG0002633	XP_015174927.1, XP_015175227.1, XP_015175228.1, XP_015175229.1	XP_021695264.1, XP_021695265.1, XP_021711924.1
OG0002634	XP_015182999.1	XP_001652178.2
OG0002635	XP_015185744.1, XP_015185743.1, XP_015185742.1	XP_001650302.2
OG0002636	XP_015184854.1	XP_021710982.1, XP_021710983.1
OG0002637	XP_015184245.1	XP_021701900.1, XP_021701902.1
OG0002638	XP_015186032.1	XP_021713311.1
OG0002639	XP_015188814.1	XP_001664241.2
OG0002640	XP_015191493.1	XP_001656904.2
OG0002641	XP_015178169.1	XP_021708772.1
OG0002642	XP_015179676.1	XP_021712824.1, XP_021708456.1
OG0002643	XP_015186463.1	XP_021700173.1, XP_021700176.1, XP_021700171.1, XP_021700175.1, XP_021700174.1, XP_021700169.1, XP_021700172.1
OG0002644	XP_015179478.1	XP_001652329.1, XP_021705846.1
OG0002645	XP_015182083.1	XP_001654112.2, XP_021694169.1, XP_021694168.1, XP_021694170.1, XP_021694171.1, XP_021694167.1
OG0002646	XP_015172506.1	XP_021709547.1
OG0002647	XP_015191852.1	XP_001653621.2
OG0002648	XP_015188924.1	XP_021694635.1, XP_021694631.1, XP_021694633.1, XP_021694632.1, XP_021694634.1
OG0002649	XP_015188384.1	XP_001652811.1
OG0002650	XP_015181722.1, XP_015181723.1	XP_021704099.1, XP_021704098.1
OG0002651	XP_015189223.1	XP_001650534.2
OG0002652	XP_015175568.1	XP_001651471.2, XP_021712916.1
OG0002653	XP_015173029.1	XP_001656900.2
OG0002654	XP_015181680.1	XP_001649162.2
OG0002655	XP_015178473.1, XP_015178472.1, XP_015178471.1, XP_015178469.1	XP_021699512.1
OG0002656	XP_015183614.1	XP_021693664.1, XP_021693669.1, XP_021693671.1, XP_021693668.1, XP_021693673.1, XP_021693667.1, XP_021693672.1, XP_021693666.1, XP_021693665.1
OG0002657	XP_015191462.1	XP_021701489.1, XP_021701488.1
OG0002658	XP_015177889.1, XP_015177888.1	XP_021698687.1, XP_021698695.1, XP_021698691.1
OG0002659	XP_015181377.1	XP_001657340.2, XP_021712811.1
OG0002661	XP_015188609.1	XP_001652392.1, XP_001652394.1
OG0002662	XP_015180870.1	XP_001651940.1, XP_021710624.1
OG0002663	XP_015178878.1	XP_011493724.1
OG0002664	XP_015184887.1, XP_015184886.1	XP_001656114.1
OG0002665	XP_015185722.1	XP_001662695.1
OG0002666	XP_015171725.1, XP_015171722.1	XP_021697371.1
OG0002667	XP_015178963.1	XP_021699471.1
OG0002669	XP_015189811.1	XP_001656334.1
OG0002670	XP_015173579.1	XP_001659361.1, XP_021693931.1
OG0002671	XP_015179439.1, XP_015179432.1, XP_015179447.1	XP_021704683.1
OG0002672	XP_015184083.1	XP_001664240.1
OG0002673	XP_015187214.1	XP_001649143.1
OG0002674	XP_015176848.1, XP_015176849.1	XP_021708854.1, XP_021708851.1, XP_021708850.1
OG0002675	XP_015186471.1	XP_021701713.1, XP_011493701.2
OG0002676	XP_015185901.1	XP_021712147.1, XP_001654198.2
OG0002677	XP_015172601.1	XP_001661556.2
OG0002678	XP_015175261.1	XP_001649759.1
OG0002679	XP_015177856.1	XP_001657958.2
OG0002680	XP_015191404.1	XP_001650206.1
OG0002681	XP_015186177.1	XP_021710609.1
OG0002682	XP_015185592.1	XP_021712405.1, XP_021707619.1
OG0002683	XP_015171113.1, XP_015171114.1	XP_021702937.1
OG0002684	XP_015174365.1	XP_021698911.1, XP_001661375.1
OG0002686	XP_015178562.1	XP_001659684.1, XP_021700743.1, XP_021700744.1
OG0002687	XP_015178179.1	XP_021706852.1
OG0002688	XP_015190107.1	XP_021704781.1
OG0002689	XP_015176722.1, XP_015176723.1, XP_015176720.1, XP_015176721.1, XP_015176726.1, XP_015176725.1, XP_015176724.1	XP_021707835.1
OG0002690	XP_015178122.1	XP_021708680.1
OG0002691	XP_015178433.1	XP_001659500.2, XP_021698321.1, XP_021709042.1
OG0002692	XP_015179298.1	XP_021704335.1
OG0002694	XP_015180195.1	XP_021704589.1, XP_021704586.1, XP_021704587.1, XP_021704588.1, XP_001658984.1
OG0002695	XP_015172219.1	XP_001664101.2
OG0002696	XP_015182323.1	XP_021710137.1, XP_021710136.1
OG0002697	XP_015172001.1	XP_021698429.1
OG0002698	XP_015190484.1, XP_015190485.1, XP_015190483.1	XP_001656046.1
OG0002699	XP_015172968.1	XP_001660928.2, XP_021699123.1, XP_021696538.1, XP_001653620.2, XP_021696531.1, XP_021696546.1
OG0002700	XP_015173247.1	XP_021693391.1, XP_021693390.1, XP_001660964.2
OG0002701	XP_015174501.1	XP_021703280.1, XP_021703271.1
OG0002702	XP_015173433.1, XP_015173430.1	XP_021697184.1
OG0002703	XP_015171818.1	XP_021695202.1, XP_021712362.1
OG0002704	XP_015174906.1	XP_001649008.2
OG0002705	XP_015182058.1	XP_021711514.1, XP_021711513.1, XP_021712634.1
OG0002708	XP_015179568.1, XP_015179567.1	XP_001658950.2
OG0002709	XP_015179272.1	XP_001652680.1
OG0002710	XP_015191712.1, XP_015191714.1	XP_001652901.1
OG0002711	XP_015181193.1, XP_015181192.1	XP_021694424.1
OG0002712	XP_015183514.1	XP_021700065.1, XP_021700061.1
OG0002714	XP_015184947.1, XP_015184946.1	XP_021699424.1, XP_021699423.1
OG0002715	XP_015181280.1	XP_021711717.1, XP_021705129.1
OG0002717	XP_015181321.1	XP_021695284.1
OG0002718	XP_015187468.1	XP_001652631.2, XP_021709707.1, XP_021709708.1, XP_021709710.1, XP_021709709.1, XP_021709711.1, XP_021705339.1
OG0002719	XP_015173814.1	XP_001662514.1
OG0002720	XP_015185795.1, XP_015185794.1	XP_021713179.1, XP_021713176.1, XP_021713177.1, XP_021713180.1
OG0002721	XP_015174393.1	XP_001661569.2, XP_021694697.1
OG0002723	XP_015187863.1	XP_001654881.1, XP_021701283.1
OG0002724	XP_015187467.1, XP_015187466.1, XP_015187465.1	XP_001650118.2
OG0002725	XP_015187713.1	XP_021705281.1
OG0002726	XP_015181069.1, XP_015181070.1, XP_015181071.1	XP_001653563.1
OG0002728	XP_015184443.1, XP_015189913.1	XP_021699775.1
OG0002729	XP_015190603.1	XP_021694084.1, XP_021694086.1, XP_021694085.1
OG0002730	XP_015174266.1	XP_021705502.1, XP_021712287.1, XP_021712286.1, XP_021712288.1, XP_021712285.1
OG0002731	XP_015173739.1, XP_015173738.1	XP_021701542.1
OG0002732	XP_015182684.1	XP_001648279.1
OG0002733	XP_015191121.1	XP_021699473.1
OG0002735	XP_015178258.1	XP_021697972.1
OG0002736	XP_015190843.1	XP_021697372.1, XP_021697375.1, XP_021697374.1, XP_021697376.1, XP_021697377.1, XP_021697373.1
OG0002737	XP_015183778.1	XP_001652384.1
OG0002738	XP_015182226.1	XP_021704369.1
OG0002739	XP_015188588.1	XP_011493438.1
OG0002740	XP_015190737.1, XP_015190738.1, XP_015190736.1	XP_001655750.2
OG0002741	XP_015175155.1	XP_021694193.1
OG0002742	XP_015178502.1	XP_001651787.2
OG0002743	XP_015178651.1	XP_011493116.1
OG0002744	XP_015176102.1, XP_015176112.1	XP_021705138.1
OG0002745	XP_015188833.1	XP_001649386.2, XP_021703775.1
OG0002746	XP_015180044.1	XP_021694871.1, XP_021694872.1
OG0002747	XP_015190511.1	XP_001660576.1
OG0002749	XP_015183386.1	XP_021700707.1, XP_021700708.1
OG0002750	XP_015171845.1	XP_021704997.1
OG0002751	XP_015188442.1, XP_015188443.1	XP_001651688.2, XP_021696881.1, XP_021696882.1, XP_021696883.1, XP_001650014.1
OG0002752	XP_015181390.1	XP_001649275.2
OG0002753	XP_015172761.1	XP_021704458.1
OG0002754	XP_015183553.1	XP_001647885.1
OG0002755	XP_015191122.1	XP_021706754.1
OG0002756	XP_015183785.1	XP_021704768.1, XP_001657305.2, XP_001650705.1, XP_001662145.2
OG0002757	XP_015181316.1	XP_021708626.1
OG0002758	XP_015190380.1	XP_021704743.1
OG0002759	XP_015178296.1	XP_021706230.1
OG0002760	XP_015174789.1	XP_001653239.1
OG0002761	XP_015177812.1	XP_001654457.1
OG0002762	XP_015188319.1	XP_021710746.1
OG0002763	XP_015173337.1	XP_021707249.1
OG0002764	XP_015178435.1	XP_021704660.1, XP_021704649.1
OG0002765	XP_015177133.1	XP_021705311.1, XP_021705310.1, XP_021705312.1, XP_021706136.1, XP_021712484.1
OG0002766	XP_015175202.1	XP_021702904.1, XP_021702909.1, XP_021702916.1
OG0002767	XP_015171346.1	XP_001662086.2
OG0002769	XP_015190450.1, XP_015190441.1	XP_021700587.1
OG0002770	XP_015171414.1, XP_015171410.1, XP_015171411.1, XP_015171412.1, XP_015171413.1	XP_021708098.1
OG0002771	XP_015188668.1	XP_021704980.1, XP_001651135.1, XP_011493291.2
OG0002772	XP_015183819.1, XP_015183821.1, XP_015183820.1	XP_021696240.1
OG0002773	XP_015175784.1	XP_021701498.1, XP_021701497.1
OG0002774	XP_015182955.1	XP_021702808.1, XP_021702807.1, XP_021708992.1, XP_021704526.1, XP_001662707.2, XP_021694225.1, XP_001654682.2, XP_021701587.1
OG0002775	XP_015178865.1	XP_021700856.1, XP_021700860.1, XP_021700865.1
OG0002776	XP_015171623.1	XP_021695953.1
OG0002777	XP_015172228.1	XP_001657588.2
OG0002778	XP_015179275.1	XP_001651292.1
OG0002779	XP_015185370.1	XP_021693695.1
OG0002780	XP_015179219.1	XP_001661733.1
OG0002781	XP_015179202.1	XP_021707587.1
OG0002782	XP_015183812.1	XP_001652616.2
OG0002784	XP_015171199.1	XP_001648704.1
OG0002785	XP_015187260.1	XP_021702018.1, XP_021702011.1, XP_021694251.1
OG0002786	XP_015185751.1	XP_021712189.1, XP_021710169.1, XP_021710165.1
OG0002787	XP_015186340.1	XP_021693474.1, XP_021693473.1
OG0002788	XP_015183304.1	XP_001660904.2
OG0002789	XP_015182232.1	XP_021704341.1
OG0002790	XP_015191375.1	XP_021694213.1
OG0002791	XP_015179959.1	XP_001660923.1, XP_001660924.2
OG0002792	XP_015181539.1	XP_021708832.1, XP_001663964.2
OG0002793	XP_015183631.1	XP_001656042.2
OG0002794	XP_015181639.1	XP_021695141.1
OG0002795	XP_015181730.1	XP_001653551.1, XP_021712949.1, XP_021712948.1, XP_021712951.1, XP_021712950.1
OG0002796	XP_015191762.1	XP_021698017.1, XP_021698018.1
OG0002798	XP_015182028.1	XP_021698327.1, XP_021698328.1
OG0002799	XP_015185482.1	XP_021695759.1
OG0002800	XP_015183366.1, XP_015183434.1	XP_021696073.1
OG0002801	XP_015177940.1	XP_001659280.2
OG0002802	XP_015179574.1, XP_015179575.1, XP_015179573.1	XP_021696189.1
OG0002803	XP_015187618.1, XP_015187617.1	XP_021697601.1, XP_021697597.1
OG0002805	XP_015174187.1	XP_021696624.1, XP_021696625.1, XP_021696626.1, XP_021696622.1, XP_021696623.1
OG0002806	XP_015175822.1	XP_021704982.1
OG0002807	XP_015174543.1	XP_021693230.1, XP_001656898.2, XP_001653091.2, XP_001647579.2, XP_021699500.1
OG0002809	XP_015180255.1	XP_021695748.1, XP_001647758.2
OG0002810	XP_015176241.1	XP_001653277.2, XP_021709145.1, XP_021709151.1, XP_021709130.1, XP_021709159.1, XP_021709137.1, XP_021709166.1
OG0002812	XP_015190051.1, XP_015190050.1	XP_001654342.2
OG0002813	XP_015175650.1	XP_021706245.1, XP_001662071.2, XP_021708581.1, XP_021709412.1, XP_021704333.1, XP_021712408.1, XP_001654425.1
OG0002814	XP_015191262.1	XP_001654915.1
OG0002815	XP_015180830.1, XP_015180828.1, XP_015180829.1	XP_001655769.1
OG0002816	XP_015180642.1	XP_001656933.2, XP_021700527.1
OG0002817	XP_015188186.1	XP_001657178.1, XP_011493755.1
OG0002818	XP_015178661.1	XP_001657765.2
OG0002819	XP_015184914.1	XP_001658569.2
OG0002820	XP_015176180.1	XP_001658624.2
OG0002821	XP_015180877.1	XP_001660411.1
OG0002822	XP_015182736.1, XP_015182737.1	XP_001660798.1, XP_021702915.1
OG0002823	XP_015183940.1	XP_001661649.2
OG0002824	XP_015171837.1	XP_021711249.1, XP_021711248.1, XP_021711247.1, XP_001663224.2, XP_001663226.2
OG0002825	XP_015171423.1, XP_015171421.1	XP_001664007.2
OG0002826	XP_015185029.1	XP_021693761.1
OG0002827	XP_015182220.1	XP_021694937.1, XP_021694936.1
OG0002828	XP_015172815.1	XP_021702735.1, XP_021702734.1, XP_021702733.1, XP_021702736.1, XP_021702738.1, XP_021695552.1
OG0002829	XP_015186598.1	XP_021695637.1, XP_021695641.1
OG0002830	XP_015181487.1, XP_015181485.1, XP_015181486.1, XP_015181491.1	XP_021700387.1
OG0002831	XP_015187879.1	XP_021701595.1, XP_021701530.1, XP_021701470.1, XP_021701743.1, XP_021701798.1, XP_021701690.1, XP_021701634.1
OG0002832	XP_015175220.1, XP_015175222.1	XP_021702545.1, XP_021701544.1, XP_021702540.1
OG0002833	XP_015178166.1	XP_021703791.1
OG0002834	XP_015178524.1	XP_021703870.1
OG0002835	XP_015175486.1, XP_015175484.1	XP_021705343.1
OG0002836	XP_015177692.1	XP_021705541.1
OG0002837	XP_015190335.1	XP_021707267.1
OG0002838	XP_015176346.1	XP_021710734.1
OG0002856	XP_015183394.1	XP_001650522.1, XP_021706249.1, XP_021706247.1
OG0002857	XP_015175374.1	XP_001654435.1, XP_021704310.1
OG0002858	XP_015185162.1	XP_001656734.1
OG0002859	XP_015173728.1	XP_021694264.1, XP_021703904.1, XP_021710164.1, XP_001662678.2, XP_021707251.1
OG0002860	XP_015190045.1	XP_001660129.1
OG0002861	XP_015185540.1	XP_001655621.1
OG0002862	XP_015176528.1, XP_015176529.1	XP_021701226.1, XP_001655803.1
OG0002863	XP_015185210.1, XP_015185209.1	XP_001662785.1
OG0002864	XP_015175030.1	XP_021705591.1, XP_001653216.2
OG0002865	XP_015183697.1	XP_001659059.1
OG0002866	XP_015183499.1	XP_001654990.2
OG0002867	XP_015183146.1	XP_001651576.2, XP_001651575.2
OG0002868	XP_015190510.1, XP_015190458.1	XP_001647931.1
OG0002869	XP_015181900.1	XP_021700839.1
OG0002870	XP_015183797.1	XP_001660865.1
OG0002871	XP_015177881.1	XP_001651924.1
OG0002872	XP_015174089.1	XP_021699134.1, XP_021699133.1, XP_021699132.1
OG0002873	XP_015183501.1	XP_001663631.1
OG0002874	XP_015187444.1	XP_001659193.1
OG0002875	XP_015172737.1, XP_015172729.1	XP_021694849.1
OG0002876	XP_015186328.1	XP_001663714.2
OG0002877	XP_015171683.1	XP_001648086.1
OG0002878	XP_015189430.1	XP_001654319.1, XP_021712244.1
OG0002879	XP_015184328.1	XP_001655467.1
OG0002880	XP_015187327.1	XP_001653077.1, XP_021696583.1
OG0002881	XP_015176580.1, XP_015176581.1, XP_015176582.1	XP_001658325.1
OG0002882	XP_015174894.1, XP_015174891.1, XP_015174893.1	XP_021693756.1, XP_021693753.1
OG0002883	XP_015173877.1	XP_001663452.1, XP_021707516.1
OG0002884	XP_015174018.1	XP_001662256.1
OG0002885	XP_015187073.1	XP_011493321.1
OG0002886	XP_015178970.1	XP_021708202.1
OG0002887	XP_015174286.1, XP_015174285.1	XP_001663823.1
OG0002888	XP_015190097.1	XP_001648870.2
OG0002889	XP_015191431.1	XP_021709395.1, XP_001661632.1
OG0002890	XP_015183742.1	XP_021709561.1
OG0002891	XP_015190208.1	XP_021711779.1, XP_001650410.2
OG0002892	XP_015179624.1	XP_001661209.1
OG0002893	XP_015191188.1	XP_001657928.1
OG0002894	XP_015179707.1	XP_021705544.1
OG0002895	XP_015187972.1, XP_015187973.1	XP_001663417.2
OG0002896	XP_015174957.1	XP_011493451.1
OG0002897	XP_015175321.1	XP_021709147.1
OG0002898	XP_015176217.1	XP_001652258.1, XP_011493355.1
OG0002899	XP_015190503.1	XP_001658667.1
OG0002900	XP_015179456.1	XP_001655580.2
OG0002901	XP_015189278.1	XP_001653664.1
OG0002902	XP_015191163.1	XP_021696697.1, XP_001653611.1
OG0002903	XP_015188149.1	XP_001654849.2
OG0002904	XP_015181875.1, XP_015187016.1	XP_001652813.2
OG0002905	XP_015190806.1, XP_015190805.1	XP_021692943.1, XP_021692942.1, XP_021692941.1, XP_021692940.1
OG0002906	XP_015186760.1	XP_001655255.1
OG0002907	XP_015172715.1	XP_001649231.1, XP_011493246.1
OG0002908	XP_015176255.1, XP_015176310.1	XP_001648566.1
OG0002909	XP_015181042.1	XP_021713392.1, XP_021713391.1, XP_001657572.1
OG0002910	XP_015171844.1	XP_021698929.1, XP_021698927.1, XP_021698928.1, XP_021698925.1, XP_021698926.1
OG0002911	XP_015191000.1, XP_015183084.1	XP_001650689.2
OG0002912	XP_015178551.1	XP_001658357.1
OG0002913	XP_015190522.1	XP_001654463.1
OG0002914	XP_015191237.1, XP_015191238.1	XP_001649644.1
OG0002915	XP_015177170.1	XP_001656850.1
OG0002916	XP_015177265.1	XP_001660542.1
OG0002917	XP_015171405.1	XP_021708901.1
OG0002918	XP_015186813.1	XP_001655038.2
OG0002919	XP_015171814.1	XP_021712732.1, XP_001657254.1
OG0002920	XP_015189253.1	XP_001653121.1
OG0002922	XP_015181712.1	XP_021695496.1
OG0002923	XP_015187404.1	XP_001649589.1
OG0002924	XP_015191333.1	XP_021694797.1
OG0002925	XP_015180210.1	XP_021700318.1, XP_021700321.1
OG0002926	XP_015182883.1	XP_021700829.1, XP_021700830.1, XP_021700827.1, XP_021700828.1, XP_021700826.1
OG0002927	XP_015188948.1	XP_001650318.1
OG0002928	XP_015185278.1, XP_015185280.1	XP_021706022.1, XP_021706020.1
OG0002929	XP_015171726.1	XP_021693240.1
OG0002930	XP_015191166.1	XP_021702419.1, XP_021702420.1
OG0002931	XP_015173623.1	XP_021705805.1, XP_021705803.1
OG0002932	XP_015179506.1	XP_021694150.1
OG0002933	XP_015187085.1	XP_001662261.1
OG0002934	XP_015184500.1	XP_001655974.1
OG0002935	XP_015179747.1	XP_001653736.1
OG0002936	XP_015179952.1	XP_001656914.2
OG0002938	XP_015184581.1	XP_001663600.1
OG0002940	XP_015191304.1	XP_001655770.1, XP_001655771.1, XP_001655772.1, XP_021707063.1
OG0002941	XP_015187403.1	XP_021712016.1, XP_001652005.2
OG0002942	XP_015182879.1	XP_001654157.2
OG0002943	XP_015189255.1	XP_001656979.1
OG0002944	XP_015183905.1	XP_021699031.1, XP_001654489.1
OG0002945	XP_015181599.1	XP_021704634.1, XP_021701608.1, XP_001651497.2
OG0002946	XP_015186923.1	XP_001648943.2, XP_021708728.1, XP_021708729.1
OG0002947	XP_015175490.1	XP_001650503.2, XP_021695352.1, XP_021695353.1
OG0002948	XP_015183056.1, XP_015180109.1	XP_021708299.1
OG0002949	XP_015175214.1	XP_021707785.1, XP_021707786.1
OG0002950	XP_015175651.1	XP_021710704.1
OG0002951	XP_015175959.1	XP_001662210.1, XP_021693476.1, XP_021712456.1, XP_021712457.1
OG0002952	XP_015184915.1	XP_021698924.1, XP_021694283.1
OG0002953	XP_015191169.1	XP_021702564.1
OG0002955	XP_015191146.1	XP_021701597.1, XP_001653396.1
OG0002956	XP_015178823.1	XP_021697363.1, XP_021697364.1, XP_021697362.1
OG0002957	XP_015187549.1	XP_021696339.1
OG0002958	XP_015178100.1	XP_021694472.1
OG0002959	XP_015176827.1	XP_001648345.1
OG0002960	XP_015184813.1, XP_015184812.1	XP_021699171.1, XP_021699172.1
OG0002961	XP_015188452.1	XP_001663138.2
OG0002962	XP_015175583.1	XP_021710722.1
OG0002963	XP_015186047.1	XP_021712546.1
OG0002964	XP_015176795.1	XP_001649816.2
OG0002965	XP_015182612.1	XP_021710829.1, XP_021710822.1, XP_021710843.1, XP_021710852.1, XP_021710834.1
OG0002966	XP_015172785.1	XP_001648476.1
OG0002967	XP_015182197.1	XP_001654136.1
OG0002968	XP_015187562.1	XP_001658243.1
OG0002969	XP_015171506.1	XP_021699838.1
OG0002970	XP_015187114.1	XP_001650321.1, XP_001650319.2
OG0002971	XP_015188939.1	XP_021709087.1
OG0002972	XP_015182102.1	XP_001652819.2
OG0002973	XP_015185109.1	XP_021697895.1
OG0002974	XP_015173159.1	XP_021709691.1
OG0002975	XP_015175160.1	XP_001664275.2
OG0002976	XP_015172461.1	XP_021704796.1
OG0002977	XP_015185372.1	XP_021705094.1
OG0002978	XP_015175241.1, XP_015175240.1	XP_021694302.1
OG0002979	XP_015183676.1	XP_001662127.2
OG0002981	XP_015175671.1, XP_015175670.1	XP_021695402.1
OG0002982	XP_015179302.1	XP_001661964.1
OG0002983	XP_015171568.1, XP_015171567.1	XP_021696008.1
OG0002984	XP_015177677.1	XP_001648596.1
OG0002985	XP_015186094.1, XP_015186093.1	XP_001649413.2
OG0002986	XP_015179621.1, XP_015179622.1	XP_001662893.1
OG0002987	XP_015181017.1	XP_001652998.2
OG0002988	XP_015176719.1	XP_021704304.1
OG0002990	XP_015172712.1	XP_021692999.1, XP_021692995.1, XP_021693009.1
OG0002991	XP_015188131.1, XP_015188130.1	XP_021704596.1
OG0002992	XP_015176861.1	XP_021700251.1, XP_021700248.1
OG0002993	XP_015190854.1	XP_021702020.1, XP_021702016.1, XP_021702017.1
OG0002994	XP_015171572.1, XP_015171574.1, XP_015171573.1	XP_001659697.2
OG0002995	XP_015179528.1	XP_001652267.1
OG0002996	XP_015189243.1	XP_001661654.2
OG0002997	XP_015191283.1	XP_001653469.1
OG0002998	XP_015178216.1	XP_001650499.1
OG0002999	XP_015183404.1, XP_015183401.1	XP_021700502.1
OG0003000	XP_015182616.1	XP_021704144.1
OG0003001	XP_015184884.1	XP_001658089.1
OG0003002	XP_015175130.1, XP_015175132.1	XP_021699672.1
OG0003003	XP_015174102.1, XP_015174110.1	XP_021695580.1, XP_001657712.2, XP_021695579.1, XP_021695578.1
OG0003004	XP_015182424.1	XP_001655157.2
OG0003005	XP_015184550.1	XP_001657342.1
OG0003006	XP_015173534.1	XP_001663675.1, XP_021695959.1, XP_021695958.1
OG0003007	XP_015188849.1	XP_021704778.1, XP_021704777.1
OG0003008	XP_015178184.1	XP_001649961.1, XP_001649960.1, XP_001657568.1
OG0003009	XP_015185504.1	XP_021710034.1
OG0003010	XP_015182169.1, XP_015182170.1	XP_021708078.1, XP_021708074.1
OG0003011	XP_015190838.1, XP_015190837.1	XP_001657398.1
OG0003012	XP_015186470.1	XP_001655239.2
OG0003013	XP_015178359.1, XP_015178360.1, XP_015178358.1	XP_001655514.1
OG0003014	XP_015172773.1	XP_021702261.1, XP_021702258.1, XP_021702256.1, XP_021702259.1, XP_021702260.1, XP_021702257.1
OG0003015	XP_015189357.1	XP_021707890.1
OG0003016	XP_015183262.1	XP_021700099.1, XP_001661425.2
OG0003017	XP_015191438.1	XP_021709597.1
OG0003018	XP_015174990.1	XP_021702143.1
OG0003019	XP_015180033.1	XP_001662950.2
OG0003020	XP_015191202.1	XP_001660022.2
OG0003021	XP_015185368.1	XP_021713226.1, XP_001663157.1, XP_021713227.1
OG0003022	XP_015187763.1	XP_021704773.1, XP_021704771.1, XP_021704774.1
OG0003023	XP_015172807.1	XP_001654970.1
OG0003024	XP_015172780.1	XP_001653637.1
OG0003025	XP_015177163.1, XP_015177164.1	XP_001656861.1
OG0003026	XP_015172225.1, XP_015172226.1	XP_001649617.2
OG0003027	XP_015186145.1	XP_021711641.1
OG0003028	XP_015180288.1	XP_001650482.1
OG0003029	XP_015186055.1, XP_015188859.1	XP_021701567.1, XP_021711714.1, XP_001650812.2, XP_021700541.1, XP_021700540.1
OG0003030	XP_015183835.1	XP_021713167.1
OG0003031	XP_015187312.1	XP_001657555.2
OG0003032	XP_015186339.1, XP_015186347.1	XP_021706801.1, XP_021706802.1
OG0003033	XP_015175499.1	XP_001656285.1
OG0003034	XP_015184357.1	XP_021712000.1, XP_001660556.1
OG0003035	XP_015184070.1	XP_021699692.1, XP_001663834.1
OG0003036	XP_015191043.1	XP_021710813.1, XP_021710814.1
OG0003037	XP_015173505.1	XP_021705513.1, XP_021705514.1, XP_021711859.1
OG0003038	XP_015177810.1	XP_001652939.1
OG0003039	XP_015171234.1	XP_001654109.2
OG0003040	XP_015183449.1	XP_001654178.2
OG0003041	XP_015175775.1	XP_011493398.1, XP_001652914.1, XP_021712917.1, XP_021712918.1
OG0003042	XP_015174410.1	XP_001651507.1
OG0003043	XP_015182665.1	XP_021710721.1
OG0003044	XP_015182608.1	XP_021701984.1, XP_021702001.1, XP_021701993.1
OG0003045	XP_015180741.1	XP_001664294.2
OG0003046	XP_015171504.1	XP_001663141.2
OG0003047	XP_015182070.1	XP_001661052.1
OG0003048	XP_015191428.1	XP_001661930.2
OG0003050	XP_015180143.1	XP_021705483.1, XP_001657866.1
OG0003051	XP_015173498.1	XP_021708868.1, XP_021712747.1
OG0003052	XP_015174765.1	XP_021710984.1, XP_021694277.1
OG0003053	XP_015187509.1	XP_001656084.1, XP_011493203.2, XP_021706410.1, XP_021712571.1
