Orthogroup	Polistes_dominula	Acyrthosiphon_pisum
OG0003271	XP_015175802.1	XP_008179119.1, NP_001153316.1
OG0003272	XP_015175460.1	NP_001155405.1
OG0003273	XP_015186611.1	XP_001952060.1, XP_016657380.1, NP_001155438.1, XP_008187191.1, XP_008187189.1
OG0003274	XP_015175687.1	XP_008184524.1, NP_001155459.1
OG0003275	XP_015174709.1	NP_001155469.1, NP_001155582.1, XP_008184835.1
OG0003276	XP_015181499.1	XP_016663063.1, NP_001155470.1, XP_003248822.2
OG0003277	XP_015190768.1, XP_015190770.1	NP_001155472.1
OG0003278	XP_015182542.1	XP_008182152.1, NP_001155473.1
OG0003279	XP_015188857.1	NP_001155474.1, XP_029341888.1
OG0003280	XP_015171870.1	NP_001155506.1
OG0003281	XP_015180726.1, XP_015180727.1	NP_001155551.1
OG0003282	XP_015188811.1	NP_001155567.1
OG0003283	XP_015173584.1	NP_001155600.1, XP_003245083.1
OG0003284	XP_015180745.1	NP_001155658.1
OG0003285	XP_015172337.1, XP_015172325.1	NP_001155681.1
OG0003286	XP_015185800.1	NP_001155743.1
OG0003287	XP_015172520.1	XP_003247472.1, NP_001155789.1
OG0003288	XP_015191656.1	NP_001155793.1, XP_003248623.2
OG0003289	XP_015185298.1	NP_001155798.1
OG0003290	XP_015182865.1	NP_001155809.1
OG0003291	XP_015179786.1	XP_029344575.1, NP_001155928.1
OG0003292	XP_015184103.1	NP_001156064.1, NP_001280295.1
OG0003293	XP_015183532.1	NP_001156068.1
OG0003294	XP_015176029.1	NP_001156087.1
OG0003295	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1	NP_001156097.1, XP_008179602.1
OG0003296	XP_015178530.1	NP_001156099.1
OG0003297	XP_015177865.1	NP_001156183.1
OG0003298	XP_015186616.1	NP_001156222.1
OG0003299	XP_015182677.1	NP_001156233.1, XP_008184366.1
OG0003300	XP_015172834.1	NP_001156292.1
OG0003301	XP_015174163.1	NP_001156297.1
OG0003302	XP_015179769.1	NP_001157402.1
OG0003303	XP_015189235.1	NP_001164576.1, XP_029344821.1
OG0003304	XP_015180127.1	XP_016663680.1, NP_001191852.1
OG0003305	XP_015190255.1	NP_001191906.1
OG0003306	XP_015173675.1	NP_001232939.1
OG0003307	XP_015173144.1, XP_015173145.1	NP_001232956.1, XP_008181268.1
OG0003308	XP_015177208.1	NP_001232959.1
OG0003309	XP_015180107.1	NP_001233006.1, XP_008187646.1
OG0003310	XP_015182521.1	NP_001233022.1
OG0003311	XP_015178143.1	NP_001233054.1
OG0003312	XP_015180203.1	NP_001233061.1
OG0003313	XP_015176312.1	NP_001233079.1
OG0003314	XP_015175786.1	XP_008188881.1, NP_001233100.1
OG0003315	XP_015179654.1	XP_008190004.1, NP_001233121.1
OG0003316	XP_015171729.1	NP_001280375.1, XP_008184944.1
OG0003317	XP_015183265.1	NP_001280390.1, XP_016656478.1
OG0003318	XP_015191776.1	XP_001945578.1, NP_001280440.1
OG0003319	XP_015181953.1, XP_015181952.1	NP_001280461.1
OG0003320	XP_015191527.1	NP_001280478.1, XP_008185427.1
OG0003321	XP_015173693.1	NP_001313568.1
OG0003322	XP_015171323.1, XP_015171332.1	XP_016657749.1, NP_001313575.1
OG0003323	XP_015190930.1	NP_001313577.1
OG0003324	XP_015171336.1, XP_015171337.1	NP_001313582.1
OG0003325	XP_015190563.1	NP_001313603.1
OG0003326	XP_015173640.1, XP_015173638.1	XP_001942619.2
OG0003327	XP_015185982.1	XP_001942770.2, XP_003244217.2
OG0003328	XP_015177229.1	XP_001942781.1
OG0003329	XP_015186292.1	XP_001942784.1
OG0003330	XP_015190577.1	XP_016660940.1, XP_029345963.1, XP_001942786.1, XP_008184329.1
OG0003331	XP_015172251.1, XP_015172246.1	XP_001942791.2
OG0003332	XP_015185305.1	XP_003242762.1, XP_016657834.1, XP_001942824.1
OG0003333	XP_015171492.1	XP_001942923.1
OG0003334	XP_015191505.1	XP_001943118.1
OG0003335	XP_015182204.1	XP_001943119.2
OG0003336	XP_015191570.1	XP_016664033.1, XP_001943186.1
OG0003337	XP_015172521.1	XP_001943273.1
OG0003339	XP_015184708.1	XP_008185744.1, XP_001943568.2
OG0003340	XP_015174248.1	XP_016663659.1, XP_001943637.2
OG0003341	XP_015185260.1	XP_001943662.1
OG0003342	XP_015185634.1	XP_008179196.1, XP_001943673.1
OG0003343	XP_015176685.1	XP_029346930.1, XP_001943707.1
OG0003345	XP_015189133.1	XP_001943740.1
OG0003346	XP_015174791.1	XP_016659707.1, XP_001943771.2
OG0003347	XP_015188927.1	XP_001943800.2
OG0003348	XP_015188423.1	XP_001943847.2
OG0003349	XP_015180546.1	XP_001943944.2
OG0003350	XP_015187959.1	XP_001944020.2
OG0003351	XP_015185215.1	XP_008186526.1, XP_001944030.1
OG0003352	XP_015173570.1	XP_001944054.1
OG0003353	XP_015175425.1	XP_001944154.1
OG0003354	XP_015176997.1	XP_001944166.2
OG0003355	XP_015176857.1	XP_001944232.2
OG0003356	XP_015190488.1	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1
OG0003357	XP_015178153.1	XP_001944513.1
OG0003358	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1	XP_001944605.1
OG0003359	XP_015173362.1	XP_001944635.1, XP_029345548.1, XP_029345549.1, XP_003240926.1
OG0003360	XP_015173198.1	XP_001944636.1
OG0003361	XP_015182881.1	XP_001944713.1
OG0003362	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1	XP_001944740.2
OG0003363	XP_015182988.1	XP_001944833.1
OG0003364	XP_015184267.1	XP_001944849.2
OG0003365	XP_015188555.1	XP_008185024.1, XP_001944857.2
OG0003366	XP_015179176.1	XP_001944878.1
OG0003367	XP_015187582.1	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3
OG0003368	XP_015175064.1	XP_001945022.2
OG0003369	XP_015188097.1	XP_008181399.1
OG0003370	XP_015173212.1	XP_001945119.2
OG0003371	XP_015181102.1	XP_001945137.1
OG0003372	XP_015172014.1	XP_001945221.1
OG0003373	XP_015177231.1	XP_001945270.2, XP_016658990.1
OG0003374	XP_015171689.1	XP_001945319.1, XP_016656412.1
OG0003375	XP_015189034.1	XP_001945364.1, XP_029346690.1, XP_008181883.1, XP_016660354.1, XP_029341059.1
OG0003376	XP_015187912.1	XP_016661812.1, XP_001945425.2
OG0003377	XP_015175119.1	XP_001945461.1
OG0003378	XP_015184218.1	XP_001945487.2, XP_029344171.1
OG0003379	XP_015180558.1	XP_001945513.4, XP_008185599.1, XP_008180419.1
OG0003380	XP_015172013.1	XP_001945568.2
OG0003381	XP_015172653.1	XP_001945577.1
OG0003382	XP_015176634.1	XP_003242238.1, XP_001945605.1, XP_001952412.1
OG0003383	XP_015172040.1	XP_001945721.2, XP_029347247.1
OG0003384	XP_015188758.1	XP_001945770.2
OG0003385	XP_015179032.1	XP_001945853.1
OG0003386	XP_015179539.1	XP_001945864.2
OG0003387	XP_015190698.1	XP_001945876.1
OG0003388	XP_015180752.1	XP_001945889.2, XP_008178614.1
OG0003389	XP_015187416.1	XP_001945896.1
OG0003390	XP_015184298.1	XP_001945905.1
OG0003391	XP_015181603.1	XP_001945906.2, XP_016661859.1
OG0003392	XP_015176349.1	XP_001945926.2
OG0003393	XP_015190186.1, XP_015190187.1	XP_016660179.1, XP_001945950.2
OG0003394	XP_015174395.1	XP_001946048.4
OG0003395	XP_015187652.1	XP_001946117.2
OG0003396	XP_015176610.1	XP_001946123.1
OG0003397	XP_015171189.1	XP_008185937.1, XP_001946216.2
OG0003398	XP_015187552.1	XP_016656728.1, XP_001946219.1
OG0003399	XP_015179993.1	XP_016657973.1, XP_001946261.1
OG0003400	XP_015175012.1	XP_001946339.1
OG0003401	XP_015180348.1	XP_001946495.2, XP_029347566.1
OG0003402	XP_015187324.1, XP_015187331.1	XP_001946561.2
OG0003403	XP_015181948.1	XP_001946655.2, XP_003247032.1
OG0003404	XP_015186459.1	XP_029346329.1, XP_001946747.2
OG0003405	XP_015178809.1, XP_015178810.1	XP_001946794.1
OG0003406	XP_015191703.1	XP_008185012.1, XP_001946819.2
OG0003407	XP_015189000.1	XP_001946852.1
OG0003408	XP_015175908.1	XP_001946858.2
OG0003409	XP_015179204.1	XP_001946987.1
OG0003410	XP_015186287.1	XP_016656491.1, XP_001947020.1
OG0003411	XP_015190416.1, XP_015190419.1, XP_015190418.1	XP_001947052.2
OG0003412	XP_015171375.1	XP_016664104.1, XP_001947061.2
OG0003413	XP_015182958.1, XP_015182959.1	XP_001947112.2
OG0003414	XP_015176127.1	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1
OG0003415	XP_015190410.1	XP_001947232.2
OG0003416	XP_015180668.1, XP_015180667.1	XP_001947340.2
OG0003417	XP_015177477.1	XP_001947348.4, XP_029346570.1
OG0003418	XP_015184817.1	XP_016663240.1, XP_016663241.1, XP_001947412.2
OG0003419	XP_015177958.1	XP_001947457.2, XP_029347785.1
OG0003420	XP_015180202.1	XP_001947467.1
OG0003421	XP_015187248.1, XP_015187247.1	XP_001947620.2
OG0003422	XP_015186465.1	XP_001947696.1
OG0003423	XP_015177165.1, XP_015177166.1	XP_001947741.1
OG0003424	XP_015184782.1	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2
OG0003425	XP_015179943.1	XP_001947752.2
OG0003426	XP_015174788.1, XP_015174786.1	XP_001947902.2
OG0003427	XP_015186898.1	XP_001952385.2, XP_001947924.2, XP_001947908.2
OG0003428	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1	XP_001948130.1
OG0003429	XP_015172555.1, XP_015172539.1	XP_001948239.2
OG0003430	XP_015182570.1	XP_001948242.1
OG0003431	XP_015175843.1	XP_001948295.1
OG0003432	XP_015184654.1	XP_001948312.1
OG0003433	XP_015171455.1	XP_001948385.2
OG0003434	XP_015177650.1, XP_015177649.1	XP_003247440.2, XP_001948425.1
OG0003435	XP_015186325.1	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1
OG0003436	XP_015174551.1	XP_001948504.2
OG0003437	XP_015174878.1	XP_001948597.3
OG0003438	XP_015172083.1, XP_015172082.1	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1
OG0003439	XP_015174539.1	XP_001948678.2
OG0003441	XP_015175554.1, XP_015175555.1	XP_029346557.1, XP_001948873.1, XP_016659482.1
OG0003442	XP_015191398.1	XP_001948878.2
OG0003443	XP_015183662.1	XP_001948942.1
OG0003444	XP_015183391.1	XP_008184847.1, XP_001948995.2, XP_001949035.2
OG0003445	XP_015178172.1	XP_001949068.2
OG0003446	XP_015183595.1	XP_001949172.2
OG0003447	XP_015176458.1	XP_001949175.1, XP_008188157.1, XP_003247963.1
OG0003448	XP_015188682.1	XP_001951973.1, XP_001949244.1
OG0003449	XP_015184578.1	XP_001949300.2
OG0003450	XP_015183101.1	XP_029347434.1, XP_001949386.1
OG0003451	XP_015173807.1	XP_001949443.1, XP_008182268.1
OG0003452	XP_015185229.1	XP_001949579.2
OG0003453	XP_015191305.1	XP_001949581.1
OG0003454	XP_015185401.1	XP_001949590.1
OG0003455	XP_015173242.1, XP_015173243.1	XP_001949601.1
OG0003456	XP_015187627.1	XP_001949728.1
OG0003457	XP_015180857.1	XP_001949847.3
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_001949938.1
OG0003459	XP_015179116.1	XP_003246026.1, XP_001949988.2
OG0003460	XP_015190874.1	XP_001950150.1, XP_016659321.1, XP_008187444.1
OG0003461	XP_015191859.1, XP_015191861.1	XP_001950219.2
OG0003462	XP_015189922.1, XP_015171443.1	XP_001950312.3, XP_001952645.2, XP_016662209.1
OG0003463	XP_015186383.1, XP_015171012.1	XP_001950362.2
OG0003464	XP_015189991.1	XP_001950406.1
OG0003465	XP_015186514.1, XP_015186563.1	XP_003242582.1, XP_001950487.1
OG0003466	XP_015189016.1, XP_015189015.1	XP_001950497.2
OG0003467	XP_015180807.1	XP_001950565.1
OG0003468	XP_015180528.1	XP_001950656.2
OG0003469	XP_015188387.1	XP_001950926.2
OG0003470	XP_015176941.1, XP_015176942.1	XP_029341385.1, XP_001950966.1, XP_008181619.1
OG0003471	XP_015178289.1	XP_001951022.1
OG0003472	XP_015180759.1	XP_001951071.2
OG0003473	XP_015174007.1	XP_001951088.1
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_001951216.1
OG0003475	XP_015187335.1, XP_015187334.1	XP_008185936.1, XP_016662274.1, XP_001951232.1
OG0003476	XP_015179493.1	XP_001951345.2
OG0003477	XP_015175105.1	XP_001951463.1
OG0003478	XP_015189473.1	XP_001951473.1
OG0003479	XP_015176771.1	XP_001951613.2, XP_001951588.1
OG0003480	XP_015176804.1	XP_001951654.1, XP_003243111.1
OG0003481	XP_015191112.1	XP_001951672.1
OG0003482	XP_015185984.1, XP_015175980.1	XP_001951686.1
OG0003483	XP_015178273.1	XP_008182013.1, XP_001951763.1
OG0003484	XP_015182992.1	XP_001951769.1
OG0003485	XP_015184543.1	XP_008187413.1, XP_003248591.3, XP_001951824.1
OG0003486	XP_015183580.1	XP_001951912.1
OG0003487	XP_015180045.1	XP_001952144.2
OG0003488	XP_015171174.1, XP_015171175.1	XP_001952182.2
OG0003489	XP_015190926.1	XP_001952220.2
OG0003490	XP_015172585.1	XP_001952358.1
OG0003491	XP_015174483.1	XP_016661005.1, XP_001952370.2
OG0003492	XP_015178946.1	XP_029347505.1, XP_029347504.1, XP_029347503.1, XP_029347502.1, XP_029347501.1, XP_001952386.2, XP_008184407.1
OG0003493	XP_015185682.1	XP_001952446.1
OG0003494	XP_015191496.1	XP_001952473.1
OG0003495	XP_015179271.1	XP_001952501.1
OG0003496	XP_015182877.1	XP_029341064.1, XP_001952620.1, XP_016665155.1
OG0003497	XP_015178395.1	XP_001952647.1, XP_008185303.1
OG0003498	XP_015180366.1	XP_001952675.1
OG0003499	XP_015187045.1	XP_001952681.2
OG0003500	XP_015175688.1	XP_001952759.1
OG0003501	XP_015187507.1	XP_003240049.1, XP_016658932.1
OG0003502	XP_015182437.1	XP_003240230.1
OG0003503	XP_015178224.1	XP_003240263.1, XP_029342193.1
OG0003504	XP_015181287.1	XP_003240303.1
OG0003506	XP_015187805.1	XP_003241120.1
OG0003507	XP_015183125.1	XP_003241192.1, XP_016655970.1
OG0003508	XP_015182730.1	XP_003241234.1, XP_003241233.1
OG0003509	XP_015188894.1, XP_015188815.1	XP_003241236.1
OG0003510	XP_015178538.1	XP_003241246.1
OG0003511	XP_015173707.1	XP_003241376.1
OG0003512	XP_015182308.1	XP_008179169.1, XP_003241811.2
OG0003513	XP_015171042.1, XP_015171033.1	XP_003241912.1
OG0003514	XP_015187464.1	XP_003242055.1
OG0003515	XP_015179821.1	XP_003242169.1
OG0003516	XP_015179947.1	XP_003242256.1
OG0003517	XP_015181891.1	XP_003242428.1
OG0003518	XP_015186872.1	XP_029343551.1, XP_003242563.1, XP_008182183.1
OG0003519	XP_015180953.1	XP_003242937.1
OG0003520	XP_015191223.1	XP_003243058.1
OG0003521	XP_015171947.1, XP_015171951.1	XP_003243849.1
OG0003522	XP_015172152.1	XP_003243938.1
OG0003523	XP_015179610.1	XP_003243991.1, XP_008182922.2
OG0003524	XP_015177277.1	XP_003244035.1
OG0003525	XP_015183377.1	XP_016659508.2, XP_003244215.1
OG0003526	XP_015187151.1	XP_003244247.1
OG0003527	XP_015185808.1, XP_015185807.1	XP_003244330.1, XP_003244329.1, XP_008182798.1
OG0003528	XP_015188628.1	XP_003244950.3
OG0003529	XP_015191239.1	XP_003245180.1, XP_029344844.1
OG0003530	XP_015179818.1, XP_015179820.1	XP_029343408.1, XP_003245260.3
OG0003532	XP_015172052.1	XP_003245398.1
OG0003533	XP_015182620.1	XP_003245424.1, XP_008184388.1
OG0003534	XP_015177420.1	XP_003245446.2
OG0003535	XP_015186009.1, XP_015186007.1, XP_015186008.1	XP_003245515.1
OG0003536	XP_015179061.1	XP_003245836.1
OG0003537	XP_015187014.1	XP_003246162.1, XP_003246884.1, XP_029344117.1, XP_008181783.1
OG0003538	XP_015188192.1	XP_003246197.1
OG0003539	XP_015175944.1, XP_015175943.1	XP_003246293.1
OG0003541	XP_015186859.1	XP_003246627.1
OG0003542	XP_015173150.1	XP_003247061.1
OG0003543	XP_015178806.1, XP_015178805.1, XP_015178807.1	XP_003247092.1, XP_008184075.1, XP_029340952.1
OG0003544	XP_015178624.1	XP_003247589.1, XP_008187546.1
OG0003546	XP_015189535.1	XP_003247891.1
OG0003547	XP_015177190.1, XP_015177195.1	XP_003247900.3, XP_029342452.1, XP_029342451.1
OG0003548	XP_015171009.1, XP_015171015.1, XP_015191858.1	XP_003248023.1
OG0003549	XP_015183420.1	XP_029346010.1, XP_003248864.4
OG0003550	XP_015188185.1	XP_008187570.1, XP_003249066.3
OG0003551	XP_015183277.1	XP_008178332.1
OG0003552	XP_015182252.1	XP_008178771.1
OG0003553	XP_015174078.1	XP_008179250.1
OG0003554	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1	XP_008179589.1
OG0003555	XP_015187325.1, XP_015187326.1	XP_008180060.1
OG0003557	XP_015181228.1	XP_008180489.1
OG0003558	XP_015180452.1	XP_008180549.2
OG0003559	XP_015184593.1, XP_015173153.1	XP_008180807.1
OG0003560	XP_015182654.1, XP_015182653.1	XP_008181116.1, XP_029345017.1
OG0003561	XP_015172783.1	XP_008181363.1
OG0003562	XP_015180449.1	XP_008181496.1, XP_008181497.1
OG0003563	XP_015183895.1	XP_008181684.1
OG0003564	XP_015177807.1	XP_008182177.1
OG0003565	XP_015173219.1	XP_008182222.1
OG0003566	XP_015175894.1	XP_029344327.1, XP_016659230.1, XP_008182236.1
OG0003567	XP_015171222.1	XP_008182468.1
OG0003568	XP_015186846.1	XP_008182565.1
OG0003569	XP_015188810.1	XP_008182773.1, XP_008182772.1
OG0003570	XP_015184850.1	XP_008183142.1
OG0003571	XP_015188842.1	XP_008183420.1
OG0003572	XP_015180359.1	XP_008183814.1, XP_016660476.1
OG0003573	XP_015176395.1	XP_008184346.1, XP_008184343.1
OG0003574	XP_015180199.1	XP_016660999.1, XP_029346935.1, XP_008184404.1
OG0003575	XP_015189242.1, XP_015189244.1	XP_008184513.1
OG0003576	XP_015191153.1	XP_008184569.1
OG0003577	XP_015188140.1, XP_015188138.1	XP_008184684.1
OG0003578	XP_015185296.1	XP_008185383.2
OG0003579	XP_015189667.1, XP_015189666.1	XP_008185408.2
OG0003580	XP_015176659.1	XP_008185743.1
OG0003581	XP_015178236.1	XP_008186177.1, XP_016662504.1
OG0003582	XP_015171166.1	XP_008186400.2
OG0003583	XP_015187963.1	XP_008186708.1
OG0003584	XP_015171417.1, XP_015171418.1	XP_008186709.1
OG0003585	XP_015182635.1	XP_008186918.1
OG0003586	XP_015179128.1	XP_008186925.1
OG0003587	XP_015188861.1	XP_008186963.1
OG0003588	XP_015190836.1	XP_029347312.1, XP_008186998.1
OG0003589	XP_015183139.1	XP_008187340.1
OG0003591	XP_015186079.1	XP_029341206.1, XP_008187613.1
OG0003592	XP_015184566.1, XP_015184564.1	XP_008187788.1
OG0003593	XP_015173292.1	XP_029348567.1, XP_008187811.1
OG0003595	XP_015172110.1	XP_029347712.1
OG0003596	XP_015190501.1, XP_015190500.1	XP_008188502.1, XP_008188501.1
OG0003597	XP_015178764.1, XP_015178759.1	XP_008188583.1
OG0003598	XP_015185114.1, XP_015185115.1	XP_008188697.1
OG0003599	XP_015189391.1	XP_008189074.1, XP_029347043.1
OG0003600	XP_015183212.1, XP_015183210.1	XP_008190191.2
OG0003601	XP_015174424.1	XP_016656463.1, XP_016656462.1
OG0003602	XP_015177763.1	XP_029341756.1, XP_016657266.1
OG0003603	XP_015174559.1	XP_016657618.1
OG0003604	XP_015171376.1	XP_016657691.1
OG0003605	XP_015189917.1	XP_016657955.1
OG0003606	XP_015180047.1	XP_016664837.1, XP_029342548.1, XP_016658422.1
OG0003607	XP_015173581.1	XP_016661016.1
OG0003608	XP_015178046.1	XP_016661412.1
OG0003609	XP_015189110.1	XP_016661625.1
OG0003610	XP_015185969.1	XP_016662052.1, XP_029347557.1
OG0003611	XP_015172531.1	XP_016663109.1
OG0003612	XP_015187487.1	XP_016663793.1, XP_029345112.1, XP_029345113.1
OG0003613	XP_015179196.1	XP_016663845.1, XP_016663844.1
OG0003614	XP_015186250.1	XP_016663972.1
OG0003615	XP_015188101.1	XP_029340916.1, XP_029341110.1, XP_029345850.1
OG0003616	XP_015181795.1	XP_029341087.1
OG0003618	XP_015184949.1	XP_029342058.1, XP_029342718.1
OG0003619	XP_015185689.1, XP_015185691.1	XP_029342566.1
OG0003620	XP_015184239.1	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1
OG0003621	XP_015191757.1	XP_029342785.1, XP_029342786.1
OG0003622	XP_015182792.1	XP_029342813.1
OG0003623	XP_015190811.1	XP_029343014.1
OG0003624	XP_015186504.1	XP_029343039.1, XP_029343038.1
OG0003625	XP_015172702.1	XP_029343152.1
OG0003626	XP_015171997.1	XP_029343232.1
OG0003627	XP_015175417.1	XP_029343423.1
OG0003628	XP_015175737.1, XP_015175739.1	XP_029343562.1
OG0003629	XP_015188174.1	XP_029343862.1
OG0003630	XP_015190004.1	XP_029344127.1, XP_029344126.1
OG0003631	XP_015174755.1	XP_029344332.1
OG0003632	XP_015173819.1	XP_029344447.1
OG0003633	XP_015180525.1	XP_029344530.1, XP_029344527.1
OG0003634	XP_015187862.1	XP_029345023.1
OG0003635	XP_015187377.1	XP_029345202.1
OG0003636	XP_015177875.1	XP_029345431.1
OG0003637	XP_015179482.1	XP_029345551.1
OG0003638	XP_015173027.1, XP_015173026.1	XP_029345612.1, XP_029345613.1
OG0003639	XP_015174107.1	XP_029345632.1
OG0003640	XP_015178454.1	XP_029345922.1
OG0003641	XP_015190285.1	XP_029345975.1
OG0003642	XP_015174291.1	XP_029346189.1
OG0003643	XP_015185184.1	XP_029346289.1, XP_029346288.1
OG0003644	XP_015191807.1	XP_029346338.1
OG0003645	XP_015183115.1, XP_015183114.1	XP_029346575.1
OG0003646	XP_015187736.1	XP_029347070.1
OG0003647	XP_015185852.1, XP_015185851.1	XP_029347187.1, XP_029347181.1
OG0003648	XP_015176369.1	XP_029347313.1
OG0003649	XP_015186217.1	XP_029347352.1
OG0003650	XP_015182693.1	XP_029347460.1
OG0003651	XP_015188397.1	XP_029347573.1
OG0003652	XP_015179532.1, XP_015179531.1	XP_029347608.1, XP_029347609.1
OG0003653	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1	XP_029347634.1
OG0003709	XP_015173532.1	NP_001119628.1, XP_029341421.1, XP_003245642.1
OG0003710	XP_015176218.1	NP_001119647.1
OG0003711	XP_015186331.1	NP_001119655.1, XP_029345874.1
OG0003712	XP_015180180.1, XP_015180181.1	NP_001119687.1
OG0003713	XP_015179134.1	XP_016656538.1, NP_001119697.1
OG0003714	XP_015183809.1	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1
OG0003715	XP_015190210.1	NP_001128376.1
OG0003716	XP_015188866.1	NP_001129195.1, NP_001232975.1
OG0003717	XP_015190092.1, XP_015190091.1	NP_001129417.1, XP_008180321.1, NP_001129418.1
OG0003718	XP_015181987.1	NP_001153820.1
OG0003719	XP_015171019.1	XP_003247607.2, NP_001153853.1
OG0003720	XP_015176245.1	NP_001153859.1
OG0003721	XP_015178907.1	NP_001153867.2
OG0003722	XP_015174348.1	NP_001153868.1, XP_029346874.1, XP_001949218.2
OG0003723	XP_015180112.1	NP_001155411.1
OG0003724	XP_015177003.1	NP_001155424.1
OG0003725	XP_015171328.1	NP_001155425.1
OG0003726	XP_015181489.1, XP_015181490.1	NP_001155437.1
OG0003727	XP_015177612.1	NP_001155456.1
OG0003728	XP_015179876.1	NP_001155486.1
OG0003729	XP_015190645.1	NP_001155503.1
OG0003730	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1	NP_001155512.1
OG0003731	XP_015191213.1	NP_001155541.1, XP_008180569.1
OG0003732	XP_015179754.1	NP_001155563.1
OG0003733	XP_015176936.1	NP_001155569.1, XP_029341920.1
OG0003734	XP_015179650.1	NP_001155581.1
OG0003735	XP_015177433.1	NP_001155583.1, XP_008187337.1
OG0003736	XP_015177526.1	NP_001155624.1
OG0003737	XP_015173696.1	NP_001155637.1, XP_008182979.1
OG0003738	XP_015186822.1	XP_029341947.1, NP_001155661.1
OG0003739	XP_015172957.1	NP_001155687.1
OG0003740	XP_015184823.1, XP_015184822.1	NP_001155702.1
OG0003741	XP_015177543.1	NP_001155714.1
OG0003742	XP_015172764.1, XP_015172765.1	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1
OG0003743	XP_015171467.1	NP_001155782.1, XP_008187973.1
OG0003744	XP_015179632.1	NP_001155795.1
OG0003745	XP_015177298.1	NP_001155802.1
OG0003746	XP_015174963.1	NP_001155816.1
OG0003747	XP_015180916.1	NP_001155822.1
OG0003748	XP_015189373.1	NP_001155946.1, NP_001232995.1
OG0003749	XP_015183750.1, XP_015183749.1	NP_001155952.1
OG0003750	XP_015176785.1	NP_001155953.1
OG0003752	XP_015187984.1	NP_001156047.1
OG0003753	XP_015182951.1	NP_001156048.1
OG0003754	XP_015183116.1	XP_029341866.1, NP_001156056.1
OG0003755	XP_015189093.1, XP_015189091.1	NP_001156120.1
OG0003756	XP_015171541.1	NP_001156126.1
OG0003757	XP_015174113.1	NP_001156146.1
OG0003758	XP_015182777.1	XP_008179871.1, NP_001156157.1
OG0003759	XP_015184466.1	NP_001156175.1, XP_008187121.1
OG0003760	XP_015174719.1	NP_001156202.1
OG0003761	XP_015190519.1	NP_001156212.1
OG0003762	XP_015173510.1	NP_001156216.1, XP_008185420.1
OG0003763	XP_015187181.1	NP_001156220.1
OG0003764	XP_015174657.1, XP_015174656.1	NP_001156253.1, XP_029344793.1
OG0003765	XP_015183368.1	NP_001156258.1
OG0003766	XP_015185303.1	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1
OG0003767	XP_015184820.1	NP_001156277.1
OG0003768	XP_015189277.1	XP_003248729.1, NP_001156296.1
OG0003769	XP_015172851.1	NP_001156303.1
OG0003770	XP_015183795.1	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1
OG0003771	XP_015184216.1	NP_001156512.1
OG0003772	XP_015179985.1	NP_001156572.1
OG0003773	XP_015183792.1	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1
OG0003774	XP_015181167.1	NP_001156691.1, XP_008185739.1, XP_001946255.2
OG0003775	XP_015187323.1	NP_001156724.1
OG0003776	XP_015171436.1	NP_001192084.1, XP_008182094.1
OG0003777	XP_015179040.1	NP_001192099.1
OG0003778	XP_015188502.1	XP_016660588.1, NP_001192103.1
OG0003779	XP_015180110.1	NP_001193397.1
OG0003780	XP_015187159.1	NP_001232945.1
OG0003781	XP_015175988.1	XP_008186668.1, NP_001232951.1
OG0003782	XP_015180130.1	NP_001233014.1
OG0003783	XP_015183435.1	NP_001233028.1, XP_008187725.1
OG0003784	XP_015179669.1	NP_001233036.1, XP_029344824.1
OG0003785	XP_015176815.1	XP_029341884.1, NP_001233062.1
OG0003786	XP_015177933.1	XP_008179925.1, NP_001233077.1
OG0003787	XP_015175131.1	NP_001233084.1
OG0003788	XP_015176660.1	XP_016662916.1, NP_001233105.1
OG0003789	XP_015175517.1, XP_015175518.1	NP_001280252.1, XP_008187610.1
