Orthogroup	Polistes_dominula	Solenopsis_invicta
OG0003307	XP_015173144.1, XP_015173145.1	XP_011167011.1
OG0003308	XP_015177208.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_015180107.1	XP_011168906.2
OG0003310	XP_015182521.1	XP_011165498.1
OG0003311	XP_015178143.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_015180203.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_015176312.1	XP_011161540.1
OG0003314	XP_015175786.1	XP_011164791.1
OG0003315	XP_015179654.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_015171729.1	XP_025993577.1, XP_025993576.1
OG0003317	XP_015183265.1	XP_011160844.1
OG0003318	XP_015191776.1	XP_011157698.2
OG0003319	XP_015181953.1, XP_015181952.1	XP_011175694.2
OG0003320	XP_015191527.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_015173693.1	XP_011176131.2
OG0003322	XP_015171323.1, XP_015171332.1	XP_011161126.1
OG0003323	XP_015190930.1	XP_011161263.2
OG0003324	XP_015171336.1, XP_015171337.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_015190563.1	XP_011158710.2
OG0003326	XP_015173640.1, XP_015173638.1	XP_039302623.1, XP_011172122.2
OG0003327	XP_015185982.1	XP_011175417.1
OG0003328	XP_015177229.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_015186292.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_015190577.1	XP_011167875.2
OG0003331	XP_015172251.1, XP_015172246.1	XP_011159846.2
OG0003332	XP_015185305.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_015171492.1	XP_011158520.1
OG0003334	XP_015191505.1	XP_011169583.1
OG0003335	XP_015182204.1	XP_011157678.1
OG0003336	XP_015191570.1	XP_039303355.1, XP_039303356.1
OG0003337	XP_015172521.1	XP_011156887.1
OG0003339	XP_015184708.1	XP_025985974.1
OG0003340	XP_015174248.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_015185260.1	XP_011165296.1
OG0003342	XP_015185634.1	XP_011174123.2
OG0003343	XP_015176685.1	XP_011163557.1
OG0003345	XP_015189133.1	XP_011168568.1
OG0003346	XP_015174791.1	XP_011155405.1, XP_011155404.1
OG0003347	XP_015188927.1	XP_011170910.2
OG0003348	XP_015188423.1	XP_011176150.1
OG0003349	XP_015180546.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_015187959.1	XP_011160433.1
OG0003351	XP_015185215.1	XP_011169159.1
OG0003352	XP_015173570.1	XP_011167129.1
OG0003353	XP_015175425.1	XP_011157096.2
OG0003354	XP_015176997.1	XP_011159300.1
OG0003355	XP_015176857.1	XP_011156616.1
OG0003356	XP_015190488.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_015178153.1	XP_011159385.1
OG0003358	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1	XP_011170985.1
OG0003359	XP_015173362.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_015173198.1	XP_011169214.1
OG0003361	XP_015182881.1	XP_011163184.1
OG0003362	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1	XP_011176208.1
OG0003363	XP_015182988.1	XP_011171184.1
OG0003364	XP_015184267.1	XP_011171477.2
OG0003365	XP_015188555.1	XP_011155996.2
OG0003366	XP_015179176.1	XP_011166272.1
OG0003367	XP_015187582.1	XP_011160030.1
OG0003368	XP_015175064.1	XP_025993586.2
OG0003369	XP_015188097.1	XP_025995082.1
OG0003370	XP_015173212.1	XP_039305562.1
OG0003371	XP_015181102.1	XP_011168317.1
OG0003372	XP_015172014.1	XP_011170932.2
OG0003373	XP_015177231.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_015171689.1	XP_011170848.1
OG0003375	XP_015189034.1	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_015187912.1	XP_011158846.1
OG0003377	XP_015175119.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_015184218.1	XP_011158424.1
OG0003379	XP_015180558.1	XP_011164032.1
OG0003380	XP_015172013.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_015172653.1	XP_011170706.1
OG0003382	XP_015176634.1	XP_011170060.1
OG0003383	XP_015172040.1	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_015188758.1	XP_025993031.2
OG0003385	XP_015179032.1	XP_011167382.1
OG0003387	XP_015190698.1	XP_011158923.1
OG0003388	XP_015180752.1	XP_011164028.1
OG0003389	XP_015187416.1	XP_039308685.1
OG0003390	XP_015184298.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_015181603.1	XP_025987860.2
OG0003392	XP_015176349.1	XP_025991945.2
OG0003393	XP_015190186.1, XP_015190187.1	XP_011175706.1
OG0003394	XP_015174395.1	XP_011168554.1
OG0003395	XP_015187652.1	XP_011162479.1
OG0003396	XP_015176610.1	XP_011164775.1
OG0003397	XP_015171189.1	XP_039310081.1
OG0003398	XP_015187552.1	XP_039312685.1
OG0003399	XP_015179993.1	XP_011172373.2
OG0003400	XP_015175012.1	XP_011167556.3
OG0003401	XP_015180348.1	XP_011159605.1
OG0003402	XP_015187324.1, XP_015187331.1	XP_011158523.1
OG0003403	XP_015181948.1	XP_011173152.1
OG0003404	XP_015186459.1	XP_039315476.1
OG0003405	XP_015178809.1, XP_015178810.1	XP_025996980.1
OG0003406	XP_015191703.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_015189000.1	XP_011162767.2
OG0003408	XP_015175908.1	XP_025988007.1
OG0003409	XP_015179204.1	XP_011168025.1
OG0003410	XP_015186287.1	XP_011169045.1
OG0003411	XP_015190416.1, XP_015190419.1, XP_015190418.1	XP_011169030.1
OG0003412	XP_015171375.1	XP_011166294.1
OG0003413	XP_015182958.1, XP_015182959.1	XP_039302638.1
OG0003414	XP_015176127.1	XP_011161029.1
OG0003415	XP_015190410.1	XP_011175488.1
OG0003416	XP_015180668.1, XP_015180667.1	XP_011166755.1
OG0003417	XP_015177477.1	XP_039304476.1, XP_039304478.1
OG0003418	XP_015184817.1	XP_011167758.1
OG0003419	XP_015177958.1	XP_025996837.1
OG0003420	XP_015180202.1	XP_011169674.1
OG0003421	XP_015187248.1, XP_015187247.1	XP_011175711.1
OG0003422	XP_015186465.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_015177165.1, XP_015177166.1	XP_011159326.2
OG0003424	XP_015184782.1	XP_011159090.1
OG0003425	XP_015179943.1	XP_011163075.1
OG0003426	XP_015174788.1, XP_015174786.1	XP_025988070.1, XP_025988071.1
OG0003427	XP_015186898.1	XP_011163689.1
OG0003428	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1	XP_011167947.1
OG0003429	XP_015172539.1	XP_025995548.1
OG0003431	XP_015175843.1	XP_011172180.1, XP_039303289.1
OG0003432	XP_015184654.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_015171455.1	XP_011159440.1
OG0003434	XP_015177650.1, XP_015177649.1	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_015186325.1	XP_011163900.2
OG0003436	XP_015174551.1	XP_011168469.2
OG0003437	XP_015174878.1	XP_011157667.1
OG0003438	XP_015172083.1, XP_015172082.1	XP_011155524.2
OG0003439	XP_015174539.1	XP_025994536.1
OG0003442	XP_015191398.1	XP_039312379.1
OG0003443	XP_015183662.1	XP_011165646.1
OG0003444	XP_015183391.1	XP_025987672.2
OG0003445	XP_015178172.1	XP_039302293.1
OG0003446	XP_015183595.1	XP_011155390.1
OG0003447	XP_015176458.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_015188682.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_015184578.1	XP_011160159.1
OG0003450	XP_015183101.1	XP_011155610.2
OG0003451	XP_015173807.1	XP_011172134.1
OG0003452	XP_015185229.1	XP_011156026.1
OG0003453	XP_015191305.1	XP_039315183.1
OG0003454	XP_015185401.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_015173242.1, XP_015173243.1	XP_011168917.1
OG0003456	XP_015187627.1	XP_011162716.1
OG0003457	XP_015180857.1	XP_011166944.1
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_025995460.1
OG0003459	XP_015179116.1	XP_011161898.1
OG0003460	XP_015190874.1	XP_011162632.1
OG0003461	XP_015191859.1, XP_015191861.1	XP_025991213.1
OG0003462	XP_015189922.1, XP_015171443.1	XP_025993799.2
OG0003463	XP_015186383.1, XP_015171012.1	XP_011160595.1
OG0003464	XP_015189991.1	XP_011165321.1
OG0003465	XP_015186563.1	XP_011173159.1
OG0003466	XP_015189016.1, XP_015189015.1	XP_011172223.1
OG0003467	XP_015180807.1	XP_025987392.1
OG0003468	XP_015180528.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_015188387.1	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003470	XP_015176941.1, XP_015176942.1	XP_025990345.2, XP_039308816.1
OG0003471	XP_015178289.1	XP_039308449.1
OG0003472	XP_015180759.1	XP_025995638.1
OG0003473	XP_015174007.1	XP_011162299.1
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_011167328.1
OG0003475	XP_015187335.1, XP_015187334.1	XP_011166400.1
OG0003476	XP_015179493.1	XP_025991918.2
OG0003477	XP_015175105.1	XP_011161639.1
OG0003478	XP_015189473.1	XP_039301857.1
OG0003479	XP_015176771.1	XP_039304625.1
OG0003480	XP_015176804.1	XP_011163009.2
OG0003481	XP_015191112.1	XP_011168227.1
OG0003482	XP_015185984.1, XP_015175980.1	XP_039308503.1
OG0003483	XP_015178273.1	XP_011167627.1
OG0003484	XP_015182992.1	XP_011175536.1
OG0003485	XP_015184543.1	XP_011160665.1
OG0003486	XP_015183580.1	XP_011176014.1
OG0003487	XP_015180045.1	XP_039312962.1
OG0003488	XP_015171174.1, XP_015171175.1	XP_011172280.1, XP_011172281.1
OG0003489	XP_015190926.1	XP_011171151.1
OG0003490	XP_015172585.1	XP_011157908.1
OG0003491	XP_015174483.1	XP_025988848.1
OG0003492	XP_015178946.1	XP_011162771.1
OG0003493	XP_015185682.1	XP_011168044.1
OG0003494	XP_015191496.1	XP_039309299.1, XP_039309208.1
OG0003495	XP_015179271.1	XP_011174335.1
OG0003496	XP_015182877.1	XP_025993632.2
OG0003497	XP_015178395.1	XP_011156399.1
OG0003498	XP_015180366.1	XP_011165874.1
OG0003499	XP_015187045.1	XP_039310463.1
OG0003500	XP_015175688.1	XP_039305410.1
OG0003501	XP_015187507.1	XP_011160315.1
OG0003502	XP_015182437.1	XP_011173216.1
OG0003503	XP_015178224.1	XP_011158197.1
OG0003504	XP_015181287.1	XP_039305633.1
OG0003506	XP_015187805.1	XP_011161084.2
OG0003507	XP_015183125.1	XP_011161240.1
OG0003508	XP_015182730.1	XP_011161847.2
OG0003509	XP_015188894.1, XP_015188815.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_015178538.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_015173707.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_015182308.1	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_015171042.1, XP_015171033.1	XP_025993404.1
OG0003514	XP_015187464.1	XP_011172359.1
OG0003515	XP_015179821.1	XP_025994886.1
OG0003516	XP_015179947.1	XP_011157782.1
OG0003517	XP_015181891.1	XP_011157243.1
OG0003518	XP_015186872.1	XP_025993845.1
OG0003519	XP_015180953.1	XP_011157485.2
OG0003520	XP_015191223.1	XP_025987458.1
OG0003521	XP_015171947.1, XP_015171951.1	XP_025994590.1
OG0003522	XP_015172152.1	XP_011170188.1
OG0003523	XP_015179610.1	XP_011159133.3
OG0003524	XP_015177277.1	XP_011159594.2
OG0003525	XP_015183377.1	XP_011157508.1
OG0003526	XP_015187151.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_015185808.1, XP_015185807.1	XP_011164994.2
OG0003528	XP_015188628.1	XP_025994598.1
OG0003529	XP_015191239.1	XP_011157905.1
OG0003530	XP_015179818.1, XP_015179820.1	XP_011164666.1
OG0003532	XP_015172052.1	XP_011175391.1
OG0003533	XP_015182620.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_015177420.1	XP_025993470.2
OG0003535	XP_015186009.1, XP_015186007.1, XP_015186008.1	XP_025996198.1
OG0003536	XP_015179061.1	XP_011161902.1
OG0003537	XP_015187014.1	XP_039309256.1
OG0003538	XP_015188192.1	XP_011168937.1
OG0003539	XP_015175944.1, XP_015175943.1	XP_039308016.1
OG0003541	XP_015186859.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_015173150.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_015178806.1, XP_015178805.1, XP_015178807.1	XP_011158692.1
OG0003544	XP_015178624.1	XP_011169534.1, XP_025992037.1
OG0003546	XP_015189535.1	XP_025993446.1
OG0003547	XP_015177190.1, XP_015177195.1	XP_011158646.1
OG0003548	XP_015171009.1, XP_015171015.1, XP_015191858.1	XP_025988074.1
OG0003549	XP_015183420.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_015188185.1	XP_011162120.1, XP_011162121.1
OG0003551	XP_015183277.1	XP_039301798.1
OG0003552	XP_015182252.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_015174078.1	XP_011161755.2
OG0003554	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1	XP_039308532.1
OG0003555	XP_015187325.1, XP_015187326.1	XP_025995357.2
OG0003557	XP_015181228.1	XP_011164774.2
OG0003558	XP_015180452.1	XP_039309560.1
OG0003559	XP_015184593.1	XP_025986435.1
OG0003560	XP_015182654.1, XP_015182653.1	XP_025988610.2
OG0003561	XP_015172783.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_015180449.1	XP_011155379.1
OG0003563	XP_015183895.1	XP_039310060.1
OG0003564	XP_015177807.1	XP_011167702.1
OG0003565	XP_015173219.1	XP_011156156.1
OG0003566	XP_015175894.1	XP_039315677.1
OG0003567	XP_015171222.1	XP_011172274.1
OG0003568	XP_015186846.1	XP_039312274.1
OG0003569	XP_015188810.1	XP_039312335.1
OG0003570	XP_015184850.1	XP_025991364.2
OG0003571	XP_015188842.1	XP_011164706.1
OG0003572	XP_015180359.1	XP_011166886.1
OG0003573	XP_015176395.1	XP_025994936.2
OG0003574	XP_015180199.1	XP_011156360.1
OG0003575	XP_015189242.1, XP_015189244.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_015191153.1	XP_011168218.1
OG0003577	XP_015188140.1, XP_015188138.1	XP_011160828.1
OG0003578	XP_015185296.1	XP_011164006.1
OG0003579	XP_015189667.1, XP_015189666.1	XP_011158500.2
OG0003580	XP_015176659.1	XP_025996659.1
OG0003581	XP_015178236.1	XP_025992672.1
OG0003582	XP_015171166.1	XP_025986840.2
OG0003583	XP_015187963.1	XP_011170583.1
OG0003584	XP_015171417.1, XP_015171418.1	XP_011164677.1
OG0003585	XP_015182635.1	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_015179128.1	XP_011158129.1
OG0003587	XP_015188861.1	XP_011169932.2
OG0003588	XP_015190836.1	XP_011159472.1
OG0003589	XP_015183139.1	XP_025989716.1
OG0003591	XP_015186079.1	XP_011161385.1
OG0003592	XP_015184566.1, XP_015184564.1	XP_025996466.1
OG0003593	XP_015173292.1	XP_039301872.1
OG0003595	XP_015172110.1	XP_011169380.1
OG0003596	XP_015190501.1, XP_015190500.1	XP_025992260.1
OG0003597	XP_015178764.1, XP_015178759.1	XP_025991864.1
OG0003598	XP_015185114.1, XP_015185115.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_015189391.1	XP_011161508.1
OG0003600	XP_015183212.1, XP_015183210.1	XP_025993030.2
OG0003601	XP_015174424.1	XP_011172202.1
OG0003602	XP_015177763.1	XP_025994604.1
OG0003603	XP_015174559.1	XP_011169059.2
OG0003604	XP_015171376.1	XP_039315300.1, XP_011161130.2
OG0003605	XP_015189917.1	XP_039306480.1
OG0003606	XP_015180047.1	XP_011155340.1
OG0003607	XP_015173581.1	XP_039314608.1
OG0003608	XP_015178046.1	XP_039305257.1
OG0003609	XP_015189110.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_015185969.1	XP_011175415.1
OG0003611	XP_015172531.1	XP_011174238.1
OG0003613	XP_015179196.1	XP_011168513.1
OG0003614	XP_015186250.1	XP_011165980.2
OG0003615	XP_015188101.1	XP_011155661.1
OG0003616	XP_015181795.1	XP_011173105.1, XP_039303022.1
OG0003618	XP_015184949.1	XP_011167752.1
OG0003619	XP_015185689.1, XP_015185691.1	XP_025996652.1
OG0003620	XP_015184239.1	XP_011173558.2
OG0003621	XP_015191757.1	XP_011167271.2
OG0003622	XP_015182792.1	XP_025993016.2
OG0003623	XP_015190811.1	XP_011166561.2
OG0003624	XP_015186504.1	XP_011173629.1
OG0003625	XP_015172702.1	XP_039310576.1
OG0003626	XP_015171997.1	XP_039314948.1
OG0003627	XP_015175417.1	XP_011163417.2
OG0003628	XP_015175737.1, XP_015175739.1	XP_011166426.1
OG0003629	XP_015188174.1	XP_011166897.1, XP_011166898.1
OG0003630	XP_015190004.1	XP_025986522.1
OG0003631	XP_015174755.1	XP_011157082.3
OG0003632	XP_015173819.1	XP_025992165.2
OG0003633	XP_015180525.1	XP_025987589.2
OG0003634	XP_015187862.1	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	XP_015187377.1	XP_039314897.1
OG0003636	XP_015177875.1	XP_025986658.2
OG0003637	XP_015179482.1	XP_039305221.1
OG0003638	XP_015173026.1	XP_025985884.1
OG0003639	XP_015174107.1	XP_011167928.1
OG0003640	XP_015178454.1	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	XP_015190285.1	XP_025988954.1
OG0003642	XP_015174291.1	XP_039313749.1
OG0003643	XP_015185184.1	XP_011157048.2
OG0003644	XP_015191807.1	XP_011161160.1
OG0003645	XP_015183115.1, XP_015183114.1	XP_039312324.1
OG0003646	XP_015187736.1	XP_039305230.1
OG0003647	XP_015185852.1, XP_015185851.1	XP_025996645.2
OG0003648	XP_015176369.1	XP_011166759.1
OG0003649	XP_015186217.1	XP_011170244.1, XP_011170222.1
OG0003650	XP_015182693.1	XP_039312443.1
OG0003651	XP_015188397.1	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1
OG0003652	XP_015179532.1, XP_015179531.1	XP_011158767.1
OG0003653	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1	XP_011167346.2
OG0003654	XP_015181506.1	XP_039302559.1
OG0003656	XP_015179863.1	XP_011159123.2
OG0003657	XP_015186329.1	XP_039308354.1
OG0003658	XP_015189260.1	XP_011155629.1, XP_011155630.1, XP_039302693.1
OG0003661	XP_015177326.1	XP_011170494.3
OG0003662	XP_015184494.1, XP_015184520.1	XP_011175688.1
OG0003663	XP_015178350.1	XP_039306921.1
OG0003664	XP_015182868.1	XP_011164276.1
OG0003665	XP_015184180.1	XP_011166929.1, XP_011166930.1
OG0003666	XP_015186617.1	XP_011166717.1
OG0003667	XP_015177417.1	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1
OG0003668	XP_015191282.1	XP_039312702.1, XP_011169131.1
OG0003669	XP_015187439.1	XP_011168002.1
OG0003670	XP_015191499.1	XP_039312486.1
OG0003671	XP_015173632.1, XP_015173630.1	XP_025995824.1
OG0003672	XP_015182168.1	XP_039314297.1
OG0003673	XP_015172847.1	XP_011159485.1, XP_011159484.1
OG0003674	XP_015191449.1	XP_011175340.1
OG0003675	XP_015173065.1, XP_015184637.1	XP_011167135.2
OG0003676	XP_015184460.1	XP_011163394.2
OG0003677	XP_015171868.1	XP_011176185.1
OG0003678	XP_015183770.1, XP_015183769.1	XP_011163744.2
OG0003679	XP_015177682.1	XP_011169854.1, XP_011169848.1, XP_011169843.1
OG0003680	XP_015184326.1, XP_015184324.1	XP_025991771.1
OG0003681	XP_015188376.1	XP_011158579.1
OG0003682	XP_015184329.1	XP_011159235.1
OG0003683	XP_015171642.1, XP_015171643.1, XP_015189958.1	XP_011158808.1
OG0003684	XP_015180499.1	XP_011164943.1
OG0003685	XP_015187113.1	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1
OG0003686	XP_015187265.1, XP_015187266.1	XP_025985905.2
OG0003687	XP_015187834.1	XP_011165752.1
OG0003688	XP_015175694.1	XP_011160014.1, XP_025989235.1
OG0003689	XP_015172636.1	XP_011171886.1
OG0003690	XP_015185367.1	XP_039303242.1, XP_011170696.1
OG0003691	XP_015187503.1	XP_025993189.2
OG0003692	XP_015184777.1, XP_015184775.1	XP_025986560.1
OG0003693	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1	XP_011159296.1
OG0003694	XP_015171276.1	XP_025994050.2
OG0003694	XP_015171267.1	XP_025994039.2
OG0003695	XP_015179486.1, XP_015179479.1, XP_015180835.1	XP_011169446.1
OG0003696	XP_015186073.1	XP_039308599.1, XP_039308617.1
OG0003697	XP_015174536.1	XP_039308387.1
OG0003699	XP_015179294.1	XP_011174388.1, XP_011174393.1, XP_025987261.1
OG0003700	XP_015189156.1	XP_011169128.1
OG0003701	XP_015190154.1	XP_011165358.1, XP_011165355.1
OG0003702	XP_015181318.1, XP_015181319.1	XP_039305182.1
OG0003702	XP_015171450.1	XP_039308078.1, XP_039305941.1
OG0003703	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1	XP_011170385.1
OG0003704	XP_015185650.1, XP_015185585.1, XP_015185584.1	XP_025991981.2
OG0003705	XP_015188935.1, XP_015188937.1, XP_015188936.1	XP_025987913.1
OG0003706	XP_015180051.1	XP_039309212.1
OG0003706	XP_015180053.1	XP_011155353.2
OG0003709	XP_015173532.1	XP_011163619.1
OG0003710	XP_015176218.1	XP_011168792.1
OG0003711	XP_015186331.1	XP_011172335.1
OG0003712	XP_015180180.1, XP_015180181.1	XP_011157010.1
OG0003713	XP_015179134.1	XP_011168517.1
OG0003714	XP_015183809.1	XP_011162592.1
OG0003715	XP_015190210.1	XP_039313058.1
OG0003716	XP_015188866.1	XP_025995556.1
OG0003717	XP_015190092.1, XP_015190091.1	XP_011170723.1
OG0003718	XP_015181987.1	XP_025988831.1
OG0003719	XP_015171019.1	XP_025993392.1
OG0003720	XP_015176245.1	XP_011158067.1
OG0003721	XP_015178907.1	XP_025989283.1
OG0003722	XP_015174348.1	XP_011175703.1
OG0003723	XP_015180112.1	XP_011158661.1
OG0003724	XP_015177003.1	XP_011158968.1
OG0003725	XP_015171328.1	XP_025993111.1
OG0003726	XP_015181489.1, XP_015181490.1	XP_025996015.1
OG0003727	XP_015177612.1	XP_011170912.1, XP_011170914.1, XP_011170913.1
OG0003728	XP_015179876.1	XP_011169739.1
OG0003729	XP_015190645.1	XP_011165154.1
OG0003730	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1	XP_011165842.1
OG0003731	XP_015191213.1	XP_011164522.1
OG0003732	XP_015179754.1	XP_011156365.1
OG0003733	XP_015176936.1	XP_011163524.2
OG0003734	XP_015179650.1	XP_039307129.1, XP_025994362.1
OG0003735	XP_015177433.1	XP_011161972.1
OG0003736	XP_015177526.1	XP_011169470.1
OG0003737	XP_015173696.1	XP_011157966.1
OG0003738	XP_015186822.1	XP_011169742.1
OG0003739	XP_015172957.1	XP_011164693.1
OG0003740	XP_015184823.1, XP_015184822.1	XP_025991922.1
OG0003741	XP_015177543.1	XP_011174019.1
OG0003742	XP_015172764.1, XP_015172765.1	XP_011161409.1
OG0003743	XP_015171467.1	XP_011172362.1
OG0003744	XP_015179632.1	XP_011172220.1
OG0003745	XP_015177298.1	XP_011171823.1
OG0003746	XP_015174963.1	XP_039304457.1
OG0003747	XP_015180916.1	XP_011167369.2, XP_025988608.1
OG0003748	XP_015189373.1	XP_011166657.1, XP_011166656.1
OG0003749	XP_015183750.1, XP_015183749.1	XP_025987674.1, XP_039305506.1
OG0003750	XP_015176785.1	XP_025990237.1
OG0003752	XP_015187984.1	XP_011158636.1
OG0003753	XP_015182951.1	XP_011163442.1
OG0003754	XP_015183116.1	XP_039301810.1
OG0003755	XP_015189093.1, XP_015189091.1	XP_011156923.1
OG0003756	XP_015171541.1	XP_011170763.1
OG0003757	XP_015174113.1	XP_039303967.1, XP_025986167.1, XP_039303968.1
OG0003758	XP_015182777.1	XP_039305719.1
OG0003759	XP_015184466.1	XP_011161012.1
OG0003760	XP_015174719.1	XP_011164546.1
OG0003761	XP_015190519.1	XP_011160215.1
OG0003762	XP_015173510.1	XP_025995354.1
OG0003763	XP_015187181.1	XP_011165219.2
OG0003764	XP_015174657.1, XP_015174656.1	XP_011158594.1, XP_011158597.1
OG0003765	XP_015183368.1	XP_011162102.1
OG0003766	XP_015185303.1	XP_011167172.1
OG0003767	XP_015184820.1	XP_011172039.1
OG0003768	XP_015189277.1	XP_011175554.1
OG0003769	XP_015172851.1	XP_039304039.1, XP_011159751.1
OG0003770	XP_015183795.1	XP_011157095.1
OG0003771	XP_015184216.1	XP_011155616.1
OG0003772	XP_015179985.1	XP_011159503.1
OG0003773	XP_015183792.1	XP_011160541.1, XP_011160542.1
OG0003774	XP_015181167.1	XP_011168322.1
OG0003775	XP_015187323.1	XP_025995362.1
OG0003776	XP_015171436.1	XP_011157495.1
OG0003777	XP_015179040.1	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1
OG0003778	XP_015188502.1	XP_025991477.2
OG0003779	XP_015180110.1	XP_011161043.1
OG0003780	XP_015187159.1	XP_011176195.1, XP_011176197.1, XP_011176196.1
OG0003781	XP_015175988.1	XP_011164009.1
OG0003782	XP_015180130.1	XP_011163386.1
OG0003783	XP_015183435.1	XP_011157971.1
OG0003784	XP_015179669.1	XP_011160258.1
OG0003785	XP_015176815.1	XP_011159536.3
OG0003786	XP_015177933.1	XP_011159396.1, XP_011159398.1
OG0003787	XP_015175131.1	XP_039307174.1, XP_011171028.1
OG0003788	XP_015176660.1	XP_011155430.1
OG0003789	XP_015175517.1, XP_015175518.1	XP_011169655.1
OG0003790	XP_015190159.1, XP_015190160.1, XP_015190158.1	XP_011165359.1
OG0003791	XP_015185362.1	XP_011156116.1
OG0003792	XP_015174189.1	XP_025995656.1
OG0003793	XP_015183909.1	XP_011165565.3
OG0003794	XP_015176948.1	XP_039303676.1
OG0003795	XP_015187599.1	XP_011160027.1, XP_011160029.1
OG0003796	XP_015184118.1	XP_011155673.1
OG0003797	XP_015171240.1	XP_039312805.1
OG0003798	XP_015188416.1	XP_025992665.1
OG0003799	XP_015187960.1	XP_011170585.1
OG0003800	XP_015186243.1	XP_011157261.1
OG0003801	XP_015183039.1	XP_039307025.1
OG0003802	XP_015180931.1	XP_011156805.1
OG0003803	XP_015182552.1	XP_011159601.1
OG0003804	XP_015171066.1	XP_011172646.1
OG0003805	XP_015182666.1	XP_011167839.2
OG0003806	XP_015189254.1	XP_011173111.1
OG0003807	XP_015179639.1	XP_039301827.1, XP_011156481.1
OG0003808	XP_015184242.1	XP_011171944.1
OG0003808	XP_015180008.1	XP_011173566.1
OG0003809	XP_015171756.1	XP_011161045.1
OG0003810	XP_015171996.1	XP_011157488.1
