Orthogroup	Polistes_dominula	Habropoda_laboriosa
OG0003253	XP_015180435.1	XP_017790449.1
OG0003254	XP_015173892.1, XP_015173893.1	XP_017789284.1
OG0003255	XP_015173889.1	XP_017793944.1, XP_017793852.1
OG0003256	XP_015174135.1	XP_017793972.1
OG0003257	XP_015178370.1	XP_017799110.1
OG0003258	XP_015182188.1, XP_015182191.1, XP_015182189.1	XP_017794088.1
OG0003261	XP_015179397.1	XP_017790339.1
OG0003262	XP_015174605.1	XP_017795660.1
OG0003263	XP_015174256.1	XP_017789984.1
OG0003264	XP_015176975.1	XP_017798580.1
OG0003265	XP_015185890.1	XP_017798438.1
OG0003266	XP_015171934.1	XP_017798182.1
OG0003267	XP_015171790.1	XP_017790826.1
OG0003268	XP_015171926.1, XP_015181220.1	XP_017793730.1
OG0003269	XP_015188503.1	XP_017799210.1
OG0003270	XP_015174370.1	XP_017790235.1
OG0003271	XP_015175802.1	XP_017798873.1
OG0003272	XP_015175460.1	XP_017791709.1
OG0003273	XP_015186611.1	XP_017795582.1
OG0003274	XP_015175687.1	XP_017791938.1
OG0003275	XP_015174709.1	XP_017788686.1
OG0003276	XP_015181499.1	XP_017788352.1
OG0003277	XP_015190768.1, XP_015190770.1	XP_017795421.1
OG0003278	XP_015182542.1	XP_017790950.1
OG0003279	XP_015188857.1	XP_017792374.1
OG0003280	XP_015171870.1	XP_017793706.1
OG0003281	XP_015180726.1, XP_015180727.1	XP_017788863.1
OG0003282	XP_015188811.1	XP_017793413.1
OG0003283	XP_015173584.1	XP_017788614.1
OG0003284	XP_015180745.1	XP_017794225.1
OG0003285	XP_015172337.1, XP_015172325.1	XP_017794591.1
OG0003286	XP_015185800.1	XP_017789625.1
OG0003287	XP_015172520.1	XP_017797207.1
OG0003288	XP_015191656.1	XP_017790789.1
OG0003289	XP_015185298.1	XP_017799541.1
OG0003290	XP_015182865.1	XP_017797472.1
OG0003291	XP_015179786.1	XP_017788812.1
OG0003292	XP_015184103.1	XP_017788228.1
OG0003293	XP_015183532.1	XP_017790816.1
OG0003294	XP_015176029.1	XP_017788105.1, XP_017788104.1
OG0003295	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1	XP_017792237.1
OG0003296	XP_015178530.1	XP_017789820.1
OG0003297	XP_015177865.1	XP_017792382.1
OG0003298	XP_015186616.1	XP_017795212.1
OG0003299	XP_015182677.1	XP_017798238.1
OG0003300	XP_015172834.1	XP_017798221.1
OG0003301	XP_015174163.1	XP_017793170.1
OG0003302	XP_015179769.1	XP_017798524.1
OG0003303	XP_015189235.1	XP_017791381.1
OG0003304	XP_015180127.1	XP_017796892.1
OG0003305	XP_015190255.1	XP_017787437.1, XP_017787436.1
OG0003306	XP_015173675.1	XP_017795946.1
OG0003307	XP_015173144.1	XP_017789750.1
OG0003308	XP_015177208.1	XP_017794953.1
OG0003309	XP_015180107.1	XP_017794384.1
OG0003311	XP_015178143.1	XP_017796170.1
OG0003313	XP_015176312.1	XP_017788778.1
OG0003314	XP_015175786.1	XP_017795554.1
OG0003315	XP_015179654.1	XP_017788886.1
OG0003316	XP_015171729.1	XP_017793865.1
OG0003317	XP_015183265.1	XP_017796890.1
OG0003318	XP_015191776.1	XP_017797615.1
OG0003319	XP_015181953.1, XP_015181952.1	XP_017789181.1
OG0003320	XP_015191527.1	XP_017789794.1
OG0003321	XP_015173693.1	XP_017789517.1
OG0003322	XP_015171323.1, XP_015171332.1	XP_017787899.1
OG0003323	XP_015190930.1	XP_017793861.1
OG0003324	XP_015171336.1, XP_015171337.1	XP_017791930.1
OG0003325	XP_015190563.1	XP_017790354.1
OG0003326	XP_015173640.1, XP_015173638.1	XP_017795979.1
OG0003327	XP_015185982.1	XP_017788127.1
OG0003328	XP_015177229.1	XP_017791382.1
OG0003329	XP_015186292.1	XP_017791773.1
OG0003330	XP_015190577.1	XP_017794797.1
OG0003331	XP_015172251.1, XP_015172246.1	XP_017797278.1, XP_017797281.1
OG0003332	XP_015185305.1	XP_017790173.1
OG0003333	XP_015171492.1	XP_017794262.1
OG0003334	XP_015191505.1	XP_017789375.1
OG0003335	XP_015182204.1	XP_017787607.1
OG0003336	XP_015191570.1	XP_017790435.1
OG0003337	XP_015172521.1	XP_017791572.1
OG0003339	XP_015184708.1	XP_017790463.1
OG0003340	XP_015174248.1	XP_017793305.1
OG0003341	XP_015185260.1	XP_017789926.1
OG0003342	XP_015185634.1	XP_017798776.1
OG0003343	XP_015176685.1	XP_017796322.1
OG0003345	XP_015189133.1	XP_017790267.1
OG0003346	XP_015174791.1	XP_017792778.1
OG0003347	XP_015188927.1	XP_017797187.1
OG0003348	XP_015188423.1	XP_017795623.1
OG0003349	XP_015180546.1	XP_017794166.1
OG0003350	XP_015187959.1	XP_017790719.1
OG0003351	XP_015185215.1	XP_017791557.1
OG0003352	XP_015173570.1	XP_017798565.1
OG0003353	XP_015175425.1	XP_017790752.1
OG0003354	XP_015176997.1	XP_017795430.1
OG0003355	XP_015176857.1	XP_017797315.1
OG0003356	XP_015190488.1	XP_017798378.1
OG0003357	XP_015178153.1	XP_017796093.1
OG0003358	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1	XP_017789454.1
OG0003359	XP_015173362.1	XP_017789077.1
OG0003360	XP_015173198.1	XP_017788358.1
OG0003361	XP_015182881.1	XP_017793201.1
OG0003362	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1	XP_017790269.1
OG0003363	XP_015182988.1	XP_017794467.1
OG0003364	XP_015184267.1	XP_017790647.1
OG0003365	XP_015188555.1	XP_017788175.1
OG0003366	XP_015179176.1	XP_017799426.1
OG0003367	XP_015187582.1	XP_017791807.1
OG0003368	XP_015175064.1	XP_017797554.1
OG0003369	XP_015188097.1	XP_017790666.1
OG0003370	XP_015173212.1	XP_017796445.1
OG0003371	XP_015181102.1	XP_017788826.1
OG0003372	XP_015172014.1	XP_017791722.1
OG0003373	XP_015177231.1	XP_017787496.1
OG0003374	XP_015171689.1	XP_017788664.1
OG0003375	XP_015189034.1	XP_017791237.1
OG0003376	XP_015187912.1	XP_017788267.1
OG0003377	XP_015175119.1	XP_017791729.1
OG0003378	XP_015184218.1	XP_017794901.1
OG0003379	XP_015180558.1	XP_017788923.1
OG0003380	XP_015172013.1	XP_017794894.1
OG0003381	XP_015172653.1	XP_017790470.1, XP_017790469.1, XP_017790468.1, XP_017790466.1
OG0003382	XP_015176634.1	XP_017795123.1
OG0003383	XP_015172040.1	XP_017797764.1
OG0003384	XP_015188758.1	XP_017788779.1
OG0003385	XP_015179032.1	XP_017798995.1
OG0003386	XP_015179539.1	XP_017798693.1
OG0003387	XP_015190698.1	XP_017788270.1
OG0003388	XP_015180752.1	XP_017788920.1
OG0003389	XP_015187416.1	XP_017798907.1
OG0003390	XP_015184298.1	XP_017787539.1
OG0003391	XP_015181603.1	XP_017788533.1
OG0003392	XP_015176349.1	XP_017787419.1
OG0003393	XP_015190186.1, XP_015190187.1	XP_017790319.1
OG0003394	XP_015174395.1	XP_017788364.1
OG0003395	XP_015187652.1	XP_017794780.1
OG0003396	XP_015176610.1	XP_017788846.1
OG0003397	XP_015171189.1	XP_017787659.1
OG0003398	XP_015187552.1	XP_017792003.1
OG0003399	XP_015179993.1	XP_017788667.1
OG0003400	XP_015175012.1	XP_017788236.1
OG0003401	XP_015180348.1	XP_017795827.1, XP_017795825.1, XP_017795826.1
OG0003402	XP_015187324.1, XP_015187331.1	XP_017796766.1
OG0003403	XP_015181948.1	XP_017793033.1
OG0003404	XP_015186459.1	XP_017788489.1
OG0003405	XP_015178809.1, XP_015178810.1	XP_017796485.1
OG0003406	XP_015191703.1	XP_017798057.1
OG0003407	XP_015189000.1	XP_017794674.1
OG0003408	XP_015175908.1	XP_017795262.1
OG0003409	XP_015179204.1	XP_017796899.1
OG0003410	XP_015186287.1	XP_017790895.1
OG0003411	XP_015190416.1, XP_015190419.1, XP_015190418.1	XP_017799169.1
OG0003412	XP_015171375.1	XP_017792326.1
OG0003413	XP_015182958.1, XP_015182959.1	XP_017794464.1
OG0003414	XP_015176127.1	XP_017794924.1
OG0003415	XP_015190410.1	XP_017797412.1
OG0003416	XP_015180668.1, XP_015180667.1	XP_017787999.1
OG0003417	XP_015177477.1	XP_017797884.1
OG0003418	XP_015184817.1	XP_017791716.1
OG0003419	XP_015177958.1	XP_017793420.1
OG0003420	XP_015180202.1	XP_017796900.1
OG0003421	XP_015187248.1, XP_015187247.1	XP_017798871.1
OG0003422	XP_015186465.1	XP_017793639.1
OG0003423	XP_015177165.1, XP_015177166.1	XP_017788940.1
OG0003424	XP_015184782.1	XP_017792060.1
OG0003425	XP_015179943.1	XP_017789578.1
OG0003426	XP_015174788.1, XP_015174786.1	XP_017790516.1
OG0003427	XP_015186898.1	XP_017797634.1
OG0003428	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1	XP_017798376.1
OG0003430	XP_015182570.1	XP_017793741.1
OG0003431	XP_015175843.1	XP_017787704.1
OG0003432	XP_015184654.1	XP_017798872.1
OG0003433	XP_015171455.1	XP_017790305.1
OG0003434	XP_015177650.1, XP_015177649.1	XP_017788155.1
OG0003435	XP_015186325.1	XP_017792263.1
OG0003436	XP_015174551.1	XP_017790315.1
OG0003437	XP_015174878.1	XP_017797398.1
OG0003438	XP_015172083.1, XP_015172082.1	XP_017793681.1
OG0003439	XP_015174539.1	XP_017799540.1
OG0003441	XP_015175554.1, XP_015175555.1	XP_017791927.1
OG0003442	XP_015191398.1	XP_017795564.1
OG0003443	XP_015183662.1	XP_017791983.1
OG0003444	XP_015183391.1	XP_017795763.1
OG0003445	XP_015178172.1	XP_017794816.1
OG0003446	XP_015183595.1	XP_017790194.1
OG0003447	XP_015176458.1	XP_017794715.1
OG0003448	XP_015188682.1	XP_017792056.1
OG0003449	XP_015184578.1	XP_017787805.1
OG0003450	XP_015183101.1	XP_017788064.1
OG0003451	XP_015173807.1	XP_017795951.1
OG0003452	XP_015185229.1	XP_017795731.1
OG0003453	XP_015191305.1	XP_017797435.1
OG0003454	XP_015185401.1	XP_017788570.1
OG0003455	XP_015173242.1, XP_015173243.1	XP_017798830.1
OG0003456	XP_015187627.1	XP_017794613.1
OG0003457	XP_015180857.1	XP_017789662.1
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_017794751.1
OG0003459	XP_015179116.1	XP_017794519.1
OG0003460	XP_015190874.1	XP_017787896.1
OG0003461	XP_015191859.1, XP_015191861.1	XP_017798754.1
OG0003462	XP_015189922.1, XP_015171443.1	XP_017795538.1
OG0003463	XP_015186383.1, XP_015171012.1	XP_017791580.1
OG0003464	XP_015189991.1	XP_017799077.1
OG0003465	XP_015186514.1, XP_015186563.1	XP_017798401.1
OG0003466	XP_015189016.1, XP_015189015.1	XP_017794045.1
OG0003467	XP_015180807.1	XP_017790107.1
OG0003468	XP_015180528.1	XP_017787597.1
OG0003469	XP_015188387.1	XP_017790654.1
OG0003470	XP_015176941.1, XP_015176942.1	XP_017789699.1
OG0003471	XP_015178289.1	XP_017790104.1
OG0003472	XP_015180759.1	XP_017788054.1
OG0003473	XP_015174007.1	XP_017793049.1
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_017796960.1
OG0003475	XP_015187335.1, XP_015187334.1	XP_017795085.1
OG0003476	XP_015179493.1	XP_017795895.1
OG0003477	XP_015175105.1	XP_017793953.1, XP_017793951.1
OG0003478	XP_015189473.1	XP_017799569.1
OG0003479	XP_015176771.1	XP_017795491.1
OG0003480	XP_015176804.1	XP_017798393.1
OG0003481	XP_015191112.1	XP_017790114.1
OG0003482	XP_015185984.1, XP_015175980.1	XP_017789130.1
OG0003483	XP_015178273.1	XP_017796022.1, XP_017796021.1
OG0003484	XP_015182992.1	XP_017797622.1
OG0003485	XP_015184543.1	XP_017795377.1
OG0003486	XP_015183580.1	XP_017792686.1
OG0003487	XP_015180045.1	XP_017794076.1
OG0003488	XP_015171174.1, XP_015171175.1	XP_017792124.1
OG0003489	XP_015190926.1	XP_017798944.1
OG0003490	XP_015172585.1	XP_017791182.1
OG0003491	XP_015174483.1	XP_017792048.1
OG0003492	XP_015178946.1	XP_017790116.1
OG0003493	XP_015185682.1	XP_017793401.1
OG0003494	XP_015191496.1	XP_017792036.1
OG0003495	XP_015179271.1	XP_017796624.1
OG0003496	XP_015182877.1	XP_017792069.1
OG0003497	XP_015178395.1	XP_017799151.1
OG0003498	XP_015180366.1	XP_017796017.1
OG0003499	XP_015187045.1	XP_017787932.1
OG0003500	XP_015175688.1	XP_017797555.1
OG0003501	XP_015187507.1	XP_017790410.1
OG0003502	XP_015182437.1	XP_017795678.1
OG0003503	XP_015178224.1	XP_017788163.1
OG0003504	XP_015181287.1	XP_017794861.1
OG0003506	XP_015187805.1	XP_017794477.1
OG0003507	XP_015183125.1	XP_017797779.1
OG0003508	XP_015182730.1	XP_017789276.1
OG0003509	XP_015188894.1, XP_015188815.1	XP_017787815.1
OG0003510	XP_015178538.1	XP_017799249.1
OG0003511	XP_015173707.1	XP_017795697.1
OG0003512	XP_015182308.1	XP_017797422.1
OG0003513	XP_015171042.1, XP_015171033.1	XP_017789621.1
OG0003514	XP_015187464.1	XP_017791058.1
OG0003515	XP_015179821.1	XP_017790849.1
OG0003517	XP_015181891.1	XP_017792974.1
OG0003518	XP_015186872.1	XP_017793465.1
OG0003519	XP_015180953.1	XP_017799607.1
OG0003520	XP_015191223.1	XP_017792648.1
OG0003521	XP_015171947.1, XP_015171951.1	XP_017791759.1, XP_017791756.1
OG0003522	XP_015172152.1	XP_017792743.1
OG0003523	XP_015179610.1	XP_017796940.1
OG0003524	XP_015177277.1	XP_017793984.1
OG0003525	XP_015183377.1	XP_017797416.1
OG0003526	XP_015187151.1	XP_017797771.1
OG0003527	XP_015185808.1, XP_015185807.1	XP_017797073.1
OG0003528	XP_015188628.1	XP_017788010.1
OG0003529	XP_015191239.1	XP_017796368.1, XP_017796369.1
OG0003530	XP_015179818.1, XP_015179820.1	XP_017791870.1
OG0003532	XP_015172052.1	XP_017791378.1
OG0003533	XP_015182620.1	XP_017789697.1
OG0003534	XP_015177420.1	XP_017796338.1
OG0003535	XP_015186009.1, XP_015186007.1, XP_015186008.1	XP_017795507.1
OG0003536	XP_015179061.1	XP_017794520.1
OG0003537	XP_015187014.1	XP_017788502.1
OG0003538	XP_015188192.1	XP_017794337.1
OG0003539	XP_015175944.1, XP_015175943.1	XP_017799287.1
OG0003541	XP_015186859.1	XP_017793446.1
OG0003542	XP_015173150.1	XP_017791988.1
OG0003543	XP_015178806.1, XP_015178805.1, XP_015178807.1	XP_017796516.1
OG0003544	XP_015178624.1	XP_017787531.1
OG0003546	XP_015189535.1	XP_017794575.1
OG0003547	XP_015177190.1, XP_015177195.1	XP_017788418.1
OG0003548	XP_015171009.1, XP_015171015.1, XP_015191858.1	XP_017789170.1
OG0003549	XP_015183420.1	XP_017790138.1
OG0003550	XP_015188185.1	XP_017791984.1
OG0003551	XP_015183277.1	XP_017797765.1
OG0003552	XP_015182252.1	XP_017792681.1, XP_017792679.1, XP_017792680.1
OG0003553	XP_015174078.1	XP_017793904.1
OG0003554	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1	XP_017797957.1
OG0003557	XP_015181228.1	XP_017795196.1
OG0003558	XP_015180452.1	XP_017790263.1
OG0003559	XP_015184593.1	XP_017797674.1
OG0003560	XP_015182654.1, XP_015182653.1	XP_017796231.1
OG0003561	XP_015172783.1	XP_017798605.1
OG0003562	XP_015180449.1	XP_017798420.1
OG0003563	XP_015183895.1	XP_017788284.1
OG0003564	XP_015177807.1	XP_017788793.1
OG0003565	XP_015173219.1	XP_017787823.1
OG0003566	XP_015175894.1	XP_017797738.1
OG0003567	XP_015171222.1	XP_017788638.1
OG0003568	XP_015186846.1	XP_017793492.1
OG0003569	XP_015188810.1	XP_017793411.1
OG0003570	XP_015184850.1	XP_017798646.1
OG0003571	XP_015188842.1	XP_017799439.1, XP_017799445.1
OG0003572	XP_015180359.1	XP_017794779.1, XP_017794778.1
OG0003573	XP_015176395.1	XP_017797262.1
OG0003574	XP_015180199.1	XP_017790861.1
OG0003575	XP_015189242.1, XP_015189244.1	XP_017787923.1
OG0003576	XP_015191153.1	XP_017792082.1
OG0003577	XP_015188140.1, XP_015188138.1	XP_017792328.1, XP_017792336.1
OG0003578	XP_015185296.1	XP_017796417.1
OG0003579	XP_015189667.1, XP_015189666.1	XP_017794545.1
OG0003580	XP_015176659.1	XP_017799553.1, XP_017799557.1, XP_017799556.1, XP_017799554.1
OG0003581	XP_015178236.1	XP_017796111.1
OG0003582	XP_015171166.1	XP_017797916.1
OG0003583	XP_015187963.1	XP_017796172.1
OG0003584	XP_015171417.1, XP_015171418.1	XP_017794121.1
OG0003585	XP_015182635.1	XP_017791762.1
OG0003586	XP_015179128.1	XP_017797223.1
OG0003587	XP_015188861.1	XP_017788539.1
OG0003588	XP_015190836.1	XP_017796800.1
OG0003589	XP_015183139.1	XP_017797456.1
OG0003591	XP_015186079.1	XP_017796230.1
OG0003592	XP_015184566.1, XP_015184564.1	XP_017787728.1, XP_017787732.1
OG0003593	XP_015173292.1	XP_017789095.1
OG0003595	XP_015172110.1	XP_017792705.1
OG0003596	XP_015190501.1, XP_015190500.1	XP_017790106.1
OG0003597	XP_015178764.1, XP_015178759.1	XP_017796371.1
OG0003598	XP_015185114.1, XP_015185115.1	XP_017795291.1
OG0003599	XP_015189391.1	XP_017791085.1
OG0003600	XP_015183212.1, XP_015183210.1	XP_017797496.1
OG0003601	XP_015174424.1	XP_017792131.1
OG0003602	XP_015177763.1	XP_017789860.1
OG0003603	XP_015174559.1	XP_017793431.1
OG0003604	XP_015171376.1	XP_017792460.1
OG0003605	XP_015189917.1	XP_017787843.1
OG0003606	XP_015180047.1	XP_017795062.1
OG0003607	XP_015173581.1	XP_017794180.1
OG0003608	XP_015178046.1	XP_017798106.1
OG0003609	XP_015189110.1	XP_017789920.1
OG0003610	XP_015185969.1	XP_017788145.1
OG0003611	XP_015172531.1	XP_017793037.1
OG0003612	XP_015187487.1	XP_017796585.1
OG0003613	XP_015179196.1	XP_017789449.1
OG0003614	XP_015186250.1	XP_017788473.1
OG0003615	XP_015188101.1	XP_017790716.1
OG0003616	XP_015181795.1	XP_017789288.1
OG0003618	XP_015184949.1	XP_017789709.1
OG0003619	XP_015185689.1, XP_015185691.1	XP_017792190.1
OG0003620	XP_015184239.1	XP_017796323.1
OG0003621	XP_015191757.1	XP_017797968.1
OG0003622	XP_015182792.1	XP_017798421.1
OG0003623	XP_015190811.1	XP_017792227.1
OG0003624	XP_015186504.1	XP_017798102.1
OG0003625	XP_015172702.1	XP_017794632.1
OG0003626	XP_015171997.1	XP_017796698.1
OG0003627	XP_015175417.1	XP_017799490.1
OG0003628	XP_015175737.1, XP_015175739.1	XP_017793753.1
OG0003629	XP_015188174.1	XP_017791869.1
OG0003630	XP_015190004.1	XP_017787433.1
OG0003631	XP_015174755.1	XP_017796143.1
OG0003632	XP_015173819.1	XP_017799583.1
OG0003633	XP_015180525.1	XP_017796041.1
OG0003634	XP_015187862.1	XP_017792660.1
OG0003635	XP_015187377.1	XP_017789096.1
OG0003636	XP_015177875.1	XP_017788830.1
OG0003637	XP_015179482.1	XP_017790528.1
OG0003638	XP_015173026.1	XP_017789631.1
OG0003639	XP_015174107.1	XP_017792888.1
OG0003640	XP_015178454.1	XP_017793504.1
OG0003641	XP_015190285.1	XP_017793964.1
OG0003642	XP_015174291.1	XP_017793415.1
OG0003643	XP_015185184.1	XP_017788721.1
OG0003644	XP_015191807.1	XP_017798492.1
OG0003645	XP_015183115.1, XP_015183114.1	XP_017788081.1
OG0003646	XP_015187736.1	XP_017798476.1
OG0003647	XP_015185852.1, XP_015185851.1	XP_017789342.1
OG0003648	XP_015176369.1	XP_017788007.1
OG0003649	XP_015186217.1	XP_017794821.1
OG0003650	XP_015182693.1	XP_017788086.1
OG0003651	XP_015188397.1	XP_017790800.1
OG0003652	XP_015179532.1, XP_015179531.1	XP_017790542.1
OG0003653	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1	XP_017789523.1
OG0003654	XP_015181506.1	XP_017798557.1
OG0003656	XP_015179863.1	XP_017795254.1
OG0003657	XP_015186329.1	XP_017794931.1
OG0003658	XP_015189260.1	XP_017791226.1
OG0003661	XP_015177326.1	XP_017797331.1
OG0003662	XP_015184494.1, XP_015184520.1	XP_017789101.1
OG0003663	XP_015178350.1	XP_017787812.1
OG0003664	XP_015182868.1	XP_017797485.1
OG0003665	XP_015184180.1	XP_017789157.1
OG0003666	XP_015186617.1	XP_017797476.1
OG0003667	XP_015177417.1	XP_017795337.1
OG0003668	XP_015191282.1	XP_017793445.1
OG0003669	XP_015187439.1	XP_017788837.1
OG0003670	XP_015191499.1	XP_017789219.1
OG0003671	XP_015173632.1, XP_015173630.1	XP_017788151.1
OG0003672	XP_015182168.1	XP_017793659.1
OG0003673	XP_015172847.1	XP_017798385.1
OG0003674	XP_015191449.1	XP_017792855.1
OG0003675	XP_015173065.1, XP_015184637.1	XP_017789526.1
OG0003676	XP_015184460.1	XP_017793239.1
OG0003677	XP_015171868.1	XP_017793671.1
OG0003678	XP_015183770.1, XP_015183769.1	XP_017793600.1
OG0003679	XP_015177682.1	XP_017795176.1
OG0003680	XP_015184326.1, XP_015184324.1	XP_017795438.1
OG0003681	XP_015188376.1	XP_017798921.1
OG0003682	XP_015184329.1	XP_017795467.1
OG0003683	XP_015171642.1, XP_015171643.1, XP_015189958.1	XP_017796489.1
OG0003684	XP_015180499.1	XP_017797752.1
OG0003685	XP_015187113.1	XP_017797812.1
OG0003686	XP_015187265.1, XP_015187266.1	XP_017789152.1
OG0003687	XP_015187834.1	XP_017799255.1
OG0003688	XP_015175694.1	XP_017791811.1
OG0003689	XP_015172636.1	XP_017789948.1
OG0003690	XP_015185367.1	XP_017793640.1
OG0003691	XP_015187503.1	XP_017790448.1
OG0003692	XP_015184777.1, XP_015184775.1	XP_017798100.1
OG0003693	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1	XP_017795433.1
OG0003694	XP_015171267.1	XP_017788908.1
OG0003695	XP_015179486.1, XP_015179479.1, XP_015180835.1	XP_017796851.1
OG0003696	XP_015186073.1	XP_017794566.1
OG0003697	XP_015174536.1	XP_017792805.1
OG0003698	XP_015175020.1	XP_017792602.1
OG0003699	XP_015179294.1	XP_017796658.1
OG0003700	XP_015189156.1	XP_017793353.1
OG0003701	XP_015190154.1	XP_017799096.1
OG0003702	XP_015181318.1, XP_015181319.1	XP_017789828.1
OG0003703	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1	XP_017793709.1
OG0003704	XP_015185650.1, XP_015185585.1, XP_015185584.1	XP_017796895.1
OG0003705	XP_015188935.1, XP_015188937.1, XP_015188936.1	XP_017794042.1
OG0003706	XP_015180053.1	XP_017797756.1
OG0003709	XP_015173532.1	XP_017798152.1
OG0003710	XP_015176218.1	XP_017788146.1
OG0003711	XP_015186331.1	XP_017794961.1
OG0003712	XP_015180180.1, XP_015180181.1	XP_017789970.1
OG0003713	XP_015179134.1	XP_017789367.1
OG0003714	XP_015183809.1	XP_017790124.1
OG0003715	XP_015190210.1	XP_017788227.1
OG0003716	XP_015188866.1	XP_017788585.1
OG0003717	XP_015190092.1, XP_015190091.1	XP_017792568.1
OG0003718	XP_015181987.1	XP_017793270.1, XP_017793271.1
OG0003719	XP_015171019.1	XP_017789534.1
OG0003720	XP_015176245.1	XP_017788938.1
OG0003721	XP_015178907.1	XP_017791255.1
OG0003722	XP_015174348.1	XP_017797372.1
OG0003723	XP_015180112.1	XP_017788390.1
OG0003724	XP_015177003.1	XP_017791220.1
OG0003725	XP_015171328.1	XP_017798412.1
OG0003726	XP_015181489.1, XP_015181490.1	XP_017795437.1
OG0003727	XP_015177612.1	XP_017788150.1
OG0003728	XP_015179876.1	XP_017790638.1
OG0003729	XP_015190645.1	XP_017791547.1
OG0003730	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1	XP_017791621.1, XP_017791545.1
OG0003731	XP_015191213.1	XP_017788138.1
OG0003732	XP_015179754.1	XP_017790896.1
OG0003733	XP_015176936.1	XP_017790910.1
OG0003734	XP_015179650.1	XP_017798635.1
OG0003735	XP_015177433.1	XP_017796324.1
OG0003736	XP_015177526.1	XP_017789309.1
OG0003737	XP_015173696.1	XP_017792357.1
OG0003738	XP_015186822.1	XP_017790793.1
OG0003739	XP_015172957.1	XP_017793547.1
OG0003740	XP_015184823.1, XP_015184822.1	XP_017794791.1
OG0003741	XP_015177543.1	XP_017795148.1
OG0003742	XP_015172764.1, XP_015172765.1	XP_017798133.1
OG0003743	XP_015171467.1	XP_017791042.1
OG0003744	XP_015179632.1	XP_017789655.1
OG0003745	XP_015177298.1	XP_017789330.1
OG0003746	XP_015174963.1	XP_017796090.1
OG0003747	XP_015180916.1	XP_017795273.1
OG0003748	XP_015189373.1	XP_017793326.1
OG0003749	XP_015183750.1, XP_015183749.1	XP_017795769.1
OG0003750	XP_015176785.1	XP_017790158.1, XP_017790160.1
OG0003752	XP_015187984.1	XP_017797382.1
OG0003753	XP_015182951.1	XP_017787469.1
OG0003754	XP_015183116.1	XP_017797776.1
OG0003755	XP_015189093.1, XP_015189091.1	XP_017789730.1
OG0003756	XP_015171541.1	XP_017788662.1
OG0003757	XP_015174113.1	XP_017794789.1
OG0003758	XP_015182777.1	XP_017798060.1
OG0003759	XP_015184466.1	XP_017787698.1
OG0003760	XP_015174719.1	XP_017791717.1
OG0003761	XP_015190519.1	XP_017787818.1
OG0003762	XP_015173510.1	XP_017788152.1
OG0003763	XP_015187181.1	XP_017796577.1
OG0003764	XP_015174657.1, XP_015174656.1	XP_017791510.1
OG0003765	XP_015183368.1	XP_017794994.1
OG0003766	XP_015185303.1	XP_017788400.1
OG0003767	XP_015184820.1	XP_017795243.1
OG0003768	XP_015189277.1	XP_017795219.1
OG0003769	XP_015172851.1	XP_017795480.1
OG0003770	XP_015183795.1	XP_017791253.1
OG0003771	XP_015184216.1	XP_017791074.1
OG0003772	XP_015179985.1	XP_017790627.1
OG0003773	XP_015183792.1	XP_017794920.1
OG0003774	XP_015181167.1	XP_017788979.1
OG0003776	XP_015171436.1	XP_017794826.1
OG0003777	XP_015179040.1	XP_017797311.1
OG0003778	XP_015188502.1	XP_017799243.1
OG0003779	XP_015180110.1	XP_017788375.1
OG0003780	XP_015187159.1	XP_017797748.1
OG0003781	XP_015175988.1	XP_017788291.1
OG0003782	XP_015180130.1	XP_017790588.1
OG0003783	XP_015183435.1	XP_017792942.1
OG0003784	XP_015179669.1	XP_017788996.1
OG0003785	XP_015176815.1	XP_017791504.1
OG0003786	XP_015177933.1	XP_017791238.1
OG0003787	XP_015175131.1	XP_017794393.1
OG0003788	XP_015176660.1	XP_017794912.1
OG0003789	XP_015175517.1, XP_015175518.1	XP_017788137.1
OG0003790	XP_015190159.1, XP_015190160.1, XP_015190158.1	XP_017798963.1
OG0003791	XP_015185362.1	XP_017793520.1, XP_017797451.1
OG0003792	XP_015174189.1	XP_017797502.1
OG0003793	XP_015183909.1	XP_017799239.1
OG0003794	XP_015176948.1	XP_017795442.1
OG0003795	XP_015187599.1	XP_017791782.1
OG0003796	XP_015184118.1	XP_017791127.1
OG0003797	XP_015171240.1	XP_017793713.1
OG0003798	XP_015188416.1	XP_017788679.1
OG0003799	XP_015187960.1	XP_017796146.1
OG0003800	XP_015186243.1	XP_017797763.1
OG0003801	XP_015183039.1	XP_017787603.1
OG0003802	XP_015180931.1	XP_017789714.1
