Orthogroup	Polistes_dominula	Bombyx_mori
OG0003811	XP_015190894.1	XP_037875641.1
OG0003812	XP_015172466.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_015179203.1	XP_004928617.1
OG0003814	XP_015172369.1	XP_004931718.2
OG0003815	XP_015172209.1, XP_015172210.1	XP_037870921.1
OG0003816	XP_015181644.1	XP_004928464.1
OG0003817	XP_015171672.1	XP_021208339.1
OG0003818	XP_015188004.1	NP_001157383.1
OG0003819	XP_015179449.1, XP_015179450.1	XP_004933631.1
OG0003820	XP_015190192.1	NP_001036861.1
OG0003821	XP_015180689.1	XP_037877826.1, XP_037877825.1
OG0003822	XP_015185443.1	XP_037872163.1
OG0003823	XP_015186419.1	XP_012546007.2, XP_037870947.1
OG0003824	XP_015184433.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_015178745.1	XP_037868048.1
OG0003826	XP_015190792.1, XP_015190791.1	XP_037876746.1
OG0003827	XP_015189198.1, XP_015189197.1	NP_001266358.1, XP_012551312.1
OG0003828	XP_015178908.1	NP_001182009.1
OG0003829	XP_015174901.1	XP_004926984.1, XP_012546488.1
OG0003830	XP_015182262.1	XP_037866511.1
OG0003831	XP_015179782.1	XP_021208347.2
OG0003832	XP_015185403.1	XP_004925624.1
OG0003833	XP_015186218.1	XP_004925262.1
OG0003834	XP_015184254.1	XP_037876702.1
OG0003835	XP_015182810.1	XP_004931767.1
OG0003837	XP_015179423.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_015182676.1	XP_004928702.1
OG0003839	XP_015180223.1	XP_012546118.2
OG0003840	XP_015183859.1, XP_015183860.1, XP_015183858.1	XP_021203783.2
OG0003841	XP_015189810.1	XP_004923140.1
OG0003842	XP_015189227.1	XP_037874800.1
OG0003843	XP_015180612.1	NP_001091817.1, XP_021207544.1
OG0003844	XP_015175735.1	XP_004931889.1
OG0003845	XP_015182750.1	XP_004928709.1
OG0003846	XP_015191205.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_015187712.1	XP_012545390.1
OG0003848	XP_015187951.1	XP_004924536.1
OG0003849	XP_015188757.1	XP_004931750.2
OG0003850	XP_015179239.1	XP_004928510.1
OG0003851	XP_015171678.1	XP_004928273.2
OG0003852	XP_015182590.1, XP_015182589.1	XP_037872312.1
OG0003853	XP_015186918.1, XP_015186920.1, XP_015186919.1	XP_004931012.1
OG0003854	XP_015175346.1	XP_037875289.1
OG0003855	XP_015188067.1, XP_015188068.1	XP_037870393.1
OG0003856	XP_015174036.1	XP_004925677.1
OG0003857	XP_015180302.1	XP_004932690.1
OG0003859	XP_015185008.1	XP_004922685.1
OG0003861	XP_015182763.1, XP_015182764.1	NP_001243926.1, XP_012547732.1
OG0003863	XP_015171925.1, XP_015171915.1	XP_037873078.1
OG0003864	XP_015186663.1	XP_037867969.1
OG0003865	XP_015179461.1	XP_004923657.1
OG0003866	XP_015191594.1	NP_001274766.1, XP_004924935.1
OG0003867	XP_015176696.1	XP_012548833.1
OG0003869	XP_015190256.1	XP_021203303.2
OG0003870	XP_015188129.1	XP_004930744.1
OG0003871	XP_015175350.1	XP_037866929.1
OG0003872	XP_015182385.1, XP_015182386.1	XP_004923397.1
OG0003873	XP_015189200.1	XP_012550036.2
OG0003874	XP_015173727.1	XP_004924537.1
OG0003875	XP_015190606.1	XP_004922154.1
OG0003876	XP_015174174.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_015177052.1	XP_037866550.1
OG0003878	XP_015172511.1	XP_037876197.1
OG0003879	XP_015190423.1	XP_004931440.3
OG0003880	XP_015184793.1	XP_012549422.1
OG0003881	XP_015176444.1	XP_004930195.2
OG0003882	XP_015189010.1	XP_012548006.1
OG0003883	XP_015184816.1	XP_004926044.1
OG0003884	XP_015178038.1, XP_015178067.1	XP_021206275.1
OG0003885	XP_015183701.1, XP_015183702.1, XP_015183703.1	XP_004926933.2
OG0003886	XP_015187891.1	NP_001040103.1
OG0003887	XP_015174435.1	NP_001040385.1
OG0003888	XP_015187059.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_015181006.1	XP_037871897.1
OG0003890	XP_015171801.1	XP_021206558.1
OG0003891	XP_015177431.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_015177759.1	XP_012551537.2
OG0003893	XP_015187989.1	XP_012548789.1
OG0003895	XP_015182152.1	XP_021205899.1
OG0003896	XP_015185567.1, XP_015185568.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_015182364.1	XP_037871555.1, NP_001037624.1
OG0003899	XP_015184667.1	XP_004932565.2
OG0003900	XP_015178278.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_015176385.1	XP_004930363.1
OG0003902	XP_015189056.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_015185771.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_015186503.1	XP_037876679.1
OG0003905	XP_015175617.1, XP_015175618.1, XP_015175616.1	XP_004932076.1
OG0003906	XP_015186483.1	XP_037870494.1
OG0003907	XP_015184805.1, XP_015176229.1	XP_004932080.1
OG0003908	XP_015173361.1	NP_001266361.1, XP_021204670.1
OG0003909	XP_015191271.1	NP_001188365.1
OG0003910	XP_015184281.1	XP_012548261.1
OG0003911	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1	XP_037872595.1
OG0003912	XP_015182946.1	XP_004921663.1
OG0003913	XP_015184261.1	XP_004933332.1
OG0003914	XP_015186068.1	XP_004930054.1
OG0003915	XP_015175075.1	XP_004933205.1
OG0003916	XP_015181429.1, XP_015181430.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_015191779.1	NP_001281215.1
OG0003918	XP_015184223.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_015176605.1	XP_037873191.1
OG0003920	XP_015186478.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_015177797.1, XP_015177796.1	XP_004929517.1
OG0003922	XP_015190521.1	XP_037867021.1
OG0003923	XP_015171117.1, XP_015171124.1	XP_037871340.1
OG0003924	XP_015182758.1	XP_004928216.2
OG0003925	XP_015182962.1	XP_037870734.1
OG0003926	XP_015181798.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_015186939.1	XP_012550651.2
OG0003928	XP_015191812.1	XP_004921744.1
OG0003929	XP_015186045.1	XP_004921712.1
OG0003930	XP_015175314.1	XP_012547705.1
OG0003931	XP_015179434.1	XP_004923823.1
OG0003932	XP_015183051.1	XP_004928355.1
OG0003933	XP_015174139.1	XP_004921981.1
OG0003934	XP_015185833.1	XP_004927651.1
OG0003935	XP_015178777.1	NP_001037257.1
OG0003936	XP_015181374.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_015188003.1	NP_001119719.1
OG0003938	XP_015185910.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_015182573.1	XP_021203066.1
OG0003940	XP_015176999.1	XP_037868013.1
OG0003941	XP_015191702.1	XP_004932659.1
OG0003942	XP_015190766.1	XP_004925060.2
OG0003943	XP_015176455.1	XP_004930725.1
OG0003944	XP_015177805.1	XP_037867768.1
OG0003945	XP_015183165.1	XP_004929252.2
OG0003946	XP_015187495.1	XP_037872651.1
OG0003947	XP_015185637.1	XP_004923402.1
OG0003948	XP_015176916.1, XP_015176917.1	NP_001296515.1
OG0003950	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1	XP_004931209.1
OG0003951	XP_015183700.1	XP_004928878.1
OG0003952	XP_015171971.1	XP_021208067.1
OG0003953	XP_015174381.1	XP_004925516.1
OG0003954	XP_015179401.1	NP_001040494.1
OG0003955	XP_015189075.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_015191809.1	XP_037867435.1
OG0003957	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1	NP_001040543.1
OG0003958	XP_015174191.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_015184862.1	XP_004931453.1
OG0003960	XP_015174780.1	XP_021203205.2
OG0003961	XP_015176361.1	XP_037872304.1
OG0003962	XP_015178536.1	XP_004926248.1
OG0003963	XP_015182047.1	XP_004926026.1
OG0003964	XP_015176829.1	XP_037873074.1
OG0003965	XP_015183672.1, XP_015183673.1	XP_004923059.2
OG0003966	XP_015171981.1	XP_004927228.1
OG0003967	XP_015191446.1	XP_004930408.1
OG0003968	XP_015180277.1	XP_004926264.1
OG0003969	XP_015191535.1	XP_004929112.1
OG0003970	XP_015177959.1	XP_004931345.1
OG0003971	XP_015187239.1	XP_004929344.1
OG0003972	XP_015180298.1	XP_004926999.1
OG0003974	XP_015181752.1	XP_037868812.1
OG0003975	XP_015175402.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_015183906.1	XP_004927122.1
OG0003977	XP_015190572.1, XP_015190569.1, XP_015190570.1	XP_037867045.1
OG0003978	XP_015174165.1	NP_001037660.1
OG0003979	XP_015181533.1, XP_015181535.1, XP_015181534.1	XP_004927746.2
OG0003980	XP_015179105.1	NP_001138805.1, XP_037866730.1
OG0003981	XP_015179337.1	NP_001233148.1, XP_012545487.1
OG0003982	XP_015171669.1	XP_037866437.1
OG0003983	XP_015177993.1	XP_021202823.1
OG0003984	XP_015178448.1	XP_037877129.1
OG0003985	XP_015180923.1	XP_004923535.1
OG0003986	XP_015182657.1	XP_037868586.1
OG0003987	XP_015180174.1, XP_015180171.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_015178187.1	XP_021202849.2
OG0003989	XP_015171575.1	XP_012547596.2
OG0003990	XP_015188978.1	NP_001355172.1
OG0003991	XP_015177782.1	XP_004932958.2
OG0003993	XP_015181677.1	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_015181594.1, XP_015181593.1	XP_004933641.2
OG0003995	XP_015172117.1	XP_004928599.1
OG0003996	XP_015179812.1, XP_015179973.1	XP_004927389.1
OG0003997	XP_015191115.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_015190272.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_015173606.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_015183976.1	NP_001296497.1
OG0004001	XP_015183525.1	XP_004927390.2
OG0004002	XP_015180994.1	NP_001037456.2
OG0004003	XP_015174985.1	XP_037876448.1
OG0004004	XP_015183989.1, XP_015183988.1	XP_004922729.1
OG0004005	XP_015185905.1	XP_037867825.1, XP_037867823.1, XP_037867824.1
OG0004006	XP_015183941.1	XP_037871169.1
OG0004008	XP_015173879.1	XP_037871650.1
OG0004009	XP_015173384.1	XP_004926137.1, XP_004926138.2
OG0004010	XP_015173285.1	XP_004921711.1
OG0004012	XP_015188802.1	XP_012548993.2
OG0004013	XP_015184622.1, XP_015184624.1	XP_021206266.2
OG0004014	XP_015183104.1	XP_004924136.1
OG0004016	XP_015172081.1	XP_037869870.1
OG0004017	XP_015178267.1	XP_021207252.1
OG0004018	XP_015188600.1	XP_004933635.2
OG0004019	XP_015185252.1	NP_001166629.1
OG0004019	XP_015185169.1	XP_004926459.1
OG0004020	XP_015178646.1	XP_037866796.1
OG0004021	XP_015176151.1	XP_037869295.1
OG0004022	XP_015175677.1	XP_021207600.1
OG0004023	XP_015180863.1	XP_037873199.1
OG0004026	XP_015191774.1, XP_015191773.1	XP_037876311.1
OG0004027	XP_015189301.1	XP_004923893.1
OG0004028	XP_015178883.1	XP_012544241.1
OG0004029	XP_015180303.1	XP_037870693.1
OG0004030	XP_015191045.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_015173705.1	XP_004923757.1
OG0004032	XP_015190132.1	XP_021205979.2, NP_001188364.1
OG0004033	XP_015182744.1	XP_012547603.2
OG0004034	XP_015175821.1	XP_004923392.2
OG0004035	XP_015174077.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_015184002.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_015180175.1	XP_037875629.1
OG0004038	XP_015180362.1	XP_004929014.1
OG0004040	XP_015179378.1, XP_015187288.1	XP_004928222.1
OG0004041	XP_015187156.1, XP_015187157.1	NP_001136226.1
OG0004042	XP_015191293.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_015174731.1, XP_015174726.1	XP_012553204.1, XP_021201806.1
OG0004044	XP_015179422.1	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_015176323.1	XP_004933047.1
OG0004046	XP_015181696.1	XP_004925413.1
OG0004047	XP_015191263.1	XP_004933797.2
OG0004048	XP_015176742.1, XP_015176733.1	XP_004925882.2
OG0004049	XP_015174161.1, XP_015174159.1, XP_015174160.1	XP_004921635.1
OG0004050	XP_015189950.1	XP_004933431.1
OG0004051	XP_015180376.1	NP_001041679.1
OG0004052	XP_015177405.1, XP_015177406.1	XP_037876514.1
OG0004053	XP_015185708.1	XP_012550083.2
OG0004054	XP_015177268.1	XP_004929361.2
OG0004055	XP_015191019.1	XP_037869808.1
OG0004056	XP_015185777.1	XP_004923357.2
OG0004058	XP_015186468.1, XP_015186467.1, XP_015186469.1	XP_004930619.1
OG0004059	XP_015172701.1	XP_037868054.1
OG0004060	XP_015185066.1	NP_001296493.1
OG0004061	XP_015179001.1	XP_021207327.1
OG0004062	XP_015187758.1	XP_004928244.1
OG0004063	XP_015172856.1	XP_037869504.1
OG0004064	XP_015187710.1	XP_037870738.1
OG0004065	XP_015173682.1, XP_015173694.1	XP_004928297.1
OG0004066	XP_015181124.1, XP_015181123.1, XP_015181122.1	XP_004924862.1
OG0004067	XP_015188922.1	XP_012544048.3
OG0004068	XP_015185932.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_015178953.1	NP_001037339.1
OG0004070	XP_015183528.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_015191086.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_015181041.1, XP_015181040.1	XP_004921583.1
OG0004074	XP_015188764.1	XP_004922411.1
OG0004075	XP_015179558.1	XP_021204167.1
OG0004076	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1	XP_004923876.1
OG0004077	XP_015184935.1	XP_004928512.1, XP_004928484.2
OG0004078	XP_015171408.1	XP_004927166.1
OG0004079	XP_015173930.1, XP_015173935.1	XP_037868019.1
OG0004080	XP_015183962.1, XP_015183961.1	XP_012549094.1
OG0004081	XP_015191525.1	XP_037868944.1, XP_037868436.1
OG0004082	XP_015179425.1	XP_012549767.2
OG0004083	XP_015178389.1	NP_001040444.1
OG0004084	XP_015179514.1, XP_015179513.1	XP_012546600.1
OG0004085	XP_015182510.1	XP_004931989.1
OG0004086	XP_015179120.1	XP_012545779.1
OG0004087	XP_015191784.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_015178738.1, XP_015178730.1	XP_037868298.1
OG0004089	XP_015191287.1	XP_037874462.1
OG0004090	XP_015174996.1	XP_004933421.1
OG0004091	XP_015191851.1	XP_037870891.1
OG0004092	XP_015179701.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_015188778.1	XP_037868377.1
OG0004094	XP_015188690.1	XP_037870639.1
OG0004095	XP_015171602.1	XP_004930179.1
OG0004096	XP_015189028.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_015188596.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_015172878.1	XP_037874111.1
OG0004099	XP_015177377.1	XP_004930594.1
OG0004100	XP_015180349.1	XP_021205578.2
OG0004101	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1	XP_037873940.1
OG0004102	XP_015171873.1	XP_004924707.1
OG0004103	XP_015183632.1	XP_037874307.1
OG0004104	XP_015180090.1	XP_037877656.1
OG0004105	XP_015176038.1, XP_015176028.1, XP_015176047.1	XP_012552106.1, NP_001036873.1
OG0004106	XP_015181585.1	XP_004931162.2
OG0004107	XP_015186759.1	XP_004926250.2
OG0004108	XP_015182634.1	XP_037868744.1
OG0004109	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1	XP_012553048.1
OG0004110	XP_015171958.1	XP_004933483.1
OG0004111	XP_015185351.1	NP_001124374.1
OG0004112	XP_015181462.1	XP_021205236.2
OG0004113	XP_015183299.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_015174226.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_015175547.1	XP_004925881.2
OG0004117	XP_015191708.1	XP_004930200.1, XP_021206199.1
OG0004120	XP_015171783.1	XP_004924498.1
OG0004121	XP_015173141.1, XP_015173142.1	XP_012547852.1, XP_012547851.1
OG0004123	XP_015188295.1	XP_037871593.1
OG0004124	XP_015174349.1	XP_037868460.1
OG0004125	XP_015186721.1	XP_004922019.1
OG0004126	XP_015173412.1	XP_004932926.1
OG0004127	XP_015183415.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_015190426.1	XP_037877065.1
OG0004129	XP_015180238.1	XP_004931987.1
OG0004130	XP_015173906.1, XP_015173907.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_015182422.1	XP_012547588.1
OG0004132	XP_015175633.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_015177817.1	NP_001272895.1
OG0004137	XP_015191737.1, XP_015191736.1	XP_004929005.1
OG0004138	XP_015187075.1	XP_021204369.1
OG0004140	XP_015190927.1	XP_004928840.1
OG0004141	XP_015172017.1, XP_015172004.1	XP_004933432.2
OG0004142	XP_015183316.1	XP_037876778.1
OG0004143	XP_015176247.1	XP_004925912.2
OG0004144	XP_015176391.1, XP_015176390.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_015175270.1	XP_037868374.1, XP_037868371.1
OG0004146	XP_015178715.1	XP_004931521.1
OG0004147	XP_015184734.1, XP_015184744.1	XP_037867032.1
OG0004148	XP_015191454.1	XP_037868227.1
OG0004149	XP_015190364.1	XP_004931529.2
OG0004150	XP_015177212.1	XP_037872399.1
OG0004151	XP_015178739.1	XP_004924322.2
OG0004152	XP_015177517.1	XP_021207568.2
OG0004153	XP_015182610.1	XP_037876188.1
OG0004154	XP_015177125.1	XP_004929679.1
OG0004155	XP_015185292.1, XP_015185293.1	XP_037869731.1
OG0004158	XP_015191195.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_015173210.1	XP_021202139.2
OG0004162	XP_015172799.1	XP_037875455.1
OG0004163	XP_015185340.1, XP_015185339.1	XP_012549158.1
OG0004164	XP_015188949.1	XP_012545388.1
OG0004165	XP_015174133.1	XP_021203754.2
OG0004166	XP_015186046.1	XP_021205160.1
OG0004167	XP_015176929.1	XP_012552466.1
OG0004168	XP_015172852.1	XP_004924837.1
OG0004169	XP_015173250.1	NP_001233204.1, XP_012551167.2
OG0004170	XP_015185212.1	XP_037870866.1
OG0004171	XP_015176601.1	XP_012547802.3
OG0004172	XP_015181004.1	XP_012549305.2
OG0004174	XP_015174798.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_015171529.1	XP_004924258.1
OG0004177	XP_015181007.1	XP_021205230.1
OG0004178	XP_015178742.1	XP_037874863.1
OG0004180	XP_015179437.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_015179853.1	NP_001036936.1
OG0004182	XP_015174087.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_015188317.1	XP_004922162.1
OG0004184	XP_015174685.1	XP_037876568.1
OG0004185	XP_015184614.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	XP_015178532.1, XP_015178531.1	XP_037866428.1
OG0004187	XP_015180907.1	XP_012552759.1
OG0004188	XP_015181907.1	XP_021203240.1
OG0004189	XP_015174946.1	XP_037869227.1
OG0004190	XP_015177220.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_015183716.1	XP_037869752.1
OG0004192	XP_015176251.1	XP_004924988.1
OG0004193	XP_015179438.1	XP_037873419.1
OG0004194	XP_015189097.1	XP_037871385.1
OG0004195	XP_015179685.1	XP_012549631.1
OG0004196	XP_015186774.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_015189390.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_015189182.1	XP_004930154.1
OG0004201	XP_015189575.1	XP_004923544.1
OG0004202	XP_015185997.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_015186546.1	XP_012548984.1
OG0004204	XP_015182784.1	XP_012545354.1
OG0004205	XP_015179114.1	NP_001093080.1
OG0004206	XP_015185182.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_015176403.1	XP_004925253.1, XP_012545111.1
OG0004209	XP_015173281.1	XP_004922257.1
OG0004210	XP_015176832.1, XP_015176833.1	XP_012548015.1
OG0004211	XP_015187178.1, XP_015187177.1, XP_015175712.1	XP_004924280.1
OG0004212	XP_015184253.1	XP_004923553.1
OG0004213	XP_015179817.1	XP_004932624.2
OG0004214	XP_015177415.1	XP_004921920.2
OG0004216	XP_015179144.1	XP_004922913.1
OG0004217	XP_015182917.1	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_015188615.1	XP_021206364.1
OG0004220	XP_015191390.1, XP_015191391.1	XP_004930730.1
OG0004223	XP_015178157.1	XP_004924492.2, XP_004924489.1
OG0004224	XP_015191264.1	XP_004922262.2
OG0004226	XP_015177518.1	XP_037875932.1, XP_021202772.1
OG0004228	XP_015185509.1	XP_004923683.1
OG0004229	XP_015188447.1	XP_004925281.1
OG0004230	XP_015183072.1	XP_012544861.2
OG0004231	XP_015187341.1, XP_015179089.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_015175867.1	XP_037876619.1
OG0004234	XP_015171658.1	XP_012550820.1
OG0004235	XP_015177714.1, XP_015177717.1	XP_037870208.1
OG0004236	XP_015178698.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_015174804.1	XP_004928571.2
OG0004238	XP_015191487.1	XP_037868820.1, NP_001232931.1
OG0004240	XP_015177896.1	XP_004929308.1
OG0004242	XP_015176234.1, XP_015176232.1	NP_001171667.1
OG0004243	XP_015187907.1	XP_012547247.1
OG0004244	XP_015173804.1, XP_015173805.1, XP_015173806.1	XP_012549416.1
OG0004245	XP_015174920.1	XP_037867770.1, XP_037867772.1, XP_037867773.1
OG0004246	XP_015182554.1	NP_001108462.1, XP_012549556.2
OG0004247	XP_015181293.1	NP_001243994.1, XP_037873014.1
OG0004248	XP_015187024.1	XP_012547300.1
OG0004249	XP_015176571.1, XP_015176570.1, XP_015176573.1	XP_037876178.1
OG0004251	XP_015182207.1	XP_012547340.2
OG0004252	XP_015172047.1, XP_015172048.1	XP_021202111.2, XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2
OG0004253	XP_015190556.1	XP_037866659.1, XP_037866658.1, XP_004929200.2
OG0004254	XP_015174868.1	XP_037868525.1
OG0004258	XP_015185642.1	XP_021202164.2, XP_037875585.1
OG0004259	XP_015178561.1	XP_004922243.2
OG0004260	XP_015172651.1	XP_012547393.1
OG0004261	XP_015174911.1	NP_001040380.1, XP_012544671.1
OG0004262	XP_015171874.1	XP_004930073.1
OG0004263	XP_015191018.1, XP_015191016.1, XP_015191017.1	XP_037877347.1, XP_037876846.1
OG0004264	XP_015173005.1	XP_004927281.3
OG0004267	XP_015181089.1	NP_001040423.1
OG0004268	XP_015182717.1	XP_012551637.2
OG0004269	XP_015181893.1, XP_015181892.1	XP_037869431.1
OG0004275	XP_015178640.1	XP_037867596.1
OG0004276	XP_015188500.1	NP_001037219.1, XP_021207863.1
OG0004277	XP_015189111.1	NP_001037159.1, XP_021208658.2
OG0004278	XP_015180166.1, XP_015180165.1	NP_001037275.1
OG0004279	XP_015174956.1	XP_004932946.1
OG0004280	XP_015172726.1	XP_004928974.1
OG0004281	XP_015186404.1	NP_001124349.1
OG0004282	XP_015180529.1	XP_021206888.1, NP_001037135.1
OG0004283	XP_015190724.1	NP_001037253.1
OG0004284	XP_015184075.1	NP_001037255.1
OG0004285	XP_015189334.1, XP_015189335.1, XP_015189336.1	XP_004931084.2
OG0004286	XP_015177162.1	XP_004932205.1
OG0004287	XP_015178914.1	XP_004929900.1
OG0004288	XP_015176821.1	XP_012548257.2
OG0004289	XP_015182833.1	XP_004926447.1
OG0004290	XP_015172148.1	NP_001124377.1
OG0004291	XP_015190916.1, XP_015190917.1	XP_004922528.1
OG0004292	XP_015186257.1	XP_004926302.1
OG0004293	XP_015177884.1	XP_004927897.1
OG0004294	XP_015181814.1	XP_004921574.1
OG0004296	XP_015187729.1	NP_001091762.1
OG0004297	XP_015172606.1	XP_004931546.1
OG0004298	XP_015180601.1, XP_015180602.1	NP_001040401.1
OG0004299	XP_015177839.1	XP_004930348.1
OG0004300	XP_015182548.1	XP_004930631.2
OG0004301	XP_015176359.1	XP_004929017.1
OG0004302	XP_015182963.1	XP_004931543.1
OG0004303	XP_015176498.1	XP_004929446.1
OG0004304	XP_015172976.1	NP_001040276.1
OG0004305	XP_015189622.1	XP_004929158.1
OG0004306	XP_015177363.1, XP_015177362.1	XP_004932719.1
OG0004307	XP_015178868.1	NP_001037522.1
OG0004308	XP_015174953.1	NP_001040151.1
OG0004309	XP_015187330.1	XP_004925424.1
OG0004310	XP_015180868.1	XP_004924987.1
OG0004311	XP_015181930.1	XP_012550551.1, NP_001040136.1
OG0004312	XP_015189490.1	NP_001040496.1, XP_012550108.1
OG0004313	XP_015172593.1	XP_037867585.1
OG0004314	XP_015173967.1	XP_004923945.1
OG0004315	XP_015174661.1	NP_001037082.1
OG0004316	XP_015171146.1	NP_001037580.1
OG0004317	XP_015186800.1, XP_015185843.1	NP_001037508.1
OG0004318	XP_015190326.1	NP_001037556.1
OG0004319	XP_015180641.1	XP_021207332.1
OG0004320	XP_015188330.1	XP_004924660.1
OG0004321	XP_015180147.1	XP_004927929.1
OG0004322	XP_015183664.1	XP_004924733.1
OG0004324	XP_015181393.1, XP_015181392.1	NP_001037273.1
OG0004325	XP_015184943.1	XP_037867744.1, XP_004926849.1
OG0004326	XP_015186801.1	XP_004933571.2
OG0004327	XP_015176597.1	XP_004924517.1
OG0004328	XP_015183175.1	NP_001040387.1
OG0004329	XP_015180710.1	NP_001091750.1
OG0004330	XP_015181785.1	NP_001040280.1
OG0004331	XP_015191001.1	XP_004925913.1
OG0004332	XP_015179508.1	XP_021203157.1, NP_001040397.1
OG0004333	XP_015171552.1	NP_001037390.1
OG0004334	XP_015189032.1	XP_012550250.1, NP_001040310.1
OG0004335	XP_015179535.1	XP_012549424.1, XP_012549423.1
OG0004336	XP_015185745.1	XP_004924094.1
OG0004337	XP_015179634.1	XP_037868058.1
OG0004338	XP_015181346.1	XP_037869104.1
OG0004339	XP_015175035.1	XP_004933751.1
OG0004340	XP_015178779.1	XP_004926461.1
OG0004341	XP_015172694.1, XP_015172693.1	XP_004924871.1
OG0004343	XP_015177087.1	NP_001037094.1
OG0004344	XP_015185427.1, XP_015185426.1	NP_001040439.1
OG0004345	XP_015179143.1	XP_012551528.2
OG0004346	XP_015184908.1	XP_004933671.1, XP_037869651.1
OG0004347	XP_015177119.1	XP_004925786.1
OG0004348	XP_015176075.1	XP_004931111.2
OG0004349	XP_015186051.1	NP_001091827.1
OG0004350	XP_015183808.1, XP_015183807.1, XP_015183806.1	XP_004926892.1
OG0004351	XP_015188766.1	XP_004922412.2
OG0004352	XP_015191106.1, XP_015191105.1	XP_004925782.1
OG0004353	XP_015172159.1	XP_004928164.1
OG0004354	XP_015184976.1	XP_012547325.1
OG0004355	XP_015181563.1	NP_001040384.1
OG0004356	XP_015190935.1	XP_004925473.1
OG0004357	XP_015177611.1, XP_015177610.1	XP_004921584.1
