Orthogroup	Polistes_dominula	Tribolium_castaneum
OG0003123	XP_015174949.1	XP_971630.1
OG0003124	XP_015182712.1	XP_968473.1
OG0003125	XP_015176609.1	XP_972454.1
OG0003126	XP_015173208.1, XP_015173199.1	XP_008200566.1
OG0003127	XP_015178275.1	XP_015837413.1
OG0003128	XP_015186539.1	XP_970842.1
OG0003129	XP_015182000.1	XP_008192563.1, XP_008192567.1
OG0003130	XP_015171422.1	XP_015833761.1
OG0003131	XP_015179931.1	XP_015840602.1
OG0003132	XP_015176261.1, XP_015176260.1, XP_015176259.1	XP_015836476.1
OG0003133	XP_015173779.1	XP_015833828.1
OG0003134	XP_015187630.1	XP_008190997.1
OG0003135	XP_015183810.1	XP_971031.1
OG0003136	XP_015172205.1	XP_970142.1
OG0003137	XP_015185845.1	XP_967733.1
OG0003138	XP_015176465.1	XP_015840286.1
OG0003139	XP_015187808.1	XP_966439.1
OG0003140	XP_015190332.1	XP_972507.2
OG0003141	XP_015173717.1, XP_015173716.1, XP_015173715.1	XP_015840515.1
OG0003142	XP_015188107.1	XP_008195449.1, XP_008195448.1, XP_974516.2
OG0003144	XP_015182431.1	XP_015835152.1, NP_001164096.1
OG0003146	XP_015174245.1	XP_008200813.1
OG0003147	XP_015185446.1	XP_008200559.1
OG0003148	XP_015177845.1	XP_975051.1, XP_008192151.1, XP_008192150.1
OG0003149	XP_015184441.1, XP_015184440.1	XP_008195930.1
OG0003150	XP_015187854.1, XP_015187853.1, XP_015187855.1	XP_971373.1
OG0003151	XP_015180985.1	XP_008193476.1
OG0003152	XP_015178886.1	XP_015840198.1
OG0003153	XP_015177948.1	XP_015836700.1
OG0003154	XP_015188206.1	XP_015834456.1
OG0003155	XP_015178197.1	XP_015836826.1, XP_015836827.1
OG0003156	XP_015172614.1	XP_970628.2, XP_008192816.1
OG0003157	XP_015177197.1	XP_008193555.1
OG0003158	XP_015184207.1	XP_008192943.1
OG0003159	XP_015171686.1	XP_008192439.1
OG0003160	XP_015175964.1, XP_015175963.1	XP_015838465.1
OG0003161	XP_015174278.1, XP_015174279.1	XP_015832940.1
OG0003162	XP_015174414.1, XP_015174412.1, XP_015174413.1	XP_008199099.1
OG0003163	XP_015190622.1	XP_008199839.1
OG0003164	XP_015176415.1	XP_015839860.1
OG0003165	XP_015191074.1	XP_972219.1
OG0003166	XP_015174570.1, XP_015174569.1, XP_015174568.1	XP_972918.1
OG0003167	XP_015191470.1	XP_969621.2
OG0003168	XP_015189246.1	XP_008194089.1
OG0003169	XP_015182981.1	XP_974447.1
OG0003170	XP_015190938.1	XP_008195512.1
OG0003171	XP_015174123.1	XP_008196499.1
OG0003172	XP_015186769.1	XP_015837722.1
OG0003173	XP_015177553.1	XP_974657.1
OG0003174	XP_015171628.1, XP_015171627.1	XP_015834210.1
OG0003175	XP_015191303.1	XP_015839667.1, XP_008195361.2
OG0003176	XP_015178251.1	XP_008197063.1
OG0003177	XP_015187693.1	XP_972573.1
OG0003178	XP_015191248.1	XP_008191209.1
OG0003179	XP_015185155.1	XP_015833277.1, XP_974036.1
OG0003180	XP_015184412.1, XP_015184411.1, XP_015184413.1	XP_971969.2
OG0003181	XP_015180822.1	XP_008195655.1
OG0003182	XP_015172626.1	XP_015833524.1
OG0003183	XP_015179209.1	XP_008195336.1
OG0003184	XP_015179537.1, XP_015179794.1	XP_015840386.1
OG0003185	XP_015173354.1	XP_015840845.1
OG0003186	XP_015172670.1	XP_015836813.1
OG0003187	XP_015180688.1, XP_015180687.1	XP_974457.2
OG0003188	XP_015186528.1	XP_008200077.1
OG0003189	XP_015187605.1, XP_015187604.1	XP_015835756.1, XP_015835757.1, XP_008193949.1
OG0003190	XP_015172075.1	XP_015839153.1
OG0003191	XP_015189422.1	XP_015839270.1
OG0003193	XP_015176753.1	XP_015837056.1
OG0003194	XP_015180475.1	XP_015834747.1
OG0003195	XP_015174876.1	XP_008194574.1
OG0003197	XP_015172936.1	XP_008199987.1, XP_008199986.1
OG0003198	XP_015187947.1	XP_974582.1
OG0003199	XP_015190385.1	XP_015840449.1
OG0003200	XP_015185822.1	XP_015838961.1
OG0003201	XP_015184633.1	XP_008200292.1
OG0003202	XP_015175559.1, XP_015175556.1	XP_015838571.1, XP_015838562.1, XP_015838568.1
OG0003203	XP_015172467.1	XP_967293.1
OG0003204	XP_015178733.1, XP_015178734.1	XP_969356.1, XP_008197981.1
OG0003205	XP_015181172.1	XP_971933.1, XP_008198232.1
OG0003206	XP_015182035.1	XP_008198470.1, NP_001280520.1
OG0003207	XP_015189835.1	XP_015839421.1
OG0003208	XP_015182954.1	XP_975099.1
OG0003209	XP_015176641.1, XP_015176589.1	XP_015839890.1
OG0003210	XP_015189990.1	XP_015837008.1, XP_015837009.1, XP_015837010.1, XP_015837011.1
OG0003211	XP_015185161.1	XP_001810887.1, XP_015835565.1
OG0003212	XP_015186954.1	XP_008191000.1
OG0003213	XP_015180557.1	XP_015837493.1
OG0003214	XP_015182199.1	XP_968279.3
OG0003215	XP_015180795.1	XP_008199287.1
OG0003218	XP_015175243.1	XP_008192192.1, XP_015834693.1
OG0003220	XP_015188336.1	XP_008199225.1
OG0003221	XP_015175039.1	XP_972306.2
OG0003222	XP_015177460.1	XP_969428.1
OG0003225	XP_015179841.1	XP_976228.2
OG0003226	XP_015189474.1	XP_008201510.1
OG0003227	XP_015180493.1, XP_015180490.1, XP_015180491.1	XP_008191710.1
OG0003228	XP_015186380.1	XP_008201374.1, XP_971186.1, XP_015837578.1, XP_015840779.1
OG0003229	XP_015175410.1	XP_976341.1
OG0003230	XP_015184361.1	XP_015834670.1, XP_968051.2
OG0003231	XP_015180115.1, XP_015180119.1	XP_015837752.1
OG0003232	XP_015181923.1	NP_001104011.1
OG0003234	XP_015187354.1	XP_015836118.1
OG0003237	XP_015188897.1	XP_008201440.1
OG0003238	XP_015187070.1, XP_015187068.1	XP_969297.1
OG0003239	XP_015172153.1, XP_015172154.1, XP_015172155.1	XP_970663.1, XP_008193938.1
OG0003240	XP_015189432.1	XP_008198889.1
OG0003241	XP_015188124.1	XP_975837.2, XP_015833070.1
OG0003242	XP_015173551.1, XP_015173550.1, XP_015173552.1	XP_008199325.1, XP_970274.2, XP_008199324.1
OG0003243	XP_015188134.1, XP_015188136.1	XP_008200437.1
OG0003244	XP_015180244.1	XP_008197607.2
OG0003245	XP_015191221.1	XP_008194155.1
OG0003246	XP_015179093.1	XP_015835535.1
OG0003247	XP_015177111.1	XP_975142.1
OG0003248	XP_015187754.1	XP_015835083.1, XP_015835086.1
OG0003249	XP_015178192.1	XP_008193783.1
OG0003250	XP_015175613.1	XP_008197205.1, XP_008201356.1
OG0003252	XP_015191279.1, XP_015191280.1	XP_008200606.1
OG0003256	XP_015174135.1	XP_001810875.1
OG0003257	XP_015178370.1	XP_008195048.1
OG0003258	XP_015182188.1, XP_015182191.1, XP_015182189.1	XP_008200973.1
OG0003261	XP_015179397.1	XP_015838182.1, XP_015838180.1, XP_015838181.1, XP_008196714.1, XP_008196715.1, XP_008196711.1, XP_008196712.1, XP_015838179.1
OG0003262	XP_015174605.1	XP_970781.1
OG0003263	XP_015174256.1	XP_973546.1
OG0003264	XP_015176975.1	NP_001164361.1
OG0003265	XP_015185890.1	XP_008201651.1
OG0003266	XP_015171934.1	XP_015837390.1
OG0003267	XP_015171790.1	NP_001128195.1, XP_008195704.1
OG0003268	XP_015171926.1, XP_015181220.1	XP_974659.1
OG0003269	XP_015188503.1	XP_969612.1
OG0003270	XP_015174370.1	XP_969846.1, XP_008193934.1
OG0003271	XP_015175802.1	XP_968889.1
OG0003272	XP_015175460.1	XP_968917.1
OG0003273	XP_015186611.1	XP_973278.2
OG0003274	XP_015175687.1	XP_015836483.1, XP_015834685.1
OG0003275	XP_015174709.1	XP_975066.2
OG0003276	XP_015181499.1	XP_008192336.1
OG0003277	XP_015190768.1, XP_015190770.1	XP_973249.1
OG0003279	XP_015188857.1	XP_971430.1, XP_008199556.1
OG0003280	XP_015171870.1	XP_008198200.1
OG0003281	XP_015180726.1, XP_015180727.1	XP_974741.2
OG0003282	XP_015188811.1	XP_015835098.1, XP_971662.1, XP_015835095.1
OG0003283	XP_015173584.1	XP_970867.1, XP_972271.1
OG0003284	XP_015180745.1	XP_008190551.1
OG0003285	XP_015172337.1, XP_015172325.1	XP_968042.1
OG0003286	XP_015185800.1	XP_970538.1
OG0003287	XP_015172520.1	XP_008192103.1, XP_008192102.1
OG0003288	XP_015191656.1	XP_975411.1
OG0003289	XP_015185298.1	NP_001164139.1, XP_008200420.1
OG0003290	XP_015182865.1	XP_967987.1
OG0003291	XP_015179786.1	XP_008195736.1
OG0003292	XP_015184103.1	XP_967415.1
OG0003293	XP_015183532.1	XP_008196397.1
OG0003294	XP_015176029.1	XP_975631.1
OG0003295	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1	XP_967504.2
OG0003296	XP_015178530.1	XP_008197505.1
OG0003297	XP_015177865.1	XP_973895.1
OG0003298	XP_015186616.1	XP_008192926.1
OG0003299	XP_015182677.1	XP_971498.1
OG0003300	XP_015172834.1	XP_973654.2
OG0003301	XP_015174163.1	XP_008192687.1, XP_967031.1
OG0003302	XP_015179769.1	XP_968462.1
OG0003303	XP_015189235.1	NP_001106933.1, XP_008194040.1
OG0003304	XP_015180127.1	XP_008191927.1, XP_008191926.1
OG0003305	XP_015190255.1	XP_966576.1
OG0003306	XP_015173675.1	XP_969661.1
OG0003307	XP_015173144.1, XP_015173145.1	XP_008192922.1
OG0003308	XP_015177208.1	XP_972659.1
OG0003309	XP_015180107.1	XP_008199043.1, XP_968923.1
OG0003310	XP_015182521.1	XP_008198915.1
OG0003311	XP_015178143.1	XP_973274.1
OG0003312	XP_015180203.1	XP_008197403.1
OG0003313	XP_015176312.1	XP_974197.1
OG0003314	XP_015175786.1	XP_008195843.1
OG0003315	XP_015179654.1	XP_970389.1, XP_008195730.1
OG0003316	XP_015171729.1	XP_015835823.1
OG0003317	XP_015183265.1	XP_015835675.1
OG0003318	XP_015191776.1	XP_972119.1
OG0003319	XP_015181953.1, XP_015181952.1	XP_970045.1
OG0003320	XP_015191527.1	XP_969230.1
OG0003321	XP_015173693.1	XP_972780.1
OG0003322	XP_015171323.1, XP_015171332.1	XP_008199414.1
OG0003323	XP_015190930.1	XP_974433.1
OG0003324	XP_015171336.1, XP_015171337.1	XP_015840379.1
OG0003325	XP_015190563.1	XP_008196032.1
OG0003326	XP_015173640.1, XP_015173638.1	XP_972459.1
OG0003327	XP_015185982.1	NP_001153782.1, XP_968093.1
OG0003328	XP_015177229.1	XP_973113.1
OG0003329	XP_015186292.1	XP_968639.1
OG0003330	XP_015190577.1	XP_015837793.1
OG0003331	XP_015172251.1, XP_015172246.1	XP_008197836.1
OG0003332	XP_015185305.1	XP_967369.1
OG0003333	XP_015171492.1	XP_008191503.1
OG0003334	XP_015191505.1	XP_971340.1
OG0003335	XP_015182204.1	XP_008198099.1
OG0003336	XP_015191570.1	XP_969755.2
OG0003337	XP_015172521.1	XP_974141.2
OG0003339	XP_015184708.1	XP_015833860.1
OG0003340	XP_015174248.1	XP_015839037.1
OG0003341	XP_015185260.1	XP_008199407.1
OG0003342	XP_015185634.1	XP_008196629.1
OG0003343	XP_015176685.1	NP_001107837.1, XP_015832928.1
OG0003345	XP_015189133.1	XP_015839239.1
OG0003346	XP_015174791.1	XP_008201244.1, NP_001034519.1
OG0003347	XP_015188927.1	XP_974775.1
OG0003348	XP_015188423.1	XP_008191111.1
OG0003349	XP_015180546.1	XP_015833913.1
OG0003350	XP_015187959.1	XP_008192723.1
OG0003351	XP_015185215.1	XP_973079.1
OG0003352	XP_015173570.1	XP_015833132.1
OG0003353	XP_015175425.1	XP_973934.2
OG0003354	XP_015176997.1	XP_969841.1
OG0003355	XP_015176857.1	XP_970925.2
OG0003356	XP_015190488.1	XP_008194232.2
OG0003357	XP_015178153.1	XP_008195128.1
OG0003358	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1	XP_008198689.1
OG0003359	XP_015173362.1	XP_008192494.1
OG0003360	XP_015173198.1	XP_970407.1
OG0003361	XP_015182881.1	NP_001139384.1, XP_008192465.1
OG0003362	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1	XP_008198521.1
OG0003363	XP_015182988.1	NP_001106938.1
OG0003364	XP_015184267.1	XP_008198964.1, XP_015833996.1
OG0003365	XP_015188555.1	XP_970914.1, XP_008194272.1
OG0003366	XP_015179176.1	XP_008199508.1, XP_008199509.1, XP_008192806.1
OG0003367	XP_015187582.1	XP_008199394.1
OG0003368	XP_015175064.1	XP_008194972.1, NP_001164129.1
OG0003369	XP_015188097.1	XP_008195982.2
OG0003370	XP_015173212.1	XP_008199447.2
OG0003371	XP_015181102.1	XP_974687.2
OG0003372	XP_015172014.1	XP_969973.1
OG0003373	XP_015177231.1	XP_015835659.1
OG0003374	XP_015171689.1	XP_001807778.1
OG0003375	XP_015189034.1	XP_008197761.1
OG0003376	XP_015187912.1	XP_008192548.1
OG0003377	XP_015175119.1	XP_008201154.1
OG0003378	XP_015184218.1	XP_008200229.1, XP_008200223.1
OG0003380	XP_015172013.1	XP_974999.1
OG0003381	XP_015172653.1	XP_008192168.1
OG0003382	XP_015176634.1	XP_008201713.1
OG0003383	XP_015172040.1	XP_974028.1
OG0003384	XP_015188758.1	XP_008198245.1, XP_972815.1, XP_008198246.1
OG0003385	XP_015179032.1	XP_015837239.1
OG0003387	XP_015190698.1	XP_970657.1
OG0003388	XP_015180752.1	XP_008193982.1
OG0003389	XP_015187416.1	XP_974088.2, XP_008194193.2
OG0003390	XP_015184298.1	XP_008193784.1
OG0003391	XP_015181603.1	XP_008199553.1, XP_008190888.1
OG0003392	XP_015176349.1	XP_015839127.1
OG0003393	XP_015190186.1, XP_015190187.1	XP_968690.1
OG0003395	XP_015187652.1	XP_015833637.1
OG0003396	XP_015176610.1	XP_968898.1
OG0003397	XP_015171189.1	XP_970604.1
OG0003398	XP_015187552.1	XP_969016.3
OG0003399	XP_015179993.1	XP_008193699.1
OG0003400	XP_015175012.1	XP_008198207.1
OG0003401	XP_015180348.1	XP_974608.1
OG0003402	XP_015187324.1, XP_015187331.1	XP_001807559.1
OG0003403	XP_015181948.1	XP_015839241.1, XP_015839240.1
OG0003404	XP_015186459.1	XP_008196762.1
OG0003405	XP_015178809.1, XP_015178810.1	XP_008192210.1
OG0003406	XP_015191703.1	XP_015840297.1
OG0003407	XP_015189000.1	XP_971021.1
OG0003408	XP_015175908.1	XP_970226.1, XP_008198773.1
OG0003409	XP_015179204.1	XP_008198454.1
OG0003410	XP_015186287.1	XP_008193017.1
OG0003411	XP_015190416.1, XP_015190419.1, XP_015190418.1	XP_970605.2
OG0003412	XP_015171375.1	XP_008200696.2
OG0003413	XP_015182958.1, XP_015182959.1	XP_968721.1
OG0003414	XP_015176127.1	XP_968431.1
OG0003415	XP_015190410.1	XP_974414.1
OG0003416	XP_015180668.1, XP_015180667.1	XP_008192111.1
OG0003417	XP_015177477.1	XP_975392.1
OG0003418	XP_015184817.1	XP_008193262.1
OG0003419	XP_015177958.1	XP_008201106.1
OG0003420	XP_015180202.1	XP_975311.2
OG0003421	XP_015187248.1, XP_015187247.1	XP_015836663.1, XP_008195097.1
OG0003422	XP_015186465.1	XP_969858.1
OG0003423	XP_015177165.1, XP_015177166.1	XP_008191170.2
OG0003424	XP_015184782.1	XP_008193894.1
OG0003425	XP_015179943.1	XP_970165.1
OG0003426	XP_015174788.1, XP_015174786.1	XP_967164.2
OG0003428	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1	XP_969482.1
OG0003429	XP_015172555.1, XP_015172539.1	XP_008194420.1
OG0003430	XP_015182570.1	XP_015838000.1, XP_967233.2
OG0003431	XP_015175843.1	XP_973216.2
OG0003432	XP_015184654.1	XP_008198745.1
OG0003433	XP_015171455.1	XP_008195123.1
OG0003434	XP_015177650.1, XP_015177649.1	XP_008198501.1
OG0003435	XP_015186325.1	XP_969028.1
OG0003436	XP_015174551.1	XP_015833550.1
OG0003437	XP_015174878.1	XP_971616.1
OG0003438	XP_015172083.1, XP_015172082.1	XP_015837111.1
OG0003439	XP_015174539.1	XP_967669.1
OG0003441	XP_015175554.1, XP_015175555.1	XP_008192116.1
OG0003442	XP_015191398.1	XP_001813222.2
OG0003443	XP_015183662.1	XP_008194507.1, XP_001810308.1
OG0003444	XP_015183391.1	XP_972944.2
OG0003445	XP_015178172.1	XP_008191608.1
OG0003446	XP_015183595.1	XP_008191716.1, NP_001034533.1
OG0003447	XP_015176458.1	XP_972185.1
OG0003448	XP_015188682.1	XP_968783.3
OG0003449	XP_015184578.1	XP_008199221.1
OG0003450	XP_015183101.1	XP_975997.1
OG0003451	XP_015173807.1	NP_001164283.1, XP_008198999.1
OG0003452	XP_015185229.1	XP_972065.2
OG0003453	XP_015191305.1	XP_966562.1
OG0003454	XP_015185401.1	XP_969326.1
OG0003455	XP_015173242.1, XP_015173243.1	XP_967436.1
OG0003456	XP_015187627.1	XP_967297.1
OG0003457	XP_015180857.1	XP_971915.1
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_967192.2
OG0003459	XP_015179116.1	XP_975621.1
OG0003460	XP_015190874.1	XP_971025.2
OG0003461	XP_015191859.1, XP_015191861.1	XP_008196927.2
OG0003462	XP_015189922.1, XP_015171443.1	XP_008196051.1
OG0003463	XP_015186383.1, XP_015171012.1	NP_001153721.1
OG0003464	XP_015189991.1	XP_971685.1
OG0003465	XP_015186514.1, XP_015186563.1	XP_008197705.1
OG0003466	XP_015189016.1, XP_015189015.1	XP_008198199.1
OG0003467	XP_015180807.1	XP_971784.1
OG0003468	XP_015180528.1	XP_974962.1
OG0003470	XP_015176941.1, XP_015176942.1	XP_015834687.1
OG0003471	XP_015178289.1	XP_973735.1
OG0003472	XP_015180759.1	XP_968085.1
OG0003473	XP_015174007.1	XP_008201210.1
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_969684.1
OG0003475	XP_015187335.1, XP_015187334.1	XP_015839694.1
OG0003476	XP_015179493.1	XP_015839296.1, XP_015839299.1, XP_015839297.1
OG0003477	XP_015175105.1	XP_015833317.1, XP_975225.1
OG0003478	XP_015189473.1	XP_971851.1
OG0003479	XP_015176771.1	XP_970344.2
OG0003480	XP_015176804.1	XP_973347.1
OG0003481	XP_015191112.1	XP_015835781.1
OG0003482	XP_015185984.1, XP_015175980.1	XP_974350.1
OG0003483	XP_015178273.1	XP_975150.1
OG0003484	XP_015182992.1	XP_015838763.1
OG0003485	XP_015184543.1	XP_008197724.1
OG0003486	XP_015183580.1	XP_974924.1
OG0003487	XP_015180045.1	XP_973866.2
OG0003488	XP_015171174.1, XP_015171175.1	XP_971607.2
OG0003489	XP_015190926.1	XP_969874.1
OG0003490	XP_015172585.1	XP_015834660.1
OG0003491	XP_015174483.1	XP_015839807.1
OG0003492	XP_015178946.1	XP_008194887.1
OG0003493	XP_015185682.1	XP_008196190.1
OG0003494	XP_015191496.1	XP_970578.1
OG0003495	XP_015179271.1	XP_973445.1
OG0003496	XP_015182877.1	XP_970303.1
OG0003497	XP_015178395.1	XP_967550.1
OG0003498	XP_015180366.1	XP_008191163.1
OG0003499	XP_015187045.1	XP_968497.2
OG0003500	XP_015175688.1	XP_008190862.1, XP_968956.1
OG0003501	XP_015187507.1	XP_008192902.2
OG0003502	XP_015182437.1	XP_970521.1
OG0003503	XP_015178224.1	XP_008191516.2, XP_015840697.1
OG0003504	XP_015181287.1	XP_015835000.1
OG0003506	XP_015187805.1	XP_968980.1
OG0003507	XP_015183125.1	NP_001034538.1, XP_008195064.1
OG0003508	XP_015182730.1	XP_972877.1
OG0003509	XP_015188894.1, XP_015188815.1	XP_008192430.1
OG0003510	XP_015178538.1	XP_015837770.1
OG0003511	XP_015173707.1	XP_008195456.1
OG0003512	XP_015182308.1	XP_973569.2
OG0003513	XP_015171042.1, XP_015171033.1	XP_008191010.1
OG0003514	XP_015187464.1	XP_966918.1
OG0003515	XP_015179821.1	XP_008190306.1
OG0003516	XP_015179947.1	XP_001808987.1
OG0003517	XP_015181891.1	XP_970071.1
OG0003518	XP_015186872.1	XP_972118.2
OG0003519	XP_015180953.1	XP_008192483.1
OG0003520	XP_015191223.1	XP_966993.2
OG0003521	XP_015171947.1, XP_015171951.1	XP_973057.1, XP_008201589.1
OG0003522	XP_015172152.1	XP_001812550.1
OG0003523	XP_015179610.1	XP_008195146.1
OG0003524	XP_015177277.1	XP_008194241.1
OG0003525	XP_015183377.1	XP_008199510.2
OG0003526	XP_015187151.1	XP_008197506.1
OG0003527	XP_015185808.1, XP_015185807.1	XP_015833512.1
OG0003528	XP_015188628.1	XP_008200525.1, XP_008200526.1
OG0003529	XP_015191239.1	XP_008196635.1
OG0003530	XP_015179818.1, XP_015179820.1	XP_974944.1
OG0003532	XP_015172052.1	XP_008197690.1, XP_008197691.1
OG0003533	XP_015182620.1	XP_001813387.1
OG0003534	XP_015177420.1	XP_015840564.1
OG0003535	XP_015186009.1, XP_015186007.1, XP_015186008.1	XP_970554.1
OG0003536	XP_015179061.1	XP_008191826.1
OG0003537	XP_015187014.1	XP_008197469.1
OG0003538	XP_015188192.1	XP_971862.1
OG0003539	XP_015175944.1, XP_015175943.1	XP_970892.1
OG0003541	XP_015186859.1	XP_008200928.1
OG0003542	XP_015173150.1	XP_968817.1
OG0003543	XP_015178806.1, XP_015178805.1, XP_015178807.1	XP_974555.1
OG0003544	XP_015178624.1	XP_975490.1
OG0003546	XP_015189535.1	XP_015834035.1
OG0003547	XP_015177190.1, XP_015177195.1	XP_008196287.1
OG0003548	XP_015171009.1, XP_015171015.1, XP_015191858.1	XP_015835777.1
OG0003549	XP_015183420.1	XP_972796.1, XP_972842.1
OG0003550	XP_015188185.1	XP_008191653.2
OG0003551	XP_015183277.1	XP_969418.2
OG0003552	XP_015182252.1	XP_001816051.2
OG0003553	XP_015174078.1	XP_966414.1, XP_015834040.1, XP_015834041.1
OG0003554	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1	XP_008191338.1
OG0003555	XP_015187325.1, XP_015187326.1	XP_969359.1
OG0003557	XP_015181228.1	XP_008194275.1
OG0003558	XP_015180452.1	XP_008200863.1, NP_001139383.1
OG0003559	XP_015184593.1, XP_015173153.1	XP_015833739.1
OG0003560	XP_015182654.1, XP_015182653.1	XP_008201481.1
OG0003561	XP_015172783.1	XP_966722.1
OG0003562	XP_015180449.1	XP_008197720.1
OG0003563	XP_015183895.1	XP_008199095.1
OG0003564	XP_015177807.1	XP_974591.1
OG0003565	XP_015173219.1	XP_008195579.1
OG0003566	XP_015175894.1	XP_008197508.1
OG0003567	XP_015171222.1	XP_972971.1
OG0003568	XP_015186846.1	XP_008199840.1
OG0003569	XP_015188810.1	XP_008200019.1, XP_008200021.1
OG0003570	XP_015184850.1	XP_970689.1
OG0003571	XP_015188842.1	XP_972466.1
OG0003572	XP_015180359.1	XP_969549.2
OG0003573	XP_015176395.1	XP_015839835.1
OG0003574	XP_015180199.1	XP_001813297.1
OG0003575	XP_015189242.1, XP_015189244.1	XP_970039.1
OG0003576	XP_015191153.1	XP_970591.1
OG0003577	XP_015188140.1, XP_015188138.1	XP_008191870.1
OG0003578	XP_015185296.1	XP_967572.1
OG0003579	XP_015189667.1, XP_015189666.1	XP_008194949.2, XP_015836565.1
OG0003580	XP_015176659.1	XP_008198520.1
OG0003581	XP_015178236.1	XP_008201126.1
OG0003582	XP_015171166.1	XP_008200259.1
OG0003583	XP_015187963.1	XP_015837609.1
OG0003584	XP_015171417.1, XP_015171418.1	XP_008197704.1, XP_008197703.1
OG0003585	XP_015182635.1	XP_001809489.2
OG0003586	XP_015179128.1	XP_968904.1
OG0003587	XP_015188861.1	XP_968692.2
OG0003588	XP_015190836.1	XP_008192717.2, XP_966870.1
OG0003589	XP_015183139.1	XP_015835994.1
OG0003591	XP_015186079.1	XP_966852.1
OG0003592	XP_015184566.1, XP_015184564.1	XP_008190560.1
OG0003593	XP_015173292.1	XP_008201260.2
OG0003596	XP_015190501.1, XP_015190500.1	XP_008192521.1
OG0003597	XP_015178764.1, XP_015178759.1	XP_008199159.1
OG0003598	XP_015185114.1, XP_015185115.1	XP_015834381.1, XP_015834358.1
OG0003599	XP_015189391.1	XP_008191160.1, XP_008191161.1, XP_001807381.1, XP_015833638.1
OG0003600	XP_015183212.1, XP_015183210.1	XP_001814012.1
OG0003601	XP_015174424.1	XP_008200160.1
OG0003602	XP_015177763.1	XP_975667.1
OG0003603	XP_015174559.1	XP_973896.2
OG0003604	XP_015171376.1	XP_008190706.2
OG0003605	XP_015189917.1	XP_015833448.1
OG0003606	XP_015180047.1	XP_974252.1
OG0003607	XP_015173581.1	XP_968511.2
OG0003608	XP_015178046.1	NP_001153717.1, XP_008195553.1
OG0003609	XP_015189110.1	XP_974525.1
OG0003610	XP_015185969.1	XP_008191498.2
OG0003611	XP_015172531.1	XP_008197892.1, XP_008197891.1, XP_008197888.1, XP_008197889.1, XP_008197890.1
OG0003612	XP_015187487.1	XP_015837280.1
OG0003613	XP_015179196.1	XP_015838584.1
OG0003614	XP_015186250.1	XP_015839061.1
OG0003615	XP_015188101.1	XP_015837963.1
OG0003616	XP_015181795.1	XP_975040.2
OG0003618	XP_015184949.1	XP_969603.1
OG0003619	XP_015185689.1, XP_015185691.1	XP_008195521.2
OG0003620	XP_015184239.1	XP_015837557.1, XP_015837556.1, XP_015837555.1
OG0003621	XP_015191757.1	XP_008200747.1
OG0003622	XP_015182792.1	XP_015835258.1
OG0003623	XP_015190811.1	XP_008193820.1
OG0003624	XP_015186504.1	XP_008197990.1
OG0003625	XP_015172702.1	XP_015836260.1
OG0003626	XP_015171997.1	XP_001814885.2
OG0003627	XP_015175417.1	XP_975547.1, XP_015837353.1
OG0003628	XP_015175737.1, XP_015175739.1	XP_015833795.1
OG0003629	XP_015188174.1	XP_015839804.1, XP_015839805.1, XP_015839803.1, XP_972357.1
OG0003630	XP_015190004.1	XP_015838483.1
OG0003632	XP_015173819.1	NP_001280515.1
OG0003633	XP_015180525.1	XP_008194372.1
OG0003634	XP_015187862.1	XP_968761.1
OG0003635	XP_015187377.1	XP_015835053.1
OG0003636	XP_015177875.1	XP_008194320.1
OG0003637	XP_015179482.1	XP_969960.1
OG0003638	XP_015173027.1, XP_015173026.1	XP_008200898.1
OG0003639	XP_015174107.1	XP_015835594.1, XP_015835593.1, XP_015835596.1, XP_015835595.1, XP_969188.2, XP_015835592.1
OG0003640	XP_015178454.1	XP_015839248.1
OG0003641	XP_015190285.1	XP_015839097.1
OG0003642	XP_015174291.1	XP_008198362.1
OG0003643	XP_015185184.1	XP_974513.1
OG0003644	XP_015191807.1	XP_971690.1
OG0003645	XP_015183115.1, XP_015183114.1	XP_015836973.1
OG0003646	XP_015187736.1	NP_001073624.1, XP_008192741.1
OG0003647	XP_015185852.1, XP_015185851.1	XP_008201144.2
OG0003648	XP_015176369.1	XP_975120.1
OG0003649	XP_015186217.1	XP_008190452.1
OG0003650	XP_015182693.1	XP_015839066.1
OG0003652	XP_015179532.1, XP_015179531.1	XP_015837327.1
OG0003653	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1	XP_008201133.1, XP_008201132.1, XP_008201131.1
OG0003654	XP_015181506.1	XP_008192330.1, XP_015835030.1, XP_015835031.1
OG0003656	XP_015179863.1	XP_972851.1
OG0003657	XP_015186329.1	XP_967783.1
OG0003658	XP_015189260.1	XP_015838852.1
OG0003661	XP_015177326.1	XP_008191219.1
OG0003662	XP_015184494.1, XP_015184520.1	XP_008191788.1
OG0003664	XP_015182868.1	XP_001811274.1
