Orthogroup	Polistes_dominula	Anopheles_gambiae
OG0003179	XP_015185155.1	XP_311735.5
OG0003180	XP_015184412.1, XP_015184411.1, XP_015184413.1	XP_310880.4
OG0003181	XP_015180822.1	XP_313812.5, XP_003436832.1
OG0003182	XP_015172626.1	XP_001689293.1
OG0003183	XP_015179209.1	XP_313147.4
OG0003184	XP_015179537.1, XP_015179794.1	XP_003436022.1, XP_003436021.1, XP_320962.5
OG0003185	XP_015173354.1	XP_001237254.3
OG0003186	XP_015172670.1	XP_321432.5
OG0003187	XP_015180688.1, XP_015180687.1	XP_317536.4
OG0003188	XP_015186528.1	XP_315981.4
OG0003189	XP_015187605.1, XP_015187604.1	XP_320584.4
OG0003190	XP_015172075.1	XP_320372.4
OG0003191	XP_015189422.1	XP_001689075.1, XP_554547.3
OG0003193	XP_015176753.1	XP_315955.4
OG0003194	XP_015180475.1	XP_314999.4
OG0003195	XP_015174876.1	XP_311450.4
OG0003197	XP_015172936.1	XP_001688545.1
OG0003198	XP_015187947.1	XP_317688.3
OG0003199	XP_015190385.1	XP_001688114.1, XP_308861.4, XP_317197.4
OG0003200	XP_015185822.1	XP_553694.2
OG0003201	XP_015184633.1	XP_314834.4
OG0003202	XP_015175559.1, XP_015175556.1	XP_555870.4, XP_001688969.2
OG0003203	XP_015172467.1	XP_308871.4
OG0003206	XP_015182035.1	XP_003436899.1, XP_311113.4
OG0003207	XP_015189835.1	XP_003436580.1, XP_313505.5, XP_003436579.1, XP_003436581.1, XP_003436577.1, XP_003436578.1
OG0003208	XP_015182954.1	XP_313285.3, XP_320562.4, XP_320560.3
OG0003209	XP_015176641.1, XP_015176589.1	XP_315027.4
OG0003210	XP_015189990.1	XP_316339.4
OG0003211	XP_015185161.1	XP_562412.4
OG0003212	XP_015186954.1	XP_310916.5, XP_310917.4
OG0003213	XP_015180557.1	XP_315420.4
OG0003214	XP_015182199.1	XP_310748.5, XP_310746.5
OG0003215	XP_015180795.1	XP_317640.3
OG0003217	XP_015181224.1	XP_308958.4, XP_001688143.1
OG0003218	XP_015175243.1	XP_321055.5
OG0003219	XP_015182015.1	XP_312652.3
OG0003220	XP_015188336.1	XP_565432.2
OG0003221	XP_015175039.1	XP_320214.4
OG0003222	XP_015177460.1	XP_318690.4, XP_314744.3
OG0003223	XP_015187699.1	XP_320583.3
OG0003225	XP_015179841.1	XP_315125.4
OG0003226	XP_015189474.1	XP_001689111.1
OG0003227	XP_015180493.1, XP_015180490.1, XP_015180491.1	XP_315662.4
OG0003228	XP_015186380.1	XP_314980.3
OG0003229	XP_015175410.1	XP_317053.4
OG0003230	XP_015184361.1	XP_001230616.1, XP_308126.3
OG0003231	XP_015180115.1, XP_015180119.1	XP_003436460.1
OG0003232	XP_015181923.1	XP_317336.3
OG0003234	XP_015187354.1	XP_003437033.1, XP_565765.4
OG0003236	XP_015186081.1	XP_319145.3
OG0003237	XP_015188897.1	XP_308538.4
OG0003238	XP_015187070.1, XP_015187068.1	XP_003436959.1, XP_310854.5
OG0003239	XP_015172153.1, XP_015172154.1, XP_015172155.1	XP_556672.3
OG0003240	XP_015189432.1	XP_314330.2
OG0003241	XP_015188124.1	XP_003435738.1, XP_001689401.2
OG0003242	XP_015173551.1, XP_015173550.1, XP_015173552.1	XP_316331.2
OG0003243	XP_015188134.1, XP_015188136.1	XP_318944.4
OG0003244	XP_015180244.1	XP_317158.4
OG0003246	XP_015179093.1	XP_319982.4
OG0003247	XP_015177111.1	XP_317656.3
OG0003248	XP_015187754.1	XP_321046.3
OG0003249	XP_015178192.1	XP_312339.5
OG0003250	XP_015175613.1	XP_001688432.1, XP_003435959.1
OG0003262	XP_015174605.1	XP_321390.3, XP_316822.4
OG0003263	XP_015174256.1	XP_319345.3
OG0003264	XP_015176975.1	XP_320423.4, XP_320446.2
OG0003265	XP_015185890.1	XP_310576.1, XP_001237270.1
OG0003266	XP_015171934.1	XP_309973.2
OG0003267	XP_015171790.1	XP_315778.3
OG0003268	XP_015171926.1, XP_015181220.1	XP_001688693.1, XP_315621.4
OG0003269	XP_015188503.1	XP_310009.4
OG0003270	XP_015174370.1	XP_312828.3, XP_306495.4
OG0003271	XP_015175802.1	XP_317835.4
OG0003272	XP_015175460.1	XP_003437026.1, XP_565801.1, XP_318584.1
OG0003273	XP_015186611.1	XP_003435863.1, XP_003435862.1
OG0003274	XP_015175687.1	XP_313042.4
OG0003275	XP_015174709.1	XP_312392.3
OG0003276	XP_015181499.1	XP_311226.4, XP_003437066.1
OG0003277	XP_015190768.1, XP_015190770.1	XP_310263.2
OG0003279	XP_015188857.1	XP_320407.3
OG0003280	XP_015171870.1	XP_003436744.1, XP_313133.4
OG0003281	XP_015180726.1, XP_015180727.1	XP_321175.4
OG0003282	XP_015188811.1	XP_316942.3
OG0003284	XP_015180745.1	XP_315433.4
OG0003285	XP_015172337.1, XP_015172325.1	XP_001687888.1, XP_308294.3
OG0003286	XP_015185800.1	XP_309296.4
OG0003287	XP_015172520.1	XP_001237951.2
OG0003288	XP_015191656.1	XP_321824.3
OG0003289	XP_015185298.1	XP_319374.4
OG0003290	XP_015182865.1	XP_318603.3
OG0003291	XP_015179786.1	XP_313371.4
OG0003292	XP_015184103.1	XP_001688930.1, XP_316636.4
OG0003293	XP_015183532.1	XP_317118.4
OG0003294	XP_015176029.1	XP_315834.2
OG0003295	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1	XP_308794.4
OG0003296	XP_015178530.1	XP_317344.4
OG0003297	XP_015177865.1	XP_317216.2
OG0003298	XP_015186616.1	XP_318711.4
OG0003299	XP_015182677.1	XP_313420.3, XP_307038.2, XP_307097.4
OG0003300	XP_015172834.1	XP_313921.3
OG0003302	XP_015179769.1	XP_314088.2
OG0003303	XP_015189235.1	XP_321212.4
OG0003304	XP_015180127.1	XP_317916.4
OG0003305	XP_015190255.1	XP_310401.2
OG0003306	XP_015173675.1	XP_320267.2
OG0003307	XP_015173144.1, XP_015173145.1	XP_313704.5
OG0003308	XP_015177208.1	XP_565967.3
OG0003309	XP_015180107.1	XP_003436748.1, XP_003436749.1, XP_313149.3
OG0003311	XP_015178143.1	XP_003435864.1
OG0003312	XP_015180203.1	XP_312017.5
OG0003313	XP_015176312.1	XP_317079.2
OG0003314	XP_015175786.1	XP_308920.4
OG0003315	XP_015179654.1	XP_319072.4
OG0003316	XP_015171729.1	XP_311176.4
OG0003317	XP_015183265.1	XP_316971.2
OG0003318	XP_015191776.1	XP_318434.3
OG0003319	XP_015181953.1, XP_015181952.1	XP_312024.3
OG0003320	XP_015191527.1	XP_320405.4
OG0003321	XP_015173693.1	XP_316723.3
OG0003322	XP_015171323.1, XP_015171332.1	XP_312231.1
OG0003323	XP_015190930.1	XP_315088.4
OG0003324	XP_015171336.1, XP_015171337.1	XP_315064.3, XP_001688609.1
OG0003325	XP_015190563.1	XP_318425.5
OG0003327	XP_015185982.1	XP_310836.5
OG0003328	XP_015177229.1	XP_310258.5
OG0003329	XP_015186292.1	XP_317947.4
OG0003330	XP_015190577.1	XP_551760.3
OG0003331	XP_015172251.1, XP_015172246.1	XP_001688585.1, XP_001688583.1
OG0003332	XP_015185305.1	XP_312581.4
OG0003333	XP_015171492.1	XP_559658.3
OG0003334	XP_015191505.1	XP_308938.4
OG0003335	XP_015182204.1	XP_315401.4
OG0003336	XP_015191570.1	XP_309138.3
OG0003337	XP_015172521.1	XP_313869.5, XP_313871.5
OG0003339	XP_015184708.1	XP_316791.5
OG0003340	XP_015174248.1	XP_315706.4
OG0003341	XP_015185260.1	XP_319696.4
OG0003342	XP_015185634.1	XP_562694.4
OG0003343	XP_015176685.1	XP_321721.5
OG0003345	XP_015189133.1	XP_308557.2
OG0003346	XP_015174791.1	XP_311628.4
OG0003347	XP_015188927.1	XP_321371.3
OG0003348	XP_015188423.1	XP_315400.4
OG0003349	XP_015180546.1	XP_312193.4
OG0003350	XP_015187959.1	XP_309608.4, XP_003436700.1
OG0003351	XP_015185215.1	XP_313396.5
OG0003352	XP_015173570.1	XP_317997.3
OG0003353	XP_015175425.1	XP_311155.4
OG0003354	XP_015176997.1	XP_321621.5
OG0003355	XP_015176857.1	XP_554113.3
OG0003356	XP_015190488.1	XP_312148.3
OG0003357	XP_015178153.1	XP_003436690.1, XP_318484.5
OG0003358	XP_015189411.1, XP_015189410.1, XP_015189409.1, XP_015189408.1	XP_311877.3, XP_001237398.2
OG0003360	XP_015173198.1	XP_562993.2
OG0003361	XP_015182881.1	XP_317535.4
OG0003362	XP_015174549.1, XP_015174547.1, XP_015174546.1, XP_015174550.1, XP_015174548.1	XP_310522.2
OG0003363	XP_015182988.1	XP_559661.3, XP_003436641.1, XP_003436640.1
OG0003364	XP_015184267.1	XP_309214.2, XP_003437170.1
OG0003365	XP_015188555.1	XP_314885.3
OG0003366	XP_015179176.1	XP_001687820.2
OG0003367	XP_015187582.1	XP_311999.4
OG0003368	XP_015175064.1	XP_312831.5, XP_003436405.1
OG0003370	XP_015173212.1	XP_311530.4
OG0003371	XP_015181102.1	XP_321691.5, XP_003435832.1
OG0003372	XP_015172014.1	XP_317806.4
OG0003373	XP_015177231.1	XP_311969.5
OG0003374	XP_015171689.1	XP_003436801.1, XP_313675.5
OG0003375	XP_015189034.1	XP_001237161.2
OG0003376	XP_015187912.1	XP_321875.3
OG0003377	XP_015175119.1	XP_307961.5
OG0003378	XP_015184218.1	XP_563746.4, XP_003436124.1
OG0003379	XP_015180558.1	XP_552892.3
OG0003380	XP_015172013.1	XP_321784.3
OG0003382	XP_015176634.1	XP_564289.3
OG0003383	XP_015172040.1	XP_315952.3
OG0003384	XP_015188758.1	XP_553424.2, XP_318581.1
OG0003385	XP_015179032.1	XP_314634.4
OG0003386	XP_015179539.1	XP_319747.4, XP_319748.4
OG0003387	XP_015190698.1	XP_319398.3
OG0003388	XP_015180752.1	XP_317696.4
OG0003389	XP_015187416.1	XP_315821.2, XP_312174.4
OG0003390	XP_015184298.1	XP_024667087.1, XP_314897.4
OG0003392	XP_015176349.1	XP_312997.5
OG0003393	XP_015190186.1, XP_015190187.1	XP_319666.2
OG0003394	XP_015174395.1	XP_312870.1
OG0003395	XP_015187652.1	XP_319244.3
OG0003396	XP_015176610.1	XP_563533.3
OG0003397	XP_015171189.1	XP_310658.4
OG0003399	XP_015179993.1	XP_557716.2, XP_314679.4
OG0003400	XP_015175012.1	XP_315928.3
OG0003401	XP_015180348.1	XP_321165.5
OG0003402	XP_015187324.1, XP_015187331.1	XP_311544.3
OG0003403	XP_015181948.1	XP_311141.5
OG0003404	XP_015186459.1	XP_001689173.1
OG0003405	XP_015178809.1, XP_015178810.1	XP_317815.4
OG0003406	XP_015191703.1	XP_562353.4
OG0003407	XP_015189000.1	XP_313762.5
OG0003408	XP_015175908.1	XP_310525.5, XP_001688291.2
OG0003409	XP_015179204.1	XP_310125.4
OG0003410	XP_015186287.1	XP_319290.3
OG0003411	XP_015190416.1, XP_015190419.1, XP_015190418.1	XP_565108.3
OG0003412	XP_015171375.1	XP_003436241.1
OG0003413	XP_015182958.1, XP_015182959.1	XP_001237047.2
OG0003414	XP_015176127.1	XP_320309.4
OG0003416	XP_015180668.1, XP_015180667.1	XP_314563.4
OG0003417	XP_015177477.1	XP_318119.3
OG0003418	XP_015184817.1	XP_553774.3
OG0003419	XP_015177958.1	XP_321964.4
OG0003420	XP_015180202.1	XP_312410.3
OG0003421	XP_015187248.1, XP_015187247.1	XP_316663.4
OG0003422	XP_015186465.1	XP_320576.3, XP_001238263.2
OG0003423	XP_015177165.1, XP_015177166.1	XP_308518.4
OG0003424	XP_015184782.1	XP_310372.3
OG0003425	XP_015179943.1	XP_312411.4
OG0003426	XP_015174788.1, XP_015174786.1	XP_307932.5
OG0003427	XP_015186898.1	XP_311930.4
OG0003428	XP_015171325.1, XP_015171324.1, XP_015171322.1, XP_015171327.1, XP_015171326.1	XP_309328.3
OG0003429	XP_015172555.1, XP_015172539.1	XP_564510.2, XP_308161.4
OG0003430	XP_015182570.1	XP_309319.4
OG0003431	XP_015175843.1	XP_322064.4
OG0003432	XP_015184654.1	XP_308098.4
OG0003433	XP_015171455.1	XP_001230474.2, XP_319216.4
OG0003435	XP_015186325.1	XP_315335.4
OG0003436	XP_015174551.1	XP_311022.5
OG0003437	XP_015174878.1	XP_318197.4
OG0003438	XP_015172083.1, XP_015172082.1	XP_311140.4
OG0003439	XP_015174539.1	XP_313565.4
OG0003441	XP_015175554.1, XP_015175555.1	XP_558128.3
OG0003442	XP_015191398.1	XP_309769.4
OG0003444	XP_015183391.1	XP_319704.4
OG0003445	XP_015178172.1	XP_318322.5
OG0003446	XP_015183595.1	XP_001688970.1
OG0003447	XP_015176458.1	XP_312147.2
OG0003448	XP_015188682.1	XP_314324.4
OG0003449	XP_015184578.1	XP_308386.4, XP_001687912.1
OG0003450	XP_015183101.1	XP_003436452.1, XP_314250.3
OG0003451	XP_015173807.1	XP_003436706.1, XP_003436705.1, XP_309626.4
OG0003452	XP_015185229.1	XP_312883.4
OG0003453	XP_015191305.1	XP_321941.1
OG0003454	XP_015185401.1	XP_309748.2
OG0003455	XP_015173242.1, XP_015173243.1	XP_311362.3
OG0003456	XP_015187627.1	XP_315565.3
OG0003457	XP_015180857.1	XP_310262.5
OG0003458	XP_015173983.1, XP_015173982.1, XP_015173984.1	XP_312562.2
OG0003460	XP_015190874.1	XP_312517.5
OG0003462	XP_015189922.1, XP_015171443.1	XP_001237307.3
OG0003463	XP_015186383.1, XP_015171012.1	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1
OG0003464	XP_015189991.1	XP_564835.2, XP_001687942.1, XP_001687943.1
OG0003465	XP_015186514.1, XP_015186563.1	XP_309088.3
OG0003466	XP_015189016.1, XP_015189015.1	XP_318583.4
OG0003467	XP_015180807.1	XP_310425.3
OG0003468	XP_015180528.1	XP_559078.3
OG0003470	XP_015176941.1, XP_015176942.1	XP_315949.4
OG0003471	XP_015178289.1	XP_310537.4
OG0003472	XP_015180759.1	XP_320187.4
OG0003473	XP_015174007.1	XP_003436944.1, XP_003436943.1, XP_310894.3
OG0003474	XP_015185878.1, XP_015185867.1, XP_015189344.1	XP_311945.4
OG0003475	XP_015187335.1, XP_015187334.1	XP_309774.1, XP_313699.3
OG0003476	XP_015179493.1	XP_318503.4
OG0003477	XP_015175105.1	XP_311197.3
OG0003478	XP_015189473.1	XP_309517.4
OG0003479	XP_015176771.1	XP_001688790.1, XP_556823.3
OG0003480	XP_015176804.1	XP_319052.4
OG0003481	XP_015191112.1	XP_315378.2
OG0003482	XP_015185984.1, XP_015175980.1	XP_320641.4
OG0003483	XP_015178273.1	XP_313029.4
OG0003484	XP_015182992.1	XP_003436225.1, XP_312198.5
OG0003485	XP_015184543.1	XP_309073.4
OG0003486	XP_015183580.1	XP_308636.2
OG0003487	XP_015180045.1	XP_310540.4
OG0003488	XP_015171174.1, XP_015171175.1	XP_320250.2
OG0003489	XP_015190926.1	XP_308845.4, XP_308847.4, XP_308846.4
OG0003490	XP_015172585.1	XP_562476.3
OG0003491	XP_015174483.1	XP_001237042.2
OG0003493	XP_015185682.1	XP_320679.4
OG0003494	XP_015191496.1	XP_307158.4, XP_313252.5
OG0003495	XP_015179271.1	XP_313693.4
OG0003496	XP_015182877.1	XP_001237693.2
OG0003497	XP_015178395.1	XP_314491.4
OG0003498	XP_015180366.1	XP_311461.2
OG0003499	XP_015187045.1	XP_562878.4, XP_003436398.1, XP_001687785.1
OG0003500	XP_015175688.1	XP_314038.3
OG0003501	XP_015187507.1	XP_320714.4
OG0003502	XP_015182437.1	XP_321885.2
OG0003503	XP_015178224.1	XP_311469.2
OG0003504	XP_015181287.1	XP_310766.5
OG0003506	XP_015187805.1	XP_001689027.1
OG0003507	XP_015183125.1	XP_001238161.2
OG0003508	XP_015182730.1	XP_311745.5
OG0003509	XP_015188894.1, XP_015188815.1	XP_319358.4
OG0003510	XP_015178538.1	XP_308385.3
OG0003511	XP_015173707.1	XP_307786.5
OG0003512	XP_015182308.1	XP_321806.4
OG0003513	XP_015171042.1, XP_015171033.1	XP_315976.4, XP_001688759.1
OG0003514	XP_015187464.1	XP_319913.2
OG0003515	XP_015179821.1	XP_312912.4, XP_003436419.1
OG0003517	XP_015181891.1	XP_003437144.1, XP_309129.3
OG0003518	XP_015186872.1	XP_313155.3
OG0003519	XP_015180953.1	XP_320238.3
OG0003520	XP_015191223.1	XP_309330.4
OG0003521	XP_015171947.1, XP_015171951.1	XP_563719.3
OG0003523	XP_015179610.1	XP_001238576.3
OG0003524	XP_015177277.1	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1
OG0003525	XP_015183377.1	XP_308856.3
OG0003526	XP_015187151.1	XP_311682.5
OG0003527	XP_015185808.1, XP_015185807.1	XP_315176.5
OG0003529	XP_015191239.1	XP_001689044.1
OG0003530	XP_015179818.1, XP_015179820.1	XP_312550.4
OG0003532	XP_015172052.1	XP_310402.4
OG0003533	XP_015182620.1	XP_318087.2
OG0003534	XP_015177420.1	XP_309452.4
OG0003535	XP_015186009.1, XP_015186007.1, XP_015186008.1	XP_321605.3
OG0003536	XP_015179061.1	XP_310984.4
OG0003537	XP_015187014.1	XP_320284.4
OG0003538	XP_015188192.1	XP_309785.4
OG0003539	XP_015175944.1, XP_015175943.1	XP_317509.1
OG0003541	XP_015186859.1	XP_001231185.2, XP_322031.4
OG0003542	XP_015173150.1	XP_319866.3
OG0003543	XP_015178806.1, XP_015178805.1, XP_015178807.1	XP_310644.5
OG0003544	XP_015178624.1	XP_314872.1
OG0003546	XP_015189535.1	XP_312093.1
OG0003547	XP_015177190.1, XP_015177195.1	XP_001688509.1
OG0003548	XP_015171009.1, XP_015171015.1, XP_015191858.1	XP_001688356.2
OG0003549	XP_015183420.1	XP_311520.4
OG0003550	XP_015188185.1	XP_319614.4
OG0003551	XP_015183277.1	XP_316718.4, XP_001688953.1
OG0003552	XP_015182252.1	XP_313737.5, XP_313738.5
OG0003553	XP_015174078.1	XP_316537.2
OG0003554	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1	XP_311415.4
OG0003555	XP_015187325.1, XP_015187326.1	XP_309758.4
OG0003557	XP_015181228.1	XP_311985.4
OG0003558	XP_015180452.1	XP_314485.3
OG0003559	XP_015184593.1	XP_003435902.1
OG0003559	XP_015173153.1	XP_001238476.3
OG0003560	XP_015182654.1, XP_015182653.1	XP_313036.4
OG0003561	XP_015172783.1	XP_307342.3, XP_308525.2
OG0003563	XP_015183895.1	XP_319213.4, XP_311311.5
OG0003564	XP_015177807.1	XP_319845.3
OG0003565	XP_015173219.1	XP_319973.4
OG0003566	XP_015175894.1	XP_308378.4
OG0003567	XP_015171222.1	XP_312637.2
OG0003568	XP_015186846.1	XP_309374.4
OG0003569	XP_015188810.1	XP_001237363.3, XP_003436903.1
OG0003570	XP_015184850.1	XP_309978.4, XP_307032.4
OG0003571	XP_015188842.1	XP_311699.2
OG0003572	XP_015180359.1	XP_313023.4
OG0003573	XP_015176395.1	XP_311104.5
OG0003574	XP_015180199.1	XP_322008.3
OG0003575	XP_015189242.1, XP_015189244.1	XP_312432.3
OG0003576	XP_015191153.1	XP_319369.4
OG0003577	XP_015188140.1, XP_015188138.1	XP_557912.3
OG0003578	XP_015185296.1	XP_315000.4
OG0003579	XP_015189667.1, XP_015189666.1	XP_321252.4, XP_003435950.1
OG0003580	XP_015176659.1	XP_309104.5, XP_315349.3
OG0003581	XP_015178236.1	XP_308306.4
OG0003583	XP_015187963.1	XP_320622.4
OG0003584	XP_015171417.1, XP_015171418.1	XP_311553.4
OG0003585	XP_015182635.1	XP_313499.5
OG0003586	XP_015179128.1	XP_317995.1, XP_306327.2
OG0003587	XP_015188861.1	XP_318827.4
OG0003588	XP_015190836.1	XP_312083.5
OG0003589	XP_015183139.1	XP_310394.5, XP_001230761.2
OG0003591	XP_015186079.1	XP_003437209.1, XP_317975.4
OG0003592	XP_015184566.1, XP_015184564.1	XP_313912.4
OG0003593	XP_015173292.1	XP_311537.4
OG0003595	XP_015172110.1	XP_315665.3
OG0003596	XP_015190501.1, XP_015190500.1	XP_320759.4
OG0003597	XP_015178764.1, XP_015178759.1	XP_552630.3
OG0003598	XP_015185114.1, XP_015185115.1	XP_317960.1
OG0003599	XP_015189391.1	XP_311172.4
OG0003600	XP_015183212.1, XP_015183210.1	XP_313714.5
OG0003601	XP_015174424.1	XP_312365.4
OG0003602	XP_015177763.1	XP_320881.2
OG0003603	XP_015174559.1	XP_310386.6
OG0003604	XP_015171376.1	XP_315742.4
OG0003605	XP_015189917.1	XP_308485.4, XP_308486.4
OG0003606	XP_015180047.1	XP_316034.4
OG0003607	XP_015173581.1	XP_315620.4
OG0003608	XP_015178046.1	XP_317283.4
OG0003609	XP_015189110.1	XP_559710.2
OG0003610	XP_015185969.1	XP_321483.5
OG0003611	XP_015172531.1	XP_001689268.1
OG0003612	XP_015187487.1	XP_315055.2
OG0003613	XP_015179196.1	XP_003435961.1, XP_321193.4
OG0003614	XP_015186250.1	XP_317213.1
OG0003615	XP_015188101.1	XP_317361.4
OG0003616	XP_015181795.1	XP_321876.5
OG0003618	XP_015184949.1	XP_319406.3
OG0003619	XP_015185689.1, XP_015185691.1	XP_312335.5
OG0003620	XP_015184239.1	XP_317920.4
OG0003621	XP_015191757.1	XP_314366.4
OG0003623	XP_015190811.1	XP_564580.2
OG0003624	XP_015186504.1	XP_318735.4
OG0003625	XP_015172702.1	XP_564385.3
OG0003626	XP_015171997.1	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2
OG0003627	XP_015175417.1	XP_314244.5, XP_306267.4, XP_314239.5
OG0003628	XP_015175737.1, XP_015175739.1	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1
OG0003629	XP_015188174.1	XP_313294.4, XP_003436523.1
OG0003630	XP_015190004.1	XP_312434.5
OG0003631	XP_015174755.1	XP_564645.3
OG0003632	XP_015173819.1	XP_313744.4, XP_003436820.1, XP_003436821.1
OG0003634	XP_015187862.1	XP_321890.5
OG0003635	XP_015187377.1	XP_001689043.1
OG0003636	XP_015177875.1	XP_317123.4
OG0003637	XP_015179482.1	XP_307928.5
OG0003638	XP_015173027.1, XP_015173026.1	XP_320852.4
OG0003639	XP_015174107.1	XP_320598.4
OG0003640	XP_015178454.1	XP_553651.3, XP_318890.3
OG0003641	XP_015190285.1	XP_318401.5
OG0003642	XP_015174291.1	XP_318405.4
OG0003643	XP_015185184.1	XP_308696.4
OG0003644	XP_015191807.1	XP_556667.3, XP_316031.4
OG0003645	XP_015183115.1, XP_015183114.1	XP_309180.5
OG0003647	XP_015185852.1, XP_015185851.1	XP_558004.3, XP_001688580.1
OG0003648	XP_015176369.1	XP_320564.3
OG0003649	XP_015186217.1	XP_318373.5
OG0003650	XP_015182693.1	XP_001689174.1
OG0003654	XP_015181506.1	XP_559330.3
OG0003656	XP_015179863.1	XP_318882.4
OG0003657	XP_015186329.1	XP_320823.3
OG0003658	XP_015189260.1	XP_556056.3, XP_001688660.1
OG0003661	XP_015177326.1	XP_306307.3, XP_320390.3
OG0003662	XP_015184494.1, XP_015184520.1	XP_001688380.1
OG0003664	XP_015182868.1	XP_553055.2
OG0003665	XP_015184180.1	XP_320788.4
OG0003666	XP_015186617.1	XP_320648.4
OG0003667	XP_015177417.1	XP_310547.4
OG0003668	XP_015191282.1	XP_554420.4
OG0003669	XP_015187439.1	XP_001238012.1
OG0003670	XP_015191499.1	XP_317334.3
OG0003671	XP_015173632.1, XP_015173630.1	XP_316312.3
OG0003673	XP_015172847.1	XP_563488.3
OG0003674	XP_015191449.1	XP_312671.5
OG0003675	XP_015173065.1, XP_015184637.1	XP_003436492.1, XP_560016.3
OG0003676	XP_015184460.1	XP_001688341.2
OG0003677	XP_015171868.1	XP_310669.5
OG0003679	XP_015177682.1	XP_308358.4
OG0003680	XP_015184326.1, XP_015184324.1	XP_308150.3, XP_001687844.1
OG0003681	XP_015188376.1	XP_316151.4
OG0003682	XP_015184329.1	XP_309044.4, XP_001688156.1
OG0003683	XP_015171642.1, XP_015171643.1, XP_015189958.1	XP_320854.3, XP_310757.4
OG0003684	XP_015180499.1	XP_001238181.1
OG0003685	XP_015187113.1	XP_314511.4
OG0003686	XP_015187265.1, XP_015187266.1	XP_322050.5
OG0003687	XP_015187834.1	XP_320808.3
OG0003688	XP_015175694.1	XP_309435.4, XP_309436.3
OG0003690	XP_015185367.1	XP_003435818.1
OG0003691	XP_015187503.1	XP_564133.3
OG0003692	XP_015184777.1, XP_015184775.1	XP_321211.4
OG0003693	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1	XP_316336.4
OG0003694	XP_015171276.1, XP_015171267.1	XP_565666.4
OG0003709	XP_015173532.1	XP_321230.2
OG0003710	XP_015176218.1	XP_318556.2
OG0003711	XP_015186331.1	XP_307724.4
OG0003712	XP_015180180.1, XP_015180181.1	XP_313349.1, XP_003436533.1
OG0003713	XP_015179134.1	XP_554781.3
OG0003714	XP_015183809.1	XP_307878.4
OG0003715	XP_015190210.1	XP_315691.3
OG0003716	XP_015188866.1	XP_320365.2
OG0003717	XP_015190092.1, XP_015190091.1	XP_308611.1
OG0003719	XP_015171019.1	XP_316101.4
OG0003720	XP_015176245.1	XP_310460.5
OG0003721	XP_015178907.1	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1
OG0003722	XP_015174348.1	XP_309926.3
OG0003723	XP_015180112.1	XP_314780.3
OG0003724	XP_015177003.1	XP_552242.3
OG0003726	XP_015181489.1, XP_015181490.1	XP_316550.3
OG0003727	XP_015177612.1	XP_001230831.2
OG0003728	XP_015179876.1	XP_313192.3, XP_001230317.2
OG0003729	XP_015190645.1	XP_315204.2
OG0003730	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1	XP_313569.5
OG0003731	XP_015191213.1	XP_316185.3
OG0003732	XP_015179754.1	XP_320086.3
OG0003733	XP_015176936.1	XP_307339.3, XP_319298.3
OG0003734	XP_015179650.1	XP_312238.3
OG0003735	XP_015177433.1	XP_313782.3
OG0003736	XP_015177526.1	XP_559757.1
OG0003737	XP_015173696.1	XP_315094.1
OG0003738	XP_015186822.1	XP_314068.2
OG0003739	XP_015172957.1	XP_314469.4
OG0003740	XP_015184823.1, XP_015184822.1	XP_317396.3
OG0003741	XP_015177543.1	XP_308810.3
OG0003742	XP_015172764.1, XP_015172765.1	XP_320195.4
OG0003743	XP_015171467.1	XP_001689074.1, XP_317989.3, XP_001689073.1
OG0003744	XP_015179632.1	XP_321378.5
OG0003745	XP_015177298.1	XP_307637.2
OG0003746	XP_015174963.1	XP_320161.2
OG0003747	XP_015180916.1	XP_312468.5
OG0003749	XP_015183750.1, XP_015183749.1	XP_321468.5
OG0003750	XP_015176785.1	XP_321339.5
OG0003752	XP_015187984.1	XP_314839.4
OG0003753	XP_015182951.1	XP_308054.4
OG0003754	XP_015183116.1	XP_317313.4
OG0003755	XP_015189093.1, XP_015189091.1	XP_308572.1
OG0003756	XP_015171541.1	XP_003436266.1, XP_312060.3
OG0003757	XP_015174113.1	XP_320869.2
OG0003758	XP_015182777.1	XP_313585.4
OG0003759	XP_015184466.1	XP_003436070.1, XP_307924.5
OG0003760	XP_015174719.1	XP_003437010.1, XP_310595.2, XP_308748.2
OG0003761	XP_015190519.1	XP_320415.2
OG0003762	XP_015173510.1	XP_311723.4
OG0003763	XP_015187181.1	XP_003436301.1
OG0003765	XP_015183368.1	XP_003436025.1, XP_003436024.1, XP_320958.3
OG0003766	XP_015185303.1	XP_310502.5
OG0003767	XP_015184820.1	XP_315982.2
OG0003768	XP_015189277.1	XP_312630.2
