Orthogroup	Habropoda_laboriosa	Megachile_rotundata
OG0003813	XP_017788857.1	XP_003705802.1
OG0003814	XP_017799097.1	XP_003708007.1
OG0003815	XP_017798060.1	XP_003706167.1
OG0003816	XP_017789682.1	XP_003706940.1
OG0003817	XP_017798884.1	XP_003703432.1, XP_012141020.1
OG0003818	XP_017799466.1	XP_012138826.1, XP_003702496.2
OG0003819	XP_017790450.1	XP_003706567.1
OG0003820	XP_017798392.1	XP_003705406.1
OG0003821	XP_017787921.1	XP_003701853.1
OG0003822	XP_017792562.1	XP_003706779.1
OG0003823	XP_017791953.1	XP_003703070.1
OG0003824	XP_017797198.1	XP_012138066.1, XP_003699446.1
OG0003825	XP_017793085.1	XP_003699258.2
OG0003826	XP_017792650.1	XP_003707229.1
OG0003827	XP_017787842.1	XP_012144033.1
OG0003828	XP_017796977.1	XP_003699475.1
OG0003829	XP_017789457.1	XP_003708176.1
OG0003830	XP_017797431.1	XP_003706415.1
OG0003831	XP_017797322.1	XP_003699587.1
OG0003832	XP_017790168.1	XP_012136986.1
OG0003833	XP_017795816.1	XP_003703244.1
OG0003834	XP_017797738.1	XP_003708089.1
OG0003835	XP_017793339.1	XP_012154506.1, XP_003700611.1, XP_012154507.1
OG0003836	XP_017791190.1	XP_003701122.1
OG0003837	XP_017787920.1	XP_003705440.1
OG0003838	XP_017799080.1	XP_012151449.1
OG0003839	XP_017793065.1	XP_003707740.1
OG0003840	XP_017791832.1	XP_003704749.1, XP_012143954.1
OG0003841	XP_017798729.1	XP_003708263.2
OG0003842	XP_017795564.1	XP_012151141.1, XP_003707760.1, XP_012151142.1
OG0003843	XP_017797626.1	XP_003702412.1, XP_012138592.1
OG0003844	XP_017788686.1	XP_003700782.1
OG0003845	XP_017788838.1	XP_003704232.1
OG0003846	XP_017796789.1	XP_012153635.1, XP_003700208.1
OG0003847	XP_017793372.1	XP_003705753.1
OG0003848	XP_017788125.1	XP_003704071.1
OG0003849	XP_017790524.1	XP_012141518.1
OG0003850	XP_017796057.1	XP_012137382.1, XP_012137385.1
OG0003851	XP_017788011.1	XP_003707122.1
OG0003852	XP_017790761.1	XP_003707320.1, XP_012150170.1
OG0003853	XP_017788570.1	XP_003704563.1
OG0003854	XP_017789677.1	XP_003699189.2, XP_012135565.1
OG0003855	XP_017793082.1	XP_012153804.1
OG0003856	XP_017789426.1	XP_003699860.1
OG0003857	XP_017789189.1	XP_003703310.1
OG0003858	XP_017792357.1	XP_003702055.1
OG0003859	XP_017799077.1	XP_003707864.1
OG0003860	XP_017797884.1	XP_003706581.1
OG0003861	XP_017789107.1	XP_012140839.1
OG0003862	XP_017789655.1	XP_012136165.1, XP_003701368.1
OG0003863	XP_017794686.1	XP_003701928.1
OG0003864	XP_017797917.1	XP_003701061.1
OG0003865	XP_017793665.1	XP_012150104.1
OG0003866	XP_017797222.1	XP_003703927.1
OG0003867	XP_017796277.1	XP_003699648.1, XP_012140667.1
OG0003868	XP_017789733.1	XP_012146097.1, XP_012146096.1
OG0003869	XP_017792333.1, XP_017792332.1	XP_003702189.1
OG0003870	XP_017793872.1	XP_003704594.1
OG0003871	XP_017792035.1	XP_003706828.1
OG0003872	XP_017793460.1	XP_012149078.1, XP_003700593.2
OG0003873	XP_017795075.1, XP_017788484.1	XP_003704049.1
OG0003874	XP_017790492.1, XP_017790493.1	XP_003703555.1, XP_012141538.1
OG0003875	XP_017793699.1	XP_003705238.1
OG0003876	XP_017792455.1	XP_003701323.1
OG0003877	XP_017787531.1	XP_003700665.1
OG0003878	XP_017789048.1	XP_012140616.1, XP_003703251.1
OG0003879	XP_017790164.1	XP_003702585.1
OG0003880	XP_017798938.1	XP_012135529.1, XP_012135530.1, XP_003701096.1
OG0003881	XP_017793390.1	XP_003703486.1
OG0003882	XP_017792791.1	XP_003700428.1
OG0003883	XP_017788179.1	XP_003706601.1
OG0003884	XP_017791783.1	XP_003699180.1
OG0003885	XP_017797834.1	XP_003706579.1
OG0003886	XP_017789168.1	XP_003705833.1
OG0003887	XP_017798834.1	XP_012140910.1
OG0003888	XP_017795243.1	XP_003700363.1
OG0003889	XP_017794461.1	XP_003706769.1
OG0003890	XP_017798023.1	XP_012145857.1, XP_012145858.1, XP_003705524.1
OG0003891	XP_017793611.1, XP_017793607.1	XP_012139131.1, XP_003699530.1
OG0003892	XP_017790782.1	XP_003707458.1, XP_012150296.1
OG0003893	XP_017790931.1	XP_012136351.1
OG0003894	XP_017789041.1	XP_003703368.1
OG0003895	XP_017791762.1	XP_003703206.1
OG0003896	XP_017796291.1	XP_003704166.1, XP_012142575.1
OG0003897	XP_017794749.1	XP_003699678.1, XP_012141792.1
OG0003898	XP_017799133.1	XP_003708022.1
OG0003899	XP_017796527.1	XP_003701484.1
OG0003900	XP_017797780.1	XP_012152483.1
OG0003901	XP_017790817.1	XP_003707315.1
OG0003902	XP_017792938.1	XP_003699385.1
OG0003903	XP_017789628.1, XP_017789630.1	XP_012153758.1
OG0003904	XP_017788517.1	XP_012139691.1
OG0003905	XP_017793976.1	XP_003701209.1
OG0003907	XP_017793271.1, XP_017793270.1	XP_003704658.1
OG0003908	XP_017788647.1	XP_012149913.1
OG0003909	XP_017789065.1	XP_003703283.1
OG0003910	XP_017796639.1	XP_003705910.1
OG0003911	XP_017792373.1	XP_003706603.1
OG0003912	XP_017792977.1	XP_012153650.1
OG0003913	XP_017794694.1	XP_012137545.1, XP_012137544.1
OG0003914	XP_017796960.1	XP_003706269.1
OG0003915	XP_017788138.1	XP_012142318.1
OG0003916	XP_017795740.1	XP_003700041.2
OG0003917	XP_017798468.1	XP_012154169.1
OG0003918	XP_017789513.1	XP_012152309.1
OG0003919	XP_017787482.1	XP_003701147.1
OG0003920	XP_017791271.1	XP_003706820.1, XP_012148975.1, XP_012148974.1
OG0003921	XP_017789415.1, XP_017789416.1	XP_003708149.1
OG0003922	XP_017798216.1	XP_003699447.1
OG0003923	XP_017789986.1	XP_003703578.1, XP_012140938.1, XP_012140939.1
OG0003924	XP_017797746.1	XP_003708281.1
OG0003925	XP_017790737.1	XP_012150209.1
OG0003926	XP_017794697.1	XP_003701913.1
OG0003927	XP_017788327.1	XP_012141927.1, XP_003703791.1
OG0003928	XP_017794805.1	XP_003700931.1
OG0003929	XP_017790427.1	XP_003702250.2
OG0003930	XP_017790381.1	XP_012144087.1
OG0003931	XP_017794127.1	XP_012149275.1
OG0003932	XP_017795553.1	XP_012134508.1, XP_012134509.1
OG0003933	XP_017797715.1	XP_003702866.1
OG0003934	XP_017793619.1	XP_003699551.1
OG0003935	XP_017791106.1	XP_012144842.1
OG0003937	XP_017790321.1	XP_012149252.1
OG0003938	XP_017793129.1	XP_012151214.1, XP_012151215.1, XP_003707732.1
OG0003939	XP_017795363.1	XP_012145418.1
OG0003941	XP_017796423.1	XP_012136679.1
OG0003943	XP_017796578.1	XP_012146875.1
OG0003950	XP_017792935.1	XP_003708597.2
OG0003951	XP_017789793.1	XP_003706508.1
OG0003952	XP_017797232.1	XP_012139918.1, XP_012139919.1
OG0003954	XP_017788431.1	XP_012136536.1
OG0003955	XP_017796636.1	XP_012153527.1
OG0003956	XP_017791381.1	XP_012134864.1
OG0003957	XP_017788498.1	XP_003704434.2
OG0003958	XP_017795491.1	XP_003699784.1, XP_012143158.1
OG0003959	XP_017798774.1, XP_017798773.1	XP_003702903.1
OG0003960	XP_017796112.1	XP_003701762.1
OG0003961	XP_017798489.1	XP_012139704.1
OG0003962	XP_017789376.1	XP_012146058.1
OG0003963	XP_017789080.1	XP_012140810.1
OG0003964	XP_017787851.1	XP_003704650.1
OG0003965	XP_017794272.1	XP_003708515.1
OG0003966	XP_017789121.1	XP_003703314.1
OG0003967	XP_017788914.1	XP_003704228.1
OG0003968	XP_017798636.1	XP_003704678.2
OG0003969	XP_017788473.1	XP_003708103.1
OG0003970	XP_017787887.1	XP_012147633.1, XP_012147632.1
OG0003972	XP_017799583.1	XP_003700100.1
OG0003973	XP_017795129.1	XP_003700126.1, XP_012150869.1
OG0003975	XP_017797443.1	XP_003702695.1
OG0003976	XP_017793130.1	XP_012154442.1
OG0003978	XP_017792642.1	XP_012138471.1, XP_012138477.1
OG0003979	XP_017798627.1	XP_003699826.1
OG0003980	XP_017792882.1	XP_003707799.1
OG0003981	XP_017793789.1	XP_003700214.1
OG0003982	XP_017798748.1	XP_012139689.1
OG0003983	XP_017793869.1	XP_012149448.1
OG0003984	XP_017797621.1	XP_003705047.1
OG0003985	XP_017788598.1	XP_012149486.1
OG0003986	XP_017788112.1	XP_012142347.1
OG0003987	XP_017796614.1	XP_012146799.1
OG0003988	XP_017794641.1	XP_012137467.1, XP_003701924.1
OG0003989	XP_017787381.1	XP_012139310.1
OG0003990	XP_017794545.1	XP_003706684.1
OG0003991	XP_017797980.1	XP_003699383.2
OG0003992	XP_017796803.1	XP_003700113.1
OG0003993	XP_017795308.1	XP_012142362.1
OG0003994	XP_017796494.1	XP_003701476.1
OG0003995	XP_017788557.1	XP_003706496.1
OG0003996	XP_017788776.1	XP_012143024.1
OG0003997	XP_017793244.1	XP_012147474.1
OG0003998	XP_017793000.1	XP_012147144.1, XP_012147059.1
OG0003999	XP_017797265.1	XP_012142068.1
OG0004000	XP_017793201.1	XP_003705769.2
OG0004001	XP_017788931.1	XP_003704314.1
OG0004002	XP_017787846.1	XP_003704636.1
OG0004003	XP_017797147.1	XP_012152284.1
OG0004005	XP_017789498.1	XP_012147131.1
OG0004006	XP_017797362.1	XP_012144116.1
OG0004007	XP_017798893.1	XP_003703704.1
OG0004008	XP_017789274.1	XP_003700557.2
OG0004009	XP_017792793.1	XP_012154369.1
OG0004010	XP_017795335.1	XP_003705814.1
OG0004011	XP_017794339.1	XP_003707647.1, XP_012150648.1
OG0004012	XP_017791584.1	XP_003705337.1, XP_012145406.1
OG0004013	XP_017799389.1	XP_012151743.1
OG0004014	XP_017788291.1	XP_012141904.1
OG0004015	XP_017795566.1	XP_003701001.1
OG0004016	XP_017794813.1	XP_003707854.1
OG0004017	XP_017788959.1	XP_012142671.1
OG0004018	XP_017795813.1	XP_003703347.2
OG0004019	XP_017791019.1	XP_012143639.1
OG0004020	XP_017799282.1	XP_012151681.1
OG0004021	XP_017791983.1	XP_003700791.1
OG0004022	XP_017797850.1	XP_012153773.1
OG0004023	XP_017790600.1	XP_012143519.1, XP_012143524.1
OG0004024	XP_017794190.1	XP_003702728.1
OG0004025	XP_017792163.1	XP_012149987.1
OG0004026	XP_017790223.1	XP_003706695.2, XP_012137027.1
OG0004027	XP_017796441.1	XP_003701499.1
OG0004028	XP_017794432.1	XP_012135151.1
OG0004029	XP_017795110.1	XP_003705929.1
OG0004030	XP_017792715.1	XP_003704462.1
OG0004031	XP_017799161.1	XP_012151548.1
OG0004032	XP_017799374.1	XP_012151647.1
OG0004033	XP_017794974.1	XP_012145539.1
OG0004034	XP_017791895.1	XP_003703198.1
OG0004035	XP_017798569.1	XP_012139571.1
OG0004036	XP_017799002.1	XP_012141609.1
OG0004037	XP_017794399.1	XP_012152574.1
OG0004038	XP_017792709.1	XP_012137278.1
OG0004039	XP_017796667.1	XP_003705922.1
OG0004040	XP_017787867.1	XP_012137885.1
OG0004041	XP_017787779.1	XP_003702139.1
OG0004042	XP_017789287.1	XP_003707756.1
OG0004043	XP_017799386.1	XP_003707963.2, XP_003707964.1
OG0004044	XP_017789672.1	XP_012142601.1
OG0004045	XP_017788865.1	XP_012142831.1
OG0004046	XP_017787657.1	XP_003706677.2
OG0004047	XP_017790028.1	XP_012148918.1
OG0004048	XP_017797175.1	XP_012152884.1
OG0004050	XP_017791501.1	XP_003700187.1
OG0004051	XP_017792942.1	XP_003708592.1
OG0004052	XP_017793606.1, XP_017793605.1	XP_012144944.1
OG0004053	XP_017792801.1	XP_003700447.1
OG0004054	XP_017793323.1	XP_003703633.1
OG0004055	XP_017798751.1	XP_003708343.2
OG0004056	XP_017798440.1	XP_003700491.1
OG0004057	XP_017794265.1	XP_003703114.1
OG0004058	XP_017792454.1	XP_003700697.1
OG0004059	XP_017788841.1	XP_003704243.1
OG0004060	XP_017795485.1	XP_003701066.1
OG0004061	XP_017793807.1	XP_003703907.1, XP_012141996.1
OG0004062	XP_017798962.1	XP_012151829.1
OG0004063	XP_017788881.1	XP_003704203.1
OG0004064	XP_017792541.1	XP_003705572.1
OG0004065	XP_017788662.1	XP_003707326.1
OG0004066	XP_017789112.1	XP_003703382.1
OG0004068	XP_017791764.1, XP_017791763.1	XP_012149326.1
OG0004069	XP_017794795.1	XP_003699672.1
OG0004070	XP_017799284.1	XP_003703876.1
OG0004071	XP_017788669.1	XP_012139093.1
OG0004072	XP_017791506.1	XP_003700180.1
OG0004073	XP_017790690.1, XP_017790681.1	XP_003706900.1
OG0004074	XP_017788605.1	XP_003705556.1
OG0004075	XP_017799357.1	XP_003703736.1
OG0004076	XP_017793590.1	XP_012144974.1
OG0004077	XP_017797868.1	XP_003700261.1
OG0004078	XP_017795313.1	XP_003705170.1
OG0004079	XP_017790414.1	XP_012138243.1, XP_012138242.1, XP_012138244.1
OG0004080	XP_017799198.1	XP_012141702.1
OG0004081	XP_017792682.1	XP_003699221.1
OG0004082	XP_017799240.1	XP_003708020.1
OG0004083	XP_017798084.1	XP_012152777.1, XP_012152782.1
OG0004084	XP_017798897.1	XP_003703436.1
OG0004085	XP_017798551.1	XP_003702950.1
OG0004086	XP_017799337.1	XP_012151496.1
OG0004087	XP_017797952.1	XP_003699766.2
OG0004088	XP_017796313.1	XP_003699602.2
OG0004089	XP_017793462.1	XP_003699968.1
OG0004090	XP_017789878.1	XP_003703169.1
OG0004091	XP_017799611.1	XP_003701127.1
OG0004092	XP_017789448.1	XP_012152332.1, XP_012152331.1
OG0004093	XP_017790291.1	XP_012138726.1
OG0004094	XP_017795450.1	XP_012143362.1
OG0004095	XP_017791420.1	XP_003700736.1
OG0004096	XP_017798984.1	XP_003703820.1
OG0004097	XP_017798201.1	XP_003708408.1
OG0004098	XP_017795814.1	XP_012140565.1, XP_012140567.1
OG0004099	XP_017792325.1	XP_003702181.1
OG0004100	XP_017793929.1	XP_003704609.1
OG0004101	XP_017793575.1	XP_003700235.1
OG0004102	XP_017797473.1	XP_003705866.1
OG0004103	XP_017795575.1	XP_003700588.2
OG0004104	XP_017787982.1	XP_003702938.1
OG0004105	XP_017790943.1	XP_003699388.1
OG0004106	XP_017788485.1	XP_003708113.1
OG0004107	XP_017795794.1	XP_003703326.1
OG0004108	XP_017796489.1	XP_003701444.1
OG0004109	XP_017791675.1	XP_012142155.1, XP_012142154.1
OG0004110	XP_017794288.1	XP_003703128.1
OG0004111	XP_017797929.1	XP_003706058.1
OG0004112	XP_017798728.1	XP_003702793.1
OG0004113	XP_017791107.1	XP_012144826.1
OG0004114	XP_017796642.1	XP_003705955.2
OG0004115	XP_017797630.1	XP_003702430.1
OG0004116	XP_017791854.1	XP_003708609.1
OG0004117	XP_017796397.1	XP_003701503.1, XP_012136704.1
OG0004118	XP_017798236.1	XP_003706191.1, XP_012147384.1
OG0004119	XP_017787793.1	XP_003705505.1
OG0004120	XP_017794155.1	XP_003706611.1
OG0004121	XP_017797271.1	XP_012142032.1, XP_012142033.1, XP_003703936.1
OG0004122	XP_017791930.1	XP_003700730.1
OG0004123	XP_017787606.1	XP_003700749.1
OG0004124	XP_017796696.1	XP_003705903.1
OG0004125	XP_017791873.1	XP_012148966.1, XP_003706983.1
OG0004126	XP_017794631.1	XP_003707111.1, XP_012149568.1
OG0004127	XP_017788266.1	XP_003701517.2
OG0004128	XP_017791750.1	XP_003703983.1
OG0004129	XP_017795869.1	XP_003705328.1
OG0004130	XP_017793646.1, XP_017793723.1	XP_003702730.1
OG0004131	XP_017791731.1	XP_012142269.1, XP_003704007.1
OG0004132	XP_017791712.1	XP_012151074.1
OG0004133	XP_017788161.1	XP_003706074.2
OG0004134	XP_017795594.1	XP_003707752.1
OG0004135	XP_017790683.1	XP_003707464.1
OG0004136	XP_017797655.1	XP_003702414.2
OG0004137	XP_017792073.1	XP_003702044.1
OG0004138	XP_017787816.1	XP_003705508.1
OG0004139	XP_017797918.1	XP_012136726.1
OG0004140	XP_017788162.1	XP_012147206.1, XP_003706070.1
OG0004141	XP_017795012.1	XP_003700866.1
OG0004142	XP_017787411.1	XP_003701243.1
OG0004143	XP_017790121.1	XP_003702612.1
OG0004144	XP_017794020.1	XP_003702475.1
OG0004145	XP_017798480.1	XP_012154130.1
OG0004146	XP_017791207.1	XP_012135745.1
OG0004147	XP_017792929.1, XP_017792930.1	XP_003705503.1
OG0004148	XP_017791532.1	XP_003700658.1
OG0004149	XP_017789969.1	XP_003706977.1
OG0004150	XP_017796035.1	XP_003701887.1
OG0004151	XP_017798418.1	XP_012154363.1
OG0004152	XP_017796007.1	XP_003701868.1
OG0004153	XP_017790216.1	XP_003702627.1
OG0004154	XP_017787578.1	XP_003699625.1
OG0004155	XP_017794397.1	XP_012151414.1
OG0004156	XP_017793475.1	XP_012154399.1
OG0004157	XP_017795393.1	XP_012144161.1
OG0004158	XP_017794379.1	XP_003700167.1
OG0004159	XP_017794048.1	XP_012150502.1
OG0004160	XP_017790864.1	XP_012149399.1
OG0004161	XP_017788889.1	XP_012142700.1
OG0004162	XP_017792361.1	XP_003703085.1
OG0004163	XP_017792276.1	XP_003703229.1
OG0004164	XP_017797186.1	XP_003700800.1
OG0004165	XP_017795050.1, XP_017795051.1	XP_003704908.1
OG0004166	XP_017797786.1	XP_012143328.1, XP_003708275.2
OG0004167	XP_017792626.1	XP_012137298.1
OG0004168	XP_017788706.1	XP_012142919.1
OG0004169	XP_017790498.1	XP_003708673.1, XP_003707486.1
OG0004170	XP_017795136.1	XP_003701029.1, XP_003701028.1
OG0004171	XP_017791196.1	XP_012144733.1
OG0004172	XP_017793917.1, XP_017793868.1	XP_003706945.1
OG0004173	XP_017792060.1	XP_003706830.1
OG0004174	XP_017793906.1	XP_003706829.1
OG0004175	XP_017798566.1	XP_003702900.1
OG0004176	XP_017796167.1	XP_012138080.1
OG0004177	XP_017788204.1	XP_003705561.1
OG0004178	XP_017797905.1	XP_003701063.1
OG0004179	XP_017788597.1	XP_003704564.1
OG0004180	XP_017793975.1	XP_012135705.1
OG0004181	XP_017790423.1	XP_003705335.1
OG0004182	XP_017791644.1	XP_003704708.2
OG0004183	XP_017795210.1	XP_003705858.1
OG0004184	XP_017789437.1	XP_003708175.1
OG0004185	XP_017795900.1	XP_003708622.2
OG0004186	XP_017791993.1	XP_003703183.1, XP_012140265.1
OG0004187	XP_017788715.1	XP_003704338.1
OG0004188	XP_017797203.1	XP_003699480.1
OG0004189	XP_017796206.1	XP_003699460.1
OG0004190	XP_017797258.1	XP_012139941.1
OG0004191	XP_017794715.1	XP_003701957.1
OG0004192	XP_017790199.1	XP_003703520.1
OG0004193	XP_017796318.1	XP_012142590.1
OG0004194	XP_017798905.1, XP_017793836.1	XP_003703443.1
OG0004195	XP_017799579.1	XP_012138937.1
OG0004196	XP_017796797.1	XP_003700210.1
OG0004197	XP_017790197.1	XP_003703686.1
OG0004199	XP_017797888.1	XP_012153822.1
OG0004200	XP_017794598.1	XP_012145792.1
OG0004201	XP_017788029.1	XP_003707156.1
OG0004202	XP_017788859.1	XP_012142732.1, XP_003704425.1
OG0004203	XP_017789301.1	XP_003701279.1
OG0004204	XP_017794194.1	XP_003703653.1
OG0004205	XP_017794973.1	XP_003705397.1, XP_012145553.1
OG0004206	XP_017798852.1	XP_012141498.1
OG0004207	XP_017791773.1	XP_003700057.1
OG0004208	XP_017799427.1	XP_003700076.1
OG0004209	XP_017790167.1	XP_003706802.1
OG0004210	XP_017796019.1	XP_012150147.1
OG0004211	XP_017790841.1	XP_003707423.1
OG0004212	XP_017790665.1	XP_003707322.1, XP_012150186.1
OG0004213	XP_017789167.1	XP_012140551.1
OG0004214	XP_017789115.1	XP_003703268.1
OG0004215	XP_017789125.1	XP_003703362.1
OG0004216	XP_017789185.1	XP_003703265.2
OG0004217	XP_017796237.1	XP_012141977.1
OG0004218	XP_017796241.1	XP_012142008.1
OG0004219	XP_017792598.1	XP_003704570.1, XP_012143535.1
OG0004220	XP_017798334.1	XP_003701039.1
OG0004221	XP_017789632.1	XP_003701348.1
OG0004222	XP_017789576.1	XP_003701382.1
OG0004223	XP_017791256.1, XP_017791257.1	XP_012144781.1
OG0004224	XP_017797548.1	XP_003700992.1
OG0004225	XP_017797472.1	XP_003705823.1
OG0004227	XP_017792023.1	XP_003706827.1
OG0004228	XP_017789538.1	XP_003707008.1
OG0004229	XP_017787490.1	XP_003701236.1
OG0004230	XP_017793680.1	XP_012145094.1, XP_003705262.1
OG0004231	XP_017796402.1	XP_003699228.1
OG0004232	XP_017792445.1	XP_012134594.1
OG0004233	XP_017791661.1	XP_012138579.1, XP_012138580.1
OG0004234	XP_017790627.1	XP_012139184.1, XP_012139182.1
OG0004235	XP_017798765.1	XP_012139419.1
OG0004236	XP_017794481.1	XP_003700863.1
OG0004237	XP_017793437.1	XP_003699976.1
OG0004238	XP_017793478.1	XP_003699311.1, XP_012150019.1
OG0004239	XP_017795563.1	XP_003707730.2
OG0004240	XP_017791705.1	XP_003703970.1
OG0004241	XP_017791700.1	XP_012142261.1
OG0004242	XP_017791318.1	XP_012144475.1
OG0004243	XP_017796381.1	XP_003699430.1
OG0004244	XP_017798226.1	XP_003708445.1, XP_012152793.1
OG0004245	XP_017795716.1	XP_012150820.1, XP_012150777.1
OG0004246	XP_017790799.1	XP_003707335.1, XP_012150227.1
OG0004247	XP_017788621.1	XP_003707370.1
OG0004248	XP_017791709.1	XP_003704037.1
OG0004249	XP_017791717.1	XP_003704010.1
OG0004250	XP_017787374.1	XP_003702727.1
OG0004251	XP_017790604.1	XP_003702271.1
OG0004252	XP_017790348.1	XP_003702272.1
OG0004253	XP_017789138.1	XP_003703312.1
OG0004254	XP_017787837.1	XP_003702145.1
OG0004255	XP_017795665.1	XP_012137806.1
OG0004256	XP_017788399.1	XP_012138439.1
OG0004257	XP_017788119.1	XP_003702315.1
OG0004258	XP_017790194.1	XP_003700685.1, XP_012134902.1
OG0004259	XP_017796372.1	XP_003701636.2
OG0004260	XP_017796357.1	XP_003705813.1
OG0004261	XP_017791931.1	XP_012153940.1
OG0004262	XP_017796739.1	XP_003706094.1
OG0004264	XP_017798956.1	XP_003707991.1
OG0004265	XP_017788312.1	XP_003703788.1
OG0004266	XP_017788297.1	XP_003703774.1
OG0004267	XP_017796228.1	XP_012147053.1
OG0004268	XP_017797420.1	XP_012147060.1
OG0004269	XP_017792659.1	XP_012147524.1
OG0004270	XP_017795544.1	XP_003700372.1
OG0004271	XP_017795985.1	XP_012153838.1
OG0004272	XP_017788524.1	XP_003707136.1
OG0004273	XP_017788573.1	XP_003704493.1
OG0004274	XP_017789402.1	XP_003708166.1
OG0004275	XP_017793664.1	XP_003703478.1
OG0004276	XP_017790582.1	XP_012150384.1, XP_012150375.1
OG0004277	XP_017796536.1, XP_017796544.1	XP_012139921.1
OG0004278	XP_017791632.1	XP_012143881.1, XP_012143880.1
OG0004279	XP_017787828.1	XP_003704618.1
OG0004280	XP_017790330.1	XP_012153703.1, XP_012153699.1
OG0004281	XP_017795211.1	XP_012146757.1
OG0004282	XP_017796108.1	XP_012137063.1, XP_012137067.1
OG0004283	XP_017796783.1	XP_012137095.1
OG0004284	XP_017797751.1	XP_012139855.1
OG0004285	XP_017797765.1	XP_012139845.1
OG0004286	XP_017789599.1	XP_012136207.1
OG0004287	XP_017792680.1, XP_017792679.1, XP_017792681.1	XP_012149865.1
OG0004288	XP_017792733.1	XP_003702352.1
OG0004289	XP_017798379.1	XP_003700523.1
OG0004290	XP_017798401.1	XP_003700476.1
OG0004291	XP_017788826.1	XP_003704201.1
OG0004292	XP_017788895.1	XP_012142665.1, XP_012142664.1
OG0004293	XP_017789390.1	XP_003699858.1, XP_012147216.1
OG0004294	XP_017790326.1	XP_012145983.1
OG0004295	XP_017791756.1, XP_017791759.1	XP_003703188.1
OG0004296	XP_017794182.1	XP_003703469.1
OG0004297	XP_017789445.1	XP_003699888.1
OG0004298	XP_017789342.1	XP_012146395.1
OG0004299	XP_017788803.1	XP_012142776.1
OG0004301	XP_017791024.1, XP_017797079.1	XP_012146328.1
OG0004302	XP_017797901.1	XP_003700300.2
OG0004303	XP_017790157.1	XP_012140974.1
OG0004304	XP_017796179.1	XP_012136757.1
OG0004305	XP_017791903.1	XP_003707139.1, XP_012149511.1
OG0004306	XP_017791197.1	XP_003705074.1
OG0004307	XP_017798875.1	XP_012140907.1
OG0004308	XP_017798879.1	XP_012140937.1
OG0004309	XP_017795148.1	XP_003708466.1
OG0004310	XP_017794189.1	XP_003708517.1
OG0004311	XP_017793534.1	XP_012153441.1
OG0004312	XP_017793567.1, XP_017793568.1	XP_012153472.1
OG0004313	XP_017787888.1	XP_003706323.1
OG0004314	XP_017787930.1	XP_012147639.1
OG0004315	XP_017787913.1	XP_012147642.1, XP_012147641.1
OG0004316	XP_017787927.1	XP_012147645.1, XP_012147644.1
OG0004317	XP_017787882.1	XP_012147661.1
OG0004318	XP_017787907.1	XP_003706311.1
OG0004319	XP_017790050.1	XP_012141377.1
OG0004320	XP_017789901.1	XP_012141350.1
OG0004321	XP_017796330.1, XP_017796331.1	XP_012148517.1
OG0004322	XP_017796316.1	XP_012148529.1
OG0004323	XP_017796329.1	XP_012142589.1
OG0004324	XP_017788819.1	XP_003704324.1
OG0004325	XP_017788874.1	XP_012142752.1
OG0004326	XP_017788923.1	XP_012142990.1
OG0004327	XP_017792794.1	XP_012154280.1
OG0004328	XP_017798357.1	XP_012154249.1
OG0004329	XP_017798428.1	XP_012145475.1
OG0004330	XP_017799526.1	XP_012135768.1
OG0004331	XP_017799567.1	XP_003705107.1
OG0004332	XP_017799472.1	XP_003705138.1
OG0004334	XP_017787494.1	XP_012135813.1
OG0004335	XP_017790376.1	XP_003703700.1
OG0004336	XP_017790516.1	XP_012141482.1, XP_012141481.1
OG0004337	XP_017790442.1	XP_012150402.1, XP_012150408.1
OG0004338	XP_017790410.1	XP_003704820.1
OG0004339	XP_017798900.1	XP_012141077.1
OG0004340	XP_017798904.1	XP_003703599.1
OG0004341	XP_017790386.1	XP_012144096.1
OG0004342	XP_017788082.1	XP_012147300.1
OG0004343	XP_017788103.1	XP_012147193.1
OG0004344	XP_017789439.1	XP_012145809.1
OG0004345	XP_017790116.1	XP_003703605.1
OG0004346	XP_017790232.1	XP_003703452.1
OG0004347	XP_017797885.1	XP_003700238.1
OG0004348	XP_017797856.1	XP_003700262.1
OG0004349	XP_017794753.1	XP_003701420.1
OG0004350	XP_017793644.1	XP_012153446.1
OG0004351	XP_017797398.1	XP_003707201.1
OG0004352	XP_017797580.1	XP_012145729.1
OG0004353	XP_017788876.1	XP_012142969.1
OG0004354	XP_017788747.1	XP_012142978.1
OG0004355	XP_017793970.1	XP_003703483.1
OG0004356	XP_017793934.1	XP_003703506.1
OG0004357	XP_017788017.1	XP_012149633.1
OG0004358	XP_017789868.1	XP_012143014.1
OG0004359	XP_017789853.1	XP_003704259.1
OG0004360	XP_017789879.1	XP_012143023.1
OG0004361	XP_017788930.1	XP_012142743.1, XP_012142734.1
OG0004362	XP_017788752.1	XP_003704345.1
OG0004363	XP_017788935.1	XP_012142862.1, XP_012142865.1
OG0004364	XP_017788108.1	XP_003706129.1, XP_012147324.1
OG0004365	XP_017797146.1	XP_003703035.1
OG0004366	XP_017797182.1	XP_003699443.1
OG0004367	XP_017797272.1	XP_012142030.1
OG0004368	XP_017787529.1	XP_003699621.1
OG0004369	XP_017795117.1	XP_003701700.1
OG0004370	XP_017794006.1	XP_003703495.1
OG0004371	XP_017788765.1, XP_017788757.1	XP_012147455.1
