Orthogroup	Habropoda_laboriosa	Apis_mellifera
OG0003341	XP_017798542.1	XP_006565695.1, XP_026300768.1
OG0003342	XP_017798565.1	XP_006565723.1, XP_016771782.1
OG0003343	XP_017798597.1	XP_006565743.1, XP_394041.4
OG0003344	XP_017798667.1	XP_006565864.2
OG0003345	XP_017794453.1	XP_006565909.1
OG0003346	XP_017794465.1	XP_006565988.1, XP_395337.1
OG0003347	XP_017790125.1	XP_006566060.1
OG0003348	XP_017790045.1	XP_006566065.1
OG0003349	XP_017789841.1	XP_006566096.3
OG0003350	XP_017790669.1	XP_006566101.1
OG0003351	XP_017789950.1	XP_006566143.2
OG0003352	XP_017789506.1	XP_006566152.2
OG0003353	XP_017789815.1	XP_006566240.1, XP_026299220.1, XP_006566239.1
OG0003354	XP_017789822.1	XP_026298979.1, XP_006566246.2
OG0003355	XP_017789809.1	XP_006566253.2
OG0003356	XP_017789824.1	XP_026299240.1, XP_006566277.1
OG0003357	XP_017795392.1	XP_006566281.1, XP_016769943.1
OG0003358	XP_017790255.1	XP_006566384.1
OG0003359	XP_017792862.1	XP_006566457.1
OG0003360	XP_017789270.1	XP_006566478.1, XP_006566477.1
OG0003361	XP_017789275.1	XP_006566542.1
OG0003362	XP_017789250.1	XP_006566549.1
OG0003363	XP_017793387.1	XP_006566575.1
OG0003364	XP_017793409.1	XP_006566600.1, XP_006566601.1
OG0003365	XP_017793476.1	XP_006566614.1, XP_006566613.2
OG0003366	XP_017793439.1	XP_006566682.1
OG0003367	XP_017793368.1	XP_006566781.2
OG0003368	XP_017793341.1	XP_006566795.1, XP_625213.1
OG0003369	XP_017791678.1	XP_006566841.1, XP_006566843.1, XP_006566842.1
OG0003370	XP_017791179.1	XP_026298086.1, XP_006566898.1
OG0003371	XP_017791401.1	XP_006566937.1
OG0003372	XP_017791331.1	XP_006566979.1
OG0003373	XP_017791412.1	XP_006566993.1
OG0003374	XP_017795047.1	XP_006567037.1, XP_006567038.1
OG0003375	XP_017787527.1	XP_006567053.2
OG0003376	XP_017796348.1	XP_006567210.2
OG0003377	XP_017798238.1	XP_006567249.1
OG0003378	XP_017791988.1	XP_006567287.1
OG0003379	XP_017797281.1, XP_017797278.1	XP_006567306.1
OG0003380	XP_017798221.1	XP_016767424.1, XP_006567311.1, XP_006567310.1
OG0003381	XP_017798143.1	XP_006567329.1
OG0003382	XP_017798111.1	XP_006567330.1
OG0003383	XP_017791092.1	XP_006567399.1
OG0003384	XP_017791162.1	XP_006567414.2
OG0003385	XP_017795748.1, XP_017792115.1	XP_006567454.1
OG0003386	XP_017795860.1	XP_006567509.1
OG0003387	XP_017795864.1	XP_006567514.2
OG0003388	XP_017789990.1	XP_006567671.1
OG0003389	XP_017788648.1	XP_006567709.1
OG0003390	XP_017788519.1	XP_006567761.1, XP_006567762.1
OG0003391	XP_017790139.1	XP_006567771.1
OG0003392	XP_017792168.1	XP_006567782.2
OG0003393	XP_017790831.1	XP_006567837.2, XP_016767611.2
OG0003394	XP_017790763.1	XP_006567974.1
OG0003395	XP_017790803.1	XP_006567976.2
OG0003396	XP_017791687.1	XP_006568009.1
OG0003397	XP_017792066.1	XP_006568200.1, XP_026299050.1
OG0003398	XP_017789077.1	XP_006568303.1
OG0003399	XP_017792951.1	XP_006568325.2
OG0003400	XP_017789320.1	XP_006568548.2
OG0003401	XP_017794238.1	XP_006568624.2
OG0003402	XP_017794153.1	XP_006568628.1
OG0003403	XP_017794297.1	XP_006568688.1
OG0003404	XP_017796509.1	XP_006568815.1
OG0003405	XP_017796552.1	XP_006568820.1, XP_396656.1
OG0003406	XP_017788377.1	XP_006568921.1
OG0003407	XP_017797915.1	XP_006569041.1
OG0003408	XP_017790099.1	XP_006569221.1, XP_006569223.1
OG0003409	XP_017791586.1	XP_393666.5, XP_006569230.2
OG0003410	XP_017796853.1	XP_006569286.1
OG0003411	XP_017796379.1	XP_006569298.1
OG0003412	XP_017792382.1	XP_006569635.1, XP_006569636.1, XP_026297150.1
OG0003413	XP_017792282.1	XP_006569684.1
OG0003414	XP_017791548.1	XP_006569709.2
OG0003417	XP_017795257.1	XP_006569904.1, XP_026295287.1
OG0003418	XP_017794942.1	XP_006569994.1
OG0003419	XP_017792370.1	XP_006570106.1
OG0003420	XP_017788219.1	XP_016768475.1, XP_006570156.1
OG0003421	XP_017797981.1	XP_006570211.1
OG0003422	XP_017792151.1	XP_006570305.1, XP_393222.4
OG0003423	XP_017793071.1	XP_006570412.2
OG0003424	XP_017793053.1	XP_006570455.2, XP_016770237.2, XP_026299898.1
OG0003425	XP_017793013.1	XP_006570470.2
OG0003426	XP_017793141.1	XP_006570521.1
OG0003427	XP_017795801.1	XP_006570752.1
OG0003428	XP_017799029.1	XP_026300893.1, XP_006570858.1
OG0003429	XP_017799179.1	XP_006570866.1
OG0003430	XP_017791441.1	XP_006571053.2, XP_016768321.2
OG0003431	XP_017791435.1	XP_006571056.3
OG0003432	XP_017799245.1	XP_006571348.2, XP_396231.4
OG0003433	XP_017799272.1	XP_006571359.2
OG0003434	XP_017799070.1	XP_006571404.1, XP_006571405.1
OG0003435	XP_017788317.1	XP_006571440.2
OG0003436	XP_017799242.1	XP_006571445.1
OG0003437	XP_017788348.1	XP_006571453.2
OG0003438	XP_017799016.1	XP_006571600.1
OG0003439	XP_017788302.1	XP_006571647.1
OG0003440	XP_017788356.1	XP_006571657.1
OG0003441	XP_017788298.1	XP_006571675.2
OG0003442	XP_017797396.1	XP_006571697.2
OG0003443	XP_017792744.1	XP_006571914.1, XP_006571915.1, XP_393332.1
OG0003444	XP_017795555.1	XP_006571967.1
OG0003445	XP_017795701.1	XP_006572092.1
OG0003446	XP_017793867.1	XP_006572135.2
OG0003447	XP_017794939.1	XP_006572153.1
OG0003448	XP_017795089.1	XP_006572176.2
OG0003449	XP_017798352.1	XP_006572211.1
OG0003450	XP_017798473.1	XP_006572212.1, XP_623701.2
OG0003451	XP_017797422.1	XP_006572303.1
OG0003452	XP_017795950.1	XP_016766177.1, XP_016766173.1
OG0003453	XP_017787924.1	XP_016766221.2, XP_392247.2
OG0003454	XP_017792056.1	XP_016766321.2
OG0003455	XP_017790457.1	XP_016766381.2
OG0003456	XP_017787917.1	XP_016766410.2
OG0003457	XP_017798677.1, XP_017798794.1	XP_016766473.2
OG0003458	XP_017789495.1	XP_016766650.1
OG0003459	XP_017788061.1	XP_016766685.1, XP_396942.4
OG0003460	XP_017788340.1	XP_016766757.2
OG0003461	XP_017788294.1	XP_016766826.1, XP_016766827.1
OG0003462	XP_017798596.1	XP_016766892.1
OG0003463	XP_017798068.1	XP_016767094.2
OG0003464	XP_017797173.1	XP_016767143.1
OG0003465	XP_017796875.1	XP_016767145.2
OG0003466	XP_017797157.1, XP_017797158.1	XP_016767194.1
OG0003467	XP_017793797.1	XP_016767246.1
OG0003468	XP_017798112.1	XP_016767321.1
OG0003469	XP_017796903.1	XP_016767413.2
OG0003470	XP_017796134.1	XP_016767519.2
OG0003471	XP_017796232.1	XP_016767522.2
OG0003472	XP_017793604.1	XP_016767691.1
OG0003473	XP_017792384.1	XP_016767894.2
OG0003474	XP_017793705.1	XP_016767933.1
OG0003475	XP_017797485.1	XP_016768039.1
OG0003476	XP_017789094.1	XP_016768218.1
OG0003478	XP_017796135.1	XP_016768411.1
OG0003479	XP_017790379.1	XP_016768434.2
OG0003480	XP_017795613.1	XP_016768447.1
OG0003481	XP_017792513.1	XP_016768511.2, XP_026297457.1
OG0003482	XP_017790246.1	XP_016768690.1
OG0003483	XP_017795644.1	XP_395948.5, XP_016768705.2
OG0003484	XP_017794256.1	XP_016768715.1, XP_395804.2, XP_026299006.1
OG0003485	XP_017794495.1	XP_016768764.1
OG0003486	XP_017787521.1	XP_016768858.2
OG0003487	XP_017791297.1	XP_016768973.2
OG0003488	XP_017790207.1	XP_016769134.1
OG0003489	XP_017787471.1	XP_016769155.2
OG0003490	XP_017795341.1	XP_016769224.1, XP_625099.2
OG0003491	XP_017791127.1	XP_016769254.1
OG0003492	XP_017799470.1	XP_016769301.1
OG0003493	XP_017799484.1, XP_017799485.1	XP_016769366.2
OG0003494	XP_017794421.1	XP_016769452.2
OG0003495	XP_017790877.1	XP_016769485.2
OG0003496	XP_017788585.1	XP_016769562.1
OG0003497	XP_017790228.1	XP_016769727.2
OG0003498	XP_017795407.1	XP_016769728.1
OG0003499	XP_017790611.1	XP_016769783.2
OG0003500	XP_017792489.1	XP_016769807.1
OG0003502	XP_017789631.1	XP_016769858.1
OG0003503	XP_017795443.1	XP_016769919.1, XP_026299199.1
OG0003504	XP_017790204.1, XP_017790198.1, XP_017790182.1, XP_017790190.1	XP_016769970.1
OG0003505	XP_017790021.1	XP_393006.1, XP_016769990.1
OG0003506	XP_017789939.1	XP_016770063.1
OG0003507	XP_017790729.1	XP_016770065.2, XP_026299241.1
OG0003508	XP_017792394.1	XP_016770178.2
OG0003509	XP_017798959.1	XP_016770351.2, XP_394160.3
OG0003510	XP_017793049.1	XP_016770365.1
OG0003511	XP_017792959.1	XP_016770369.1
OG0003512	XP_017793117.1, XP_017793116.1	XP_016770378.1
OG0003513	XP_017790263.1	XP_016770574.1
OG0003514	XP_017793378.1	XP_016770620.1
OG0003515	XP_017793465.1	XP_016770683.1
OG0003516	XP_017792524.1	XP_016770746.1
OG0003517	XP_017788363.1	XP_026301896.1, XP_016770824.1
OG0003518	XP_017787567.1	XP_016770906.1
OG0003519	XP_017787588.1	XP_016770995.1
OG0003520	XP_017796286.1	XP_016771065.2
OG0003521	XP_017798347.1	XP_393033.4, XP_016771091.1, XP_016771093.1
OG0003522	XP_017789641.1	XP_016771113.1
OG0003523	XP_017791487.1	XP_016771115.2
OG0003524	XP_017788866.1	XP_016771176.2
OG0003525	XP_017791314.1	XP_016771367.2
OG0003526	XP_017788495.1	XP_016771457.1
OG0003527	XP_017794538.1	XP_016771539.2
OG0003528	XP_017798515.1	XP_016771559.2
OG0003529	XP_017798979.1	XP_016771708.1
OG0003530	XP_017797750.1	XP_016771785.2
OG0003531	XP_017797722.1	XP_016771850.1
OG0003532	XP_017799249.1	XP_026300254.1, XP_016771951.1
OG0003533	XP_017796597.1	XP_016772008.1
OG0003534	XP_017796571.1	XP_016772021.1
OG0003535	XP_017787963.1	XP_016772065.1
OG0003536	XP_017796628.1	XP_016772168.2
OG0003537	XP_017799048.1	XP_026301478.1, XP_016772175.1
OG0003538	XP_017794774.1	XP_016772239.1
OG0003539	XP_017796707.1	XP_026301255.1, XP_016772289.2
OG0003540	XP_017792944.1	XP_016772307.1
OG0003541	XP_017795903.1	XP_016772339.1
OG0003542	XP_017792785.1	XP_016772434.2
OG0003544	XP_017798402.1	XP_016772611.1
OG0003545	XP_017792774.1	XP_016772644.2
OG0003546	XP_017793883.1	XP_016772854.2
OG0003547	XP_017795137.1	XP_016772904.2, XP_026300492.1
OG0003548	XP_017791945.1	XP_016772927.1
OG0003549	XP_017791948.1, XP_017791949.1	XP_016772928.1
OG0003550	XP_017789364.1	XP_026295295.1, XP_026295296.1, XP_016773012.1
OG0003552	XP_017788376.1	XP_016773621.2, XP_026295080.1
OG0003553	XP_017796488.1	XP_026294728.1
OG0003554	XP_017790359.1	XP_026294745.1
OG0003556	XP_017788410.1	XP_026294784.1
OG0003557	XP_017789696.1	XP_026294787.1
OG0003558	XP_017792686.1	XP_026294822.1, XP_026294823.1
OG0003559	XP_017792666.1	XP_026294852.1
OG0003560	XP_017792665.1	XP_026294891.1
OG0003561	XP_017788371.1	XP_026295012.1
OG0003562	XP_017796162.1	XP_026295164.1
OG0003563	XP_017788198.1	XP_026295228.1
OG0003564	XP_017789054.1, XP_017789062.1	XP_026295229.1
OG0003565	XP_017788175.1	XP_026295251.1
OG0003566	XP_017789334.1	XP_026295283.1
OG0003567	XP_017788462.1	XP_026295378.1
OG0003568	XP_017788117.1	XP_026295392.1
OG0003569	XP_017791724.1	XP_026295441.1
OG0003570	XP_017788146.1	XP_026295463.1
OG0003571	XP_017789421.1	XP_026295476.1
OG0003572	XP_017789456.1	XP_026295501.1
OG0003573	XP_017791695.1	XP_026295505.1
OG0003574	XP_017796371.1	XP_026295523.1
OG0003575	XP_017791046.1	XP_026295639.1
OG0003576	XP_017788107.1	XP_026295657.1
OG0003577	XP_017798061.1	XP_026295820.1
OG0003579	XP_017796828.1	XP_026295888.1
OG0003580	XP_017794295.1	XP_026295932.1
OG0003581	XP_017798102.1	XP_026295980.1
OG0003582	XP_017796834.1	XP_026295990.1, XP_026295988.1
OG0003583	XP_017798195.1	XP_026296009.1
OG0003584	XP_017798189.1	XP_026296023.1, XP_026296022.1, XP_026296021.1, XP_026296020.1
OG0003585	XP_017796944.1	XP_026296057.1
OG0003586	XP_017796880.1	XP_026296070.1
OG0003587	XP_017796301.1	XP_026296111.1
OG0003588	XP_017796888.1	XP_026296288.1
OG0003589	XP_017799171.1, XP_017799172.1	XP_026296323.1
OG0003590	XP_017790857.1, XP_017790853.1	XP_026296332.1
OG0003591	XP_017792185.1	XP_026296394.1
OG0003592	XP_017792135.1	XP_026296401.1
OG0003593	XP_017789928.1	XP_026296407.1
OG0003594	XP_017789945.1	XP_026296442.1
OG0003595	XP_017796788.1	XP_026296474.1
OG0003596	XP_017794945.1	XP_026296476.1
OG0003597	XP_017790662.1	XP_026296517.1, XP_026296516.1
OG0003598	XP_017792129.1	XP_026296542.1
OG0003599	XP_017795603.1	XP_026296621.1
OG0003600	XP_017792139.1	XP_026296675.1
OG0003601	XP_017795011.1	XP_026296678.1
OG0003602	XP_017790813.1	XP_026296687.1
OG0003603	XP_017790749.1	XP_026296719.1
OG0003604	XP_017795998.1	XP_026296755.1
OG0003605	XP_017796051.1	XP_026296774.1
OG0003606	XP_017796006.1	XP_026296821.1
OG0003607	XP_017788563.1	XP_026296858.1
OG0003608	XP_017795207.1	XP_026296881.1
OG0003609	XP_017792245.1	XP_026296883.1
OG0003610	XP_017796133.1	XP_026296911.1
OG0003611	XP_017789758.1	XP_026297027.1
OG0003612	XP_017797469.1	XP_026297047.1
OG0003613	XP_017797616.1	XP_026297086.1
OG0003614	XP_017790953.1	XP_026297114.1
OG0003615	XP_017793515.1	XP_026297120.1, XP_026297125.1
OG0003616	XP_017797456.1	XP_026297132.1
OG0003617	XP_017789157.1	XP_026297140.1
OG0003619	XP_017793520.1	XP_026297172.1
OG0003620	XP_017795783.1	XP_026297191.1
OG0003621	XP_017797383.1	XP_026297204.1
OG0003622	XP_017795203.1, XP_017795202.1	XP_026297223.1
OG0003623	XP_017797490.1	XP_026297224.1
OG0003624	XP_017795214.1	XP_026297326.1
OG0003625	XP_017797662.1, XP_017797666.1	XP_026297343.1
OG0003626	XP_017787805.1	XP_026297388.1
OG0003627	XP_017789899.1	XP_026297465.1, XP_026297464.1
OG0003628	XP_017791656.1	XP_026297471.1
OG0003629	XP_017793427.1	XP_026297479.1
OG0003630	XP_017790217.1	XP_026297502.1
OG0003631	XP_017787766.1	XP_026297533.1
OG0003632	XP_017790087.1	XP_026297628.1
OG0003633	XP_017791056.1	XP_026297746.1
OG0003634	XP_017792540.1	XP_026297766.1
OG0003635	XP_017795697.1	XP_026297790.1
OG0003636	XP_017788541.1	XP_026297817.1
OG0003637	XP_017790912.1	XP_026297912.1
OG0003638	XP_017798847.1	XP_026297929.1, XP_026297928.1
OG0003639	XP_017790873.1, XP_017790872.1	XP_026297954.1
OG0003640	XP_017798843.1	XP_026298034.1
OG0003642	XP_017790859.1	XP_026298046.1
OG0003643	XP_017791114.1	XP_026298063.1
OG0003644	XP_017798839.1	XP_026298145.1
OG0003645	XP_017791995.1	XP_026298168.1
OG0003646	XP_017794097.1	XP_026298204.1
OG0003647	XP_017787384.1	XP_026298221.1
OG0003648	XP_017790907.1	XP_026298224.1, XP_026298233.1
OG0003650	XP_017789982.1	XP_026298263.1, XP_026298264.1
OG0003651	XP_017797966.1	XP_026298265.1
OG0003652	XP_017798935.1	XP_026298280.1
OG0003653	XP_017788284.1	XP_026298294.1
OG0003654	XP_017787446.1	XP_026298305.1
OG0003655	XP_017788535.1	XP_026298452.1
OG0003656	XP_017798008.1	XP_026298520.1
OG0003658	XP_017791238.1	XP_026298542.1, XP_395779.3
OG0003659	XP_017797442.1	XP_026298579.1
OG0003660	XP_017795856.1	XP_026298643.1
OG0003661	XP_017796991.1, XP_017796805.1	XP_026298753.1
OG0003662	XP_017797318.1	XP_026298841.1
OG0003663	XP_017799421.1	XP_026298857.1
OG0003664	XP_017795439.1	XP_026298907.1, XP_026298906.1
OG0003665	XP_017792190.1	XP_026298960.1
OG0003666	XP_017794184.1	XP_026298977.1
OG0003667	XP_017797596.1	XP_026299010.1
OG0003668	XP_017789954.1	XP_026299056.1
OG0003669	XP_017795480.1	XP_026299073.1
OG0003670	XP_017797063.1	XP_026299076.1
OG0003671	XP_017790966.1	XP_026299077.1
OG0003672	XP_017789932.1	XP_026299087.1, XP_026299085.1
OG0003673	XP_017791861.1	XP_026299091.1
OG0003674	XP_017789411.1, XP_017789412.1	XP_026299122.1
OG0003675	XP_017789493.1	XP_026299131.1
OG0003676	XP_017790174.1	XP_026299144.1
OG0003677	XP_017791570.1	XP_026299147.1
OG0003678	XP_017795388.1	XP_026299161.1
OG0003679	XP_017789825.1	XP_026299176.1
OG0003680	XP_017792016.1	XP_026299183.1
OG0003681	XP_017795433.1	XP_026299201.1
OG0003682	XP_017795436.1	XP_026299202.1
OG0003683	XP_017791557.1	XP_026299250.1
OG0003684	XP_017792980.1	XP_026299432.1
OG0003686	XP_017792028.1	XP_026299487.1
OG0003687	XP_017792993.1	XP_026299500.1
OG0003688	XP_017789622.1	XP_026299501.1
OG0003689	XP_017797448.1	XP_026299523.1
OG0003690	XP_017792723.1	XP_026299535.1
OG0003691	XP_017793481.1	XP_026299546.1
OG0003692	XP_017789268.1	XP_026299644.1
OG0003693	XP_017789233.1	XP_026299646.1
OG0003694	XP_017792339.1	XP_026299697.1
OG0003695	XP_017787802.1	XP_026299738.1
OG0003696	XP_017789257.1	XP_026299744.1, XP_026299743.1
OG0003697	XP_017790284.1	XP_026299776.1
OG0003698	XP_017793336.1	XP_026299794.1
OG0003699	XP_017793113.1	XP_026299800.1
OG0003700	XP_017793014.1	XP_026299810.1
OG0003701	XP_017797853.1	XP_026300063.1
OG0003702	XP_017798427.1	XP_026300068.1
OG0003703	XP_017795033.1	XP_026300118.1
OG0003704	XP_017796322.1	XP_026300189.1
OG0003705	XP_017792239.1	XP_026300198.1
OG0003706	XP_017799387.1	XP_026300352.1
OG0003707	XP_017795773.1	XP_395996.1, XP_026300356.1
OG0003708	XP_017796964.1	XP_026300407.1
OG0003709	XP_017795350.1	XP_026300435.1
OG0003710	XP_017788767.1	XP_026300484.1
OG0003711	XP_017797857.1	XP_026300512.1
OG0003712	XP_017788949.1, XP_017788734.1	XP_026300561.1
OG0003713	XP_017788733.1, XP_017788736.1	XP_026300577.1
OG0003714	XP_017788748.1	XP_026300619.1
OG0003715	XP_017789857.1	XP_026300640.1
OG0003716	XP_017798736.1	XP_026300713.1
OG0003717	XP_017798759.1	XP_026300903.1, XP_026300904.1
OG0003718	XP_017787980.1	XP_026300911.1
OG0003719	XP_017787977.1	XP_026300954.1
OG0003720	XP_017794635.1, XP_017794634.1, XP_017794637.1	XP_026300991.1
OG0003721	XP_017798504.1	XP_026301008.1, XP_026300997.1
OG0003722	XP_017798653.1	XP_026301031.1
OG0003723	XP_017796576.1	XP_026301084.1
OG0003724	XP_017787613.1	XP_026301095.1
OG0003725	XP_017795897.1	XP_026301246.1
OG0003726	XP_017791803.1, XP_017791876.1	XP_026301286.1
OG0003727	XP_017794778.1, XP_017794779.1	XP_026301294.1
OG0003728	XP_017796280.1	XP_026301351.1
OG0003729	XP_017796708.1	XP_026301356.1, XP_392068.2
OG0003730	XP_017793525.1	XP_026301405.1
OG0003731	XP_017798410.1	XP_026301527.1
OG0003732	XP_017792610.1	XP_026301546.1, XP_026301547.1
OG0003733	XP_017788256.1	XP_026301577.1
OG0003734	XP_017792799.1	XP_026301694.1, XP_026301693.1
OG0003735	XP_017794841.1	XP_026301695.1
OG0003736	XP_017798295.1	XP_026301698.1, XP_026301699.1
OG0003737	XP_017792279.1	XP_026301850.1
OG0003738	XP_017792233.1	XP_026301943.1
OG0003739	XP_017797385.1	XP_026301944.1, XP_393536.2
OG0003740	XP_017798958.1	XP_026301946.1
OG0003741	XP_017798937.1	XP_026301957.1, XP_026301956.1, XP_026301955.1
OG0003742	XP_017795505.1	XP_026302060.1
OG0003743	XP_017792487.1	XP_026302091.1
OG0003744	XP_017795507.1	XP_026302130.1
OG0003745	XP_017787905.1	XP_026302270.1
OG0003746	XP_017796476.1	XP_026302302.1
OG0003747	XP_017793064.1	XP_391880.2
OG0003748	XP_017792871.1	XP_391912.1
OG0003749	XP_017788788.1	XP_391963.3
OG0003750	XP_017795763.1	XP_391986.4
OG0003751	XP_017798522.1	XP_392023.1
OG0003752	XP_017796585.1	XP_392056.5
OG0003753	XP_017797148.1, XP_017793249.1	XP_392155.2
OG0003754	XP_017796443.1	XP_392194.2
OG0003755	XP_017788430.1, XP_017788429.1	XP_392212.2
OG0003756	XP_017790354.1	XP_392223.2
OG0003757	XP_017795014.1	XP_392246.3
OG0003758	XP_017790654.1	XP_392374.4
OG0003759	XP_017790659.1	XP_392378.2
OG0003760	XP_017794520.1	XP_392512.3
OG0003761	XP_017797673.1	XP_392555.1
OG0003762	XP_017794816.1	XP_392567.4
OG0003763	XP_017793625.1	XP_392588.2
OG0003764	XP_017789865.1	XP_392591.2
OG0003765	XP_017796460.1	XP_392611.4
OG0003766	XP_017796510.1	XP_392612.3
OG0003767	XP_017796403.1	XP_392654.2
OG0003768	XP_017788152.1	XP_392658.2
OG0003769	XP_017790719.1	XP_392679.5
OG0003770	XP_017795469.1	XP_392683.1
OG0003771	XP_017792304.1	XP_392686.2
OG0003772	XP_017794410.1	XP_392711.4
OG0003773	XP_017789794.1	XP_392725.1
OG0003774	XP_017792255.1	XP_392742.4
OG0003775	XP_017799169.1	XP_392830.2
OG0003776	XP_017798353.1, XP_017797100.1	XP_392899.2
OG0003777	XP_017794673.1	XP_392923.5
OG0003778	XP_017791204.1	XP_392983.1
OG0003779	XP_017798341.1	XP_393027.2
OG0003780	XP_017789097.1	XP_393029.2
OG0003781	XP_017789541.1	XP_393055.5
OG0003782	XP_017787849.1	XP_393106.4
OG0003783	XP_017789977.1	XP_393166.2
OG0003784	XP_017793095.1	XP_393258.3
OG0003785	XP_017794293.1	XP_393351.4
OG0003786	XP_017791524.1	XP_393381.2
OG0003787	XP_017795169.1	XP_393418.3
OG0003788	XP_017789569.1	XP_393446.1
OG0003789	XP_017789664.1	XP_393450.3
OG0003790	XP_017789871.1	XP_393627.4
OG0003791	XP_017787555.1, XP_017787556.1	XP_393651.3
OG0003792	XP_017790032.1	XP_393683.4
OG0003793	XP_017790658.1	XP_393688.2
OG0003794	XP_017793413.1	XP_393736.3
OG0003795	XP_017792036.1	XP_393769.3
OG0003796	XP_017791466.1	XP_393776.5
OG0003797	XP_017792817.1	XP_393805.3
OG0003798	XP_017791170.1, XP_017788759.1	XP_393886.3
OG0003799	XP_017788726.1	XP_393909.2
OG0003800	XP_017788867.1	XP_393926.4
OG0003801	XP_017797816.1	XP_393997.1
OG0003802	XP_017792072.1	XP_394142.4
OG0003803	XP_017799089.1	XP_394179.4
OG0003804	XP_017796391.1, XP_017788405.1	XP_394313.1
OG0003805	XP_017788508.1	XP_394426.4
OG0003806	XP_017798206.1	XP_394460.1
OG0003807	XP_017798097.1	XP_394469.1
OG0003808	XP_017798101.1	XP_394485.2
OG0003809	XP_017790716.1	XP_394547.4
OG0003810	XP_017789127.1	XP_394619.1
OG0003811	XP_017792374.1	XP_394665.1
OG0003812	XP_017790463.1	XP_394722.5
OG0003813	XP_017788857.1	XP_394893.3
OG0003814	XP_017799097.1	XP_394949.4
OG0003815	XP_017798060.1	XP_395052.1
OG0003816	XP_017789682.1	XP_395082.4
OG0003817	XP_017798884.1	XP_395200.2
OG0003818	XP_017799466.1	XP_395238.2
OG0003819	XP_017790450.1	XP_395374.2
OG0003820	XP_017798392.1	XP_395421.4
OG0003821	XP_017787921.1	XP_395475.2
OG0003822	XP_017792562.1	XP_395543.4
OG0003823	XP_017791953.1	XP_395573.3
OG0003824	XP_017797198.1	XP_395613.3
OG0003825	XP_017793085.1	XP_395618.4
OG0003826	XP_017792650.1	XP_395844.3
OG0003827	XP_017787842.1	XP_395851.2
OG0003828	XP_017796977.1	XP_396117.2
OG0003829	XP_017789457.1	XP_396161.2
OG0003830	XP_017797431.1	XP_396165.2
OG0003831	XP_017797322.1	XP_396215.1
OG0003832	XP_017790168.1	XP_396371.5
OG0003833	XP_017795816.1	XP_396435.3
OG0003834	XP_017797738.1	XP_396520.4
OG0003835	XP_017793339.1	XP_396595.2
OG0003836	XP_017791190.1	XP_396699.1
OG0003837	XP_017787920.1	XP_396724.2
OG0003838	XP_017799080.1	XP_396819.2
OG0003839	XP_017793065.1	XP_396874.5
OG0003840	XP_017791832.1	XP_396922.2
OG0003841	XP_017798729.1	XP_397043.2
OG0003842	XP_017795564.1	XP_397107.5
OG0003843	XP_017797626.1	XP_397235.3
OG0003844	XP_017788686.1	XP_397316.1
OG0003845	XP_017788838.1	XP_397320.1
OG0003846	XP_017796789.1	XP_397368.4
OG0003847	XP_017793372.1	XP_397381.4
OG0003848	XP_017788125.1	XP_397432.2
OG0003849	XP_017790524.1	XP_397464.4
OG0003850	XP_017796057.1	XP_397479.5
OG0003851	XP_017788011.1	XP_397572.4
OG0003852	XP_017790761.1	XP_623071.1
OG0003853	XP_017788570.1	XP_623088.2
OG0003854	XP_017789677.1	XP_623184.1
OG0003855	XP_017793082.1	XP_623244.1
OG0003856	XP_017789426.1	XP_623255.1
OG0003857	XP_017789189.1	XP_623266.3
OG0003858	XP_017792357.1	XP_623269.1
OG0003859	XP_017799077.1	XP_623282.2
OG0003860	XP_017797884.1	XP_623301.2
OG0003861	XP_017789107.1	XP_623366.2
OG0003862	XP_017789655.1	XP_623480.1
OG0003863	XP_017794686.1	XP_623517.3
OG0003864	XP_017797917.1	XP_623552.1
OG0003865	XP_017793665.1	XP_623652.2
OG0003866	XP_017797222.1	XP_623704.2
OG0003867	XP_017796277.1	XP_623717.4
OG0003868	XP_017789733.1	XP_623721.3
OG0003869	XP_017792333.1, XP_017792332.1	XP_623803.3
OG0003870	XP_017793872.1	XP_623868.1
OG0003871	XP_017792035.1	XP_623886.1
OG0003872	XP_017793460.1	XP_623898.4
OG0003873	XP_017795075.1, XP_017788484.1	XP_623919.1
OG0003874	XP_017790492.1, XP_017790493.1	XP_623965.2
OG0003875	XP_017793699.1	XP_623973.1
OG0003876	XP_017792455.1	XP_624002.4
OG0003877	XP_017787531.1	XP_624019.1
OG0003878	XP_017789048.1	XP_624025.3
OG0003879	XP_017790164.1	XP_624052.1
OG0003880	XP_017798938.1	XP_624053.4
OG0003881	XP_017793390.1	XP_624054.3
OG0003882	XP_017792791.1	XP_624077.3
OG0003883	XP_017788179.1	XP_624121.2
OG0003884	XP_017791783.1	XP_624182.1
OG0003885	XP_017797834.1	XP_624207.3
OG0003886	XP_017789168.1	XP_624220.2
OG0003887	XP_017798834.1	XP_624248.3
OG0003888	XP_017795243.1	XP_624256.1
OG0003889	XP_017794461.1	XP_624261.3
OG0003890	XP_017798023.1	XP_624277.2
OG0003891	XP_017793611.1, XP_017793607.1	XP_624279.3
OG0003892	XP_017790782.1	XP_624292.1
OG0003893	XP_017790931.1	XP_624297.2
OG0003894	XP_017789041.1	XP_624337.2
OG0003895	XP_017791762.1	XP_624344.3
OG0003896	XP_017796291.1	XP_624348.3
