Orthogroup	Habropoda_laboriosa	Osmia_lignaria
OG0004638	XP_017793884.1	XP_034183479.1
OG0004639	XP_017795138.1	XP_034189529.1
OG0004640	XP_017787830.1	XP_034178262.1
OG0004641	XP_017796862.1	XP_034176334.1
OG0004643	XP_017787796.1	XP_034171319.1
OG0004644	XP_017789591.1	XP_034192168.1
OG0004645	XP_017795461.1	XP_034183890.1
OG0004646	XP_017796121.1	XP_034189591.1
OG0004647	XP_017792688.1	XP_034187750.1
OG0004648	XP_017792704.1	XP_034187760.1
OG0004649	XP_017797433.1	XP_034176330.1
OG0004650	XP_017789470.1	XP_034194218.1
OG0004651	XP_017799035.1	XP_034173055.1
OG0004652	XP_017789678.1	XP_034175978.1
OG0004653	XP_017794956.1	XP_034177914.1
OG0004655	XP_017793631.1	XP_034176952.1, XP_034176951.1
OG0004656	XP_017795747.1	XP_034186958.1, XP_034187043.1
OG0004657	XP_017788418.1	XP_034196673.1, XP_034196671.1
OG0004658	XP_017790557.1	XP_034171676.1
OG0004659	XP_017795951.1	XP_034170994.1, XP_034170993.1
OG0004660	XP_017788400.1	XP_034171235.1
OG0004661	XP_017795515.1	XP_034188678.1
OG0004662	XP_017787922.1	XP_034196520.1
OG0004663	XP_017792568.1	XP_034189141.1
OG0004664	XP_017795306.1	XP_034182150.1
OG0004665	XP_017789314.1	XP_034194472.1
OG0004666	XP_017796148.1	XP_034182188.1
OG0004667	XP_017791736.1	XP_034182080.1
OG0004668	XP_017796138.1	XP_034188430.1, XP_034188431.1
OG0004669	XP_017788067.1	XP_034188595.1
OG0004670	XP_017797948.1	XP_034171182.1
OG0004671	XP_017788364.1	XP_034182713.1, XP_034182714.1
OG0004672	XP_017789345.1	XP_034182238.1
OG0004673	XP_017793744.1	XP_034174743.1
OG0004674	XP_017793746.1	XP_034173773.1, XP_034173774.1
OG0004675	XP_017799260.1	XP_034173322.1
OG0004676	XP_017796408.1	XP_034174607.1
OG0004677	XP_017798082.1	XP_034173691.1
OG0004678	XP_017796943.1	XP_034174797.1
OG0004679	XP_017796359.1	XP_034174367.1
OG0004680	XP_017788296.1	XP_034173589.1
OG0004681	XP_017796104.1	XP_034173867.1
OG0004682	XP_017796409.1	XP_034174851.1
OG0004683	XP_017798213.1	XP_034187706.1
OG0004685	XP_017793706.1	XP_034177309.1
OG0004686	XP_017794839.1	XP_034191273.1, XP_034191272.1
OG0004687	XP_017790784.1	XP_034177448.1
OG0004688	XP_017790645.1	XP_034192626.1
OG0004690	XP_017790731.1	XP_034177607.1
OG0004691	XP_017790709.1	XP_034192955.1
OG0004692	XP_017795005.1	XP_034191304.1
OG0004693	XP_017796796.1	XP_034177587.1
OG0004694	XP_017795787.1	XP_034195942.1, XP_034195943.1, XP_034195941.1
OG0004695	XP_017797497.1	XP_034194436.1
OG0004697	XP_017789144.1	XP_034195058.1
OG0004698	XP_017789919.1	XP_034171110.1
OG0004699	XP_017796919.1	XP_034189033.1
OG0004700	XP_017789177.1	XP_034195416.1
OG0004701	XP_017789026.1	XP_034195471.1
OG0004702	XP_017797556.1	XP_034195534.1
OG0004703	XP_017791662.1	XP_034177144.1
OG0004704	XP_017790606.1, XP_017790605.1	XP_034187951.1, XP_034187943.1
OG0004705	XP_017787801.1	XP_034183994.1
OG0004706	XP_017791664.1	XP_034177283.1
OG0004707	XP_017790027.1	XP_034181114.1
OG0004708	XP_017793210.1	XP_034182524.1
OG0004709	XP_017793788.1	XP_034181460.1
OG0004710	XP_017788531.1	XP_034191966.1
OG0004711	XP_017794024.1	XP_034190633.1
OG0004712	XP_017799468.1	XP_034190502.1
OG0004713	XP_017794114.1	XP_034181820.1
OG0004714	XP_017799462.1	XP_034185543.1
OG0004715	XP_017798865.1	XP_034192462.1
OG0004716	XP_017787429.1	XP_034185408.1
OG0004717	XP_017798858.1	XP_034181895.1
OG0004718	XP_017793166.1	XP_034171292.1
OG0004719	XP_017794091.1	XP_034185311.1
OG0004720	XP_017793968.1	XP_034190336.1
OG0004721	XP_017795291.1	XP_034183990.1
OG0004722	XP_017789807.1	XP_034184474.1
OG0004723	XP_017791765.1	XP_034180497.1, XP_034180489.1
OG0004724	XP_017799425.1	XP_034173545.1
OG0004725	XP_017791991.1	XP_034176465.1, XP_034176466.1
OG0004726	XP_017793188.1	XP_034183719.1
OG0004727	XP_017791090.1	XP_034184325.1
OG0004728	XP_017799355.1	XP_034173468.1
OG0004729	XP_017787370.1	XP_034186212.1
OG0004730	XP_017795743.1	XP_034178700.1
OG0004731	XP_017789746.1	XP_034183576.1
OG0004732	XP_017790825.1	XP_034190044.1
OG0004733	XP_017789447.1	XP_034186332.1
OG0004735	XP_017793870.1	XP_034186010.1
OG0004736	XP_017788304.1	XP_034172662.1
OG0004737	XP_017790257.1	XP_034186122.1
OG0004738	XP_017791804.1	XP_034189753.1
OG0004740	XP_017789940.1	XP_034181397.1
OG0004741	XP_017791561.1	XP_034189956.1
OG0004742	XP_017795432.1	XP_034183593.1
OG0004743	XP_017792976.1	XP_034176709.1, XP_034176707.1
OG0004744	XP_017795589.1	XP_034176052.1
OG0004745	XP_017792827.1, XP_017792826.1	XP_034175427.1
OG0004746	XP_017793446.1	XP_034193314.1
OG0004747	XP_017793428.1	XP_034193372.1
OG0004749	XP_017792833.1	XP_034176516.1
OG0004750	XP_017797545.1	XP_034174889.1
OG0004751	XP_017797554.1	XP_034176090.1
OG0004752	XP_017789220.1	XP_034175838.1
OG0004753	XP_017787585.1	XP_034183141.1, XP_034183142.1
OG0004754	XP_017792427.1	XP_034186467.1
OG0004755	XP_017787577.1	XP_034191145.1
OG0004756	XP_017787530.1	XP_034186476.1
OG0004757	XP_017796285.1	XP_034179078.1, XP_034179079.1
OG0004758	XP_017794812.1	XP_034187161.1
OG0004759	XP_017789709.1	XP_034179132.1
OG0004760	XP_017792337.1	XP_034177606.1
OG0004761	XP_017788980.1	XP_034177964.1
OG0004762	XP_017788814.1	XP_034178481.1
OG0004763	XP_017788728.1	XP_034178641.1
OG0004764	XP_017788885.1	XP_034178787.1
OG0004766	XP_017788871.1	XP_034178050.1
OG0004767	XP_017797541.1	XP_034172162.1
OG0004768	XP_017794600.1	XP_034180679.1, XP_034180680.1
OG0004769	XP_017798571.1	XP_034191828.1
OG0004770	XP_017798530.1	XP_034180097.1
OG0004771	XP_017798600.1	XP_034180847.1
OG0004772	XP_017798649.1	XP_034180040.1
OG0004773	XP_017787973.1	XP_034191772.1
OG0004774	XP_017798507.1	XP_034191466.1
OG0004775	XP_017798526.1	XP_034191994.1, XP_034191993.1
OG0004776	XP_017795481.1	XP_034172307.1
OG0004777	XP_017791856.1	XP_034179932.1
OG0004778	XP_017796710.1	XP_034179166.1
OG0004779	XP_017796589.1	XP_034193651.1
OG0004780	XP_017796566.1	XP_034179303.1
OG0004781	XP_017791806.1	XP_034193661.1
OG0004782	XP_017791810.1	XP_034193673.1
OG0004783	XP_017794797.1	XP_034193683.1
OG0004784	XP_017799601.1	XP_034179424.1
OG0004785	XP_017789556.1	XP_034179229.1
OG0004786	XP_017798413.1	XP_034186744.1
OG0004787	XP_017794977.1, XP_017794847.1	XP_034191209.1
OG0004788	XP_017791537.1	XP_034187145.1, XP_034187146.1
OG0004789	XP_017792608.1	XP_034190745.1
OG0004790	XP_017792385.1	XP_034179178.1
OG0004791	XP_017787799.1	XP_034183394.1
OG0004792	XP_017787832.1	XP_034183550.1
OG0004793	XP_017799079.1	XP_034173391.1
OG0004794	XP_017798817.1	XP_034191573.1
OG0004795	XP_017794243.1	XP_034190828.1
OG0004796	XP_017792017.1	XP_034179554.1
OG0004797	XP_017794187.1	XP_034187004.1
OG0004798	XP_017793206.1	XP_034183631.1
OG0004799	XP_017788241.1	XP_034189847.1
OG0004800	XP_017788217.1	XP_034173678.1
OG0004801	XP_017799265.1	XP_034172249.1, XP_034172248.1
OG0004802	XP_017797895.1	XP_034175621.1
OG0004803	XP_017789318.1	XP_034194316.1
OG0004804	XP_017796398.1	XP_034171311.1
OG0004805	XP_017788259.1	XP_034171025.1
OG0004806	XP_017795960.1	XP_034171926.1, XP_034171922.1
OG0004807	XP_017789637.1	XP_034196527.1
OG0004808	XP_017788396.1, XP_017788395.1	XP_034171655.1
OG0004809	XP_017796491.1	XP_034189265.1
OG0004810	XP_017796471.1	XP_034189083.1
OG0004811	XP_017792732.1	XP_034188796.1
OG0004812	XP_017787879.1	XP_034171897.1
OG0004813	XP_017788456.1	XP_034188992.1
OG0004814	XP_017796473.1	XP_034171328.1
OG0004815	XP_017794480.1	XP_034171758.1
OG0004816	XP_017787761.1	XP_034171146.1
OG0004817	XP_017787756.1	XP_034171148.1
OG0004818	XP_017792629.1	XP_034188827.1
OG0004819	XP_017796422.1	XP_034189413.1
OG0004820	XP_017790608.1	XP_034171595.1
OG0004821	XP_017790543.1	XP_034196452.1
OG0004822	XP_017795509.1	XP_034192245.1
OG0004824	XP_017788713.1	XP_034182526.1
OG0004825	XP_017795310.1	XP_034188301.1
OG0004826	XP_017795045.1	XP_034172394.1
OG0004827	XP_017791727.1	XP_034182236.1
OG0004828	XP_017789572.1	XP_034186169.1
OG0004830	XP_017789323.1	XP_034181912.1
OG0004831	XP_017796174.1	XP_034188452.1
OG0004832	XP_017788283.1	XP_034182712.1
OG0004833	XP_017797949.1	XP_034171791.1
OG0004834	XP_017789438.1	XP_034194358.1
OG0004835	XP_017789383.1	XP_034194370.1
OG0004836	XP_017789305.1	XP_034194345.1
OG0004837	XP_017796850.1	XP_034182550.1
OG0004838	XP_017795311.1	XP_034182145.1
OG0004839	XP_017789252.1	XP_034182006.1
OG0004840	XP_017796356.1	XP_034182083.1
OG0004841	XP_017789485.1	XP_034194507.1
OG0004842	XP_017793177.1	XP_034189708.1
OG0004843	XP_017788056.1	XP_034188599.1
OG0004844	XP_017791987.1	XP_034174479.1
OG0004845	XP_017797262.1	XP_034173845.1
OG0004846	XP_017797263.1	XP_034174348.1
OG0004847	XP_017796759.1	XP_034187807.1
OG0004848	XP_017796882.1	XP_034174775.1
OG0004849	XP_017797224.1	XP_034173931.1
OG0004850	XP_017796088.1	XP_034187832.1
OG0004852	XP_017798270.1	XP_034187425.1
OG0004853	XP_017798075.1	XP_034187377.1
OG0004854	XP_017795489.1	XP_034192156.1
OG0004855	XP_017798176.1	XP_034187643.1
OG0004856	XP_017798171.1	XP_034174616.1
OG0004857	XP_017793749.1	XP_034174748.1
OG0004859	XP_017797107.1	XP_034174138.1
OG0004860	XP_017790995.1	XP_034174555.1
OG0004861	XP_017795279.1	XP_034173968.1
OG0004862	XP_017799347.1	XP_034173183.1
OG0004863	XP_017788650.1	XP_034192706.1
OG0004864	XP_017790697.1	XP_034192624.1
OG0004865	XP_017792130.1	XP_034177479.1
OG0004866	XP_017794980.1	XP_034191312.1
OG0004867	XP_017795057.1	XP_034192833.1, XP_034192834.1
OG0004868	XP_017796012.1	XP_034177390.1
OG0004869	XP_017796044.1	XP_034177379.1
OG0004870	XP_017794979.1	XP_034177925.1
OG0004871	XP_017794922.1	XP_034191242.1
OG0004873	XP_017790674.1	XP_034176941.1
OG0004874	XP_017798968.1	XP_034172100.1
OG0004875	XP_017790003.1, XP_017790004.1	XP_034194186.1
OG0004876	XP_017790849.1	XP_034177092.1
OG0004877	XP_017790832.1	XP_034192800.1
OG0004878	XP_017788652.1	XP_034177898.1
OG0004879	XP_017790680.1	XP_034177760.1
OG0004880	XP_017793596.1	XP_034177050.1
OG0004881	XP_017790703.1	XP_034192939.1
OG0004882	XP_017795415.1	XP_034192652.1
OG0004883	XP_017792198.1	XP_034177457.1
OG0004884	XP_017792126.1	XP_034177004.1
OG0004885	XP_017793660.1	XP_034176794.1
OG0004887	XP_017790827.1	XP_034177815.1
OG0004888	XP_017790646.1	XP_034192638.1
OG0004889	XP_017796023.1	XP_034177183.1
OG0004891	XP_017796126.1	XP_034184032.1
OG0004892	XP_017793717.1	XP_034196238.1
OG0004893	XP_017790898.1	XP_034188708.1
OG0004894	XP_017789194.1	XP_034196111.1
OG0004895	XP_017789034.1	XP_034193643.1
OG0004896	XP_017796940.1	XP_034189028.1
OG0004897	XP_017797635.1	XP_034195428.1
OG0004898	XP_017797464.1	XP_034195666.1, XP_034195667.1
OG0004899	XP_017793724.1	XP_034194362.1
OG0004900	XP_017793546.1	XP_034191713.1
OG0004901	XP_017795833.1	XP_034196364.1
OG0004902	XP_017797597.1	XP_034195538.1
OG0004903	XP_017797619.1	XP_034196149.1
OG0004904	XP_017799026.1	XP_034173208.1
OG0004905	XP_017790162.1	XP_034196133.1
OG0004906	XP_017792338.1	XP_034190483.1
OG0004907	XP_017793518.1	XP_034195890.1
OG0004910	XP_017797644.1	XP_034196185.1
OG0004911	XP_017789924.1	XP_034179672.1
OG0004912	XP_017797659.1	XP_034196155.1
OG0004913	XP_017797567.1	XP_034196157.1
OG0004914	XP_017791634.1	XP_034184805.1
OG0004915	XP_017797617.1	XP_034194872.1
OG0004916	XP_017797477.1	XP_034195410.1
OG0004917	XP_017791673.1	XP_034185222.1
OG0004918	XP_017797944.1	XP_034185572.1, XP_034185573.1
OG0004919	XP_017790382.1	XP_034181232.1
OG0004920	XP_017794496.1	XP_034185016.1
OG0004921	XP_017793510.1	XP_034181530.1
OG0004922	XP_017795666.1	XP_034187978.1
OG0004923	XP_017791657.1	XP_034176977.1
OG0004924	XP_017795347.1	XP_034185000.1
OG0004925	XP_017790475.1	XP_034181172.1
OG0004926	XP_017791050.1	XP_034175252.1
OG0004929	XP_017787843.1	XP_034190228.1
OG0004930	XP_017787858.1	XP_034194187.1
OG0004931	XP_017794094.1	XP_034190317.1
OG0004932	XP_017797958.1	XP_034190698.1
OG0004933	XP_017794544.1	XP_034172613.1
OG0004934	XP_017789914.1	XP_034187891.1
OG0004935	XP_017799492.1	XP_034184942.1
OG0004936	XP_017795497.1	XP_034194769.1, XP_034194018.1
OG0004937	XP_017791165.1	XP_034185080.1
OG0004938	XP_017791254.1	XP_034185123.1
OG0004939	XP_017790374.1	XP_034181790.1, XP_034181791.1
OG0004940	XP_017790870.1	XP_034171029.1
OG0004941	XP_017793311.1	XP_034181267.1
OG0004942	XP_017787421.1	XP_034190364.1
OG0004943	XP_017787442.1	XP_034184652.1
OG0004944	XP_017798842.1	XP_034181143.1
OG0004945	XP_017798824.1	XP_034187917.1
OG0004946	XP_017795333.1	XP_034180113.1
OG0004947	XP_017788565.1	XP_034180923.1
OG0004948	XP_017797936.1	XP_034196202.1
OG0004949	XP_017798868.1	XP_034181477.1
OG0004951	XP_017788542.1	XP_034191967.1
OG0004952	XP_017794101.1	XP_034181042.1
OG0004953	XP_017790525.1	XP_034181148.1
OG0004954	XP_017787395.1	XP_034185312.1
OG0004955	XP_017788532.1	XP_034191949.1
OG0004956	XP_017787418.1	XP_034184732.1, XP_034184731.1
OG0004957	XP_017798860.1	XP_034181897.1
OG0004958	XP_017790563.1	XP_034187967.1
OG0004959	XP_017797963.1	XP_034190386.1
OG0004960	XP_017787501.1	XP_034185228.1
OG0004961	XP_017798931.1	XP_034187903.1
OG0004962	XP_017799577.1	XP_034185555.1
OG0004963	XP_017791236.1	XP_034190622.1
OG0004964	XP_017791097.1	XP_034190691.1
OG0004965	XP_017798888.1	XP_034188111.1
OG0004966	XP_017799429.1	XP_034171220.1
OG0004967	XP_017797319.1	XP_034186404.1
OG0004968	XP_017797347.1	XP_034186420.1
OG0004969	XP_017791075.1	XP_034185590.1, XP_034185587.1
OG0004970	XP_017791273.1	XP_034185592.1
OG0004971	XP_017795093.1	XP_034184342.1
OG0004972	XP_017797317.1	XP_034184316.1
OG0004973	XP_017791078.1	XP_034184737.1
OG0004974	XP_017791074.1	XP_034184807.1
OG0004975	XP_017787398.1	XP_034182125.1
OG0004976	XP_017794134.1	XP_034174021.1
OG0004977	XP_017797328.1	XP_034184455.1
OG0004978	XP_017799426.1	XP_034171254.1
OG0004979	XP_017794393.1	XP_034186518.1
OG0004980	XP_017789579.1	XP_034193243.1
OG0004981	XP_017799151.1	XP_034172945.1, XP_034172947.1
OG0004982	XP_017791618.1	XP_034194780.1
OG0004983	XP_017795185.1	XP_034192967.1
OG0004984	XP_017795735.1	XP_034178686.1
OG0004985	XP_017797938.1	XP_034195235.1
OG0004986	XP_017799576.1	XP_034184412.1
OG0004987	XP_017791438.1	XP_034184074.1
OG0004988	XP_017788549.1	XP_034191696.1
OG0004989	XP_017793918.1	XP_034183404.1
OG0004990	XP_017790149.1	XP_034185958.1
OG0004991	XP_017796729.1	XP_034186313.1
OG0004992	XP_017791564.1	XP_034183484.1
OG0004993	XP_017789621.1	XP_034185903.1
OG0004994	XP_017791477.1	XP_034189757.1
OG0004995	XP_017790787.1	XP_034185719.1
OG0004996	XP_017791600.1	XP_034183482.1
OG0004997	XP_017795412.1	XP_034183872.1
OG0004998	XP_017791624.1	XP_034189991.1
OG0004999	XP_017792452.1	XP_034185863.1
OG0005000	XP_017791546.1	XP_034189684.1, XP_034189685.1
OG0005002	XP_017789533.1	XP_034185922.1
OG0005003	XP_017790910.1	XP_034189761.1
OG0005004	XP_017789290.1	XP_034185998.1
OG0005005	XP_017789327.1	XP_034186047.1
OG0005006	XP_017789830.1	XP_034186209.1
OG0005007	XP_017789802.1	XP_034186297.1
OG0005008	XP_017791234.1	XP_034189778.1
OG0005009	XP_017791951.1	XP_034195770.1
OG0005010	XP_017793152.1	XP_034193442.1
OG0005012	XP_017794161.1	XP_034190816.1
OG0005013	XP_017793411.1	XP_034175816.1
OG0005014	XP_017792523.1	XP_034175277.1
OG0005015	XP_017787515.1	XP_034187865.1
OG0005016	XP_017792973.1	XP_034176155.1
OG0005017	XP_017790334.1	XP_034175193.1
OG0005018	XP_017794191.1	XP_034177748.1
OG0005019	XP_017794222.1	XP_034177944.1
OG0005020	XP_017792856.1	XP_034174914.1, XP_034174913.1
OG0005022	XP_017795588.1	XP_034176005.1
OG0005023	XP_017792660.1	XP_034192431.1
OG0005024	XP_017789680.1	XP_034192163.1
OG0005025	XP_017792662.1, XP_017787425.1	XP_034188115.1
OG0005026	XP_017795841.1	XP_034181850.1
OG0005027	XP_017792962.1	XP_034193395.1
OG0005028	XP_017793037.1	XP_034176261.1, XP_034176260.1
OG0005029	XP_017795539.1	XP_034175963.1
OG0005030	XP_017789613.1	XP_034187884.1
OG0005031	XP_017795037.1	XP_034186397.1
OG0005032	XP_017789653.1	XP_034179244.1
OG0005033	XP_017789568.1, XP_017789567.1	XP_034179094.1
OG0005034	XP_017787525.1	XP_034186486.1
OG0005035	XP_017787550.1	XP_034191121.1
OG0005036	XP_017787592.1	XP_034191127.1
OG0005037	XP_017794947.1	XP_034183039.1
OG0005038	XP_017791499.1	XP_034186582.1
OG0005039	XP_017796288.1	XP_034179770.1
OG0005040	XP_017791336.1	XP_034183287.1
OG0005041	XP_017791502.1	XP_034186875.1
OG0005042	XP_017788772.1	XP_034177999.1
OG0005043	XP_017796215.1	XP_034192373.1
OG0005044	XP_017788979.1	XP_034177959.1
OG0005045	XP_017788839.1	XP_034178829.1
OG0005046	XP_017788844.1	XP_034178833.1
OG0005047	XP_017797718.1	XP_034180363.1
OG0005048	XP_017799015.1	XP_034172206.1
OG0005049	XP_017787994.1	XP_034180184.1
OG0005050	XP_017798543.1	XP_034191790.1, XP_034191782.1
OG0005051	XP_017798946.1, XP_017798705.1	XP_034180041.1
OG0005052	XP_017798535.1	XP_034180786.1
OG0005053	XP_017798525.1	XP_034192124.1
OG0005054	XP_017798562.1	XP_034192039.1
OG0005055	XP_017797736.1	XP_034192058.1
OG0005057	XP_017797796.1	XP_034180525.1
OG0005059	XP_017794540.1	XP_034173279.1
OG0005060	XP_017787408.1	XP_034178904.1
OG0005061	XP_017795883.1	XP_034193856.1
OG0005062	XP_017792926.1	XP_034181068.1
OG0005063	XP_017791818.1	XP_034179518.1, XP_034179517.1
OG0005064	XP_017791812.1	XP_034179530.1
OG0005065	XP_017794752.1	XP_034193680.1
OG0005066	XP_017793552.1	XP_034193933.1
OG0005067	XP_017792903.1	XP_034179283.1
OG0005068	XP_017791800.1	XP_034193903.1
OG0005069	XP_017789633.1	XP_034193489.1
OG0005070	XP_017794751.1	XP_034193478.1, XP_034193477.1
OG0005071	XP_017796338.1	XP_034179025.1
OG0005072	XP_017796302.1	XP_034179038.1
OG0005073	XP_017793523.1	XP_034194002.1
OG0005074	XP_017793031.1	XP_034173799.1
OG0005075	XP_017792918.1	XP_034179457.1, XP_034179455.1
OG0005076	XP_017796669.1	XP_034179194.1
OG0005077	XP_017789555.1	XP_034179232.1, XP_034179231.1
OG0005078	XP_017795915.1	XP_034193981.1
OG0005079	XP_017796839.1	XP_034179627.1
OG0005080	XP_017794897.1	XP_034191287.1
OG0005081	XP_017792780.1	XP_034182849.1
OG0005082	XP_017794912.1	XP_034191393.1
OG0005083	XP_017794911.1	XP_034191327.1
OG0005084	XP_017791520.1	XP_034186806.1, XP_034186807.1
OG0005085	XP_017796740.1	XP_034183007.1
OG0005086	XP_017792599.1	XP_034190748.1
OG0005087	XP_017798425.1	XP_034186851.1
OG0005088	XP_017798449.1	XP_034186772.1
OG0005089	XP_017798301.1	XP_034186912.1
OG0005090	XP_017797700.1	XP_034180194.1
OG0005091	XP_017795424.1	XP_034192264.1, XP_034192262.1
OG0005092	XP_017797048.1	XP_034173980.1
OG0005093	XP_017795153.1	XP_034178424.1
OG0005094	XP_017790998.1	XP_034178562.1
OG0005095	XP_017791010.1	XP_034173219.1
OG0005096	XP_017797909.1	XP_034181631.1, XP_034181629.1
OG0005097	XP_017799006.1	XP_034172916.1
OG0005098	XP_017799099.1	XP_034172933.1
OG0005099	XP_017799124.1	XP_034173482.1
OG0005100	XP_017797927.1	XP_034196256.1
OG0005102	XP_017796722.1	XP_034187498.1
OG0005103	XP_017799182.1	XP_034173172.1
OG0005104	XP_017794307.1	XP_034186941.1
OG0005105	XP_017796123.1	XP_034196339.1
OG0005107	XP_017797879.1	XP_034176567.1
OG0005108	XP_017792819.1	XP_034179022.1
OG0005109	XP_017799310.1	XP_034172501.1, XP_034172506.1
OG0005110	XP_017796416.1	XP_034189326.1
OG0005111	XP_017788262.1	XP_034189309.1, XP_034189307.1
OG0005112	XP_017797299.1	XP_034171858.1
OG0005113	XP_017788277.1	XP_034170891.1
OG0005114	XP_017794624.1	XP_034171943.1
OG0005115	XP_017796548.1	XP_034189254.1
OG0005116	XP_017791580.1	XP_034186222.1
OG0005117	XP_017789436.1	XP_034189597.1
OG0005118	XP_017789269.1	XP_034175170.1
OG0005119	XP_017793471.1	XP_034175837.1
OG0005120	XP_017792050.1	XP_034184986.1
OG0005121	XP_017792518.1	XP_034185015.1
OG0005122	XP_017790341.1	XP_034193192.1
OG0005123	XP_017788934.1	XP_034178243.1
OG0005124	XP_017797762.1	XP_034191537.1
OG0005125	XP_017796618.1	XP_034179220.1
OG0005126	XP_017792061.1	XP_034172477.1
OG0005127	XP_017788310.1	XP_034172624.1, XP_034172625.1
OG0005128	XP_017794564.1	XP_034173608.1
OG0005129	XP_017789658.1	XP_034195537.1
OG0005130	XP_017789707.1	XP_034195650.1
OG0005131	XP_017797305.1	XP_034173234.1
OG0005132	XP_017796542.1	XP_034189242.1
OG0005133	XP_017787759.1	XP_034171149.1
OG0005134	XP_017787902.1	XP_034171455.1
OG0005135	XP_017788682.1	XP_034182005.1
OG0005136	XP_017797282.1	XP_034174457.1
OG0005137	XP_017798154.1	XP_034173673.1
OG0005138	XP_017797052.1	XP_034173948.1
OG0005139	XP_017790715.1	XP_034177090.1
OG0005140	XP_017791938.1	XP_034176910.1
OG0005141	XP_017793656.1	XP_034176927.1
OG0005142	XP_017793601.1	XP_034174669.1
OG0005143	XP_017794966.1	XP_034191332.1
OG0005144	XP_017792124.1	XP_034177482.1
OG0005145	XP_017792312.1	XP_034178089.1
OG0005146	XP_017792335.1	XP_034178284.1
OG0005147	XP_017793898.1	XP_034181461.1
OG0005148	XP_017787438.1	XP_034185226.1
OG0005149	XP_017794381.1	XP_034185604.1
OG0005150	XP_017799184.1	XP_034173181.1
OG0005151	XP_017797181.1	XP_034174091.1
OG0005152	XP_017788303.1	XP_034172214.1
OG0005153	XP_017788101.1	XP_034188475.1
OG0005154	XP_017792934.1	XP_034179828.1
OG0005155	XP_017792446.1	XP_034186445.1
OG0005156	XP_017795727.1	XP_034184138.1
OG0005157	XP_017794052.1	XP_034190295.1
OG0005158	XP_017799544.1	XP_034190508.1
OG0005159	XP_017788145.1	XP_034188474.1
OG0005160	XP_017789114.1	XP_034195171.1
OG0005161	XP_017796970.1	XP_034173939.1
OG0005162	XP_017791735.1	XP_034188240.1
OG0005163	XP_017791807.1	XP_034178988.1
OG0005164	XP_017799597.1, XP_017799596.1	XP_034185562.1
OG0005165	XP_017791389.1	XP_034183254.1
OG0005166	XP_017787818.1	XP_034175695.1
OG0005167	XP_017794232.1, XP_017794229.1	XP_034177996.1
OG0005168	XP_017797486.1	XP_034172393.1
OG0005169	XP_017797986.1	XP_034190490.1
OG0005170	XP_017787485.1	XP_034184875.1
OG0005171	XP_017797323.1	XP_034186433.1
OG0005172	XP_017796239.1	XP_034187500.1, XP_034187501.1
OG0005173	XP_017794643.1	XP_034180279.1
OG0005174	XP_017799144.1	XP_034172961.1
OG0005175	XP_017792375.1	XP_034191465.1
OG0005176	XP_017787825.1	XP_034189590.1
OG0005177	XP_017790778.1	XP_034192634.1
OG0005178	XP_017795496.1	XP_034183782.1
OG0005179	XP_017796245.1	XP_034187666.1
OG0005180	XP_017791052.1	XP_034170844.1
OG0005181	XP_017791053.1	XP_034175879.1
OG0005182	XP_017790096.1	XP_034187067.1
OG0005183	XP_017798743.1	XP_034191505.1, XP_034195281.1, XP_034195259.1
OG0005184	XP_017793973.1	XP_034190207.1
OG0005185	XP_017788079.1, XP_017788080.1	XP_034188489.1
OG0005186	XP_017788028.1	XP_034188373.1
OG0005187	XP_017789406.1	XP_034194285.1
OG0005188	XP_017792209.1	XP_034176780.1, XP_034176781.1
OG0005189	XP_017788837.1	XP_034178711.1, XP_034178710.1
OG0005190	XP_017791601.1	XP_034189983.1
OG0005191	XP_017796831.1	XP_034186224.1
OG0005192	XP_017790137.1	XP_034185837.1
OG0005193	XP_017792071.1	XP_034189743.1
OG0005194	XP_017789545.1	XP_034183784.1
OG0005195	XP_017789276.1	XP_034175663.1
OG0005196	XP_017789282.1	XP_034176087.1
OG0005197	XP_017796282.1	XP_034179077.1
OG0005198	XP_017791511.1	XP_034191363.1
OG0005199	XP_017787583.1	XP_034191222.1
OG0005200	XP_017787710.1	XP_034182925.1
OG0005201	XP_017788798.1	XP_034178263.1
OG0005202	XP_017788845.1	XP_034178216.1
OG0005203	XP_017789870.1	XP_034178801.1
OG0005204	XP_017789842.1	XP_034178466.1
OG0005205	XP_017789874.1	XP_034178469.1
OG0005206	XP_017797823.1	XP_034191551.1, XP_034191550.1
OG0005207	XP_017798738.1	XP_034192045.1
OG0005208	XP_017798753.1	XP_034191600.1
OG0005209	XP_017798722.1	XP_034180606.1
OG0005210	XP_017798572.1	XP_034191842.1
OG0005211	XP_017798630.1	XP_034179996.1, XP_034179997.1
OG0005212	XP_017788354.1	XP_034172865.1
OG0005213	XP_017796470.1	XP_034189273.1
OG0005214	XP_017790537.1	XP_034171601.1, XP_034171603.1, XP_034171602.1
OG0005215	XP_017795947.1	XP_034170908.1
OG0005216	XP_017795309.1	XP_034188323.1
OG0005217	XP_017788062.1	XP_034181906.1
OG0005218	XP_017794838.1	XP_034191314.1
OG0005219	XP_017789202.1	XP_034195813.1
OG0005220	XP_017789153.1	XP_034194558.1
OG0005221	XP_017787767.1	XP_034184941.1
OG0005222	XP_017790928.1	XP_034171949.1
OG0005223	XP_017794078.1	XP_034181270.1
