Orthogroup	Habropoda_laboriosa	Ceratina_calcarata
OG0003275	XP_017787935.1, XP_017787933.1	XP_017893574.1
OG0003276	XP_017794591.1	XP_017877337.1, XP_017884366.1, XP_017877338.1
OG0003277	XP_017792581.1	XP_026675118.1
OG0003278	XP_017797388.1	XP_017876994.1
OG0003279	XP_017794903.1	XP_017886674.1
OG0003280	XP_017798906.1	XP_017893286.1, XP_017893285.1
OG0003281	XP_017790899.1	XP_017883170.1, XP_017885405.1
OG0003282	XP_017794400.1	XP_017881835.1
OG0003283	XP_017787360.1	XP_017881272.1
OG0003284	XP_017791954.1	XP_026673843.1
OG0003285	XP_017790230.1	XP_017889206.1
OG0003286	XP_017790883.1	XP_026674880.1
OG0003287	XP_017790940.1	XP_017891294.1
OG0003288	XP_017795273.1	XP_017891711.1, XP_017891712.1, XP_026675094.1
OG0003289	XP_017795264.1	XP_017878425.1
OG0003290	XP_017790047.1	XP_017882005.1, XP_017882007.1
OG0003291	XP_017790711.1	XP_017883565.1, XP_026671067.1, XP_017883567.1, XP_017883566.1
OG0003292	XP_017790790.1	XP_026668305.1
OG0003293	XP_017791510.1	XP_017888389.1, XP_017888390.1
OG0003294	XP_017789681.1	XP_017881115.1
OG0003295	XP_017789074.1	XP_017884758.1
OG0003296	XP_017789092.1, XP_017789091.1	XP_017884759.1
OG0003297	XP_017796758.1	XP_017881281.1, XP_017881279.1, XP_017881280.1
OG0003298	XP_017796274.1	XP_017885452.1
OG0003300	XP_017793208.1	XP_017882680.1
OG0003301	XP_017793876.1	XP_017882254.1
OG0003302	XP_017795475.1	XP_017882132.1
OG0003303	XP_017795467.1	XP_017876677.1, XP_017876678.1
OG0003304	XP_017796766.1	XP_017888113.1
OG0003305	XP_017798651.1	XP_026668170.1, XP_026668171.1, XP_017877563.1
OG0003306	XP_017798644.1	XP_017888090.1, XP_017888091.1
OG0003307	XP_017787664.1	XP_026672605.1
OG0003308	XP_017798666.1, XP_017798658.1	XP_017881146.1
OG0003309	XP_017793305.1	XP_017881071.1
OG0003310	XP_017791831.1	XP_017889900.1
OG0003311	XP_017791809.1	XP_017889752.1
OG0003312	XP_017796666.1	XP_026674207.1
OG0003313	XP_017796577.1	XP_017886443.1
OG0003314	XP_017792987.1	XP_026666621.1
OG0003315	XP_017791134.1	XP_017881406.1
OG0003316	XP_017791294.1	XP_017881408.1
OG0003317	XP_017788151.1	XP_017884065.1
OG0003318	XP_017796146.1	XP_017886085.1, XP_017886084.1
OG0003319	XP_017789840.1	XP_017886199.1, XP_017886137.1
OG0003320	XP_017796045.1	XP_017891372.1
OG0003321	XP_017796049.1	XP_017876408.1
OG0003322	XP_017797827.1, XP_017787762.1	XP_017879327.1
OG0003323	XP_017787745.1	XP_026668920.1
OG0003324	XP_017791708.1	XP_017891899.1
OG0003325	XP_017794104.1	XP_017892983.1
OG0003326	XP_017787459.1	XP_026673667.1
OG0003327	XP_017793683.1	XP_017883152.1
OG0003328	XP_017798709.1	XP_017884612.1
OG0003329	XP_017787834.1	XP_026671978.1
OG0003330	XP_017792477.1	XP_017877104.1, XP_017888327.1
OG0003331	XP_017787596.1	XP_017880189.1
OG0003332	XP_017787600.1	XP_017880140.1
OG0003333	XP_017787716.1	XP_017888540.1
OG0003334	XP_017787698.1	XP_026673552.1
OG0003335	XP_017792622.1	XP_017888157.1
OG0003336	XP_017795176.1	XP_017887992.1
OG0003337	XP_017789201.1	XP_026675516.1
OG0003338	XP_017789162.1	XP_017891097.1
OG0003339	XP_017787725.1	XP_017888274.1
OG0003340	XP_017791003.1	XP_017891907.1
OG0003341	XP_017798542.1	XP_017884579.1
OG0003342	XP_017798565.1	XP_017884788.1
OG0003343	XP_017798597.1	XP_017884814.1
OG0003344	XP_017798667.1	XP_017884843.1
OG0003345	XP_017794453.1	XP_017884227.1
OG0003346	XP_017794465.1	XP_017880470.1
OG0003347	XP_017790125.1	XP_017883910.1
OG0003348	XP_017790045.1	XP_017883884.1
OG0003349	XP_017789841.1	XP_017875722.1
OG0003350	XP_017790669.1	XP_017875700.1
OG0003351	XP_017789950.1	XP_026670451.1
OG0003352	XP_017789506.1	XP_017891824.1
OG0003353	XP_017789815.1	XP_017876693.1
OG0003354	XP_017789822.1	XP_026667615.1, XP_017876489.1
OG0003355	XP_017789809.1	XP_017876458.1
OG0003356	XP_017789824.1	XP_026672600.1, XP_026672599.1
OG0003357	XP_017795392.1	XP_017886605.1
OG0003358	XP_017790255.1	XP_017876265.1
OG0003359	XP_017792862.1	XP_017892145.1, XP_017889193.2, XP_017888594.2
OG0003360	XP_017789270.1	XP_017876471.1, XP_017876481.1
OG0003361	XP_017789275.1	XP_017890444.1
OG0003362	XP_017789250.1	XP_017878627.1, XP_017878629.1
OG0003363	XP_017793387.1	XP_017876749.2
OG0003364	XP_017793409.1	XP_017880381.1
OG0003365	XP_017793476.1	XP_017892876.1
OG0003366	XP_017793439.1	XP_017881970.1
OG0003367	XP_017793368.1	XP_017879965.1, XP_017879968.1, XP_017879967.1
OG0003368	XP_017793341.1	XP_017878418.1
OG0003369	XP_017791678.1	XP_017877492.1
OG0003370	XP_017791179.1	XP_026673172.1
OG0003371	XP_017791401.1	XP_017888498.1
OG0003372	XP_017791331.1	XP_017891014.1, XP_017875328.1
OG0003373	XP_017791412.1	XP_017879899.1
OG0003374	XP_017795047.1	XP_017877129.1
OG0003375	XP_017787527.1	XP_017886759.1
OG0003376	XP_017796348.1	XP_017878810.1
OG0003377	XP_017798238.1	XP_017878061.1
OG0003378	XP_017791988.1	XP_017877891.1
OG0003379	XP_017797281.1, XP_017797278.1	XP_017878019.1
OG0003380	XP_017798221.1	XP_017878058.1
OG0003381	XP_017798143.1	XP_017878771.2
OG0003382	XP_017798111.1	XP_017878801.1
OG0003383	XP_017791092.1	XP_017877501.1, XP_017877502.1, XP_017877500.1
OG0003384	XP_017791162.1	XP_017885541.1
OG0003385	XP_017796990.1, XP_017795748.1, XP_017792115.1	XP_017882666.1
OG0003386	XP_017795860.1	XP_017886995.1
OG0003387	XP_017795864.1	XP_017887111.1, XP_017887110.1
OG0003388	XP_017789990.1	XP_017884124.1
OG0003389	XP_017788648.1	XP_017890086.1
OG0003390	XP_017788519.1	XP_017885672.1
OG0003391	XP_017790139.1	XP_026667937.1
OG0003392	XP_017792168.1	XP_017883588.1
OG0003393	XP_017790831.1	XP_017875844.1
OG0003394	XP_017790763.1	XP_017890191.1, XP_026674342.1
OG0003396	XP_017791687.1	XP_017880923.1
OG0003397	XP_017792066.1	XP_026672318.1
OG0003398	XP_017789077.1	XP_017878682.1
OG0003399	XP_017792951.1	XP_017875318.1
OG0003400	XP_017789320.1	XP_017880857.1
OG0003401	XP_017794238.1	XP_026670718.1
OG0003402	XP_017794153.1	XP_026670715.1
OG0003403	XP_017794297.1	XP_017884388.1
OG0003404	XP_017796509.1	XP_017883811.1
OG0003405	XP_017796552.1	XP_017879191.1
OG0003406	XP_017788377.1	XP_017879367.1
OG0003407	XP_017797915.1	XP_017876891.1
OG0003408	XP_017790099.1	XP_017881807.1
OG0003409	XP_017791586.1	XP_017877424.1, XP_017877426.1
OG0003410	XP_017796853.1	XP_017886011.1, XP_017891844.2
OG0003411	XP_017796379.1	XP_017891861.1, XP_026675219.1, XP_026675218.1
OG0003412	XP_017792382.1	XP_017885980.1
OG0003413	XP_017792282.1	XP_017885871.1
OG0003414	XP_017791548.1	XP_026670395.1
OG0003416	XP_017790247.1	XP_026673777.1
OG0003417	XP_017795257.1	XP_017875641.1
OG0003418	XP_017794942.1	XP_017879460.1
OG0003419	XP_017792370.1	XP_026673132.1, XP_026673131.1
OG0003420	XP_017788219.1	XP_017887651.1
OG0003421	XP_017797981.1	XP_017888650.1
OG0003422	XP_017792151.1	XP_017879553.1
OG0003423	XP_017793071.1	XP_017878966.1
OG0003424	XP_017793053.1	XP_017878395.1
OG0003425	XP_017793013.1	XP_017887465.1
OG0003426	XP_017793141.1	XP_017878524.1
OG0003427	XP_017795801.1	XP_017891280.1
OG0003428	XP_017799029.1	XP_026673412.1
OG0003429	XP_017799179.1	XP_026671284.1, XP_026671285.1
OG0003430	XP_017791441.1	XP_017882295.1, XP_017891412.2
OG0003432	XP_017799245.1	XP_017888194.1
OG0003433	XP_017799272.1	XP_017875877.1
OG0003434	XP_017799070.1	XP_017889008.1
OG0003435	XP_017788317.1	XP_026669114.1
OG0003436	XP_017799242.1	XP_017889118.1
OG0003437	XP_017788348.1	XP_017883336.1, XP_026670977.1
OG0003438	XP_017799016.1	XP_017890810.1
OG0003439	XP_017788302.1	XP_017876161.1
OG0003440	XP_017788356.1	XP_017877988.1
OG0003441	XP_017788298.1	XP_017878070.1
OG0003442	XP_017797396.1	XP_017890259.1, XP_017888251.1
OG0003443	XP_017792744.1	XP_017878933.1
OG0003444	XP_017795555.1	XP_017890052.1
OG0003445	XP_017795701.1	XP_017887442.1, XP_026673000.1
OG0003446	XP_017793867.1	XP_026667709.1, XP_017876549.1, XP_017876548.1
OG0003447	XP_017794939.1	XP_017886675.1
OG0003448	XP_017795089.1	XP_026670873.1
OG0003449	XP_017798352.1	XP_026667942.1, XP_017877215.1
OG0003450	XP_017798473.1	XP_017877217.1, XP_017877216.1
OG0003451	XP_017797422.1	XP_017888997.1
OG0003452	XP_017795950.1	XP_026667823.1, XP_026667824.1
OG0003453	XP_017787924.1	XP_017893567.1
OG0003454	XP_017792056.1	XP_017880454.1
OG0003455	XP_017790490.1, XP_017790457.1	XP_017876803.1
OG0003456	XP_017787917.1	XP_017893568.1
OG0003457	XP_017798677.1, XP_017798794.1	XP_017881867.1, XP_026670210.1
OG0003458	XP_017789495.1	XP_026671869.1, XP_017885423.1
OG0003459	XP_017788061.1	XP_017882457.1
OG0003460	XP_017788340.1	XP_026675377.1
OG0003461	XP_017788294.1	XP_017882488.1
OG0003462	XP_017798596.1	XP_017891656.1
OG0003463	XP_017798068.1	XP_017878793.1
OG0003466	XP_017797157.1, XP_017797158.1	XP_026670127.1
OG0003467	XP_017793797.1	XP_017881164.2
OG0003468	XP_017798112.1	XP_026670176.1, XP_026670175.1
OG0003469	XP_017796903.1	XP_026667587.1
OG0003470	XP_017796134.1	XP_026670155.1, XP_017881711.1
OG0003471	XP_017796232.1	XP_017891494.1, XP_017891493.1
OG0003472	XP_017793604.1	XP_026675305.1, XP_017879922.1
OG0003473	XP_017792384.1	XP_017885205.1
OG0003474	XP_017793705.1	XP_017883163.1
OG0003475	XP_017797485.1	XP_017883355.1
OG0003476	XP_017789094.1	XP_026672007.1
OG0003478	XP_017796135.1	XP_017876961.2
OG0003479	XP_017790379.1	XP_026670938.1
OG0003480	XP_017795613.1	XP_026675490.1
OG0003481	XP_017792513.1	XP_017892658.2
OG0003482	XP_017790246.1	XP_017884610.1
OG0003483	XP_017795644.1	XP_026673279.1, XP_026673280.1
OG0003484	XP_017794256.1	XP_017893528.1
OG0003485	XP_017794495.1	XP_017883625.1
OG0003486	XP_017787521.1	XP_017888857.1, XP_026673653.1
OG0003487	XP_017791297.1	XP_017881469.1
OG0003488	XP_017790207.1	XP_017885513.1
OG0003489	XP_017787471.1	XP_026674390.1
OG0003490	XP_017795341.1	XP_017893684.1
OG0003491	XP_017791127.1	XP_017883461.1
OG0003493	XP_017799484.1	XP_026672954.1
OG0003494	XP_017794421.1	XP_026668444.1
OG0003495	XP_017790877.1	XP_026672200.1
OG0003496	XP_017788585.1	XP_026675259.1
OG0003497	XP_017790228.1	XP_026672271.1, XP_017876451.1
OG0003498	XP_017795407.1	XP_017875592.1, XP_017883891.1
OG0003499	XP_017790611.1	XP_017891943.1
OG0003500	XP_017792489.1	XP_017882198.1
OG0003503	XP_017795443.1	XP_017876626.1
OG0003504	XP_017790204.1, XP_017790198.1, XP_017790182.1, XP_017790190.1	XP_017875661.1
OG0003505	XP_017790021.1	XP_017876674.1
OG0003506	XP_017789939.1	XP_017876730.1
OG0003507	XP_017790729.1	XP_017882157.1
OG0003508	XP_017792394.1	XP_017884693.1
OG0003509	XP_017798959.1	XP_017888932.1
OG0003510	XP_017793049.1	XP_017879058.1
OG0003511	XP_017792959.1	XP_026668823.1
OG0003512	XP_017793117.1, XP_017793116.1	XP_017880014.1
OG0003513	XP_017790263.1	XP_026666451.1, XP_017892864.1
OG0003514	XP_017793378.1	XP_026674553.1, XP_026674551.1, XP_026674552.1
OG0003515	XP_017793465.1	XP_017890468.1
OG0003516	XP_017792524.1	XP_017889559.1
OG0003517	XP_017788363.1	XP_017883331.1
OG0003518	XP_017787567.1	XP_017880176.1
OG0003519	XP_017787588.1	XP_026668291.1, XP_026673482.1
OG0003520	XP_017796286.1	XP_017886299.1
OG0003521	XP_017798347.1	XP_017886059.1
OG0003522	XP_017789641.1	XP_026675001.1, XP_017891613.1
OG0003523	XP_017791487.1	XP_017892144.2, XP_017889306.1
OG0003524	XP_017788866.1	XP_017890291.1
OG0003525	XP_017791314.1	XP_026668282.1
OG0003527	XP_017794538.1	XP_017893165.1
OG0003529	XP_017798979.1	XP_017888258.1
OG0003530	XP_017797750.1	XP_026671583.1
OG0003531	XP_017797722.1	XP_017884878.1, XP_017884881.1
OG0003532	XP_017799249.1	XP_026669128.1
OG0003533	XP_017796597.1	XP_017889582.1
OG0003534	XP_017796571.1	XP_017889870.1
OG0003535	XP_017787963.1	XP_017886361.1, XP_017886354.1
OG0003536	XP_017796628.1	XP_026674076.1, XP_026674074.1
OG0003537	XP_017799048.1	XP_026674962.1
OG0003538	XP_017794774.1	XP_017889744.1
OG0003539	XP_017796707.1	XP_026672497.1
OG0003540	XP_017792944.1	XP_017889762.1
OG0003541	XP_017795903.1	XP_017878353.1, XP_026668515.1
OG0003542	XP_017792785.1	XP_026675557.1
OG0003544	XP_017798402.1	XP_017892689.1
OG0003546	XP_017793883.1	XP_026667705.1
OG0003547	XP_017795137.1	XP_026667332.1
OG0003548	XP_017791945.1	XP_026670987.1
OG0003549	XP_017791948.1, XP_017791949.1	XP_017883436.1
OG0003550	XP_017789364.1	XP_017887330.1
OG0003552	XP_017788376.1	XP_026668955.1
OG0003553	XP_017796488.1	XP_017879387.1
OG0003554	XP_017790359.1	XP_026669286.1, XP_017890616.2
OG0003556	XP_017788410.1	XP_026668914.1
OG0003557	XP_017789696.1	XP_026670511.1
OG0003558	XP_017792686.1	XP_017892870.1
OG0003559	XP_017792666.1	XP_017876298.1
OG0003560	XP_017792665.1	XP_026667520.1
OG0003561	XP_017788371.1	XP_017879352.1
OG0003562	XP_017796162.1	XP_017880845.1
OG0003563	XP_017788198.1	XP_017887276.1
OG0003564	XP_017789054.1, XP_017789062.1	XP_017887277.1
OG0003565	XP_017788175.1	XP_017886180.1
OG0003566	XP_017789334.1	XP_026670546.1, XP_026670545.1
OG0003567	XP_017788462.1	XP_026670541.1
OG0003568	XP_017788117.1	XP_017882454.1
OG0003569	XP_017791724.1	XP_017881346.1, XP_017881347.1, XP_026669918.1
OG0003570	XP_017788146.1	XP_017880612.1
OG0003571	XP_017789421.1	XP_017880701.1
OG0003572	XP_017789456.1	XP_017883939.1, XP_017887282.1
OG0003573	XP_017791695.1	XP_017875255.1
OG0003574	XP_017796371.1	XP_017892104.1
OG0003576	XP_017788107.1	XP_017886315.1
OG0003577	XP_017798061.1	XP_026668339.1, XP_026668336.1
OG0003579	XP_017796828.1	XP_017893169.1
OG0003580	XP_017794295.1	XP_017884487.1
OG0003581	XP_017798102.1	XP_017878066.1
OG0003582	XP_017796834.1	XP_026673614.1
OG0003583	XP_017798195.1	XP_017877328.1, XP_017877329.1
OG0003584	XP_017798189.1	XP_017882534.1
OG0003585	XP_017796944.1	XP_026668276.1
OG0003586	XP_017796880.1	XP_026667610.1
OG0003587	XP_017796301.1	XP_026668270.1, XP_017877784.1
OG0003588	XP_017796888.1	XP_017881944.1
OG0003589	XP_017799171.1, XP_017799172.1	XP_017875779.1
OG0003590	XP_017790857.1, XP_017790853.1	XP_017891782.1
OG0003591	XP_017792185.1	XP_017883041.1, XP_017883042.1
OG0003592	XP_017792135.1	XP_026667484.1, XP_017876232.1
OG0003593	XP_017789928.1	XP_017887844.1
OG0003594	XP_017789945.1	XP_017889971.1
OG0003595	XP_017796788.1	XP_026669192.1
OG0003596	XP_017794945.1	XP_017886921.1
OG0003597	XP_017790662.1	XP_017879482.1
OG0003598	XP_017792129.1	XP_026669037.1
OG0003599	XP_017795603.1	XP_017878376.1
OG0003600	XP_017792139.1	XP_017879477.1
OG0003601	XP_017795011.1	XP_017883522.1
OG0003602	XP_017790813.1	XP_017890224.1
OG0003603	XP_017790749.1	XP_017891580.1
OG0003604	XP_017795998.1	XP_026674895.1, XP_017891331.1
OG0003605	XP_017796051.1	XP_026675151.1
OG0003606	XP_017796006.1	XP_026675158.1
OG0003607	XP_017788563.1	XP_017883591.1
OG0003608	XP_017795207.1	XP_026674910.1
OG0003609	XP_017792245.1	XP_017892299.2, XP_026675498.1
OG0003610	XP_017796133.1	XP_017885747.1
OG0003611	XP_017789758.1	XP_026672092.1
OG0003612	XP_017797469.1	XP_017876975.1
OG0003613	XP_017797616.1	XP_017884615.1
OG0003614	XP_017790953.1	XP_017878417.1, XP_017878296.1
OG0003615	XP_017793515.1	XP_026667390.1
OG0003616	XP_017797456.1	XP_017890903.1
OG0003617	XP_017789157.1	XP_017879775.1, XP_026671298.1
OG0003618	XP_017789028.1	XP_026666526.1
OG0003619	XP_017797451.1, XP_017793520.1	XP_017892710.1
OG0003620	XP_017795783.1	XP_017875565.1
OG0003621	XP_017797383.1	XP_026673950.1, XP_026671672.1
OG0003622	XP_017795203.1, XP_017795202.1	XP_017880219.1
OG0003623	XP_017797490.1	XP_026670980.1
OG0003624	XP_017795214.1	XP_017880173.1
OG0003625	XP_017797662.1, XP_017797666.1	XP_017892946.1
OG0003626	XP_017787805.1	XP_017886004.1, XP_017886005.1
OG0003627	XP_017789899.1	XP_026668392.1
OG0003628	XP_017791656.1	XP_017881521.1
OG0003629	XP_017793427.1	XP_026670932.1
OG0003630	XP_017790221.1, XP_017790217.1	XP_017883541.1
OG0003631	XP_017787766.1	XP_026675427.1, XP_026675426.1
OG0003632	XP_017790087.1	XP_017889535.1, XP_017887953.1
OG0003633	XP_017791056.1	XP_017885759.1
OG0003634	XP_017792540.1	XP_017882384.1
OG0003635	XP_017795697.1	XP_017884078.1
OG0003636	XP_017788541.1	XP_026675401.1, XP_026675400.1, XP_017892507.1
OG0003637	XP_017790912.1	XP_017875101.1
OG0003638	XP_017798847.1	XP_017893292.1
OG0003639	XP_017790873.1	XP_017876348.2
OG0003640	XP_017798843.1	XP_017893269.1
OG0003642	XP_017790859.1	XP_026666644.1
OG0003643	XP_017791114.1	XP_017886226.1
OG0003644	XP_017798839.1	XP_017893327.1, XP_017893326.1, XP_017893328.1
OG0003645	XP_017791995.1	XP_017887545.1
OG0003646	XP_017794097.1	XP_026667403.1, XP_026667400.1, XP_026667401.1
OG0003647	XP_017787384.1	XP_017875985.1
OG0003648	XP_017790907.1	XP_026666661.1
OG0003650	XP_017789982.1	XP_017891067.1
OG0003651	XP_017797966.1	XP_017886217.1, XP_017882362.1
OG0003652	XP_017798935.1	XP_026674775.1
OG0003653	XP_017788284.1	XP_017889134.2
OG0003654	XP_017787446.1	XP_026672590.1, XP_026672589.1
OG0003655	XP_017788535.1	XP_026674086.1, XP_026674089.1
OG0003656	XP_017798008.1	XP_026673670.1, XP_017888892.1
OG0003658	XP_017791238.1	XP_017892934.1, XP_017892940.1, XP_026666550.1
OG0003659	XP_017797442.1	XP_026670812.1, XP_017882950.1
OG0003660	XP_017795856.1	XP_017881319.1
OG0003662	XP_017797318.1	XP_017876440.2, XP_017875922.2
OG0003663	XP_017799421.1	XP_017885136.1
OG0003664	XP_017795439.1	XP_017883912.1
OG0003665	XP_017792190.1	XP_017876476.1, XP_026667582.1
OG0003666	XP_017794184.1	XP_017887581.1
OG0003667	XP_017797596.1	XP_026668992.1, XP_017882969.1
OG0003668	XP_017789954.1	XP_017876679.1
OG0003669	XP_017795480.1	XP_017882131.1
OG0003670	XP_017797063.1	XP_017891827.1
OG0003671	XP_017790966.1	XP_017892120.1
OG0003672	XP_017789932.1	XP_026668057.1, XP_026668053.1
OG0003673	XP_017791861.1	XP_017892080.1
OG0003674	XP_017789411.1, XP_017789412.1	XP_017881209.1, XP_017881207.1
OG0003675	XP_017789493.1	XP_017891868.1
OG0003676	XP_017790174.1	XP_017882013.1
OG0003677	XP_017791570.1	XP_017892011.1
OG0003678	XP_017795388.1	XP_026672596.1
OG0003679	XP_017789825.1	XP_017876483.1, XP_017876484.1
OG0003680	XP_017792016.1	XP_017885993.1, XP_026672293.1
OG0003681	XP_017795433.1	XP_017881288.1, XP_017881289.1
OG0003682	XP_017795436.1	XP_017881193.1
OG0003683	XP_017791557.1	XP_017875647.2, XP_017891737.1, XP_017891732.1
OG0003684	XP_017792980.1	XP_026666477.1
OG0003685	XP_017793296.1	XP_017881069.1
OG0003686	XP_017792028.1	XP_026673263.1
OG0003687	XP_017792993.1	XP_026668551.1
OG0003688	XP_017789622.1	XP_017878928.1
OG0003689	XP_017797448.1	XP_017876306.1
OG0003690	XP_017792723.1	XP_026668797.1
OG0003691	XP_017793481.1	XP_026674527.1
OG0003692	XP_017789268.1	XP_017878674.1
OG0003693	XP_017789233.1	XP_017881103.1
OG0003694	XP_017792339.1	XP_026672298.1
OG0003695	XP_017787802.1	XP_017885174.1
OG0003696	XP_017789257.1	XP_026668529.1
OG0003697	XP_017790284.1	XP_017892930.1, XP_017892929.1
OG0003698	XP_017793336.1	XP_017890581.1
OG0003699	XP_017793113.1	XP_017879032.1
OG0003700	XP_017793014.1	XP_026668838.1, XP_026668837.1
OG0003701	XP_017797853.1	XP_017880026.1, XP_017887848.1, XP_017879954.1
OG0003702	XP_017798427.1	XP_017875190.1, XP_017875191.1
OG0003703	XP_017795033.1	XP_026669000.1
OG0003704	XP_017796322.1	XP_017886314.1
OG0003705	XP_017792239.1	XP_017893141.1
OG0003706	XP_017799387.1	XP_017879698.1
OG0003707	XP_017795773.1	XP_026674417.1
OG0003708	XP_017796964.1	XP_026668732.1
OG0003709	XP_017795350.1	XP_017879243.1
OG0003710	XP_017788767.1	XP_017891832.1
OG0003711	XP_017797857.1	XP_026668677.1
OG0003712	XP_017788949.1, XP_017788734.1	XP_026669742.1
OG0003713	XP_017788733.1, XP_017788736.1	XP_026673212.1, XP_026666827.1
OG0003714	XP_017788748.1	XP_017877486.1
OG0003715	XP_017789857.1	XP_026670544.1
OG0003716	XP_017798736.1	XP_026667193.1, XP_017886545.1
OG0003717	XP_017798759.1	XP_026668164.1, XP_017877571.1
OG0003718	XP_017787980.1	XP_026671803.1, XP_026671807.1
OG0003719	XP_017787977.1	XP_017875511.1, XP_017875509.1
OG0003720	XP_017794635.1, XP_017794634.1, XP_017794637.1	XP_017887149.1
OG0003721	XP_017798504.1	XP_026671847.1
OG0003722	XP_017798653.1	XP_017884478.1
OG0003723	XP_017796576.1	XP_017889575.1
OG0003724	XP_017787613.1	XP_017889775.1, XP_017889774.1, XP_026673954.1
OG0003725	XP_017795897.1	XP_017886441.1, XP_026672470.1
OG0003726	XP_017791803.1, XP_017791876.1	XP_017889699.1
OG0003727	XP_017794778.1, XP_017794779.1	XP_017889466.1
OG0003728	XP_017796280.1	XP_026670746.1
OG0003729	XP_017796708.1	XP_026674202.1
OG0003730	XP_017793525.1	XP_017889805.1
OG0003731	XP_017798410.1	XP_026673626.1
OG0003732	XP_017792610.1	XP_017886884.1
OG0003733	XP_017788256.1	XP_017892113.1
OG0003734	XP_017792799.1	XP_017890688.1
OG0003735	XP_017794841.1	XP_017877349.1
OG0003736	XP_017798295.1	XP_026667943.1
OG0003737	XP_017792279.1	XP_026673050.1, XP_017887661.1, XP_026673049.1
OG0003738	XP_017792233.1	XP_017885889.1
OG0003739	XP_017797385.1	XP_017876017.1, XP_017875999.1
OG0003740	XP_017798958.1	XP_026673769.1
OG0003741	XP_017798937.1	XP_017877063.1
OG0003742	XP_017795505.1	XP_026669285.1, XP_026671443.1
OG0003743	XP_017792487.1	XP_026668758.1
OG0003744	XP_017795507.1	XP_017885073.1
OG0003745	XP_017787905.1	XP_026669557.1
OG0003746	XP_017796476.1	XP_017883981.1
OG0003747	XP_017793064.1	XP_017879975.1
OG0003748	XP_017792871.1	XP_026670420.1
OG0003749	XP_017788788.1	XP_026668087.1
OG0003750	XP_017795763.1	XP_017878748.1, XP_017878736.1
OG0003751	XP_017798522.1	XP_017884485.1
OG0003752	XP_017796585.1	XP_017886459.1
OG0003753	XP_017797148.1, XP_017793249.1	XP_017888363.1
OG0003754	XP_017796443.1	XP_017879312.1
OG0003755	XP_017788430.1, XP_017788429.1	XP_017878215.1
OG0003756	XP_017790354.1	XP_017890866.1
OG0003757	XP_017795014.1	XP_017889941.1
OG0003758	XP_017790654.1	XP_026674386.1
OG0003759	XP_017790659.1	XP_017885369.1, XP_026672073.1
OG0003760	XP_017794520.1	XP_017889294.1
OG0003761	XP_017797673.1	XP_017881955.1
OG0003762	XP_017794816.1	XP_017884354.1
OG0003763	XP_017793625.1	XP_017879882.1
OG0003764	XP_017789865.1	XP_026672438.1, XP_017886200.1, XP_017886134.1
OG0003765	XP_017796460.1	XP_017879393.1
OG0003766	XP_017796510.1	XP_017876787.1
OG0003767	XP_017796403.1	XP_026666696.1
OG0003768	XP_017788152.1	XP_017884041.1
OG0003769	XP_017790719.1	XP_017891648.1
OG0003770	XP_017795469.1	XP_017883801.1
OG0003771	XP_017792304.1	XP_026671966.1
OG0003772	XP_017794410.1	XP_017886992.1, XP_017893559.1, XP_017893561.1
OG0003773	XP_017789794.1	XP_017875662.1
OG0003774	XP_017792255.1	XP_026672345.1
OG0003775	XP_017799169.1	XP_017888232.1
OG0003776	XP_017798353.1, XP_017797100.1	XP_017893677.1
OG0003777	XP_017794673.1	XP_017887180.1
OG0003778	XP_017791204.1	XP_017888760.1, XP_017888759.1
OG0003779	XP_017798341.1	XP_017890008.1
OG0003780	XP_017789097.1	XP_017875254.1, XP_017875253.1
OG0003781	XP_017789541.1	XP_017875739.1
OG0003782	XP_017787849.1	XP_026672542.1, XP_017886413.1
OG0003783	XP_017789977.1	XP_017882101.1, XP_026670293.1
OG0003784	XP_017793095.1	XP_026673028.1, XP_026673029.1, XP_017887464.1
OG0003785	XP_017794293.1	XP_017875074.1
OG0003786	XP_017791524.1	XP_017888464.1
OG0003787	XP_017795169.1	XP_017887955.1
OG0003788	XP_017789569.1	XP_017875932.1
OG0003789	XP_017789664.1	XP_017891612.1
OG0003790	XP_017789871.1	XP_017880906.1
OG0003791	XP_017787555.1, XP_017787556.1	XP_017875315.2
OG0003792	XP_017790032.1	XP_017891881.1
OG0003793	XP_017790658.1	XP_017875698.1
OG0003794	XP_017793413.1	XP_017878643.1
OG0003795	XP_017792036.1	XP_017880435.1
OG0003796	XP_017791466.1	XP_017881512.1
OG0003797	XP_017792817.1	XP_017887517.2, XP_017887518.1
OG0003798	XP_017791170.1, XP_017788759.1	XP_017890270.1
OG0003799	XP_017788726.1	XP_017893470.1, XP_026666683.1, XP_026666684.1
OG0003800	XP_017788867.1	XP_017890347.1
OG0003801	XP_017797816.1	XP_017888128.1
OG0003802	XP_017792072.1	XP_026669467.1
OG0003803	XP_017799089.1	XP_017891029.1
OG0003804	XP_017796391.1, XP_017788405.1	XP_017879169.1
OG0003805	XP_017788508.1	XP_026670477.1, XP_026670476.1, XP_017882346.1
OG0003806	XP_017798206.1	XP_017891682.1
OG0003807	XP_017798097.1	XP_017893591.1
OG0003808	XP_017798101.1	XP_017878056.1
OG0003809	XP_017790716.1	XP_017883099.1, XP_017883098.1, XP_017883097.1
OG0003810	XP_017789127.1	XP_017893019.1
