Orthogroup	Vespa_mandarinia	Anopheles_gambiae
OG0003246	XP_035739588.1	XP_319982.4
OG0003247	XP_035727831.1	XP_317656.3
OG0003248	XP_035742638.1	XP_321046.3
OG0003249	XP_035725044.1	XP_312339.5
OG0003250	XP_035735197.1	XP_001688432.1, XP_003435959.1
OG0003262	XP_035718628.1, XP_035718638.1	XP_321390.3, XP_316822.4
OG0003263	XP_035738705.1, XP_035738706.1	XP_319345.3
OG0003264	XP_035728111.1	XP_320423.4, XP_320446.2
OG0003265	XP_035724031.1	XP_310576.1, XP_001237270.1
OG0003266	XP_035731454.1	XP_309973.2
OG0003267	XP_035742865.1	XP_315778.3
OG0003268	XP_035742161.1	XP_001688693.1, XP_315621.4
OG0003269	XP_035726610.1	XP_310009.4
OG0003270	XP_035738651.1	XP_312828.3, XP_306495.4
OG0003271	XP_035734515.1	XP_317835.4
OG0003272	XP_035728469.1	XP_003437026.1, XP_565801.1, XP_318584.1
OG0003273	XP_035729187.1	XP_003435863.1, XP_003435862.1
OG0003274	XP_035737352.1, XP_035737353.1	XP_313042.4
OG0003275	XP_035724285.1	XP_312392.3
OG0003276	XP_035737487.1	XP_311226.4, XP_003437066.1
OG0003277	XP_035732970.1	XP_310263.2
OG0003279	XP_035743705.1	XP_320407.3
OG0003280	XP_035734371.1	XP_003436744.1, XP_313133.4
OG0003281	XP_035718063.1	XP_321175.4
OG0003282	XP_035718327.1, XP_035718326.1	XP_316942.3
OG0003284	XP_035718654.1	XP_315433.4
OG0003285	XP_035741164.1, XP_035741163.1	XP_001687888.1, XP_308294.3
OG0003286	XP_035718630.1, XP_035718629.1	XP_309296.4
OG0003287	XP_035731424.1	XP_001237951.2
OG0003288	XP_035732216.1	XP_321824.3
OG0003289	XP_035729298.1	XP_319374.4
OG0003290	XP_035727552.1	XP_318603.3
OG0003291	XP_035732120.1	XP_313371.4
OG0003292	XP_035733518.1	XP_001688930.1, XP_316636.4
OG0003293	XP_035718330.1	XP_317118.4
OG0003294	XP_035739275.1	XP_315834.2
OG0003295	XP_035732410.1	XP_308794.4
OG0003296	XP_035733153.1	XP_317344.4
OG0003297	XP_035735798.1	XP_317216.2
OG0003298	XP_035726311.1	XP_318711.4
OG0003299	XP_035739810.1	XP_313420.3, XP_307038.2, XP_307097.4
OG0003300	XP_035725357.1	XP_313921.3
OG0003302	XP_035735804.1	XP_314088.2
OG0003303	XP_035730093.1	XP_321212.4
OG0003304	XP_035723209.1, XP_035723208.1	XP_317916.4
OG0003305	XP_035741062.1	XP_310401.2
OG0003306	XP_035741320.1	XP_320267.2
OG0003307	XP_035717540.1	XP_313704.5
OG0003308	XP_035722530.1	XP_565967.3
OG0003309	XP_035731693.1	XP_003436748.1, XP_003436749.1, XP_313149.3
OG0003310	XP_035729949.1	XP_003435939.1, XP_003435940.1, XP_003435941.1, XP_003435938.1
OG0003311	XP_035724561.1	XP_003435864.1
OG0003312	XP_035744115.1, XP_035744113.1, XP_035744114.1	XP_312017.5
OG0003313	XP_035732310.1	XP_317079.2
OG0003314	XP_035737276.1	XP_308920.4
OG0003315	XP_035732121.1	XP_319072.4
OG0003316	XP_035738863.1	XP_311176.4
OG0003317	XP_035727167.1	XP_316971.2
OG0003318	XP_035732012.1	XP_318434.3
OG0003319	XP_035733870.1	XP_312024.3
OG0003320	XP_035743483.1, XP_035743482.1	XP_320405.4
OG0003321	XP_035741235.1, XP_035741236.1	XP_316723.3
OG0003322	XP_035729026.1, XP_035729027.1	XP_312231.1
OG0003323	XP_035728786.1	XP_315088.4
OG0003324	XP_035719720.1	XP_315064.3, XP_001688609.1
OG0003325	XP_035718690.1	XP_318425.5
OG0003327	XP_035723794.1	XP_310836.5
OG0003328	XP_035736788.1	XP_310258.5
OG0003329	XP_035728919.1, XP_035731780.1	XP_317947.4
OG0003330	XP_035718836.1	XP_551760.3
OG0003331	XP_035731361.1	XP_001688585.1, XP_001688583.1
OG0003332	XP_035729221.1, XP_035729220.1	XP_312581.4
OG0003333	XP_035741779.1	XP_559658.3
OG0003334	XP_035743484.1	XP_308938.4
OG0003335	XP_035727168.1	XP_315401.4
OG0003336	XP_035728871.1	XP_309138.3
OG0003337	XP_035723562.1	XP_313869.5, XP_313871.5
OG0003339	XP_035741663.1	XP_316791.5
OG0003340	XP_035738602.1	XP_315706.4
OG0003341	XP_035721880.1	XP_319696.4
OG0003342	XP_035725102.1	XP_562694.4
OG0003343	XP_035723889.1	XP_321721.5
OG0003344	XP_035725686.1	XP_317877.3
OG0003345	XP_035718124.1	XP_308557.2
OG0003346	XP_035731959.1	XP_311628.4
OG0003347	XP_035723668.1	XP_321371.3
OG0003348	XP_035721843.1	XP_315400.4
OG0003349	XP_035732552.1, XP_035732553.1, XP_035732554.1	XP_312193.4
OG0003350	XP_035727967.1	XP_309608.4, XP_003436700.1
OG0003351	XP_035724391.1	XP_313396.5
OG0003352	XP_035721624.1, XP_035721623.1, XP_035721625.1	XP_317997.3
OG0003353	XP_035735740.1	XP_311155.4
OG0003354	XP_035718365.1	XP_321621.5
OG0003355	XP_035728055.1	XP_554113.3
OG0003356	XP_035722726.1	XP_312148.3
OG0003357	XP_035724204.1	XP_003436690.1, XP_318484.5
OG0003358	XP_035722483.1, XP_035722484.1	XP_311877.3, XP_001237398.2
OG0003360	XP_035728885.1	XP_562993.2
OG0003361	XP_035727479.1	XP_317535.4
OG0003362	XP_035720015.1	XP_310522.2
OG0003363	XP_035720403.1	XP_559661.3, XP_003436641.1, XP_003436640.1
OG0003364	XP_035740889.1	XP_309214.2, XP_003437170.1
OG0003365	XP_035717297.1	XP_314885.3
OG0003366	XP_035739617.1	XP_001687820.2
OG0003367	XP_035718967.1	XP_311999.4
OG0003368	XP_035739305.1	XP_312831.5, XP_003436405.1
OG0003370	XP_035717656.1	XP_311530.4
OG0003371	XP_035736333.1	XP_321691.5, XP_003435832.1
OG0003372	XP_035726938.1	XP_317806.4
OG0003373	XP_035722659.1	XP_311969.5
OG0003374	XP_035720667.1	XP_003436801.1, XP_313675.5
OG0003375	XP_035723483.1, XP_035723481.1, XP_035723482.1	XP_001237161.2
OG0003376	XP_035722990.1	XP_321875.3
OG0003377	XP_035738674.1	XP_307961.5
OG0003378	XP_035727593.1	XP_563746.4, XP_003436124.1
OG0003379	XP_035718219.1, XP_035718220.1, XP_035718218.1	XP_552892.3
OG0003380	XP_035726937.1	XP_321784.3
OG0003382	XP_035725909.1	XP_564289.3
OG0003383	XP_035727252.1	XP_315952.3
OG0003384	XP_035734296.1, XP_035734295.1	XP_553424.2, XP_318581.1
OG0003385	XP_035736855.1	XP_314634.4
OG0003386	XP_035735922.1	XP_319747.4, XP_319748.4
OG0003387	XP_035722998.1	XP_319398.3
OG0003388	XP_035718223.1, XP_035718221.1	XP_317696.4
OG0003389	XP_035717111.1	XP_315821.2, XP_312174.4
OG0003390	XP_035726519.1	XP_024667087.1, XP_314897.4
OG0003392	XP_035732084.1, XP_035732086.1	XP_312997.5
OG0003393	XP_035717916.1	XP_319666.2
OG0003394	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1	XP_312870.1
OG0003395	XP_035720392.1	XP_319244.3
OG0003396	XP_035717748.1, XP_035717750.1, XP_035717749.1	XP_563533.3
OG0003397	XP_035719266.1	XP_310658.4
OG0003399	XP_035744144.1	XP_557716.2, XP_314679.4
OG0003400	XP_035739357.1	XP_315928.3
OG0003401	XP_035738196.1	XP_321165.5
OG0003402	XP_035729389.1, XP_035729390.1	XP_311544.3
OG0003403	XP_035738309.1	XP_311141.5
OG0003404	XP_035730589.1	XP_001689173.1
OG0003405	XP_035722368.1	XP_317815.4
OG0003406	XP_035729691.1, XP_035729689.1	XP_562353.4
OG0003407	XP_035726440.1, XP_035726441.1	XP_313762.5
OG0003408	XP_035731927.1	XP_310525.5, XP_001688291.2
OG0003410	XP_035725212.1	XP_319290.3
OG0003411	XP_035743732.1	XP_565108.3
OG0003412	XP_035719157.1	XP_003436241.1
OG0003413	XP_035720341.1, XP_035720342.1	XP_001237047.2
OG0003414	XP_035721820.1	XP_320309.4
OG0003416	XP_035718744.1	XP_314563.4
OG0003417	XP_035733678.1	XP_318119.3
OG0003419	XP_035721055.1	XP_321964.4
OG0003420	XP_035717779.1	XP_312410.3
OG0003421	XP_035733630.1	XP_316663.4
OG0003422	XP_035730649.1	XP_320576.3, XP_001238263.2
OG0003423	XP_035730539.1, XP_035730540.1	XP_308518.4
OG0003424	XP_035721506.1	XP_310372.3
OG0003425	XP_035732435.1	XP_312411.4
OG0003426	XP_035743362.1	XP_307932.5
OG0003427	XP_035730274.1	XP_311930.4
OG0003428	XP_035719989.1	XP_309328.3
OG0003429	XP_035723467.1	XP_564510.2, XP_308161.4
OG0003430	XP_035724172.1, XP_035724163.1	XP_309319.4
OG0003431	XP_035733301.1	XP_322064.4
OG0003432	XP_035725437.1	XP_308098.4
OG0003433	XP_035741120.1, XP_035741121.1	XP_001230474.2, XP_319216.4
OG0003435	XP_035740650.1, XP_035725169.1	XP_315335.4
OG0003436	XP_035727257.1	XP_311022.5
OG0003437	XP_035719949.1, XP_035719945.1, XP_035719957.1	XP_318197.4
OG0003438	XP_035742845.1	XP_311140.4
OG0003439	XP_035743413.1	XP_313565.4
OG0003441	XP_035735648.1	XP_558128.3
OG0003442	XP_035739149.1, XP_035739233.1	XP_309769.4
OG0003444	XP_035735680.1	XP_319704.4
OG0003445	XP_035724660.1	XP_318322.5
OG0003446	XP_035725082.1	XP_001688970.1
OG0003447	XP_035744102.1	XP_312147.2
OG0003448	XP_035720707.1, XP_035720709.1, XP_035720708.1	XP_314324.4
OG0003449	XP_035719816.1	XP_308386.4, XP_001687912.1
OG0003450	XP_035735266.1	XP_003436452.1, XP_314250.3
OG0003451	XP_035728590.1	XP_003436706.1, XP_003436705.1, XP_309626.4
OG0003452	XP_035721502.1	XP_312883.4
OG0003453	XP_035734224.1	XP_321941.1
OG0003454	XP_035735593.1, XP_035735594.1	XP_309748.2
OG0003455	XP_035722544.1	XP_311362.3
OG0003456	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1	XP_315565.3
OG0003457	XP_035738969.1	XP_310262.5
OG0003458	XP_035733700.1	XP_312562.2
OG0003460	XP_035732966.1	XP_312517.5
OG0003463	XP_035719502.1	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1
OG0003464	XP_035717463.1	XP_564835.2, XP_001687942.1, XP_001687943.1
OG0003465	XP_035730976.1, XP_035730988.1	XP_309088.3
OG0003466	XP_035722097.1	XP_318583.4
OG0003467	XP_035739108.1	XP_310425.3
OG0003468	XP_035731548.1	XP_559078.3
OG0003470	XP_035718829.1	XP_315949.4
OG0003471	XP_035724488.1	XP_310537.4
OG0003472	XP_035718671.1	XP_320187.4
OG0003473	XP_035740031.1	XP_003436944.1, XP_003436943.1, XP_310894.3
OG0003474	XP_035722625.1	XP_311945.4
OG0003475	XP_035737256.1	XP_309774.1, XP_313699.3
OG0003476	XP_035735088.1	XP_318503.4
OG0003477	XP_035738717.1, XP_035738718.1	XP_311197.3
OG0003478	XP_035723090.1	XP_309517.4
OG0003479	XP_035727087.1	XP_001688790.1, XP_556823.3
OG0003480	XP_035730689.1, XP_035730708.1	XP_319052.4
OG0003481	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1	XP_315378.2
OG0003482	XP_035723792.1, XP_035723791.1	XP_320641.4
OG0003483	XP_035724112.1	XP_313029.4
OG0003484	XP_035720488.1	XP_003436225.1, XP_312198.5
OG0003485	XP_035719203.1	XP_309073.4
OG0003486	XP_035729809.1, XP_035729810.1, XP_035729808.1	XP_308636.2
OG0003487	XP_035717432.1	XP_310540.4
OG0003488	XP_035719078.1	XP_320250.2
OG0003489	XP_035725986.1	XP_308845.4, XP_308847.4, XP_308846.4
OG0003490	XP_035723257.1	XP_562476.3
OG0003491	XP_035734012.1	XP_001237042.2
OG0003493	XP_035725217.1	XP_320679.4
OG0003494	XP_035728926.1, XP_035728925.1	XP_307158.4, XP_313252.5
OG0003495	XP_035739750.1	XP_313693.4
OG0003496	XP_035727473.1	XP_001237693.2
OG0003497	XP_035717989.1	XP_314491.4
OG0003498	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1	XP_311461.2
OG0003499	XP_035737779.1, XP_035737771.1	XP_562878.4, XP_003436398.1, XP_001687785.1
OG0003500	XP_035737356.1, XP_035737354.1, XP_035737355.1	XP_314038.3
OG0003501	XP_035740613.1	XP_320714.4
OG0003502	XP_035738145.1	XP_321885.2
OG0003503	XP_035731958.1	XP_311469.2
OG0003504	XP_035742148.1	XP_310766.5
OG0003506	XP_035720775.1	XP_001689027.1
OG0003507	XP_035726875.1	XP_001238161.2
OG0003508	XP_035738765.1, XP_035738767.1, XP_035738766.1	XP_311745.5
OG0003509	XP_035722353.1	XP_319358.4
OG0003510	XP_035718282.1	XP_308385.3
OG0003511	XP_035741063.1	XP_307786.5
OG0003512	XP_035720217.1	XP_321806.4
OG0003513	XP_035718942.1	XP_315976.4, XP_001688759.1
OG0003514	XP_035729687.1, XP_035729686.1	XP_319913.2
OG0003515	XP_035732586.1, XP_035732590.1	XP_312912.4, XP_003436419.1
OG0003517	XP_035738336.1	XP_003437144.1, XP_309129.3
OG0003518	XP_035718417.1	XP_313155.3
OG0003519	XP_035734592.1	XP_320238.3
OG0003520	XP_035743414.1	XP_309330.4
OG0003521	XP_035734073.1	XP_563719.3
OG0003523	XP_035742503.1	XP_001238576.3
OG0003524	XP_035722043.1	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1
OG0003525	XP_035720476.1, XP_035720475.1	XP_308856.3
OG0003526	XP_035743557.1	XP_311682.5
OG0003527	XP_035718095.1	XP_315176.5
OG0003529	XP_035743257.1	XP_001689044.1
OG0003530	XP_035729917.1, XP_035729918.1, XP_035729916.1	XP_312550.4
OG0003532	XP_035742315.1	XP_310402.4
OG0003533	XP_035724094.1, XP_035723847.1	XP_318087.2
OG0003534	XP_035736183.1	XP_309452.4
OG0003535	XP_035737568.1	XP_321605.3
OG0003536	XP_035739524.1	XP_310984.4
OG0003537	XP_035735664.1	XP_320284.4
OG0003538	XP_035732596.1, XP_035732595.1	XP_309785.4
OG0003539	XP_035718047.1	XP_317509.1
OG0003541	XP_035717964.1	XP_001231185.2, XP_322031.4
OG0003542	XP_035723678.1, XP_035723677.1, XP_035723676.1	XP_319866.3
OG0003543	XP_035742292.1	XP_310644.5
OG0003544	XP_035728278.1	XP_314872.1
OG0003545	XP_035719835.1	XP_311200.5
OG0003546	XP_035736975.1	XP_312093.1
OG0003547	XP_035730562.1	XP_001688509.1
OG0003548	XP_035732987.1	XP_001688356.2
OG0003549	XP_035738447.1	XP_311520.4
OG0003550	XP_035732609.1	XP_319614.4
OG0003551	XP_035727353.1	XP_316718.4, XP_001688953.1
OG0003552	XP_035729972.1	XP_313737.5, XP_313738.5
OG0003553	XP_035738616.1	XP_316537.2
OG0003554	XP_035721413.1, XP_035721411.1, XP_035721412.1	XP_311415.4
OG0003555	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1	XP_309758.4
OG0003556	XP_035739412.1	XP_310923.4, XP_310922.4
OG0003557	XP_035742101.1	XP_311985.4
OG0003558	XP_035732785.1	XP_314485.3
OG0003559	XP_035717241.1	XP_003435902.1
OG0003560	XP_035724341.1	XP_313036.4
OG0003561	XP_035734788.1	XP_307342.3, XP_308525.2
OG0003563	XP_035737868.1, XP_035737862.1	XP_319213.4, XP_311311.5
OG0003564	XP_035736469.1	XP_319845.3
OG0003565	XP_035741019.1	XP_319973.4
OG0003566	XP_035733197.1, XP_035733198.1	XP_308378.4
OG0003567	XP_035719678.1, XP_035719677.1	XP_312637.2
OG0003568	XP_035718635.1, XP_035718632.1	XP_309374.4
OG0003569	XP_035718458.1	XP_001237363.3, XP_003436903.1
OG0003570	XP_035735335.1	XP_309978.4, XP_307032.4
OG0003571	XP_035742635.1	XP_311699.2
OG0003572	XP_035736274.1	XP_313023.4
OG0003573	XP_035717792.1	XP_311104.5
OG0003574	XP_035734451.1	XP_322008.3
OG0003575	XP_035729876.1	XP_312432.3
OG0003576	XP_035734505.1	XP_319369.4
OG0003577	XP_035740899.1	XP_557912.3
OG0003578	XP_035741956.1	XP_315000.4
OG0003579	XP_035736814.1	XP_321252.4, XP_003435950.1
OG0003580	XP_035721139.1	XP_309104.5, XP_315349.3
OG0003581	XP_035724089.1	XP_308306.4
OG0003583	XP_035737943.1, XP_035737942.1	XP_320622.4
OG0003584	XP_035719058.1	XP_311553.4
OG0003585	XP_035724190.1	XP_313499.5
OG0003586	XP_035731957.1, XP_035731956.1	XP_317995.1, XP_306327.2
OG0003587	XP_035740442.1	XP_318827.4
OG0003588	XP_035726162.1	XP_312083.5
OG0003589	XP_035735323.1, XP_035735322.1	XP_310394.5, XP_001230761.2
OG0003591	XP_035729344.1	XP_003437209.1, XP_317975.4
OG0003592	XP_035718908.1	XP_313912.4
OG0003593	XP_035726199.1	XP_311537.4
OG0003595	XP_035742839.1	XP_315665.3
OG0003596	XP_035723065.1	XP_320759.4
OG0003597	XP_035734533.1	XP_552630.3
OG0003598	XP_035729133.1	XP_317960.1
OG0003599	XP_035742048.1	XP_311172.4
OG0003600	XP_035735316.1	XP_313714.5
OG0003601	XP_035740299.1	XP_312365.4
OG0003602	XP_035736266.1	XP_320881.2
OG0003603	XP_035723696.1, XP_035726673.1	XP_310386.6
OG0003604	XP_035719057.1	XP_315742.4
OG0003605	XP_035740947.1	XP_308485.4, XP_308486.4
OG0003606	XP_035717568.1	XP_316034.4
OG0003607	XP_035721862.1, XP_035721863.1	XP_315620.4
OG0003608	XP_035731593.1	XP_317283.4
OG0003609	XP_035737104.1	XP_559710.2
OG0003610	XP_035723787.1	XP_321483.5
OG0003611	XP_035723396.1	XP_001689268.1
OG0003612	XP_035731103.1, XP_035731102.1	XP_315055.2
OG0003613	XP_035742709.1	XP_003435961.1, XP_321193.4
OG0003614	XP_035725582.1	XP_317213.1
OG0003615	XP_035724749.1	XP_317361.4
OG0003616	XP_035738090.1, XP_035738091.1	XP_321876.5
OG0003618	XP_035728156.1	XP_319406.3
OG0003619	XP_035725507.1	XP_312335.5
OG0003620	XP_035727757.1	XP_317920.4
OG0003621	XP_035729589.1	XP_314366.4
OG0003623	XP_035726128.1	XP_564580.2
OG0003624	XP_035730249.1	XP_318735.4
OG0003625	XP_035741765.1	XP_564385.3
OG0003626	XP_035734107.1	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2
OG0003627	XP_035735634.1, XP_035735635.1	XP_314244.5, XP_306267.4, XP_314239.5
OG0003628	XP_035742363.1	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1
OG0003629	XP_035736010.1	XP_313294.4, XP_003436523.1
OG0003630	XP_035743900.1	XP_312434.5
OG0003631	XP_035721186.1, XP_035721194.1	XP_564645.3
OG0003632	XP_035728479.1	XP_313744.4, XP_003436820.1, XP_003436821.1
OG0003634	XP_035743875.1	XP_321890.5
OG0003635	XP_035717783.1	XP_001689043.1
OG0003636	XP_035736309.1	XP_317123.4
OG0003637	XP_035737409.1	XP_307928.5
OG0003638	XP_035744072.1	XP_320852.4
OG0003639	XP_035740130.1	XP_320598.4
OG0003640	XP_035718345.1	XP_553651.3, XP_318890.3
OG0003641	XP_035741082.1	XP_318401.5
OG0003642	XP_035742421.1	XP_318405.4
OG0003643	XP_035733118.1	XP_308696.4
OG0003644	XP_035735602.1	XP_556667.3, XP_316031.4
OG0003645	XP_035727181.1, XP_035727184.1	XP_309180.5
OG0003647	XP_035730333.1	XP_558004.3, XP_001688580.1
OG0003648	XP_035731944.1, XP_035731946.1	XP_320564.3
OG0003649	XP_035731682.1	XP_318373.5
OG0003650	XP_035739885.1	XP_001689174.1
OG0003654	XP_035737719.1	XP_559330.3
OG0003656	XP_035730032.1	XP_318882.4
OG0003657	XP_035731843.1	XP_320823.3
OG0003658	XP_035723194.1	XP_556056.3, XP_001688660.1
OG0003659	XP_035719470.1	XP_315766.4, XP_556403.3, XP_001688725.1, XP_001688724.1, XP_315767.3, XP_317477.4, XP_308969.4
OG0003660	XP_035740601.1, XP_035740589.1, XP_035740591.1	XP_001230753.3, XP_003436601.1
OG0003661	XP_035731876.1	XP_306307.3, XP_320390.3
OG0003662	XP_035719007.1, XP_035719001.1	XP_001688380.1
OG0003664	XP_035727421.1, XP_035727434.1	XP_553055.2
OG0003665	XP_035727599.1, XP_035727600.1, XP_035727598.1	XP_320788.4
OG0003666	XP_035726279.1	XP_320648.4
OG0003667	XP_035736229.1	XP_310547.4
OG0003668	XP_035739792.1, XP_035739793.1	XP_554420.4
OG0003669	XP_035739111.1	XP_001238012.1
OG0003671	XP_035741291.1, XP_035741290.1	XP_316312.3
OG0003673	XP_035741432.1	XP_563488.3
OG0003674	XP_035743211.1, XP_035743212.1, XP_035743213.1	XP_312671.5
OG0003675	XP_035725489.1, XP_035722541.1	XP_003436492.1, XP_560016.3
OG0003676	XP_035719745.1	XP_001688341.2
OG0003677	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1	XP_310669.5
OG0003679	XP_035735540.1	XP_308358.4
OG0003680	XP_035742894.1	XP_308150.3, XP_001687844.1
OG0003681	XP_035717332.1	XP_316151.4
OG0003682	XP_035742902.1	XP_309044.4, XP_001688156.1
OG0003683	XP_035743102.1	XP_320854.3, XP_310757.4
OG0003684	XP_035730815.1	XP_001238181.1
OG0003685	XP_035743277.1	XP_314511.4
OG0003686	XP_035734872.1	XP_322050.5
OG0003687	XP_035720043.1	XP_320808.3
OG0003688	XP_035737162.1, XP_035737166.1	XP_309435.4, XP_309436.3
OG0003690	XP_035734199.1, XP_035734198.1	XP_003435818.1
OG0003691	XP_035740341.1	XP_564133.3
OG0003692	XP_035721136.1	XP_321211.4
OG0003693	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1	XP_316336.4
OG0003694	XP_035719391.1, XP_035719386.1	XP_565666.4
OG0003709	XP_035721107.1	XP_321230.2
OG0003710	XP_035721209.1	XP_318556.2
OG0003711	XP_035731824.1, XP_035731823.1, XP_035731825.1	XP_307724.4
OG0003712	XP_035717220.1	XP_313349.1, XP_003436533.1
OG0003713	XP_035742730.1	XP_554781.3
OG0003714	XP_035728137.1	XP_307878.4
OG0003715	XP_035723504.1	XP_315691.3
OG0003716	XP_035740419.1	XP_320365.2
OG0003717	XP_035723180.1	XP_308611.1
OG0003719	XP_035718953.1	XP_316101.4
OG0003720	XP_035732272.1	XP_310460.5
OG0003721	XP_035722954.1	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1
OG0003722	XP_035738704.1, XP_035738703.1	XP_309926.3
OG0003723	XP_035717773.1	XP_314780.3
OG0003724	XP_035727824.1, XP_035727823.1, XP_035727819.1	XP_552242.3
OG0003726	XP_035728449.1	XP_316550.3
OG0003727	XP_035735509.1	XP_001230831.2
OG0003728	XP_035732527.1	XP_313192.3, XP_001230317.2
OG0003729	XP_035733295.1	XP_315204.2
OG0003730	XP_035738775.1	XP_313569.5
OG0003731	XP_035743407.1	XP_316185.3
OG0003732	XP_035734415.1, XP_035734416.1	XP_320086.3
OG0003733	XP_035730417.1	XP_307339.3, XP_319298.3
OG0003734	XP_035735853.1, XP_035735854.1, XP_035735852.1	XP_312238.3
OG0003735	XP_035736167.1	XP_313782.3
OG0003736	XP_035735508.1	XP_559757.1
OG0003737	XP_035741238.1	XP_315094.1
OG0003738	XP_035730686.1	XP_314068.2
OG0003739	XP_035725732.1	XP_314469.4
OG0003740	XP_035721572.1	XP_317396.3
OG0003741	XP_035735375.1	XP_308810.3
OG0003742	XP_035725097.1	XP_320195.4
OG0003743	XP_035720548.1	XP_001689074.1, XP_317989.3, XP_001689073.1
OG0003744	XP_035735640.1	XP_321378.5
OG0003745	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1	XP_307637.2
OG0003746	XP_035740276.1	XP_320161.2
OG0003747	XP_035738972.1	XP_312468.5
OG0003749	XP_035732500.1	XP_321468.5
OG0003750	XP_035719685.1	XP_321339.5
OG0003751	XP_035742636.1	XP_318530.4
OG0003752	XP_035719151.1	XP_314839.4
OG0003753	XP_035721023.1	XP_308054.4
OG0003754	XP_035726957.1	XP_317313.4
OG0003755	XP_035732404.1	XP_308572.1
OG0003756	XP_035720659.1	XP_003436266.1, XP_312060.3
OG0003757	XP_035733637.1	XP_320869.2
OG0003758	XP_035739827.1	XP_313585.4
OG0003759	XP_035719760.1	XP_003436070.1, XP_307924.5
OG0003760	XP_035722648.1	XP_003437010.1, XP_310595.2, XP_308748.2
OG0003761	XP_035741208.1	XP_320415.2
OG0003762	XP_035721898.1	XP_311723.4
OG0003763	XP_035736789.1	XP_003436301.1
OG0003765	XP_035720698.1	XP_003436025.1, XP_003436024.1, XP_320958.3
OG0003766	XP_035741958.1	XP_310502.5
OG0003767	XP_035729971.1, XP_035730134.1	XP_315982.2
OG0003768	XP_035724873.1, XP_035724874.1	XP_312630.2
OG0003769	XP_035734481.1	XP_317359.4
OG0003770	XP_035732680.1	XP_321441.4
OG0003771	XP_035727612.1, XP_035727611.1, XP_035727610.1	XP_312639.4
OG0003772	XP_035717352.1	XP_312862.4, XP_001237501.2
OG0003773	XP_035732447.1	XP_316963.4
OG0003774	XP_035736354.1	XP_321418.4, XP_003435898.1
OG0003775	XP_035735219.1, XP_035735220.1	XP_309183.2, XP_309182.5
OG0003776	XP_035718985.1	XP_551809.3
OG0003777	XP_035731567.1	XP_317655.3
OG0003778	XP_035726602.1	XP_001688618.1
OG0003779	XP_035717771.1	XP_001237594.2
OG0003780	XP_035739526.1	XP_308583.2
OG0003781	XP_035721564.1	XP_320164.3, XP_320163.3
OG0003782	XP_035723121.1	XP_308132.2, XP_307312.2
OG0003783	XP_035743190.1	XP_318812.3
OG0003784	XP_035732109.1	XP_003436317.1
OG0003785	XP_035725080.1	XP_003435742.1
OG0003786	XP_035721979.1	XP_312629.4
OG0003787	XP_035731861.1	XP_312143.4
OG0003788	XP_035734594.1	XP_312787.5
OG0003789	XP_035728477.1	XP_307016.3, XP_313929.4
OG0003791	XP_035734129.1	XP_314956.4
OG0003792	XP_035738407.1	XP_320758.4
OG0003793	XP_035737994.1	XP_311766.3
OG0003794	XP_035718533.1	XP_321364.3
OG0003795	XP_035718982.1, XP_035718981.1	XP_001688460.2
OG0003796	XP_035733545.1	XP_001237280.3, XP_003437003.1
OG0003797	XP_035719902.1	XP_003436776.1
OG0003798	XP_035731086.1	XP_315523.4
OG0003799	XP_035737933.1	XP_314122.3
OG0003800	XP_035741846.1	XP_311236.5
OG0003801	XP_035735252.1	XP_003436856.1, XP_315241.1
OG0003802	XP_035728149.1	XP_312750.4
OG0003803	XP_035724971.1	XP_320799.3
OG0003804	XP_035719615.1	XP_314994.4
OG0003805	XP_035724681.1, XP_035724680.1	XP_321167.4
OG0003806	XP_035723193.1	XP_001237070.2
OG0003807	XP_035735552.1	XP_315739.4
OG0003808	XP_035727605.1, XP_035744048.1	XP_311943.3
OG0003809	XP_035720850.1, XP_035720849.1	XP_313997.4
OG0003810	XP_035742145.1, XP_035742144.1, XP_035742147.1	XP_317077.4
OG0003811	XP_035728879.1	XP_311588.3
OG0003812	XP_035728413.1	XP_311247.5
OG0003813	XP_035742745.1, XP_035742744.1	XP_314555.3
OG0003814	XP_035720868.1	XP_311364.4, XP_307324.3
OG0003815	XP_035735905.1, XP_035735904.1	XP_321606.5
OG0003816	XP_035731093.1	XP_321794.3, XP_001689358.1
OG0003817	XP_035738918.1	XP_315953.3
OG0003818	XP_035719142.1	XP_321247.5
