Orthogroup	Vespa_mandarinia	Polistes_dominula
OG0004661	XP_035743433.1, XP_035743435.1	XP_015191478.1, XP_015191481.1
OG0004662	XP_035719933.1	XP_015171287.1
OG0004663	XP_035737078.1	XP_015177261.1
OG0004665	XP_035735797.1	XP_015179771.1
OG0004666	XP_035723315.1	XP_015187083.1
OG0004667	XP_035725205.1	XP_015180808.1
OG0004668	XP_035731607.1	XP_015177226.1
OG0004669	XP_035729502.1	XP_015191847.1
OG0004670	XP_035740208.1	XP_015174106.1
OG0004671	XP_035736860.1	XP_015179031.1
OG0004672	XP_035740059.1	XP_015174100.1, XP_015174099.1
OG0004673	XP_035719840.1, XP_035719839.1, XP_035719838.1	XP_015184569.1
OG0004674	XP_035725941.1	XP_015176639.1
OG0004675	XP_035720069.1	XP_015187633.1, XP_015187634.1, XP_015187631.1, XP_015187632.1
OG0004676	XP_035731558.1	XP_015179499.1
OG0004677	XP_035733537.1	XP_015184051.1
OG0004678	XP_035726917.1	XP_015175553.1
OG0004679	XP_035719462.1	XP_015171153.1, XP_015171154.1
OG0004681	XP_035740527.1	XP_015186134.1
OG0004682	XP_035719126.1, XP_035719129.1	XP_015171361.1
OG0004683	XP_035718631.1	XP_015185750.1
OG0004684	XP_035717544.1	XP_015173218.1
OG0004686	XP_035741490.1	XP_015191254.1, XP_015191253.1
OG0004687	XP_035732077.1	XP_015191643.1
OG0004688	XP_035717692.1	XP_015179998.1
OG0004689	XP_035725207.1	XP_015186284.1
OG0004690	XP_035732918.1	XP_015181045.1, XP_015181044.1
OG0004691	XP_035720115.1, XP_035742252.1	XP_015172334.1
OG0004692	XP_035742270.1	XP_015172484.1
OG0004693	XP_035732980.1, XP_035732979.1, XP_035732978.1	XP_015190568.1
OG0004695	XP_035741903.1	XP_015185306.1
OG0004696	XP_035738754.1	XP_015174146.1
OG0004697	XP_035730115.1	XP_015186222.1
OG0004698	XP_035736973.1, XP_035736974.1	XP_015189533.1
OG0004699	XP_035733184.1	XP_015190839.1
OG0004700	XP_035736054.1	XP_015177418.1, XP_015177465.1, XP_015177463.1
OG0004701	XP_035734610.1	XP_015177831.1
OG0004702	XP_035724891.1	XP_015182596.1
OG0004703	XP_035739091.1	XP_015182355.1
OG0004704	XP_035741705.1, XP_035741703.1	XP_015183724.1, XP_015183723.1, XP_015183722.1
OG0004705	XP_035723297.1	XP_015190253.1
OG0004707	XP_035734475.1	XP_015172861.1
OG0004708	XP_035730752.1	XP_015180264.1
OG0004709	XP_035723993.1	XP_015185891.1
OG0004710	XP_035738732.1	XP_015174320.1
OG0004711	XP_035743912.1	XP_015189404.1
OG0004712	XP_035730444.1	XP_015186738.1
OG0004713	XP_035744151.1	XP_015176500.1
OG0004714	XP_035737855.1	XP_015180951.1
OG0004715	XP_035718069.1	XP_015175810.1
OG0004716	XP_035736267.1, XP_035736265.1, XP_035736264.1	XP_015181085.1, XP_015181084.1
OG0004717	XP_035726360.1	XP_015182177.1
OG0004718	XP_035718010.1	XP_015190870.1
OG0004719	XP_035739450.1	XP_015175001.1
OG0004720	XP_035728127.1	XP_015184959.1
OG0004721	XP_035725206.1	XP_015185583.1
OG0004722	XP_035734329.1	XP_015188725.1
OG0004723	XP_035723010.1	XP_015177388.1
OG0004724	XP_035718838.1	XP_015176933.1
OG0004725	XP_035738655.1	XP_015175128.1
OG0004726	XP_035731120.1	XP_015177488.1
OG0004728	XP_035721825.1	XP_015176128.1, XP_015176129.1
OG0004729	XP_035729411.1, XP_035729412.1	XP_015185900.1
OG0004730	XP_035729333.1	XP_015186680.1
OG0004731	XP_035724235.1	XP_015178145.1
OG0004732	XP_035737221.1	XP_015175702.1
OG0004733	XP_035732448.1	XP_015183784.1
OG0004734	XP_035741180.1	XP_015190823.1
OG0004735	XP_035732117.1	XP_015179785.1
OG0004736	XP_035727103.1	XP_015183213.1
OG0004737	XP_035720641.1	XP_015188685.1
OG0004738	XP_035735224.1	XP_015183024.1
OG0004739	XP_035717805.1	XP_015188303.1
OG0004740	XP_035718892.1	XP_015171072.1
OG0004741	XP_035741417.1	XP_015180482.1
OG0004742	XP_035743985.1	XP_015187696.1
OG0004743	XP_035741362.1	XP_015173787.1
OG0004744	XP_035724432.1	XP_015175290.1
OG0004745	XP_035739531.1	XP_015181586.1
OG0004746	XP_035725887.1	XP_015190638.1
OG0004747	XP_035735939.1	XP_015179678.1
OG0004748	XP_035726782.1	XP_015183183.1
OG0004750	XP_035730884.1	XP_015182458.1
OG0004751	XP_035734863.1	XP_015187020.1
OG0004752	XP_035736623.1	XP_015181675.1
OG0004753	XP_035719097.1, XP_035719098.1, XP_035719099.1	XP_015184591.1
OG0004754	XP_035743178.1	XP_015183481.1
OG0004755	XP_035729742.1	XP_015189224.1
OG0004756	XP_035743970.1	XP_015190399.1
OG0004757	XP_035730271.1	XP_015186501.1
OG0004758	XP_035731827.1	XP_015175096.1
OG0004759	XP_035743652.1	XP_015177713.1
OG0004760	XP_035724128.1	XP_015174617.1
OG0004761	XP_035726808.1	XP_015174584.1
OG0004762	XP_035729832.1	XP_015182914.1
OG0004763	XP_035722862.1	XP_015171778.1
OG0004764	XP_035735923.1	XP_015175421.1, XP_015175423.1
OG0004765	XP_035742605.1	XP_015185786.1
OG0004766	XP_035741326.1	XP_015173817.1
OG0004767	XP_035733582.1	XP_015184110.1
OG0004768	XP_035727555.1	XP_015177053.1
OG0004769	XP_035744214.1, XP_035744213.1, XP_035744212.1	XP_015176479.1
OG0004770	XP_035730913.1, XP_035730915.1	XP_015189798.1
OG0004771	XP_035720459.1	XP_015182375.1
OG0004772	XP_035737657.1	XP_015181382.1, XP_015181381.1
OG0004773	XP_035724009.1	XP_015185885.1
OG0004774	XP_035721842.1	XP_015184756.1
OG0004775	XP_035739883.1	XP_015174398.1
OG0004776	XP_035741656.1	XP_015183732.1
OG0004777	XP_035741365.1	XP_015173678.1, XP_015173677.1
OG0004778	XP_035741796.1, XP_035741792.1	XP_015172720.1
OG0004779	XP_035743273.1	XP_015187162.1
OG0004780	XP_035738081.1	XP_015181844.1
OG0004781	XP_035723202.1	XP_015190460.1
OG0004782	XP_035720329.1	XP_015172446.1
OG0004783	XP_035728452.1	XP_015182071.1
OG0004784	XP_035721844.1	XP_015184758.1
OG0004785	XP_035740770.1	XP_015172138.1
OG0004786	XP_035724907.1	XP_015173365.1
OG0004787	XP_035726795.1	XP_015174558.1
OG0004788	XP_035735175.1	XP_015179460.1
OG0004789	XP_035734208.1	XP_015191434.1
OG0004790	XP_035718155.1	XP_015183519.1
OG0004791	XP_035735129.1, XP_035735134.1	XP_015179525.1
OG0004792	XP_035733771.1	XP_015186527.1
OG0004793	XP_035727959.1	XP_015178639.1
OG0004794	XP_035721590.1	XP_015184826.1
OG0004795	XP_035732617.1	XP_015183598.1
OG0004796	XP_035719105.1	XP_015171061.1
OG0004797	XP_035728198.1	XP_015183816.1
OG0004799	XP_035738204.1, XP_035738203.1	XP_015181055.1
OG0004800	XP_035721503.1	XP_015176167.1
OG0004801	XP_035723152.1	XP_015190432.1
OG0004802	XP_035740422.1	XP_015188878.1
OG0004803	XP_035726672.1, XP_035726674.1	XP_015186958.1, XP_015189496.1
OG0004804	XP_035719466.1	XP_015182029.1
OG0004805	XP_035732665.1	XP_015191532.1
OG0004806	XP_035739724.1	XP_015182353.1
OG0004807	XP_035741368.1	XP_015177793.1
OG0004809	XP_035733898.1	XP_015174462.1
OG0004810	XP_035735627.1	XP_015179652.1
OG0004811	XP_035725141.1	XP_015185614.1
OG0004812	XP_035737372.1, XP_035737375.1	XP_015175673.1
OG0004813	XP_035727107.1, XP_035726967.1	XP_015183259.1
OG0004814	XP_035725943.1	XP_015177693.1
OG0004815	XP_035741591.1	XP_015183638.1, XP_015183636.1, XP_015183637.1, XP_015183635.1
OG0004816	XP_035738503.1, XP_035738502.1, XP_035738501.1	XP_015174075.1
OG0004817	XP_035726738.1	XP_015182167.1
OG0004818	XP_035727121.1	XP_015185564.1
OG0004819	XP_035736217.1	XP_015188169.1, XP_015188173.1
OG0004820	XP_035729334.1	XP_015176919.1, XP_015176921.1, XP_015176920.1
OG0004821	XP_035742070.1	XP_015177891.1
OG0004822	XP_035743781.1	XP_015190351.1
OG0004823	XP_035722984.1	XP_015187884.1
OG0004824	XP_035739075.1	XP_015183300.1, XP_015183302.1
OG0004826	XP_035719730.1	XP_015188278.1
OG0004827	XP_035734654.1	XP_015172700.1
OG0004828	XP_035723878.1, XP_035723883.1	XP_015175396.1, XP_015175395.1
OG0004829	XP_035736293.1, XP_035736292.1	XP_015186542.1
OG0004830	XP_035741869.1	XP_015180224.1
OG0004831	XP_035728379.1	XP_015174846.1
OG0004832	XP_035731115.1	XP_015177487.1
OG0004833	XP_035738087.1	XP_015181983.1, XP_015181982.1, XP_015181981.1, XP_015181980.1
OG0004834	XP_035743884.1	XP_015190001.1
OG0004835	XP_035719241.1	XP_015171112.1
OG0004836	XP_035721831.1	XP_015184749.1
OG0004837	XP_035744262.1	XP_015190345.1
OG0004838	XP_035742531.1	XP_015185760.1
OG0004839	XP_035723524.1	XP_015190066.1
OG0004840	XP_035740041.1, XP_035740045.1	XP_015173888.1
OG0004841	XP_035725625.1	XP_015179977.1, XP_015179970.1
OG0004842	XP_035734496.1, XP_035734492.1	XP_015177194.1
OG0004843	XP_035743276.1	XP_015187163.1, XP_015187164.1
OG0004844	XP_035743852.1	XP_015190481.1
OG0004845	XP_035728631.1	XP_015175578.1
OG0004846	XP_035720788.1	XP_015183326.1
OG0004847	XP_035741894.1	XP_015185307.1
OG0004848	XP_035728691.1	XP_015175456.1
OG0004849	XP_035723637.1, XP_035723632.1	XP_015190043.1
OG0004851	XP_035743218.1	XP_015191516.1, XP_015191519.1
OG0004852	XP_035743018.1	XP_015182440.1
OG0004853	XP_035738442.1, XP_035738441.1	XP_015174220.1
OG0004854	XP_035717222.1	XP_015176923.1
OG0004855	XP_035731271.1	XP_015171966.1
OG0004856	XP_035740917.1, XP_035740916.1	XP_015178795.1
OG0004857	XP_035729849.1	XP_015183925.1
OG0004858	XP_035720490.1	XP_015182298.1
OG0004859	XP_035728630.1	XP_015173277.1
OG0004860	XP_035729998.1	XP_015183149.1
OG0004861	XP_035718544.1	XP_015190746.1
OG0004862	XP_035740855.1	XP_015188148.1
OG0004863	XP_035730706.1	XP_015186785.1, XP_015186787.1, XP_015186784.1
OG0004864	XP_035729815.1	XP_015183825.1
OG0004865	XP_035730899.1	XP_015188410.1
OG0004866	XP_035743471.1, XP_035743474.1	XP_015191366.1
OG0004867	XP_035730596.1, XP_035730597.1, XP_035730595.1	XP_015186488.1
OG0004868	XP_035737935.1	XP_015187961.1
OG0004869	XP_035725586.1	XP_015186213.1
OG0004870	XP_035727892.1	XP_015188281.1
OG0004871	XP_035728827.1	XP_015173343.1
OG0004872	XP_035737523.1	XP_015181414.1, XP_015181415.1, XP_015181416.1
OG0004873	XP_035723681.1	XP_015188902.1
OG0004874	XP_035727614.1	XP_015184204.1
OG0004875	XP_035738781.1	XP_015171548.1
OG0004876	XP_035720046.1, XP_035720048.1	XP_015187697.1
OG0004877	XP_035733770.1	XP_015186529.1
OG0004878	XP_035724041.1	XP_015187400.1, XP_015187401.1
OG0004879	XP_035739867.1	XP_015182721.1
OG0004880	XP_035742691.1, XP_035742685.1	XP_015179276.1
OG0004883	XP_035737480.1	XP_015188212.1, XP_015188207.1, XP_015185949.1
OG0004885	XP_035719077.1, XP_035719076.1, XP_035719075.1	XP_015171171.1, XP_015171172.1, XP_015171173.1, XP_015171170.1
OG0004886	XP_035720407.1, XP_035720406.1	XP_015182997.1, XP_015182996.1
OG0004887	XP_035730307.1	XP_015185856.1
OG0004888	XP_035732002.1	XP_015191560.1
OG0004889	XP_035736405.1	XP_015181115.1
OG0004890	XP_035734695.1, XP_035734705.1	XP_015177734.1
OG0004891	XP_035717354.1, XP_035717353.1	XP_015180144.1, XP_015180145.1
OG0004892	XP_035718681.1	XP_015190557.1
OG0004893	XP_035729580.1	XP_015191706.1
OG0004894	XP_035738365.1	XP_015185093.1
OG0004895	XP_035741714.1	XP_015183727.1
OG0004896	XP_035724694.1	XP_015185044.1, XP_015185046.1, XP_015185045.1
OG0004897	XP_035731069.1	XP_015188414.1
OG0004898	XP_035726327.1	XP_015184291.1
OG0004899	XP_035739722.1	XP_015182351.1
OG0004900	XP_035742919.1	XP_015188073.1
OG0004901	XP_035723790.1	XP_015185927.1, XP_015176071.1
OG0004902	XP_035726002.1	XP_015190849.1
OG0004903	XP_035720364.1	XP_015172342.1
OG0004904	XP_035726681.1	XP_015184319.1
OG0004905	XP_035726230.1	XP_015184336.1
OG0004908	XP_035730637.1, XP_035730638.1	XP_015186462.1
OG0004909	XP_035728541.1	XP_015175514.1
OG0004910	XP_035734684.1	XP_015172657.1
OG0004911	XP_035736251.1	XP_015181090.1
OG0004912	XP_035717919.1	XP_015180204.1
OG0004913	XP_035729032.1	XP_015191022.1
OG0004914	XP_035727109.1	XP_015183260.1
OG0004915	XP_035726675.1	XP_015189187.1, XP_015189188.1
OG0004916	XP_035718331.1	XP_015178372.1
OG0004918	XP_035720651.1	XP_015171543.1, XP_015171544.1
OG0004919	XP_035719139.1	XP_015181772.1, XP_015181774.1, XP_015181773.1
OG0004920	XP_035743724.1	XP_015188022.1
OG0004921	XP_035717341.1	XP_015188479.1
OG0004922	XP_035729007.1	XP_015174122.1
OG0004923	XP_035743696.1	XP_015190350.1
OG0004924	XP_035740402.1, XP_035740404.1	XP_015186102.1
OG0004925	XP_035737837.1	XP_015189717.1
OG0004926	XP_035743987.1	XP_015190449.1
OG0004927	XP_035730578.1	XP_015185255.1
OG0004928	XP_035717198.1	XP_015176586.1
OG0004929	XP_035726956.1, XP_035726951.1	XP_015183106.1
OG0004930	XP_035735626.1	XP_015179569.1
OG0004931	XP_035721345.1	XP_015173557.1
OG0004932	XP_035738564.1, XP_035738563.1	XP_015175163.1
OG0004933	XP_035742202.1, XP_035742195.1, XP_035718070.1	XP_015180732.1
OG0004934	XP_035732311.1	XP_015179762.1, XP_015179766.1
OG0004935	XP_035730514.1	XP_015186493.1
OG0004936	XP_035726722.1	XP_015182153.1
OG0004937	XP_035726583.1	XP_015188496.1
OG0004938	XP_035727857.1	XP_015187933.1
OG0004939	XP_035738769.1	XP_015175056.1
OG0004940	XP_035743584.1	XP_015191286.1, XP_015191285.1
OG0004941	XP_035722977.1	XP_015178935.1, XP_015178936.1
OG0004942	XP_035719551.1, XP_035719550.1	XP_015188343.1
OG0004943	XP_035738066.1	XP_015184117.1
OG0004944	XP_035722798.1	XP_015173411.1
OG0004945	XP_035736136.1	XP_015177409.1
OG0004946	XP_035721072.1	XP_015184742.1, XP_015184743.1
OG0004947	XP_035723892.1, XP_035723894.1	XP_015185039.1, XP_015185038.1
OG0004948	XP_035720430.1, XP_035720434.1, XP_035720433.1, XP_035720431.1, XP_035720437.1, XP_035720435.1, XP_035720432.1	XP_015187600.1
OG0004949	XP_035720318.1	XP_015172444.1
OG0004950	XP_035744202.1, XP_035744201.1	XP_015173205.1, XP_015173204.1
OG0004951	XP_035735087.1	XP_015179501.1
OG0004952	XP_035728309.1	XP_015178718.1
OG0004954	XP_035736451.1, XP_035736458.1	XP_015189280.1
OG0004955	XP_035737295.1	XP_015179444.1
OG0004956	XP_035739613.1	XP_015179059.1
OG0004957	XP_035732678.1	XP_015180496.1
OG0004958	XP_035737740.1, XP_035737741.1	XP_015187092.1, XP_015187089.1, XP_015187091.1, XP_015187090.1
OG0004959	XP_035728929.1	XP_015191155.1
OG0004960	XP_035740518.1	XP_015177840.1, XP_015177842.1, XP_015177841.1
OG0004961	XP_035720773.1	XP_015187804.1
OG0004962	XP_035738187.1	XP_015180351.1
OG0004963	XP_035742472.1	XP_015174127.1
OG0004964	XP_035726660.1	XP_015174553.1
OG0004965	XP_035737264.1	XP_015175715.1, XP_015175714.1, XP_015175716.1, XP_015175717.1, XP_015175718.1
OG0004966	XP_035740746.1	XP_015171770.1
OG0004968	XP_035736079.1	XP_015177450.1, XP_015177448.1
OG0004969	XP_035733463.1, XP_035733399.1, XP_035733397.1, XP_035733396.1, XP_035733398.1, XP_035733400.1	XP_015184011.1
OG0004975	XP_035733342.1	XP_015189949.1, XP_015189960.1
OG0004975	XP_035733477.1, XP_035733479.1, XP_035733478.1, XP_035733481.1, XP_035733480.1, XP_035733482.1, XP_035733467.1, XP_035742382.1, XP_035742385.1, XP_035742383.1, XP_035742410.1, XP_035733474.1, XP_035733473.1, XP_035733475.1, XP_035733471.1, XP_035733469.1, XP_035733472.1, XP_035733470.1, XP_035737463.1, XP_035733465.1	XP_015189819.1
OG0004976	XP_035738512.1	XP_015183433.1
OG0004977	XP_035738415.1	XP_015174409.1
OG0004978	XP_035740371.1	XP_015186199.1
OG0004979	XP_035737274.1	XP_015175719.1
OG0004980	XP_035730423.1	XP_015177177.1
OG0004981	XP_035723465.1, XP_035723464.1	XP_015172625.1
OG0004982	XP_035740312.1	XP_015182765.1
OG0004983	XP_035735850.1	XP_015179645.1
OG0004984	XP_035737467.1	XP_015186018.1
OG0004985	XP_035726349.1	XP_015171081.1
OG0004986	XP_035725176.1	XP_015185666.1
OG0004987	XP_035731209.1	XP_015186357.1
OG0004988	XP_035734662.1	XP_015172669.1
OG0004989	XP_035722874.1	XP_015191848.1
OG0004990	XP_035741314.1	XP_015173770.1
OG0004991	XP_035734249.1	XP_015171830.1
OG0004992	XP_035730354.1	XP_015185826.1, XP_015185834.1
OG0004993	XP_035726490.1	XP_015186619.1
OG0004994	XP_035734582.1	XP_015191154.1
OG0004995	XP_035736305.1	XP_015186540.1
OG0004996	XP_035724356.1	XP_015178043.1
OG0004997	XP_035734302.1	XP_015172034.1
OG0004998	XP_035741803.1	XP_015172728.1
OG0004999	XP_035735691.1	XP_015179631.1
OG0005000	XP_035727575.1	XP_015177089.1, XP_015177088.1
OG0005001	XP_035741067.1, XP_035741066.1	XP_015173784.1
OG0005002	XP_035742280.1	XP_015181299.1
OG0005003	XP_035734338.1	XP_015188731.1
OG0005004	XP_035744277.1	XP_015176388.1
OG0005005	XP_035728740.1	XP_015191634.1
OG0005006	XP_035734147.1	XP_015172021.1
OG0005007	XP_035739148.1	XP_015180879.1
OG0005008	XP_035740846.1	XP_015181200.1
OG0005009	XP_035730987.1	XP_015186379.1
OG0005010	XP_035730006.1	XP_015186807.1
OG0005011	XP_035724322.1	XP_015182646.1
OG0005012	XP_035722091.1	XP_015185510.1
OG0005013	XP_035717195.1	XP_015174856.1
OG0005014	XP_035719006.1	XP_015184447.1
OG0005015	XP_035718407.1	XP_015178364.1
OG0005016	XP_035728054.1	XP_015187953.1
OG0005017	XP_035732723.1	XP_015179965.1
OG0005018	XP_035743547.1	XP_015171749.1
OG0005019	XP_035734452.1	XP_015179533.1
OG0005020	XP_035730860.1	XP_015181001.1
OG0005021	XP_035731146.1	XP_015179942.1
OG0005022	XP_035721619.1	XP_015184688.1
OG0005023	XP_035718653.1	XP_015180744.1
OG0005024	XP_035731989.1	XP_015190997.1
OG0005025	XP_035725744.1	XP_015172982.1
OG0005027	XP_035729784.1	XP_015186588.1
OG0005028	XP_035723450.1	XP_015187077.1
OG0005029	XP_035720044.1	XP_015187837.1
OG0005030	XP_035731453.1	XP_015171933.1
OG0005031	XP_035730244.1, XP_035730253.1	XP_015181736.1
OG0005032	XP_035743103.1	XP_015171462.1
OG0005033	XP_035738466.1, XP_035738467.1	XP_015174221.1
OG0005034	XP_035740158.1	XP_015173960.1, XP_015173962.1
OG0005035	XP_035734077.1	XP_015171815.1
OG0005036	XP_035729622.1	XP_015174695.1, XP_015174694.1
OG0005037	XP_035733260.1, XP_035733259.1	XP_015191658.1
OG0005038	XP_035740439.1	XP_015188884.1
OG0005039	XP_035724393.1	XP_015175281.1
OG0005040	XP_035738701.1	XP_015174374.1
OG0005041	XP_035733214.1	XP_015175954.1
OG0005042	XP_035723801.1	XP_015182631.1
OG0005043	XP_035729493.1	XP_015174682.1
OG0005044	XP_035718406.1	XP_015178544.1
OG0005045	XP_035727146.1	XP_015183231.1
OG0005046	XP_035722274.1	XP_015188476.1
OG0005047	XP_035728195.1	XP_015184918.1
OG0005048	XP_035744110.1	XP_015180200.1
OG0005049	XP_035736514.1, XP_035736513.1	XP_015181601.1
OG0005050	XP_035727991.1	XP_015176974.1
OG0005051	XP_035744240.1	XP_015176447.1
OG0005052	XP_035734094.1	XP_015171816.1
OG0005053	XP_035744075.1	XP_015187433.1
OG0005054	XP_035743401.1	XP_015191349.1
OG0005055	XP_035724642.1	XP_015178056.1, XP_015178057.1
OG0005056	XP_035728218.1	XP_015183822.1
OG0005057	XP_035728170.1	XP_015184936.1
OG0005058	XP_035732909.1	XP_015181086.1
OG0005059	XP_035735583.1	XP_015179803.1
OG0005060	XP_035737818.1, XP_035737821.1	XP_015186070.1
OG0005061	XP_035732707.1	XP_015188396.1
OG0005062	XP_035742626.1	XP_015185806.1
OG0005063	XP_035741641.1	XP_015183661.1
OG0005064	XP_035744193.1	XP_015180012.1
OG0005065	XP_035730235.1	XP_015187788.1
OG0005066	XP_035724269.1	XP_015185180.1
OG0005067	XP_035719257.1	XP_015171183.1
OG0005068	XP_035719009.1, XP_035719011.1	XP_015184448.1
OG0005069	XP_035743011.1	XP_015173016.1, XP_015173017.1
OG0005070	XP_035725911.1	XP_015172838.1
OG0005071	XP_035731351.1	XP_015171507.1
OG0005072	XP_035742205.1	XP_015191175.1
OG0005073	XP_035736166.1	XP_015180984.1
OG0005074	XP_035735217.1	XP_015187318.1
OG0005076	XP_035727837.1	XP_015180949.1, XP_015189859.1
OG0005077	XP_035738409.1	XP_015174190.1
OG0005078	XP_035741669.1	XP_015184721.1
OG0005079	XP_035728948.1	XP_015173593.1
OG0005080	XP_035729452.1	XP_015176741.1
OG0005081	XP_035733967.1	XP_015189163.1
OG0005082	XP_035738227.1	XP_015177853.1
OG0005083	XP_035724253.1	XP_015174600.1
OG0005084	XP_035739866.1	XP_015175125.1
OG0005085	XP_035738207.1	XP_015185081.1
OG0005086	XP_035738965.1	XP_015180833.1
OG0005087	XP_035733230.1	XP_015190826.1
OG0005088	XP_035743757.1	XP_015189153.1
OG0005089	XP_035720388.1	XP_015187646.1
OG0005090	XP_035722737.1	XP_015190430.1
OG0005091	XP_035727051.1	XP_015185518.1
OG0005092	XP_035735189.1, XP_035735187.1	XP_015175607.1
OG0005093	XP_035740339.1	XP_015186173.1
OG0005094	XP_035741043.1	XP_015186152.1, XP_015186237.1, XP_015186065.1
OG0005096	XP_035743879.1	XP_015190120.1
OG0005097	XP_035736875.1	XP_015179049.1
OG0005098	XP_035735942.1	XP_015187160.1
OG0005099	XP_035723841.1	XP_015178064.1
OG0005100	XP_035720227.1	XP_015182398.1
OG0005101	XP_035724005.1	XP_015185951.1
OG0005102	XP_035740854.1	XP_015184341.1
OG0005103	XP_035719327.1	XP_015171306.1
OG0005104	XP_035729868.1	XP_015189234.1
OG0005105	XP_035734243.1	XP_015171823.1
OG0005106	XP_035727981.1	XP_015185211.1
OG0005107	XP_035720783.1	XP_015176816.1, XP_015176817.1, XP_015176818.1, XP_015176819.1
OG0005108	XP_035719031.1	XP_015171392.1
OG0005109	XP_035730889.1	XP_015182457.1
OG0005110	XP_035730729.1	XP_015176806.1
OG0005111	XP_035733228.1	XP_015190825.1
OG0005112	XP_035722609.1	XP_015171307.1
OG0005113	XP_035734381.1	XP_015171940.1, XP_015171939.1, XP_015171938.1
OG0005114	XP_035736964.1	XP_015178924.1
OG0005116	XP_035718210.1, XP_035718211.1	XP_015180606.1
OG0005117	XP_035743612.1	XP_015191160.1
OG0005118	XP_035725604.1	XP_015185620.1
OG0005118	XP_035725601.1	XP_015185617.1
OG0005119	XP_035726760.1	XP_015185233.1
OG0005120	XP_035738709.1	XP_015174401.1
OG0005121	XP_035734159.1	XP_015172093.1
OG0005122	XP_035735159.1	XP_015179448.1
OG0005123	XP_035733834.1	XP_015184160.1
OG0005124	XP_035742156.1	XP_015175413.1, XP_015175569.1
OG0005125	XP_035719291.1	XP_015171032.1
OG0005126	XP_035732692.1	XP_015188395.1
OG0005127	XP_035719497.1	XP_015189369.1
OG0005128	XP_035743695.1	XP_015189532.1
OG0005129	XP_035735040.1	XP_015179415.1
OG0005130	XP_035722865.1	XP_015174167.1, XP_015174158.1
OG0005131	XP_035739640.1	XP_015179147.1
OG0005132	XP_035729193.1	XP_015187231.1
OG0005133	XP_035724065.1	XP_015178060.1
OG0005134	XP_035738892.1	XP_015180895.1
OG0005135	XP_035725519.1	XP_015185645.1
OG0005136	XP_035732798.1, XP_035732797.1	XP_015180476.1
OG0005137	XP_035740421.1	XP_015188867.1
OG0005138	XP_035736342.1	XP_015181112.1
OG0005139	XP_035734106.1	XP_015185385.1
OG0005140	XP_035717309.1	XP_015176945.1
OG0005141	XP_035736670.1	XP_015181624.1
OG0005142	XP_035735162.1	XP_015179516.1
OG0005143	XP_035726015.1	XP_015190956.1
OG0005145	XP_035731822.1	XP_015177975.1
OG0005146	XP_035721536.1	XP_015175992.1
OG0005147	XP_035727342.1	XP_015183087.1
OG0005148	XP_035740034.1	XP_015185432.1
OG0005149	XP_035717192.1	XP_015180240.1
OG0005150	XP_035737998.1	XP_015188028.1
OG0005151	XP_035738079.1	XP_015181996.1
OG0005152	XP_035732006.1	XP_015191631.1
OG0005153	XP_035740468.1, XP_035740467.1	XP_015187470.1
OG0005154	XP_035732724.1	XP_015179815.1
OG0005155	XP_035723830.1	XP_015189440.1
OG0005156	XP_035741203.1, XP_035741204.1	XP_015183758.1, XP_015183837.1
OG0005157	XP_035726886.1	XP_015175452.1
OG0005158	XP_035744170.1, XP_035744172.1, XP_035744173.1	XP_015180230.1
OG0005159	XP_035726053.1	XP_015190877.1
OG0005160	XP_035719713.1	XP_015171342.1
OG0005161	XP_035718907.1	XP_015184563.1
OG0005162	XP_035736372.1	XP_015181127.1
OG0005163	XP_035736082.1	XP_015177422.1
OG0005164	XP_035717608.1	XP_015180055.1
OG0005165	XP_035726251.1	XP_015188334.1, XP_015188333.1
OG0005166	XP_035738042.1	XP_015181918.1, XP_015181917.1
OG0005167	XP_035725893.1	XP_015190630.1
OG0005168	XP_035726095.1	XP_015190910.1
OG0005169	XP_035723296.1, XP_035723295.1	XP_015190250.1
OG0005170	XP_035742350.1	XP_015175746.1
OG0005171	XP_035720691.1, XP_035720690.1	XP_015183287.1
OG0005172	XP_035732074.1	XP_015176278.1
OG0005173	XP_035734710.1	XP_015172659.1
OG0005174	XP_035743188.1	XP_015183483.1
OG0005175	XP_035733222.1	XP_015190933.1
OG0005176	XP_035730343.1	XP_015185869.1
OG0005177	XP_035731608.1	XP_015174914.1
OG0005178	XP_035724060.1, XP_035724059.1	XP_015178124.1
OG0005179	XP_035736890.1	XP_015178940.1
OG0005180	XP_035726506.1	XP_015182193.1
OG0005181	XP_035727068.1	XP_015183155.1
OG0005182	XP_035718845.1	XP_015189134.1
OG0005183	XP_035738180.1	XP_015181807.1
OG0005184	XP_035732508.1	XP_015187124.1
OG0005185	XP_035736777.1	XP_015187186.1
OG0005186	XP_035738713.1	XP_015174109.1
OG0005187	XP_035723906.1	XP_015185013.1
OG0005188	XP_035731420.1	XP_015172428.1
OG0005189	XP_035723907.1	XP_015173320.1
OG0005190	XP_035727571.1	XP_015177004.1
OG0005191	XP_035731916.1	XP_015175404.1
OG0005192	XP_035735415.1	XP_015177636.1, XP_015177634.1, XP_015177635.1
OG0005193	XP_035732854.1	XP_015188351.1
OG0005194	XP_035741212.1	XP_015183969.1, XP_015184059.1, XP_015184147.1
OG0005195	XP_035720494.1	XP_015182925.1
OG0005197	XP_035728311.1	XP_015187923.1
