Orthogroup	Vespa_mandarinia	Apis_mellifera
OG0003212	XP_035717961.1	XP_006568229.2
OG0003213	XP_035718465.1	XP_026300577.1
OG0003214	XP_035729460.1	XP_026299491.1
OG0003215	XP_035738960.1, XP_035738962.1, XP_035738959.1	XP_625111.1
OG0003218	XP_035738815.1	XP_006564660.1, XP_016769292.1
OG0003219	XP_035733429.1	XP_393900.2
OG0003220	XP_035726253.1, XP_035726254.1	XP_001121373.1, XP_006570421.1, XP_006570422.1
OG0003221	XP_035739503.1, XP_035739504.1	XP_624230.1
OG0003222	XP_035736230.1	XP_026298035.1
OG0003223	XP_035720948.1, XP_035720950.1	XP_393912.3
OG0003224	XP_035738141.1	XP_016768770.2
OG0003225	XP_035732666.1, XP_035732667.1	XP_001121088.2
OG0003226	XP_035723101.1	XP_016771842.1, XP_026300734.1
OG0003227	XP_035732916.1	XP_016771802.2
OG0003228	XP_035731210.1	XP_016768764.1
OG0003229	XP_035736448.1	XP_006557746.1, XP_026301708.1
OG0003230	XP_035742903.1	XP_624175.3
OG0003231	XP_035723023.1, XP_035723038.1	NP_001071285.1, XP_006560237.1
OG0003232	XP_035738321.1	XP_026299903.1
OG0003234	XP_035719420.1	XP_026300314.1, NP_001098419.1
OG0003236	XP_035741971.1, XP_035741974.1	XP_016772668.1
OG0003237	XP_035723597.1, XP_035723596.1, XP_035723599.1, XP_035723598.1	XP_006557981.1, XP_016767419.1
OG0003238	XP_035723443.1	XP_026295588.1
OG0003239	XP_035720563.1	XP_016771559.2
OG0003240	XP_035743699.1	XP_393018.4
OG0003241	XP_035740857.1	XP_006568780.2
OG0003242	XP_035721921.1	XP_003250964.2
OG0003243	XP_035740901.1, XP_035740904.1	XP_016769811.1, XP_006562871.1
OG0003244	XP_035723224.1, XP_035723222.1, XP_035723223.1	XP_026297176.1
OG0003245	XP_035743592.1	XP_001120691.3
OG0003246	XP_035739588.1	XP_016772483.1
OG0003247	XP_035727831.1	XP_016771313.1
OG0003248	XP_035742638.1	NP_001035355.1, XP_006567388.1
OG0003249	XP_035725044.1	XP_001121383.2
OG0003250	XP_035735197.1	XP_006558354.1, XP_001120409.1
OG0003251	XP_035717234.1, XP_035717235.1, XP_035717239.1, XP_035717236.1, XP_035717237.1	XP_006568211.1, NP_001011597.1
OG0003252	XP_035739731.1	NP_001011624.1, XP_006566306.1
OG0003254	XP_035739966.1	XP_006566543.1, XP_001121442.1
OG0003256	XP_035740230.1	XP_003250338.1
OG0003257	XP_035718494.1	XP_006570698.2, XP_003251596.2, XP_016773369.2, XP_016773373.2, XP_016773372.2, XP_016773371.2, XP_016773370.2, XP_006570697.2
OG0003258	XP_035726741.1, XP_035726742.1	XP_006564626.1
OG0003259	XP_035719642.1	XP_026298146.1
OG0003262	XP_035718628.1, XP_035718638.1	XP_623227.1
OG0003263	XP_035738705.1, XP_035738706.1	XP_623105.1
OG0003264	XP_035728111.1	XP_006564892.1
OG0003265	XP_035724031.1	XP_001119900.1
OG0003266	XP_035731454.1	XP_392666.3
OG0003267	XP_035742865.1	NP_001128194.1
OG0003268	XP_035742161.1	XP_003250419.1
OG0003269	XP_035726610.1	XP_624567.3
OG0003270	XP_035738651.1	XP_006562425.1
OG0003271	XP_035734515.1	XP_006559713.1
OG0003272	XP_035728469.1	XP_003251150.1
OG0003273	XP_035729187.1	XP_003250454.1
OG0003274	XP_035737352.1, XP_035737353.1	XP_392364.4
OG0003275	XP_035724285.1	XP_397316.1
OG0003277	XP_035732970.1	XP_001122855.3
OG0003278	XP_035724255.1, XP_035724284.1, XP_035724307.1, XP_035724270.1, XP_035724258.1, XP_035724259.1	XP_003251427.1
OG0003279	XP_035743705.1	XP_394665.1
OG0003280	XP_035734371.1	XP_016767570.2
OG0003281	XP_035718063.1	XP_391962.1
OG0003282	XP_035718327.1, XP_035718326.1	XP_393736.3
OG0003283	XP_035741166.1, XP_035741165.1, XP_035741170.1, XP_035741169.1, XP_035741168.1	XP_003249077.1
OG0003284	XP_035718654.1	XP_625152.1, XP_016773031.1
OG0003285	XP_035741164.1, XP_035741163.1	XP_006561192.1
OG0003286	XP_035718630.1, XP_035718629.1	XP_393002.3
OG0003287	XP_035731424.1	XP_001120012.2
OG0003288	XP_035732216.1	XP_395902.2
OG0003289	XP_035729298.1	NP_001229926.1
OG0003290	XP_035727552.1	XP_003250408.1
OG0003291	XP_035732120.1	XP_026300391.1
OG0003292	XP_035733518.1	XP_392780.2
OG0003293	XP_035718330.1	XP_624701.1
OG0003294	XP_035739275.1	XP_392655.2
OG0003295	XP_035732410.1	XP_006569591.1
OG0003296	XP_035733153.1	XP_006566259.1
OG0003297	XP_035735798.1	XP_026297150.1, XP_006569636.1, XP_006569635.1
OG0003298	XP_035726311.1	XP_623500.2
OG0003299	XP_035739810.1	XP_006567249.1
OG0003300	XP_035725357.1	XP_016767424.1, XP_006567310.1, XP_006567311.1
OG0003301	XP_035738509.1	XP_026298051.1
OG0003302	XP_035735804.1	XP_026300870.1
OG0003303	XP_035730093.1	XP_026299915.1, NP_001011596.1
OG0003304	XP_035723209.1, XP_035723208.1	XP_395873.4
OG0003305	XP_035741062.1	XP_006564658.1
OG0003306	XP_035741320.1	XP_001122558.1
OG0003307	XP_035717540.1	XP_623120.1
OG0003308	XP_035722530.1	XP_006569991.2
OG0003309	XP_035731693.1	XP_006561839.1
OG0003310	XP_035729941.1, XP_035729946.1	XP_026302122.1
OG0003311	XP_035724561.1	XP_001121255.1
OG0003312	XP_035744115.1, XP_035744113.1, XP_035744114.1	XP_026302044.1
OG0003313	XP_035732310.1	XP_006559389.1, XP_003249477.1
OG0003314	XP_035737276.1	XP_003250452.1
OG0003316	XP_035738863.1	XP_624338.2
OG0003317	XP_035727167.1	XP_623999.1
OG0003318	XP_035732012.1	XP_392423.2
OG0003319	XP_035733870.1	XP_006571016.1
OG0003320	XP_035743483.1, XP_035743482.1	XP_392725.1
OG0003321	XP_035741235.1, XP_035741236.1	XP_397424.2
OG0003322	XP_035729026.1, XP_035729027.1	XP_394372.2
OG0003323	XP_035728786.1	XP_393720.4
OG0003324	XP_035719720.1	XP_016767860.1, XP_001121637.3
OG0003325	XP_035718690.1	XP_392223.2
OG0003326	XP_035728527.1, XP_035728522.1	XP_006565924.2
OG0003327	XP_035723794.1	XP_006563991.2
OG0003328	XP_035736788.1	XP_016770900.1
OG0003329	XP_035728919.1, XP_035731780.1	XP_003249906.1
OG0003330	XP_035718836.1	XP_016772106.2
OG0003331	XP_035731361.1	XP_006567306.1
OG0003332	XP_035729221.1, XP_035729220.1	XP_003249576.2
OG0003334	XP_035743484.1	XP_395252.2
OG0003335	XP_035727168.1	XP_006565326.1
OG0003336	XP_035728871.1	XP_006559710.1
OG0003337	XP_035723562.1	XP_016769420.1, XP_394832.1
OG0003339	XP_035741663.1	XP_394722.5
OG0003340	XP_035738602.1	XP_393602.4, XP_006563368.1
OG0003341	XP_035721880.1	XP_006567668.1, XP_006567667.1, XP_395429.3
OG0003342	XP_035725102.1	XP_006565668.1
OG0003343	XP_035723889.1	XP_026300189.1
OG0003344	XP_035725686.1	XP_016772466.2
OG0003345	XP_035718124.1	XP_006564452.1, XP_006564451.1, XP_006564450.1, XP_016770529.1
OG0003346	XP_035731959.1	XP_006559430.1
OG0003347	XP_035723668.1	XP_006557395.1
OG0003348	XP_035721843.1	XP_026297410.1
OG0003349	XP_035732552.1, XP_035732553.1, XP_035732554.1	XP_001122836.3
OG0003350	XP_035727967.1	XP_392679.5
OG0003351	XP_035724391.1	XP_026299250.1
OG0003352	XP_035721624.1, XP_035721623.1, XP_035721625.1	XP_006565723.1, XP_016771782.1
OG0003353	XP_035735740.1	XP_026296431.1
OG0003354	XP_035718365.1	XP_026299097.1, XP_026299098.1
OG0003355	XP_035728055.1	XP_006561689.2
OG0003356	XP_035722726.1	XP_006557795.1
OG0003357	XP_035724204.1	XP_396990.3
OG0003358	XP_035722483.1, XP_035722484.1	XP_003249198.1
OG0003359	XP_035724812.1	XP_006568303.1
OG0003360	XP_035728885.1	XP_623979.1
OG0003361	XP_035727479.1	XP_026295237.1, NP_001139207.1
OG0003362	XP_035720015.1	XP_395236.2
OG0003363	XP_035720403.1	XP_623764.2
OG0003364	XP_035740889.1	XP_016769758.1
OG0003365	XP_035717297.1	XP_026295251.1
OG0003366	XP_035739617.1	XP_026298621.1
OG0003367	XP_035718967.1	XP_392838.4
OG0003368	XP_035739305.1	XP_016770571.1
OG0003369	XP_035724767.1	XP_006562213.1
OG0003370	XP_035717656.1	XP_016773550.1
OG0003371	XP_035736333.1	XP_006557879.1
OG0003372	XP_035726938.1	XP_624215.4
OG0003373	XP_035722659.1	XP_026298010.1
OG0003374	XP_035720667.1	XP_006567697.2
OG0003375	XP_035723483.1, XP_035723481.1, XP_035723482.1	XP_001121670.2
OG0003376	XP_035722990.1	XP_006569056.2
OG0003377	XP_035738674.1	XP_006566848.1
OG0003378	XP_035727593.1	XP_003249854.1
OG0003379	XP_035718219.1, XP_035718220.1, XP_035718218.1	XP_006559397.2, XP_006559396.2
OG0003380	XP_035726937.1	XP_006569563.1
OG0003381	XP_035741813.1, XP_035741814.1	XP_006568268.2
OG0003382	XP_035725909.1	XP_006557645.1
OG0003383	XP_035727252.1	XP_397129.4
OG0003384	XP_035734296.1, XP_035734295.1	XP_624043.2
OG0003385	XP_035736855.1	XP_026300835.1
OG0003386	XP_035735922.1	XP_006564973.1, XP_016771508.1
OG0003387	XP_035722998.1	XP_006569051.1
OG0003388	XP_035718223.1, XP_035718221.1	XP_393319.2
OG0003389	XP_035717111.1	XP_006558979.1
OG0003390	XP_035726519.1	XP_006565318.1
OG0003391	XP_035729229.1	XP_026298451.1
OG0003392	XP_035732084.1, XP_035732086.1	XP_006560707.1
OG0003393	XP_035717916.1	XP_016770793.1
OG0003394	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1	XP_016766931.2
OG0003395	XP_035720392.1	XP_026302288.1
OG0003396	XP_035717748.1, XP_035717750.1, XP_035717749.1	XP_393452.4
OG0003397	XP_035719266.1	XP_006563164.1
OG0003398	XP_035719951.1	XP_006558422.1
OG0003399	XP_035744144.1	XP_624760.2
OG0003400	XP_035739357.1	XP_016766719.1, XP_394432.3
OG0003401	XP_035738196.1	XP_623769.1
OG0003402	XP_035729389.1, XP_035729390.1	XP_006563010.1
OG0003403	XP_035738309.1	XP_623897.1
OG0003404	XP_035730589.1	XP_026295205.1
OG0003405	XP_035722368.1	XP_395638.3
OG0003406	XP_035729691.1, XP_035729689.1	XP_016767278.2
OG0003407	XP_035726440.1, XP_035726441.1	XP_624064.5
OG0003408	XP_035731927.1	XP_026296268.1
OG0003410	XP_035725212.1	XP_006561990.1
OG0003411	XP_035743732.1	XP_392830.2
OG0003412	XP_035719157.1	XP_006569601.1
OG0003413	XP_035720341.1, XP_035720342.1	XP_003250740.3
OG0003414	XP_035721820.1	XP_625075.1
OG0003415	XP_035723163.1	XP_026297227.1
OG0003416	XP_035718744.1	XP_393964.2
OG0003417	XP_035733678.1	XP_623301.2
OG0003419	XP_035721055.1	XP_026299401.1, XP_006566662.1, XP_006566661.1, XP_026299402.1
OG0003420	XP_035717779.1	XP_026296989.1
OG0003421	XP_035733630.1	XP_001120720.2
OG0003422	XP_035730649.1	XP_006557288.1
OG0003423	XP_035730539.1, XP_035730540.1	XP_003249761.1
OG0003424	XP_035721506.1	XP_001122976.1
OG0003425	XP_035732435.1	XP_026297070.1, XP_026297078.1
OG0003426	XP_035743362.1	XP_006559668.1
OG0003427	XP_035730274.1	XP_026297050.1
OG0003428	XP_035719989.1	XP_624912.3
OG0003429	XP_035723467.1	XP_006559574.1
OG0003430	XP_035724172.1, XP_035724163.1	XP_026297373.1, XP_026297379.1
OG0003431	XP_035733301.1	XP_393416.2
OG0003432	XP_035725437.1	XP_003250132.2
OG0003433	XP_035741120.1, XP_035741121.1	XP_026299558.1
OG0003434	XP_035735513.1	XP_624978.4, XP_006559788.2
OG0003435	XP_035740650.1, XP_035725169.1	XP_393349.3
OG0003436	XP_035727257.1	XP_026299381.1
OG0003437	XP_035719949.1, XP_035719945.1, XP_035719957.1	XP_006560095.2
OG0003438	XP_035742845.1	XP_624758.3
OG0003439	XP_035743413.1	XP_006568074.2
OG0003441	XP_035735648.1	XP_006569552.2
OG0003442	XP_035739149.1, XP_035739233.1	XP_397107.5
OG0003443	XP_035741581.1	NP_001193898.1, XP_026295678.1
OG0003444	XP_035735680.1	XP_391986.4
OG0003445	XP_035724660.1	XP_392567.4
OG0003446	XP_035725082.1	XP_003251325.2
OG0003447	XP_035744102.1	XP_003249386.1
OG0003448	XP_035720707.1, XP_035720709.1, XP_035720708.1	XP_016766321.2
OG0003449	XP_035719816.1	XP_026297388.1
OG0003450	XP_035735266.1	XP_396295.4
OG0003451	XP_035728590.1	XP_016766353.1
OG0003452	XP_035721502.1	XP_394773.2
OG0003453	XP_035734224.1	XP_623593.1
OG0003454	XP_035735593.1, XP_035735594.1	XP_623088.2
OG0003455	XP_035722544.1	XP_026298031.1
OG0003456	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1	XP_624799.3
OG0003457	XP_035738969.1	XP_001120612.1
OG0003458	XP_035733700.1	XP_026301253.1
OG0003459	XP_035739605.1	XP_001120892.1
OG0003460	XP_035732966.1	XP_396164.7
OG0003461	XP_035735651.1, XP_035735652.1, XP_035735655.1	XP_016771845.1, XP_006564929.1
OG0003463	XP_035719502.1	XP_391829.3
OG0003464	XP_035717463.1	XP_623282.2
OG0003465	XP_035730976.1, XP_035730988.1	XP_006557764.1
OG0003466	XP_035722097.1	XP_393480.5
OG0003467	XP_035739108.1	XP_625110.4
OG0003468	XP_035731548.1	XP_026300247.1
OG0003469	XP_035732757.1	XP_392374.4
OG0003471	XP_035724488.1	XP_392585.4
OG0003472	XP_035718671.1	XP_006559764.1
OG0003473	XP_035740031.1	XP_016770365.1
OG0003474	XP_035722625.1	XP_624906.2
OG0003475	XP_035737256.1	XP_623321.1
OG0003476	XP_035735088.1	XP_026301165.1, XP_026301166.1, XP_016772209.2
OG0003477	XP_035738717.1, XP_035738718.1	XP_393723.2
OG0003478	XP_035723090.1	XP_396785.4
OG0003479	XP_035727087.1	NP_001011605.1
OG0003480	XP_035730689.1, XP_035730708.1	XP_001122793.3
OG0003481	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1	XP_001120972.2
OG0003482	XP_035723792.1, XP_035723791.1	XP_006562508.2
OG0003483	XP_035724112.1	XP_006564273.1
OG0003484	XP_035720488.1	XP_006564183.2
OG0003485	XP_035719203.1	XP_624563.2, XP_006571956.1
OG0003486	XP_035729809.1, XP_035729810.1, XP_035729808.1	XP_026294823.1, XP_026294822.1
OG0003487	XP_035717432.1	XP_394742.1
OG0003488	XP_035719078.1	XP_392396.3
OG0003489	XP_035725986.1	XP_001122067.3
OG0003490	XP_035723257.1	XP_624417.1
OG0003491	XP_035734012.1	XP_026297743.1, XP_396869.4
OG0003492	XP_035722321.1, XP_035722319.1	XP_006559876.1
OG0003493	XP_035725217.1	XP_016770734.1
OG0003494	XP_035728926.1, XP_035728925.1	XP_393769.3
OG0003495	XP_035739750.1	XP_016772029.1
OG0003496	XP_035727473.1	NP_001314895.1
OG0003497	XP_035717989.1	XP_026298659.1
OG0003498	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1	XP_026298566.1
OG0003499	XP_035737779.1, XP_035737771.1	XP_003249448.2
OG0003500	XP_035737356.1, XP_035737354.1, XP_035737355.1	XP_003250388.1, XP_001120796.1
OG0003501	XP_035740613.1	XP_395711.5, XP_006559706.2
OG0003502	XP_035738145.1	XP_003251227.1
OG0003503	XP_035731958.1	XP_026295149.1, XP_026295150.1, XP_006559778.1
OG0003504	XP_035742148.1	XP_001120503.2, XP_026296684.1
OG0003506	XP_035720775.1	XP_001121217.1, XP_006564784.1, XP_026302235.1
OG0003507	XP_035726875.1	NP_001239357.1, XP_006557599.1
OG0003508	XP_035738765.1, XP_035738767.1, XP_035738766.1	XP_393823.1
OG0003509	XP_035722353.1	XP_026302272.1, XP_026302271.1
OG0003510	XP_035718282.1	XP_016771951.1, XP_026300254.1
OG0003511	XP_035741063.1	XP_026297790.1
OG0003512	XP_035720217.1	XP_006572303.1
OG0003513	XP_035718942.1	XP_026298952.1
OG0003514	XP_035729687.1, XP_035729686.1	XP_026297433.1
OG0003515	XP_035732586.1, XP_035732590.1	XP_026296550.1
OG0003516	XP_035732681.1, XP_035732683.1, XP_035732682.1	XP_001121025.1
OG0003517	XP_035738336.1	XP_016770755.1
OG0003518	XP_035718417.1	XP_016770683.1
OG0003519	XP_035734592.1	XP_016769119.1
OG0003520	XP_035743414.1	XP_006558164.2
OG0003521	XP_035734073.1	XP_006558229.1
OG0003522	XP_035732365.1	XP_001120606.1
OG0003523	XP_035742503.1	XP_026297026.1
OG0003524	XP_035722043.1	XP_026298075.1
OG0003525	XP_035720476.1, XP_035720475.1	XP_006571000.1, XP_006571001.1
OG0003526	XP_035743557.1	XP_001120160.2
OG0003527	XP_035718095.1	XP_624136.4
OG0003528	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1	XP_006560271.1
OG0003529	XP_035743257.1	XP_625180.1
OG0003530	XP_035729917.1, XP_035729918.1, XP_035729916.1	XP_001121740.1
OG0003532	XP_035742315.1	XP_016771007.1, XP_006566912.2
OG0003533	XP_035723847.1	XP_006561980.2
OG0003534	XP_035736183.1	XP_026301259.1
OG0003535	XP_035737568.1	XP_026302130.1
OG0003536	XP_035739524.1	XP_392512.3
OG0003538	XP_035732596.1, XP_035732595.1	XP_624036.2
OG0003539	XP_035718047.1	XP_001121879.1
OG0003541	XP_035717964.1	XP_016770422.1
OG0003542	XP_035723678.1, XP_035723677.1, XP_035723676.1	XP_006567287.1
OG0003543	XP_035742292.1	XP_006568885.3
OG0003544	XP_035728278.1	XP_624019.1
OG0003545	XP_035719835.1	XP_001119912.1
OG0003546	XP_035736975.1	NP_001314878.1
OG0003547	XP_035730562.1	XP_016766274.1
OG0003548	XP_035732987.1	XP_016768400.1, XP_016768399.1
OG0003549	XP_035738447.1	XP_624768.1
OG0003550	XP_035732609.1	XP_625220.1
OG0003551	XP_035727353.1	XP_006557614.1
OG0003552	XP_035729972.1	XP_006557684.2
OG0003553	XP_035738616.1	XP_006560166.1
OG0003554	XP_035721413.1, XP_035721411.1, XP_035721412.1	XP_006569773.2
OG0003555	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1	XP_392263.1
OG0003556	XP_035739412.1	NP_001229505.1, XP_026298415.1
OG0003557	XP_035742101.1	XP_001121172.2
OG0003558	XP_035732785.1	XP_016770574.1
OG0003559	XP_035717241.1	XP_006559979.1
OG0003560	XP_035724341.1	XP_006562728.3
OG0003561	XP_035734788.1	XP_026301754.1
OG0003562	XP_035730958.1	XP_006557769.1
OG0003563	XP_035737868.1, XP_035737862.1	XP_026298294.1
OG0003564	XP_035736469.1	XP_393524.3
OG0003565	XP_035741019.1	XP_006568407.1
OG0003566	XP_035733197.1, XP_035733198.1	XP_396520.4
OG0003567	XP_035719678.1, XP_035719677.1	XP_003251076.1
OG0003568	XP_035718635.1, XP_035718632.1	XP_026299671.1
OG0003569	XP_035718458.1	XP_026299489.1
OG0003570	XP_035735335.1	XP_026301738.1, NP_001229508.1
OG0003571	XP_035742635.1	XP_016772335.1
OG0003572	XP_035736274.1	XP_026301294.1
OG0003573	XP_035717792.1	XP_026295782.1
OG0003574	XP_035734451.1	XP_006562002.1
OG0003575	XP_035729876.1	XP_003249441.1
OG0003576	XP_035734505.1	XP_393699.3
OG0003577	XP_035740899.1	XP_623216.3
OG0003578	XP_035741956.1	XP_006568862.1, XP_006568863.1
OG0003579	XP_035736814.1	NP_001091689.1, XP_006571078.1
OG0003580	XP_035721139.1	XP_006568089.1
OG0003581	XP_035724089.1	XP_624721.2
OG0003582	XP_035722593.1, XP_035722590.1	XP_026294996.1, XP_026294994.1
OG0003583	XP_035737943.1, XP_035737942.1	XP_026295519.1
OG0003584	XP_035719058.1	XP_026297931.1
OG0003585	XP_035724190.1	XP_624344.3
OG0003586	XP_035731957.1, XP_035731956.1	XP_003249383.1
OG0003587	XP_035740442.1	XP_026297815.1
OG0003588	XP_035726162.1	XP_026296472.1
OG0003589	XP_035735323.1, XP_035735322.1	XP_026297132.1
OG0003591	XP_035729344.1	XP_006562719.1
OG0003592	XP_035718908.1	XP_016768190.2
OG0003593	XP_035726199.1	XP_392407.6
OG0003595	XP_035742839.1	XP_001120441.2
OG0003596	XP_035723065.1	XP_397270.3
OG0003597	XP_035734533.1	XP_026295523.1
OG0003598	XP_035729133.1	XP_016769385.1, XP_392535.3
OG0003599	XP_035742048.1	XP_006561749.1
OG0003600	XP_035735316.1	XP_006570985.1
OG0003601	XP_035740299.1	XP_395892.2
OG0003602	XP_035736266.1	XP_001120037.2
OG0003603	XP_035723696.1, XP_035726673.1	XP_625092.3
OG0003604	XP_035719057.1	XP_006565223.1
OG0003605	XP_035740947.1	XP_026297691.1
OG0003606	XP_035717568.1	XP_026300416.1, XP_026300415.1
OG0003607	XP_035721862.1, XP_035721863.1	XP_016770111.1
OG0003608	XP_035731593.1	XP_006567242.1
OG0003609	XP_035737104.1	XP_003249988.1
OG0003610	XP_035723787.1	XP_392779.3
OG0003611	XP_035723396.1	XP_026299826.1
OG0003612	XP_035731103.1, XP_035731102.1	XP_392056.5
OG0003613	XP_035742709.1	XP_394878.2
OG0003614	XP_035725582.1	NP_001012980.1
OG0003615	XP_035724749.1	XP_394547.4
OG0003618	XP_035728156.1	XP_016771087.1
OG0003619	XP_035725507.1	XP_026298960.1
OG0003620	XP_035727757.1	XP_016767111.1
OG0003621	XP_035729589.1	XP_026296342.1, XP_026296341.1, XP_026296340.1
OG0003622	XP_035727791.1	XP_003249479.3
OG0003622	XP_035727792.1	XP_026301501.1
OG0003623	XP_035726128.1	XP_016768664.2, XP_016768660.2
OG0003624	XP_035730249.1	XP_026295980.1
OG0003625	XP_035741765.1	XP_026296123.1
OG0003626	XP_035734107.1	XP_006563612.1
OG0003627	XP_035735634.1, XP_035735635.1	XP_016769285.2
OG0003628	XP_035742363.1	XP_006560796.1
OG0003629	XP_035736010.1	XP_393307.3
OG0003630	XP_035743900.1	XP_026299330.1, NP_001314887.1
OG0003631	XP_035721186.1, XP_035721194.1	XP_395400.7
OG0003632	XP_035728479.1	NP_001014983.1, XP_006561567.2
OG0003633	XP_035730943.1, XP_035730944.1	XP_016767443.2
OG0003634	XP_035743875.1	XP_026299689.1
OG0003635	XP_035717783.1	XP_006562493.2
OG0003636	XP_035736309.1	XP_026300438.1
OG0003637	XP_035737409.1	XP_006568274.1
OG0003638	XP_035744072.1	XP_016769858.1
OG0003639	XP_035740130.1	XP_006566456.1
OG0003640	XP_035718345.1	XP_016770576.1
OG0003641	XP_035741082.1	XP_006564642.1
OG0003642	XP_035742421.1	XP_026297980.1, XP_026297977.1
OG0003643	XP_035733118.1	XP_006558600.1
OG0003644	XP_035735602.1	XP_006564948.2
OG0003645	XP_035727181.1, XP_035727184.1	XP_006560534.1
OG0003646	XP_035734040.1	NP_001073674.1, XP_016766315.1
OG0003647	XP_035730333.1	XP_006558467.1
OG0003648	XP_035731944.1, XP_035731946.1	XP_026300952.1
OG0003649	XP_035731682.1	XP_026299954.1
OG0003650	XP_035739885.1	XP_026295443.1
OG0003651	XP_035732853.1, XP_035732850.1	XP_026296567.1, XP_026296569.1
OG0003652	XP_035737188.1, XP_035737185.1, XP_035737184.1	XP_003251317.2
OG0003653	XP_035718461.1	XP_006571882.3
OG0003654	XP_035737719.1	XP_006568995.1, XP_006568993.1, XP_006568992.1
OG0003656	XP_035730032.1	XP_026295176.1
OG0003657	XP_035731843.1	XP_624703.1
OG0003658	XP_035723194.1	XP_624141.3
OG0003661	XP_035731876.1	XP_006561677.1
OG0003662	XP_035719007.1, XP_035719001.1	XP_016768362.2
OG0003663	XP_035718473.1	XP_026297485.1
OG0003664	XP_035727421.1, XP_035727434.1	XP_016768039.1
OG0003665	XP_035727599.1, XP_035727600.1, XP_035727598.1	XP_026297140.1
OG0003666	XP_035726279.1	XP_006564152.1
OG0003667	XP_035736229.1	NP_001157187.1
OG0003668	XP_035739792.1, XP_035739793.1	XP_016770465.2, XP_006566579.1
OG0003669	XP_035739111.1	XP_393590.2
OG0003671	XP_035741291.1, XP_035741290.1	XP_006563978.2
OG0003672	XP_035726739.1, XP_035726740.1	XP_006564853.1, XP_026296716.1
OG0003673	XP_035741432.1	XP_006559462.1
OG0003674	XP_035743211.1, XP_035743212.1, XP_035743213.1	XP_016770777.2
OG0003675	XP_035725489.1, XP_035722541.1	XP_624591.1
OG0003676	XP_035719745.1	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1
OG0003677	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1	XP_006564807.1
OG0003678	XP_035732466.1	XP_006567812.1, XP_006567813.1, XP_016767872.1
OG0003679	XP_035735540.1	XP_006565370.2
OG0003680	XP_035742894.1	XP_006562950.1
OG0003681	XP_035717332.1	XP_006559723.1
OG0003682	XP_035742902.1	XP_006562949.1
OG0003683	XP_035743102.1	XP_001121251.1
OG0003684	XP_035730815.1	XP_001120276.2
OG0003685	XP_035743277.1	XP_006565008.1
OG0003686	XP_035734872.1	XP_006570591.2
OG0003687	XP_035720043.1	XP_006570860.1
OG0003688	XP_035737162.1, XP_035737166.1	XP_006563508.3
OG0003690	XP_035734199.1, XP_035734198.1	XP_026296602.1
OG0003691	XP_035740341.1	XP_016769234.2
OG0003692	XP_035721136.1	XP_623409.3
OG0003693	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1	XP_026299201.1
OG0003694	XP_035719391.1, XP_035719386.1	XP_006558516.1
OG0003695	XP_035734552.1, XP_035734553.1, XP_035734583.1	XP_001120679.2
OG0003696	XP_035742008.1	XP_006561199.2
OG0003697	XP_035727727.1	XP_006561470.2
OG0003698	XP_035739429.1	XP_026301636.1, XP_006563203.1, XP_392108.3
OG0003699	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1	XP_006563554.1, XP_006563555.1
OG0003700	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1	XP_006566737.2
OG0003701	XP_035717823.1, XP_035717830.1	XP_006570844.1
OG0003702	XP_035737535.1	XP_026296493.1
OG0003703	XP_035736823.1	XP_026296711.1, XP_026296710.1
OG0003704	XP_035725262.1	XP_026297049.1
OG0003705	XP_035722262.1, XP_035722261.1, XP_035722260.1	XP_026298067.1
OG0003706	XP_035717923.1	XP_026300926.1
OG0003706	XP_035717918.1	XP_026300924.1
OG0003709	XP_035721107.1	XP_624346.1
OG0003710	XP_035721209.1	XP_026295463.1
OG0003711	XP_035731824.1, XP_035731823.1, XP_035731825.1	XP_624913.1
OG0003712	XP_035717220.1	XP_623106.1
OG0003713	XP_035742730.1	XP_006558475.1
OG0003714	XP_035728137.1	XP_003249456.1
OG0003715	XP_035723504.1	XP_016768510.1, XP_006570153.1
OG0003716	XP_035740419.1	XP_016769562.1
OG0003717	XP_035723180.1	XP_016766508.2, XP_026294884.1
OG0003718	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1	XP_624694.1
OG0003719	XP_035718953.1	XP_006564545.3
OG0003720	XP_035732272.1	XP_006560438.1
OG0003721	XP_035722954.1	XP_392857.2
OG0003722	XP_035738704.1, XP_035738703.1	XP_624693.1
OG0003723	XP_035717773.1	XP_394314.2
