Orthogroup	Vespa_mandarinia	Nomia_melanderi
OG0004181	XP_035730027.1, XP_035730028.1	XP_031850390.1
OG0004182	XP_035740117.1	XP_031849791.1
OG0004183	XP_035719791.1, XP_035719792.1	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1
OG0004184	XP_035728549.1	XP_031847500.1
OG0004185	XP_035744067.1	XP_031837735.1
OG0004186	XP_035718296.1	XP_031839140.1
OG0004187	XP_035738826.1	XP_031845406.1
OG0004188	XP_035738124.1	XP_031848204.1
OG0004189	XP_035734845.1	XP_031828918.1, XP_031828916.1, XP_031828920.1
OG0004190	XP_035722618.1	XP_031830267.1, XP_031830265.1
OG0004191	XP_035741700.1	XP_031830399.1
OG0004192	XP_035732056.1	XP_031844438.1, XP_031844440.1, XP_031844441.1
OG0004193	XP_035737284.1	XP_031848682.1
OG0004194	XP_035722501.1	XP_031839609.1, XP_031839608.1
OG0004195	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1	XP_031840883.1
OG0004196	XP_035730379.1, XP_035730377.1	XP_031843587.1
OG0004197	XP_035742036.1	XP_031835278.1
OG0004198	XP_035726708.1	XP_031844019.1, XP_031844018.1
OG0004199	XP_035737594.1, XP_035737601.1	XP_031845759.1, XP_031845760.1
OG0004201	XP_035740723.1, XP_035740721.1	XP_031847818.1
OG0004202	XP_035725976.1	XP_031828289.1
OG0004203	XP_035736300.1	XP_031831146.1
OG0004204	XP_035740250.1	XP_031844024.1
OG0004205	XP_035739604.1	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1
OG0004206	XP_035730713.1	XP_031832334.1
OG0004207	XP_035717802.1	XP_031845093.1
OG0004209	XP_035728915.1	XP_031847366.1
OG0004211	XP_035737251.1, XP_035737252.1	XP_031843229.1
OG0004212	XP_035740886.1	XP_031830793.1
OG0004213	XP_035732614.1	XP_031825489.1
OG0004214	XP_035731116.1	XP_031828613.1
OG0004215	XP_035719584.1	XP_031830494.1
OG0004216	XP_035742724.1	XP_031832164.1
OG0004217	XP_035720784.1	XP_031836555.1
OG0004218	XP_035720626.1	XP_031839217.1
OG0004219	XP_035728938.1, XP_035728939.1	XP_031846765.1
OG0004220	XP_035731785.1	XP_031826535.1
OG0004222	XP_035724454.1, XP_035724456.1, XP_035724455.1	XP_031826050.1
OG0004223	XP_035724226.1, XP_035724227.1	XP_031833560.1
OG0004224	XP_035743280.1	XP_031836810.1, XP_031836814.1
OG0004225	XP_035721143.1	XP_031833096.1
OG0004227	XP_035730606.1, XP_035730605.1	XP_031840990.1, XP_031840989.1
OG0004229	XP_035717345.1	XP_031848982.1
OG0004230	XP_035727206.1, XP_035727195.1	XP_031832892.1, XP_031832875.1
OG0004231	XP_035739737.1	XP_031825776.1
OG0004232	XP_035718508.1	XP_031842951.1
OG0004233	XP_035717175.1	XP_031839418.1
OG0004234	XP_035720682.1	XP_031831277.1
OG0004235	XP_035743645.1, XP_035743640.1	XP_031834528.1
OG0004236	XP_035727943.1	XP_031838110.1
OG0004237	XP_035743204.1	XP_031849218.1, XP_031849666.1
OG0004238	XP_035736031.1, XP_035736021.1	XP_031850109.1
OG0004240	XP_035736401.1, XP_035736382.1, XP_035736392.1	XP_031848772.1, XP_031848904.1
OG0004241	XP_035729264.1, XP_035729265.1	XP_031844033.1
OG0004242	XP_035742066.1	XP_031848567.1
OG0004243	XP_035722921.1, XP_035722922.1	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1
OG0004244	XP_035728426.1	XP_031850382.1
OG0004246	XP_035723859.1	XP_031833176.1
OG0004247	XP_035729992.1	XP_031841793.1
OG0004248	XP_035741996.1	XP_031836299.1, XP_031836302.1
OG0004249	XP_035717140.1	XP_031845681.1
OG0004250	XP_035721102.1, XP_035721101.1, XP_035721103.1	XP_031845680.1
OG0004251	XP_035726876.1	XP_031838450.1
OG0004253	XP_035718481.1	XP_031846907.1
OG0004254	XP_035728872.1	XP_031827355.1
OG0004255	XP_035741077.1	XP_031836592.1
OG0004256	XP_035739147.1	XP_031839525.1, XP_031839524.1
OG0004257	XP_035740383.1	XP_031842433.1, XP_031831497.1
OG0004258	XP_035725116.1	XP_031829838.1
OG0004259	XP_035718281.1, XP_035718280.1	XP_031839471.1
OG0004260	XP_035741730.1	XP_031846342.1
OG0004261	XP_035717515.1, XP_035717526.1, XP_035717535.1	XP_031849664.1
OG0004262	XP_035727233.1	XP_031844686.1
OG0004264	XP_035725740.1, XP_035725739.1, XP_035725734.1	XP_031842280.1
OG0004265	XP_035731052.1	XP_031842722.1
OG0004266	XP_035742175.1, XP_035742174.1, XP_035742177.1, XP_035742176.1, XP_035742171.1, XP_035742173.1, XP_035742172.1	XP_031849134.1
OG0004267	XP_035736283.1, XP_035736284.1, XP_035736279.1, XP_035736282.1, XP_035736281.1	XP_031827643.1
OG0004268	XP_035740275.1	XP_031841031.1
OG0004269	XP_035738338.1	XP_031827348.1
OG0004275	XP_035727960.1	XP_031838235.1
OG0004276	XP_035726615.1	XP_031848477.1
OG0004277	XP_035737110.1	XP_031828483.1
OG0004278	XP_035717356.1	XP_031845668.1
OG0004279	XP_035739348.1	XP_031827056.1
OG0004280	XP_035741808.1	XP_031832134.1
OG0004281	XP_035729783.1	XP_031832515.1
OG0004282	XP_035730957.1	XP_031846138.1
OG0004283	XP_035722999.1	XP_031839999.1
OG0004284	XP_035738067.1	XP_031826036.1
OG0004285	XP_035727761.1	XP_031828209.1
OG0004286	XP_035730538.1	XP_031835228.1
OG0004287	XP_035741042.1	XP_031848909.1
OG0004288	XP_035720808.1, XP_035720826.1	XP_031833906.1
OG0004289	XP_035727551.1	XP_031827279.1, XP_031827280.1
OG0004290	XP_035720101.1	XP_031832922.1
OG0004291	XP_035726119.1	XP_031833835.1
OG0004292	XP_035725596.1	XP_031844191.1
OG0004293	XP_035736655.1	XP_031838363.1
OG0004294	XP_035738185.1	XP_031825800.1
OG0004295	XP_035727192.1	XP_031840132.1, XP_031840133.1, XP_031840136.1, XP_031840131.1, XP_031840135.1
OG0004296	XP_035733883.1	XP_031849068.1
OG0004297	XP_035723241.1	XP_031845913.1, XP_031845902.1
OG0004298	XP_035718206.1, XP_035718208.1	XP_031830627.1
OG0004299	XP_035743342.1	XP_031828035.1
OG0004300	XP_035723863.1, XP_035723864.1	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1
OG0004301	XP_035732070.1	XP_031831664.1, XP_031831663.1
OG0004302	XP_035720276.1	XP_031826350.1
OG0004303	XP_035744082.1	XP_031845237.1
OG0004304	XP_035725524.1, XP_035734512.1	XP_031845632.1
OG0004305	XP_035743709.1	XP_031827300.1, XP_031827297.1, XP_031827298.1
OG0004306	XP_035722333.1	XP_031833157.1
OG0004307	XP_035734525.1	XP_031826914.1
OG0004308	XP_035739345.1	XP_031827055.1
OG0004309	XP_035734934.1	XP_031834645.1
OG0004310	XP_035740428.1	XP_031844021.1
OG0004311	XP_035738344.1	XP_031835531.1
OG0004312	XP_035723092.1	XP_031832087.1
OG0004313	XP_035723192.1	XP_031843851.1
OG0004314	XP_035740078.1	XP_031850012.1
OG0004315	XP_035717558.1	XP_031840298.1
OG0004316	XP_035719056.1	XP_031837137.1
OG0004317	XP_035730712.1, XP_035730359.1	XP_031843324.1
OG0004318	XP_035743742.1	XP_031844185.1
OG0004319	XP_035731619.1	XP_031841535.1, XP_031841537.1, XP_031841536.1
OG0004320	XP_035719797.1	XP_031830689.1
OG0004321	XP_035717572.1, XP_035717573.1	XP_031833994.1
OG0004322	XP_035741521.1	XP_031825907.1, XP_031825908.1
OG0004323	XP_035743440.1	XP_031849174.1, XP_031849175.1
OG0004324	XP_035737538.1, XP_035737529.1	XP_031828951.1
OG0004325	XP_035728019.1	XP_031829380.1
OG0004326	XP_035730703.1, XP_035730701.1, XP_035730702.1	XP_031833485.1
OG0004327	XP_035743997.1	XP_031825391.1, XP_031825390.1
OG0004328	XP_035730001.1	XP_031842449.1
OG0004329	XP_035718212.1	XP_031830721.1
OG0004330	XP_035719235.1	XP_031838338.1
OG0004331	XP_035738981.1, XP_035738973.1	XP_031845502.1
OG0004332	XP_035737341.1	XP_031839656.1
OG0004333	XP_035738992.1	XP_031835626.1
OG0004334	XP_035720278.1	XP_031834898.1, XP_031834891.1
OG0004335	XP_035735736.1	XP_031843563.1, XP_031843564.1
OG0004336	XP_035718626.1, XP_035718627.1	XP_031833643.1
OG0004337	XP_035735630.1	XP_031832665.1
OG0004338	XP_035729419.1	XP_031837238.1
OG0004339	XP_035734501.1	XP_031842137.1
OG0004340	XP_035722582.1, XP_035722583.1	XP_031835898.1
OG0004341	XP_035734660.1	XP_031840767.1
OG0004342	XP_035725064.1, XP_035725063.1, XP_035725065.1, XP_035725061.1, XP_035725062.1	XP_031840543.1
OG0004343	XP_035727573.1	XP_031827703.1
OG0004344	XP_035737638.1	XP_031840792.1
OG0004345	XP_035742721.1	XP_031830030.1
OG0004346	XP_035728115.1	XP_031835201.1
OG0004347	XP_035727554.1	XP_031827721.1
OG0004348	XP_035741454.1	XP_031850528.1
OG0004349	XP_035737735.1	XP_031844026.1
OG0004351	XP_035740789.1	XP_031837471.1, XP_031837472.1
OG0004352	XP_035734849.1	XP_031847970.1
OG0004353	XP_035728821.1, XP_035728822.1	XP_031830577.1, XP_031830576.1
OG0004354	XP_035723908.1	XP_031838931.1
OG0004355	XP_035736519.1	XP_031837696.1
OG0004356	XP_035733235.1	XP_031833990.1, XP_031833991.1
OG0004357	XP_035735529.1	XP_031843565.1
OG0004358	XP_035734762.1	XP_031849863.1
OG0004359	XP_035736150.1, XP_035736149.1	XP_031829528.1, XP_031829529.1
OG0004360	XP_035723047.1	XP_031825421.1
OG0004361	XP_035728805.1	XP_031839015.1
OG0004362	XP_035729464.1	XP_031847466.1
OG0004363	XP_035725378.1	XP_031835576.1
OG0004364	XP_035742523.1	XP_031845442.1, XP_031845441.1
OG0004365	XP_035735989.1	XP_031829553.1
OG0004366	XP_035730413.1, XP_035730414.1	XP_031833750.1
OG0004368	XP_035717229.1	XP_031825392.1
OG0004369	XP_035730363.1	XP_031843659.1
OG0004370	XP_035737342.1	XP_031839657.1
OG0004371	XP_035732309.1	XP_031836763.1
OG0004372	XP_035722400.1, XP_035742347.1	XP_031839766.1
OG0004373	XP_035726767.1	XP_031828999.1
OG0004374	XP_035721645.1, XP_035721643.1, XP_035721644.1	XP_031841092.1
OG0004375	XP_035729799.1	XP_031839024.1
OG0004376	XP_035739273.1	XP_031848308.1
OG0004377	XP_035730346.1	XP_031849532.1
OG0004378	XP_035721318.1	XP_031849014.1
OG0004379	XP_035744060.1	XP_031827563.1
OG0004380	XP_035727476.1	XP_031848617.1
OG0004381	XP_035730908.1	XP_031829075.1
OG0004382	XP_035743149.1	XP_031838479.1
OG0004383	XP_035737713.1	XP_031829837.1
OG0004384	XP_035737157.1	XP_031843373.1
OG0004385	XP_035719500.1	XP_031847487.1
OG0004386	XP_035728610.1	XP_031841078.1
OG0004387	XP_035728475.1	XP_031838079.1
OG0004388	XP_035718412.1	XP_031846944.1
OG0004389	XP_035724824.1, XP_035724818.1	XP_031833376.1, XP_031833377.1, XP_031833375.1
OG0004390	XP_035743668.1	XP_031834527.1
OG0004391	XP_035733585.1	XP_031826520.1
OG0004394	XP_035728866.1	XP_031840655.1
OG0004395	XP_035740486.1, XP_035740485.1	XP_031838878.1
OG0004396	XP_035729293.1	XP_031847757.1
OG0004397	XP_035735802.1	XP_031832679.1
OG0004398	XP_035723869.1	XP_031834361.1
OG0004399	XP_035738328.1, XP_035738327.1	XP_031826347.1, XP_031826261.1
OG0004400	XP_035733355.1	XP_031834854.1
OG0004401	XP_035718275.1	XP_031846814.1
OG0004402	XP_035736680.1	XP_031837935.1
OG0004403	XP_035732186.1	XP_031831299.1
OG0004404	XP_035723780.1	XP_031848881.1
OG0004405	XP_035741747.1, XP_035741748.1	XP_031840828.1
OG0004406	XP_035738543.1, XP_035738534.1	XP_031843478.1
OG0004407	XP_035739319.1	XP_031838570.1
OG0004408	XP_035730627.1	XP_031840214.1
OG0004409	XP_035728419.1	XP_031836448.1
OG0004410	XP_035720846.1	XP_031835918.1
OG0004411	XP_035722405.1	XP_031846570.1
OG0004412	XP_035719195.1	XP_031849383.1, XP_031849382.1, XP_031849381.1
OG0004414	XP_035738576.1	XP_031830992.1
OG0004416	XP_035738970.1	XP_031840153.1
OG0004417	XP_035729764.1	XP_031832460.1
OG0004418	XP_035730683.1	XP_031828444.1, XP_031828445.1
OG0004419	XP_035732549.1	XP_031842040.1
OG0004420	XP_035731618.1, XP_035731617.1, XP_035731616.1	XP_031845019.1
OG0004421	XP_035720456.1	XP_031848196.1
OG0004422	XP_035740657.1	XP_031837897.1
OG0004423	XP_035720991.1	XP_031834844.1
OG0004424	XP_035743112.1	XP_031829417.1
OG0004425	XP_035723415.1	XP_031838953.1
OG0004426	XP_035724104.1	XP_031843355.1
OG0004427	XP_035739301.1	XP_031849660.1
OG0004428	XP_035736768.1	XP_031841244.1
OG0004429	XP_035732065.1	XP_031836522.1
OG0004430	XP_035739616.1	XP_031838323.1
OG0004431	XP_035722511.1	XP_031847531.1
OG0004432	XP_035741162.1	XP_031838039.1
OG0004433	XP_035731987.1	XP_031846611.1
OG0004434	XP_035734164.1	XP_031842753.1
OG0004436	XP_035730356.1	XP_031849554.1
OG0004437	XP_035724802.1	XP_031833339.1
OG0004438	XP_035727371.1	XP_031837296.1
OG0004439	XP_035718572.1	XP_031844953.1
OG0004440	XP_035727370.1	XP_031837295.1
OG0004441	XP_035738273.1	XP_031845087.1
OG0004442	XP_035740372.1	XP_031845121.1
OG0004443	XP_035731329.1	XP_031845085.1
OG0004444	XP_035740096.1	XP_031846883.1
OG0004445	XP_035723788.1	XP_031844272.1
OG0004446	XP_035719324.1	XP_031832278.1
OG0004447	XP_035735179.1, XP_035735188.1	XP_031828538.1, XP_031828548.1
OG0004448	XP_035728727.1	XP_031827194.1
OG0004449	XP_035743694.1	XP_031844901.1
OG0004450	XP_035727401.1	XP_031827006.1
OG0004451	XP_035725506.1	XP_031843782.1
OG0004452	XP_035731645.1	XP_031849991.1
OG0004453	XP_035720216.1	XP_031834526.1
OG0004454	XP_035736689.1	XP_031847873.1, XP_031847875.1, XP_031847874.1
OG0004455	XP_035727968.1	XP_031833547.1
OG0004456	XP_035719560.1	XP_031838994.1, XP_031838993.1, XP_031838992.1, XP_031838990.1
OG0004457	XP_035736630.1	XP_031829042.1
OG0004458	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1	XP_031839053.1
OG0004459	XP_035731942.1	XP_031833300.1
OG0004460	XP_035721446.1	XP_031848568.1
OG0004461	XP_035718765.1	XP_031836340.1
OG0004462	XP_035722733.1	XP_031837794.1
OG0004463	XP_035721801.1, XP_035721800.1	XP_031839168.1
OG0004465	XP_035726580.1	XP_031839215.1
OG0004466	XP_035732099.1	XP_031837288.1
OG0004467	XP_035737645.1	XP_031848346.1
OG0004468	XP_035734723.1	XP_031848296.1
OG0004469	XP_035725041.1	XP_031835501.1
OG0004470	XP_035744270.1	XP_031831998.1
OG0004471	XP_035730247.1	XP_031831521.1
OG0004472	XP_035727785.1	XP_031845443.1
OG0004473	XP_035733284.1	XP_031835870.1, XP_031835871.1, XP_031835872.1
OG0004474	XP_035725461.1	XP_031837493.1, XP_031837503.1, XP_031837513.1
OG0004475	XP_035743318.1	XP_031833982.1
OG0004476	XP_035718399.1	XP_031835763.1, XP_031835770.1
OG0004477	XP_035718420.1, XP_035718418.1	XP_031842533.1
OG0004478	XP_035730715.1	XP_031841907.1
OG0004479	XP_035722946.1	XP_031844177.1
OG0004480	XP_035736483.1	XP_031829377.1, XP_031829376.1
OG0004481	XP_035733454.1	XP_031840707.1
OG0004483	XP_035730996.1	XP_031835459.1
OG0004484	XP_035732547.1	XP_031831586.1
OG0004485	XP_035740480.1	XP_031838630.1
OG0004486	XP_035717168.1	XP_031839386.1
OG0004487	XP_035730145.1	XP_031838268.1
OG0004488	XP_035743589.1	XP_031849971.1
OG0004489	XP_035739350.1, XP_035739349.1	XP_031831375.1
OG0004490	XP_035725932.1	XP_031836112.1
OG0004491	XP_035744192.1	XP_031844296.1
OG0004492	XP_035744278.1	XP_031849160.1, XP_031849169.1
OG0004493	XP_035743917.1	XP_031846540.1
OG0004494	XP_035742984.1, XP_035742982.1, XP_035742983.1	XP_031830401.1
OG0004495	XP_035740269.1	XP_031846401.1
OG0004496	XP_035728802.1	XP_031831632.1
OG0004497	XP_035742527.1	XP_031843454.1
OG0004498	XP_035738459.1	XP_031825861.1
OG0004499	XP_035726016.1	XP_031842213.1
OG0004500	XP_035717636.1, XP_035717647.1	XP_031843052.1
OG0004501	XP_035736381.1	XP_031848715.1
OG0004502	XP_035719188.1	XP_031838356.1
OG0004503	XP_035739249.1	XP_031825334.1
OG0004504	XP_035723438.1	XP_031835746.1
OG0004505	XP_035717360.1	XP_031844148.1
OG0004506	XP_035736812.1	XP_031837658.1
OG0004507	XP_035718493.1	XP_031846902.1
OG0004508	XP_035742525.1	XP_031849941.1
OG0004509	XP_035720458.1	XP_031840378.1
OG0004510	XP_035740791.1	XP_031847442.1
OG0004511	XP_035726964.1, XP_035726965.1, XP_035727102.1, XP_035727101.1	XP_031845389.1
OG0004512	XP_035738958.1	XP_031826703.1
OG0004513	XP_035743899.1	XP_031825849.1
OG0004514	XP_035718083.1	XP_031827887.1
OG0004515	XP_035723012.1	XP_031849552.1
OG0004516	XP_035719360.1	XP_031826581.1
OG0004517	XP_035733513.1	XP_031846176.1
OG0004518	XP_035739395.1, XP_035739400.1	XP_031830281.1
OG0004519	XP_035732781.1	XP_031849917.1
OG0004520	XP_035731589.1	XP_031847748.1
OG0004521	XP_035724029.1	XP_031838634.1
OG0004522	XP_035736624.1	XP_031843161.1, XP_031843256.1, XP_031842987.1, XP_031843071.1, XP_031842897.1
OG0004524	XP_035726861.1	XP_031832978.1
OG0004525	XP_035727535.1, XP_035727534.1	XP_031841642.1
OG0004526	XP_035725124.1	XP_031841315.1
OG0004527	XP_035741321.1	XP_031840837.1
OG0004528	XP_035732005.1	XP_031842482.1
OG0004529	XP_035725981.1	XP_031825686.1
OG0004530	XP_035732562.1	XP_031845570.1
OG0004531	XP_035743346.1	XP_031828675.1
OG0004532	XP_035722309.1	XP_031839791.1
OG0004533	XP_035724228.1	XP_031830105.1
OG0004534	XP_035744288.1	XP_031840951.1
OG0004535	XP_035720361.1	XP_031834483.1
OG0004536	XP_035728877.1	XP_031825911.1
OG0004537	XP_035727784.1, XP_035727783.1	XP_031845439.1
OG0004538	XP_035742290.1	XP_031839897.1
OG0004539	XP_035739489.1, XP_035739491.1, XP_035739492.1	XP_031844485.1
OG0004540	XP_035741431.1	XP_031826973.1, XP_031826972.1
OG0004541	XP_035733690.1	XP_031828177.1
OG0004542	XP_035721472.1, XP_035721471.1	XP_031850457.1
OG0004543	XP_035725469.1	XP_031826480.1
OG0004544	XP_035728685.1	XP_031848741.1
OG0004545	XP_035720694.1	XP_031841561.1, XP_031841555.1
OG0004546	XP_035717775.1	XP_031826563.1
OG0004547	XP_035734168.1	XP_031843328.1
OG0004548	XP_035718885.1	XP_031844149.1
OG0004549	XP_035734368.1	XP_031833688.1
OG0004550	XP_035723468.1, XP_035723469.1	XP_031841762.1
OG0004551	XP_035741618.1	XP_031829257.1
OG0004552	XP_035744247.1	XP_031834264.1
OG0004553	XP_035736693.1	XP_031837677.1
OG0004554	XP_035732265.1	XP_031827673.1
OG0004555	XP_035719814.1	XP_031825440.1
OG0004556	XP_035729879.1	XP_031835015.1
OG0004557	XP_035718826.1	XP_031831621.1
OG0004558	XP_035739619.1, XP_035739618.1	XP_031838263.1
OG0004559	XP_035727085.1	XP_031828837.1
OG0004560	XP_035741070.1	XP_031830238.1
OG0004561	XP_035740066.1, XP_035740064.1, XP_035740065.1, XP_035740067.1	XP_031850286.1
OG0004562	XP_035734298.1	XP_031828838.1, XP_031828839.1
OG0004563	XP_035738719.1, XP_035738720.1	XP_031848433.1, XP_031848432.1
OG0004564	XP_035719074.1	XP_031832295.1
OG0004565	XP_035732967.1	XP_031836182.1
OG0004566	XP_035738102.1	XP_031849799.1
OG0004567	XP_035727965.1	XP_031827375.1
OG0004568	XP_035717632.1	XP_031842470.1
OG0004569	XP_035736598.1	XP_031847890.1
OG0004570	XP_035737834.1	XP_031834643.1
OG0004571	XP_035730160.1	XP_031831093.1
OG0004572	XP_035739695.1	XP_031829245.1
OG0004573	XP_035725273.1	XP_031838374.1
OG0004574	XP_035723905.1	XP_031846960.1
OG0004575	XP_035736607.1, XP_035736617.1	XP_031827677.1
OG0004576	XP_035741448.1	XP_031832330.1
OG0004577	XP_035736948.1	XP_031841348.1
OG0004578	XP_035720316.1	XP_031833432.1
OG0004579	XP_035730305.1	XP_031843567.1
OG0004580	XP_035726989.1	XP_031829047.1
OG0004581	XP_035718126.1, XP_035718127.1	XP_031834288.1
OG0004582	XP_035741597.1	XP_031827415.1
OG0004583	XP_035724342.1	XP_031842759.1
OG0004584	XP_035729436.1	XP_031842935.1
OG0004585	XP_035729318.1	XP_031846722.1
OG0004586	XP_035738140.1	XP_031830688.1
OG0004587	XP_035726854.1	XP_031846431.1
OG0004588	XP_035728451.1	XP_031834738.1, XP_031834737.1
OG0004589	XP_035719652.1	XP_031833728.1
OG0004590	XP_035742345.1, XP_035722158.1	XP_031839898.1
OG0004591	XP_035735119.1	XP_031849269.1
OG0004592	XP_035736298.1	XP_031843009.1
OG0004593	XP_035742710.1	XP_031826468.1
OG0004594	XP_035719938.1	XP_031831736.1
OG0004595	XP_035721189.1	XP_031831762.1
OG0004596	XP_035742046.1	XP_031825732.1
OG0004597	XP_035717976.1, XP_035717977.1	XP_031838508.1
OG0004598	XP_035735382.1	XP_031827767.1, XP_031827758.1
OG0004599	XP_035727075.1	XP_031829973.1, XP_031829972.1
OG0004600	XP_035740811.1	XP_031842251.1
OG0004601	XP_035740893.1	XP_031847969.1
OG0004602	XP_035736782.1	XP_031841260.1
OG0004603	XP_035717614.1	XP_031827695.1
OG0004604	XP_035720859.1	XP_031833438.1, XP_031833400.1
OG0004605	XP_035739965.1	XP_031849459.1, XP_031849458.1
OG0004606	XP_035732368.1	XP_031841126.1
OG0004607	XP_035728820.1	XP_031831023.1
OG0004608	XP_035734170.1	XP_031842224.1
OG0004609	XP_035725020.1	XP_031835494.1
OG0004611	XP_035741076.1	XP_031836947.1
OG0004612	XP_035719083.1, XP_035719085.1	XP_031831242.1
OG0004613	XP_035724113.1	XP_031827922.1
OG0004614	XP_035719307.1, XP_035719306.1	XP_031836880.1, XP_031836881.1
OG0004615	XP_035737103.1	XP_031826243.1, XP_031826242.1
OG0004616	XP_035728362.1	XP_031834750.1, XP_031834751.1
OG0004617	XP_035743838.1	XP_031846458.1
OG0004618	XP_035718821.1	XP_031848473.1
OG0004619	XP_035742052.1	XP_031835296.1, XP_031835295.1
OG0004620	XP_035738675.1, XP_035738677.1, XP_035738676.1	XP_031841008.1
OG0004621	XP_035731421.1	XP_031845520.1
OG0004622	XP_035728803.1	XP_031833742.1, XP_031833743.1, XP_031833741.1
OG0004623	XP_035726328.1	XP_031848704.1
OG0004624	XP_035727176.1	XP_031835579.1
OG0004625	XP_035739078.1	XP_031839693.1
OG0004626	XP_035729568.1	XP_031847039.1, XP_031847037.1, XP_031847038.1
OG0004627	XP_035717167.1	XP_031825845.1
OG0004628	XP_035738020.1	XP_031839819.1
OG0004629	XP_035733675.1	XP_031832352.1
OG0004630	XP_035727858.1	XP_031831028.1
OG0004631	XP_035739954.1	XP_031838214.1
OG0004632	XP_035743522.1	XP_031828157.1
OG0004633	XP_035741518.1	XP_031841975.1
OG0004634	XP_035730945.1	XP_031850196.1
OG0004635	XP_035719578.1	XP_031830424.1, XP_031830425.1, XP_031830426.1, XP_031830423.1
OG0004636	XP_035744257.1	XP_031845474.1
OG0004637	XP_035732305.1	XP_031836699.1
OG0004638	XP_035722884.1	XP_031849475.1
OG0004639	XP_035738909.1	XP_031833327.1, XP_031833330.1, XP_031833329.1, XP_031833331.1
OG0004640	XP_035724814.1	XP_031834309.1, XP_031834307.1
OG0004641	XP_035721024.1	XP_031830098.1
OG0004642	XP_035737517.1	XP_031838315.1
OG0004643	XP_035743049.1, XP_035742918.1	XP_031846000.1
OG0004644	XP_035726031.1	XP_031829441.1
OG0004645	XP_035726653.1	XP_031827346.1
OG0004646	XP_035726393.1	XP_031841279.1
OG0004647	XP_035729392.1	XP_031825803.1
OG0004648	XP_035734993.1	XP_031844057.1
OG0004649	XP_035732704.1	XP_031848566.1
OG0004650	XP_035726684.1	XP_031842045.1
OG0004651	XP_035723342.1	XP_031833551.1
OG0004652	XP_035735987.1	XP_031829616.1, XP_031829615.1, XP_031829614.1
OG0004653	XP_035740333.1	XP_031850476.1
OG0004654	XP_035740642.1	XP_031847351.1
OG0004655	XP_035719255.1	XP_031835589.1
OG0004656	XP_035743716.1	XP_031841158.1
OG0004657	XP_035732921.1	XP_031831543.1
OG0004658	XP_035728660.1, XP_035728662.1	XP_031827940.1
OG0004659	XP_035740562.1	XP_031835083.1, XP_031835084.1, XP_031835085.1
OG0004660	XP_035740972.1	XP_031826339.1
OG0004661	XP_035743433.1, XP_035743435.1	XP_031826426.1
OG0004662	XP_035719933.1	XP_031831734.1
OG0004663	XP_035737078.1	XP_031842969.1
OG0004665	XP_035735797.1	XP_031832641.1
OG0004666	XP_035723315.1	XP_031826536.1
OG0004667	XP_035725205.1	XP_031841303.1
OG0004668	XP_035731607.1	XP_031833170.1
OG0004669	XP_035729502.1	XP_031831558.1
OG0004670	XP_035740208.1	XP_031828116.1, XP_031828115.1
OG0004671	XP_035736860.1	XP_031840641.1
OG0004672	XP_035740059.1	XP_031840158.1
OG0004673	XP_035719840.1, XP_035719839.1, XP_035719838.1	XP_031836017.1
OG0004674	XP_035725941.1	XP_031844841.1
OG0004675	XP_035720069.1	XP_031828759.1
OG0004676	XP_035731558.1	XP_031841457.1
OG0004677	XP_035733537.1	XP_031828370.1
OG0004678	XP_035726917.1	XP_031843477.1
OG0004679	XP_035719462.1	XP_031828220.1
OG0004681	XP_035740527.1	XP_031845390.1
OG0004682	XP_035719126.1, XP_035719129.1	XP_031850578.1
OG0004683	XP_035718631.1	XP_031833460.1
OG0004684	XP_035717544.1	XP_031830398.1
OG0004685	XP_035740395.1	XP_031829897.1, XP_031829898.1
OG0004686	XP_035741490.1	XP_031837965.1
OG0004687	XP_035732077.1	XP_031838605.1
OG0004688	XP_035717692.1	XP_031828494.1
OG0004689	XP_035725207.1	XP_031834998.1
OG0004690	XP_035732918.1	XP_031845415.1, XP_031845416.1, XP_031845417.1, XP_031845419.1
OG0004691	XP_035742252.1	XP_031833012.1
OG0004692	XP_035742270.1	XP_031833013.1
OG0004693	XP_035732980.1, XP_035732979.1, XP_035732978.1	XP_031839189.1
OG0004695	XP_035741903.1	XP_031840315.1
OG0004696	XP_035738754.1	XP_031846206.1
OG0004697	XP_035730115.1	XP_031826231.1
OG0004698	XP_035736973.1, XP_035736974.1	XP_031837548.1
OG0004699	XP_035733184.1	XP_031835887.1
OG0004700	XP_035736054.1	XP_031845654.1
OG0004701	XP_035734610.1	XP_031838564.1
OG0004702	XP_035724891.1	XP_031842746.1, XP_031842745.1
OG0004703	XP_035739091.1	XP_031833758.1, XP_031833761.1, XP_031833764.1, XP_031833765.1, XP_031833762.1, XP_031833763.1, XP_031833760.1, XP_031833759.1
OG0004704	XP_035741705.1, XP_035741703.1	XP_031830916.1
OG0004705	XP_035723297.1	XP_031838265.1
OG0004707	XP_035734475.1	XP_031846607.1
